time,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,N11,N12,N13,N14,N15,N16,N17,N18,N19,N20
2.55,6434.33,5974.92,9477.02,6020.93,985.521,6080.9,3002.46,2530.48,3948.71,7882.8,3649.57,8058.11,844.896,1204.38,2290.85,9711.58,4496.03,7463.96,732.821,7558.23
2.6,6435.73,5976.32,9478.4,6022.32,986.901,6082.29,3003.86,2531.86,3950.1,7884.2,3650.96,8059.5,846.285,1205.77,2292.24,9712.97,4497.42,7465.36,734.225,7559.62
2.65,6437.13,5977.72,9479.78,6023.72,988.282,6083.68,3005.25,2533.25,3951.49,7885.59,3652.35,8060.89,847.673,1207.16,2293.63,9714.36,4498.81,7466.75,735.63,7561.01
2.7,6438.53,5979.13,9481.17,6025.11,989.663,6085.07,3006.65,2534.64,3952.88,7886.99,3653.74,8062.28,849.062,1208.55,2295.02,9715.74,4500.2,7468.14,737.034,7562.4
2.75,6439.93,5980.53,9482.55,6026.51,991.044,6086.46,3008.05,2536.03,3954.27,7888.38,3655.13,8063.67,850.451,1209.94,2296.41,9717.13,4501.59,7469.53,738.439,7563.79
2.8,6441.32,5981.93,9483.93,6027.9,992.424,6087.85,3009.44,2537.42,3955.66,7889.78,3656.52,8065.06,851.839,1211.33,2297.8,9718.52,4502.98,7470.92,739.843,7565.18
2.85,6442.72,5983.33,9485.31,6029.3,993.805,6089.23,3010.84,2538.81,3957.05,7891.17,3657.91,8066.44,853.228,1212.72,2299.19,9719.91,4504.37,7472.32,741.247,7566.57
2.9,6444.12,5984.73,9486.7,6030.69,995.186,6090.62,3012.24,2540.2,3958.43,7892.57,3659.3,8067.83,854.616,1214.11,2300.58,9721.3,4505.76,7473.71,742.652,7567.96
2.95,6445.52,5986.13,9488.08,6032.09,996.567,6092.01,3013.63,2541.59,3959.82,7893.96,3660.69,8069.22,856.005,1215.5,2301.97,9722.69,4507.15,7475.1,744.056,7569.34
3,6446.92,5987.54,9489.46,6033.48,997.947,6093.4,3015.03,2542.98,3961.21,7895.36,3662.08,8070.61,857.393,1216.88,2303.36,9724.08,4508.54,7476.49,745.46,7570.73
3.05,6448.32,5988.94,9490.84,6034.88,999.328,6094.79,3016.43,2544.36,3962.6,7896.75,3663.47,8072,858.782,1218.27,2304.75,9725.47,4509.93,7477.88,746.865,7572.12
3.1,6449.72,5990.34,9492.22,6036.27,1000.71,6096.18,3017.83,2545.75,3963.99,7898.15,3664.86,8073.39,860.17,1219.66,2306.14,9726.86,4511.32,7479.27,748.269,7573.51
3.15,6451.11,5991.74,9493.61,6037.67,1002.09,6097.57,3019.22,2547.14,3965.38,7899.54,3666.25,8074.78,861.559,1221.05,2307.53,9728.24,4512.71,7480.67,749.673,7574.9
3.2,6452.51,5993.14,9494.99,6039.06,1003.47,6098.96,3020.62,2548.53,3966.77,7900.94,3667.64,8076.16,862.947,1222.44,2308.92,9729.63,4514.1,7482.06,751.078,7576.29
3.25,6453.91,5994.54,9496.37,6040.46,1004.85,6100.35,3022.02,2549.92,3968.16,7902.33,3669.03,8077.55,864.336,1223.83,2310.31,9731.02,4515.49,7483.45,752.482,7577.68
3.3,6455.31,5995.94,9497.75,6041.85,1006.23,6101.73,3023.41,2551.31,3969.55,7903.73,3670.42,8078.94,865.724,1225.22,2311.7,9732.41,4516.88,7484.84,753.886,7579.07
3.35,6456.71,5997.35,9499.13,6043.25,1007.61,6103.12,3024.81,2552.7,3970.93,7905.12,3671.81,8080.33,867.113,1226.61,2313.09,9733.8,4518.26,7486.23,755.291,7580.46
3.4,6458.11,5998.75,9500.52,6044.64,1008.99,6104.51,3026.21,2554.09,3972.32,7906.52,3673.2,8081.72,868.501,1228,2314.48,9735.19,4519.65,7487.63,756.695,7581.84
3.45,6459.51,6000.15,9501.9,6046.04,1010.37,6105.9,3027.61,2555.48,3973.71,7907.91,3674.59,8083.11,869.89,1229.38,2315.87,9736.58,4521.04,7489.02,758.1,7583.23
3.5,6460.91,6001.55,9503.28,6047.43,1011.76,6107.29,3029,2556.86,3975.1,7909.31,3675.98,8084.49,871.278,1230.77,2317.26,9737.97,4522.43,7490.41,759.504,7584.62
3.55,6462.3,6002.95,9504.66,6048.83,1013.14,6108.68,3030.4,2558.25,3976.49,7910.7,3677.37,8085.88,872.667,1232.16,2318.65,9739.36,4523.82,7491.8,760.908,7586.01
3.6,6463.7,6004.35,9506.05,6050.22,1014.52,6110.07,3031.8,2559.64,3977.88,7912.1,3678.76,8087.27,874.055,1233.55,2320.04,9740.74,4525.21,7493.19,762.313,7587.4
3.65,6465.1,6005.76,9507.43,6051.62,1015.9,6111.46,3033.19,2561.03,3979.27,7913.49,3680.15,8088.66,875.444,1234.94,2321.43,9742.13,4526.6,7494.59,763.717,7588.79
3.7,6466.5,6007.16,9508.81,6053.01,1017.28,6112.85,3034.59,2562.42,3980.66,7914.89,3681.54,8090.05,876.833,1236.33,2322.82,9743.52,4527.99,7495.98,765.121,7590.18
3.75,6467.9,6008.56,9510.19,6054.41,1018.66,6114.23,3035.99,2563.81,3982.05,7916.28,3682.93,8091.44,878.221,1237.72,2324.21,9744.91,4529.38,7497.37,766.526,7591.57
3.8,6469.3,6009.96,9511.57,6055.81,1020.04,6115.62,3037.38,2565.2,3983.43,7917.68,3684.32,8092.82,879.61,1239.11,2325.6,9746.3,4530.77,7498.76,767.93,7592.96
3.85,6470.7,6011.36,9512.96,6057.2,1021.42,6117.01,3038.78,2566.59,3984.82,7919.07,3685.71,8094.21,880.998,1240.5,2326.99,9747.69,4532.16,7500.15,769.334,7594.34
3.9,6472.1,6012.76,9514.34,6058.6,1022.8,6118.4,3040.18,2567.98,3986.21,7920.47,3687.1,8095.6,882.387,1241.88,2328.38,9749.08,4533.55,7501.54,770.739,7595.73
3.95,6473.49,6014.17,9515.72,6059.99,1024.18,6119.79,3041.58,2569.36,3987.6,7921.86,3688.49,8096.99,883.775,1243.27,2329.77,9750.47,4534.94,7502.94,772.143,7597.12
4,6474.89,6015.57,9517.1,6061.39,1025.56,6121.18,3042.97,2570.75,3988.99,7923.26,3689.88,8098.38,885.164,1244.66,2331.16,9751.86,4536.33,7504.33,773.548,7598.51
4.05,6476.29,6016.97,9518.48,6062.78,1026.94,6122.57,3044.37,2572.14,3990.38,7924.65,3691.27,8099.77,886.552,1246.05,2332.55,9753.24,4537.72,7505.72,774.952,7599.9
4.1,6477.69,6018.37,9519.87,6064.18,1028.32,6123.96,3045.77,2573.53,3991.77,7926.05,3692.66,8101.16,887.941,1247.44,2333.94,9754.63,4539.11,7507.11,776.356,7601.29
4.15,6479.09,6019.77,9521.25,6065.57,1029.71,6125.35,3047.16,2574.92,3993.16,7927.44,3694.05,8102.54,889.329,1248.83,2335.33,9756.02,4540.5,7508.5,777.761,7602.68
4.2,6480.49,6021.17,9522.63,6066.97,1031.09,6126.73,3048.56,2576.31,3994.55,7928.84,3695.44,8103.93,890.718,1250.22,2336.72,9757.41,4541.89,7509.9,779.165,7604.07
4.25,6481.89,6022.58,9524.01,6068.36,1032.47,6128.12,3049.96,2577.7,3995.93,7930.23,3696.83,8105.32,892.106,1251.61,2338.11,9758.8,4543.28,7511.29,780.569,7605.46
4.3,6483.28,6023.98,9525.4,6069.76,1033.85,6129.51,3051.36,2579.09,3997.32,7931.63,3698.22,8106.71,893.495,1253,2339.5,9760.19,4544.67,7512.68,781.974,7606.84
4.35,6484.68,6025.38,9526.78,6071.15,1035.23,6130.9,3052.75,2580.48,3998.71,7933.02,3699.61,8108.1,894.883,1254.38,2340.89,9761.58,4546.06,7514.07,783.378,7608.23
4.4,6486.08,6026.78,9528.16,6072.55,1036.61,6132.29,3054.15,2581.86,4000.1,7934.42,3701,8109.49,896.272,1255.77,2342.28,9762.97,4547.45,7515.46,784.782,7609.62
4.45,6487.48,6028.18,9529.54,6073.94,1037.99,6133.68,3055.55,2583.25,4001.49,7935.81,3702.39,8110.87,897.66,1257.16,2343.67,9764.36,4548.84,7516.86,786.187,7611.01
4.5,6488.88,6029.58,9530.92,6075.34,1039.37,6135.07,3056.94,2584.64,4002.88,7937.21,3703.78,8112.26,899.049,1258.55,2345.06,9765.74,4550.23,7518.25,787.591,7612.4
4.55,6490.28,6030.98,9532.31,6076.73,1040.75,6136.46,3058.34,2586.03,4004.27,7938.6,3705.18,8113.65,900.438,1259.94,2346.45,9767.13,4551.62,7519.64,788.996,7613.79
4.6,6491.68,6032.39,9533.69,6078.13,1042.13,6137.85,3059.74,2587.42,4005.66,7940,3706.57,8115.04,901.826,1261.33,2347.84,9768.52,4553.01,7521.03,790.4,7615.18
4.65,6493.08,6033.79,9535.07,6079.52,1043.51,6139.23,3061.13,2588.81,4007.05,7941.39,3707.96,8116.43,903.215,1262.72,2349.23,9769.91,4554.39,7522.42,791.804,7616.57
4.7,6494.47,6035.19,9536.45,6080.92,1044.89,6140.62,3062.53,2590.2,4008.43,7942.79,3709.35,8117.82,904.603,1264.11,2350.62,9771.3,4555.78,7523.81,793.209,7617.96
4.75,6495.87,6036.59,9537.83,6082.31,1046.28,6142.01,3063.93,2591.59,4009.82,7944.18,3710.74,8119.21,905.992,1265.5,2352.01,9772.69,4557.17,7525.21,794.613,7619.34
4.8,6497.27,6037.99,9539.22,6083.71,1047.66,6143.4,3065.33,2592.98,4011.21,7945.58,3712.13,8120.59,907.38,1266.88,2353.4,9774.08,4558.56,7526.6,796.017,7620.73
4.85,6498.67,6039.39,9540.6,6085.1,1049.04,6144.79,3066.72,2594.36,4012.6,7946.97,3713.52,8121.98,908.769,1268.27,2354.79,9775.47,4559.95,7527.99,797.422,7622.12
4.9,6500.07,6040.8,9541.98,6086.5,1050.42,6146.18,3068.12,2595.75,4013.99,7948.37,3714.91,8123.37,910.157,1269.66,2356.18,9776.86,4561.34,7529.38,798.826,7623.51
4.95,6501.47,6042.2,9543.36,6087.89,1051.8,6147.57,3069.52,2597.14,4015.38,7949.76,3716.3,8124.76,911.546,1271.05,2357.57,9778.24,4562.73,7530.77,800.23,7624.9
5,6502.87,6043.6,9544.75,6089.29,1053.18,6148.96,3070.91,2598.53,4016.77,7951.16,3717.69,8126.15,912.934,1272.44,2358.96,9779.63,4564.12,7532.17,801.635,7626.29
5.05,6504.27,6045,9546.13,6090.68,1054.56,6150.35,3072.31,2599.92,4018.16,7952.55,3719.08,8127.54,914.323,1273.83,2360.35,9781.02,4565.51,7533.56,803.039,7627.68
5.1,6505.66,6046.4,9547.51,6092.08,1055.94,6151.73,3073.71,2601.31,4019.55,7953.95,3720.47,8128.92,915.711,1275.22,2361.74,9782.41,4566.9,7534.95,804.444,7629.07
5.15,6507.06,6047.8,9548.89,6093.47,1057.32,6153.12,3075.11,2602.7,4020.93,7955.35,3721.86,8130.31,917.1,1276.61,2363.13,9783.8,4568.29,7536.34,805.848,7630.46
5.2,6508.46,6049.21,9550.27,6094.87,1058.7,6154.51,3076.5,2604.09,4022.32,7956.74,3723.25,8131.7,918.488,1278,2364.52,9785.19,4569.68,7537.73,807.252,7631.84
5.25,6509.86,6050.61,9551.66,6096.26,1060.08,6155.9,3077.9,2605.48,4023.71,7958.14,3724.64,8133.09,919.877,1279.38,2365.91,9786.58,4571.07,7539.13,808.657,7633.23
5.3,6511.26,6052.01,9553.04,6097.66,1061.46,6157.29,3079.3,2606.86,4025.1,7959.53,3726.03,8134.48,921.265,1280.77,2367.3,9787.97,4572.46,7540.52,810.061,7634.62
5.35,6512.66,6053.41,9554.42,6099.06,1062.84,6158.68,3080.69,2608.25,4026.49,7960.93,3727.42,8135.87,922.654,1282.16,2368.69,9789.36,4573.85,7541.91,811.465,7636.01
5.4,6514.06,6054.81,9555.8,6100.45,1064.23,6160.07,3082.09,2609.64,4027.88,7962.32,3728.81,8137.25,924.042,1283.55,2370.08,9790.74,4575.24,7543.3,812.87,7637.4
5.45,6515.45,6056.21,9557.18,6101.85,1065.61,6161.46,3083.49,2611.03,4029.27,7963.72,3730.2,8138.64,925.431,1284.94,2371.47,9792.13,4576.63,7544.69,814.274,7638.79
5.5,6516.85,6057.62,9558.57,6103.24,1066.99,6162.85,3084.88,2612.42,4030.66,7965.11,3731.59,8140.03,926.82,1286.33,2372.86,9793.52,4578.02,7546.08,815.678,7640.18
5.55,6518.25,6059.02,9559.95,6104.64,1068.37,6164.23,3086.28,2613.81,4032.05,7966.51,3732.98,8141.42,928.208,1287.72,2374.25,9794.91,4579.41,7547.48,817.083,7641.57
5.6,6519.65,6060.42,9561.33,6106.03,1069.75,6165.62,3087.68,2615.2,4033.43,7967.9,3734.37,8142.81,929.597,1289.11,2375.64,9796.3,4580.8,7548.87,818.487,7642.96
5.65,6521.05,6061.82,9562.71,6107.43,1071.13,6167.01,3089.08,2616.59,4034.82,7969.3,3735.76,8144.2,930.985,1290.5,2377.03,9797.69,4582.19,7550.26,819.892,7644.34
5.7,6522.45,6063.22,9564.1,6108.82,1072.51,6168.4,3090.47,2617.98,4036.21,7970.69,3737.15,8145.59,932.374,1291.88,2378.42,9799.08,4583.58,7551.65,821.296,7645.73
5.75,6523.85,6064.62,9565.48,6110.22,1073.89,6169.79,3091.87,2619.36,4037.6,7972.09,3738.54,8146.97,933.762,1293.27,2379.81,9800.47,4584.97,7553.04,822.7,7647.12
5.8,6525.25,6066.02,9566.86,6111.61,1075.27,6171.18,3093.27,2620.75,4038.99,7973.48,3739.93,8148.36,935.151,1294.66,2381.2,9801.86,4586.36,7554.44,824.105,7648.51
5.85,6526.64,6067.43,9568.24,6113.01,1076.65,6172.57,3094.66,2622.14,4040.38,7974.88,3741.32,8149.75,936.539,1296.05,2382.59,9803.24,4587.75,7555.83,825.509,7649.9
5.9,6528.04,6068.83,9569.62,6114.4,1078.03,6173.96,3096.06,2623.53,4041.77,7976.27,3742.71,8151.14,937.928,1297.44,2383.98,9804.63,4589.14,7557.22,826.913,7651.29
5.95,6529.44,6070.23,9571.01,6115.8,1079.41,6175.35,3097.46,2624.92,4043.16,7977.67,3744.1,8152.53,939.316,1298.83,2385.37,9806.02,4590.52,7558.61,828.318,7652.68
6,6530.84,6071.63,9572.39,6117.19,1080.8,6176.73,3098.86,2626.31,4044.55,7979.06,3745.49,8153.92,940.705,1300.22,2386.76,9807.41,4591.91,7560,829.722,7654.07
6.05,6532.24,6073.03,9573.77,6118.59,1082.18,6178.12,3100.25,2627.7,4045.93,7980.46,3746.88,8155.3,942.093,1301.61,2388.15,9808.8,4593.3,7561.4,831.127,7655.46
6.1,6533.64,6074.43,9575.15,6119.98,1083.56,6179.51,3101.65,2629.09,4047.32,7981.85,3748.27,8156.69,943.482,1303,2389.54,9810.19,4594.69,7562.79,832.531,7656.84
6.15,6535.04,6075.84,9576.53,6121.38,1084.94,6180.9,3103.05,2630.48,4048.71,7983.25,3749.66,8158.08,944.87,1304.38,2390.93,9811.58,4596.08,7564.18,833.935,7658.23
6.2,6536.44,6077.24,9577.92,6122.77,1086.32,6182.29,3104.44,2631.86,4050.1,7984.64,3751.05,8159.47,946.259,1305.77,2392.32,9812.97,4597.47,7565.57,835.34,7659.62
6.25,6537.83,6078.64,9579.3,6124.17,1087.7,6183.68,3105.84,2633.25,4051.49,7986.04,3752.44,8160.86,947.647,1307.16,2393.71,9814.36,4598.86,7566.96,836.744,7661.01
6.3,6539.23,6080.04,9580.68,6125.56,1089.08,6185.07,3107.24,2634.64,4052.88,7987.43,3753.83,8162.25,949.036,1308.55,2395.1,9815.74,4600.25,7568.35,838.148,7662.4
6.35,6540.63,6081.44,9582.06,6126.96,1090.46,6186.46,3108.63,2636.03,4054.27,7988.83,3755.22,8163.63,950.424,1309.94,2396.49,9817.13,4601.64,7569.75,839.553,7663.79
6.4,6542.03,6082.84,9583.45,6128.35,1091.84,6187.85,3110.03,2637.42,4055.66,7990.22,3756.61,8165.02,951.813,1311.33,2397.88,9818.52,4603.03,7571.14,840.957,7665.18
6.45,6543.43,6084.25,9584.83,6129.75,1093.22,6189.23,3111.43,2638.81,4057.05,7991.62,3758,8166.41,953.202,1312.72,2399.27,9819.91,4604.42,7572.53,842.361,7666.57
6.5,6544.83,6085.65,9586.21,6131.14,1094.6,6190.62,3112.83,2640.2,4058.43,7993.01,3759.39,8167.8,954.59,1314.11,2400.66,9821.3,4605.81,7573.92,843.766,7667.96
6.55,6546.23,6087.05,9587.59,6132.54,1095.98,6192.01,3114.22,2641.59,4059.82,7994.41,3760.78,8169.19,955.979,1315.5,2402.05,9822.69,4607.2,7575.31,845.17,7669.34
6.6,6547.62,6088.45,9588.97,6133.93,1097.37,6193.4,3115.62,2642.98,4061.21,7995.8,3762.17,8170.58,957.367,1316.88,2403.44,9824.08,4608.59,7576.71,846.575,7670.73
6.65,6549.02,6089.85,9590.36,6135.33,1098.75,6194.79,3117.02,2644.36,4062.6,7997.2,3763.56,8171.97,958.756,1318.27,2404.83,9825.47,4609.98,7578.1,847.979,7672.12
6.7,6550.42,6091.25,9591.74,6136.72,1100.13,6196.18,3118.41,2645.75,4063.99,7998.59,3764.95,8173.35,960.144,1319.66,2406.22,9826.86,4611.37,7579.49,849.383,7673.51
6.75,6551.82,6092.65,9593.12,6138.12,1101.51,6197.57,3119.81,2647.14,4065.38,7999.99,3766.34,8174.74,961.533,1321.05,2407.61,9828.24,4612.76,7580.88,850.788,7674.9
6.8,6553.22,6094.06,9594.5,6139.52,1102.89,6198.96,3121.21,2648.53,4066.77,8001.38,3767.73,8176.13,962.921,1322.44,2409,9829.63,4614.15,7582.27,852.192,7676.29
