time,N1,N2,N3,N4,N5,N6,N7
41.85,7679.78,4808.38,9390.45,481.809,552.018,6232.55,9452.44
41.9,7681.17,4809.77,9391.85,483.183,553.407,6233.94,9453.85
41.95,7682.56,4811.16,9393.25,484.558,554.796,6235.34,9455.25
42,7683.95,4812.56,9394.65,485.932,556.185,6236.73,9456.66
42.05,7685.34,4813.95,9396.05,487.306,557.574,6238.13,9458.06
42.1,7686.72,4815.34,9397.45,488.68,558.963,6239.52,9459.47
42.15,7688.11,4816.73,9398.85,490.054,560.352,6240.92,9460.87
42.2,7689.5,4818.12,9400.25,491.428,561.741,6242.31,9462.28
42.25,7690.89,4819.52,9401.65,492.802,563.13,6243.7,9463.68
42.3,7692.28,4820.91,9403.06,494.176,564.518,6245.1,9465.09
42.35,7693.67,4822.3,9404.46,495.551,565.907,6246.49,9466.49
42.4,7695.06,4823.69,9405.86,496.925,567.296,6247.89,9467.9
42.45,7696.45,4825.08,9407.26,498.299,568.685,6249.28,9469.3
42.5,7697.84,4826.47,9408.66,499.673,570.074,6250.68,9470.71
42.55,7699.22,4827.87,9410.06,501.047,571.463,6252.07,9472.11
42.6,7700.61,4829.26,9411.46,502.421,572.852,6253.47,9473.52
42.65,7702,4830.65,9412.86,503.795,574.241,6254.86,9474.92
42.7,7703.39,4832.04,9414.26,505.169,575.63,6256.26,9476.33
42.75,7704.78,4833.43,9415.66,506.544,577.018,6257.65,9477.73
42.8,7706.17,4834.83,9417.07,507.918,578.407,6259.04,9479.14
42.85,7707.56,4836.22,9418.47,509.292,579.796,6260.44,9480.54
42.9,7708.95,4837.61,9419.87,510.666,581.185,6261.83,9481.95
42.95,7710.34,4839,9421.27,512.04,582.574,6263.23,9483.35
43,7711.72,4840.39,9422.67,513.414,583.963,6264.62,9484.76
43.05,7713.11,4841.78,9424.07,514.788,585.352,6266.02,9486.16
43.1,7714.5,4843.18,9425.47,516.163,586.741,6267.41,9487.57
43.15,7715.89,4844.57,9426.87,517.537,588.13,6268.81,9488.97
43.2,7717.28,4845.96,9428.27,518.911,589.518,6270.2,9490.38
43.25,7718.67,4847.35,9429.67,520.285,590.907,6271.6,9491.78
43.3,7720.06,4848.74,9431.08,521.659,592.296,6272.99,9493.18
43.35,7721.45,4850.14,9432.48,523.033,593.685,6274.39,9494.59
43.4,7722.84,4851.53,9433.88,524.407,595.074,6275.78,9495.99
43.45,7724.22,4852.92,9435.28,525.782,596.463,6277.17,9497.4
43.5,7725.61,4854.31,9436.68,527.156,597.852,6278.57,9498.8
43.55,7727,4855.7,9438.08,528.53,599.241,6279.96,9500.21
43.6,7728.39,4857.09,9439.48,529.904,600.63,6281.36,9501.61
43.65,7729.78,4858.49,9440.88,531.278,602.018,6282.75,9503.02
43.7,7731.17,4859.88,9442.28,532.652,603.407,6284.15,9504.42
43.75,7732.56,4861.27,9443.68,534.027,604.796,6285.54,9505.83
43.8,7733.95,4862.66,9445.09,535.401,606.185,6286.94,9507.23
43.85,7735.34,4864.05,9446.49,536.775,607.574,6288.33,9508.64
43.9,7736.72,4865.45,9447.89,538.149,608.963,6289.73,9510.04
43.95,7738.11,4866.84,9449.29,539.523,610.352,6291.12,9511.45
44,7739.5,4868.23,9450.69,540.897,611.741,6292.52,9512.85
44.05,7740.89,4869.62,9452.09,542.272,613.13,6293.91,9514.26
44.1,7742.28,4871.01,9453.49,543.646,614.518,6295.3,9515.66
44.15,7743.67,4872.4,9454.89,545.02,615.907,6296.7,9517.07
44.2,7745.06,4873.8,9456.29,546.394,617.296,6298.09,9518.47
44.25,7746.45,4875.19,9457.69,547.768,618.685,6299.49,9519.88
44.3,7747.84,4876.58,9459.1,549.143,620.074,6300.88,9521.28
44.35,7749.22,4877.97,9460.5,550.517,621.463,6302.28,9522.69
44.4,7750.61,4879.36,9461.9,551.891,622.852,6303.67,9524.09
44.45,7752,4880.76,9463.3,553.265,624.241,6305.07,9525.5
44.5,7753.39,4882.15,9464.7,554.639,625.63,6306.46,9526.9
44.55,7754.78,4883.54,9466.1,556.013,627.018,6307.86,9528.3
44.6,7756.17,4884.93,9467.5,557.388,628.407,6309.25,9529.71
44.65,7757.56,4886.32,9468.9,558.762,629.796,6310.65,9531.11
44.7,7758.95,4887.71,9470.3,560.136,631.185,6312.04,9532.52
44.75,7760.34,4889.11,9471.7,561.51,632.574,6313.43,9533.92
44.8,7761.72,4890.5,9473.11,562.884,633.963,6314.83,9535.33
44.85,7763.11,4891.89,9474.51,564.259,635.352,6316.22,9536.73
44.9,7764.5,4893.28,9475.91,565.633,636.741,6317.62,9538.14
44.95,7765.89,4894.67,9477.31,567.007,638.13,6319.01,9539.54
45,7767.28,4896.07,9478.71,568.381,639.518,6320.41,9540.95
45.05,7768.67,4897.46,9480.11,569.756,640.907,6321.8,9542.35
45.1,7770.06,4898.85,9481.51,571.13,642.296,6323.2,9543.76
45.15,7771.45,4900.24,9482.91,572.504,643.685,6324.59,9545.16
45.2,7772.84,4901.63,9484.31,573.878,645.074,6325.99,9546.57
45.25,7774.22,4903.02,9485.71,575.252,646.463,6327.38,9547.97
45.3,7775.61,4904.42,9487.12,576.627,647.852,6328.78,9549.38
45.35,7777,4905.81,9488.52,578.001,649.241,6330.17,9550.78
45.4,7778.39,4907.2,9489.92,579.375,650.63,6331.56,9552.19
45.45,7779.78,4908.59,9491.32,580.749,652.018,6332.96,9553.59
45.5,7781.17,4909.98,9492.72,582.123,653.407,6334.35,9555
45.55,7782.56,4911.38,9494.12,583.498,654.796,6335.75,9556.4
45.6,7783.95,4912.77,9495.52,584.872,656.185,6337.14,9557.81
45.65,7785.34,4914.16,9496.92,586.246,657.574,6338.54,9559.21
45.7,7786.72,4915.55,9498.32,587.62,658.963,6339.93,9560.62
45.75,7788.11,4916.94,9499.72,588.995,660.352,6341.33,9562.02
45.8,7789.5,4918.33,9501.13,590.369,661.741,6342.72,9563.43
45.85,7790.89,4919.73,9502.53,591.743,663.13,6344.12,9564.83
45.9,7792.28,4921.12,9503.93,593.117,664.518,6345.51,9566.23
45.95,7793.67,4922.51,9505.33,594.492,665.907,6346.9,9567.64
46,7795.06,4923.9,9506.73,595.866,667.296,6348.3,9569.04
46.05,7796.45,4925.29,9508.13,597.24,668.685,6349.69,9570.45
46.1,7797.84,4926.69,9509.53,598.614,670.074,6351.09,9571.85
46.15,7799.22,4928.08,9510.93,599.988,671.463,6352.48,9573.26
46.2,7800.61,4929.47,9512.33,601.363,672.852,6353.88,9574.66
46.25,7802,4930.86,9513.73,602.737,674.241,6355.27,9576.07
46.3,7803.39,4932.25,9515.14,604.111,675.63,6356.67,9577.47
46.35,7804.78,4933.64,9516.54,605.485,677.018,6358.06,9578.88
46.4,7806.17,4935.04,9517.94,606.86,678.407,6359.46,9580.28
46.45,7807.56,4936.43,9519.34,608.234,679.796,6360.85,9581.69
46.5,7808.95,4937.82,9520.74,609.608,681.185,6362.25,9583.09
46.55,7810.34,4939.21,9522.14,610.982,682.574,6363.64,9584.5
46.6,7811.72,4940.6,9523.54,612.357,683.963,6365.03,9585.9
46.65,7813.11,4941.99,9524.94,613.731,685.352,6366.43,9587.31
46.7,7814.5,4943.39,9526.34,615.105,686.741,6367.82,9588.71
46.75,7815.89,4944.78,9527.74,616.479,688.13,6369.22,9590.12
46.8,7817.28,4946.17,9529.15,617.854,689.518,6370.61,9591.52
46.85,7818.67,4947.56,9530.55,619.228,690.907,6372.01,9592.93
46.9,7820.06,4948.95,9531.95,620.602,692.296,6373.4,9594.33
46.95,7821.45,4950.35,9533.35,621.977,693.685,6374.8,9595.74
47,7822.84,4951.74,9534.75,623.351,695.074,6376.19,9597.14
47.05,7824.22,4953.13,9536.15,624.725,696.463,6377.59,9598.54
47.1,7825.61,4954.52,9537.55,626.099,697.852,6378.98,9599.95
47.15,7827,4955.91,9538.95,627.474,699.241,6380.38,9601.35
47.2,7828.39,4957.3,9540.35,628.848,700.63,6381.77,9602.76
47.25,7829.78,4958.7,9541.75,630.222,702.018,6383.17,9604.16
47.3,7831.17,4960.09,9543.16,631.596,703.407,6384.56,9605.57
47.35,7832.56,4961.48,9544.56,632.971,704.796,6385.95,9606.97
47.4,7833.95,4962.87,9545.96,634.345,706.185,6387.35,9608.38
47.45,7835.34,4964.26,9547.36,635.719,707.574,6388.74,9609.78
47.5,7836.72,4965.66,9548.76,637.094,708.963,6390.14,9611.19
47.55,7838.11,4967.05,9550.16,638.468,710.352,6391.53,9612.59
47.6,7839.5,4968.44,9551.56,639.842,711.741,6392.93,9614
47.65,7840.89,4969.83,9552.96,641.216,713.13,6394.32,9615.4
47.7,7842.28,4971.22,9554.36,642.591,714.518,6395.72,9616.81
47.75,7843.67,4972.61,9555.76,643.965,715.907,6397.11,9618.21
47.8,7845.06,4974.01,9557.17,645.339,717.296,6398.51,9619.62
47.85,7846.45,4975.4,9558.57,646.714,718.685,6399.9,9621.02
47.9,7847.84,4976.79,9559.97,648.088,720.074,6401.3,9622.43
47.95,7849.22,4978.18,9561.37,649.462,721.463,6402.69,9623.83
48,7850.61,4979.57,9562.77,650.837,722.852,6404.08,9625.24
48.05,7852,4980.97,9564.17,652.211,724.241,6405.48,9626.64
48.1,7853.39,4982.36,9565.57,653.585,725.63,6406.87,9628.05
48.15,7854.78,4983.75,9566.97,654.959,727.018,6408.27,9629.45
48.2,7856.17,4985.14,9568.37,656.334,728.407,6409.66,9630.86
48.25,7857.56,4986.53,9569.77,657.708,729.796,6411.06,9632.26
48.3,7858.95,4987.92,9571.18,659.082,731.185,6412.45,9633.66
48.35,7860.34,4989.32,9572.58,660.457,732.574,6413.85,9635.07
48.4,7861.72,4990.71,9573.98,661.831,733.963,6415.24,9636.47
48.45,7863.11,4992.1,9575.38,663.205,735.352,6416.64,9637.88
48.5,7864.5,4993.49,9576.78,664.58,736.741,6418.03,9639.28
48.55,7865.89,4994.88,9578.18,665.954,738.13,6419.43,9640.69
48.6,7867.28,4996.28,9579.58,667.328,739.518,6420.82,9642.09
48.65,7868.67,4997.67,9580.98,668.703,740.907,6422.21,9643.5
48.7,7870.06,4999.06,9582.38,670.077,742.296,6423.61,9644.9
48.75,7871.45,5000.45,9583.78,671.451,743.685,6425,9646.31
48.8,7872.84,5001.84,9585.19,672.826,745.074,6426.4,9647.71
48.85,7874.22,5003.23,9586.59,674.2,746.463,6427.79,9649.12
48.9,7875.61,5004.63,9587.99,675.574,747.852,6429.19,9650.52
48.95,7877,5006.02,9589.39,676.948,749.241,6430.58,9651.93
49,7878.39,5007.41,9590.79,678.323,750.63,6431.98,9653.33
49.05,7879.78,5008.8,9592.19,679.697,752.018,6433.37,9654.74
49.1,7881.17,5010.19,9593.59,681.071,753.407,6434.77,9656.14
49.15,7882.56,5011.59,9594.99,682.446,754.796,6436.16,9657.55
49.2,7883.95,5012.98,9596.39,683.82,756.185,6437.56,9658.95
49.25,7885.34,5014.37,9597.79,685.194,757.574,6438.95,9660.36
49.3,7886.72,5015.76,9599.2,686.569,758.963,6440.34,9661.76
49.35,7888.11,5017.15,9600.6,687.943,760.352,6441.74,9663.16
49.4,7889.5,5018.54,9602,689.318,761.741,6443.13,9664.57
49.45,7890.89,5019.94,9603.4,690.692,763.13,6444.53,9665.97
49.5,7892.28,5021.33,9604.8,692.066,764.518,6445.92,9667.38
49.55,7893.67,5022.72,9606.2,693.441,765.907,6447.32,9668.78
49.6,7895.06,5024.11,9607.6,694.815,767.296,6448.71,9670.19
49.65,7896.45,5025.5,9609,696.189,768.685,6450.11,9671.59
49.7,7897.84,5026.9,9610.4,697.564,770.074,6451.5,9673
49.75,7899.22,5028.29,9611.8,698.938,771.463,6452.9,9674.4
49.8,7900.61,5029.68,9613.21,700.312,772.852,6454.29,9675.81
49.85,7902,5031.07,9614.61,701.687,774.241,6455.69,9677.21
49.9,7903.39,5032.46,9616.01,703.061,775.63,6457.08,9678.62
49.95,7904.78,5033.85,9617.41,704.435,777.018,6458.47,9680.02
50,7906.17,5035.25,9618.81,705.81,778.407,6459.87,9681.43
50.05,7907.56,5036.64,9620.21,707.184,779.796,6461.26,9682.83
50.1,7908.95,5038.03,9621.61,708.558,781.185,6462.66,9684.24
50.15,7910.34,5039.42,9623.01,709.933,782.574,6464.05,9685.64
50.2,7911.72,5040.81,9624.41,711.307,783.963,6465.45,9687.05
50.25,7913.11,5042.2,9625.81,712.682,785.352,6466.84,9688.45
50.3,7914.5,5043.6,9627.21,714.056,786.741,6468.24,9689.86
50.35,7915.89,5044.99,9628.62,715.43,788.13,6469.63,9691.26
50.4,7917.28,5046.38,9630.02,716.805,789.518,6471.03,9692.67
50.45,7918.67,5047.77,9631.42,718.179,790.907,6472.42,9694.07
50.5,7920.06,5049.16,9632.82,719.553,792.296,6473.82,9695.47
50.55,7921.45,5050.56,9634.22,720.928,793.685,6475.21,9696.88
50.6,7922.84,5051.95,9635.62,722.302,795.074,6476.61,9698.28
50.65,7924.22,5053.34,9637.02,723.677,796.463,6478,9699.69
50.7,7925.61,5054.73,9638.42,725.051,797.852,6479.39,9701.09
50.75,7927,5056.12,9639.82,726.425,799.241,6480.79,9702.5
50.8,7928.39,5057.51,9641.22,727.8,800.63,6482.18,9703.9
50.85,7929.78,5058.91,9642.63,729.174,802.018,6483.58,9705.31
50.9,7931.17,5060.3,9644.03,730.549,803.407,6484.97,9706.71
50.95,7932.56,5061.69,9645.43,731.923,804.796,6486.37,9708.12
51,7933.95,5063.08,9646.83,733.297,806.185,6487.76,9709.52
51.05,7935.34,5064.47,9648.23,734.672,807.574,6489.16,9710.93
51.1,7936.72,5065.87,9649.63,736.046,808.963,6490.55,9712.33
51.15,7938.11,5067.26,9651.03,737.42,810.352,6491.95,9713.74
51.2,7939.5,5068.65,9652.43,738.795,811.741,6493.34,9715.14
51.25,7940.89,5070.04,9653.83,740.169,813.13,6494.74,9716.55
51.3,7942.28,5071.43,9655.23,741.544,814.518,6496.13,9717.95
51.35,7943.67,5072.82,9656.64,742.918,815.907,6497.52,9719.36
51.4,7945.06,5074.22,9658.04,744.292,817.296,6498.92,9720.76
51.45,7946.45,5075.61,9659.44,745.667,818.685,6500.31,9722.17
51.5,7947.84,5077,9660.84,747.041,820.074,6501.71,9723.57
51.55,7949.22,5078.39,9662.24,748.416,821.463,6503.1,9724.97
51.6,7950.61,5079.78,9663.64,749.79,822.852,6504.5,9726.38
51.65,7952,5081.18,9665.04,751.165,824.241,6505.89,9727.78
51.7,7953.39,5082.57,9666.44,752.539,825.63,6507.29,9729.19
51.75,7954.78,5083.96,9667.84,753.913,827.018,6508.68,9730.59
51.8,7956.17,5085.35,9669.24,755.288,828.407,6510.08,9732
51.85,7957.56,5086.74,9670.65,756.662,829.796,6511.47,9733.4
51.9,7958.95,5088.13,9672.05,758.037,831.185,6512.87,9734.81
51.95,7960.34,5089.53,9673.45,759.411,832.574,6514.26,9736.21
52,7961.72,5090.92,9674.85,760.785,833.963,6515.66,9737.62
52.05,7963.11,5092.31,9676.25,762.16,835.352,6517.05,9739.02
52.1,7964.5,5093.7,9677.65,763.534,836.741,6518.44,9740.43
52.15,7965.89,5095.09,9679.05,764.909,838.13,6519.84,9741.83
52.2,7967.28,5096.49,9680.45,766.283,839.518,6521.23,9743.24
52.25,7968.67,5097.88,9681.85,767.658,840.907,6522.63,9744.64
52.3,7970.06,5099.27,9683.25,769.032,842.296,6524.02,9746.05
52.35,7971.45,5100.66,9684.66,770.406,843.685,6525.42,9747.45
52.4,7972.84,5102.05,9686.06,771.781,845.074,6526.81,9748.86
52.45,7974.22,5103.44,9687.46,773.155,846.463,6528.21,9750.26
52.5,7975.61,5104.84,9688.86,774.53,847.852,6529.6,9751.66
52.55,7977,5106.23,9690.26,775.904,849.241,6531,9753.07
52.6,7978.39,5107.62,9691.66,777.279,850.63,6532.39,9754.47
52.65,7979.78,5109.01,9693.06,778.653,852.018,6533.79,9755.88
52.7,7981.17,5110.4,9694.46,780.028,853.407,6535.18,9757.28
52.75,7982.56,5111.8,9695.86,781.402,854.796,6536.57,9758.69
52.8,7983.95,5113.19,9697.26,782.776,856.185,6537.97,9760.09
52.85,7985.34,5114.58,9698.66,784.151,857.574,6539.36,9761.5
52.9,7986.72,5115.97,9700.07,785.525,858.963,6540.76,9762.9
52.95,7988.11,5117.36,9701.47,786.9,860.352,6542.15,9764.31
53,7989.5,5118.75,9702.87,788.274,861.741,6543.55,9765.71
53.05,7990.89,5120.15,9704.27,789.649,863.13,6544.94,9767.12
53.1,7992.28,5121.54,9705.67,791.023,864.518,6546.34,9768.52
53.15,7993.67,5122.93,9707.07,792.398,865.907,6547.73,9769.93
53.2,7995.06,5124.32,9708.47,793.772,867.296,6549.13,9771.33
53.25,7996.45,5125.71,9709.87,795.146,868.685,6550.52,9772.74
53.3,7997.84,5127.1,9711.27,796.521,870.074,6551.92,9774.14
53.35,7999.22,5128.5,9712.67,797.895,871.463,6553.31,9775.55
53.4,8000.61,5129.89,9714.08,799.27,872.852,6554.71,9776.95
53.45,8002,5131.28,9715.48,800.644,874.241,6556.1,9778.36
53.5,8003.39,5132.67,9716.88,802.019,875.63,6557.49,9779.76
53.55,8004.78,5134.06,9718.28,803.393,877.018,6558.89,9781.16
53.6,8006.17,5135.46,9719.68,804.768,878.407,6560.28,9782.57
53.65,8007.56,5136.85,9721.08,806.142,879.796,6561.68,9783.97
53.7,8008.95,5138.24,9722.48,807.517,881.185,6563.07,9785.38
53.75,8010.34,5139.63,9723.88,808.891,882.574,6564.47,9786.78
53.8,8011.72,5141.02,9725.28,810.266,883.963,6565.86,9788.19
53.85,8013.11,5142.41,9726.68,811.64,885.352,6567.26,9789.59
53.9,8014.5,5143.81,9728.09,813.015,886.741,6568.65,9791
53.95,8015.89,5145.2,9729.49,814.389,888.13,6570.05,9792.4
54,8017.28,5146.59,9730.89,815.764,889.518,6571.44,9793.81
54.05,8018.67,5147.98,9732.29,817.138,890.907,6572.84,9795.21
54.1,8020.06,5149.37,9733.69,818.513,892.296,6574.23,9796.62
54.15,8021.45,5150.77,9735.09,819.887,893.685,6575.63,9798.02
54.2,8022.84,5152.16,9736.49,821.262,895.074,6577.02,9799.43
54.25,8024.22,5153.55,9737.89,822.636,896.463,6578.41,9800.83
54.3,8025.61,5154.94,9739.29,824.01,897.852,6579.81,9802.24
54.35,8027,5156.33,9740.69,825.385,899.241,6581.2,9803.64
54.4,8028.39,5157.72,9742.09,826.759,900.63,6582.6,9805.05
54.45,8029.78,5159.12,9743.5,828.134,902.018,6583.99,9806.45
54.5,8031.17,5160.51,9744.9,829.508,903.407,6585.39,9807.85
54.55,8032.56,5161.9,9746.3,830.883,904.796,6586.78,9809.26
54.6,8033.95,5163.29,9747.7,832.257,906.185,6588.18,9810.66
54.65,8035.34,5164.68,9749.1,833.632,907.574,6589.57,9812.07
54.7,8036.72,5166.08,9750.5,835.006,908.963,6590.97,9813.47
54.75,8038.11,5167.47,9751.9,836.381,910.352,6592.36,9814.88
54.8,8039.5,5168.86,9753.3,837.755,911.741,6593.76,9816.28
54.85,8040.89,5170.25,9754.7,839.13,913.13,6595.15,9817.69
54.9,8042.28,5171.64,9756.1,840.504,914.518,6596.54,9819.09
54.95,8043.67,5173.03,9757.51,841.879,915.907,6597.94,9820.5
55,8045.06,5174.43,9758.91,843.254,917.296,6599.33,9821.9
55.05,8046.45,5175.82,9760.31,844.628,918.685,6600.73,9823.31
55.1,8047.84,5177.21,9761.71,846.003,920.074,6602.12,9824.71
55.15,8049.22,5178.6,9763.11,847.377,921.463,6603.52,9826.12
55.2,8050.61,5179.99,9764.51,848.752,922.852,6604.91,9827.52
55.25,8052,5181.39,9765.91,850.126,924.241,6606.31,9828.93
55.3,8053.39,5182.78,9767.31,851.501,925.63,6607.7,9830.33
55.35,8054.78,5184.17,9768.71,852.875,927.018,6609.1,9831.74
55.4,8056.17,5185.56,9770.11,854.25,928.407,6610.49,9833.14
55.45,8057.56,5186.95,9771.52,855.624,929.796,6611.89,9834.54
55.5,8058.95,5188.34,9772.92,856.999,931.185,6613.28,9835.95
55.55,8060.34,5189.74,9774.32,858.373,932.574,6614.68,9837.35
55.6,8061.72,5191.13,9775.72,859.748,933.963,6616.07,9838.76
55.65,8063.11,5192.52,9777.12,861.122,935.352,6617.46,9840.16
55.7,8064.5,5193.91,9778.52,862.497,936.741,6618.86,9841.57
55.75,8065.89,5195.3,9779.92,863.871,938.13,6620.25,9842.97
55.8,8067.28,5196.69,9781.32,865.246,939.518,6621.65,9844.38
55.85,8068.67,5198.09,9782.72,866.62,940.907,6623.04,9845.78
55.9,8070.06,5199.48,9784.12,867.995,942.296,6624.44,9847.19
55.95,8071.45,5200.87,9785.52,869.37,943.685,6625.83,9848.59
56,8072.84,5202.26,9786.93,870.744,945.074,6627.23,9850
56.05,8074.22,5203.65,9788.33,872.119,946.463,6628.62,9851.4
56.1,8075.61,5205.05,9789.73,873.493,947.852,6630.02,9852.81
56.15,8077,5206.44,9791.13,874.868,949.241,6631.41,9854.21
56.2,8078.39,5207.83,9792.53,876.242,950.63,6632.81,9855.62
56.25,8079.78,5209.22,9793.93,877.617,952.018,6634.2,9857.02
56.3,8081.17,5210.61,9795.33,878.991,953.407,6635.6,9858.42
56.35,8082.56,5212,9796.73,880.366,954.796,6636.99,9859.83
56.4,8083.95,5213.4,9798.13,881.74,956.185,6638.38,9861.23
56.45,8085.34,5214.79,9799.53,883.115,957.574,6639.78,9862.64
56.5,8086.72,5216.18,9800.94,884.49,958.963,6641.17,9864.04
56.55,8088.11,5217.57,9802.34,885.864,960.352,6642.57,9865.45
56.6,8089.5,5218.96,9803.74,887.239,961.741,6643.96,9866.85
56.65,8090.89,5220.36,9805.14,888.613,963.13,6645.36,9868.26
56.7,8092.28,5221.75,9806.54,889.988,964.518,6646.75,9869.66
56.75,8093.67,5223.14,9807.94,891.362,965.907,6648.15,9871.07
56.8,8095.06,5224.53,9809.34,892.737,967.296,6649.54,9872.47
56.85,8096.45,5225.92,9810.74,894.112,968.685,6650.94,9873.88
56.9,8097.84,5227.31,9812.14,895.486,970.074,6652.33,9875.28
56.95,8099.22,5228.71,9813.54,896.861,971.463,6653.73,9876.69
57,8100.61,5230.1,9814.94,898.235,972.852,6655.12,9878.09
57.05,8102,5231.49,9816.35,899.61,974.241,6656.52,9879.5
57.1,8103.39,5232.88,9817.75,900.984,975.63,6657.91,9880.9
57.15,8104.78,5234.27,9819.15,902.359,977.018,6659.3,9882.31
57.2,8106.17,5235.67,9820.55,903.734,978.407,6660.7,9883.71
57.25,8107.56,5237.06,9821.95,905.108,979.796,6662.09,9885.11
57.3,8108.95,5238.45,9823.35,906.483,981.185,6663.49,9886.52
57.35,8110.34,5239.84,9824.75,907.857,982.574,6664.88,9887.92
57.4,8111.72,5241.23,9826.15,909.232,983.963,6666.28,9889.33
57.45,8113.11,5242.62,9827.55,910.606,985.352,6667.67,9890.73
57.5,8114.5,5244.02,9828.95,911.981,986.741,6669.07,9892.14
57.55,8115.89,5245.41,9830.36,913.356,988.13,6670.46,9893.54
57.6,8117.28,5246.8,9831.76,914.73,989.518,6671.86,9894.95
57.65,8118.67,5248.19,9833.16,916.105,990.907,6673.25,9896.35
57.7,8120.06,5249.58,9834.56,917.479,992.296,6674.65,9897.76
57.75,8121.45,5250.97,9835.96,918.854,993.685,6676.04,9899.16
57.8,8122.84,5252.37,9837.36,920.229,995.074,6677.44,9900.57
57.85,8124.22,5253.76,9838.76,921.603,996.463,6678.83,9901.97
57.9,8125.61,5255.15,9840.16,922.978,997.852,6680.23,9903.38
57.95,8127,5256.54,9841.56,924.352,999.241,6681.62,9904.78
58,8128.39,5257.93,9842.96,925.727,1000.63,6683.01,9906.19
58.05,8129.78,5259.33,9844.36,927.102,1002.02,6684.41,9907.59
58.1,8131.17,5260.72,9845.77,928.476,1003.41,6685.8,9908.99
58.15,8132.56,5262.11,9847.17,929.851,1004.8,6687.2,9910.4
58.2,8133.95,5263.5,9848.57,931.225,1006.19,6688.59,9911.8
58.25,8135.34,5264.89,9849.97,932.6,1007.57,6689.99,9913.21
58.3,8136.72,5266.28,9851.37,933.975,1008.96,6691.38,9914.61
58.35,8138.11,5267.68,9852.77,935.349,1010.35,6692.78,9916.02
58.4,8139.5,5269.07,9854.17,936.724,1011.74,6694.17,9917.42
58.45,8140.89,5270.46,9855.57,938.098,1013.13,6695.57,9918.83
58.5,8142.28,5271.85,9856.97,939.473,1014.52,6696.96,9920.23
58.55,8143.67,5273.24,9858.37,940.848,1015.91,6698.36,9921.64
58.6,8145.06,5274.64,9859.78,942.222,1017.3,6699.75,9923.04
58.65,8146.45,5276.03,9861.18,943.597,1018.69,6701.15,9924.45
58.7,8147.84,5277.42,9862.58,944.972,1020.07,6702.54,9925.85
58.75,8149.22,5278.81,9863.98,946.346,1021.46,6703.93,9927.26
58.8,8150.61,5280.2,9865.38,947.721,1022.85,6705.33,9928.66
58.85,8152,5281.59,9866.78,949.095,1024.24,6706.72,9930.07
58.9,8153.39,5282.99,9868.18,950.47,1025.63,6708.12,9931.47
58.95,8154.78,5284.38,9869.58,951.845,1027.02,6709.51,9932.87
59,8156.17,5285.77,9870.98,953.219,1028.41,6710.91,9934.28
59.05,8157.56,5287.16,9872.38,954.594,1029.8,6712.3,9935.68
59.1,8158.95,5288.55,9873.78,955.969,1031.19,6713.7,9937.09
59.15,8160.34,5289.95,9875.19,957.343,1032.57,6715.09,9938.49
59.2,8161.72,5291.34,9876.59,958.718,1033.96,6716.49,9939.9
59.25,8163.11,5292.73,9877.99,960.093,1035.35,6717.88,9941.3
59.3,8164.5,5294.12,9879.39,961.467,1036.74,6719.28,9942.71
59.35,8165.89,5295.51,9880.79,962.842,1038.13,6720.67,9944.11
59.4,8167.28,5296.9,9882.19,964.216,1039.52,6722.07,9945.52
59.45,8168.67,5298.3,9883.59,965.591,1040.91,6723.46,9946.92
59.5,8170.06,5299.69,9884.99,966.966,1042.3,6724.85,9948.33
59.55,8171.45,5301.08,9886.39,968.34,1043.69,6726.25,9949.73
59.6,8172.84,5302.47,9887.79,969.715,1045.07,6727.64,9951.14
59.65,8174.22,5303.86,9889.2,971.09,1046.46,6729.04,9952.54
59.7,8175.61,5305.25,9890.6,972.464,1047.85,6730.43,9953.95
59.75,8177,5306.65,9892,973.839,1049.24,6731.83,9955.35
59.8,8178.39,5308.04,9893.4,975.214,1050.63,6733.22,9956.75
59.85,8179.78,5309.43,9894.8,976.588,1052.02,6734.62,9958.16
59.9,8181.17,5310.82,9896.2,977.963,1053.41,6736.01,9959.56
59.95,8182.56,5312.21,9897.6,979.338,1054.8,6737.41,9960.97
60,8183.95,5313.61,9899,980.712,1056.19,6738.8,9962.37
60.05,8185.34,5315,9900.4,982.087,1057.57,6740.2,9963.78
60.1,8186.72,5316.39,9901.8,983.462,1058.96,6741.59,9965.18
60.15,8188.11,5317.78,9903.2,984.836,1060.35,6742.99,9966.59
60.2,8189.5,5319.17,9904.61,986.211,1061.74,6744.38,9967.99
60.25,8190.89,5320.56,9906.01,987.586,1063.13,6745.78,9969.4
60.3,8192.28,5321.96,9907.41,988.96,1064.52,6747.17,9970.8
60.35,8193.67,5323.35,9908.81,990.335,1065.91,6748.56,9972.21
60.4,8195.06,5324.74,9910.21,991.71,1067.3,6749.96,9973.61
60.45,8196.45,5326.13,9911.61,993.084,1068.69,6751.35,9975.02
60.5,8197.84,5327.52,9913.01,994.459,1070.07,6752.75,9976.42
60.55,8199.22,5328.92,9914.41,995.834,1071.46,6754.14,9977.83
60.6,8200.61,5330.31,9915.81,997.208,1072.85,6755.54,9979.23
60.65,8202,5331.7,9917.21,998.583,1074.24,6756.93,9980.63
60.7,8203.39,5333.09,9918.62,999.958,1075.63,6758.33,9982.04
60.75,8204.78,5334.48,9920.02,1001.33,1077.02,6759.72,9983.44
