time,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,N11,N12,N13,N14,N15,N16,N17,N18,N19,N20,N21
2.55,1186.68,5870.41,873.014,7075.66,5581.75,1231.46,9066.14,1841.13,9513.39,1502.28,9911.5,108.06,3854.55,6169.32,5349,3705.56,641.384,4454.67,1882.21,8540.36,7419.06
2.6,1188.04,5871.8,874.403,7077.06,5583.14,1232.85,9067.53,1842.54,9514.78,1503.67,9912.9,109.452,3855.96,6170.71,5350.42,3706.96,642.773,4456.06,1883.6,8541.75,7420.45
2.65,1189.41,5873.2,875.793,7078.45,5584.53,1234.24,9068.93,1843.95,9516.17,1505.06,9914.29,110.843,3857.37,6172.1,5351.83,3708.36,644.163,4457.45,1884.99,8543.14,7421.84
2.7,1190.78,5874.6,877.182,7079.84,5585.92,1235.63,9070.32,1845.35,9517.56,1506.45,9915.68,112.234,3858.78,6173.49,5353.24,3709.75,645.552,4458.84,1886.38,8544.54,7423.23
2.75,1192.15,5875.99,878.571,7081.23,5587.31,1237.01,9071.71,1846.76,9518.95,1507.84,9917.07,113.626,3860.19,6174.88,5354.66,3711.15,646.942,4460.23,1887.77,8545.93,7424.63
2.8,1193.51,5877.39,879.96,7082.62,5588.7,1238.4,9073.1,1848.16,9520.34,1509.23,9918.46,115.017,3861.59,6176.26,5356.07,3712.54,648.331,4461.62,1889.15,8547.32,7426.02
2.85,1194.88,5878.79,881.35,7084.02,5590.09,1239.79,9074.49,1849.57,9521.74,1510.62,9919.85,116.409,3863,6177.65,5357.48,3713.94,649.721,4463,1890.54,8548.71,7427.41
2.9,1196.25,5880.18,882.739,7085.41,5591.47,1241.18,9075.89,1850.98,9523.13,1512.01,9921.25,117.8,3864.41,6179.04,5358.89,3715.34,651.11,4464.39,1891.93,8550.1,7428.8
2.95,1197.62,5881.58,884.128,7086.8,5592.86,1242.56,9077.28,1852.38,9524.52,1513.39,9922.64,119.192,3865.82,6180.43,5360.31,3716.73,652.5,4465.78,1893.32,8551.5,7430.2
3,1198.98,5882.98,885.517,7088.19,5594.25,1243.95,9078.67,1853.79,9525.91,1514.78,9924.03,120.583,3867.23,6181.82,5361.72,3718.13,653.89,4467.17,1894.71,8552.89,7431.59
3.05,1200.35,5884.37,886.907,7089.59,5595.64,1245.34,9080.06,1855.2,9527.3,1516.17,9925.42,121.974,3868.64,6183.21,5363.13,3719.52,655.279,4468.56,1896.1,8554.28,7432.98
3.1,1201.72,5885.77,888.296,7090.98,5597.03,1246.73,9081.46,1856.6,9528.69,1517.56,9926.81,123.366,3870.05,6184.6,5364.55,3720.92,656.669,4469.95,1897.49,8555.67,7434.37
3.15,1203.09,5887.17,889.685,7092.37,5598.42,1248.11,9082.85,1858.01,9530.09,1518.95,9928.2,124.757,3871.45,6185.99,5365.96,3722.32,658.058,4471.34,1898.88,8557.07,7435.77
3.2,1204.45,5888.56,891.074,7093.76,5599.81,1249.5,9084.24,1859.42,9531.48,1520.34,9929.6,126.149,3872.86,6187.38,5367.37,3723.71,659.448,4472.73,1900.27,8558.46,7437.16
3.25,1205.82,5889.96,892.464,7095.16,5601.2,1250.89,9085.63,1860.82,9532.87,1521.73,9930.99,127.54,3874.27,6188.76,5368.79,3725.11,660.837,4474.12,1901.65,8559.85,7438.55
3.3,1207.19,5891.36,893.853,7096.55,5602.59,1252.28,9087.02,1862.23,9534.26,1523.12,9932.38,128.932,3875.68,6190.15,5370.2,3726.5,662.227,4475.5,1903.04,8561.24,7439.94
3.35,1208.55,5892.75,895.242,7097.94,5603.97,1253.66,9088.42,1863.63,9535.65,1524.51,9933.77,130.323,3877.09,6191.54,5371.61,3727.9,663.616,4476.89,1904.43,8562.64,7441.33
3.4,1209.92,5894.15,896.631,7099.33,5605.36,1255.05,9089.81,1865.04,9537.05,1525.89,9935.16,131.715,3878.5,6192.93,5373.03,3729.3,665.006,4478.28,1905.82,8564.03,7442.73
3.45,1211.29,5895.55,898.021,7100.73,5606.75,1256.44,9091.2,1866.45,9538.44,1527.28,9936.55,133.106,3879.91,6194.32,5374.44,3730.69,666.395,4479.67,1907.21,8565.42,7444.12
3.5,1212.66,5896.94,899.41,7102.12,5608.14,1257.83,9092.59,1867.85,9539.83,1528.67,9937.95,134.497,3881.31,6195.71,5375.85,3732.09,667.785,4481.06,1908.6,8566.81,7445.51
3.55,1214.02,5898.34,900.799,7103.51,5609.53,1259.21,9093.99,1869.26,9541.22,1530.06,9939.34,135.889,3882.72,6197.1,5377.27,3733.49,669.174,4482.45,1909.99,8568.2,7446.9
3.6,1215.39,5899.74,902.188,7104.9,5610.92,1260.6,9095.38,1870.67,9542.61,1531.45,9940.73,137.28,3884.13,6198.49,5378.68,3734.88,670.564,4483.84,1911.38,8569.6,7448.3
3.65,1216.76,5901.13,903.578,7106.3,5612.31,1261.99,9096.77,1872.07,9544,1532.84,9942.12,138.672,3885.54,6199.88,5380.09,3736.28,671.953,4485.23,1912.77,8570.99,7449.69
3.7,1218.13,5902.53,904.967,7107.69,5613.7,1263.38,9098.16,1873.48,9545.4,1534.23,9943.51,140.063,3886.95,6201.26,5381.51,3737.67,673.343,4486.62,1914.15,8572.38,7451.08
3.75,1219.49,5903.93,906.356,7109.08,5615.09,1264.76,9099.56,1874.89,9546.79,1535.62,9944.91,141.455,3888.36,6202.65,5382.92,3739.07,674.732,4488,1915.54,8573.77,7452.47
3.8,1220.86,5905.32,907.745,7110.47,5616.47,1266.15,9100.95,1876.29,9548.18,1537.01,9946.3,142.846,3889.76,6204.04,5384.33,3740.47,676.122,4489.39,1916.93,8575.17,7453.87
3.85,1222.23,5906.72,909.135,7111.87,5617.86,1267.54,9102.34,1877.7,9549.57,1538.4,9947.69,144.237,3891.17,6205.43,5385.75,3741.86,677.512,4490.78,1918.32,8576.56,7455.26
3.9,1223.6,5908.12,910.524,7113.26,5619.25,1268.93,9103.73,1879.1,9550.96,1539.78,9949.08,145.629,3892.58,6206.82,5387.16,3743.26,678.901,4492.17,1919.71,8577.95,7456.65
3.95,1224.96,5909.51,911.913,7114.65,5620.64,1270.31,9105.12,1880.51,9552.35,1541.17,9950.47,147.02,3893.99,6208.21,5388.57,3744.65,680.291,4493.56,1921.1,8579.34,7458.04
4,1226.33,5910.91,913.302,7116.04,5622.03,1271.7,9106.52,1881.92,9553.75,1542.56,9951.86,148.412,3895.4,6209.6,5389.99,3746.05,681.68,4494.95,1922.49,8580.74,7459.44
4.05,1227.7,5912.31,914.692,7117.43,5623.42,1273.09,9107.91,1883.32,9555.14,1543.95,9953.26,149.803,3896.81,6210.99,5391.4,3747.45,683.07,4496.34,1923.88,8582.13,7460.83
4.1,1229.07,5913.7,916.081,7118.83,5624.81,1274.48,9109.3,1884.73,9556.53,1545.34,9954.65,151.195,3898.22,6212.38,5392.81,3748.84,684.459,4497.73,1925.27,8583.52,7462.22
4.15,1230.43,5915.1,917.47,7120.22,5626.2,1275.86,9110.69,1886.14,9557.92,1546.73,9956.04,152.586,3899.62,6213.76,5394.23,3750.24,685.849,4499.12,1926.65,8584.91,7463.61
4.2,1231.8,5916.5,918.859,7121.61,5627.59,1277.25,9112.09,1887.54,9559.31,1548.12,9957.43,153.977,3901.03,6215.15,5395.64,3751.64,687.238,4500.5,1928.04,8586.3,7465.01
4.25,1233.17,5917.89,920.248,7123,5628.97,1278.64,9113.48,1888.95,9560.7,1549.51,9958.82,155.369,3902.44,6216.54,5397.05,3753.03,688.628,4501.89,1929.43,8587.7,7466.4
4.3,1234.54,5919.29,921.638,7124.4,5630.36,1280.03,9114.87,1890.35,9562.1,1550.9,9960.21,156.76,3903.85,6217.93,5398.47,3754.43,690.017,4503.28,1930.82,8589.09,7467.79
4.35,1235.9,5920.69,923.027,7125.79,5631.75,1281.41,9116.26,1891.76,9563.49,1552.28,9961.61,158.152,3905.26,6219.32,5399.88,3755.82,691.407,4504.67,1932.21,8590.48,7469.18
4.4,1237.27,5922.08,924.416,7127.18,5633.14,1282.8,9117.65,1893.17,9564.88,1553.67,9963,159.543,3906.67,6220.71,5401.29,3757.22,692.796,4506.06,1933.6,8591.87,7470.57
4.45,1238.64,5923.48,925.805,7128.57,5634.53,1284.19,9119.05,1894.57,9566.27,1555.06,9964.39,160.935,3908.08,6222.1,5402.71,3758.62,694.186,4507.45,1934.99,8593.27,7471.97
4.5,1240.01,5924.88,927.195,7129.97,5635.92,1285.58,9120.44,1895.98,9567.66,1556.45,9965.78,162.326,3909.48,6223.49,5404.12,3760.01,695.575,4508.84,1936.38,8594.66,7473.36
4.55,1241.37,5926.27,928.584,7131.36,5637.31,1286.96,9121.83,1897.39,9569.06,1557.84,9967.17,163.717,3910.89,6224.88,5405.53,3761.41,696.965,4510.23,1937.77,8596.05,7474.75
4.6,1242.74,5927.67,929.973,7132.75,5638.7,1288.35,9123.22,1898.79,9570.45,1559.23,9968.56,165.109,3912.3,6226.26,5406.95,3762.8,698.354,4511.62,1939.15,8597.44,7476.14
4.65,1244.11,5929.07,931.362,7134.14,5640.09,1289.74,9124.62,1900.2,9571.84,1560.62,9969.96,166.5,3913.71,6227.65,5408.36,3764.2,699.744,4513,1940.54,8598.84,7477.54
4.7,1245.47,5930.46,932.752,7135.54,5641.47,1291.13,9126.01,1901.6,9573.23,1562.01,9971.35,167.892,3915.12,6229.04,5409.77,3765.6,701.133,4514.39,1941.93,8600.23,7478.93
4.75,1246.84,5931.86,934.141,7136.93,5642.86,1292.51,9127.4,1903.01,9574.62,1563.4,9972.74,169.283,3916.53,6230.43,5411.19,3766.99,702.523,4515.78,1943.32,8601.62,7480.32
4.8,1248.21,5933.26,935.53,7138.32,5644.25,1293.9,9128.79,1904.42,9576.01,1564.78,9974.13,170.675,3917.94,6231.82,5412.6,3768.39,703.913,4517.17,1944.71,8603.01,7481.71
4.85,1249.58,5934.65,936.919,7139.71,5645.64,1295.29,9130.19,1905.82,9577.41,1566.17,9975.52,172.066,3919.34,6233.21,5414.01,3769.78,705.302,4518.56,1946.1,8604.41,7483.11
4.9,1250.94,5936.05,938.309,7141.11,5647.03,1296.68,9131.58,1907.23,9578.8,1567.56,9976.91,173.457,3920.75,6234.6,5415.43,3771.18,706.692,4519.95,1947.49,8605.8,7484.5
4.95,1252.31,5937.45,939.698,7142.5,5648.42,1298.06,9132.97,1908.64,9580.19,1568.95,9978.31,174.849,3922.16,6235.99,5416.84,3772.58,708.081,4521.34,1948.88,8607.19,7485.89
5,1253.68,5938.84,941.087,7143.89,5649.81,1299.45,9134.36,1910.04,9581.58,1570.34,9979.7,176.24,3923.57,6237.38,5418.25,3773.97,709.471,4522.73,1950.27,8608.58,7487.28
5.05,1255.05,5940.24,942.476,7145.28,5651.2,1300.84,9135.75,1911.45,9582.97,1571.73,9981.09,177.632,3924.98,6238.76,5419.67,3775.37,710.86,4524.12,1951.65,8609.97,7488.68
5.1,1256.41,5941.64,943.866,7146.68,5652.59,1302.23,9137.15,1912.85,9584.36,1573.12,9982.48,179.023,3926.39,6240.15,5421.08,3776.77,712.25,4525.5,1953.04,8611.37,7490.07
5.15,1257.78,5943.03,945.255,7148.07,5653.97,1303.61,9138.54,1914.26,9585.76,1574.51,9983.87,180.415,3927.8,6241.54,5422.49,3778.16,713.639,4526.89,1954.43,8612.76,7491.46
5.2,1259.15,5944.43,946.644,7149.46,5655.36,1305,9139.93,1915.67,9587.15,1575.9,9985.27,181.806,3929.2,6242.93,5423.91,3779.56,715.029,4528.28,1955.82,8614.15,7492.85
5.25,1260.52,5945.83,948.033,7150.85,5656.75,1306.39,9141.32,1917.07,9588.54,1577.28,9986.66,183.197,3930.61,6244.32,5425.32,3780.95,716.418,4529.67,1957.21,8615.54,7494.24
5.3,1261.88,5947.22,949.423,7152.24,5658.14,1307.78,9142.72,1918.48,9589.93,1578.67,9988.05,184.589,3932.02,6245.71,5426.73,3782.35,717.808,4531.06,1958.6,8616.94,7495.64
5.35,1263.25,5948.62,950.812,7153.64,5659.53,1309.16,9144.11,1919.89,9591.32,1580.06,9989.44,185.98,3933.43,6247.1,5428.15,3783.75,719.197,4532.45,1959.99,8618.33,7497.03
5.4,1264.62,5950.02,952.201,7155.03,5660.92,1310.55,9145.5,1921.29,9592.72,1581.45,9990.83,187.372,3934.84,6248.49,5429.56,3785.14,720.587,4533.84,1961.38,8619.72,7498.42
5.45,1265.99,5951.41,953.59,7156.42,5662.31,1311.94,9146.89,1922.7,9594.11,1582.84,9992.22,188.763,3936.25,6249.88,5430.97,3786.54,721.976,4535.23,1962.77,8621.11,7499.81
5.5,1267.35,5952.81,954.98,7157.81,5663.7,1313.33,9148.29,1924.1,9595.5,1584.23,9993.62,190.155,3937.66,6251.26,5432.38,3787.93,723.366,4536.62,1964.15,8622.51,7501.21
5.55,1268.72,5954.21,956.369,7159.21,5665.09,1314.71,9149.68,1925.51,9596.89,1585.62,9995.01,191.546,3939.06,6252.65,5433.8,3789.33,724.755,4538,1965.54,8623.9,7502.6
5.6,1270.09,5955.6,957.758,7160.6,5666.47,1316.1,9151.07,1926.92,9598.28,1587.01,9996.4,192.937,3940.47,6254.04,5435.21,3790.73,726.145,4539.39,1966.93,8625.29,7503.99
5.65,1271.46,5957,959.147,7161.99,5667.86,1317.49,9152.46,1928.32,9599.67,1588.4,9997.79,194.329,3941.88,6255.43,5436.62,3792.12,727.535,4540.78,1968.32,8626.68,7505.38
5.7,1272.82,5958.4,960.537,7163.38,5669.25,1318.88,9153.85,1929.73,9601.07,1589.78,9999.18,195.72,3943.29,6256.82,5438.04,3793.52,728.924,4542.17,1969.71,8628.07,7506.78
5.75,1274.19,5959.79,961.926,7164.78,5670.64,1320.26,9155.25,1931.14,9602.46,1591.17,0.574263,197.112,3944.7,6258.21,5439.45,3794.92,730.314,4543.56,1971.1,8629.47,7508.17
5.8,1275.56,5961.19,963.315,7166.17,5672.03,1321.65,9156.64,1932.54,9603.85,1592.56,1.96599,198.503,3946.11,6259.6,5440.86,3796.31,731.703,4544.95,1972.49,8630.86,7509.56
5.85,1276.93,5962.59,964.704,7167.56,5673.42,1323.04,9158.03,1933.95,9605.24,1593.95,3.35771,199.895,3947.52,6260.99,5442.28,3797.71,733.093,4546.34,1973.88,8632.25,7510.95
5.9,1278.29,5963.98,966.094,7168.95,5674.81,1324.43,9159.42,1935.35,9606.63,1595.34,4.74943,201.286,3948.92,6262.38,5443.69,3799.1,734.482,4547.73,1975.27,8633.64,7512.35
5.95,1279.66,5965.38,967.483,7170.35,5676.2,1325.81,9160.82,1936.76,9608.02,1596.73,6.14115,202.677,3950.33,6263.76,5445.1,3800.5,735.872,4549.12,1976.65,8635.04,7513.74
6,1281.03,5966.78,968.872,7171.74,5677.59,1327.2,9162.21,1938.17,9609.42,1598.12,7.53287,204.069,3951.74,6265.15,5446.52,3801.9,737.261,4550.5,1978.04,8636.43,7515.13
6.05,1282.4,5968.17,970.261,7173.13,5678.97,1328.59,9163.6,1939.57,9610.81,1599.51,8.9246,205.46,3953.15,6266.54,5447.93,3803.29,738.651,4551.89,1979.43,8637.82,7516.52
6.1,1283.76,5969.57,971.65,7174.52,5680.36,1329.98,9164.99,1940.98,9612.2,1600.9,10.3163,206.852,3954.56,6267.93,5449.34,3804.69,740.04,4553.28,1980.82,8639.21,7517.91
6.15,1285.13,5970.97,973.04,7175.92,5681.75,1331.36,9166.38,1942.38,9613.59,1602.28,11.708,208.243,3955.97,6269.32,5450.76,3806.08,741.43,4554.67,1982.21,8640.61,7519.31
6.2,1286.5,5972.36,974.429,7177.31,5683.14,1332.75,9167.78,1943.79,9614.98,1603.67,13.0998,209.635,3957.37,6270.71,5452.17,3807.48,742.819,4556.06,1983.6,8642,7520.7
6.25,1287.86,5973.76,975.818,7178.7,5684.53,1334.14,9169.17,1945.2,9616.37,1605.06,14.4915,211.026,3958.78,6272.1,5453.58,3808.88,744.209,4557.45,1984.99,8643.39,7522.09
6.3,1289.23,5975.16,977.207,7180.09,5685.92,1335.53,9170.56,1946.6,9617.77,1606.45,15.8832,212.417,3960.19,6273.49,5455,3810.27,745.598,4558.84,1986.38,8644.78,7523.48
6.35,1290.6,5976.55,978.597,7181.49,5687.31,1336.91,9171.95,1948.01,9619.16,1607.84,17.2749,213.809,3961.6,6274.88,5456.41,3811.67,746.988,4560.23,1987.77,8646.18,7524.88
6.4,1291.97,5977.95,979.986,7182.88,5688.7,1338.3,9173.35,1949.41,9620.55,1609.23,18.6666,215.2,3963.01,6276.26,5457.82,3813.06,748.377,4561.62,1989.15,8647.57,7526.27
6.45,1293.33,5979.35,981.375,7184.27,5690.09,1339.69,9174.74,1950.82,9621.94,1610.62,20.0584,216.592,3964.42,6277.65,5459.24,3814.46,749.767,4563,1990.54,8648.96,7527.66
6.5,1294.7,5980.74,982.764,7185.66,5691.47,1341.08,9176.13,1952.23,9623.33,1612.01,21.4501,217.983,3965.83,6279.04,5460.65,3815.86,751.156,4564.39,1991.93,8650.35,7529.05
