time,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,N11,N12,N13,N14,N15
22.65,5570.05,3648.9,1512.82,7199.05,8333.15,9137.51,3575.54,416.398,4612.48,2655.69,5674.14,7386.47,9246.98,1115.74,8624.06
22.7,5571.41,3650.3,1514.21,7200.43,8334.55,9138.9,3576.93,417.789,4613.87,2657.1,5675.53,7387.87,9248.37,1117.15,8625.45
22.75,5572.78,3651.69,1515.6,7201.8,8335.94,9140.29,3578.33,419.18,4615.26,2658.52,5676.92,7389.27,9249.76,1118.55,8626.84
22.8,5574.15,3653.09,1516.99,7203.18,8337.33,9141.68,3579.72,420.572,4616.65,2659.93,5678.31,7390.67,9251.15,1119.96,8628.23
22.85,5575.52,3654.48,1518.38,7204.56,8338.72,9143.07,3581.12,421.963,4618.04,2661.35,5679.7,7392.07,9252.54,1121.36,8629.62
22.9,5576.89,3655.87,1519.77,7205.93,8340.11,9144.46,3582.51,423.354,4619.42,2662.76,5681.09,7393.47,9253.93,1122.77,8631.01
22.95,5578.26,3657.27,1521.16,7207.31,8341.5,9145.85,3583.9,424.745,4620.81,2664.17,5682.48,7394.87,9255.32,1124.17,8632.4
23,5579.63,3658.66,1522.55,7208.68,8342.89,9147.24,3585.3,426.136,4622.2,2665.59,5683.87,7396.27,9256.7,1125.58,8633.79
23.05,5581,3660.06,1523.93,7210.06,8344.28,9148.63,3586.69,427.528,4623.59,2667,5685.25,7397.67,9258.09,1126.98,8635.18
23.1,5582.37,3661.45,1525.32,7211.44,8345.68,9150.03,3588.08,428.919,4624.98,2668.42,5686.64,7399.07,9259.48,1128.39,8636.58
23.15,5583.74,3662.84,1526.71,7212.81,8347.07,9151.42,3589.48,430.31,4626.37,2669.83,5688.03,7400.47,9260.87,1129.79,8637.97
23.2,5585.11,3664.24,1528.1,7214.19,8348.46,9152.81,3590.87,431.701,4627.76,2671.24,5689.42,7401.87,9262.26,1131.2,8639.36
23.25,5586.47,3665.63,1529.49,7215.57,8349.85,9154.2,3592.26,433.093,4629.15,2672.66,5690.81,7403.27,9263.65,1132.6,8640.75
23.3,5587.84,3667.03,1530.88,7216.94,8351.24,9155.59,3593.66,434.484,4630.54,2674.07,5692.2,7404.67,9265.04,1134.01,8642.14
23.35,5589.21,3668.42,1532.27,7218.32,8352.63,9156.98,3595.05,435.875,4631.92,2675.49,5693.59,7406.07,9266.43,1135.41,8643.53
23.4,5590.58,3669.81,1533.66,7219.69,8354.02,9158.37,3596.44,437.266,4633.31,2676.9,5694.98,7407.47,9267.82,1136.81,8644.92
23.45,5591.95,3671.21,1535.05,7221.07,8355.42,9159.76,3597.84,438.657,4634.7,2678.31,5696.36,7408.87,9269.2,1138.22,8646.31
23.5,5593.32,3672.6,1536.43,7222.45,8356.81,9161.15,3599.23,440.049,4636.09,2679.73,5697.75,7410.26,9270.59,1139.62,8647.71
23.55,5594.69,3674,1537.82,7223.82,8358.2,9162.55,3600.62,441.44,4637.48,2681.14,5699.14,7411.66,9271.98,1141.03,8649.1
23.6,5596.06,3675.39,1539.21,7225.2,8359.59,9163.94,3602.02,442.831,4638.87,2682.56,5700.53,7413.06,9273.37,1142.43,8650.49
23.65,5597.43,3676.78,1540.6,7226.57,8360.98,9165.33,3603.41,444.222,4640.26,2683.97,5701.92,7414.46,9274.76,1143.84,8651.88
23.7,5598.8,3678.18,1541.99,7227.95,8362.37,9166.72,3604.81,445.613,4641.65,2685.38,5703.31,7415.86,9276.15,1145.24,8653.27
23.75,5600.17,3679.57,1543.38,7229.33,8363.76,9168.11,3606.2,447.005,4643.03,2686.8,5704.7,7417.26,9277.54,1146.65,8654.66
23.8,5601.53,3680.97,1544.77,7230.7,8365.16,9169.5,3607.59,448.396,4644.42,2688.21,5706.08,7418.66,9278.93,1148.05,8656.05
23.85,5602.9,3682.36,1546.16,7232.08,8366.55,9170.89,3608.99,449.787,4645.81,2689.63,5707.47,7420.06,9280.32,1149.46,8657.44
23.9,5604.27,3683.75,1547.55,7233.45,8367.94,9172.28,3610.38,451.178,4647.2,2691.04,5708.86,7421.46,9281.7,1150.86,8658.84
23.95,5605.64,3685.15,1548.93,7234.83,8369.33,9173.67,3611.77,452.569,4648.59,2692.45,5710.25,7422.86,9283.09,1152.27,8660.23
24,5607.01,3686.54,1550.32,7236.21,8370.72,9175.06,3613.17,453.961,4649.98,2693.87,5711.64,7424.26,9284.48,1153.67,8661.62
24.05,5608.38,3687.94,1551.71,7237.58,8372.11,9176.46,3614.56,455.352,4651.37,2695.28,5713.03,7425.66,9285.87,1155.08,8663.01
24.1,5609.75,3689.33,1553.1,7238.96,8373.5,9177.85,3615.95,456.743,4652.76,2696.7,5714.42,7427.06,9287.26,1156.48,8664.4
24.15,5611.12,3690.72,1554.49,7240.33,8374.9,9179.24,3617.35,458.134,4654.15,2698.11,5715.81,7428.46,9288.65,1157.89,8665.79
24.2,5612.49,3692.12,1555.88,7241.71,8376.29,9180.63,3618.74,459.525,4655.53,2699.52,5717.19,7429.86,9290.04,1159.29,8667.18
24.25,5613.86,3693.51,1557.27,7243.09,8377.68,9182.02,3620.13,460.917,4656.92,2700.94,5718.58,7431.26,9291.43,1160.69,8668.57
24.3,5615.23,3694.91,1558.66,7244.46,8379.07,9183.41,3621.53,462.308,4658.31,2702.35,5719.97,7432.66,9292.82,1162.1,8669.96
24.35,5616.6,3696.3,1560.05,7245.84,8380.46,9184.8,3622.92,463.699,4659.7,2703.77,5721.36,7434.06,9294.2,1163.5,8671.36
24.4,5617.97,3697.69,1561.43,7247.21,8381.85,9186.19,3624.31,465.09,4661.09,2705.18,5722.75,7435.45,9295.59,1164.91,8672.75
24.45,5619.33,3699.09,1562.82,7248.59,8383.24,9187.58,3625.71,466.481,4662.48,2706.59,5724.14,7436.85,9296.98,1166.31,8674.14
24.5,5620.7,3700.48,1564.21,7249.97,8384.64,9188.98,3627.1,467.873,4663.87,2708.01,5725.53,7438.25,9298.37,1167.72,8675.53
24.55,5622.07,3701.88,1565.6,7251.34,8386.03,9190.37,3628.5,469.264,4665.26,2709.42,5726.92,7439.65,9299.76,1169.12,8676.92
24.6,5623.44,3703.27,1566.99,7252.72,8387.42,9191.76,3629.89,470.655,4666.64,2710.84,5728.3,7441.05,9301.15,1170.53,8678.31
24.65,5624.81,3704.66,1568.38,7254.09,8388.81,9193.15,3631.28,472.046,4668.03,2712.25,5729.69,7442.45,9302.54,1171.93,8679.7
24.7,5626.18,3706.06,1569.77,7255.47,8390.2,9194.54,3632.68,473.438,4669.42,2713.66,5731.08,7443.85,9303.93,1173.34,8681.09
24.75,5627.55,3707.45,1571.16,7256.85,8391.59,9195.93,3634.07,474.829,4670.81,2715.08,5732.47,7445.25,9305.32,1174.74,8682.49
24.8,5628.92,3708.85,1572.55,7258.22,8392.98,9197.32,3635.46,476.22,4672.2,2716.49,5733.86,7446.65,9306.7,1176.15,8683.88
24.85,5630.29,3710.24,1573.93,7259.6,8394.37,9198.71,3636.86,477.611,4673.59,2717.91,5735.25,7448.05,9308.09,1177.55,8685.27
24.9,5631.66,3711.63,1575.32,7260.97,8395.77,9200.1,3638.25,479.002,4674.98,2719.32,5736.64,7449.45,9309.48,1178.96,8686.66
24.95,5633.03,3713.03,1576.71,7262.35,8397.16,9201.5,3639.64,480.394,4676.37,2720.73,5738.03,7450.85,9310.87,1180.36,8688.05
25,5634.4,3714.42,1578.1,7263.73,8398.55,9202.89,3641.04,481.785,4677.76,2722.15,5739.41,7452.25,9312.26,1181.77,8689.44
25.05,5635.76,3715.82,1579.49,7265.1,8399.94,9204.28,3642.43,483.176,4679.14,2723.56,5740.8,7453.65,9313.65,1183.17,8690.83
25.1,5637.13,3717.21,1580.88,7266.48,8401.33,9205.67,3643.82,484.567,4680.53,2724.98,5742.19,7455.05,9315.04,1184.58,8692.22
25.15,5638.5,3718.6,1582.27,7267.86,8402.72,9207.06,3645.22,485.958,4681.92,2726.39,5743.58,7456.45,9316.43,1185.98,8693.61
25.2,5639.87,3720,1583.66,7269.23,8404.11,9208.45,3646.61,487.35,4683.31,2727.8,5744.97,7457.85,9317.82,1187.38,8695.01
25.25,5641.24,3721.39,1585.05,7270.61,8405.51,9209.84,3648,488.741,4684.7,2729.22,5746.36,7459.25,9319.2,1188.79,8696.4
25.3,5642.61,3722.79,1586.43,7271.98,8406.9,9211.23,3649.4,490.132,4686.09,2730.63,5747.75,7460.65,9320.59,1190.19,8697.79
25.35,5643.98,3724.18,1587.82,7273.36,8408.29,9212.62,3650.79,491.523,4687.48,2732.05,5749.13,7462.04,9321.98,1191.6,8699.18
25.4,5645.35,3725.57,1589.21,7274.74,8409.68,9214.02,3652.19,492.914,4688.87,2733.46,5750.52,7463.44,9323.37,1193,8700.57
25.45,5646.72,3726.97,1590.6,7276.11,8411.07,9215.41,3653.58,494.306,4690.25,2734.87,5751.91,7464.84,9324.76,1194.41,8701.96
25.5,5648.09,3728.36,1591.99,7277.49,8412.46,9216.8,3654.97,495.697,4691.64,2736.29,5753.3,7466.24,9326.15,1195.81,8703.35
25.55,5649.46,3729.76,1593.38,7278.86,8413.85,9218.19,3656.37,497.088,4693.03,2737.7,5754.69,7467.64,9327.54,1197.22,8704.74
25.6,5650.83,3731.15,1594.77,7280.24,8415.25,9219.58,3657.76,498.479,4694.42,2739.12,5756.08,7469.04,9328.93,1198.62,8706.14
25.65,5652.2,3732.54,1596.16,7281.62,8416.64,9220.97,3659.15,499.87,4695.81,2740.53,5757.47,7470.44,9330.32,1200.03,8707.53
25.7,5653.57,3733.94,1597.55,7282.99,8418.03,9222.36,3660.55,501.262,4697.2,2741.94,5758.86,7471.84,9331.7,1201.43,8708.92
25.75,5654.93,3735.33,1598.93,7284.37,8419.42,9223.75,3661.94,502.653,4698.59,2743.36,5760.24,7473.24,9333.09,1202.84,8710.31
25.8,5656.3,3736.73,1600.32,7285.74,8420.81,9225.14,3663.33,504.044,4699.98,2744.77,5761.63,7474.64,9334.48,1204.24,8711.7
25.85,5657.67,3738.12,1601.71,7287.12,8422.2,9226.53,3664.73,505.435,4701.37,2746.18,5763.02,7476.04,9335.87,1205.65,8713.09
25.9,5659.04,3739.51,1603.1,7288.5,8423.59,9227.93,3666.12,506.826,4702.75,2747.6,5764.41,7477.44,9337.26,1207.05,8714.48
25.95,5660.41,3740.91,1604.49,7289.87,8424.99,9229.32,3667.51,508.218,4704.14,2749.01,5765.8,7478.84,9338.65,1208.46,8715.87
26,5661.78,3742.3,1605.88,7291.25,8426.38,9230.71,3668.91,509.609,4705.53,2750.43,5767.19,7480.24,9340.04,1209.86,8717.27
26.05,5663.15,3743.7,1607.27,7292.63,8427.77,9232.1,3670.3,511,4706.92,2751.84,5768.58,7481.64,9341.43,1211.27,8718.66
26.1,5664.52,3745.09,1608.66,7294,8429.16,9233.49,3671.69,512.391,4708.31,2753.25,5769.97,7483.04,9342.82,1212.67,8720.05
26.15,5665.89,3746.48,1610.05,7295.38,8430.55,9234.88,3673.09,513.782,4709.7,2754.67,5771.35,7484.44,9344.2,1214.07,8721.44
26.2,5667.26,3747.88,1611.43,7296.75,8431.94,9236.27,3674.48,515.174,4711.09,2756.08,5772.74,7485.84,9345.59,1215.48,8722.83
26.25,5668.63,3749.27,1612.82,7298.13,8433.33,9237.66,3675.88,516.565,4712.48,2757.5,5774.13,7487.23,9346.98,1216.88,8724.22
26.3,5670,3750.67,1614.21,7299.51,8434.73,9239.05,3677.27,517.956,4713.86,2758.91,5775.52,7488.63,9348.37,1218.29,8725.61
26.35,5671.37,3752.06,1615.6,7300.88,8436.12,9240.45,3678.66,519.347,4715.25,2760.32,5776.91,7490.03,9349.76,1219.69,8727
26.4,5672.74,3753.45,1616.99,7302.26,8437.51,9241.84,3680.06,520.738,4716.64,2761.74,5778.3,7491.43,9351.15,1221.1,8728.39
26.45,5674.1,3754.85,1618.38,7303.63,8438.9,9243.23,3681.45,522.13,4718.03,2763.15,5779.69,7492.83,9352.54,1222.5,8729.79
26.5,5675.47,3756.24,1619.77,7305.01,8440.29,9244.62,3682.84,523.521,4719.42,2764.57,5781.07,7494.23,9353.93,1223.91,8731.18
26.55,5676.84,3757.64,1621.16,7306.39,8441.68,9246.01,3684.24,524.912,4720.81,2765.98,5782.46,7495.63,9355.32,1225.31,8732.57
26.6,5678.21,3759.03,1622.55,7307.76,8443.07,9247.4,3685.63,526.303,4722.2,2767.39,5783.85,7497.03,9356.7,1226.72,8733.96
26.65,5679.58,3760.42,1623.93,7309.14,8444.47,9248.79,3687.02,527.695,4723.59,2768.81,5785.24,7498.43,9358.09,1228.12,8735.35
26.7,5680.95,3761.82,1625.32,7310.51,8445.86,9250.18,3688.42,529.086,4724.98,2770.22,5786.63,7499.83,9359.48,1229.53,8736.74
26.75,5682.32,3763.21,1626.71,7311.89,8447.25,9251.57,3689.81,530.477,4726.36,2771.64,5788.02,7501.23,9360.87,1230.93,8738.13
26.8,5683.69,3764.61,1628.1,7313.27,8448.64,9252.97,3691.2,531.868,4727.75,2773.05,5789.41,7502.63,9362.26,1232.34,8739.52
26.85,5685.06,3766,1629.49,7314.64,8450.03,9254.36,3692.6,533.259,4729.14,2774.46,5790.8,7504.03,9363.65,1233.74,8740.92
26.9,5686.43,3767.39,1630.88,7316.02,8451.42,9255.75,3693.99,534.651,4730.53,2775.88,5792.18,7505.43,9365.04,1235.15,8742.31
26.95,5687.8,3768.79,1632.27,7317.4,8452.81,9257.14,3695.38,536.042,4731.92,2777.29,5793.57,7506.83,9366.43,1236.55,8743.7
27,5689.17,3770.18,1633.66,7318.77,8454.2,9258.53,3696.78,537.433,4733.31,2778.71,5794.96,7508.23,9367.82,1237.96,8745.09
27.05,5690.54,3771.58,1635.05,7320.15,8455.6,9259.92,3698.17,538.824,4734.7,2780.12,5796.35,7509.63,9369.2,1239.36,8746.48
27.1,5691.91,3772.97,1636.43,7321.52,8456.99,9261.31,3699.57,540.215,4736.09,2781.53,5797.74,7511.03,9370.59,1240.76,8747.87
27.15,5693.28,3774.36,1637.82,7322.9,8458.38,9262.7,3700.96,541.607,4737.47,2782.95,5799.13,7512.43,9371.98,1242.17,8749.26
27.2,5694.65,3775.76,1639.21,7324.28,8459.77,9264.09,3702.35,542.998,4738.86,2784.36,5800.52,7513.82,9373.37,1243.57,8750.65
27.25,5696.01,3777.15,1640.6,7325.65,8461.16,9265.49,3703.75,544.389,4740.25,2785.78,5801.91,7515.22,9374.76,1244.98,8752.05
27.3,5697.38,3778.55,1641.99,7327.03,8462.55,9266.88,3705.14,545.78,4741.64,2787.19,5803.29,7516.62,9376.15,1246.38,8753.44
27.35,5698.75,3779.94,1643.38,7328.4,8463.94,9268.27,3706.53,547.171,4743.03,2788.6,5804.68,7518.02,9377.54,1247.79,8754.83
27.4,5700.12,3781.33,1644.77,7329.78,8465.34,9269.66,3707.93,548.563,4744.42,2790.02,5806.07,7519.42,9378.93,1249.19,8756.22
27.45,5701.49,3782.73,1646.16,7331.16,8466.73,9271.05,3709.32,549.954,4745.81,2791.43,5807.46,7520.82,9380.32,1250.6,8757.61
27.5,5702.86,3784.12,1647.55,7332.53,8468.12,9272.44,3710.71,551.345,4747.2,2792.85,5808.85,7522.22,9381.7,1252,8759
27.55,5704.23,3785.52,1648.93,7333.91,8469.51,9273.83,3712.11,552.736,4748.59,2794.26,5810.24,7523.62,9383.09,1253.41,8760.39
27.6,5705.6,3786.91,1650.32,7335.28,8470.9,9275.22,3713.5,554.127,4749.97,2795.67,5811.63,7525.02,9384.48,1254.81,8761.78
27.65,5706.97,3788.3,1651.71,7336.66,8472.29,9276.61,3714.89,555.519,4751.36,2797.09,5813.02,7526.42,9385.87,1256.22,8763.17
27.7,5708.34,3789.7,1653.1,7338.04,8473.68,9278.01,3716.29,556.91,4752.75,2798.5,5814.4,7527.82,9387.26,1257.62,8764.57
27.75,5709.71,3791.09,1654.49,7339.41,8475.08,9279.4,3717.68,558.301,4754.14,2799.92,5815.79,7529.22,9388.65,1259.03,8765.96
27.8,5711.08,3792.49,1655.88,7340.79,8476.47,9280.79,3719.07,559.692,4755.53,2801.33,5817.18,7530.62,9390.04,1260.43,8767.35
27.85,5712.45,3793.88,1657.27,7342.17,8477.86,9282.18,3720.47,561.083,4756.92,2802.74,5818.57,7532.02,9391.43,1261.84,8768.74
27.9,5713.82,3795.27,1658.66,7343.54,8479.25,9283.57,3721.86,562.475,4758.31,2804.16,5819.96,7533.42,9392.82,1263.24,8770.13
27.95,5715.19,3796.67,1660.05,7344.92,8480.64,9284.96,3723.26,563.866,4759.7,2805.57,5821.35,7534.82,9394.2,1264.65,8771.52
28,5716.56,3798.06,1661.43,7346.29,8482.03,9286.35,3724.65,565.257,4761.08,2806.99,5822.74,7536.22,9395.59,1266.05,8772.91
28.05,5717.93,3799.46,1662.82,7347.67,8483.42,9287.74,3726.04,566.648,4762.47,2808.4,5824.12,7537.62,9396.98,1267.45,8774.3
28.1,5719.29,3800.85,1664.21,7349.05,8484.82,9289.13,3727.44,568.039,4763.86,2809.81,5825.51,7539.02,9398.37,1268.86,8775.7
28.15,5720.66,3802.25,1665.6,7350.42,8486.21,9290.53,3728.83,569.431,4765.25,2811.23,5826.9,7540.41,9399.76,1270.26,8777.09
28.2,5722.03,3803.64,1666.99,7351.8,8487.6,9291.92,3730.22,570.822,4766.64,2812.64,5828.29,7541.81,9401.15,1271.67,8778.48
28.25,5723.4,3805.03,1668.38,7353.17,8488.99,9293.31,3731.62,572.213,4768.03,2814.06,5829.68,7543.21,9402.54,1273.07,8779.87
28.3,5724.77,3806.43,1669.77,7354.55,8490.38,9294.7,3733.01,573.604,4769.42,2815.47,5831.07,7544.61,9403.93,1274.48,8781.26
28.35,5726.14,3807.82,1671.16,7355.93,8491.77,9296.09,3734.4,574.995,4770.81,2816.88,5832.46,7546.01,9405.32,1275.88,8782.65
28.4,5727.51,3809.22,1672.55,7357.3,8493.16,9297.48,3735.8,576.387,4772.2,2818.3,5833.85,7547.41,9406.7,1277.29,8784.04
28.45,5728.88,3810.61,1673.93,7358.68,8494.56,9298.87,3737.19,577.778,4773.58,2819.71,5835.23,7548.81,9408.09,1278.69,8785.43
28.5,5730.25,3812,1675.32,7360.06,8495.95,9300.26,3738.58,579.169,4774.97,2821.13,5836.62,7550.21,9409.48,1280.1,8786.83
28.55,5731.62,3813.4,1676.71,7361.43,8497.34,9301.65,3739.98,580.56,4776.36,2822.54,5838.01,7551.61,9410.87,1281.5,8788.22
28.6,5732.99,3814.79,1678.1,7362.81,8498.73,9303.04,3741.37,581.951,4777.75,2823.95,5839.4,7553.01,9412.26,1282.91,8789.61
28.65,5734.36,3816.19,1679.49,7364.18,8500.12,9304.44,3742.76,583.343,4779.14,2825.37,5840.79,7554.41,9413.65,1284.31,8791
28.7,5735.73,3817.58,1680.88,7365.56,8501.51,9305.83,3744.16,584.734,4780.53,2826.78,5842.18,7555.81,9415.04,1285.72,8792.39
28.75,5737.1,3818.97,1682.27,7366.94,8502.9,9307.22,3745.55,586.125,4781.92,2828.2,5843.57,7557.21,9416.43,1287.12,8793.78
28.8,5738.47,3820.37,1683.66,7368.31,8504.3,9308.61,3746.95,587.516,4783.31,2829.61,5844.96,7558.61,9417.82,1288.53,8795.17
28.85,5739.84,3821.76,1685.05,7369.69,8505.69,9310,3748.34,588.907,4784.69,2831.02,5846.34,7560.01,9419.2,1289.93,8796.56
28.9,5741.21,3823.16,1686.43,7371.06,8507.08,9311.39,3749.73,590.299,4786.08,2832.44,5847.73,7561.41,9420.59,1291.34,8797.95
28.95,5742.58,3824.55,1687.82,7372.44,8508.47,9312.78,3751.13,591.69,4787.47,2833.85,5849.12,7562.81,9421.98,1292.74,8799.35
29,5743.94,3825.94,1689.21,7373.82,8509.86,9314.17,3752.52,593.081,4788.86,2835.27,5850.51,7564.21,9423.37,1294.15,8800.74
29.05,5745.31,3827.34,1690.6,7375.19,8511.25,9315.56,3753.91,594.472,4790.25,2836.68,5851.9,7565.61,9424.76,1295.55,8802.13
29.1,5746.68,3828.73,1691.99,7376.57,8512.64,9316.96,3755.31,595.863,4791.64,2838.09,5853.29,7567,9426.15,1296.95,8803.52
29.15,5748.05,3830.13,1693.38,7377.95,8514.04,9318.35,3756.7,597.255,4793.03,2839.51,5854.68,7568.4,9427.54,1298.36,8804.91
29.2,5749.42,3831.52,1694.77,7379.32,8515.43,9319.74,3758.09,598.646,4794.42,2840.92,5856.07,7569.8,9428.93,1299.76,8806.3
29.25,5750.79,3832.91,1696.16,7380.7,8516.82,9321.13,3759.49,600.037,4795.81,2842.34,5857.45,7571.2,9430.32,1301.17,8807.69
29.3,5752.16,3834.31,1697.55,7382.07,8518.21,9322.52,3760.88,601.428,4797.19,2843.75,5858.84,7572.6,9431.7,1302.57,8809.08
29.35,5753.53,3835.7,1698.93,7383.45,8519.6,9323.91,3762.27,602.819,4798.58,2845.16,5860.23,7574,9433.09,1303.98,8810.48
29.4,5754.9,3837.1,1700.32,7384.83,8520.99,9325.3,3763.67,604.211,4799.97,2846.58,5861.62,7575.4,9434.48,1305.38,8811.87
29.45,5756.27,3838.49,1701.71,7386.2,8522.38,9326.69,3765.06,605.602,4801.36,2847.99,5863.01,7576.8,9435.87,1306.79,8813.26
29.5,5757.64,3839.88,1703.1,7387.58,8523.78,9328.08,3766.45,606.993,4802.75,2849.41,5864.4,7578.2,9437.26,1308.19,8814.65
29.55,5759.01,3841.28,1704.49,7388.96,8525.17,9329.48,3767.85,608.384,4804.14,2850.82,5865.79,7579.6,9438.65,1309.6,8816.04
29.6,5760.38,3842.67,1705.88,7390.33,8526.56,9330.87,3769.24,609.775,4805.53,2852.24,5867.17,7581,9440.04,1311,8817.43
29.65,5761.75,3844.07,1707.27,7391.71,8527.95,9332.26,3770.63,611.167,4806.92,2853.65,5868.56,7582.4,9441.43,1312.41,8818.82
29.7,5763.12,3845.46,1708.66,7393.08,8529.34,9333.65,3772.03,612.558,4808.3,2855.06,5869.95,7583.8,9442.82,1313.81,8820.21
29.75,5764.49,3846.85,1710.05,7394.46,8530.73,9335.04,3773.42,613.949,4809.69,2856.48,5871.34,7585.2,9444.2,1315.22,8821.61
29.8,5765.86,3848.25,1711.43,7395.84,8532.12,9336.43,3774.82,615.34,4811.08,2857.89,5872.73,7586.6,9445.59,1316.62,8823
29.85,5767.23,3849.64,1712.82,7397.21,8533.52,9337.82,3776.21,616.731,4812.47,2859.31,5874.12,7588,9446.98,1318.03,8824.39
29.9,5768.6,3851.04,1714.21,7398.59,8534.91,9339.21,3777.6,618.123,4813.86,2860.72,5875.51,7589.4,9448.37,1319.43,8825.78
29.95,5769.97,3852.43,1715.6,7399.96,8536.3,9340.6,3779,619.514,4815.25,2862.13,5876.9,7590.8,9449.76,1320.84,8827.17
30,5771.34,3853.82,1716.99,7401.34,8537.69,9342,3780.39,620.905,4816.64,2863.55,5878.28,7592.2,9451.15,1322.24,8828.56
30.05,5772.7,3855.22,1718.38,7402.72,8539.08,9343.39,3781.78,622.296,4818.03,2864.96,5879.67,7593.59,9452.54,1323.64,8829.95
30.1,5774.07,3856.61,1719.77,7404.09,8540.47,9344.78,3783.18,623.687,4819.41,2866.38,5881.06,7594.99,9453.93,1325.05,8831.34
30.15,5775.44,3858.01,1721.16,7405.47,8541.86,9346.17,3784.57,625.079,4820.8,2867.79,5882.45,7596.39,9455.32,1326.45,8832.74
30.2,5776.81,3859.4,1722.55,7406.85,8543.26,9347.56,3785.96,626.47,4822.19,2869.2,5883.84,7597.79,9456.7,1327.86,8834.13
30.25,5778.18,3860.79,1723.93,7408.22,8544.65,9348.95,3787.36,627.861,4823.58,2870.62,5885.23,7599.19,9458.09,1329.26,8835.52
30.3,5779.55,3862.19,1725.32,7409.6,8546.04,9350.34,3788.75,629.252,4824.97,2872.03,5886.62,7600.59,9459.48,1330.67,8836.91
30.35,5780.92,3863.58,1726.71,7410.97,8547.43,9351.73,3790.14,630.643,4826.36,2873.45,5888.01,7601.99,9460.87,1332.07,8838.3
30.4,5782.29,3864.98,1728.1,7412.35,8548.82,9353.12,3791.54,632.035,4827.75,2874.86,5889.39,7603.39,9462.26,1333.48,8839.69
30.45,5783.66,3866.37,1729.49,7413.73,8550.21,9354.52,3792.93,633.426,4829.14,2876.27,5890.78,7604.79,9463.65,1334.88,8841.08
30.5,5785.03,3867.76,1730.88,7415.1,8551.6,9355.91,3794.32,634.817,4830.53,2877.69,5892.17,7606.19,9465.04,1336.29,8842.47
30.55,5786.4,3869.16,1732.27,7416.48,8552.99,9357.3,3795.72,636.208,4831.91,2879.1,5893.56,7607.59,9466.43,1337.69,8843.86
30.6,5787.77,3870.55,1733.66,7417.86,8554.39,9358.69,3797.11,637.599,4833.3,2880.52,5894.95,7608.99,9467.82,1339.1,8845.26
30.65,5789.14,3871.95,1735.05,7419.23,8555.78,9360.08,3798.51,638.991,4834.69,2881.93,5896.34,7610.39,9469.2,1340.5,8846.65
30.7,5790.51,3873.34,1736.43,7420.61,8557.17,9361.47,3799.9,640.382,4836.08,2883.34,5897.73,7611.79,9470.59,1341.91,8848.04
30.75,5791.88,3874.73,1737.82,7421.98,8558.56,9362.86,3801.29,641.773,4837.47,2884.76,5899.12,7613.19,9471.98,1343.31,8849.43
30.8,5793.25,3876.13,1739.21,7423.36,8559.95,9364.25,3802.69,643.164,4838.86,2886.17,5900.5,7614.59,9473.37,1344.72,8850.82
30.85,5794.62,3877.52,1740.6,7424.74,8561.34,9365.64,3804.08,644.555,4840.25,2887.59,5901.89,7615.99,9474.76,1346.12,8852.21
30.9,5795.99,3878.92,1741.99,7426.11,8562.73,9367.04,3805.47,645.947,4841.64,2889,5903.28,7617.39,9476.15,1347.53,8853.6
30.95,5797.36,3880.31,1743.38,7427.49,8564.13,9368.43,3806.87,647.338,4843.02,2890.41,5904.67,7618.79,9477.54,1348.93,8854.99
31,5798.73,3881.7,1744.77,7428.87,8565.52,9369.82,3808.26,648.729,4844.41,2891.83,5906.06,7620.18,9478.93,1350.34,8856.39
31.05,5800.1,3883.1,1746.16,7430.24,8566.91,9371.21,3809.65,650.12,4845.8,2893.24,5907.45,7621.58,9480.32,1351.74,8857.78
31.1,5801.47,3884.49,1747.55,7431.62,8568.3,9372.6,3811.05,651.511,4847.19,2894.66,5908.84,7622.98,9481.7,1353.15,8859.17
31.15,5802.84,3885.89,1748.93,7432.99,8569.69,9373.99,3812.44,652.903,4848.58,2896.07,5910.22,7624.38,9483.09,1354.55,8860.56
31.2,5804.21,3887.28,1750.32,7434.37,8571.08,9375.38,3813.83,654.294,4849.97,2897.48,5911.61,7625.78,9484.48,1355.95,8861.95
31.25,5805.58,3888.68,1751.71,7435.75,8572.47,9376.77,3815.23,655.685,4851.36,2898.9,5913,7627.18,9485.87,1357.36,8863.34
31.3,5806.94,3890.07,1753.1,7437.12,8573.87,9378.16,3816.62,657.076,4852.75,2900.31,5914.39,7628.58,9487.26,1358.76,8864.73
31.35,5808.31,3891.46,1754.49,7438.5,8575.26,9379.56,3818.01,658.467,4854.14,2901.73,5915.78,7629.98,9488.65,1360.17,8866.12
31.4,5809.68,3892.86,1755.88,7439.88,8576.65,9380.95,3819.41,659.859,4855.52,2903.14,5917.17,7631.38,9490.04,1361.57,8867.52
31.45,5811.05,3894.25,1757.27,7441.25,8578.04,9382.34,3820.8,661.25,4856.91,2904.55,5918.56,7632.78,9491.43,1362.98,8868.91
31.5,5812.42,3895.65,1758.66,7442.63,8579.43,9383.73,3822.2,662.641,4858.3,2905.97,5919.95,7634.18,9492.82,1364.38,8870.3
31.55,5813.79,3897.04,1760.05,7444,8580.82,9385.12,3823.59,664.032,4859.69,2907.38,5921.33,7635.58,9494.2,1365.79,8871.69
