time,N1,N2,N3,N4,N5
3.9,6259.06,38.1775,5084.87,5984.37,2513.54
3.95,6260.45,39.5698,5086.26,5985.76,2514.93
4,6261.83,40.9621,5087.65,5987.14,2516.32
4.05,6263.22,42.3544,5089.05,5988.53,2517.71
4.1,6264.61,43.7467,5090.44,5989.91,2519.11
4.15,6266,45.139,5091.83,5991.3,2520.5
4.2,6267.39,46.5313,5093.22,5992.68,2521.89
4.25,6268.78,47.9235,5094.61,5994.07,2523.28
4.3,6270.17,49.3158,5096,5995.45,2524.67
4.35,6271.56,50.7081,5097.39,5996.84,2526.07
4.4,6272.95,52.1004,5098.78,5998.22,2527.46
4.45,6274.33,53.4927,5100.17,5999.61,2528.85
4.5,6275.72,54.885,5101.56,6000.99,2530.24
4.55,6277.11,56.2773,5102.95,6002.37,2531.63
4.6,6278.5,57.6696,5104.35,6003.76,2533.03
4.65,6279.89,59.0619,5105.74,6005.14,2534.42
4.7,6281.28,60.4542,5107.13,6006.53,2535.81
4.75,6282.67,61.8465,5108.52,6007.91,2537.2
4.8,6284.06,63.2388,5109.91,6009.3,2538.59
4.85,6285.45,64.6311,5111.3,6010.68,2539.99
4.9,6286.83,66.0233,5112.69,6012.07,2541.38
4.95,6288.22,67.4156,5114.08,6013.45,2542.77
5,6289.61,68.8079,5115.47,6014.84,2544.16
5.05,6291,70.2002,5116.86,6016.22,2545.55
5.1,6292.39,71.5925,5118.25,6017.61,2546.95
5.15,6293.78,72.9848,5119.65,6018.99,2548.34
5.2,6295.17,74.3771,5121.04,6020.38,2549.73
5.25,6296.56,75.7694,5122.43,6021.76,2551.12
5.3,6297.95,77.1617,5123.82,6023.14,2552.52
5.35,6299.33,78.554,5125.21,6024.53,2553.91
5.4,6300.72,79.9463,5126.6,6025.91,2555.3
5.45,6302.11,81.3385,5127.99,6027.3,2556.69
5.5,6303.5,82.7308,5129.38,6028.68,2558.08
5.55,6304.89,84.1231,5130.77,6030.07,2559.48
5.6,6306.28,85.5154,5132.16,6031.45,2560.87
5.65,6307.67,86.9077,5133.55,6032.84,2562.26
5.7,6309.06,88.3,5134.94,6034.22,2563.65
5.75,6310.45,89.6923,5136.34,6035.61,2565.04
5.8,6311.83,91.0846,5137.73,6036.99,2566.44
5.85,6313.22,92.4769,5139.12,6038.38,2567.83
5.9,6314.61,93.8692,5140.51,6039.76,2569.22
5.95,6316,95.2614,5141.9,6041.15,2570.61
6,6317.39,96.6537,5143.29,6042.53,2572
6.05,6318.78,98.046,5144.68,6043.91,2573.4
6.1,6320.17,99.4383,5146.07,6045.3,2574.79
6.15,6321.56,100.831,5147.46,6046.68,2576.18
6.2,6322.95,102.223,5148.85,6048.07,2577.57
6.25,6324.33,103.615,5150.24,6049.45,2578.96
6.3,6325.72,105.007,5151.64,6050.84,2580.36
6.35,6327.11,106.4,5153.03,6052.22,2581.75
6.4,6328.5,107.792,5154.42,6053.61,2583.14
6.45,6329.89,109.184,5155.81,6054.99,2584.53
6.5,6331.28,110.577,5157.2,6056.38,2585.92
6.55,6332.67,111.969,5158.59,6057.76,2587.32
6.6,6334.06,113.361,5159.98,6059.15,2588.71
6.65,6335.45,114.753,5161.37,6060.53,2590.1
6.7,6336.83,116.146,5162.76,6061.92,2591.49
6.75,6338.22,117.538,5164.15,6063.3,2592.88
6.8,6339.61,118.93,5165.54,6064.68,2594.28
6.85,6341,120.323,5166.94,6066.07,2595.67
6.9,6342.39,121.715,5168.33,6067.45,2597.06
6.95,6343.78,123.107,5169.72,6068.84,2598.45
7,6345.17,124.5,5171.11,6070.22,2599.85
7.05,6346.56,125.892,5172.5,6071.61,2601.24
7.1,6347.95,127.284,5173.89,6072.99,2602.63
7.15,6349.33,128.676,5175.28,6074.38,2604.02
7.2,6350.72,130.069,5176.67,6075.76,2605.41
7.25,6352.11,131.461,5178.06,6077.15,2606.81
7.3,6353.5,132.853,5179.45,6078.53,2608.2
7.35,6354.89,134.246,5180.84,6079.92,2609.59
7.4,6356.28,135.638,5182.24,6081.3,2610.98
7.45,6357.67,137.03,5183.63,6082.69,2612.37
7.5,6359.06,138.422,5185.02,6084.07,2613.77
7.55,6360.45,139.815,5186.41,6085.45,2615.16
7.6,6361.83,141.207,5187.8,6086.84,2616.55
7.65,6363.22,142.599,5189.19,6088.22,2617.94
7.7,6364.61,143.992,5190.58,6089.61,2619.33
7.75,6366,145.384,5191.97,6090.99,2620.73
7.8,6367.39,146.776,5193.36,6092.38,2622.12
7.85,6368.78,148.168,5194.75,6093.76,2623.51
7.9,6370.17,149.561,5196.14,6095.15,2624.9
7.95,6371.56,150.953,5197.53,6096.53,2626.29
8,6372.95,152.345,5198.93,6097.92,2627.69
8.05,6374.33,153.738,5200.32,6099.3,2629.08
8.1,6375.72,155.13,5201.71,6100.69,2630.47
8.15,6377.11,156.522,5203.1,6102.07,2631.86
8.2,6378.5,157.914,5204.49,6103.46,2633.25
8.25,6379.89,159.307,5205.88,6104.84,2634.65
8.3,6381.28,160.699,5207.27,6106.22,2636.04
8.35,6382.67,162.091,5208.66,6107.61,2637.43
8.4,6384.06,163.484,5210.05,6108.99,2638.82
8.45,6385.45,164.876,5211.44,6110.38,2640.21
8.5,6386.83,166.268,5212.83,6111.76,2641.61
8.55,6388.22,167.66,5214.23,6113.15,2643
8.6,6389.61,169.053,5215.62,6114.53,2644.39
8.65,6391,170.445,5217.01,6115.92,2645.78
8.7,6392.39,171.837,5218.4,6117.3,2647.17
8.75,6393.78,173.23,5219.79,6118.69,2648.57
8.8,6395.17,174.622,5221.18,6120.07,2649.96
8.85,6396.56,176.014,5222.57,6121.46,2651.35
8.9,6397.95,177.406,5223.96,6122.84,2652.74
8.95,6399.33,178.799,5225.35,6124.23,2654.13
9,6400.72,180.191,5226.74,6125.61,2655.53
9.05,6402.11,181.583,5228.13,6127,2656.92
9.1,6403.5,182.976,5229.53,6128.38,2658.31
9.15,6404.89,184.368,5230.92,6129.76,2659.7
9.2,6406.28,185.76,5232.31,6131.15,2661.1
9.25,6407.67,187.152,5233.7,6132.53,2662.49
9.3,6409.06,188.545,5235.09,6133.92,2663.88
9.35,6410.45,189.937,5236.48,6135.3,2665.27
9.4,6411.83,191.329,5237.87,6136.69,2666.66
9.45,6413.22,192.722,5239.26,6138.07,2668.06
9.5,6414.61,194.114,5240.65,6139.46,2669.45
9.55,6416,195.506,5242.04,6140.84,2670.84
9.6,6417.39,196.898,5243.43,6142.23,2672.23
9.65,6418.78,198.291,5244.82,6143.61,2673.62
9.7,6420.17,199.683,5246.22,6145,2675.02
9.75,6421.56,201.075,5247.61,6146.38,2676.41
9.8,6422.95,202.468,5249,6147.77,2677.8
9.85,6424.33,203.86,5250.39,6149.15,2679.19
9.9,6425.72,205.252,5251.78,6150.53,2680.58
9.95,6427.11,206.644,5253.17,6151.92,2681.98
10,6428.5,208.037,5254.56,6153.3,2683.37
10.05,6429.89,209.429,5255.95,6154.69,2684.76
10.1,6431.28,210.821,5257.34,6156.07,2686.15
10.15,6432.67,212.214,5258.73,6157.46,2687.54
10.2,6434.06,213.606,5260.12,6158.84,2688.94
10.25,6435.45,214.998,5261.52,6160.23,2690.33
10.3,6436.83,216.39,5262.91,6161.61,2691.72
10.35,6438.22,217.783,5264.3,6163,2693.11
10.4,6439.61,219.175,5265.69,6164.38,2694.5
10.45,6441,220.567,5267.08,6165.77,2695.9
10.5,6442.39,221.96,5268.47,6167.15,2697.29
10.55,6443.78,223.352,5269.86,6168.54,2698.68
10.6,6445.17,224.744,5271.25,6169.92,2700.07
10.65,6446.56,226.136,5272.64,6171.31,2701.46
10.7,6447.95,227.529,5274.03,6172.69,2702.86
10.75,6449.33,228.921,5275.42,6174.07,2704.25
10.8,6450.72,230.313,5276.82,6175.46,2705.64
10.85,6452.11,231.706,5278.21,6176.84,2707.03
10.9,6453.5,233.098,5279.6,6178.23,2708.42
10.95,6454.89,234.49,5280.99,6179.61,2709.82
11,6456.28,235.882,5282.38,6181,2711.21
11.05,6457.67,237.275,5283.77,6182.38,2712.6
11.1,6459.06,238.667,5285.16,6183.77,2713.99
11.15,6460.45,240.059,5286.55,6185.15,2715.39
11.2,6461.83,241.451,5287.94,6186.54,2716.78
11.25,6463.22,242.844,5289.33,6187.92,2718.17
11.3,6464.61,244.236,5290.72,6189.31,2719.56
11.35,6466,245.628,5292.11,6190.69,2720.95
11.4,6467.39,247.021,5293.51,6192.08,2722.35
11.45,6468.78,248.413,5294.9,6193.46,2723.74
11.5,6470.17,249.805,5296.29,6194.85,2725.13
11.55,6471.56,251.197,5297.68,6196.23,2726.52
11.6,6472.95,252.59,5299.07,6197.61,2727.91
11.65,6474.33,253.982,5300.46,6199,2729.31
11.7,6475.72,255.374,5301.85,6200.38,2730.7
11.75,6477.11,256.767,5303.24,6201.77,2732.09
11.8,6478.5,258.159,5304.63,6203.15,2733.48
11.85,6479.89,259.551,5306.02,6204.54,2734.87
11.9,6481.28,260.943,5307.41,6205.92,2736.27
11.95,6482.67,262.336,5308.81,6207.31,2737.66
12,6484.06,263.728,5310.2,6208.69,2739.05
12.05,6485.45,265.12,5311.59,6210.08,2740.44
12.1,6486.83,266.513,5312.98,6211.46,2741.83
12.15,6488.22,267.905,5314.37,6212.85,2743.23
12.2,6489.61,269.297,5315.76,6214.23,2744.62
12.25,6491,270.689,5317.15,6215.62,2746.01
12.3,6492.39,272.082,5318.54,6217,2747.4
12.35,6493.78,273.474,5319.93,6218.39,2748.79
12.4,6495.17,274.866,5321.32,6219.77,2750.19
12.45,6496.56,276.259,5322.71,6221.15,2751.58
12.5,6497.95,277.651,5324.11,6222.54,2752.97
12.55,6499.33,279.043,5325.5,6223.92,2754.36
12.6,6500.72,280.435,5326.89,6225.31,2755.75
12.65,6502.11,281.828,5328.28,6226.69,2757.15
12.7,6503.5,283.22,5329.67,6228.08,2758.54
12.75,6504.89,284.612,5331.06,6229.46,2759.93
12.8,6506.28,286.004,5332.45,6230.85,2761.32
12.85,6507.67,287.397,5333.84,6232.23,2762.71
12.9,6509.06,288.789,5335.23,6233.62,2764.11
12.95,6510.45,290.181,5336.62,6235,2765.5
13,6511.83,291.574,5338.01,6236.39,2766.89
13.05,6513.22,292.966,5339.4,6237.77,2768.28
13.1,6514.61,294.358,5340.8,6239.16,2769.67
13.15,6516,295.75,5342.19,6240.54,2771.07
13.2,6517.39,297.143,5343.58,6241.93,2772.46
13.25,6518.78,298.535,5344.97,6243.31,2773.85
13.3,6520.17,299.927,5346.36,6244.69,2775.24
13.35,6521.56,301.32,5347.75,6246.08,2776.64
13.4,6522.95,302.712,5349.14,6247.46,2778.03
13.45,6524.33,304.104,5350.53,6248.85,2779.42
13.5,6525.72,305.496,5351.92,6250.23,2780.81
13.55,6527.11,306.889,5353.31,6251.62,2782.2
13.6,6528.5,308.281,5354.7,6253,2783.6
13.65,6529.89,309.673,5356.1,6254.39,2784.99
13.7,6531.28,311.066,5357.49,6255.77,2786.38
13.75,6532.67,312.458,5358.88,6257.16,2787.77
13.8,6534.06,313.85,5360.27,6258.54,2789.16
13.85,6535.45,315.242,5361.66,6259.93,2790.56
13.9,6536.83,316.635,5363.05,6261.31,2791.95
13.95,6538.22,318.027,5364.44,6262.7,2793.34
14,6539.61,319.419,5365.83,6264.08,2794.73
14.05,6541,320.811,5367.22,6265.47,2796.12
14.1,6542.39,322.204,5368.61,6266.85,2797.52
14.15,6543.78,323.596,5370,6268.24,2798.91
14.2,6545.17,324.988,5371.39,6269.62,2800.3
14.25,6546.56,326.381,5372.79,6271,2801.69
14.3,6547.95,327.773,5374.18,6272.39,2803.08
14.35,6549.33,329.165,5375.57,6273.77,2804.48
14.4,6550.72,330.557,5376.96,6275.16,2805.87
14.45,6552.11,331.95,5378.35,6276.54,2807.26
14.5,6553.5,333.342,5379.74,6277.93,2808.65
14.55,6554.89,334.734,5381.13,6279.31,2810.04
14.6,6556.28,336.127,5382.52,6280.7,2811.44
14.65,6557.67,337.519,5383.91,6282.08,2812.83
14.7,6559.06,338.911,5385.3,6283.47,2814.22
14.75,6560.45,340.303,5386.69,6284.85,2815.61
14.8,6561.83,341.696,5388.09,6286.24,2817
14.85,6563.22,343.088,5389.48,6287.62,2818.4
14.9,6564.61,344.48,5390.87,6289.01,2819.79
14.95,6566,345.872,5392.26,6290.39,2821.18
15,6567.39,347.265,5393.65,6291.78,2822.57
15.05,6568.78,348.657,5395.04,6293.16,2823.96
15.1,6570.17,350.049,5396.43,6294.55,2825.36
15.15,6571.56,351.442,5397.82,6295.93,2826.75
15.2,6572.95,352.834,5399.21,6297.31,2828.14
15.25,6574.33,354.226,5400.6,6298.7,2829.53
15.3,6575.72,355.618,5401.99,6300.08,2830.92
15.35,6577.11,357.011,5403.38,6301.47,2832.32
15.4,6578.5,358.403,5404.78,6302.85,2833.71
15.45,6579.89,359.795,5406.17,6304.24,2835.1
15.5,6581.28,361.187,5407.56,6305.62,2836.49
15.55,6582.67,362.58,5408.95,6307.01,2837.88
15.6,6584.06,363.972,5410.34,6308.39,2839.28
15.65,6585.45,365.364,5411.73,6309.78,2840.67
15.7,6586.83,366.757,5413.12,6311.16,2842.06
15.75,6588.22,368.149,5414.51,6312.55,2843.45
15.8,6589.61,369.541,5415.9,6313.93,2844.85
15.85,6591,370.933,5417.29,6315.32,2846.24
15.9,6592.39,372.326,5418.68,6316.7,2847.63
15.95,6593.78,373.718,5420.08,6318.09,2849.02
16,6595.17,375.11,5421.47,6319.47,2850.41
16.05,6596.56,376.503,5422.86,6320.86,2851.81
16.1,6597.95,377.895,5424.25,6322.24,2853.2
16.15,6599.33,379.287,5425.64,6323.62,2854.59
16.2,6600.72,380.679,5427.03,6325.01,2855.98
16.25,6602.11,382.072,5428.42,6326.39,2857.37
16.3,6603.5,383.464,5429.81,6327.78,2858.77
16.35,6604.89,384.856,5431.2,6329.16,2860.16
16.4,6606.28,386.248,5432.59,6330.55,2861.55
16.45,6607.67,387.641,5433.98,6331.93,2862.94
16.5,6609.06,389.033,5435.37,6333.32,2864.33
16.55,6610.45,390.425,5436.77,6334.7,2865.73
16.6,6611.83,391.818,5438.16,6336.09,2867.12
16.65,6613.22,393.21,5439.55,6337.47,2868.51
16.7,6614.61,394.602,5440.94,6338.86,2869.9
16.75,6616,395.994,5442.33,6340.24,2871.29
16.8,6617.39,397.387,5443.72,6341.63,2872.69
16.85,6618.78,398.779,5445.11,6343.01,2874.08
16.9,6620.17,400.171,5446.5,6344.4,2875.47
16.95,6621.56,401.563,5447.89,6345.78,2876.86
17,6622.95,402.956,5449.28,6347.17,2878.25
17.05,6624.33,404.348,5450.67,6348.55,2879.65
17.1,6625.72,405.74,5452.07,6349.93,2881.04
17.15,6627.11,407.133,5453.46,6351.32,2882.43
17.2,6628.5,408.525,5454.85,6352.7,2883.82
17.25,6629.89,409.917,5456.24,6354.09,2885.21
17.3,6631.28,411.309,5457.63,6355.47,2886.61
17.35,6632.67,412.702,5459.02,6356.86,2888
17.4,6634.06,414.094,5460.41,6358.24,2889.39
17.45,6635.45,415.486,5461.8,6359.63,2890.78
17.5,6636.83,416.878,5463.19,6361.01,2892.17
17.55,6638.22,418.271,5464.58,6362.4,2893.57
17.6,6639.61,419.663,5465.97,6363.78,2894.96
17.65,6641,421.055,5467.36,6365.17,2896.35
17.7,6642.39,422.448,5468.76,6366.55,2897.74
17.75,6643.78,423.84,5470.15,6367.94,2899.13
17.8,6645.17,425.232,5471.54,6369.32,2900.53
17.85,6646.56,426.624,5472.93,6370.71,2901.92
17.9,6647.95,428.017,5474.32,6372.09,2903.31
17.95,6649.33,429.409,5475.71,6373.48,2904.7
18,6650.72,430.801,5477.1,6374.86,2906.09
18.05,6652.11,432.193,5478.49,6376.24,2907.49
18.1,6653.5,433.586,5479.88,6377.63,2908.88
18.15,6654.89,434.978,5481.27,6379.01,2910.27
18.2,6656.28,436.37,5482.66,6380.4,2911.66
18.25,6657.67,437.763,5484.06,6381.78,2913.05
18.3,6659.06,439.155,5485.45,6383.17,2914.45
18.35,6660.45,440.547,5486.84,6384.55,2915.84
18.4,6661.83,441.939,5488.23,6385.94,2917.23
18.45,6663.22,443.332,5489.62,6387.32,2918.62
18.5,6664.61,444.724,5491.01,6388.71,2920.01
18.55,6666,446.116,5492.4,6390.09,2921.41
18.6,6667.39,447.508,5493.79,6391.48,2922.8
18.65,6668.78,448.901,5495.18,6392.86,2924.19
18.7,6670.17,450.293,5496.57,6394.25,2925.58
18.75,6671.56,451.685,5497.96,6395.63,2926.98
18.8,6672.95,453.078,5499.35,6397.02,2928.37
18.85,6674.33,454.47,5500.75,6398.4,2929.76
18.9,6675.72,455.862,5502.14,6399.79,2931.15
18.95,6677.11,457.254,5503.53,6401.17,2932.54
19,6678.5,458.647,5504.92,6402.56,2933.94
19.05,6679.89,460.039,5506.31,6403.94,2935.33
19.1,6681.28,461.431,5507.7,6405.32,2936.72
19.15,6682.67,462.823,5509.09,6406.71,2938.11
19.2,6684.06,464.216,5510.48,6408.09,2939.5
19.25,6685.45,465.608,5511.87,6409.48,2940.9
19.3,6686.83,467,5513.26,6410.86,2942.29
19.35,6688.22,468.393,5514.65,6412.25,2943.68
19.4,6689.61,469.785,5516.04,6413.63,2945.07
19.45,6691,471.177,5517.44,6415.02,2946.46
19.5,6692.39,472.569,5518.83,6416.4,2947.86
19.55,6693.78,473.962,5520.22,6417.79,2949.25
19.6,6695.17,475.354,5521.61,6419.17,2950.64
19.65,6696.56,476.746,5523,6420.56,2952.03
19.7,6697.95,478.138,5524.39,6421.94,2953.42
19.75,6699.33,479.531,5525.78,6423.33,2954.82
19.8,6700.72,480.923,5527.17,6424.71,2956.21
19.85,6702.11,482.315,5528.56,6426.1,2957.6
19.9,6703.5,483.707,5529.95,6427.48,2958.99
19.95,6704.89,485.1,5531.34,6428.87,2960.38
20,6706.28,486.492,5532.74,6430.25,2961.78
20.05,6707.67,487.884,5534.13,6431.64,2963.17
20.1,6709.06,489.277,5535.52,6433.02,2964.56
20.15,6710.45,490.669,5536.91,6434.4,2965.95
20.2,6711.83,492.061,5538.3,6435.79,2967.34
20.25,6713.22,493.453,5539.69,6437.17,2968.74
20.3,6714.61,494.846,5541.08,6438.56,2970.13
20.35,6716,496.238,5542.47,6439.94,2971.52
20.4,6717.39,497.63,5543.86,6441.33,2972.91
20.45,6718.78,499.022,5545.25,6442.71,2974.3
20.5,6720.17,500.415,5546.64,6444.1,2975.7
20.55,6721.56,501.807,5548.03,6445.48,2977.09
20.6,6722.95,503.199,5549.43,6446.87,2978.48
20.65,6724.33,504.592,5550.82,6448.25,2979.87
20.7,6725.72,505.984,5552.21,6449.64,2981.26
20.75,6727.11,507.376,5553.6,6451.02,2982.66
20.8,6728.5,508.768,5554.99,6452.41,2984.05
20.85,6729.89,510.161,5556.38,6453.79,2985.44
20.9,6731.28,511.553,5557.77,6455.18,2986.83
20.95,6732.67,512.945,5559.16,6456.56,2988.22
21,6734.06,514.337,5560.55,6457.95,2989.62
21.05,6735.45,515.73,5561.94,6459.33,2991.01
21.1,6736.83,517.122,5563.33,6460.72,2992.4
21.15,6738.22,518.514,5564.73,6462.1,2993.79
21.2,6739.61,519.906,5566.12,6463.48,2995.18
21.25,6741,521.299,5567.51,6464.87,2996.58
21.3,6742.39,522.691,5568.9,6466.25,2997.97
21.35,6743.78,524.083,5570.29,6467.64,2999.36
21.4,6745.17,525.476,5571.68,6469.02,3000.75
21.45,6746.56,526.868,5573.07,6470.41,3002.14
21.5,6747.95,528.26,5574.46,6471.79,3003.54
21.55,6749.33,529.652,5575.85,6473.18,3004.93
21.6,6750.72,531.045,5577.24,6474.56,3006.32
21.65,6752.11,532.437,5578.63,6475.95,3007.71
21.7,6753.5,533.829,5580.02,6477.33,3009.11
21.75,6754.89,535.221,5581.42,6478.72,3010.5
21.8,6756.28,536.614,5582.81,6480.1,3011.89
21.85,6757.67,538.006,5584.2,6481.49,3013.28
21.9,6759.06,539.398,5585.59,6482.87,3014.67
21.95,6760.45,540.79,5586.98,6484.26,3016.07
22,6761.83,542.183,5588.37,6485.64,3017.46
22.05,6763.22,543.575,5589.76,6487.03,3018.85
22.1,6764.61,544.967,5591.15,6488.41,3020.24
22.15,6766,546.36,5592.54,6489.8,3021.63
22.2,6767.39,547.752,5593.93,6491.18,3023.03
22.25,6768.78,549.144,5595.32,6492.57,3024.42
22.3,6770.17,550.536,5596.71,6493.95,3025.81
22.35,6771.56,551.929,5598.11,6495.33,3027.2
22.4,6772.95,553.321,5599.5,6496.72,3028.59
22.45,6774.33,554.713,5600.89,6498.1,3029.99
22.5,6775.72,556.105,5602.28,6499.49,3031.38
22.55,6777.11,557.498,5603.67,6500.87,3032.77
22.6,6778.5,558.89,5605.06,6502.26,3034.16
22.65,6779.89,560.282,5606.45,6503.64,3035.55
22.7,6781.28,561.674,5607.84,6505.03,3036.95
22.75,6782.67,563.067,5609.23,6506.41,3038.34
22.8,6784.06,564.459,5610.62,6507.8,3039.73
22.85,6785.45,565.851,5612.01,6509.18,3041.12
22.9,6786.83,567.244,5613.41,6510.57,3042.51
22.95,6788.22,568.636,5614.8,6511.95,3043.91
23,6789.61,570.028,5616.19,6513.34,3045.3
23.05,6791,571.42,5617.58,6514.72,3046.69
23.1,6792.39,572.813,5618.97,6516.11,3048.08
23.15,6793.78,574.205,5620.36,6517.49,3049.47
23.2,6795.17,575.597,5621.75,6518.88,3050.87
23.25,6796.56,576.989,5623.14,6520.26,3052.26
23.3,6797.95,578.382,5624.53,6521.65,3053.65
23.35,6799.33,579.774,5625.92,6523.03,3055.04
23.4,6800.72,581.166,5627.31,6524.42,3056.43
23.45,6802.11,582.558,5628.7,6525.8,3057.83
23.5,6803.5,583.951,5630.1,6527.18,3059.22
23.55,6804.89,585.343,5631.49,6528.57,3060.61
23.6,6806.28,586.735,5632.88,6529.95,3062
23.65,6807.67,588.128,5634.27,6531.34,3063.39
23.7,6809.06,589.52,5635.66,6532.72,3064.79
23.75,6810.45,590.912,5637.05,6534.11,3066.18
23.8,6811.83,592.304,5638.44,6535.49,3067.57
23.85,6813.22,593.697,5639.83,6536.88,3068.96
23.9,6814.61,595.089,5641.22,6538.26,3070.35
23.95,6816,596.481,5642.61,6539.65,3071.75
24,6817.39,597.873,5644,6541.03,3073.14
24.05,6818.78,599.266,5645.39,6542.42,3074.53
24.1,6820.17,600.658,5646.79,6543.8,3075.92
24.15,6821.56,602.05,5648.18,6545.19,3077.31
24.2,6822.95,603.442,5649.57,6546.57,3078.71
24.25,6824.33,604.835,5650.96,6547.96,3080.1
24.3,6825.72,606.227,5652.35,6549.34,3081.49
24.35,6827.11,607.619,5653.74,6550.73,3082.88
24.4,6828.5,609.011,5655.13,6552.11,3084.27
24.45,6829.89,610.404,5656.52,6553.5,3085.67
24.5,6831.28,611.796,5657.91,6554.88,3087.06
24.55,6832.67,613.188,5659.3,6556.27,3088.45
24.6,6834.06,614.581,5660.69,6557.65,3089.84
24.65,6835.45,615.973,5662.08,6559.03,3091.23
24.7,6836.83,617.365,5663.48,6560.42,3092.63
24.75,6838.22,618.757,5664.87,6561.8,3094.02
24.8,6839.61,620.15,5666.26,6563.19,3095.41
24.85,6841,621.542,5667.65,6564.57,3096.8
24.9,6842.39,622.934,5669.04,6565.96,3098.19
