time,N1,N2,N3,N4,N5,N6,N7,N8
2,528.615,5777.46,6677.11,1596.5,6563.81,763.615,8510.93,5501.28
2.05,530.004,5778.85,6678.5,1597.89,6565.2,765.004,8512.32,5502.66
2.1,531.393,5780.23,6679.89,1599.29,6566.59,766.393,8513.71,5504.05
2.15,532.782,5781.62,6681.28,1600.69,6567.98,767.782,8515.1,5505.43
2.2,534.171,5783.01,6682.67,1602.09,6569.37,769.171,8516.49,5506.82
2.25,535.56,5784.4,6684.06,1603.48,6570.76,770.56,8517.88,5508.2
2.3,536.949,5785.79,6685.45,1604.88,6572.15,771.948,8519.27,5509.59
2.35,538.338,5787.18,6686.84,1606.28,6573.55,773.337,8520.66,5510.98
2.4,539.727,5788.57,6688.23,1607.68,6574.94,774.726,8522.05,5512.36
2.45,541.116,5789.96,6689.61,1609.08,6576.33,776.115,8523.44,5513.75
2.5,542.506,5791.35,6691,1610.47,6577.72,777.504,8524.83,5515.13
2.55,543.895,5792.73,6692.39,1611.87,6579.11,778.893,8526.22,5516.52
2.6,545.284,5794.12,6693.78,1613.27,6580.5,780.282,8527.61,5517.9
2.65,546.673,5795.51,6695.17,1614.67,6581.89,781.671,8529.01,5519.29
2.7,548.062,5796.9,6696.56,1616.06,6583.28,783.06,8530.4,5520.67
2.75,549.451,5798.29,6697.95,1617.46,6584.67,784.448,8531.79,5522.06
2.8,550.84,5799.68,6699.34,1618.86,6586.06,785.837,8533.18,5523.45
2.85,552.229,5801.07,6700.73,1620.26,6587.45,787.226,8534.57,5524.83
2.9,553.618,5802.46,6702.11,1621.65,6588.84,788.615,8535.96,5526.22
2.95,555.007,5803.85,6703.5,1623.05,6590.23,790.004,8537.35,5527.6
3,556.396,5805.23,6704.89,1624.45,6591.62,791.393,8538.74,5528.99
3.05,557.785,5806.62,6706.28,1625.85,6593.01,792.782,8540.13,5530.37
3.1,559.175,5808.01,6707.67,1627.25,6594.4,794.171,8541.52,5531.76
3.15,560.564,5809.4,6709.06,1628.64,6595.79,795.56,8542.91,5533.14
3.2,561.953,5810.79,6710.45,1630.04,6597.18,796.948,8544.3,5534.53
3.25,563.342,5812.18,6711.84,1631.44,6598.57,798.337,8545.69,5535.92
3.3,564.731,5813.57,6713.23,1632.84,6599.97,799.726,8547.08,5537.3
3.35,566.12,5814.96,6714.61,1634.23,6601.36,801.115,8548.47,5538.69
3.4,567.509,5816.35,6716,1635.63,6602.75,802.504,8549.86,5540.07
3.45,568.898,5817.73,6717.39,1637.03,6604.14,803.893,8551.25,5541.46
3.5,570.287,5819.12,6718.78,1638.43,6605.53,805.282,8552.64,5542.84
3.55,571.676,5820.51,6720.17,1639.83,6606.92,806.671,8554.03,5544.23
3.6,573.065,5821.9,6721.56,1641.22,6608.31,808.06,8555.42,5545.61
3.65,574.455,5823.29,6722.95,1642.62,6609.7,809.448,8556.81,5547
3.7,575.844,5824.68,6724.34,1644.02,6611.09,810.837,8558.2,5548.39
3.75,577.233,5826.07,6725.73,1645.42,6612.48,812.226,8559.59,5549.77
3.8,578.622,5827.46,6727.11,1646.81,6613.87,813.615,8560.98,5551.16
3.85,580.011,5828.85,6728.5,1648.21,6615.26,815.004,8562.37,5552.54
3.9,581.4,5830.23,6729.89,1649.61,6616.65,816.393,8563.76,5553.93
3.95,582.789,5831.62,6731.28,1651.01,6618.04,817.782,8565.15,5555.31
4,584.178,5833.01,6732.67,1652.41,6619.43,819.171,8566.54,5556.7
4.05,585.567,5834.4,6734.06,1653.8,6620.82,820.56,8567.93,5558.08
4.1,586.956,5835.79,6735.45,1655.2,6622.21,821.948,8569.32,5559.47
4.15,588.345,5837.18,6736.84,1656.6,6623.6,823.337,8570.71,5560.85
4.2,589.734,5838.57,6738.23,1658,6624.99,824.726,8572.1,5562.24
4.25,591.124,5839.96,6739.61,1659.39,6626.39,826.115,8573.49,5563.63
4.3,592.513,5841.35,6741,1660.79,6627.78,827.504,8574.88,5565.01
4.35,593.902,5842.73,6742.39,1662.19,6629.17,828.893,8576.27,5566.4
4.4,595.291,5844.12,6743.78,1663.59,6630.56,830.282,8577.66,5567.78
4.45,596.68,5845.51,6745.17,1664.99,6631.95,831.671,8579.05,5569.17
4.5,598.069,5846.9,6746.56,1666.38,6633.34,833.06,8580.45,5570.55
4.55,599.458,5848.29,6747.95,1667.78,6634.73,834.448,8581.84,5571.94
4.6,600.847,5849.68,6749.34,1669.18,6636.12,835.837,8583.23,5573.32
4.65,602.236,5851.07,6750.73,1670.58,6637.51,837.226,8584.62,5574.71
4.7,603.625,5852.46,6752.11,1671.97,6638.9,838.615,8586.01,5576.1
4.75,605.014,5853.85,6753.5,1673.37,6640.29,840.004,8587.4,5577.48
4.8,606.403,5855.23,6754.89,1674.77,6641.68,841.393,8588.79,5578.87
4.85,607.793,5856.62,6756.28,1676.17,6643.07,842.782,8590.18,5580.25
4.9,609.182,5858.01,6757.67,1677.56,6644.46,844.171,8591.57,5581.64
4.95,610.571,5859.4,6759.06,1678.96,6645.85,845.56,8592.96,5583.02
5,611.96,5860.79,6760.45,1680.36,6647.24,846.948,8594.35,5584.41
5.05,613.349,5862.18,6761.84,1681.76,6648.63,848.337,8595.74,5585.79
5.1,614.738,5863.57,6763.23,1683.16,6650.02,849.726,8597.13,5587.18
5.15,616.127,5864.96,6764.61,1684.55,6651.41,851.115,8598.52,5588.57
5.2,617.516,5866.35,6766,1685.95,6652.8,852.504,8599.91,5589.95
5.25,618.905,5867.73,6767.39,1687.35,6654.2,853.893,8601.3,5591.34
5.3,620.294,5869.12,6768.78,1688.75,6655.59,855.282,8602.69,5592.72
5.35,621.683,5870.51,6770.17,1690.14,6656.98,856.671,8604.08,5594.11
5.4,623.072,5871.9,6771.56,1691.54,6658.37,858.06,8605.47,5595.49
5.45,624.462,5873.29,6772.95,1692.94,6659.76,859.448,8606.86,5596.88
5.5,625.851,5874.68,6774.34,1694.34,6661.15,860.837,8608.25,5598.26
5.55,627.24,5876.07,6775.73,1695.74,6662.54,862.226,8609.64,5599.65
5.6,628.629,5877.46,6777.11,1697.13,6663.93,863.615,8611.03,5601.04
5.65,630.018,5878.85,6778.5,1698.53,6665.32,865.004,8612.42,5602.42
5.7,631.407,5880.23,6779.89,1699.93,6666.71,866.393,8613.81,5603.81
5.75,632.796,5881.62,6781.28,1701.33,6668.1,867.782,8615.2,5605.19
5.8,634.185,5883.01,6782.67,1702.72,6669.49,869.171,8616.59,5606.58
5.85,635.574,5884.4,6784.06,1704.12,6670.88,870.56,8617.98,5607.96
5.9,636.963,5885.79,6785.45,1705.52,6672.27,871.948,8619.37,5609.35
5.95,638.352,5887.18,6786.84,1706.92,6673.66,873.337,8620.76,5610.73
6,639.741,5888.57,6788.23,1708.32,6675.05,874.726,8622.15,5612.12
6.05,641.131,5889.96,6789.61,1709.71,6676.44,876.115,8623.54,5613.51
6.1,642.52,5891.35,6791,1711.11,6677.83,877.504,8624.93,5614.89
6.15,643.909,5892.73,6792.39,1712.51,6679.22,878.893,8626.32,5616.28
6.2,645.298,5894.12,6793.78,1713.91,6680.62,880.282,8627.71,5617.66
6.25,646.687,5895.51,6795.17,1715.3,6682.01,881.671,8629.1,5619.05
6.3,648.076,5896.9,6796.56,1716.7,6683.4,883.06,8630.49,5620.43
6.35,649.465,5898.29,6797.95,1718.1,6684.79,884.448,8631.88,5621.82
6.4,650.854,5899.68,6799.34,1719.5,6686.18,885.837,8633.27,5623.2
6.45,652.243,5901.07,6800.73,1720.89,6687.57,887.226,8634.67,5624.59
6.5,653.632,5902.46,6802.11,1722.29,6688.96,888.615,8636.06,5625.98
6.55,655.021,5903.85,6803.5,1723.69,6690.35,890.004,8637.45,5627.36
6.6,656.41,5905.23,6804.89,1725.09,6691.74,891.393,8638.84,5628.75
6.65,657.8,5906.62,6806.28,1726.49,6693.13,892.782,8640.23,5630.13
6.7,659.189,5908.01,6807.67,1727.88,6694.52,894.171,8641.62,5631.52
6.75,660.578,5909.4,6809.06,1729.28,6695.91,895.56,8643.01,5632.9
6.8,661.967,5910.79,6810.45,1730.68,6697.3,896.948,8644.4,5634.29
6.85,663.356,5912.18,6811.84,1732.08,6698.69,898.337,8645.79,5635.67
6.9,664.745,5913.57,6813.23,1733.47,6700.08,899.726,8647.18,5637.06
6.95,666.134,5914.96,6814.61,1734.87,6701.47,901.115,8648.57,5638.45
7,667.523,5916.35,6816,1736.27,6702.86,902.504,8649.96,5639.83
7.05,668.912,5917.73,6817.39,1737.67,6704.25,903.893,8651.35,5641.22
7.1,670.301,5919.12,6818.78,1739.07,6705.64,905.282,8652.74,5642.6
7.15,671.69,5920.51,6820.17,1740.46,6707.03,906.671,8654.13,5643.99
7.2,673.079,5921.9,6821.56,1741.86,6708.43,908.06,8655.52,5645.37
7.25,674.469,5923.29,6822.95,1743.26,6709.82,909.448,8656.91,5646.76
7.3,675.858,5924.68,6824.34,1744.66,6711.21,910.837,8658.3,5648.14
7.35,677.247,5926.07,6825.73,1746.05,6712.6,912.226,8659.69,5649.53
7.4,678.636,5927.46,6827.11,1747.45,6713.99,913.615,8661.08,5650.92
7.45,680.025,5928.85,6828.5,1748.85,6715.38,915.004,8662.47,5652.3
7.5,681.414,5930.23,6829.89,1750.25,6716.77,916.393,8663.86,5653.69
7.55,682.803,5931.62,6831.28,1751.65,6718.16,917.782,8665.25,5655.07
7.6,684.192,5933.01,6832.67,1753.04,6719.55,919.171,8666.64,5656.46
7.65,685.581,5934.4,6834.06,1754.44,6720.94,920.56,8668.03,5657.84
7.7,686.97,5935.79,6835.45,1755.84,6722.33,921.948,8669.42,5659.23
7.75,688.359,5937.18,6836.84,1757.24,6723.72,923.337,8670.81,5660.61
7.8,689.748,5938.57,6838.23,1758.63,6725.11,924.726,8672.2,5662
7.85,691.138,5939.96,6839.61,1760.03,6726.5,926.115,8673.59,5663.39
7.9,692.527,5941.35,6841,1761.43,6727.89,927.504,8674.98,5664.77
7.95,693.916,5942.73,6842.39,1762.83,6729.28,928.893,8676.37,5666.16
8,695.305,5944.12,6843.78,1764.22,6730.67,930.282,8677.76,5667.54
8.05,696.694,5945.51,6845.17,1765.62,6732.06,931.671,8679.15,5668.93
8.1,698.083,5946.9,6846.56,1767.02,6733.45,933.06,8680.54,5670.31
8.15,699.472,5948.29,6847.95,1768.42,6734.85,934.448,8681.93,5671.7
8.2,700.861,5949.68,6849.34,1769.82,6736.24,935.837,8683.32,5673.08
8.25,702.25,5951.07,6850.73,1771.21,6737.63,937.226,8684.71,5674.47
8.3,703.639,5952.46,6852.11,1772.61,6739.02,938.615,8686.1,5675.86
8.35,705.028,5953.85,6853.5,1774.01,6740.41,940.004,8687.5,5677.24
8.4,706.417,5955.23,6854.89,1775.41,6741.8,941.393,8688.89,5678.63
8.45,707.806,5956.62,6856.28,1776.8,6743.19,942.782,8690.28,5680.01
8.5,709.196,5958.01,6857.67,1778.2,6744.58,944.171,8691.67,5681.4
8.55,710.585,5959.4,6859.06,1779.6,6745.97,945.56,8693.06,5682.78
8.6,711.974,5960.79,6860.45,1781,6747.36,946.948,8694.45,5684.17
8.65,713.363,5962.18,6861.84,1782.39,6748.75,948.337,8695.84,5685.55
8.7,714.752,5963.57,6863.23,1783.79,6750.14,949.726,8697.23,5686.94
8.75,716.141,5964.96,6864.61,1785.19,6751.53,951.115,8698.62,5688.33
8.8,717.53,5966.35,6866,1786.59,6752.92,952.504,8700.01,5689.71
8.85,718.919,5967.73,6867.39,1787.99,6754.31,953.893,8701.4,5691.1
8.9,720.308,5969.12,6868.78,1789.38,6755.7,955.282,8702.79,5692.48
8.95,721.697,5970.51,6870.17,1790.78,6757.09,956.671,8704.18,5693.87
9,723.086,5971.9,6871.56,1792.18,6758.48,958.06,8705.57,5695.25
9.05,724.475,5973.29,6872.95,1793.58,6759.87,959.448,8706.96,5696.64
9.1,725.865,5974.68,6874.34,1794.97,6761.26,960.837,8708.35,5698.02
9.15,727.254,5976.07,6875.73,1796.37,6762.66,962.226,8709.74,5699.41
9.2,728.643,5977.46,6877.11,1797.77,6764.05,963.615,8711.13,5700.8
9.25,730.032,5978.85,6878.5,1799.17,6765.44,965.004,8712.52,5702.18
9.3,731.421,5980.23,6879.89,1800.57,6766.83,966.393,8713.91,5703.57
9.35,732.81,5981.62,6881.28,1801.96,6768.22,967.782,8715.3,5704.95
9.4,734.199,5983.01,6882.67,1803.36,6769.61,969.171,8716.69,5706.34
9.45,735.588,5984.4,6884.06,1804.76,6771,970.56,8718.08,5707.72
9.5,736.977,5985.79,6885.45,1806.16,6772.39,971.948,8719.47,5709.11
9.55,738.366,5987.18,6886.84,1807.55,6773.78,973.337,8720.86,5710.49
9.6,739.755,5988.57,6888.23,1808.95,6775.17,974.726,8722.25,5711.88
9.65,741.144,5989.96,6889.61,1810.35,6776.56,976.115,8723.64,5713.27
9.7,742.534,5991.35,6891,1811.75,6777.95,977.504,8725.03,5714.65
9.75,743.923,5992.73,6892.39,1813.14,6779.34,978.893,8726.42,5716.04
9.8,745.312,5994.12,6893.78,1814.54,6780.73,980.282,8727.81,5717.42
9.85,746.701,5995.51,6895.17,1815.94,6782.12,981.671,8729.2,5718.81
9.9,748.09,5996.9,6896.56,1817.34,6783.51,983.06,8730.59,5720.19
9.95,749.479,5998.29,6897.95,1818.74,6784.9,984.448,8731.98,5721.58
10,750.868,5999.68,6899.34,1820.13,6786.29,985.837,8733.37,5722.96
10.05,752.257,6001.07,6900.73,1821.53,6787.68,987.226,8734.76,5724.35
10.1,753.646,6002.46,6902.11,1822.93,6789.07,988.615,8736.15,5725.74
10.15,755.035,6003.85,6903.5,1824.33,6790.47,990.004,8737.54,5727.12
10.2,756.424,6005.23,6904.89,1825.72,6791.86,991.393,8738.93,5728.51
10.25,757.813,6006.62,6906.28,1827.12,6793.25,992.782,8740.32,5729.89
10.3,759.202,6008.01,6907.67,1828.52,6794.64,994.171,8741.72,5731.28
10.35,760.592,6009.4,6909.06,1829.92,6796.03,995.56,8743.11,5732.66
10.4,761.981,6010.79,6910.45,1831.32,6797.42,996.948,8744.5,5734.05
10.45,763.37,6012.18,6911.84,1832.71,6798.81,998.337,8745.89,5735.44
10.5,764.759,6013.57,6913.23,1834.11,6800.2,999.726,8747.28,5736.82
10.55,766.148,6014.96,6914.61,1835.51,6801.59,1001.12,8748.67,5738.21
10.6,767.537,6016.35,6916,1836.91,6802.98,1002.5,8750.06,5739.59
10.65,768.926,6017.73,6917.39,1838.3,6804.37,1003.89,8751.45,5740.98
10.7,770.315,6019.12,6918.78,1839.7,6805.76,1005.28,8752.84,5742.36
10.75,771.704,6020.51,6920.17,1841.1,6807.15,1006.67,8754.23,5743.75
10.8,773.093,6021.9,6921.56,1842.5,6808.54,1008.06,8755.62,5745.13
10.85,774.482,6023.29,6922.95,1843.89,6809.93,1009.45,8757.01,5746.52
10.9,775.871,6024.68,6924.34,1845.29,6811.32,1010.84,8758.4,5747.91
10.95,777.261,6026.07,6925.73,1846.69,6812.71,1012.23,8759.79,5749.29
11,778.65,6027.46,6927.11,1848.09,6814.1,1013.62,8761.18,5750.68
11.05,780.039,6028.85,6928.5,1849.49,6815.49,1015,8762.57,5752.06
11.1,781.428,6030.23,6929.89,1850.88,6816.88,1016.39,8763.96,5753.45
11.15,782.817,6031.62,6931.28,1852.28,6818.28,1017.78,8765.35,5754.83
11.2,784.206,6033.01,6932.67,1853.68,6819.67,1019.17,8766.74,5756.22
11.25,785.595,6034.4,6934.06,1855.08,6821.06,1020.56,8768.13,5757.6
11.3,786.984,6035.79,6935.45,1856.47,6822.45,1021.95,8769.52,5758.99
11.35,788.373,6037.18,6936.84,1857.87,6823.84,1023.34,8770.91,5760.38
11.4,789.762,6038.57,6938.23,1859.27,6825.23,1024.73,8772.3,5761.76
11.45,791.151,6039.96,6939.61,1860.67,6826.62,1026.12,8773.69,5763.15
11.5,792.54,6041.35,6941,1862.06,6828.01,1027.5,8775.08,5764.53
11.55,793.929,6042.73,6942.39,1863.46,6829.4,1028.89,8776.47,5765.92
11.6,795.319,6044.12,6943.78,1864.86,6830.79,1030.28,8777.86,5767.3
11.65,796.708,6045.51,6945.17,1866.26,6832.18,1031.67,8779.25,5768.69
11.7,798.097,6046.9,6946.56,1867.66,6833.57,1033.06,8780.64,5770.07
11.75,799.486,6048.29,6947.95,1869.05,6834.96,1034.45,8782.03,5771.46
11.8,800.875,6049.68,6949.34,1870.45,6836.35,1035.84,8783.42,5772.85
11.85,802.264,6051.07,6950.73,1871.85,6837.74,1037.23,8784.81,5774.23
11.9,803.653,6052.46,6952.11,1873.25,6839.13,1038.62,8786.2,5775.62
11.95,805.042,6053.85,6953.5,1874.64,6840.52,1040,8787.59,5777
12,806.431,6055.23,6954.89,1876.04,6841.91,1041.39,8788.98,5778.39
12.05,807.82,6056.62,6956.28,1877.44,6843.3,1042.78,8790.37,5779.77
12.1,809.209,6058.01,6957.67,1878.84,6844.69,1044.17,8791.76,5781.16
12.15,810.598,6059.4,6959.06,1880.23,6846.09,1045.56,8793.15,5782.54
12.2,811.988,6060.79,6960.45,1881.63,6847.48,1046.95,8794.54,5783.93
12.25,813.377,6062.18,6961.84,1883.03,6848.87,1048.34,8795.94,5785.32
12.3,814.766,6063.57,6963.23,1884.43,6850.26,1049.73,8797.33,5786.7
12.35,816.155,6064.96,6964.61,1885.83,6851.65,1051.12,8798.72,5788.09
12.4,817.544,6066.35,6966,1887.22,6853.04,1052.5,8800.11,5789.47
12.45,818.933,6067.73,6967.39,1888.62,6854.43,1053.89,8801.5,5790.86
12.5,820.322,6069.12,6968.78,1890.02,6855.82,1055.28,8802.89,5792.24
12.55,821.711,6070.51,6970.17,1891.42,6857.21,1056.67,8804.28,5793.63
12.6,823.1,6071.9,6971.56,1892.81,6858.6,1058.06,8805.67,5795.02
12.65,824.489,6073.29,6972.95,1894.21,6859.99,1059.45,8807.06,5796.4
12.7,825.878,6074.68,6974.34,1895.61,6861.38,1060.84,8808.45,5797.79
12.75,827.267,6076.07,6975.73,1897.01,6862.77,1062.23,8809.84,5799.17
12.8,828.656,6077.46,6977.11,1898.4,6864.16,1063.62,8811.23,5800.56
12.85,830.046,6078.85,6978.5,1899.8,6865.55,1065,8812.62,5801.94
12.9,831.435,6080.23,6979.89,1901.2,6866.94,1066.39,8814.01,5803.33
12.95,832.824,6081.62,6981.28,1902.6,6868.33,1067.78,8815.4,5804.71
13,834.213,6083.01,6982.67,1904,6869.72,1069.17,8816.79,5806.1
13.05,835.602,6084.4,6984.06,1905.39,6871.11,1070.56,8818.18,5807.49
13.1,836.991,6085.79,6985.45,1906.79,6872.5,1071.95,8819.57,5808.87
13.15,838.38,6087.18,6986.84,1908.19,6873.9,1073.34,8820.96,5810.26
13.2,839.769,6088.57,6988.23,1909.59,6875.29,1074.73,8822.35,5811.64
13.25,841.158,6089.96,6989.61,1910.98,6876.68,1076.12,8823.74,5813.03
13.3,842.547,6091.35,6991,1912.38,6878.07,1077.5,8825.13,5814.41
13.35,843.936,6092.73,6992.39,1913.78,6879.46,1078.89,8826.52,5815.8
13.4,845.325,6094.12,6993.78,1915.18,6880.85,1080.28,8827.91,5817.18
13.45,846.714,6095.51,6995.17,1916.57,6882.24,1081.67,8829.3,5818.57
13.5,848.104,6096.9,6996.56,1917.97,6883.63,1083.06,8830.69,5819.96
13.55,849.493,6098.29,6997.95,1919.37,6885.02,1084.45,8832.08,5821.34
13.6,850.882,6099.68,6999.34,1920.77,6886.41,1085.84,8833.47,5822.73
13.65,852.271,6101.07,7000.73,1922.17,6887.8,1087.23,8834.86,5824.11
13.7,853.66,6102.46,7002.11,1923.56,6889.19,1088.62,8836.25,5825.5
13.75,855.049,6103.85,7003.5,1924.96,6890.58,1090,8837.64,5826.88
13.8,856.438,6105.23,7004.89,1926.36,6891.97,1091.39,8839.03,5828.27
13.85,857.827,6106.62,7006.28,1927.76,6893.36,1092.78,8840.42,5829.65
13.9,859.216,6108.01,7007.67,1929.15,6894.75,1094.17,8841.81,5831.04
13.95,860.605,6109.4,7009.06,1930.55,6896.14,1095.56,8843.2,5832.43
14,861.994,6110.79,7010.45,1931.95,6897.53,1096.95,8844.59,5833.81
14.05,863.383,6112.18,7011.84,1933.35,6898.92,1098.34,8845.98,5835.2
14.1,864.773,6113.57,7013.23,1934.74,6900.31,1099.73,8847.37,5836.58
14.15,866.162,6114.96,7014.61,1936.14,6901.71,1101.12,8848.76,5837.97
14.2,867.551,6116.35,7016,1937.54,6903.1,1102.5,8850.15,5839.35
14.25,868.94,6117.73,7017.39,1938.94,6904.49,1103.89,8851.55,5840.74
14.3,870.329,6119.12,7018.78,1940.34,6905.88,1105.28,8852.94,5842.13
14.35,871.718,6120.51,7020.17,1941.73,6907.27,1106.67,8854.33,5843.51
14.4,873.107,6121.9,7021.56,1943.13,6908.66,1108.06,8855.72,5844.9
14.45,874.496,6123.29,7022.95,1944.53,6910.05,1109.45,8857.11,5846.28
14.5,875.885,6124.68,7024.34,1945.93,6911.44,1110.84,8858.5,5847.67
14.55,877.274,6126.07,7025.73,1947.32,6912.83,1112.23,8859.89,5849.05
14.6,878.663,6127.46,7027.11,1948.72,6914.22,1113.62,8861.28,5850.44
14.65,880.052,6128.85,7028.5,1950.12,6915.61,1115,8862.67,5851.82
14.7,881.441,6130.23,7029.89,1951.52,6917,1116.39,8864.06,5853.21
14.75,882.831,6131.62,7031.28,1952.91,6918.39,1117.78,8865.45,5854.6
14.8,884.22,6133.01,7032.67,1954.31,6919.78,1119.17,8866.84,5855.98
14.85,885.609,6134.4,7034.06,1955.71,6921.17,1120.56,8868.23,5857.37
14.9,886.998,6135.79,7035.45,1957.11,6922.56,1121.95,8869.62,5858.75
14.95,888.387,6137.18,7036.84,1958.51,6923.95,1123.34,8871.01,5860.14
15,889.776,6138.57,7038.23,1959.9,6925.34,1124.73,8872.4,5861.52
15.05,891.165,6139.96,7039.61,1961.3,6926.73,1126.12,8873.79,5862.91
15.1,892.554,6141.35,7041,1962.7,6928.12,1127.5,8875.18,5864.29
15.15,893.943,6142.73,7042.39,1964.1,6929.52,1128.89,8876.57,5865.68
15.2,895.332,6144.12,7043.78,1965.49,6930.91,1130.28,8877.96,5867.07
15.25,896.721,6145.51,7045.17,1966.89,6932.3,1131.67,8879.35,5868.45
15.3,898.11,6146.9,7046.56,1968.29,6933.69,1133.06,8880.74,5869.84
15.35,899.499,6148.29,7047.95,1969.69,6935.08,1134.45,8882.13,5871.22
15.4,900.889,6149.68,7049.34,1971.08,6936.47,1135.84,8883.52,5872.61
15.45,902.278,6151.07,7050.73,1972.48,6937.86,1137.23,8884.91,5873.99
15.5,903.667,6152.46,7052.11,1973.88,6939.25,1138.62,8886.3,5875.38
15.55,905.056,6153.85,7053.5,1975.28,6940.64,1140,8887.69,5876.77
15.6,906.445,6155.23,7054.89,1976.68,6942.03,1141.39,8889.08,5878.15
15.65,907.834,6156.62,7056.28,1978.07,6943.42,1142.78,8890.47,5879.54
15.7,909.223,6158.01,7057.67,1979.47,6944.81,1144.17,8891.86,5880.92
15.75,910.612,6159.4,7059.06,1980.87,6946.2,1145.56,8893.25,5882.31
15.8,912.001,6160.79,7060.45,1982.27,6947.59,1146.95,8894.64,5883.69
15.85,913.39,6162.18,7061.84,1983.66,6948.98,1148.34,8896.03,5885.08
15.9,914.779,6163.57,7063.23,1985.06,6950.37,1149.73,8897.42,5886.46
15.95,916.168,6164.96,7064.61,1986.46,6951.76,1151.12,8898.81,5887.85
16,917.557,6166.35,7066,1987.86,6953.15,1152.5,8900.2,5889.24
16.05,918.947,6167.73,7067.39,1989.25,6954.54,1153.89,8901.59,5890.62
16.1,920.336,6169.12,7068.78,1990.65,6955.93,1155.28,8902.98,5892.01
16.15,921.725,6170.51,7070.17,1992.05,6957.32,1156.67,8904.37,5893.39
16.2,923.114,6171.9,7071.56,1993.45,6958.72,1158.06,8905.76,5894.78
16.25,924.503,6173.29,7072.95,1994.85,6960.11,1159.45,8907.16,5896.16
16.3,925.892,6174.68,7074.34,1996.24,6961.5,1160.84,8908.55,5897.55
16.35,927.281,6176.07,7075.73,1997.64,6962.89,1162.23,8909.94,5898.94
16.4,928.67,6177.46,7077.11,1999.04,6964.28,1163.62,8911.33,5900.32
16.45,930.059,6178.85,7078.5,2000.44,6965.67,1165,8912.72,5901.71
16.5,931.448,6180.23,7079.89,2001.83,6967.06,1166.39,8914.11,5903.09
