time,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,N11,N12,N13,N14,N15,N16,N17,N18,N19,N20,N21
46.65,8927.9,3877.93,8766.51,5008.15,3473.42,9122.23,6996.79,9565.68,7437.62,9392.26,7835.4,8026.27,2033.27,4060.99,3341.28,1683.52,8537.07,2345.99,9773.88,6471.82,5350.96
46.7,8929.28,3879.33,8767.9,5009.54,3474.81,9123.62,6998.18,9567.06,7439.01,9393.64,7836.8,8027.66,2034.68,4062.38,3342.66,1684.91,8538.45,2347.38,9775.27,6473.21,5352.35
46.75,8930.67,3880.73,8769.29,5010.93,3476.2,9125.01,6999.57,9568.44,7440.4,9395.03,7838.19,8029.05,2036.09,4063.77,3344.03,1686.31,8539.84,2348.77,9776.66,6474.61,5353.74
46.8,8932.05,3882.13,8770.68,5012.32,3477.59,9126.4,7000.96,9569.82,7441.79,9396.42,7839.58,8030.44,2037.51,4065.15,3345.41,1687.7,8541.23,2350.15,9778.04,6476,5355.13
46.85,8933.43,3883.53,8772.07,5013.71,3478.98,9127.79,7002.35,9571.19,7443.18,9397.81,7840.97,8031.83,2038.92,4066.54,3346.78,1689.1,8542.62,2351.54,9779.43,6477.39,5356.53
46.9,8934.81,3884.92,8773.46,5015.1,3480.36,9129.18,7003.74,9572.57,7444.57,9399.2,7842.36,8033.22,2040.33,4067.93,3348.15,1690.49,8544.01,2352.93,9780.82,6478.78,5357.92
46.95,8936.19,3886.32,8774.85,5016.5,3481.75,9130.57,7005.14,9573.95,7445.97,9400.59,7843.75,8034.61,2041.75,4069.32,3349.53,1691.89,8545.4,2354.32,9782.21,6480.17,5359.31
47,8937.58,3887.72,8776.23,5017.89,3483.14,9131.96,7006.53,9575.33,7447.36,9401.98,7845.14,8036.01,2043.16,4070.71,3350.9,1693.28,8546.79,2355.71,9783.6,6481.56,5360.7
47.05,8938.96,3889.12,8777.62,5019.28,3484.53,9133.35,7007.92,9576.71,7448.75,9403.36,7846.53,8037.4,2044.58,4072.1,3352.28,1694.68,8548.18,2357.1,9784.99,6482.96,5362.09
47.1,8940.34,3890.52,8779.01,5020.67,3485.92,9134.74,7009.31,9578.09,7450.14,9404.75,7847.92,8038.79,2045.99,4073.49,3353.65,1696.07,8549.57,2358.49,9786.38,6484.35,5363.48
47.15,8941.72,3891.92,8780.4,5022.06,3487.31,9136.13,7010.7,9579.47,7451.53,9406.14,7849.31,8040.18,2047.4,4074.88,3355.02,1697.47,8550.95,2359.88,9787.77,6485.74,5364.87
47.2,8943.11,3893.32,8781.79,5023.45,3488.7,9137.52,7012.09,9580.85,7452.92,9407.53,7850.71,8041.57,2048.82,4076.27,3356.4,1698.86,8552.34,2361.26,9789.16,6487.13,5366.27
47.25,8944.49,3894.72,8783.18,5024.85,3490.09,9138.91,7013.49,9582.23,7454.31,9408.92,7852.1,8042.96,2050.23,4077.65,3357.77,1700.26,8553.73,2362.65,9790.54,6488.52,5367.66
47.3,8945.87,3896.12,8784.57,5026.24,3491.48,9140.3,7014.88,9583.61,7455.7,9410.31,7853.49,8044.35,2051.65,4079.04,3359.15,1701.65,8555.12,2364.04,9791.93,6489.91,5369.05
47.35,8947.25,3897.52,8785.96,5027.63,3492.86,9141.69,7016.27,9584.99,7457.09,9411.7,7854.88,8045.74,2053.06,4080.43,3360.52,1703.05,8556.51,2365.43,9793.32,6491.31,5370.44
47.4,8948.64,3898.92,8787.34,5029.02,3494.25,9143.08,7017.66,9586.37,7458.49,9413.08,7856.27,8047.13,2054.47,4081.82,3361.9,1704.44,8557.9,2366.82,9794.71,6492.7,5371.83
47.45,8950.02,3900.31,8788.73,5030.41,3495.64,9144.47,7019.05,9587.75,7459.88,9414.47,7857.66,8048.52,2055.89,4083.21,3363.27,1705.84,8559.29,2368.21,9796.1,6494.09,5373.22
47.5,8951.4,3901.71,8790.12,5031.8,3497.03,9145.86,7020.44,9589.13,7461.27,9415.86,7859.05,8049.91,2057.3,4084.6,3364.64,1707.23,8560.68,2369.6,9797.49,6495.48,5374.62
47.55,8952.78,3903.11,8791.51,5033.2,3498.42,9147.25,7021.83,9590.51,7462.66,9417.25,7860.44,8051.3,2058.71,4085.99,3366.02,1708.63,8562.06,2370.99,9798.88,6496.87,5376.01
47.6,8954.17,3904.51,8792.9,5034.59,3499.81,9148.64,7023.23,9591.89,7464.05,9418.64,7861.83,8052.69,2060.13,4087.38,3367.39,1710.02,8563.45,2372.37,9800.27,6498.26,5377.4
47.65,8955.55,3905.91,8794.29,5035.98,3501.2,9150.03,7024.62,9593.27,7465.44,9420.03,7863.23,8054.08,2061.54,4088.77,3368.77,1711.42,8564.84,2373.76,9801.66,6499.66,5378.79
47.7,8956.93,3907.31,8795.68,5037.37,3502.59,9151.42,7026.01,9594.64,7466.83,9421.42,7864.62,8055.47,2062.96,4090.15,3370.14,1712.81,8566.23,2375.15,9803.04,6501.05,5380.18
47.75,8958.31,3908.71,8797.07,5038.76,3503.98,9152.81,7027.4,9596.02,7468.22,9422.8,7866.01,8056.86,2064.37,4091.54,3371.51,1714.21,8567.62,2376.54,9804.43,6502.44,5381.57
47.8,8959.69,3910.11,8798.46,5040.16,3505.36,9154.2,7028.79,9597.4,7469.61,9424.19,7867.4,8058.25,2065.78,4092.93,3372.89,1715.6,8569.01,2377.93,9805.82,6503.83,5382.97
47.85,8961.08,3911.51,8799.84,5041.55,3506.75,9155.59,7030.18,9598.78,7471,9425.58,7868.79,8059.64,2067.2,4094.32,3374.26,1717,8570.4,2379.32,9807.21,6505.22,5384.36
47.9,8962.46,3912.91,8801.23,5042.94,3508.14,9156.98,7031.58,9600.16,7472.4,9426.97,7870.18,8061.03,2068.61,4095.71,3375.64,1718.39,8571.79,2380.71,9808.6,6506.61,5385.75
47.95,8963.84,3914.31,8802.62,5044.33,3509.53,9158.37,7032.97,9601.54,7473.79,9428.36,7871.57,8062.42,2070.02,4097.1,3377.01,1719.79,8573.18,2382.1,9809.99,6508.01,5387.14
48,8965.22,3915.7,8804.01,5045.72,3510.92,9159.76,7034.36,9602.92,7475.18,9429.75,7872.96,8063.81,2071.44,4098.49,3378.39,1721.18,8574.56,2383.48,9811.38,6509.4,5388.53
48.05,8966.61,3917.1,8805.4,5047.11,3512.31,9161.15,7035.75,9604.3,7476.57,9431.14,7874.35,8065.2,2072.85,4099.88,3379.76,1722.58,8575.95,2384.87,9812.77,6510.79,5389.92
48.1,8967.99,3918.5,8806.79,5048.51,3513.7,9162.54,7037.14,9605.68,7477.96,9432.52,7875.74,8066.6,2074.27,4101.27,3381.13,1723.97,8577.34,2386.26,9814.16,6512.18,5391.32
48.15,8969.37,3919.9,8808.18,5049.9,3515.09,9163.93,7038.53,9607.06,7479.35,9433.91,7877.14,8067.99,2075.68,4102.65,3382.51,1725.37,8578.73,2387.65,9815.54,6513.57,5392.71
48.2,8970.75,3921.3,8809.57,5051.29,3516.48,9165.32,7039.92,9608.44,7480.74,9435.3,7878.53,8069.38,2077.09,4104.04,3383.88,1726.76,8580.12,2389.04,9816.93,6514.96,5394.1
48.25,8972.14,3922.7,8810.95,5052.68,3517.86,9166.71,7041.32,9609.82,7482.13,9436.69,7879.92,8070.77,2078.51,4105.43,3385.26,1728.16,8581.51,2390.43,9818.32,6516.35,5395.49
48.3,8973.52,3924.1,8812.34,5054.07,3519.25,9168.1,7042.71,9611.2,7483.52,9438.08,7881.31,8072.16,2079.92,4106.82,3386.63,1729.55,8582.9,2391.82,9819.71,6517.75,5396.88
48.35,8974.9,3925.5,8813.73,5055.46,3520.64,9169.49,7044.1,9612.58,7484.92,9439.47,7882.7,8073.55,2081.34,4108.21,3388.01,1730.95,8584.29,2393.21,9821.1,6519.14,5398.27
48.4,8976.28,3926.9,8815.12,5056.86,3522.03,9170.88,7045.49,9613.96,7486.31,9440.86,7884.09,8074.94,2082.75,4109.6,3389.38,1732.34,8585.68,2394.59,9822.49,6520.53,5399.67
48.45,8977.67,3928.3,8816.51,5058.25,3523.42,9172.27,7046.88,9615.34,7487.7,9442.24,7885.48,8076.33,2084.16,4110.99,3390.75,1733.74,8587.06,2395.98,9823.88,6521.92,5401.06
48.5,8979.05,3929.7,8817.9,5059.64,3524.81,9173.66,7048.27,9616.72,7489.09,9443.63,7886.87,8077.72,2085.58,4112.38,3392.13,1735.13,8588.45,2397.37,9825.27,6523.31,5402.45
48.55,8980.43,3931.09,8819.29,5061.03,3526.2,9175.05,7049.67,9618.09,7490.48,9445.02,7888.26,8079.11,2086.99,4113.77,3393.5,1736.53,8589.84,2398.76,9826.66,6524.7,5403.84
48.6,8981.81,3932.49,8820.68,5062.42,3527.59,9176.44,7051.06,9619.47,7491.87,9446.41,7889.66,8080.5,2088.4,4115.15,3394.88,1737.92,8591.23,2400.15,9828.04,6526.1,5405.23
48.65,8983.2,3933.89,8822.07,5063.81,3528.98,9177.83,7052.45,9620.85,7493.26,9447.8,7891.05,8081.89,2089.82,4116.54,3396.25,1739.32,8592.62,2401.54,9829.43,6527.49,5406.62
48.7,8984.58,3935.29,8823.45,5065.21,3530.36,9179.22,7053.84,9622.23,7494.65,9449.19,7892.44,8083.28,2091.23,4117.93,3397.63,1740.71,8594.01,2402.93,9830.82,6528.88,5408.02
48.75,8985.96,3936.69,8824.84,5066.6,3531.75,9180.61,7055.23,9623.61,7496.04,9450.58,7893.83,8084.67,2092.65,4119.32,3399,1742.11,8595.4,2404.31,9832.21,6530.27,5409.41
48.8,8987.34,3938.09,8826.23,5067.99,3533.14,9182,7056.62,9624.99,7497.44,9451.96,7895.22,8086.06,2094.06,4120.71,3400.37,1743.5,8596.79,2405.7,9833.6,6531.66,5410.8
48.85,8988.72,3939.49,8827.62,5069.38,3534.53,9183.39,7058.01,9626.37,7498.83,9453.35,7896.61,8087.45,2095.47,4122.1,3401.75,1744.9,8598.18,2407.09,9834.99,6533.05,5412.19
48.9,8990.11,3940.89,8829.01,5070.77,3535.92,9184.78,7059.41,9627.75,7500.22,9454.74,7898,8088.84,2096.89,4123.49,3403.12,1746.29,8599.56,2408.48,9836.38,6534.45,5413.58
48.95,8991.49,3942.29,8830.4,5072.16,3537.31,9186.17,7060.8,9629.13,7501.61,9456.13,7899.39,8090.23,2098.3,4124.88,3404.5,1747.69,8600.95,2409.87,9837.77,6535.84,5414.97
49,8992.87,3943.69,8831.79,5073.56,3538.7,9187.56,7062.19,9630.51,7503,9457.52,7900.78,8091.62,2099.72,4126.27,3405.87,1749.08,8602.34,2411.26,9839.16,6537.23,5416.37
49.05,8994.25,3945.09,8833.18,5074.95,3540.09,9188.95,7063.58,9631.89,7504.39,9458.91,7902.18,8093.01,2101.13,4127.65,3407.25,1750.48,8603.73,2412.65,9840.54,6538.62,5417.76
49.1,8995.64,3946.48,8834.56,5076.34,3541.48,9190.34,7064.97,9633.27,7505.78,9460.3,7903.57,8094.4,2102.54,4129.04,3408.62,1751.87,8605.12,2414.04,9841.93,6540.01,5419.15
49.15,8997.02,3947.88,8835.95,5077.73,3542.86,9191.73,7066.36,9634.65,7507.17,9461.68,7904.96,8095.8,2103.96,4130.43,3409.99,1753.27,8606.51,2415.42,9843.32,6541.4,5420.54
49.2,8998.4,3949.28,8837.34,5079.12,3544.25,9193.12,7067.76,9636.03,7508.56,9463.07,7906.35,8097.19,2105.37,4131.82,3411.37,1754.66,8607.9,2416.81,9844.71,6542.8,5421.93
49.25,8999.78,3950.68,8838.73,5080.51,3545.64,9194.51,7069.15,9637.41,7509.96,9464.46,7907.74,8098.58,2106.78,4133.21,3412.74,1756.06,8609.29,2418.2,9846.1,6544.19,5423.32
49.3,9001.17,3952.08,8840.12,5081.91,3547.03,9195.9,7070.54,9638.79,7511.35,9465.85,7909.13,8099.97,2108.2,4134.6,3414.12,1757.45,8610.68,2419.59,9847.49,6545.58,5424.72
49.35,9002.55,3953.48,8841.51,5083.3,3548.42,9197.29,7071.93,9640.17,7512.74,9467.24,7910.52,8101.36,2109.61,4135.99,3415.49,1758.85,8612.06,2420.98,9848.88,6546.97,5426.11
49.4,9003.93,3954.88,8842.9,5084.69,3549.81,9198.68,7073.32,9641.55,7514.13,9468.63,7911.91,8102.75,2111.03,4137.38,3416.87,1760.24,8613.45,2422.37,9850.27,6548.36,5427.5
49.45,9005.31,3956.28,8844.29,5086.08,3551.2,9200.07,7074.71,9642.92,7515.52,9470.02,7913.3,8104.14,2112.44,4138.77,3418.24,1761.64,8614.84,2423.76,9851.66,6549.75,5428.89
49.5,9006.7,3957.68,8845.68,5087.47,3552.59,9201.46,7076.1,9644.3,7516.91,9471.4,7914.69,8105.53,2113.85,4140.15,3419.61,1763.03,8616.23,2425.15,9853.04,6551.15,5430.28
49.55,9008.08,3959.08,8847.06,5088.87,3553.98,9202.85,7077.5,9645.68,7518.3,9472.79,7916.09,8106.92,2115.27,4141.54,3420.99,1764.43,8617.62,2426.53,9854.43,6552.54,5431.67
49.6,9009.46,3960.48,8848.45,5090.26,3555.36,9204.24,7078.89,9647.06,7519.69,9474.18,7917.48,8108.31,2116.68,4142.93,3422.36,1765.83,8619.01,2427.92,9855.82,6553.93,5433.07
49.65,9010.84,3961.88,8849.84,5091.65,3556.75,9205.63,7080.28,9648.44,7521.08,9475.57,7918.87,8109.7,2118.1,4144.32,3423.74,1767.22,8620.4,2429.31,9857.21,6555.32,5434.46
49.7,9012.23,3963.27,8851.23,5093.04,3558.14,9207.02,7081.67,9649.82,7522.47,9476.96,7920.26,8111.09,2119.51,4145.71,3425.11,1768.62,8621.79,2430.7,9858.6,6556.71,5435.85
49.75,9013.61,3964.67,8852.62,5094.43,3559.53,9208.41,7083.06,9651.2,7523.87,9478.35,7921.65,8112.48,2120.92,4147.1,3426.49,1770.01,8623.18,2432.09,9859.99,6558.1,5437.24
49.8,9014.99,3966.07,8854.01,5095.82,3560.92,9209.8,7084.45,9652.58,7525.26,9479.73,7923.04,8113.87,2122.34,4148.49,3427.86,1771.41,8624.56,2433.48,9861.38,6559.5,5438.63
49.85,9016.37,3967.47,8855.4,5097.22,3562.31,9211.19,7085.85,9653.96,7526.65,9481.12,7924.43,8115.26,2123.75,4149.88,3429.23,1772.8,8625.95,2434.87,9862.77,6560.89,5440.02
49.9,9017.75,3968.87,8856.79,5098.61,3563.7,9212.58,7087.24,9655.34,7528.04,9482.51,7925.82,8116.65,2125.16,4151.27,3430.61,1774.2,8627.34,2436.26,9864.16,6562.28,5441.42
49.95,9019.14,3970.27,8858.17,5100,3565.09,9213.97,7088.63,9656.72,7529.43,9483.9,7927.21,8118.04,2126.58,4152.65,3431.98,1775.59,8628.73,2437.64,9865.54,6563.67,5442.81
50,9020.52,3971.67,8859.56,5101.39,3566.48,9215.36,7090.02,9658.1,7530.82,9485.29,7928.61,8119.43,2127.99,4154.04,3433.36,1776.99,8630.12,2439.03,9866.93,6565.06,5444.2
50.05,9021.9,3973.07,8860.95,5102.78,3567.86,9216.75,7091.41,9659.48,7532.21,9486.68,7930,8120.82,2129.41,4155.43,3434.73,1778.38,8631.51,2440.42,9868.32,6566.45,5445.59
50.1,9023.28,3974.47,8862.34,5104.17,3569.25,9218.14,7092.8,9660.86,7533.6,9488.07,7931.39,8122.21,2130.82,4156.82,3436.11,1779.78,8632.9,2441.81,9869.71,6567.84,5446.98
50.15,9024.67,3975.87,8863.73,5105.57,3570.64,9219.53,7094.19,9662.24,7534.99,9489.45,7932.78,8123.6,2132.23,4158.21,3437.48,1781.17,8634.29,2443.2,9871.1,6569.24,5448.37
50.2,9026.05,3977.27,8865.12,5106.96,3572.03,9220.92,7095.59,9663.62,7536.39,9490.84,7934.17,8124.99,2133.65,4159.6,3438.85,1782.57,8635.68,2444.59,9872.49,6570.63,5449.77
50.25,9027.43,3978.66,8866.51,5108.35,3573.42,9222.31,7096.98,9665,7537.78,9492.23,7935.56,8126.39,2135.06,4160.99,3440.23,1783.96,8637.06,2445.98,9873.88,6572.02,5451.16
50.3,9028.81,3980.06,8867.9,5109.74,3574.81,9223.7,7098.37,9666.38,7539.17,9493.62,7936.95,8127.78,2136.48,4162.38,3441.6,1785.36,8638.45,2447.37,9875.27,6573.41,5452.55
50.35,9030.2,3981.46,8869.28,5111.13,3576.2,9225.09,7099.76,9667.75,7540.56,9495.01,7938.34,8129.17,2137.89,4163.77,3442.98,1786.75,8639.84,2448.75,9876.66,6574.8,5453.94
50.4,9031.58,3982.86,8870.67,5112.52,3577.59,9226.48,7101.15,9669.13,7541.95,9496.4,7939.73,8130.56,2139.3,4165.15,3444.35,1788.15,8641.23,2450.14,9878.04,6576.19,5455.33
50.45,9032.96,3984.26,8872.06,5113.92,3578.98,9227.87,7102.54,9670.51,7543.34,9497.79,7941.12,8131.95,2140.72,4166.54,3445.73,1789.54,8642.62,2451.53,9879.43,6577.59,5456.72
50.5,9034.34,3985.66,8873.45,5115.31,3580.36,9229.26,7103.94,9671.89,7544.73,9499.17,7942.52,8133.34,2142.13,4167.93,3447.1,1790.94,8644.01,2452.92,9880.82,6578.98,5458.12
50.55,9035.73,3987.06,8874.84,5116.7,3581.75,9230.65,7105.33,9673.27,7546.12,9500.56,7943.91,8134.73,2143.54,4169.32,3448.47,1792.33,8645.4,2454.31,9882.21,6580.37,5459.51
50.6,9037.11,3988.46,8876.23,5118.09,3583.14,9232.04,7106.72,9674.65,7547.51,9501.95,7945.3,8136.12,2144.96,4170.71,3449.85,1793.73,8646.79,2455.7,9883.6,6581.76,5460.9
50.65,9038.49,3989.86,8877.62,5119.48,3584.53,9233.43,7108.11,9676.03,7548.91,9503.34,7946.69,8137.51,2146.37,4172.1,3451.22,1795.12,8648.17,2457.09,9884.99,6583.15,5462.29
50.7,9039.87,3991.26,8879.01,5120.87,3585.92,9234.82,7109.5,9677.41,7550.3,9504.73,7948.08,8138.9,2147.79,4173.49,3452.6,1796.52,8649.56,2458.48,9886.38,6584.54,5463.68
50.75,9041.26,3992.66,8880.4,5122.27,3587.31,9236.21,7110.89,9678.79,7551.69,9506.12,7949.47,8140.29,2149.2,4174.88,3453.97,1797.91,8650.95,2459.86,9887.77,6585.94,5465.07
50.8,9042.64,3994.05,8881.78,5123.66,3588.7,9237.6,7112.28,9680.17,7553.08,9507.51,7950.86,8141.68,2150.61,4176.27,3455.35,1799.31,8652.34,2461.25,9889.16,6587.33,5466.47
50.85,9044.02,3995.45,8883.17,5125.05,3590.09,9238.99,7113.68,9681.55,7554.47,9508.89,7952.25,8143.07,2152.03,4177.65,3456.72,1800.7,8653.73,2462.64,9890.54,6588.72,5467.86
50.9,9045.4,3996.85,8884.56,5126.44,3591.48,9240.38,7115.07,9682.93,7555.86,9510.28,7953.64,8144.46,2153.44,4179.04,3458.09,1802.1,8655.12,2464.03,9891.93,6590.11,5469.25
50.95,9046.78,3998.25,8885.95,5127.83,3592.86,9241.77,7116.46,9684.31,7557.25,9511.67,7955.04,8145.85,2154.86,4180.43,3459.47,1803.49,8656.51,2465.42,9893.32,6591.5,5470.64
51,9048.17,3999.65,8887.34,5129.22,3594.25,9243.16,7117.85,9685.69,7558.64,9513.06,7956.43,8147.24,2156.27,4181.82,3460.84,1804.89,8657.9,2466.81,9894.71,6592.89,5472.03
51.05,9049.55,4001.05,8888.73,5130.62,3595.64,9244.55,7119.24,9687.07,7560.03,9514.45,7957.82,8148.63,2157.68,4183.21,3462.22,1806.28,8659.29,2468.2,9896.1,6594.29,5473.42
51.1,9050.93,4002.45,8890.12,5132.01,3597.03,9245.94,7120.63,9688.45,7561.43,9515.84,7959.21,8150.02,2159.1,4184.6,3463.59,1807.68,8660.67,2469.59,9897.49,6595.68,5474.82
51.15,9052.31,4003.85,8891.51,5133.4,3598.42,9247.33,7122.03,9689.83,7562.82,9517.23,7960.6,8151.41,2160.51,4185.99,3464.97,1809.07,8662.06,2470.97,9898.88,6597.07,5476.21
51.2,9053.7,4005.25,8892.89,5134.79,3599.81,9248.72,7123.42,9691.21,7564.21,9518.61,7961.99,8152.8,2161.92,4187.38,3466.34,1810.47,8663.45,2472.36,9900.27,6598.46,5477.6
51.25,9055.08,4006.65,8894.28,5136.18,3601.2,9250.11,7124.81,9692.59,7565.6,9520,7963.38,8154.19,2163.34,4188.77,3467.71,1811.86,8664.84,2473.75,9901.66,6599.85,5478.99
51.3,9056.46,4008.05,8895.67,5137.57,3602.59,9251.5,7126.2,9693.96,7566.99,9521.39,7964.77,8155.59,2164.75,4190.15,3469.09,1813.26,8666.23,2475.14,9903.04,6601.24,5480.38
51.35,9057.84,4009.45,8897.06,5138.97,3603.98,9252.89,7127.59,9695.34,7568.38,9522.78,7966.16,8156.98,2166.17,4191.54,3470.46,1814.65,8667.62,2476.53,9904.43,6602.64,5481.77
51.4,9059.23,4010.84,8898.45,5140.36,3605.36,9254.28,7128.98,9696.72,7569.77,9524.17,7967.55,8158.37,2167.58,4192.93,3471.84,1816.05,8669.01,2477.92,9905.82,6604.03,5483.17
51.45,9060.61,4012.24,8899.84,5141.75,3606.75,9255.67,7130.38,9698.1,7571.16,9525.56,7968.95,8159.76,2168.99,4194.32,3473.21,1817.44,8670.4,2479.31,9907.21,6605.42,5484.56
51.5,9061.99,4013.64,8901.23,5143.14,3608.14,9257.06,7131.77,9699.48,7572.55,9526.95,7970.34,8161.15,2170.41,4195.71,3474.59,1818.84,8671.79,2480.7,9908.6,6606.81,5485.95
51.55,9063.37,4015.04,8902.62,5144.53,3609.53,9258.45,7133.16,9700.86,7573.94,9528.33,7971.73,8162.54,2171.82,4197.1,3475.96,1820.23,8673.17,2482.08,9909.99,6608.2,5487.34
51.6,9064.76,4016.44,8904.01,5145.92,3610.92,9259.84,7134.55,9702.24,7575.34,9529.72,7973.12,8163.93,2173.24,4198.49,3477.33,1821.63,8674.56,2483.47,9911.38,6609.59,5488.73
51.65,9066.14,4017.84,8905.39,5147.32,3612.31,9261.23,7135.94,9703.62,7576.73,9531.11,7974.51,8165.32,2174.65,4199.88,3478.71,1823.02,8675.95,2484.86,9912.77,6610.98,5490.12
51.7,9067.52,4019.24,8906.78,5148.71,3613.7,9262.62,7137.33,9705,7578.12,9532.5,7975.9,8166.71,2176.06,4201.27,3480.08,1824.42,8677.34,2486.25,9914.16,6612.38,5491.52
51.75,9068.9,4020.64,8908.17,5150.1,3615.09,9264.01,7138.72,9706.38,7579.51,9533.89,7977.29,8168.1,2177.48,4202.65,3481.46,1825.81,8678.73,2487.64,9915.54,6613.77,5492.91
51.8,9070.29,4022.04,8909.56,5151.49,3616.48,9265.4,7140.12,9707.76,7580.9,9535.28,7978.68,8169.49,2178.89,4204.04,3482.83,1827.21,8680.12,2489.03,9916.93,6615.16,5494.3
51.85,9071.67,4023.44,8910.95,5152.88,3617.86,9266.79,7141.51,9709.14,7582.29,9536.67,7980.07,8170.88,2180.3,4205.43,3484.21,1828.6,8681.51,2490.42,9918.32,6616.55,5495.69
51.9,9073.05,4024.84,8912.34,5154.28,3619.25,9268.18,7142.9,9710.52,7583.68,9538.05,7981.47,8172.27,2181.72,4206.82,3485.58,1830,8682.9,2491.81,9919.71,6617.94,5497.08
51.95,9074.43,4026.23,8913.73,5155.67,3620.64,9269.57,7144.29,9711.9,7585.07,9539.44,7982.86,8173.66,2183.13,4208.21,3486.96,1831.39,8684.29,2493.19,9921.1,6619.33,5498.47
52,9075.82,4027.63,8915.12,5157.06,3622.03,9270.96,7145.68,9713.28,7586.46,9540.83,7984.25,8175.05,2184.55,4209.6,3488.33,1832.79,8685.67,2494.58,9922.49,6620.73,5499.87
52.05,9077.2,4029.03,8916.5,5158.45,3623.42,9272.35,7147.07,9714.66,7587.86,9542.22,7985.64,8176.44,2185.96,4210.99,3489.7,1834.18,8687.06,2495.97,9923.88,6622.12,5501.26
52.1,9078.58,4030.43,8917.89,5159.84,3624.81,9273.74,7148.47,9716.04,7589.25,9543.61,7987.03,8177.83,2187.37,4212.38,3491.08,1835.58,8688.45,2497.36,9925.27,6623.51,5502.65
52.15,9079.96,4031.83,8919.28,5161.23,3626.2,9275.13,7149.86,9717.42,7590.64,9545,7988.42,8179.22,2188.79,4213.77,3492.45,1836.97,8689.84,2498.75,9926.66,6624.9,5504.04
52.2,9081.35,4033.23,8920.67,5162.63,3627.59,9276.52,7151.25,9718.8,7592.03,9546.39,7989.81,8180.61,2190.2,4215.15,3493.83,1838.37,8691.23,2500.14,9928.04,6626.29,5505.43
52.25,9082.73,4034.63,8922.06,5164.02,3628.98,9277.91,7152.64,9720.17,7593.42,9547.77,7991.2,8182,2191.62,4216.54,3495.2,1839.76,8692.62,2501.53,9929.43,6627.68,5506.82
52.3,9084.11,4036.03,8923.45,5165.41,3630.36,9279.3,7154.03,9721.55,7594.81,9549.16,7992.59,8183.39,2193.03,4217.93,3496.58,1841.16,8694.01,2502.92,9930.82,6629.08,5508.22
52.35,9085.49,4037.43,8924.84,5166.8,3631.75,9280.69,7155.42,9722.93,7596.2,9550.55,7993.98,8184.78,2194.44,4219.32,3497.95,1842.55,8695.4,2504.3,9932.21,6630.47,5509.61
52.4,9086.87,4038.83,8926.23,5168.19,3633.14,9282.09,7156.81,9724.31,7597.59,9551.94,7995.38,8186.18,2195.86,4220.71,3499.32,1843.95,8696.79,2505.69,9933.6,6631.86,5511
52.45,9088.26,4040.23,8927.62,5169.58,3634.53,9283.48,7158.21,9725.69,7598.98,9553.33,7996.77,8187.57,2197.27,4222.1,3500.7,1845.34,8698.17,2507.08,9934.99,6633.25,5512.39
52.5,9089.64,4041.62,8929,5170.98,3635.92,9284.87,7159.6,9727.07,7600.38,9554.72,7998.16,8188.96,2198.69,4223.49,3502.07,1846.74,8699.56,2508.47,9936.38,6634.64,5513.78
52.55,9091.02,4043.02,8930.39,5172.37,3637.31,9286.26,7160.99,9728.45,7601.77,9556.11,7999.55,8190.35,2200.1,4224.88,3503.45,1848.13,8700.95,2509.86,9937.77,6636.03,5515.17
52.6,9092.4,4044.42,8931.78,5173.76,3638.7,9287.65,7162.38,9729.83,7603.16,9557.49,8000.94,8191.74,2201.51,4226.27,3504.82,1849.53,8702.34,2511.25,9939.16,6637.43,5516.57
52.65,9093.79,4045.82,8933.17,5175.15,3640.09,9289.04,7163.77,9731.21,7604.55,9558.88,8002.33,8193.13,2202.93,4227.65,3506.2,1850.92,8703.73,2512.64,9940.54,6638.82,5517.96
52.7,9095.17,4047.22,8934.56,5176.54,3641.48,9290.43,7165.16,9732.59,7605.94,9560.27,8003.72,8194.52,2204.34,4229.04,3507.57,1852.32,8705.12,2514.03,9941.93,6640.21,5519.35
52.75,9096.55,4048.62,8935.95,5177.93,3642.86,9291.82,7166.56,9733.97,7607.33,9561.66,8005.11,8195.91,2205.75,4230.43,3508.95,1853.71,8706.51,2515.41,9943.32,6641.6,5520.74
52.8,9097.93,4050.02,8937.34,5179.33,3644.25,9293.21,7167.95,9735.35,7608.72,9563.05,8006.5,8197.3,2207.17,4231.82,3510.32,1855.11,8707.9,2516.8,9944.71,6642.99,5522.13
52.85,9099.32,4051.42,8938.73,5180.72,3645.64,9294.6,7169.34,9736.73,7610.11,9564.44,8007.89,8198.69,2208.58,4233.21,3511.69,1856.5,8709.28,2518.19,9946.1,6644.38,5523.52
52.9,9100.7,4052.82,8940.11,5182.11,3647.03,9295.99,7170.73,9738.11,7611.5,9565.83,8009.29,8200.08,2210,4234.6,3513.07,1857.9,8710.67,2519.58,9947.49,6645.78,5524.92
52.95,9102.08,4054.22,8941.5,5183.5,3648.42,9297.38,7172.12,9739.49,7612.89,9567.21,8010.68,8201.47,2211.41,4235.99,3514.44,1859.29,8712.06,2520.97,9948.88,6647.17,5526.31
53,9103.46,4055.62,8942.89,5184.89,3649.81,9298.77,7173.51,9740.87,7614.29,9568.6,8012.07,8202.86,2212.82,4237.38,3515.82,1860.69,8713.45,2522.36,9950.27,6648.56,5527.7
