time,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,N11,N12,N13,N14,N15,N16,N17
1.25,6615.75,8119.6,4927.3,5226.02,8743.08,178.316,2072.46,4292.46,1810.4,2384.39,3592.33,1592.97,9266.17,8275.11,1027.9,6962.41,7028.32
1.3,6617.14,8120.99,4928.69,5227.41,8744.47,179.705,2073.85,4293.85,1811.79,2385.78,3593.72,1594.36,9267.56,8276.5,1029.29,6963.8,7029.71
1.35,6618.53,8122.39,4930.07,5228.8,8745.86,181.094,2075.24,4295.24,1813.18,2387.18,3595.1,1595.75,9268.95,8277.89,1030.69,6965.2,7031.1
1.4,6619.92,8123.78,4931.46,5230.19,8747.25,182.483,2076.62,4296.63,1814.58,2388.57,3596.49,1597.14,9270.34,8279.28,1032.08,6966.6,7032.49
1.45,6621.31,8125.17,4932.85,5231.58,8748.64,183.872,2078.01,4298.03,1815.97,2389.97,3597.88,1598.53,9271.73,8280.67,1033.47,6968,7033.88
1.5,6622.69,8126.56,4934.24,5232.97,8750.03,185.261,2079.4,4299.42,1817.36,2391.36,3599.27,1599.91,9273.12,8282.06,1034.86,6969.4,7035.26
1.55,6624.08,8127.96,4935.63,5234.36,8751.42,186.649,2080.79,4300.81,1818.75,2392.76,3600.66,1601.3,9274.51,8283.45,1036.26,6970.8,7036.65
1.6,6625.47,8129.35,4937.02,5235.75,8752.81,188.038,2082.18,4302.2,1820.14,2394.16,3602.05,1602.69,9275.91,8284.84,1037.65,6972.19,7038.04
1.65,6626.86,8130.74,4938.41,5237.14,8754.2,189.427,2083.57,4303.6,1821.53,2395.55,3603.44,1604.08,9277.3,8286.23,1039.04,6973.59,7039.43
1.7,6628.25,8132.13,4939.8,5238.53,8755.59,190.816,2084.96,4304.99,1822.92,2396.95,3604.83,1605.47,9278.69,8287.62,1040.43,6974.99,7040.82
1.75,6629.64,8133.53,4941.19,5239.92,8756.98,192.205,2086.35,4306.38,1824.31,2398.34,3606.22,1606.86,9280.08,8289.01,1041.83,6976.39,7042.21
1.8,6631.03,8134.92,4942.57,5241.31,8758.37,193.594,2087.74,4307.77,1825.7,2399.74,3607.6,1608.25,9281.47,8290.41,1043.22,6977.79,7043.6
1.85,6632.42,8136.31,4943.96,5242.7,8759.76,194.983,2089.12,4309.17,1827.09,2401.14,3608.99,1609.64,9282.86,8291.8,1044.61,6979.18,7044.99
1.9,6633.81,8137.7,4945.35,5244.09,8761.15,196.372,2090.51,4310.56,1828.49,2402.53,3610.38,1611.02,9284.25,8293.19,1046,6980.58,7046.38
1.95,6635.19,8139.1,4946.74,5245.48,8762.54,197.761,2091.9,4311.95,1829.88,2403.93,3611.77,1612.41,9285.64,8294.58,1047.4,6981.98,7047.76
2,6636.58,8140.49,4948.13,5246.88,8763.93,199.149,2093.29,4313.34,1831.27,2405.32,3613.16,1613.8,9287.04,8295.97,1048.79,6983.38,7049.15
2.05,6637.97,8141.88,4949.52,5248.27,8765.32,200.538,2094.68,4314.74,1832.66,2406.72,3614.55,1615.19,9288.43,8297.36,1050.18,6984.78,7050.54
2.1,6639.36,8143.27,4950.91,5249.66,8766.71,201.927,2096.07,4316.13,1834.05,2408.11,3615.94,1616.58,9289.82,8298.75,1051.57,6986.17,7051.93
2.15,6640.75,8144.66,4952.3,5251.05,8768.1,203.316,2097.46,4317.52,1835.44,2409.51,3617.33,1617.97,9291.21,8300.14,1052.97,6987.57,7053.32
2.2,6642.14,8146.06,4953.69,5252.44,8769.49,204.705,2098.85,4318.91,1836.83,2410.91,3618.72,1619.36,9292.6,8301.53,1054.36,6988.97,7054.71
2.25,6643.53,8147.45,4955.07,5253.83,8770.88,206.094,2100.24,4320.31,1838.22,2412.3,3620.1,1620.75,9293.99,8302.92,1055.75,6990.37,7056.1
2.3,6644.92,8148.84,4956.46,5255.22,8772.27,207.483,2101.62,4321.7,1839.61,2413.7,3621.49,1622.13,9295.38,8304.31,1057.14,6991.77,7057.49
2.35,6646.31,8150.23,4957.85,5256.61,8773.66,208.872,2103.01,4323.09,1841.01,2415.09,3622.88,1623.52,9296.77,8305.71,1058.54,6993.17,7058.88
2.4,6647.69,8151.63,4959.24,5258,8775.05,210.261,2104.4,4324.48,1842.4,2416.49,3624.27,1624.91,9298.17,8307.1,1059.93,6994.56,7060.26
2.45,6649.08,8153.02,4960.63,5259.39,8776.44,211.649,2105.79,4325.87,1843.79,2417.88,3625.66,1626.3,9299.56,8308.49,1061.32,6995.96,7061.65
2.5,6650.47,8154.41,4962.02,5260.78,8777.83,213.038,2107.18,4327.27,1845.18,2419.28,3627.05,1627.69,9300.95,8309.88,1062.71,6997.36,7063.04
2.55,6651.86,8155.8,4963.41,5262.17,8779.22,214.427,2108.57,4328.66,1846.57,2420.68,3628.44,1629.08,9302.34,8311.27,1064.11,6998.76,7064.43
2.6,6653.25,8157.2,4964.8,5263.56,8780.61,215.816,2109.96,4330.05,1847.96,2422.07,3629.83,1630.47,9303.73,8312.66,1065.5,7000.16,7065.82
2.65,6654.64,8158.59,4966.19,5264.95,8782,217.205,2111.35,4331.44,1849.35,2423.47,3631.22,1631.85,9305.12,8314.05,1066.89,7001.55,7067.21
2.7,6656.03,8159.98,4967.57,5266.34,8783.39,218.594,2112.74,4332.84,1850.74,2424.86,3632.6,1633.24,9306.51,8315.44,1068.28,7002.95,7068.6
2.75,6657.42,8161.37,4968.96,5267.73,8784.78,219.983,2114.12,4334.23,1852.13,2426.26,3633.99,1634.63,9307.9,8316.83,1069.68,7004.35,7069.99
2.8,6658.81,8162.77,4970.35,5269.12,8786.17,221.372,2115.51,4335.62,1853.52,2427.66,3635.38,1636.02,9309.3,8318.22,1071.07,7005.75,7071.38
2.85,6660.19,8164.16,4971.74,5270.51,8787.56,222.761,2116.9,4337.01,1854.92,2429.05,3636.77,1637.41,9310.69,8319.61,1072.46,7007.15,7072.76
2.9,6661.58,8165.55,4973.13,5271.9,8788.95,224.149,2118.29,4338.41,1856.31,2430.45,3638.16,1638.8,9312.08,8321.01,1073.85,7008.54,7074.15
2.95,6662.97,8166.94,4974.52,5273.29,8790.34,225.538,2119.68,4339.8,1857.7,2431.84,3639.55,1640.19,9313.47,8322.4,1075.24,7009.94,7075.54
3,6664.36,8168.34,4975.91,5274.68,8791.73,226.927,2121.07,4341.19,1859.09,2433.24,3640.94,1641.58,9314.86,8323.79,1076.64,7011.34,7076.93
3.05,6665.75,8169.73,4977.3,5276.07,8793.12,228.316,2122.46,4342.58,1860.48,2434.63,3642.33,1642.96,9316.25,8325.18,1078.03,7012.74,7078.32
3.1,6667.14,8171.12,4978.69,5277.46,8794.51,229.705,2123.85,4343.98,1861.87,2436.03,3643.72,1644.35,9317.64,8326.57,1079.42,7014.14,7079.71
3.15,6668.53,8172.51,4980.07,5278.85,8795.9,231.094,2125.24,4345.37,1863.26,2437.43,3645.1,1645.74,9319.03,8327.96,1080.81,7015.53,7081.1
3.2,6669.92,8173.9,4981.46,5280.24,8797.29,232.483,2126.62,4346.76,1864.65,2438.82,3646.49,1647.13,9320.43,8329.35,1082.21,7016.93,7082.49
3.25,6671.31,8175.3,4982.85,5281.63,8798.68,233.872,2128.01,4348.15,1866.04,2440.22,3647.88,1648.52,9321.82,8330.74,1083.6,7018.33,7083.88
3.3,6672.69,8176.69,4984.24,5283.02,8800.07,235.261,2129.4,4349.55,1867.44,2441.61,3649.27,1649.91,9323.21,8332.13,1084.99,7019.73,7085.26
3.35,6674.08,8178.08,4985.63,5284.41,8801.46,236.649,2130.79,4350.94,1868.83,2443.01,3650.66,1651.3,9324.6,8333.52,1086.38,7021.13,7086.65
3.4,6675.47,8179.47,4987.02,5285.8,8802.85,238.038,2132.18,4352.33,1870.22,2444.41,3652.05,1652.69,9325.99,8334.91,1087.78,7022.53,7088.04
3.45,6676.86,8180.87,4988.41,5287.19,8804.24,239.427,2133.57,4353.72,1871.61,2445.8,3653.44,1654.07,9327.38,8336.31,1089.17,7023.92,7089.43
3.5,6678.25,8182.26,4989.8,5288.58,8805.63,240.816,2134.96,4355.11,1873,2447.2,3654.83,1655.46,9328.77,8337.7,1090.56,7025.32,7090.82
3.55,6679.64,8183.65,4991.19,5289.97,8807.02,242.205,2136.35,4356.51,1874.39,2448.59,3656.22,1656.85,9330.16,8339.09,1091.95,7026.72,7092.21
3.6,6681.03,8185.04,4992.57,5291.36,8808.41,243.594,2137.74,4357.9,1875.78,2449.99,3657.6,1658.24,9331.56,8340.48,1093.35,7028.12,7093.6
3.65,6682.42,8186.44,4993.96,5292.75,8809.8,244.983,2139.12,4359.29,1877.17,2451.38,3658.99,1659.63,9332.95,8341.87,1094.74,7029.52,7094.99
3.7,6683.81,8187.83,4995.35,5294.14,8811.19,246.372,2140.51,4360.68,1878.56,2452.78,3660.38,1661.02,9334.34,8343.26,1096.13,7030.91,7096.38
3.75,6685.19,8189.22,4996.74,5295.53,8812.58,247.761,2141.9,4362.08,1879.95,2454.18,3661.77,1662.41,9335.73,8344.65,1097.52,7032.31,7097.76
3.8,6686.58,8190.61,4998.13,5296.92,8813.97,249.149,2143.29,4363.47,1881.35,2455.57,3663.16,1663.8,9337.12,8346.04,1098.92,7033.71,7099.15
3.85,6687.97,8192.01,4999.52,5298.31,8815.36,250.538,2144.68,4364.86,1882.74,2456.97,3664.55,1665.18,9338.51,8347.43,1100.31,7035.11,7100.54
3.9,6689.36,8193.4,5000.91,5299.7,8816.75,251.927,2146.07,4366.25,1884.13,2458.36,3665.94,1666.57,9339.9,8348.82,1101.7,7036.51,7101.93
3.95,6690.75,8194.79,5002.3,5301.09,8818.13,253.316,2147.46,4367.65,1885.52,2459.76,3667.33,1667.96,9341.29,8350.21,1103.09,7037.9,7103.32
4,6692.14,8196.18,5003.69,5302.48,8819.52,254.705,2148.85,4369.04,1886.91,2461.15,3668.72,1669.35,9342.69,8351.61,1104.49,7039.3,7104.71
4.05,6693.53,8197.57,5005.07,5303.87,8820.91,256.094,2150.24,4370.43,1888.3,2462.55,3670.1,1670.74,9344.08,8353,1105.88,7040.7,7106.1
4.1,6694.92,8198.97,5006.46,5305.26,8822.3,257.483,2151.62,4371.82,1889.69,2463.95,3671.49,1672.13,9345.47,8354.39,1107.27,7042.1,7107.49
4.15,6696.31,8200.36,5007.85,5306.65,8823.69,258.872,2153.01,4373.22,1891.08,2465.34,3672.88,1673.52,9346.86,8355.78,1108.66,7043.5,7108.88
4.2,6697.69,8201.75,5009.24,5308.04,8825.08,260.261,2154.4,4374.61,1892.47,2466.74,3674.27,1674.9,9348.25,8357.17,1110.06,7044.9,7110.26
4.25,6699.08,8203.14,5010.63,5309.43,8826.47,261.649,2155.79,4376,1893.87,2468.13,3675.66,1676.29,9349.64,8358.56,1111.45,7046.29,7111.65
4.3,6700.47,8204.54,5012.02,5310.82,8827.86,263.038,2157.18,4377.39,1895.26,2469.53,3677.05,1677.68,9351.03,8359.95,1112.84,7047.69,7113.04
4.35,6701.86,8205.93,5013.41,5312.21,8829.25,264.427,2158.57,4378.79,1896.65,2470.93,3678.44,1679.07,9352.42,8361.34,1114.23,7049.09,7114.43
4.4,6703.25,8207.32,5014.8,5313.6,8830.64,265.816,2159.96,4380.18,1898.04,2472.32,3679.83,1680.46,9353.82,8362.73,1115.63,7050.49,7115.82
4.45,6704.64,8208.71,5016.19,5314.99,8832.03,267.205,2161.35,4381.57,1899.43,2473.72,3681.22,1681.85,9355.21,8364.12,1117.02,7051.89,7117.21
4.5,6706.03,8210.11,5017.57,5316.38,8833.42,268.594,2162.74,4382.96,1900.82,2475.11,3682.6,1683.24,9356.6,8365.51,1118.41,7053.28,7118.6
4.55,6707.42,8211.5,5018.96,5317.77,8834.81,269.983,2164.12,4384.36,1902.21,2476.51,3683.99,1684.63,9357.99,8366.91,1119.8,7054.68,7119.99
4.6,6708.81,8212.89,5020.35,5319.16,8836.2,271.372,2165.51,4385.75,1903.6,2477.9,3685.38,1686.01,9359.38,8368.3,1121.2,7056.08,7121.38
4.65,6710.19,8214.28,5021.74,5320.55,8837.59,272.761,2166.9,4387.14,1904.99,2479.3,3686.77,1687.4,9360.77,8369.69,1122.59,7057.48,7122.76
4.7,6711.58,8215.68,5023.13,5321.94,8838.98,274.149,2168.29,4388.53,1906.38,2480.7,3688.16,1688.79,9362.16,8371.08,1123.98,7058.88,7124.15
4.75,6712.97,8217.07,5024.52,5323.33,8840.37,275.538,2169.68,4389.92,1907.78,2482.09,3689.55,1690.18,9363.55,8372.47,1125.37,7060.27,7125.54
4.8,6714.36,8218.46,5025.91,5324.72,8841.76,276.927,2171.07,4391.32,1909.17,2483.49,3690.94,1691.57,9364.95,8373.86,1126.77,7061.67,7126.93
4.85,6715.75,8219.85,5027.3,5326.11,8843.15,278.316,2172.46,4392.71,1910.56,2484.88,3692.33,1692.96,9366.34,8375.25,1128.16,7063.07,7128.32
4.9,6717.14,8221.25,5028.69,5327.5,8844.54,279.705,2173.85,4394.1,1911.95,2486.28,3693.72,1694.35,9367.73,8376.64,1129.55,7064.47,7129.71
4.95,6718.53,8222.64,5030.07,5328.89,8845.93,281.094,2175.24,4395.49,1913.34,2487.68,3695.1,1695.74,9369.12,8378.03,1130.94,7065.87,7131.1
5,6719.92,8224.03,5031.46,5330.28,8847.32,282.483,2176.62,4396.89,1914.73,2489.07,3696.49,1697.12,9370.51,8379.42,1132.34,7067.27,7132.49
5.05,6721.31,8225.42,5032.85,5331.67,8848.71,283.872,2178.01,4398.28,1916.12,2490.47,3697.88,1698.51,9371.9,8380.81,1133.73,7068.66,7133.88
5.1,6722.69,8226.81,5034.24,5333.06,8850.1,285.261,2179.4,4399.67,1917.51,2491.86,3699.27,1699.9,9373.29,8382.21,1135.12,7070.06,7135.26
5.15,6724.08,8228.21,5035.63,5334.45,8851.49,286.649,2180.79,4401.06,1918.9,2493.26,3700.66,1701.29,9374.68,8383.6,1136.51,7071.46,7136.65
5.2,6725.47,8229.6,5037.02,5335.84,8852.88,288.038,2182.18,4402.46,1920.29,2494.65,3702.05,1702.68,9376.08,8384.99,1137.91,7072.86,7138.04
5.25,6726.86,8230.99,5038.41,5337.23,8854.27,289.427,2183.57,4403.85,1921.69,2496.05,3703.44,1704.07,9377.47,8386.38,1139.3,7074.26,7139.43
5.3,6728.25,8232.38,5039.8,5338.62,8855.66,290.816,2184.96,4405.24,1923.08,2497.45,3704.83,1705.46,9378.86,8387.77,1140.69,7075.65,7140.82
5.35,6729.64,8233.78,5041.19,5340.01,8857.05,292.205,2186.35,4406.63,1924.47,2498.84,3706.22,1706.85,9380.25,8389.16,1142.08,7077.05,7142.21
5.4,6731.03,8235.17,5042.57,5341.4,8858.44,293.594,2187.74,4408.03,1925.86,2500.24,3707.6,1708.23,9381.64,8390.55,1143.48,7078.45,7143.6
5.45,6732.42,8236.56,5043.96,5342.79,8859.83,294.983,2189.12,4409.42,1927.25,2501.63,3708.99,1709.62,9383.03,8391.94,1144.87,7079.85,7144.99
5.5,6733.81,8237.95,5045.35,5344.18,8861.22,296.372,2190.51,4410.81,1928.64,2503.03,3710.38,1711.01,9384.42,8393.33,1146.26,7081.25,7146.38
5.55,6735.19,8239.35,5046.74,5345.57,8862.61,297.761,2191.9,4412.2,1930.03,2504.42,3711.77,1712.4,9385.81,8394.72,1147.65,7082.65,7147.76
5.6,6736.58,8240.74,5048.13,5346.96,8864,299.149,2193.29,4413.6,1931.42,2505.82,3713.16,1713.79,9387.21,8396.11,1149.05,7084.04,7149.15
5.65,6737.97,8242.13,5049.52,5348.35,8865.39,300.538,2194.68,4414.99,1932.81,2507.22,3714.55,1715.18,9388.6,8397.51,1150.44,7085.44,7150.54
5.7,6739.36,8243.52,5050.91,5349.74,8866.78,301.927,2196.07,4416.38,1934.21,2508.61,3715.94,1716.57,9389.99,8398.9,1151.83,7086.84,7151.93
5.75,6740.75,8244.92,5052.3,5351.13,8868.17,303.316,2197.46,4417.77,1935.6,2510.01,3717.33,1717.96,9391.38,8400.29,1153.22,7088.24,7153.32
5.8,6742.14,8246.31,5053.69,5352.52,8869.56,304.705,2198.85,4419.16,1936.99,2511.4,3718.72,1719.34,9392.77,8401.68,1154.62,7089.64,7154.71
5.85,6743.53,8247.7,5055.07,5353.91,8870.95,306.094,2200.24,4420.56,1938.38,2512.8,3720.1,1720.73,9394.16,8403.07,1156.01,7091.03,7156.1
5.9,6744.92,8249.09,5056.46,5355.3,8872.34,307.483,2201.62,4421.95,1939.77,2514.2,3721.49,1722.12,9395.55,8404.46,1157.4,7092.43,7157.49
5.95,6746.31,8250.48,5057.85,5356.69,8873.73,308.872,2203.01,4423.34,1941.16,2515.59,3722.88,1723.51,9396.94,8405.85,1158.79,7093.83,7158.88
6,6747.69,8251.88,5059.24,5358.08,8875.12,310.261,2204.4,4424.73,1942.55,2516.99,3724.27,1724.9,9398.34,8407.24,1160.19,7095.23,7160.26
6.05,6749.08,8253.27,5060.63,5359.47,8876.51,311.649,2205.79,4426.13,1943.94,2518.38,3725.66,1726.29,9399.73,8408.63,1161.58,7096.63,7161.65
6.1,6750.47,8254.66,5062.02,5360.86,8877.9,313.038,2207.18,4427.52,1945.33,2519.78,3727.05,1727.68,9401.12,8410.02,1162.97,7098.02,7163.04
6.15,6751.86,8256.05,5063.41,5362.25,8879.29,314.427,2208.57,4428.91,1946.72,2521.17,3728.44,1729.07,9402.51,8411.41,1164.36,7099.42,7164.43
6.2,6753.25,8257.45,5064.8,5363.64,8880.68,315.816,2209.96,4430.3,1948.12,2522.57,3729.83,1730.45,9403.9,8412.81,1165.76,7100.82,7165.82
6.25,6754.64,8258.84,5066.19,5365.03,8882.07,317.205,2211.35,4431.7,1949.51,2523.97,3731.22,1731.84,9405.29,8414.2,1167.15,7102.22,7167.21
6.3,6756.03,8260.23,5067.57,5366.42,8883.46,318.594,2212.74,4433.09,1950.9,2525.36,3732.6,1733.23,9406.68,8415.59,1168.54,7103.62,7168.6
6.35,6757.42,8261.62,5068.96,5367.81,8884.85,319.983,2214.12,4434.48,1952.29,2526.76,3733.99,1734.62,9408.07,8416.98,1169.93,7105.02,7169.99
6.4,6758.81,8263.02,5070.35,5369.2,8886.24,321.372,2215.51,4435.87,1953.68,2528.15,3735.38,1736.01,9409.47,8418.37,1171.33,7106.41,7171.38
6.45,6760.19,8264.41,5071.74,5370.59,8887.63,322.761,2216.9,4437.27,1955.07,2529.55,3736.77,1737.4,9410.86,8419.76,1172.72,7107.81,7172.76
6.5,6761.58,8265.8,5073.13,5371.98,8889.02,324.149,2218.29,4438.66,1956.46,2530.95,3738.16,1738.79,9412.25,8421.15,1174.11,7109.21,7174.15
6.55,6762.97,8267.19,5074.52,5373.37,8890.41,325.538,2219.68,4440.05,1957.85,2532.34,3739.55,1740.17,9413.64,8422.54,1175.5,7110.61,7175.54
6.6,6764.36,8268.59,5075.91,5374.76,8891.8,326.927,2221.07,4441.44,1959.24,2533.74,3740.94,1741.56,9415.03,8423.93,1176.9,7112.01,7176.93
6.65,6765.75,8269.98,5077.3,5376.15,8893.19,328.316,2222.46,4442.84,1960.64,2535.13,3742.33,1742.95,9416.42,8425.32,1178.29,7113.4,7178.32
6.7,6767.14,8271.37,5078.69,5377.54,8894.58,329.705,2223.85,4444.23,1962.03,2536.53,3743.72,1744.34,9417.81,8426.71,1179.68,7114.8,7179.71
6.75,6768.53,8272.76,5080.07,5378.93,8895.97,331.094,2225.24,4445.62,1963.42,2537.92,3745.1,1745.73,9419.2,8428.11,1181.07,7116.2,7181.1
6.8,6769.92,8274.15,5081.46,5380.32,8897.36,332.483,2226.62,4447.01,1964.81,2539.32,3746.49,1747.12,9420.6,8429.5,1182.47,7117.6,7182.49
6.85,6771.31,8275.55,5082.85,5381.71,8898.75,333.872,2228.01,4448.4,1966.2,2540.72,3747.88,1748.51,9421.99,8430.89,1183.86,7119,7183.88
6.9,6772.69,8276.94,5084.24,5383.1,8900.14,335.261,2229.4,4449.8,1967.59,2542.11,3749.27,1749.9,9423.38,8432.28,1185.25,7120.39,7185.26
6.95,6774.08,8278.33,5085.63,5384.49,8901.53,336.649,2230.79,4451.19,1968.98,2543.51,3750.66,1751.28,9424.77,8433.67,1186.64,7121.79,7186.65
7,6775.47,8279.72,5087.02,5385.88,8902.92,338.038,2232.18,4452.58,1970.37,2544.9,3752.05,1752.67,9426.16,8435.06,1188.04,7123.19,7188.04
7.05,6776.86,8281.12,5088.41,5387.27,8904.31,339.427,2233.57,4453.97,1971.76,2546.3,3753.44,1754.06,9427.55,8436.45,1189.43,7124.59,7189.43
7.1,6778.25,8282.51,5089.8,5388.66,8905.7,340.816,2234.96,4455.37,1973.15,2547.69,3754.83,1755.45,9428.94,8437.84,1190.82,7125.99,7190.82
7.15,6779.64,8283.9,5091.19,5390.05,8907.09,342.205,2236.35,4456.76,1974.55,2549.09,3756.22,1756.84,9430.34,8439.23,1192.21,7127.39,7192.21
7.2,6781.03,8285.29,5092.57,5391.44,8908.48,343.594,2237.74,4458.15,1975.94,2550.49,3757.6,1758.23,9431.73,8440.62,1193.61,7128.78,7193.6
7.25,6782.42,8286.69,5093.96,5392.83,8909.87,344.983,2239.12,4459.54,1977.33,2551.88,3758.99,1759.62,9433.12,8442.01,1195,7130.18,7194.99
7.3,6783.81,8288.08,5095.35,5394.22,8911.26,346.372,2240.51,4460.94,1978.72,2553.28,3760.38,1761.01,9434.51,8443.41,1196.39,7131.58,7196.38
7.35,6785.19,8289.47,5096.74,5395.61,8912.65,347.761,2241.9,4462.33,1980.11,2554.67,3761.77,1762.39,9435.9,8444.8,1197.78,7132.98,7197.76
7.4,6786.58,8290.86,5098.13,5397,8914.04,349.149,2243.29,4463.72,1981.5,2556.07,3763.16,1763.78,9437.29,8446.19,1199.18,7134.38,7199.15
7.45,6787.97,8292.26,5099.52,5398.39,8915.43,350.538,2244.68,4465.11,1982.89,2557.47,3764.55,1765.17,9438.68,8447.58,1200.57,7135.77,7200.54
7.5,6789.36,8293.65,5100.91,5399.78,8916.82,351.927,2246.07,4466.51,1984.28,2558.86,3765.94,1766.56,9440.07,8448.97,1201.96,7137.17,7201.93
7.55,6790.75,8295.04,5102.3,5401.17,8918.21,353.316,2247.46,4467.9,1985.67,2560.26,3767.33,1767.95,9441.47,8450.36,1203.35,7138.57,7203.32
7.6,6792.14,8296.43,5103.69,5402.56,8919.6,354.705,2248.85,4469.29,1987.07,2561.65,3768.72,1769.34,9442.86,8451.75,1204.75,7139.97,7204.71
7.65,6793.53,8297.83,5105.07,5403.95,8920.99,356.094,2250.24,4470.68,1988.46,2563.05,3770.1,1770.73,9444.25,8453.14,1206.14,7141.37,7206.1
7.7,6794.92,8299.22,5106.46,5405.34,8922.38,357.483,2251.62,4472.08,1989.85,2564.44,3771.49,1772.12,9445.64,8454.53,1207.53,7142.77,7207.49
7.75,6796.31,8300.61,5107.85,5406.73,8923.77,358.872,2253.01,4473.47,1991.24,2565.84,3772.88,1773.5,9447.03,8455.92,1208.92,7144.16,7208.88
7.8,6797.69,8302,5109.24,5408.12,8925.16,360.261,2254.4,4474.86,1992.63,2567.24,3774.27,1774.89,9448.42,8457.31,1210.32,7145.56,7210.26
7.85,6799.08,8303.39,5110.63,5409.51,8926.55,361.649,2255.79,4476.25,1994.02,2568.63,3775.66,1776.28,9449.81,8458.71,1211.71,7146.96,7211.65
