time,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,N11,N12,N13,N14,N15,N16,N17,N18
0.6,5669.37,1453.48,5747.21,1806.18,9655.15,5092.45,7500.54,9564.17,1545.42,9448.59,2265.21,3769.23,8718.31,7232.54,5375.8,3144.08,1396.19,4911.4
0.65,5670.77,1454.85,5748.6,1807.57,9656.54,5093.84,7501.93,9565.56,1546.81,9449.98,2266.6,3770.62,8719.7,7233.94,5377.18,3145.47,1397.59,4912.79
0.7,5672.16,1456.22,5749.99,1808.96,9657.93,5095.23,7503.32,9566.95,1548.2,9451.37,2267.99,3772.01,8721.1,7235.34,5378.57,3146.86,1398.98,4914.17
0.75,5673.56,1457.59,5751.38,1810.35,9659.32,5096.62,7504.72,9568.34,1549.59,9452.76,2269.38,3773.4,8722.49,7236.74,5379.96,3148.24,1400.37,4915.56
0.8,5674.96,1458.96,5752.77,1811.74,9660.71,5098.01,7506.11,9569.73,1550.98,9454.15,2270.78,3774.79,8723.88,7238.14,5381.35,3149.63,1401.76,4916.95
0.85,5676.35,1460.33,5754.16,1813.13,9662.1,5099.4,7507.5,9571.12,1552.37,9455.53,2272.17,3776.17,8725.27,7239.54,5382.74,3151.02,1403.15,4918.33
0.9,5677.75,1461.7,5755.55,1814.52,9663.49,5100.79,7508.89,9572.51,1553.76,9456.92,2273.56,3777.56,8726.67,7240.95,5384.13,3152.41,1404.55,4919.72
0.95,5679.14,1463.07,5756.94,1815.91,9664.87,5102.18,7510.28,9573.9,1555.15,9458.31,2274.95,3778.95,8728.06,7242.35,5385.52,3153.8,1405.94,4921.1
1,5680.54,1464.44,5758.32,1817.3,9666.26,5103.57,7511.67,9575.29,1556.54,9459.7,2276.35,3780.34,8729.45,7243.75,5386.91,3155.19,1407.33,4922.49
1.05,5681.94,1465.81,5759.71,1818.69,9667.65,5104.96,7513.06,9576.68,1557.92,9461.09,2277.74,3781.73,8730.84,7245.15,5388.3,3156.57,1408.72,4923.87
1.1,5683.33,1467.18,5761.1,1820.08,9669.04,5106.35,7514.45,9578.07,1559.31,9462.48,2279.13,3783.12,8732.24,7246.55,5389.68,3157.96,1410.11,4925.26
1.15,5684.73,1468.55,5762.49,1821.46,9670.43,5107.74,7515.84,9579.46,1560.7,9463.87,2280.52,3784.5,8733.63,7247.95,5391.07,3159.35,1411.5,4926.64
1.2,5686.12,1469.92,5763.88,1822.85,9671.82,5109.13,7517.23,9580.85,1562.09,9465.26,2281.92,3785.89,8735.02,7249.35,5392.46,3160.74,1412.9,4928.03
1.25,5687.52,1471.29,5765.27,1824.24,9673.21,5110.52,7518.62,9582.24,1563.48,9466.65,2283.31,3787.28,8736.41,7250.75,5393.85,3162.13,1414.29,4929.42
1.3,5688.92,1472.66,5766.66,1825.63,9674.6,5111.9,7520.01,9583.63,1564.87,9468.03,2284.7,3788.67,8737.81,7252.15,5395.24,3163.52,1415.68,4930.8
1.35,5690.31,1474.03,5768.05,1827.02,9675.99,5113.29,7521.4,9585.02,1566.26,9469.42,2286.09,3790.06,8739.2,7253.55,5396.63,3164.9,1417.07,4932.19
1.4,5691.71,1475.4,5769.44,1828.41,9677.37,5114.68,7522.8,9586.41,1567.65,9470.81,2287.49,3791.44,8740.59,7254.96,5398.02,3166.29,1418.46,4933.57
1.45,5693.1,1476.77,5770.82,1829.8,9678.76,5116.07,7524.19,9587.8,1569.04,9472.2,2288.88,3792.83,8741.98,7256.36,5399.41,3167.68,1419.85,4934.96
1.5,5694.5,1478.14,5772.21,1831.19,9680.15,5117.46,7525.58,9589.19,1570.42,9473.59,2290.27,3794.22,8743.38,7257.76,5400.8,3169.07,1421.25,4936.34
1.55,5695.9,1479.51,5773.6,1832.58,9681.54,5118.85,7526.97,9590.58,1571.81,9474.98,2291.66,3795.61,8744.77,7259.16,5402.18,3170.46,1422.64,4937.73
1.6,5697.29,1480.88,5774.99,1833.97,9682.93,5120.24,7528.36,9591.97,1573.2,9476.37,2293.05,3797,8746.16,7260.56,5403.57,3171.85,1424.03,4939.11
1.65,5698.69,1482.25,5776.38,1835.36,9684.32,5121.63,7529.75,9593.36,1574.59,9477.76,2294.45,3798.39,8747.55,7261.96,5404.96,3173.23,1425.42,4940.5
1.7,5700.08,1483.62,5777.77,1836.74,9685.71,5123.02,7531.14,9594.75,1575.98,9479.15,2295.84,3799.77,8748.95,7263.36,5406.35,3174.62,1426.81,4941.88
1.75,5701.48,1484.99,5779.16,1838.13,9687.1,5124.41,7532.53,9596.14,1577.37,9480.53,2297.23,3801.16,8750.34,7264.76,5407.74,3176.01,1428.2,4943.27
1.8,5702.87,1486.36,5780.55,1839.52,9688.49,5125.8,7533.92,9597.53,1578.76,9481.92,2298.62,3802.55,8751.73,7266.16,5409.13,3177.4,1429.6,4944.66
1.85,5704.27,1487.73,5781.94,1840.91,9689.87,5127.19,7535.31,9598.92,1580.15,9483.31,2300.02,3803.94,8753.12,7267.56,5410.52,3178.79,1430.99,4946.04
1.9,5705.67,1489.1,5783.32,1842.3,9691.26,5128.58,7536.7,9600.31,1581.54,9484.7,2301.41,3805.33,8754.52,7268.97,5411.91,3180.18,1432.38,4947.43
1.95,5707.06,1490.47,5784.71,1843.69,9692.65,5129.97,7538.09,9601.7,1582.92,9486.09,2302.8,3806.72,8755.91,7270.37,5413.3,3181.56,1433.77,4948.81
2,5708.46,1491.84,5786.1,1845.08,9694.04,5131.36,7539.48,9603.09,1584.31,9487.48,2304.19,3808.1,8757.3,7271.77,5414.68,3182.95,1435.16,4950.2
2.05,5709.85,1493.21,5787.49,1846.47,9695.43,5132.75,7540.88,9604.48,1585.7,9488.87,2305.59,3809.49,8758.69,7273.17,5416.07,3184.34,1436.55,4951.58
2.1,5711.25,1494.58,5788.88,1847.86,9696.82,5134.14,7542.27,9605.87,1587.09,9490.26,2306.98,3810.88,8760.09,7274.57,5417.46,3185.73,1437.95,4952.97
2.15,5712.65,1495.95,5790.27,1849.25,9698.21,5135.53,7543.66,9607.26,1588.48,9491.65,2308.37,3812.27,8761.48,7275.97,5418.85,3187.12,1439.34,4954.35
2.2,5714.04,1497.32,5791.66,1850.64,9699.6,5136.92,7545.05,9608.65,1589.87,9493.03,2309.76,3813.66,8762.87,7277.37,5420.24,3188.51,1440.73,4955.74
2.25,5715.44,1498.69,5793.05,1852.03,9700.99,5138.31,7546.44,9610.04,1591.26,9494.42,2311.16,3815.05,8764.26,7278.77,5421.63,3189.89,1442.12,4957.12
2.3,5716.83,1500.06,5794.44,1853.41,9702.37,5139.7,7547.83,9611.43,1592.65,9495.81,2312.55,3816.43,8765.66,7280.17,5423.02,3191.28,1443.51,4958.51
2.35,5718.23,1501.43,5795.82,1854.8,9703.76,5141.09,7549.22,9612.82,1594.04,9497.2,2313.94,3817.82,8767.05,7281.57,5424.41,3192.67,1444.9,4959.9
2.4,5719.63,1502.8,5797.21,1856.19,9705.15,5142.48,7550.61,9614.21,1595.42,9498.59,2315.33,3819.21,8768.44,7282.98,5425.8,3194.06,1446.3,4961.28
2.45,5721.02,1504.17,5798.6,1857.58,9706.54,5143.87,7552,9615.6,1596.81,9499.98,2316.73,3820.6,8769.83,7284.38,5427.18,3195.45,1447.69,4962.67
2.5,5722.42,1505.54,5799.99,1858.97,9707.93,5145.26,7553.39,9616.98,1598.2,9501.37,2318.12,3821.99,8771.23,7285.78,5428.57,3196.84,1449.08,4964.05
2.55,5723.81,1506.91,5801.38,1860.36,9709.32,5146.65,7554.78,9618.37,1599.59,9502.76,2319.51,3823.38,8772.62,7287.18,5429.96,3198.22,1450.47,4965.44
2.6,5725.21,1508.28,5802.77,1861.75,9710.71,5148.04,7556.17,9619.76,1600.98,9504.15,2320.9,3824.76,8774.01,7288.58,5431.35,3199.61,1451.86,4966.82
2.65,5726.61,1509.65,5804.16,1863.14,9712.1,5149.43,7557.56,9621.15,1602.37,9505.53,2322.3,3826.15,8775.4,7289.98,5432.74,3201,1453.25,4968.21
2.7,5728,1511.02,5805.55,1864.53,9713.49,5150.81,7558.96,9622.54,1603.76,9506.92,2323.69,3827.54,8776.8,7291.38,5434.13,3202.39,1454.65,4969.59
2.75,5729.4,1512.39,5806.94,1865.92,9714.87,5152.2,7560.35,9623.93,1605.15,9508.31,2325.08,3828.93,8778.19,7292.78,5435.52,3203.78,1456.04,4970.98
2.8,5730.79,1513.76,5808.32,1867.31,9716.26,5153.59,7561.74,9625.32,1606.54,9509.7,2326.47,3830.32,8779.58,7294.18,5436.91,3205.17,1457.43,4972.36
2.85,5732.19,1515.13,5809.71,1868.69,9717.65,5154.98,7563.13,9626.71,1607.92,9511.09,2327.87,3831.71,8780.97,7295.58,5438.3,3206.55,1458.82,4973.75
2.9,5733.59,1516.5,5811.1,1870.08,9719.04,5156.37,7564.52,9628.1,1609.31,9512.48,2329.26,3833.09,8782.37,7296.98,5439.68,3207.94,1460.21,4975.14
2.95,5734.98,1517.87,5812.49,1871.47,9720.43,5157.76,7565.91,9629.49,1610.7,9513.87,2330.65,3834.48,8783.76,7298.39,5441.07,3209.33,1461.6,4976.52
3,5736.38,1519.24,5813.88,1872.86,9721.82,5159.15,7567.3,9630.88,1612.09,9515.26,2332.04,3835.87,8785.15,7299.79,5442.46,3210.72,1463,4977.91
3.05,5737.77,1520.61,5815.27,1874.25,9723.21,5160.54,7568.69,9632.27,1613.48,9516.65,2333.44,3837.26,8786.54,7301.19,5443.85,3212.11,1464.39,4979.29
3.1,5739.17,1521.98,5816.66,1875.64,9724.6,5161.93,7570.08,9633.66,1614.87,9518.03,2334.83,3838.65,8787.94,7302.59,5445.24,3213.5,1465.78,4980.68
3.15,5740.56,1523.35,5818.05,1877.03,9725.99,5163.32,7571.47,9635.05,1616.26,9519.42,2336.22,3840.04,8789.33,7303.99,5446.63,3214.88,1467.17,4982.06
3.2,5741.96,1524.72,5819.44,1878.42,9727.37,5164.71,7572.86,9636.44,1617.65,9520.81,2337.61,3841.42,8790.72,7305.39,5448.02,3216.27,1468.56,4983.45
3.25,5743.36,1526.09,5820.82,1879.81,9728.76,5166.1,7574.25,9637.83,1619.04,9522.2,2339,3842.81,8792.11,7306.79,5449.41,3217.66,1469.95,4984.83
3.3,5744.75,1527.46,5822.21,1881.2,9730.15,5167.49,7575.64,9639.22,1620.42,9523.59,2340.4,3844.2,8793.51,7308.19,5450.8,3219.05,1471.35,4986.22
3.35,5746.15,1528.83,5823.6,1882.59,9731.54,5168.88,7577.04,9640.61,1621.81,9524.98,2341.79,3845.59,8794.9,7309.59,5452.18,3220.44,1472.74,4987.61
3.4,5747.54,1530.2,5824.99,1883.97,9732.93,5170.27,7578.43,9642,1623.2,9526.37,2343.18,3846.98,8796.29,7310.99,5453.57,3221.83,1474.13,4988.99
3.45,5748.94,1531.57,5826.38,1885.36,9734.32,5171.66,7579.82,9643.39,1624.59,9527.76,2344.57,3848.37,8797.68,7312.4,5454.96,3223.21,1475.52,4990.38
3.5,5750.34,1532.94,5827.77,1886.75,9735.71,5173.05,7581.21,9644.78,1625.98,9529.15,2345.97,3849.75,8799.08,7313.8,5456.35,3224.6,1476.91,4991.76
3.55,5751.73,1534.31,5829.16,1888.14,9737.1,5174.44,7582.6,9646.17,1627.37,9530.53,2347.36,3851.14,8800.47,7315.2,5457.74,3225.99,1478.3,4993.15
3.6,5753.13,1535.68,5830.55,1889.53,9738.49,5175.83,7583.99,9647.56,1628.76,9531.92,2348.75,3852.53,8801.86,7316.6,5459.13,3227.38,1479.7,4994.53
3.65,5754.52,1537.05,5831.94,1890.92,9739.87,5177.22,7585.38,9648.95,1630.15,9533.31,2350.14,3853.92,8803.25,7318,5460.52,3228.77,1481.09,4995.92
3.7,5755.92,1538.42,5833.32,1892.31,9741.26,5178.61,7586.77,9650.34,1631.54,9534.7,2351.54,3855.31,8804.65,7319.4,5461.91,3230.16,1482.48,4997.3
3.75,5757.32,1539.79,5834.71,1893.7,9742.65,5180,7588.16,9651.73,1632.92,9536.09,2352.93,3856.69,8806.04,7320.8,5463.3,3231.54,1483.87,4998.69
3.8,5758.71,1541.16,5836.1,1895.09,9744.04,5181.39,7589.55,9653.12,1634.31,9537.48,2354.32,3858.08,8807.43,7322.2,5464.68,3232.93,1485.26,5000.07
3.85,5760.11,1542.53,5837.49,1896.48,9745.43,5182.78,7590.94,9654.51,1635.7,9538.87,2355.71,3859.47,8808.82,7323.6,5466.07,3234.32,1486.65,5001.46
3.9,5761.5,1543.9,5838.88,1897.87,9746.82,5184.17,7592.33,9655.9,1637.09,9540.26,2357.11,3860.86,8810.22,7325,5467.46,3235.71,1488.05,5002.85
3.95,5762.9,1545.27,5840.27,1899.25,9748.21,5185.56,7593.72,9657.29,1638.48,9541.65,2358.5,3862.25,8811.61,7326.41,5468.85,3237.1,1489.44,5004.23
4,5764.3,1546.64,5841.66,1900.64,9749.6,5186.95,7595.12,9658.68,1639.87,9543.03,2359.89,3863.64,8813,7327.81,5470.24,3238.48,1490.83,5005.62
4.05,5765.69,1548.01,5843.05,1902.03,9750.99,5188.34,7596.51,9660.07,1641.26,9544.42,2361.28,3865.02,8814.39,7329.21,5471.63,3239.87,1492.22,5007
4.1,5767.09,1549.38,5844.44,1903.42,9752.37,5189.72,7597.9,9661.46,1642.65,9545.81,2362.68,3866.41,8815.79,7330.61,5473.02,3241.26,1493.61,5008.39
4.15,5768.48,1550.75,5845.82,1904.81,9753.76,5191.11,7599.29,9662.85,1644.04,9547.2,2364.07,3867.8,8817.18,7332.01,5474.41,3242.65,1495,5009.77
4.2,5769.88,1552.12,5847.21,1906.2,9755.15,5192.5,7600.68,9664.24,1645.42,9548.59,2365.46,3869.19,8818.57,7333.41,5475.8,3244.04,1496.39,5011.16
4.25,5771.28,1553.49,5848.6,1907.59,9756.54,5193.89,7602.07,9665.63,1646.81,9549.98,2366.85,3870.58,8819.96,7334.81,5477.18,3245.43,1497.79,5012.54
4.3,5772.67,1554.86,5849.99,1908.98,9757.93,5195.28,7603.46,9667.02,1648.2,9551.37,2368.25,3871.97,8821.36,7336.21,5478.57,3246.81,1499.18,5013.93
4.35,5774.07,1556.23,5851.38,1910.37,9759.32,5196.67,7604.85,9668.41,1649.59,9552.76,2369.64,3873.35,8822.75,7337.61,5479.96,3248.2,1500.57,5015.32
4.4,5775.46,1557.6,5852.77,1911.76,9760.71,5198.06,7606.24,9669.8,1650.98,9554.15,2371.03,3874.74,8824.14,7339.01,5481.35,3249.59,1501.96,5016.7
4.45,5776.86,1558.97,5854.16,1913.15,9762.1,5199.45,7607.63,9671.19,1652.37,9555.53,2372.42,3876.13,8825.53,7340.42,5482.74,3250.98,1503.35,5018.09
4.5,5778.26,1560.34,5855.55,1914.53,9763.49,5200.84,7609.02,9672.58,1653.76,9556.92,2373.82,3877.52,8826.93,7341.82,5484.13,3252.37,1504.74,5019.47
4.55,5779.65,1561.71,5856.94,1915.92,9764.87,5202.23,7610.41,9673.97,1655.15,9558.31,2375.21,3878.91,8828.32,7343.22,5485.52,3253.76,1506.14,5020.86
4.6,5781.05,1563.08,5858.32,1917.31,9766.26,5203.62,7611.8,9675.35,1656.54,9559.7,2376.6,3880.3,8829.71,7344.62,5486.91,3255.14,1507.53,5022.24
4.65,5782.44,1564.45,5859.71,1918.7,9767.65,5205.01,7613.2,9676.74,1657.92,9561.09,2377.99,3881.68,8831.11,7346.02,5488.3,3256.53,1508.92,5023.63
4.7,5783.84,1565.82,5861.1,1920.09,9769.04,5206.4,7614.59,9678.13,1659.31,9562.48,2379.39,3883.07,8832.5,7347.42,5489.68,3257.92,1510.31,5025.01
4.75,5785.23,1567.19,5862.49,1921.48,9770.43,5207.79,7615.98,9679.52,1660.7,9563.87,2380.78,3884.46,8833.89,7348.82,5491.07,3259.31,1511.7,5026.4
4.8,5786.63,1568.56,5863.88,1922.87,9771.82,5209.18,7617.37,9680.91,1662.09,9565.26,2382.17,3885.85,8835.28,7350.22,5492.46,3260.7,1513.09,5027.78
4.85,5788.03,1569.93,5865.27,1924.26,9773.21,5210.57,7618.76,9682.3,1663.48,9566.65,2383.56,3887.24,8836.68,7351.62,5493.85,3262.09,1514.49,5029.17
4.9,5789.42,1571.3,5866.66,1925.65,9774.6,5211.96,7620.15,9683.69,1664.87,9568.03,2384.96,3888.63,8838.07,7353.02,5495.24,3263.47,1515.88,5030.56
4.95,5790.82,1572.67,5868.05,1927.04,9775.99,5213.35,7621.54,9685.08,1666.26,9569.42,2386.35,3890.01,8839.46,7354.43,5496.63,3264.86,1517.27,5031.94
5,5792.21,1574.04,5869.44,1928.43,9777.37,5214.74,7622.93,9686.47,1667.65,9570.81,2387.74,3891.4,8840.85,7355.83,5498.02,3266.25,1518.66,5033.33
5.05,5793.61,1575.41,5870.82,1929.81,9778.76,5216.13,7624.32,9687.86,1669.04,9572.2,2389.13,3892.79,8842.25,7357.23,5499.41,3267.64,1520.05,5034.71
5.1,5795.01,1576.78,5872.21,1931.2,9780.15,5217.52,7625.71,9689.25,1670.42,9573.59,2390.52,3894.18,8843.64,7358.63,5500.8,3269.03,1521.44,5036.1
5.15,5796.4,1578.15,5873.6,1932.59,9781.54,5218.91,7627.1,9690.64,1671.81,9574.98,2391.92,3895.57,8845.03,7360.03,5502.18,3270.42,1522.84,5037.48
5.2,5797.8,1579.52,5874.99,1933.98,9782.93,5220.3,7628.49,9692.03,1673.2,9576.37,2393.31,3896.96,8846.42,7361.43,5503.57,3271.8,1524.23,5038.87
5.25,5799.19,1580.89,5876.38,1935.37,9784.32,5221.69,7629.88,9693.42,1674.59,9577.76,2394.7,3898.34,8847.82,7362.83,5504.96,3273.19,1525.62,5040.25
5.3,5800.59,1582.26,5877.77,1936.76,9785.71,5223.08,7631.28,9694.81,1675.98,9579.15,2396.09,3899.73,8849.21,7364.23,5506.35,3274.58,1527.01,5041.64
5.35,5801.99,1583.63,5879.16,1938.15,9787.1,5224.47,7632.67,9696.2,1677.37,9580.53,2397.49,3901.12,8850.6,7365.63,5507.74,3275.97,1528.4,5043.03
5.4,5803.38,1585,5880.55,1939.54,9788.49,5225.86,7634.06,9697.59,1678.76,9581.92,2398.88,3902.51,8851.99,7367.03,5509.13,3277.36,1529.79,5044.41
5.45,5804.78,1586.37,5881.94,1940.93,9789.87,5227.25,7635.45,9698.98,1680.15,9583.31,2400.27,3903.9,8853.39,7368.44,5510.52,3278.75,1531.19,5045.8
5.5,5806.17,1587.74,5883.32,1942.32,9791.26,5228.63,7636.84,9700.37,1681.54,9584.7,2401.66,3905.29,8854.78,7369.84,5511.91,3280.13,1532.58,5047.18
5.55,5807.57,1589.11,5884.71,1943.71,9792.65,5230.02,7638.23,9701.76,1682.92,9586.09,2403.06,3906.67,8856.17,7371.24,5513.3,3281.52,1533.97,5048.57
5.6,5808.97,1590.48,5886.1,1945.09,9794.04,5231.41,7639.62,9703.15,1684.31,9587.48,2404.45,3908.06,8857.56,7372.64,5514.68,3282.91,1535.36,5049.95
5.65,5810.36,1591.86,5887.49,1946.48,9795.43,5232.8,7641.01,9704.54,1685.7,9588.87,2405.84,3909.45,8858.96,7374.04,5516.07,3284.3,1536.75,5051.34
5.7,5811.76,1593.23,5888.88,1947.87,9796.82,5234.19,7642.4,9705.93,1687.09,9590.26,2407.23,3910.84,8860.35,7375.44,5517.46,3285.69,1538.14,5052.72
5.75,5813.15,1594.6,5890.27,1949.26,9798.21,5235.58,7643.79,9707.32,1688.48,9591.65,2408.63,3912.23,8861.74,7376.84,5518.85,3287.08,1539.54,5054.11
5.8,5814.55,1595.97,5891.66,1950.65,9799.6,5236.97,7645.18,9708.71,1689.87,9593.03,2410.02,3913.62,8863.13,7378.24,5520.24,3288.46,1540.93,5055.49
5.85,5815.95,1597.34,5893.05,1952.04,9800.99,5238.36,7646.57,9710.1,1691.26,9594.42,2411.41,3915,8864.53,7379.64,5521.63,3289.85,1542.32,5056.88
5.9,5817.34,1598.71,5894.44,1953.43,9802.37,5239.75,7647.96,9711.49,1692.65,9595.81,2412.8,3916.39,8865.92,7381.04,5523.02,3291.24,1543.71,5058.27
5.95,5818.74,1600.08,5895.82,1954.82,9803.76,5241.14,7649.36,9712.88,1694.04,9597.2,2414.2,3917.78,8867.31,7382.45,5524.41,3292.63,1545.1,5059.65
6,5820.13,1601.45,5897.21,1956.21,9805.15,5242.53,7650.75,9714.27,1695.42,9598.59,2415.59,3919.17,8868.7,7383.85,5525.8,3294.02,1546.49,5061.04
6.05,5821.53,1602.82,5898.6,1957.6,9806.54,5243.92,7652.14,9715.66,1696.81,9599.98,2416.98,3920.56,8870.1,7385.25,5527.18,3295.41,1547.89,5062.42
6.1,5822.93,1604.19,5899.99,1958.99,9807.93,5245.31,7653.53,9717.05,1698.2,9601.37,2418.37,3921.94,8871.49,7386.65,5528.57,3296.79,1549.28,5063.81
6.15,5824.32,1605.56,5901.38,1960.37,9809.32,5246.7,7654.92,9718.44,1699.59,9602.76,2419.77,3923.33,8872.88,7388.05,5529.96,3298.18,1550.67,5065.19
6.2,5825.72,1606.93,5902.77,1961.76,9810.71,5248.09,7656.31,9719.83,1700.98,9604.15,2421.16,3924.72,8874.27,7389.45,5531.35,3299.57,1552.06,5066.58
6.25,5827.11,1608.3,5904.16,1963.15,9812.1,5249.48,7657.7,9721.22,1702.37,9605.53,2422.55,3926.11,8875.67,7390.85,5532.74,3300.96,1553.45,5067.96
6.3,5828.51,1609.67,5905.55,1964.54,9813.49,5250.87,7659.09,9722.61,1703.76,9606.92,2423.94,3927.5,8877.06,7392.25,5534.13,3302.35,1554.84,5069.35
6.35,5829.9,1611.04,5906.94,1965.93,9814.87,5252.26,7660.48,9724,1705.15,9608.31,2425.34,3928.89,8878.45,7393.65,5535.52,3303.74,1556.24,5070.74
6.4,5831.3,1612.41,5908.32,1967.32,9816.26,5253.65,7661.87,9725.39,1706.54,9609.7,2426.73,3930.27,8879.84,7395.05,5536.91,3305.12,1557.63,5072.12
6.45,5832.7,1613.78,5909.71,1968.71,9817.65,5255.04,7663.26,9726.78,1707.92,9611.09,2428.12,3931.66,8881.24,7396.46,5538.3,3306.51,1559.02,5073.51
6.5,5834.09,1615.15,5911.1,1970.1,9819.04,5256.43,7664.65,9728.17,1709.31,9612.48,2429.51,3933.05,8882.63,7397.86,5539.68,3307.9,1560.41,5074.89
6.55,5835.49,1616.52,5912.49,1971.49,9820.43,5257.82,7666.04,9729.56,1710.7,9613.87,2430.91,3934.44,8884.02,7399.26,5541.07,3309.29,1561.8,5076.28
6.6,5836.88,1617.89,5913.88,1972.88,9821.82,5259.21,7667.44,9730.95,1712.09,9615.26,2432.3,3935.83,8885.41,7400.66,5542.46,3310.68,1563.19,5077.66
6.65,5838.28,1619.26,5915.27,1974.27,9823.21,5260.6,7668.83,9732.34,1713.48,9616.65,2433.69,3937.22,8886.81,7402.06,5543.85,3312.07,1564.59,5079.05
6.7,5839.68,1620.63,5916.66,1975.65,9824.6,5261.99,7670.22,9733.72,1714.87,9618.03,2435.08,3938.6,8888.2,7403.46,5545.24,3313.45,1565.98,5080.43
6.75,5841.07,1622,5918.05,1977.04,9825.99,5263.38,7671.61,9735.11,1716.26,9619.42,2436.48,3939.99,8889.59,7404.86,5546.63,3314.84,1567.37,5081.82
6.8,5842.47,1623.37,5919.44,1978.43,9827.37,5264.77,7673,9736.5,1717.65,9620.81,2437.87,3941.38,8890.98,7406.26,5548.02,3316.23,1568.76,5083.2
6.85,5843.86,1624.74,5920.82,1979.82,9828.76,5266.16,7674.39,9737.89,1719.04,9622.2,2439.26,3942.77,8892.38,7407.66,5549.41,3317.62,1570.15,5084.59
6.9,5845.26,1626.11,5922.21,1981.21,9830.15,5267.55,7675.78,9739.28,1720.42,9623.59,2440.65,3944.16,8893.77,7409.06,5550.8,3319.01,1571.54,5085.98
6.95,5846.66,1627.48,5923.6,1982.6,9831.54,5268.93,7677.17,9740.67,1721.81,9624.98,2442.05,3945.55,8895.16,7410.47,5552.18,3320.4,1572.93,5087.36
7,5848.05,1628.85,5924.99,1983.99,9832.93,5270.32,7678.56,9742.06,1723.2,9626.37,2443.44,3946.93,8896.55,7411.87,5553.57,3321.78,1574.33,5088.75
7.05,5849.45,1630.22,5926.38,1985.38,9834.32,5271.71,7679.95,9743.45,1724.59,9627.76,2444.83,3948.32,8897.95,7413.27,5554.96,3323.17,1575.72,5090.13
7.1,5850.84,1631.59,5927.77,1986.77,9835.71,5273.1,7681.34,9744.84,1725.98,9629.15,2446.22,3949.71,8899.34,7414.67,5556.35,3324.56,1577.11,5091.52
7.15,5852.24,1632.96,5929.16,1988.16,9837.1,5274.49,7682.73,9746.23,1727.37,9630.53,2447.62,3951.1,8900.73,7416.07,5557.74,3325.95,1578.5,5092.9
7.2,5853.64,1634.33,5930.55,1989.55,9838.49,5275.88,7684.12,9747.62,1728.76,9631.92,2449.01,3952.49,8902.12,7417.47,5559.13,3327.34,1579.89,5094.29
7.25,5855.03,1635.7,5931.94,1990.93,9839.87,5277.27,7685.52,9749.01,1730.15,9633.31,2450.4,3953.88,8903.52,7418.87,5560.52,3328.73,1581.28,5095.67
7.3,5856.43,1637.07,5933.32,1992.32,9841.26,5278.66,7686.91,9750.4,1731.54,9634.7,2451.79,3955.26,8904.91,7420.27,5561.91,3330.11,1582.68,5097.06
7.35,5857.82,1638.44,5934.71,1993.71,9842.65,5280.05,7688.3,9751.79,1732.92,9636.09,2453.18,3956.65,8906.3,7421.67,5563.3,3331.5,1584.07,5098.45
