time,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,N11,N12,N13,N14,N15,N16,N17,N18
55.3,7196.62,2953.65,7266.66,3325.84,1174.61,6612.82,9022.03,1084.55,3064.87,968.035,3788.63,5288.01,241.818,8765.34,6895.24,4662.88,2917.51,6427.29
55.35,7198.02,2955.02,7268.05,3327.23,1175.99,6614.21,9023.42,1085.94,3066.26,969.424,3790.02,5289.4,243.211,8766.74,6896.63,4664.26,2918.9,6428.68
55.4,7199.41,2956.39,7269.44,3328.62,1177.38,6615.6,9024.81,1087.33,3067.65,970.813,3791.41,5290.79,244.604,8768.14,6898.02,4665.65,2920.29,6430.06
55.45,7200.81,2957.76,7270.82,3330.01,1178.77,6616.99,9026.2,1088.72,3069.04,972.201,3792.81,5292.18,245.997,8769.54,6899.41,4667.04,2921.68,6431.45
55.5,7202.21,2959.14,7272.21,3331.39,1180.16,6618.38,9027.59,1090.11,3070.42,973.59,3794.2,5293.57,247.389,8770.95,6900.8,4668.43,2923.07,6432.83
55.55,7203.6,2960.51,7273.6,3332.78,1181.55,6619.77,9028.98,1091.5,3071.81,974.979,3795.59,5294.95,248.782,8772.35,6902.18,4669.82,2924.46,6434.22
55.6,7205,2961.88,7274.99,3334.17,1182.94,6621.16,9030.37,1092.89,3073.2,976.368,3796.98,5296.34,250.175,8773.75,6903.57,4671.2,2925.85,6435.61
55.65,7206.39,2963.25,7276.38,3335.56,1184.33,6622.55,9031.76,1094.28,3074.59,977.757,3798.38,5297.73,251.567,8775.15,6904.96,4672.59,2927.23,6436.99
55.7,7207.79,2964.63,7277.77,3336.95,1185.72,6623.94,9033.15,1095.67,3075.98,979.146,3799.77,5299.12,252.96,8776.55,6906.35,4673.98,2928.62,6438.38
55.75,7209.19,2966,7279.16,3338.34,1187.11,6625.33,9034.54,1097.06,3077.37,980.535,3801.16,5300.51,254.353,8777.95,6907.74,4675.37,2930.01,6439.76
55.8,7210.58,2967.37,7280.55,3339.73,1188.5,6626.72,9035.93,1098.45,3078.76,981.924,3802.55,5301.89,255.746,8779.35,6909.13,4676.76,2931.4,6441.15
55.85,7211.98,2968.74,7281.94,3341.12,1189.88,6628.11,9037.32,1099.84,3080.15,983.313,3803.95,5303.28,257.138,8780.75,6910.52,4678.15,2932.79,6442.54
55.9,7213.37,2970.12,7283.32,3342.51,1191.27,6629.5,9038.71,1101.23,3081.54,984.701,3805.34,5304.67,258.531,8782.16,6911.91,4679.53,2934.18,6443.92
55.95,7214.77,2971.49,7284.71,3343.9,1192.66,6630.89,9040.11,1102.62,3082.92,986.09,3806.73,5306.06,259.924,8783.56,6913.3,4680.92,2935.57,6445.31
56,7216.17,2972.86,7286.1,3345.28,1194.05,6632.28,9041.5,1104.01,3084.31,987.479,3808.12,5307.45,261.316,8784.96,6914.68,4682.31,2936.95,6446.69
56.05,7217.56,2974.23,7287.49,3346.67,1195.44,6633.67,9042.89,1105.4,3085.7,988.868,3809.52,5308.84,262.709,8786.36,6916.07,4683.7,2938.34,6448.08
56.1,7218.96,2975.61,7288.88,3348.06,1196.83,6635.06,9044.28,1106.79,3087.09,990.257,3810.91,5310.22,264.102,8787.76,6917.46,4685.09,2939.73,6449.46
56.15,7220.36,2976.98,7290.27,3349.45,1198.22,6636.45,9045.67,1108.18,3088.48,991.646,3812.3,5311.61,265.495,8789.16,6918.85,4686.48,2941.12,6450.85
56.2,7221.75,2978.35,7291.66,3350.84,1199.61,6637.84,9047.06,1109.57,3089.87,993.035,3813.7,5313,266.887,8790.56,6920.24,4687.86,2942.51,6452.24
56.25,7223.15,2979.72,7293.05,3352.23,1201,6639.23,9048.45,1110.96,3091.26,994.424,3815.09,5314.39,268.28,8791.96,6921.63,4689.25,2943.9,6453.62
56.3,7224.54,2981.1,7294.44,3353.62,1202.38,6640.62,9049.84,1112.35,3092.65,995.813,3816.48,5315.78,269.673,8793.36,6923.02,4690.64,2945.29,6455.01
56.35,7225.94,2982.47,7295.82,3355.01,1203.77,6642.01,9051.23,1113.74,3094.04,997.201,3817.87,5317.17,271.065,8794.77,6924.41,4692.03,2946.68,6456.39
56.4,7227.34,2983.84,7297.21,3356.4,1205.16,6643.4,9052.62,1115.12,3095.42,998.59,3819.27,5318.55,272.458,8796.17,6925.8,4693.42,2948.06,6457.78
56.45,7228.73,2985.21,7298.6,3357.79,1206.55,6644.79,9054.01,1116.51,3096.81,999.979,3820.66,5319.94,273.851,8797.57,6927.18,4694.81,2949.45,6459.16
56.5,7230.13,2986.59,7299.99,3359.18,1207.94,6646.18,9055.4,1117.9,3098.2,1001.37,3822.05,5321.33,275.243,8798.97,6928.57,4696.19,2950.84,6460.55
56.55,7231.52,2987.96,7301.38,3360.56,1209.33,6647.57,9056.79,1119.29,3099.59,1002.76,3823.44,5322.72,276.636,8800.37,6929.96,4697.58,2952.23,6461.94
56.6,7232.92,2989.33,7302.77,3361.95,1210.72,6648.96,9058.18,1120.68,3100.98,1004.15,3824.84,5324.11,278.029,8801.77,6931.35,4698.97,2953.62,6463.32
56.65,7234.32,2990.71,7304.16,3363.34,1212.11,6650.35,9059.58,1122.07,3102.37,1005.53,3826.23,5325.5,279.422,8803.17,6932.74,4700.36,2955.01,6464.71
56.7,7235.71,2992.08,7305.55,3364.73,1213.5,6651.74,9060.97,1123.46,3103.76,1006.92,3827.62,5326.88,280.814,8804.57,6934.13,4701.75,2956.4,6466.09
56.75,7237.11,2993.45,7306.94,3366.12,1214.89,6653.13,9062.36,1124.85,3105.15,1008.31,3829.01,5328.27,282.207,8805.98,6935.52,4703.14,2957.78,6467.48
56.8,7238.5,2994.82,7308.32,3367.51,1216.27,6654.52,9063.75,1126.24,3106.54,1009.7,3830.41,5329.66,283.6,8807.38,6936.91,4704.52,2959.17,6468.87
56.85,7239.9,2996.2,7309.71,3368.9,1217.66,6655.91,9065.14,1127.63,3107.92,1011.09,3831.8,5331.05,284.992,8808.78,6938.3,4705.91,2960.56,6470.25
56.9,7241.3,2997.57,7311.1,3370.29,1219.05,6657.3,9066.53,1129.02,3109.31,1012.48,3833.19,5332.44,286.385,8810.18,6939.68,4707.3,2961.95,6471.64
56.95,7242.69,2998.94,7312.49,3371.68,1220.44,6658.69,9067.92,1130.41,3110.7,1013.87,3834.58,5333.82,287.778,8811.58,6941.07,4708.69,2963.34,6473.02
57,7244.09,3000.31,7313.88,3373.07,1221.83,6660.08,9069.31,1131.8,3112.09,1015.26,3835.98,5335.21,289.171,8812.98,6942.46,4710.08,2964.73,6474.41
57.05,7245.49,3001.69,7315.27,3374.46,1223.22,6661.47,9070.7,1133.19,3113.48,1016.65,3837.37,5336.6,290.563,8814.38,6943.85,4711.46,2966.12,6475.79
57.1,7246.88,3003.06,7316.66,3375.84,1224.61,6662.86,9072.09,1134.58,3114.87,1018.03,3838.76,5337.99,291.956,8815.78,6945.24,4712.85,2967.5,6477.18
57.15,7248.28,3004.43,7318.05,3377.23,1226,6664.25,9073.48,1135.97,3116.26,1019.42,3840.16,5339.38,293.349,8817.19,6946.63,4714.24,2968.89,6478.57
57.2,7249.67,3005.8,7319.44,3378.62,1227.39,6665.64,9074.87,1137.36,3117.65,1020.81,3841.55,5340.77,294.741,8818.59,6948.02,4715.63,2970.28,6479.95
57.25,7251.07,3007.18,7320.82,3380.01,1228.78,6667.03,9076.26,1138.75,3119.04,1022.2,3842.94,5342.15,296.134,8819.99,6949.41,4717.02,2971.67,6481.34
57.3,7252.47,3008.55,7322.21,3381.4,1230.16,6668.42,9077.65,1140.14,3120.42,1023.59,3844.33,5343.54,297.527,8821.39,6950.8,4718.41,2973.06,6482.72
57.35,7253.86,3009.92,7323.6,3382.79,1231.55,6669.81,9079.05,1141.53,3121.81,1024.98,3845.73,5344.93,298.92,8822.79,6952.18,4719.79,2974.45,6484.11
57.4,7255.26,3011.29,7324.99,3384.18,1232.94,6671.2,9080.44,1142.92,3123.2,1026.37,3847.12,5346.32,300.312,8824.19,6953.57,4721.18,2975.84,6485.5
57.45,7256.65,3012.67,7326.38,3385.57,1234.33,6672.59,9081.83,1144.31,3124.59,1027.76,3848.51,5347.71,301.705,8825.59,6954.96,4722.57,2977.22,6486.88
57.5,7258.05,3014.04,7327.77,3386.96,1235.72,6673.97,9083.22,1145.7,3125.98,1029.15,3849.9,5349.1,303.098,8826.99,6956.35,4723.96,2978.61,6488.27
57.55,7259.45,3015.41,7329.16,3388.35,1237.11,6675.36,9084.61,1147.09,3127.37,1030.53,3851.3,5350.48,304.49,8828.4,6957.74,4725.35,2980,6489.65
57.6,7260.84,3016.78,7330.55,3389.73,1238.5,6676.75,9086,1148.48,3128.76,1031.92,3852.69,5351.87,305.883,8829.8,6959.13,4726.74,2981.39,6491.04
57.65,7262.24,3018.16,7331.94,3391.12,1239.89,6678.14,9087.39,1149.87,3130.15,1033.31,3854.08,5353.26,307.276,8831.2,6960.52,4728.12,2982.78,6492.42
57.7,7263.64,3019.53,7333.32,3392.51,1241.28,6679.53,9088.78,1151.26,3131.54,1034.7,3855.47,5354.65,308.669,8832.6,6961.91,4729.51,2984.17,6493.81
57.75,7265.03,3020.9,7334.71,3393.9,1242.66,6680.92,9090.17,1152.65,3132.92,1036.09,3856.87,5356.04,310.061,8834,6963.3,4730.9,2985.55,6495.2
57.8,7266.43,3022.27,7336.1,3395.29,1244.05,6682.31,9091.56,1154.04,3134.31,1037.48,3858.26,5357.43,311.454,8835.4,6964.68,4732.29,2986.94,6496.58
57.85,7267.82,3023.65,7337.49,3396.68,1245.44,6683.7,9092.95,1155.43,3135.7,1038.87,3859.65,5358.81,312.847,8836.8,6966.07,4733.68,2988.33,6497.97
57.9,7269.22,3025.02,7338.88,3398.07,1246.83,6685.09,9094.34,1156.82,3137.09,1040.26,3861.04,5360.2,314.239,8838.2,6967.46,4735.07,2989.72,6499.35
57.95,7270.62,3026.39,7340.27,3399.46,1248.22,6686.48,9095.73,1158.21,3138.48,1041.65,3862.44,5361.59,315.632,8839.61,6968.85,4736.45,2991.11,6500.74
58,7272.01,3027.76,7341.66,3400.85,1249.61,6687.87,9097.13,1159.6,3139.87,1043.03,3863.83,5362.98,317.025,8841.01,6970.24,4737.84,2992.5,6502.13
58.05,7273.41,3029.14,7343.05,3402.24,1251,6689.26,9098.52,1160.99,3141.26,1044.42,3865.22,5364.37,318.418,8842.41,6971.63,4739.23,2993.89,6503.51
58.1,7274.8,3030.51,7344.44,3403.63,1252.39,6690.65,9099.91,1162.38,3142.65,1045.81,3866.62,5365.75,319.81,8843.81,6973.02,4740.62,2995.27,6504.9
58.15,7276.2,3031.88,7345.82,3405.01,1253.78,6692.04,9101.3,1163.76,3144.04,1047.2,3868.01,5367.14,321.203,8845.21,6974.41,4742.01,2996.66,6506.28
58.2,7277.6,3033.26,7347.21,3406.4,1255.17,6693.43,9102.69,1165.15,3145.42,1048.59,3869.4,5368.53,322.596,8846.61,6975.8,4743.4,2998.05,6507.67
58.25,7278.99,3034.63,7348.6,3407.79,1256.55,6694.82,9104.08,1166.54,3146.81,1049.98,3870.79,5369.92,323.988,8848.01,6977.18,4744.78,2999.44,6509.05
58.3,7280.39,3036,7349.99,3409.18,1257.94,6696.21,9105.47,1167.93,3148.2,1051.37,3872.19,5371.31,325.381,8849.41,6978.57,4746.17,3000.83,6510.44
58.35,7281.79,3037.37,7351.38,3410.57,1259.33,6697.6,9106.86,1169.32,3149.59,1052.76,3873.58,5372.7,326.774,8850.82,6979.96,4747.56,3002.22,6511.83
58.4,7283.18,3038.75,7352.77,3411.96,1260.72,6698.99,9108.25,1170.71,3150.98,1054.15,3874.97,5374.08,328.167,8852.22,6981.35,4748.95,3003.61,6513.21
58.45,7284.58,3040.12,7354.16,3413.35,1262.11,6700.38,9109.64,1172.1,3152.37,1055.53,3876.36,5375.47,329.559,8853.62,6982.74,4750.34,3004.99,6514.6
58.5,7285.97,3041.49,7355.55,3414.74,1263.5,6701.77,9111.03,1173.49,3153.76,1056.92,3877.76,5376.86,330.952,8855.02,6984.13,4751.72,3006.38,6515.98
58.55,7287.37,3042.86,7356.94,3416.13,1264.89,6703.16,9112.42,1174.88,3155.15,1058.31,3879.15,5378.25,332.345,8856.42,6985.52,4753.11,3007.77,6517.37
58.6,7288.77,3044.24,7358.32,3417.52,1266.28,6704.55,9113.81,1176.27,3156.54,1059.7,3880.54,5379.64,333.737,8857.82,6986.91,4754.5,3009.16,6518.75
58.65,7290.16,3045.61,7359.71,3418.91,1267.67,6705.94,9115.2,1177.66,3157.92,1061.09,3881.93,5381.03,335.13,8859.22,6988.3,4755.89,3010.55,6520.14
58.7,7291.56,3046.98,7361.1,3420.29,1269.05,6707.33,9116.6,1179.05,3159.31,1062.48,3883.33,5382.41,336.523,8860.62,6989.68,4757.28,3011.94,6521.53
58.75,7292.95,3048.35,7362.49,3421.68,1270.44,6708.72,9117.99,1180.44,3160.7,1063.87,3884.72,5383.8,337.916,8862.02,6991.07,4758.67,3013.32,6522.91
58.8,7294.35,3049.73,7363.88,3423.07,1271.83,6710.11,9119.38,1181.83,3162.09,1065.26,3886.11,5385.19,339.308,8863.43,6992.46,4760.05,3014.71,6524.3
58.85,7295.75,3051.1,7365.27,3424.46,1273.22,6711.5,9120.77,1183.22,3163.48,1066.65,3887.51,5386.58,340.701,8864.83,6993.85,4761.44,3016.1,6525.68
58.9,7297.14,3052.47,7366.66,3425.85,1274.61,6712.89,9122.16,1184.61,3164.87,1068.03,3888.9,5387.97,342.094,8866.23,6995.24,4762.83,3017.49,6527.07
58.95,7298.54,3053.84,7368.05,3427.24,1276,6714.28,9123.55,1186,3166.26,1069.42,3890.29,5389.36,343.486,8867.63,6996.63,4764.22,3018.88,6528.46
59,7299.93,3055.22,7369.44,3428.63,1277.39,6715.67,9124.94,1187.39,3167.65,1070.81,3891.68,5390.74,344.879,8869.03,6998.02,4765.61,3020.27,6529.84
59.05,7301.33,3056.59,7370.82,3430.02,1278.78,6717.06,9126.33,1188.78,3169.04,1072.2,3893.08,5392.13,346.272,8870.43,6999.41,4767,3021.66,6531.23
59.1,7302.73,3057.96,7372.21,3431.41,1280.17,6718.45,9127.72,1190.17,3170.42,1073.59,3894.47,5393.52,347.665,8871.83,7000.8,4768.38,3023.04,6532.61
59.15,7304.12,3059.34,7373.6,3432.8,1281.56,6719.84,9129.11,1191.56,3171.81,1074.98,3895.86,5394.91,349.057,8873.23,7002.18,4769.77,3024.43,6534
59.2,7305.52,3060.71,7374.99,3434.18,1282.94,6721.23,9130.5,1192.95,3173.2,1076.37,3897.25,5396.3,350.45,8874.64,7003.57,4771.16,3025.82,6535.38
59.25,7306.92,3062.08,7376.38,3435.57,1284.33,6722.62,9131.89,1194.34,3174.59,1077.76,3898.65,5397.68,351.843,8876.04,7004.96,4772.55,3027.21,6536.77
59.3,7308.31,3063.45,7377.77,3436.96,1285.72,6724.01,9133.28,1195.73,3175.98,1079.15,3900.04,5399.07,353.236,8877.44,7006.35,4773.94,3028.6,6538.16
59.35,7309.71,3064.83,7379.16,3438.35,1287.11,6725.4,9134.67,1197.12,3177.37,1080.53,3901.43,5400.46,354.628,8878.84,7007.74,4775.33,3029.99,6539.54
59.4,7311.1,3066.2,7380.55,3439.74,1288.5,6726.79,9136.07,1198.51,3178.76,1081.92,3902.82,5401.85,356.021,8880.24,7009.13,4776.71,3031.37,6540.93
59.45,7312.5,3067.57,7381.94,3441.13,1289.89,6728.18,9137.46,1199.9,3180.15,1083.31,3904.22,5403.24,357.414,8881.64,7010.52,4778.1,3032.76,6542.31
59.5,7313.9,3068.94,7383.32,3442.52,1291.28,6729.57,9138.85,1201.29,3181.54,1084.7,3905.61,5404.63,358.806,8883.04,7011.91,4779.49,3034.15,6543.7
59.55,7315.29,3070.32,7384.71,3443.91,1292.67,6730.96,9140.24,1202.68,3182.92,1086.09,3907,5406.01,360.199,8884.44,7013.3,4780.88,3035.54,6545.09
59.6,7316.69,3071.69,7386.1,3445.3,1294.06,6732.35,9141.63,1204.07,3184.31,1087.48,3908.39,5407.4,361.592,8885.85,7014.68,4782.27,3036.93,6546.47
59.65,7318.08,3073.06,7387.49,3446.69,1295.45,6733.74,9143.02,1205.46,3185.7,1088.87,3909.79,5408.79,362.985,8887.25,7016.07,4783.66,3038.32,6547.86
59.7,7319.48,3074.43,7388.88,3448.08,1296.83,6735.13,9144.41,1206.85,3187.09,1090.26,3911.18,5410.18,364.377,8888.65,7017.46,4785.04,3039.7,6549.24
59.75,7320.88,3075.81,7390.27,3449.46,1298.22,6736.52,9145.8,1208.24,3188.48,1091.65,3912.57,5411.57,365.77,8890.05,7018.85,4786.43,3041.09,6550.63
59.8,7322.27,3077.18,7391.66,3450.85,1299.61,6737.91,9147.19,1209.63,3189.87,1093.03,3913.97,5412.96,367.163,8891.45,7020.24,4787.82,3042.48,6552.01
59.85,7323.67,3078.55,7393.05,3452.24,1301,6739.3,9148.58,1211.02,3191.26,1094.42,3915.36,5414.34,368.555,8892.85,7021.63,4789.21,3043.87,6553.4
59.9,7325.07,3079.93,7394.44,3453.63,1302.39,6740.69,9149.97,1212.4,3192.65,1095.81,3916.75,5415.73,369.948,8894.25,7023.02,4790.6,3045.26,6554.79
59.95,7326.46,3081.3,7395.82,3455.02,1303.78,6742.08,9151.36,1213.79,3194.04,1097.2,3918.14,5417.12,371.341,8895.65,7024.41,4791.98,3046.65,6556.17
60,7327.86,3082.67,7397.21,3456.41,1305.17,6743.47,9152.75,1215.18,3195.42,1098.59,3919.54,5418.51,372.734,8897.06,7025.8,4793.37,3048.03,6557.56
60.05,7329.25,3084.04,7398.6,3457.8,1306.56,6744.86,9154.14,1216.57,3196.81,1099.98,3920.93,5419.9,374.126,8898.46,7027.18,4794.76,3049.42,6558.94
60.1,7330.65,3085.42,7399.99,3459.19,1307.95,6746.25,9155.54,1217.96,3198.2,1101.37,3922.32,5421.29,375.519,8899.86,7028.57,4796.15,3050.81,6560.33
60.15,7332.05,3086.79,7401.38,3460.58,1309.33,6747.64,9156.93,1219.35,3199.59,1102.76,3923.71,5422.67,376.912,8901.26,7029.96,4797.54,3052.2,6561.72
60.2,7333.44,3088.16,7402.77,3461.97,1310.72,6749.03,9158.32,1220.74,3200.98,1104.15,3925.11,5424.06,378.305,8902.66,7031.35,4798.93,3053.59,6563.1
60.25,7334.84,3089.53,7404.16,3463.35,1312.11,6750.42,9159.71,1222.13,3202.37,1105.53,3926.5,5425.45,379.697,8904.06,7032.74,4800.31,3054.98,6564.49
60.3,7336.23,3090.91,7405.55,3464.74,1313.5,6751.81,9161.1,1223.52,3203.76,1106.92,3927.89,5426.84,381.09,8905.46,7034.13,4801.7,3056.36,6565.87
60.35,7337.63,3092.28,7406.94,3466.13,1314.89,6753.2,9162.49,1224.91,3205.15,1108.31,3929.28,5428.23,382.483,8906.86,7035.52,4803.09,3057.75,6567.26
60.4,7339.03,3093.65,7408.32,3467.52,1316.28,6754.59,9163.88,1226.3,3206.54,1109.7,3930.68,5429.61,383.875,8908.27,7036.91,4804.48,3059.14,6568.64
60.45,7340.42,3095.02,7409.71,3468.91,1317.67,6755.98,9165.27,1227.69,3207.92,1111.09,3932.07,5431,385.268,8909.67,7038.3,4805.87,3060.53,6570.03
60.5,7341.82,3096.4,7411.1,3470.3,1319.06,6757.37,9166.66,1229.08,3209.31,1112.48,3933.46,5432.39,386.661,8911.07,7039.68,4807.26,3061.92,6571.42
60.55,7343.22,3097.77,7412.49,3471.69,1320.45,6758.76,9168.05,1230.47,3210.7,1113.87,3934.86,5433.78,388.054,8912.47,7041.07,4808.64,3063.31,6572.8
60.6,7344.61,3099.14,7413.88,3473.08,1321.84,6760.15,9169.44,1231.86,3212.09,1115.26,3936.25,5435.17,389.446,8913.87,7042.46,4810.03,3064.69,6574.19
60.65,7346.01,3100.52,7415.27,3474.47,1323.22,6761.54,9170.83,1233.25,3213.48,1116.65,3937.64,5436.56,390.839,8915.27,7043.85,4811.42,3066.08,6575.57
60.7,7347.4,3101.89,7416.66,3475.86,1324.61,6762.93,9172.22,1234.64,3214.87,1118.03,3939.03,5437.94,392.232,8916.67,7045.24,4812.81,3067.47,6576.96
60.75,7348.8,3103.26,7418.05,3477.25,1326,6764.32,9173.62,1236.03,3216.26,1119.42,3940.43,5439.33,393.624,8918.07,7046.63,4814.2,3068.86,6578.35
60.8,7350.2,3104.63,7419.44,3478.63,1327.39,6765.71,9175.01,1237.42,3217.65,1120.81,3941.82,5440.72,395.017,8919.48,7048.02,4815.59,3070.25,6579.73
60.85,7351.59,3106.01,7420.82,3480.02,1328.78,6767.1,9176.4,1238.81,3219.04,1122.2,3943.21,5442.11,396.41,8920.88,7049.41,4816.97,3071.64,6581.12
60.9,7352.99,3107.38,7422.21,3481.41,1330.17,6768.49,9177.79,1240.2,3220.42,1123.59,3944.6,5443.5,397.803,8922.28,7050.8,4818.36,3073.02,6582.5
60.95,7354.38,3108.75,7423.6,3482.8,1331.56,6769.87,9179.18,1241.59,3221.81,1124.98,3946,5444.89,399.195,8923.68,7052.18,4819.75,3074.41,6583.89
61,7355.78,3110.12,7424.99,3484.19,1332.95,6771.26,9180.57,1242.98,3223.2,1126.37,3947.39,5446.27,400.588,8925.08,7053.57,4821.14,3075.8,6585.27
61.05,7357.18,3111.5,7426.38,3485.58,1334.34,6772.65,9181.96,1244.37,3224.59,1127.76,3948.78,5447.66,401.981,8926.48,7054.96,4822.53,3077.19,6586.66
61.1,7358.57,3112.87,7427.77,3486.97,1335.73,6774.04,9183.35,1245.76,3225.98,1129.15,3950.17,5449.05,403.374,8927.88,7056.35,4823.92,3078.58,6588.05
61.15,7359.97,3114.24,7429.16,3488.36,1337.11,6775.43,9184.74,1247.15,3227.37,1130.53,3951.57,5450.44,404.766,8929.28,7057.74,4825.3,3079.97,6589.43
61.2,7361.37,3115.62,7430.55,3489.75,1338.5,6776.82,9186.13,1248.54,3228.76,1131.92,3952.96,5451.83,406.159,8930.69,7059.13,4826.69,3081.35,6590.82
61.25,7362.76,3116.99,7431.94,3491.14,1339.89,6778.21,9187.52,1249.93,3230.15,1133.31,3954.35,5453.22,407.552,8932.09,7060.52,4828.08,3082.74,6592.2
61.3,7364.16,3118.36,7433.32,3492.53,1341.28,6779.6,9188.91,1251.32,3231.54,1134.7,3955.74,5454.6,408.944,8933.49,7061.91,4829.47,3084.13,6593.59
61.35,7365.55,3119.73,7434.71,3493.91,1342.67,6780.99,9190.3,1252.71,3232.92,1136.09,3957.14,5455.99,410.337,8934.89,7063.3,4830.86,3085.52,6594.98
61.4,7366.95,3121.11,7436.1,3495.3,1344.06,6782.38,9191.69,1254.1,3234.31,1137.48,3958.53,5457.38,411.73,8936.29,7064.68,4832.24,3086.91,6596.36
61.45,7368.35,3122.48,7437.49,3496.69,1345.45,6783.77,9193.09,1255.49,3235.7,1138.87,3959.92,5458.77,413.123,8937.69,7066.07,4833.63,3088.29,6597.75
61.5,7369.74,3123.85,7438.88,3498.08,1346.84,6785.16,9194.48,1256.88,3237.09,1140.26,3961.32,5460.16,414.515,8939.09,7067.46,4835.02,3089.68,6599.13
61.55,7371.14,3125.22,7440.27,3499.47,1348.23,6786.55,9195.87,1258.27,3238.48,1141.65,3962.71,5461.54,415.908,8940.49,7068.85,4836.41,3091.07,6600.52
61.6,7372.53,3126.6,7441.66,3500.86,1349.61,6787.94,9197.26,1259.66,3239.87,1143.03,3964.1,5462.93,417.301,8941.9,7070.24,4837.8,3092.46,6601.9
61.65,7373.93,3127.97,7443.05,3502.25,1351,6789.33,9198.65,1261.04,3241.26,1144.42,3965.49,5464.32,418.694,8943.3,7071.63,4839.19,3093.85,6603.29
61.7,7375.33,3129.34,7444.44,3503.64,1352.39,6790.72,9200.04,1262.43,3242.65,1145.81,3966.89,5465.71,420.086,8944.7,7073.02,4840.57,3095.24,6604.68
61.75,7376.72,3130.72,7445.82,3505.03,1353.78,6792.11,9201.43,1263.82,3244.04,1147.2,3968.28,5467.1,421.479,8946.1,7074.41,4841.96,3096.62,6606.06
61.8,7378.12,3132.09,7447.21,3506.42,1355.17,6793.5,9202.82,1265.21,3245.42,1148.59,3969.67,5468.49,422.872,8947.5,7075.8,4843.35,3098.01,6607.45
61.85,7379.52,3133.46,7448.6,3507.8,1356.56,6794.89,9204.21,1266.6,3246.81,1149.98,3971.06,5469.87,424.265,8948.9,7077.18,4844.74,3099.4,6608.83
61.9,7380.91,3134.83,7449.99,3509.19,1357.95,6796.28,9205.6,1267.99,3248.2,1151.37,3972.46,5471.26,425.657,8950.3,7078.57,4846.13,3100.79,6610.22
61.95,7382.31,3136.21,7451.38,3510.58,1359.34,6797.67,9206.99,1269.38,3249.59,1152.76,3973.85,5472.65,427.05,8951.7,7079.96,4847.52,3102.18,6611.61
62,7383.7,3137.58,7452.77,3511.97,1360.73,6799.06,9208.38,1270.77,3250.98,1154.15,3975.24,5474.04,428.443,8953.11,7081.35,4848.9,3103.57,6612.99
62.05,7385.1,3138.95,7454.16,3513.36,1362.12,6800.45,9209.77,1272.16,3252.37,1155.53,3976.63,5475.43,429.835,8954.51,7082.74,4850.29,3104.95,6614.38
62.1,7386.5,3140.32,7455.55,3514.75,1363.5,6801.84,9211.16,1273.55,3253.76,1156.92,3978.03,5476.82,431.228,8955.91,7084.13,4851.68,3106.34,6615.76
62.15,7387.89,3141.7,7456.94,3516.14,1364.89,6803.23,9212.56,1274.94,3255.15,1158.31,3979.42,5478.2,432.621,8957.31,7085.52,4853.07,3107.73,6617.15
62.2,7389.29,3143.07,7458.32,3517.53,1366.28,6804.62,9213.95,1276.33,3256.54,1159.7,3980.81,5479.59,434.014,8958.71,7086.91,4854.46,3109.12,6618.53
62.25,7390.68,3144.44,7459.71,3518.92,1367.67,6806.01,9215.34,1277.72,3257.92,1161.09,3982.21,5480.98,435.406,8960.11,7088.3,4855.85,3110.51,6619.92
62.3,7392.08,3145.82,7461.1,3520.31,1369.06,6807.4,9216.73,1279.11,3259.31,1162.48,3983.6,5482.37,436.799,8961.51,7089.68,4857.23,3111.89,6621.31
62.35,7393.48,3147.19,7462.49,3521.7,1370.45,6808.79,9218.12,1280.5,3260.7,1163.87,3984.99,5483.76,438.192,8962.91,7091.07,4858.62,3113.28,6622.69
62.4,7394.87,3148.56,7463.88,3523.08,1371.84,6810.18,9219.51,1281.89,3262.09,1165.26,3986.38,5485.15,439.585,8964.32,7092.46,4860.01,3114.67,6624.08
62.45,7396.27,3149.93,7465.27,3524.47,1373.23,6811.57,9220.9,1283.28,3263.48,1166.65,3987.78,5486.53,440.977,8965.72,7093.85,4861.4,3116.06,6625.46
62.5,7397.67,3151.31,7466.66,3525.86,1374.62,6812.96,9222.29,1284.67,3264.87,1168.03,3989.17,5487.92,442.37,8967.12,7095.24,4862.79,3117.44,6626.85
62.55,7399.06,3152.68,7468.05,3527.25,1376.01,6814.35,9223.68,1286.06,3266.26,1169.42,3990.56,5489.31,443.763,8968.52,7096.63,4864.18,3118.83,6628.24
62.6,7400.46,3154.05,7469.44,3528.64,1377.39,6815.74,9225.07,1287.45,3267.65,1170.81,3991.95,5490.7,445.155,8969.92,7098.02,4865.56,3120.22,6629.62
62.65,7401.85,3155.43,7470.82,3530.03,1378.78,6817.13,9226.46,1288.84,3269.04,1172.2,3993.35,5492.09,446.548,8971.32,7099.41,4866.95,3121.61,6631.01
62.7,7403.25,3156.8,7472.21,3531.42,1380.17,6818.52,9227.85,1290.23,3270.42,1173.59,3994.74,5493.47,447.941,8972.72,7100.8,4868.34,3122.99,6632.39
62.75,7404.65,3158.17,7473.6,3532.81,1381.56,6819.91,9229.24,1291.62,3271.81,1174.98,3996.13,5494.86,449.334,8974.12,7102.18,4869.73,3124.38,6633.78
