time,N1,N2,N3,N4,N5,N6,N7,N8
64.9,5605.06,858.011,1757.67,6563.88,1619.59,5844.17,3573.04,639.451
64.95,5606.44,859.4,1759.06,6565.28,1620.98,5845.56,3574.43,640.832
65,5607.83,860.789,1760.45,6566.68,1622.37,5846.95,3575.82,642.213
65.05,5609.22,862.178,1761.84,6568.08,1623.76,5848.34,3577.21,643.594
65.1,5610.61,863.566,1763.22,6569.49,1625.16,5849.73,3578.6,644.975
65.15,5612,864.955,1764.61,6570.89,1626.55,5851.11,3579.99,646.356
65.2,5613.39,866.344,1766,6572.29,1627.94,5852.5,3581.38,647.737
65.25,5614.78,867.733,1767.39,6573.69,1629.33,5853.89,3582.78,649.118
65.3,5616.17,869.122,1768.78,6575.09,1630.72,5855.28,3584.17,650.499
65.35,5617.56,870.511,1770.17,6576.49,1632.12,5856.67,3585.56,651.88
65.4,5618.95,871.9,1771.56,6577.89,1633.51,5858.06,3586.95,653.262
65.45,5620.34,873.289,1772.95,6579.29,1634.9,5859.45,3588.34,654.643
65.5,5621.73,874.678,1774.34,6580.69,1636.29,5860.84,3589.73,656.024
65.55,5623.12,876.066,1775.72,6582.1,1637.68,5862.23,3591.12,657.405
65.6,5624.51,877.455,1777.11,6583.5,1639.08,5863.61,3592.51,658.786
65.65,5625.9,878.844,1778.5,6584.9,1640.47,5865,3593.9,660.167
65.7,5627.29,880.233,1779.89,6586.3,1641.86,5866.39,3595.29,661.548
65.75,5628.68,881.622,1781.28,6587.7,1643.25,5867.78,3596.68,662.929
65.8,5630.07,883.011,1782.67,6589.1,1644.64,5869.17,3598.08,664.31
65.85,5631.45,884.4,1784.06,6590.5,1646.03,5870.56,3599.47,665.691
65.9,5632.84,885.789,1785.45,6591.9,1647.43,5871.95,3600.86,667.072
65.95,5634.23,887.178,1786.84,6593.3,1648.82,5873.34,3602.25,668.453
66,5635.62,888.566,1788.22,6594.7,1650.21,5874.73,3603.64,669.834
66.05,5637.01,889.955,1789.61,6596.11,1651.6,5876.11,3605.03,671.215
66.1,5638.4,891.344,1791,6597.51,1652.99,5877.5,3606.42,672.596
66.15,5639.79,892.733,1792.39,6598.91,1654.39,5878.89,3607.81,673.977
66.2,5641.18,894.122,1793.78,6600.31,1655.78,5880.28,3609.2,675.358
66.25,5642.57,895.511,1795.17,6601.71,1657.17,5881.67,3610.59,676.74
66.3,5643.96,896.9,1796.56,6603.11,1658.56,5883.06,3611.98,678.121
66.35,5645.35,898.289,1797.95,6604.51,1659.95,5884.45,3613.38,679.502
66.4,5646.74,899.678,1799.34,6605.91,1661.35,5885.84,3614.77,680.883
66.45,5648.13,901.066,1800.72,6607.31,1662.74,5887.23,3616.16,682.264
66.5,5649.52,902.455,1802.11,6608.72,1664.13,5888.61,3617.55,683.645
66.55,5650.91,903.844,1803.5,6610.12,1665.52,5890,3618.94,685.026
66.6,5652.3,905.233,1804.89,6611.52,1666.91,5891.39,3620.33,686.407
66.65,5653.69,906.622,1806.28,6612.92,1668.3,5892.78,3621.72,687.788
66.7,5655.08,908.011,1807.67,6614.32,1669.7,5894.17,3623.11,689.169
66.75,5656.47,909.4,1809.06,6615.72,1671.09,5895.56,3624.5,690.55
66.8,5657.85,910.789,1810.45,6617.12,1672.48,5896.95,3625.89,691.931
66.85,5659.24,912.178,1811.84,6618.52,1673.87,5898.34,3627.29,693.312
66.9,5660.63,913.566,1813.22,6619.92,1675.26,5899.73,3628.68,694.693
66.95,5662.02,914.955,1814.61,6621.33,1676.66,5901.11,3630.07,696.074
67,5663.41,916.344,1816,6622.73,1678.05,5902.5,3631.46,697.456
67.05,5664.8,917.733,1817.39,6624.13,1679.44,5903.89,3632.85,698.837
67.1,5666.19,919.122,1818.78,6625.53,1680.83,5905.28,3634.24,700.218
67.15,5667.58,920.511,1820.17,6626.93,1682.22,5906.67,3635.63,701.599
67.2,5668.97,921.9,1821.56,6628.33,1683.61,5908.06,3637.02,702.98
67.25,5670.36,923.289,1822.95,6629.73,1685.01,5909.45,3638.41,704.361
67.3,5671.75,924.678,1824.34,6631.13,1686.4,5910.84,3639.8,705.742
67.35,5673.14,926.066,1825.72,6632.53,1687.79,5912.23,3641.19,707.123
67.4,5674.53,927.455,1827.11,6633.93,1689.18,5913.61,3642.59,708.504
67.45,5675.92,928.844,1828.5,6635.34,1690.57,5915,3643.98,709.885
67.5,5677.31,930.233,1829.89,6636.74,1691.97,5916.39,3645.37,711.266
67.55,5678.7,931.622,1831.28,6638.14,1693.36,5917.78,3646.76,712.647
67.6,5680.09,933.011,1832.67,6639.54,1694.75,5919.17,3648.15,714.028
67.65,5681.48,934.4,1834.06,6640.94,1696.14,5920.56,3649.54,715.41
67.7,5682.86,935.789,1835.45,6642.34,1697.53,5921.95,3650.93,716.791
67.75,5684.25,937.178,1836.84,6643.74,1698.93,5923.34,3652.32,718.172
67.8,5685.64,938.566,1838.22,6645.14,1700.32,5924.73,3653.71,719.553
67.85,5687.03,939.955,1839.61,6646.54,1701.71,5926.11,3655.1,720.934
67.9,5688.42,941.344,1841,6647.95,1703.1,5927.5,3656.5,722.315
67.95,5689.81,942.733,1842.39,6649.35,1704.49,5928.89,3657.89,723.696
68,5691.2,944.122,1843.78,6650.75,1705.88,5930.28,3659.28,725.077
68.05,5692.59,945.511,1845.17,6652.15,1707.28,5931.67,3660.67,726.458
68.1,5693.98,946.9,1846.56,6653.55,1708.67,5933.06,3662.06,727.839
68.15,5695.37,948.289,1847.95,6654.95,1710.06,5934.45,3663.45,729.22
68.2,5696.76,949.678,1849.34,6656.35,1711.45,5935.84,3664.84,730.601
68.25,5698.15,951.066,1850.72,6657.75,1712.84,5937.23,3666.23,731.983
68.3,5699.54,952.455,1852.11,6659.15,1714.24,5938.61,3667.62,733.364
68.35,5700.93,953.844,1853.5,6660.56,1715.63,5940,3669.01,734.745
68.4,5702.32,955.233,1854.89,6661.96,1717.02,5941.39,3670.4,736.126
68.45,5703.71,956.622,1856.28,6663.36,1718.41,5942.78,3671.8,737.507
68.5,5705.1,958.011,1857.67,6664.76,1719.8,5944.17,3673.19,738.888
68.55,5706.49,959.4,1859.06,6666.16,1721.2,5945.56,3674.58,740.269
68.6,5707.87,960.789,1860.45,6667.56,1722.59,5946.95,3675.97,741.65
68.65,5709.26,962.178,1861.84,6668.96,1723.98,5948.34,3677.36,743.031
68.7,5710.65,963.566,1863.22,6670.36,1725.37,5949.73,3678.75,744.412
68.75,5712.04,964.955,1864.61,6671.76,1726.76,5951.11,3680.14,745.793
68.8,5713.43,966.344,1866,6673.16,1728.15,5952.5,3681.53,747.175
68.85,5714.82,967.733,1867.39,6674.57,1729.55,5953.89,3682.92,748.556
68.9,5716.21,969.122,1868.78,6675.97,1730.94,5955.28,3684.31,749.937
68.95,5717.6,970.511,1870.17,6677.37,1732.33,5956.67,3685.7,751.318
69,5718.99,971.9,1871.56,6678.77,1733.72,5958.06,3687.1,752.699
69.05,5720.38,973.289,1872.95,6680.17,1735.11,5959.45,3688.49,754.08
69.1,5721.77,974.678,1874.34,6681.57,1736.51,5960.84,3689.88,755.461
69.15,5723.16,976.066,1875.72,6682.97,1737.9,5962.23,3691.27,756.842
69.2,5724.55,977.455,1877.11,6684.37,1739.29,5963.61,3692.66,758.223
69.25,5725.94,978.844,1878.5,6685.77,1740.68,5965,3694.05,759.604
69.3,5727.33,980.233,1879.89,6687.18,1742.07,5966.39,3695.44,760.986
69.35,5728.72,981.622,1881.28,6688.58,1743.46,5967.78,3696.83,762.367
69.4,5730.11,983.011,1882.67,6689.98,1744.86,5969.17,3698.22,763.748
69.45,5731.5,984.4,1884.06,6691.38,1746.25,5970.56,3699.61,765.129
69.5,5732.89,985.789,1885.45,6692.78,1747.64,5971.95,3701.01,766.51
69.55,5734.27,987.178,1886.84,6694.18,1749.03,5973.34,3702.4,767.891
69.6,5735.66,988.566,1888.22,6695.58,1750.42,5974.73,3703.79,769.272
69.65,5737.05,989.955,1889.61,6696.98,1751.82,5976.11,3705.18,770.653
69.7,5738.44,991.344,1891,6698.38,1753.21,5977.5,3706.57,772.034
69.75,5739.83,992.733,1892.39,6699.78,1754.6,5978.89,3707.96,773.415
69.8,5741.22,994.122,1893.78,6701.19,1755.99,5980.28,3709.35,774.797
69.85,5742.61,995.511,1895.17,6702.59,1757.38,5981.67,3710.74,776.178
69.9,5744,996.9,1896.56,6703.99,1758.78,5983.06,3712.13,777.559
69.95,5745.39,998.289,1897.95,6705.39,1760.17,5984.45,3713.52,778.94
70,5746.78,999.678,1899.34,6706.79,1761.56,5985.84,3714.91,780.321
70.05,5748.17,1001.07,1900.72,6708.19,1762.95,5987.23,3716.31,781.702
70.1,5749.56,1002.46,1902.11,6709.59,1764.34,5988.61,3717.7,783.083
70.15,5750.95,1003.84,1903.5,6710.99,1765.73,5990,3719.09,784.464
70.2,5752.34,1005.23,1904.89,6712.39,1767.13,5991.39,3720.48,785.845
70.25,5753.73,1006.62,1906.28,6713.8,1768.52,5992.78,3721.87,787.227
70.3,5755.12,1008.01,1907.67,6715.2,1769.91,5994.17,3723.26,788.608
70.35,5756.51,1009.4,1909.06,6716.6,1771.3,5995.56,3724.65,789.989
70.4,5757.9,1010.79,1910.45,6718,1772.69,5996.95,3726.04,791.37
70.45,5759.28,1012.18,1911.84,6719.4,1774.09,5998.34,3727.43,792.751
70.5,5760.67,1013.57,1913.22,6720.8,1775.48,5999.73,3728.82,794.132
70.55,5762.06,1014.96,1914.61,6722.2,1776.87,6001.11,3730.21,795.513
70.6,5763.45,1016.34,1916,6723.6,1778.26,6002.5,3731.61,796.894
70.65,5764.84,1017.73,1917.39,6725,1779.65,6003.89,3733,798.275
70.7,5766.23,1019.12,1918.78,6726.4,1781.04,6005.28,3734.39,799.657
70.75,5767.62,1020.51,1920.17,6727.81,1782.44,6006.67,3735.78,801.038
70.8,5769.01,1021.9,1921.56,6729.21,1783.83,6008.06,3737.17,802.419
70.85,5770.4,1023.29,1922.95,6730.61,1785.22,6009.45,3738.56,803.8
70.9,5771.79,1024.68,1924.34,6732.01,1786.61,6010.84,3739.95,805.181
70.95,5773.18,1026.07,1925.72,6733.41,1788,6012.23,3741.34,806.562
71,5774.57,1027.46,1927.11,6734.81,1789.4,6013.61,3742.73,807.943
71.05,5775.96,1028.84,1928.5,6736.21,1790.79,6015,3744.12,809.324
71.1,5777.35,1030.23,1929.89,6737.61,1792.18,6016.39,3745.52,810.706
71.15,5778.74,1031.62,1931.28,6739.01,1793.57,6017.78,3746.91,812.087
71.2,5780.13,1033.01,1932.67,6740.42,1794.96,6019.17,3748.3,813.468
71.25,5781.52,1034.4,1934.06,6741.82,1796.36,6020.56,3749.69,814.849
71.3,5782.91,1035.79,1935.45,6743.22,1797.75,6021.95,3751.08,816.23
71.35,5784.29,1037.18,1936.84,6744.62,1799.14,6023.34,3752.47,817.611
71.4,5785.68,1038.57,1938.22,6746.02,1800.53,6024.73,3753.86,818.992
71.45,5787.07,1039.96,1939.61,6747.42,1801.92,6026.11,3755.25,820.373
71.5,5788.46,1041.34,1941,6748.82,1803.31,6027.5,3756.64,821.755
71.55,5789.85,1042.73,1942.39,6750.22,1804.71,6028.89,3758.03,823.136
71.6,5791.24,1044.12,1943.78,6751.62,1806.1,6030.28,3759.42,824.517
71.65,5792.63,1045.51,1945.17,6753.02,1807.49,6031.67,3760.82,825.898
71.7,5794.02,1046.9,1946.56,6754.43,1808.88,6033.06,3762.21,827.279
71.75,5795.41,1048.29,1947.95,6755.83,1810.27,6034.45,3763.6,828.66
71.8,5796.8,1049.68,1949.34,6757.23,1811.67,6035.84,3764.99,830.041
71.85,5798.19,1051.07,1950.72,6758.63,1813.06,6037.23,3766.38,831.422
71.9,5799.58,1052.46,1952.11,6760.03,1814.45,6038.61,3767.77,832.804
71.95,5800.97,1053.84,1953.5,6761.43,1815.84,6040,3769.16,834.185
72,5802.36,1055.23,1954.89,6762.83,1817.23,6041.39,3770.55,835.566
72.05,5803.75,1056.62,1956.28,6764.23,1818.62,6042.78,3771.94,836.947
72.1,5805.14,1058.01,1957.67,6765.63,1820.02,6044.17,3773.33,838.328
72.15,5806.53,1059.4,1959.06,6767.04,1821.41,6045.56,3774.72,839.709
72.2,5807.92,1060.79,1960.45,6768.44,1822.8,6046.95,3776.12,841.09
72.25,5809.31,1062.18,1961.84,6769.84,1824.19,6048.34,3777.51,842.471
72.3,5810.69,1063.57,1963.22,6771.24,1825.58,6049.73,3778.9,843.853
72.35,5812.08,1064.96,1964.61,6772.64,1826.98,6051.11,3780.29,845.234
72.4,5813.47,1066.34,1966,6774.04,1828.37,6052.5,3781.68,846.615
72.45,5814.86,1067.73,1967.39,6775.44,1829.76,6053.89,3783.07,847.996
72.5,5816.25,1069.12,1968.78,6776.84,1831.15,6055.28,3784.46,849.377
72.55,5817.64,1070.51,1970.17,6778.24,1832.54,6056.67,3785.85,850.758
72.6,5819.03,1071.9,1971.56,6779.64,1833.94,6058.06,3787.24,852.139
72.65,5820.42,1073.29,1972.95,6781.05,1835.33,6059.45,3788.63,853.521
72.7,5821.81,1074.68,1974.34,6782.45,1836.72,6060.84,3790.03,854.902
72.75,5823.2,1076.07,1975.72,6783.85,1838.11,6062.23,3791.42,856.283
72.8,5824.59,1077.46,1977.11,6785.25,1839.5,6063.61,3792.81,857.664
72.85,5825.98,1078.84,1978.5,6786.65,1840.89,6065,3794.2,859.045
72.9,5827.37,1080.23,1979.89,6788.05,1842.29,6066.39,3795.59,860.426
72.95,5828.76,1081.62,1981.28,6789.45,1843.68,6067.78,3796.98,861.807
73,5830.15,1083.01,1982.67,6790.85,1845.07,6069.17,3798.37,863.189
73.05,5831.54,1084.4,1984.06,6792.25,1846.46,6070.56,3799.76,864.57
73.1,5832.93,1085.79,1985.45,6793.65,1847.85,6071.95,3801.15,865.951
73.15,5834.32,1087.18,1986.84,6795.06,1849.25,6073.34,3802.54,867.332
73.2,5835.7,1088.57,1988.22,6796.46,1850.64,6074.73,3803.93,868.713
73.25,5837.09,1089.96,1989.61,6797.86,1852.03,6076.11,3805.33,870.094
73.3,5838.48,1091.34,1991,6799.26,1853.42,6077.5,3806.72,871.475
73.35,5839.87,1092.73,1992.39,6800.66,1854.81,6078.89,3808.11,872.857
73.4,5841.26,1094.12,1993.78,6802.06,1856.2,6080.28,3809.5,874.238
73.45,5842.65,1095.51,1995.17,6803.46,1857.6,6081.67,3810.89,875.619
73.5,5844.04,1096.9,1996.56,6804.86,1858.99,6083.06,3812.28,877
73.55,5845.43,1098.29,1997.95,6806.26,1860.38,6084.45,3813.67,878.381
73.6,5846.82,1099.68,1999.34,6807.67,1861.77,6085.84,3815.06,879.762
73.65,5848.21,1101.07,2000.72,6809.07,1863.16,6087.23,3816.45,881.143
73.7,5849.6,1102.46,2002.11,6810.47,1864.56,6088.61,3817.84,882.525
73.75,5850.99,1103.84,2003.5,6811.87,1865.95,6090,3819.23,883.906
73.8,5852.38,1105.23,2004.89,6813.27,1867.34,6091.39,3820.63,885.287
73.85,5853.77,1106.62,2006.28,6814.67,1868.73,6092.78,3822.02,886.668
73.9,5855.16,1108.01,2007.67,6816.07,1870.12,6094.17,3823.41,888.049
73.95,5856.55,1109.4,2009.06,6817.47,1871.52,6095.56,3824.8,889.43
74,5857.94,1110.79,2010.45,6818.87,1872.91,6096.95,3826.19,890.812
74.05,5859.33,1112.18,2011.84,6820.27,1874.3,6098.34,3827.58,892.193
74.1,5860.71,1113.57,2013.22,6821.68,1875.69,6099.73,3828.97,893.574
74.15,5862.1,1114.96,2014.61,6823.08,1877.08,6101.11,3830.36,894.955
74.2,5863.49,1116.34,2016,6824.48,1878.47,6102.5,3831.75,896.336
74.25,5864.88,1117.73,2017.39,6825.88,1879.87,6103.89,3833.14,897.717
74.3,5866.27,1119.12,2018.78,6827.28,1881.26,6105.28,3834.54,899.098
74.35,5867.66,1120.51,2020.17,6828.68,1882.65,6106.67,3835.93,900.48
74.4,5869.05,1121.9,2021.56,6830.08,1884.04,6108.06,3837.32,901.861
74.45,5870.44,1123.29,2022.95,6831.48,1885.43,6109.45,3838.71,903.242
74.5,5871.83,1124.68,2024.34,6832.88,1886.83,6110.84,3840.1,904.623
74.55,5873.22,1126.07,2025.72,6834.28,1888.22,6112.23,3841.49,906.004
74.6,5874.61,1127.46,2027.11,6835.69,1889.61,6113.61,3842.88,907.385
74.65,5876,1128.84,2028.5,6837.09,1891,6115,3844.27,908.767
74.7,5877.39,1130.23,2029.89,6838.49,1892.39,6116.39,3845.66,910.148
74.75,5878.78,1131.62,2031.28,6839.89,1893.78,6117.78,3847.05,911.529
74.8,5880.17,1133.01,2032.67,6841.29,1895.18,6119.17,3848.44,912.91
74.85,5881.56,1134.4,2034.06,6842.69,1896.57,6120.56,3849.84,914.291
74.9,5882.95,1135.79,2035.45,6844.09,1897.96,6121.95,3851.23,915.672
74.95,5884.34,1137.18,2036.84,6845.49,1899.35,6123.34,3852.62,917.054
75,5885.72,1138.57,2038.22,6846.89,1900.74,6124.73,3854.01,918.435
75.05,5887.11,1139.96,2039.61,6848.29,1902.14,6126.11,3855.4,919.816
75.1,5888.5,1141.34,2041,6849.7,1903.53,6127.5,3856.79,921.197
75.15,5889.89,1142.73,2042.39,6851.1,1904.92,6128.89,3858.18,922.578
75.2,5891.28,1144.12,2043.78,6852.5,1906.31,6130.28,3859.57,923.959
75.25,5892.67,1145.51,2045.17,6853.9,1907.7,6131.67,3860.96,925.341
75.3,5894.06,1146.9,2046.56,6855.3,1909.09,6133.06,3862.35,926.722
75.35,5895.45,1148.29,2047.95,6856.7,1910.49,6134.45,3863.74,928.103
75.4,5896.84,1149.68,2049.34,6858.1,1911.88,6135.84,3865.14,929.484
75.45,5898.23,1151.07,2050.72,6859.5,1913.27,6137.23,3866.53,930.865
75.5,5899.62,1152.46,2052.11,6860.9,1914.66,6138.61,3867.92,932.246
75.55,5901.01,1153.84,2053.5,6862.31,1916.05,6140,3869.31,933.628
75.6,5902.4,1155.23,2054.89,6863.71,1917.45,6141.39,3870.7,935.009
75.65,5903.79,1156.62,2056.28,6865.11,1918.84,6142.78,3872.09,936.39
75.7,5905.18,1158.01,2057.67,6866.51,1920.23,6144.17,3873.48,937.771
75.75,5906.57,1159.4,2059.06,6867.91,1921.62,6145.56,3874.87,939.152
75.8,5907.96,1160.79,2060.45,6869.31,1923.01,6146.95,3876.26,940.533
75.85,5909.35,1162.18,2061.84,6870.71,1924.41,6148.34,3877.65,941.915
75.9,5910.74,1163.57,2063.22,6872.11,1925.8,6149.73,3879.05,943.296
75.95,5912.12,1164.96,2064.61,6873.51,1927.19,6151.11,3880.44,944.677
76,5913.51,1166.34,2066,6874.91,1928.58,6152.5,3881.83,946.058
76.05,5914.9,1167.73,2067.39,6876.32,1929.97,6153.89,3883.22,947.439
76.1,5916.29,1169.12,2068.78,6877.72,1931.36,6155.28,3884.61,948.821
76.15,5917.68,1170.51,2070.17,6879.12,1932.76,6156.67,3886,950.202
76.2,5919.07,1171.9,2071.56,6880.52,1934.15,6158.06,3887.39,951.583
76.25,5920.46,1173.29,2072.95,6881.92,1935.54,6159.45,3888.78,952.964
76.3,5921.85,1174.68,2074.34,6883.32,1936.93,6160.84,3890.17,954.345
76.35,5923.24,1176.07,2075.72,6884.72,1938.32,6162.23,3891.56,955.726
76.4,5924.63,1177.46,2077.11,6886.12,1939.72,6163.61,3892.95,957.108
76.45,5926.02,1178.84,2078.5,6887.52,1941.11,6165,3894.35,958.489
76.5,5927.41,1180.23,2079.89,6888.92,1942.5,6166.39,3895.74,959.87
76.55,5928.8,1181.62,2081.28,6890.33,1943.89,6167.78,3897.13,961.251
76.6,5930.19,1183.01,2082.67,6891.73,1945.28,6169.17,3898.52,962.632
76.65,5931.58,1184.4,2084.06,6893.13,1946.67,6170.56,3899.91,964.014
76.7,5932.97,1185.79,2085.45,6894.53,1948.07,6171.95,3901.3,965.395
76.75,5934.36,1187.18,2086.84,6895.93,1949.46,6173.34,3902.69,966.776
76.8,5935.75,1188.57,2088.22,6897.33,1950.85,6174.73,3904.08,968.157
76.85,5937.13,1189.96,2089.61,6898.73,1952.24,6176.11,3905.47,969.538
76.9,5938.52,1191.34,2091,6900.13,1953.63,6177.5,3906.86,970.919
76.95,5939.91,1192.73,2092.39,6901.53,1955.03,6178.89,3908.25,972.301
77,5941.3,1194.12,2093.78,6902.93,1956.42,6180.28,3909.65,973.682
77.05,5942.69,1195.51,2095.17,6904.34,1957.81,6181.67,3911.04,975.063
77.1,5944.08,1196.9,2096.56,6905.74,1959.2,6183.06,3912.43,976.444
77.15,5945.47,1198.29,2097.95,6907.14,1960.59,6184.45,3913.82,977.825
77.2,5946.86,1199.68,2099.34,6908.54,1961.98,6185.84,3915.21,979.207
77.25,5948.25,1201.07,2100.72,6909.94,1963.38,6187.23,3916.6,980.588
77.3,5949.64,1202.46,2102.11,6911.34,1964.77,6188.61,3917.99,981.969
77.35,5951.03,1203.84,2103.5,6912.74,1966.16,6190,3919.38,983.35
77.4,5952.42,1205.23,2104.89,6914.14,1967.55,6191.39,3920.77,984.731
77.45,5953.81,1206.62,2106.28,6915.54,1968.94,6192.78,3922.16,986.113
77.5,5955.2,1208.01,2107.67,6916.94,1970.34,6194.17,3923.55,987.494
77.55,5956.59,1209.4,2109.06,6918.35,1971.73,6195.56,3924.95,988.875
77.6,5957.98,1210.79,2110.45,6919.75,1973.12,6196.95,3926.34,990.256
77.65,5959.37,1212.18,2111.84,6921.15,1974.51,6198.34,3927.73,991.637
77.7,5960.76,1213.57,2113.22,6922.55,1975.9,6199.73,3929.12,993.019
77.75,5962.14,1214.96,2114.61,6923.95,1977.29,6201.11,3930.51,994.4
77.8,5963.53,1216.34,2116,6925.35,1978.69,6202.5,3931.9,995.781
77.85,5964.92,1217.73,2117.39,6926.75,1980.08,6203.89,3933.29,997.162
77.9,5966.31,1219.12,2118.78,6928.15,1981.47,6205.28,3934.68,998.543
77.95,5967.7,1220.51,2120.17,6929.55,1982.86,6206.67,3936.07,999.925
78,5969.09,1221.9,2121.56,6930.95,1984.25,6208.06,3937.46,1001.31
78.05,5970.48,1223.29,2122.95,6932.36,1985.65,6209.45,3938.86,1002.69
78.1,5971.87,1224.68,2124.34,6933.76,1987.04,6210.84,3940.25,1004.07
78.15,5973.26,1226.07,2125.72,6935.16,1988.43,6212.23,3941.64,1005.45
78.2,5974.65,1227.46,2127.11,6936.56,1989.82,6213.61,3943.03,1006.83
78.25,5976.04,1228.84,2128.5,6937.96,1991.21,6215,3944.42,1008.21
78.3,5977.43,1230.23,2129.89,6939.36,1992.61,6216.39,3945.81,1009.59
78.35,5978.82,1231.62,2131.28,6940.76,1994,6217.78,3947.2,1010.97
78.4,5980.21,1233.01,2132.67,6942.16,1995.39,6219.17,3948.59,1012.36
78.45,5981.6,1234.4,2134.06,6943.56,1996.78,6220.56,3949.98,1013.74
78.5,5982.99,1235.79,2135.45,6944.96,1998.17,6221.95,3951.37,1015.12
78.55,5984.38,1237.18,2136.84,6946.37,1999.56,6223.34,3952.76,1016.5
78.6,5985.77,1238.57,2138.22,6947.77,2000.96,6224.73,3954.16,1017.88
78.65,5987.15,1239.96,2139.61,6949.17,2002.35,6226.11,3955.55,1019.26
78.7,5988.54,1241.34,2141,6950.57,2003.74,6227.5,3956.94,1020.64
78.75,5989.93,1242.73,2142.39,6951.97,2005.13,6228.89,3958.33,1022.02
78.8,5991.32,1244.12,2143.78,6953.37,2006.52,6230.28,3959.72,1023.41
78.85,5992.71,1245.51,2145.17,6954.77,2007.92,6231.67,3961.11,1024.79
78.9,5994.1,1246.9,2146.56,6956.17,2009.31,6233.06,3962.5,1026.17
78.95,5995.49,1248.29,2147.95,6957.57,2010.7,6234.45,3963.89,1027.55
79,5996.88,1249.68,2149.34,6958.97,2012.09,6235.84,3965.28,1028.93
79.05,5998.27,1251.07,2150.72,6960.38,2013.48,6237.23,3966.67,1030.31
79.1,5999.66,1252.46,2152.11,6961.78,2014.87,6238.61,3968.06,1031.69
79.15,6001.05,1253.84,2153.5,6963.18,2016.27,6240,3969.46,1033.07
79.2,6002.44,1255.23,2154.89,6964.58,2017.66,6241.39,3970.85,1034.45
79.25,6003.83,1256.62,2156.28,6965.98,2019.05,6242.78,3972.24,1035.84
79.3,6005.22,1258.01,2157.67,6967.38,2020.44,6244.17,3973.63,1037.22
79.35,6006.61,1259.4,2159.06,6968.78,2021.83,6245.56,3975.02,1038.6
79.4,6008,1260.79,2160.45,6970.18,2023.23,6246.95,3976.41,1039.98
79.45,6009.39,1262.18,2161.84,6971.58,2024.62,6248.34,3977.8,1041.36
79.5,6010.78,1263.57,2163.22,6972.98,2026.01,6249.73,3979.19,1042.74
79.55,6012.16,1264.96,2164.61,6974.39,2027.4,6251.11,3980.58,1044.12
79.6,6013.55,1266.34,2166,6975.79,2028.79,6252.5,3981.97,1045.5
79.65,6014.94,1267.73,2167.39,6977.19,2030.18,6253.89,3983.36,1046.89
79.7,6016.33,1269.12,2168.78,6978.59,2031.58,6255.28,3984.76,1048.27
79.75,6017.72,1270.51,2170.17,6979.99,2032.97,6256.67,3986.15,1049.65
79.8,6019.11,1271.9,2171.56,6981.39,2034.36,6258.06,3987.54,1051.03
79.85,6020.5,1273.29,2172.95,6982.79,2035.75,6259.45,3988.93,1052.41
79.9,6021.89,1274.68,2174.34,6984.19,2037.14,6260.84,3990.32,1053.79
79.95,6023.28,1276.07,2175.72,6985.59,2038.54,6262.23,3991.71,1055.17
80,6024.67,1277.46,2177.11,6986.99,2039.93,6263.61,3993.1,1056.55
80.05,6026.06,1278.84,2178.5,6988.4,2041.32,6265,3994.49,1057.94
80.1,6027.45,1280.23,2179.89,6989.8,2042.71,6266.39,3995.88,1059.32
80.15,6028.84,1281.62,2181.28,6991.2,2044.1,6267.78,3997.27,1060.7
80.2,6030.23,1283.01,2182.67,6992.6,2045.49,6269.17,3998.66,1062.08
80.25,6031.62,1284.4,2184.06,6994,2046.89,6270.56,4000.06,1063.46
80.3,6033.01,1285.79,2185.45,6995.4,2048.28,6271.95,4001.45,1064.84
80.35,6034.4,1287.18,2186.84,6996.8,2049.67,6273.34,4002.84,1066.22
80.4,6035.79,1288.57,2188.22,6998.2,2051.06,6274.73,4004.23,1067.6
80.45,6037.17,1289.96,2189.61,6999.6,2052.45,6276.11,4005.62,1068.99
80.5,6038.56,1291.34,2191,7001,2053.85,6277.5,4007.01,1070.37
80.55,6039.95,1292.73,2192.39,7002.41,2055.24,6278.89,4008.4,1071.75
80.6,6041.34,1294.12,2193.78,7003.81,2056.63,6280.28,4009.79,1073.13
80.65,6042.73,1295.51,2195.17,7005.21,2058.02,6281.67,4011.18,1074.51
80.7,6044.12,1296.9,2196.56,7006.61,2059.41,6283.06,4012.57,1075.89
80.75,6045.51,1298.29,2197.95,7008.01,2060.8,6284.45,4013.97,1077.27
80.8,6046.9,1299.68,2199.34,7009.41,2062.2,6285.84,4015.36,1078.65
80.85,6048.29,1301.07,2200.72,7010.81,2063.59,6287.23,4016.75,1080.04
80.9,6049.68,1302.46,2202.11,7012.21,2064.98,6288.61,4018.14,1081.42
80.95,6051.07,1303.84,2203.5,7013.61,2066.37,6290,4019.53,1082.8
81,6052.46,1305.23,2204.89,7015.01,2067.76,6291.39,4020.92,1084.18
81.05,6053.85,1306.62,2206.28,7016.42,2069.16,6292.78,4022.31,1085.56
81.1,6055.24,1308.01,2207.67,7017.82,2070.55,6294.17,4023.7,1086.94
81.15,6056.63,1309.4,2209.06,7019.22,2071.94,6295.56,4025.09,1088.32
81.2,6058.02,1310.79,2210.45,7020.62,2073.33,6296.95,4026.48,1089.7
81.25,6059.41,1312.18,2211.84,7022.02,2074.72,6298.34,4027.87,1091.08
