time,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,N11,N12,N13,N14,N15,N16,N17,N18
1,7308.43,3184.76,7424.99,3482.12,1332.93,6769.17,9166.27,1235.87,3223.2,1126.37,3925.22,5449.98,377.857,8841.82,7053.57,4824.74,3056.37,6615.79
1.05,7309.82,3186.15,7426.38,3483.51,1334.32,6770.56,9167.66,1237.26,3224.59,1127.76,3926.61,5451.37,379.249,8843.22,7054.96,4826.13,3057.76,6617.17
1.1,7311.22,3187.55,7427.77,3484.9,1335.71,6771.95,9169.05,1238.65,3225.98,1129.15,3928,5452.75,380.64,8844.62,7056.35,4827.52,3059.15,6618.56
1.15,7312.61,3188.94,7429.16,3486.29,1337.1,6773.34,9170.44,1240.04,3227.37,1130.53,3929.39,5454.14,382.032,8846.02,7057.74,4828.91,3060.54,6619.94
1.2,7314.01,3190.34,7430.55,3487.68,1338.49,6774.73,9171.83,1241.43,3228.76,1131.92,3930.78,5455.53,383.423,8847.42,7059.13,4830.3,3061.94,6621.32
1.25,7315.4,3191.73,7431.94,3489.07,1339.87,6776.12,9173.22,1242.82,3230.15,1133.31,3932.17,5456.92,384.814,8848.82,7060.52,4831.68,3063.33,6622.71
1.3,7316.8,3193.13,7433.32,3490.46,1341.26,6777.5,9174.62,1244.21,3231.54,1134.7,3933.56,5458.31,386.206,8850.22,7061.91,4833.07,3064.72,6624.09
1.35,7318.19,3194.52,7434.71,3491.85,1342.65,6778.89,9176.01,1245.6,3232.92,1136.09,3934.95,5459.7,387.597,8851.62,7063.29,4834.46,3066.11,6625.47
1.4,7319.59,3195.92,7436.1,3493.24,1344.04,6780.28,9177.4,1246.99,3234.31,1137.48,3936.35,5461.09,388.988,8853.02,7064.68,4835.85,3067.5,6626.86
1.45,7320.98,3197.31,7437.49,3494.63,1345.43,6781.67,9178.79,1248.38,3235.7,1138.87,3937.74,5462.47,390.38,8854.42,7066.07,4837.24,3068.9,6628.24
1.5,7322.38,3198.71,7438.88,3496.02,1346.82,6783.06,9180.18,1249.77,3237.09,1140.26,3939.13,5463.86,391.771,8855.82,7067.46,4838.63,3070.29,6629.62
1.55,7323.77,3200.1,7440.27,3497.41,1348.21,6784.45,9181.57,1251.16,3238.48,1141.65,3940.52,5465.25,393.162,8857.22,7068.85,4840.02,3071.68,6631.01
1.6,7325.16,3201.5,7441.66,3498.8,1349.6,6785.84,9182.96,1252.55,3239.87,1143.03,3941.91,5466.64,394.554,8858.62,7070.24,4841.4,3073.07,6632.39
1.65,7326.56,3202.89,7443.05,3500.19,1350.99,6787.22,9184.35,1253.94,3241.26,1144.42,3943.3,5468.03,395.945,8860.02,7071.63,4842.79,3074.46,6633.77
1.7,7327.95,3204.29,7444.44,3501.57,1352.37,6788.61,9185.74,1255.33,3242.65,1145.81,3944.69,5469.42,397.337,8861.42,7073.02,4844.18,3075.86,6635.16
1.75,7329.35,3205.68,7445.82,3502.96,1353.76,6790,9187.14,1256.72,3244.04,1147.2,3946.08,5470.8,398.728,8862.82,7074.41,4845.57,3077.25,6636.54
1.8,7330.74,3207.08,7447.21,3504.35,1355.15,6791.39,9188.53,1258.11,3245.42,1148.59,3947.48,5472.19,400.119,8864.22,7075.79,4846.96,3078.64,6637.92
1.85,7332.14,3208.47,7448.6,3505.74,1356.54,6792.78,9189.92,1259.5,3246.81,1149.98,3948.87,5473.58,401.511,8865.62,7077.18,4848.35,3080.03,6639.31
1.9,7333.53,3209.87,7449.99,3507.13,1357.93,6794.17,9191.31,1260.89,3248.2,1151.37,3950.26,5474.97,402.902,8867.01,7078.57,4849.74,3081.42,6640.69
1.95,7334.93,3211.26,7451.38,3508.52,1359.32,6795.55,9192.7,1262.28,3249.59,1152.76,3951.65,5476.36,404.293,8868.41,7079.96,4851.12,3082.82,6642.07
2,7336.32,3212.66,7452.77,3509.91,1360.71,6796.94,9194.09,1263.67,3250.98,1154.15,3953.04,5477.75,405.685,8869.81,7081.35,4852.51,3084.21,6643.46
2.05,7337.72,3214.05,7454.16,3511.3,1362.1,6798.33,9195.48,1265.06,3252.37,1155.53,3954.43,5479.14,407.076,8871.21,7082.74,4853.9,3085.6,6644.84
2.1,7339.11,3215.45,7455.55,3512.69,1363.49,6799.72,9196.87,1266.45,3253.76,1156.92,3955.82,5480.52,408.468,8872.61,7084.13,4855.29,3086.99,6646.22
2.15,7340.51,3216.84,7456.94,3514.08,1364.87,6801.11,9198.26,1267.84,3255.15,1158.31,3957.21,5481.91,409.859,8874.01,7085.52,4856.68,3088.38,6647.61
2.2,7341.9,3218.24,7458.32,3515.47,1366.26,6802.5,9199.65,1269.23,3256.54,1159.7,3958.61,5483.3,411.25,8875.41,7086.91,4858.07,3089.78,6648.99
2.25,7343.3,3219.63,7459.71,3516.86,1367.65,6803.89,9201.05,1270.62,3257.92,1161.09,3960,5484.69,412.642,8876.81,7088.29,4859.45,3091.17,6650.37
2.3,7344.69,3221.03,7461.1,3518.25,1369.04,6805.27,9202.44,1272.01,3259.31,1162.48,3961.39,5486.08,414.033,8878.21,7089.68,4860.84,3092.56,6651.76
2.35,7346.09,3222.42,7462.49,3519.64,1370.43,6806.66,9203.83,1273.4,3260.7,1163.87,3962.78,5487.47,415.424,8879.61,7091.07,4862.23,3093.95,6653.14
2.4,7347.48,3223.82,7463.88,3521.02,1371.82,6808.05,9205.22,1274.79,3262.09,1165.26,3964.17,5488.85,416.816,8881.01,7092.46,4863.62,3095.34,6654.52
2.45,7348.88,3225.22,7465.27,3522.41,1373.21,6809.44,9206.61,1276.18,3263.48,1166.65,3965.56,5490.24,418.207,8882.41,7093.85,4865.01,3096.74,6655.91
2.5,7350.27,3226.61,7466.66,3523.8,1374.6,6810.83,9208,1277.57,3264.87,1168.03,3966.95,5491.63,419.598,8883.81,7095.24,4866.4,3098.13,6657.29
2.55,7351.67,3228.01,7468.05,3525.19,1375.99,6812.22,9209.39,1278.96,3266.26,1169.42,3968.35,5493.02,420.99,8885.21,7096.63,4867.79,3099.52,6658.67
2.6,7353.06,3229.4,7469.44,3526.58,1377.37,6813.61,9210.78,1280.35,3267.65,1170.81,3969.74,5494.41,422.381,8886.61,7098.02,4869.17,3100.91,6660.06
2.65,7354.46,3230.8,7470.82,3527.97,1378.76,6814.99,9212.17,1281.74,3269.04,1172.2,3971.13,5495.8,423.773,8888.01,7099.41,4870.56,3102.3,6661.44
2.7,7355.85,3232.19,7472.21,3529.36,1380.15,6816.38,9213.56,1283.13,3270.42,1173.59,3972.52,5497.19,425.164,8889.41,7100.79,4871.95,3103.7,6662.82
2.75,7357.24,3233.59,7473.6,3530.75,1381.54,6817.77,9214.96,1284.52,3271.81,1174.98,3973.91,5498.57,426.555,8890.81,7102.18,4873.34,3105.09,6664.21
2.8,7358.64,3234.98,7474.99,3532.14,1382.93,6819.16,9216.35,1285.91,3273.2,1176.37,3975.3,5499.96,427.947,8892.21,7103.57,4874.73,3106.48,6665.59
2.85,7360.03,3236.38,7476.38,3533.53,1384.32,6820.55,9217.74,1287.3,3274.59,1177.76,3976.69,5501.35,429.338,8893.61,7104.96,4876.12,3107.87,6666.97
2.9,7361.43,3237.77,7477.77,3534.92,1385.71,6821.94,9219.13,1288.69,3275.98,1179.15,3978.08,5502.74,430.729,8895.01,7106.35,4877.51,3109.26,6668.36
2.95,7362.82,3239.17,7479.16,3536.31,1387.1,6823.32,9220.52,1290.08,3277.37,1180.53,3979.48,5504.13,432.121,8896.41,7107.74,4878.89,3110.65,6669.74
3,7364.22,3240.56,7480.55,3537.7,1388.49,6824.71,9221.91,1291.47,3278.76,1181.92,3980.87,5505.52,433.512,8897.81,7109.13,4880.28,3112.05,6671.12
3.05,7365.61,3241.96,7481.94,3539.09,1389.87,6826.1,9223.3,1292.86,3280.15,1183.31,3982.26,5506.91,434.904,8899.21,7110.52,4881.67,3113.44,6672.51
3.1,7367.01,3243.35,7483.32,3540.47,1391.26,6827.49,9224.69,1294.25,3281.54,1184.7,3983.65,5508.29,436.295,8900.61,7111.91,4883.06,3114.83,6673.89
3.15,7368.4,3244.75,7484.71,3541.86,1392.65,6828.88,9226.08,1295.64,3282.92,1186.09,3985.04,5509.68,437.686,8902.01,7113.29,4884.45,3116.22,6675.27
3.2,7369.8,3246.14,7486.1,3543.25,1394.04,6830.27,9227.47,1297.03,3284.31,1187.48,3986.43,5511.07,439.078,8903.41,7114.68,4885.84,3117.61,6676.66
3.25,7371.19,3247.54,7487.49,3544.64,1395.43,6831.66,9228.87,1298.42,3285.7,1188.87,3987.82,5512.46,440.469,8904.81,7116.07,4887.22,3119.01,6678.04
3.3,7372.59,3248.93,7488.88,3546.03,1396.82,6833.04,9230.26,1299.81,3287.09,1190.26,3989.21,5513.85,441.86,8906.21,7117.46,4888.61,3120.4,6679.42
3.35,7373.98,3250.33,7490.27,3547.42,1398.21,6834.43,9231.65,1301.2,3288.48,1191.65,3990.61,5515.24,443.252,8907.61,7118.85,4890,3121.79,6680.81
3.4,7375.38,3251.72,7491.66,3548.81,1399.6,6835.82,9233.04,1302.59,3289.87,1193.03,3992,5516.62,444.643,8909,7120.24,4891.39,3123.18,6682.19
3.45,7376.77,3253.12,7493.05,3550.2,1400.99,6837.21,9234.43,1303.98,3291.26,1194.42,3993.39,5518.01,446.035,8910.4,7121.63,4892.78,3124.57,6683.57
3.5,7378.17,3254.51,7494.44,3551.59,1402.37,6838.6,9235.82,1305.37,3292.65,1195.81,3994.78,5519.4,447.426,8911.8,7123.02,4894.17,3125.97,6684.96
3.55,7379.56,3255.91,7495.82,3552.98,1403.76,6839.99,9237.21,1306.76,3294.04,1197.2,3996.17,5520.79,448.817,8913.2,7124.41,4895.56,3127.36,6686.34
3.6,7380.96,3257.3,7497.21,3554.37,1405.15,6841.38,9238.6,1308.15,3295.42,1198.59,3997.56,5522.18,450.209,8914.6,7125.79,4896.94,3128.75,6687.72
3.65,7382.35,3258.7,7498.6,3555.76,1406.54,6842.76,9239.99,1309.54,3296.81,1199.98,3998.95,5523.57,451.6,8916,7127.18,4898.33,3130.14,6689.11
3.7,7383.75,3260.09,7499.99,3557.15,1407.93,6844.15,9241.39,1310.93,3298.2,1201.37,4000.35,5524.96,452.991,8917.4,7128.57,4899.72,3131.53,6690.49
3.75,7385.14,3261.49,7501.38,3558.54,1409.32,6845.54,9242.78,1312.32,3299.59,1202.76,4001.74,5526.34,454.383,8918.8,7129.96,4901.11,3132.93,6691.87
3.8,7386.54,3262.88,7502.77,3559.93,1410.71,6846.93,9244.17,1313.71,3300.98,1204.15,4003.13,5527.73,455.774,8920.2,7131.35,4902.5,3134.32,6693.26
3.85,7387.93,3264.28,7504.16,3561.31,1412.1,6848.32,9245.56,1315.1,3302.37,1205.53,4004.52,5529.12,457.166,8921.6,7132.74,4903.89,3135.71,6694.64
3.9,7389.33,3265.67,7505.55,3562.7,1413.49,6849.71,9246.95,1316.49,3303.76,1206.92,4005.91,5530.51,458.557,8923,7134.13,4905.28,3137.1,6696.02
3.95,7390.72,3267.07,7506.94,3564.09,1414.87,6851.09,9248.34,1317.88,3305.15,1208.31,4007.3,5531.9,459.948,8924.4,7135.52,4906.66,3138.49,6697.41
4,7392.11,3268.46,7508.32,3565.48,1416.26,6852.48,9249.73,1319.27,3306.54,1209.7,4008.69,5533.29,461.34,8925.8,7136.91,4908.05,3139.89,6698.79
4.05,7393.51,3269.86,7509.71,3566.87,1417.65,6853.87,9251.12,1320.66,3307.92,1211.09,4010.08,5534.67,462.731,8927.2,7138.29,4909.44,3141.28,6700.17
4.1,7394.9,3271.25,7511.1,3568.26,1419.04,6855.26,9252.51,1322.05,3309.31,1212.48,4011.48,5536.06,464.122,8928.6,7139.68,4910.83,3142.67,6701.56
4.15,7396.3,3272.65,7512.49,3569.65,1420.43,6856.65,9253.9,1323.44,3310.7,1213.87,4012.87,5537.45,465.514,8930,7141.07,4912.22,3144.06,6702.94
4.2,7397.69,3274.04,7513.88,3571.04,1421.82,6858.04,9255.3,1324.83,3312.09,1215.26,4014.26,5538.84,466.905,8931.4,7142.46,4913.61,3145.45,6704.32
4.25,7399.09,3275.44,7515.27,3572.43,1423.21,6859.43,9256.69,1326.22,3313.48,1216.65,4015.65,5540.23,468.297,8932.8,7143.85,4914.99,3146.85,6705.71
4.3,7400.48,3276.83,7516.66,3573.82,1424.6,6860.81,9258.08,1327.61,3314.87,1218.03,4017.04,5541.62,469.688,8934.2,7145.24,4916.38,3148.24,6707.09
4.35,7401.88,3278.23,7518.05,3575.21,1425.99,6862.2,9259.47,1329,3316.26,1219.42,4018.43,5543.01,471.079,8935.6,7146.63,4917.77,3149.63,6708.47
4.4,7403.27,3279.62,7519.44,3576.6,1427.37,6863.59,9260.86,1330.39,3317.65,1220.81,4019.82,5544.39,472.471,8937,7148.02,4919.16,3151.02,6709.86
4.45,7404.67,3281.02,7520.82,3577.99,1428.76,6864.98,9262.25,1331.78,3319.04,1222.2,4021.21,5545.78,473.862,8938.4,7149.41,4920.55,3152.41,6711.24
4.5,7406.06,3282.41,7522.21,3579.38,1430.15,6866.37,9263.64,1333.17,3320.42,1223.59,4022.61,5547.17,475.253,8939.8,7150.79,4921.94,3153.81,6712.62
4.55,7407.46,3283.81,7523.6,3580.76,1431.54,6867.76,9265.03,1334.56,3321.81,1224.98,4024,5548.56,476.645,8941.2,7152.18,4923.33,3155.2,6714.01
4.6,7408.85,3285.2,7524.99,3582.15,1432.93,6869.15,9266.42,1335.95,3323.2,1226.37,4025.39,5549.95,478.036,8942.6,7153.57,4924.71,3156.59,6715.39
4.65,7410.25,3286.6,7526.38,3583.54,1434.32,6870.53,9267.81,1337.34,3324.59,1227.76,4026.78,5551.34,479.428,8944,7154.96,4926.1,3157.98,6716.77
4.7,7411.64,3287.99,7527.77,3584.93,1435.71,6871.92,9269.21,1338.73,3325.98,1229.15,4028.17,5552.73,480.819,8945.4,7156.35,4927.49,3159.37,6718.16
4.75,7413.04,3289.39,7529.16,3586.32,1437.1,6873.31,9270.6,1340.12,3327.37,1230.53,4029.56,5554.11,482.21,8946.8,7157.74,4928.88,3160.77,6719.54
4.8,7414.43,3290.78,7530.55,3587.71,1438.49,6874.7,9271.99,1341.51,3328.76,1231.92,4030.95,5555.5,483.602,8948.2,7159.13,4930.27,3162.16,6720.92
4.85,7415.83,3292.18,7531.94,3589.1,1439.87,6876.09,9273.38,1342.9,3330.15,1233.31,4032.34,5556.89,484.993,8949.6,7160.52,4931.66,3163.55,6722.31
4.9,7417.22,3293.57,7533.32,3590.49,1441.26,6877.48,9274.77,1344.29,3331.54,1234.7,4033.74,5558.28,486.384,8951,7161.91,4933.05,3164.94,6723.69
4.95,7418.62,3294.97,7534.71,3591.88,1442.65,6878.86,9276.16,1345.68,3332.92,1236.09,4035.13,5559.67,487.776,8952.39,7163.29,4934.43,3166.33,6725.07
5,7420.01,3296.36,7536.1,3593.27,1444.04,6880.25,9277.55,1347.07,3334.31,1237.48,4036.52,5561.06,489.167,8953.79,7164.68,4935.82,3167.73,6726.46
5.05,7421.41,3297.76,7537.49,3594.66,1445.43,6881.64,9278.94,1348.46,3335.7,1238.87,4037.91,5562.44,490.559,8955.19,7166.07,4937.21,3169.12,6727.84
5.1,7422.8,3299.15,7538.88,3596.05,1446.82,6883.03,9280.33,1349.85,3337.09,1240.26,4039.3,5563.83,491.95,8956.59,7167.46,4938.6,3170.51,6729.22
5.15,7424.2,3300.55,7540.27,3597.44,1448.21,6884.42,9281.72,1351.24,3338.48,1241.65,4040.69,5565.22,493.341,8957.99,7168.85,4939.99,3171.9,6730.61
5.2,7425.59,3301.94,7541.66,3598.83,1449.6,6885.81,9283.12,1352.63,3339.87,1243.03,4042.08,5566.61,494.733,8959.39,7170.24,4941.38,3173.29,6731.99
5.25,7426.98,3303.34,7543.05,3600.21,1450.99,6887.2,9284.51,1354.02,3341.26,1244.42,4043.48,5568,496.124,8960.79,7171.63,4942.76,3174.69,6733.37
5.3,7428.38,3304.73,7544.44,3601.6,1452.37,6888.58,9285.9,1355.41,3342.65,1245.81,4044.87,5569.39,497.516,8962.19,7173.02,4944.15,3176.08,6734.76
5.35,7429.77,3306.13,7545.82,3602.99,1453.76,6889.97,9287.29,1356.8,3344.04,1247.2,4046.26,5570.78,498.907,8963.59,7174.41,4945.54,3177.47,6736.14
5.4,7431.17,3307.52,7547.21,3604.38,1455.15,6891.36,9288.68,1358.19,3345.42,1248.59,4047.65,5572.16,500.298,8964.99,7175.79,4946.93,3178.86,6737.52
5.45,7432.56,3308.92,7548.6,3605.77,1456.54,6892.75,9290.07,1359.58,3346.81,1249.98,4049.04,5573.55,501.69,8966.39,7177.18,4948.32,3180.25,6738.91
5.5,7433.96,3310.31,7549.99,3607.16,1457.93,6894.14,9291.46,1360.97,3348.2,1251.37,4050.43,5574.94,503.081,8967.79,7178.57,4949.71,3181.65,6740.29
5.55,7435.35,3311.71,7551.38,3608.55,1459.32,6895.53,9292.85,1362.36,3349.59,1252.76,4051.82,5576.33,504.472,8969.19,7179.96,4951.1,3183.04,6741.67
5.6,7436.75,3313.1,7552.77,3609.94,1460.71,6896.92,9294.24,1363.75,3350.98,1254.15,4053.21,5577.72,505.864,8970.59,7181.35,4952.48,3184.43,6743.06
5.65,7438.14,3314.5,7554.16,3611.33,1462.1,6898.3,9295.63,1365.14,3352.37,1255.53,4054.61,5579.11,507.255,8971.99,7182.74,4953.87,3185.82,6744.44
5.7,7439.54,3315.89,7555.55,3612.72,1463.49,6899.69,9297.03,1366.53,3353.76,1256.92,4056,5580.5,508.647,8973.39,7184.13,4955.26,3187.21,6745.82
5.75,7440.93,3317.29,7556.94,3614.11,1464.87,6901.08,9298.42,1367.92,3355.15,1258.31,4057.39,5581.88,510.038,8974.79,7185.52,4956.65,3188.61,6747.21
5.8,7442.33,3318.68,7558.32,3615.5,1466.26,6902.47,9299.81,1369.31,3356.54,1259.7,4058.78,5583.27,511.429,8976.19,7186.91,4958.04,3190,6748.59
5.85,7443.72,3320.08,7559.71,3616.89,1467.65,6903.86,9301.2,1370.7,3357.92,1261.09,4060.17,5584.66,512.821,8977.59,7188.29,4959.43,3191.39,6749.97
5.9,7445.12,3321.47,7561.1,3618.28,1469.04,6905.25,9302.59,1372.09,3359.31,1262.48,4061.56,5586.05,514.212,8978.99,7189.68,4960.82,3192.78,6751.36
5.95,7446.51,3322.87,7562.49,3619.66,1470.43,6906.63,9303.98,1373.48,3360.7,1263.87,4062.95,5587.44,515.603,8980.39,7191.07,4962.2,3194.17,6752.74
6,7447.91,3324.26,7563.88,3621.05,1471.82,6908.02,9305.37,1374.87,3362.09,1265.26,4064.34,5588.83,516.995,8981.79,7192.46,4963.59,3195.57,6754.12
6.05,7449.3,3325.66,7565.27,3622.44,1473.21,6909.41,9306.76,1376.26,3363.48,1266.65,4065.74,5590.21,518.386,8983.19,7193.85,4964.98,3196.96,6755.51
6.1,7450.7,3327.06,7566.66,3623.83,1474.6,6910.8,9308.15,1377.65,3364.87,1268.03,4067.13,5591.6,519.778,8984.59,7195.24,4966.37,3198.35,6756.89
6.15,7452.09,3328.45,7568.05,3625.22,1475.99,6912.19,9309.55,1379.04,3366.26,1269.42,4068.52,5592.99,521.169,8985.99,7196.63,4967.76,3199.74,6758.27
6.2,7453.49,3329.85,7569.44,3626.61,1477.37,6913.58,9310.94,1380.43,3367.65,1270.81,4069.91,5594.38,522.56,8987.39,7198.02,4969.15,3201.13,6759.66
6.25,7454.88,3331.24,7570.82,3628,1478.76,6914.97,9312.33,1381.82,3369.04,1272.2,4071.3,5595.77,523.952,8988.79,7199.41,4970.53,3202.52,6761.04
6.3,7456.28,3332.64,7572.21,3629.39,1480.15,6916.35,9313.72,1383.21,3370.42,1273.59,4072.69,5597.16,525.343,8990.19,7200.79,4971.92,3203.92,6762.42
6.35,7457.67,3334.03,7573.6,3630.78,1481.54,6917.74,9315.11,1384.6,3371.81,1274.98,4074.08,5598.55,526.735,8991.59,7202.18,4973.31,3205.31,6763.81
6.4,7459.07,3335.43,7574.99,3632.17,1482.93,6919.13,9316.5,1385.99,3373.2,1276.37,4075.48,5599.93,528.126,8992.99,7203.57,4974.7,3206.7,6765.19
6.45,7460.46,3336.82,7576.38,3633.56,1484.32,6920.52,9317.89,1387.38,3374.59,1277.76,4076.87,5601.32,529.517,8994.39,7204.96,4976.09,3208.09,6766.57
6.5,7461.85,3338.22,7577.77,3634.95,1485.71,6921.91,9319.28,1388.77,3375.98,1279.15,4078.26,5602.71,530.909,8995.79,7206.35,4977.48,3209.48,6767.96
6.55,7463.25,3339.61,7579.16,3636.34,1487.1,6923.3,9320.67,1390.16,3377.37,1280.53,4079.65,5604.1,532.3,8997.18,7207.74,4978.87,3210.88,6769.34
6.6,7464.64,3341.01,7580.55,3637.73,1488.49,6924.69,9322.06,1391.55,3378.76,1281.92,4081.04,5605.49,533.691,8998.58,7209.13,4980.25,3212.27,6770.72
6.65,7466.04,3342.4,7581.94,3639.11,1489.87,6926.07,9323.46,1392.94,3380.15,1283.31,4082.43,5606.88,535.083,8999.98,7210.52,4981.64,3213.66,6772.11
6.7,7467.43,3343.8,7583.32,3640.5,1491.26,6927.46,9324.85,1394.33,3381.54,1284.7,4083.82,5608.26,536.474,9001.38,7211.91,4983.03,3215.05,6773.49
6.75,7468.83,3345.19,7584.71,3641.89,1492.65,6928.85,9326.24,1395.72,3382.92,1286.09,4085.21,5609.65,537.866,9002.78,7213.29,4984.42,3216.44,6774.87
6.8,7470.22,3346.59,7586.1,3643.28,1494.04,6930.24,9327.63,1397.11,3384.31,1287.48,4086.61,5611.04,539.257,9004.18,7214.68,4985.81,3217.84,6776.26
6.85,7471.62,3347.98,7587.49,3644.67,1495.43,6931.63,9329.02,1398.5,3385.7,1288.87,4088,5612.43,540.648,9005.58,7216.07,4987.2,3219.23,6777.64
6.9,7473.01,3349.38,7588.88,3646.06,1496.82,6933.02,9330.41,1399.89,3387.09,1290.26,4089.39,5613.82,542.04,9006.98,7217.46,4988.59,3220.62,6779.02
6.95,7474.41,3350.77,7590.27,3647.45,1498.21,6934.41,9331.8,1401.28,3388.48,1291.65,4090.78,5615.21,543.431,9008.38,7218.85,4989.97,3222.01,6780.41
7,7475.8,3352.17,7591.66,3648.84,1499.6,6935.79,9333.19,1402.67,3389.87,1293.03,4092.17,5616.6,544.823,9009.78,7220.24,4991.36,3223.4,6781.79
7.05,7477.2,3353.56,7593.05,3650.23,1500.99,6937.18,9334.58,1404.06,3391.26,1294.42,4093.56,5617.98,546.214,9011.18,7221.63,4992.75,3224.8,6783.17
7.1,7478.59,3354.96,7594.44,3651.62,1502.37,6938.57,9335.97,1405.45,3392.65,1295.81,4094.95,5619.37,547.605,9012.58,7223.02,4994.14,3226.19,6784.56
7.15,7479.99,3356.35,7595.82,3653.01,1503.76,6939.96,9337.37,1406.84,3394.04,1297.2,4096.35,5620.76,548.997,9013.98,7224.41,4995.53,3227.58,6785.94
7.2,7481.38,3357.75,7597.21,3654.4,1505.15,6941.35,9338.76,1408.23,3395.42,1298.59,4097.74,5622.15,550.388,9015.38,7225.79,4996.92,3228.97,6787.32
7.25,7482.78,3359.14,7598.6,3655.79,1506.54,6942.74,9340.15,1409.62,3396.81,1299.98,4099.13,5623.54,551.78,9016.78,7227.18,4998.3,3230.36,6788.71
7.3,7484.17,3360.54,7599.99,3657.18,1507.93,6944.12,9341.54,1411.01,3398.2,1301.37,4100.52,5624.93,553.171,9018.18,7228.57,4999.69,3231.76,6790.09
7.35,7485.57,3361.93,7601.38,3658.56,1509.32,6945.51,9342.93,1412.4,3399.59,1302.76,4101.91,5626.32,554.562,9019.58,7229.96,5001.08,3233.15,6791.47
7.4,7486.96,3363.33,7602.77,3659.95,1510.71,6946.9,9344.32,1413.79,3400.98,1304.15,4103.3,5627.7,555.954,9020.98,7231.35,5002.47,3234.54,6792.86
