time,N1,N2,N3,N4,N5,N6,N7
1.85,1568.67,8740.71,3464.41,4236.17,4440.91,258.436,3562.25
1.9,1570.06,8742.1,3465.81,4237.55,4442.3,259.835,3563.65
1.95,1571.45,8743.49,3467.21,4238.94,4443.69,261.234,3565.05
2,1572.84,8744.88,3468.61,4240.32,4445.08,262.633,3566.45
2.05,1574.23,8746.27,3470,4241.71,4446.46,264.032,3567.85
2.1,1575.61,8747.66,3471.4,4243.09,4447.85,265.432,3569.25
2.15,1577,8749.05,3472.8,4244.48,4449.24,266.831,3570.65
2.2,1578.39,8750.44,3474.2,4245.86,4450.63,268.23,3572.05
2.25,1579.78,8751.83,3475.6,4247.25,4452.02,269.629,3573.44
2.3,1581.17,8753.22,3477,4248.63,4453.41,271.028,3574.84
2.35,1582.56,8754.62,3478.39,4250.02,4454.8,272.427,3576.24
2.4,1583.95,8756.01,3479.79,4251.4,4456.19,273.826,3577.64
2.45,1585.34,8757.4,3481.19,4252.79,4457.58,275.225,3579.04
2.5,1586.73,8758.79,3482.59,4254.17,4458.96,276.624,3580.44
2.55,1588.11,8760.18,3483.99,4255.56,4460.35,278.024,3581.84
2.6,1589.5,8761.57,3485.39,4256.94,4461.74,279.423,3583.23
2.65,1590.89,8762.96,3486.79,4258.33,4463.13,280.822,3584.63
2.7,1592.28,8764.35,3488.18,4259.71,4464.52,282.221,3586.03
2.75,1593.67,8765.74,3489.58,4261.1,4465.91,283.62,3587.43
2.8,1595.06,8767.13,3490.98,4262.48,4467.3,285.019,3588.83
2.85,1596.45,8768.53,3492.38,4263.87,4468.69,286.418,3590.23
2.9,1597.84,8769.92,3493.78,4265.26,4470.08,287.817,3591.63
2.95,1599.23,8771.31,3495.18,4266.64,4471.46,289.217,3593.02
3,1600.61,8772.7,3496.57,4268.03,4472.85,290.616,3594.42
3.05,1602,8774.09,3497.97,4269.41,4474.24,292.015,3595.82
3.1,1603.39,8775.48,3499.37,4270.8,4475.63,293.414,3597.22
3.15,1604.78,8776.87,3500.77,4272.18,4477.02,294.813,3598.62
3.2,1606.17,8778.26,3502.17,4273.57,4478.41,296.212,3600.02
3.25,1607.56,8779.65,3503.57,4274.95,4479.8,297.611,3601.42
3.3,1608.95,8781.05,3504.96,4276.34,4481.19,299.01,3602.82
3.35,1610.34,8782.44,3506.36,4277.72,4482.58,300.41,3604.21
3.4,1611.73,8783.83,3507.76,4279.11,4483.96,301.809,3605.61
3.45,1613.11,8785.22,3509.16,4280.49,4485.35,303.208,3607.01
3.5,1614.5,8786.61,3510.56,4281.88,4486.74,304.607,3608.41
3.55,1615.89,8788,3511.96,4283.26,4488.13,306.006,3609.81
3.6,1617.28,8789.39,3513.36,4284.65,4489.52,307.405,3611.21
3.65,1618.67,8790.78,3514.75,4286.03,4490.91,308.804,3612.61
3.7,1620.06,8792.17,3516.15,4287.42,4492.3,310.203,3614
3.75,1621.45,8793.56,3517.55,4288.8,4493.69,311.603,3615.4
3.8,1622.84,8794.96,3518.95,4290.19,4495.08,313.002,3616.8
3.85,1624.23,8796.35,3520.35,4291.57,4496.46,314.401,3618.2
3.9,1625.61,8797.74,3521.75,4292.96,4497.85,315.8,3619.6
3.95,1627,8799.13,3523.14,4294.34,4499.24,317.199,3621
4,1628.39,8800.52,3524.54,4295.73,4500.63,318.598,3622.4
4.05,1629.78,8801.91,3525.94,4297.11,4502.02,319.997,3623.79
4.1,1631.17,8803.3,3527.34,4298.5,4503.41,321.396,3625.19
4.15,1632.56,8804.69,3528.74,4299.89,4504.8,322.796,3626.59
4.2,1633.95,8806.08,3530.14,4301.27,4506.19,324.195,3627.99
4.25,1635.34,8807.47,3531.54,4302.66,4507.58,325.594,3629.39
4.3,1636.73,8808.87,3532.93,4304.04,4508.96,326.993,3630.79
4.35,1638.11,8810.26,3534.33,4305.43,4510.35,328.392,3632.19
4.4,1639.5,8811.65,3535.73,4306.81,4511.74,329.791,3633.58
4.45,1640.89,8813.04,3537.13,4308.2,4513.13,331.19,3634.98
4.5,1642.28,8814.43,3538.53,4309.58,4514.52,332.589,3636.38
4.55,1643.67,8815.82,3539.93,4310.97,4515.91,333.989,3637.78
4.6,1645.06,8817.21,3541.32,4312.35,4517.3,335.388,3639.18
4.65,1646.45,8818.6,3542.72,4313.74,4518.69,336.787,3640.58
4.7,1647.84,8819.99,3544.12,4315.12,4520.08,338.186,3641.98
4.75,1649.23,8821.39,3545.52,4316.51,4521.46,339.585,3643.38
4.8,1650.61,8822.78,3546.92,4317.89,4522.85,340.984,3644.77
4.85,1652,8824.17,3548.32,4319.28,4524.24,342.383,3646.17
4.9,1653.39,8825.56,3549.71,4320.66,4525.63,343.783,3647.57
4.95,1654.78,8826.95,3551.11,4322.05,4527.02,345.182,3648.97
5,1656.17,8828.34,3552.51,4323.43,4528.41,346.581,3650.37
5.05,1657.56,8829.73,3553.91,4324.82,4529.8,347.98,3651.77
5.1,1658.95,8831.12,3555.31,4326.2,4531.19,349.379,3653.17
5.15,1660.34,8832.51,3556.71,4327.59,4532.58,350.778,3654.56
5.2,1661.73,8833.9,3558.11,4328.97,4533.96,352.177,3655.96
5.25,1663.11,8835.3,3559.5,4330.36,4535.35,353.576,3657.36
5.3,1664.5,8836.69,3560.9,4331.75,4536.74,354.976,3658.76
5.35,1665.89,8838.08,3562.3,4333.13,4538.13,356.375,3660.16
5.4,1667.28,8839.47,3563.7,4334.52,4539.52,357.774,3661.56
5.45,1668.67,8840.86,3565.1,4335.9,4540.91,359.173,3662.96
5.5,1670.06,8842.25,3566.5,4337.29,4542.3,360.572,3664.35
5.55,1671.45,8843.64,3567.89,4338.67,4543.69,361.971,3665.75
5.6,1672.84,8845.03,3569.29,4340.06,4545.08,363.37,3667.15
5.65,1674.23,8846.42,3570.69,4341.44,4546.46,364.77,3668.55
5.7,1675.61,8847.81,3572.09,4342.83,4547.85,366.169,3669.95
5.75,1677,8849.21,3573.49,4344.21,4549.24,367.568,3671.35
5.8,1678.39,8850.6,3574.89,4345.6,4550.63,368.967,3672.75
5.85,1679.78,8851.99,3576.29,4346.98,4552.02,370.366,3674.14
5.9,1681.17,8853.38,3577.68,4348.37,4553.41,371.765,3675.54
5.95,1682.56,8854.77,3579.08,4349.75,4554.8,373.164,3676.94
6,1683.95,8856.16,3580.48,4351.14,4556.19,374.563,3678.34
6.05,1685.34,8857.55,3581.88,4352.52,4557.58,375.963,3679.74
6.1,1686.73,8858.94,3583.28,4353.91,4558.96,377.362,3681.14
6.15,1688.11,8860.33,3584.68,4355.29,4560.35,378.761,3682.54
6.2,1689.5,8861.72,3586.07,4356.68,4561.74,380.16,3683.93
6.25,1690.89,8863.12,3587.47,4358.06,4563.13,381.559,3685.33
6.3,1692.28,8864.51,3588.87,4359.45,4564.52,382.958,3686.73
6.35,1693.67,8865.9,3590.27,4360.83,4565.91,384.357,3688.13
6.4,1695.06,8867.29,3591.67,4362.22,4567.3,385.757,3689.53
6.45,1696.45,8868.68,3593.07,4363.61,4568.69,387.156,3690.93
6.5,1697.84,8870.07,3594.46,4364.99,4570.08,388.555,3692.33
6.55,1699.23,8871.46,3595.86,4366.38,4571.46,389.954,3693.73
6.6,1700.61,8872.85,3597.26,4367.76,4572.85,391.353,3695.12
6.65,1702,8874.24,3598.66,4369.15,4574.24,392.752,3696.52
6.7,1703.39,8875.64,3600.06,4370.53,4575.63,394.151,3697.92
6.75,1704.78,8877.03,3601.46,4371.92,4577.02,395.551,3699.32
6.8,1706.17,8878.42,3602.86,4373.3,4578.41,396.95,3700.72
6.85,1707.56,8879.81,3604.25,4374.69,4579.8,398.349,3702.12
6.9,1708.95,8881.2,3605.65,4376.07,4581.19,399.748,3703.52
6.95,1710.34,8882.59,3607.05,4377.46,4582.58,401.147,3704.91
7,1711.73,8883.98,3608.45,4378.84,4583.96,402.546,3706.31
7.05,1713.11,8885.37,3609.85,4380.23,4585.35,403.945,3707.71
7.1,1714.5,8886.76,3611.25,4381.61,4586.74,405.345,3709.11
7.15,1715.89,8888.15,3612.64,4383,4588.13,406.744,3710.51
7.2,1717.28,8889.55,3614.04,4384.38,4589.52,408.143,3711.91
7.25,1718.67,8890.94,3615.44,4385.77,4590.91,409.542,3713.31
7.3,1720.06,8892.33,3616.84,4387.15,4592.3,410.941,3714.7
7.35,1721.45,8893.72,3618.24,4388.54,4593.69,412.34,3716.1
7.4,1722.84,8895.11,3619.64,4389.92,4595.08,413.739,3717.5
7.45,1724.23,8896.5,3621.03,4391.31,4596.46,415.139,3718.9
7.5,1725.61,8897.89,3622.43,4392.7,4597.85,416.538,3720.3
7.55,1727,8899.28,3623.83,4394.08,4599.24,417.937,3721.7
7.6,1728.39,8900.67,3625.23,4395.47,4600.63,419.336,3723.1
7.65,1729.78,8902.06,3626.63,4396.85,4602.02,420.735,3724.49
7.7,1731.17,8903.46,3628.03,4398.24,4603.41,422.134,3725.89
7.75,1732.56,8904.85,3629.43,4399.62,4604.8,423.533,3727.29
7.8,1733.95,8906.24,3630.82,4401.01,4606.19,424.933,3728.69
7.85,1735.34,8907.63,3632.22,4402.39,4607.58,426.332,3730.09
7.9,1736.73,8909.02,3633.62,4403.78,4608.96,427.731,3731.49
7.95,1738.11,8910.41,3635.02,4405.16,4610.35,429.13,3732.89
8,1739.5,8911.8,3636.42,4406.55,4611.74,430.529,3734.28
8.05,1740.89,8913.19,3637.82,4407.93,4613.13,431.928,3735.68
8.1,1742.28,8914.58,3639.21,4409.32,4614.52,433.328,3737.08
8.15,1743.67,8915.97,3640.61,4410.7,4615.91,434.727,3738.48
8.2,1745.06,8917.37,3642.01,4412.09,4617.3,436.126,3739.88
8.25,1746.45,8918.76,3643.41,4413.47,4618.69,437.525,3741.28
8.3,1747.84,8920.15,3644.81,4414.86,4620.08,438.924,3742.68
8.35,1749.23,8921.54,3646.21,4416.24,4621.46,440.323,3744.07
8.4,1750.61,8922.93,3647.61,4417.63,4622.85,441.722,3745.47
8.45,1752,8924.32,3649,4419.01,4624.24,443.122,3746.87
8.5,1753.39,8925.71,3650.4,4420.4,4625.63,444.521,3748.27
8.55,1754.78,8927.1,3651.8,4421.79,4627.02,445.92,3749.67
8.6,1756.17,8928.49,3653.2,4423.17,4628.41,447.319,3751.07
8.65,1757.56,8929.89,3654.6,4424.56,4629.8,448.718,3752.47
8.7,1758.95,8931.28,3656,4425.94,4631.19,450.117,3753.86
8.75,1760.34,8932.67,3657.39,4427.33,4632.58,451.516,3755.26
8.8,1761.73,8934.06,3658.79,4428.71,4633.96,452.916,3756.66
8.85,1763.11,8935.45,3660.19,4430.1,4635.35,454.315,3758.06
8.9,1764.5,8936.84,3661.59,4431.48,4636.74,455.714,3759.46
8.95,1765.89,8938.23,3662.99,4432.87,4638.13,457.113,3760.86
9,1767.28,8939.62,3664.39,4434.25,4639.52,458.512,3762.26
9.05,1768.67,8941.01,3665.78,4435.64,4640.91,459.911,3763.65
9.1,1770.06,8942.4,3667.18,4437.02,4642.3,461.311,3765.05
9.15,1771.45,8943.8,3668.58,4438.41,4643.69,462.71,3766.45
9.2,1772.84,8945.19,3669.98,4439.79,4645.08,464.109,3767.85
9.25,1774.23,8946.58,3671.38,4441.18,4646.46,465.508,3769.25
9.3,1775.61,8947.97,3672.78,4442.56,4647.85,466.907,3770.65
9.35,1777,8949.36,3674.18,4443.95,4649.24,468.306,3772.05
9.4,1778.39,8950.75,3675.57,4445.33,4650.63,469.705,3773.45
9.45,1779.78,8952.14,3676.97,4446.72,4652.02,471.105,3774.84
9.5,1781.17,8953.53,3678.37,4448.1,4653.41,472.504,3776.24
9.55,1782.56,8954.92,3679.77,4449.49,4654.8,473.903,3777.64
9.6,1783.95,8956.31,3681.17,4450.88,4656.19,475.302,3779.04
9.65,1785.34,8957.71,3682.57,4452.26,4657.58,476.701,3780.44
9.7,1786.73,8959.1,3683.96,4453.65,4658.96,478.1,3781.84
9.75,1788.11,8960.49,3685.36,4455.03,4660.35,479.5,3783.24
9.8,1789.5,8961.88,3686.76,4456.42,4661.74,480.899,3784.63
9.85,1790.89,8963.27,3688.16,4457.8,4663.13,482.298,3786.03
9.9,1792.28,8964.66,3689.56,4459.19,4664.52,483.697,3787.43
9.95,1793.67,8966.05,3690.96,4460.57,4665.91,485.096,3788.83
10,1795.06,8967.44,3692.35,4461.96,4667.3,486.495,3790.23
10.05,1796.45,8968.83,3693.75,4463.34,4668.69,487.895,3791.63
10.1,1797.84,8970.22,3695.15,4464.73,4670.08,489.294,3793.03
10.15,1799.23,8971.62,3696.55,4466.11,4671.46,490.693,3794.42
10.2,1800.61,8973.01,3697.95,4467.5,4672.85,492.092,3795.82
10.25,1802,8974.4,3699.35,4468.88,4674.24,493.491,3797.22
10.3,1803.39,8975.79,3700.75,4470.27,4675.63,494.89,3798.62
10.35,1804.78,8977.18,3702.14,4471.65,4677.02,496.289,3800.02
10.4,1806.17,8978.57,3703.54,4473.04,4678.41,497.689,3801.42
10.45,1807.56,8979.96,3704.94,4474.42,4679.8,499.088,3802.82
10.5,1808.95,8981.35,3706.34,4475.81,4681.19,500.487,3804.21
10.55,1810.34,8982.74,3707.74,4477.19,4682.58,501.886,3805.61
10.6,1811.73,8984.14,3709.14,4478.58,4683.96,503.285,3807.01
10.65,1813.11,8985.53,3710.53,4479.97,4685.35,504.684,3808.41
10.7,1814.5,8986.92,3711.93,4481.35,4686.74,506.084,3809.81
10.75,1815.89,8988.31,3713.33,4482.74,4688.13,507.483,3811.21
10.8,1817.28,8989.7,3714.73,4484.12,4689.52,508.882,3812.61
10.85,1818.67,8991.09,3716.13,4485.51,4690.91,510.281,3814
10.9,1820.06,8992.48,3717.53,4486.89,4692.3,511.68,3815.4
10.95,1821.45,8993.87,3718.92,4488.28,4693.69,513.079,3816.8
11,1822.84,8995.26,3720.32,4489.66,4695.08,514.479,3818.2
11.05,1824.23,8996.65,3721.72,4491.05,4696.46,515.878,3819.6
11.1,1825.61,8998.05,3723.12,4492.43,4697.85,517.277,3821
11.15,1827,8999.44,3724.52,4493.82,4699.24,518.676,3822.4
11.2,1828.39,9000.83,3725.92,4495.2,4700.63,520.075,3823.79
11.25,1829.78,9002.22,3727.32,4496.59,4702.02,521.474,3825.19
11.3,1831.17,9003.61,3728.71,4497.97,4703.41,522.874,3826.59
11.35,1832.56,9005,3730.11,4499.36,4704.8,524.273,3827.99
11.4,1833.95,9006.39,3731.51,4500.74,4706.19,525.672,3829.39
11.45,1835.34,9007.78,3732.91,4502.13,4707.58,527.071,3830.79
11.5,1836.73,9009.17,3734.31,4503.51,4708.96,528.47,3832.19
11.55,1838.11,9010.56,3735.71,4504.9,4710.35,529.869,3833.58
11.6,1839.5,9011.96,3737.1,4506.29,4711.74,531.269,3834.98
11.65,1840.89,9013.35,3738.5,4507.67,4713.13,532.668,3836.38
11.7,1842.28,9014.74,3739.9,4509.06,4714.52,534.067,3837.78
11.75,1843.67,9016.13,3741.3,4510.44,4715.91,535.466,3839.18
11.8,1845.06,9017.52,3742.7,4511.83,4717.3,536.865,3840.58
11.85,1846.45,9018.91,3744.1,4513.21,4718.69,538.264,3841.98
11.9,1847.84,9020.3,3745.49,4514.6,4720.08,539.664,3843.37
11.95,1849.23,9021.69,3746.89,4515.98,4721.46,541.063,3844.77
12,1850.61,9023.08,3748.29,4517.37,4722.85,542.462,3846.17
12.05,1852,9024.47,3749.69,4518.75,4724.24,543.861,3847.57
12.1,1853.39,9025.87,3751.09,4520.14,4725.63,545.26,3848.97
12.15,1854.78,9027.26,3752.49,4521.52,4727.02,546.659,3850.37
12.2,1856.17,9028.65,3753.89,4522.91,4728.41,548.059,3851.77
12.25,1857.56,9030.04,3755.28,4524.29,4729.8,549.458,3853.16
12.3,1858.95,9031.43,3756.68,4525.68,4731.19,550.857,3854.56
12.35,1860.34,9032.82,3758.08,4527.06,4732.58,552.256,3855.96
12.4,1861.73,9034.21,3759.48,4528.45,4733.96,553.655,3857.36
12.45,1863.11,9035.6,3760.88,4529.83,4735.35,555.054,3858.76
12.5,1864.5,9036.99,3762.28,4531.22,4736.74,556.454,3860.16
12.55,1865.89,9038.39,3763.67,4532.61,4738.13,557.853,3861.56
12.6,1867.28,9039.78,3765.07,4533.99,4739.52,559.252,3862.95
12.65,1868.67,9041.17,3766.47,4535.38,4740.91,560.651,3864.35
12.7,1870.06,9042.56,3767.87,4536.76,4742.3,562.05,3865.75
12.75,1871.45,9043.95,3769.27,4538.15,4743.69,563.45,3867.15
12.8,1872.84,9045.34,3770.67,4539.53,4745.08,564.849,3868.55
12.85,1874.23,9046.73,3772.06,4540.92,4746.46,566.248,3869.95
12.9,1875.61,9048.12,3773.46,4542.3,4747.85,567.647,3871.35
12.95,1877,9049.51,3774.86,4543.69,4749.24,569.046,3872.74
13,1878.39,9050.9,3776.26,4545.07,4750.63,570.445,3874.14
13.05,1879.78,9052.3,3777.66,4546.46,4752.02,571.845,3875.54
13.1,1881.17,9053.69,3779.06,4547.84,4753.41,573.244,3876.94
13.15,1882.56,9055.08,3780.46,4549.23,4754.8,574.643,3878.34
13.2,1883.95,9056.47,3781.85,4550.61,4756.19,576.042,3879.74
13.25,1885.34,9057.86,3783.25,4552,4757.58,577.441,3881.13
13.3,1886.73,9059.25,3784.65,4553.38,4758.96,578.84,3882.53
13.35,1888.11,9060.64,3786.05,4554.77,4760.35,580.24,3883.93
13.4,1889.5,9062.03,3787.45,4556.15,4761.74,581.639,3885.33
13.45,1890.89,9063.42,3788.85,4557.54,4763.13,583.038,3886.73
13.5,1892.28,9064.81,3790.24,4558.93,4764.52,584.437,3888.13
13.55,1893.67,9066.21,3791.64,4560.31,4765.91,585.836,3889.53
13.6,1895.06,9067.6,3793.04,4561.7,4767.3,587.236,3890.92
13.65,1896.45,9068.99,3794.44,4563.08,4768.69,588.635,3892.32
13.7,1897.84,9070.38,3795.84,4564.47,4770.08,590.034,3893.72
13.75,1899.23,9071.77,3797.24,4565.85,4771.46,591.433,3895.12
13.8,1900.61,9073.16,3798.63,4567.24,4772.85,592.832,3896.52
13.85,1902,9074.55,3800.03,4568.62,4774.24,594.231,3897.92
13.9,1903.39,9075.94,3801.43,4570.01,4775.63,595.631,3899.32
13.95,1904.78,9077.33,3802.83,4571.39,4777.02,597.03,3900.71
14,1906.17,9078.72,3804.23,4572.78,4778.41,598.429,3902.11
14.05,1907.56,9080.12,3805.63,4574.16,4779.8,599.828,3903.51
14.1,1908.95,9081.51,3807.02,4575.55,4781.19,601.227,3904.91
14.15,1910.34,9082.9,3808.42,4576.93,4782.58,602.626,3906.31
14.2,1911.73,9084.29,3809.82,4578.32,4783.96,604.026,3907.71
14.25,1913.11,9085.68,3811.22,4579.7,4785.35,605.425,3909.11
14.3,1914.5,9087.07,3812.62,4581.09,4786.74,606.824,3910.5
14.35,1915.89,9088.46,3814.02,4582.47,4788.13,608.223,3911.9
14.4,1917.28,9089.85,3815.42,4583.86,4789.52,609.622,3913.3
14.45,1918.67,9091.24,3816.81,4585.25,4790.91,611.022,3914.7
14.5,1920.06,9092.63,3818.21,4586.63,4792.3,612.421,3916.1
14.55,1921.45,9094.03,3819.61,4588.02,4793.69,613.82,3917.5
14.6,1922.84,9095.42,3821.01,4589.4,4795.08,615.219,3918.9
14.65,1924.23,9096.81,3822.41,4590.79,4796.46,616.618,3920.29
14.7,1925.61,9098.2,3823.81,4592.17,4797.85,618.017,3921.69
14.75,1927,9099.59,3825.2,4593.56,4799.24,619.417,3923.09
14.8,1928.39,9100.98,3826.6,4594.94,4800.63,620.816,3924.49
14.85,1929.78,9102.37,3828,4596.33,4802.02,622.215,3925.89
14.9,1931.17,9103.76,3829.4,4597.71,4803.41,623.614,3927.29
14.95,1932.56,9105.15,3830.8,4599.1,4804.8,625.013,3928.69
15,1933.95,9106.55,3832.2,4600.48,4806.19,626.413,3930.08
15.05,1935.34,9107.94,3833.59,4601.87,4807.58,627.812,3931.48
15.1,1936.73,9109.33,3834.99,4603.25,4808.96,629.211,3932.88
15.15,1938.11,9110.72,3836.39,4604.64,4810.35,630.61,3934.28
15.2,1939.5,9112.11,3837.79,4606.02,4811.74,632.009,3935.68
15.25,1940.89,9113.5,3839.19,4607.41,4813.13,633.409,3937.08
15.3,1942.28,9114.89,3840.59,4608.8,4814.52,634.808,3938.48
15.35,1943.67,9116.28,3841.99,4610.18,4815.91,636.207,3939.87
15.4,1945.06,9117.67,3843.38,4611.57,4817.3,637.606,3941.27
15.45,1946.45,9119.06,3844.78,4612.95,4818.69,639.005,3942.67
15.5,1947.84,9120.46,3846.18,4614.34,4820.08,640.404,3944.07
15.55,1949.23,9121.85,3847.58,4615.72,4821.46,641.804,3945.47
15.6,1950.61,9123.24,3848.98,4617.11,4822.85,643.203,3946.87
15.65,1952,9124.63,3850.38,4618.49,4824.24,644.602,3948.27
15.7,1953.39,9126.02,3851.77,4619.88,4825.63,646.001,3949.66
15.75,1954.78,9127.41,3853.17,4621.26,4827.02,647.4,3951.06
15.8,1956.17,9128.8,3854.57,4622.65,4828.41,648.8,3952.46
15.85,1957.56,9130.19,3855.97,4624.03,4829.8,650.199,3953.86
15.9,1958.95,9131.58,3857.37,4625.42,4831.19,651.598,3955.26
15.95,1960.34,9132.97,3858.77,4626.8,4832.58,652.997,3956.66
16,1961.73,9134.37,3860.16,4628.19,4833.96,654.396,3958.06
16.05,1963.11,9135.76,3861.56,4629.57,4835.35,655.796,3959.45
16.1,1964.5,9137.15,3862.96,4630.96,4836.74,657.195,3960.85
16.15,1965.89,9138.54,3864.36,4632.34,4838.13,658.594,3962.25
16.2,1967.28,9139.93,3865.76,4633.73,4839.52,659.993,3963.65
16.25,1968.67,9141.32,3867.16,4635.12,4840.91,661.392,3965.05
16.3,1970.06,9142.71,3868.56,4636.5,4842.3,662.792,3966.45
16.35,1971.45,9144.1,3869.95,4637.89,4843.69,664.191,3967.84
16.4,1972.84,9145.49,3871.35,4639.27,4845.08,665.59,3969.24
16.45,1974.23,9146.88,3872.75,4640.66,4846.46,666.989,3970.64
16.5,1975.61,9148.28,3874.15,4642.04,4847.85,668.388,3972.04
16.55,1977,9149.67,3875.55,4643.43,4849.24,669.787,3973.44
16.6,1978.39,9151.06,3876.95,4644.81,4850.63,671.187,3974.84
16.65,1979.78,9152.45,3878.34,4646.2,4852.02,672.586,3976.24
16.7,1981.17,9153.84,3879.74,4647.58,4853.41,673.985,3977.63
16.75,1982.56,9155.23,3881.14,4648.97,4854.8,675.384,3979.03
16.8,1983.95,9156.62,3882.54,4650.35,4856.19,676.783,3980.43
16.85,1985.34,9158.01,3883.94,4651.74,4857.58,678.183,3981.83
16.9,1986.73,9159.4,3885.34,4653.12,4858.96,679.582,3983.23
16.95,1988.11,9160.79,3886.73,4654.51,4860.35,680.981,3984.63
17,1989.5,9162.19,3888.13,4655.89,4861.74,682.38,3986.03
17.05,1990.89,9163.58,3889.53,4657.28,4863.13,683.779,3987.42
17.1,1992.28,9164.97,3890.93,4658.67,4864.52,685.179,3988.82
17.15,1993.67,9166.36,3892.33,4660.05,4865.91,686.578,3990.22
17.2,1995.06,9167.75,3893.73,4661.44,4867.3,687.977,3991.62
17.25,1996.45,9169.14,3895.12,4662.82,4868.69,689.376,3993.02
17.3,1997.84,9170.53,3896.52,4664.21,4870.08,690.775,3994.42
17.35,1999.23,9171.92,3897.92,4665.59,4871.46,692.175,3995.82
17.4,2000.61,9173.31,3899.32,4666.98,4872.85,693.574,3997.21
17.45,2002,9174.7,3900.72,4668.36,4874.24,694.973,3998.61
17.5,2003.39,9176.1,3902.12,4669.75,4875.63,696.372,4000.01
17.55,2004.78,9177.49,3903.52,4671.13,4877.02,697.771,4001.41
17.6,2006.17,9178.88,3904.91,4672.52,4878.41,699.171,4002.81
17.65,2007.56,9180.27,3906.31,4673.9,4879.8,700.57,4004.21
17.7,2008.95,9181.66,3907.71,4675.29,4881.19,701.969,4005.61
17.75,2010.34,9183.05,3909.11,4676.67,4882.58,703.368,4007
17.8,2011.73,9184.44,3910.51,4678.06,4883.96,704.767,4008.4
17.85,2013.11,9185.83,3911.91,4679.44,4885.35,706.167,4009.8
17.9,2014.5,9187.22,3913.3,4680.83,4886.74,707.566,4011.2
17.95,2015.89,9188.62,3914.7,4682.22,4888.13,708.965,4012.6
18,2017.28,9190.01,3916.1,4683.6,4889.52,710.364,4014
18.05,2018.67,9191.4,3917.5,4684.99,4890.91,711.763,4015.39
18.1,2020.06,9192.79,3918.9,4686.37,4892.3,713.163,4016.79
18.15,2021.45,9194.18,3920.3,4687.76,4893.69,714.562,4018.19
18.2,2022.84,9195.57,3921.69,4689.14,4895.08,715.961,4019.59
18.25,2024.23,9196.96,3923.09,4690.53,4896.46,717.36,4020.99
18.3,2025.61,9198.35,3924.49,4691.91,4897.85,718.759,4022.39
18.35,2027,9199.74,3925.89,4693.3,4899.24,720.159,4023.79
18.4,2028.39,9201.13,3927.29,4694.68,4900.63,721.558,4025.18
18.45,2029.78,9202.53,3928.69,4696.07,4902.02,722.957,4026.58
