time,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,N11,N12,N13
1.95,6864.14,982.126,1313.32,3395.98,6708.84,1194.12,6962.54,6121.16,8825.95,3107.91,5374.62,410.481,9086.91
2,6865.54,983.515,1314.71,3397.38,6710.24,1195.51,6963.93,6122.55,8827.34,3109.3,5376.01,411.87,9088.3
2.05,6866.93,984.904,1316.1,3398.77,6711.64,1196.9,6965.32,6123.94,8828.73,3110.69,5377.4,413.26,9089.69
2.1,6868.33,986.293,1317.49,3400.16,6713.04,1198.3,6966.7,6125.33,8830.12,3112.08,5378.79,414.649,9091.08
2.15,6869.72,987.681,1318.88,3401.55,6714.44,1199.69,6968.09,6126.71,8831.51,3113.47,5380.18,416.038,9092.47
2.2,6871.11,989.07,1320.27,3402.94,6715.84,1201.08,6969.48,6128.1,8832.9,3114.86,5381.57,417.427,9093.86
2.25,6872.51,990.459,1321.65,3404.33,6717.24,1202.47,6970.87,6129.49,8834.29,3116.25,5382.97,418.817,9095.24
2.3,6873.9,991.848,1323.04,3405.73,6718.64,1203.86,6972.26,6130.88,8835.68,3117.65,5384.36,420.206,9096.63
2.35,6875.3,993.237,1324.43,3407.12,6720.04,1205.25,6973.65,6132.27,8837.07,3119.04,5385.75,421.595,9098.02
2.4,6876.69,994.626,1325.82,3408.51,6721.44,1206.64,6975.04,6133.66,8838.46,3120.43,5387.14,422.985,9099.41
2.45,6878.08,996.015,1327.21,3409.9,6722.84,1208.03,6976.43,6135.05,8839.85,3121.82,5388.53,424.374,9100.8
2.5,6879.48,997.404,1328.6,3411.29,6724.24,1209.42,6977.82,6136.44,8841.24,3123.21,5389.92,425.763,9102.19
2.55,6880.87,998.793,1329.99,3412.69,6725.64,1210.81,6979.2,6137.83,8842.63,3124.6,5391.32,427.153,9103.58
2.6,6882.27,1000.18,1331.38,3414.08,6727.04,1212.21,6980.59,6139.21,8844.02,3125.99,5392.71,428.542,9104.97
2.65,6883.66,1001.57,1332.77,3415.47,6728.44,1213.6,6981.98,6140.6,8845.41,3127.38,5394.1,429.931,9106.36
2.7,6885.06,1002.96,1334.15,3416.86,6729.84,1214.99,6983.37,6141.99,8846.8,3128.77,5395.49,431.321,9107.74
2.75,6886.45,1004.35,1335.54,3418.25,6731.24,1216.38,6984.76,6143.38,8848.19,3130.17,5396.88,432.71,9109.13
2.8,6887.84,1005.74,1336.93,3419.64,6732.64,1217.77,6986.15,6144.77,8849.58,3131.56,5398.27,434.099,9110.52
2.85,6889.24,1007.13,1338.32,3421.04,6734.04,1219.16,6987.54,6146.16,8850.96,3132.95,5399.67,435.489,9111.91
2.9,6890.63,1008.51,1339.71,3422.43,6735.44,1220.55,6988.93,6147.55,8852.35,3134.34,5401.06,436.878,9113.3
2.95,6892.03,1009.9,1341.1,3423.82,6736.84,1221.94,6990.32,6148.94,8853.74,3135.73,5402.45,438.267,9114.69
3,6893.42,1011.29,1342.49,3425.21,6738.24,1223.33,6991.7,6150.33,8855.13,3137.12,5403.84,439.657,9116.08
3.05,6894.82,1012.68,1343.88,3426.6,6739.64,1224.72,6993.09,6151.71,8856.52,3138.51,5405.23,441.046,9117.47
3.1,6896.21,1014.07,1345.27,3427.99,6741.04,1226.12,6994.48,6153.1,8857.91,3139.9,5406.62,442.435,9118.86
3.15,6897.6,1015.46,1346.65,3429.39,6742.45,1227.51,6995.87,6154.49,8859.3,3141.3,5408.01,443.825,9120.24
3.2,6899,1016.85,1348.04,3430.78,6743.85,1228.9,6997.26,6155.88,8860.69,3142.69,5409.41,445.214,9121.63
3.25,6900.39,1018.24,1349.43,3432.17,6745.25,1230.29,6998.65,6157.27,8862.08,3144.08,5410.8,446.603,9123.02
3.3,6901.79,1019.63,1350.82,3433.56,6746.65,1231.68,7000.04,6158.66,8863.47,3145.47,5412.19,447.993,9124.41
3.35,6903.18,1021.01,1352.21,3434.95,6748.05,1233.07,7001.43,6160.05,8864.86,3146.86,5413.58,449.382,9125.8
3.4,6904.58,1022.4,1353.6,3436.34,6749.45,1234.46,7002.82,6161.44,8866.25,3148.25,5414.97,450.771,9127.19
3.45,6905.97,1023.79,1354.99,3437.74,6750.85,1235.85,7004.2,6162.83,8867.64,3149.64,5416.36,452.161,9128.58
3.5,6907.36,1025.18,1356.38,3439.13,6752.25,1237.24,7005.59,6164.21,8869.03,3151.03,5417.76,453.55,9129.97
3.55,6908.76,1026.57,1357.77,3440.52,6753.65,1238.63,7006.98,6165.6,8870.42,3152.42,5419.15,454.939,9131.36
3.6,6910.15,1027.96,1359.15,3441.91,6755.05,1240.03,7008.37,6166.99,8871.81,3153.82,5420.54,456.329,9132.75
3.65,6911.55,1029.35,1360.54,3443.3,6756.45,1241.42,7009.76,6168.38,8873.2,3155.21,5421.93,457.718,9134.13
3.7,6912.94,1030.74,1361.93,3444.69,6757.85,1242.81,7011.15,6169.77,8874.59,3156.6,5423.32,459.107,9135.52
3.75,6914.33,1032.13,1363.32,3446.09,6759.25,1244.2,7012.54,6171.16,8875.98,3157.99,5424.71,460.496,9136.91
3.8,6915.73,1033.51,1364.71,3447.48,6760.65,1245.59,7013.93,6172.55,8877.37,3159.38,5426.11,461.886,9138.3
3.85,6917.12,1034.9,1366.1,3448.87,6762.05,1246.98,7015.32,6173.94,8878.76,3160.77,5427.5,463.275,9139.69
3.9,6918.52,1036.29,1367.49,3450.26,6763.45,1248.37,7016.7,6175.33,8880.15,3162.16,5428.89,464.664,9141.08
3.95,6919.91,1037.68,1368.88,3451.65,6764.85,1249.76,7018.09,6176.71,8881.54,3163.55,5430.28,466.054,9142.47
4,6921.31,1039.07,1370.27,3453.04,6766.25,1251.15,7019.48,6178.1,8882.93,3164.95,5431.67,467.443,9143.86
4.05,6922.7,1040.46,1371.65,3454.44,6767.65,1252.55,7020.87,6179.49,8884.32,3166.34,5433.06,468.832,9145.25
4.1,6924.09,1041.85,1373.04,3455.83,6769.05,1253.94,7022.26,6180.88,8885.71,3167.73,5434.46,470.222,9146.63
4.15,6925.49,1043.24,1374.43,3457.22,6770.45,1255.33,7023.65,6182.27,8887.1,3169.12,5435.85,471.611,9148.02
4.2,6926.88,1044.63,1375.82,3458.61,6771.85,1256.72,7025.04,6183.66,8888.49,3170.51,5437.24,473,9149.41
4.25,6928.28,1046.01,1377.21,3460,6773.25,1258.11,7026.43,6185.05,8889.87,3171.9,5438.63,474.39,9150.8
4.3,6929.67,1047.4,1378.6,3461.39,6774.65,1259.5,7027.82,6186.44,8891.26,3173.29,5440.02,475.779,9152.19
4.35,6931.07,1048.79,1379.99,3462.79,6776.05,1260.89,7029.2,6187.83,8892.65,3174.68,5441.41,477.168,9153.58
4.4,6932.46,1050.18,1381.38,3464.18,6777.45,1262.28,7030.59,6189.21,8894.04,3176.07,5442.8,478.558,9154.97
4.45,6933.85,1051.57,1382.77,3465.57,6778.85,1263.67,7031.98,6190.6,8895.43,3177.47,5444.2,479.947,9156.36
4.5,6935.25,1052.96,1384.15,3466.96,6780.25,1265.06,7033.37,6191.99,8896.82,3178.86,5445.59,481.336,9157.75
4.55,6936.64,1054.35,1385.54,3468.35,6781.65,1266.46,7034.76,6193.38,8898.21,3180.25,5446.98,482.726,9159.13
4.6,6938.04,1055.74,1386.93,3469.74,6783.05,1267.85,7036.15,6194.77,8899.6,3181.64,5448.37,484.115,9160.52
4.65,6939.43,1057.13,1388.32,3471.14,6784.45,1269.24,7037.54,6196.16,8900.99,3183.03,5449.76,485.504,9161.91
4.7,6940.82,1058.51,1389.71,3472.53,6785.85,1270.63,7038.93,6197.55,8902.38,3184.42,5451.15,486.894,9163.3
4.75,6942.22,1059.9,1391.1,3473.92,6787.25,1272.02,7040.32,6198.94,8903.77,3185.81,5452.55,488.283,9164.69
4.8,6943.61,1061.29,1392.49,3475.31,6788.65,1273.41,7041.7,6200.33,8905.16,3187.2,5453.94,489.672,9166.08
4.85,6945.01,1062.68,1393.88,3476.7,6790.05,1274.8,7043.09,6201.71,8906.55,3188.6,5455.33,491.062,9167.47
4.9,6946.4,1064.07,1395.27,3478.1,6791.45,1276.19,7044.48,6203.1,8907.94,3189.99,5456.72,492.451,9168.86
4.95,6947.8,1065.46,1396.65,3479.49,6792.85,1277.58,7045.87,6204.49,8909.33,3191.38,5458.11,493.84,9170.25
5,6949.19,1066.85,1398.04,3480.88,6794.25,1278.97,7047.26,6205.88,8910.72,3192.77,5459.5,495.23,9171.63
5.05,6950.58,1068.24,1399.43,3482.27,6795.65,1280.37,7048.65,6207.27,8912.11,3194.16,5460.9,496.619,9173.02
5.1,6951.98,1069.63,1400.82,3483.66,6797.05,1281.76,7050.04,6208.66,8913.5,3195.55,5462.29,498.008,9174.41
5.15,6953.37,1071.01,1402.21,3485.05,6798.45,1283.15,7051.43,6210.05,8914.89,3196.94,5463.68,499.398,9175.8
5.2,6954.77,1072.4,1403.6,3486.45,6799.86,1284.54,7052.82,6211.44,8916.28,3198.33,5465.07,500.787,9177.19
5.25,6956.16,1073.79,1404.99,3487.84,6801.26,1285.93,7054.2,6212.83,8917.67,3199.72,5466.46,502.176,9178.58
5.3,6957.56,1075.18,1406.38,3489.23,6802.66,1287.32,7055.59,6214.21,8919.06,3201.12,5467.85,503.566,9179.97
5.35,6958.95,1076.57,1407.77,3490.62,6804.06,1288.71,7056.98,6215.6,8920.45,3202.51,5469.25,504.955,9181.36
5.4,6960.34,1077.96,1409.15,3492.01,6805.46,1290.1,7058.37,6216.99,8921.84,3203.9,5470.64,506.344,9182.75
5.45,6961.74,1079.35,1410.54,3493.4,6806.86,1291.49,7059.76,6218.38,8923.23,3205.29,5472.03,507.734,9184.14
5.5,6963.13,1080.74,1411.93,3494.8,6808.26,1292.88,7061.15,6219.77,8924.62,3206.68,5473.42,509.123,9185.52
5.55,6964.53,1082.13,1413.32,3496.19,6809.66,1294.28,7062.54,6221.16,8926.01,3208.07,5474.81,510.512,9186.91
5.6,6965.92,1083.51,1414.71,3497.58,6811.06,1295.67,7063.93,6222.55,8927.4,3209.46,5476.2,511.902,9188.3
5.65,6967.32,1084.9,1416.1,3498.97,6812.46,1297.06,7065.32,6223.94,8928.78,3210.85,5477.59,513.291,9189.69
5.7,6968.71,1086.29,1417.49,3500.36,6813.86,1298.45,7066.7,6225.33,8930.17,3212.24,5478.99,514.68,9191.08
5.75,6970.1,1087.68,1418.88,3501.75,6815.26,1299.84,7068.09,6226.71,8931.56,3213.64,5480.38,516.07,9192.47
5.8,6971.5,1089.07,1420.27,3503.15,6816.66,1301.23,7069.48,6228.1,8932.95,3215.03,5481.77,517.459,9193.86
5.85,6972.89,1090.46,1421.65,3504.54,6818.06,1302.62,7070.87,6229.49,8934.34,3216.42,5483.16,518.848,9195.25
5.9,6974.29,1091.85,1423.04,3505.93,6819.46,1304.01,7072.26,6230.88,8935.73,3217.81,5484.55,520.238,9196.64
5.95,6975.68,1093.24,1424.43,3507.32,6820.86,1305.4,7073.65,6232.27,8937.12,3219.2,5485.94,521.627,9198.02
6,6977.07,1094.63,1425.82,3508.71,6822.26,1306.79,7075.04,6233.66,8938.51,3220.59,5487.34,523.016,9199.41
6.05,6978.47,1096.01,1427.21,3510.1,6823.66,1308.19,7076.43,6235.05,8939.9,3221.98,5488.73,524.406,9200.8
6.1,6979.86,1097.4,1428.6,3511.5,6825.06,1309.58,7077.82,6236.44,8941.29,3223.37,5490.12,525.795,9202.19
6.15,6981.26,1098.79,1429.99,3512.89,6826.46,1310.97,7079.2,6237.83,8942.68,3224.77,5491.51,527.184,9203.58
6.2,6982.65,1100.18,1431.38,3514.28,6827.86,1312.36,7080.59,6239.21,8944.07,3226.16,5492.9,528.574,9204.97
6.25,6984.05,1101.57,1432.77,3515.67,6829.26,1313.75,7081.98,6240.6,8945.46,3227.55,5494.29,529.963,9206.36
6.3,6985.44,1102.96,1434.15,3517.06,6830.66,1315.14,7083.37,6241.99,8946.85,3228.94,5495.69,531.352,9207.75
6.35,6986.83,1104.35,1435.54,3518.45,6832.06,1316.53,7084.76,6243.38,8948.24,3230.33,5497.08,532.742,9209.14
6.4,6988.23,1105.74,1436.93,3519.85,6833.46,1317.92,7086.15,6244.77,8949.63,3231.72,5498.47,534.131,9210.52
6.45,6989.62,1107.13,1438.32,3521.24,6834.86,1319.31,7087.54,6246.16,8951.02,3233.11,5499.86,535.52,9211.91
6.5,6991.02,1108.51,1439.71,3522.63,6836.26,1320.7,7088.93,6247.55,8952.41,3234.5,5501.25,536.91,9213.3
6.55,6992.41,1109.9,1441.1,3524.02,6837.66,1322.1,7090.32,6248.94,8953.8,3235.89,5502.64,538.299,9214.69
6.6,6993.81,1111.29,1442.49,3525.41,6839.06,1323.49,7091.7,6250.33,8955.19,3237.29,5504.04,539.688,9216.08
6.65,6995.2,1112.68,1443.88,3526.81,6840.46,1324.88,7093.09,6251.71,8956.58,3238.68,5505.43,541.078,9217.47
6.7,6996.59,1114.07,1445.27,3528.2,6841.86,1326.27,7094.48,6253.1,8957.97,3240.07,5506.82,542.467,9218.86
6.75,6997.99,1115.46,1446.65,3529.59,6843.26,1327.66,7095.87,6254.49,8959.36,3241.46,5508.21,543.856,9220.25
6.8,6999.38,1116.85,1448.04,3530.98,6844.66,1329.05,7097.26,6255.88,8960.75,3242.85,5509.6,545.246,9221.64
6.85,7000.78,1118.24,1449.43,3532.37,6846.06,1330.44,7098.65,6257.27,8962.14,3244.24,5510.99,546.635,9223.02
6.9,7002.17,1119.63,1450.82,3533.76,6847.46,1331.83,7100.04,6258.66,8963.53,3245.63,5512.39,548.024,9224.41
6.95,7003.56,1121.01,1452.21,3535.16,6848.86,1333.22,7101.43,6260.05,8964.92,3247.02,5513.78,549.414,9225.8
7,7004.96,1122.4,1453.6,3536.55,6850.26,1334.62,7102.82,6261.44,8966.31,3248.42,5515.17,550.803,9227.19
7.05,7006.35,1123.79,1454.99,3537.94,6851.66,1336.01,7104.2,6262.83,8967.69,3249.81,5516.56,552.192,9228.58
7.1,7007.75,1125.18,1456.38,3539.33,6853.07,1337.4,7105.59,6264.21,8969.08,3251.2,5517.95,553.582,9229.97
7.15,7009.14,1126.57,1457.77,3540.72,6854.47,1338.79,7106.98,6265.6,8970.47,3252.59,5519.34,554.971,9231.36
7.2,7010.54,1127.96,1459.15,3542.11,6855.87,1340.18,7108.37,6266.99,8971.86,3253.98,5520.73,556.36,9232.75
7.25,7011.93,1129.35,1460.54,3543.51,6857.27,1341.57,7109.76,6268.38,8973.25,3255.37,5522.13,557.75,9234.14
7.3,7013.32,1130.74,1461.93,3544.9,6858.67,1342.96,7111.15,6269.77,8974.64,3256.76,5523.52,559.139,9235.53
7.35,7014.72,1132.13,1463.32,3546.29,6860.07,1344.35,7112.54,6271.16,8976.03,3258.15,5524.91,560.528,9236.91
7.4,7016.11,1133.51,1464.71,3547.68,6861.47,1345.74,7113.93,6272.55,8977.42,3259.54,5526.3,561.918,9238.3
7.45,7017.51,1134.9,1466.1,3549.07,6862.87,1347.13,7115.32,6273.94,8978.81,3260.94,5527.69,563.307,9239.69
7.5,7018.9,1136.29,1467.49,3550.46,6864.27,1348.53,7116.7,6275.33,8980.2,3262.33,5529.08,564.696,9241.08
7.55,7020.3,1137.68,1468.88,3551.86,6865.67,1349.92,7118.09,6276.71,8981.59,3263.72,5530.48,566.086,9242.47
7.6,7021.69,1139.07,1470.27,3553.25,6867.07,1351.31,7119.48,6278.1,8982.98,3265.11,5531.87,567.475,9243.86
7.65,7023.08,1140.46,1471.65,3554.64,6868.47,1352.7,7120.87,6279.49,8984.37,3266.5,5533.26,568.864,9245.25
7.7,7024.48,1141.85,1473.04,3556.03,6869.87,1354.09,7122.26,6280.88,8985.76,3267.89,5534.65,570.254,9246.64
7.75,7025.87,1143.24,1474.43,3557.42,6871.27,1355.48,7123.65,6282.27,8987.15,3269.28,5536.04,571.643,9248.03
7.8,7027.27,1144.63,1475.82,3558.81,6872.67,1356.87,7125.04,6283.66,8988.54,3270.67,5537.43,573.032,9249.41
7.85,7028.66,1146.01,1477.21,3560.21,6874.07,1358.26,7126.43,6285.05,8989.93,3272.07,5538.83,574.422,9250.8
7.9,7030.05,1147.4,1478.6,3561.6,6875.47,1359.65,7127.82,6286.44,8991.32,3273.46,5540.22,575.811,9252.19
7.95,7031.45,1148.79,1479.99,3562.99,6876.87,1361.04,7129.2,6287.83,8992.71,3274.85,5541.61,577.2,9253.58
8,7032.84,1150.18,1481.38,3564.38,6878.27,1362.44,7130.59,6289.21,8994.1,3276.24,5543,578.59,9254.97
8.05,7034.24,1151.57,1482.77,3565.77,6879.67,1363.83,7131.98,6290.6,8995.49,3277.63,5544.39,579.979,9256.36
8.1,7035.63,1152.96,1484.15,3567.16,6881.07,1365.22,7133.37,6291.99,8996.88,3279.02,5545.78,581.369,9257.75
8.15,7037.03,1154.35,1485.54,3568.56,6882.47,1366.61,7134.76,6293.38,8998.27,3280.41,5547.18,582.758,9259.14
8.2,7038.42,1155.74,1486.93,3569.95,6883.87,1368,7136.15,6294.77,8999.66,3281.8,5548.57,584.147,9260.53
8.25,7039.81,1157.13,1488.32,3571.34,6885.27,1369.39,7137.54,6296.16,9001.05,3283.19,5549.96,585.537,9261.91
8.3,7041.21,1158.51,1489.71,3572.73,6886.67,1370.78,7138.93,6297.55,9002.44,3284.59,5551.35,586.926,9263.3
8.35,7042.6,1159.9,1491.1,3574.12,6888.07,1372.17,7140.32,6298.94,9003.83,3285.98,5552.74,588.315,9264.69
8.4,7044,1161.29,1492.49,3575.52,6889.47,1373.56,7141.7,6300.33,9005.22,3287.37,5554.13,589.705,9266.08
8.45,7045.39,1162.68,1493.88,3576.91,6890.87,1374.95,7143.09,6301.71,9006.6,3288.76,5555.53,591.094,9267.47
8.5,7046.79,1164.07,1495.27,3578.3,6892.27,1376.35,7144.48,6303.1,9007.99,3290.15,5556.92,592.483,9268.86
8.55,7048.18,1165.46,1496.65,3579.69,6893.67,1377.74,7145.87,6304.49,9009.38,3291.54,5558.31,593.873,9270.25
8.6,7049.57,1166.85,1498.04,3581.08,6895.07,1379.13,7147.26,6305.88,9010.77,3292.93,5559.7,595.262,9271.64
8.65,7050.97,1168.24,1499.43,3582.47,6896.47,1380.52,7148.65,6307.27,9012.16,3294.32,5561.09,596.651,9273.03
8.7,7052.36,1169.63,1500.82,3583.87,6897.87,1381.91,7150.04,6308.66,9013.55,3295.72,5562.48,598.041,9274.41
8.75,7053.76,1171.01,1502.21,3585.26,6899.27,1383.3,7151.43,6310.05,9014.94,3297.11,5563.87,599.43,9275.8
8.8,7055.15,1172.4,1503.6,3586.65,6900.67,1384.69,7152.82,6311.44,9016.33,3298.5,5565.27,600.819,9277.19
8.85,7056.55,1173.79,1504.99,3588.04,6902.07,1386.08,7154.2,6312.83,9017.72,3299.89,5566.66,602.209,9278.58
8.9,7057.94,1175.18,1506.38,3589.43,6903.47,1387.47,7155.59,6314.21,9019.11,3301.28,5568.05,603.598,9279.97
8.95,7059.33,1176.57,1507.77,3590.82,6904.88,1388.86,7156.98,6315.6,9020.5,3302.67,5569.44,604.987,9281.36
9,7060.73,1177.96,1509.15,3592.22,6906.28,1390.26,7158.37,6316.99,9021.89,3304.06,5570.83,606.377,9282.75
9.05,7062.12,1179.35,1510.54,3593.61,6907.68,1391.65,7159.76,6318.38,9023.28,3305.45,5572.22,607.766,9284.14
9.1,7063.52,1180.74,1511.93,3595,6909.08,1393.04,7161.15,6319.77,9024.67,3306.84,5573.62,609.155,9285.53
9.15,7064.91,1182.13,1513.32,3596.39,6910.48,1394.43,7162.54,6321.16,9026.06,3308.24,5575.01,610.545,9286.92
9.2,7066.3,1183.51,1514.71,3597.78,6911.88,1395.82,7163.93,6322.55,9027.45,3309.63,5576.4,611.934,9288.3
9.25,7067.7,1184.9,1516.1,3599.17,6913.28,1397.21,7165.32,6323.94,9028.84,3311.02,5577.79,613.323,9289.69
9.3,7069.09,1186.29,1517.49,3600.57,6914.68,1398.6,7166.7,6325.33,9030.23,3312.41,5579.18,614.713,9291.08
9.35,7070.49,1187.68,1518.88,3601.96,6916.08,1399.99,7168.09,6326.71,9031.62,3313.8,5580.57,616.102,9292.47
9.4,7071.88,1189.07,1520.27,3603.35,6917.48,1401.38,7169.48,6328.1,9033.01,3315.19,5581.97,617.491,9293.86
9.45,7073.28,1190.46,1521.65,3604.74,6918.88,1402.78,7170.87,6329.49,9034.4,3316.58,5583.36,618.881,9295.25
9.5,7074.67,1191.85,1523.04,3606.13,6920.28,1404.17,7172.26,6330.88,9035.79,3317.97,5584.75,620.27,9296.64
9.55,7076.06,1193.24,1524.43,3607.52,6921.68,1405.56,7173.65,6332.27,9037.18,3319.37,5586.14,621.66,9298.03
9.6,7077.46,1194.63,1525.82,3608.92,6923.08,1406.95,7175.04,6333.66,9038.57,3320.76,5587.53,623.049,9299.42
9.65,7078.85,1196.01,1527.21,3610.31,6924.48,1408.34,7176.43,6335.05,9039.96,3322.15,5588.92,624.438,9300.8
9.7,7080.25,1197.4,1528.6,3611.7,6925.88,1409.73,7177.82,6336.44,9041.35,3323.54,5590.32,625.828,9302.19
9.75,7081.64,1198.79,1529.99,3613.09,6927.28,1411.12,7179.2,6337.83,9042.74,3324.93,5591.71,627.217,9303.58
9.8,7083.04,1200.18,1531.38,3614.48,6928.68,1412.51,7180.59,6339.21,9044.13,3326.32,5593.1,628.606,9304.97
9.85,7084.43,1201.57,1532.77,3615.88,6930.08,1413.9,7181.98,6340.6,9045.51,3327.71,5594.49,629.996,9306.36
9.9,7085.82,1202.96,1534.15,3617.27,6931.48,1415.29,7183.37,6341.99,9046.9,3329.1,5595.88,631.385,9307.75
9.95,7087.22,1204.35,1535.54,3618.66,6932.88,1416.69,7184.76,6343.38,9048.29,3330.49,5597.27,632.774,9309.14
10,7088.61,1205.74,1536.93,3620.05,6934.28,1418.08,7186.15,6344.77,9049.68,3331.89,5598.67,634.164,9310.53
10.05,7090.01,1207.13,1538.32,3621.44,6935.68,1419.47,7187.54,6346.16,9051.07,3333.28,5600.06,635.553,9311.92
10.1,7091.4,1208.51,1539.71,3622.83,6937.08,1420.86,7188.93,6347.55,9052.46,3334.67,5601.45,636.942,9313.3
10.15,7092.79,1209.9,1541.1,3624.23,6938.48,1422.25,7190.32,6348.94,9053.85,3336.06,5602.84,638.332,9314.69
10.2,7094.19,1211.29,1542.49,3625.62,6939.88,1423.64,7191.7,6350.33,9055.24,3337.45,5604.23,639.721,9316.08
10.25,7095.58,1212.68,1543.88,3627.01,6941.28,1425.03,7193.09,6351.71,9056.63,3338.84,5605.62,641.11,9317.47
