time,N1,N2,N3,N4,N5,N6,N7,N8,N9
1.8,3570.82,2405.34,1266.7,3878.82,7018.51,6115.77,6742.29,9089.92,9858.88
1.85,3572.22,2406.72,1268.09,3880.21,7019.9,6117.16,6743.68,9091.31,9860.29
1.9,3573.63,2408.11,1269.49,3881.6,7021.29,6118.55,6745.07,9092.7,9861.7
1.95,3575.04,2409.5,1270.89,3883,7022.67,6119.93,6746.45,9094.09,9863.11
2,3576.44,2410.89,1272.28,3884.39,7024.06,6121.32,6747.84,9095.48,9864.51
2.05,3577.85,2412.28,1273.68,3885.78,7025.45,6122.71,6749.23,9096.87,9865.92
2.1,3579.26,2413.67,1275.07,3887.17,7026.84,6124.1,6750.61,9098.26,9867.33
2.15,3580.66,2415.06,1276.47,3888.56,7028.23,6125.49,6752,9099.65,9868.74
2.2,3582.07,2416.45,1277.87,3889.96,7029.62,6126.87,6753.39,9101.04,9870.14
2.25,3583.48,2417.84,1279.26,3891.35,7031.01,6128.26,6754.77,9102.43,9871.55
2.3,3584.89,2419.22,1280.66,3892.74,7032.4,6129.65,6756.16,9103.82,9872.96
2.35,3586.29,2420.61,1282.06,3894.13,7033.79,6131.04,6757.55,9105.21,9874.37
2.4,3587.7,2422,1283.45,3895.52,7035.17,6132.43,6758.93,9106.6,9875.77
2.45,3589.11,2423.39,1284.85,3896.92,7036.56,6133.81,6760.32,9107.99,9877.18
2.5,3590.51,2424.78,1286.25,3898.31,7037.95,6135.2,6761.71,9109.38,9878.59
2.55,3591.92,2426.17,1287.64,3899.7,7039.34,6136.59,6763.1,9110.77,9880
2.6,3593.33,2427.56,1289.04,3901.09,7040.73,6137.98,6764.48,9112.16,9881.4
2.65,3594.73,2428.95,1290.44,3902.48,7042.12,6139.37,6765.87,9113.54,9882.81
2.7,3596.14,2430.34,1291.83,3903.88,7043.51,6140.76,6767.26,9114.93,9884.22
2.75,3597.55,2431.72,1293.23,3905.27,7044.9,6142.14,6768.64,9116.32,9885.63
2.8,3598.95,2433.11,1294.62,3906.66,7046.29,6143.53,6770.03,9117.71,9887.04
2.85,3600.36,2434.5,1296.02,3908.05,7047.67,6144.92,6771.42,9119.1,9888.44
2.9,3601.77,2435.89,1297.42,3909.44,7049.06,6146.31,6772.8,9120.49,9889.85
2.95,3603.17,2437.28,1298.81,3910.84,7050.45,6147.7,6774.19,9121.88,9891.26
3,3604.58,2438.67,1300.21,3912.23,7051.84,6149.08,6775.58,9123.27,9892.67
3.05,3605.99,2440.06,1301.61,3913.62,7053.23,6150.47,6776.97,9124.66,9894.07
3.1,3607.39,2441.45,1303,3915.01,7054.62,6151.86,6778.35,9126.05,9895.48
3.15,3608.8,2442.84,1304.4,3916.4,7056.01,6153.25,6779.74,9127.44,9896.89
3.2,3610.21,2444.22,1305.8,3917.8,7057.4,6154.64,6781.13,9128.83,9898.3
3.25,3611.62,2445.61,1307.19,3919.19,7058.79,6156.02,6782.51,9130.22,9899.7
3.3,3613.02,2447,1308.59,3920.58,7060.17,6157.41,6783.9,9131.61,9901.11
3.35,3614.43,2448.39,1309.98,3921.97,7061.56,6158.8,6785.29,9133,9902.52
3.4,3615.84,2449.78,1311.38,3923.36,7062.95,6160.19,6786.67,9134.39,9903.93
3.45,3617.24,2451.17,1312.78,3924.76,7064.34,6161.58,6788.06,9135.78,9905.33
3.5,3618.65,2452.56,1314.17,3926.15,7065.73,6162.96,6789.45,9137.17,9906.74
3.55,3620.06,2453.95,1315.57,3927.54,7067.12,6164.35,6790.84,9138.56,9908.15
3.6,3621.46,2455.34,1316.97,3928.93,7068.51,6165.74,6792.22,9139.95,9909.56
3.65,3622.87,2456.72,1318.36,3930.32,7069.9,6167.13,6793.61,9141.34,9910.96
3.7,3624.28,2458.11,1319.76,3931.72,7071.29,6168.52,6795,9142.73,9912.37
3.75,3625.68,2459.5,1321.16,3933.11,7072.67,6169.9,6796.38,9144.12,9913.78
3.8,3627.09,2460.89,1322.55,3934.5,7074.06,6171.29,6797.77,9145.51,9915.19
3.85,3628.5,2462.28,1323.95,3935.89,7075.45,6172.68,6799.16,9146.9,9916.6
3.9,3629.9,2463.67,1325.35,3937.28,7076.84,6174.07,6800.54,9148.29,9918
3.95,3631.31,2465.06,1326.74,3938.68,7078.23,6175.46,6801.93,9149.68,9919.41
4,3632.72,2466.45,1328.14,3940.07,7079.62,6176.84,6803.32,9151.07,9920.82
4.05,3634.12,2467.84,1329.53,3941.46,7081.01,6178.23,6804.7,9152.46,9922.23
4.1,3635.53,2469.22,1330.93,3942.85,7082.4,6179.62,6806.09,9153.85,9923.63
4.15,3636.94,2470.61,1332.33,3944.24,7083.79,6181.01,6807.48,9155.24,9925.04
4.2,3638.35,2472,1333.72,3945.64,7085.17,6182.4,6808.87,9156.63,9926.45
4.25,3639.75,2473.39,1335.12,3947.03,7086.56,6183.78,6810.25,9158.02,9927.86
4.3,3641.16,2474.78,1336.52,3948.42,7087.95,6185.17,6811.64,9159.41,9929.26
4.35,3642.57,2476.17,1337.91,3949.81,7089.34,6186.56,6813.03,9160.8,9930.67
4.4,3643.97,2477.56,1339.31,3951.2,7090.73,6187.95,6814.41,9162.19,9932.08
4.45,3645.38,2478.95,1340.71,3952.6,7092.12,6189.34,6815.8,9163.58,9933.49
4.5,3646.79,2480.34,1342.1,3953.99,7093.51,6190.72,6817.19,9164.97,9934.89
4.55,3648.19,2481.72,1343.5,3955.38,7094.9,6192.11,6818.57,9166.36,9936.3
4.6,3649.6,2483.11,1344.9,3956.77,7096.29,6193.5,6819.96,9167.75,9937.71
4.65,3651.01,2484.5,1346.29,3958.16,7097.67,6194.89,6821.35,9169.14,9939.12
4.7,3652.41,2485.89,1347.69,3959.56,7099.06,6196.28,6822.74,9170.53,9940.53
4.75,3653.82,2487.28,1349.08,3960.95,7100.45,6197.66,6824.12,9171.92,9941.93
4.8,3655.23,2488.67,1350.48,3962.34,7101.84,6199.05,6825.51,9173.31,9943.34
4.85,3656.63,2490.06,1351.88,3963.73,7103.23,6200.44,6826.9,9174.7,9944.75
4.9,3658.04,2491.45,1353.27,3965.12,7104.62,6201.83,6828.28,9176.09,9946.16
4.95,3659.45,2492.84,1354.67,3966.52,7106.01,6203.22,6829.67,9177.48,9947.56
5,3660.85,2494.22,1356.07,3967.91,7107.4,6204.61,6831.06,9178.87,9948.97
5.05,3662.26,2495.61,1357.46,3969.3,7108.79,6205.99,6832.44,9180.26,9950.38
5.1,3663.67,2497,1358.86,3970.69,7110.17,6207.38,6833.83,9181.65,9951.79
5.15,3665.08,2498.39,1360.26,3972.08,7111.56,6208.77,6835.22,9183.04,9953.19
5.2,3666.48,2499.78,1361.65,3973.48,7112.95,6210.16,6836.6,9184.43,9954.6
5.25,3667.89,2501.17,1363.05,3974.87,7114.34,6211.55,6837.99,9185.82,9956.01
5.3,3669.3,2502.56,1364.45,3976.26,7115.73,6212.93,6839.38,9187.21,9957.42
5.35,3670.7,2503.95,1365.84,3977.65,7117.12,6214.32,6840.77,9188.6,9958.82
5.4,3672.11,2505.34,1367.24,3979.04,7118.51,6215.71,6842.15,9189.99,9960.23
5.45,3673.52,2506.72,1368.63,3980.44,7119.9,6217.1,6843.54,9191.38,9961.64
5.5,3674.92,2508.11,1370.03,3981.83,7121.29,6218.49,6844.93,9192.77,9963.05
5.55,3676.33,2509.5,1371.43,3983.22,7122.67,6219.87,6846.31,9194.16,9964.46
5.6,3677.74,2510.89,1372.82,3984.61,7124.06,6221.26,6847.7,9195.55,9965.86
5.65,3679.14,2512.28,1374.22,3986,7125.45,6222.65,6849.09,9196.94,9967.27
5.7,3680.55,2513.67,1375.62,3987.4,7126.84,6224.04,6850.47,9198.33,9968.68
5.75,3681.96,2515.06,1377.01,3988.79,7128.23,6225.43,6851.86,9199.72,9970.09
5.8,3683.36,2516.45,1378.41,3990.18,7129.62,6226.81,6853.25,9201.1,9971.49
5.85,3684.77,2517.84,1379.81,3991.57,7131.01,6228.2,6854.64,9202.49,9972.9
5.9,3686.18,2519.22,1381.2,3992.96,7132.4,6229.59,6856.02,9203.88,9974.31
5.95,3687.59,2520.61,1382.6,3994.36,7133.79,6230.98,6857.41,9205.27,9975.72
6,3688.99,2522,1384,3995.75,7135.17,6232.37,6858.8,9206.66,9977.12
6.05,3690.4,2523.39,1385.39,3997.14,7136.56,6233.75,6860.18,9208.05,9978.53
6.1,3691.81,2524.78,1386.79,3998.53,7137.95,6235.14,6861.57,9209.44,9979.94
6.15,3693.21,2526.17,1388.18,3999.92,7139.34,6236.53,6862.96,9210.83,9981.35
6.2,3694.62,2527.56,1389.58,4001.32,7140.73,6237.92,6864.34,9212.22,9982.75
6.25,3696.03,2528.95,1390.98,4002.71,7142.12,6239.31,6865.73,9213.61,9984.16
6.3,3697.43,2530.34,1392.37,4004.1,7143.51,6240.69,6867.12,9215,9985.57
6.35,3698.84,2531.72,1393.77,4005.49,7144.9,6242.08,6868.51,9216.39,9986.98
6.4,3700.25,2533.11,1395.17,4006.88,7146.29,6243.47,6869.89,9217.78,9988.39
6.45,3701.65,2534.5,1396.56,4008.28,7147.67,6244.86,6871.28,9219.17,9989.79
6.5,3703.06,2535.89,1397.96,4009.67,7149.06,6246.25,6872.67,9220.56,9991.2
6.55,3704.47,2537.28,1399.36,4011.06,7150.45,6247.63,6874.05,9221.95,9992.61
6.6,3705.87,2538.67,1400.75,4012.45,7151.84,6249.02,6875.44,9223.34,9994.02
6.65,3707.28,2540.06,1402.15,4013.84,7153.23,6250.41,6876.83,9224.73,9995.42
6.7,3708.69,2541.45,1403.55,4015.24,7154.62,6251.8,6878.21,9226.12,9996.83
6.75,3710.09,2542.84,1404.94,4016.63,7156.01,6253.19,6879.6,9227.51,9998.24
6.8,3711.5,2544.22,1406.34,4018.02,7157.4,6254.57,6880.99,9228.9,9999.65
6.85,3712.91,2545.61,1407.73,4019.41,7158.79,6255.96,6882.38,9230.29,1.05452
6.9,3714.32,2547,1409.13,4020.8,7160.17,6257.35,6883.76,9231.68,2.46218
6.95,3715.72,2548.39,1410.53,4022.2,7161.56,6258.74,6885.15,9233.07,3.86984
7,3717.13,2549.78,1411.92,4023.59,7162.95,6260.13,6886.54,9234.46,5.27751
7.05,3718.54,2551.17,1413.32,4024.98,7164.34,6261.51,6887.92,9235.85,6.68517
7.1,3719.94,2552.56,1414.72,4026.37,7165.73,6262.9,6889.31,9237.24,8.09283
7.15,3721.35,2553.95,1416.11,4027.76,7167.12,6264.29,6890.7,9238.63,9.5005
7.2,3722.76,2555.34,1417.51,4029.16,7168.51,6265.68,6892.08,9240.02,10.9082
7.25,3724.16,2556.72,1418.91,4030.55,7169.9,6267.07,6893.47,9241.41,12.3158
7.3,3725.57,2558.11,1420.3,4031.94,7171.29,6268.46,6894.86,9242.8,13.7235
7.35,3726.98,2559.5,1421.7,4033.33,7172.67,6269.84,6896.25,9244.19,15.1312
7.4,3728.38,2560.89,1423.1,4034.72,7174.06,6271.23,6897.63,9245.58,16.5388
7.45,3729.79,2562.28,1424.49,4036.12,7175.45,6272.62,6899.02,9246.97,17.9465
7.5,3731.2,2563.67,1425.89,4037.51,7176.84,6274.01,6900.41,9248.36,19.3542
7.55,3732.6,2565.06,1427.28,4038.9,7178.23,6275.4,6901.79,9249.75,20.7618
7.6,3734.01,2566.45,1428.68,4040.29,7179.62,6276.78,6903.18,9251.14,22.1695
7.65,3735.42,2567.84,1430.08,4041.68,7181.01,6278.17,6904.57,9252.53,23.5772
7.7,3736.83,2569.22,1431.47,4043.08,7182.4,6279.56,6905.95,9253.92,24.9848
7.75,3738.23,2570.61,1432.87,4044.47,7183.79,6280.95,6907.34,9255.31,26.3925
7.8,3739.64,2572,1434.27,4045.86,7185.17,6282.34,6908.73,9256.7,27.8002
7.85,3741.05,2573.39,1435.66,4047.25,7186.56,6283.72,6910.11,9258.09,29.2078
7.9,3742.45,2574.78,1437.06,4048.64,7187.95,6285.11,6911.5,9259.48,30.6155
7.95,3743.86,2576.17,1438.46,4050.04,7189.34,6286.5,6912.89,9260.87,32.0232
8,3745.27,2577.56,1439.85,4051.43,7190.73,6287.89,6914.28,9262.26,33.4308
8.05,3746.67,2578.95,1441.25,4052.82,7192.12,6289.28,6915.66,9263.65,34.8385
8.1,3748.08,2580.34,1442.65,4054.21,7193.51,6290.66,6917.05,9265.04,36.2462
8.15,3749.49,2581.72,1444.04,4055.6,7194.9,6292.05,6918.44,9266.43,37.6539
8.2,3750.89,2583.11,1445.44,4057,7196.29,6293.44,6919.82,9267.82,39.0615
8.25,3752.3,2584.5,1446.83,4058.39,7197.67,6294.83,6921.21,9269.21,40.4692
8.3,3753.71,2585.89,1448.23,4059.78,7199.06,6296.22,6922.6,9270.6,41.8769
8.35,3755.11,2587.28,1449.63,4061.17,7200.45,6297.6,6923.98,9271.99,43.2845
8.4,3756.52,2588.67,1451.02,4062.56,7201.84,6298.99,6925.37,9273.38,44.6922
8.45,3757.93,2590.06,1452.42,4063.96,7203.23,6300.38,6926.76,9274.77,46.0999
8.5,3759.33,2591.45,1453.82,4065.35,7204.62,6301.77,6928.15,9276.16,47.5076
8.55,3760.74,2592.84,1455.21,4066.74,7206.01,6303.16,6929.53,9277.55,48.9152
8.6,3762.15,2594.22,1456.61,4068.13,7207.4,6304.54,6930.92,9278.94,50.3229
8.65,3763.56,2595.61,1458.01,4069.52,7208.79,6305.93,6932.31,9280.33,51.7306
8.7,3764.96,2597,1459.4,4070.92,7210.17,6307.32,6933.69,9281.72,53.1383
8.75,3766.37,2598.39,1460.8,4072.31,7211.56,6308.71,6935.08,9283.11,54.5459
8.8,3767.78,2599.78,1462.2,4073.7,7212.95,6310.1,6936.47,9284.5,55.9536
8.85,3769.18,2601.17,1463.59,4075.09,7214.34,6311.48,6937.85,9285.89,57.3613
8.9,3770.59,2602.56,1464.99,4076.48,7215.73,6312.87,6939.24,9287.28,58.769
8.95,3772,2603.95,1466.38,4077.88,7217.12,6314.26,6940.63,9288.66,60.1766
9,3773.4,2605.34,1467.78,4079.27,7218.51,6315.65,6942.02,9290.05,61.5843
9.05,3774.81,2606.72,1469.18,4080.66,7219.9,6317.04,6943.4,9291.44,62.992
9.1,3776.22,2608.11,1470.57,4082.05,7221.29,6318.42,6944.79,9292.83,64.3997
9.15,3777.62,2609.5,1471.97,4083.44,7222.67,6319.81,6946.18,9294.22,65.8074
9.2,3779.03,2610.89,1473.37,4084.84,7224.06,6321.2,6947.56,9295.61,67.215
9.25,3780.44,2612.28,1474.76,4086.23,7225.45,6322.59,6948.95,9297,68.6227
9.3,3781.84,2613.67,1476.16,4087.62,7226.84,6323.98,6950.34,9298.39,70.0304
9.35,3783.25,2615.06,1477.56,4089.01,7228.23,6325.36,6951.72,9299.78,71.4381
9.4,3784.66,2616.45,1478.95,4090.4,7229.62,6326.75,6953.11,9301.17,72.8458
9.45,3786.07,2617.84,1480.35,4091.8,7231.01,6328.14,6954.5,9302.56,74.2534
9.5,3787.47,2619.22,1481.75,4093.19,7232.4,6329.53,6955.89,9303.95,75.6611
9.55,3788.88,2620.61,1483.14,4094.58,7233.79,6330.92,6957.27,9305.34,77.0688
9.6,3790.29,2622,1484.54,4095.97,7235.17,6332.31,6958.66,9306.73,78.4765
9.65,3791.69,2623.39,1485.93,4097.36,7236.56,6333.69,6960.05,9308.12,79.8842
9.7,3793.1,2624.78,1487.33,4098.76,7237.95,6335.08,6961.43,9309.51,81.2918
9.75,3794.51,2626.17,1488.73,4100.15,7239.34,6336.47,6962.82,9310.9,82.6995
9.8,3795.91,2627.56,1490.12,4101.54,7240.73,6337.86,6964.21,9312.29,84.1072
9.85,3797.32,2628.95,1491.52,4102.93,7242.12,6339.25,6965.59,9313.68,85.5149
9.9,3798.73,2630.34,1492.92,4104.32,7243.51,6340.63,6966.98,9315.07,86.9226
9.95,3800.13,2631.72,1494.31,4105.72,7244.9,6342.02,6968.37,9316.46,88.3303
10,3801.54,2633.11,1495.71,4107.11,7246.29,6343.41,6969.76,9317.85,89.738
10.05,3802.95,2634.5,1497.11,4108.5,7247.67,6344.8,6971.14,9319.24,91.1456
10.1,3804.35,2635.89,1498.5,4109.89,7249.06,6346.19,6972.53,9320.63,92.5533
10.15,3805.76,2637.28,1499.9,4111.28,7250.45,6347.57,6973.92,9322.02,93.961
10.2,3807.17,2638.67,1501.3,4112.68,7251.84,6348.96,6975.3,9323.41,95.3687
10.25,3808.58,2640.06,1502.69,4114.07,7253.23,6350.35,6976.69,9324.8,96.7764
10.3,3809.98,2641.45,1504.09,4115.46,7254.62,6351.74,6978.08,9326.19,98.1841
10.35,3811.39,2642.84,1505.48,4116.85,7256.01,6353.13,6979.46,9327.58,99.5918
10.4,3812.8,2644.22,1506.88,4118.24,7257.4,6354.51,6980.85,9328.97,100.999
10.45,3814.2,2645.61,1508.28,4119.64,7258.79,6355.9,6982.24,9330.36,102.407
10.5,3815.61,2647,1509.67,4121.03,7260.17,6357.29,6983.63,9331.75,103.815
10.55,3817.02,2648.39,1511.07,4122.42,7261.56,6358.68,6985.01,9333.14,105.223
10.6,3818.42,2649.78,1512.47,4123.81,7262.95,6360.07,6986.4,9334.53,106.63
10.65,3819.83,2651.17,1513.86,4125.2,7264.34,6361.45,6987.79,9335.92,108.038
10.7,3821.24,2652.56,1515.26,4126.6,7265.73,6362.84,6989.17,9337.31,109.446
10.75,3822.64,2653.95,1516.66,4127.99,7267.12,6364.23,6990.56,9338.7,110.853
10.8,3824.05,2655.34,1518.05,4129.38,7268.51,6365.62,6991.95,9340.09,112.261
10.85,3825.46,2656.72,1519.45,4130.77,7269.9,6367.01,6993.33,9341.48,113.669
10.9,3826.86,2658.11,1520.85,4132.16,7271.29,6368.39,6994.72,9342.87,115.076
10.95,3828.27,2659.5,1522.24,4133.56,7272.67,6369.78,6996.11,9344.26,116.484
11,3829.68,2660.89,1523.64,4134.95,7274.06,6371.17,6997.5,9345.65,117.892
11.05,3831.09,2662.28,1525.03,4136.34,7275.45,6372.56,6998.88,9347.04,119.299
11.1,3832.49,2663.67,1526.43,4137.73,7276.84,6373.95,7000.27,9348.43,120.707
11.15,3833.9,2665.06,1527.83,4139.12,7278.23,6375.33,7001.66,9349.82,122.115
11.2,3835.31,2666.45,1529.22,4140.51,7279.62,6376.72,7003.04,9351.21,123.522
11.25,3836.71,2667.84,1530.62,4141.91,7281.01,6378.11,7004.43,9352.6,124.93
11.3,3838.12,2669.22,1532.02,4143.3,7282.4,6379.5,7005.82,9353.99,126.338
11.35,3839.53,2670.61,1533.41,4144.69,7283.79,6380.89,7007.2,9355.38,127.746
11.4,3840.93,2672,1534.81,4146.08,7285.17,6382.27,7008.59,9356.77,129.153
11.45,3842.34,2673.39,1536.21,4147.47,7286.56,6383.66,7009.98,9358.16,130.561
11.5,3843.75,2674.78,1537.6,4148.87,7287.95,6385.05,7011.37,9359.55,131.969
11.55,3845.15,2676.17,1539,4150.26,7289.34,6386.44,7012.75,9360.94,133.376
11.6,3846.56,2677.56,1540.4,4151.65,7290.73,6387.83,7014.14,9362.33,134.784
11.65,3847.97,2678.95,1541.79,4153.04,7292.12,6389.21,7015.53,9363.72,136.192
11.7,3849.37,2680.34,1543.19,4154.43,7293.51,6390.6,7016.91,9365.11,137.599
11.75,3850.78,2681.72,1544.59,4155.83,7294.9,6391.99,7018.3,9366.5,139.007
11.8,3852.19,2683.11,1545.98,4157.22,7296.29,6393.38,7019.69,9367.89,140.415
11.85,3853.6,2684.5,1547.38,4158.61,7297.67,6394.77,7021.07,9369.28,141.823
11.9,3855,2685.89,1548.77,4160,7299.06,6396.15,7022.46,9370.67,143.23
11.95,3856.41,2687.28,1550.17,4161.39,7300.45,6397.54,7023.85,9372.06,144.638
12,3857.82,2688.67,1551.57,4162.79,7301.84,6398.93,7025.24,9373.44,146.046
12.05,3859.22,2690.06,1552.96,4164.18,7303.23,6400.32,7026.62,9374.83,147.453
12.1,3860.63,2691.45,1554.36,4165.57,7304.62,6401.71,7028.01,9376.22,148.861
12.15,3862.04,2692.84,1555.76,4166.96,7306.01,6403.1,7029.4,9377.61,150.269
12.2,3863.44,2694.22,1557.15,4168.35,7307.4,6404.48,7030.78,9379,151.676
12.25,3864.85,2695.61,1558.55,4169.75,7308.79,6405.87,7032.17,9380.39,153.084
12.3,3866.26,2697,1559.95,4171.14,7310.17,6407.26,7033.56,9381.78,154.492
12.35,3867.66,2698.39,1561.34,4172.53,7311.56,6408.65,7034.94,9383.17,155.9
12.4,3869.07,2699.78,1562.74,4173.92,7312.95,6410.04,7036.33,9384.56,157.307
12.45,3870.48,2701.17,1564.14,4175.31,7314.34,6411.42,7037.72,9385.95,158.715
12.5,3871.88,2702.56,1565.53,4176.71,7315.73,6412.81,7039.11,9387.34,160.123
12.55,3873.29,2703.95,1566.93,4178.1,7317.12,6414.2,7040.49,9388.73,161.53
12.6,3874.7,2705.34,1568.32,4179.49,7318.51,6415.59,7041.88,9390.12,162.938
12.65,3876.11,2706.72,1569.72,4180.88,7319.9,6416.98,7043.27,9391.51,164.346
12.7,3877.51,2708.11,1571.12,4182.27,7321.29,6418.36,7044.65,9392.9,165.753
12.75,3878.92,2709.5,1572.51,4183.67,7322.67,6419.75,7046.04,9394.29,167.161
12.8,3880.33,2710.89,1573.91,4185.06,7324.06,6421.14,7047.43,9395.68,168.569
12.85,3881.73,2712.28,1575.31,4186.45,7325.45,6422.53,7048.81,9397.07,169.977
12.9,3883.14,2713.67,1576.7,4187.84,7326.84,6423.92,7050.2,9398.46,171.384
12.95,3884.55,2715.06,1578.1,4189.23,7328.23,6425.3,7051.59,9399.85,172.792
13,3885.95,2716.45,1579.5,4190.63,7329.62,6426.69,7052.98,9401.24,174.2
13.05,3887.36,2717.84,1580.89,4192.02,7331.01,6428.08,7054.36,9402.63,175.607
13.1,3888.77,2719.22,1582.29,4193.41,7332.4,6429.47,7055.75,9404.02,177.015
13.15,3890.17,2720.61,1583.69,4194.8,7333.79,6430.86,7057.14,9405.41,178.423
13.2,3891.58,2722,1585.08,4196.19,7335.17,6432.24,7058.52,9406.8,179.831
13.25,3892.99,2723.39,1586.48,4197.59,7336.56,6433.63,7059.91,9408.19,181.238
13.3,3894.39,2724.78,1587.88,4198.98,7337.95,6435.02,7061.3,9409.58,182.646
13.35,3895.8,2726.17,1589.27,4200.37,7339.34,6436.41,7062.68,9410.97,184.054
13.4,3897.21,2727.56,1590.67,4201.76,7340.73,6437.8,7064.07,9412.36,185.461
13.45,3898.62,2728.95,1592.06,4203.15,7342.12,6439.18,7065.46,9413.75,186.869
13.5,3900.02,2730.34,1593.46,4204.55,7343.51,6440.57,7066.85,9415.14,188.277
13.55,3901.43,2731.72,1594.86,4205.94,7344.9,6441.96,7068.23,9416.53,189.684
13.6,3902.84,2733.11,1596.25,4207.33,7346.29,6443.35,7069.62,9417.92,191.092
13.65,3904.24,2734.5,1597.65,4208.72,7347.67,6444.74,7071.01,9419.31,192.5
13.7,3905.65,2735.89,1599.05,4210.11,7349.06,6446.12,7072.39,9420.7,193.908
13.75,3907.06,2737.28,1600.44,4211.51,7350.45,6447.51,7073.78,9422.09,195.315
13.8,3908.46,2738.67,1601.84,4212.9,7351.84,6448.9,7075.17,9423.48,196.723
13.85,3909.87,2740.06,1603.24,4214.29,7353.23,6450.29,7076.56,9424.87,198.131
13.9,3911.28,2741.45,1604.63,4215.68,7354.62,6451.68,7077.94,9426.26,199.538
13.95,3912.68,2742.84,1606.03,4217.07,7356.01,6453.06,7079.33,9427.65,200.946
14,3914.09,2744.22,1607.43,4218.47,7357.4,6454.45,7080.72,9429.04,202.354
14.05,3915.5,2745.61,1608.82,4219.86,7358.79,6455.84,7082.1,9430.43,203.762
14.1,3916.91,2747,1610.22,4221.25,7360.17,6457.23,7083.49,9431.82,205.169
14.15,3918.31,2748.39,1611.61,4222.64,7361.56,6458.62,7084.88,9433.21,206.577
14.2,3919.72,2749.78,1613.01,4224.03,7362.95,6460,7086.26,9434.6,207.985
14.25,3921.13,2751.17,1614.41,4225.43,7364.34,6461.39,7087.65,9435.99,209.392
14.3,3922.53,2752.56,1615.8,4226.82,7365.73,6462.78,7089.04,9437.38,210.8
14.35,3923.94,2753.95,1617.2,4228.21,7367.12,6464.17,7090.43,9438.77,212.208
