time,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,N11,N12,N13,N14,N15,N16,N17
1.65,1623.39,3181.11,9938.41,288.969,3767.83,5189.43,7083.57,9353.6,6890.85,7550.54,8603.44,6604,4350.37,3305.49,6091.09,1796.12,2039.43
1.7,1624.78,3182.5,9939.8,290.363,3769.22,5190.82,7084.96,9354.99,6892.24,7551.94,8604.83,6605.38,4351.77,3306.88,6092.48,1797.5,2040.82
1.75,1626.17,3183.89,9941.19,291.756,3770.61,5192.21,7086.35,9356.38,6893.64,7553.34,8606.22,6606.77,4353.16,3308.27,6093.87,1798.89,2042.21
1.8,1627.55,3185.28,9942.58,293.15,3771.99,5193.6,7087.74,9357.78,6895.03,7554.73,8607.61,6608.16,4354.56,3309.66,6095.26,1800.27,2043.6
1.85,1628.94,3186.68,9943.97,294.543,3773.38,5194.98,7089.13,9359.17,6896.43,7556.13,8608.99,6609.55,4355.95,3311.05,6096.65,1801.65,2044.99
1.9,1630.33,3188.07,9945.35,295.937,3774.77,5196.37,7090.52,9360.56,6897.82,7557.53,8610.38,6610.94,4357.35,3312.44,6098.05,1803.03,2046.38
1.95,1631.72,3189.46,9946.74,297.33,3776.16,5197.76,7091.9,9361.95,6899.21,7558.93,8611.77,6612.33,4358.74,3313.82,6099.44,1804.42,2047.77
2,1633.11,3190.85,9948.13,298.724,3777.55,5199.15,7093.29,9363.34,6900.61,7560.33,8613.16,6613.72,4360.14,3315.21,6100.83,1805.8,2049.15
2.05,1634.5,3192.24,9949.52,300.117,3778.94,5200.54,7094.68,9364.73,6902,7561.73,8614.55,6615.11,4361.53,3316.6,6102.22,1807.18,2050.54
2.1,1635.88,3193.63,9950.91,301.511,3780.33,5201.93,7096.07,9366.12,6903.4,7563.13,8615.94,6616.5,4362.93,3317.99,6103.61,1808.56,2051.93
2.15,1637.27,3195.02,9952.3,302.904,3781.72,5203.32,7097.46,9367.51,6904.79,7564.53,8617.33,6617.88,4364.32,3319.38,6105,1809.95,2053.32
2.2,1638.66,3196.41,9953.69,304.298,3783.11,5204.71,7098.85,9368.9,6906.19,7565.93,8618.72,6619.27,4365.72,3320.77,6106.39,1811.33,2054.71
2.25,1640.05,3197.8,9955.08,305.691,3784.5,5206.1,7100.24,9370.29,6907.58,7567.33,8620.11,6620.66,4367.11,3322.16,6107.78,1812.71,2056.1
2.3,1641.44,3199.19,9956.47,307.085,3785.89,5207.48,7101.63,9371.69,6908.98,7568.73,8621.49,6622.05,4368.51,3323.55,6109.17,1814.09,2057.49
2.35,1642.83,3200.59,9957.85,308.478,3787.28,5208.87,7103.02,9373.08,6910.37,7570.13,8622.88,6623.44,4369.9,3324.94,6110.56,1815.48,2058.88
2.4,1644.22,3201.98,9959.24,309.871,3788.67,5210.26,7104.4,9374.47,6911.76,7571.52,8624.27,6624.83,4371.29,3326.33,6111.96,1816.86,2060.27
2.45,1645.6,3203.37,9960.63,311.265,3790.06,5211.65,7105.79,9375.86,6913.16,7572.92,8625.66,6626.22,4372.69,3327.72,6113.35,1818.24,2061.65
2.5,1646.99,3204.76,9962.02,312.658,3791.45,5213.04,7107.18,9377.25,6914.55,7574.32,8627.05,6627.61,4374.08,3329.11,6114.74,1819.62,2063.04
2.55,1648.38,3206.15,9963.41,314.052,3792.83,5214.43,7108.57,9378.64,6915.95,7575.72,8628.44,6629,4375.48,3330.5,6116.13,1821.01,2064.43
2.6,1649.77,3207.54,9964.8,315.445,3794.22,5215.82,7109.96,9380.03,6917.34,7577.12,8629.83,6630.38,4376.87,3331.89,6117.52,1822.39,2065.82
2.65,1651.16,3208.93,9966.19,316.839,3795.61,5217.21,7111.35,9381.42,6918.74,7578.52,8631.22,6631.77,4378.27,3333.28,6118.91,1823.77,2067.21
2.7,1652.55,3210.32,9967.58,318.232,3797,5218.6,7112.74,9382.81,6920.13,7579.92,8632.61,6633.16,4379.66,3334.66,6120.3,1825.15,2068.6
2.75,1653.93,3211.71,9968.97,319.626,3798.39,5219.98,7114.13,9384.2,6921.53,7581.32,8633.99,6634.55,4381.06,3336.05,6121.69,1826.54,2069.99
2.8,1655.32,3213.1,9970.35,321.019,3799.78,5221.37,7115.52,9385.59,6922.92,7582.72,8635.38,6635.94,4382.45,3337.44,6123.08,1827.92,2071.38
2.85,1656.71,3214.5,9971.74,322.413,3801.17,5222.76,7116.9,9386.99,6924.31,7584.12,8636.77,6637.33,4383.85,3338.83,6124.48,1829.3,2072.77
2.9,1658.1,3215.89,9973.13,323.806,3802.56,5224.15,7118.29,9388.38,6925.71,7585.52,8638.16,6638.72,4385.24,3340.22,6125.87,1830.68,2074.15
2.95,1659.49,3217.28,9974.52,325.2,3803.95,5225.54,7119.68,9389.77,6927.1,7586.92,8639.55,6640.11,4386.64,3341.61,6127.26,1832.07,2075.54
3,1660.88,3218.67,9975.91,326.593,3805.34,5226.93,7121.07,9391.16,6928.5,7588.32,8640.94,6641.5,4388.03,3343,6128.65,1833.45,2076.93
3.05,1662.26,3220.06,9977.3,327.987,3806.73,5228.32,7122.46,9392.55,6929.89,7589.71,8642.33,6642.88,4389.43,3344.39,6130.04,1834.83,2078.32
3.1,1663.65,3221.45,9978.69,329.38,3808.12,5229.71,7123.85,9393.94,6931.29,7591.11,8643.72,6644.27,4390.82,3345.78,6131.43,1836.21,2079.71
3.15,1665.04,3222.84,9980.08,330.774,3809.51,5231.1,7125.24,9395.33,6932.68,7592.51,8645.11,6645.66,4392.21,3347.17,6132.82,1837.6,2081.1
3.2,1666.43,3224.23,9981.47,332.167,3810.9,5232.48,7126.63,9396.72,6934.08,7593.91,8646.49,6647.05,4393.61,3348.56,6134.21,1838.98,2082.49
3.25,1667.82,3225.62,9982.85,333.561,3812.29,5233.87,7128.02,9398.11,6935.47,7595.31,8647.88,6648.44,4395,3349.95,6135.6,1840.36,2083.88
3.3,1669.21,3227.01,9984.24,334.954,3813.67,5235.26,7129.4,9399.5,6936.86,7596.71,8649.27,6649.83,4396.4,3351.34,6137,1841.74,2085.27
3.35,1670.6,3228.41,9985.63,336.348,3815.06,5236.65,7130.79,9400.89,6938.26,7598.11,8650.66,6651.22,4397.79,3352.73,6138.39,1843.13,2086.65
3.4,1671.98,3229.8,9987.02,337.741,3816.45,5238.04,7132.18,9402.29,6939.65,7599.51,8652.05,6652.61,4399.19,3354.12,6139.78,1844.51,2088.04
3.45,1673.37,3231.19,9988.41,339.134,3817.84,5239.43,7133.57,9403.68,6941.05,7600.91,8653.44,6654,4400.58,3355.5,6141.17,1845.89,2089.43
3.5,1674.76,3232.58,9989.8,340.528,3819.23,5240.82,7134.96,9405.07,6942.44,7602.31,8654.83,6655.38,4401.98,3356.89,6142.56,1847.27,2090.82
3.55,1676.15,3233.97,9991.19,341.921,3820.62,5242.21,7136.35,9406.46,6943.84,7603.71,8656.22,6656.77,4403.37,3358.28,6143.95,1848.66,2092.21
3.6,1677.54,3235.36,9992.58,343.315,3822.01,5243.6,7137.74,9407.85,6945.23,7605.11,8657.61,6658.16,4404.77,3359.67,6145.34,1850.04,2093.6
3.65,1678.93,3236.75,9993.97,344.708,3823.4,5244.98,7139.13,9409.24,6946.63,7606.51,8658.99,6659.55,4406.16,3361.06,6146.73,1851.42,2094.99
3.7,1680.31,3238.14,9995.35,346.102,3824.79,5246.37,7140.52,9410.63,6948.02,7607.9,8660.38,6660.94,4407.56,3362.45,6148.12,1852.8,2096.38
3.75,1681.7,3239.53,9996.74,347.495,3826.18,5247.76,7141.9,9412.02,6949.41,7609.3,8661.77,6662.33,4408.95,3363.84,6149.51,1854.19,2097.77
3.8,1683.09,3240.92,9998.13,348.889,3827.57,5249.15,7143.29,9413.41,6950.81,7610.7,8663.16,6663.72,4410.34,3365.23,6150.91,1855.57,2099.15
3.85,1684.48,3242.32,9999.52,350.282,3828.96,5250.54,7144.68,9414.8,6952.2,7612.1,8664.55,6665.11,4411.74,3366.62,6152.3,1856.95,2100.54
3.9,1685.87,3243.71,0.909592,351.676,3830.35,5251.93,7146.07,9416.2,6953.6,7613.5,8665.94,6666.5,4413.13,3368.01,6153.69,1858.33,2101.93
3.95,1687.26,3245.1,2.29848,353.069,3831.74,5253.32,7147.46,9417.59,6954.99,7614.9,8667.33,6667.88,4414.53,3369.4,6155.08,1859.72,2103.32
4,1688.64,3246.49,3.68737,354.463,3833.13,5254.71,7148.85,9418.98,6956.39,7616.3,8668.72,6669.27,4415.92,3370.79,6156.47,1861.1,2104.71
4.05,1690.03,3247.88,5.07626,355.856,3834.51,5256.1,7150.24,9420.37,6957.78,7617.7,8670.11,6670.66,4417.32,3372.18,6157.86,1862.48,2106.1
4.1,1691.42,3249.27,6.46515,357.25,3835.9,5257.48,7151.63,9421.76,6959.18,7619.1,8671.49,6672.05,4418.71,3373.57,6159.25,1863.87,2107.49
4.15,1692.81,3250.66,7.85404,358.643,3837.29,5258.87,7153.02,9423.15,6960.57,7620.5,8672.88,6673.44,4420.11,3374.96,6160.64,1865.25,2108.88
4.2,1694.2,3252.05,9.24293,360.037,3838.68,5260.26,7154.4,9424.54,6961.96,7621.9,8674.27,6674.83,4421.5,3376.35,6162.03,1866.63,2110.27
4.25,1695.59,3253.44,10.6318,361.43,3840.07,5261.65,7155.79,9425.93,6963.36,7623.3,8675.66,6676.22,4422.9,3377.73,6163.43,1868.01,2111.65
4.3,1696.98,3254.83,12.0207,362.824,3841.46,5263.04,7157.18,9427.32,6964.75,7624.69,8677.05,6677.61,4424.29,3379.12,6164.82,1869.4,2113.04
4.35,1698.36,3256.23,13.4096,364.217,3842.85,5264.43,7158.57,9428.71,6966.15,7626.09,8678.44,6679,4425.69,3380.51,6166.21,1870.78,2114.43
4.4,1699.75,3257.62,14.7985,365.611,3844.24,5265.82,7159.96,9430.1,6967.54,7627.49,8679.83,6680.38,4427.08,3381.9,6167.6,1872.16,2115.82
4.45,1701.14,3259.01,16.1874,367.004,3845.63,5267.21,7161.35,9431.5,6968.94,7628.89,8681.22,6681.77,4428.48,3383.29,6168.99,1873.54,2117.21
4.5,1702.53,3260.4,17.5763,368.398,3847.02,5268.6,7162.74,9432.89,6970.33,7630.29,8682.61,6683.16,4429.87,3384.68,6170.38,1874.93,2118.6
4.55,1703.92,3261.79,18.9651,369.791,3848.41,5269.98,7164.13,9434.28,6971.73,7631.69,8683.99,6684.55,4431.26,3386.07,6171.77,1876.31,2119.99
4.6,1705.31,3263.18,20.354,371.184,3849.8,5271.37,7165.52,9435.67,6973.12,7633.09,8685.38,6685.94,4432.66,3387.46,6173.16,1877.69,2121.38
4.65,1706.69,3264.57,21.7429,372.578,3851.19,5272.76,7166.9,9437.06,6974.51,7634.49,8686.77,6687.33,4434.05,3388.85,6174.55,1879.07,2122.77
4.7,1708.08,3265.96,23.1318,373.971,3852.58,5274.15,7168.29,9438.45,6975.91,7635.89,8688.16,6688.72,4435.45,3390.24,6175.94,1880.46,2124.15
4.75,1709.47,3267.35,24.5207,375.365,3853.97,5275.54,7169.68,9439.84,6977.3,7637.29,8689.55,6690.11,4436.84,3391.63,6177.34,1881.84,2125.54
4.8,1710.86,3268.74,25.9096,376.758,3855.35,5276.93,7171.07,9441.23,6978.7,7638.69,8690.94,6691.5,4438.24,3393.02,6178.73,1883.22,2126.93
4.85,1712.25,3270.14,27.2985,378.152,3856.74,5278.32,7172.46,9442.62,6980.09,7640.09,8692.33,6692.88,4439.63,3394.41,6180.12,1884.6,2128.32
4.9,1713.64,3271.53,28.6874,379.545,3858.13,5279.71,7173.85,9444.01,6981.49,7641.49,8693.72,6694.27,4441.03,3395.8,6181.51,1885.99,2129.71
4.95,1715.02,3272.92,30.0763,380.939,3859.52,5281.1,7175.24,9445.4,6982.88,7642.88,8695.11,6695.66,4442.42,3397.19,6182.9,1887.37,2131.1
5,1716.41,3274.31,31.4651,382.332,3860.91,5282.48,7176.63,9446.8,6984.28,7644.28,8696.49,6697.05,4443.82,3398.57,6184.29,1888.75,2132.49
5.05,1717.8,3275.7,32.854,383.726,3862.3,5283.87,7178.02,9448.19,6985.67,7645.68,8697.88,6698.44,4445.21,3399.96,6185.68,1890.13,2133.88
5.1,1719.19,3277.09,34.2429,385.119,3863.69,5285.26,7179.4,9449.58,6987.07,7647.08,8699.27,6699.83,4446.61,3401.35,6187.07,1891.52,2135.27
5.15,1720.58,3278.48,35.6318,386.513,3865.08,5286.65,7180.79,9450.97,6988.46,7648.48,8700.66,6701.22,4448,3402.74,6188.46,1892.9,2136.65
5.2,1721.97,3279.87,37.0207,387.906,3866.47,5288.04,7182.18,9452.36,6989.85,7649.88,8702.05,6702.61,4449.4,3404.13,6189.86,1894.28,2138.04
5.25,1723.36,3281.26,38.4096,389.3,3867.86,5289.43,7183.57,9453.75,6991.25,7651.28,8703.44,6704,4450.79,3405.52,6191.25,1895.66,2139.43
5.3,1724.74,3282.65,39.7985,390.693,3869.25,5290.82,7184.96,9455.14,6992.64,7652.68,8704.83,6705.38,4452.18,3406.91,6192.64,1897.05,2140.82
5.35,1726.13,3284.05,41.1874,392.087,3870.64,5292.21,7186.35,9456.53,6994.04,7654.08,8706.22,6706.77,4453.58,3408.3,6194.03,1898.43,2142.21
5.4,1727.52,3285.44,42.5763,393.48,3872.03,5293.6,7187.74,9457.92,6995.43,7655.48,8707.61,6708.16,4454.97,3409.69,6195.42,1899.81,2143.6
5.45,1728.91,3286.83,43.9652,394.874,3873.42,5294.98,7189.13,9459.31,6996.83,7656.88,8708.99,6709.55,4456.37,3411.08,6196.81,1901.19,2144.99
5.5,1730.3,3288.22,45.354,396.267,3874.8,5296.37,7190.52,9460.71,6998.22,7658.28,8710.38,6710.94,4457.76,3412.47,6198.2,1902.58,2146.38
5.55,1731.69,3289.61,46.7429,397.661,3876.19,5297.76,7191.9,9462.1,6999.62,7659.68,8711.77,6712.33,4459.16,3413.86,6199.59,1903.96,2147.77
5.6,1733.07,3291,48.1318,399.054,3877.58,5299.15,7193.29,9463.49,7001.01,7661.07,8713.16,6713.72,4460.55,3415.25,6200.98,1905.34,2149.15
5.65,1734.46,3292.39,49.5207,400.448,3878.97,5300.54,7194.68,9464.88,7002.4,7662.47,8714.55,6715.11,4461.95,3416.64,6202.38,1906.72,2150.54
5.7,1735.85,3293.78,50.9096,401.841,3880.36,5301.93,7196.07,9466.27,7003.8,7663.87,8715.94,6716.5,4463.34,3418.03,6203.77,1908.11,2151.93
5.75,1737.24,3295.17,52.2985,403.235,3881.75,5303.32,7197.46,9467.66,7005.19,7665.27,8717.33,6717.88,4464.74,3419.42,6205.16,1909.49,2153.32
5.8,1738.63,3296.56,53.6874,404.628,3883.14,5304.71,7198.85,9469.05,7006.59,7666.67,8718.72,6719.27,4466.13,3420.8,6206.55,1910.87,2154.71
5.85,1740.02,3297.96,55.0763,406.022,3884.53,5306.1,7200.24,9470.44,7007.98,7668.07,8720.11,6720.66,4467.53,3422.19,6207.94,1912.25,2156.1
5.9,1741.4,3299.35,56.4652,407.415,3885.92,5307.48,7201.63,9471.83,7009.38,7669.47,8721.49,6722.05,4468.92,3423.58,6209.33,1913.64,2157.49
5.95,1742.79,3300.74,57.854,408.809,3887.31,5308.87,7203.02,9473.22,7010.77,7670.87,8722.88,6723.44,4470.32,3424.97,6210.72,1915.02,2158.88
6,1744.18,3302.13,59.2429,410.202,3888.7,5310.26,7204.4,9474.61,7012.17,7672.27,8724.27,6724.83,4471.71,3426.36,6212.11,1916.4,2160.27
6.05,1745.57,3303.52,60.6318,411.596,3890.09,5311.65,7205.79,9476.01,7013.56,7673.67,8725.66,6726.22,4473.1,3427.75,6213.5,1917.78,2161.65
6.1,1746.96,3304.91,62.0207,412.989,3891.48,5313.04,7207.18,9477.4,7014.95,7675.07,8727.05,6727.61,4474.5,3429.14,6214.89,1919.17,2163.04
6.15,1748.35,3306.3,63.4096,414.383,3892.87,5314.43,7208.57,9478.79,7016.35,7676.47,8728.44,6729,4475.89,3430.53,6216.29,1920.55,2164.43
6.2,1749.74,3307.69,64.7985,415.776,3894.26,5315.82,7209.96,9480.18,7017.74,7677.87,8729.83,6730.38,4477.29,3431.92,6217.68,1921.93,2165.82
6.25,1751.12,3309.08,66.1874,417.169,3895.64,5317.21,7211.35,9481.57,7019.14,7679.26,8731.22,6731.77,4478.68,3433.31,6219.07,1923.31,2167.21
6.3,1752.51,3310.47,67.5763,418.563,3897.03,5318.6,7212.74,9482.96,7020.53,7680.66,8732.61,6733.16,4480.08,3434.7,6220.46,1924.7,2168.6
6.35,1753.9,3311.87,68.9652,419.956,3898.42,5319.98,7214.13,9484.35,7021.93,7682.06,8733.99,6734.55,4481.47,3436.09,6221.85,1926.08,2169.99
6.4,1755.29,3313.26,70.354,421.35,3899.81,5321.37,7215.52,9485.74,7023.32,7683.46,8735.38,6735.94,4482.87,3437.48,6223.24,1927.46,2171.38
6.45,1756.68,3314.65,71.7429,422.743,3901.2,5322.76,7216.9,9487.13,7024.72,7684.86,8736.77,6737.33,4484.26,3438.87,6224.63,1928.84,2172.77
6.5,1758.07,3316.04,73.1318,424.137,3902.59,5324.15,7218.29,9488.52,7026.11,7686.26,8738.16,6738.72,4485.66,3440.26,6226.02,1930.23,2174.15
6.55,1759.45,3317.43,74.5207,425.53,3903.98,5325.54,7219.68,9489.91,7027.5,7687.66,8739.55,6740.11,4487.05,3441.64,6227.41,1931.61,2175.54
6.6,1760.84,3318.82,75.9096,426.924,3905.37,5326.93,7221.07,9491.31,7028.9,7689.06,8740.94,6741.5,4488.45,3443.03,6228.81,1932.99,2176.93
6.65,1762.23,3320.21,77.2985,428.317,3906.76,5328.32,7222.46,9492.7,7030.29,7690.46,8742.33,6742.88,4489.84,3444.42,6230.2,1934.37,2178.32
6.7,1763.62,3321.6,78.6874,429.711,3908.15,5329.71,7223.85,9494.09,7031.69,7691.86,8743.72,6744.27,4491.24,3445.81,6231.59,1935.76,2179.71
6.75,1765.01,3322.99,80.0763,431.104,3909.54,5331.1,7225.24,9495.48,7033.08,7693.26,8745.11,6745.66,4492.63,3447.2,6232.98,1937.14,2181.1
6.8,1766.4,3324.38,81.4652,432.498,3910.93,5332.48,7226.63,9496.87,7034.48,7694.66,8746.49,6747.05,4494.02,3448.59,6234.37,1938.52,2182.49
6.85,1767.78,3325.78,82.854,433.891,3912.32,5333.87,7228.02,9498.26,7035.87,7696.05,8747.88,6748.44,4495.42,3449.98,6235.76,1939.9,2183.88
6.9,1769.17,3327.17,84.2429,435.285,3913.71,5335.26,7229.4,9499.65,7037.27,7697.45,8749.27,6749.83,4496.81,3451.37,6237.15,1941.29,2185.27
6.95,1770.56,3328.56,85.6318,436.678,3915.1,5336.65,7230.79,9501.04,7038.66,7698.85,8750.66,6751.22,4498.21,3452.76,6238.54,1942.67,2186.65
7,1771.95,3329.95,87.0207,438.072,3916.48,5338.04,7232.18,9502.43,7040.05,7700.25,8752.05,6752.61,4499.6,3454.15,6239.93,1944.05,2188.04
7.05,1773.34,3331.34,88.4096,439.465,3917.87,5339.43,7233.57,9503.82,7041.45,7701.65,8753.44,6754,4501,3455.54,6241.32,1945.43,2189.43
7.1,1774.73,3332.73,89.7985,440.859,3919.26,5340.82,7234.96,9505.21,7042.84,7703.05,8754.83,6755.38,4502.39,3456.93,6242.72,1946.82,2190.82
7.15,1776.11,3334.12,91.1874,442.252,3920.65,5342.21,7236.35,9506.61,7044.24,7704.45,8756.22,6756.77,4503.79,3458.32,6244.11,1948.2,2192.21
7.2,1777.5,3335.51,92.5763,443.646,3922.04,5343.6,7237.74,9508,7045.63,7705.85,8757.61,6758.16,4505.18,3459.71,6245.5,1949.58,2193.6
7.25,1778.89,3336.9,93.9652,445.039,3923.43,5344.98,7239.13,9509.39,7047.03,7707.25,8758.99,6759.55,4506.58,3461.1,6246.89,1950.96,2194.99
7.3,1780.28,3338.29,95.354,446.433,3924.82,5346.37,7240.52,9510.78,7048.42,7708.65,8760.38,6760.94,4507.97,3462.49,6248.28,1952.35,2196.38
7.35,1781.67,3339.69,96.7429,447.826,3926.21,5347.76,7241.9,9512.17,7049.82,7710.05,8761.77,6762.33,4509.37,3463.87,6249.67,1953.73,2197.77
7.4,1783.06,3341.08,98.1318,449.22,3927.6,5349.15,7243.29,9513.56,7051.21,7711.45,8763.16,6763.72,4510.76,3465.26,6251.06,1955.11,2199.15
7.45,1784.45,3342.47,99.5207,450.613,3928.99,5350.54,7244.68,9514.95,7052.6,7712.85,8764.55,6765.11,4512.16,3466.65,6252.45,1956.5,2200.54
7.5,1785.83,3343.86,100.91,452.007,3930.38,5351.93,7246.07,9516.34,7054,7714.24,8765.94,6766.5,4513.55,3468.04,6253.84,1957.88,2201.93
7.55,1787.22,3345.25,102.298,453.4,3931.77,5353.32,7247.46,9517.73,7055.39,7715.64,8767.33,6767.88,4514.94,3469.43,6255.24,1959.26,2203.32
7.6,1788.61,3346.64,103.687,454.794,3933.16,5354.71,7248.85,9519.12,7056.79,7717.04,8768.72,6769.27,4516.34,3470.82,6256.63,1960.64,2204.71
7.65,1790,3348.03,105.076,456.187,3934.55,5356.1,7250.24,9520.52,7058.18,7718.44,8770.11,6770.66,4517.73,3472.21,6258.02,1962.03,2206.1
7.7,1791.39,3349.42,106.465,457.581,3935.94,5357.48,7251.63,9521.91,7059.58,7719.84,8771.49,6772.05,4519.13,3473.6,6259.41,1963.41,2207.49
7.75,1792.78,3350.81,107.854,458.974,3937.32,5358.87,7253.02,9523.3,7060.97,7721.24,8772.88,6773.44,4520.52,3474.99,6260.8,1964.79,2208.88
7.8,1794.16,3352.2,109.243,460.368,3938.71,5360.26,7254.4,9524.69,7062.37,7722.64,8774.27,6774.83,4521.92,3476.38,6262.19,1966.17,2210.27
7.85,1795.55,3353.6,110.632,461.761,3940.1,5361.65,7255.79,9526.08,7063.76,7724.04,8775.66,6776.22,4523.31,3477.77,6263.58,1967.56,2211.65
