time,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,N11,N12,N13,N14,N15,N16,N17
17.35,2059.35,3617.88,374.521,726.528,4204.08,5625.54,7519.68,9790.35,7328.71,7989.9,9039.55,7040.11,4788.3,3741.74,6527.88,2230.25,2475.54
17.4,2060.74,3619.27,375.91,727.922,4205.46,5626.93,7521.07,9791.75,7330.11,7991.3,9040.94,7041.5,4789.7,3743.13,6529.27,2231.63,2476.93
17.45,2062.13,3620.66,377.299,729.316,4206.85,5628.32,7522.46,9793.14,7331.5,7992.69,9042.33,7042.88,4791.09,3744.52,6530.66,2233.01,2478.32
17.5,2063.52,3622.06,378.687,730.709,4208.24,5629.71,7523.85,9794.53,7332.9,7994.09,9043.72,7044.27,4792.49,3745.91,6532.06,2234.4,2479.71
17.55,2064.91,3623.45,380.076,732.103,4209.63,5631.1,7525.24,9795.92,7334.29,7995.49,9045.11,7045.66,4793.88,3747.3,6533.45,2235.78,2481.1
17.6,2066.29,3624.84,381.465,733.496,4211.02,5632.48,7526.63,9797.31,7335.68,7996.89,9046.49,7047.05,4795.28,3748.69,6534.84,2237.16,2482.49
17.65,2067.68,3626.23,382.854,734.89,4212.41,5633.87,7528.02,9798.7,7337.08,7998.29,9047.88,7048.44,4796.67,3750.08,6536.23,2238.55,2483.88
17.7,2069.07,3627.62,384.243,736.283,4213.8,5635.26,7529.4,9800.09,7338.47,7999.69,9049.27,7049.83,4798.07,3751.47,6537.62,2239.93,2485.27
17.75,2070.46,3629.01,385.632,737.677,4215.19,5636.65,7530.79,9801.48,7339.87,8001.09,9050.66,7051.22,4799.46,3752.86,6539.01,2241.31,2486.65
17.8,2071.85,3630.4,387.021,739.07,4216.58,5638.04,7532.18,9802.87,7341.26,8002.49,9052.05,7052.61,4800.86,3754.25,6540.4,2242.69,2488.04
17.85,2073.24,3631.79,388.41,740.464,4217.97,5639.43,7533.57,9804.26,7342.66,8003.89,9053.44,7054,4802.25,3755.64,6541.79,2244.08,2489.43
17.9,2074.62,3633.18,389.799,741.857,4219.36,5640.82,7534.96,9805.65,7344.05,8005.29,9054.83,7055.38,4803.65,3757.03,6543.18,2245.46,2490.82
17.95,2076.01,3634.57,391.187,743.251,4220.75,5642.21,7536.35,9807.05,7345.45,8006.69,9056.22,7056.77,4805.04,3758.42,6544.57,2246.84,2492.21
18,2077.4,3635.97,392.576,744.644,4222.14,5643.6,7537.74,9808.44,7346.84,8008.09,9057.61,7058.16,4806.44,3759.81,6545.97,2248.22,2493.6
18.05,2078.79,3637.36,393.965,746.038,4223.53,5644.98,7539.13,9809.83,7348.24,8009.49,9058.99,7059.55,4807.83,3761.19,6547.36,2249.61,2494.99
18.1,2080.18,3638.75,395.354,747.431,4224.92,5646.37,7540.52,9811.22,7349.63,8010.88,9060.38,7060.94,4809.23,3762.58,6548.75,2250.99,2496.38
18.15,2081.57,3640.14,396.743,748.825,4226.3,5647.76,7541.9,9812.61,7351.02,8012.28,9061.77,7062.33,4810.62,3763.97,6550.14,2252.37,2497.77
18.2,2082.95,3641.53,398.132,750.218,4227.69,5649.15,7543.29,9814,7352.42,8013.68,9063.16,7063.72,4812.01,3765.36,6551.53,2253.75,2499.15
18.25,2084.34,3642.92,399.521,751.612,4229.08,5650.54,7544.68,9815.39,7353.81,8015.08,9064.55,7065.11,4813.41,3766.75,6552.92,2255.14,2500.54
18.3,2085.73,3644.31,400.91,753.006,4230.47,5651.93,7546.07,9816.78,7355.21,8016.48,9065.94,7066.5,4814.8,3768.14,6554.31,2256.52,2501.93
18.35,2087.12,3645.7,402.299,754.399,4231.86,5653.32,7547.46,9818.17,7356.6,8017.88,9067.33,7067.88,4816.2,3769.53,6555.7,2257.9,2503.32
18.4,2088.51,3647.09,403.687,755.793,4233.25,5654.71,7548.85,9819.56,7358,8019.28,9068.72,7069.27,4817.59,3770.92,6557.09,2259.29,2504.71
18.45,2089.9,3648.48,405.076,757.186,4234.64,5656.1,7550.24,9820.95,7359.39,8020.68,9070.11,7070.66,4818.99,3772.31,6558.48,2260.67,2506.1
18.5,2091.28,3649.88,406.465,758.58,4236.03,5657.48,7551.63,9822.35,7360.79,8022.08,9071.49,7072.05,4820.38,3773.7,6559.88,2262.05,2507.49
18.55,2092.67,3651.27,407.854,759.973,4237.42,5658.87,7553.02,9823.74,7362.18,8023.48,9072.88,7073.44,4821.78,3775.09,6561.27,2263.43,2508.88
18.6,2094.06,3652.66,409.243,761.367,4238.81,5660.26,7554.4,9825.13,7363.58,8024.88,9074.27,7074.83,4823.17,3776.48,6562.66,2264.82,2510.27
18.65,2095.45,3654.05,410.632,762.76,4240.2,5661.65,7555.79,9826.52,7364.97,8026.28,9075.66,7076.22,4824.57,3777.87,6564.05,2266.2,2511.65
18.7,2096.84,3655.44,412.021,764.154,4241.59,5663.04,7557.18,9827.91,7366.36,8027.68,9077.05,7077.61,4825.96,3779.26,6565.44,2267.58,2513.04
18.75,2098.23,3656.83,413.41,765.547,4242.98,5664.43,7558.57,9829.3,7367.76,8029.08,9078.44,7079,4827.36,3780.65,6566.83,2268.96,2514.43
18.8,2099.62,3658.22,414.799,766.941,4244.37,5665.82,7559.96,9830.69,7369.15,8030.47,9079.83,7080.38,4828.75,3782.03,6568.22,2270.35,2515.82
18.85,2101,3659.61,416.187,768.334,4245.76,5667.21,7561.35,9832.08,7370.55,8031.87,9081.22,7081.77,4830.15,3783.42,6569.61,2271.73,2517.21
18.9,2102.39,3661,417.576,769.728,4247.14,5668.6,7562.74,9833.47,7371.94,8033.27,9082.61,7083.16,4831.54,3784.81,6571,2273.11,2518.6
18.95,2103.78,3662.39,418.965,771.122,4248.53,5669.98,7564.13,9834.86,7373.34,8034.67,9083.99,7084.55,4832.94,3786.2,6572.4,2274.49,2519.99
19,2105.17,3663.79,420.354,772.515,4249.92,5671.37,7565.52,9836.25,7374.73,8036.07,9085.38,7085.94,4834.33,3787.59,6573.79,2275.88,2521.38
19.05,2106.56,3665.18,421.743,773.909,4251.31,5672.76,7566.9,9837.65,7376.13,8037.47,9086.77,7087.33,4835.72,3788.98,6575.18,2277.26,2522.77
19.1,2107.95,3666.57,423.132,775.302,4252.7,5674.15,7568.29,9839.04,7377.52,8038.87,9088.16,7088.72,4837.12,3790.37,6576.57,2278.64,2524.15
19.15,2109.33,3667.96,424.521,776.696,4254.09,5675.54,7569.68,9840.43,7378.91,8040.27,9089.55,7090.11,4838.51,3791.76,6577.96,2280.03,2525.54
19.2,2110.72,3669.35,425.91,778.089,4255.48,5676.93,7571.07,9841.82,7380.31,8041.67,9090.94,7091.5,4839.91,3793.15,6579.35,2281.41,2526.93
19.25,2112.11,3670.74,427.299,779.483,4256.87,5678.32,7572.46,9843.21,7381.7,8043.07,9092.33,7092.88,4841.3,3794.54,6580.74,2282.79,2528.32
19.3,2113.5,3672.13,428.687,780.876,4258.26,5679.71,7573.85,9844.6,7383.1,8044.47,9093.72,7094.27,4842.7,3795.93,6582.13,2284.17,2529.71
19.35,2114.89,3673.52,430.076,782.27,4259.65,5681.1,7575.24,9845.99,7384.49,8045.87,9095.11,7095.66,4844.09,3797.32,6583.52,2285.56,2531.1
19.4,2116.28,3674.91,431.465,783.663,4261.04,5682.48,7576.63,9847.38,7385.89,8047.27,9096.49,7097.05,4845.49,3798.71,6584.91,2286.94,2532.49
19.45,2117.66,3676.3,432.854,785.057,4262.43,5683.87,7578.02,9848.77,7387.28,8048.67,9097.88,7098.44,4846.88,3800.1,6586.31,2288.32,2533.88
19.5,2119.05,3677.69,434.243,786.45,4263.82,5685.26,7579.4,9850.16,7388.68,8050.06,9099.27,7099.83,4848.28,3801.49,6587.7,2289.7,2535.27
19.55,2120.44,3679.09,435.632,787.844,4265.21,5686.65,7580.79,9851.55,7390.07,8051.46,9100.66,7101.22,4849.67,3802.87,6589.09,2291.09,2536.65
19.6,2121.83,3680.48,437.021,789.237,4266.6,5688.04,7582.18,9852.95,7391.47,8052.86,9102.05,7102.61,4851.07,3804.26,6590.48,2292.47,2538.04
19.65,2123.22,3681.87,438.41,790.631,4267.98,5689.43,7583.57,9854.34,7392.86,8054.26,9103.44,7104,4852.46,3805.65,6591.87,2293.85,2539.43
19.7,2124.61,3683.26,439.799,792.025,4269.37,5690.82,7584.96,9855.73,7394.25,8055.66,9104.83,7105.38,4853.86,3807.04,6593.26,2295.23,2540.82
19.75,2126,3684.65,441.187,793.418,4270.76,5692.21,7586.35,9857.12,7395.65,8057.06,9106.22,7106.77,4855.25,3808.43,6594.65,2296.62,2542.21
19.8,2127.38,3686.04,442.576,794.812,4272.15,5693.6,7587.74,9858.51,7397.04,8058.46,9107.61,7108.16,4856.65,3809.82,6596.04,2298,2543.6
19.85,2128.77,3687.43,443.965,796.205,4273.54,5694.98,7589.13,9859.9,7398.44,8059.86,9108.99,7109.55,4858.04,3811.21,6597.43,2299.38,2544.99
19.9,2130.16,3688.82,445.354,797.599,4274.93,5696.37,7590.52,9861.29,7399.83,8061.26,9110.38,7110.94,4859.44,3812.6,6598.83,2300.77,2546.38
19.95,2131.55,3690.21,446.743,798.992,4276.32,5697.76,7591.9,9862.68,7401.23,8062.66,9111.77,7112.33,4860.83,3813.99,6600.22,2302.15,2547.77
20,2132.94,3691.6,448.132,800.386,4277.71,5699.15,7593.29,9864.07,7402.62,8064.06,9113.16,7113.72,4862.22,3815.38,6601.61,2303.53,2549.15
20.05,2134.33,3693,449.521,801.779,4279.1,5700.54,7594.68,9865.46,7404.02,8065.46,9114.55,7115.11,4863.62,3816.77,6603,2304.91,2550.54
20.1,2135.71,3694.39,450.91,803.173,4280.49,5701.93,7596.07,9866.85,7405.41,8066.86,9115.94,7116.5,4865.01,3818.16,6604.39,2306.3,2551.93
20.15,2137.1,3695.78,452.299,804.566,4281.88,5703.32,7597.46,9868.25,7406.8,8068.25,9117.33,7117.88,4866.41,3819.55,6605.78,2307.68,2553.32
20.2,2138.49,3697.17,453.687,805.96,4283.27,5704.71,7598.85,9869.64,7408.2,8069.65,9118.72,7119.27,4867.8,3820.94,6607.17,2309.06,2554.71
20.25,2139.88,3698.56,455.076,807.354,4284.66,5706.1,7600.24,9871.03,7409.59,8071.05,9120.11,7120.66,4869.2,3822.33,6608.56,2310.44,2556.1
20.3,2141.27,3699.95,456.465,808.747,4286.05,5707.48,7601.63,9872.42,7410.99,8072.45,9121.49,7122.05,4870.59,3823.72,6609.95,2311.83,2557.49
20.35,2142.66,3701.34,457.854,810.141,4287.44,5708.87,7603.02,9873.81,7412.38,8073.85,9122.88,7123.44,4871.99,3825.1,6611.34,2313.21,2558.88
20.4,2144.04,3702.73,459.243,811.534,4288.82,5710.26,7604.4,9875.2,7413.78,8075.25,9124.27,7124.83,4873.38,3826.49,6612.74,2314.59,2560.27
20.45,2145.43,3704.12,460.632,812.928,4290.21,5711.65,7605.79,9876.59,7415.17,8076.65,9125.66,7126.22,4874.78,3827.88,6614.13,2315.97,2561.65
20.5,2146.82,3705.51,462.021,814.321,4291.6,5713.04,7607.18,9877.98,7416.57,8078.05,9127.05,7127.61,4876.17,3829.27,6615.52,2317.36,2563.04
20.55,2148.21,3706.91,463.41,815.715,4292.99,5714.43,7608.57,9879.37,7417.96,8079.45,9128.44,7129,4877.57,3830.66,6616.91,2318.74,2564.43
20.6,2149.6,3708.3,464.799,817.108,4294.38,5715.82,7609.96,9880.76,7419.36,8080.85,9129.83,7130.38,4878.96,3832.05,6618.3,2320.12,2565.82
20.65,2150.99,3709.69,466.187,818.502,4295.77,5717.21,7611.35,9882.15,7420.75,8082.25,9131.22,7131.77,4880.36,3833.44,6619.69,2321.51,2567.21
20.7,2152.37,3711.08,467.576,819.895,4297.16,5718.6,7612.74,9883.55,7422.14,8083.65,9132.61,7133.16,4881.75,3834.83,6621.08,2322.89,2568.6
20.75,2153.76,3712.47,468.965,821.289,4298.55,5719.98,7614.13,9884.94,7423.54,8085.05,9133.99,7134.55,4883.15,3836.22,6622.47,2324.27,2569.99
20.8,2155.15,3713.86,470.354,822.682,4299.94,5721.37,7615.52,9886.33,7424.93,8086.45,9135.38,7135.94,4884.54,3837.61,6623.86,2325.65,2571.38
20.85,2156.54,3715.25,471.743,824.076,4301.33,5722.76,7616.9,9887.72,7426.33,8087.84,9136.77,7137.33,4885.93,3839,6625.25,2327.04,2572.77
20.9,2157.93,3716.64,473.132,825.47,4302.72,5724.15,7618.29,9889.11,7427.72,8089.24,9138.16,7138.72,4887.33,3840.39,6626.65,2328.42,2574.15
20.95,2159.32,3718.03,474.521,826.863,4304.11,5725.54,7619.68,9890.5,7429.12,8090.64,9139.55,7140.11,4888.72,3841.78,6628.04,2329.8,2575.54
21,2160.71,3719.42,475.91,828.257,4305.5,5726.93,7621.07,9891.89,7430.51,8092.04,9140.94,7141.5,4890.12,3843.17,6629.43,2331.18,2576.93
21.05,2162.09,3720.82,477.299,829.65,4306.89,5728.32,7622.46,9893.28,7431.91,8093.44,9142.33,7142.88,4891.51,3844.56,6630.82,2332.57,2578.32
21.1,2163.48,3722.21,478.687,831.044,4308.27,5729.71,7623.85,9894.67,7433.3,8094.84,9143.72,7144.27,4892.91,3845.94,6632.21,2333.95,2579.71
21.15,2164.87,3723.6,480.076,832.437,4309.66,5731.1,7625.24,9896.06,7434.7,8096.24,9145.11,7145.66,4894.3,3847.33,6633.6,2335.33,2581.1
21.2,2166.26,3724.99,481.465,833.831,4311.05,5732.48,7626.63,9897.45,7436.09,8097.64,9146.49,7147.05,4895.7,3848.72,6634.99,2336.71,2582.49
21.25,2167.65,3726.38,482.854,835.224,4312.44,5733.87,7628.02,9898.85,7437.48,8099.04,9147.88,7148.44,4897.09,3850.11,6636.38,2338.1,2583.88
21.3,2169.04,3727.77,484.243,836.618,4313.83,5735.26,7629.4,9900.24,7438.88,8100.44,9149.27,7149.83,4898.49,3851.5,6637.77,2339.48,2585.27
21.35,2170.42,3729.16,485.632,838.011,4315.22,5736.65,7630.79,9901.63,7440.27,8101.84,9150.66,7151.22,4899.88,3852.89,6639.17,2340.86,2586.65
21.4,2171.81,3730.55,487.021,839.405,4316.61,5738.04,7632.18,9903.02,7441.67,8103.24,9152.05,7152.61,4901.28,3854.28,6640.56,2342.25,2588.04
21.45,2173.2,3731.94,488.41,840.799,4318,5739.43,7633.57,9904.41,7443.06,8104.64,9153.44,7154,4902.67,3855.67,6641.95,2343.63,2589.43
21.5,2174.59,3733.33,489.799,842.192,4319.39,5740.82,7634.96,9905.8,7444.46,8106.04,9154.83,7155.38,4904.07,3857.06,6643.34,2345.01,2590.82
21.55,2175.98,3734.72,491.187,843.586,4320.78,5742.21,7636.35,9907.19,7445.85,8107.43,9156.22,7156.77,4905.46,3858.45,6644.73,2346.39,2592.21
21.6,2177.37,3736.12,492.576,844.979,4322.17,5743.6,7637.74,9908.58,7447.25,8108.83,9157.61,7158.16,4906.86,3859.84,6646.12,2347.78,2593.6
21.65,2178.75,3737.51,493.965,846.373,4323.56,5744.98,7639.13,9909.97,7448.64,8110.23,9158.99,7159.55,4908.25,3861.23,6647.51,2349.16,2594.99
21.7,2180.14,3738.9,495.354,847.766,4324.95,5746.37,7640.52,9911.36,7450.03,8111.63,9160.38,7160.94,4909.65,3862.62,6648.9,2350.54,2596.38
21.75,2181.53,3740.29,496.743,849.16,4326.34,5747.76,7641.9,9912.75,7451.43,8113.03,9161.77,7162.33,4911.04,3864.01,6650.29,2351.92,2597.77
21.8,2182.92,3741.68,498.132,850.553,4327.73,5749.15,7643.29,9914.15,7452.82,8114.43,9163.16,7163.72,4912.43,3865.4,6651.68,2353.31,2599.15
21.85,2184.31,3743.07,499.521,851.947,4329.11,5750.54,7644.68,9915.54,7454.22,8115.83,9164.55,7165.11,4913.83,3866.78,6653.08,2354.69,2600.54
21.9,2185.7,3744.46,500.91,853.34,4330.5,5751.93,7646.07,9916.93,7455.61,8117.23,9165.94,7166.5,4915.22,3868.17,6654.47,2356.07,2601.93
21.95,2187.09,3745.85,502.299,854.734,4331.89,5753.32,7647.46,9918.32,7457.01,8118.63,9167.33,7167.88,4916.62,3869.56,6655.86,2357.45,2603.32
22,2188.47,3747.24,503.687,856.128,4333.28,5754.71,7648.85,9919.71,7458.4,8120.03,9168.72,7169.27,4918.01,3870.95,6657.25,2358.84,2604.71
22.05,2189.86,3748.63,505.076,857.521,4334.67,5756.1,7650.24,9921.1,7459.8,8121.43,9170.11,7170.66,4919.41,3872.34,6658.64,2360.22,2606.1
22.1,2191.25,3750.03,506.465,858.915,4336.06,5757.48,7651.63,9922.49,7461.19,8122.83,9171.49,7172.05,4920.8,3873.73,6660.03,2361.6,2607.49
22.15,2192.64,3751.42,507.854,860.308,4337.45,5758.87,7653.02,9923.88,7462.59,8124.23,9172.88,7173.44,4922.2,3875.12,6661.42,2362.99,2608.88
22.2,2194.03,3752.81,509.243,861.702,4338.84,5760.26,7654.4,9925.27,7463.98,8125.63,9174.27,7174.83,4923.59,3876.51,6662.81,2364.37,2610.27
22.25,2195.42,3754.2,510.632,863.095,4340.23,5761.65,7655.79,9926.66,7465.37,8127.02,9175.66,7176.22,4924.99,3877.9,6664.2,2365.75,2611.65
22.3,2196.8,3755.59,512.021,864.489,4341.62,5763.04,7657.18,9928.05,7466.77,8128.42,9177.05,7177.61,4926.38,3879.29,6665.6,2367.13,2613.04
22.35,2198.19,3756.98,513.41,865.882,4343.01,5764.43,7658.57,9929.45,7468.16,8129.82,9178.44,7179,4927.78,3880.68,6666.99,2368.52,2614.43
22.4,2199.58,3758.37,514.799,867.276,4344.4,5765.82,7659.96,9930.84,7469.56,8131.22,9179.83,7180.38,4929.17,3882.07,6668.38,2369.9,2615.82
22.45,2200.97,3759.76,516.187,868.669,4345.79,5767.21,7661.35,9932.23,7470.95,8132.62,9181.22,7181.77,4930.57,3883.46,6669.77,2371.28,2617.21
22.5,2202.36,3761.15,517.576,870.063,4347.18,5768.6,7662.74,9933.62,7472.35,8134.02,9182.61,7183.16,4931.96,3884.85,6671.16,2372.66,2618.6
22.55,2203.75,3762.54,518.965,871.457,4348.57,5769.98,7664.13,9935.01,7473.74,8135.42,9183.99,7184.55,4933.36,3886.24,6672.55,2374.05,2619.99
22.6,2205.13,3763.94,520.354,872.85,4349.95,5771.37,7665.52,9936.4,7475.14,8136.82,9185.38,7185.94,4934.75,3887.62,6673.94,2375.43,2621.38
22.65,2206.52,3765.33,521.743,874.244,4351.34,5772.76,7666.9,9937.79,7476.53,8138.22,9186.77,7187.33,4936.14,3889.01,6675.33,2376.81,2622.77
22.7,2207.91,3766.72,523.132,875.637,4352.73,5774.15,7668.29,9939.18,7477.93,8139.62,9188.16,7188.72,4937.54,3890.4,6676.72,2378.2,2624.15
22.75,2209.3,3768.11,524.521,877.031,4354.12,5775.54,7669.68,9940.57,7479.32,8141.02,9189.55,7190.11,4938.93,3891.79,6678.11,2379.58,2625.54
22.8,2210.69,3769.5,525.91,878.424,4355.51,5776.93,7671.07,9941.96,7480.71,8142.42,9190.94,7191.5,4940.33,3893.18,6679.51,2380.96,2626.93
22.85,2212.08,3770.89,527.299,879.818,4356.9,5778.32,7672.46,9943.35,7482.11,8143.82,9192.33,7192.88,4941.72,3894.57,6680.9,2382.34,2628.32
22.9,2213.46,3772.28,528.687,881.211,4358.29,5779.71,7673.85,9944.75,7483.5,8145.22,9193.72,7194.27,4943.12,3895.96,6682.29,2383.73,2629.71
22.95,2214.85,3773.67,530.076,882.605,4359.68,5781.1,7675.24,9946.14,7484.9,8146.61,9195.11,7195.66,4944.51,3897.35,6683.68,2385.11,2631.1
23,2216.24,3775.06,531.465,883.999,4361.07,5782.48,7676.63,9947.53,7486.29,8148.01,9196.49,7197.05,4945.91,3898.74,6685.07,2386.49,2632.49
23.05,2217.63,3776.45,532.854,885.392,4362.46,5783.87,7678.02,9948.92,7487.69,8149.41,9197.88,7198.44,4947.3,3900.13,6686.46,2387.87,2633.88
23.1,2219.02,3777.85,534.243,886.786,4363.85,5785.26,7679.4,9950.31,7489.08,8150.81,9199.27,7199.83,4948.7,3901.52,6687.85,2389.26,2635.27
23.15,2220.41,3779.24,535.632,888.179,4365.24,5786.65,7680.79,9951.7,7490.48,8152.21,9200.66,7201.22,4950.09,3902.91,6689.24,2390.64,2636.65
23.2,2221.8,3780.63,537.021,889.573,4366.63,5788.04,7682.18,9953.09,7491.87,8153.61,9202.05,7202.61,4951.49,3904.3,6690.63,2392.02,2638.04
23.25,2223.18,3782.02,538.41,890.966,4368.02,5789.43,7683.57,9954.48,7493.27,8155.01,9203.44,7204,4952.88,3905.69,6692.02,2393.41,2639.43
23.3,2224.57,3783.41,539.799,892.36,4369.4,5790.82,7684.96,9955.87,7494.66,8156.41,9204.83,7205.38,4954.28,3907.08,6693.42,2394.79,2640.82
23.35,2225.96,3784.8,541.187,893.753,4370.79,5792.21,7686.35,9957.26,7496.05,8157.81,9206.22,7206.77,4955.67,3908.46,6694.81,2396.17,2642.21
23.4,2227.35,3786.19,542.576,895.147,4372.18,5793.6,7687.74,9958.65,7497.45,8159.21,9207.61,7208.16,4957.07,3909.85,6696.2,2397.55,2643.6
23.45,2228.74,3787.58,543.965,896.541,4373.57,5794.98,7689.13,9960.05,7498.84,8160.61,9208.99,7209.55,4958.46,3911.24,6697.59,2398.94,2644.99
23.5,2230.13,3788.97,545.354,897.934,4374.96,5796.37,7690.52,9961.44,7500.24,8162.01,9210.38,7210.94,4959.86,3912.63,6698.98,2400.32,2646.38
23.55,2231.51,3790.36,546.743,899.328,4376.35,5797.76,7691.9,9962.83,7501.63,8163.41,9211.77,7212.33,4961.25,3914.02,6700.37,2401.7,2647.77
23.6,2232.9,3791.75,548.132,900.721,4377.74,5799.15,7693.29,9964.22,7503.03,8164.81,9213.16,7213.72,4962.64,3915.41,6701.76,2403.08,2649.15
23.65,2234.29,3793.15,549.521,902.115,4379.13,5800.54,7694.68,9965.61,7504.42,8166.2,9214.55,7215.11,4964.04,3916.8,6703.15,2404.47,2650.54
23.7,2235.68,3794.54,550.91,903.508,4380.52,5801.93,7696.07,9967,7505.82,8167.6,9215.94,7216.5,4965.43,3918.19,6704.54,2405.85,2651.93
23.75,2237.07,3795.93,552.299,904.902,4381.91,5803.32,7697.46,9968.39,7507.21,8169,9217.33,7217.88,4966.83,3919.58,6705.94,2407.23,2653.32
23.8,2238.46,3797.32,553.687,906.295,4383.3,5804.71,7698.85,9969.78,7508.6,8170.4,9218.72,7219.27,4968.22,3920.97,6707.33,2408.61,2654.71
23.85,2239.84,3798.71,555.076,907.689,4384.69,5806.1,7700.24,9971.17,7510,8171.8,9220.11,7220.66,4969.62,3922.36,6708.72,2410,2656.1
23.9,2241.23,3800.1,556.465,909.082,4386.08,5807.48,7701.63,9972.56,7511.39,8173.2,9221.49,7222.05,4971.01,3923.75,6710.11,2411.38,2657.49
23.95,2242.62,3801.49,557.854,910.476,4387.47,5808.87,7703.02,9973.95,7512.79,8174.6,9222.88,7223.44,4972.41,3925.14,6711.5,2412.76,2658.88
24,2244.01,3802.88,559.243,911.87,4388.86,5810.26,7704.4,9975.35,7514.18,8176,9224.27,7224.83,4973.8,3926.53,6712.89,2414.15,2660.27
24.05,2245.4,3804.27,560.632,913.263,4390.24,5811.65,7705.79,9976.74,7515.58,8177.4,9225.66,7226.22,4975.2,3927.92,6714.28,2415.53,2661.65
24.1,2246.79,3805.66,562.021,914.657,4391.63,5813.04,7707.18,9978.13,7516.97,8178.8,9227.05,7227.61,4976.59,3929.3,6715.67,2416.91,2663.04
24.15,2248.18,3807.06,563.41,916.05,4393.02,5814.43,7708.57,9979.52,7518.37,8180.2,9228.44,7229,4977.99,3930.69,6717.06,2418.29,2664.43
24.2,2249.56,3808.45,564.799,917.444,4394.41,5815.82,7709.96,9980.91,7519.76,8181.6,9229.83,7230.38,4979.38,3932.08,6718.45,2419.68,2665.82
24.25,2250.95,3809.84,566.187,918.837,4395.8,5817.21,7711.35,9982.3,7521.16,8183,9231.22,7231.77,4980.78,3933.47,6719.85,2421.06,2667.21
24.3,2252.34,3811.23,567.576,920.231,4397.19,5818.6,7712.74,9983.69,7522.55,8184.4,9232.61,7233.16,4982.17,3934.86,6721.24,2422.44,2668.6
24.35,2253.73,3812.62,568.965,921.624,4398.58,5819.98,7714.13,9985.08,7523.94,8185.79,9233.99,7234.55,4983.57,3936.25,6722.63,2423.82,2669.99
24.4,2255.12,3814.01,570.354,923.018,4399.97,5821.37,7715.52,9986.47,7525.34,8187.19,9235.38,7235.94,4984.96,3937.64,6724.02,2425.21,2671.38
24.45,2256.51,3815.4,571.743,924.412,4401.36,5822.76,7716.9,9987.86,7526.73,8188.59,9236.77,7237.33,4986.36,3939.03,6725.41,2426.59,2672.77
24.5,2257.89,3816.79,573.132,925.805,4402.75,5824.15,7718.29,9989.25,7528.13,8189.99,9238.16,7238.72,4987.75,3940.42,6726.8,2427.97,2674.15
24.55,2259.28,3818.18,574.521,927.199,4404.14,5825.54,7719.68,9990.64,7529.52,8191.39,9239.55,7240.11,4989.14,3941.81,6728.19,2429.36,2675.54
24.6,2260.67,3819.57,575.91,928.592,4405.53,5826.93,7721.07,9992.04,7530.92,8192.79,9240.94,7241.5,4990.54,3943.2,6729.58,2430.74,2676.93
24.65,2262.06,3820.97,577.299,929.986,4406.92,5828.32,7722.46,9993.43,7532.31,8194.19,9242.33,7242.88,4991.93,3944.59,6730.97,2432.12,2678.32
24.7,2263.45,3822.36,578.687,931.379,4408.31,5829.71,7723.85,9994.82,7533.71,8195.59,9243.72,7244.27,4993.33,3945.98,6732.36,2433.5,2679.71
24.75,2264.84,3823.75,580.076,932.773,4409.7,5831.1,7725.24,9996.21,7535.1,8196.99,9245.11,7245.66,4994.72,3947.37,6733.76,2434.89,2681.1
24.8,2266.22,3825.14,581.465,934.167,4411.08,5832.48,7726.63,9997.6,7536.5,8198.39,9246.49,7247.05,4996.12,3948.76,6735.15,2436.27,2682.49
24.85,2267.61,3826.53,582.854,935.56,4412.47,5833.87,7728.02,9998.99,7537.89,8199.79,9247.88,7248.44,4997.51,3950.14,6736.54,2437.65,2683.88
24.9,2269,3827.92,584.243,936.954,4413.86,5835.26,7729.4,0.381282,7539.28,8201.19,9249.27,7249.83,4998.91,3951.53,6737.93,2439.03,2685.27
24.95,2270.39,3829.31,585.632,938.347,4415.25,5836.65,7730.79,1.77218,7540.68,8202.59,9250.66,7251.22,5000.3,3952.92,6739.32,2440.42,2686.65
25,2271.78,3830.7,587.021,939.741,4416.64,5838.04,7732.18,3.16309,7542.07,8203.99,9252.05,7252.61,5001.7,3954.31,6740.71,2441.8,2688.04
25.05,2273.17,3832.09,588.41,941.134,4418.03,5839.43,7733.57,4.55399,7543.47,8205.38,9253.44,7254,5003.09,3955.7,6742.1,2443.18,2689.43
25.1,2274.55,3833.48,589.799,942.528,4419.42,5840.82,7734.96,5.94489,7544.86,8206.78,9254.83,7255.38,5004.49,3957.09,6743.49,2444.57,2690.82
25.15,2275.94,3834.87,591.187,943.921,4420.81,5842.21,7736.35,7.33579,7546.26,8208.18,9256.22,7256.77,5005.88,3958.48,6744.88,2445.95,2692.21
25.2,2277.33,3836.27,592.576,945.315,4422.2,5843.6,7737.74,8.72669,7547.65,8209.58,9257.61,7258.16,5007.28,3959.87,6746.28,2447.33,2693.6
25.25,2278.72,3837.66,593.965,946.709,4423.59,5844.98,7739.13,10.1176,7549.05,8210.98,9258.99,7259.55,5008.67,3961.26,6747.67,2448.71,2694.99
25.3,2280.11,3839.05,595.354,948.102,4424.98,5846.37,7740.52,11.5085,7550.44,8212.38,9260.38,7260.94,5010.07,3962.65,6749.06,2450.1,2696.38
25.35,2281.5,3840.44,596.743,949.496,4426.37,5847.76,7741.9,12.8994,7551.84,8213.78,9261.77,7262.33,5011.46,3964.04,6750.45,2451.48,2697.77
