time,N1,N2,N3,N4,N5,N6
4.95,2919.59,7160.11,6233.54,5774.14,2773.84,9581.05
5,2920.98,7161.5,6234.93,5775.53,2775.24,9582.44
5.05,2922.37,7162.89,6236.32,5776.92,2776.64,9583.83
5.1,2923.75,7164.29,6237.71,5778.31,2778.04,9585.22
5.15,2925.14,7165.68,6239.1,5779.7,2779.44,9586.61
5.2,2926.53,7167.08,6240.49,5781.09,2780.83,9588
5.25,2927.92,7168.47,6241.88,5782.48,2782.23,9589.39
5.3,2929.31,7169.86,6243.27,5783.88,2783.63,9590.77
5.35,2930.7,7171.26,6244.66,5785.27,2785.03,9592.16
5.4,2932.09,7172.65,6246.05,5786.66,2786.43,9593.55
5.45,2933.48,7174.05,6247.44,5788.05,2787.83,9594.94
5.5,2934.87,7175.44,6248.82,5789.44,2789.23,9596.33
5.55,2936.25,7176.83,6250.21,5790.83,2790.62,9597.72
5.6,2937.64,7178.23,6251.6,5792.22,2792.02,9599.11
5.65,2939.03,7179.62,6252.99,5793.61,2793.42,9600.5
5.7,2940.42,7181.02,6254.38,5795,2794.82,9601.89
5.75,2941.81,7182.41,6255.77,5796.39,2796.22,9603.27
5.8,2943.2,7183.81,6257.16,5797.78,2797.62,9604.66
5.85,2944.59,7185.2,6258.55,5799.17,2799.01,9606.05
5.9,2945.98,7186.59,6259.94,5800.56,2800.41,9607.44
5.95,2947.37,7187.99,6261.33,5801.95,2801.81,9608.83
6,2948.75,7189.38,6262.72,5803.35,2803.21,9610.22
6.05,2950.14,7190.78,6264.11,5804.74,2804.61,9611.61
6.1,2951.53,7192.17,6265.49,5806.13,2806.01,9613
6.15,2952.92,7193.56,6266.88,5807.52,2807.4,9614.39
6.2,2954.31,7194.96,6268.27,5808.91,2808.8,9615.77
6.25,2955.7,7196.35,6269.66,5810.3,2810.2,9617.16
6.3,2957.09,7197.75,6271.05,5811.69,2811.6,9618.55
6.35,2958.48,7199.14,6272.44,5813.08,2813,9619.94
6.4,2959.87,7200.53,6273.83,5814.47,2814.4,9621.33
6.45,2961.25,7201.93,6275.22,5815.86,2815.8,9622.72
6.5,2962.64,7203.32,6276.61,5817.25,2817.19,9624.11
6.55,2964.03,7204.72,6278,5818.64,2818.59,9625.5
6.6,2965.42,7206.11,6279.39,5820.03,2819.99,9626.89
6.65,2966.81,7207.51,6280.78,5821.42,2821.39,9628.27
6.7,2968.2,7208.9,6282.16,5822.82,2822.79,9629.66
6.75,2969.59,7210.29,6283.55,5824.21,2824.19,9631.05
6.8,2970.98,7211.69,6284.94,5825.6,2825.58,9632.44
6.85,2972.37,7213.08,6286.33,5826.99,2826.98,9633.83
6.9,2973.75,7214.48,6287.72,5828.38,2828.38,9635.22
6.95,2975.14,7215.87,6289.11,5829.77,2829.78,9636.61
7,2976.53,7217.26,6290.5,5831.16,2831.18,9638
7.05,2977.92,7218.66,6291.89,5832.55,2832.58,9639.39
7.1,2979.31,7220.05,6293.28,5833.94,2833.97,9640.77
7.15,2980.7,7221.45,6294.67,5835.33,2835.37,9642.16
7.2,2982.09,7222.84,6296.06,5836.72,2836.77,9643.55
7.25,2983.48,7224.24,6297.44,5838.11,2838.17,9644.94
7.3,2984.87,7225.63,6298.83,5839.5,2839.57,9646.33
7.35,2986.25,7227.02,6300.22,5840.9,2840.97,9647.72
7.4,2987.64,7228.42,6301.61,5842.29,2842.37,9649.11
7.45,2989.03,7229.81,6303,5843.68,2843.76,9650.5
7.5,2990.42,7231.21,6304.39,5845.07,2845.16,9651.89
7.55,2991.81,7232.6,6305.78,5846.46,2846.56,9653.27
7.6,2993.2,7233.99,6307.17,5847.85,2847.96,9654.66
7.65,2994.59,7235.39,6308.56,5849.24,2849.36,9656.05
7.7,2995.98,7236.78,6309.95,5850.63,2850.76,9657.44
7.75,2997.37,7238.18,6311.34,5852.02,2852.15,9658.83
7.8,2998.75,7239.57,6312.73,5853.41,2853.55,9660.22
7.85,3000.14,7240.96,6314.11,5854.8,2854.95,9661.61
7.9,3001.53,7242.36,6315.5,5856.19,2856.35,9663
7.95,3002.92,7243.75,6316.89,5857.58,2857.75,9664.39
8,3004.31,7245.15,6318.28,5858.97,2859.15,9665.77
8.05,3005.7,7246.54,6319.67,5860.37,2860.55,9667.16
8.1,3007.09,7247.94,6321.06,5861.76,2861.94,9668.55
8.15,3008.48,7249.33,6322.45,5863.15,2863.34,9669.94
8.2,3009.87,7250.72,6323.84,5864.54,2864.74,9671.33
8.25,3011.25,7252.12,6325.23,5865.93,2866.14,9672.72
8.3,3012.64,7253.51,6326.62,5867.32,2867.54,9674.11
8.35,3014.03,7254.91,6328.01,5868.71,2868.94,9675.5
8.4,3015.42,7256.3,6329.39,5870.1,2870.33,9676.89
8.45,3016.81,7257.69,6330.78,5871.49,2871.73,9678.27
8.5,3018.2,7259.09,6332.17,5872.88,2873.13,9679.66
8.55,3019.59,7260.48,6333.56,5874.27,2874.53,9681.05
8.6,3020.98,7261.88,6334.95,5875.66,2875.93,9682.44
8.65,3022.37,7263.27,6336.34,5877.05,2877.33,9683.83
8.7,3023.75,7264.67,6337.73,5878.44,2878.72,9685.22
8.75,3025.14,7266.06,6339.12,5879.84,2880.12,9686.61
8.8,3026.53,7267.45,6340.51,5881.23,2881.52,9688
8.85,3027.92,7268.85,6341.9,5882.62,2882.92,9689.39
8.9,3029.31,7270.24,6343.29,5884.01,2884.32,9690.77
8.95,3030.7,7271.64,6344.68,5885.4,2885.72,9692.16
9,3032.09,7273.03,6346.06,5886.79,2887.12,9693.55
9.05,3033.48,7274.42,6347.45,5888.18,2888.51,9694.94
9.1,3034.87,7275.82,6348.84,5889.57,2889.91,9696.33
9.15,3036.25,7277.21,6350.23,5890.96,2891.31,9697.72
9.2,3037.64,7278.61,6351.62,5892.35,2892.71,9699.11
9.25,3039.03,7280,6353.01,5893.74,2894.11,9700.5
9.3,3040.42,7281.39,6354.4,5895.13,2895.51,9701.89
9.35,3041.81,7282.79,6355.79,5896.52,2896.9,9703.27
9.4,3043.2,7284.18,6357.18,5897.91,2898.3,9704.66
9.45,3044.59,7285.58,6358.57,5899.31,2899.7,9706.05
9.5,3045.98,7286.97,6359.96,5900.7,2901.1,9707.44
9.55,3047.37,7288.37,6361.34,5902.09,2902.5,9708.83
9.6,3048.75,7289.76,6362.73,5903.48,2903.9,9710.22
9.65,3050.14,7291.15,6364.12,5904.87,2905.3,9711.61
9.7,3051.53,7292.55,6365.51,5906.26,2906.69,9713
9.75,3052.92,7293.94,6366.9,5907.65,2908.09,9714.39
9.8,3054.31,7295.34,6368.29,5909.04,2909.49,9715.77
9.85,3055.7,7296.73,6369.68,5910.43,2910.89,9717.16
9.9,3057.09,7298.12,6371.07,5911.82,2912.29,9718.55
9.95,3058.48,7299.52,6372.46,5913.21,2913.69,9719.94
10,3059.87,7300.91,6373.85,5914.6,2915.08,9721.33
10.05,3061.25,7302.31,6375.24,5915.99,2916.48,9722.72
10.1,3062.64,7303.7,6376.63,5917.38,2917.88,9724.11
10.15,3064.03,7305.1,6378.01,5918.78,2919.28,9725.5
10.2,3065.42,7306.49,6379.4,5920.17,2920.68,9726.89
10.25,3066.81,7307.88,6380.79,5921.56,2922.08,9728.27
10.3,3068.2,7309.28,6382.18,5922.95,2923.48,9729.66
10.35,3069.59,7310.67,6383.57,5924.34,2924.87,9731.05
10.4,3070.98,7312.07,6384.96,5925.73,2926.27,9732.44
10.45,3072.37,7313.46,6386.35,5927.12,2927.67,9733.83
10.5,3073.75,7314.85,6387.74,5928.51,2929.07,9735.22
10.55,3075.14,7316.25,6389.13,5929.9,2930.47,9736.61
10.6,3076.53,7317.64,6390.52,5931.29,2931.87,9738
10.65,3077.92,7319.04,6391.91,5932.68,2933.26,9739.39
10.7,3079.31,7320.43,6393.29,5934.07,2934.66,9740.77
10.75,3080.7,7321.83,6394.68,5935.46,2936.06,9742.16
10.8,3082.09,7323.22,6396.07,5936.85,2937.46,9743.55
10.85,3083.48,7324.61,6397.46,5938.25,2938.86,9744.94
10.9,3084.87,7326.01,6398.85,5939.64,2940.26,9746.33
10.95,3086.25,7327.4,6400.24,5941.03,2941.65,9747.72
11,3087.64,7328.8,6401.63,5942.42,2943.05,9749.11
11.05,3089.03,7330.19,6403.02,5943.81,2944.45,9750.5
11.1,3090.42,7331.58,6404.41,5945.2,2945.85,9751.89
11.15,3091.81,7332.98,6405.8,5946.59,2947.25,9753.27
11.2,3093.2,7334.37,6407.19,5947.98,2948.65,9754.66
11.25,3094.59,7335.77,6408.58,5949.37,2950.05,9756.05
11.3,3095.98,7337.16,6409.96,5950.76,2951.44,9757.44
11.35,3097.37,7338.56,6411.35,5952.15,2952.84,9758.83
11.4,3098.75,7339.95,6412.74,5953.54,2954.24,9760.22
11.45,3100.14,7341.34,6414.13,5954.93,2955.64,9761.61
11.5,3101.53,7342.74,6415.52,5956.32,2957.04,9763
11.55,3102.92,7344.13,6416.91,5957.72,2958.44,9764.39
11.6,3104.31,7345.53,6418.3,5959.11,2959.83,9765.77
11.65,3105.7,7346.92,6419.69,5960.5,2961.23,9767.16
11.7,3107.09,7348.31,6421.08,5961.89,2962.63,9768.55
11.75,3108.48,7349.71,6422.47,5963.28,2964.03,9769.94
11.8,3109.87,7351.1,6423.86,5964.67,2965.43,9771.33
11.85,3111.25,7352.5,6425.24,5966.06,2966.83,9772.72
11.9,3112.64,7353.89,6426.63,5967.45,2968.23,9774.11
11.95,3114.03,7355.28,6428.02,5968.84,2969.62,9775.5
12,3115.42,7356.68,6429.41,5970.23,2971.02,9776.89
12.05,3116.81,7358.07,6430.8,5971.62,2972.42,9778.27
12.1,3118.2,7359.47,6432.19,5973.01,2973.82,9779.66
12.15,3119.59,7360.86,6433.58,5974.4,2975.22,9781.05
12.2,3120.98,7362.26,6434.97,5975.79,2976.62,9782.44
12.25,3122.37,7363.65,6436.36,5977.19,2978.01,9783.83
12.3,3123.75,7365.04,6437.75,5978.58,2979.41,9785.22
12.35,3125.14,7366.44,6439.14,5979.97,2980.81,9786.61
12.4,3126.53,7367.83,6440.53,5981.36,2982.21,9788
12.45,3127.92,7369.23,6441.91,5982.75,2983.61,9789.39
12.5,3129.31,7370.62,6443.3,5984.14,2985.01,9790.77
12.55,3130.7,7372.01,6444.69,5985.53,2986.41,9792.16
12.6,3132.09,7373.41,6446.08,5986.92,2987.8,9793.55
12.65,3133.48,7374.8,6447.47,5988.31,2989.2,9794.94
12.7,3134.87,7376.2,6448.86,5989.7,2990.6,9796.33
12.75,3136.25,7377.59,6450.25,5991.09,2992,9797.72
12.8,3137.64,7378.99,6451.64,5992.48,2993.4,9799.11
12.85,3139.03,7380.38,6453.03,5993.87,2994.8,9800.5
12.9,3140.42,7381.77,6454.42,5995.26,2996.19,9801.89
12.95,3141.81,7383.17,6455.81,5996.66,2997.59,9803.27
13,3143.2,7384.56,6457.2,5998.05,2998.99,9804.66
13.05,3144.59,7385.96,6458.58,5999.44,3000.39,9806.05
13.1,3145.98,7387.35,6459.97,6000.83,3001.79,9807.44
13.15,3147.37,7388.74,6461.36,6002.22,3003.19,9808.83
13.2,3148.75,7390.14,6462.75,6003.61,3004.59,9810.22
13.25,3150.14,7391.53,6464.14,6005,3005.98,9811.61
13.3,3151.53,7392.93,6465.53,6006.39,3007.38,9813
13.35,3152.92,7394.32,6466.92,6007.78,3008.78,9814.39
13.4,3154.31,7395.72,6468.31,6009.17,3010.18,9815.77
13.45,3155.7,7397.11,6469.7,6010.56,3011.58,9817.16
13.5,3157.09,7398.5,6471.09,6011.95,3012.98,9818.55
13.55,3158.48,7399.9,6472.48,6013.34,3014.37,9819.94
13.6,3159.87,7401.29,6473.86,6014.73,3015.77,9821.33
13.65,3161.25,7402.69,6475.25,6016.13,3017.17,9822.72
13.7,3162.64,7404.08,6476.64,6017.52,3018.57,9824.11
13.75,3164.03,7405.47,6478.03,6018.91,3019.97,9825.5
13.8,3165.42,7406.87,6479.42,6020.3,3021.37,9826.89
13.85,3166.81,7408.26,6480.81,6021.69,3022.77,9828.27
13.9,3168.2,7409.66,6482.2,6023.08,3024.16,9829.66
13.95,3169.59,7411.05,6483.59,6024.47,3025.56,9831.05
14,3170.98,7412.45,6484.98,6025.86,3026.96,9832.44
14.05,3172.37,7413.84,6486.37,6027.25,3028.36,9833.83
14.1,3173.75,7415.23,6487.76,6028.64,3029.76,9835.22
14.15,3175.14,7416.63,6489.15,6030.03,3031.16,9836.61
14.2,3176.53,7418.02,6490.53,6031.42,3032.55,9838
14.25,3177.92,7419.42,6491.92,6032.81,3033.95,9839.39
14.3,3179.31,7420.81,6493.31,6034.2,3035.35,9840.77
14.35,3180.7,7422.2,6494.7,6035.6,3036.75,9842.16
14.4,3182.09,7423.6,6496.09,6036.99,3038.15,9843.55
14.45,3183.48,7424.99,6497.48,6038.38,3039.55,9844.94
14.5,3184.87,7426.39,6498.87,6039.77,3040.95,9846.33
14.55,3186.25,7427.78,6500.26,6041.16,3042.34,9847.72
14.6,3187.64,7429.18,6501.65,6042.55,3043.74,9849.11
14.65,3189.03,7430.57,6503.04,6043.94,3045.14,9850.5
14.7,3190.42,7431.96,6504.43,6045.33,3046.54,9851.89
14.75,3191.81,7433.36,6505.81,6046.72,3047.94,9853.27
14.8,3193.2,7434.75,6507.2,6048.11,3049.34,9854.66
14.85,3194.59,7436.15,6508.59,6049.5,3050.73,9856.05
14.9,3195.98,7437.54,6509.98,6050.89,3052.13,9857.44
14.95,3197.37,7438.93,6511.37,6052.28,3053.53,9858.83
15,3198.75,7440.33,6512.76,6053.67,3054.93,9860.22
15.05,3200.14,7441.72,6514.15,6055.07,3056.33,9861.61
15.1,3201.53,7443.12,6515.54,6056.46,3057.73,9863
15.15,3202.92,7444.51,6516.93,6057.85,3059.13,9864.39
15.2,3204.31,7445.91,6518.32,6059.24,3060.52,9865.77
15.25,3205.7,7447.3,6519.71,6060.63,3061.92,9867.16
15.3,3207.09,7448.69,6521.1,6062.02,3063.32,9868.55
15.35,3208.48,7450.09,6522.48,6063.41,3064.72,9869.94
15.4,3209.87,7451.48,6523.87,6064.8,3066.12,9871.33
15.45,3211.25,7452.88,6525.26,6066.19,3067.52,9872.72
15.5,3212.64,7454.27,6526.65,6067.58,3068.91,9874.11
15.55,3214.03,7455.66,6528.04,6068.97,3070.31,9875.5
15.6,3215.42,7457.06,6529.43,6070.36,3071.71,9876.89
15.65,3216.81,7458.45,6530.82,6071.75,3073.11,9878.27
15.7,3218.2,7459.85,6532.21,6073.14,3074.51,9879.66
15.75,3219.59,7461.24,6533.6,6074.54,3075.91,9881.05
15.8,3220.98,7462.64,6534.99,6075.93,3077.31,9882.44
15.85,3222.37,7464.03,6536.38,6077.32,3078.7,9883.83
15.9,3223.75,7465.42,6537.76,6078.71,3080.1,9885.22
15.95,3225.14,7466.82,6539.15,6080.1,3081.5,9886.61
16,3226.53,7468.21,6540.54,6081.49,3082.9,9888
16.05,3227.92,7469.61,6541.93,6082.88,3084.3,9889.39
16.1,3229.31,7471,6543.32,6084.27,3085.7,9890.77
16.15,3230.7,7472.39,6544.71,6085.66,3087.09,9892.16
16.2,3232.09,7473.79,6546.1,6087.05,3088.49,9893.55
16.25,3233.48,7475.18,6547.49,6088.44,3089.89,9894.94
16.3,3234.87,7476.58,6548.88,6089.83,3091.29,9896.33
16.35,3236.25,7477.97,6550.27,6091.22,3092.69,9897.72
16.4,3237.64,7479.37,6551.66,6092.61,3094.09,9899.11
16.45,3239.03,7480.76,6553.05,6094.01,3095.49,9900.5
16.5,3240.42,7482.15,6554.43,6095.4,3096.88,9901.89
16.55,3241.81,7483.55,6555.82,6096.79,3098.28,9903.27
16.6,3243.2,7484.94,6557.21,6098.18,3099.68,9904.66
16.65,3244.59,7486.34,6558.6,6099.57,3101.08,9906.05
16.7,3245.98,7487.73,6559.99,6100.96,3102.48,9907.44
16.75,3247.37,7489.12,6561.38,6102.35,3103.88,9908.83
16.8,3248.75,7490.52,6562.77,6103.74,3105.27,9910.22
16.85,3250.14,7491.91,6564.16,6105.13,3106.67,9911.61
16.9,3251.53,7493.31,6565.55,6106.52,3108.07,9913
16.95,3252.92,7494.7,6566.94,6107.91,3109.47,9914.39
17,3254.31,7496.1,6568.33,6109.3,3110.87,9915.77
17.05,3255.7,7497.49,6569.71,6110.69,3112.27,9917.16
17.1,3257.09,7498.88,6571.1,6112.08,3113.67,9918.55
17.15,3258.48,7500.28,6572.49,6113.48,3115.06,9919.94
17.2,3259.87,7501.67,6573.88,6114.87,3116.46,9921.33
17.25,3261.25,7503.07,6575.27,6116.26,3117.86,9922.72
17.3,3262.64,7504.46,6576.66,6117.65,3119.26,9924.11
17.35,3264.03,7505.85,6578.05,6119.04,3120.66,9925.5
17.4,3265.42,7507.25,6579.44,6120.43,3122.06,9926.89
17.45,3266.81,7508.64,6580.83,6121.82,3123.45,9928.27
17.5,3268.2,7510.04,6582.22,6123.21,3124.85,9929.66
17.55,3269.59,7511.43,6583.61,6124.6,3126.25,9931.05
17.6,3270.98,7512.83,6584.99,6125.99,3127.65,9932.44
17.65,3272.37,7514.22,6586.38,6127.38,3129.05,9933.83
17.7,3273.75,7515.61,6587.77,6128.77,3130.45,9935.22
17.75,3275.14,7517.01,6589.16,6130.16,3131.85,9936.61
17.8,3276.53,7518.4,6590.55,6131.55,3133.24,9938
17.85,3277.92,7519.8,6591.94,6132.95,3134.64,9939.39
17.9,3279.31,7521.19,6593.33,6134.34,3136.04,9940.77
17.95,3280.7,7522.58,6594.72,6135.73,3137.44,9942.16
18,3282.09,7523.98,6596.11,6137.12,3138.84,9943.55
18.05,3283.48,7525.37,6597.5,6138.51,3140.24,9944.94
18.1,3284.87,7526.77,6598.89,6139.9,3141.64,9946.33
18.15,3286.25,7528.16,6600.28,6141.29,3143.03,9947.72
18.2,3287.64,7529.56,6601.66,6142.68,3144.43,9949.11
18.25,3289.03,7530.95,6603.05,6144.07,3145.83,9950.5
18.3,3290.42,7532.34,6604.44,6145.46,3147.23,9951.89
18.35,3291.81,7533.74,6605.83,6146.85,3148.63,9953.27
18.4,3293.2,7535.13,6607.22,6148.24,3150.03,9954.66
18.45,3294.59,7536.53,6608.61,6149.63,3151.42,9956.05
18.5,3295.98,7537.92,6610,6151.02,3152.82,9957.44
18.55,3297.37,7539.32,6611.39,6152.41,3154.22,9958.83
18.6,3298.75,7540.71,6612.78,6153.81,3155.62,9960.22
18.65,3300.14,7542.1,6614.17,6155.2,3157.02,9961.61
18.7,3301.53,7543.5,6615.56,6156.59,3158.42,9963
18.75,3302.92,7544.89,6616.94,6157.98,3159.82,9964.39
18.8,3304.31,7546.29,6618.33,6159.37,3161.21,9965.77
18.85,3305.7,7547.68,6619.72,6160.76,3162.61,9967.16
18.9,3307.09,7549.07,6621.11,6162.15,3164.01,9968.55
18.95,3308.48,7550.47,6622.5,6163.54,3165.41,9969.94
19,3309.87,7551.86,6623.89,6164.93,3166.81,9971.33
19.05,3311.25,7553.26,6625.28,6166.32,3168.21,9972.72
19.1,3312.64,7554.65,6626.67,6167.71,3169.6,9974.11
19.15,3314.03,7556.05,6628.06,6169.1,3171,9975.5
19.2,3315.42,7557.44,6629.45,6170.49,3172.4,9976.89
19.25,3316.81,7558.83,6630.84,6171.88,3173.8,9978.27
19.3,3318.2,7560.23,6632.23,6173.28,3175.2,9979.66
19.35,3319.59,7561.62,6633.61,6174.67,3176.6,9981.05
19.4,3320.98,7563.02,6635,6176.06,3178,9982.44
19.45,3322.37,7564.41,6636.39,6177.45,3179.39,9983.83
19.5,3323.75,7565.8,6637.78,6178.84,3180.79,9985.22
19.55,3325.14,7567.2,6639.17,6180.23,3182.19,9986.61
19.6,3326.53,7568.59,6640.56,6181.62,3183.59,9988
19.65,3327.92,7569.99,6641.95,6183.01,3184.99,9989.39
19.7,3329.31,7571.38,6643.34,6184.4,3186.39,9990.77
19.75,3330.7,7572.78,6644.73,6185.79,3187.78,9992.16
19.8,3332.09,7574.17,6646.12,6187.18,3189.18,9993.55
19.85,3333.48,7575.56,6647.51,6188.57,3190.58,9994.94
19.9,3334.87,7576.96,6648.89,6189.96,3191.98,9996.33
19.95,3336.25,7578.35,6650.28,6191.35,3193.38,9997.72
20,3337.64,7579.75,6651.67,6192.75,3194.78,9999.11
20.05,3339.03,7581.14,6653.06,6194.14,3196.18,0.496375
20.1,3340.42,7582.53,6654.45,6195.53,3197.57,1.88526
20.15,3341.81,7583.93,6655.84,6196.92,3198.97,3.27415
20.2,3343.2,7585.32,6657.23,6198.31,3200.37,4.66304
20.25,3344.59,7586.72,6658.62,6199.7,3201.77,6.05193
20.3,3345.98,7588.11,6660.01,6201.09,3203.17,7.44082
20.35,3347.37,7589.51,6661.4,6202.48,3204.57,8.82971
20.4,3348.75,7590.9,6662.79,6203.87,3205.97,10.2186
20.45,3350.14,7592.29,6664.18,6205.26,3207.36,11.6075
20.5,3351.53,7593.69,6665.56,6206.65,3208.76,12.9964
20.55,3352.92,7595.08,6666.95,6208.04,3210.16,14.3853
20.6,3354.31,7596.48,6668.34,6209.43,3211.56,15.7742
