time,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,N11,N12,N13,N14,N15,N16,N17,N18,N19,N20,N21
68.25,1239.67,6090.66,1033.06,7258.27,5740.09,1385.27,9247.76,1900.01,9691.27,1660.25,89.1957,282.992,4167.49,6327.65,5698.21,3914.57,803.039,4613.01,2040.54,8722.4,7601.35
68.3,1241.05,6092.06,1034.45,7259.66,5741.48,1386.65,9249.15,1901.38,9692.66,1661.64,90.5871,284.383,4168.9,6329.04,5699.63,3915.96,804.428,4614.39,2041.93,8723.8,7602.74
68.35,1242.43,6093.46,1035.84,7261.05,5742.86,1388.04,9250.55,1902.76,9694.05,1663.03,91.9784,285.774,4170.32,6330.43,5701.04,3917.36,805.817,4615.78,2043.32,8725.19,7604.13
68.4,1243.81,6094.86,1037.23,7262.44,5744.25,1389.43,9251.94,1904.13,9695.45,1664.42,93.3697,287.164,4171.73,6331.82,5702.46,3918.75,807.206,4617.17,2044.71,8726.58,7605.52
68.45,1245.19,6096.26,1038.62,7263.84,5745.64,1390.82,9253.33,1905.5,9696.84,1665.81,94.7611,288.555,4173.14,6333.21,5703.87,3920.15,808.595,4618.56,2046.1,8727.97,7606.92
68.5,1246.57,6097.66,1040.01,7265.23,5747.03,1392.21,9254.72,1906.87,9698.23,1667.2,96.1524,289.946,4174.55,6334.6,5705.29,3921.54,809.984,4619.95,2047.49,8729.36,7608.31
68.55,1247.95,6099.05,1041.4,7266.62,5748.42,1393.6,9256.11,1908.25,9699.62,1668.59,97.5438,291.337,4175.96,6335.99,5706.7,3922.94,811.373,4621.34,2048.88,8730.76,7609.7
68.6,1249.33,6100.45,1042.79,7268.01,5749.81,1394.99,9257.51,1909.62,9701.01,1669.97,98.9351,292.728,4177.37,6337.38,5708.12,3924.33,812.763,4622.73,2050.27,8732.15,7611.09
68.65,1250.71,6101.85,1044.18,7269.4,5751.2,1396.38,9258.9,1910.99,9702.4,1671.36,100.326,294.119,4178.79,6338.76,5709.53,3925.73,814.152,4624.12,2051.65,8733.54,7612.48
68.7,1252.08,6103.25,1045.56,7270.8,5752.59,1397.77,9260.29,1912.37,9703.79,1672.75,101.718,295.51,4180.2,6340.15,5710.95,3927.12,815.541,4625.51,2053.04,8734.93,7613.88
68.75,1253.46,6104.65,1046.95,7272.19,5753.98,1399.16,9261.68,1913.74,9705.18,1674.14,103.109,296.901,4181.61,6341.54,5712.36,3928.52,816.93,4626.89,2054.43,8736.32,7615.27
68.8,1254.84,6106.04,1048.34,7273.58,5755.36,1400.54,9263.07,1915.11,9706.58,1675.53,104.501,298.292,4183.02,6342.93,5713.78,3929.92,818.319,4628.28,2055.82,8737.72,7616.66
68.85,1256.22,6107.44,1049.73,7274.97,5756.75,1401.93,9264.46,1916.49,9707.97,1676.92,105.892,299.682,4184.43,6344.32,5715.19,3931.31,819.708,4629.67,2057.21,8739.11,7618.05
68.9,1257.6,6108.84,1051.12,7276.36,5758.14,1403.32,9265.86,1917.86,9709.36,1678.31,107.283,301.073,4185.84,6345.71,5716.61,3932.71,821.098,4631.06,2058.6,8740.5,7619.44
68.95,1258.98,6110.24,1052.51,7277.76,5759.53,1404.71,9267.25,1919.23,9710.75,1679.7,108.675,302.464,4187.25,6347.1,5718.02,3934.1,822.487,4632.45,2059.99,8741.89,7620.84
69,1260.36,6111.64,1053.9,7279.15,5760.92,1406.1,9268.64,1920.61,9712.14,1681.08,110.066,303.855,4188.67,6348.49,5719.44,3935.5,823.876,4633.84,2061.38,8743.28,7622.23
69.05,1261.74,6113.03,1055.29,7280.54,5762.31,1407.49,9270.03,1921.98,9713.53,1682.47,111.457,305.246,4190.08,6349.88,5720.85,3936.89,825.265,4635.23,2062.77,8744.68,7623.62
69.1,1263.12,6114.43,1056.68,7281.93,5763.7,1408.88,9271.42,1923.35,9714.92,1683.86,112.849,306.637,4191.49,6351.26,5722.27,3938.29,826.654,4636.62,2064.15,8746.07,7625.01
69.15,1264.5,6115.83,1058.07,7283.32,5765.09,1410.27,9272.82,1924.73,9716.32,1685.25,114.24,308.028,4192.9,6352.65,5723.68,3939.68,828.043,4638.01,2065.54,8747.46,7626.4
69.2,1265.87,6117.23,1059.45,7284.72,5766.48,1411.66,9274.21,1926.1,9717.71,1686.64,115.631,309.419,4194.31,6354.04,5725.1,3941.08,829.432,4639.39,2066.93,8748.85,7627.8
69.25,1267.25,6118.63,1060.84,7286.11,5767.86,1413.05,9275.6,1927.47,9719.1,1688.03,117.023,310.809,4195.72,6355.43,5726.51,3942.48,830.822,4640.78,2068.32,8750.24,7629.19
69.3,1268.63,6120.02,1062.23,7287.5,5769.25,1414.43,9276.99,1928.85,9720.49,1689.42,118.414,312.2,4197.14,6356.82,5727.93,3943.87,832.211,4642.17,2069.71,8751.64,7630.58
69.35,1270.01,6121.42,1063.62,7288.89,5770.64,1415.82,9278.38,1930.22,9721.88,1690.81,119.805,313.591,4198.55,6358.21,5729.34,3945.27,833.6,4643.56,2071.1,8753.03,7631.97
69.4,1271.39,6122.82,1065.01,7290.28,5772.03,1417.21,9279.77,1931.59,9723.27,1692.19,121.197,314.982,4199.96,6359.6,5730.76,3946.66,834.989,4644.95,2072.49,8754.42,7633.36
69.45,1272.77,6124.22,1066.4,7291.68,5773.42,1418.6,9281.17,1932.96,9724.66,1693.58,122.588,316.373,4201.37,6360.99,5732.17,3948.06,836.378,4646.34,2073.88,8755.81,7634.76
69.5,1274.15,6125.62,1067.79,7293.07,5774.81,1419.99,9282.56,1934.34,9726.06,1694.97,123.979,317.764,4202.78,6362.38,5733.59,3949.45,837.767,4647.73,2075.27,8757.2,7636.15
69.55,1275.53,6127.01,1069.18,7294.46,5776.2,1421.38,9283.95,1935.71,9727.45,1696.36,125.371,319.155,4204.19,6363.76,5735,3950.85,839.157,4649.12,2076.65,8758.6,7637.54
69.6,1276.91,6128.41,1070.57,7295.85,5777.59,1422.77,9285.34,1937.08,9728.84,1697.75,126.762,320.546,4205.6,6365.15,5736.42,3952.24,840.546,4650.51,2078.04,8759.99,7638.93
69.65,1278.28,6129.81,1071.96,7297.24,5778.98,1424.16,9286.73,1938.46,9730.23,1699.14,128.153,321.937,4207.02,6366.54,5737.83,3953.64,841.935,4651.89,2079.43,8761.38,7640.32
69.7,1279.66,6131.21,1073.34,7298.64,5780.36,1425.55,9288.13,1939.83,9731.62,1700.53,129.545,323.327,4208.43,6367.93,5739.25,3955.04,843.324,4653.28,2080.82,8762.77,7641.72
69.75,1281.04,6132.61,1074.73,7300.03,5781.75,1426.94,9289.52,1941.2,9733.01,1701.92,130.936,324.718,4209.84,6369.32,5740.66,3956.43,844.713,4654.67,2082.21,8764.16,7643.11
69.8,1282.42,6134,1076.12,7301.42,5783.14,1428.33,9290.91,1942.58,9734.4,1703.3,132.327,326.109,4211.25,6370.71,5742.08,3957.83,846.102,4656.06,2083.6,8765.55,7644.5
69.85,1283.8,6135.4,1077.51,7302.81,5784.53,1429.71,9292.3,1943.95,9735.79,1704.69,133.719,327.5,4212.66,6372.1,5743.49,3959.22,847.491,4657.45,2084.99,8766.95,7645.89
69.9,1285.18,6136.8,1078.9,7304.2,5785.92,1431.1,9293.69,1945.32,9737.19,1706.08,135.11,328.891,4214.07,6373.49,5744.91,3960.62,848.881,4658.84,2086.38,8768.34,7647.28
69.95,1286.56,6138.2,1080.29,7305.6,5787.31,1432.49,9295.09,1946.7,9738.58,1707.47,136.501,330.282,4215.49,6374.88,5746.32,3962.01,850.27,4660.23,2087.77,8769.73,7648.68
70,1287.94,6139.6,1081.68,7306.99,5788.7,1433.88,9296.48,1948.07,9739.97,1708.86,137.893,331.673,4216.9,6376.26,5747.74,3963.41,851.659,4661.62,2089.15,8771.12,7650.07
70.05,1289.32,6140.99,1083.07,7308.38,5790.09,1435.27,9297.87,1949.44,9741.36,1710.25,139.284,333.064,4218.31,6377.65,5749.15,3964.8,853.048,4663.01,2090.54,8772.51,7651.46
70.1,1290.7,6142.39,1084.46,7309.77,5791.48,1436.66,9299.26,1950.82,9742.75,1711.64,140.675,334.454,4219.72,6379.04,5750.57,3966.2,854.437,4664.39,2091.93,8773.91,7652.85
70.15,1292.07,6143.79,1085.85,7311.16,5792.86,1438.05,9300.65,1952.19,9744.14,1713.03,142.067,335.845,4221.13,6380.43,5751.98,3967.59,855.826,4665.78,2093.32,8775.3,7654.24
70.2,1293.45,6145.19,1087.23,7312.56,5794.25,1439.44,9302.04,1953.56,9745.53,1714.41,143.458,337.236,4222.54,6381.82,5753.4,3968.99,857.216,4667.17,2094.71,8776.69,7655.64
70.25,1294.83,6146.59,1088.62,7313.95,5795.64,1440.83,9303.44,1954.94,9746.93,1715.8,144.85,338.627,4223.95,6383.21,5754.81,3970.39,858.605,4668.56,2096.1,8778.08,7657.03
70.3,1296.21,6147.99,1090.01,7315.34,5797.03,1442.22,9304.83,1956.31,9748.32,1717.19,146.241,340.018,4225.37,6384.6,5756.23,3971.78,859.994,4669.95,2097.49,8779.47,7658.42
70.35,1297.59,6149.38,1091.4,7316.73,5798.42,1443.6,9306.22,1957.68,9749.71,1718.58,147.632,341.409,4226.78,6385.99,5757.64,3973.18,861.383,4671.34,2098.88,8780.87,7659.81
70.4,1298.97,6150.78,1092.79,7318.12,5799.81,1444.99,9307.61,1959.06,9751.1,1719.97,149.024,342.8,4228.19,6387.38,5759.06,3974.57,862.772,4672.73,2100.27,8782.26,7661.2
70.45,1300.35,6152.18,1094.18,7319.52,5801.2,1446.38,9309,1960.43,9752.49,1721.36,150.415,344.191,4229.6,6388.76,5760.47,3975.97,864.161,4674.12,2101.65,8783.65,7662.59
70.5,1301.73,6153.58,1095.57,7320.91,5802.59,1447.77,9310.4,1961.8,9753.88,1722.75,151.806,345.582,4231.01,6390.15,5761.89,3977.36,865.55,4675.51,2103.04,8785.04,7663.99
70.55,1303.11,6154.98,1096.96,7322.3,5803.98,1449.16,9311.79,1963.18,9755.27,1724.14,153.198,346.972,4232.42,6391.54,5763.3,3978.76,866.94,4676.89,2104.43,8786.43,7665.38
70.6,1304.49,6156.37,1098.35,7323.69,5805.36,1450.55,9313.18,1964.55,9756.67,1725.52,154.589,348.363,4233.84,6392.93,5764.72,3980.15,868.329,4678.28,2105.82,8787.83,7666.77
70.65,1305.86,6157.77,1099.74,7325.08,5806.75,1451.94,9314.57,1965.92,9758.06,1726.91,155.98,349.754,4235.25,6394.32,5766.13,3981.55,869.718,4679.67,2107.21,8789.22,7668.16
70.7,1307.24,6159.17,1101.12,7326.48,5808.14,1453.33,9315.96,1967.3,9759.45,1728.3,157.372,351.145,4236.66,6395.71,5767.55,3982.95,871.107,4681.06,2108.6,8790.61,7669.55
70.75,1308.62,6160.57,1102.51,7327.87,5809.53,1454.72,9317.36,1968.67,9760.84,1729.69,158.763,352.536,4238.07,6397.1,5768.96,3984.34,872.496,4682.45,2109.99,8792,7670.95
70.8,1310,6161.97,1103.9,7329.26,5810.92,1456.11,9318.75,1970.04,9762.23,1731.08,160.154,353.927,4239.48,6398.49,5770.38,3985.74,873.885,4683.84,2111.38,8793.39,7672.34
70.85,1311.38,6163.36,1105.29,7330.65,5812.31,1457.49,9320.14,1971.41,9763.62,1732.47,161.546,355.318,4240.89,6399.88,5771.79,3987.13,875.275,4685.23,2112.77,8794.79,7673.73
70.9,1312.76,6164.76,1106.68,7332.04,5813.7,1458.88,9321.53,1972.79,9765.01,1733.86,162.937,356.709,4242.3,6401.26,5773.21,3988.53,876.664,4686.62,2114.15,8796.18,7675.12
70.95,1314.14,6166.16,1108.07,7333.44,5815.09,1460.27,9322.92,1974.16,9766.4,1735.25,164.328,358.099,4243.72,6402.65,5774.62,3989.92,878.053,4688.01,2115.54,8797.57,7676.51
71,1315.52,6167.56,1109.46,7334.83,5816.48,1461.66,9324.31,1975.53,9767.8,1736.63,165.72,359.49,4245.13,6404.04,5776.04,3991.32,879.442,4689.39,2116.93,8798.96,7677.91
71.05,1316.9,6168.96,1110.85,7336.22,5817.86,1463.05,9325.71,1976.91,9769.19,1738.02,167.111,360.881,4246.54,6405.43,5777.45,3992.71,880.831,4690.78,2118.32,8800.35,7679.3
71.1,1318.27,6170.35,1112.24,7337.61,5819.25,1464.44,9327.1,1978.28,9770.58,1739.41,168.502,362.272,4247.95,6406.82,5778.87,3994.11,882.22,4692.17,2119.71,8801.74,7680.69
71.15,1319.65,6171.75,1113.63,7339,5820.64,1465.83,9328.49,1979.65,9771.97,1740.8,169.894,363.663,4249.36,6408.21,5780.28,3995.5,883.609,4693.56,2121.1,8803.14,7682.08
71.2,1321.03,6173.15,1115.01,7340.4,5822.03,1467.22,9329.88,1981.03,9773.36,1742.19,171.285,365.054,4250.77,6409.6,5781.7,3996.9,884.999,4694.95,2122.49,8804.53,7683.47
71.25,1322.41,6174.55,1116.4,7341.79,5823.42,1468.61,9331.27,1982.4,9774.75,1743.58,172.676,366.445,4252.19,6410.99,5783.11,3998.3,886.388,4696.34,2123.88,8805.92,7684.87
71.3,1323.79,6175.95,1117.79,7343.18,5824.81,1470,9332.67,1983.77,9776.14,1744.97,174.068,367.836,4253.6,6412.38,5784.52,3999.69,887.777,4697.73,2125.27,8807.31,7686.26
71.35,1325.17,6177.34,1119.18,7344.57,5826.2,1471.38,9334.06,1985.15,9777.54,1746.36,175.459,369.226,4255.01,6413.76,5785.94,4001.09,889.166,4699.12,2126.65,8808.7,7687.65
71.4,1326.55,6178.74,1120.57,7345.96,5827.59,1472.77,9335.45,1986.52,9778.93,1747.74,176.85,370.617,4256.42,6415.15,5787.35,4002.48,890.555,4700.51,2128.04,8810.1,7689.04
71.45,1327.93,6180.14,1121.96,7347.36,5828.98,1474.16,9336.84,1987.89,9780.32,1749.13,178.242,372.008,4257.83,6416.54,5788.77,4003.88,891.944,4701.89,2129.43,8811.49,7690.43
71.5,1329.31,6181.54,1123.35,7348.75,5830.36,1475.55,9338.23,1989.27,9781.71,1750.52,179.633,373.399,4259.24,6417.93,5790.18,4005.27,893.334,4703.28,2130.82,8812.88,7691.83
71.55,1330.69,6182.94,1124.74,7350.14,5831.75,1476.94,9339.63,1990.64,9783.1,1751.91,181.024,374.79,4260.66,6419.32,5791.6,4006.67,894.723,4704.67,2132.21,8814.27,7693.22
71.6,1332.06,6184.33,1126.13,7351.53,5833.14,1478.33,9341.02,1992.01,9784.49,1753.3,182.416,376.181,4262.07,6420.71,5793.01,4008.06,896.112,4706.06,2133.6,8815.66,7694.61
71.65,1333.44,6185.73,1127.52,7352.92,5834.53,1479.72,9342.41,1993.39,9785.88,1754.69,183.807,377.572,4263.48,6422.1,5794.43,4009.46,897.501,4707.45,2134.99,8817.06,7696
71.7,1334.82,6187.13,1128.9,7354.32,5835.92,1481.11,9343.8,1994.76,9787.28,1756.08,185.198,378.963,4264.89,6423.49,5795.84,4010.86,898.89,4708.84,2136.38,8818.45,7697.39
71.75,1336.2,6188.53,1130.29,7355.71,5837.31,1482.5,9345.19,1996.13,9788.67,1757.47,186.59,380.354,4266.3,6424.88,5797.26,4012.25,900.279,4710.23,2137.77,8819.84,7698.79
71.8,1337.58,6189.93,1131.68,7357.1,5838.7,1483.89,9346.58,1997.51,9790.06,1758.85,187.981,381.744,4267.71,6426.26,5798.67,4013.65,901.668,4711.62,2139.15,8821.23,7700.18
71.85,1338.96,6191.32,1133.07,7358.49,5840.09,1485.27,9347.98,1998.88,9791.45,1760.24,189.372,383.135,4269.12,6427.65,5800.09,4015.04,903.058,4713.01,2140.54,8822.62,7701.57
71.9,1340.34,6192.72,1134.46,7359.88,5841.48,1486.66,9349.37,2000.25,9792.84,1761.63,190.764,384.526,4270.54,6429.04,5801.5,4016.44,904.447,4714.39,2141.93,8824.02,7702.96
71.95,1341.72,6194.12,1135.85,7361.28,5842.86,1488.05,9350.76,2001.63,9794.23,1763.02,192.155,385.917,4271.95,6430.43,5802.91,4017.83,905.836,4715.78,2143.32,8825.41,7704.35
72,1343.1,6195.52,1137.24,7362.67,5844.25,1489.44,9352.15,2003,9795.62,1764.41,193.547,387.308,4273.36,6431.82,5804.33,4019.23,907.225,4717.17,2144.71,8826.8,7705.75
72.05,1344.48,6196.92,1138.63,7364.06,5845.64,1490.83,9353.54,2004.37,9797.01,1765.8,194.938,388.699,4274.77,6433.21,5805.74,4020.62,908.614,4718.56,2146.1,8828.19,7707.14
72.1,1345.85,6198.32,1140.02,7365.45,5847.03,1492.22,9354.94,2005.75,9798.41,1767.19,196.329,390.09,4276.18,6434.6,5807.16,4022.02,910.003,4719.95,2147.49,8829.58,7708.53
72.15,1347.23,6199.71,1141.41,7366.84,5848.42,1493.61,9356.33,2007.12,9799.8,1768.58,197.721,391.481,4277.59,6435.99,5808.57,4023.41,911.393,4721.34,2148.88,8830.98,7709.92
72.2,1348.61,6201.11,1142.79,7368.24,5849.81,1495,9357.72,2008.49,9801.19,1769.96,199.112,392.871,4279.01,6437.38,5809.99,4024.81,912.782,4722.73,2150.27,8832.37,7711.31
72.25,1349.99,6202.51,1144.18,7369.63,5851.2,1496.39,9359.11,2009.87,9802.58,1771.35,200.503,394.262,4280.42,6438.76,5811.4,4026.21,914.171,4724.12,2151.65,8833.76,7712.71
72.3,1351.37,6203.91,1145.57,7371.02,5852.59,1497.78,9360.5,2011.24,9803.97,1772.74,201.895,395.653,4281.83,6440.15,5812.82,4027.6,915.56,4725.51,2153.04,8835.15,7714.1
72.35,1352.75,6205.31,1146.96,7372.41,5853.98,1499.16,9361.89,2012.61,9805.36,1774.13,203.286,397.044,4283.24,6441.54,5814.23,4029,916.949,4726.89,2154.43,8836.54,7715.49
72.4,1354.13,6206.7,1148.35,7373.8,5855.36,1500.55,9363.29,2013.99,9806.75,1775.52,204.677,398.435,4284.65,6442.93,5815.64,4030.39,918.338,4728.28,2155.82,8837.93,7716.88
72.45,1355.51,6208.1,1149.74,7375.2,5856.75,1501.94,9364.68,2015.36,9808.15,1776.91,206.069,399.826,4286.06,6444.32,5817.06,4031.79,919.727,4729.67,2157.21,8839.33,7718.27
72.5,1356.89,6209.5,1151.13,7376.59,5858.14,1503.33,9366.07,2016.73,9809.54,1778.3,207.46,401.217,4287.47,6445.71,5818.47,4033.18,921.117,4731.06,2158.6,8840.72,7719.67
72.55,1358.27,6210.9,1152.52,7377.98,5859.53,1504.72,9367.46,2018.11,9810.93,1779.69,208.851,402.608,4288.89,6447.1,5819.89,4034.58,922.506,4732.45,2159.99,8842.11,7721.06
72.6,1359.64,6212.3,1153.91,7379.37,5860.92,1506.11,9368.85,2019.48,9812.32,1781.07,210.243,403.998,4290.3,6448.49,5821.3,4035.97,923.895,4733.84,2161.38,8843.5,7722.45
72.65,1361.02,6213.69,1155.3,7380.76,5862.31,1507.5,9370.25,2020.85,9813.71,1782.46,211.634,405.389,4291.71,6449.88,5822.72,4037.37,925.284,4735.23,2162.77,8844.89,7723.84
72.7,1362.4,6215.09,1156.68,7382.16,5863.7,1508.89,9371.64,2022.23,9815.1,1783.85,213.025,406.78,4293.12,6451.26,5824.13,4038.77,926.673,4736.62,2164.15,8846.29,7725.23
72.75,1363.78,6216.49,1158.07,7383.55,5865.09,1510.28,9373.03,2023.6,9816.49,1785.24,214.417,408.171,4294.53,6452.65,5825.55,4040.16,928.062,4738.01,2165.54,8847.68,7726.63
72.8,1365.16,6217.89,1159.46,7384.94,5866.48,1511.67,9374.42,2024.97,9817.89,1786.63,215.808,409.562,4295.94,6454.04,5826.96,4041.56,929.451,4739.39,2166.93,8849.07,7728.02
72.85,1366.54,6219.29,1160.85,7386.33,5867.86,1513.06,9375.81,2026.35,9819.28,1788.02,217.199,410.953,4297.36,6455.43,5828.37,4042.95,930.841,4740.78,2168.32,8850.46,7729.41
72.9,1367.92,6220.68,1162.24,7387.72,5869.25,1514.44,9377.21,2027.72,9820.67,1789.41,218.591,412.344,4298.77,6456.82,5829.79,4044.35,932.23,4742.17,2169.71,8851.85,7730.8
72.95,1369.3,6222.08,1163.63,7389.12,5870.64,1515.83,9378.6,2029.09,9822.06,1790.79,219.982,413.735,4300.18,6458.21,5831.2,4045.74,933.619,4743.56,2171.1,8853.25,7732.19
73,1370.68,6223.48,1165.02,7390.51,5872.03,1517.22,9379.99,2030.47,9823.45,1792.18,221.373,415.125,4301.59,6459.6,5832.62,4047.14,935.008,4744.95,2172.49,8854.64,7733.58
73.05,1372.06,6224.88,1166.41,7391.9,5873.42,1518.61,9381.38,2031.84,9824.84,1793.57,222.765,416.516,4303,6460.99,5834.03,4048.53,936.397,4746.34,2173.88,8856.03,7734.98
73.1,1373.44,6226.28,1167.8,7393.29,5874.81,1520,9382.77,2033.21,9826.23,1794.96,224.156,417.907,4304.41,6462.38,5835.45,4049.93,937.786,4747.73,2175.27,8857.42,7736.37
73.15,1374.81,6227.67,1169.19,7394.68,5876.2,1521.39,9384.16,2034.59,9827.63,1796.35,225.547,419.298,4305.83,6463.76,5836.86,4051.32,939.176,4749.12,2176.65,8858.81,7737.76
73.2,1376.19,6229.07,1170.57,7396.08,5877.59,1522.78,9385.56,2035.96,9829.02,1797.74,226.939,420.689,4307.24,6465.15,5838.27,4052.72,940.565,4750.51,2178.04,8860.21,7739.15
73.25,1377.57,6230.47,1171.96,7397.47,5878.98,1524.17,9386.95,2037.33,9830.41,1799.13,228.33,422.08,4308.65,6466.54,5839.69,4054.12,941.954,4751.89,2179.43,8861.6,7740.54
73.3,1378.95,6231.87,1173.35,7398.86,5880.36,1525.56,9388.34,2038.71,9831.8,1800.52,229.721,423.471,4310.06,6467.93,5841.1,4055.51,943.343,4753.28,2180.82,8862.99,7741.94
73.35,1380.33,6233.27,1174.74,7400.25,5881.75,1526.95,9389.73,2040.08,9833.19,1801.9,231.113,424.862,4311.47,6469.32,5842.52,4056.91,944.732,4754.67,2182.21,8864.38,7743.33
73.4,1381.71,6234.66,1176.13,7401.64,5883.14,1528.33,9391.12,2041.45,9834.58,1803.29,232.504,426.252,4312.88,6470.71,5843.93,4058.3,946.121,4756.06,2183.6,8865.77,7744.72
73.45,1383.09,6236.06,1177.52,7403.04,5884.53,1529.72,9392.52,2042.83,9835.97,1804.68,233.895,427.643,4314.29,6472.1,5845.34,4059.7,947.51,4757.45,2184.99,8867.17,7746.11
73.5,1384.47,6237.46,1178.91,7404.43,5885.92,1531.11,9393.91,2044.2,9837.36,1806.07,235.287,429.034,4315.71,6473.49,5846.76,4061.09,948.9,4758.84,2186.38,8868.56,7747.5
73.55,1385.85,6238.86,1180.3,7405.82,5887.31,1532.5,9395.3,2045.57,9838.76,1807.46,236.678,430.425,4317.12,6474.88,5848.17,4062.49,950.289,4760.23,2187.77,8869.95,7748.9
73.6,1387.23,6240.26,1181.69,7407.21,5888.7,1533.89,9396.69,2046.95,9840.15,1808.85,238.069,431.816,4318.53,6476.26,5849.59,4063.88,951.678,4761.62,2189.15,8871.34,7750.29
73.65,1388.6,6241.66,1183.08,7408.6,5890.09,1535.28,9398.08,2048.32,9841.54,1810.24,239.461,433.207,4319.94,6477.65,5851,4065.28,953.067,4763.01,2190.54,8872.73,7751.68
73.7,1389.98,6243.05,1184.46,7410,5891.48,1536.67,9399.48,2049.69,9842.93,1811.63,240.852,434.598,4321.35,6479.04,5852.42,4066.68,954.456,4764.39,2191.93,8874.12,7753.07
73.75,1391.36,6244.45,1185.85,7411.39,5892.86,1538.06,9400.87,2051.07,9844.32,1813.01,242.243,435.989,4322.76,6480.43,5853.83,4068.07,955.845,4765.78,2193.32,8875.52,7754.46
73.8,1392.74,6245.85,1187.24,7412.78,5894.25,1539.45,9402.26,2052.44,9845.71,1814.4,243.635,437.379,4324.18,6481.82,5855.24,4069.47,957.235,4767.17,2194.71,8876.91,7755.86
73.85,1394.12,6247.25,1188.63,7414.17,5895.64,1540.84,9403.65,2053.81,9847.1,1815.79,245.026,438.77,4325.59,6483.21,5856.66,4070.86,958.624,4768.56,2196.1,8878.3,7757.25
73.9,1395.5,6248.65,1190.02,7415.57,5897.03,1542.22,9405.04,2055.19,9848.5,1817.18,246.417,440.161,4327,6484.6,5858.07,4072.26,960.013,4769.95,2197.49,8879.69,7758.64
73.95,1396.88,6250.04,1191.41,7416.96,5898.42,1543.61,9406.43,2056.56,9849.89,1818.57,247.809,441.552,4328.41,6485.99,5859.49,4073.65,961.402,4771.34,2198.88,8881.08,7760.03
74,1398.26,6251.44,1192.8,7418.35,5899.81,1545,9407.83,2057.93,9851.28,1819.96,249.2,442.943,4329.82,6487.38,5860.9,4075.05,962.791,4772.73,2200.27,8882.48,7761.42
74.05,1399.64,6252.84,1194.19,7419.74,5901.2,1546.39,9409.22,2059.31,9852.67,1821.35,250.591,444.334,4331.23,6488.76,5862.31,4076.44,964.18,4774.12,2201.65,8883.87,7762.82
74.1,1401.02,6254.24,1195.58,7421.13,5902.59,1547.78,9410.61,2060.68,9854.06,1822.74,251.983,445.725,4332.65,6490.15,5863.73,4077.84,965.569,4775.51,2203.04,8885.26,7764.21
74.15,1402.39,6255.64,1196.97,7422.53,5903.98,1549.17,9412,2062.05,9855.45,1824.12,253.374,447.116,4334.06,6491.54,5865.14,4079.23,966.959,4776.89,2204.43,8886.65,7765.6
74.2,1403.77,6257.03,1198.35,7423.92,5905.36,1550.56,9413.39,2063.43,9856.84,1825.51,254.765,448.506,4335.47,6492.93,5866.56,4080.63,968.348,4778.28,2205.82,8888.04,7766.99
74.25,1405.15,6258.43,1199.74,7425.31,5906.75,1551.95,9414.79,2064.8,9858.24,1826.9,256.157,449.897,4336.88,6494.32,5867.97,4082.03,969.737,4779.67,2207.21,8889.44,7768.38
74.3,1406.53,6259.83,1201.13,7426.7,5908.14,1553.34,9416.18,2066.17,9859.63,1828.29,257.548,451.288,4338.29,6495.71,5869.38,4083.42,971.126,4781.06,2208.6,8890.83,7769.78
74.35,1407.91,6261.23,1202.52,7428.09,5909.53,1554.73,9417.57,2067.55,9861.02,1829.68,258.94,452.679,4339.7,6497.1,5870.8,4084.82,972.515,4782.45,2209.99,8892.22,7771.17
74.4,1409.29,6262.63,1203.91,7429.49,5910.92,1556.11,9418.96,2068.92,9862.41,1831.07,260.331,454.07,4341.11,6498.49,5872.21,4086.21,973.904,4783.84,2211.38,8893.61,7772.56
74.45,1410.67,6264.02,1205.3,7430.88,5912.31,1557.5,9420.35,2070.29,9863.8,1832.46,261.722,455.461,4342.53,6499.88,5873.63,4087.61,975.293,4785.23,2212.77,8895,7773.95
74.5,1412.05,6265.42,1206.69,7432.27,5913.7,1558.89,9421.74,2071.67,9865.19,1833.85,263.114,456.852,4343.94,6501.26,5875.04,4089,976.683,4786.62,2214.15,8896.4,7775.34
74.55,1413.43,6266.82,1208.08,7433.66,5915.09,1560.28,9423.14,2073.04,9866.58,1835.23,264.505,458.243,4345.35,6502.65,5876.45,4090.4,978.072,4788.01,2215.54,8897.79,7776.74
74.6,1414.81,6268.22,1209.47,7435.05,5916.48,1561.67,9424.53,2074.41,9867.97,1836.62,265.896,459.633,4346.76,6504.04,5877.87,4091.79,979.461,4789.39,2216.93,8899.18,7778.13
74.65,1416.18,6269.62,1210.86,7436.45,5917.86,1563.06,9425.92,2075.79,9869.37,1838.01,267.288,461.024,4348.17,6505.43,5879.28,4093.19,980.85,4790.78,2218.32,8900.57,7779.52
74.7,1417.56,6271.01,1212.24,7437.84,5919.25,1564.45,9427.31,2077.16,9870.76,1839.4,268.679,462.415,4349.58,6506.82,5880.7,4094.59,982.239,4792.17,2219.71,8901.96,7780.91
74.75,1418.94,6272.41,1213.63,7439.23,5920.64,1565.84,9428.7,2078.53,9872.15,1840.79,270.07,463.806,4351,6508.21,5882.11,4095.98,983.628,4793.56,2221.1,8903.36,7782.3
