time,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,N11,N12,N13,N14,N15,N16,N17,N18,N19,N20,N21
1.35,9395.4,4220.25,9174.55,5395.71,3881.75,9526.95,7385.4,64.6184,7829.57,9802.09,8227.53,8421.92,2279.23,4469.32,3803.16,2047.3,8944.3,2754.67,182.21,6859.95,5738.85
1.4,9396.78,4221.64,9175.94,5397.1,3883.14,9528.34,7386.79,65.9885,7830.96,9803.48,8228.92,8423.31,2280.64,4470.71,3804.58,2048.7,8945.69,2756.06,183.599,6861.34,5740.24
1.45,9398.16,4223.04,9177.33,5398.49,3884.53,9529.73,7388.18,67.3587,7832.35,9804.87,8230.31,8424.7,2282.06,4472.1,3806,2050.09,8947.08,2757.45,184.988,6862.74,5741.64
1.5,9399.53,4224.44,9178.72,5399.89,3885.92,9531.12,7389.57,68.7288,7833.74,9806.26,8231.7,8426.09,2283.47,4473.49,3807.41,2051.49,8948.47,2758.84,186.377,6864.13,5743.03
1.55,9400.91,4225.84,9180.11,5401.28,3887.31,9532.51,7390.96,70.0989,7835.13,9807.65,8233.09,8427.49,2284.88,4474.88,3808.83,2052.88,8949.86,2760.23,187.766,6865.52,5744.42
1.6,9402.29,4227.24,9181.49,5402.67,3888.7,9533.9,7392.36,71.4691,7836.53,9809.04,8234.49,8428.88,2286.29,4476.26,3810.24,2054.28,8951.25,2761.62,189.155,6866.91,5745.81
1.65,9403.67,4228.63,9182.88,5404.06,3890.09,9535.28,7393.75,72.8392,7837.92,9810.43,8235.88,8430.27,2287.7,4477.65,3811.66,2055.67,8952.64,2763,190.544,6868.3,5747.2
1.7,9405.04,4230.03,9184.27,5405.45,3891.48,9536.67,7395.14,74.2094,7839.31,9811.82,8237.27,8431.66,2289.11,4479.04,3813.08,2057.07,8954.03,2764.39,191.933,6869.7,5748.6
1.75,9406.42,4231.43,9185.66,5406.85,3892.86,9538.06,7396.53,75.5795,7840.7,9813.2,8238.66,8433.05,2290.52,4480.43,3814.49,2058.47,8955.42,2765.78,193.322,6871.09,5749.99
1.8,9407.8,4232.83,9187.05,5408.24,3894.25,9539.45,7397.92,76.9497,7842.09,9814.59,8240.05,8434.44,2291.93,4481.82,3815.91,2059.86,8956.81,2767.17,194.71,6872.48,5751.38
1.85,9409.18,4234.22,9188.44,5409.63,3895.64,9540.84,7399.32,78.3198,7843.48,9815.98,8241.44,8435.83,2293.34,4483.21,3817.33,2061.26,8958.19,2768.56,196.099,6873.87,5752.77
1.9,9410.56,4235.62,9189.83,5411.02,3897.03,9542.23,7400.71,79.69,7844.88,9817.37,8242.83,8437.22,2294.75,4484.6,3818.74,2062.65,8959.58,2769.95,197.488,6875.26,5754.16
1.95,9411.93,4237.02,9191.22,5412.42,3898.42,9543.62,7402.1,81.0601,7846.27,9818.76,8244.23,8438.61,2296.17,4485.99,3820.16,2064.05,8960.97,2771.34,198.877,6876.66,5755.56
2,9413.31,4238.42,9192.61,5413.81,3899.81,9545.01,7403.49,82.4303,7847.66,9820.15,8245.62,8440,2297.58,4487.38,3821.57,2065.44,8962.36,2772.73,200.266,6878.05,5756.95
2.05,9414.69,4239.82,9194,5415.2,3901.2,9546.39,7404.88,83.8005,7849.05,9821.54,8247.01,8441.4,2298.99,4488.76,3822.99,2066.84,8963.75,2774.12,201.655,6879.44,5758.34
2.1,9416.07,4241.21,9195.38,5416.59,3902.59,9547.78,7406.27,85.1706,7850.44,9822.93,8248.4,8442.79,2300.4,4490.15,3824.41,2068.24,8965.14,2775.5,203.044,6880.83,5759.73
2.15,9417.44,4242.61,9196.77,5417.98,3903.98,9549.17,7407.67,86.5408,7851.83,9824.32,8249.79,8444.18,2301.81,4491.54,3825.82,2069.63,8966.53,2776.89,204.433,6882.22,5761.12
2.2,9418.82,4244.01,9198.16,5419.38,3905.36,9550.56,7409.06,87.911,7853.22,9825.7,8251.18,8445.57,2303.22,4492.93,3827.24,2071.03,8967.92,2778.28,205.822,6883.62,5762.52
2.25,9420.2,4245.41,9199.55,5420.77,3906.75,9551.95,7410.45,89.2812,7854.62,9827.09,8252.57,8446.96,2304.63,4494.32,3828.65,2072.42,8969.31,2779.67,207.21,6885.01,5763.91
2.3,9421.58,4246.8,9200.94,5422.16,3908.14,9553.34,7411.84,90.6513,7856.01,9828.48,8253.97,8448.35,2306.04,4495.71,3830.07,2073.82,8970.7,2781.06,208.599,6886.4,5765.3
2.35,9422.96,4248.2,9202.33,5423.55,3909.53,9554.73,7413.23,92.0215,7857.4,9829.87,8255.36,8449.74,2307.45,4497.1,3831.49,2075.21,8972.09,2782.45,209.988,6887.79,5766.69
2.4,9424.33,4249.6,9203.72,5424.94,3910.92,9556.12,7414.63,93.3917,7858.79,9831.26,8256.75,8451.13,2308.86,4498.49,3832.9,2076.61,8973.48,2783.84,211.377,6889.18,5768.08
2.45,9425.71,4251,9205.11,5426.34,3912.31,9557.5,7416.02,94.7619,7860.18,9832.65,8258.14,8452.52,2310.27,4499.88,3834.32,2078,8974.87,2785.23,212.766,6890.58,5769.48
2.5,9427.09,4252.4,9206.5,5427.73,3913.7,9558.89,7417.41,96.1321,7861.57,9834.04,8259.53,8453.91,2311.69,4501.26,3835.74,2079.4,8976.25,2786.62,214.155,6891.97,5770.87
2.55,9428.47,4253.79,9207.89,5429.12,3915.09,9560.28,7418.8,97.5023,7862.96,9835.43,8260.92,8455.31,2313.1,4502.65,3837.15,2080.8,8977.64,2788,215.544,6893.36,5772.26
2.6,9429.85,4255.19,9209.28,5430.51,3916.48,9561.67,7420.19,98.8725,7864.36,9836.81,8262.31,8456.7,2314.51,4504.04,3838.57,2082.19,8979.03,2789.39,216.933,6894.75,5773.65
2.65,9431.22,4256.59,9210.66,5431.9,3917.86,9563.06,7421.59,100.243,7865.75,9838.2,8263.71,8458.09,2315.92,4505.43,3839.98,2083.59,8980.42,2790.78,218.322,6896.14,5775.04
2.7,9432.6,4257.99,9212.05,5433.3,3919.25,9564.45,7422.98,101.613,7867.14,9839.59,8265.1,8459.48,2317.33,4506.82,3841.4,2084.98,8981.81,2792.17,219.71,6897.54,5776.44
2.75,9433.98,4259.38,9213.44,5434.69,3920.64,9565.84,7424.37,102.983,7868.53,9840.98,8266.49,8460.87,2318.74,4508.21,3842.82,2086.38,8983.2,2793.56,221.099,6898.93,5777.83
2.8,9435.36,4260.78,9214.83,5436.08,3922.03,9567.23,7425.76,104.353,7869.92,9842.37,8267.88,8462.26,2320.15,4509.6,3844.23,2087.77,8984.59,2794.95,222.488,6900.32,5779.22
2.85,9436.73,4262.18,9216.22,5437.47,3923.42,9568.61,7427.15,105.723,7871.31,9843.76,8269.27,8463.65,2321.56,4510.99,3845.65,2089.17,8985.98,2796.34,223.877,6901.71,5780.61
2.9,9438.11,4263.58,9217.61,5438.86,3924.81,9570,7428.55,107.094,7872.7,9845.15,8270.66,8465.04,2322.97,4512.38,3847.06,2090.57,8987.37,2797.73,225.266,6903.1,5782
2.95,9439.49,4264.98,9219,5440.26,3926.2,9571.39,7429.94,108.464,7874.1,9846.54,8272.05,8466.43,2324.38,4513.76,3848.48,2091.96,8988.76,2799.12,226.655,6904.5,5783.4
3,9440.87,4266.37,9220.39,5441.65,3927.59,9572.78,7431.33,109.834,7875.49,9847.92,8273.45,8467.82,2325.8,4515.15,3849.9,2093.36,8990.15,2800.5,228.044,6905.89,5784.79
3.05,9442.25,4267.77,9221.78,5443.04,3928.98,9574.17,7432.72,111.204,7876.88,9849.31,8274.84,8469.22,2327.21,4516.54,3851.31,2094.75,8991.54,2801.89,229.433,6907.28,5786.18
3.1,9443.62,4269.17,9223.17,5444.43,3930.36,9575.56,7434.11,112.575,7878.27,9850.7,8276.23,8470.61,2328.62,4517.93,3852.73,2096.15,8992.92,2803.28,230.822,6908.67,5787.57
3.15,9445,4270.57,9224.55,5445.83,3931.75,9576.95,7435.51,113.945,7879.66,9852.09,8277.62,8472,2330.03,4519.32,3854.14,2097.54,8994.31,2804.67,232.21,6910.06,5788.96
3.2,9446.38,4271.97,9225.94,5447.22,3933.14,9578.34,7436.9,115.315,7881.05,9853.48,8279.01,8473.39,2331.44,4520.71,3855.56,2098.94,8995.7,2806.06,233.599,6911.46,5790.36
3.25,9447.76,4273.36,9227.33,5448.61,3934.53,9579.72,7438.29,116.685,7882.44,9854.87,8280.4,8474.78,2332.85,4522.1,3856.98,2100.33,8997.09,2807.45,234.988,6912.85,5791.75
3.3,9449.13,4274.76,9228.72,5450,3935.92,9581.11,7439.68,118.056,7883.84,9856.26,8281.79,8476.17,2334.26,4523.49,3858.39,2101.73,8998.48,2808.84,236.377,6914.24,5793.14
3.35,9450.51,4276.16,9230.11,5451.39,3937.31,9582.5,7441.07,119.426,7885.23,9857.65,8283.19,8477.56,2335.67,4524.88,3859.81,2103.13,8999.87,2810.23,237.766,6915.63,5794.53
3.4,9451.89,4277.56,9231.5,5452.79,3938.7,9583.89,7442.47,120.796,7886.62,9859.03,8284.58,8478.95,2337.08,4526.26,3861.23,2104.52,9001.26,2811.62,239.155,6917.02,5795.92
3.45,9453.27,4278.95,9232.89,5454.18,3940.09,9585.28,7443.86,122.166,7888.01,9860.42,8285.97,8480.34,2338.49,4527.65,3862.64,2105.92,9002.65,2813,240.544,6918.42,5797.32
3.5,9454.65,4280.35,9234.28,5455.57,3941.48,9586.67,7445.25,123.536,7889.4,9861.81,8287.36,8481.73,2339.91,4529.04,3864.06,2107.31,9004.04,2814.39,241.933,6919.81,5798.71
3.55,9456.02,4281.75,9235.67,5456.96,3942.86,9588.06,7446.64,124.907,7890.79,9863.2,8288.75,8483.13,2341.32,4530.43,3865.47,2108.71,9005.43,2815.78,243.322,6921.2,5800.1
3.6,9457.4,4283.15,9237.06,5458.35,3944.25,9589.45,7448.03,126.277,7892.18,9864.59,8290.14,8484.52,2342.73,4531.82,3866.89,2110.1,9006.82,2817.17,244.71,6922.59,5801.49
3.65,9458.78,4284.55,9238.45,5459.75,3945.64,9590.83,7449.42,127.647,7893.58,9865.98,8291.53,8485.91,2344.14,4533.21,3868.31,2111.5,9008.21,2818.56,246.099,6923.98,5802.88
3.7,9460.16,4285.94,9239.83,5461.14,3947.03,9592.22,7450.82,129.017,7894.97,9867.37,8292.93,8487.3,2345.55,4534.6,3869.72,2112.9,9009.6,2819.95,247.488,6925.38,5804.28
3.75,9461.54,4287.34,9241.22,5462.53,3948.42,9593.61,7452.21,130.388,7896.36,9868.76,8294.32,8488.69,2346.96,4535.99,3871.14,2114.29,9010.98,2821.34,248.877,6926.77,5805.67
3.8,9462.91,4288.74,9242.61,5463.92,3949.81,9595,7453.6,131.758,7897.75,9870.14,8295.71,8490.08,2348.37,4537.38,3872.55,2115.69,9012.37,2822.73,250.266,6928.16,5807.06
3.85,9464.29,4290.14,9244,5465.31,3951.2,9596.39,7454.99,133.128,7899.14,9871.53,8297.1,8491.47,2349.78,4538.76,3873.97,2117.08,9013.76,2824.12,251.655,6929.55,5808.45
3.9,9465.67,4291.53,9245.39,5466.71,3952.59,9597.78,7456.38,134.499,7900.53,9872.92,8298.49,8492.86,2351.19,4540.15,3875.39,2118.48,9015.15,2825.5,253.044,6930.94,5809.85
3.95,9467.05,4292.93,9246.78,5468.1,3953.98,9599.17,7457.78,135.869,7901.92,9874.31,8299.88,8494.25,2352.6,4541.54,3876.8,2119.87,9016.54,2826.89,254.433,6932.34,5811.24
4,9468.42,4294.33,9248.17,5469.49,3955.36,9600.56,7459.17,137.239,7903.32,9875.7,8301.27,8495.64,2354.02,4542.93,3878.22,2121.27,9017.93,2828.28,255.822,6933.73,5812.63
4.05,9469.8,4295.73,9249.56,5470.88,3956.75,9601.94,7460.56,138.609,7904.71,9877.09,8302.66,8497.03,2355.43,4544.32,3879.64,2122.66,9019.32,2829.67,257.21,6935.12,5814.02
4.1,9471.18,4297.13,9250.95,5472.27,3958.14,9603.33,7461.95,139.98,7906.1,9878.48,8304.06,8498.43,2356.84,4545.71,3881.05,2124.06,9020.71,2831.06,258.599,6936.51,5815.41
4.15,9472.56,4298.52,9252.34,5473.67,3959.53,9604.72,7463.34,141.35,7907.49,9879.87,8305.45,8499.82,2358.25,4547.1,3882.47,2125.46,9022.1,2832.45,259.988,6937.9,5816.81
4.2,9473.94,4299.92,9253.72,5475.06,3960.92,9606.11,7464.74,142.72,7908.88,9881.26,8306.84,8501.21,2359.66,4548.49,3883.88,2126.85,9023.49,2833.84,261.377,6939.3,5818.2
4.25,9475.31,4301.32,9255.11,5476.45,3962.31,9607.5,7466.13,144.09,7910.27,9882.64,8308.23,8502.6,2361.07,4549.88,3885.3,2128.25,9024.88,2835.23,262.766,6940.69,5819.59
4.3,9476.69,4302.72,9256.5,5477.84,3963.7,9608.89,7467.52,145.461,7911.66,9884.03,8309.62,8503.99,2362.48,4551.26,3886.72,2129.64,9026.27,2836.62,264.155,6942.08,5820.98
4.35,9478.07,4304.11,9257.89,5479.23,3965.09,9610.28,7468.91,146.831,7913.06,9885.42,8311.01,8505.38,2363.89,4552.65,3888.13,2131.04,9027.66,2838,265.544,6943.47,5822.37
4.4,9479.45,4305.51,9259.28,5480.63,3966.48,9611.67,7470.3,148.201,7914.45,9886.81,8312.4,8506.77,2365.3,4554.04,3889.55,2132.43,9029.04,2839.39,266.933,6944.86,5823.77
4.45,9480.82,4306.91,9260.67,5482.02,3967.86,9613.05,7471.7,149.572,7915.84,9888.2,8313.8,8508.16,2366.71,4555.43,3890.96,2133.83,9030.43,2840.78,268.322,6946.26,5825.16
4.5,9482.2,4308.31,9262.06,5483.41,3969.25,9614.44,7473.09,150.942,7917.23,9889.59,8315.19,8509.55,2368.13,4556.82,3892.38,2135.23,9031.82,2842.17,269.71,6947.65,5826.55
4.55,9483.58,4309.71,9263.45,5484.8,3970.64,9615.83,7474.48,152.312,7918.62,9890.98,8316.58,8510.94,2369.54,4558.21,3893.8,2136.62,9033.21,2843.56,271.099,6949.04,5827.94
4.6,9484.96,4311.1,9264.84,5486.2,3972.03,9617.22,7475.87,153.683,7920.01,9892.37,8317.97,8512.34,2370.95,4559.6,3895.21,2138.02,9034.6,2844.95,272.488,6950.43,5829.33
4.65,9486.34,4312.5,9266.23,5487.59,3973.42,9618.61,7477.26,155.053,7921.4,9893.75,8319.36,8513.73,2372.36,4560.99,3896.63,2139.41,9035.99,2846.34,273.877,6951.82,5830.73
4.7,9487.71,4313.9,9267.62,5488.98,3974.81,9620,7478.66,156.423,7922.8,9895.14,8320.75,8515.12,2373.77,4562.38,3898.05,2140.81,9037.38,2847.73,275.266,6953.22,5832.12
4.75,9489.09,4315.3,9269,5490.37,3976.2,9621.39,7480.05,157.794,7924.19,9896.53,8322.14,8516.51,2375.18,4563.76,3899.46,2142.2,9038.77,2849.12,276.655,6954.61,5833.51
4.8,9490.47,4316.69,9270.39,5491.76,3977.59,9622.78,7481.44,159.164,7925.58,9897.92,8323.54,8517.9,2376.59,4565.15,3900.88,2143.6,9040.16,2850.5,278.044,6956,5834.9
4.85,9491.85,4318.09,9271.78,5493.16,3978.98,9624.16,7482.83,160.534,7926.97,9899.31,8324.93,8519.29,2378,4566.54,3902.29,2144.99,9041.55,2851.89,279.433,6957.39,5836.29
4.9,9493.23,4319.49,9273.17,5494.55,3980.36,9625.55,7484.22,161.904,7928.36,9900.7,8326.32,8520.68,2379.41,4567.93,3903.71,2146.39,9042.94,2853.28,280.822,6958.78,5837.69
4.95,9494.6,4320.89,9274.56,5495.94,3981.75,9626.94,7485.62,163.275,7929.75,9902.09,8327.71,8522.07,2380.82,4569.32,3905.13,2147.79,9044.33,2854.67,282.21,6960.18,5839.08
5,9495.98,4322.29,9275.95,5497.33,3983.14,9628.33,7487.01,164.645,7931.14,9903.48,8329.1,8523.46,2382.24,4570.71,3906.54,2149.18,9045.72,2856.06,283.599,6961.57,5840.47
5.05,9497.36,4323.68,9277.34,5498.72,3984.53,9629.72,7488.4,166.015,7932.54,9904.86,8330.49,8524.85,2383.65,4572.1,3907.96,2150.58,9047.1,2857.45,284.988,6962.96,5841.86
5.1,9498.74,4325.08,9278.73,5500.12,3985.92,9631.11,7489.79,167.386,7933.93,9906.25,8331.88,8526.25,2385.06,4573.49,3909.37,2151.97,9048.49,2858.84,286.377,6964.35,5843.25
5.15,9500.11,4326.48,9280.12,5501.51,3987.31,9632.5,7491.18,168.756,7935.32,9907.64,8333.28,8527.64,2386.47,4574.88,3910.79,2153.37,9049.88,2860.23,287.766,6965.74,5844.65
5.2,9501.49,4327.88,9281.51,5502.9,3988.7,9633.89,7492.57,170.126,7936.71,9909.03,8334.67,8529.03,2387.88,4576.26,3912.21,2154.76,9051.27,2861.62,289.155,6967.14,5846.04
5.25,9502.87,4329.28,9282.89,5504.29,3990.09,9635.27,7493.97,171.497,7938.1,9910.42,8336.06,8530.42,2389.29,4577.65,3913.62,2156.16,9052.66,2863,290.544,6968.53,5847.43
5.3,9504.25,4330.67,9284.28,5505.68,3991.48,9636.66,7495.36,172.867,7939.49,9911.81,8337.45,8531.81,2390.7,4579.04,3915.04,2157.55,9054.05,2864.39,291.933,6969.92,5848.82
5.35,9505.63,4332.07,9285.67,5507.08,3992.86,9638.05,7496.75,174.238,7940.88,9913.2,8338.84,8533.2,2392.11,4580.43,3916.46,2158.95,9055.44,2865.78,293.322,6971.31,5850.21
5.4,9507,4333.47,9287.06,5508.47,3994.25,9639.44,7498.14,175.608,7942.28,9914.59,8340.23,8534.59,2393.52,4581.82,3917.87,2160.35,9056.83,2867.17,294.71,6972.7,5851.61
5.45,9508.38,4334.87,9288.45,5509.86,3995.64,9640.83,7499.53,176.978,7943.67,9915.97,8341.62,8535.98,2394.94,4583.21,3919.29,2161.74,9058.22,2868.56,296.099,6974.1,5853
5.5,9509.76,4336.26,9289.84,5511.25,3997.03,9642.22,7500.93,178.349,7945.06,9917.36,8343.02,8537.37,2396.35,4584.6,3920.7,2163.14,9059.61,2869.95,297.488,6975.49,5854.39
5.55,9511.14,4337.66,9291.23,5512.64,3998.42,9643.61,7502.32,179.719,7946.45,9918.75,8344.41,8538.76,2397.76,4585.99,3922.12,2164.53,9061,2871.34,298.877,6976.88,5855.78
5.6,9512.52,4339.06,9292.62,5514.04,3999.81,9645,7503.71,181.089,7947.84,9920.14,8345.8,8540.16,2399.17,4587.38,3923.54,2165.93,9062.39,2872.73,300.266,6978.27,5857.17
5.65,9513.89,4340.46,9294.01,5515.43,4001.2,9646.38,7505.1,182.46,7949.23,9921.53,8347.19,8541.55,2400.58,4588.76,3924.95,2167.32,9063.78,2874.12,301.655,6979.66,5858.57
5.7,9515.27,4341.86,9295.4,5516.82,4002.59,9647.77,7506.49,183.83,7950.62,9922.92,8348.58,8542.94,2401.99,4590.15,3926.37,2168.72,9065.16,2875.5,303.044,6981.06,5859.96
5.75,9516.65,4343.25,9296.78,5518.21,4003.98,9649.16,7507.89,185.2,7952.02,9924.31,8349.97,8544.33,2403.4,4591.54,3927.78,2170.12,9066.55,2876.89,304.433,6982.45,5861.35
5.8,9518.03,4344.65,9298.17,5519.61,4005.36,9650.55,7509.28,186.571,7953.41,9925.7,8351.36,8545.72,2404.81,4592.93,3929.2,2171.51,9067.94,2878.28,305.822,6983.84,5862.74
5.85,9519.4,4346.05,9299.56,5521,4006.75,9651.94,7510.67,187.941,7954.8,9927.08,8352.76,8547.11,2406.22,4594.32,3930.62,2172.91,9069.33,2879.67,307.21,6985.23,5864.13
5.9,9520.78,4347.45,9300.95,5522.39,4008.14,9653.33,7512.06,189.312,7956.19,9928.47,8354.15,8548.5,2407.63,4595.71,3932.03,2174.3,9070.72,2881.06,308.599,6986.62,5865.53
5.95,9522.16,4348.84,9302.34,5523.78,4009.53,9654.72,7513.45,190.682,7957.58,9929.86,8355.54,8549.89,2409.05,4597.1,3933.45,2175.7,9072.11,2882.45,309.988,6988.02,5866.92
6,9523.54,4350.24,9303.73,5525.17,4010.92,9656.11,7514.85,192.052,7958.97,9931.25,8356.93,8551.28,2410.46,4598.49,3934.87,2177.09,9073.5,2883.84,311.377,6989.41,5868.31
6.05,9524.92,4351.64,9305.12,5526.57,4012.31,9657.49,7516.24,193.423,7960.36,9932.64,8358.32,8552.67,2411.87,4599.88,3936.28,2178.49,9074.89,2885.23,312.766,6990.8,5869.7
6.1,9526.29,4353.04,9306.51,5527.96,4013.7,9658.88,7517.63,194.793,7961.76,9934.03,8359.71,8554.07,2413.28,4601.26,3937.7,2179.88,9076.28,2886.62,314.155,6992.19,5871.09
6.15,9527.67,4354.44,9307.9,5529.35,4015.09,9660.27,7519.02,196.163,7963.15,9935.42,8361.1,8555.46,2414.69,4602.65,3939.11,2181.28,9077.67,2888,315.544,6993.58,5872.49
6.2,9529.05,4355.83,9309.29,5530.74,4016.48,9661.66,7520.41,197.534,7964.54,9936.81,8362.5,8556.85,2416.1,4604.04,3940.53,2182.68,9079.06,2889.39,316.933,6994.98,5873.88
6.25,9530.43,4357.23,9310.68,5532.13,4017.86,9663.05,7521.81,198.904,7965.93,9938.19,8363.89,8558.24,2417.51,4605.43,3941.95,2184.07,9080.45,2890.78,318.322,6996.37,5875.27
6.3,9531.81,4358.63,9312.06,5533.53,4019.25,9664.44,7523.2,200.275,7967.32,9939.58,8365.28,8559.63,2418.92,4606.82,3943.36,2185.47,9081.84,2892.17,319.71,6997.76,5876.66
6.35,9533.18,4360.03,9313.45,5534.92,4020.64,9665.83,7524.59,201.645,7968.71,9940.97,8366.67,8561.02,2420.33,4608.21,3944.78,2186.86,9083.22,2893.56,321.099,6999.15,5878.05
6.4,9534.56,4361.42,9314.84,5536.31,4022.03,9667.22,7525.98,203.015,7970.1,9942.36,8368.06,8562.41,2421.74,4609.6,3946.19,2188.26,9084.61,2894.95,322.488,7000.54,5879.45
