time,N1,N2,N3,N4,N5,N6,N7,N8
2.15,2197.64,7448.29,8347.95,3208.55,8222.59,2434.45,172.365,7198.38
2.2,2199.03,7449.68,8349.34,3209.95,8223.98,2435.84,173.756,7199.76
2.25,2200.42,7451.07,8350.72,3211.35,8225.37,2437.23,175.147,7201.14
2.3,2201.81,7452.46,8352.11,3212.75,8226.76,2438.61,176.537,7202.53
2.35,2203.2,7453.84,8353.5,3214.15,8228.16,2440,177.928,7203.91
2.4,2204.59,7455.23,8354.89,3215.55,8229.55,2441.39,179.319,7205.29
2.45,2205.98,7456.62,8356.28,3216.95,8230.94,2442.78,180.709,7206.68
2.5,2207.37,7458.01,8357.67,3218.35,8232.33,2444.17,182.1,7208.06
2.55,2208.76,7459.4,8359.06,3219.75,8233.72,2445.56,183.49,7209.45
2.6,2210.15,7460.79,8360.45,3221.15,8235.11,2446.95,184.881,7210.83
2.65,2211.54,7462.18,8361.84,3222.55,8236.5,2448.34,186.272,7212.21
2.7,2212.93,7463.57,8363.22,3223.95,8237.89,2449.73,187.662,7213.6
2.75,2214.31,7464.96,8364.61,3225.35,8239.29,2451.11,189.053,7214.98
2.8,2215.7,7466.34,8366,3226.74,8240.68,2452.5,190.444,7216.36
2.85,2217.09,7467.73,8367.39,3228.14,8242.07,2453.89,191.834,7217.75
2.9,2218.48,7469.12,8368.78,3229.54,8243.46,2455.28,193.225,7219.13
2.95,2219.87,7470.51,8370.17,3230.94,8244.85,2456.67,194.616,7220.51
3,2221.26,7471.9,8371.56,3232.34,8246.24,2458.06,196.006,7221.9
3.05,2222.65,7473.29,8372.95,3233.74,8247.63,2459.45,197.397,7223.28
3.1,2224.04,7474.68,8374.34,3235.14,8249.03,2460.84,198.788,7224.66
3.15,2225.43,7476.07,8375.72,3236.54,8250.42,2462.23,200.178,7226.05
3.2,2226.82,7477.46,8377.11,3237.94,8251.81,2463.61,201.569,7227.43
3.25,2228.21,7478.84,8378.5,3239.34,8253.2,2465,202.96,7228.81
3.3,2229.6,7480.23,8379.89,3240.74,8254.59,2466.39,204.35,7230.2
3.35,2230.99,7481.62,8381.28,3242.14,8255.98,2467.78,205.741,7231.58
3.4,2232.38,7483.01,8382.67,3243.54,8257.37,2469.17,207.131,7232.96
3.45,2233.76,7484.4,8384.06,3244.94,8258.76,2470.56,208.522,7234.35
3.5,2235.15,7485.79,8385.45,3246.34,8260.16,2471.95,209.913,7235.73
3.55,2236.54,7487.18,8386.84,3247.74,8261.55,2473.34,211.303,7237.11
3.6,2237.93,7488.57,8388.22,3249.14,8262.94,2474.73,212.694,7238.5
3.65,2239.32,7489.96,8389.61,3250.54,8264.33,2476.11,214.085,7239.88
3.7,2240.71,7491.34,8391,3251.94,8265.72,2477.5,215.475,7241.26
3.75,2242.1,7492.73,8392.39,3253.34,8267.11,2478.89,216.866,7242.65
3.8,2243.49,7494.12,8393.78,3254.74,8268.5,2480.28,218.257,7244.03
3.85,2244.88,7495.51,8395.17,3256.14,8269.89,2481.67,219.647,7245.41
3.9,2246.27,7496.9,8396.56,3257.54,8271.29,2483.06,221.038,7246.8
3.95,2247.66,7498.29,8397.95,3258.94,8272.68,2484.45,222.429,7248.18
4,2249.05,7499.68,8399.34,3260.34,8274.07,2485.84,223.819,7249.56
4.05,2250.44,7501.07,8400.72,3261.73,8275.46,2487.23,225.21,7250.95
4.1,2251.83,7502.46,8402.11,3263.13,8276.85,2488.61,226.6,7252.33
4.15,2253.21,7503.84,8403.5,3264.53,8278.24,2490,227.991,7253.71
4.2,2254.6,7505.23,8404.89,3265.93,8279.63,2491.39,229.382,7255.1
4.25,2255.99,7506.62,8406.28,3267.33,8281.02,2492.78,230.772,7256.48
4.3,2257.38,7508.01,8407.67,3268.73,8282.42,2494.17,232.163,7257.86
4.35,2258.77,7509.4,8409.06,3270.13,8283.81,2495.56,233.554,7259.25
4.4,2260.16,7510.79,8410.45,3271.53,8285.2,2496.95,234.944,7260.63
4.45,2261.55,7512.18,8411.84,3272.93,8286.59,2498.34,236.335,7262.01
4.5,2262.94,7513.57,8413.22,3274.33,8287.98,2499.73,237.726,7263.4
4.55,2264.33,7514.96,8414.61,3275.73,8289.37,2501.11,239.116,7264.78
4.6,2265.72,7516.34,8416,3277.13,8290.76,2502.5,240.507,7266.16
4.65,2267.11,7517.73,8417.39,3278.53,8292.15,2503.89,241.898,7267.55
4.7,2268.5,7519.12,8418.78,3279.93,8293.55,2505.28,243.288,7268.93
4.75,2269.89,7520.51,8420.17,3281.33,8294.94,2506.67,244.679,7270.31
4.8,2271.28,7521.9,8421.56,3282.73,8296.33,2508.06,246.069,7271.7
4.85,2272.66,7523.29,8422.95,3284.13,8297.72,2509.45,247.46,7273.08
4.9,2274.05,7524.68,8424.34,3285.53,8299.11,2510.84,248.851,7274.46
4.95,2275.44,7526.07,8425.72,3286.93,8300.5,2512.23,250.241,7275.85
5,2276.83,7527.46,8427.11,3288.33,8301.89,2513.61,251.632,7277.23
5.05,2278.22,7528.84,8428.5,3289.73,8303.28,2515,253.023,7278.61
5.1,2279.61,7530.23,8429.89,3291.13,8304.68,2516.39,254.413,7280
5.15,2281,7531.62,8431.28,3292.53,8306.07,2517.78,255.804,7281.38
5.2,2282.39,7533.01,8432.67,3293.93,8307.46,2519.17,257.195,7282.77
5.25,2283.78,7534.4,8434.06,3295.33,8308.85,2520.56,258.585,7284.15
5.3,2285.17,7535.79,8435.45,3296.72,8310.24,2521.95,259.976,7285.53
5.35,2286.56,7537.18,8436.84,3298.12,8311.63,2523.34,261.367,7286.92
5.4,2287.95,7538.57,8438.22,3299.52,8313.02,2524.73,262.757,7288.3
5.45,2289.34,7539.96,8439.61,3300.92,8314.41,2526.11,264.148,7289.68
5.5,2290.73,7541.34,8441,3302.32,8315.81,2527.5,265.538,7291.07
5.55,2292.11,7542.73,8442.39,3303.72,8317.2,2528.89,266.929,7292.45
5.6,2293.5,7544.12,8443.78,3305.12,8318.59,2530.28,268.32,7293.83
5.65,2294.89,7545.51,8445.17,3306.52,8319.98,2531.67,269.71,7295.22
5.7,2296.28,7546.9,8446.56,3307.92,8321.37,2533.06,271.101,7296.6
5.75,2297.67,7548.29,8447.95,3309.32,8322.76,2534.45,272.492,7297.98
5.8,2299.06,7549.68,8449.34,3310.72,8324.15,2535.84,273.882,7299.37
5.85,2300.45,7551.07,8450.72,3312.12,8325.54,2537.23,275.273,7300.75
5.9,2301.84,7552.46,8452.11,3313.52,8326.94,2538.61,276.664,7302.13
5.95,2303.23,7553.84,8453.5,3314.92,8328.33,2540,278.054,7303.52
6,2304.62,7555.23,8454.89,3316.32,8329.72,2541.39,279.445,7304.9
6.05,2306.01,7556.62,8456.28,3317.72,8331.11,2542.78,280.836,7306.28
6.1,2307.4,7558.01,8457.67,3319.12,8332.5,2544.17,282.226,7307.67
6.15,2308.79,7559.4,8459.06,3320.52,8333.89,2545.56,283.617,7309.05
6.2,2310.18,7560.79,8460.45,3321.92,8335.28,2546.95,285.007,7310.43
6.25,2311.57,7562.18,8461.84,3323.32,8336.67,2548.34,286.398,7311.82
6.3,2312.95,7563.57,8463.22,3324.72,8338.07,2549.73,287.789,7313.2
6.35,2314.34,7564.96,8464.61,3326.12,8339.46,2551.11,289.179,7314.58
6.4,2315.73,7566.34,8466,3327.52,8340.85,2552.5,290.57,7315.97
6.45,2317.12,7567.73,8467.39,3328.92,8342.24,2553.89,291.961,7317.35
6.5,2318.51,7569.12,8468.78,3330.32,8343.63,2555.28,293.351,7318.73
6.55,2319.9,7570.51,8470.17,3331.71,8345.02,2556.67,294.742,7320.12
6.6,2321.29,7571.9,8471.56,3333.11,8346.41,2558.06,296.133,7321.5
6.65,2322.68,7573.29,8472.95,3334.51,8347.81,2559.45,297.523,7322.88
6.7,2324.07,7574.68,8474.34,3335.91,8349.2,2560.84,298.914,7324.27
6.75,2325.46,7576.07,8475.72,3337.31,8350.59,2562.23,300.304,7325.65
6.8,2326.85,7577.46,8477.11,3338.71,8351.98,2563.61,301.695,7327.03
6.85,2328.24,7578.84,8478.5,3340.11,8353.37,2565,303.086,7328.42
6.9,2329.63,7580.23,8479.89,3341.51,8354.76,2566.39,304.476,7329.8
6.95,2331.02,7581.62,8481.28,3342.91,8356.15,2567.78,305.867,7331.18
7,2332.4,7583.01,8482.67,3344.31,8357.54,2569.17,307.258,7332.57
7.05,2333.79,7584.4,8484.06,3345.71,8358.94,2570.56,308.648,7333.95
7.1,2335.18,7585.79,8485.45,3347.11,8360.33,2571.95,310.039,7335.34
7.15,2336.57,7587.18,8486.84,3348.51,8361.72,2573.34,311.43,7336.72
7.2,2337.96,7588.57,8488.22,3349.91,8363.11,2574.73,312.82,7338.1
7.25,2339.35,7589.96,8489.61,3351.31,8364.5,2576.11,314.211,7339.49
7.3,2340.74,7591.34,8491,3352.71,8365.89,2577.5,315.602,7340.87
7.35,2342.13,7592.73,8492.39,3354.11,8367.28,2578.89,316.992,7342.25
7.4,2343.52,7594.12,8493.78,3355.51,8368.67,2580.28,318.383,7343.64
7.45,2344.91,7595.51,8495.17,3356.91,8370.07,2581.67,319.773,7345.02
7.5,2346.3,7596.9,8496.56,3358.31,8371.46,2583.06,321.164,7346.4
7.55,2347.69,7598.29,8497.95,3359.71,8372.85,2584.45,322.555,7347.79
7.6,2349.08,7599.68,8499.34,3361.11,8374.24,2585.84,323.945,7349.17
7.65,2350.47,7601.07,8500.72,3362.51,8375.63,2587.23,325.336,7350.55
7.7,2351.85,7602.46,8502.11,3363.91,8377.02,2588.61,326.727,7351.94
7.75,2353.24,7603.84,8503.5,3365.3,8378.41,2590,328.117,7353.32
7.8,2354.63,7605.23,8504.89,3366.7,8379.8,2591.39,329.508,7354.7
7.85,2356.02,7606.62,8506.28,3368.1,8381.2,2592.78,330.899,7356.09
7.9,2357.41,7608.01,8507.67,3369.5,8382.59,2594.17,332.289,7357.47
7.95,2358.8,7609.4,8509.06,3370.9,8383.98,2595.56,333.68,7358.85
8,2360.19,7610.79,8510.45,3372.3,8385.37,2596.95,335.07,7360.24
8.05,2361.58,7612.18,8511.84,3373.7,8386.76,2598.34,336.461,7361.62
8.1,2362.97,7613.57,8513.22,3375.1,8388.15,2599.73,337.852,7363
8.15,2364.36,7614.96,8514.61,3376.5,8389.54,2601.11,339.242,7364.39
8.2,2365.75,7616.34,8516,3377.9,8390.93,2602.5,340.633,7365.77
8.25,2367.14,7617.73,8517.39,3379.3,8392.33,2603.89,342.024,7367.15
8.3,2368.53,7619.12,8518.78,3380.7,8393.72,2605.28,343.414,7368.54
8.35,2369.92,7620.51,8520.17,3382.1,8395.11,2606.67,344.805,7369.92
8.4,2371.3,7621.9,8521.56,3383.5,8396.5,2608.06,346.196,7371.3
8.45,2372.69,7623.29,8522.95,3384.9,8397.89,2609.45,347.586,7372.69
8.5,2374.08,7624.68,8524.34,3386.3,8399.28,2610.84,348.977,7374.07
8.55,2375.47,7626.07,8525.72,3387.7,8400.67,2612.23,350.367,7375.45
8.6,2376.86,7627.46,8527.11,3389.1,8402.06,2613.61,351.758,7376.84
8.65,2378.25,7628.84,8528.5,3390.5,8403.46,2615,353.149,7378.22
8.7,2379.64,7630.23,8529.89,3391.9,8404.85,2616.39,354.539,7379.6
8.75,2381.03,7631.62,8531.28,3393.3,8406.24,2617.78,355.93,7380.99
8.8,2382.42,7633.01,8532.67,3394.7,8407.63,2619.17,357.321,7382.37
8.85,2383.81,7634.4,8534.06,3396.1,8409.02,2620.56,358.711,7383.76
8.9,2385.2,7635.79,8535.45,3397.5,8410.41,2621.95,360.102,7385.14
8.95,2386.59,7637.18,8536.84,3398.89,8411.8,2623.34,361.493,7386.52
9,2387.98,7638.57,8538.22,3400.29,8413.19,2624.73,362.883,7387.91
9.05,2389.37,7639.96,8539.61,3401.69,8414.59,2626.11,364.274,7389.29
9.1,2390.75,7641.34,8541,3403.09,8415.98,2627.5,365.664,7390.67
9.15,2392.14,7642.73,8542.39,3404.49,8417.37,2628.89,367.055,7392.06
9.2,2393.53,7644.12,8543.78,3405.89,8418.76,2630.28,368.446,7393.44
9.25,2394.92,7645.51,8545.17,3407.29,8420.15,2631.67,369.836,7394.82
9.3,2396.31,7646.9,8546.56,3408.69,8421.54,2633.06,371.227,7396.21
9.35,2397.7,7648.29,8547.95,3410.09,8422.93,2634.45,372.618,7397.59
9.4,2399.09,7649.68,8549.34,3411.49,8424.32,2635.84,374.008,7398.97
9.45,2400.48,7651.07,8550.72,3412.89,8425.72,2637.23,375.399,7400.36
9.5,2401.87,7652.46,8552.11,3414.29,8427.11,2638.61,376.79,7401.74
9.55,2403.26,7653.84,8553.5,3415.69,8428.5,2640,378.18,7403.12
9.6,2404.65,7655.23,8554.89,3417.09,8429.89,2641.39,379.571,7404.51
9.65,2406.04,7656.62,8556.28,3418.49,8431.28,2642.78,380.962,7405.89
9.7,2407.43,7658.01,8557.67,3419.89,8432.67,2644.17,382.352,7407.27
9.75,2408.82,7659.4,8559.06,3421.29,8434.06,2645.56,383.743,7408.66
9.8,2410.2,7660.79,8560.45,3422.69,8435.45,2646.95,385.133,7410.04
9.85,2411.59,7662.18,8561.84,3424.09,8436.85,2648.34,386.524,7411.42
9.9,2412.98,7663.57,8563.22,3425.49,8438.24,2649.73,387.915,7412.81
9.95,2414.37,7664.96,8564.61,3426.89,8439.63,2651.11,389.305,7414.19
10,2415.76,7666.34,8566,3428.29,8441.02,2652.5,390.696,7415.57
10.05,2417.15,7667.73,8567.39,3429.69,8442.41,2653.89,392.087,7416.96
10.1,2418.54,7669.12,8568.78,3431.08,8443.8,2655.28,393.477,7418.34
10.15,2419.93,7670.51,8570.17,3432.48,8445.19,2656.67,394.868,7419.72
10.2,2421.32,7671.9,8571.56,3433.88,8446.58,2658.06,396.259,7421.11
10.25,2422.71,7673.29,8572.95,3435.28,8447.98,2659.45,397.649,7422.49
10.3,2424.1,7674.68,8574.34,3436.68,8449.37,2660.84,399.04,7423.88
10.35,2425.49,7676.07,8575.72,3438.08,8450.76,2662.23,400.43,7425.26
10.4,2426.88,7677.46,8577.11,3439.48,8452.15,2663.61,401.821,7426.64
10.45,2428.27,7678.84,8578.5,3440.88,8453.54,2665,403.212,7428.03
10.5,2429.65,7680.23,8579.89,3442.28,8454.93,2666.39,404.602,7429.41
10.55,2431.04,7681.62,8581.28,3443.68,8456.32,2667.78,405.993,7430.79
10.6,2432.43,7683.01,8582.67,3445.08,8457.71,2669.17,407.384,7432.18
10.65,2433.82,7684.4,8584.06,3446.48,8459.11,2670.56,408.774,7433.56
10.7,2435.21,7685.79,8585.45,3447.88,8460.5,2671.95,410.165,7434.94
10.75,2436.6,7687.18,8586.84,3449.28,8461.89,2673.34,411.555,7436.33
10.8,2437.99,7688.57,8588.22,3450.68,8463.28,2674.73,412.946,7437.71
10.85,2439.38,7689.96,8589.61,3452.08,8464.67,2676.11,414.337,7439.09
10.9,2440.77,7691.34,8591,3453.48,8466.06,2677.5,415.727,7440.48
10.95,2442.16,7692.73,8592.39,3454.88,8467.45,2678.89,417.118,7441.86
11,2443.55,7694.12,8593.78,3456.28,8468.84,2680.28,418.509,7443.24
11.05,2444.94,7695.51,8595.17,3457.68,8470.24,2681.67,419.899,7444.63
11.1,2446.33,7696.9,8596.56,3459.08,8471.63,2683.06,421.29,7446.01
11.15,2447.72,7698.29,8597.95,3460.48,8473.02,2684.45,422.681,7447.39
11.2,2449.1,7699.68,8599.34,3461.88,8474.41,2685.84,424.071,7448.78
11.25,2450.49,7701.07,8600.72,3463.27,8475.8,2687.23,425.462,7450.16
11.3,2451.88,7702.46,8602.11,3464.67,8477.19,2688.61,426.852,7451.54
11.35,2453.27,7703.84,8603.5,3466.07,8478.58,2690,428.243,7452.93
11.4,2454.66,7705.23,8604.89,3467.47,8479.97,2691.39,429.634,7454.31
11.45,2456.05,7706.62,8606.28,3468.87,8481.37,2692.78,431.024,7455.69
11.5,2457.44,7708.01,8607.67,3470.27,8482.76,2694.17,432.415,7457.08
11.55,2458.83,7709.4,8609.06,3471.67,8484.15,2695.56,433.806,7458.46
11.6,2460.22,7710.79,8610.45,3473.07,8485.54,2696.95,435.196,7459.85
11.65,2461.61,7712.18,8611.84,3474.47,8486.93,2698.34,436.587,7461.23
11.7,2463,7713.57,8613.22,3475.87,8488.32,2699.73,437.978,7462.61
11.75,2464.39,7714.96,8614.61,3477.27,8489.71,2701.11,439.368,7464
11.8,2465.78,7716.34,8616,3478.67,8491.1,2702.5,440.759,7465.38
11.85,2467.17,7717.73,8617.39,3480.07,8492.5,2703.89,442.149,7466.76
11.9,2468.55,7719.12,8618.78,3481.47,8493.89,2705.28,443.54,7468.15
11.95,2469.94,7720.51,8620.17,3482.87,8495.28,2706.67,444.931,7469.53
12,2471.33,7721.9,8621.56,3484.27,8496.67,2708.06,446.321,7470.91
12.05,2472.72,7723.29,8622.95,3485.67,8498.06,2709.45,447.712,7472.3
12.1,2474.11,7724.68,8624.34,3487.07,8499.45,2710.84,449.103,7473.68
12.15,2475.5,7726.07,8625.72,3488.47,8500.84,2712.23,450.493,7475.06
12.2,2476.89,7727.46,8627.11,3489.87,8502.23,2713.61,451.884,7476.45
12.25,2478.28,7728.84,8628.5,3491.27,8503.63,2715,453.275,7477.83
12.3,2479.67,7730.23,8629.89,3492.67,8505.02,2716.39,454.665,7479.21
12.35,2481.06,7731.62,8631.28,3494.07,8506.41,2717.78,456.056,7480.6
12.4,2482.45,7733.01,8632.67,3495.46,8507.8,2719.17,457.446,7481.98
12.45,2483.84,7734.4,8634.06,3496.86,8509.19,2720.56,458.837,7483.36
12.5,2485.23,7735.79,8635.45,3498.26,8510.58,2721.95,460.228,7484.75
12.55,2486.62,7737.18,8636.84,3499.66,8511.97,2723.34,461.618,7486.13
12.6,2488,7738.57,8638.22,3501.06,8513.36,2724.73,463.009,7487.51
12.65,2489.39,7739.96,8639.61,3502.46,8514.76,2726.11,464.4,7488.9
12.7,2490.78,7741.34,8641,3503.86,8516.15,2727.5,465.79,7490.28
12.75,2492.17,7742.73,8642.39,3505.26,8517.54,2728.89,467.181,7491.66
12.8,2493.56,7744.12,8643.78,3506.66,8518.93,2730.28,468.571,7493.05
12.85,2494.95,7745.51,8645.17,3508.06,8520.32,2731.67,469.962,7494.43
12.9,2496.34,7746.9,8646.56,3509.46,8521.71,2733.06,471.353,7495.82
12.95,2497.73,7748.29,8647.95,3510.86,8523.1,2734.45,472.743,7497.2
13,2499.12,7749.68,8649.34,3512.26,8524.49,2735.84,474.134,7498.58
13.05,2500.51,7751.07,8650.72,3513.66,8525.89,2737.23,475.525,7499.97
13.1,2501.9,7752.46,8652.11,3515.06,8527.28,2738.61,476.915,7501.35
13.15,2503.29,7753.84,8653.5,3516.46,8528.67,2740,478.306,7502.73
13.2,2504.68,7755.23,8654.89,3517.86,8530.06,2741.39,479.697,7504.12
13.25,2506.07,7756.62,8656.28,3519.26,8531.45,2742.78,481.087,7505.5
13.3,2507.45,7758.01,8657.67,3520.66,8532.84,2744.17,482.478,7506.88
13.35,2508.84,7759.4,8659.06,3522.06,8534.23,2745.56,483.868,7508.27
13.4,2510.23,7760.79,8660.45,3523.46,8535.62,2746.95,485.259,7509.65
13.45,2511.62,7762.18,8661.84,3524.86,8537.02,2748.34,486.65,7511.03
13.5,2513.01,7763.57,8663.22,3526.25,8538.41,2749.73,488.04,7512.42
13.55,2514.4,7764.96,8664.61,3527.65,8539.8,2751.11,489.431,7513.8
13.6,2515.79,7766.34,8666,3529.05,8541.19,2752.5,490.822,7515.18
13.65,2517.18,7767.73,8667.39,3530.45,8542.58,2753.89,492.212,7516.57
13.7,2518.57,7769.12,8668.78,3531.85,8543.97,2755.28,493.603,7517.95
13.75,2519.96,7770.51,8670.17,3533.25,8545.36,2756.67,494.993,7519.33
13.8,2521.35,7771.9,8671.56,3534.65,8546.75,2758.06,496.384,7520.72
13.85,2522.74,7773.29,8672.95,3536.05,8548.15,2759.45,497.775,7522.1
13.9,2524.13,7774.68,8674.34,3537.45,8549.54,2760.84,499.165,7523.48
13.95,2525.52,7776.07,8675.72,3538.85,8550.93,2762.23,500.556,7524.87
14,2526.9,7777.46,8677.11,3540.25,8552.32,2763.61,501.947,7526.25
14.05,2528.29,7778.84,8678.5,3541.65,8553.71,2765,503.337,7527.64
14.1,2529.68,7780.23,8679.89,3543.05,8555.1,2766.39,504.728,7529.02
14.15,2531.07,7781.62,8681.28,3544.45,8556.49,2767.78,506.119,7530.4
14.2,2532.46,7783.01,8682.67,3545.85,8557.88,2769.17,507.509,7531.79
14.25,2533.85,7784.4,8684.06,3547.25,8559.28,2770.56,508.9,7533.17
14.3,2535.24,7785.79,8685.45,3548.65,8560.67,2771.95,510.29,7534.55
14.35,2536.63,7787.18,8686.84,3550.05,8562.06,2773.34,511.681,7535.94
14.4,2538.02,7788.57,8688.22,3551.45,8563.45,2774.73,513.072,7537.32
14.45,2539.41,7789.96,8689.61,3552.85,8564.84,2776.11,514.462,7538.7
14.5,2540.8,7791.34,8691,3554.25,8566.23,2777.5,515.853,7540.09
14.55,2542.19,7792.73,8692.39,3555.65,8567.62,2778.89,517.244,7541.47
14.6,2543.58,7794.12,8693.78,3557.04,8569.01,2780.28,518.634,7542.85
14.65,2544.97,7795.51,8695.17,3558.44,8570.41,2781.67,520.025,7544.24
14.7,2546.35,7796.9,8696.56,3559.84,8571.8,2783.06,521.415,7545.62
14.75,2547.74,7798.29,8697.95,3561.24,8573.19,2784.45,522.806,7547
14.8,2549.13,7799.68,8699.34,3562.64,8574.58,2785.84,524.197,7548.39
14.85,2550.52,7801.07,8700.72,3564.04,8575.97,2787.23,525.587,7549.77
14.9,2551.91,7802.46,8702.11,3565.44,8577.36,2788.61,526.978,7551.15
14.95,2553.3,7803.84,8703.5,3566.84,8578.75,2790,528.369,7552.54
15,2554.69,7805.23,8704.89,3568.24,8580.14,2791.39,529.759,7553.92
15.05,2556.08,7806.62,8706.28,3569.64,8581.54,2792.78,531.15,7555.3
15.1,2557.47,7808.01,8707.67,3571.04,8582.93,2794.17,532.541,7556.69
15.15,2558.86,7809.4,8709.06,3572.44,8584.32,2795.56,533.931,7558.07
15.2,2560.25,7810.79,8710.45,3573.84,8585.71,2796.95,535.322,7559.46
15.25,2561.64,7812.18,8711.84,3575.24,8587.1,2798.34,536.712,7560.84
15.3,2563.03,7813.57,8713.22,3576.64,8588.49,2799.73,538.103,7562.22
15.35,2564.42,7814.96,8714.61,3578.04,8589.88,2801.11,539.494,7563.61
15.4,2565.8,7816.34,8716,3579.44,8591.27,2802.5,540.884,7564.99
15.45,2567.19,7817.73,8717.39,3580.84,8592.67,2803.89,542.275,7566.37
15.5,2568.58,7819.12,8718.78,3582.24,8594.06,2805.28,543.666,7567.76
15.55,2569.97,7820.51,8720.17,3583.64,8595.45,2806.67,545.056,7569.14
15.6,2571.36,7821.9,8721.56,3585.04,8596.84,2808.06,546.447,7570.52
15.65,2572.75,7823.29,8722.95,3586.44,8598.23,2809.45,547.837,7571.91
15.7,2574.14,7824.68,8724.34,3587.83,8599.62,2810.84,549.228,7573.29
15.75,2575.53,7826.07,8725.72,3589.23,8601.01,2812.23,550.619,7574.67
15.8,2576.92,7827.46,8727.11,3590.63,8602.4,2813.61,552.009,7576.06
15.85,2578.31,7828.84,8728.5,3592.03,8603.8,2815,553.4,7577.44
15.9,2579.7,7830.23,8729.89,3593.43,8605.19,2816.39,554.791,7578.82
15.95,2581.09,7831.62,8731.28,3594.83,8606.58,2817.78,556.181,7580.21
16,2582.48,7833.01,8732.67,3596.23,8607.97,2819.17,557.572,7581.59
16.05,2583.87,7834.4,8734.06,3597.63,8609.36,2820.56,558.962,7582.97
16.1,2585.25,7835.79,8735.45,3599.03,8610.75,2821.95,560.353,7584.36
16.15,2586.64,7837.18,8736.84,3600.43,8612.14,2823.34,561.744,7585.74
16.2,2588.03,7838.57,8738.22,3601.83,8613.53,2824.73,563.134,7587.13
16.25,2589.42,7839.96,8739.61,3603.23,8614.93,2826.11,564.525,7588.51
16.3,2590.81,7841.34,8741,3604.63,8616.32,2827.5,565.916,7589.89
