time,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,N11,N12,N13,N14,N15,N16,N17,N18,N19
17.95,3115.56,2982.89,9303.07,784.436,7621.2,3987.67,4183.46,6514.62,823.851,2630.13,4758.25,8246.22,2291.87,4544.1,9192.14,7007.88,5025.34,6650.49,516.925
18,3116.95,2984.26,9304.46,785.828,7622.59,3989.06,4184.85,6516.01,825.242,2631.52,4759.65,8247.61,2293.26,4545.49,9193.51,7009.28,5026.73,6651.88,518.345
18.05,3118.34,2985.64,9305.84,787.221,7623.98,3990.45,4186.24,6517.4,826.634,2632.91,4761.04,8249,2294.65,4546.88,9194.88,7010.68,5028.12,6653.27,519.765
18.1,3119.72,2987.01,9307.23,788.613,7625.37,3991.83,4187.63,6518.79,828.025,2634.3,4762.43,8250.39,2296.04,4548.27,9196.25,7012.07,5029.51,6654.66,521.185
18.15,3121.11,2988.39,9308.62,790.005,7626.76,3993.22,4189.02,6520.18,829.416,2635.69,4763.82,8251.78,2297.43,4549.65,9197.62,7013.47,5030.89,6656.05,522.605
18.2,3122.5,2989.76,9310.01,791.398,7628.15,3994.61,4190.41,6521.57,830.808,2637.08,4765.21,8253.18,2298.82,4551.04,9198.99,7014.87,5032.28,6657.44,524.025
18.25,3123.89,2991.13,9311.4,792.79,7629.54,3996,4191.79,6522.96,832.199,2638.47,4766.61,8254.57,2300.21,4552.43,9200.36,7016.27,5033.67,6658.83,525.445
18.3,3125.28,2992.51,9312.79,794.183,7630.93,3997.39,4193.18,6524.36,833.59,2639.86,4768,8255.96,2301.6,4553.82,9201.73,7017.66,5035.06,6660.21,526.865
18.35,3126.66,2993.88,9314.18,795.575,7632.32,3998.77,4194.57,6525.75,834.981,2641.25,4769.39,8257.35,2302.99,4555.2,9203.1,7019.06,5036.45,6661.6,528.285
18.4,3128.05,2995.26,9315.57,796.968,7633.7,4000.16,4195.96,6527.14,836.373,2642.64,4770.78,8258.74,2304.38,4556.59,9204.47,7020.46,5037.84,6662.99,529.705
18.45,3129.44,2996.63,9316.96,798.36,7635.09,4001.55,4197.35,6528.53,837.764,2644.03,4772.17,8260.13,2305.77,4557.98,9205.84,7021.86,5039.23,6664.38,531.125
18.5,3130.83,2998,9318.34,799.752,7636.48,4002.94,4198.73,6529.92,839.155,2645.42,4773.57,8261.52,2307.16,4559.37,9207.21,7023.25,5040.62,6665.77,532.545
18.55,3132.22,2999.38,9319.73,801.145,7637.87,4004.33,4200.12,6531.31,840.547,2646.81,4774.96,8262.91,2308.55,4560.75,9208.58,7024.65,5042.01,6667.16,533.965
18.6,3133.6,3000.75,9321.12,802.537,7639.26,4005.71,4201.51,6532.7,841.938,2648.2,4776.35,8264.31,2309.94,4562.14,9209.95,7026.05,5043.39,6668.55,535.385
18.65,3134.99,3002.13,9322.51,803.93,7640.65,4007.1,4202.9,6534.09,843.329,2649.59,4777.74,8265.7,2311.33,4563.53,9211.32,7027.44,5044.78,6669.94,536.805
18.7,3136.38,3003.5,9323.9,805.322,7642.04,4008.49,4204.29,6535.48,844.72,2650.98,4779.13,8267.09,2312.72,4564.92,9212.69,7028.84,5046.17,6671.33,538.226
18.75,3137.77,3004.87,9325.29,806.714,7643.43,4009.88,4205.68,6536.88,846.112,2652.37,4780.53,8268.48,2314.11,4566.3,9214.06,7030.24,5047.56,6672.71,539.646
18.8,3139.16,3006.25,9326.68,808.107,7644.82,4011.27,4207.06,6538.27,847.503,2653.76,4781.92,8269.87,2315.5,4567.69,9215.44,7031.64,5048.95,6674.1,541.066
18.85,3140.54,3007.62,9328.07,809.499,7646.2,4012.65,4208.45,6539.66,848.894,2655.15,4783.31,8271.26,2316.89,4569.08,9216.81,7033.03,5050.34,6675.49,542.486
18.9,3141.93,3009,9329.46,810.892,7647.59,4014.04,4209.84,6541.05,850.286,2656.54,4784.7,8272.65,2318.28,4570.46,9218.18,7034.43,5051.73,6676.88,543.906
18.95,3143.32,3010.37,9330.84,812.284,7648.98,4015.43,4211.23,6542.44,851.677,2657.93,4786.09,8274.04,2319.67,4571.85,9219.55,7035.83,5053.12,6678.27,545.326
19,3144.71,3011.75,9332.23,813.677,7650.37,4016.82,4212.62,6543.83,853.068,2659.32,4787.49,8275.43,2321.06,4573.24,9220.92,7037.22,5054.51,6679.66,546.746
19.05,3146.1,3013.12,9333.62,815.069,7651.76,4018.21,4214,6545.22,854.46,2660.71,4788.88,8276.83,2322.45,4574.63,9222.29,7038.62,5055.89,6681.05,548.166
19.1,3147.48,3014.49,9335.01,816.461,7653.15,4019.59,4215.39,6546.61,855.851,2662.1,4790.27,8278.22,2323.84,4576.01,9223.66,7040.02,5057.28,6682.44,549.586
19.15,3148.87,3015.87,9336.4,817.854,7654.54,4020.98,4216.78,6548.01,857.242,2663.49,4791.66,8279.61,2325.23,4577.4,9225.03,7041.42,5058.67,6683.83,551.006
19.2,3150.26,3017.24,9337.79,819.246,7655.93,4022.37,4218.17,6549.4,858.633,2664.88,4793.05,8281,2326.62,4578.79,9226.4,7042.81,5060.06,6685.21,552.426
19.25,3151.65,3018.62,9339.18,820.639,7657.32,4023.76,4219.56,6550.79,860.025,2666.27,4794.44,8282.39,2328.01,4580.18,9227.77,7044.21,5061.45,6686.6,553.846
19.3,3153.04,3019.99,9340.57,822.031,7658.7,4025.14,4220.95,6552.18,861.416,2667.66,4795.84,8283.78,2329.4,4581.56,9229.14,7045.61,5062.84,6687.99,555.266
19.35,3154.43,3021.36,9341.96,823.423,7660.09,4026.53,4222.33,6553.57,862.807,2669.05,4797.23,8285.17,2330.79,4582.95,9230.51,7047.01,5064.23,6689.38,556.686
19.4,3155.81,3022.74,9343.34,824.816,7661.48,4027.92,4223.72,6554.96,864.199,2670.44,4798.62,8286.56,2332.18,4584.34,9231.88,7048.4,5065.62,6690.77,558.106
19.45,3157.2,3024.11,9344.73,826.208,7662.87,4029.31,4225.11,6556.35,865.59,2671.83,4800.01,8287.95,2333.57,4585.73,9233.25,7049.8,5067.01,6692.16,559.526
19.5,3158.59,3025.49,9346.12,827.601,7664.26,4030.7,4226.5,6557.74,866.981,2673.22,4801.4,8289.35,2334.96,4587.11,9234.62,7051.2,5068.39,6693.55,560.947
19.55,3159.98,3026.86,9347.51,828.993,7665.65,4032.08,4227.89,6559.13,868.373,2674.61,4802.8,8290.74,2336.35,4588.5,9235.99,7052.59,5069.78,6694.94,562.367
19.6,3161.37,3028.23,9348.9,830.385,7667.04,4033.47,4229.28,6560.53,869.764,2676,4804.19,8292.13,2337.74,4589.89,9237.36,7053.99,5071.17,6696.33,563.787
19.65,3162.75,3029.61,9350.29,831.778,7668.43,4034.86,4230.66,6561.92,871.155,2677.39,4805.58,8293.52,2339.13,4591.28,9238.73,7055.39,5072.56,6697.71,565.207
19.7,3164.14,3030.98,9351.68,833.17,7669.82,4036.25,4232.05,6563.31,872.546,2678.77,4806.97,8294.91,2340.52,4592.66,9240.1,7056.79,5073.95,6699.1,566.627
19.75,3165.53,3032.36,9353.07,834.563,7671.2,4037.64,4233.44,6564.7,873.938,2680.16,4808.36,8296.3,2341.91,4594.05,9241.47,7058.18,5075.34,6700.49,568.047
19.8,3166.92,3033.73,9354.46,835.955,7672.59,4039.02,4234.83,6566.09,875.329,2681.55,4809.76,8297.69,2343.3,4595.44,9242.84,7059.58,5076.73,6701.88,569.467
19.85,3168.31,3035.11,9355.84,837.347,7673.98,4040.41,4236.22,6567.48,876.72,2682.94,4811.15,8299.08,2344.69,4596.83,9244.21,7060.98,5078.12,6703.27,570.887
19.9,3169.69,3036.48,9357.23,838.74,7675.37,4041.8,4237.6,6568.87,878.112,2684.33,4812.54,8300.48,2346.08,4598.21,9245.58,7062.37,5079.51,6704.66,572.307
19.95,3171.08,3037.85,9358.62,840.132,7676.76,4043.19,4238.99,6570.26,879.503,2685.72,4813.93,8301.87,2347.47,4599.6,9246.95,7063.77,5080.89,6706.05,573.727
20,3172.47,3039.23,9360.01,841.525,7678.15,4044.58,4240.38,6571.65,880.894,2687.11,4815.32,8303.26,2348.86,4600.99,9248.32,7065.17,5082.28,6707.44,575.147
20.05,3173.86,3040.6,9361.4,842.917,7679.54,4045.96,4241.77,6573.05,882.286,2688.5,4816.72,8304.65,2350.25,4602.38,9249.69,7066.57,5083.67,6708.83,576.567
20.1,3175.25,3041.98,9362.79,844.31,7680.93,4047.35,4243.16,6574.44,883.677,2689.89,4818.11,8306.04,2351.64,4603.76,9251.06,7067.96,5085.06,6710.21,577.987
20.15,3176.63,3043.35,9364.18,845.702,7682.32,4048.74,4244.55,6575.83,885.068,2691.28,4819.5,8307.43,2353.03,4605.15,9252.43,7069.36,5086.45,6711.6,579.408
20.2,3178.02,3044.72,9365.57,847.094,7683.7,4050.13,4245.93,6577.22,886.459,2692.67,4820.89,8308.82,2354.42,4606.54,9253.8,7070.76,5087.84,6712.99,580.828
20.25,3179.41,3046.1,9366.96,848.487,7685.09,4051.52,4247.32,6578.61,887.851,2694.06,4822.28,8310.21,2355.81,4607.92,9255.18,7072.16,5089.23,6714.38,582.248
20.3,3180.8,3047.47,9368.34,849.879,7686.48,4052.9,4248.71,6580,889.242,2695.45,4823.68,8311.6,2357.19,4609.31,9256.55,7073.55,5090.62,6715.77,583.668
20.35,3182.19,3048.85,9369.73,851.271,7687.87,4054.29,4250.1,6581.39,890.633,2696.84,4825.07,8313,2358.58,4610.7,9257.92,7074.95,5092.01,6717.16,585.088
20.4,3183.57,3050.22,9371.12,852.664,7689.26,4055.68,4251.49,6582.78,892.025,2698.23,4826.46,8314.39,2359.97,4612.09,9259.29,7076.35,5093.39,6718.55,586.508
20.45,3184.96,3051.59,9372.51,854.056,7690.65,4057.07,4252.87,6584.17,893.416,2699.62,4827.85,8315.78,2361.36,4613.47,9260.66,7077.74,5094.78,6719.94,587.928
20.5,3186.35,3052.97,9373.9,855.449,7692.04,4058.46,4254.26,6585.57,894.807,2701.01,4829.24,8317.17,2362.75,4614.86,9262.03,7079.14,5096.17,6721.33,589.348
20.55,3187.74,3054.34,9375.29,856.841,7693.43,4059.84,4255.65,6586.96,896.199,2702.4,4830.64,8318.56,2364.14,4616.25,9263.4,7080.54,5097.56,6722.71,590.768
20.6,3189.13,3055.72,9376.68,858.233,7694.82,4061.23,4257.04,6588.35,897.59,2703.79,4832.03,8319.95,2365.53,4617.64,9264.77,7081.94,5098.95,6724.1,592.188
20.65,3190.51,3057.09,9378.07,859.626,7696.2,4062.62,4258.43,6589.74,898.981,2705.18,4833.42,8321.34,2366.92,4619.02,9266.14,7083.33,5100.34,6725.49,593.608
20.7,3191.9,3058.47,9379.46,861.018,7697.59,4064.01,4259.82,6591.13,900.372,2706.57,4834.81,8322.73,2368.31,4620.41,9267.51,7084.73,5101.73,6726.88,595.028
20.75,3193.29,3059.84,9380.84,862.411,7698.98,4065.4,4261.2,6592.52,901.764,2707.96,4836.2,8324.13,2369.7,4621.8,9268.88,7086.13,5103.12,6728.27,596.448
20.8,3194.68,3061.21,9382.23,863.803,7700.37,4066.78,4262.59,6593.91,903.155,2709.35,4837.6,8325.52,2371.09,4623.19,9270.25,7087.52,5104.51,6729.66,597.869
20.85,3196.07,3062.59,9383.62,865.195,7701.76,4068.17,4263.98,6595.3,904.546,2710.74,4838.99,8326.91,2372.48,4624.57,9271.62,7088.92,5105.89,6731.05,599.289
20.9,3197.46,3063.96,9385.01,866.588,7703.15,4069.56,4265.37,6596.69,905.938,2712.13,4840.38,8328.3,2373.87,4625.96,9272.99,7090.32,5107.28,6732.44,600.709
20.95,3198.84,3065.34,9386.4,867.98,7704.54,4070.95,4266.76,6598.09,907.329,2713.52,4841.77,8329.69,2375.26,4627.35,9274.36,7091.72,5108.67,6733.83,602.129
21,3200.23,3066.71,9387.79,869.373,7705.93,4072.34,4268.15,6599.48,908.72,2714.91,4843.16,8331.08,2376.65,4628.74,9275.73,7093.11,5110.06,6735.21,603.549
21.05,3201.62,3068.08,9389.18,870.765,7707.32,4073.72,4269.53,6600.87,910.112,2716.3,4844.56,8332.47,2378.04,4630.12,9277.1,7094.51,5111.45,6736.6,604.969
21.1,3203.01,3069.46,9390.57,872.157,7708.7,4075.11,4270.92,6602.26,911.503,2717.69,4845.95,8333.86,2379.43,4631.51,9278.47,7095.91,5112.84,6737.99,606.389
21.15,3204.4,3070.83,9391.96,873.55,7710.09,4076.5,4272.31,6603.65,912.894,2719.08,4847.34,8335.25,2380.82,4632.9,9279.84,7097.31,5114.23,6739.38,607.809
21.2,3205.78,3072.21,9393.34,874.942,7711.48,4077.89,4273.7,6605.04,914.285,2720.47,4848.73,8336.65,2382.21,4634.29,9281.21,7098.7,5115.62,6740.77,609.229
21.25,3207.17,3073.58,9394.73,876.335,7712.87,4079.28,4275.09,6606.43,915.677,2721.86,4850.12,8338.04,2383.6,4635.67,9282.58,7100.1,5117.01,6742.16,610.649
21.3,3208.56,3074.96,9396.12,877.727,7714.26,4080.66,4276.47,6607.82,917.068,2723.25,4851.52,8339.43,2384.99,4637.06,9283.95,7101.5,5118.39,6743.55,612.069
21.35,3209.95,3076.33,9397.51,879.119,7715.65,4082.05,4277.86,6609.21,918.459,2724.64,4852.91,8340.82,2386.38,4638.45,9285.32,7102.89,5119.78,6744.94,613.49
21.4,3211.34,3077.7,9398.9,880.512,7717.04,4083.44,4279.25,6610.61,919.851,2726.03,4854.3,8342.21,2387.77,4639.84,9286.69,7104.29,5121.17,6746.33,614.91
21.45,3212.72,3079.08,9400.29,881.904,7718.43,4084.83,4280.64,6612,921.242,2727.42,4855.69,8343.6,2389.16,4641.22,9288.07,7105.69,5122.56,6747.71,616.33
21.5,3214.11,3080.45,9401.68,883.296,7719.82,4086.22,4282.03,6613.39,922.633,2728.81,4857.08,8344.99,2390.55,4642.61,9289.44,7107.09,5123.95,6749.1,617.75
21.55,3215.5,3081.83,9403.07,884.689,7721.2,4087.6,4283.42,6614.78,924.025,2730.2,4858.47,8346.38,2391.94,4644,9290.81,7108.48,5125.34,6750.49,619.17
21.6,3216.89,3083.2,9404.46,886.081,7722.59,4088.99,4284.8,6616.17,925.416,2731.59,4859.87,8347.78,2393.33,4645.38,9292.18,7109.88,5126.73,6751.88,620.59
21.65,3218.28,3084.57,9405.84,887.474,7723.98,4090.38,4286.19,6617.56,926.807,2732.98,4861.26,8349.17,2394.72,4646.77,9293.55,7111.28,5128.12,6753.27,622.01
21.7,3219.66,3085.95,9407.23,888.866,7725.37,4091.77,4287.58,6618.95,928.199,2734.37,4862.65,8350.56,2396.11,4648.16,9294.92,7112.68,5129.51,6754.66,623.43
21.75,3221.05,3087.32,9408.62,890.258,7726.76,4093.16,4288.97,6620.34,929.59,2735.76,4864.04,8351.95,2397.5,4649.55,9296.29,7114.07,5130.89,6756.05,624.85
21.8,3222.44,3088.7,9410.01,891.651,7728.15,4094.54,4290.36,6621.73,930.981,2737.15,4865.43,8353.34,2398.89,4650.93,9297.66,7115.47,5132.28,6757.44,626.27
21.85,3223.83,3090.07,9411.4,893.043,7729.54,4095.93,4291.75,6623.13,932.372,2738.54,4866.83,8354.73,2400.28,4652.32,9299.03,7116.87,5133.67,6758.83,627.69
21.9,3225.22,3091.45,9412.79,894.435,7730.93,4097.32,4293.13,6624.52,933.764,2739.93,4868.22,8356.12,2401.67,4653.71,9300.4,7118.26,5135.06,6760.21,629.111
21.95,3226.6,3092.82,9414.18,895.828,7732.32,4098.71,4294.52,6625.91,935.155,2741.32,4869.61,8357.51,2403.06,4655.1,9301.77,7119.66,5136.45,6761.6,630.531
22,3227.99,3094.19,9415.57,897.22,7733.7,4100.1,4295.91,6627.3,936.546,2742.71,4871,8358.9,2404.45,4656.48,9303.14,7121.06,5137.84,6762.99,631.951
22.05,3229.38,3095.57,9416.96,898.613,7735.09,4101.48,4297.3,6628.69,937.938,2744.1,4872.39,8360.3,2405.84,4657.87,9304.51,7122.46,5139.23,6764.38,633.371
22.1,3230.77,3096.94,9418.34,900.005,7736.48,4102.87,4298.69,6630.08,939.329,2745.49,4873.79,8361.69,2407.23,4659.26,9305.88,7123.85,5140.62,6765.77,634.791
22.15,3232.16,3098.32,9419.73,901.397,7737.87,4104.26,4300.07,6631.47,940.72,2746.88,4875.18,8363.08,2408.62,4660.65,9307.25,7125.25,5142.01,6767.16,636.211
22.2,3233.54,3099.69,9421.12,902.79,7739.26,4105.65,4301.46,6632.86,942.112,2748.26,4876.57,8364.47,2410.01,4662.03,9308.62,7126.65,5143.39,6768.55,637.631
22.25,3234.93,3101.06,9422.51,904.182,7740.65,4107.04,4302.85,6634.25,943.503,2749.65,4877.96,8365.86,2411.4,4663.42,9309.99,7128.04,5144.78,6769.94,639.051
22.3,3236.32,3102.44,9423.9,905.574,7742.04,4108.42,4304.24,6635.65,944.894,2751.04,4879.35,8367.25,2412.79,4664.81,9311.36,7129.44,5146.17,6771.33,640.471
22.35,3237.71,3103.81,9425.29,906.967,7743.43,4109.81,4305.63,6637.04,946.286,2752.43,4880.75,8368.64,2414.18,4666.2,9312.73,7130.84,5147.56,6772.71,641.891
22.4,3239.1,3105.19,9426.68,908.359,7744.82,4111.2,4307.02,6638.43,947.677,2753.82,4882.14,8370.03,2415.57,4667.58,9314.1,7132.24,5148.95,6774.1,643.311
22.45,3240.48,3106.56,9428.07,909.752,7746.2,4112.59,4308.4,6639.82,949.068,2755.21,4883.53,8371.43,2416.96,4668.97,9315.47,7133.63,5150.34,6775.49,644.732
22.5,3241.87,3107.94,9429.46,911.144,7747.59,4113.98,4309.79,6641.21,950.459,2756.6,4884.92,8372.82,2418.35,4670.36,9316.85,7135.03,5151.73,6776.88,646.152
22.55,3243.26,3109.31,9430.84,912.536,7748.98,4115.36,4311.18,6642.6,951.851,2757.99,4886.31,8374.21,2419.74,4671.75,9318.22,7136.43,5153.12,6778.27,647.572
22.6,3244.65,3110.68,9432.23,913.929,7750.37,4116.75,4312.57,6643.99,953.242,2759.38,4887.71,8375.6,2421.13,4673.13,9319.59,7137.83,5154.51,6779.66,648.992
22.65,3246.04,3112.06,9433.62,915.321,7751.76,4118.14,4313.96,6645.38,954.633,2760.77,4889.1,8376.99,2422.51,4674.52,9320.96,7139.22,5155.89,6781.05,650.412
22.7,3247.43,3113.43,9435.01,916.713,7753.15,4119.53,4315.34,6646.77,956.025,2762.16,4890.49,8378.38,2423.9,4675.91,9322.33,7140.62,5157.28,6782.44,651.832
22.75,3248.81,3114.81,9436.4,918.106,7754.54,4120.92,4316.73,6648.17,957.416,2763.55,4891.88,8379.77,2425.29,4677.3,9323.7,7142.02,5158.67,6783.83,653.252
22.8,3250.2,3116.18,9437.79,919.498,7755.93,4122.3,4318.12,6649.56,958.807,2764.94,4893.27,8381.16,2426.68,4678.68,9325.07,7143.41,5160.06,6785.21,654.672
22.85,3251.59,3117.56,9439.18,920.891,7757.32,4123.69,4319.51,6650.95,960.199,2766.33,4894.67,8382.55,2428.07,4680.07,9326.44,7144.81,5161.45,6786.6,656.092
22.9,3252.98,3118.93,9440.57,922.283,7758.7,4125.08,4320.9,6652.34,961.59,2767.72,4896.06,8383.95,2429.46,4681.46,9327.81,7146.21,5162.84,6787.99,657.513
22.95,3254.37,3120.3,9441.96,923.675,7760.09,4126.47,4322.29,6653.73,962.981,2769.11,4897.45,8385.34,2430.85,4682.85,9329.18,7147.61,5164.23,6789.38,658.933
23,3255.75,3121.68,9443.34,925.068,7761.48,4127.86,4323.67,6655.12,964.373,2770.5,4898.84,8386.73,2432.24,4684.23,9330.55,7149,5165.62,6790.77,660.353
23.05,3257.14,3123.05,9444.73,926.46,7762.87,4129.24,4325.06,6656.51,965.764,2771.89,4900.23,8388.12,2433.63,4685.62,9331.92,7150.4,5167.01,6792.16,661.773
23.1,3258.53,3124.43,9446.12,927.852,7764.26,4130.63,4326.45,6657.9,967.155,2773.28,4901.63,8389.51,2435.02,4687.01,9333.29,7151.8,5168.39,6793.55,663.193
23.15,3259.92,3125.8,9447.51,929.245,7765.65,4132.02,4327.84,6659.29,968.547,2774.67,4903.02,8390.9,2436.41,4688.39,9334.66,7153.2,5169.78,6794.94,664.613
23.2,3261.31,3127.17,9448.9,930.637,7767.04,4133.41,4329.23,6660.69,969.938,2776.06,4904.41,8392.29,2437.8,4689.78,9336.03,7154.59,5171.17,6796.33,666.033
23.25,3262.69,3128.55,9450.29,932.029,7768.43,4134.8,4330.62,6662.08,971.329,2777.45,4905.8,8393.68,2439.19,4691.17,9337.4,7155.99,5172.56,6797.71,667.453
23.3,3264.08,3129.92,9451.68,933.422,7769.82,4136.18,4332,6663.47,972.72,2778.84,4907.19,8395.08,2440.58,4692.56,9338.77,7157.39,5173.95,6799.1,668.873
23.35,3265.47,3131.3,9453.07,934.814,7771.2,4137.57,4333.39,6664.86,974.112,2780.23,4908.59,8396.47,2441.97,4693.94,9340.14,7158.78,5175.34,6800.49,670.293
23.4,3266.86,3132.67,9454.46,936.207,7772.59,4138.96,4334.78,6666.25,975.503,2781.62,4909.98,8397.86,2443.36,4695.33,9341.52,7160.18,5176.73,6801.88,671.714
23.45,3268.25,3134.05,9455.84,937.599,7773.98,4140.35,4336.17,6667.64,976.894,2783.01,4911.37,8399.25,2444.75,4696.72,9342.89,7161.58,5178.12,6803.27,673.134
23.5,3269.63,3135.42,9457.23,938.991,7775.37,4141.74,4337.56,6669.03,978.286,2784.4,4912.76,8400.64,2446.14,4698.11,9344.26,7162.98,5179.51,6804.66,674.554
23.55,3271.02,3136.79,9458.62,940.384,7776.76,4143.12,4338.94,6670.42,979.677,2785.79,4914.15,8402.03,2447.53,4699.49,9345.63,7164.37,5180.89,6806.05,675.974
23.6,3272.41,3138.17,9460.01,941.776,7778.15,4144.51,4340.33,6671.81,981.068,2787.18,4915.55,8403.42,2448.92,4700.88,9347,7165.77,5182.28,6807.44,677.394
23.65,3273.8,3139.54,9461.4,943.168,7779.54,4145.9,4341.72,6673.21,982.46,2788.57,4916.94,8404.81,2450.31,4702.27,9348.37,7167.17,5183.67,6808.83,678.814
23.7,3275.19,3140.92,9462.79,944.561,7780.93,4147.29,4343.11,6674.6,983.851,2789.96,4918.33,8406.2,2451.7,4703.66,9349.74,7168.57,5185.06,6810.21,680.234
23.75,3276.57,3142.29,9464.18,945.953,7782.32,4148.68,4344.5,6675.99,985.242,2791.35,4919.72,8407.6,2453.09,4705.04,9351.11,7169.96,5186.45,6811.6,681.654
23.8,3277.96,3143.67,9465.57,947.345,7783.7,4150.06,4345.89,6677.38,986.634,2792.74,4921.11,8408.99,2454.48,4706.43,9352.48,7171.36,5187.84,6812.99,683.074
23.85,3279.35,3145.04,9466.96,948.738,7785.09,4151.45,4347.27,6678.77,988.025,2794.13,4922.51,8410.38,2455.87,4707.82,9353.85,7172.76,5189.23,6814.38,684.495
23.9,3280.74,3146.41,9468.34,950.13,7786.48,4152.84,4348.66,6680.16,989.416,2795.52,4923.9,8411.77,2457.26,4709.21,9355.22,7174.15,5190.62,6815.77,685.915
23.95,3282.13,3147.79,9469.73,951.522,7787.87,4154.23,4350.05,6681.55,990.808,2796.91,4925.29,8413.16,2458.65,4710.59,9356.59,7175.55,5192.01,6817.16,687.335
24,3283.51,3149.16,9471.12,952.915,7789.26,4155.62,4351.44,6682.94,992.199,2798.3,4926.68,8414.55,2460.04,4711.98,9357.96,7176.95,5193.39,6818.55,688.755
24.05,3284.9,3150.54,9472.51,954.307,7790.65,4157,4352.83,6684.34,993.59,2799.69,4928.07,8415.94,2461.43,4713.37,9359.33,7178.35,5194.78,6819.94,690.175
24.1,3286.29,3151.91,9473.9,955.699,7792.04,4158.39,4354.21,6685.73,994.981,2801.08,4929.46,8417.33,2462.82,4714.76,9360.7,7179.74,5196.17,6821.33,691.595
24.15,3287.68,3153.29,9475.29,957.092,7793.43,4159.78,4355.6,6687.12,996.373,2802.47,4930.86,8418.72,2464.21,4716.14,9362.07,7181.14,5197.56,6822.71,693.015
24.2,3289.07,3154.66,9476.68,958.484,7794.82,4161.17,4356.99,6688.51,997.764,2803.86,4932.25,8420.12,2465.6,4717.53,9363.44,7182.54,5198.95,6824.1,694.435
24.25,3290.46,3156.03,9478.07,959.877,7796.2,4162.56,4358.38,6689.9,999.155,2805.25,4933.64,8421.51,2466.99,4718.92,9364.81,7183.93,5200.34,6825.49,695.856
24.3,3291.84,3157.41,9479.46,961.269,7797.59,4163.94,4359.77,6691.29,1000.55,2806.64,4935.03,8422.9,2468.38,4720.31,9366.19,7185.33,5201.73,6826.88,697.276
24.35,3293.23,3158.78,9480.84,962.661,7798.98,4165.33,4361.16,6692.68,1001.94,2808.03,4936.42,8424.29,2469.77,4721.69,9367.56,7186.73,5203.12,6828.27,698.696
24.4,3294.62,3160.16,9482.23,964.054,7800.37,4166.72,4362.54,6694.07,1003.33,2809.42,4937.82,8425.68,2471.16,4723.08,9368.93,7188.13,5204.51,6829.66,700.116
24.45,3296.01,3161.53,9483.62,965.446,7801.76,4168.11,4363.93,6695.46,1004.72,2810.81,4939.21,8427.07,2472.55,4724.47,9370.3,7189.52,5205.89,6831.05,701.536
24.5,3297.4,3162.91,9485.01,966.838,7803.15,4169.5,4365.32,6696.86,1006.11,2812.2,4940.6,8428.46,2473.94,4725.86,9371.67,7190.92,5207.28,6832.44,702.956
24.55,3298.78,3164.28,9486.4,968.231,7804.54,4170.88,4366.71,6698.25,1007.5,2813.59,4941.99,8429.85,2475.33,4727.24,9373.04,7192.32,5208.67,6833.83,704.376
24.6,3300.17,3165.65,9487.79,969.623,7805.93,4172.27,4368.1,6699.64,1008.89,2814.98,4943.38,8431.25,2476.72,4728.63,9374.41,7193.72,5210.06,6835.21,705.796
24.65,3301.56,3167.03,9489.18,971.015,7807.32,4173.66,4369.49,6701.03,1010.29,2816.37,4944.78,8432.64,2478.11,4730.02,9375.78,7195.11,5211.45,6836.6,707.217
24.7,3302.95,3168.4,9490.57,972.408,7808.7,4175.05,4370.87,6702.42,1011.68,2817.76,4946.17,8434.03,2479.5,4731.4,9377.15,7196.51,5212.84,6837.99,708.637
24.75,3304.34,3169.78,9491.96,973.8,7810.09,4176.44,4372.26,6703.81,1013.07,2819.14,4947.56,8435.42,2480.89,4732.79,9378.52,7197.91,5214.23,6839.38,710.057
24.8,3305.72,3171.15,9493.34,975.192,7811.48,4177.82,4373.65,6705.2,1014.46,2820.53,4948.95,8436.81,2482.28,4734.18,9379.89,7199.3,5215.62,6840.77,711.477
24.85,3307.11,3172.53,9494.73,976.585,7812.87,4179.21,4375.04,6706.59,1015.85,2821.92,4950.34,8438.2,2483.67,4735.57,9381.26,7200.7,5217.01,6842.16,712.897
24.9,3308.5,3173.9,9496.12,977.977,7814.26,4180.6,4376.43,6707.98,1017.24,2823.31,4951.74,8439.59,2485.06,4736.95,9382.63,7202.1,5218.39,6843.55,714.317
24.95,3309.89,3175.27,9497.51,979.369,7815.65,4181.99,4377.81,6709.38,1018.63,2824.7,4953.13,8440.98,2486.44,4738.34,9384,7203.5,5219.78,6844.94,715.737
25,3311.28,3176.65,9498.9,980.762,7817.04,4183.38,4379.2,6710.77,1020.03,2826.09,4954.52,8442.37,2487.83,4739.73,9385.37,7204.89,5221.17,6846.33,717.157
25.05,3312.66,3178.02,9500.29,982.154,7818.43,4184.76,4380.59,6712.16,1021.42,2827.48,4955.91,8443.77,2489.22,4741.12,9386.74,7206.29,5222.56,6847.71,718.578
25.1,3314.05,3179.4,9501.68,983.546,7819.82,4186.15,4381.98,6713.55,1022.81,2828.87,4957.3,8445.16,2490.61,4742.5,9388.12,7207.69,5223.95,6849.1,719.998
25.15,3315.44,3180.77,9503.07,984.939,7821.2,4187.54,4383.37,6714.94,1024.2,2830.26,4958.7,8446.55,2492,4743.89,9389.49,7209.09,5225.34,6850.49,721.418
