time,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,N11,N12,N13,N14
1.15,7483.73,7525.56,701.346,2257.26,2655.24,4477.59,9529.12,4698.38,5630.69,316.531,858.328,6724.97,3715.49,6590.89
1.2,7485.12,7526.95,702.731,2258.64,2656.63,4478.99,9530.51,4699.76,5632.08,317.92,859.716,6726.36,3716.88,6592.28
1.25,7486.51,7528.34,704.117,2260.03,2658.01,4480.38,9531.9,4701.15,5633.47,319.308,861.105,6727.75,3718.27,6593.67
1.3,7487.89,7529.73,705.503,2261.42,2659.4,4481.78,9533.29,4702.54,5634.87,320.697,862.494,6729.14,3719.66,6595.06
1.35,7489.28,7531.12,706.888,2262.81,2660.79,4483.18,9534.68,4703.93,5636.26,322.086,863.883,6730.53,3721.05,6596.45
1.4,7490.67,7532.51,708.274,2264.2,2662.18,4484.58,9536.07,4705.32,5637.65,323.474,865.272,6731.92,3722.45,6597.84
1.45,7492.06,7533.9,709.659,2265.59,2663.57,4485.97,9537.47,4706.71,5639.05,324.863,866.661,6733.31,3723.84,6599.23
1.5,7493.44,7535.29,711.045,2266.98,2664.96,4487.37,9538.86,4708.1,5640.44,326.252,868.05,6734.7,3725.23,6600.62
1.55,7494.83,7536.67,712.43,2268.37,2666.35,4488.77,9540.25,4709.49,5641.83,327.641,869.439,6736.08,3726.62,6602
1.6,7496.22,7538.06,713.816,2269.76,2667.74,4490.17,9541.64,4710.88,5643.22,329.029,870.828,6737.47,3728.01,6603.39
1.65,7497.61,7539.45,715.201,2271.15,2669.13,4491.57,9543.03,4712.26,5644.62,330.418,872.216,6738.86,3729.4,6604.78
1.7,7499,7540.84,716.587,2272.54,2670.51,4492.96,9544.42,4713.65,5646.01,331.807,873.605,6740.25,3730.79,6606.17
1.75,7500.38,7542.23,717.972,2273.93,2671.9,4494.36,9545.81,4715.04,5647.4,333.195,874.994,6741.64,3732.18,6607.56
1.8,7501.77,7543.62,719.358,2275.31,2673.29,4495.76,9547.2,4716.43,5648.8,334.584,876.383,6743.03,3733.57,6608.95
1.85,7503.16,7545.01,720.743,2276.7,2674.68,4497.16,9548.6,4717.82,5650.19,335.973,877.772,6744.42,3734.96,6610.34
1.9,7504.55,7546.4,722.129,2278.09,2676.07,4498.55,9549.99,4719.21,5651.58,337.361,879.161,6745.81,3736.35,6611.73
1.95,7505.94,7547.79,723.515,2279.48,2677.46,4499.95,9551.38,4720.6,5652.98,338.75,880.55,6747.2,3737.75,6613.12
2,7507.32,7549.17,724.9,2280.87,2678.85,4501.35,9552.77,4721.99,5654.37,340.139,881.939,6748.59,3739.14,6614.51
2.05,7508.71,7550.56,726.286,2282.26,2680.24,4502.75,9554.16,4723.38,5655.76,341.527,883.328,6749.98,3740.53,6615.89
2.1,7510.1,7551.95,727.671,2283.65,2681.63,4504.14,9555.55,4724.76,5657.16,342.916,884.716,6751.37,3741.92,6617.28
2.15,7511.49,7553.34,729.057,2285.04,2683.01,4505.54,9556.94,4726.15,5658.55,344.305,886.105,6752.76,3743.31,6618.67
2.2,7512.88,7554.73,730.442,2286.43,2684.4,4506.94,9558.33,4727.54,5659.94,345.694,887.494,6754.15,3744.7,6620.06
2.25,7514.26,7556.12,731.828,2287.82,2685.79,4508.34,9559.73,4728.93,5661.34,347.082,888.883,6755.54,3746.09,6621.45
2.3,7515.65,7557.51,733.213,2289.21,2687.18,4509.73,9561.12,4730.32,5662.73,348.471,890.272,6756.93,3747.48,6622.84
2.35,7517.04,7558.9,734.599,2290.59,2688.57,4511.13,9562.51,4731.71,5664.12,349.86,891.661,6758.32,3748.87,6624.23
2.4,7518.43,7560.29,735.984,2291.98,2689.96,4512.53,9563.9,4733.1,5665.52,351.248,893.05,6759.71,3750.26,6625.62
2.45,7519.81,7561.67,737.37,2293.37,2691.35,4513.93,9565.29,4734.49,5666.91,352.637,894.439,6761.1,3751.65,6627.01
2.5,7521.2,7563.06,738.756,2294.76,2692.74,4515.32,9566.68,4735.88,5668.3,354.026,895.828,6762.49,3753.05,6628.4
2.55,7522.59,7564.45,740.141,2296.15,2694.13,4516.72,9568.07,4737.26,5669.7,355.414,897.216,6763.87,3754.44,6629.78
2.6,7523.98,7565.84,741.527,2297.54,2695.51,4518.12,9569.46,4738.65,5671.09,356.803,898.605,6765.26,3755.83,6631.17
2.65,7525.37,7567.23,742.912,2298.93,2696.9,4519.52,9570.86,4740.04,5672.48,358.192,899.994,6766.65,3757.22,6632.56
2.7,7526.75,7568.62,744.298,2300.32,2698.29,4520.91,9572.25,4741.43,5673.88,359.58,901.383,6768.04,3758.61,6633.95
2.75,7528.14,7570.01,745.683,2301.71,2699.68,4522.31,9573.64,4742.82,5675.27,360.969,902.772,6769.43,3760,6635.34
2.8,7529.53,7571.4,747.069,2303.1,2701.07,4523.71,9575.03,4744.21,5676.66,362.358,904.161,6770.82,3761.39,6636.73
2.85,7530.92,7572.79,748.454,2304.49,2702.46,4525.11,9576.42,4745.6,5678.06,363.747,905.55,6772.21,3762.78,6638.12
2.9,7532.31,7574.17,749.84,2305.88,2703.85,4526.5,9577.81,4746.99,5679.45,365.135,906.939,6773.6,3764.17,6639.51
2.95,7533.69,7575.56,751.225,2307.26,2705.24,4527.9,9579.2,4748.38,5680.84,366.524,908.328,6774.99,3765.56,6640.9
3,7535.08,7576.95,752.611,2308.65,2706.63,4529.3,9580.59,4749.76,5682.24,367.913,909.716,6776.38,3766.95,6642.29
3.05,7536.47,7578.34,753.997,2310.04,2708.01,4530.7,9581.99,4751.15,5683.63,369.301,911.105,6777.77,3768.35,6643.68
3.1,7537.86,7579.73,755.382,2311.43,2709.4,4532.1,9583.38,4752.54,5685.02,370.69,912.494,6779.16,3769.74,6645.06
3.15,7539.24,7581.12,756.768,2312.82,2710.79,4533.49,9584.77,4753.93,5686.41,372.079,913.883,6780.55,3771.13,6646.45
3.2,7540.63,7582.51,758.153,2314.21,2712.18,4534.89,9586.16,4755.32,5687.81,373.467,915.272,6781.94,3772.52,6647.84
3.25,7542.02,7583.9,759.539,2315.6,2713.57,4536.29,9587.55,4756.71,5689.2,374.856,916.661,6783.33,3773.91,6649.23
3.3,7543.41,7585.29,760.924,2316.99,2714.96,4537.69,9588.94,4758.1,5690.59,376.245,918.05,6784.72,3775.3,6650.62
3.35,7544.8,7586.67,762.31,2318.38,2716.35,4539.08,9590.33,4759.49,5691.99,377.634,919.439,6786.11,3776.69,6652.01
3.4,7546.18,7588.06,763.695,2319.77,2717.74,4540.48,9591.72,4760.88,5693.38,379.022,920.828,6787.5,3778.08,6653.4
3.45,7547.57,7589.45,765.081,2321.16,2719.13,4541.88,9593.11,4762.26,5694.77,380.411,922.216,6788.89,3779.47,6654.79
3.5,7548.96,7590.84,766.467,2322.54,2720.51,4543.28,9594.51,4763.65,5696.17,381.8,923.605,6790.28,3780.86,6656.18
3.55,7550.35,7592.23,767.852,2323.93,2721.9,4544.67,9595.9,4765.04,5697.56,383.188,924.994,6791.67,3782.25,6657.57
3.6,7551.74,7593.62,769.238,2325.32,2723.29,4546.07,9597.29,4766.43,5698.95,384.577,926.383,6793.05,3783.65,6658.95
3.65,7553.12,7595.01,770.623,2326.71,2724.68,4547.47,9598.68,4767.82,5700.35,385.966,927.772,6794.44,3785.04,6660.34
3.7,7554.51,7596.4,772.009,2328.1,2726.07,4548.87,9600.07,4769.21,5701.74,387.354,929.161,6795.83,3786.43,6661.73
3.75,7555.9,7597.79,773.394,2329.49,2727.46,4550.26,9601.46,4770.6,5703.13,388.743,930.55,6797.22,3787.82,6663.12
3.8,7557.29,7599.17,774.78,2330.88,2728.85,4551.66,9602.85,4771.99,5704.53,390.132,931.939,6798.61,3789.21,6664.51
3.85,7558.67,7600.56,776.165,2332.27,2730.24,4553.06,9604.24,4773.38,5705.92,391.52,933.328,6800,3790.6,6665.9
3.9,7560.06,7601.95,777.551,2333.66,2731.63,4554.46,9605.64,4774.76,5707.31,392.909,934.716,6801.39,3791.99,6667.29
3.95,7561.45,7603.34,778.937,2335.05,2733.01,4555.85,9607.03,4776.15,5708.71,394.298,936.105,6802.78,3793.38,6668.68
4,7562.84,7604.73,780.322,2336.44,2734.4,4557.25,9608.42,4777.54,5710.1,395.687,937.494,6804.17,3794.77,6670.07
4.05,7564.23,7606.12,781.708,2337.83,2735.79,4558.65,9609.81,4778.93,5711.49,397.075,938.883,6805.56,3796.16,6671.46
4.1,7565.61,7607.51,783.093,2339.21,2737.18,4560.05,9611.2,4780.32,5712.89,398.464,940.272,6806.95,3797.55,6672.84
4.15,7567,7608.9,784.479,2340.6,2738.57,4561.44,9612.59,4781.71,5714.28,399.853,941.661,6808.34,3798.95,6674.23
4.2,7568.39,7610.29,785.864,2341.99,2739.96,4562.84,9613.98,4783.1,5715.67,401.241,943.05,6809.73,3800.34,6675.62
4.25,7569.78,7611.67,787.25,2343.38,2741.35,4564.24,9615.37,4784.49,5717.07,402.63,944.439,6811.12,3801.73,6677.01
4.3,7571.17,7613.06,788.635,2344.77,2742.74,4565.64,9616.77,4785.88,5718.46,404.019,945.828,6812.51,3803.12,6678.4
4.35,7572.55,7614.45,790.021,2346.16,2744.13,4567.04,9618.16,4787.26,5719.85,405.407,947.216,6813.9,3804.51,6679.79
4.4,7573.94,7615.84,791.407,2347.55,2745.51,4568.43,9619.55,4788.65,5721.25,406.796,948.605,6815.29,3805.9,6681.18
4.45,7575.33,7617.23,792.792,2348.94,2746.9,4569.83,9620.94,4790.04,5722.64,408.185,949.994,6816.68,3807.29,6682.57
4.5,7576.72,7618.62,794.178,2350.33,2748.29,4571.23,9622.33,4791.43,5724.03,409.573,951.383,6818.07,3808.68,6683.96
4.55,7578.1,7620.01,795.563,2351.72,2749.68,4572.63,9623.72,4792.82,5725.42,410.962,952.772,6819.46,3810.07,6685.35
4.6,7579.49,7621.4,796.949,2353.11,2751.07,4574.02,9625.11,4794.21,5726.82,412.351,954.161,6820.84,3811.46,6686.73
4.65,7580.88,7622.79,798.334,2354.49,2752.46,4575.42,9626.5,4795.6,5728.21,413.74,955.55,6822.23,3812.85,6688.12
4.7,7582.27,7624.17,799.72,2355.88,2753.85,4576.82,9627.9,4796.99,5729.6,415.128,956.939,6823.62,3814.25,6689.51
4.75,7583.66,7625.56,801.105,2357.27,2755.24,4578.22,9629.29,4798.38,5731,416.517,958.328,6825.01,3815.64,6690.9
4.8,7585.04,7626.95,802.491,2358.66,2756.63,4579.61,9630.68,4799.76,5732.39,417.906,959.716,6826.4,3817.03,6692.29
4.85,7586.43,7628.34,803.877,2360.05,2758.01,4581.01,9632.07,4801.15,5733.78,419.294,961.105,6827.79,3818.42,6693.68
4.9,7587.82,7629.73,805.262,2361.44,2759.4,4582.41,9633.46,4802.54,5735.18,420.683,962.494,6829.18,3819.81,6695.07
4.95,7589.21,7631.12,806.648,2362.83,2760.79,4583.81,9634.85,4803.93,5736.57,422.072,963.883,6830.57,3821.2,6696.46
5,7590.6,7632.51,808.033,2364.22,2762.18,4585.2,9636.24,4805.32,5737.96,423.46,965.272,6831.96,3822.59,6697.85
5.05,7591.98,7633.9,809.419,2365.61,2763.57,4586.6,9637.63,4806.71,5739.36,424.849,966.661,6833.35,3823.98,6699.24
5.1,7593.37,7635.29,810.804,2367,2764.96,4588,9639.03,4808.1,5740.75,426.238,968.05,6834.74,3825.37,6700.62
5.15,7594.76,7636.67,812.19,2368.39,2766.35,4589.4,9640.42,4809.49,5742.14,427.626,969.439,6836.13,3826.76,6702.01
5.2,7596.15,7638.06,813.575,2369.77,2767.74,4590.79,9641.81,4810.88,5743.54,429.015,970.828,6837.52,3828.15,6703.4
5.25,7597.53,7639.45,814.961,2371.16,2769.13,4592.19,9643.2,4812.26,5744.93,430.404,972.216,6838.91,3829.55,6704.79
5.3,7598.92,7640.84,816.347,2372.55,2770.51,4593.59,9644.59,4813.65,5746.32,431.793,973.605,6840.3,3830.94,6706.18
5.35,7600.31,7642.23,817.732,2373.94,2771.9,4594.99,9645.98,4815.04,5747.72,433.181,974.994,6841.69,3832.33,6707.57
5.4,7601.7,7643.62,819.118,2375.33,2773.29,4596.38,9647.37,4816.43,5749.11,434.57,976.383,6843.08,3833.72,6708.96
5.45,7603.09,7645.01,820.503,2376.72,2774.68,4597.78,9648.76,4817.82,5750.5,435.959,977.772,6844.47,3835.11,6710.35
5.5,7604.47,7646.4,821.889,2378.11,2776.07,4599.18,9650.15,4819.21,5751.9,437.347,979.161,6845.86,3836.5,6711.74
5.55,7605.86,7647.79,823.274,2379.5,2777.46,4600.58,9651.55,4820.6,5753.29,438.736,980.55,6847.25,3837.89,6713.13
5.6,7607.25,7649.17,824.66,2380.89,2778.85,4601.98,9652.94,4821.99,5754.68,440.125,981.939,6848.64,3839.28,6714.51
5.65,7608.64,7650.56,826.046,2382.28,2780.24,4603.37,9654.33,4823.38,5756.08,441.513,983.328,6850.02,3840.67,6715.9
5.7,7610.03,7651.95,827.431,2383.67,2781.63,4604.77,9655.72,4824.76,5757.47,442.902,984.716,6851.41,3842.06,6717.29
5.75,7611.41,7653.34,828.817,2385.06,2783.01,4606.17,9657.11,4826.15,5758.86,444.291,986.105,6852.8,3843.45,6718.68
5.8,7612.8,7654.73,830.202,2386.44,2784.4,4607.57,9658.5,4827.54,5760.26,445.679,987.494,6854.19,3844.85,6720.07
5.85,7614.19,7656.12,831.588,2387.83,2785.79,4608.96,9659.89,4828.93,5761.65,447.068,988.883,6855.58,3846.24,6721.46
5.9,7615.58,7657.51,832.973,2389.22,2787.18,4610.36,9661.28,4830.32,5763.04,448.457,990.272,6856.97,3847.63,6722.85
5.95,7616.96,7658.9,834.359,2390.61,2788.57,4611.76,9662.68,4831.71,5764.43,449.845,991.661,6858.36,3849.02,6724.24
6,7618.35,7660.29,835.745,2392,2789.96,4613.16,9664.07,4833.1,5765.83,451.234,993.05,6859.75,3850.41,6725.63
6.05,7619.74,7661.67,837.13,2393.39,2791.35,4614.55,9665.46,4834.49,5767.22,452.623,994.439,6861.14,3851.8,6727.02
6.1,7621.13,7663.06,838.516,2394.78,2792.74,4615.95,9666.85,4835.88,5768.61,454.012,995.828,6862.53,3853.19,6728.41
6.15,7622.52,7664.45,839.901,2396.17,2794.13,4617.35,9668.24,4837.26,5770.01,455.4,997.216,6863.92,3854.58,6729.79
6.2,7623.9,7665.84,841.287,2397.56,2795.51,4618.75,9669.63,4838.65,5771.4,456.789,998.605,6865.31,3855.97,6731.18
6.25,7625.29,7667.23,842.672,2398.95,2796.9,4620.14,9671.02,4840.04,5772.79,458.178,999.994,6866.7,3857.36,6732.57
6.3,7626.68,7668.62,844.058,2400.34,2798.29,4621.54,9672.41,4841.43,5774.19,459.566,1001.38,6868.09,3858.75,6733.96
6.35,7628.07,7670.01,845.443,2401.72,2799.68,4622.94,9673.81,4842.82,5775.58,460.955,1002.77,6869.48,3860.15,6735.35
6.4,7629.46,7671.4,846.829,2403.11,2801.07,4624.34,9675.2,4844.21,5776.97,462.344,1004.16,6870.87,3861.54,6736.74
6.45,7630.84,7672.79,848.215,2404.5,2802.46,4625.73,9676.59,4845.6,5778.37,463.732,1005.55,6872.26,3862.93,6738.13
6.5,7632.23,7674.17,849.6,2405.89,2803.85,4627.13,9677.98,4846.99,5779.76,465.121,1006.94,6873.65,3864.32,6739.52
6.55,7633.62,7675.56,850.986,2407.28,2805.24,4628.53,9679.37,4848.38,5781.15,466.51,1008.33,6875.04,3865.71,6740.91
6.6,7635.01,7676.95,852.371,2408.67,2806.63,4629.93,9680.76,4849.76,5782.55,467.898,1009.72,6876.43,3867.1,6742.3
6.65,7636.39,7678.34,853.757,2410.06,2808.01,4631.32,9682.15,4851.15,5783.94,469.287,1011.11,6877.82,3868.49,6743.68
6.7,7637.78,7679.73,855.142,2411.45,2809.4,4632.72,9683.54,4852.54,5785.33,470.676,1012.49,6879.2,3869.88,6745.07
6.75,7639.17,7681.12,856.528,2412.84,2810.79,4634.12,9684.94,4853.93,5786.73,472.065,1013.88,6880.59,3871.27,6746.46
6.8,7640.56,7682.51,857.914,2414.23,2812.18,4635.52,9686.33,4855.32,5788.12,473.453,1015.27,6881.98,3872.66,6747.85
6.85,7641.95,7683.9,859.299,2415.62,2813.57,4636.92,9687.72,4856.71,5789.51,474.842,1016.66,6883.37,3874.05,6749.24
6.9,7643.33,7685.29,860.685,2417.01,2814.96,4638.31,9689.11,4858.1,5790.91,476.231,1018.05,6884.76,3875.45,6750.63
6.95,7644.72,7686.67,862.07,2418.39,2816.35,4639.71,9690.5,4859.49,5792.3,477.619,1019.44,6886.15,3876.84,6752.02
7,7646.11,7688.06,863.456,2419.78,2817.74,4641.11,9691.89,4860.88,5793.69,479.008,1020.83,6887.54,3878.23,6753.41
7.05,7647.5,7689.45,864.841,2421.17,2819.13,4642.51,9693.28,4862.26,5795.09,480.397,1022.22,6888.93,3879.62,6754.8
7.1,7648.89,7690.84,866.227,2422.56,2820.51,4643.9,9694.67,4863.65,5796.48,481.785,1023.61,6890.32,3881.01,6756.19
7.15,7650.27,7692.23,867.613,2423.95,2821.9,4645.3,9696.07,4865.04,5797.87,483.174,1024.99,6891.71,3882.4,6757.57
7.2,7651.66,7693.62,868.998,2425.34,2823.29,4646.7,9697.46,4866.43,5799.27,484.563,1026.38,6893.1,3883.79,6758.96
7.25,7653.05,7695.01,870.384,2426.73,2824.68,4648.1,9698.85,4867.82,5800.66,485.951,1027.77,6894.49,3885.18,6760.35
7.3,7654.44,7696.4,871.769,2428.12,2826.07,4649.49,9700.24,4869.21,5802.05,487.34,1029.16,6895.88,3886.57,6761.74
7.35,7655.82,7697.79,873.155,2429.51,2827.46,4650.89,9701.63,4870.6,5803.44,488.729,1030.55,6897.27,3887.96,6763.13
7.4,7657.21,7699.17,874.541,2430.9,2828.85,4652.29,9703.02,4871.99,5804.84,490.118,1031.94,6898.66,3889.35,6764.52
7.45,7658.6,7700.56,875.926,2432.29,2830.24,4653.69,9704.41,4873.38,5806.23,491.506,1033.33,6900.05,3890.75,6765.91
7.5,7659.99,7701.95,877.312,2433.67,2831.63,4655.08,9705.8,4874.76,5807.62,492.895,1034.72,6901.44,3892.14,6767.3
7.55,7661.38,7703.34,878.697,2435.06,2833.01,4656.48,9707.19,4876.15,5809.02,494.284,1036.11,6902.83,3893.53,6768.69
7.6,7662.76,7704.73,880.083,2436.45,2834.4,4657.88,9708.59,4877.54,5810.41,495.672,1037.49,6904.22,3894.92,6770.08
7.65,7664.15,7706.12,881.468,2437.84,2835.79,4659.28,9709.98,4878.93,5811.8,497.061,1038.88,6905.61,3896.31,6771.46
7.7,7665.54,7707.51,882.854,2439.23,2837.18,4660.67,9711.37,4880.32,5813.2,498.45,1040.27,6907,3897.7,6772.85
7.75,7666.93,7708.9,884.24,2440.62,2838.57,4662.07,9712.76,4881.71,5814.59,499.838,1041.66,6908.38,3899.09,6774.24
7.8,7668.31,7710.29,885.625,2442.01,2839.96,4663.47,9714.15,4883.1,5815.98,501.227,1043.05,6909.77,3900.48,6775.63
7.85,7669.7,7711.67,887.011,2443.4,2841.35,4664.87,9715.54,4884.49,5817.38,502.616,1044.44,6911.16,3901.87,6777.02
7.9,7671.09,7713.06,888.396,2444.79,2842.74,4666.26,9716.93,4885.88,5818.77,504.004,1045.83,6912.55,3903.26,6778.41
7.95,7672.48,7714.45,889.782,2446.18,2844.13,4667.66,9718.32,4887.26,5820.16,505.393,1047.22,6913.94,3904.65,6779.8
8,7673.87,7715.84,891.167,2447.57,2845.51,4669.06,9719.72,4888.65,5821.56,506.782,1048.61,6915.33,3906.05,6781.19
8.05,7675.25,7717.23,892.553,2448.96,2846.9,4670.46,9721.11,4890.04,5822.95,508.171,1049.99,6916.72,3907.44,6782.58
8.1,7676.64,7718.62,893.939,2450.34,2848.29,4671.86,9722.5,4891.43,5824.34,509.559,1051.38,6918.11,3908.83,6783.97
8.15,7678.03,7720.01,895.324,2451.73,2849.68,4673.25,9723.89,4892.82,5825.74,510.948,1052.77,6919.5,3910.22,6785.35
8.2,7679.42,7721.4,896.71,2453.12,2851.07,4674.65,9725.28,4894.21,5827.13,512.337,1054.16,6920.89,3911.61,6786.74
8.25,7680.81,7722.79,898.095,2454.51,2852.46,4676.05,9726.67,4895.6,5828.52,513.725,1055.55,6922.28,3913,6788.13
8.3,7682.19,7724.17,899.481,2455.9,2853.85,4677.45,9728.06,4896.99,5829.92,515.114,1056.94,6923.67,3914.39,6789.52
8.35,7683.58,7725.56,900.867,2457.29,2855.24,4678.84,9729.45,4898.38,5831.31,516.503,1058.33,6925.06,3915.78,6790.91
8.4,7684.97,7726.95,902.252,2458.68,2856.63,4680.24,9730.85,4899.76,5832.7,517.891,1059.72,6926.45,3917.17,6792.3
8.45,7686.36,7728.34,903.638,2460.07,2858.01,4681.64,9732.24,4901.15,5834.1,519.28,1061.11,6927.84,3918.56,6793.69
8.5,7687.74,7729.73,905.023,2461.46,2859.4,4683.04,9733.63,4902.54,5835.49,520.669,1062.49,6929.23,3919.95,6795.08
8.55,7689.13,7731.12,906.409,2462.85,2860.79,4684.43,9735.02,4903.93,5836.88,522.057,1063.88,6930.62,3921.35,6796.47
8.6,7690.52,7732.51,907.794,2464.24,2862.18,4685.83,9736.41,4905.32,5838.27,523.446,1065.27,6932.01,3922.74,6797.86
8.65,7691.91,7733.9,909.18,2465.62,2863.57,4687.23,9737.8,4906.71,5839.67,524.835,1066.66,6933.4,3924.13,6799.25
8.7,7693.3,7735.29,910.566,2467.01,2864.96,4688.63,9739.19,4908.1,5841.06,526.223,1068.05,6934.79,3925.52,6800.63
8.75,7694.68,7736.67,911.951,2468.4,2866.35,4690.02,9740.58,4909.49,5842.45,527.612,1069.44,6936.18,3926.91,6802.02
8.8,7696.07,7738.06,913.337,2469.79,2867.74,4691.42,9741.98,4910.88,5843.85,529.001,1070.83,6937.56,3928.3,6803.41
8.85,7697.46,7739.45,914.722,2471.18,2869.13,4692.82,9743.37,4912.26,5845.24,530.39,1072.22,6938.95,3929.69,6804.8
8.9,7698.85,7740.84,916.108,2472.57,2870.51,4694.22,9744.76,4913.65,5846.63,531.778,1073.61,6940.34,3931.08,6806.19
8.95,7700.24,7742.23,917.494,2473.96,2871.9,4695.61,9746.15,4915.04,5848.03,533.167,1074.99,6941.73,3932.47,6807.58
9,7701.62,7743.62,918.879,2475.35,2873.29,4697.01,9747.54,4916.43,5849.42,534.556,1076.38,6943.12,3933.86,6808.97
9.05,7703.01,7745.01,920.265,2476.74,2874.68,4698.41,9748.93,4917.82,5850.81,535.944,1077.77,6944.51,3935.25,6810.36
9.1,7704.4,7746.4,921.65,2478.13,2876.07,4699.81,9750.32,4919.21,5852.21,537.333,1079.16,6945.9,3936.65,6811.75
9.15,7705.79,7747.79,923.036,2479.52,2877.46,4701.21,9751.71,4920.6,5853.6,538.722,1080.55,6947.29,3938.04,6813.14
9.2,7707.17,7749.17,924.421,2480.9,2878.85,4702.6,9753.1,4921.99,5854.99,540.11,1081.94,6948.68,3939.43,6814.52
9.25,7708.56,7750.56,925.807,2482.29,2880.24,4704,9754.5,4923.38,5856.39,541.499,1083.33,6950.07,3940.82,6815.91
9.3,7709.95,7751.95,927.193,2483.68,2881.63,4705.4,9755.89,4924.76,5857.78,542.888,1084.72,6951.46,3942.21,6817.3
9.35,7711.34,7753.34,928.578,2485.07,2883.01,4706.8,9757.28,4926.15,5859.17,544.276,1086.11,6952.85,3943.6,6818.69
9.4,7712.73,7754.73,929.964,2486.46,2884.4,4708.19,9758.67,4927.54,5860.57,545.665,1087.49,6954.24,3944.99,6820.08
9.45,7714.11,7756.12,931.349,2487.85,2885.79,4709.59,9760.06,4928.93,5861.96,547.054,1088.88,6955.63,3946.38,6821.47
9.5,7715.5,7757.51,932.735,2489.24,2887.18,4710.99,9761.45,4930.32,5863.35,548.442,1090.27,6957.02,3947.77,6822.86
9.55,7716.89,7758.9,934.121,2490.63,2888.57,4712.39,9762.84,4931.71,5864.75,549.831,1091.66,6958.41,3949.16,6824.25
9.6,7718.28,7760.29,935.506,2492.02,2889.96,4713.78,9764.23,4933.1,5866.14,551.22,1093.05,6959.8,3950.55,6825.64
9.65,7719.66,7761.67,936.892,2493.41,2891.35,4715.18,9765.63,4934.49,5867.53,552.609,1094.44,6961.19,3951.95,6827.03
9.7,7721.05,7763.06,938.277,2494.8,2892.74,4716.58,9767.02,4935.88,5868.93,553.997,1095.83,6962.58,3953.34,6828.41
