time,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,N11,N12,N13,N14,N15,N16
0,1183.21,5184.38,2311.91,9512.39,5644.07,4582.96,974.084,6224.57,8363.91,94.2074,3351.24,3707.18,5751.02,8142.17,1991.36,8247.45
0.05,1184.6,5185.77,2313.3,9513.78,5645.44,4584.35,975.464,6225.96,8365.3,95.599,3352.65,3708.57,5752.41,8143.54,1992.75,8248.84
0.1,1185.99,5187.15,2314.69,9515.17,5646.81,4585.75,976.845,6227.35,8366.69,96.9906,3354.06,3709.97,5753.8,8144.91,1994.14,8250.22
0.15,1187.37,5188.54,2316.08,9516.56,5648.19,4587.14,978.225,6228.74,8368.08,98.3822,3355.46,3711.36,5755.19,8146.28,1995.53,8251.61
0.2,1188.76,5189.93,2317.47,9517.95,5649.56,4588.53,979.605,6230.14,8369.47,99.7738,3356.87,3712.75,5756.58,8147.65,1996.92,8253
0.25,1190.15,5191.32,2318.86,9519.35,5650.93,4589.93,980.985,6231.53,8370.86,101.165,3358.28,3714.15,5757.97,8149.03,1998.31,8254.38
0.3,1191.54,5192.71,2320.25,9520.74,5652.31,4591.32,982.365,6232.92,8372.25,102.557,3359.69,3715.54,5759.36,8150.4,1999.7,8255.77
0.35,1192.93,5194.1,2321.64,9522.13,5653.68,4592.71,983.746,6234.31,8373.64,103.949,3361.1,3716.93,5760.75,8151.77,2001.09,8257.16
0.4,1194.32,5195.49,2323.03,9523.52,5655.06,4594.11,985.126,6235.7,8375.02,105.34,3362.51,3718.33,5762.14,8153.14,2002.48,8258.54
0.45,1195.71,5196.88,2324.41,9524.91,5656.43,4595.5,986.506,6237.09,8376.41,106.732,3363.91,3719.72,5763.52,8154.52,2003.88,8259.93
0.5,1197.1,5198.26,2325.8,9526.3,5657.8,4596.89,987.886,6238.48,8377.8,108.123,3365.32,3721.11,5764.91,8155.89,2005.27,8261.32
0.55,1198.49,5199.65,2327.19,9527.69,5659.18,4598.29,989.267,6239.87,8379.19,109.515,3366.73,3722.51,5766.3,8157.26,2006.66,8262.7
0.6,1199.87,5201.04,2328.58,9529.08,5660.55,4599.68,990.647,6241.27,8380.58,110.907,3368.14,3723.9,5767.69,8158.63,2008.05,8264.09
0.65,1201.26,5202.43,2329.97,9530.47,5661.92,4601.07,992.027,6242.66,8381.97,112.298,3369.55,3725.29,5769.08,8160.01,2009.44,8265.48
0.7,1202.65,5203.82,2331.36,9531.86,5663.3,4602.47,993.407,6244.05,8383.36,113.69,3370.96,3726.69,5770.47,8161.38,2010.83,8266.86
0.75,1204.04,5205.21,2332.75,9533.25,5664.67,4603.86,994.787,6245.44,8384.75,115.081,3372.37,3728.08,5771.86,8162.75,2012.22,8268.25
0.8,1205.43,5206.6,2334.14,9534.64,5666.04,4605.25,996.168,6246.83,8386.14,116.473,3373.77,3729.47,5773.25,8164.12,2013.61,8269.64
0.85,1206.82,5207.99,2335.53,9536.03,5667.42,4606.65,997.548,6248.22,8387.52,117.865,3375.18,3730.87,5774.64,8165.49,2015,8271.02
0.9,1208.21,5209.37,2336.91,9537.42,5668.79,4608.04,998.928,6249.61,8388.91,119.256,3376.59,3732.26,5776.02,8166.87,2016.39,8272.41
0.95,1209.6,5210.76,2338.3,9538.81,5670.16,4609.43,1000.31,6251,8390.3,120.648,3378,3733.65,5777.41,8168.24,2017.78,8273.8
1,1210.99,5212.15,2339.69,9540.21,5671.54,4610.83,1001.69,6252.4,8391.69,122.039,3379.41,3735.05,5778.8,8169.61,2019.17,8275.18
1.05,1212.37,5213.54,2341.08,9541.6,5672.91,4612.22,1003.07,6253.79,8393.08,123.431,3380.82,3736.44,5780.19,8170.98,2020.56,8276.57
1.1,1213.76,5214.93,2342.47,9542.99,5674.28,4613.61,1004.45,6255.18,8394.47,124.823,3382.22,3737.83,5781.58,8172.36,2021.95,8277.96
1.15,1215.15,5216.32,2343.86,9544.38,5675.66,4615.01,1005.83,6256.57,8395.86,126.214,3383.63,3739.23,5782.97,8173.73,2023.34,8279.34
1.2,1216.54,5217.71,2345.25,9545.77,5677.03,4616.4,1007.21,6257.96,8397.25,127.606,3385.04,3740.62,5784.36,8175.1,2024.73,8280.73
1.25,1217.93,5219.1,2346.64,9547.16,5678.4,4617.79,1008.59,6259.35,8398.64,128.997,3386.45,3742.01,5785.75,8176.47,2026.12,8282.12
1.3,1219.32,5220.48,2348.03,9548.55,5679.78,4619.19,1009.97,6260.74,8400.02,130.389,3387.86,3743.41,5787.14,8177.85,2027.51,8283.5
1.35,1220.71,5221.87,2349.41,9549.94,5681.15,4620.58,1011.35,6262.13,8401.41,131.781,3389.27,3744.8,5788.52,8179.22,2028.9,8284.89
1.4,1222.1,5223.26,2350.8,9551.33,5682.52,4621.97,1012.73,6263.52,8402.8,133.172,3390.67,3746.19,5789.91,8180.59,2030.29,8286.28
1.45,1223.49,5224.65,2352.19,9552.72,5683.9,4623.37,1014.11,6264.92,8404.19,134.564,3392.08,3747.59,5791.3,8181.96,2031.68,8287.67
1.5,1224.87,5226.04,2353.58,9554.11,5685.27,4624.76,1015.49,6266.31,8405.58,135.955,3393.49,3748.98,5792.69,8183.34,2033.07,8289.05
1.55,1226.26,5227.43,2354.97,9555.5,5686.64,4626.15,1016.87,6267.7,8406.97,137.347,3394.9,3750.37,5794.08,8184.71,2034.46,8290.44
1.6,1227.65,5228.82,2356.36,9556.89,5688.02,4627.55,1018.25,6269.09,8408.36,138.738,3396.31,3751.77,5795.47,8186.08,2035.85,8291.83
1.65,1229.04,5230.21,2357.75,9558.28,5689.39,4628.94,1019.63,6270.48,8409.75,140.13,3397.72,3753.16,5796.86,8187.45,2037.24,8293.21
1.7,1230.43,5231.59,2359.14,9559.67,5690.76,4630.33,1021.01,6271.87,8411.14,141.522,3399.12,3754.55,5798.25,8188.82,2038.63,8294.6
1.75,1231.82,5232.98,2360.53,9561.07,5692.14,4631.73,1022.39,6273.26,8412.52,142.913,3400.53,3755.95,5799.64,8190.2,2040.02,8295.99
1.8,1233.21,5234.37,2361.91,9562.46,5693.51,4633.12,1023.77,6274.65,8413.91,144.305,3401.94,3757.34,5801.02,8191.57,2041.41,8297.37
1.85,1234.6,5235.76,2363.3,9563.85,5694.88,4634.51,1025.15,6276.05,8415.3,145.696,3403.35,3758.73,5802.41,8192.94,2042.8,8298.76
1.9,1235.99,5237.15,2364.69,9565.24,5696.26,4635.91,1026.53,6277.44,8416.69,147.088,3404.76,3760.13,5803.8,8194.31,2044.19,8300.15
1.95,1237.37,5238.54,2366.08,9566.63,5697.63,4637.3,1027.91,6278.83,8418.08,148.48,3406.17,3761.52,5805.19,8195.69,2045.58,8301.53
2,1238.76,5239.93,2367.47,9568.02,5699,4638.69,1029.29,6280.22,8419.47,149.871,3407.57,3762.91,5806.58,8197.06,2046.97,8302.92
2.05,1240.15,5241.32,2368.86,9569.41,5700.38,4640.08,1030.67,6281.61,8420.86,151.263,3408.98,3764.31,5807.97,8198.43,2048.36,8304.31
2.1,1241.54,5242.7,2370.25,9570.8,5701.75,4641.48,1032.05,6283,8422.25,152.654,3410.39,3765.7,5809.36,8199.8,2049.75,8305.69
2.15,1242.93,5244.09,2371.64,9572.19,5703.13,4642.87,1033.43,6284.39,8423.64,154.046,3411.8,3767.09,5810.75,8201.18,2051.14,8307.08
2.2,1244.32,5245.48,2373.03,9573.58,5704.5,4644.26,1034.81,6285.78,8425.02,155.438,3413.21,3768.49,5812.14,8202.55,2052.54,8308.47
2.25,1245.71,5246.87,2374.41,9574.97,5705.87,4645.66,1036.19,6287.18,8426.41,156.829,3414.62,3769.88,5813.52,8203.92,2053.93,8309.85
2.3,1247.1,5248.26,2375.8,9576.36,5707.25,4647.05,1037.57,6288.57,8427.8,158.221,3416.03,3771.27,5814.91,8205.29,2055.32,8311.24
2.35,1248.49,5249.65,2377.19,9577.75,5708.62,4648.44,1038.95,6289.96,8429.19,159.612,3417.43,3772.67,5816.3,8206.67,2056.71,8312.63
2.4,1249.87,5251.04,2378.58,9579.14,5709.99,4649.84,1040.33,6291.35,8430.58,161.004,3418.84,3774.06,5817.69,8208.04,2058.1,8314.01
2.45,1251.26,5252.43,2379.97,9580.53,5711.37,4651.23,1041.71,6292.74,8431.97,162.396,3420.25,3775.45,5819.08,8209.41,2059.49,8315.4
2.5,1252.65,5253.81,2381.36,9581.92,5712.74,4652.62,1043.09,6294.13,8433.36,163.787,3421.66,3776.85,5820.47,8210.78,2060.88,8316.79
2.55,1254.04,5255.2,2382.75,9583.32,5714.11,4654.02,1044.48,6295.52,8434.75,165.179,3423.07,3778.24,5821.86,8212.16,2062.27,8318.17
2.6,1255.43,5256.59,2384.14,9584.71,5715.49,4655.41,1045.86,6296.91,8436.14,166.57,3424.48,3779.63,5823.25,8213.53,2063.66,8319.56
2.65,1256.82,5257.98,2385.53,9586.1,5716.86,4656.8,1047.24,6298.31,8437.52,167.962,3425.88,3781.03,5824.64,8214.9,2065.05,8320.95
2.7,1258.21,5259.37,2386.91,9587.49,5718.23,4658.2,1048.62,6299.7,8438.91,169.354,3427.29,3782.42,5826.02,8216.27,2066.44,8322.33
2.75,1259.6,5260.76,2388.3,9588.88,5719.61,4659.59,1050,6301.09,8440.3,170.745,3428.7,3783.82,5827.41,8217.65,2067.83,8323.72
2.8,1260.99,5262.15,2389.69,9590.27,5720.98,4660.98,1051.38,6302.48,8441.69,172.137,3430.11,3785.21,5828.8,8219.02,2069.22,8325.11
2.85,1262.37,5263.54,2391.08,9591.66,5722.35,4662.38,1052.76,6303.87,8443.08,173.528,3431.52,3786.6,5830.19,8220.39,2070.61,8326.49
2.9,1263.76,5264.92,2392.47,9593.05,5723.73,4663.77,1054.14,6305.26,8444.47,174.92,3432.93,3788,5831.58,8221.76,2072,8327.88
2.95,1265.15,5266.31,2393.86,9594.44,5725.1,4665.16,1055.52,6306.65,8445.86,176.312,3434.33,3789.39,5832.97,8223.13,2073.39,8329.27
3,1266.54,5267.7,2395.25,9595.83,5726.47,4666.56,1056.9,6308.04,8447.25,177.703,3435.74,3790.78,5834.36,8224.51,2074.78,8330.66
3.05,1267.93,5269.09,2396.64,9597.22,5727.85,4667.95,1058.28,6309.44,8448.64,179.095,3437.15,3792.18,5835.75,8225.88,2076.17,8332.04
3.1,1269.32,5270.48,2398.03,9598.61,5729.22,4669.34,1059.66,6310.83,8450.02,180.486,3438.56,3793.57,5837.14,8227.25,2077.56,8333.43
3.15,1270.71,5271.87,2399.41,9600,5730.59,4670.74,1061.04,6312.22,8451.41,181.878,3439.97,3794.96,5838.52,8228.62,2078.95,8334.82
3.2,1272.1,5273.26,2400.8,9601.39,5731.97,4672.13,1062.42,6313.61,8452.8,183.27,3441.38,3796.36,5839.91,8230,2080.34,8336.2
3.25,1273.49,5274.65,2402.19,9602.78,5733.34,4673.52,1063.8,6315,8454.19,184.661,3442.78,3797.75,5841.3,8231.37,2081.73,8337.59
3.3,1274.87,5276.03,2403.58,9604.18,5734.72,4674.92,1065.18,6316.39,8455.58,186.053,3444.19,3799.14,5842.69,8232.74,2083.12,8338.98
3.35,1276.26,5277.42,2404.97,9605.57,5736.09,4676.31,1066.56,6317.78,8456.97,187.444,3445.6,3800.54,5844.08,8234.11,2084.51,8340.36
3.4,1277.65,5278.81,2406.36,9606.96,5737.46,4677.7,1067.94,6319.17,8458.36,188.836,3447.01,3801.93,5845.47,8235.49,2085.9,8341.75
3.45,1279.04,5280.2,2407.75,9608.35,5738.84,4679.1,1069.32,6320.57,8459.75,190.227,3448.42,3803.32,5846.86,8236.86,2087.29,8343.14
3.5,1280.43,5281.59,2409.14,9609.74,5740.21,4680.49,1070.7,6321.96,8461.14,191.619,3449.83,3804.72,5848.25,8238.23,2088.68,8344.52
3.55,1281.82,5282.98,2410.53,9611.13,5741.58,4681.88,1072.08,6323.35,8462.52,193.011,3451.23,3806.11,5849.64,8239.6,2090.07,8345.91
3.6,1283.21,5284.37,2411.91,9612.52,5742.96,4683.28,1073.46,6324.74,8463.91,194.402,3452.64,3807.5,5851.02,8240.98,2091.46,8347.3
3.65,1284.6,5285.76,2413.3,9613.91,5744.33,4684.67,1074.84,6326.13,8465.3,195.794,3454.05,3808.9,5852.41,8242.35,2092.85,8348.68
3.7,1285.99,5287.14,2414.69,9615.3,5745.7,4686.06,1076.22,6327.52,8466.69,197.185,3455.46,3810.29,5853.8,8243.72,2094.24,8350.07
3.75,1287.37,5288.53,2416.08,9616.69,5747.08,4687.46,1077.6,6328.91,8468.08,198.577,3456.87,3811.68,5855.19,8245.09,2095.63,8351.46
3.8,1288.76,5289.92,2417.47,9618.08,5748.45,4688.85,1078.98,6330.3,8469.47,199.969,3458.28,3813.08,5856.58,8246.47,2097.02,8352.84
3.85,1290.15,5291.31,2418.86,9619.47,5749.82,4690.24,1080.36,6331.69,8470.86,201.36,3459.69,3814.47,5857.97,8247.84,2098.41,8354.23
3.9,1291.54,5292.7,2420.25,9620.86,5751.2,4691.64,1081.74,6333.09,8472.25,202.752,3461.09,3815.86,5859.36,8249.21,2099.8,8355.62
3.95,1292.93,5294.09,2421.64,9622.25,5752.57,4693.03,1083.12,6334.48,8473.64,204.143,3462.5,3817.26,5860.75,8250.58,2101.19,8357
4,1294.32,5295.48,2423.03,9623.64,5753.94,4694.42,1084.5,6335.87,8475.02,205.535,3463.91,3818.65,5862.14,8251.96,2102.59,8358.39
4.05,1295.71,5296.87,2424.41,9625.04,5755.32,4695.82,1085.88,6337.26,8476.41,206.927,3465.32,3820.04,5863.52,8253.33,2103.98,8359.78
4.1,1297.1,5298.25,2425.8,9626.43,5756.69,4697.21,1087.26,6338.65,8477.8,208.318,3466.73,3821.44,5864.91,8254.7,2105.37,8361.16
4.15,1298.49,5299.64,2427.19,9627.82,5758.06,4698.6,1088.64,6340.04,8479.19,209.71,3468.14,3822.83,5866.3,8256.07,2106.76,8362.55
4.2,1299.87,5301.03,2428.58,9629.21,5759.44,4700,1090.02,6341.43,8480.58,211.101,3469.54,3824.22,5867.69,8257.45,2108.15,8363.94
4.25,1301.26,5302.42,2429.97,9630.6,5760.81,4701.39,1091.4,6342.82,8481.97,212.493,3470.95,3825.62,5869.08,8258.82,2109.54,8365.32
4.3,1302.65,5303.81,2431.36,9631.99,5762.19,4702.78,1092.78,6344.22,8483.36,213.885,3472.36,3827.01,5870.47,8260.19,2110.93,8366.71
4.35,1304.04,5305.2,2432.75,9633.38,5763.56,4704.18,1094.16,6345.61,8484.75,215.276,3473.77,3828.4,5871.86,8261.56,2112.32,8368.1
4.4,1305.43,5306.59,2434.14,9634.77,5764.93,4705.57,1095.54,6347,8486.14,216.668,3475.18,3829.8,5873.25,8262.94,2113.71,8369.48
4.45,1306.82,5307.98,2435.53,9636.16,5766.31,4706.96,1096.92,6348.39,8487.52,218.059,3476.59,3831.19,5874.64,8264.31,2115.1,8370.87
4.5,1308.21,5309.36,2436.91,9637.55,5767.68,4708.36,1098.3,6349.78,8488.91,219.451,3477.99,3832.58,5876.02,8265.68,2116.49,8372.26
4.55,1309.6,5310.75,2438.3,9638.94,5769.05,4709.75,1099.68,6351.17,8490.3,220.843,3479.4,3833.98,5877.41,8267.05,2117.88,8373.65
4.6,1310.99,5312.14,2439.69,9640.33,5770.43,4711.14,1101.07,6352.56,8491.69,222.234,3480.81,3835.37,5878.8,8268.43,2119.27,8375.03
4.65,1312.37,5313.53,2441.08,9641.72,5771.8,4712.54,1102.45,6353.95,8493.08,223.626,3482.22,3836.76,5880.19,8269.8,2120.66,8376.42
4.7,1313.76,5314.92,2442.47,9643.11,5773.17,4713.93,1103.83,6355.35,8494.47,225.017,3483.63,3838.16,5881.58,8271.17,2122.05,8377.81
4.75,1315.15,5316.31,2443.86,9644.5,5774.55,4715.32,1105.21,6356.74,8495.86,226.409,3485.04,3839.55,5882.97,8272.54,2123.44,8379.19
4.8,1316.54,5317.7,2445.25,9645.9,5775.92,4716.72,1106.59,6358.13,8497.25,227.8,3486.44,3840.94,5884.36,8273.92,2124.83,8380.58
4.85,1317.93,5319.09,2446.64,9647.29,5777.29,4718.11,1107.97,6359.52,8498.64,229.192,3487.85,3842.34,5885.75,8275.29,2126.22,8381.97
4.9,1319.32,5320.47,2448.03,9648.68,5778.67,4719.5,1109.35,6360.91,8500.02,230.584,3489.26,3843.73,5887.14,8276.66,2127.61,8383.35
4.95,1320.71,5321.86,2449.41,9650.07,5780.04,4720.9,1110.73,6362.3,8501.41,231.975,3490.67,3845.12,5888.52,8278.03,2129,8384.74
5,1322.1,5323.25,2450.8,9651.46,5781.42,4722.29,1112.11,6363.69,8502.8,233.367,3492.08,3846.52,5889.91,8279.41,2130.39,8386.13
5.05,1323.49,5324.64,2452.19,9652.85,5782.79,4723.68,1113.49,6365.08,8504.19,234.758,3493.49,3847.91,5891.3,8280.78,2131.78,8387.51
5.1,1324.87,5326.03,2453.58,9654.24,5784.16,4725.08,1114.87,6366.48,8505.58,236.15,3494.9,3849.31,5892.69,8282.15,2133.17,8388.9
5.15,1326.26,5327.42,2454.97,9655.63,5785.54,4726.47,1116.25,6367.87,8506.97,237.542,3496.3,3850.7,5894.08,8283.52,2134.56,8390.29
5.2,1327.65,5328.81,2456.36,9657.02,5786.91,4727.86,1117.63,6369.26,8508.36,238.933,3497.71,3852.09,5895.47,8284.9,2135.95,8391.67
5.25,1329.04,5330.2,2457.75,9658.41,5788.28,4729.26,1119.01,6370.65,8509.75,240.325,3499.12,3853.49,5896.86,8286.27,2137.34,8393.06
5.3,1330.43,5331.58,2459.14,9659.8,5789.66,4730.65,1120.39,6372.04,8511.14,241.716,3500.53,3854.88,5898.25,8287.64,2138.73,8394.45
5.35,1331.82,5332.97,2460.53,9661.19,5791.03,4732.04,1121.77,6373.43,8512.52,243.108,3501.94,3856.27,5899.64,8289.01,2140.12,8395.83
5.4,1333.21,5334.36,2461.91,9662.58,5792.4,4733.44,1123.15,6374.82,8513.91,244.5,3503.35,3857.67,5901.02,8290.39,2141.51,8397.22
5.45,1334.6,5335.75,2463.3,9663.97,5793.78,4734.83,1124.53,6376.21,8515.3,245.891,3504.75,3859.06,5902.41,8291.76,2142.9,8398.61
5.5,1335.99,5337.14,2464.69,9665.36,5795.15,4736.22,1125.91,6377.61,8516.69,247.283,3506.16,3860.45,5903.8,8293.13,2144.29,8399.99
5.55,1337.37,5338.53,2466.08,9666.75,5796.52,4737.61,1127.29,6379,8518.08,248.674,3507.57,3861.85,5905.19,8294.5,2145.68,8401.38
5.6,1338.76,5339.92,2467.47,9668.15,5797.9,4739.01,1128.67,6380.39,8519.47,250.066,3508.98,3863.24,5906.58,8295.88,2147.07,8402.77
5.65,1340.15,5341.31,2468.86,9669.54,5799.27,4740.4,1130.05,6381.78,8520.86,251.458,3510.39,3864.63,5907.97,8297.25,2148.46,8404.15
5.7,1341.54,5342.69,2470.25,9670.93,5800.65,4741.79,1131.43,6383.17,8522.25,252.849,3511.8,3866.03,5909.36,8298.62,2149.85,8405.54
5.75,1342.93,5344.08,2471.64,9672.32,5802.02,4743.19,1132.81,6384.56,8523.64,254.241,3513.2,3867.42,5910.75,8299.99,2151.24,8406.93
5.8,1344.32,5345.47,2473.03,9673.71,5803.39,4744.58,1134.19,6385.95,8525.02,255.632,3514.61,3868.81,5912.14,8301.37,2152.63,8408.32
5.85,1345.71,5346.86,2474.41,9675.1,5804.77,4745.97,1135.57,6387.34,8526.41,257.024,3516.02,3870.21,5913.52,8302.74,2154.03,8409.7
5.9,1347.1,5348.25,2475.8,9676.49,5806.14,4747.37,1136.95,6388.74,8527.8,258.415,3517.43,3871.6,5914.91,8304.11,2155.42,8411.09
5.95,1348.49,5349.64,2477.19,9677.88,5807.51,4748.76,1138.33,6390.13,8529.19,259.807,3518.84,3872.99,5916.3,8305.48,2156.81,8412.48
6,1349.87,5351.03,2478.58,9679.27,5808.89,4750.15,1139.71,6391.52,8530.58,261.199,3520.25,3874.39,5917.69,8306.86,2158.2,8413.86
6.05,1351.26,5352.42,2479.97,9680.66,5810.26,4751.55,1141.09,6392.91,8531.97,262.59,3521.66,3875.78,5919.08,8308.23,2159.59,8415.25
6.1,1352.65,5353.8,2481.36,9682.05,5811.63,4752.94,1142.47,6394.3,8533.36,263.982,3523.06,3877.17,5920.47,8309.6,2160.98,8416.64
6.15,1354.04,5355.19,2482.75,9683.44,5813.01,4754.33,1143.85,6395.69,8534.75,265.373,3524.47,3878.57,5921.86,8310.97,2162.37,8418.02
6.2,1355.43,5356.58,2484.14,9684.83,5814.38,4755.73,1145.23,6397.08,8536.14,266.765,3525.88,3879.96,5923.25,8312.35,2163.76,8419.41
6.25,1356.82,5357.97,2485.53,9686.22,5815.75,4757.12,1146.61,6398.47,8537.52,268.157,3527.29,3881.35,5924.64,8313.72,2165.15,8420.8
6.3,1358.21,5359.36,2486.91,9687.61,5817.13,4758.51,1147.99,6399.86,8538.91,269.548,3528.7,3882.75,5926.02,8315.09,2166.54,8422.18
6.35,1359.6,5360.75,2488.3,9689.01,5818.5,4759.91,1149.37,6401.26,8540.3,270.94,3530.11,3884.14,5927.41,8316.46,2167.93,8423.57
6.4,1360.99,5362.14,2489.69,9690.4,5819.88,4761.3,1150.75,6402.65,8541.69,272.331,3531.51,3885.53,5928.8,8317.84,2169.32,8424.96
6.45,1362.37,5363.53,2491.08,9691.79,5821.25,4762.69,1152.14,6404.04,8543.08,273.723,3532.92,3886.93,5930.19,8319.21,2170.71,8426.34
6.5,1363.76,5364.91,2492.47,9693.18,5822.62,4764.09,1153.52,6405.43,8544.47,275.115,3534.33,3888.32,5931.58,8320.58,2172.1,8427.73
6.55,1365.15,5366.3,2493.86,9694.57,5824,4765.48,1154.9,6406.82,8545.86,276.506,3535.74,3889.71,5932.97,8321.95,2173.49,8429.12
6.6,1366.54,5367.69,2495.25,9695.96,5825.37,4766.87,1156.28,6408.21,8547.25,277.898,3537.15,3891.11,5934.36,8323.33,2174.88,8430.5
6.65,1367.93,5369.08,2496.64,9697.35,5826.74,4768.27,1157.66,6409.6,8548.64,279.289,3538.56,3892.5,5935.75,8324.7,2176.27,8431.89
6.7,1369.32,5370.47,2498.03,9698.74,5828.12,4769.66,1159.04,6410.99,8550.02,280.681,3539.96,3893.89,5937.14,8326.07,2177.66,8433.28
6.75,1370.71,5371.86,2499.41,9700.13,5829.49,4771.05,1160.42,6412.39,8551.41,282.073,3541.37,3895.29,5938.52,8327.44,2179.05,8434.66
6.8,1372.1,5373.25,2500.8,9701.52,5830.86,4772.45,1161.8,6413.78,8552.8,283.464,3542.78,3896.68,5939.91,8328.82,2180.44,8436.05
6.85,1373.49,5374.64,2502.19,9702.91,5832.24,4773.84,1163.18,6415.17,8554.19,284.856,3544.19,3898.07,5941.3,8330.19,2181.83,8437.44
6.9,1374.87,5376.02,2503.58,9704.3,5833.61,4775.23,1164.56,6416.56,8555.58,286.247,3545.6,3899.47,5942.69,8331.56,2183.22,8438.82
6.95,1376.26,5377.41,2504.97,9705.69,5834.99,4776.63,1165.94,6417.95,8556.97,287.639,3547.01,3900.86,5944.08,8332.93,2184.61,8440.21
7,1377.65,5378.8,2506.36,9707.08,5836.36,4778.02,1167.32,6419.34,8558.36,289.03,3548.41,3902.25,5945.47,8334.31,2186,8441.6
7.05,1379.04,5380.19,2507.75,9708.47,5837.73,4779.41,1168.7,6420.73,8559.75,290.422,3549.82,3903.65,5946.86,8335.68,2187.39,8442.98
7.1,1380.43,5381.58,2509.14,9709.87,5839.11,4780.81,1170.08,6422.12,8561.14,291.814,3551.23,3905.04,5948.25,8337.05,2188.78,8444.37
7.15,1381.82,5382.97,2510.53,9711.26,5840.48,4782.2,1171.46,6423.52,8562.52,293.205,3552.64,3906.44,5949.64,8338.43,2190.17,8445.76
7.2,1383.21,5384.36,2511.91,9712.65,5841.85,4783.59,1172.84,6424.91,8563.91,294.597,3554.05,3907.83,5951.02,8339.8,2191.56,8447.15
7.25,1384.6,5385.75,2513.3,9714.04,5843.23,4784.99,1174.22,6426.3,8565.3,295.988,3555.46,3909.22,5952.41,8341.17,2192.95,8448.53
7.3,1385.99,5387.13,2514.69,9715.43,5844.6,4786.38,1175.6,6427.69,8566.69,297.38,3556.87,3910.62,5953.8,8342.54,2194.34,8449.92
7.35,1387.37,5388.52,2516.08,9716.82,5845.97,4787.77,1176.98,6429.08,8568.08,298.772,3558.27,3912.01,5955.19,8343.92,2195.73,8451.31
7.4,1388.76,5389.91,2517.47,9718.21,5847.35,4789.17,1178.36,6430.47,8569.47,300.163,3559.68,3913.4,5956.58,8345.29,2197.12,8452.69
7.45,1390.15,5391.3,2518.86,9719.6,5848.72,4790.56,1179.74,6431.86,8570.86,301.555,3561.09,3914.8,5957.97,8346.66,2198.51,8454.08
7.5,1391.54,5392.69,2520.25,9720.99,5850.1,4791.95,1181.12,6433.25,8572.25,302.946,3562.5,3916.19,5959.36,8348.03,2199.9,8455.47
7.55,1392.93,5394.08,2521.64,9722.38,5851.47,4793.35,1182.5,6434.65,8573.64,304.338,3563.91,3917.58,5960.75,8349.41,2201.29,8456.85
7.6,1394.32,5395.47,2523.03,9723.77,5852.84,4794.74,1183.88,6436.04,8575.02,305.73,3565.32,3918.98,5962.14,8350.78,2202.68,8458.24
7.65,1395.71,5396.86,2524.41,9725.16,5854.22,4796.13,1185.26,6437.43,8576.41,307.121,3566.72,3920.37,5963.52,8352.15,2204.07,8459.63
7.7,1397.1,5398.24,2525.8,9726.55,5855.59,4797.53,1186.64,6438.82,8577.8,308.513,3568.13,3921.76,5964.91,8353.52,2205.46,8461.01
7.75,1398.49,5399.63,2527.19,9727.94,5856.96,4798.92,1188.02,6440.21,8579.19,309.904,3569.54,3923.16,5966.3,8354.9,2206.86,8462.4
7.8,1399.87,5401.02,2528.58,9729.33,5858.34,4800.31,1189.4,6441.6,8580.58,311.296,3570.95,3924.55,5967.69,8356.27,2208.25,8463.79
7.85,1401.26,5402.41,2529.97,9730.73,5859.71,4801.71,1190.78,6442.99,8581.97,312.687,3572.36,3925.94,5969.08,8357.64,2209.64,8465.17
7.9,1402.65,5403.8,2531.36,9732.12,5861.08,4803.1,1192.16,6444.38,8583.36,314.079,3573.77,3927.34,5970.47,8359.01,2211.03,8466.56
7.95,1404.04,5405.19,2532.75,9733.51,5862.46,4804.49,1193.54,6445.78,8584.75,315.471,3575.17,3928.73,5971.86,8360.39,2212.42,8467.95
8,1405.43,5406.58,2534.14,9734.9,5863.83,4805.89,1194.92,6447.17,8586.14,316.862,3576.58,3930.12,5973.25,8361.76,2213.81,8469.33
8.05,1406.82,5407.97,2535.53,9736.29,5865.21,4807.28,1196.3,6448.56,8587.52,318.254,3577.99,3931.52,5974.64,8363.13,2215.2,8470.72
8.1,1408.21,5409.35,2536.91,9737.68,5866.58,4808.67,1197.68,6449.95,8588.91,319.645,3579.4,3932.91,5976.02,8364.5,2216.59,8472.11
8.15,1409.6,5410.74,2538.3,9739.07,5867.95,4810.07,1199.07,6451.34,8590.3,321.037,3580.81,3934.3,5977.41,8365.88,2217.98,8473.49
8.2,1410.99,5412.13,2539.69,9740.46,5869.33,4811.46,1200.45,6452.73,8591.69,322.429,3582.22,3935.7,5978.8,8367.25,2219.37,8474.88
8.25,1412.37,5413.52,2541.08,9741.85,5870.7,4812.85,1201.83,6454.12,8593.08,323.82,3583.63,3937.09,5980.19,8368.62,2220.76,8476.27
8.3,1413.76,5414.91,2542.47,9743.24,5872.07,4814.25,1203.21,6455.51,8594.47,325.212,3585.03,3938.48,5981.58,8370,2222.15,8477.65
8.35,1415.15,5416.3,2543.86,9744.63,5873.45,4815.64,1204.59,6456.9,8595.86,326.603,3586.44,3939.88,5982.97,8371.37,2223.54,8479.04
