time,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,N11,N12,N13,N14,N15,N16,N17
1.1,3277.02,4818.42,1589.8,1916.24,5415.92,6840.82,8734.96,991.204,8512.27,9143.35,254.827,8255.38,5970.54,4953.45,7727.94,3496,3690.82
1.15,3278.41,4819.81,1591.19,1917.63,5417.31,6842.21,8736.35,992.595,8513.66,9144.74,256.216,8256.77,5971.94,4954.84,7729.33,3497.38,3692.21
1.2,3279.8,4821.2,1592.58,1919.02,5418.7,6843.59,8737.74,993.987,8515.06,9146.14,257.605,8258.16,5973.33,4956.23,7730.72,3498.76,3693.6
1.25,3281.19,4822.59,1593.96,1920.41,5420.09,6844.98,8739.13,995.378,8516.45,9147.54,258.994,8259.55,5974.72,4957.62,7732.12,3500.14,3694.99
1.3,3282.58,4823.99,1595.35,1921.81,5421.48,6846.37,8740.51,996.769,8517.84,9148.94,260.383,8260.94,5976.12,4959.01,7733.51,3501.52,3696.38
1.35,3283.96,4825.38,1596.74,1923.2,5422.87,6847.76,8741.9,998.161,8519.24,9150.34,261.772,8262.33,5977.51,4960.4,7734.9,3502.9,3697.76
1.4,3285.35,4826.77,1598.13,1924.59,5424.26,6849.15,8743.29,999.552,8520.63,9151.74,263.161,8263.72,5978.9,4961.79,7736.29,3504.28,3699.15
1.45,3286.74,4828.16,1599.52,1925.98,5425.65,6850.54,8744.68,1000.94,8522.02,9153.13,264.549,8265.11,5980.3,4963.18,7737.68,3505.66,3700.54
1.5,3288.13,4829.55,1600.91,1927.37,5427.04,6851.93,8746.07,1002.34,8523.42,9154.53,265.938,8266.49,5981.69,4964.56,7739.07,3507.04,3701.93
1.55,3289.52,4830.94,1602.3,1928.77,5428.43,6853.32,8747.46,1003.73,8524.81,9155.93,267.327,8267.88,5983.09,4965.95,7740.46,3508.41,3703.32
1.6,3290.91,4832.33,1603.69,1930.16,5429.82,6854.71,8748.85,1005.12,8526.2,9157.33,268.716,8269.27,5984.48,4967.34,7741.86,3509.79,3704.71
1.65,3292.3,4833.73,1605.08,1931.55,5431.21,6856.09,8750.24,1006.51,8527.6,9158.73,270.105,8270.66,5985.87,4968.73,7743.25,3511.17,3706.1
1.7,3293.68,4835.12,1606.46,1932.94,5432.6,6857.48,8751.63,1007.9,8528.99,9160.12,271.494,8272.05,5987.27,4970.12,7744.64,3512.55,3707.49
1.75,3295.07,4836.51,1607.85,1934.34,5433.99,6858.87,8753.01,1009.29,8530.38,9161.52,272.883,8273.44,5988.66,4971.51,7746.03,3513.93,3708.88
1.8,3296.46,4837.9,1609.24,1935.73,5435.38,6860.26,8754.4,1010.68,8531.78,9162.92,274.272,8274.83,5990.05,4972.9,7747.42,3515.31,3710.26
1.85,3297.85,4839.29,1610.63,1937.12,5436.77,6861.65,8755.79,1012.08,8533.17,9164.32,275.661,8276.22,5991.45,4974.29,7748.81,3516.69,3711.65
1.9,3299.24,4840.68,1612.02,1938.51,5438.16,6863.04,8757.18,1013.47,8534.56,9165.72,277.049,8277.61,5992.84,4975.68,7750.21,3518.07,3713.04
1.95,3300.63,4842.07,1613.41,1939.91,5439.55,6864.43,8758.57,1014.86,8535.96,9167.11,278.438,8278.99,5994.23,4977.07,7751.6,3519.44,3714.43
2,3302.02,4843.47,1614.8,1941.3,5440.94,6865.82,8759.96,1016.25,8537.35,9168.51,279.827,8280.38,5995.63,4978.46,7752.99,3520.82,3715.82
2.05,3303.4,4844.86,1616.19,1942.69,5442.33,6867.21,8761.35,1017.64,8538.74,9169.91,281.216,8281.77,5997.02,4979.85,7754.38,3522.2,3717.21
2.1,3304.79,4846.25,1617.58,1944.08,5443.71,6868.59,8762.74,1019.03,8540.14,9171.31,282.605,8283.16,5998.41,4981.24,7755.77,3523.58,3718.6
2.15,3306.18,4847.64,1618.96,1945.47,5445.1,6869.98,8764.13,1020.42,8541.53,9172.71,283.994,8284.55,5999.81,4982.63,7757.16,3524.96,3719.99
2.2,3307.57,4849.03,1620.35,1946.87,5446.49,6871.37,8765.51,1021.82,8542.92,9174.1,285.383,8285.94,6001.2,4984.02,7758.55,3526.34,3721.38
2.25,3308.96,4850.42,1621.74,1948.26,5447.88,6872.76,8766.9,1023.21,8544.32,9175.5,286.772,8287.33,6002.59,4985.41,7759.95,3527.72,3722.76
2.3,3310.35,4851.81,1623.13,1949.65,5449.27,6874.15,8768.29,1024.6,8545.71,9176.9,288.161,8288.72,6003.99,4986.8,7761.34,3529.1,3724.15
2.35,3311.74,4853.21,1624.52,1951.04,5450.66,6875.54,8769.68,1025.99,8547.1,9178.3,289.549,8290.11,6005.38,4988.19,7762.73,3530.48,3725.54
2.4,3313.12,4854.6,1625.91,1952.44,5452.05,6876.93,8771.07,1027.38,8548.5,9179.7,290.938,8291.49,6006.78,4989.58,7764.12,3531.85,3726.93
2.45,3314.51,4855.99,1627.3,1953.83,5453.44,6878.32,8772.46,1028.77,8549.89,9181.09,292.327,8292.88,6008.17,4990.97,7765.51,3533.23,3728.32
2.5,3315.9,4857.38,1628.69,1955.22,5454.83,6879.71,8773.85,1030.16,8551.28,9182.49,293.716,8294.27,6009.56,4992.36,7766.9,3534.61,3729.71
2.55,3317.29,4858.77,1630.08,1956.61,5456.22,6881.09,8775.24,1031.56,8552.68,9183.89,295.105,8295.66,6010.96,4993.75,7768.3,3535.99,3731.1
2.6,3318.68,4860.16,1631.46,1958.01,5457.61,6882.48,8776.63,1032.95,8554.07,9185.29,296.494,8297.05,6012.35,4995.14,7769.69,3537.37,3732.49
2.65,3320.07,4861.55,1632.85,1959.4,5459,6883.87,8778.01,1034.34,8555.46,9186.69,297.883,8298.44,6013.74,4996.52,7771.08,3538.75,3733.88
2.7,3321.46,4862.95,1634.24,1960.79,5460.39,6885.26,8779.4,1035.73,8556.86,9188.08,299.272,8299.83,6015.14,4997.91,7772.47,3540.13,3735.26
2.75,3322.85,4864.34,1635.63,1962.18,5461.78,6886.65,8780.79,1037.12,8558.25,9189.48,300.661,8301.22,6016.53,4999.3,7773.86,3541.51,3736.65
2.8,3324.23,4865.73,1637.02,1963.58,5463.17,6888.04,8782.18,1038.51,8559.64,9190.88,302.049,8302.61,6017.92,5000.69,7775.25,3542.89,3738.04
2.85,3325.62,4867.12,1638.41,1964.97,5464.56,6889.43,8783.57,1039.9,8561.04,9192.28,303.438,8303.99,6019.32,5002.08,7776.64,3544.26,3739.43
2.9,3327.01,4868.51,1639.8,1966.36,5465.95,6890.82,8784.96,1041.29,8562.43,9193.68,304.827,8305.38,6020.71,5003.47,7778.04,3545.64,3740.82
2.95,3328.4,4869.9,1641.19,1967.75,5467.34,6892.21,8786.35,1042.69,8563.82,9195.08,306.216,8306.77,6022.1,5004.86,7779.43,3547.02,3742.21
3,3329.79,4871.29,1642.58,1969.14,5468.73,6893.59,8787.74,1044.08,8565.22,9196.47,307.605,8308.16,6023.5,5006.25,7780.82,3548.4,3743.6
3.05,3331.18,4872.69,1643.96,1970.54,5470.12,6894.98,8789.13,1045.47,8566.61,9197.87,308.994,8309.55,6024.89,5007.64,7782.21,3549.78,3744.99
3.1,3332.57,4874.08,1645.35,1971.93,5471.51,6896.37,8790.51,1046.86,8568,9199.27,310.383,8310.94,6026.28,5009.03,7783.6,3551.16,3746.38
3.15,3333.95,4875.47,1646.74,1973.32,5472.9,6897.76,8791.9,1048.25,8569.4,9200.67,311.772,8312.33,6027.68,5010.42,7784.99,3552.54,3747.76
3.2,3335.34,4876.86,1648.13,1974.71,5474.28,6899.15,8793.29,1049.64,8570.79,9202.07,313.161,8313.72,6029.07,5011.81,7786.39,3553.92,3749.15
3.25,3336.73,4878.25,1649.52,1976.11,5475.67,6900.54,8794.68,1051.03,8572.18,9203.46,314.549,8315.11,6030.47,5013.2,7787.78,3555.29,3750.54
3.3,3338.12,4879.64,1650.91,1977.5,5477.06,6901.93,8796.07,1052.43,8573.58,9204.86,315.938,8316.49,6031.86,5014.59,7789.17,3556.67,3751.93
3.35,3339.51,4881.03,1652.3,1978.89,5478.45,6903.32,8797.46,1053.82,8574.97,9206.26,317.327,8317.88,6033.25,5015.98,7790.56,3558.05,3753.32
3.4,3340.9,4882.43,1653.69,1980.28,5479.84,6904.71,8798.85,1055.21,8576.36,9207.66,318.716,8319.27,6034.65,5017.37,7791.95,3559.43,3754.71
3.45,3342.29,4883.82,1655.08,1981.68,5481.23,6906.09,8800.24,1056.6,8577.76,9209.06,320.105,8320.66,6036.04,5018.76,7793.34,3560.81,3756.1
3.5,3343.67,4885.21,1656.46,1983.07,5482.62,6907.48,8801.63,1057.99,8579.15,9210.45,321.494,8322.05,6037.43,5020.15,7794.73,3562.19,3757.49
3.55,3345.06,4886.6,1657.85,1984.46,5484.01,6908.87,8803.01,1059.38,8580.54,9211.85,322.883,8323.44,6038.83,5021.54,7796.13,3563.57,3758.88
3.6,3346.45,4887.99,1659.24,1985.85,5485.4,6910.26,8804.4,1060.77,8581.94,9213.25,324.272,8324.83,6040.22,5022.93,7797.52,3564.95,3760.26
3.65,3347.84,4889.38,1660.63,1987.24,5486.79,6911.65,8805.79,1062.17,8583.33,9214.65,325.661,8326.22,6041.61,5024.32,7798.91,3566.33,3761.65
3.7,3349.23,4890.77,1662.02,1988.64,5488.18,6913.04,8807.18,1063.56,8584.72,9216.05,327.049,8327.61,6043.01,5025.71,7800.3,3567.7,3763.04
3.75,3350.62,4892.17,1663.41,1990.03,5489.57,6914.43,8808.57,1064.95,8586.12,9217.44,328.438,8328.99,6044.4,5027.1,7801.69,3569.08,3764.43
3.8,3352.01,4893.56,1664.8,1991.42,5490.96,6915.82,8809.96,1066.34,8587.51,9218.84,329.827,8330.38,6045.79,5028.48,7803.08,3570.46,3765.82
3.85,3353.39,4894.95,1666.19,1992.81,5492.35,6917.21,8811.35,1067.73,8588.9,9220.24,331.216,8331.77,6047.19,5029.87,7804.48,3571.84,3767.21
3.9,3354.78,4896.34,1667.58,1994.21,5493.74,6918.59,8812.74,1069.12,8590.3,9221.64,332.605,8333.16,6048.58,5031.26,7805.87,3573.22,3768.6
3.95,3356.17,4897.73,1668.96,1995.6,5495.13,6919.98,8814.13,1070.51,8591.69,9223.04,333.994,8334.55,6049.97,5032.65,7807.26,3574.6,3769.99
4,3357.56,4899.12,1670.35,1996.99,5496.52,6921.37,8815.51,1071.91,8593.08,9224.43,335.383,8335.94,6051.37,5034.04,7808.65,3575.98,3771.38
4.05,3358.95,4900.52,1671.74,1998.38,5497.91,6922.76,8816.9,1073.3,8594.48,9225.83,336.772,8337.33,6052.76,5035.43,7810.04,3577.36,3772.76
4.1,3360.34,4901.91,1673.13,1999.78,5499.3,6924.15,8818.29,1074.69,8595.87,9227.23,338.161,8338.72,6054.15,5036.82,7811.43,3578.74,3774.15
4.15,3361.73,4903.3,1674.52,2001.17,5500.69,6925.54,8819.68,1076.08,8597.26,9228.63,339.549,8340.11,6055.55,5038.21,7812.82,3580.11,3775.54
4.2,3363.11,4904.69,1675.91,2002.56,5502.08,6926.93,8821.07,1077.47,8598.66,9230.03,340.938,8341.49,6056.94,5039.6,7814.22,3581.49,3776.93
4.25,3364.5,4906.08,1677.3,2003.95,5503.47,6928.32,8822.46,1078.86,8600.05,9231.43,342.327,8342.88,6058.34,5040.99,7815.61,3582.87,3778.32
4.3,3365.89,4907.47,1678.69,2005.35,5504.85,6929.71,8823.85,1080.25,8601.44,9232.82,343.716,8344.27,6059.73,5042.38,7817,3584.25,3779.71
4.35,3367.28,4908.86,1680.08,2006.74,5506.24,6931.09,8825.24,1081.65,8602.84,9234.22,345.105,8345.66,6061.12,5043.77,7818.39,3585.63,3781.1
4.4,3368.67,4910.26,1681.46,2008.13,5507.63,6932.48,8826.63,1083.04,8604.23,9235.62,346.494,8347.05,6062.52,5045.16,7819.78,3587.01,3782.49
4.45,3370.06,4911.65,1682.85,2009.52,5509.02,6933.87,8828.01,1084.43,8605.62,9237.02,347.883,8348.44,6063.91,5046.55,7821.17,3588.39,3783.88
4.5,3371.45,4913.04,1684.24,2010.91,5510.41,6935.26,8829.4,1085.82,8607.02,9238.42,349.272,8349.83,6065.3,5047.94,7822.57,3589.77,3785.26
4.55,3372.84,4914.43,1685.63,2012.31,5511.8,6936.65,8830.79,1087.21,8608.41,9239.81,350.661,8351.22,6066.7,5049.33,7823.96,3591.15,3786.65
4.6,3374.22,4915.82,1687.02,2013.7,5513.19,6938.04,8832.18,1088.6,8609.8,9241.21,352.049,8352.61,6068.09,5050.72,7825.35,3592.52,3788.04
4.65,3375.61,4917.21,1688.41,2015.09,5514.58,6939.43,8833.57,1089.99,8611.2,9242.61,353.438,8353.99,6069.48,5052.11,7826.74,3593.9,3789.43
4.7,3377,4918.6,1689.8,2016.48,5515.97,6940.82,8834.96,1091.39,8612.59,9244.01,354.827,8355.38,6070.88,5053.5,7828.13,3595.28,3790.82
4.75,3378.39,4920,1691.19,2017.88,5517.36,6942.21,8836.35,1092.78,8613.98,9245.41,356.216,8356.77,6072.27,5054.89,7829.52,3596.66,3792.21
4.8,3379.78,4921.39,1692.58,2019.27,5518.75,6943.59,8837.74,1094.17,8615.38,9246.8,357.605,8358.16,6073.66,5056.28,7830.91,3598.04,3793.6
4.85,3381.17,4922.78,1693.96,2020.66,5520.14,6944.98,8839.13,1095.56,8616.77,9248.2,358.994,8359.55,6075.06,5057.67,7832.31,3599.42,3794.99
4.9,3382.56,4924.17,1695.35,2022.05,5521.53,6946.37,8840.51,1096.95,8618.16,9249.6,360.383,8360.94,6076.45,5059.05,7833.7,3600.8,3796.38
4.95,3383.94,4925.56,1696.74,2023.45,5522.92,6947.76,8841.9,1098.34,8619.56,9251,361.772,8362.33,6077.84,5060.44,7835.09,3602.18,3797.76
5,3385.33,4926.95,1698.13,2024.84,5524.31,6949.15,8843.29,1099.73,8620.95,9252.4,363.161,8363.72,6079.24,5061.83,7836.48,3603.56,3799.15
5.05,3386.72,4928.34,1699.52,2026.23,5525.7,6950.54,8844.68,1101.13,8622.34,9253.79,364.549,8365.11,6080.63,5063.22,7837.87,3604.93,3800.54
5.1,3388.11,4929.74,1700.91,2027.62,5527.09,6951.93,8846.07,1102.52,8623.74,9255.19,365.938,8366.49,6082.03,5064.61,7839.26,3606.31,3801.93
5.15,3389.5,4931.13,1702.3,2029.02,5528.48,6953.32,8847.46,1103.91,8625.13,9256.59,367.327,8367.88,6083.42,5066,7840.66,3607.69,3803.32
5.2,3390.89,4932.52,1703.69,2030.41,5529.87,6954.71,8848.85,1105.3,8626.52,9257.99,368.716,8369.27,6084.81,5067.39,7842.05,3609.07,3804.71
5.25,3392.28,4933.91,1705.08,2031.8,5531.26,6956.09,8850.24,1106.69,8627.92,9259.39,370.105,8370.66,6086.21,5068.78,7843.44,3610.45,3806.1
5.3,3393.66,4935.3,1706.46,2033.19,5532.65,6957.48,8851.63,1108.08,8629.31,9260.78,371.494,8372.05,6087.6,5070.17,7844.83,3611.83,3807.49
5.35,3395.05,4936.69,1707.85,2034.58,5534.03,6958.87,8853.01,1109.47,8630.7,9262.18,372.883,8373.44,6088.99,5071.56,7846.22,3613.21,3808.88
5.4,3396.44,4938.08,1709.24,2035.98,5535.42,6960.26,8854.4,1110.87,8632.1,9263.58,374.272,8374.83,6090.39,5072.95,7847.61,3614.59,3810.26
5.45,3397.83,4939.48,1710.63,2037.37,5536.81,6961.65,8855.79,1112.26,8633.49,9264.98,375.661,8376.22,6091.78,5074.34,7849,3615.97,3811.65
5.5,3399.22,4940.87,1712.02,2038.76,5538.2,6963.04,8857.18,1113.65,8634.88,9266.38,377.049,8377.61,6093.17,5075.73,7850.4,3617.34,3813.04
5.55,3400.61,4942.26,1713.41,2040.15,5539.59,6964.43,8858.57,1115.04,8636.28,9267.78,378.438,8378.99,6094.57,5077.12,7851.79,3618.72,3814.43
5.6,3402,4943.65,1714.8,2041.55,5540.98,6965.82,8859.96,1116.43,8637.67,9269.17,379.827,8380.38,6095.96,5078.51,7853.18,3620.1,3815.82
5.65,3403.38,4945.04,1716.19,2042.94,5542.37,6967.21,8861.35,1117.82,8639.06,9270.57,381.216,8381.77,6097.35,5079.9,7854.57,3621.48,3817.21
5.7,3404.77,4946.43,1717.58,2044.33,5543.76,6968.59,8862.74,1119.21,8640.46,9271.97,382.605,8383.16,6098.75,5081.29,7855.96,3622.86,3818.6
5.75,3406.16,4947.82,1718.96,2045.72,5545.15,6969.98,8864.13,1120.61,8641.85,9273.37,383.994,8384.55,6100.14,5082.68,7857.35,3624.24,3819.99
5.8,3407.55,4949.22,1720.35,2047.12,5546.54,6971.37,8865.51,1122,8643.24,9274.77,385.383,8385.94,6101.53,5084.07,7858.75,3625.62,3821.38
5.85,3408.94,4950.61,1721.74,2048.51,5547.93,6972.76,8866.9,1123.39,8644.64,9276.16,386.772,8387.33,6102.93,5085.46,7860.14,3627,3822.76
5.9,3410.33,4952,1723.13,2049.9,5549.32,6974.15,8868.29,1124.78,8646.03,9277.56,388.161,8388.72,6104.32,5086.85,7861.53,3628.38,3824.15
5.95,3411.72,4953.39,1724.52,2051.29,5550.71,6975.54,8869.68,1126.17,8647.42,9278.96,389.549,8390.11,6105.72,5088.24,7862.92,3629.75,3825.54
6,3413.1,4954.78,1725.91,2052.69,5552.1,6976.93,8871.07,1127.56,8648.82,9280.36,390.938,8391.49,6107.11,5089.63,7864.31,3631.13,3826.93
6.05,3414.49,4956.17,1727.3,2054.08,5553.49,6978.32,8872.46,1128.95,8650.21,9281.76,392.327,8392.88,6108.5,5091.01,7865.7,3632.51,3828.32
6.1,3415.88,4957.56,1728.69,2055.47,5554.88,6979.71,8873.85,1130.35,8651.6,9283.15,393.716,8394.27,6109.9,5092.4,7867.09,3633.89,3829.71
6.15,3417.27,4958.96,1730.08,2056.86,5556.27,6981.09,8875.24,1131.74,8652.99,9284.55,395.105,8395.66,6111.29,5093.79,7868.49,3635.27,3831.1
6.2,3418.66,4960.35,1731.46,2058.25,5557.66,6982.48,8876.63,1133.13,8654.39,9285.95,396.494,8397.05,6112.68,5095.18,7869.88,3636.65,3832.49
6.25,3420.05,4961.74,1732.85,2059.65,5559.05,6983.87,8878.01,1134.52,8655.78,9287.35,397.883,8398.44,6114.08,5096.57,7871.27,3638.03,3833.88
6.3,3421.44,4963.13,1734.24,2061.04,5560.44,6985.26,8879.4,1135.91,8657.17,9288.75,399.272,8399.83,6115.47,5097.96,7872.66,3639.41,3835.26
6.35,3422.83,4964.52,1735.63,2062.43,5561.83,6986.65,8880.79,1137.3,8658.57,9290.14,400.661,8401.22,6116.86,5099.35,7874.05,3640.79,3836.65
6.4,3424.21,4965.91,1737.02,2063.82,5563.22,6988.04,8882.18,1138.69,8659.96,9291.54,402.049,8402.61,6118.26,5100.74,7875.44,3642.16,3838.04
6.45,3425.6,4967.3,1738.41,2065.22,5564.6,6989.43,8883.57,1140.09,8661.35,9292.94,403.438,8403.99,6119.65,5102.13,7876.84,3643.54,3839.43
6.5,3426.99,4968.7,1739.8,2066.61,5565.99,6990.82,8884.96,1141.48,8662.75,9294.34,404.827,8405.38,6121.04,5103.52,7878.23,3644.92,3840.82
6.55,3428.38,4970.09,1741.19,2068,5567.38,6992.21,8886.35,1142.87,8664.14,9295.74,406.216,8406.77,6122.44,5104.91,7879.62,3646.3,3842.21
6.6,3429.77,4971.48,1742.58,2069.39,5568.77,6993.59,8887.74,1144.26,8665.53,9297.13,407.605,8408.16,6123.83,5106.3,7881.01,3647.68,3843.6
6.65,3431.16,4972.87,1743.96,2070.79,5570.16,6994.98,8889.13,1145.65,8666.93,9298.53,408.994,8409.55,6125.22,5107.69,7882.4,3649.06,3844.99
6.7,3432.55,4974.26,1745.35,2072.18,5571.55,6996.37,8890.51,1147.04,8668.32,9299.93,410.383,8410.94,6126.62,5109.08,7883.79,3650.44,3846.38
6.75,3433.93,4975.65,1746.74,2073.57,5572.94,6997.76,8891.9,1148.43,8669.71,9301.33,411.772,8412.33,6128.01,5110.47,7885.18,3651.82,3847.76
6.8,3435.32,4977.05,1748.13,2074.96,5574.33,6999.15,8893.29,1149.83,8671.11,9302.73,413.161,8413.72,6129.41,5111.86,7886.58,3653.2,3849.15
6.85,3436.71,4978.44,1749.52,2076.36,5575.72,7000.54,8894.68,1151.22,8672.5,9304.13,414.549,8415.11,6130.8,5113.25,7887.97,3654.57,3850.54
6.9,3438.1,4979.83,1750.91,2077.75,5577.11,7001.93,8896.07,1152.61,8673.89,9305.52,415.938,8416.49,6132.19,5114.64,7889.36,3655.95,3851.93
6.95,3439.49,4981.22,1752.3,2079.14,5578.5,7003.32,8897.46,1154,8675.29,9306.92,417.327,8417.88,6133.59,5116.03,7890.75,3657.33,3853.32
7,3440.88,4982.61,1753.69,2080.53,5579.89,7004.71,8898.85,1155.39,8676.68,9308.32,418.716,8419.27,6134.98,5117.42,7892.14,3658.71,3854.71
7.05,3442.27,4984,1755.08,2081.92,5581.28,7006.09,8900.24,1156.78,8678.07,9309.72,420.105,8420.66,6136.37,5118.81,7893.53,3660.09,3856.1
7.1,3443.65,4985.39,1756.46,2083.32,5582.67,7007.48,8901.63,1158.17,8679.47,9311.12,421.494,8422.05,6137.77,5120.2,7894.93,3661.47,3857.49
7.15,3445.04,4986.79,1757.85,2084.71,5584.06,7008.87,8903.01,1159.57,8680.86,9312.51,422.883,8423.44,6139.16,5121.59,7896.32,3662.85,3858.88
7.2,3446.43,4988.18,1759.24,2086.1,5585.45,7010.26,8904.4,1160.96,8682.25,9313.91,424.272,8424.83,6140.55,5122.97,7897.71,3664.23,3860.26
7.25,3447.82,4989.57,1760.63,2087.49,5586.84,7011.65,8905.79,1162.35,8683.65,9315.31,425.661,8426.22,6141.95,5124.36,7899.1,3665.61,3861.65
7.3,3449.21,4990.96,1762.02,2088.89,5588.23,7013.04,8907.18,1163.74,8685.04,9316.71,427.049,8427.61,6143.34,5125.75,7900.49,3666.99,3863.04
7.35,3450.6,4992.35,1763.41,2090.28,5589.62,7014.43,8908.57,1165.13,8686.43,9318.11,428.438,8428.99,6144.73,5127.14,7901.88,3668.36,3864.43
7.4,3451.99,4993.74,1764.8,2091.67,5591.01,7015.82,8909.96,1166.52,8687.83,9319.5,429.827,8430.38,6146.13,5128.53,7903.27,3669.74,3865.82
7.45,3453.37,4995.13,1766.19,2093.06,5592.4,7017.21,8911.35,1167.91,8689.22,9320.9,431.216,8431.77,6147.52,5129.92,7904.67,3671.12,3867.21
7.5,3454.76,4996.53,1767.58,2094.46,5593.78,7018.59,8912.74,1169.31,8690.61,9322.3,432.605,8433.16,6148.92,5131.31,7906.06,3672.5,3868.6
7.55,3456.15,4997.92,1768.96,2095.85,5595.17,7019.98,8914.13,1170.7,8692.01,9323.7,433.994,8434.55,6150.31,5132.7,7907.45,3673.88,3869.99
7.6,3457.54,4999.31,1770.35,2097.24,5596.56,7021.37,8915.51,1172.09,8693.4,9325.1,435.383,8435.94,6151.7,5134.09,7908.84,3675.26,3871.38
7.65,3458.93,5000.7,1771.74,2098.63,5597.95,7022.76,8916.9,1173.48,8694.79,9326.49,436.772,8437.33,6153.1,5135.48,7910.23,3676.64,3872.76
7.7,3460.32,5002.09,1773.13,2100.03,5599.34,7024.15,8918.29,1174.87,8696.19,9327.89,438.161,8438.72,6154.49,5136.87,7911.62,3678.02,3874.15
7.75,3461.71,5003.48,1774.52,2101.42,5600.73,7025.54,8919.68,1176.26,8697.58,9329.29,439.549,8440.11,6155.88,5138.26,7913.02,3679.4,3875.54
7.8,3463.09,5004.87,1775.91,2102.81,5602.12,7026.93,8921.07,1177.65,8698.97,9330.69,440.938,8441.49,6157.28,5139.65,7914.41,3680.77,3876.93
7.85,3464.48,5006.27,1777.3,2104.2,5603.51,7028.32,8922.46,1179.05,8700.37,9332.09,442.327,8442.88,6158.67,5141.04,7915.8,3682.15,3878.32
