time,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,N11,N12
1.8,6895.9,6776,7064.26,3662.76,671.895,6065.41,3277.61,3083.43,549.059,5830.39,9181.92,2607.55
1.85,6897.3,6777.4,7065.65,3664.16,673.286,6066.8,3279,3084.82,550.45,5831.78,9183.31,2608.94
1.9,6898.69,6778.8,7067.04,3665.55,674.676,6068.19,3280.39,3086.22,551.841,5833.17,9184.7,2610.33
1.95,6900.09,6780.2,7068.43,3666.95,676.067,6069.57,3281.78,3087.61,553.232,5834.56,9186.09,2611.72
2,6901.48,6781.61,7069.81,3668.35,677.458,6070.96,3283.16,3089,554.623,5835.95,9187.48,2613.11
2.05,6902.88,6783.01,7071.2,3669.75,678.849,6072.35,3284.55,3090.4,556.014,5837.35,9188.87,2614.5
2.1,6904.27,6784.41,7072.59,3671.15,680.24,6073.74,3285.94,3091.79,557.405,5838.74,9190.26,2615.89
2.15,6905.67,6785.82,7073.98,3672.55,681.631,6075.13,3287.33,3093.19,558.796,5840.13,9191.66,2617.27
2.2,6907.06,6787.22,7075.37,3673.95,683.022,6076.52,3288.72,3094.58,560.187,5841.52,9193.05,2618.66
2.25,6908.46,6788.62,7076.76,3675.35,684.413,6077.91,3290.11,3095.98,561.577,5842.91,9194.44,2620.05
2.3,6909.85,6790.03,7078.15,3676.75,685.804,6079.3,3291.5,3097.37,562.968,5844.31,9195.83,2621.44
2.35,6911.25,6791.43,7079.54,3678.15,687.195,6080.69,3292.89,3098.76,564.359,5845.7,9197.22,2622.83
2.4,6912.64,6792.83,7080.93,3679.55,688.586,6082.07,3294.28,3100.16,565.75,5847.09,9198.61,2624.22
2.45,6914.04,6794.24,7082.31,3680.95,689.977,6083.46,3295.66,3101.55,567.141,5848.48,9200,2625.61
2.5,6915.43,6795.64,7083.7,3682.35,691.368,6084.85,3297.05,3102.95,568.532,5849.87,9201.39,2627
2.55,6916.83,6797.04,7085.09,3683.74,692.758,6086.24,3298.44,3104.34,569.923,5851.27,9202.78,2628.39
2.6,6918.22,6798.45,7086.48,3685.14,694.149,6087.63,3299.83,3105.74,571.314,5852.66,9204.17,2629.77
2.65,6919.62,6799.85,7087.87,3686.54,695.54,6089.02,3301.22,3107.13,572.705,5854.05,9205.56,2631.16
2.7,6921.01,6801.25,7089.26,3687.94,696.931,6090.41,3302.61,3108.52,574.095,5855.44,9206.96,2632.55
2.75,6922.41,6802.66,7090.65,3689.34,698.322,6091.8,3304,3109.92,575.486,5856.84,9208.35,2633.94
2.8,6923.8,6804.06,7092.04,3690.74,699.713,6093.19,3305.39,3111.31,576.877,5858.23,9209.74,2635.33
2.85,6925.2,6805.46,7093.43,3692.14,701.104,6094.57,3306.78,3112.71,578.268,5859.62,9211.13,2636.72
2.9,6926.59,6806.87,7094.81,3693.54,702.495,6095.96,3308.16,3114.1,579.659,5861.01,9212.52,2638.11
2.95,6927.99,6808.27,7096.2,3694.94,703.886,6097.35,3309.55,3115.5,581.05,5862.4,9213.91,2639.5
3,6929.38,6809.67,7097.59,3696.34,705.277,6098.74,3310.94,3116.89,582.441,5863.8,9215.3,2640.89
3.05,6930.78,6811.07,7098.98,3697.74,706.668,6100.13,3312.33,3118.28,583.832,5865.19,9216.69,2642.27
3.1,6932.17,6812.48,7100.37,3699.14,708.059,6101.52,3313.72,3119.68,585.223,5866.58,9218.08,2643.66
3.15,6933.57,6813.88,7101.76,3700.53,709.45,6102.91,3315.11,3121.07,586.614,5867.97,9219.47,2645.05
3.2,6934.96,6815.28,7103.15,3701.93,710.84,6104.3,3316.5,3122.47,588.004,5869.36,9220.86,2646.44
3.25,6936.35,6816.69,7104.54,3703.33,712.231,6105.69,3317.89,3123.86,589.395,5870.76,9222.26,2647.83
3.3,6937.75,6818.09,7105.93,3704.73,713.622,6107.07,3319.28,3125.26,590.786,5872.15,9223.65,2649.22
3.35,6939.14,6819.49,7107.31,3706.13,715.013,6108.46,3320.66,3126.65,592.177,5873.54,9225.04,2650.61
3.4,6940.54,6820.9,7108.7,3707.53,716.404,6109.85,3322.05,3128.05,593.568,5874.93,9226.43,2652
3.45,6941.93,6822.3,7110.09,3708.93,717.795,6111.24,3323.44,3129.44,594.959,5876.32,9227.82,2653.39
3.5,6943.33,6823.7,7111.48,3710.33,719.186,6112.63,3324.83,3130.83,596.35,5877.72,9229.21,2654.77
3.55,6944.72,6825.11,7112.87,3711.73,720.577,6114.02,3326.22,3132.23,597.741,5879.11,9230.6,2656.16
3.6,6946.12,6826.51,7114.26,3713.13,721.968,6115.41,3327.61,3133.62,599.132,5880.5,9231.99,2657.55
3.65,6947.51,6827.91,7115.65,3714.53,723.359,6116.8,3329,3135.02,600.522,5881.89,9233.38,2658.94
3.7,6948.91,6829.32,7117.04,3715.93,724.75,6118.19,3330.39,3136.41,601.913,5883.29,9234.77,2660.33
3.75,6950.3,6830.72,7118.43,3717.33,726.141,6119.57,3331.78,3137.81,603.304,5884.68,9236.16,2661.72
3.8,6951.7,6832.12,7119.81,3718.72,727.532,6120.96,3333.16,3139.2,604.695,5886.07,9237.56,2663.11
3.85,6953.09,6833.53,7121.2,3720.12,728.922,6122.35,3334.55,3140.59,606.086,5887.46,9238.95,2664.5
3.9,6954.49,6834.93,7122.59,3721.52,730.313,6123.74,3335.94,3141.99,607.477,5888.85,9240.34,2665.89
3.95,6955.88,6836.33,7123.98,3722.92,731.704,6125.13,3337.33,3143.38,608.868,5890.25,9241.73,2667.27
4,6957.28,6837.74,7125.37,3724.32,733.095,6126.52,3338.72,3144.78,610.259,5891.64,9243.12,2668.66
4.05,6958.67,6839.14,7126.76,3725.72,734.486,6127.91,3340.11,3146.17,611.65,5893.03,9244.51,2670.05
4.1,6960.07,6840.54,7128.15,3727.12,735.877,6129.3,3341.5,3147.57,613.04,5894.42,9245.9,2671.44
4.15,6961.46,6841.94,7129.54,3728.52,737.268,6130.69,3342.89,3148.96,614.431,5895.81,9247.29,2672.83
4.2,6962.86,6843.35,7130.93,3729.92,738.659,6132.07,3344.28,3150.35,615.822,5897.21,9248.68,2674.22
4.25,6964.25,6844.75,7132.31,3731.32,740.05,6133.46,3345.66,3151.75,617.213,5898.6,9250.07,2675.61
4.3,6965.65,6846.15,7133.7,3732.72,741.441,6134.85,3347.05,3153.14,618.604,5899.99,9251.46,2677
4.35,6967.04,6847.56,7135.09,3734.12,742.832,6136.24,3348.44,3154.54,619.995,5901.38,9252.86,2678.39
4.4,6968.44,6848.96,7136.48,3735.52,744.223,6137.63,3349.83,3155.93,621.386,5902.77,9254.25,2679.77
4.45,6969.83,6850.36,7137.87,3736.91,745.613,6139.02,3351.22,3157.33,622.777,5904.17,9255.64,2681.16
4.5,6971.23,6851.77,7139.26,3738.31,747.004,6140.41,3352.61,3158.72,624.168,5905.56,9257.03,2682.55
4.55,6972.62,6853.17,7140.65,3739.71,748.395,6141.8,3354,3160.12,625.559,5906.95,9258.42,2683.94
4.6,6974.02,6854.57,7142.04,3741.11,749.786,6143.19,3355.39,3161.51,626.949,5908.34,9259.81,2685.33
4.65,6975.41,6855.98,7143.43,3742.51,751.177,6144.57,3356.78,3162.9,628.34,5909.74,9261.2,2686.72
4.7,6976.81,6857.38,7144.81,3743.91,752.568,6145.96,3358.16,3164.3,629.731,5911.13,9262.59,2688.11
4.75,6978.2,6858.78,7146.2,3745.31,753.959,6147.35,3359.55,3165.69,631.122,5912.52,9263.98,2689.5
4.8,6979.6,6860.19,7147.59,3746.71,755.35,6148.74,3360.94,3167.09,632.513,5913.91,9265.37,2690.89
4.85,6980.99,6861.59,7148.98,3748.11,756.741,6150.13,3362.33,3168.48,633.904,5915.3,9266.76,2692.27
4.9,6982.39,6862.99,7150.37,3749.51,758.132,6151.52,3363.72,3169.88,635.295,5916.7,9268.15,2693.66
4.95,6983.78,6864.4,7151.76,3750.91,759.523,6152.91,3365.11,3171.27,636.686,5918.09,9269.55,2695.05
5,6985.18,6865.8,7153.15,3752.31,760.914,6154.3,3366.5,3172.66,638.077,5919.48,9270.94,2696.44
5.05,6986.57,6867.2,7154.54,3753.71,762.305,6155.69,3367.89,3174.06,639.467,5920.87,9272.33,2697.83
5.1,6987.97,6868.61,7155.93,3755.1,763.695,6157.07,3369.28,3175.45,640.858,5922.26,9273.72,2699.22
5.15,6989.36,6870.01,7157.31,3756.5,765.086,6158.46,3370.66,3176.85,642.249,5923.66,9275.11,2700.61
5.2,6990.76,6871.41,7158.7,3757.9,766.477,6159.85,3372.05,3178.24,643.64,5925.05,9276.5,2702
5.25,6992.15,6872.81,7160.09,3759.3,767.868,6161.24,3373.44,3179.64,645.031,5926.44,9277.89,2703.39
5.3,6993.55,6874.22,7161.48,3760.7,769.259,6162.63,3374.83,3181.03,646.422,5927.83,9279.28,2704.77
5.35,6994.94,6875.62,7162.87,3762.1,770.65,6164.02,3376.22,3182.42,647.813,5929.22,9280.67,2706.16
5.4,6996.34,6877.02,7164.26,3763.5,772.041,6165.41,3377.61,3183.82,649.204,5930.62,9282.06,2707.55
5.45,6997.73,6878.43,7165.65,3764.9,773.432,6166.8,3379,3185.21,650.595,5932.01,9283.45,2708.94
5.5,6999.13,6879.83,7167.04,3766.3,774.823,6168.19,3380.39,3186.61,651.985,5933.4,9284.85,2710.33
5.55,7000.52,6881.23,7168.43,3767.7,776.214,6169.57,3381.78,3188,653.376,5934.79,9286.24,2711.72
5.6,7001.92,6882.64,7169.81,3769.1,777.605,6170.96,3383.16,3189.4,654.767,5936.19,9287.63,2713.11
5.65,7003.31,6884.04,7171.2,3770.5,778.996,6172.35,3384.55,3190.79,656.158,5937.58,9289.02,2714.5
5.7,7004.7,6885.44,7172.59,3771.9,780.386,6173.74,3385.94,3192.19,657.549,5938.97,9290.41,2715.89
5.75,7006.1,6886.85,7173.98,3773.29,781.777,6175.13,3387.33,3193.58,658.94,5940.36,9291.8,2717.27
5.8,7007.49,6888.25,7175.37,3774.69,783.168,6176.52,3388.72,3194.97,660.331,5941.75,9293.19,2718.66
5.85,7008.89,6889.65,7176.76,3776.09,784.559,6177.91,3390.11,3196.37,661.722,5943.15,9294.58,2720.05
5.9,7010.28,6891.06,7178.15,3777.49,785.95,6179.3,3391.5,3197.76,663.113,5944.54,9295.97,2721.44
5.95,7011.68,6892.46,7179.54,3778.89,787.341,6180.69,3392.89,3199.16,664.503,5945.93,9297.36,2722.83
6,7013.07,6893.86,7180.93,3780.29,788.732,6182.07,3394.28,3200.55,665.894,5947.32,9298.75,2724.22
6.05,7014.47,6895.27,7182.31,3781.69,790.123,6183.46,3395.66,3201.95,667.285,5948.71,9300.15,2725.61
6.1,7015.86,6896.67,7183.7,3783.09,791.514,6184.85,3397.05,3203.34,668.676,5950.11,9301.54,2727
6.15,7017.26,6898.07,7185.09,3784.49,792.905,6186.24,3398.44,3204.73,670.067,5951.5,9302.93,2728.39
6.2,7018.65,6899.48,7186.48,3785.89,794.296,6187.63,3399.83,3206.13,671.458,5952.89,9304.32,2729.77
6.25,7020.05,6900.88,7187.87,3787.29,795.687,6189.02,3401.22,3207.52,672.849,5954.28,9305.71,2731.16
6.3,7021.44,6902.28,7189.26,3788.69,797.077,6190.41,3402.61,3208.92,674.24,5955.67,9307.1,2732.55
6.35,7022.84,6903.69,7190.65,3790.09,798.468,6191.8,3404,3210.31,675.631,5957.07,9308.49,2733.94
6.4,7024.23,6905.09,7192.04,3791.48,799.859,6193.19,3405.39,3211.71,677.022,5958.46,9309.88,2735.33
6.45,7025.63,6906.49,7193.43,3792.88,801.25,6194.57,3406.78,3213.1,678.412,5959.85,9311.27,2736.72
6.5,7027.02,6907.89,7194.81,3794.28,802.641,6195.96,3408.16,3214.49,679.803,5961.24,9312.66,2738.11
6.55,7028.42,6909.3,7196.2,3795.68,804.032,6197.35,3409.55,3215.89,681.194,5962.64,9314.05,2739.5
6.6,7029.81,6910.7,7197.59,3797.08,805.423,6198.74,3410.94,3217.28,682.585,5964.03,9315.45,2740.89
6.65,7031.21,6912.1,7198.98,3798.48,806.814,6200.13,3412.33,3218.68,683.976,5965.42,9316.84,2742.27
6.7,7032.6,6913.51,7200.37,3799.88,808.205,6201.52,3413.72,3220.07,685.367,5966.81,9318.23,2743.66
6.75,7034,6914.91,7201.76,3801.28,809.596,6202.91,3415.11,3221.47,686.758,5968.2,9319.62,2745.05
6.8,7035.39,6916.31,7203.15,3802.68,810.987,6204.3,3416.5,3222.86,688.149,5969.6,9321.01,2746.44
6.85,7036.79,6917.72,7204.54,3804.08,812.378,6205.69,3417.89,3224.26,689.54,5970.99,9322.4,2747.83
6.9,7038.18,6919.12,7205.93,3805.48,813.768,6207.07,3419.28,3225.65,690.93,5972.38,9323.79,2749.22
6.95,7039.58,6920.52,7207.31,3806.88,815.159,6208.46,3420.66,3227.04,692.321,5973.77,9325.18,2750.61
7,7040.97,6921.93,7208.7,3808.28,816.55,6209.85,3422.05,3228.44,693.712,5975.16,9326.57,2752
7.05,7042.37,6923.33,7210.09,3809.67,817.941,6211.24,3423.44,3229.83,695.103,5976.56,9327.96,2753.39
7.1,7043.76,6924.73,7211.48,3811.07,819.332,6212.63,3424.83,3231.23,696.494,5977.95,9329.35,2754.77
7.15,7045.16,6926.14,7212.87,3812.47,820.723,6214.02,3426.22,3232.62,697.885,5979.34,9330.75,2756.16
7.2,7046.55,6927.54,7214.26,3813.87,822.114,6215.41,3427.61,3234.02,699.276,5980.73,9332.14,2757.55
7.25,7047.95,6928.94,7215.65,3815.27,823.505,6216.8,3429,3235.41,700.667,5982.13,9333.53,2758.94
7.3,7049.34,6930.35,7217.04,3816.67,824.896,6218.19,3430.39,3236.8,702.058,5983.52,9334.92,2760.33
7.35,7050.74,6931.75,7218.43,3818.07,826.287,6219.57,3431.78,3238.2,703.448,5984.91,9336.31,2761.72
7.4,7052.13,6933.15,7219.81,3819.47,827.678,6220.96,3433.16,3239.59,704.839,5986.3,9337.7,2763.11
7.45,7053.53,6934.56,7221.2,3820.87,829.068,6222.35,3434.55,3240.99,706.23,5987.69,9339.09,2764.5
7.5,7054.92,6935.96,7222.59,3822.27,830.459,6223.74,3435.94,3242.38,707.621,5989.09,9340.48,2765.89
7.55,7056.32,6937.36,7223.98,3823.67,831.85,6225.13,3437.33,3243.78,709.012,5990.48,9341.87,2767.27
7.6,7057.71,6938.76,7225.37,3825.07,833.241,6226.52,3438.72,3245.17,710.403,5991.87,9343.26,2768.66
7.65,7059.11,6940.17,7226.76,3826.47,834.632,6227.91,3440.11,3246.57,711.794,5993.26,9344.65,2770.05
7.7,7060.5,6941.57,7228.15,3827.86,836.023,6229.3,3441.5,3247.96,713.185,5994.65,9346.04,2771.44
7.75,7061.9,6942.97,7229.54,3829.26,837.414,6230.69,3442.89,3249.35,714.576,5996.05,9347.44,2772.83
7.8,7063.29,6944.38,7230.93,3830.66,838.805,6232.07,3444.28,3250.75,715.966,5997.44,9348.83,2774.22
7.85,7064.69,6945.78,7232.31,3832.06,840.196,6233.46,3445.66,3252.14,717.357,5998.83,9350.22,2775.61
7.9,7066.08,6947.18,7233.7,3833.46,841.587,6234.85,3447.05,3253.54,718.748,6000.22,9351.61,2777
7.95,7067.48,6948.59,7235.09,3834.86,842.978,6236.24,3448.44,3254.93,720.139,6001.62,9353,2778.39
8,7068.87,6949.99,7236.48,3836.26,844.369,6237.63,3449.83,3256.33,721.53,6003.01,9354.39,2779.77
8.05,7070.27,6951.39,7237.87,3837.66,845.759,6239.02,3451.22,3257.72,722.921,6004.4,9355.78,2781.16
8.1,7071.66,6952.8,7239.26,3839.06,847.15,6240.41,3452.61,3259.11,724.312,6005.79,9357.17,2782.55
8.15,7073.06,6954.2,7240.65,3840.46,848.541,6241.8,3454,3260.51,725.703,6007.18,9358.56,2783.94
8.2,7074.45,6955.6,7242.04,3841.86,849.932,6243.19,3455.39,3261.9,727.094,6008.58,9359.95,2785.33
8.25,7075.85,6957.01,7243.43,3843.26,851.323,6244.57,3456.78,3263.3,728.484,6009.97,9361.34,2786.72
8.3,7077.24,6958.41,7244.81,3844.66,852.714,6245.96,3458.16,3264.69,729.875,6011.36,9362.74,2788.11
8.35,7078.63,6959.81,7246.2,3846.05,854.105,6247.35,3459.55,3266.09,731.266,6012.75,9364.13,2789.5
8.4,7080.03,6961.22,7247.59,3847.45,855.496,6248.74,3460.94,3267.48,732.657,6014.14,9365.52,2790.89
8.45,7081.42,6962.62,7248.98,3848.85,856.887,6250.13,3462.33,3268.87,734.048,6015.54,9366.91,2792.27
8.5,7082.82,6964.02,7250.37,3850.25,858.278,6251.52,3463.72,3270.27,735.439,6016.93,9368.3,2793.66
8.55,7084.21,6965.43,7251.76,3851.65,859.669,6252.91,3465.11,3271.66,736.83,6018.32,9369.69,2795.05
8.6,7085.61,6966.83,7253.15,3853.05,861.059,6254.3,3466.5,3273.06,738.221,6019.71,9371.08,2796.44
8.65,7087,6968.23,7254.54,3854.45,862.45,6255.69,3467.89,3274.45,739.612,6021.1,9372.47,2797.83
8.7,7088.4,6969.64,7255.93,3855.85,863.841,6257.07,3469.28,3275.85,741.002,6022.5,9373.86,2799.22
8.75,7089.79,6971.04,7257.31,3857.25,865.232,6258.46,3470.66,3277.24,742.393,6023.89,9375.25,2800.61
8.8,7091.19,6972.44,7258.7,3858.65,866.623,6259.85,3472.05,3278.64,743.784,6025.28,9376.64,2802
8.85,7092.58,6973.84,7260.09,3860.05,868.014,6261.24,3473.44,3280.03,745.175,6026.67,9378.04,2803.39
8.9,7093.98,6975.25,7261.48,3861.45,869.405,6262.63,3474.83,3281.42,746.566,6028.07,9379.43,2804.77
8.95,7095.37,6976.65,7262.87,3862.85,870.796,6264.02,3476.22,3282.82,747.957,6029.46,9380.82,2806.16
9,7096.77,6978.05,7264.26,3864.24,872.187,6265.41,3477.61,3284.21,749.348,6030.85,9382.21,2807.55
9.05,7098.16,6979.46,7265.65,3865.64,873.578,6266.8,3479,3285.61,750.739,6032.24,9383.6,2808.94
9.1,7099.56,6980.86,7267.04,3867.04,874.969,6268.19,3480.39,3287,752.13,6033.63,9384.99,2810.33
9.15,7100.95,6982.26,7268.43,3868.44,876.36,6269.57,3481.78,3288.4,753.52,6035.03,9386.38,2811.72
9.2,7102.35,6983.67,7269.81,3869.84,877.75,6270.96,3483.16,3289.79,754.911,6036.42,9387.77,2813.11
9.25,7103.74,6985.07,7271.2,3871.24,879.141,6272.35,3484.55,3291.18,756.302,6037.81,9389.16,2814.5
9.3,7105.14,6986.47,7272.59,3872.64,880.532,6273.74,3485.94,3292.58,757.693,6039.2,9390.55,2815.89
9.35,7106.53,6987.88,7273.98,3874.04,881.923,6275.13,3487.33,3293.97,759.084,6040.59,9391.94,2817.27
9.4,7107.93,6989.28,7275.37,3875.44,883.314,6276.52,3488.72,3295.37,760.475,6041.99,9393.34,2818.66
9.45,7109.32,6990.68,7276.76,3876.84,884.705,6277.91,3490.11,3296.76,761.866,6043.38,9394.73,2820.05
9.5,7110.72,6992.09,7278.15,3878.24,886.096,6279.3,3491.5,3298.16,763.257,6044.77,9396.12,2821.44
9.55,7112.11,6993.49,7279.54,3879.64,887.487,6280.69,3492.89,3299.55,764.648,6046.16,9397.51,2822.83
9.6,7113.51,6994.89,7280.93,3881.04,888.878,6282.07,3494.28,3300.95,766.038,6047.56,9398.9,2824.22
9.65,7114.9,6996.3,7282.31,3882.43,890.269,6283.46,3495.66,3302.34,767.429,6048.95,9400.29,2825.61
9.7,7116.3,6997.7,7283.7,3883.83,891.66,6284.85,3497.05,3303.73,768.82,6050.34,9401.68,2827
9.75,7117.69,6999.1,7285.09,3885.23,893.05,6286.24,3498.44,3305.13,770.211,6051.73,9403.07,2828.39
9.8,7119.09,7000.51,7286.48,3886.63,894.441,6287.63,3499.83,3306.52,771.602,6053.12,9404.46,2829.77
9.85,7120.48,7001.91,7287.87,3888.03,895.832,6289.02,3501.22,3307.92,772.993,6054.52,9405.85,2831.16
9.9,7121.88,7003.31,7289.26,3889.43,897.223,6290.41,3502.61,3309.31,774.384,6055.91,9407.24,2832.55
9.95,7123.27,7004.72,7290.65,3890.83,898.614,6291.8,3504,3310.71,775.775,6057.3,9408.63,2833.94
10,7124.67,7006.12,7292.04,3892.23,900.005,6293.19,3505.39,3312.1,777.166,6058.69,9410.03,2835.33
10.05,7126.06,7007.52,7293.43,3893.63,901.396,6294.57,3506.78,3313.49,778.556,6060.08,9411.42,2836.72
10.1,7127.46,7008.93,7294.81,3895.03,902.787,6295.96,3508.16,3314.89,779.947,6061.48,9412.81,2838.11
10.15,7128.85,7010.33,7296.2,3896.43,904.178,6297.35,3509.55,3316.28,781.338,6062.87,9414.2,2839.5
10.2,7130.25,7011.73,7297.59,3897.83,905.569,6298.74,3510.94,3317.68,782.729,6064.26,9415.59,2840.89
10.25,7131.64,7013.13,7298.98,3899.23,906.96,6300.13,3512.33,3319.07,784.12,6065.65,9416.98,2842.27
10.3,7133.04,7014.54,7300.37,3900.63,908.35,6301.52,3513.72,3320.47,785.511,6067.05,9418.37,2843.66
10.35,7134.43,7015.94,7301.76,3902.02,909.741,6302.91,3515.11,3321.86,786.902,6068.44,9419.76,2845.05
10.4,7135.83,7017.34,7303.15,3903.42,911.132,6304.3,3516.5,3323.26,788.293,6069.83,9421.15,2846.44
10.45,7137.22,7018.75,7304.54,3904.82,912.523,6305.69,3517.89,3324.65,789.684,6071.22,9422.54,2847.83
10.5,7138.62,7020.15,7305.93,3906.22,913.914,6307.07,3519.28,3326.04,791.074,6072.61,9423.93,2849.22
10.55,7140.01,7021.55,7307.31,3907.62,915.305,6308.46,3520.66,3327.44,792.465,6074.01,9425.33,2850.61
10.6,7141.41,7022.96,7308.7,3909.02,916.696,6309.85,3522.05,3328.83,793.856,6075.4,9426.72,2852
10.65,7142.8,7024.36,7310.09,3910.42,918.087,6311.24,3523.44,3330.23,795.247,6076.79,9428.11,2853.39
10.7,7144.2,7025.76,7311.48,3911.82,919.478,6312.63,3524.83,3331.62,796.638,6078.18,9429.5,2854.77
10.75,7145.59,7027.17,7312.87,3913.22,920.869,6314.02,3526.22,3333.02,798.029,6079.57,9430.89,2856.16
10.8,7146.99,7028.57,7314.26,3914.62,922.259,6315.41,3527.61,3334.41,799.42,6080.97,9432.28,2857.55
10.85,7148.38,7029.97,7315.65,3916.02,923.65,6316.8,3529,3335.8,800.811,6082.36,9433.67,2858.94
10.9,7149.78,7031.38,7317.04,3917.42,925.041,6318.19,3530.39,3337.2,802.202,6083.75,9435.06,2860.33
10.95,7151.17,7032.78,7318.43,3918.82,926.432,6319.57,3531.78,3338.59,803.592,6085.14,9436.45,2861.72
11,7152.57,7034.18,7319.81,3920.21,927.823,6320.96,3533.16,3339.99,804.983,6086.53,9437.84,2863.11
11.05,7153.96,7035.59,7321.2,3921.61,929.214,6322.35,3534.55,3341.38,806.374,6087.93,9439.23,2864.5
11.1,7155.36,7036.99,7322.59,3923.01,930.605,6323.74,3535.94,3342.78,807.765,6089.32,9440.63,2865.89
11.15,7156.75,7038.39,7323.98,3924.41,931.996,6325.13,3537.33,3344.17,809.156,6090.71,9442.02,2867.27
11.2,7158.15,7039.8,7325.37,3925.81,933.387,6326.52,3538.72,3345.57,810.547,6092.1,9443.41,2868.66
11.25,7159.54,7041.2,7326.76,3927.21,934.778,6327.91,3540.11,3346.96,811.938,6093.5,9444.8,2870.05
