time,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,N11,N12,N13,N14,N15,N16,N17,N18,N19
1.9,1001.37,804.961,7190.57,8681.91,5508.71,1873.35,2067.41,4413.95,8728.05,525.777,2666.16,6145.97,183.918,2426.68,7001.65,4945.78,2912.84,4537.99,8589.76
1.95,1002.76,806.341,7191.96,8683.29,5510.09,1874.74,2068.8,4415.34,8729.44,527.167,2667.55,6147.36,185.308,2428.07,7003.03,4947.18,2914.23,4539.38,8591.19
2,1004.15,807.721,7193.35,8684.68,5511.48,1876.13,2070.19,4416.73,8730.84,528.558,2668.95,6148.75,186.697,2429.46,7004.41,4948.58,2915.62,4540.77,8592.61
2.05,1005.54,809.101,7194.73,8686.07,5512.87,1877.52,2071.58,4418.12,8732.23,529.949,2670.34,6150.14,188.087,2430.85,7005.79,4949.97,2917.01,4542.16,8594.03
2.1,1006.93,810.481,7196.12,8687.46,5514.26,1878.91,2072.97,4419.51,8733.62,531.34,2671.73,6151.54,189.476,2432.24,7007.17,4951.37,2918.4,4543.55,8595.45
2.15,1008.32,811.861,7197.51,8688.85,5515.65,1880.3,2074.36,4420.9,8735.01,532.731,2673.12,6152.93,190.866,2433.63,7008.55,4952.77,2919.78,4544.94,8596.88
2.2,1009.71,813.241,7198.9,8690.24,5517.04,1881.69,2075.75,4422.3,8736.4,534.122,2674.52,6154.32,192.256,2435.01,7009.93,4954.17,2921.17,4546.33,8598.3
2.25,1011.09,814.62,7200.29,8691.63,5518.43,1883.07,2077.13,4423.69,8737.8,535.513,2675.91,6155.71,193.645,2436.4,7011.3,4955.57,2922.56,4547.71,8599.72
2.3,1012.48,816,7201.68,8693.02,5519.82,1884.46,2078.52,4425.08,8739.19,536.903,2677.3,6157.1,195.035,2437.79,7012.68,4956.97,2923.95,4549.1,8601.15
2.35,1013.87,817.38,7203.07,8694.41,5521.21,1885.85,2079.91,4426.47,8740.58,538.294,2678.7,6158.49,196.424,2439.18,7014.06,4958.36,2925.34,4550.49,8602.57
2.4,1015.26,818.76,7204.46,8695.79,5522.59,1887.24,2081.3,4427.86,8741.97,539.685,2680.09,6159.88,197.814,2440.57,7015.44,4959.76,2926.73,4551.88,8603.99
2.45,1016.65,820.14,7205.85,8697.18,5523.98,1888.63,2082.69,4429.25,8743.37,541.076,2681.48,6161.27,199.203,2441.96,7016.82,4961.16,2928.12,4553.27,8605.42
2.5,1018.04,821.52,7207.23,8698.57,5525.37,1890.02,2084.08,4430.64,8744.76,542.467,2682.88,6162.66,200.593,2443.35,7018.2,4962.56,2929.51,4554.66,8606.84
2.55,1019.43,822.9,7208.62,8699.96,5526.76,1891.41,2085.47,4432.03,8746.15,543.858,2684.27,6164.05,201.983,2444.74,7019.57,4963.96,2930.9,4556.05,8608.26
2.6,1020.82,824.28,7210.01,8701.35,5528.15,1892.8,2086.86,4433.42,8747.54,545.249,2685.66,6165.44,203.372,2446.12,7020.95,4965.36,2932.28,4557.44,8609.68
2.65,1022.21,825.659,7211.4,8702.74,5529.54,1894.19,2088.24,4434.81,8748.94,546.639,2687.05,6166.84,204.762,2447.51,7022.33,4966.75,2933.67,4558.83,8611.11
2.7,1023.6,827.039,7212.79,8704.13,5530.93,1895.58,2089.63,4436.2,8750.33,548.03,2688.45,6168.23,206.151,2448.9,7023.71,4968.15,2935.06,4560.21,8612.53
2.75,1024.99,828.419,7214.18,8705.52,5532.32,1896.97,2091.02,4437.59,8751.72,549.421,2689.84,6169.62,207.541,2450.29,7025.09,4969.55,2936.45,4561.6,8613.95
2.8,1026.38,829.799,7215.57,8706.91,5533.71,1898.36,2092.41,4438.98,8753.11,550.812,2691.23,6171.01,208.931,2451.68,7026.47,4970.95,2937.84,4562.99,8615.38
2.85,1027.77,831.179,7216.96,8708.29,5535.09,1899.74,2093.8,4440.38,8754.51,552.203,2692.63,6172.4,210.32,2453.07,7027.85,4972.35,2939.23,4564.38,8616.8
2.9,1029.15,832.559,7218.35,8709.68,5536.48,1901.13,2095.19,4441.77,8755.9,553.594,2694.02,6173.79,211.71,2454.46,7029.22,4973.75,2940.62,4565.77,8618.22
2.95,1030.54,833.939,7219.73,8711.07,5537.87,1902.52,2096.58,4443.16,8757.29,554.985,2695.41,6175.18,213.099,2455.84,7030.6,4975.14,2942.01,4567.16,8619.65
3,1031.93,835.319,7221.12,8712.46,5539.26,1903.91,2097.96,4444.55,8758.68,556.375,2696.81,6176.57,214.489,2457.23,7031.98,4976.54,2943.4,4568.55,8621.07
3.05,1033.32,836.698,7222.51,8713.85,5540.65,1905.3,2099.35,4445.94,8760.07,557.766,2698.2,6177.96,215.879,2458.62,7033.36,4977.94,2944.78,4569.94,8622.49
3.1,1034.71,838.078,7223.9,8715.24,5542.04,1906.69,2100.74,4447.33,8761.47,559.157,2699.59,6179.35,217.268,2460.01,7034.74,4979.34,2946.17,4571.33,8623.91
3.15,1036.1,839.458,7225.29,8716.63,5543.43,1908.08,2102.13,4448.72,8762.86,560.548,2700.98,6180.75,218.658,2461.4,7036.12,4980.74,2947.56,4572.71,8625.34
3.2,1037.49,840.838,7226.68,8718.02,5544.82,1909.47,2103.52,4450.11,8764.25,561.939,2702.38,6182.14,220.047,2462.79,7037.49,4982.14,2948.95,4574.1,8626.76
3.25,1038.88,842.218,7228.07,8719.4,5546.21,1910.86,2104.91,4451.5,8765.64,563.33,2703.77,6183.53,221.437,2464.18,7038.87,4983.53,2950.34,4575.49,8628.18
3.3,1040.27,843.598,7229.46,8720.79,5547.59,1912.25,2106.3,4452.89,8767.04,564.721,2705.16,6184.92,222.826,2465.56,7040.25,4984.93,2951.73,4576.88,8629.61
3.35,1041.66,844.978,7230.85,8722.18,5548.98,1913.64,2107.69,4454.28,8768.43,566.112,2706.56,6186.31,224.216,2466.95,7041.63,4986.33,2953.12,4578.27,8631.03
3.4,1043.05,846.358,7232.23,8723.57,5550.37,1915.03,2109.07,4455.67,8769.82,567.502,2707.95,6187.7,225.606,2468.34,7043.01,4987.73,2954.51,4579.66,8632.45
3.45,1044.44,847.738,7233.62,8724.96,5551.76,1916.41,2110.46,4457.07,8771.21,568.893,2709.34,6189.09,226.995,2469.73,7044.39,4989.13,2955.9,4581.05,8633.88
3.5,1045.82,849.118,7235.01,8726.35,5553.15,1917.8,2111.85,4458.46,8772.61,570.284,2710.74,6190.48,228.385,2471.12,7045.77,4990.53,2957.28,4582.44,8635.3
3.55,1047.21,850.497,7236.4,8727.74,5554.54,1919.19,2113.24,4459.85,8774,571.675,2712.13,6191.87,229.774,2472.51,7047.14,4991.92,2958.67,4583.83,8636.72
3.6,1048.6,851.877,7237.79,8729.13,5555.93,1920.58,2114.63,4461.24,8775.39,573.066,2713.52,6193.26,231.164,2473.9,7048.52,4993.32,2960.06,4585.21,8638.14
3.65,1049.99,853.257,7239.18,8730.52,5557.32,1921.97,2116.02,4462.63,8776.78,574.457,2714.91,6194.65,232.554,2475.28,7049.9,4994.72,2961.45,4586.6,8639.57
3.7,1051.38,854.637,7240.57,8731.9,5558.71,1923.36,2117.41,4464.02,8778.18,575.848,2716.31,6196.05,233.943,2476.67,7051.28,4996.12,2962.84,4587.99,8640.99
3.75,1052.77,856.017,7241.96,8733.29,5560.09,1924.75,2118.79,4465.41,8779.57,577.238,2717.7,6197.44,235.333,2478.06,7052.66,4997.52,2964.23,4589.38,8642.41
3.8,1054.16,857.397,7243.35,8734.68,5561.48,1926.14,2120.18,4466.8,8780.96,578.629,2719.09,6198.83,236.722,2479.45,7054.04,4998.92,2965.62,4590.77,8643.84
3.85,1055.55,858.777,7244.73,8736.07,5562.87,1927.53,2121.57,4468.19,8782.35,580.02,2720.49,6200.22,238.112,2480.84,7055.42,5000.31,2967.01,4592.16,8645.26
3.9,1056.94,860.157,7246.12,8737.46,5564.26,1928.92,2122.96,4469.58,8783.75,581.411,2721.88,6201.61,239.502,2482.23,7056.79,5001.71,2968.4,4593.55,8646.68
3.95,1058.33,861.537,7247.51,8738.85,5565.65,1930.31,2124.35,4470.97,8785.14,582.802,2723.27,6203,240.891,2483.62,7058.17,5003.11,2969.78,4594.94,8648.11
4,1059.72,862.916,7248.9,8740.24,5567.04,1931.7,2125.74,4472.36,8786.53,584.193,2724.67,6204.39,242.281,2485,7059.55,5004.51,2971.17,4596.33,8649.53
4.05,1061.11,864.296,7250.29,8741.63,5568.43,1933.08,2127.13,4473.76,8787.92,585.584,2726.06,6205.78,243.67,2486.39,7060.93,5005.91,2972.56,4597.71,8650.95
4.1,1062.5,865.676,7251.68,8743.02,5569.82,1934.47,2128.51,4475.15,8789.31,586.975,2727.45,6207.17,245.06,2487.78,7062.31,5007.31,2973.95,4599.1,8652.37
4.15,1063.88,867.056,7253.07,8744.4,5571.21,1935.86,2129.9,4476.54,8790.71,588.365,2728.85,6208.56,246.449,2489.17,7063.69,5008.7,2975.34,4600.49,8653.8
4.2,1065.27,868.436,7254.46,8745.79,5572.59,1937.25,2131.29,4477.93,8792.1,589.756,2730.24,6209.95,247.839,2490.56,7065.06,5010.1,2976.73,4601.88,8655.22
4.25,1066.66,869.816,7255.85,8747.18,5573.98,1938.64,2132.68,4479.32,8793.49,591.147,2731.63,6211.35,249.229,2491.95,7066.44,5011.5,2978.12,4603.27,8656.64
4.3,1068.05,871.196,7257.23,8748.57,5575.37,1940.03,2134.07,4480.71,8794.88,592.538,2733.02,6212.74,250.618,2493.34,7067.82,5012.9,2979.51,4604.66,8658.07
4.35,1069.44,872.576,7258.62,8749.96,5576.76,1941.42,2135.46,4482.1,8796.28,593.929,2734.42,6214.13,252.008,2494.73,7069.2,5014.3,2980.9,4606.05,8659.49
4.4,1070.83,873.956,7260.01,8751.35,5578.15,1942.81,2136.85,4483.49,8797.67,595.32,2735.81,6215.52,253.397,2496.11,7070.58,5015.7,2982.28,4607.44,8660.91
4.45,1072.22,875.336,7261.4,8752.74,5579.54,1944.2,2138.24,4484.88,8799.06,596.711,2737.2,6216.91,254.787,2497.5,7071.96,5017.09,2983.67,4608.83,8662.34
4.5,1073.61,876.716,7262.79,8754.13,5580.93,1945.59,2139.62,4486.27,8800.45,598.101,2738.6,6218.3,256.177,2498.89,7073.34,5018.49,2985.06,4610.21,8663.76
4.55,1075,878.095,7264.18,8755.51,5582.32,1946.98,2141.01,4487.66,8801.85,599.492,2739.99,6219.69,257.566,2500.28,7074.71,5019.89,2986.45,4611.6,8665.18
4.6,1076.39,879.475,7265.57,8756.9,5583.71,1948.37,2142.4,4489.05,8803.24,600.883,2741.38,6221.08,258.956,2501.67,7076.09,5021.29,2987.84,4612.99,8666.6
4.65,1077.78,880.855,7266.96,8758.29,5585.09,1949.75,2143.79,4490.45,8804.63,602.274,2742.78,6222.47,260.345,2503.06,7077.47,5022.69,2989.23,4614.38,8668.03
4.7,1079.17,882.235,7268.35,8759.68,5586.48,1951.14,2145.18,4491.84,8806.02,603.665,2744.17,6223.86,261.735,2504.45,7078.85,5024.08,2990.62,4615.77,8669.45
4.75,1080.55,883.615,7269.73,8761.07,5587.87,1952.53,2146.57,4493.23,8807.42,605.056,2745.56,6225.25,263.124,2505.83,7080.23,5025.48,2992.01,4617.16,8670.87
4.8,1081.94,884.995,7271.12,8762.46,5589.26,1953.92,2147.96,4494.62,8808.81,606.447,2746.95,6226.65,264.514,2507.22,7081.61,5026.88,2993.4,4618.55,8672.3
4.85,1083.33,886.375,7272.51,8763.85,5590.65,1955.31,2149.34,4496.01,8810.2,607.838,2748.35,6228.04,265.904,2508.61,7082.99,5028.28,2994.78,4619.94,8673.72
4.9,1084.72,887.755,7273.9,8765.24,5592.04,1956.7,2150.73,4497.4,8811.59,609.228,2749.74,6229.43,267.293,2510,7084.36,5029.68,2996.17,4621.33,8675.14
4.95,1086.11,889.135,7275.29,8766.63,5593.43,1958.09,2152.12,4498.79,8812.99,610.619,2751.13,6230.82,268.683,2511.39,7085.74,5031.08,2997.56,4622.71,8676.57
5,1087.5,890.515,7276.68,8768.01,5594.82,1959.48,2153.51,4500.18,8814.38,612.01,2752.53,6232.21,270.072,2512.78,7087.12,5032.47,2998.95,4624.1,8677.99
5.05,1088.89,891.895,7278.07,8769.4,5596.21,1960.87,2154.9,4501.57,8815.77,613.401,2753.92,6233.6,271.462,2514.17,7088.5,5033.87,3000.34,4625.49,8679.41
5.1,1090.28,893.274,7279.46,8770.79,5597.59,1962.26,2156.29,4502.96,8817.16,614.792,2755.31,6234.99,272.852,2515.55,7089.88,5035.27,3001.73,4626.88,8680.83
5.15,1091.67,894.654,7280.85,8772.18,5598.98,1963.65,2157.68,4504.35,8818.55,616.183,2756.71,6236.38,274.241,2516.94,7091.26,5036.67,3003.12,4628.27,8682.26
5.2,1093.06,896.034,7282.23,8773.57,5600.37,1965.04,2159.07,4505.74,8819.95,617.574,2758.1,6237.77,275.631,2518.33,7092.64,5038.07,3004.51,4629.66,8683.68
5.25,1094.45,897.414,7283.62,8774.96,5601.76,1966.42,2160.45,4507.13,8821.34,618.965,2759.49,6239.16,277.02,2519.72,7094.01,5039.47,3005.9,4631.05,8685.1
5.3,1095.84,898.794,7285.01,8776.35,5603.15,1967.81,2161.84,4508.53,8822.73,620.355,2760.88,6240.55,278.41,2521.11,7095.39,5040.86,3007.28,4632.44,8686.53
5.35,1097.23,900.174,7286.4,8777.74,5604.54,1969.2,2163.23,4509.92,8824.12,621.746,2762.28,6241.95,279.8,2522.5,7096.77,5042.26,3008.67,4633.83,8687.95
5.4,1098.61,901.554,7287.79,8779.12,5605.93,1970.59,2164.62,4511.31,8825.52,623.137,2763.67,6243.34,281.189,2523.89,7098.15,5043.66,3010.06,4635.21,8689.37
5.45,1100,902.934,7289.18,8780.51,5607.32,1971.98,2166.01,4512.7,8826.91,624.528,2765.06,6244.73,282.579,2525.28,7099.53,5045.06,3011.45,4636.6,8690.8
5.5,1101.39,904.314,7290.57,8781.9,5608.71,1973.37,2167.4,4514.09,8828.3,625.919,2766.46,6246.12,283.968,2526.66,7100.91,5046.46,3012.84,4637.99,8692.22
5.55,1102.78,905.694,7291.96,8783.29,5610.09,1974.76,2168.79,4515.48,8829.69,627.31,2767.85,6247.51,285.358,2528.05,7102.28,5047.86,3014.23,4639.38,8693.64
5.6,1104.17,907.074,7293.35,8784.68,5611.48,1976.15,2170.17,4516.87,8831.09,628.701,2769.24,6248.9,286.747,2529.44,7103.66,5049.25,3015.62,4640.77,8695.07
5.65,1105.56,908.454,7294.73,8786.07,5612.87,1977.54,2171.56,4518.26,8832.48,630.092,2770.64,6250.29,288.137,2530.83,7105.04,5050.65,3017.01,4642.16,8696.49
5.7,1106.95,909.833,7296.12,8787.46,5614.26,1978.93,2172.95,4519.65,8833.87,631.482,2772.03,6251.68,289.527,2532.22,7106.42,5052.05,3018.4,4643.55,8697.91
5.75,1108.34,911.213,7297.51,8788.85,5615.65,1980.32,2174.34,4521.04,8835.26,632.873,2773.42,6253.07,290.916,2533.61,7107.8,5053.45,3019.78,4644.94,8699.33
5.8,1109.73,912.593,7298.9,8790.24,5617.04,1981.71,2175.73,4522.43,8836.66,634.264,2774.82,6254.46,292.306,2535,7109.18,5054.85,3021.17,4646.33,8700.76
5.85,1111.12,913.973,7300.29,8791.62,5618.43,1983.1,2177.12,4523.82,8838.05,635.655,2776.21,6255.85,293.695,2536.38,7110.56,5056.25,3022.56,4647.71,8702.18
5.9,1112.51,915.353,7301.68,8793.01,5619.82,1984.48,2178.51,4525.22,8839.44,637.046,2777.6,6257.25,295.085,2537.77,7111.93,5057.64,3023.95,4649.1,8703.6
5.95,1113.9,916.733,7303.07,8794.4,5621.21,1985.87,2179.9,4526.61,8840.83,638.437,2778.99,6258.64,296.475,2539.16,7113.31,5059.04,3025.34,4650.49,8705.03
6,1115.29,918.113,7304.46,8795.79,5622.59,1987.26,2181.28,4528,8842.23,639.828,2780.39,6260.03,297.864,2540.55,7114.69,5060.44,3026.73,4651.88,8706.45
6.05,1116.67,919.493,7305.85,8797.18,5623.98,1988.65,2182.67,4529.39,8843.62,641.219,2781.78,6261.42,299.254,2541.94,7116.07,5061.84,3028.12,4653.27,8707.87
6.1,1118.06,920.873,7307.23,8798.57,5625.37,1990.04,2184.06,4530.78,8845.01,642.609,2783.17,6262.81,300.643,2543.33,7117.45,5063.24,3029.51,4654.66,8709.3
6.15,1119.45,922.253,7308.62,8799.96,5626.76,1991.43,2185.45,4532.17,8846.4,644,2784.57,6264.2,302.033,2544.72,7118.83,5064.64,3030.9,4656.05,8710.72
6.2,1120.84,923.633,7310.01,8801.35,5628.15,1992.82,2186.84,4533.56,8847.79,645.391,2785.96,6265.59,303.423,2546.1,7120.21,5066.03,3032.28,4657.44,8712.14
6.25,1122.23,925.013,7311.4,8802.73,5629.54,1994.21,2188.23,4534.95,8849.19,646.782,2787.35,6266.98,304.812,2547.49,7121.58,5067.43,3033.67,4658.83,8713.56
6.3,1123.62,926.393,7312.79,8804.12,5630.93,1995.6,2189.62,4536.34,8850.58,648.173,2788.75,6268.37,306.202,2548.88,7122.96,5068.83,3035.06,4660.21,8714.99
6.35,1125.01,927.773,7314.18,8805.51,5632.32,1996.99,2191,4537.73,8851.97,649.564,2790.14,6269.76,307.591,2550.27,7124.34,5070.23,3036.45,4661.6,8716.41
6.4,1126.4,929.152,7315.57,8806.9,5633.71,1998.38,2192.39,4539.12,8853.36,650.955,2791.53,6271.15,308.981,2551.66,7125.72,5071.63,3037.84,4662.99,8717.83
6.45,1127.79,930.532,7316.96,8808.29,5635.09,1999.77,2193.78,4540.51,8854.76,652.346,2792.92,6272.55,310.37,2553.05,7127.1,5073.03,3039.23,4664.38,8719.26
6.5,1129.18,931.912,7318.35,8809.68,5636.48,2001.15,2195.17,4541.91,8856.15,653.736,2794.32,6273.94,311.76,2554.44,7128.48,5074.42,3040.62,4665.77,8720.68
6.55,1130.57,933.292,7319.73,8811.07,5637.87,2002.54,2196.56,4543.3,8857.54,655.127,2795.71,6275.33,313.15,2555.82,7129.86,5075.82,3042.01,4667.16,8722.1
6.6,1131.96,934.672,7321.12,8812.46,5639.26,2003.93,2197.95,4544.69,8858.93,656.518,2797.1,6276.72,314.539,2557.21,7131.23,5077.22,3043.4,4668.55,8723.53
6.65,1133.34,936.052,7322.51,8813.84,5640.65,2005.32,2199.34,4546.08,8860.33,657.909,2798.5,6278.11,315.929,2558.6,7132.61,5078.62,3044.78,4669.94,8724.95
6.7,1134.73,937.432,7323.9,8815.23,5642.04,2006.71,2200.73,4547.47,8861.72,659.3,2799.89,6279.5,317.318,2559.99,7133.99,5080.02,3046.17,4671.33,8726.37
6.75,1136.12,938.812,7325.29,8816.62,5643.43,2008.1,2202.11,4548.86,8863.11,660.691,2801.28,6280.89,318.708,2561.38,7135.37,5081.42,3047.56,4672.71,8727.8
6.8,1137.51,940.192,7326.68,8818.01,5644.82,2009.49,2203.5,4550.25,8864.5,662.082,2802.68,6282.28,320.098,2562.77,7136.75,5082.81,3048.95,4674.1,8729.22
6.85,1138.9,941.572,7328.07,8819.4,5646.21,2010.88,2204.89,4551.64,8865.9,663.473,2804.07,6283.67,321.487,2564.16,7138.13,5084.21,3050.34,4675.49,8730.64
6.9,1140.29,942.952,7329.46,8820.79,5647.59,2012.27,2206.28,4553.03,8867.29,664.863,2805.46,6285.06,322.877,2565.55,7139.51,5085.61,3051.73,4676.88,8732.06
6.95,1141.68,944.332,7330.85,8822.18,5648.98,2013.66,2207.67,4554.42,8868.68,666.254,2806.86,6286.45,324.266,2566.93,7140.88,5087.01,3053.12,4678.27,8733.49
7,1143.07,945.712,7332.23,8823.57,5650.37,2015.05,2209.06,4555.81,8870.07,667.645,2808.25,6287.85,325.656,2568.32,7142.26,5088.41,3054.51,4679.66,8734.91
7.05,1144.46,947.092,7333.62,8824.96,5651.76,2016.44,2210.45,4557.2,8871.47,669.036,2809.64,6289.24,327.045,2569.71,7143.64,5089.81,3055.9,4681.05,8736.33
7.1,1145.85,948.472,7335.01,8826.34,5653.15,2017.82,2211.83,4558.6,8872.86,670.427,2811.03,6290.63,328.435,2571.1,7145.02,5091.2,3057.28,4682.44,8737.76
7.15,1147.24,949.852,7336.4,8827.73,5654.54,2019.21,2213.22,4559.99,8874.25,671.818,2812.43,6292.02,329.825,2572.49,7146.4,5092.6,3058.67,4683.83,8739.18
7.2,1148.63,951.232,7337.79,8829.12,5655.93,2020.6,2214.61,4561.38,8875.64,673.209,2813.82,6293.41,331.214,2573.88,7147.78,5094,3060.06,4685.21,8740.6
