time,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,N11,N12,N13,N14,N15,N16,N17,N18,N19,N20
74.8,3304.98,2773.07,6656.29,2950.07,8157.89,3087.84,9900.17,9537.42,955.655,4813.77,663.072,5068.28,7853.9,8211.33,9272.11,6718.52,1486.01,4447.47,7513.03,4565.18
74.85,3306.37,2774.47,6657.69,2951.46,8159.28,3089.23,9901.56,9538.81,957.044,4815.16,664.459,5069.67,7855.29,8212.72,9273.5,6719.91,1487.4,4448.86,7514.43,4566.57
74.9,3307.77,2775.86,6659.1,2952.85,8160.68,3090.62,9902.96,9540.2,958.433,4816.55,665.846,5071.06,7856.68,8214.11,9274.89,6721.3,1488.79,4450.25,7515.83,4567.95
74.95,3309.16,2777.26,6660.5,2954.24,8162.07,3092.01,9904.35,9541.58,959.821,4817.94,667.232,5072.44,7858.07,8215.49,9276.28,6722.69,1490.18,4451.64,7517.23,4569.34
75,3310.56,2778.66,6661.9,2955.64,8163.47,3093.4,9905.75,9542.97,961.21,4819.34,668.619,5073.83,7859.46,8216.88,9277.67,6724.08,1491.57,4453.03,7518.63,4570.73
75.05,3311.95,2780.06,6663.31,2957.03,8164.86,3094.79,9907.14,9544.36,962.599,4820.73,670.006,5075.22,7860.85,8218.27,9279.06,6725.47,1492.96,4454.42,7520.03,4572.12
75.1,3313.35,2781.46,6664.71,2958.42,8166.26,3096.18,9908.53,9545.75,963.988,4822.12,671.392,5076.61,7862.24,8219.66,9280.46,6726.85,1494.35,4455.8,7521.43,4573.51
75.15,3314.75,2782.86,6666.11,2959.81,8167.65,3097.57,9909.93,9547.14,965.377,4823.51,672.779,5078,7863.63,8221.05,9281.85,6728.24,1495.74,4457.19,7522.83,4574.9
75.2,3316.14,2784.26,6667.52,2961.2,8169.05,3098.96,9911.32,9548.53,966.766,4824.9,674.166,5079.39,7865.02,8222.44,9283.24,6729.63,1497.13,4458.58,7524.23,4576.29
75.25,3317.54,2785.66,6668.92,2962.6,8170.44,3100.34,9912.72,9549.92,968.155,4826.3,675.552,5080.78,7866.4,8223.83,9284.63,6731.02,1498.52,4459.97,7525.63,4577.68
75.3,3318.93,2787.06,6670.33,2963.99,8171.84,3101.73,9914.11,9551.31,969.544,4827.69,676.939,5082.17,7867.79,8225.22,9286.02,6732.41,1499.91,4461.36,7527.03,4579.07
75.35,3320.33,2788.46,6671.73,2965.38,8173.23,3103.12,9915.5,9552.7,970.933,4829.08,678.326,5083.56,7869.18,8226.61,9287.41,6733.8,1501.3,4462.75,7528.43,4580.45
75.4,3321.72,2789.86,6673.13,2966.77,8174.63,3104.51,9916.9,9554.08,972.321,4830.47,679.712,5084.94,7870.57,8227.99,9288.8,6735.19,1502.69,4464.14,7529.84,4581.84
75.45,3323.12,2791.26,6674.54,2968.16,8176.02,3105.9,9918.29,9555.47,973.71,4831.86,681.099,5086.33,7871.96,8229.38,9290.19,6736.58,1504.08,4465.53,7531.24,4583.23
75.5,3324.51,2792.66,6675.94,2969.56,8177.42,3107.29,9919.69,9556.86,975.099,4833.26,682.486,5087.72,7873.35,8230.77,9291.58,6737.97,1505.47,4466.91,7532.64,4584.62
75.55,3325.91,2794.06,6677.34,2970.95,8178.81,3108.68,9921.08,9558.25,976.488,4834.65,683.873,5089.11,7874.74,8232.16,9292.97,6739.35,1506.86,4468.3,7534.04,4586.01
75.6,3327.31,2795.46,6678.75,2972.34,8180.21,3110.07,9922.47,9559.64,977.877,4836.04,685.259,5090.5,7876.13,8233.55,9294.37,6740.74,1508.25,4469.69,7535.44,4587.4
75.65,3328.7,2796.86,6680.15,2973.73,8181.6,3111.46,9923.87,9561.03,979.266,4837.43,686.646,5091.89,7877.52,8234.94,9295.76,6742.13,1509.64,4471.08,7536.84,4588.79
75.7,3330.1,2798.26,6681.55,2975.12,8182.99,3112.84,9925.26,9562.42,980.655,4838.82,688.033,5093.28,7878.9,8236.33,9297.15,6743.52,1511.03,4472.47,7538.24,4590.18
75.75,3331.49,2799.66,6682.96,2976.52,8184.39,3114.23,9926.66,9563.81,982.044,4840.21,689.419,5094.67,7880.29,8237.72,9298.54,6744.91,1512.42,4473.86,7539.64,4591.57
75.8,3332.89,2801.06,6684.36,2977.91,8185.78,3115.62,9928.05,9565.2,983.433,4841.61,690.806,5096.06,7881.68,8239.11,9299.93,6746.3,1513.81,4475.25,7541.04,4592.95
75.85,3334.28,2802.46,6685.77,2979.3,8187.18,3117.01,9929.44,9566.58,984.821,4843,692.193,5097.44,7883.07,8240.49,9301.32,6747.69,1515.2,4476.64,7542.44,4594.34
75.9,3335.68,2803.86,6687.17,2980.69,8188.57,3118.4,9930.84,9567.97,986.21,4844.39,693.579,5098.83,7884.46,8241.88,9302.71,6749.08,1516.59,4478.02,7543.84,4595.73
75.95,3337.07,2805.26,6688.57,2982.08,8189.97,3119.79,9932.23,9569.36,987.599,4845.78,694.966,5100.22,7885.85,8243.27,9304.1,6750.47,1517.98,4479.41,7545.24,4597.12
76,3338.47,2806.66,6689.98,2983.48,8191.36,3121.18,9933.63,9570.75,988.988,4847.17,696.353,5101.61,7887.24,8244.66,9305.49,6751.85,1519.37,4480.8,7546.65,4598.51
76.05,3339.87,2808.06,6691.38,2984.87,8192.76,3122.57,9935.02,9572.14,990.377,4848.57,697.739,5103,7888.63,8246.05,9306.88,6753.24,1520.76,4482.19,7548.05,4599.9
76.1,3341.26,2809.46,6692.78,2986.26,8194.15,3123.96,9936.41,9573.53,991.766,4849.96,699.126,5104.39,7890.02,8247.44,9308.27,6754.63,1522.15,4483.58,7549.45,4601.29
76.15,3342.66,2810.86,6694.19,2987.65,8195.55,3125.34,9937.81,9574.92,993.155,4851.35,700.513,5105.78,7891.4,8248.83,9309.67,6756.02,1523.54,4484.97,7550.85,4602.68
76.2,3344.05,2812.25,6695.59,2989.04,8196.94,3126.73,9939.2,9576.31,994.544,4852.74,701.899,5107.17,7892.79,8250.22,9311.06,6757.41,1524.93,4486.36,7552.25,4604.07
76.25,3345.45,2813.65,6696.99,2990.44,8198.34,3128.12,9940.59,9577.7,995.933,4854.13,703.286,5108.56,7894.18,8251.61,9312.45,6758.8,1526.32,4487.75,7553.65,4605.45
76.3,3346.84,2815.05,6698.4,2991.83,8199.73,3129.51,9941.99,9579.08,997.321,4855.53,704.673,5109.94,7895.57,8252.99,9313.84,6760.19,1527.71,4489.13,7555.05,4606.84
76.35,3348.24,2816.45,6699.8,2993.22,8201.13,3130.9,9943.38,9580.47,998.71,4856.92,706.059,5111.33,7896.96,8254.38,9315.23,6761.58,1529.1,4490.52,7556.45,4608.23
76.4,3349.63,2817.85,6701.21,2994.61,8202.52,3132.29,9944.78,9581.86,1000.1,4858.31,707.446,5112.72,7898.35,8255.77,9316.62,6762.97,1530.49,4491.91,7557.85,4609.62
76.45,3351.03,2819.25,6702.61,2996,8203.91,3133.68,9946.17,9583.25,1001.49,4859.7,708.833,5114.11,7899.74,8257.16,9318.01,6764.35,1531.88,4493.3,7559.25,4611.01
76.5,3352.43,2820.65,6704.01,2997.4,8205.31,3135.07,9947.56,9584.64,1002.88,4861.09,710.219,5115.5,7901.13,8258.55,9319.4,6765.74,1533.27,4494.69,7560.65,4612.4
76.55,3353.82,2822.05,6705.42,2998.79,8206.7,3136.46,9948.96,9586.03,1004.27,4862.49,711.606,5116.89,7902.52,8259.94,9320.79,6767.13,1534.66,4496.08,7562.05,4613.79
76.6,3355.22,2823.45,6706.82,3000.18,8208.1,3137.84,9950.35,9587.42,1005.65,4863.88,712.993,5118.28,7903.9,8261.33,9322.18,6768.52,1536.05,4497.47,7563.46,4615.18
76.65,3356.61,2824.85,6708.22,3001.57,8209.49,3139.23,9951.75,9588.81,1007.04,4865.27,714.379,5119.67,7905.29,8262.72,9323.57,6769.91,1537.44,4498.86,7564.86,4616.57
76.7,3358.01,2826.25,6709.63,3002.96,8210.89,3140.62,9953.14,9590.2,1008.43,4866.66,715.766,5121.06,7906.68,8264.11,9324.97,6771.3,1538.83,4500.24,7566.26,4617.95
76.75,3359.4,2827.65,6711.03,3004.36,8212.28,3142.01,9954.53,9591.58,1009.82,4868.05,717.153,5122.44,7908.07,8265.49,9326.36,6772.69,1540.22,4501.63,7567.66,4619.34
76.8,3360.8,2829.05,6712.43,3005.75,8213.68,3143.4,9955.93,9592.97,1011.21,4869.45,718.539,5123.83,7909.46,8266.88,9327.75,6774.08,1541.61,4503.02,7569.06,4620.73
76.85,3362.19,2830.45,6713.84,3007.14,8215.07,3144.79,9957.32,9594.36,1012.6,4870.84,719.926,5125.22,7910.85,8268.27,9329.14,6775.47,1543,4504.41,7570.46,4622.12
76.9,3363.59,2831.85,6715.24,3008.53,8216.47,3146.18,9958.72,9595.75,1013.99,4872.23,721.313,5126.61,7912.24,8269.66,9330.53,6776.85,1544.4,4505.8,7571.86,4623.51
76.95,3364.99,2833.25,6716.65,3009.93,8217.86,3147.57,9960.11,9597.14,1015.38,4873.62,722.699,5128,7913.63,8271.05,9331.92,6778.24,1545.79,4507.19,7573.26,4624.9
77,3366.38,2834.65,6718.05,3011.32,8219.26,3148.96,9961.5,9598.53,1016.77,4875.01,724.086,5129.39,7915.02,8272.44,9333.31,6779.63,1547.18,4508.58,7574.66,4626.29
77.05,3367.78,2836.05,6719.45,3012.71,8220.65,3150.34,9962.9,9599.92,1018.15,4876.4,725.473,5130.78,7916.4,8273.83,9334.7,6781.02,1548.57,4509.97,7576.06,4627.68
77.1,3369.17,2837.45,6720.86,3014.1,8222.05,3151.73,9964.29,9601.31,1019.54,4877.8,726.859,5132.17,7917.79,8275.22,9336.09,6782.41,1549.96,4511.35,7577.46,4629.07
77.15,3370.57,2838.85,6722.26,3015.49,8223.44,3153.12,9965.69,9602.7,1020.93,4879.19,728.246,5133.56,7919.18,8276.61,9337.48,6783.8,1551.35,4512.74,7578.86,4630.45
77.2,3371.96,2840.25,6723.66,3016.89,8224.84,3154.51,9967.08,9604.08,1022.32,4880.58,729.633,5134.94,7920.57,8277.99,9338.88,6785.19,1552.74,4514.13,7580.27,4631.84
77.25,3373.36,2841.65,6725.07,3018.28,8226.23,3155.9,9968.47,9605.47,1023.71,4881.97,731.019,5136.33,7921.96,8279.38,9340.27,6786.58,1554.13,4515.52,7581.67,4633.23
77.3,3374.75,2843.05,6726.47,3019.67,8227.62,3157.29,9969.87,9606.86,1025.1,4883.36,732.406,5137.72,7923.35,8280.77,9341.66,6787.97,1555.52,4516.91,7583.07,4634.62
77.35,3376.15,2844.45,6727.87,3021.06,8229.02,3158.68,9971.26,9608.25,1026.49,4884.76,733.793,5139.11,7924.74,8282.16,9343.05,6789.35,1556.91,4518.3,7584.47,4636.01
77.4,3377.55,2845.85,6729.28,3022.45,8230.41,3160.07,9972.66,9609.64,1027.88,4886.15,735.18,5140.5,7926.13,8283.55,9344.44,6790.74,1558.3,4519.69,7585.87,4637.4
77.45,3378.94,2847.25,6730.68,3023.85,8231.81,3161.46,9974.05,9611.03,1029.27,4887.54,736.566,5141.89,7927.52,8284.94,9345.83,6792.13,1559.69,4521.08,7587.27,4638.79
77.5,3380.34,2848.64,6732.09,3025.24,8233.2,3162.84,9975.44,9612.42,1030.65,4888.93,737.953,5143.28,7928.9,8286.33,9347.22,6793.52,1561.08,4522.46,7588.67,4640.18
77.55,3381.73,2850.04,6733.49,3026.63,8234.6,3164.23,9976.84,9613.81,1032.04,4890.32,739.34,5144.67,7930.29,8287.72,9348.61,6794.91,1562.47,4523.85,7590.07,4641.57
77.6,3383.13,2851.44,6734.89,3028.02,8235.99,3165.62,9978.23,9615.2,1033.43,4891.72,740.726,5146.06,7931.68,8289.11,9350,6796.3,1563.86,4525.24,7591.47,4642.95
77.65,3384.52,2852.84,6736.3,3029.41,8237.39,3167.01,9979.62,9616.58,1034.82,4893.11,742.113,5147.44,7933.07,8290.49,9351.39,6797.69,1565.25,4526.63,7592.87,4644.34
77.7,3385.92,2854.24,6737.7,3030.81,8238.78,3168.4,9981.02,9617.97,1036.21,4894.5,743.5,5148.83,7934.46,8291.88,9352.78,6799.08,1566.64,4528.02,7594.27,4645.73
77.75,3387.31,2855.64,6739.1,3032.2,8240.18,3169.79,9982.41,9619.36,1037.6,4895.89,744.886,5150.22,7935.85,8293.27,9354.18,6800.47,1568.03,4529.41,7595.67,4647.12
77.8,3388.71,2857.04,6740.51,3033.59,8241.57,3171.18,9983.81,9620.75,1038.99,4897.28,746.273,5151.61,7937.24,8294.66,9355.57,6801.85,1569.42,4530.8,7597.08,4648.51
77.85,3390.11,2858.44,6741.91,3034.98,8242.97,3172.57,9985.2,9622.14,1040.38,4898.68,747.66,5153,7938.63,8296.05,9356.96,6803.24,1570.81,4532.19,7598.48,4649.9
77.9,3391.5,2859.84,6743.31,3036.37,8244.36,3173.96,9986.59,9623.53,1041.77,4900.07,749.046,5154.39,7940.02,8297.44,9358.35,6804.63,1572.2,4533.57,7599.88,4651.29
77.95,3392.9,2861.24,6744.72,3037.77,8245.76,3175.34,9987.99,9624.92,1043.15,4901.46,750.433,5155.78,7941.4,8298.83,9359.74,6806.02,1573.59,4534.96,7601.28,4652.68
78,3394.29,2862.64,6746.12,3039.16,8247.15,3176.73,9989.38,9626.31,1044.54,4902.85,751.82,5157.17,7942.79,8300.22,9361.13,6807.41,1574.98,4536.35,7602.68,4654.07
78.05,3395.69,2864.04,6747.53,3040.55,8248.55,3178.12,9990.78,9627.7,1045.93,4904.24,753.206,5158.56,7944.18,8301.61,9362.52,6808.8,1576.37,4537.74,7604.08,4655.45
78.1,3397.08,2865.44,6748.93,3041.94,8249.94,3179.51,9992.17,9629.08,1047.32,4905.64,754.593,5159.94,7945.57,8302.99,9363.91,6810.19,1577.76,4539.13,7605.48,4656.84
78.15,3398.48,2866.84,6750.33,3043.33,8251.33,3180.9,9993.56,9630.47,1048.71,4907.03,755.98,5161.33,7946.96,8304.38,9365.3,6811.58,1579.15,4540.52,7606.88,4658.23
78.2,3399.87,2868.24,6751.74,3044.73,8252.73,3182.29,9994.96,9631.86,1050.1,4908.42,757.366,5162.72,7948.35,8305.77,9366.69,6812.97,1580.54,4541.91,7608.28,4659.62
78.25,3401.27,2869.64,6753.14,3046.12,8254.12,3183.68,9996.35,9633.25,1051.49,4909.81,758.753,5164.11,7949.74,8307.16,9368.08,6814.35,1581.93,4543.3,7609.68,4661.01
78.3,3402.67,2871.04,6754.54,3047.51,8255.52,3185.07,9997.75,9634.64,1052.88,4911.2,760.14,5165.5,7951.13,8308.55,9369.48,6815.74,1583.32,4544.68,7611.08,4662.4
78.35,3404.06,2872.44,6755.95,3048.9,8256.91,3186.46,9999.14,9636.03,1054.27,4912.59,761.527,5166.89,7952.52,8309.94,9370.87,6817.13,1584.71,4546.07,7612.48,4663.79
78.4,3405.46,2873.84,6757.35,3050.29,8258.31,3187.84,0.533679,9637.42,1055.65,4913.99,762.913,5168.28,7953.9,8311.33,9372.26,6818.52,1586.1,4547.46,7613.89,4665.18
78.45,3406.85,2875.24,6758.75,3051.69,8259.7,3189.23,1.92761,9638.81,1057.04,4915.38,764.3,5169.67,7955.29,8312.72,9373.65,6819.91,1587.49,4548.85,7615.29,4666.57
78.5,3408.25,2876.64,6760.16,3053.08,8261.1,3190.62,3.32155,9640.2,1058.43,4916.77,765.687,5171.06,7956.68,8314.11,9375.04,6821.3,1588.88,4550.24,7616.69,4667.95
78.55,3409.64,2878.04,6761.56,3054.47,8262.49,3192.01,4.71548,9641.58,1059.82,4918.16,767.073,5172.44,7958.07,8315.49,9376.43,6822.69,1590.27,4551.63,7618.09,4669.34
78.6,3411.04,2879.44,6762.97,3055.86,8263.89,3193.4,6.10941,9642.97,1061.21,4919.55,768.46,5173.83,7959.46,8316.88,9377.82,6824.08,1591.66,4553.02,7619.49,4670.73
78.65,3412.43,2880.84,6764.37,3057.25,8265.28,3194.79,7.50335,9644.36,1062.6,4920.95,769.847,5175.22,7960.85,8318.27,9379.21,6825.47,1593.05,4554.41,7620.89,4672.12
78.7,3413.83,2882.24,6765.77,3058.65,8266.68,3196.18,8.89728,9645.75,1063.99,4922.34,771.233,5176.61,7962.24,8319.66,9380.6,6826.85,1594.44,4555.79,7622.29,4673.51
78.75,3415.23,2883.64,6767.18,3060.04,8268.07,3197.57,10.2912,9647.14,1065.38,4923.73,772.62,5178,7963.63,8321.05,9381.99,6828.24,1595.83,4557.18,7623.69,4674.9
78.8,3416.62,2885.04,6768.58,3061.43,8269.47,3198.96,11.6852,9648.53,1066.77,4925.12,774.007,5179.39,7965.02,8322.44,9383.39,6829.63,1597.22,4558.57,7625.09,4676.29
78.85,3418.02,2886.43,6769.98,3062.82,8270.86,3200.34,13.0791,9649.92,1068.15,4926.51,775.393,5180.78,7966.4,8323.83,9384.78,6831.02,1598.61,4559.96,7626.49,4677.68
78.9,3419.41,2887.83,6771.39,3064.21,8272.26,3201.73,14.473,9651.31,1069.54,4927.91,776.78,5182.17,7967.79,8325.22,9386.17,6832.41,1600,4561.35,7627.89,4679.07
78.95,3420.81,2889.23,6772.79,3065.61,8273.65,3203.12,15.867,9652.7,1070.93,4929.3,778.167,5183.56,7969.18,8326.61,9387.56,6833.8,1601.39,4562.74,7629.29,4680.45
79,3422.2,2890.63,6774.19,3067,8275.04,3204.51,17.2609,9654.08,1072.32,4930.69,779.553,5184.94,7970.57,8327.99,9388.95,6835.19,1602.78,4564.13,7630.7,4681.84
79.05,3423.6,2892.03,6775.6,3068.39,8276.44,3205.9,18.6548,9655.47,1073.71,4932.08,780.94,5186.33,7971.96,8329.38,9390.34,6836.58,1604.17,4565.52,7632.1,4683.23
79.1,3424.99,2893.43,6777,3069.78,8277.83,3207.29,20.0488,9656.86,1075.1,4933.47,782.327,5187.72,7973.35,8330.77,9391.73,6837.97,1605.56,4566.9,7633.5,4684.62
79.15,3426.39,2894.83,6778.41,3071.17,8279.23,3208.68,21.4427,9658.25,1076.49,4934.87,783.714,5189.11,7974.74,8332.16,9393.12,6839.35,1606.95,4568.29,7634.9,4686.01
79.2,3427.79,2896.23,6779.81,3072.57,8280.62,3210.07,22.8366,9659.64,1077.88,4936.26,785.1,5190.5,7976.13,8333.55,9394.51,6840.74,1608.35,4569.68,7636.3,4687.4
79.25,3429.18,2897.63,6781.21,3073.96,8282.02,3211.46,24.2306,9661.03,1079.27,4937.65,786.487,5191.89,7977.52,8334.94,9395.9,6842.13,1609.74,4571.07,7637.7,4688.79
79.3,3430.58,2899.03,6782.62,3075.35,8283.41,3212.84,25.6245,9662.42,1080.65,4939.04,787.874,5193.28,7978.9,8336.33,9397.29,6843.52,1611.13,4572.46,7639.1,4690.18
79.35,3431.97,2900.43,6784.02,3076.74,8284.81,3214.23,27.0184,9663.81,1082.04,4940.43,789.26,5194.67,7980.29,8337.72,9398.69,6844.91,1612.52,4573.85,7640.5,4691.57
79.4,3433.37,2901.83,6785.42,3078.13,8286.2,3215.62,28.4124,9665.2,1083.43,4941.83,790.647,5196.06,7981.68,8339.11,9400.08,6846.3,1613.91,4575.24,7641.9,4692.95
79.45,3434.76,2903.23,6786.83,3079.53,8287.6,3217.01,29.8063,9666.58,1084.82,4943.22,792.034,5197.44,7983.07,8340.49,9401.47,6847.69,1615.3,4576.63,7643.3,4694.34
79.5,3436.16,2904.63,6788.23,3080.92,8288.99,3218.4,31.2003,9667.97,1086.21,4944.61,793.42,5198.83,7984.46,8341.88,9402.86,6849.08,1616.69,4578.01,7644.7,4695.73
79.55,3437.55,2906.03,6789.63,3082.31,8290.39,3219.79,32.5942,9669.36,1087.6,4946,794.807,5200.22,7985.85,8343.27,9404.25,6850.47,1618.08,4579.4,7646.1,4697.12
79.6,3438.95,2907.43,6791.04,3083.7,8291.78,3221.18,33.9881,9670.75,1088.99,4947.39,796.194,5201.61,7987.24,8344.66,9405.64,6851.85,1619.47,4580.79,7647.51,4698.51
79.65,3440.35,2908.83,6792.44,3085.1,8293.18,3222.57,35.3821,9672.14,1090.38,4948.78,797.58,5203,7988.63,8346.05,9407.03,6853.24,1620.86,4582.18,7648.91,4699.9
79.7,3441.74,2910.23,6793.85,3086.49,8294.57,3223.96,36.776,9673.53,1091.77,4950.18,798.967,5204.39,7990.02,8347.44,9408.42,6854.63,1622.25,4583.57,7650.31,4701.29
79.75,3443.14,2911.63,6795.25,3087.88,8295.96,3225.34,38.1699,9674.92,1093.15,4951.57,800.354,5205.78,7991.4,8348.83,9409.81,6856.02,1623.64,4584.96,7651.71,4702.68
79.8,3444.53,2913.03,6796.65,3089.27,8297.36,3226.73,39.5639,9676.31,1094.54,4952.96,801.741,5207.17,7992.79,8350.22,9411.2,6857.41,1625.03,4586.35,7653.11,4704.07
79.85,3445.93,2914.43,6798.06,3090.66,8298.75,3228.12,40.9578,9677.7,1095.93,4954.35,803.127,5208.56,7994.18,8351.61,9412.59,6858.8,1626.42,4587.74,7654.51,4705.45
79.9,3447.32,2915.83,6799.46,3092.06,8300.15,3229.51,42.3518,9679.08,1097.32,4955.74,804.514,5209.94,7995.57,8352.99,9413.99,6860.19,1627.81,4589.12,7655.91,4706.84
79.95,3448.72,2917.23,6800.86,3093.45,8301.54,3230.9,43.7457,9680.47,1098.71,4957.14,805.901,5211.33,7996.96,8354.38,9415.38,6861.58,1629.2,4590.51,7657.31,4708.23
80,3450.11,2918.63,6802.27,3094.84,8302.94,3232.29,45.1396,9681.86,1100.1,4958.53,807.287,5212.72,7998.35,8355.77,9416.77,6862.97,1630.59,4591.9,7658.71,4709.62
80.05,3451.51,2920.03,6803.67,3096.23,8304.33,3233.68,46.5336,9683.25,1101.49,4959.92,808.674,5214.11,7999.74,8357.16,9418.16,6864.35,1631.98,4593.29,7660.11,4711.01
80.1,3452.91,2921.43,6805.08,3097.62,8305.73,3235.07,47.9275,9684.64,1102.88,4961.31,810.061,5215.5,8001.13,8358.55,9419.55,6865.74,1633.37,4594.68,7661.51,4712.4
80.15,3454.3,2922.83,6806.48,3099.02,8307.12,3236.46,49.3215,9686.03,1104.27,4962.7,811.447,5216.89,8002.52,8359.94,9420.94,6867.13,1634.76,4596.07,7662.91,4713.79
80.2,3455.7,2924.22,6807.88,3100.41,8308.52,3237.84,50.7154,9687.42,1105.65,4964.1,812.834,5218.28,8003.9,8361.33,9422.33,6868.52,1636.15,4597.46,7664.32,4715.18
80.25,3457.09,2925.62,6809.29,3101.8,8309.91,3239.23,52.1093,9688.81,1107.04,4965.49,814.221,5219.67,8005.29,8362.72,9423.72,6869.91,1637.54,4598.85,7665.72,4716.57
80.3,3458.49,2927.02,6810.69,3103.19,8311.31,3240.62,53.5033,9690.2,1108.43,4966.88,815.608,5221.06,8006.68,8364.11,9425.11,6871.3,1638.93,4600.23,7667.12,4717.95
80.35,3459.88,2928.42,6812.09,3104.58,8312.7,3242.01,54.8972,9691.58,1109.82,4968.27,816.994,5222.44,8008.07,8365.49,9426.5,6872.69,1640.32,4601.62,7668.52,4719.34
80.4,3461.28,2929.82,6813.5,3105.98,8314.1,3243.4,56.2912,9692.97,1111.21,4969.66,818.381,5223.83,8009.46,8366.88,9427.9,6874.08,1641.71,4603.01,7669.92,4720.73
80.45,3462.68,2931.22,6814.9,3107.37,8315.49,3244.79,57.6851,9694.36,1112.6,4971.06,819.768,5225.22,8010.85,8368.27,9429.29,6875.47,1643.1,4604.4,7671.32,4722.12
80.5,3464.07,2932.62,6816.3,3108.76,8316.88,3246.18,59.079,9695.75,1113.99,4972.45,821.154,5226.61,8012.24,8369.66,9430.68,6876.85,1644.49,4605.79,7672.72,4723.51
80.55,3465.47,2934.02,6817.71,3110.15,8318.28,3247.57,60.473,9697.14,1115.38,4973.84,822.541,5228,8013.63,8371.05,9432.07,6878.24,1645.88,4607.18,7674.12,4724.9
80.6,3466.86,2935.42,6819.11,3111.54,8319.67,3248.96,61.8669,9698.53,1116.77,4975.23,823.928,5229.39,8015.02,8372.44,9433.46,6879.63,1647.27,4608.57,7675.52,4726.29
80.65,3468.26,2936.82,6820.52,3112.94,8321.07,3250.34,63.2609,9699.92,1118.15,4976.62,825.314,5230.78,8016.4,8373.83,9434.85,6881.02,1648.66,4609.96,7676.92,4727.68
80.7,3469.65,2938.22,6821.92,3114.33,8322.46,3251.73,64.6548,9701.31,1119.54,4978.02,826.701,5232.17,8017.79,8375.22,9436.24,6882.41,1650.05,4611.34,7678.32,4729.07
80.75,3471.05,2939.62,6823.32,3115.72,8323.86,3253.12,66.0487,9702.7,1120.93,4979.41,828.088,5233.56,8019.18,8376.61,9437.63,6883.8,1651.44,4612.73,7679.72,4730.45
80.8,3472.44,2941.02,6824.73,3117.11,8325.25,3254.51,67.4427,9704.08,1122.32,4980.8,829.474,5234.94,8020.57,8377.99,9439.02,6885.19,1652.83,4614.12,7681.13,4731.84
80.85,3473.84,2942.42,6826.13,3118.5,8326.65,3255.9,68.8366,9705.47,1123.71,4982.19,830.861,5236.33,8021.96,8379.38,9440.41,6886.58,1654.22,4615.51,7682.53,4733.23
80.9,3475.24,2943.82,6827.53,3119.9,8328.04,3257.29,70.2306,9706.86,1125.1,4983.58,832.248,5237.72,8023.35,8380.77,9441.8,6887.97,1655.61,4616.9,7683.93,4734.62
80.95,3476.63,2945.22,6828.94,3121.29,8329.44,3258.68,71.6245,9708.25,1126.49,4984.98,833.635,5239.11,8024.74,8382.16,9443.2,6889.35,1657,4618.29,7685.33,4736.01
81,3478.03,2946.62,6830.34,3122.68,8330.83,3260.07,73.0185,9709.64,1127.88,4986.37,835.021,5240.5,8026.13,8383.55,9444.59,6890.74,1658.39,4619.68,7686.73,4737.4
81.05,3479.42,2948.02,6831.74,3124.07,8332.23,3261.46,74.4124,9711.03,1129.27,4987.76,836.408,5241.89,8027.52,8384.94,9445.98,6892.13,1659.78,4621.07,7688.13,4738.79
81.1,3480.82,2949.42,6833.15,3125.46,8333.62,3262.84,75.8063,9712.42,1130.65,4989.15,837.795,5243.28,8028.9,8386.33,9447.37,6893.52,1661.17,4622.45,7689.53,4740.18
81.15,3482.21,2950.82,6834.55,3126.86,8335.02,3264.23,77.2003,9713.81,1132.04,4990.54,839.181,5244.67,8030.29,8387.72,9448.76,6894.91,1662.56,4623.84,7690.93,4741.57
81.2,3483.61,2952.22,6835.96,3128.25,8336.41,3265.62,78.5942,9715.2,1133.43,4991.93,840.568,5246.06,8031.68,8389.11,9450.15,6896.3,1663.95,4625.23,7692.33,4742.95
81.25,3485,2953.62,6837.36,3129.64,8337.81,3267.01,79.9882,9716.58,1134.82,4993.33,841.955,5247.44,8033.07,8390.49,9451.54,6897.69,1665.34,4626.62,7693.73,4744.34
81.3,3486.4,2955.02,6838.76,3131.03,8339.2,3268.4,81.3821,9717.97,1136.21,4994.72,843.341,5248.83,8034.46,8391.88,9452.93,6899.08,1666.73,4628.01,7695.13,4745.73
81.35,3487.8,2956.42,6840.17,3132.42,8340.59,3269.79,82.7761,9719.36,1137.6,4996.11,844.728,5250.22,8035.85,8393.27,9454.32,6900.47,1668.12,4629.4,7696.53,4747.12
81.4,3489.19,2957.82,6841.57,3133.82,8341.99,3271.18,84.17,9720.75,1138.99,4997.5,846.115,5251.61,8037.24,8394.66,9455.71,6901.85,1669.51,4630.79,7697.94,4748.51
81.45,3490.59,2959.22,6842.97,3135.21,8343.38,3272.57,85.564,9722.14,1140.38,4998.89,847.502,5253,8038.63,8396.05,9457.1,6903.24,1670.9,4632.18,7699.34,4749.9
81.5,3491.98,2960.62,6844.38,3136.6,8344.78,3273.96,86.9579,9723.53,1141.77,5000.29,848.888,5254.39,8040.02,8397.44,9458.5,6904.63,1672.3,4633.56,7700.74,4751.29
81.55,3493.38,2962.01,6845.78,3137.99,8346.17,3275.34,88.3518,9724.92,1143.15,5001.68,850.275,5255.78,8041.4,8398.83,9459.89,6906.02,1673.69,4634.95,7702.14,4752.68
