time,N1,N2,N3,N4,N5,N6,N7,N8,N9
6.1,2137.09,858.114,9768.74,2349.4,5471.29,4563.35,5187.63,7547.84,8432.29
6.15,2138.49,859.503,9770.14,2350.79,5472.67,4564.73,5189.02,7549.23,8433.7
6.2,2139.9,860.892,9771.54,2352.18,5474.06,4566.12,5190.4,7550.62,8435.11
6.25,2141.31,862.281,9772.93,2353.57,5475.45,4567.51,5191.79,7552.01,8436.52
6.3,2142.72,863.67,9774.33,2354.97,5476.84,4568.9,5193.18,7553.4,8437.93
6.35,2144.13,865.058,9775.73,2356.36,5478.23,4570.29,5194.57,7554.79,8439.34
6.4,2145.54,866.447,9777.13,2357.75,5479.62,4571.68,5195.96,7556.18,8440.75
6.45,2146.94,867.836,9778.52,2359.14,5481.01,4573.06,5197.35,7557.57,8442.16
6.5,2148.35,869.225,9779.92,2360.53,5482.4,4574.45,5198.73,7558.96,8443.57
6.55,2149.76,870.614,9781.32,2361.92,5483.79,4575.84,5200.12,7560.35,8444.98
6.6,2151.17,872.003,9782.72,2363.32,5485.17,4577.23,5201.51,7561.74,8446.39
6.65,2152.58,873.392,9784.11,2364.71,5486.56,4578.62,5202.9,7563.13,8447.8
6.7,2153.99,874.781,9785.51,2366.1,5487.95,4580.01,5204.29,7564.52,8449.21
6.75,2155.39,876.17,9786.91,2367.49,5489.34,4581.39,5205.68,7565.91,8450.62
6.8,2156.8,877.558,9788.31,2368.88,5490.73,4582.78,5207.06,7567.3,8452.03
6.85,2158.21,878.947,9789.7,2370.27,5492.12,4584.17,5208.45,7568.69,8453.44
6.9,2159.62,880.336,9791.1,2371.66,5493.51,4585.56,5209.84,7570.07,8454.85
6.95,2161.03,881.725,9792.5,2373.06,5494.9,4586.95,5211.23,7571.46,8456.26
7,2162.43,883.114,9793.9,2374.45,5496.29,4588.34,5212.62,7572.85,8457.67
7.05,2163.84,884.503,9795.29,2375.84,5497.67,4589.72,5214.01,7574.24,8459.08
7.1,2165.25,885.892,9796.69,2377.23,5499.06,4591.11,5215.39,7575.63,8460.49
7.15,2166.66,887.281,9798.09,2378.62,5500.45,4592.5,5216.78,7577.02,8461.9
7.2,2168.07,888.67,9799.49,2380.01,5501.84,4593.89,5218.17,7578.41,8463.31
7.25,2169.48,890.058,9800.89,2381.41,5503.23,4595.28,5219.56,7579.8,8464.72
7.3,2170.88,891.447,9802.28,2382.8,5504.62,4596.67,5220.95,7581.19,8466.13
7.35,2172.29,892.836,9803.68,2384.19,5506.01,4598.05,5222.34,7582.58,8467.54
7.4,2173.7,894.225,9805.08,2385.58,5507.4,4599.44,5223.72,7583.97,8468.95
7.45,2175.11,895.614,9806.48,2386.97,5508.79,4600.83,5225.11,7585.36,8470.36
7.5,2176.52,897.003,9807.87,2388.36,5510.17,4602.22,5226.5,7586.75,8471.77
7.55,2177.93,898.392,9809.27,2389.76,5511.56,4603.61,5227.89,7588.14,8473.18
7.6,2179.33,899.781,9810.67,2391.15,5512.95,4605,5229.28,7589.53,8474.59
7.65,2180.74,901.17,9812.07,2392.54,5514.34,4606.38,5230.67,7590.92,8476
7.7,2182.15,902.558,9813.46,2393.93,5515.73,4607.77,5232.05,7592.31,8477.41
7.75,2183.56,903.947,9814.86,2395.32,5517.12,4609.16,5233.44,7593.7,8478.82
7.8,2184.97,905.336,9816.26,2396.71,5518.51,4610.55,5234.83,7595.09,8480.23
7.85,2186.37,906.725,9817.66,2398.11,5519.9,4611.94,5236.22,7596.48,8481.64
7.9,2187.78,908.114,9819.05,2399.5,5521.29,4613.33,5237.61,7597.87,8483.05
7.95,2189.19,909.503,9820.45,2400.89,5522.67,4614.71,5239,7599.26,8484.46
8,2190.6,910.892,9821.85,2402.28,5524.06,4616.1,5240.38,7600.65,8485.87
8.05,2192.01,912.281,9823.25,2403.67,5525.45,4617.49,5241.77,7602.04,8487.28
8.1,2193.42,913.67,9824.64,2405.06,5526.84,4618.88,5243.16,7603.43,8488.69
8.15,2194.82,915.058,9826.04,2406.46,5528.23,4620.27,5244.55,7604.82,8490.1
8.2,2196.23,916.447,9827.44,2407.85,5529.62,4621.66,5245.94,7606.2,8491.51
8.25,2197.64,917.836,9828.84,2409.24,5531.01,4623.04,5247.33,7607.59,8492.92
8.3,2199.05,919.225,9830.23,2410.63,5532.4,4624.43,5248.71,7608.98,8494.33
8.35,2200.46,920.614,9831.63,2412.02,5533.79,4625.82,5250.1,7610.37,8495.74
8.4,2201.87,922.003,9833.03,2413.41,5535.17,4627.21,5251.49,7611.76,8497.15
8.45,2203.27,923.392,9834.43,2414.81,5536.56,4628.6,5252.88,7613.15,8498.55
8.5,2204.68,924.781,9835.82,2416.2,5537.95,4629.99,5254.27,7614.54,8499.96
8.55,2206.09,926.17,9837.22,2417.59,5539.34,4631.38,5255.66,7615.93,8501.37
8.6,2207.5,927.558,9838.62,2418.98,5540.73,4632.76,5257.04,7617.32,8502.78
8.65,2208.91,928.947,9840.02,2420.37,5542.12,4634.15,5258.43,7618.71,8504.19
8.7,2210.32,930.336,9841.41,2421.76,5543.51,4635.54,5259.82,7620.1,8505.6
8.75,2211.72,931.725,9842.81,2423.16,5544.9,4636.93,5261.21,7621.49,8507.01
8.8,2213.13,933.114,9844.21,2424.55,5546.29,4638.32,5262.6,7622.88,8508.42
8.85,2214.54,934.503,9845.61,2425.94,5547.67,4639.71,5263.99,7624.27,8509.83
8.9,2215.95,935.892,9847,2427.33,5549.06,4641.09,5265.37,7625.66,8511.24
8.95,2217.36,937.281,9848.4,2428.72,5550.45,4642.48,5266.76,7627.05,8512.65
9,2218.76,938.67,9849.8,2430.11,5551.84,4643.87,5268.15,7628.44,8514.06
9.05,2220.17,940.058,9851.2,2431.5,5553.23,4645.26,5269.54,7629.83,8515.47
9.1,2221.58,941.447,9852.6,2432.9,5554.62,4646.65,5270.93,7631.22,8516.88
9.15,2222.99,942.836,9853.99,2434.29,5556.01,4648.04,5272.32,7632.61,8518.29
9.2,2224.4,944.225,9855.39,2435.68,5557.4,4649.42,5273.7,7634,8519.7
9.25,2225.81,945.614,9856.79,2437.07,5558.79,4650.81,5275.09,7635.39,8521.11
9.3,2227.21,947.003,9858.19,2438.46,5560.17,4652.2,5276.48,7636.78,8522.52
9.35,2228.62,948.392,9859.58,2439.85,5561.56,4653.59,5277.87,7638.17,8523.93
9.4,2230.03,949.781,9860.98,2441.25,5562.95,4654.98,5279.26,7639.56,8525.34
9.45,2231.44,951.17,9862.38,2442.64,5564.34,4656.37,5280.65,7640.95,8526.75
9.5,2232.85,952.558,9863.78,2444.03,5565.73,4657.75,5282.03,7642.34,8528.16
9.55,2234.26,953.947,9865.17,2445.42,5567.12,4659.14,5283.42,7643.72,8529.57
9.6,2235.66,955.336,9866.57,2446.81,5568.51,4660.53,5284.81,7645.11,8530.98
9.65,2237.07,956.725,9867.97,2448.2,5569.9,4661.92,5286.2,7646.5,8532.39
9.7,2238.48,958.114,9869.37,2449.6,5571.29,4663.31,5287.59,7647.89,8533.8
9.75,2239.89,959.503,9870.76,2450.99,5572.67,4664.7,5288.98,7649.28,8535.21
9.8,2241.3,960.892,9872.16,2452.38,5574.06,4666.08,5290.36,7650.67,8536.62
9.85,2242.7,962.281,9873.56,2453.77,5575.45,4667.47,5291.75,7652.06,8538.03
9.9,2244.11,963.67,9874.96,2455.16,5576.84,4668.86,5293.14,7653.45,8539.44
9.95,2245.52,965.058,9876.35,2456.55,5578.23,4670.25,5294.53,7654.84,8540.85
10,2246.93,966.447,9877.75,2457.95,5579.62,4671.64,5295.92,7656.23,8542.26
10.05,2248.34,967.836,9879.15,2459.34,5581.01,4673.03,5297.31,7657.62,8543.67
10.1,2249.75,969.225,9880.55,2460.73,5582.4,4674.41,5298.7,7659.01,8545.08
10.15,2251.15,970.614,9881.94,2462.12,5583.79,4675.8,5300.08,7660.4,8546.49
10.2,2252.56,972.003,9883.34,2463.51,5585.17,4677.19,5301.47,7661.79,8547.9
10.25,2253.97,973.392,9884.74,2464.9,5586.56,4678.58,5302.86,7663.18,8549.31
10.3,2255.38,974.781,9886.14,2466.3,5587.95,4679.97,5304.25,7664.57,8550.72
10.35,2256.79,976.17,9887.53,2467.69,5589.34,4681.36,5305.64,7665.96,8552.13
10.4,2258.2,977.558,9888.93,2469.08,5590.73,4682.74,5307.03,7667.35,8553.54
10.45,2259.6,978.947,9890.33,2470.47,5592.12,4684.13,5308.41,7668.74,8554.95
10.5,2261.01,980.336,9891.73,2471.86,5593.51,4685.52,5309.8,7670.13,8556.36
10.55,2262.42,981.725,9893.12,2473.25,5594.9,4686.91,5311.19,7671.52,8557.77
10.6,2263.83,983.114,9894.52,2474.65,5596.29,4688.3,5312.58,7672.91,8559.18
10.65,2265.24,984.503,9895.92,2476.04,5597.67,4689.69,5313.97,7674.3,8560.59
10.7,2266.65,985.892,9897.32,2477.43,5599.06,4691.08,5315.36,7675.69,8562
10.75,2268.05,987.281,9898.72,2478.82,5600.45,4692.46,5316.74,7677.08,8563.41
10.8,2269.46,988.67,9900.11,2480.21,5601.84,4693.85,5318.13,7678.47,8564.82
10.85,2270.87,990.058,9901.51,2481.6,5603.23,4695.24,5319.52,7679.86,8566.23
10.9,2272.28,991.447,9902.91,2483,5604.62,4696.63,5320.91,7681.24,8567.64
10.95,2273.69,992.836,9904.31,2484.39,5606.01,4698.02,5322.3,7682.63,8569.05
11,2275.09,994.225,9905.7,2485.78,5607.4,4699.41,5323.69,7684.02,8570.46
11.05,2276.5,995.614,9907.1,2487.17,5608.79,4700.79,5325.07,7685.41,8571.87
11.1,2277.91,997.003,9908.5,2488.56,5610.17,4702.18,5326.46,7686.8,8573.28
11.15,2279.32,998.392,9909.9,2489.95,5611.56,4703.57,5327.85,7688.19,8574.69
11.2,2280.73,999.781,9911.29,2491.34,5612.95,4704.96,5329.24,7689.58,8576.1
11.25,2282.14,1001.17,9912.69,2492.74,5614.34,4706.35,5330.63,7690.97,8577.5
11.3,2283.54,1002.56,9914.09,2494.13,5615.73,4707.74,5332.02,7692.36,8578.91
11.35,2284.95,1003.95,9915.49,2495.52,5617.12,4709.12,5333.4,7693.75,8580.32
11.4,2286.36,1005.34,9916.88,2496.91,5618.51,4710.51,5334.79,7695.14,8581.73
11.45,2287.77,1006.73,9918.28,2498.3,5619.9,4711.9,5336.18,7696.53,8583.14
11.5,2289.18,1008.11,9919.68,2499.69,5621.29,4713.29,5337.57,7697.92,8584.55
11.55,2290.59,1009.5,9921.08,2501.09,5622.67,4714.68,5338.96,7699.31,8585.96
11.6,2291.99,1010.89,9922.47,2502.48,5624.06,4716.07,5340.35,7700.7,8587.37
11.65,2293.4,1012.28,9923.87,2503.87,5625.45,4717.45,5341.73,7702.09,8588.78
11.7,2294.81,1013.67,9925.27,2505.26,5626.84,4718.84,5343.12,7703.48,8590.19
11.75,2296.22,1015.06,9926.67,2506.65,5628.23,4720.23,5344.51,7704.87,8591.6
11.8,2297.63,1016.45,9928.06,2508.04,5629.62,4721.62,5345.9,7706.26,8593.01
11.85,2299.04,1017.84,9929.46,2509.44,5631.01,4723.01,5347.29,7707.65,8594.42
11.9,2300.44,1019.23,9930.86,2510.83,5632.4,4724.4,5348.68,7709.04,8595.83
11.95,2301.85,1020.61,9932.26,2512.22,5633.79,4725.78,5350.06,7710.43,8597.24
12,2303.26,1022,9933.65,2513.61,5635.17,4727.17,5351.45,7711.82,8598.65
12.05,2304.67,1023.39,9935.05,2515,5636.56,4728.56,5352.84,7713.21,8600.06
12.1,2306.08,1024.78,9936.45,2516.39,5637.95,4729.95,5354.23,7714.6,8601.47
12.15,2307.48,1026.17,9937.85,2517.79,5639.34,4731.34,5355.62,7715.99,8602.88
12.2,2308.89,1027.56,9939.24,2519.18,5640.73,4732.73,5357.01,7717.37,8604.29
12.25,2310.3,1028.95,9940.64,2520.57,5642.12,4734.12,5358.39,7718.76,8605.7
12.3,2311.71,1030.34,9942.04,2521.96,5643.51,4735.5,5359.78,7720.15,8607.11
12.35,2313.12,1031.73,9943.44,2523.35,5644.9,4736.89,5361.17,7721.54,8608.52
12.4,2314.53,1033.11,9944.84,2524.74,5646.29,4738.28,5362.56,7722.93,8609.93
12.45,2315.93,1034.5,9946.23,2526.14,5647.67,4739.67,5363.95,7724.32,8611.34
12.5,2317.34,1035.89,9947.63,2527.53,5649.06,4741.06,5365.34,7725.71,8612.75
12.55,2318.75,1037.28,9949.03,2528.92,5650.45,4742.45,5366.72,7727.1,8614.16
12.6,2320.16,1038.67,9950.43,2530.31,5651.84,4743.83,5368.11,7728.49,8615.57
12.65,2321.57,1040.06,9951.82,2531.7,5653.23,4745.22,5369.5,7729.88,8616.98
12.7,2322.98,1041.45,9953.22,2533.09,5654.62,4746.61,5370.89,7731.27,8618.39
12.75,2324.38,1042.84,9954.62,2534.49,5656.01,4748,5372.28,7732.66,8619.8
12.8,2325.79,1044.23,9956.02,2535.88,5657.4,4749.39,5373.67,7734.05,8621.21
12.85,2327.2,1045.61,9957.41,2537.27,5658.79,4750.78,5375.05,7735.44,8622.62
12.9,2328.61,1047,9958.81,2538.66,5660.17,4752.16,5376.44,7736.83,8624.03
12.95,2330.02,1048.39,9960.21,2540.05,5661.56,4753.55,5377.83,7738.22,8625.44
13,2331.43,1049.78,9961.61,2541.44,5662.95,4754.94,5379.22,7739.61,8626.85
13.05,2332.83,1051.17,9963,2542.83,5664.34,4756.33,5380.61,7741,8628.26
13.1,2334.24,1052.56,9964.4,2544.23,5665.73,4757.72,5382,7742.39,8629.67
13.15,2335.65,1053.95,9965.8,2545.62,5667.12,4759.11,5383.38,7743.78,8631.08
13.2,2337.06,1055.34,9967.2,2547.01,5668.51,4760.49,5384.77,7745.17,8632.49
13.25,2338.47,1056.73,9968.59,2548.4,5669.9,4761.88,5386.16,7746.56,8633.9
13.3,2339.88,1058.11,9969.99,2549.79,5671.29,4763.27,5387.55,7747.95,8635.31
13.35,2341.28,1059.5,9971.39,2551.18,5672.67,4764.66,5388.94,7749.34,8636.72
13.4,2342.69,1060.89,9972.79,2552.58,5674.06,4766.05,5390.33,7750.73,8638.13
13.45,2344.1,1062.28,9974.18,2553.97,5675.45,4767.44,5391.71,7752.12,8639.54
13.5,2345.51,1063.67,9975.58,2555.36,5676.84,4768.82,5393.1,7753.51,8640.95
13.55,2346.92,1065.06,9976.98,2556.75,5678.23,4770.21,5394.49,7754.89,8642.36
13.6,2348.32,1066.45,9978.38,2558.14,5679.62,4771.6,5395.88,7756.28,8643.77
13.65,2349.73,1067.84,9979.77,2559.53,5681.01,4772.99,5397.27,7757.67,8645.18
13.7,2351.14,1069.23,9981.17,2560.93,5682.4,4774.38,5398.66,7759.06,8646.59
13.75,2352.55,1070.61,9982.57,2562.32,5683.79,4775.77,5400.04,7760.45,8648
13.8,2353.96,1072,9983.97,2563.71,5685.17,4777.16,5401.43,7761.84,8649.41
13.85,2355.37,1073.39,9985.37,2565.1,5686.56,4778.54,5402.82,7763.23,8650.82
13.9,2356.77,1074.78,9986.76,2566.49,5687.95,4779.93,5404.21,7764.62,8652.23
13.95,2358.18,1076.17,9988.16,2567.88,5689.34,4781.32,5405.6,7766.01,8653.64
14,2359.59,1077.56,9989.56,2569.28,5690.73,4782.71,5406.99,7767.4,8655.05
14.05,2361,1078.95,9990.96,2570.67,5692.12,4784.1,5408.38,7768.79,8656.46
14.1,2362.41,1080.34,9992.35,2572.06,5693.51,4785.49,5409.76,7770.18,8657.87
14.15,2363.82,1081.73,9993.75,2573.45,5694.9,4786.87,5411.15,7771.57,8659.28
14.2,2365.22,1083.11,9995.15,2574.84,5696.29,4788.26,5412.54,7772.96,8660.69
14.25,2366.63,1084.5,9996.55,2576.23,5697.67,4789.65,5413.93,7774.35,8662.1
14.3,2368.04,1085.89,9997.94,2577.63,5699.06,4791.04,5415.32,7775.74,8663.51
14.35,2369.45,1087.28,9999.34,2579.02,5700.45,4792.43,5416.71,7777.13,8664.92
14.4,2370.86,1088.67,0.738753,2580.41,5701.84,4793.82,5418.09,7778.52,8666.32
14.45,2372.27,1090.06,2.13634,2581.8,5703.23,4795.2,5419.48,7779.91,8667.73
