time,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10
4.1,8917.36,3218.03,9951.44,3931.05,1019.52,3707.89,691.874,8108.49,6945.36,7997.46
4.15,8918.76,3219.47,9952.84,3932.44,1020.91,3709.28,693.272,8109.89,6946.75,7998.87
4.2,8920.15,3220.92,9954.24,3933.83,1022.3,3710.68,694.67,8111.28,6948.14,8000.28
4.25,8921.54,3222.36,9955.64,3935.22,1023.69,3712.07,696.069,8112.67,6949.53,8001.69
4.3,8922.94,3223.81,9957.03,3936.6,1025.08,3713.46,697.467,8114.07,6950.92,8003.1
4.35,8924.33,3225.25,9958.43,3937.99,1026.47,3714.85,698.865,8115.46,6952.31,8004.51
4.4,8925.72,3226.7,9959.83,3939.38,1027.86,3716.24,700.264,8116.85,6953.7,8005.92
4.45,8927.12,3228.14,9961.23,3940.77,1029.25,3717.63,701.662,8118.25,6955.09,8007.33
4.5,8928.51,3229.59,9962.63,3942.16,1030.64,3719.02,703.06,8119.64,6956.48,8008.74
4.55,8929.9,3231.03,9964.03,3943.55,1032.02,3720.41,704.459,8121.03,6957.87,8010.15
4.6,8931.3,3232.48,9965.42,3944.94,1033.41,3721.8,705.857,8122.43,6959.26,8011.56
4.65,8932.69,3233.93,9966.82,3946.33,1034.8,3723.19,707.255,8123.82,6960.65,8012.97
4.7,8934.08,3235.37,9968.22,3947.72,1036.19,3724.58,708.654,8125.21,6962.04,8014.38
4.75,8935.48,3236.82,9969.62,3949.1,1037.58,3725.97,710.052,8126.61,6963.43,8015.79
4.8,8936.87,3238.26,9971.02,3950.49,1038.97,3727.36,711.45,8128,6964.82,8017.2
4.85,8938.26,3239.71,9972.42,3951.88,1040.36,3728.75,712.849,8129.39,6966.21,8018.61
4.9,8939.66,3241.15,9973.81,3953.27,1041.75,3730.14,714.247,8130.79,6967.6,8020.02
4.95,8941.05,3242.6,9975.21,3954.66,1043.14,3731.53,715.645,8132.18,6968.99,8021.43
5,8942.44,3244.04,9976.61,3956.05,1044.52,3732.92,717.043,8133.57,6970.38,8022.83
5.05,8943.84,3245.49,9978.01,3957.44,1045.91,3734.31,718.442,8134.97,6971.77,8024.24
5.1,8945.23,3246.93,9979.41,3958.83,1047.3,3735.7,719.84,8136.36,6973.16,8025.65
5.15,8946.63,3248.38,9980.81,3960.22,1048.69,3737.09,721.238,8137.75,6974.55,8027.06
5.2,8948.02,3249.83,9982.21,3961.6,1050.08,3738.48,722.637,8139.15,6975.94,8028.47
5.25,8949.41,3251.27,9983.6,3962.99,1051.47,3739.87,724.035,8140.54,6977.33,8029.88
5.3,8950.81,3252.72,9985,3964.38,1052.86,3741.26,725.433,8141.93,6978.72,8031.29
5.35,8952.2,3254.16,9986.4,3965.77,1054.25,3742.66,726.832,8143.33,6980.11,8032.7
5.4,8953.59,3255.61,9987.8,3967.16,1055.64,3744.05,728.23,8144.72,6981.5,8034.11
5.45,8954.99,3257.05,9989.2,3968.55,1057.02,3745.44,729.628,8146.11,6982.89,8035.52
5.5,8956.38,3258.5,9990.6,3969.94,1058.41,3746.83,731.027,8147.51,6984.28,8036.93
5.55,8957.77,3259.94,9991.99,3971.33,1059.8,3748.22,732.425,8148.9,6985.67,8038.34
5.6,8959.17,3261.39,9993.39,3972.72,1061.19,3749.61,733.823,8150.29,6987.06,8039.75
5.65,8960.56,3262.83,9994.79,3974.1,1062.58,3751,735.222,8151.69,6988.45,8041.16
5.7,8961.95,3264.28,9996.19,3975.49,1063.97,3752.39,736.62,8153.08,6989.84,8042.57
5.75,8963.35,3265.73,9997.59,3976.88,1065.36,3753.78,738.018,8154.47,6991.22,8043.98
5.8,8964.74,3267.17,9998.99,3978.27,1066.75,3755.17,739.416,8155.87,6992.61,8045.39
5.85,8966.13,3268.62,0.384775,3979.66,1068.14,3756.56,740.815,8157.26,6994,8046.8
5.9,8967.53,3270.06,1.7832,3981.05,1069.52,3757.95,742.213,8158.65,6995.39,8048.2
5.95,8968.92,3271.51,3.18163,3982.44,1070.91,3759.34,743.611,8160.05,6996.78,8049.61
6,8970.31,3272.95,4.58006,3983.83,1072.3,3760.73,745.01,8161.44,6998.17,8051.02
6.05,8971.71,3274.4,5.97849,3985.22,1073.69,3762.12,746.408,8162.83,6999.56,8052.43
6.1,8973.1,3275.84,7.37691,3986.6,1075.08,3763.51,747.806,8164.23,7000.95,8053.84
6.15,8974.49,3277.29,8.77534,3987.99,1076.47,3764.9,749.205,8165.62,7002.34,8055.25
6.2,8975.89,3278.73,10.1738,3989.38,1077.86,3766.29,750.603,8167.01,7003.73,8056.66
6.25,8977.28,3280.18,11.5722,3990.77,1079.25,3767.68,752.001,8168.41,7005.12,8058.07
6.3,8978.67,3281.63,12.9706,3992.16,1080.64,3769.07,753.4,8169.8,7006.51,8059.48
6.35,8980.07,3283.07,14.3691,3993.55,1082.02,3770.46,754.798,8171.19,7007.9,8060.89
6.4,8981.46,3284.52,15.7675,3994.94,1083.41,3771.85,756.196,8172.59,7009.29,8062.3
6.45,8982.85,3285.96,17.1659,3996.33,1084.8,3773.24,757.595,8173.98,7010.68,8063.71
6.5,8984.25,3287.41,18.5643,3997.72,1086.19,3774.64,758.993,8175.37,7012.07,8065.12
6.55,8985.64,3288.85,19.9628,3999.1,1087.58,3776.03,760.391,8176.77,7013.46,8066.53
6.6,8987.04,3290.3,21.3612,4000.49,1088.97,3777.42,761.79,8178.16,7014.85,8067.94
6.65,8988.43,3291.74,22.7596,4001.88,1090.36,3778.81,763.188,8179.55,7016.24,8069.35
6.7,8989.82,3293.19,24.1581,4003.27,1091.75,3780.2,764.586,8180.95,7017.63,8070.76
6.75,8991.22,3294.63,25.5565,4004.66,1093.14,3781.59,765.985,8182.34,7019.02,8072.17
6.8,8992.61,3296.08,26.9549,4006.05,1094.52,3782.98,767.383,8183.73,7020.41,8073.57
6.85,8994,3297.53,28.3534,4007.44,1095.91,3784.37,768.781,8185.13,7021.8,8074.98
6.9,8995.4,3298.97,29.7518,4008.83,1097.3,3785.76,770.179,8186.52,7023.19,8076.39
6.95,8996.79,3300.42,31.1502,4010.22,1098.69,3787.15,771.578,8187.92,7024.58,8077.8
7,8998.18,3301.86,32.5487,4011.6,1100.08,3788.54,772.976,8189.31,7025.97,8079.21
7.05,8999.58,3303.31,33.9471,4012.99,1101.47,3789.93,774.374,8190.7,7027.36,8080.62
7.1,9000.97,3304.75,35.3455,4014.38,1102.86,3791.32,775.773,8192.1,7028.75,8082.03
7.15,9002.36,3306.2,36.7439,4015.77,1104.25,3792.71,777.171,8193.49,7030.14,8083.44
7.2,9003.76,3307.64,38.1424,4017.16,1105.64,3794.1,778.569,8194.88,7031.53,8084.85
7.25,9005.15,3309.09,39.5408,4018.55,1107.02,3795.49,779.968,8196.28,7032.92,8086.26
7.3,9006.54,3310.54,40.9392,4019.94,1108.41,3796.88,781.366,8197.67,7034.31,8087.67
7.35,9007.94,3311.98,42.3377,4021.33,1109.8,3798.27,782.764,8199.06,7035.7,8089.08
7.4,9009.33,3313.43,43.7361,4022.72,1111.19,3799.66,784.163,8200.46,7037.09,8090.49
7.45,9010.72,3314.87,45.1345,4024.1,1112.58,3801.05,785.561,8201.85,7038.48,8091.9
7.5,9012.12,3316.32,46.533,4025.49,1113.97,3802.44,786.959,8203.24,7039.87,8093.31
7.55,9013.51,3317.76,47.9314,4026.88,1115.36,3803.83,788.358,8204.64,7041.26,8094.72
7.6,9014.9,3319.21,49.3298,4028.27,1116.75,3805.22,789.756,8206.03,7042.65,8096.13
7.65,9016.3,3320.65,50.7283,4029.66,1118.14,3806.61,791.154,8207.42,7044.04,8097.54
7.7,9017.69,3322.1,52.1267,4031.05,1119.52,3808.01,792.553,8208.82,7045.43,8098.95
7.75,9019.08,3323.54,53.5251,4032.44,1120.91,3809.4,793.951,8210.21,7046.82,8100.35
7.8,9020.48,3324.99,54.9236,4033.83,1122.3,3810.79,795.349,8211.6,7048.21,8101.76
7.85,9021.87,3326.44,56.322,4035.22,1123.69,3812.18,796.748,8213,7049.6,8103.17
7.9,9023.26,3327.88,57.7204,4036.6,1125.08,3813.57,798.146,8214.39,7050.99,8104.58
7.95,9024.66,3329.33,59.1189,4037.99,1126.47,3814.96,799.544,8215.78,7052.38,8105.99
8,9026.05,3330.77,60.5173,4039.38,1127.86,3816.35,800.943,8217.18,7053.77,8107.4
8.05,9027.44,3332.22,61.9158,4040.77,1129.25,3817.74,802.341,8218.57,7055.16,8108.81
8.1,9028.84,3333.66,63.3142,4042.16,1130.64,3819.13,803.739,8219.96,7056.55,8110.22
8.15,9030.23,3335.11,64.7126,4043.55,1132.02,3820.52,805.138,8221.36,7057.94,8111.63
8.2,9031.63,3336.55,66.1111,4044.94,1133.41,3821.91,806.536,8222.75,7059.33,8113.04
8.25,9033.02,3338,67.5095,4046.33,1134.8,3823.3,807.934,8224.14,7060.72,8114.45
8.3,9034.41,3339.45,68.9079,4047.72,1136.19,3824.69,809.332,8225.54,7062.11,8115.86
8.35,9035.81,3340.89,70.3064,4049.1,1137.58,3826.08,810.731,8226.93,7063.5,8117.27
8.4,9037.2,3342.34,71.7048,4050.49,1138.97,3827.47,812.129,8228.32,7064.89,8118.68
8.45,9038.59,3343.78,73.1032,4051.88,1140.36,3828.86,813.527,8229.72,7066.28,8120.09
8.5,9039.99,3345.23,74.5017,4053.27,1141.75,3830.25,814.926,8231.11,7067.67,8121.5
8.55,9041.38,3346.67,75.9001,4054.66,1143.14,3831.64,816.324,8232.5,7069.06,8122.91
8.6,9042.77,3348.12,77.2986,4056.05,1144.52,3833.03,817.722,8233.9,7070.45,8124.32
8.65,9044.17,3349.56,78.697,4057.44,1145.91,3834.42,819.121,8235.29,7071.84,8125.72
8.7,9045.56,3351.01,80.0954,4058.83,1147.3,3835.81,820.519,8236.68,7073.23,8127.13
8.75,9046.95,3352.45,81.4939,4060.22,1148.69,3837.2,821.917,8238.08,7074.62,8128.54
8.8,9048.35,3353.9,82.8923,4061.6,1150.08,3838.59,823.316,8239.47,7076.01,8129.95
8.85,9049.74,3355.35,84.2907,4062.99,1151.47,3839.99,824.714,8240.86,7077.4,8131.36
8.9,9051.13,3356.79,85.6892,4064.38,1152.86,3841.38,826.112,8242.26,7078.79,8132.77
8.95,9052.53,3358.24,87.0876,4065.77,1154.25,3842.77,827.511,8243.65,7080.18,8134.18
9,9053.92,3359.68,88.4861,4067.16,1155.64,3844.16,828.909,8245.04,7081.57,8135.59
9.05,9055.31,3361.13,89.8845,4068.55,1157.02,3845.55,830.307,8246.44,7082.96,8137
9.1,9056.71,3362.57,91.2829,4069.94,1158.41,3846.94,831.706,8247.83,7084.35,8138.41
9.15,9058.1,3364.02,92.6814,4071.33,1159.8,3848.33,833.104,8249.22,7085.74,8139.82
9.2,9059.49,3365.46,94.0798,4072.72,1161.19,3849.72,834.502,8250.62,7087.13,8141.23
9.25,9060.89,3366.91,95.4783,4074.1,1162.58,3851.11,835.901,8252.01,7088.52,8142.64
9.3,9062.28,3368.36,96.8767,4075.49,1163.97,3852.5,837.299,8253.4,7089.9,8144.05
9.35,9063.67,3369.8,98.2751,4076.88,1165.36,3853.89,838.697,8254.8,7091.29,8145.46
9.4,9065.07,3371.25,99.6736,4078.27,1166.75,3855.28,840.096,8256.19,7092.68,8146.87
9.45,9066.46,3372.69,101.072,4079.66,1168.14,3856.67,841.494,8257.58,7094.07,8148.28
9.5,9067.85,3374.14,102.47,4081.05,1169.52,3858.06,842.892,8258.98,7095.46,8149.69
9.55,9069.25,3375.58,103.869,4082.44,1170.91,3859.45,844.291,8260.37,7096.85,8151.1
9.6,9070.64,3377.03,105.267,4083.83,1172.3,3860.84,845.689,8261.76,7098.24,8152.5
9.65,9072.04,3378.47,106.666,4085.22,1173.69,3862.23,847.087,8263.16,7099.63,8153.91
9.7,9073.43,3379.92,108.064,4086.6,1175.08,3863.62,848.486,8264.55,7101.02,8155.32
9.75,9074.82,3381.37,109.463,4087.99,1176.47,3865.01,849.884,8265.94,7102.41,8156.73
9.8,9076.22,3382.81,110.861,4089.38,1177.86,3866.4,851.282,8267.34,7103.8,8158.14
9.85,9077.61,3384.26,112.26,4090.77,1179.25,3867.79,852.681,8268.73,7105.19,8159.55
9.9,9079,3385.7,113.658,4092.16,1180.64,3869.18,854.079,8270.12,7106.58,8160.96
9.95,9080.4,3387.15,115.056,4093.55,1182.02,3870.57,855.477,8271.52,7107.97,8162.37
10,9081.79,3388.59,116.455,4094.94,1183.41,3871.97,856.876,8272.91,7109.36,8163.78
10.05,9083.18,3390.04,117.853,4096.33,1184.8,3873.36,858.274,8274.3,7110.75,8165.19
10.1,9084.58,3391.48,119.252,4097.72,1186.19,3874.75,859.672,8275.7,7112.14,8166.6
10.15,9085.97,3392.93,120.65,4099.1,1187.58,3876.14,861.071,8277.09,7113.53,8168.01
10.2,9087.36,3394.38,122.049,4100.49,1188.97,3877.53,862.469,8278.48,7114.92,8169.42
10.25,9088.76,3395.82,123.447,4101.88,1190.36,3878.92,863.867,8279.88,7116.31,8170.83
10.3,9090.15,3397.27,124.846,4103.27,1191.75,3880.31,865.266,8281.27,7117.7,8172.24
10.35,9091.54,3398.71,126.244,4104.66,1193.14,3881.7,866.664,8282.66,7119.09,8173.65
10.4,9092.94,3400.16,127.642,4106.05,1194.52,3883.09,868.062,8284.06,7120.48,8175.06
10.45,9094.33,3401.6,129.041,4107.44,1195.91,3884.48,869.461,8285.45,7121.87,8176.47
10.5,9095.72,3403.05,130.439,4108.83,1197.3,3885.87,870.859,8286.84,7123.26,8177.87
10.55,9097.12,3404.49,131.838,4110.22,1198.69,3887.26,872.257,8288.24,7124.65,8179.28
10.6,9098.51,3405.94,133.236,4111.6,1200.08,3888.65,873.656,8289.63,7126.04,8180.69
10.65,9099.9,3407.39,134.635,4112.99,1201.47,3890.04,875.054,8291.02,7127.43,8182.1
10.7,9101.3,3408.83,136.033,4114.38,1202.86,3891.43,876.452,8292.42,7128.82,8183.51
10.75,9102.69,3410.28,137.432,4115.77,1204.25,3892.82,877.851,8293.81,7130.21,8184.92
10.8,9104.08,3411.72,138.83,4117.16,1205.64,3894.21,879.249,8295.2,7131.6,8186.33
10.85,9105.48,3413.17,140.228,4118.55,1207.02,3895.6,880.647,8296.6,7132.99,8187.74
10.9,9106.87,3414.61,141.627,4119.94,1208.41,3896.99,882.046,8297.99,7134.38,8189.15
10.95,9108.26,3416.06,143.025,4121.33,1209.8,3898.38,883.444,8299.38,7135.77,8190.56
11,9109.66,3417.5,144.424,4122.72,1211.19,3899.77,884.842,8300.78,7137.16,8191.97
11.05,9111.05,3418.95,145.822,4124.1,1212.58,3901.16,886.241,8302.17,7138.55,8193.38
11.1,9112.44,3420.4,147.221,4125.49,1213.97,3902.55,887.639,8303.56,7139.94,8194.79
11.15,9113.84,3421.84,148.619,4126.88,1215.36,3903.95,889.037,8304.96,7141.33,8196.2
11.2,9115.23,3423.29,150.018,4128.27,1216.75,3905.34,890.436,8306.35,7142.72,8197.61
11.25,9116.63,3424.73,151.416,4129.66,1218.14,3906.73,891.834,8307.74,7144.11,8199.02
11.3,9118.02,3426.18,152.814,4131.05,1219.52,3908.12,893.232,8309.14,7145.5,8200.43
11.35,9119.41,3427.62,154.213,4132.44,1220.91,3909.51,894.631,8310.53,7146.89,8201.84
11.4,9120.81,3429.07,155.611,4133.83,1222.3,3910.9,896.029,8311.92,7148.28,8203.25
11.45,9122.2,3430.51,157.01,4135.22,1223.69,3912.29,897.427,8313.32,7149.67,8204.65
11.5,9123.59,3431.96,158.408,4136.6,1225.08,3913.68,898.826,8314.71,7151.06,8206.06
11.55,9124.99,3433.41,159.807,4137.99,1226.47,3915.07,900.224,8316.11,7152.45,8207.47
11.6,9126.38,3434.85,161.205,4139.38,1227.86,3916.46,901.622,8317.5,7153.84,8208.88
11.65,9127.77,3436.3,162.604,4140.77,1229.25,3917.85,903.021,8318.89,7155.23,8210.29
11.7,9129.17,3437.74,164.002,4142.16,1230.64,3919.24,904.419,8320.29,7156.62,8211.7
11.75,9130.56,3439.19,165.4,4143.55,1232.02,3920.63,905.817,8321.68,7158.01,8213.11
11.8,9131.95,3440.63,166.799,4144.94,1233.41,3922.02,907.216,8323.07,7159.4,8214.52
11.85,9133.35,3442.08,168.197,4146.33,1234.8,3923.41,908.614,8324.47,7160.79,8215.93
11.9,9134.74,3443.52,169.596,4147.72,1236.19,3924.8,910.012,8325.86,7162.18,8217.34
11.95,9136.13,3444.97,170.994,4149.1,1237.58,3926.19,911.411,8327.25,7163.57,8218.75
12,9137.53,3446.42,172.393,4150.49,1238.97,3927.58,912.809,8328.65,7164.96,8220.16
12.05,9138.92,3447.86,173.791,4151.88,1240.36,3928.97,914.207,8330.04,7166.35,8221.57
12.1,9140.31,3449.31,175.19,4153.27,1241.75,3930.36,915.606,8331.43,7167.74,8222.98
12.15,9141.71,3450.75,176.588,4154.66,1243.14,3931.75,917.004,8332.83,7169.13,8224.39
12.2,9143.1,3452.2,177.987,4156.05,1244.52,3933.14,918.402,8334.22,7170.52,8225.8
12.25,9144.49,3453.64,179.385,4157.44,1245.91,3934.53,919.801,8335.61,7171.91,8227.21
12.3,9145.89,3455.09,180.783,4158.83,1247.3,3935.93,921.199,8337.01,7173.3,8228.62
12.35,9147.28,3456.53,182.182,4160.22,1248.69,3937.32,922.597,8338.4,7174.69,8230.03
12.4,9148.67,3457.98,183.58,4161.6,1250.08,3938.71,923.996,8339.79,7176.08,8231.44
12.45,9150.07,3459.43,184.979,4162.99,1251.47,3940.1,925.394,8341.19,7177.47,8232.84
12.5,9151.46,3460.87,186.377,4164.38,1252.86,3941.49,926.792,8342.58,7178.86,8234.25
12.55,9152.85,3462.32,187.776,4165.77,1254.25,3942.88,928.191,8343.97,7180.25,8235.66
12.6,9154.25,3463.76,189.174,4167.16,1255.64,3944.27,929.589,8345.37,7181.64,8237.07
12.65,9155.64,3465.21,190.573,4168.55,1257.02,3945.66,930.987,8346.76,7183.03,8238.48
12.7,9157.03,3466.65,191.971,4169.94,1258.41,3947.05,932.386,8348.15,7184.42,8239.89
12.75,9158.43,3468.1,193.37,4171.33,1259.8,3948.44,933.784,8349.55,7185.81,8241.3
12.8,9159.82,3469.54,194.768,4172.72,1261.19,3949.83,935.182,8350.94,7187.19,8242.71
12.85,9161.22,3470.99,196.166,4174.1,1262.58,3951.22,936.581,8352.33,7188.58,8244.12
12.9,9162.61,3472.44,197.565,4175.49,1263.97,3952.61,937.979,8353.73,7189.97,8245.53
12.95,9164,3473.88,198.963,4176.88,1265.36,3954,939.378,8355.12,7191.36,8246.94
13,9165.4,3475.33,200.362,4178.27,1266.75,3955.39,940.776,8356.51,7192.75,8248.35
13.05,9166.79,3476.77,201.76,4179.66,1268.14,3956.78,942.174,8357.91,7194.14,8249.76
13.1,9168.18,3478.22,203.159,4181.05,1269.52,3958.17,943.573,8359.3,7195.53,8251.17
13.15,9169.58,3479.66,204.557,4182.44,1270.91,3959.56,944.971,8360.69,7196.92,8252.58
13.2,9170.97,3481.11,205.956,4183.83,1272.3,3960.95,946.369,8362.09,7198.31,8253.99
13.25,9172.36,3482.56,207.354,4185.22,1273.69,3962.34,947.768,8363.48,7199.7,8255.4
