time,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,N11,N12,N13,N14,N15,N16
0.7,2869.32,6870.77,3998.02,1187.16,7392.68,6246.22,2727.32,7895.83,50.024,1763.21,4924.98,5369.73,7437.13,9906.37,3664.63,9951.3
0.75,2870.71,6872.16,3999.41,1188.55,7394.09,6247.61,2728.7,7897.22,51.4129,1764.6,4926.39,5371.13,7438.52,9907.76,3666.03,9952.68
0.8,2872.1,6873.55,4000.8,1189.94,7395.49,6249,2730.07,7898.61,52.8018,1765.99,4927.79,5372.52,7439.91,9909.15,3667.42,9954.07
0.85,2873.49,6874.94,4002.19,1191.34,7396.89,6250.39,2731.45,7900,54.1907,1767.38,4929.2,5373.91,7441.3,9910.54,3668.81,9955.45
0.9,2874.87,6876.33,4003.58,1192.73,7398.29,6251.78,2732.82,7901.39,55.5796,1768.77,4930.61,5375.3,7442.69,9911.93,3670.2,9956.84
0.95,2876.26,6877.71,4004.97,1194.12,7399.69,6253.18,2734.2,7902.79,56.9685,1770.17,4932.02,5376.7,7444.08,9913.32,3671.59,9958.22
1,2877.65,6879.1,4006.36,1195.51,7401.1,6254.57,2735.57,7904.18,58.3573,1771.56,4933.42,5378.09,7445.47,9914.71,3672.98,9959.61
1.05,2879.04,6880.49,4007.75,1196.9,7402.5,6255.96,2736.95,7905.57,59.7462,1772.95,4934.83,5379.48,7446.86,9916.1,3674.38,9960.99
1.1,2880.43,6881.88,4009.14,1198.29,7403.9,6257.35,2738.32,7906.96,61.1351,1774.34,4936.24,5380.87,7448.25,9917.49,3675.77,9962.38
1.15,2881.82,6883.27,4010.52,1199.68,7405.3,6258.74,2739.69,7908.35,62.524,1775.73,4937.64,5382.26,7449.63,9918.88,3677.16,9963.76
1.2,2883.21,6884.66,4011.91,1201.07,7406.7,6260.14,2741.07,7909.74,63.9129,1777.13,4939.05,5383.66,7451.02,9920.27,3678.55,9965.15
1.25,2884.6,6886.05,4013.3,1202.46,7408.1,6261.53,2742.44,7911.13,65.3018,1778.52,4940.46,5385.05,7452.41,9921.66,3679.94,9966.53
1.3,2885.99,6887.44,4014.69,1203.85,7409.51,6262.92,2743.82,7912.53,66.6907,1779.91,4941.86,5386.44,7453.8,9923.05,3681.34,9967.92
1.35,2887.37,6888.83,4016.08,1205.24,7410.91,6264.31,2745.19,7913.92,68.0796,1781.3,4943.27,5387.83,7455.19,9924.44,3682.73,9969.3
1.4,2888.76,6890.21,4017.47,1206.64,7412.31,6265.71,2746.57,7915.31,69.4685,1782.69,4944.68,5389.23,7456.58,9925.83,3684.12,9970.69
1.45,2890.15,6891.6,4018.86,1208.03,7413.71,6267.1,2747.94,7916.7,70.8573,1784.08,4946.08,5390.62,7457.97,9927.22,3685.51,9972.07
1.5,2891.54,6892.99,4020.25,1209.42,7415.11,6268.49,2749.31,7918.09,72.2462,1785.48,4947.49,5392.01,7459.36,9928.61,3686.9,9973.46
1.55,2892.93,6894.38,4021.64,1210.81,7416.52,6269.88,2750.69,7919.48,73.6351,1786.87,4948.9,5393.4,7460.75,9930,3688.29,9974.84
1.6,2894.32,6895.77,4023.02,1212.2,7417.92,6271.27,2752.06,7920.88,75.024,1788.26,4950.31,5394.8,7462.13,9931.39,3689.69,9976.23
1.65,2895.71,6897.16,4024.41,1213.59,7419.32,6272.67,2753.44,7922.27,76.4129,1789.65,4951.71,5396.19,7463.52,9932.78,3691.08,9977.61
1.7,2897.1,6898.55,4025.8,1214.98,7420.72,6274.06,2754.81,7923.66,77.8018,1791.04,4953.12,5397.58,7464.91,9934.17,3692.47,9979
1.75,2898.49,6899.94,4027.19,1216.37,7422.12,6275.45,2756.19,7925.05,79.1907,1792.44,4954.53,5398.97,7466.3,9935.56,3693.86,9980.38
1.8,2899.87,6901.33,4028.58,1217.76,7423.52,6276.84,2757.56,7926.44,80.5796,1793.83,4955.93,5400.36,7467.69,9936.95,3695.25,9981.77
1.85,2901.26,6902.71,4029.97,1219.15,7424.93,6278.23,2758.93,7927.83,81.9685,1795.22,4957.34,5401.76,7469.08,9938.34,3696.64,9983.15
1.9,2902.65,6904.1,4031.36,1220.54,7426.33,6279.63,2760.31,7929.22,83.3573,1796.61,4958.75,5403.15,7470.47,9939.73,3698.04,9984.54
1.95,2904.04,6905.49,4032.75,1221.94,7427.73,6281.02,2761.68,7930.62,84.7462,1798,4960.15,5404.54,7471.86,9941.12,3699.43,9985.92
2,2905.43,6906.88,4034.14,1223.33,7429.13,6282.41,2763.06,7932.01,86.1351,1799.4,4961.56,5405.93,7473.25,9942.51,3700.82,9987.31
2.05,2906.82,6908.27,4035.52,1224.72,7430.53,6283.8,2764.43,7933.4,87.524,1800.79,4962.97,5407.33,7474.63,9943.9,3702.21,9988.69
2.1,2908.21,6909.66,4036.91,1226.11,7431.94,6285.2,2765.81,7934.79,88.9129,1802.18,4964.38,5408.72,7476.02,9945.29,3703.6,9990.08
2.15,2909.6,6911.05,4038.3,1227.5,7433.34,6286.59,2767.18,7936.18,90.3018,1803.57,4965.78,5410.11,7477.41,9946.68,3705,9991.46
2.2,2910.99,6912.44,4039.69,1228.89,7434.74,6287.98,2768.56,7937.57,91.6907,1804.96,4967.19,5411.5,7478.8,9948.07,3706.39,9992.85
2.25,2912.37,6913.83,4041.08,1230.28,7436.14,6289.37,2769.93,7938.97,93.0796,1806.36,4968.6,5412.89,7480.19,9949.46,3707.78,9994.23
2.3,2913.76,6915.21,4042.47,1231.67,7437.54,6290.76,2771.3,7940.36,94.4685,1807.75,4970,5414.29,7481.58,9950.85,3709.17,9995.62
2.35,2915.15,6916.6,4043.86,1233.06,7438.94,6292.16,2772.68,7941.75,95.8573,1809.14,4971.41,5415.68,7482.97,9952.24,3710.56,9997
2.4,2916.54,6917.99,4045.25,1234.45,7440.35,6293.55,2774.05,7943.14,97.2462,1810.53,4972.82,5417.07,7484.36,9953.63,3711.95,9998.39
2.45,2917.93,6919.38,4046.64,1235.84,7441.75,6294.94,2775.43,7944.53,98.6351,1811.92,4974.22,5418.46,7485.75,9955.02,3713.35,9999.77
2.5,2919.32,6920.77,4048.02,1237.24,7443.15,6296.33,2776.8,7945.92,100.024,1813.31,4975.63,5419.86,7487.13,9956.41,3714.74,1.15645
2.55,2920.71,6922.16,4049.41,1238.63,7444.55,6297.72,2778.18,7947.31,101.413,1814.71,4977.04,5421.25,7488.52,9957.8,3716.13,2.54148
2.6,2922.1,6923.55,4050.8,1240.02,7445.95,6299.12,2779.55,7948.71,102.802,1816.1,4978.44,5422.64,7489.91,9959.19,3717.52,3.92652
2.65,2923.49,6924.94,4052.19,1241.41,7447.35,6300.51,2780.93,7950.1,104.191,1817.49,4979.85,5424.03,7491.3,9960.58,3718.91,5.31155
2.7,2924.87,6926.33,4053.58,1242.8,7448.76,6301.9,2782.3,7951.49,105.58,1818.88,4981.26,5425.42,7492.69,9961.97,3720.3,6.69658
2.75,2926.26,6927.71,4054.97,1244.19,7450.16,6303.29,2783.67,7952.88,106.968,1820.27,4982.67,5426.82,7494.08,9963.36,3721.7,8.08162
2.8,2927.65,6929.1,4056.36,1245.58,7451.56,6304.69,2785.05,7954.27,108.357,1821.67,4984.07,5428.21,7495.47,9964.75,3723.09,9.46665
2.85,2929.04,6930.49,4057.75,1246.97,7452.96,6306.08,2786.42,7955.66,109.746,1823.06,4985.48,5429.6,7496.86,9966.14,3724.48,10.8517
2.9,2930.43,6931.88,4059.14,1248.36,7454.36,6307.47,2787.8,7957.05,111.135,1824.45,4986.89,5430.99,7498.25,9967.53,3725.87,12.2367
2.95,2931.82,6933.27,4060.52,1249.75,7455.76,6308.86,2789.17,7958.45,112.524,1825.84,4988.29,5432.39,7499.63,9968.92,3727.26,13.6218
3,2933.21,6934.66,4061.91,1251.14,7457.17,6310.25,2790.55,7959.84,113.913,1827.23,4989.7,5433.78,7501.02,9970.31,3728.66,15.0068
3.05,2934.6,6936.05,4063.3,1252.53,7458.57,6311.65,2791.92,7961.23,115.302,1828.63,4991.11,5435.17,7502.41,9971.7,3730.05,16.3918
3.1,2935.99,6937.44,4064.69,1253.93,7459.97,6313.04,2793.29,7962.62,116.691,1830.02,4992.51,5436.56,7503.8,9973.09,3731.44,17.7769
3.15,2937.37,6938.83,4066.08,1255.32,7461.37,6314.43,2794.67,7964.01,118.08,1831.41,4993.92,5437.96,7505.19,9974.48,3732.83,19.1619
3.2,2938.76,6940.21,4067.47,1256.71,7462.77,6315.82,2796.04,7965.4,119.468,1832.8,4995.33,5439.35,7506.58,9975.87,3734.22,20.5469
3.25,2940.15,6941.6,4068.86,1258.1,7464.18,6317.21,2797.42,7966.8,120.857,1834.19,4996.74,5440.74,7507.97,9977.26,3735.61,21.932
3.3,2941.54,6942.99,4070.25,1259.49,7465.58,6318.61,2798.79,7968.19,122.246,1835.58,4998.14,5442.13,7509.36,9978.65,3737.01,23.317
3.35,2942.93,6944.38,4071.64,1260.88,7466.98,6320,2800.17,7969.58,123.635,1836.98,4999.55,5443.52,7510.75,9980.04,3738.4,24.7021
3.4,2944.32,6945.77,4073.02,1262.27,7468.38,6321.39,2801.54,7970.97,125.024,1838.37,5000.96,5444.92,7512.13,9981.44,3739.79,26.0871
3.45,2945.71,6947.16,4074.41,1263.66,7469.78,6322.78,2802.92,7972.36,126.413,1839.76,5002.36,5446.31,7513.52,9982.83,3741.18,27.4721
3.5,2947.1,6948.55,4075.8,1265.05,7471.18,6324.18,2804.29,7973.75,127.802,1841.15,5003.77,5447.7,7514.91,9984.22,3742.57,28.8572
3.55,2948.49,6949.94,4077.19,1266.44,7472.59,6325.57,2805.66,7975.14,129.191,1842.54,5005.18,5449.09,7516.3,9985.61,3743.96,30.2422
3.6,2949.87,6951.33,4078.58,1267.83,7473.99,6326.96,2807.04,7976.54,130.58,1843.94,5006.58,5450.49,7517.69,9987,3745.36,31.6272
3.65,2951.26,6952.71,4079.97,1269.23,7475.39,6328.35,2808.41,7977.93,131.968,1845.33,5007.99,5451.88,7519.08,9988.39,3746.75,33.0123
3.7,2952.65,6954.1,4081.36,1270.62,7476.79,6329.74,2809.79,7979.32,133.357,1846.72,5009.4,5453.27,7520.47,9989.78,3748.14,34.3973
3.75,2954.04,6955.49,4082.75,1272.01,7478.19,6331.14,2811.16,7980.71,134.746,1848.11,5010.8,5454.66,7521.86,9991.17,3749.53,35.7824
3.8,2955.43,6956.88,4084.14,1273.4,7479.59,6332.53,2812.54,7982.1,136.135,1849.5,5012.21,5456.05,7523.25,9992.56,3750.92,37.1674
3.85,2956.82,6958.27,4085.52,1274.79,7481,6333.92,2813.91,7983.49,137.524,1850.9,5013.62,5457.45,7524.63,9993.95,3752.32,38.5524
3.9,2958.21,6959.66,4086.91,1276.18,7482.4,6335.31,2815.29,7984.89,138.913,1852.29,5015.03,5458.84,7526.02,9995.34,3753.71,39.9375
3.95,2959.6,6961.05,4088.3,1277.57,7483.8,6336.7,2816.66,7986.28,140.302,1853.68,5016.43,5460.23,7527.41,9996.73,3755.1,41.3225
4,2960.99,6962.44,4089.69,1278.96,7485.2,6338.1,2818.03,7987.67,141.691,1855.07,5017.84,5461.62,7528.8,9998.12,3756.49,42.7076
4.05,2962.37,6963.83,4091.08,1280.35,7486.6,6339.49,2819.41,7989.06,143.08,1856.46,5019.25,5463.02,7530.19,9999.51,3757.88,44.0926
4.1,2963.76,6965.21,4092.47,1281.74,7488,6340.88,2820.78,7990.45,144.468,1857.86,5020.65,5464.41,7531.58,0.897403,3759.27,45.4777
4.15,2965.15,6966.6,4093.86,1283.13,7489.41,6342.27,2822.16,7991.84,145.857,1859.25,5022.06,5465.8,7532.97,2.28758,3760.67,46.8627
4.2,2966.54,6967.99,4095.25,1284.53,7490.81,6343.67,2823.53,7993.23,147.246,1860.64,5023.47,5467.19,7534.36,3.67775,3762.06,48.2477
4.25,2967.93,6969.38,4096.64,1285.92,7492.21,6345.06,2824.91,7994.63,148.635,1862.03,5024.87,5468.59,7535.75,5.06792,3763.45,49.6328
4.3,2969.32,6970.77,4098.02,1287.31,7493.61,6346.45,2826.28,7996.02,150.024,1863.42,5026.28,5469.98,7537.13,6.4581,3764.84,51.0178
4.35,2970.71,6972.16,4099.41,1288.7,7495.01,6347.84,2827.66,7997.41,151.413,1864.81,5027.69,5471.37,7538.52,7.84827,3766.23,52.4029
4.4,2972.1,6973.55,4100.8,1290.09,7496.42,6349.23,2829.03,7998.8,152.802,1866.21,5029.1,5472.76,7539.91,9.23844,3767.62,53.7879
4.45,2973.49,6974.94,4102.19,1291.48,7497.82,6350.63,2830.4,8000.19,154.191,1867.6,5030.5,5474.15,7541.3,10.6286,3769.02,55.173
4.5,2974.87,6976.33,4103.58,1292.87,7499.22,6352.02,2831.78,8001.58,155.58,1868.99,5031.91,5475.55,7542.69,12.0188,3770.41,56.558
4.55,2976.26,6977.71,4104.97,1294.26,7500.62,6353.41,2833.15,8002.98,156.968,1870.38,5033.32,5476.94,7544.08,13.409,3771.8,57.9431
4.6,2977.65,6979.1,4106.36,1295.65,7502.02,6354.8,2834.53,8004.37,158.357,1871.77,5034.72,5478.33,7545.47,14.7991,3773.19,59.3281
4.65,2979.04,6980.49,4107.75,1297.04,7503.42,6356.19,2835.9,8005.76,159.746,1873.17,5036.13,5479.72,7546.86,16.1893,3774.58,60.7132
4.7,2980.43,6981.88,4109.14,1298.43,7504.83,6357.59,2837.28,8007.15,161.135,1874.56,5037.54,5481.12,7548.25,17.5795,3775.98,62.0982
4.75,2981.82,6983.27,4110.52,1299.83,7506.23,6358.98,2838.65,8008.54,162.524,1875.95,5038.94,5482.51,7549.63,18.9697,3777.37,63.4832
4.8,2983.21,6984.66,4111.91,1301.22,7507.63,6360.37,2840.03,8009.93,163.913,1877.34,5040.35,5483.9,7551.02,20.3598,3778.76,64.8683
4.85,2984.6,6986.05,4113.3,1302.61,7509.03,6361.76,2841.4,8011.32,165.302,1878.73,5041.76,5485.29,7552.41,21.75,3780.15,66.2533
4.9,2985.99,6987.44,4114.69,1304,7510.43,6363.16,2842.77,8012.72,166.691,1880.13,5043.16,5486.68,7553.8,23.1402,3781.54,67.6384
4.95,2987.37,6988.83,4116.08,1305.39,7511.83,6364.55,2844.15,8014.11,168.08,1881.52,5044.57,5488.08,7555.19,24.5304,3782.93,69.0234
5,2988.76,6990.21,4117.47,1306.78,7513.24,6365.94,2845.52,8015.5,169.468,1882.91,5045.98,5489.47,7556.58,25.9205,3784.33,70.4085
5.05,2990.15,6991.6,4118.86,1308.17,7514.64,6367.33,2846.9,8016.89,170.857,1884.3,5047.39,5490.86,7557.97,27.3107,3785.72,71.7935
5.1,2991.54,6992.99,4120.25,1309.56,7516.04,6368.72,2848.27,8018.28,172.246,1885.69,5048.79,5492.25,7559.36,28.7009,3787.11,73.1786
5.15,2992.93,6994.38,4121.64,1310.95,7517.44,6370.12,2849.65,8019.67,173.635,1887.08,5050.2,5493.65,7560.75,30.0911,3788.5,74.5636
5.2,2994.32,6995.77,4123.02,1312.34,7518.84,6371.51,2851.02,8021.07,175.024,1888.48,5051.61,5495.04,7562.13,31.4813,3789.89,75.9487
5.25,2995.71,6997.16,4124.41,1313.73,7520.24,6372.9,2852.4,8022.46,176.413,1889.87,5053.01,5496.43,7563.52,32.8714,3791.28,77.3337
5.3,2997.1,6998.55,4125.8,1315.13,7521.65,6374.29,2853.77,8023.85,177.802,1891.26,5054.42,5497.82,7564.91,34.2616,3792.68,78.7188
5.35,2998.49,6999.94,4127.19,1316.52,7523.05,6375.68,2855.14,8025.24,179.191,1892.65,5055.83,5499.22,7566.3,35.6518,3794.07,80.1038
5.4,2999.87,7001.33,4128.58,1317.91,7524.45,6377.08,2856.52,8026.63,180.58,1894.04,5057.23,5500.61,7567.69,37.042,3795.46,81.4889
5.45,3001.26,7002.71,4129.97,1319.3,7525.85,6378.47,2857.89,8028.02,181.968,1895.44,5058.64,5502,7569.08,38.4321,3796.85,82.8739
5.5,3002.65,7004.1,4131.36,1320.69,7527.25,6379.86,2859.27,8029.41,183.357,1896.83,5060.05,5503.39,7570.47,39.8223,3798.24,84.259
5.55,3004.04,7005.49,4132.75,1322.08,7528.65,6381.25,2860.64,8030.81,184.746,1898.22,5061.46,5504.78,7571.86,41.2125,3799.63,85.644
5.6,3005.43,7006.88,4134.14,1323.47,7530.06,6382.65,2862.02,8032.2,186.135,1899.61,5062.86,5506.18,7573.25,42.6027,3801.03,87.0291
5.65,3006.82,7008.27,4135.52,1324.86,7531.46,6384.04,2863.39,8033.59,187.524,1901,5064.27,5507.57,7574.63,43.9929,3802.42,88.4141
5.7,3008.21,7009.66,4136.91,1326.25,7532.86,6385.43,2864.77,8034.98,188.913,1902.4,5065.68,5508.96,7576.02,45.383,3803.81,89.7992
5.75,3009.6,7011.05,4138.3,1327.64,7534.26,6386.82,2866.14,8036.37,190.302,1903.79,5067.08,5510.35,7577.41,46.7732,3805.2,91.1842
5.8,3010.99,7012.44,4139.69,1329.03,7535.66,6388.21,2867.52,8037.76,191.691,1905.18,5068.49,5511.75,7578.8,48.1634,3806.59,92.5693
5.85,3012.37,7013.83,4141.08,1330.43,7537.06,6389.61,2868.89,8039.16,193.08,1906.57,5069.9,5513.14,7580.19,49.5536,3807.99,93.9544
5.9,3013.76,7015.21,4142.47,1331.82,7538.47,6391,2870.26,8040.55,194.468,1907.96,5071.3,5514.53,7581.58,50.9438,3809.38,95.3394
5.95,3015.15,7016.6,4143.86,1333.21,7539.87,6392.39,2871.64,8041.94,195.857,1909.36,5072.71,5515.92,7582.97,52.3339,3810.77,96.7245
6,3016.54,7017.99,4145.25,1334.6,7541.27,6393.78,2873.01,8043.33,197.246,1910.75,5074.12,5517.31,7584.36,53.7241,3812.16,98.1095
6.05,3017.93,7019.38,4146.64,1335.99,7542.67,6395.18,2874.39,8044.72,198.635,1912.14,5075.52,5518.71,7585.75,55.1143,3813.55,99.4946
6.1,3019.32,7020.77,4148.02,1337.38,7544.07,6396.57,2875.76,8046.11,200.024,1913.53,5076.93,5520.1,7587.13,56.5045,3814.94,100.88
6.15,3020.71,7022.16,4149.41,1338.77,7545.47,6397.96,2877.14,8047.5,201.413,1914.92,5078.34,5521.49,7588.52,57.8947,3816.34,102.265
6.2,3022.1,7023.55,4150.8,1340.16,7546.88,6399.35,2878.51,8048.9,202.802,1916.31,5079.75,5522.88,7589.91,59.2849,3817.73,103.65
6.25,3023.49,7024.94,4152.19,1341.55,7548.28,6400.74,2879.89,8050.29,204.191,1917.71,5081.15,5524.28,7591.3,60.675,3819.12,105.035
6.3,3024.87,7026.33,4153.58,1342.94,7549.68,6402.14,2881.26,8051.68,205.58,1919.1,5082.56,5525.67,7592.69,62.0652,3820.51,106.42
6.35,3026.26,7027.71,4154.97,1344.33,7551.08,6403.53,2882.63,8053.07,206.968,1920.49,5083.97,5527.06,7594.08,63.4554,3821.9,107.805
6.4,3027.65,7029.1,4156.36,1345.73,7552.48,6404.92,2884.01,8054.46,208.357,1921.88,5085.37,5528.45,7595.47,64.8456,3823.29,109.19
6.45,3029.04,7030.49,4157.75,1347.12,7553.88,6406.31,2885.38,8055.85,209.746,1923.27,5086.78,5529.85,7596.86,66.2358,3824.69,110.575
6.5,3030.43,7031.88,4159.14,1348.51,7555.29,6407.7,2886.76,8057.24,211.135,1924.67,5088.19,5531.24,7598.25,67.626,3826.08,111.96
6.55,3031.82,7033.27,4160.52,1349.9,7556.69,6409.1,2888.13,8058.64,212.524,1926.06,5089.59,5532.63,7599.63,69.0161,3827.47,113.345
6.6,3033.21,7034.66,4161.91,1351.29,7558.09,6410.49,2889.51,8060.03,213.913,1927.45,5091,5534.02,7601.02,70.4063,3828.86,114.73
6.65,3034.6,7036.05,4163.3,1352.68,7559.49,6411.88,2890.88,8061.42,215.302,1928.84,5092.41,5535.41,7602.41,71.7965,3830.25,116.115
6.7,3035.99,7037.44,4164.69,1354.07,7560.89,6413.27,2892.26,8062.81,216.691,1930.23,5093.82,5536.81,7603.8,73.1867,3831.65,117.5
6.75,3037.37,7038.83,4166.08,1355.46,7562.29,6414.67,2893.63,8064.2,218.08,1931.63,5095.22,5538.2,7605.19,74.5769,3833.04,118.885
6.8,3038.76,7040.21,4167.47,1356.85,7563.7,6416.06,2895.01,8065.59,219.468,1933.02,5096.63,5539.59,7606.58,75.9671,3834.43,120.27
6.85,3040.15,7041.6,4168.86,1358.24,7565.1,6417.45,2896.38,8066.99,220.857,1934.41,5098.04,5540.98,7607.97,77.3572,3835.82,121.656
6.9,3041.54,7042.99,4170.25,1359.63,7566.5,6418.84,2897.75,8068.38,222.246,1935.8,5099.44,5542.38,7609.36,78.7474,3837.21,123.041
6.95,3042.93,7044.38,4171.64,1361.03,7567.9,6420.23,2899.13,8069.77,223.635,1937.19,5100.85,5543.77,7610.75,80.1376,3838.6,124.426
7,3044.32,7045.77,4173.02,1362.42,7569.3,6421.63,2900.5,8071.16,225.024,1938.58,5102.26,5545.16,7612.13,81.5278,3840,125.811
7.05,3045.71,7047.16,4174.41,1363.81,7570.7,6423.02,2901.88,8072.55,226.413,1939.98,5103.66,5546.55,7613.52,82.918,3841.39,127.196
7.1,3047.1,7048.55,4175.8,1365.2,7572.11,6424.41,2903.25,8073.94,227.802,1941.37,5105.07,5547.94,7614.91,84.3082,3842.78,128.581
7.15,3048.49,7049.94,4177.19,1366.59,7573.51,6425.8,2904.63,8075.33,229.191,1942.76,5106.48,5549.34,7616.3,85.6984,3844.17,129.966
7.2,3049.87,7051.33,4178.58,1367.98,7574.91,6427.19,2906,8076.73,230.58,1944.15,5107.89,5550.73,7617.69,87.0885,3845.56,131.351
7.25,3051.26,7052.71,4179.97,1369.37,7576.31,6428.59,2907.38,8078.12,231.968,1945.54,5109.29,5552.12,7619.08,88.4787,3846.95,132.736
7.3,3052.65,7054.1,4181.36,1370.76,7577.71,6429.98,2908.75,8079.51,233.357,1946.94,5110.7,5553.51,7620.47,89.8689,3848.35,134.121
7.35,3054.04,7055.49,4182.75,1372.15,7579.11,6431.37,2910.13,8080.9,234.746,1948.33,5112.11,5554.91,7621.86,91.2591,3849.74,135.506
7.4,3055.43,7056.88,4184.14,1373.54,7580.52,6432.76,2911.5,8082.29,236.135,1949.72,5113.51,5556.3,7623.25,92.6493,3851.13,136.891
7.45,3056.82,7058.27,4185.52,1374.93,7581.92,6434.16,2912.87,8083.68,237.524,1951.11,5114.92,5557.69,7624.63,94.0395,3852.52,138.276
7.5,3058.21,7059.66,4186.91,1376.33,7583.32,6435.55,2914.25,8085.08,238.913,1952.5,5116.33,5559.08,7626.02,95.4297,3853.91,139.661
7.55,3059.6,7061.05,4188.3,1377.72,7584.72,6436.94,2915.62,8086.47,240.302,1953.9,5117.73,5560.48,7627.41,96.8199,3855.3,141.046
7.6,3060.99,7062.44,4189.69,1379.11,7586.12,6438.33,2917,8087.86,241.691,1955.29,5119.14,5561.87,7628.8,98.21,3856.7,142.431
7.65,3062.37,7063.83,4191.08,1380.5,7587.52,6439.72,2918.37,8089.25,243.08,1956.68,5120.55,5563.26,7630.19,99.6002,3858.09,143.817
7.7,3063.76,7065.21,4192.47,1381.89,7588.93,6441.12,2919.75,8090.64,244.468,1958.07,5121.95,5564.65,7631.58,100.99,3859.48,145.202
7.75,3065.15,7066.6,4193.86,1383.28,7590.33,6442.51,2921.12,8092.03,245.857,1959.46,5123.36,5566.04,7632.97,102.381,3860.87,146.587
7.8,3066.54,7067.99,4195.25,1384.67,7591.73,6443.9,2922.5,8093.42,247.246,1960.86,5124.77,5567.44,7634.36,103.771,3862.26,147.972
7.85,3067.93,7069.38,4196.64,1386.06,7593.13,6445.29,2923.87,8094.82,248.635,1962.25,5126.18,5568.83,7635.75,105.161,3863.66,149.357
7.9,3069.32,7070.77,4198.02,1387.45,7594.53,6446.69,2925.25,8096.21,250.024,1963.64,5127.58,5570.22,7637.13,106.551,3865.05,150.742
7.95,3070.71,7072.16,4199.41,1388.84,7595.93,6448.08,2926.62,8097.6,251.413,1965.03,5128.99,5571.61,7638.52,107.941,3866.44,152.127
8,3072.1,7073.55,4200.8,1390.23,7597.34,6449.47,2927.99,8098.99,252.802,1966.42,5130.4,5573.01,7639.91,109.332,3867.83,153.512
8.05,3073.49,7074.94,4202.19,1391.63,7598.74,6450.86,2929.37,8100.38,254.191,1967.81,5131.8,5574.4,7641.3,110.722,3869.22,154.897
8.1,3074.87,7076.33,4203.58,1393.02,7600.14,6452.25,2930.74,8101.77,255.58,1969.21,5133.21,5575.79,7642.69,112.112,3870.61,156.282
8.15,3076.26,7077.71,4204.97,1394.41,7601.54,6453.65,2932.12,8103.17,256.968,1970.6,5134.62,5577.18,7644.08,113.502,3872.01,157.667
8.2,3077.65,7079.1,4206.36,1395.8,7602.94,6455.04,2933.49,8104.56,258.357,1971.99,5136.02,5578.58,7645.47,114.892,3873.4,159.052
8.25,3079.04,7080.49,4207.75,1397.19,7604.34,6456.43,2934.87,8105.95,259.746,1973.38,5137.43,5579.97,7646.86,116.283,3874.79,160.437
8.3,3080.43,7081.88,4209.14,1398.58,7605.75,6457.82,2936.24,8107.34,261.135,1974.77,5138.84,5581.36,7648.25,117.673,3876.18,161.822
8.35,3081.82,7083.27,4210.52,1399.97,7607.15,6459.21,2937.62,8108.73,262.524,1976.17,5140.25,5582.75,7649.63,119.063,3877.57,163.207
