time,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,N11,N12,N13,N14,N15
0.95,3220.47,1410.88,9243.38,4872.53,6080.54,6883.16,1330.99,8159.19,2342.18,532.657,3403.22,5179.63,6977.54,8939.49,6370.32
1,3221.84,1412.27,9244.77,4873.91,6081.93,6884.55,1332.39,8160.58,2343.57,534.074,3404.61,5181.03,6978.93,8940.89,6371.71
1.05,3223.22,1413.67,9246.16,4875.29,6083.32,6885.94,1333.78,8161.97,2344.95,535.49,3406,5182.43,6980.32,8942.3,6373.1
1.1,3224.6,1415.06,9247.55,4876.67,6084.72,6887.33,1335.17,8163.36,2346.34,536.907,3407.39,5183.83,6981.71,8943.7,6374.49
1.15,3225.98,1416.46,9248.94,4878.06,6086.11,6888.73,1336.57,8164.75,2347.73,538.323,3408.77,5185.23,6983.09,8945.11,6375.89
1.2,3227.36,1417.85,9250.32,4879.44,6087.5,6890.12,1337.96,8166.14,2349.12,539.74,3410.16,5186.63,6984.48,8946.52,6377.28
1.25,3228.74,1419.25,9251.71,4880.82,6088.89,6891.51,1339.35,8167.53,2350.51,541.156,3411.55,5188.03,6985.87,8947.92,6378.67
1.3,3230.11,1420.64,9253.1,4882.2,6090.29,6892.9,1340.75,8168.92,2351.9,542.572,3412.94,5189.43,6987.26,8949.33,6380.06
1.35,3231.49,1422.04,9254.49,4883.58,6091.68,6894.29,1342.14,8170.31,2353.29,543.989,3414.33,5190.83,6988.65,8950.74,6381.46
1.4,3232.87,1423.43,9255.88,4884.96,6093.07,6895.69,1343.53,8171.7,2354.67,545.405,3415.72,5192.24,6990.04,8952.14,6382.85
1.45,3234.25,1424.83,9257.27,4886.34,6094.46,6897.08,1344.92,8173.1,2356.06,546.822,3417.11,5193.64,6991.43,8953.55,6384.24
1.5,3235.63,1426.22,9258.66,4887.72,6095.86,6898.47,1346.32,8174.49,2357.45,548.238,3418.49,5195.04,6992.82,8954.96,6385.63
1.55,3237,1427.62,9260.05,4889.1,6097.25,6899.86,1347.71,8175.88,2358.84,549.655,3419.88,5196.44,6994.21,8956.36,6387.02
1.6,3238.38,1429.01,9261.44,4890.48,6098.64,6901.25,1349.1,8177.27,2360.23,551.071,3421.27,5197.84,6995.59,8957.77,6388.42
1.65,3239.76,1430.41,9262.82,4891.86,6100.03,6902.65,1350.5,8178.66,2361.62,552.487,3422.66,5199.24,6996.98,8959.18,6389.81
1.7,3241.14,1431.8,9264.21,4893.24,6101.43,6904.04,1351.89,8180.05,2363.01,553.904,3424.05,5200.64,6998.37,8960.58,6391.2
1.75,3242.52,1433.2,9265.6,4894.62,6102.82,6905.43,1353.28,8181.44,2364.39,555.32,3425.44,5202.04,6999.76,8961.99,6392.59
1.8,3243.89,1434.59,9266.99,4896,6104.21,6906.82,1354.68,8182.83,2365.78,556.737,3426.83,5203.44,7001.15,8963.4,6393.99
1.85,3245.27,1435.99,9268.38,4897.39,6105.6,6908.22,1356.07,8184.22,2367.17,558.153,3428.21,5204.84,7002.54,8964.8,6395.38
1.9,3246.65,1437.38,9269.77,4898.77,6107,6909.61,1357.46,8185.61,2368.56,559.57,3429.6,5206.24,7003.93,8966.21,6396.77
1.95,3248.03,1438.78,9271.16,4900.15,6108.39,6911,1358.86,8187.01,2369.95,560.986,3430.99,5207.64,7005.32,8967.62,6398.16
2,3249.41,1440.17,9272.55,4901.53,6109.78,6912.39,1360.25,8188.4,2371.34,562.403,3432.38,5209.05,7006.71,8969.02,6399.55
2.05,3250.78,1441.57,9273.94,4902.91,6111.17,6913.78,1361.64,8189.79,2372.73,563.819,3433.77,5210.45,7008.09,8970.43,6400.95
2.1,3252.16,1442.96,9275.32,4904.29,6112.56,6915.18,1363.04,8191.18,2374.12,565.235,3435.16,5211.85,7009.48,8971.84,6402.34
2.15,3253.54,1444.36,9276.71,4905.67,6113.96,6916.57,1364.43,8192.57,2375.5,566.652,3436.55,5213.25,7010.87,8973.24,6403.73
2.2,3254.92,1445.75,9278.1,4907.05,6115.35,6917.96,1365.82,8193.96,2376.89,568.068,3437.93,5214.65,7012.26,8974.65,6405.12
2.25,3256.3,1447.15,9279.49,4908.43,6116.74,6919.35,1367.22,8195.35,2378.28,569.485,3439.32,5216.05,7013.65,8976.06,6406.52
2.3,3257.67,1448.54,9280.88,4909.81,6118.13,6920.74,1368.61,8196.74,2379.67,570.901,3440.71,5217.45,7015.04,8977.46,6407.91
2.35,3259.05,1449.94,9282.27,4911.19,6119.53,6922.14,1370,8198.13,2381.06,572.318,3442.1,5218.85,7016.43,8978.87,6409.3
2.4,3260.43,1451.33,9283.66,4912.57,6120.92,6923.53,1371.4,8199.52,2382.45,573.734,3443.49,5220.25,7017.82,8980.28,6410.69
2.45,3261.81,1452.73,9285.05,4913.95,6122.31,6924.92,1372.79,8200.91,2383.84,575.15,3444.88,5221.65,7019.21,8981.68,6412.08
2.5,3263.19,1454.12,9286.44,4915.34,6123.7,6926.31,1374.18,8202.31,2385.22,576.567,3446.26,5223.05,7020.59,8983.09,6413.48
2.55,3264.56,1455.52,9287.82,4916.72,6125.1,6927.71,1375.58,8203.7,2386.61,577.983,3447.65,5224.45,7021.98,8984.49,6414.87
2.6,3265.94,1456.91,9289.21,4918.1,6126.49,6929.1,1376.97,8205.09,2388,579.4,3449.04,5225.86,7023.37,8985.9,6416.26
2.65,3267.32,1458.31,9290.6,4919.48,6127.88,6930.49,1378.36,8206.48,2389.39,580.816,3450.43,5227.26,7024.76,8987.31,6417.65
2.7,3268.7,1459.71,9291.99,4920.86,6129.27,6931.88,1379.75,8207.87,2390.78,582.233,3451.82,5228.66,7026.15,8988.71,6419.05
2.75,3270.08,1461.1,9293.38,4922.24,6130.67,6933.27,1381.15,8209.26,2392.17,583.649,3453.21,5230.06,7027.54,8990.12,6420.44
2.8,3271.45,1462.5,9294.77,4923.62,6132.06,6934.67,1382.54,8210.65,2393.56,585.066,3454.6,5231.46,7028.93,8991.53,6421.83
2.85,3272.83,1463.89,9296.16,4925,6133.45,6936.06,1383.93,8212.04,2394.95,586.482,3455.98,5232.86,7030.32,8992.93,6423.22
2.9,3274.21,1465.29,9297.55,4926.38,6134.84,6937.45,1385.33,8213.43,2396.33,587.898,3457.37,5234.26,7031.71,8994.34,6424.61
2.95,3275.59,1466.68,9298.94,4927.76,6136.24,6938.84,1386.72,8214.82,2397.72,589.315,3458.76,5235.66,7033.09,8995.75,6426.01
3,3276.97,1468.08,9300.32,4929.14,6137.63,6940.23,1388.11,8216.22,2399.11,590.731,3460.15,5237.06,7034.48,8997.15,6427.4
3.05,3278.34,1469.47,9301.71,4930.52,6139.02,6941.63,1389.51,8217.61,2400.5,592.148,3461.54,5238.46,7035.87,8998.56,6428.79
3.1,3279.72,1470.87,9303.1,4931.9,6140.41,6943.02,1390.9,8219,2401.89,593.564,3462.93,5239.86,7037.26,8999.97,6430.18
3.15,3281.1,1472.26,9304.49,4933.28,6141.81,6944.41,1392.29,8220.39,2403.28,594.981,3464.32,5241.26,7038.65,9001.37,6431.58
3.2,3282.48,1473.66,9305.88,4934.67,6143.2,6945.8,1393.69,8221.78,2404.67,596.397,3465.7,5242.67,7040.04,9002.78,6432.97
3.25,3283.86,1475.05,9307.27,4936.05,6144.59,6947.2,1395.08,8223.17,2406.05,597.814,3467.09,5244.07,7041.43,9004.19,6434.36
3.3,3285.24,1476.45,9308.66,4937.43,6145.98,6948.59,1396.47,8224.56,2407.44,599.23,3468.48,5245.47,7042.82,9005.59,6435.75
3.35,3286.61,1477.84,9310.05,4938.81,6147.38,6949.98,1397.87,8225.95,2408.83,600.647,3469.87,5246.87,7044.21,9007,6437.15
3.4,3287.99,1479.24,9311.44,4940.19,6148.77,6951.37,1399.26,8227.34,2410.22,602.063,3471.26,5248.27,7045.59,9008.41,6438.54
3.45,3289.37,1480.63,9312.82,4941.57,6150.16,6952.76,1400.65,8228.73,2411.61,603.479,3472.65,5249.67,7046.98,9009.81,6439.93
3.5,3290.75,1482.03,9314.21,4942.95,6151.55,6954.16,1402.05,8230.13,2413,604.896,3474.04,5251.07,7048.37,9011.22,6441.32
3.55,3292.13,1483.42,9315.6,4944.33,6152.95,6955.55,1403.44,8231.52,2414.39,606.312,3475.42,5252.47,7049.76,9012.63,6442.71
3.6,3293.5,1484.82,9316.99,4945.71,6154.34,6956.94,1404.83,8232.91,2415.77,607.729,3476.81,5253.87,7051.15,9014.03,6444.11
3.65,3294.88,1486.21,9318.38,4947.09,6155.73,6958.33,1406.23,8234.3,2417.16,609.145,3478.2,5255.27,7052.54,9015.44,6445.5
3.7,3296.26,1487.61,9319.77,4948.47,6157.12,6959.72,1407.62,8235.69,2418.55,610.562,3479.59,5256.67,7053.93,9016.85,6446.89
3.75,3297.64,1489,9321.16,4949.85,6158.52,6961.12,1409.01,8237.08,2419.94,611.978,3480.98,5258.07,7055.32,9018.25,6448.28
3.8,3299.02,1490.4,9322.55,4951.23,6159.91,6962.51,1410.4,8238.47,2421.33,613.395,3482.37,5259.48,7056.71,9019.66,6449.68
3.85,3300.39,1491.79,9323.94,4952.62,6161.3,6963.9,1411.8,8239.86,2422.72,614.811,3483.76,5260.88,7058.09,9021.07,6451.07
3.9,3301.77,1493.19,9325.32,4954,6162.69,6965.29,1413.19,8241.25,2424.11,616.228,3485.14,5262.28,7059.48,9022.47,6452.46
3.95,3303.15,1494.58,9326.71,4955.38,6164.09,6966.69,1414.58,8242.64,2425.5,617.644,3486.53,5263.68,7060.87,9023.88,6453.85
4,3304.53,1495.98,9328.1,4956.76,6165.48,6968.08,1415.98,8244.03,2426.88,619.06,3487.92,5265.08,7062.26,9025.29,6455.24
4.05,3305.91,1497.37,9329.49,4958.14,6166.87,6969.47,1417.37,8245.43,2428.27,620.477,3489.31,5266.48,7063.65,9026.69,6456.64
4.1,3307.28,1498.77,9330.88,4959.52,6168.26,6970.86,1418.76,8246.82,2429.66,621.893,3490.7,5267.88,7065.04,9028.1,6458.03
4.15,3308.66,1500.16,9332.27,4960.9,6169.66,6972.25,1420.16,8248.21,2431.05,623.31,3492.09,5269.28,7066.43,9029.5,6459.42
4.2,3310.04,1501.56,9333.66,4962.28,6171.05,6973.65,1421.55,8249.6,2432.44,624.726,3493.47,5270.68,7067.82,9030.91,6460.81
4.25,3311.42,1502.95,9335.05,4963.66,6172.44,6975.04,1422.94,8250.99,2433.83,626.143,3494.86,5272.08,7069.21,9032.32,6462.21
4.3,3312.8,1504.35,9336.44,4965.04,6173.83,6976.43,1424.34,8252.38,2435.22,627.559,3496.25,5273.48,7070.59,9033.72,6463.6
4.35,3314.17,1505.74,9337.82,4966.42,6175.23,6977.82,1425.73,8253.77,2436.6,628.976,3497.64,5274.88,7071.98,9035.13,6464.99
4.4,3315.55,1507.14,9339.21,4967.8,6176.62,6979.21,1427.12,8255.16,2437.99,630.392,3499.03,5276.29,7073.37,9036.54,6466.38
4.45,3316.93,1508.53,9340.6,4969.18,6178.01,6980.61,1428.52,8256.55,2439.38,631.809,3500.42,5277.69,7074.76,9037.94,6467.77
4.5,3318.31,1509.93,9341.99,4970.57,6179.4,6982,1429.91,8257.94,2440.77,633.225,3501.81,5279.09,7076.15,9039.35,6469.17
4.55,3319.69,1511.32,9343.38,4971.95,6180.79,6983.39,1431.3,8259.34,2442.16,634.642,3503.19,5280.49,7077.54,9040.76,6470.56
4.6,3321.07,1512.72,9344.77,4973.33,6182.19,6984.78,1432.7,8260.73,2443.55,636.058,3504.58,5281.89,7078.93,9042.16,6471.95
4.65,3322.44,1514.11,9346.16,4974.71,6183.58,6986.18,1434.09,8262.12,2444.94,637.474,3505.97,5283.29,7080.32,9043.57,6473.34
4.7,3323.82,1515.51,9347.55,4976.09,6184.97,6987.57,1435.48,8263.51,2446.32,638.891,3507.36,5284.69,7081.71,9044.98,6474.74
4.75,3325.2,1516.9,9348.94,4977.47,6186.36,6988.96,1436.88,8264.9,2447.71,640.307,3508.75,5286.09,7083.09,9046.38,6476.13
4.8,3326.58,1518.3,9350.32,4978.85,6187.76,6990.35,1438.27,8266.29,2449.1,641.724,3510.14,5287.49,7084.48,9047.79,6477.52
4.85,3327.96,1519.69,9351.71,4980.23,6189.15,6991.74,1439.66,8267.68,2450.49,643.14,3511.53,5288.89,7085.87,9049.2,6478.91
4.9,3329.33,1521.09,9353.1,4981.61,6190.54,6993.14,1441.06,8269.07,2451.88,644.557,3512.91,5290.29,7087.26,9050.6,6480.3
4.95,3330.71,1522.48,9354.49,4982.99,6191.93,6994.53,1442.45,8270.46,2453.27,645.973,3514.3,5291.69,7088.65,9052.01,6481.7
5,3332.09,1523.88,9355.88,4984.37,6193.33,6995.92,1443.84,8271.85,2454.66,647.39,3515.69,5293.1,7090.04,9053.42,6483.09
5.05,3333.47,1525.27,9357.27,4985.75,6194.72,6997.31,1445.23,8273.25,2456.05,648.806,3517.08,5294.5,7091.43,9054.82,6484.48
5.1,3334.85,1526.67,9358.66,4987.13,6196.11,6998.7,1446.63,8274.64,2457.43,650.223,3518.47,5295.9,7092.82,9056.23,6485.87
5.15,3336.22,1528.06,9360.05,4988.52,6197.5,7000.1,1448.02,8276.03,2458.82,651.639,3519.86,5297.3,7094.21,9057.64,6487.27
5.2,3337.6,1529.46,9361.44,4989.9,6198.9,7001.49,1449.41,8277.42,2460.21,653.056,3521.25,5298.7,7095.59,9059.04,6488.66
5.25,3338.98,1530.85,9362.82,4991.28,6200.29,7002.88,1450.81,8278.81,2461.6,654.472,3522.63,5300.1,7096.98,9060.45,6490.05
5.3,3340.36,1532.25,9364.21,4992.66,6201.68,7004.27,1452.2,8280.2,2462.99,655.889,3524.02,5301.5,7098.37,9061.86,6491.44
5.35,3341.74,1533.64,9365.6,4994.04,6203.07,7005.67,1453.59,8281.59,2464.38,657.305,3525.41,5302.9,7099.76,9063.26,6492.84
5.4,3343.12,1535.04,9366.99,4995.42,6204.47,7007.06,1454.99,8282.98,2465.77,658.721,3526.8,5304.3,7101.15,9064.67,6494.23
5.45,3344.49,1536.43,9368.38,4996.8,6205.86,7008.45,1456.38,8284.37,2467.15,660.138,3528.19,5305.7,7102.54,9066.08,6495.62
5.5,3345.87,1537.83,9369.77,4998.18,6207.25,7009.84,1457.77,8285.76,2468.54,661.554,3529.58,5307.1,7103.93,9067.48,6497.01
5.55,3347.25,1539.22,9371.16,4999.56,6208.64,7011.23,1459.17,8287.15,2469.93,662.971,3530.97,5308.51,7105.32,9068.89,6498.4
5.6,3348.63,1540.62,9372.55,5000.94,6210.04,7012.63,1460.56,8288.55,2471.32,664.387,3532.35,5309.91,7106.71,9070.3,6499.8
5.65,3350.01,1542.01,9373.94,5002.32,6211.43,7014.02,1461.95,8289.94,2472.71,665.804,3533.74,5311.31,7108.09,9071.7,6501.19
5.7,3351.38,1543.41,9375.32,5003.7,6212.82,7015.41,1463.35,8291.33,2474.1,667.22,3535.13,5312.71,7109.48,9073.11,6502.58
5.75,3352.76,1544.8,9376.71,5005.08,6214.21,7016.8,1464.74,8292.72,2475.49,668.637,3536.52,5314.11,7110.87,9074.52,6503.97
5.8,3354.14,1546.2,9378.1,5006.47,6215.61,7018.19,1466.13,8294.11,2476.88,670.053,3537.91,5315.51,7112.26,9075.92,6505.37
5.85,3355.52,1547.59,9379.49,5007.85,6217,7019.59,1467.53,8295.5,2478.26,671.47,3539.3,5316.91,7113.65,9077.33,6506.76
5.9,3356.9,1548.99,9380.88,5009.23,6218.39,7020.98,1468.92,8296.89,2479.65,672.886,3540.69,5318.31,7115.04,9078.74,6508.15
5.95,3358.27,1550.38,9382.27,5010.61,6219.78,7022.37,1470.31,8298.28,2481.04,674.303,3542.07,5319.71,7116.43,9080.14,6509.54
6,3359.65,1551.78,9383.66,5011.99,6221.18,7023.76,1471.71,8299.67,2482.43,675.719,3543.46,5321.11,7117.82,9081.55,6510.93
6.05,3361.03,1553.17,9385.05,5013.37,6222.57,7025.16,1473.1,8301.06,2483.82,677.136,3544.85,5322.51,7119.21,9082.95,6512.33
6.1,3362.41,1554.57,9386.44,5014.75,6223.96,7026.55,1474.49,8302.46,2485.21,678.552,3546.24,5323.91,7120.59,9084.36,6513.72
6.15,3363.79,1555.97,9387.82,5016.13,6225.35,7027.94,1475.88,8303.85,2486.6,679.969,3547.63,5325.32,7121.98,9085.77,6515.11
6.2,3365.16,1557.36,9389.21,5017.51,6226.75,7029.33,1477.28,8305.24,2487.98,681.385,3549.02,5326.72,7123.37,9087.17,6516.5
6.25,3366.54,1558.76,9390.6,5018.89,6228.14,7030.72,1478.67,8306.63,2489.37,682.801,3550.4,5328.12,7124.76,9088.58,6517.9
6.3,3367.92,1560.15,9391.99,5020.27,6229.53,7032.12,1480.06,8308.02,2490.76,684.218,3551.79,5329.52,7126.15,9089.99,6519.29
6.35,3369.3,1561.55,9393.38,5021.65,6230.92,7033.51,1481.46,8309.41,2492.15,685.634,3553.18,5330.92,7127.54,9091.39,6520.68
6.4,3370.68,1562.94,9394.77,5023.03,6232.32,7034.9,1482.85,8310.8,2493.54,687.051,3554.57,5332.32,7128.93,9092.8,6522.07
6.45,3372.06,1564.34,9396.16,5024.42,6233.71,7036.29,1484.24,8312.19,2494.93,688.467,3555.96,5333.72,7130.32,9094.21,6523.46
6.5,3373.43,1565.73,9397.55,5025.8,6235.1,7037.68,1485.64,8313.58,2496.32,689.884,3557.35,5335.12,7131.71,9095.61,6524.86
6.55,3374.81,1567.13,9398.94,5027.18,6236.49,7039.08,1487.03,8314.97,2497.7,691.3,3558.74,5336.52,7133.09,9097.02,6526.25
6.6,3376.19,1568.52,9400.32,5028.56,6237.89,7040.47,1488.42,8316.36,2499.09,692.717,3560.12,5337.92,7134.48,9098.43,6527.64
6.65,3377.57,1569.92,9401.71,5029.94,6239.28,7041.86,1489.82,8317.76,2500.48,694.133,3561.51,5339.32,7135.87,9099.83,6529.03
6.7,3378.95,1571.31,9403.1,5031.32,6240.67,7043.25,1491.21,8319.15,2501.87,695.55,3562.9,5340.72,7137.26,9101.24,6530.43
6.75,3380.32,1572.71,9404.49,5032.7,6242.06,7044.65,1492.6,8320.54,2503.26,696.966,3564.29,5342.13,7138.65,9102.65,6531.82
6.8,3381.7,1574.1,9405.88,5034.08,6243.46,7046.04,1494,8321.93,2504.65,698.383,3565.68,5343.53,7140.04,9104.05,6533.21
6.85,3383.08,1575.5,9407.27,5035.46,6244.85,7047.43,1495.39,8323.32,2506.04,699.799,3567.07,5344.93,7141.43,9105.46,6534.6
6.9,3384.46,1576.89,9408.66,5036.84,6246.24,7048.82,1496.78,8324.71,2507.43,701.216,3568.46,5346.33,7142.82,9106.87,6535.99
6.95,3385.84,1578.29,9410.05,5038.22,6247.63,7050.21,1498.18,8326.1,2508.81,702.632,3569.84,5347.73,7144.21,9108.27,6537.39
7,3387.22,1579.68,9411.44,5039.6,6249.03,7051.61,1499.57,8327.49,2510.2,704.049,3571.23,5349.13,7145.59,9109.68,6538.78
7.05,3388.59,1581.08,9412.82,5040.99,6250.42,7053,1500.96,8328.88,2511.59,705.465,3572.62,5350.53,7146.98,9111.09,6540.17
7.1,3389.97,1582.47,9414.21,5042.37,6251.81,7054.39,1502.36,8330.27,2512.98,706.882,3574.01,5351.93,7148.37,9112.49,6541.56
7.15,3391.35,1583.87,9415.6,5043.75,6253.2,7055.78,1503.75,8331.67,2514.37,708.298,3575.4,5353.33,7149.76,9113.9,6542.96
7.2,3392.73,1585.26,9416.99,5045.13,6254.6,7057.17,1505.14,8333.06,2515.76,709.715,3576.79,5354.73,7151.15,9115.31,6544.35
7.25,3394.11,1586.66,9418.38,5046.51,6255.99,7058.57,1506.54,8334.45,2517.15,711.131,3578.18,5356.13,7152.54,9116.71,6545.74
7.3,3395.48,1588.05,9419.77,5047.89,6257.38,7059.96,1507.93,8335.84,2518.53,712.548,3579.56,5357.54,7153.93,9118.12,6547.13
7.35,3396.86,1589.45,9421.16,5049.27,6258.77,7061.35,1509.32,8337.23,2519.92,713.964,3580.95,5358.94,7155.32,9119.53,6548.53
7.4,3398.24,1590.84,9422.55,5050.65,6260.17,7062.74,1510.71,8338.62,2521.31,715.381,3582.34,5360.34,7156.71,9120.93,6549.92
7.45,3399.62,1592.24,9423.94,5052.03,6261.56,7064.14,1512.11,8340.01,2522.7,716.797,3583.73,5361.74,7158.09,9122.34,6551.31
7.5,3401,1593.63,9425.32,5053.41,6262.95,7065.53,1513.5,8341.4,2524.09,718.214,3585.12,5363.14,7159.48,9123.75,6552.7
7.55,3402.37,1595.03,9426.71,5054.79,6264.34,7066.92,1514.89,8342.79,2525.48,719.63,3586.51,5364.54,7160.87,9125.15,6554.09
7.6,3403.75,1596.42,9428.1,5056.17,6265.73,7068.31,1516.29,8344.18,2526.87,721.047,3587.9,5365.94,7162.26,9126.56,6555.49
7.65,3405.13,1597.82,9429.49,5057.55,6267.13,7069.7,1517.68,8345.58,2528.25,722.463,3589.28,5367.34,7163.65,9127.97,6556.88
7.7,3406.51,1599.21,9430.88,5058.94,6268.52,7071.1,1519.07,8346.97,2529.64,723.88,3590.67,5368.74,7165.04,9129.37,6558.27
7.75,3407.89,1600.61,9432.27,5060.32,6269.91,7072.49,1520.47,8348.36,2531.03,725.296,3592.06,5370.14,7166.43,9130.78,6559.66
7.8,3409.27,1602,9433.66,5061.7,6271.3,7073.88,1521.86,8349.75,2532.42,726.713,3593.45,5371.54,7167.82,9132.19,6561.06
7.85,3410.64,1603.4,9435.05,5063.08,6272.7,7075.27,1523.25,8351.14,2533.81,728.129,3594.84,5372.94,7169.21,9133.59,6562.45
7.9,3412.02,1604.79,9436.44,5064.46,6274.09,7076.66,1524.65,8352.53,2535.2,729.545,3596.23,5374.35,7170.59,9135,6563.84
7.95,3413.4,1606.19,9437.82,5065.84,6275.48,7078.06,1526.04,8353.92,2536.59,730.962,3597.61,5375.75,7171.98,9136.41,6565.23
8,3414.78,1607.58,9439.21,5067.22,6276.87,7079.45,1527.43,8355.31,2537.98,732.378,3599,5377.15,7173.37,9137.81,6566.62
8.05,3416.16,1608.98,9440.6,5068.6,6278.27,7080.84,1528.83,8356.7,2539.36,733.795,3600.39,5378.55,7174.76,9139.22,6568.02
8.1,3417.53,1610.37,9441.99,5069.98,6279.66,7082.23,1530.22,8358.09,2540.75,735.211,3601.78,5379.95,7176.15,9140.62,6569.41
8.15,3418.91,1611.77,9443.38,5071.36,6281.05,7083.63,1531.61,8359.48,2542.14,736.628,3603.17,5381.35,7177.54,9142.03,6570.8
8.2,3420.29,1613.16,9444.77,5072.74,6282.44,7085.02,1533.01,8360.88,2543.53,738.044,3604.56,5382.75,7178.93,9143.44,6572.19
8.25,3421.67,1614.56,9446.16,5074.12,6283.84,7086.41,1534.4,8362.27,2544.92,739.461,3605.95,5384.15,7180.32,9144.84,6573.59
8.3,3423.05,1615.95,9447.55,5075.51,6285.23,7087.8,1535.79,8363.66,2546.31,740.877,3607.33,5385.55,7181.71,9146.25,6574.98
8.35,3424.43,1617.35,9448.94,5076.89,6286.62,7089.19,1537.19,8365.05,2547.7,742.294,3608.72,5386.95,7183.09,9147.66,6576.37
8.4,3425.8,1618.74,9450.32,5078.27,6288.01,7090.59,1538.58,8366.44,2549.08,743.71,3610.11,5388.35,7184.48,9149.06,6577.76
8.45,3427.18,1620.14,9451.71,5079.65,6289.41,7091.98,1539.97,8367.83,2550.47,745.127,3611.5,5389.75,7185.87,9150.47,6579.16
8.5,3428.56,1621.53,9453.1,5081.03,6290.8,7093.37,1541.36,8369.22,2551.86,746.543,3612.89,5391.16,7187.26,9151.88,6580.55
8.55,3429.94,1622.93,9454.49,5082.41,6292.19,7094.76,1542.76,8370.61,2553.25,747.96,3614.28,5392.56,7188.65,9153.28,6581.94
8.6,3431.32,1624.32,9455.88,5083.79,6293.58,7096.15,1544.15,8372,2554.64,749.376,3615.67,5393.96,7190.04,9154.69,6583.33
8.65,3432.69,1625.72,9457.27,5085.17,6294.98,7097.55,1545.54,8373.39,2556.03,750.793,3617.05,5395.36,7191.43,9156.1,6584.72
8.7,3434.07,1627.11,9458.66,5086.55,6296.37,7098.94,1546.94,8374.79,2557.42,752.209,3618.44,5396.76,7192.82,9157.5,6586.12
8.75,3435.45,1628.51,9460.05,5087.93,6297.76,7100.33,1548.33,8376.18,2558.8,753.626,3619.83,5398.16,7194.21,9158.91,6587.51
8.8,3436.83,1629.9,9461.44,5089.31,6299.15,7101.72,1549.72,8377.57,2560.19,755.042,3621.22,5399.56,7195.59,9160.32,6588.9
8.85,3438.21,1631.3,9462.82,5090.69,6300.55,7103.12,1551.12,8378.96,2561.58,756.459,3622.61,5400.96,7196.98,9161.72,6590.29
8.9,3439.58,1632.69,9464.21,5092.07,6301.94,7104.51,1552.51,8380.35,2562.97,757.875,3624,5402.36,7198.37,9163.13,6591.69
