time,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,N11,N12,N13,N14,N15,N16,N17,N18,N19
0.55,9302.84,9057.38,5486.18,6972.55,3804.54,174.611,365.576,2720.34,7048.03,8836.76,990.043,4453.14,8483.32,722.322,5247.65,3301.21,1208.67,2833.83,6856.45
0.6,9304.23,9058.77,5487.56,6973.94,3805.93,176.001,366.966,2721.73,7049.42,8838.15,991.437,4454.53,8484.71,723.711,5249.03,3302.61,1210.06,2835.22,6857.82
0.65,9305.62,9060.15,5488.95,6975.32,3807.32,177.392,368.355,2723.13,7050.82,8839.54,992.831,4455.92,8486.1,725.1,5250.41,3304.01,1211.45,2836.6,6859.2
0.7,9307.01,9061.53,5490.34,6976.71,3808.71,178.782,369.745,2724.52,7052.21,8840.93,994.225,4457.31,8487.48,726.489,5251.8,3305.41,1212.84,2837.99,6860.57
0.75,9308.4,9062.92,5491.73,6978.1,3810.09,180.173,371.135,2725.91,7053.6,8842.33,995.619,4458.7,8488.87,727.877,5253.18,3306.81,1214.23,2839.38,6861.94
0.8,9309.79,9064.3,5493.12,6979.49,3811.48,181.563,372.525,2727.3,7055,8843.72,997.013,4460.09,8490.26,729.266,5254.56,3308.21,1215.62,2840.77,6863.31
0.85,9311.18,9065.68,5494.51,6980.88,3812.87,182.954,373.915,2728.69,7056.39,8845.11,998.407,4461.48,8491.65,730.655,5255.94,3309.6,1217.01,2842.16,6864.69
0.9,9312.57,9067.07,5495.9,6982.27,3814.26,184.344,375.305,2730.08,7057.78,8846.5,999.802,4462.87,8493.04,732.044,5257.33,3311,1218.4,2843.55,6866.06
0.95,9313.96,9068.45,5497.29,6983.65,3815.65,185.734,376.695,2731.47,7059.18,8847.89,1001.2,4464.26,8494.43,733.433,5258.71,3312.4,1219.78,2844.94,6867.43
1,9315.35,9069.83,5498.67,6985.04,3817.04,187.125,378.085,2732.86,7060.57,8849.29,1002.59,4465.66,8495.82,734.822,5260.09,3313.8,1221.17,2846.33,6868.8
1.05,9316.74,9071.21,5500.06,6986.43,3818.43,188.515,379.475,2734.25,7061.96,8850.68,1003.98,4467.05,8497.21,736.211,5261.47,3315.2,1222.56,2847.72,6870.18
1.1,9318.13,9072.6,5501.45,6987.82,3819.82,189.906,380.865,2735.64,7063.36,8852.07,1005.38,4468.44,8498.6,737.6,5262.85,3316.6,1223.95,2849.1,6871.55
1.15,9319.52,9073.98,5502.84,6989.21,3821.21,191.296,382.255,2737.03,7064.75,8853.46,1006.77,4469.83,8499.99,738.989,5264.24,3318,1225.34,2850.49,6872.92
1.2,9320.91,9075.36,5504.23,6990.6,3822.59,192.687,383.644,2738.42,7066.15,8854.85,1008.17,4471.22,8501.38,740.377,5265.62,3319.4,1226.73,2851.88,6874.29
1.25,9322.3,9076.75,5505.62,6991.98,3823.98,194.077,385.034,2739.81,7067.54,8856.25,1009.56,4472.61,8502.77,741.766,5267,3320.8,1228.12,2853.27,6875.67
1.3,9323.69,9078.13,5507.01,6993.37,3825.37,195.467,386.424,2741.2,7068.93,8857.64,1010.95,4474,8504.16,743.155,5268.38,3322.2,1229.51,2854.66,6877.04
1.35,9325.08,9079.51,5508.4,6994.76,3826.76,196.858,387.814,2742.59,7070.33,8859.03,1012.35,4475.39,8505.55,744.544,5269.77,3323.6,1230.9,2856.05,6878.41
1.4,9326.47,9080.9,5509.78,6996.15,3828.15,198.248,389.204,2743.98,7071.72,8860.42,1013.74,4476.78,8506.94,745.933,5271.15,3325,1232.28,2857.44,6879.78
1.45,9327.86,9082.28,5511.17,6997.54,3829.54,199.639,390.594,2745.37,7073.11,8861.81,1015.14,4478.17,8508.33,747.322,5272.53,3326.4,1233.67,2858.83,6881.16
1.5,9329.26,9083.66,5512.56,6998.93,3830.93,201.029,391.984,2746.76,7074.51,8863.21,1016.53,4479.56,8509.72,748.711,5273.91,3327.8,1235.06,2860.22,6882.53
1.55,9330.65,9085.05,5513.95,7000.31,3832.32,202.42,393.374,2748.15,7075.9,8864.6,1017.93,4480.95,8511.1,750.1,5275.29,3329.2,1236.45,2861.6,6883.9
1.6,9332.04,9086.43,5515.34,7001.7,3833.71,203.81,394.764,2749.54,7077.29,8865.99,1019.32,4482.34,8512.49,751.489,5276.68,3330.6,1237.84,2862.99,6885.27
1.65,9333.43,9087.81,5516.73,7003.09,3835.09,205.2,396.154,2750.93,7078.69,8867.38,1020.71,4483.73,8513.88,752.877,5278.06,3332,1239.23,2864.38,6886.65
1.7,9334.82,9089.2,5518.12,7004.48,3836.48,206.591,397.544,2752.33,7080.08,8868.77,1022.11,4485.12,8515.27,754.266,5279.44,3333.39,1240.62,2865.77,6888.02
1.75,9336.21,9090.58,5519.51,7005.87,3837.87,207.981,398.934,2753.72,7081.47,8870.17,1023.5,4486.52,8516.66,755.655,5280.82,3334.79,1242.01,2867.16,6889.39
1.8,9337.6,9091.96,5520.89,7007.26,3839.26,209.372,400.323,2755.11,7082.87,8871.56,1024.9,4487.91,8518.05,757.044,5282.21,3336.19,1243.4,2868.55,6890.76
1.85,9338.99,9093.34,5522.28,7008.64,3840.65,210.762,401.713,2756.5,7084.26,8872.95,1026.29,4489.3,8519.44,758.433,5283.59,3337.59,1244.78,2869.94,6892.14
1.9,9340.38,9094.73,5523.67,7010.03,3842.04,212.153,403.103,2757.89,7085.65,8874.34,1027.68,4490.69,8520.83,759.822,5284.97,3338.99,1246.17,2871.33,6893.51
1.95,9341.77,9096.11,5525.06,7011.42,3843.43,213.543,404.493,2759.28,7087.05,8875.73,1029.08,4492.08,8522.22,761.211,5286.35,3340.39,1247.56,2872.72,6894.88
2,9343.16,9097.49,5526.45,7012.81,3844.82,214.934,405.883,2760.67,7088.44,8877.13,1030.47,4493.47,8523.61,762.6,5287.74,3341.79,1248.95,2874.1,6896.26
2.05,9344.55,9098.88,5527.84,7014.2,3846.21,216.324,407.273,2762.06,7089.83,8878.52,1031.87,4494.86,8525,763.989,5289.12,3343.19,1250.34,2875.49,6897.63
2.1,9345.94,9100.26,5529.23,7015.58,3847.59,217.714,408.663,2763.45,7091.23,8879.91,1033.26,4496.25,8526.39,765.377,5290.5,3344.59,1251.73,2876.88,6899
2.15,9347.33,9101.64,5530.62,7016.97,3848.98,219.105,410.053,2764.84,7092.62,8881.3,1034.66,4497.64,8527.78,766.766,5291.88,3345.99,1253.12,2878.27,6900.37
2.2,9348.72,9103.03,5532,7018.36,3850.37,220.495,411.443,2766.23,7094.02,8882.69,1036.05,4499.03,8529.17,768.155,5293.26,3347.39,1254.51,2879.66,6901.75
2.25,9350.11,9104.41,5533.39,7019.75,3851.76,221.886,412.833,2767.62,7095.41,8884.09,1037.44,4500.42,8530.56,769.544,5294.65,3348.79,1255.9,2881.05,6903.12
2.3,9351.5,9105.79,5534.78,7021.14,3853.15,223.276,414.223,2769.01,7096.8,8885.48,1038.84,4501.81,8531.95,770.933,5296.03,3350.19,1257.28,2882.44,6904.49
2.35,9352.89,9107.18,5536.17,7022.53,3854.54,224.667,415.613,2770.4,7098.2,8886.87,1040.23,4503.2,8533.33,772.322,5297.41,3351.59,1258.67,2883.83,6905.86
2.4,9354.28,9108.56,5537.56,7023.91,3855.93,226.057,417.002,2771.79,7099.59,8888.26,1041.63,4504.59,8534.72,773.711,5298.79,3352.99,1260.06,2885.22,6907.24
2.45,9355.67,9109.94,5538.95,7025.3,3857.32,227.447,418.392,2773.18,7100.98,8889.65,1043.02,4505.98,8536.11,775.1,5300.18,3354.39,1261.45,2886.6,6908.61
2.5,9357.06,9111.33,5540.34,7026.69,3858.71,228.838,419.782,2774.57,7102.38,8891.05,1044.41,4507.37,8537.5,776.489,5301.56,3355.79,1262.84,2887.99,6909.98
2.55,9358.46,9112.71,5541.73,7028.08,3860.09,230.228,421.172,2775.96,7103.77,8892.44,1045.81,4508.77,8538.89,777.877,5302.94,3357.19,1264.23,2889.38,6911.35
2.6,9359.85,9114.09,5543.11,7029.47,3861.48,231.619,422.562,2777.35,7105.16,8893.83,1047.2,4510.16,8540.28,779.266,5304.32,3358.58,1265.62,2890.77,6912.73
2.65,9361.24,9115.47,5544.5,7030.86,3862.87,233.009,423.952,2778.74,7106.56,8895.22,1048.6,4511.55,8541.67,780.655,5305.71,3359.98,1267.01,2892.16,6914.1
2.7,9362.63,9116.86,5545.89,7032.24,3864.26,234.4,425.342,2780.14,7107.95,8896.61,1049.99,4512.94,8543.06,782.044,5307.09,3361.38,1268.4,2893.55,6915.47
2.75,9364.02,9118.24,5547.28,7033.63,3865.65,235.79,426.732,2781.53,7109.34,8898.01,1051.39,4514.33,8544.45,783.433,5308.47,3362.78,1269.78,2894.94,6916.84
2.8,9365.41,9119.62,5548.67,7035.02,3867.04,237.18,428.122,2782.92,7110.74,8899.4,1052.78,4515.72,8545.84,784.822,5309.85,3364.18,1271.17,2896.33,6918.22
2.85,9366.8,9121.01,5550.06,7036.41,3868.43,238.571,429.512,2784.31,7112.13,8900.79,1054.17,4517.11,8547.23,786.211,5311.23,3365.58,1272.56,2897.72,6919.59
2.9,9368.19,9122.39,5551.45,7037.8,3869.82,239.961,430.902,2785.7,7113.52,8902.18,1055.57,4518.5,8548.62,787.6,5312.62,3366.98,1273.95,2899.1,6920.96
2.95,9369.58,9123.77,5552.84,7039.19,3871.21,241.352,432.292,2787.09,7114.92,8903.57,1056.96,4519.89,8550.01,788.989,5314,3368.38,1275.34,2900.49,6922.33
3,9370.97,9125.16,5554.22,7040.57,3872.59,242.742,433.681,2788.48,7116.31,8904.97,1058.36,4521.28,8551.4,790.377,5315.38,3369.78,1276.73,2901.88,6923.71
3.05,9372.36,9126.54,5555.61,7041.96,3873.98,244.133,435.071,2789.87,7117.71,8906.36,1059.75,4522.67,8552.79,791.766,5316.76,3371.18,1278.12,2903.27,6925.08
3.1,9373.75,9127.92,5557,7043.35,3875.37,245.523,436.461,2791.26,7119.1,8907.75,1061.14,4524.06,8554.18,793.155,5318.15,3372.58,1279.51,2904.66,6926.45
3.15,9375.14,9129.31,5558.39,7044.74,3876.76,246.914,437.851,2792.65,7120.49,8909.14,1062.54,4525.45,8555.56,794.544,5319.53,3373.98,1280.9,2906.05,6927.83
3.2,9376.53,9130.69,5559.78,7046.13,3878.15,248.304,439.241,2794.04,7121.89,8910.53,1063.93,4526.84,8556.95,795.933,5320.91,3375.38,1282.28,2907.44,6929.2
3.25,9377.92,9132.07,5561.17,7047.52,3879.54,249.694,440.631,2795.43,7123.28,8911.93,1065.33,4528.23,8558.34,797.322,5322.29,3376.78,1283.67,2908.83,6930.57
3.3,9379.31,9133.46,5562.56,7048.9,3880.93,251.085,442.021,2796.82,7124.67,8913.32,1066.72,4529.63,8559.73,798.711,5323.68,3378.18,1285.06,2910.22,6931.94
3.35,9380.7,9134.84,5563.95,7050.29,3882.32,252.475,443.411,2798.21,7126.07,8914.71,1068.12,4531.02,8561.12,800.1,5325.06,3379.58,1286.45,2911.6,6933.32
3.4,9382.09,9136.22,5565.33,7051.68,3883.71,253.866,444.801,2799.6,7127.46,8916.1,1069.51,4532.41,8562.51,801.489,5326.44,3380.98,1287.84,2912.99,6934.69
3.45,9383.48,9137.6,5566.72,7053.07,3885.09,255.256,446.191,2800.99,7128.85,8917.49,1070.9,4533.8,8563.9,802.877,5327.82,3382.38,1289.23,2914.38,6936.06
3.5,9384.87,9138.99,5568.11,7054.46,3886.48,256.647,447.581,2802.38,7130.25,8918.89,1072.3,4535.19,8565.29,804.266,5329.2,3383.77,1290.62,2915.77,6937.43
3.55,9386.27,9140.37,5569.5,7055.85,3887.87,258.037,448.971,2803.77,7131.64,8920.28,1073.69,4536.58,8566.68,805.655,5330.59,3385.17,1292.01,2917.16,6938.81
3.6,9387.66,9141.75,5570.89,7057.23,3889.26,259.428,450.361,2805.16,7133.03,8921.67,1075.09,4537.97,8568.07,807.044,5331.97,3386.57,1293.4,2918.55,6940.18
3.65,9389.05,9143.14,5572.28,7058.62,3890.65,260.818,451.75,2806.55,7134.43,8923.06,1076.48,4539.36,8569.46,808.433,5333.35,3387.97,1294.78,2919.94,6941.55
3.7,9390.44,9144.52,5573.67,7060.01,3892.04,262.208,453.14,2807.95,7135.82,8924.45,1077.87,4540.75,8570.85,809.822,5334.73,3389.37,1296.17,2921.33,6942.92
3.75,9391.83,9145.9,5575.06,7061.4,3893.43,263.599,454.53,2809.34,7137.21,8925.85,1079.27,4542.14,8572.24,811.211,5336.12,3390.77,1297.56,2922.72,6944.3
3.8,9393.22,9147.29,5576.45,7062.79,3894.82,264.989,455.92,2810.73,7138.61,8927.24,1080.66,4543.53,8573.63,812.6,5337.5,3392.17,1298.95,2924.1,6945.67
3.85,9394.61,9148.67,5577.83,7064.18,3896.21,266.38,457.31,2812.12,7140,8928.63,1082.06,4544.92,8575.02,813.989,5338.88,3393.57,1300.34,2925.49,6947.04
3.9,9396,9150.05,5579.22,7065.56,3897.59,267.77,458.7,2813.51,7141.39,8930.02,1083.45,4546.31,8576.41,815.377,5340.26,3394.97,1301.73,2926.88,6948.42
3.95,9397.39,9151.44,5580.61,7066.95,3898.98,269.161,460.09,2814.9,7142.79,8931.41,1084.85,4547.7,8577.79,816.766,5341.64,3396.37,1303.12,2928.27,6949.79
4,9398.78,9152.82,5582,7068.34,3900.37,270.551,461.48,2816.29,7144.18,8932.81,1086.24,4549.09,8579.18,818.155,5343.03,3397.77,1304.51,2929.66,6951.16
4.05,9400.17,9154.2,5583.39,7069.73,3901.76,271.941,462.87,2817.68,7145.58,8934.2,1087.63,4550.49,8580.57,819.544,5344.41,3399.17,1305.9,2931.05,6952.53
4.1,9401.56,9155.59,5584.78,7071.12,3903.15,273.332,464.26,2819.07,7146.97,8935.59,1089.03,4551.88,8581.96,820.933,5345.79,3400.57,1307.28,2932.44,6953.91
4.15,9402.95,9156.97,5586.17,7072.51,3904.54,274.722,465.65,2820.46,7148.36,8936.98,1090.42,4553.27,8583.35,822.322,5347.17,3401.97,1308.67,2933.83,6955.28
4.2,9404.34,9158.35,5587.56,7073.89,3905.93,276.113,467.04,2821.85,7149.76,8938.37,1091.82,4554.66,8584.74,823.711,5348.56,3403.37,1310.06,2935.22,6956.65
4.25,9405.73,9159.74,5588.94,7075.28,3907.32,277.503,468.43,2823.24,7151.15,8939.77,1093.21,4556.05,8586.13,825.1,5349.94,3404.77,1311.45,2936.6,6958.02
4.3,9407.12,9161.12,5590.33,7076.67,3908.71,278.894,469.819,2824.63,7152.54,8941.16,1094.6,4557.44,8587.52,826.489,5351.32,3406.17,1312.84,2937.99,6959.4
4.35,9408.51,9162.5,5591.72,7078.06,3910.09,280.284,471.209,2826.02,7153.94,8942.55,1096,4558.83,8588.91,827.877,5352.7,3407.57,1314.23,2939.38,6960.77
4.4,9409.9,9163.88,5593.11,7079.45,3911.48,281.675,472.599,2827.41,7155.33,8943.94,1097.39,4560.22,8590.3,829.266,5354.09,3408.96,1315.62,2940.77,6962.14
4.45,9411.29,9165.27,5594.5,7080.84,3912.87,283.065,473.989,2828.8,7156.72,8945.33,1098.79,4561.61,8591.69,830.655,5355.47,3410.36,1317.01,2942.16,6963.52
4.5,9412.68,9166.65,5595.89,7082.22,3914.26,284.455,475.379,2830.19,7158.12,8946.73,1100.18,4563,8593.08,832.044,5356.85,3411.76,1318.4,2943.55,6964.89
4.55,9414.07,9168.03,5597.28,7083.61,3915.65,285.846,476.769,2831.58,7159.51,8948.12,1101.58,4564.39,8594.47,833.433,5358.23,3413.16,1319.78,2944.94,6966.26
4.6,9415.47,9169.42,5598.67,7085,3917.04,287.236,478.159,2832.97,7160.9,8949.51,1102.97,4565.78,8595.86,834.822,5359.61,3414.56,1321.17,2946.33,6967.63
4.65,9416.86,9170.8,5600.05,7086.39,3918.43,288.627,479.549,2834.36,7162.3,8950.9,1104.36,4567.17,8597.25,836.211,5361,3415.96,1322.56,2947.72,6969.01
4.7,9418.25,9172.18,5601.44,7087.78,3919.82,290.017,480.939,2835.75,7163.69,8952.29,1105.76,4568.56,8598.64,837.6,5362.38,3417.36,1323.95,2949.1,6970.38
4.75,9419.64,9173.57,5602.83,7089.17,3921.21,291.408,482.329,2837.15,7165.08,8953.69,1107.15,4569.95,8600.02,838.989,5363.76,3418.76,1325.34,2950.49,6971.75
4.8,9421.03,9174.95,5604.22,7090.55,3922.59,292.798,483.719,2838.54,7166.48,8955.08,1108.55,4571.34,8601.41,840.377,5365.14,3420.16,1326.73,2951.88,6973.12
4.85,9422.42,9176.33,5605.61,7091.94,3923.98,294.189,485.109,2839.93,7167.87,8956.47,1109.94,4572.74,8602.8,841.766,5366.53,3421.56,1328.12,2953.27,6974.5
4.9,9423.81,9177.72,5607,7093.33,3925.37,295.579,486.499,2841.32,7169.26,8957.86,1111.33,4574.13,8604.19,843.155,5367.91,3422.96,1329.51,2954.66,6975.87
4.95,9425.2,9179.1,5608.39,7094.72,3926.76,296.969,487.889,2842.71,7170.66,8959.25,1112.73,4575.52,8605.58,844.544,5369.29,3424.36,1330.9,2956.05,6977.24
5,9426.59,9180.48,5609.78,7096.11,3928.15,298.36,489.278,2844.1,7172.05,8960.65,1114.12,4576.91,8606.97,845.933,5370.67,3425.76,1332.28,2957.44,6978.61
5.05,9427.98,9181.87,5611.16,7097.5,3929.54,299.75,490.668,2845.49,7173.45,8962.04,1115.52,4578.3,8608.36,847.322,5372.06,3427.16,1333.67,2958.83,6979.99
5.1,9429.37,9183.25,5612.55,7098.88,3930.93,301.141,492.058,2846.88,7174.84,8963.43,1116.91,4579.69,8609.75,848.711,5373.44,3428.56,1335.06,2960.22,6981.36
5.15,9430.76,9184.63,5613.94,7100.27,3932.32,302.531,493.448,2848.27,7176.23,8964.82,1118.31,4581.08,8611.14,850.1,5374.82,3429.96,1336.45,2961.6,6982.73
5.2,9432.15,9186.02,5615.33,7101.66,3933.71,303.922,494.838,2849.66,7177.63,8966.21,1119.7,4582.47,8612.53,851.489,5376.2,3431.36,1337.84,2962.99,6984.11
5.25,9433.54,9187.4,5616.72,7103.05,3935.09,305.312,496.228,2851.05,7179.02,8967.61,1121.09,4583.86,8613.92,852.877,5377.59,3432.76,1339.23,2964.38,6985.48
5.3,9434.93,9188.78,5618.11,7104.44,3936.48,306.703,497.618,2852.44,7180.41,8969,1122.49,4585.25,8615.31,854.266,5378.97,3434.15,1340.62,2965.77,6986.85
5.35,9436.32,9190.16,5619.5,7105.83,3937.87,308.093,499.008,2853.83,7181.81,8970.39,1123.88,4586.64,8616.7,855.655,5380.35,3435.55,1342.01,2967.16,6988.22
5.4,9437.71,9191.55,5620.89,7107.21,3939.26,309.484,500.398,2855.22,7183.2,8971.78,1125.28,4588.03,8618.09,857.044,5381.73,3436.95,1343.4,2968.55,6989.6
5.45,9439.1,9192.93,5622.27,7108.6,3940.65,310.874,501.788,2856.61,7184.59,8973.17,1126.67,4589.42,8619.48,858.433,5383.11,3438.35,1344.78,2969.94,6990.97
5.5,9440.49,9194.31,5623.66,7109.99,3942.04,312.264,503.178,2858,7185.99,8974.57,1128.06,4590.81,8620.87,859.822,5384.5,3439.75,1346.17,2971.33,6992.34
5.55,9441.88,9195.7,5625.05,7111.38,3943.43,313.655,504.568,2859.39,7187.38,8975.96,1129.46,4592.2,8622.25,861.211,5385.88,3441.15,1347.56,2972.72,6993.72
5.6,9443.27,9197.08,5626.44,7112.77,3944.82,315.045,505.958,2860.78,7188.77,8977.35,1130.85,4593.6,8623.64,862.6,5387.26,3442.55,1348.95,2974.1,6995.09
5.65,9444.67,9198.46,5627.83,7114.16,3946.21,316.436,507.348,2862.17,7190.17,8978.74,1132.25,4594.99,8625.03,863.989,5388.64,3443.95,1350.34,2975.49,6996.46
5.7,9446.06,9199.85,5629.22,7115.54,3947.59,317.826,508.737,2863.56,7191.56,8980.13,1133.64,4596.38,8626.42,865.377,5390.03,3445.35,1351.73,2976.88,6997.83
5.75,9447.45,9201.23,5630.61,7116.93,3948.98,319.217,510.127,2864.96,7192.95,8981.53,1135.04,4597.77,8627.81,866.766,5391.41,3446.75,1353.12,2978.27,6999.21
5.8,9448.84,9202.61,5632,7118.32,3950.37,320.607,511.517,2866.35,7194.35,8982.92,1136.43,4599.16,8629.2,868.155,5392.79,3448.15,1354.51,2979.66,7000.58
5.85,9450.23,9204,5633.38,7119.71,3951.76,321.998,512.907,2867.74,7195.74,8984.31,1137.82,4600.55,8630.59,869.544,5394.17,3449.55,1355.9,2981.05,7001.95
5.9,9451.62,9205.38,5634.77,7121.1,3953.15,323.388,514.297,2869.13,7197.14,8985.7,1139.22,4601.94,8631.98,870.933,5395.56,3450.95,1357.28,2982.44,7003.32
5.95,9453.01,9206.76,5636.16,7122.49,3954.54,324.778,515.687,2870.52,7198.53,8987.09,1140.61,4603.33,8633.37,872.322,5396.94,3452.35,1358.67,2983.83,7004.7
6,9454.4,9208.15,5637.55,7123.87,3955.93,326.169,517.077,2871.91,7199.92,8988.49,1142.01,4604.72,8634.76,873.711,5398.32,3453.75,1360.06,2985.22,7006.07
6.05,9455.79,9209.53,5638.94,7125.26,3957.32,327.559,518.467,2873.3,7201.32,8989.88,1143.4,4606.11,8636.15,875.1,5399.7,3455.15,1361.45,2986.6,7007.44
6.1,9457.18,9210.91,5640.33,7126.65,3958.71,328.95,519.857,2874.69,7202.71,8991.27,1144.79,4607.5,8637.54,876.489,5401.08,3456.55,1362.84,2987.99,7008.82
6.15,9458.57,9212.3,5641.72,7128.04,3960.09,330.34,521.247,2876.08,7204.1,8992.66,1146.19,4608.89,8638.93,877.877,5402.47,3457.95,1364.23,2989.38,7010.19
6.2,9459.96,9213.68,5643.11,7129.43,3961.48,331.731,522.637,2877.47,7205.5,8994.05,1147.58,4610.28,8640.32,879.266,5403.85,3459.34,1365.62,2990.77,7011.56
6.25,9461.35,9215.06,5644.49,7130.82,3962.87,333.121,524.027,2878.86,7206.89,8995.45,1148.98,4611.67,8641.71,880.655,5405.23,3460.74,1367.01,2992.16,7012.93
6.3,9462.74,9216.44,5645.88,7132.2,3964.26,334.512,525.417,2880.25,7208.28,8996.84,1150.37,4613.06,8643.1,882.044,5406.61,3462.14,1368.4,2993.55,7014.31
6.35,9464.13,9217.83,5647.27,7133.59,3965.65,335.902,526.807,2881.64,7209.68,8998.23,1151.77,4614.45,8644.49,883.433,5408,3463.54,1369.78,2994.94,7015.68
6.4,9465.52,9219.21,5648.66,7134.98,3967.04,337.293,528.197,2883.03,7211.07,8999.62,1153.16,4615.85,8645.87,884.822,5409.38,3464.94,1371.17,2996.33,7017.05
6.45,9466.91,9220.59,5650.05,7136.37,3968.43,338.683,529.586,2884.42,7212.46,9001.01,1154.55,4617.24,8647.26,886.211,5410.76,3466.34,1372.56,2997.72,7018.42
6.5,9468.3,9221.98,5651.44,7137.76,3969.82,340.073,530.976,2885.81,7213.86,9002.41,1155.95,4618.63,8648.65,887.6,5412.14,3467.74,1373.95,2999.1,7019.8
6.55,9469.69,9223.36,5652.83,7139.15,3971.21,341.464,532.366,2887.2,7215.25,9003.8,1157.34,4620.02,8650.04,888.989,5413.53,3469.14,1375.34,3000.49,7021.17
6.6,9471.08,9224.74,5654.22,7140.53,3972.59,342.854,533.756,2888.59,7216.64,9005.19,1158.74,4621.41,8651.43,890.377,5414.91,3470.54,1376.73,3001.88,7022.54
6.65,9472.48,9226.13,5655.6,7141.92,3973.98,344.245,535.146,2889.98,7218.04,9006.58,1160.13,4622.8,8652.82,891.766,5416.29,3471.94,1378.12,3003.27,7023.92
6.7,9473.87,9227.51,5656.99,7143.31,3975.37,345.635,536.536,2891.37,7219.43,9007.97,1161.52,4624.19,8654.21,893.155,5417.67,3473.34,1379.51,3004.66,7025.29
6.75,9475.26,9228.89,5658.38,7144.7,3976.76,347.026,537.926,2892.77,7220.83,9009.37,1162.92,4625.58,8655.6,894.544,5419.05,3474.74,1380.9,3006.05,7026.66
6.8,9476.65,9230.28,5659.77,7146.09,3978.15,348.416,539.316,2894.16,7222.22,9010.76,1164.31,4626.97,8656.99,895.933,5420.44,3476.14,1382.28,3007.44,7028.03
6.85,9478.04,9231.66,5661.16,7147.48,3979.54,349.807,540.706,2895.55,7223.61,9012.15,1165.71,4628.36,8658.38,897.322,5421.82,3477.54,1383.67,3008.83,7029.41
6.9,9479.43,9233.04,5662.55,7148.86,3980.93,351.197,542.096,2896.94,7225.01,9013.54,1167.1,4629.75,8659.77,898.711,5423.2,3478.94,1385.06,3010.22,7030.78
6.95,9480.82,9234.43,5663.94,7150.25,3982.32,352.587,543.486,2898.33,7226.4,9014.93,1168.5,4631.14,8661.16,900.1,5424.58,3480.34,1386.45,3011.6,7032.15
7,9482.21,9235.81,5665.33,7151.64,3983.71,353.978,544.876,2899.72,7227.79,9016.33,1169.89,4632.53,8662.55,901.489,5425.97,3481.74,1387.84,3012.99,7033.53
7.05,9483.6,9237.19,5666.71,7153.03,3985.09,355.368,546.266,2901.11,7229.19,9017.72,1171.28,4633.92,8663.94,902.877,5427.35,3483.14,1389.23,3014.38,7034.9
7.1,9484.99,9238.58,5668.1,7154.42,3986.48,356.759,547.656,2902.5,7230.58,9019.11,1172.68,4635.31,8665.33,904.266,5428.73,3484.54,1390.62,3015.77,7036.27
7.15,9486.38,9239.96,5669.49,7155.81,3987.87,358.149,549.046,2903.89,7231.97,9020.5,1174.07,4636.71,8666.72,905.655,5430.11,3485.93,1392.01,3017.16,7037.64
7.2,9487.77,9241.34,5670.88,7157.19,3989.26,359.54,550.435,2905.28,7233.37,9021.89,1175.47,4638.1,8668.1,907.044,5431.5,3487.33,1393.4,3018.55,7039.02
