time,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,N11,N12,N13
3.55,5272.8,9359.9,9691.1,1794.14,5160.41,9583.87,5340.32,4498.94,7207.6,1498.7,3772.13,8794.29,7464.71
3.6,5274.19,9361.29,9692.49,1795.53,5161.81,9585.26,5341.7,4500.33,7208.99,1500.09,3773.52,8795.68,7466.1
3.65,5275.59,9362.68,9693.88,1796.93,5163.22,9586.65,5343.09,4501.71,7210.38,1501.49,3774.92,8797.07,7467.49
3.7,5276.98,9364.07,9695.27,1798.32,5164.62,9588.04,5344.48,4503.1,7211.77,1502.88,3776.31,8798.46,7468.87
3.75,5278.38,9365.46,9696.66,1799.71,5166.02,9589.43,5345.87,4504.49,7213.16,1504.27,3777.7,8799.85,7470.26
3.8,5279.77,9366.85,9698.04,1801.1,5167.42,9590.83,5347.26,4505.88,7214.55,1505.66,3779.09,8801.24,7471.65
3.85,5281.16,9368.24,9699.43,1802.5,5168.82,9592.22,5348.65,4507.27,7215.94,1507.05,3780.49,8802.63,7473.04
3.9,5282.56,9369.63,9700.82,1803.89,5170.23,9593.61,5350.04,4508.66,7217.33,1508.44,3781.88,8804.03,7474.43
3.95,5283.95,9371.02,9702.21,1805.28,5171.63,9595,5351.43,4510.05,7218.72,1509.83,3783.27,8805.42,7475.82
4,5285.34,9372.4,9703.6,1806.68,5173.03,9596.39,5352.82,4511.44,7220.11,1511.22,3784.67,8806.81,7477.21
4.05,5286.74,9373.79,9704.99,1808.07,5174.43,9597.78,5354.2,4512.83,7221.49,1512.61,3786.06,8808.2,7478.6
4.1,5288.13,9375.18,9706.38,1809.46,5175.83,9599.17,5355.59,4514.21,7222.88,1514,3787.45,8809.59,7479.99
4.15,5289.53,9376.57,9707.77,1810.85,5177.24,9600.56,5356.98,4515.6,7224.27,1515.39,3788.84,8810.98,7481.37
4.2,5290.92,9377.96,9709.16,1812.25,5178.64,9601.95,5358.37,4516.99,7225.66,1516.79,3790.24,8812.37,7482.76
4.25,5292.31,9379.35,9710.54,1813.64,5180.04,9603.34,5359.76,4518.38,7227.05,1518.18,3791.63,8813.76,7484.15
4.3,5293.71,9380.74,9711.93,1815.03,5181.44,9604.73,5361.15,4519.77,7228.44,1519.57,3793.02,8815.15,7485.54
4.35,5295.1,9382.13,9713.32,1816.42,5182.84,9606.12,5362.54,4521.16,7229.83,1520.96,3794.41,8816.54,7486.93
4.4,5296.5,9383.52,9714.71,1817.82,5184.25,9607.51,5363.93,4522.55,7231.22,1522.35,3795.81,8817.93,7488.32
4.45,5297.89,9384.9,9716.1,1819.21,5185.65,9608.9,5365.32,4523.94,7232.61,1523.74,3797.2,8819.32,7489.71
4.5,5299.28,9386.29,9717.49,1820.6,5187.05,9610.3,5366.7,4525.33,7234,1525.13,3798.59,8820.71,7491.1
4.55,5300.68,9387.68,9718.88,1822,5188.45,9611.69,5368.09,4526.71,7235.39,1526.52,3799.99,8822.1,7492.49
4.6,5302.07,9389.07,9720.27,1823.39,5189.85,9613.08,5369.48,4528.1,7236.78,1527.91,3801.38,8823.49,7493.87
4.65,5303.46,9390.46,9721.66,1824.78,5191.26,9614.47,5370.87,4529.49,7238.17,1529.3,3802.77,8824.88,7495.26
4.7,5304.86,9391.85,9723.04,1826.17,5192.66,9615.86,5372.26,4530.88,7239.56,1530.69,3804.16,8826.27,7496.65
4.75,5306.25,9393.24,9724.43,1827.57,5194.06,9617.25,5373.65,4532.27,7240.95,1532.09,3805.56,8827.66,7498.04
4.8,5307.65,9394.63,9725.82,1828.96,5195.46,9618.64,5375.04,4533.66,7242.34,1533.48,3806.95,8829.05,7499.43
4.85,5309.04,9396.02,9727.21,1830.35,5196.86,9620.03,5376.43,4535.05,7243.73,1534.87,3808.34,8830.44,7500.82
4.9,5310.43,9397.4,9728.6,1831.75,5198.27,9621.42,5377.82,4536.44,7245.11,1536.26,3809.73,8831.83,7502.21
4.95,5311.83,9398.79,9729.99,1833.14,5199.67,9622.81,5379.2,4537.83,7246.5,1537.65,3811.13,8833.23,7503.6
5,5313.22,9400.18,9731.38,1834.53,5201.07,9624.2,5380.59,4539.21,7247.89,1539.04,3812.52,8834.62,7504.99
5.05,5314.61,9401.57,9732.77,1835.92,5202.47,9625.59,5381.98,4540.6,7249.28,1540.43,3813.91,8836.01,7506.37
5.1,5316.01,9402.96,9734.16,1837.32,5203.87,9626.98,5383.37,4541.99,7250.67,1541.82,3815.31,8837.4,7507.76
5.15,5317.4,9404.35,9735.54,1838.71,5205.28,9628.37,5384.76,4543.38,7252.06,1543.21,3816.7,8838.79,7509.15
5.2,5318.8,9405.74,9736.93,1840.1,5206.68,9629.77,5386.15,4544.77,7253.45,1544.6,3818.09,8840.18,7510.54
5.25,5320.19,9407.13,9738.32,1841.5,5208.08,9631.16,5387.54,4546.16,7254.84,1545.99,3819.48,8841.57,7511.93
5.3,5321.58,9408.52,9739.71,1842.89,5209.48,9632.55,5388.93,4547.55,7256.23,1547.39,3820.88,8842.96,7513.32
5.35,5322.98,9409.9,9741.1,1844.28,5210.88,9633.94,5390.32,4548.94,7257.62,1548.78,3822.27,8844.35,7514.71
5.4,5324.37,9411.29,9742.49,1845.67,5212.29,9635.33,5391.7,4550.33,7259.01,1550.17,3823.66,8845.74,7516.1
5.45,5325.76,9412.68,9743.88,1847.07,5213.69,9636.72,5393.09,4551.71,7260.4,1551.56,3825.05,8847.13,7517.49
5.5,5327.16,9414.07,9745.27,1848.46,5215.09,9638.11,5394.48,4553.1,7261.79,1552.95,3826.45,8848.52,7518.87
5.55,5328.55,9415.46,9746.66,1849.85,5216.49,9639.5,5395.87,4554.49,7263.18,1554.34,3827.84,8849.91,7520.26
5.6,5329.95,9416.85,9748.04,1851.25,5217.89,9640.89,5397.26,4555.88,7264.57,1555.73,3829.23,8851.3,7521.65
5.65,5331.34,9418.24,9749.43,1852.64,5219.3,9642.28,5398.65,4557.27,7265.96,1557.12,3830.63,8852.69,7523.04
5.7,5332.73,9419.63,9750.82,1854.03,5220.7,9643.67,5400.04,4558.66,7267.35,1558.51,3832.02,8854.08,7524.43
5.75,5334.13,9421.02,9752.21,1855.42,5222.1,9645.06,5401.43,4560.05,7268.73,1559.9,3833.41,8855.47,7525.82
5.8,5335.52,9422.4,9753.6,1856.82,5223.5,9646.45,5402.82,4561.44,7270.12,1561.29,3834.8,8856.86,7527.21
5.85,5336.92,9423.79,9754.99,1858.21,5224.91,9647.84,5404.2,4562.83,7271.51,1562.69,3836.2,8858.25,7528.6
5.9,5338.31,9425.18,9756.38,1859.6,5226.31,9649.24,5405.59,4564.21,7272.9,1564.08,3837.59,8859.64,7529.99
5.95,5339.7,9426.57,9757.77,1861,5227.71,9650.63,5406.98,4565.6,7274.29,1565.47,3838.98,8861.03,7531.37
6,5341.1,9427.96,9759.16,1862.39,5229.11,9652.02,5408.37,4566.99,7275.68,1566.86,3840.37,8862.42,7532.76
6.05,5342.49,9429.35,9760.54,1863.78,5230.51,9653.41,5409.76,4568.38,7277.07,1568.25,3841.77,8863.82,7534.15
6.1,5343.88,9430.74,9761.93,1865.17,5231.92,9654.8,5411.15,4569.77,7278.46,1569.64,3843.16,8865.21,7535.54
6.15,5345.28,9432.13,9763.32,1866.57,5233.32,9656.19,5412.54,4571.16,7279.85,1571.03,3844.55,8866.6,7536.93
6.2,5346.67,9433.52,9764.71,1867.96,5234.72,9657.58,5413.93,4572.55,7281.24,1572.42,3845.95,8867.99,7538.32
6.25,5348.07,9434.9,9766.1,1869.35,5236.12,9658.97,5415.32,4573.94,7282.63,1573.81,3847.34,8869.38,7539.71
6.3,5349.46,9436.29,9767.49,1870.75,5237.52,9660.36,5416.7,4575.33,7284.02,1575.2,3848.73,8870.77,7541.1
6.35,5350.85,9437.68,9768.88,1872.14,5238.93,9661.75,5418.09,4576.71,7285.41,1576.59,3850.12,8872.16,7542.49
6.4,5352.25,9439.07,9770.27,1873.53,5240.33,9663.14,5419.48,4578.1,7286.8,1577.99,3851.52,8873.55,7543.87
6.45,5353.64,9440.46,9771.66,1874.92,5241.73,9664.53,5420.87,4579.49,7288.19,1579.38,3852.91,8874.94,7545.26
6.5,5355.03,9441.85,9773.04,1876.32,5243.13,9665.92,5422.26,4580.88,7289.58,1580.77,3854.3,8876.33,7546.65
6.55,5356.43,9443.24,9774.43,1877.71,5244.53,9667.31,5423.65,4582.27,7290.97,1582.16,3855.69,8877.72,7548.04
6.6,5357.82,9444.63,9775.82,1879.1,5245.94,9668.71,5425.04,4583.66,7292.35,1583.55,3857.09,8879.11,7549.43
6.65,5359.22,9446.02,9777.21,1880.5,5247.34,9670.1,5426.43,4585.05,7293.74,1584.94,3858.48,8880.5,7550.82
6.7,5360.61,9447.4,9778.6,1881.89,5248.74,9671.49,5427.82,4586.44,7295.13,1586.33,3859.87,8881.89,7552.21
6.75,5362,9448.79,9779.99,1883.28,5250.14,9672.88,5429.2,4587.83,7296.52,1587.72,3861.27,8883.28,7553.6
6.8,5363.4,9450.18,9781.38,1884.67,5251.54,9674.27,5430.59,4589.21,7297.91,1589.11,3862.66,8884.67,7554.99
6.85,5364.79,9451.57,9782.77,1886.07,5252.95,9675.66,5431.98,4590.6,7299.3,1590.5,3864.05,8886.06,7556.37
6.9,5366.18,9452.96,9784.16,1887.46,5254.35,9677.05,5433.37,4591.99,7300.69,1591.89,3865.44,8887.45,7557.76
6.95,5367.58,9454.35,9785.54,1888.85,5255.75,9678.44,5434.76,4593.38,7302.08,1593.29,3866.84,8888.84,7559.15
7,5368.97,9455.74,9786.93,1890.25,5257.15,9679.83,5436.15,4594.77,7303.47,1594.68,3868.23,8890.23,7560.54
7.05,5370.37,9457.13,9788.32,1891.64,5258.55,9681.22,5437.54,4596.16,7304.86,1596.07,3869.62,8891.62,7561.93
7.1,5371.76,9458.52,9789.71,1893.03,5259.96,9682.61,5438.93,4597.55,7306.25,1597.46,3871.01,8893.02,7563.32
7.15,5373.15,9459.9,9791.1,1894.42,5261.36,9684,5440.32,4598.94,7307.64,1598.85,3872.41,8894.41,7564.71
7.2,5374.55,9461.29,9792.49,1895.82,5262.76,9685.39,5441.7,4600.33,7309.03,1600.24,3873.8,8895.8,7566.1
7.25,5375.94,9462.68,9793.88,1897.21,5264.16,9686.78,5443.09,4601.71,7310.42,1601.63,3875.19,8897.19,7567.49
7.3,5377.33,9464.07,9795.27,1898.6,5265.56,9688.18,5444.48,4603.1,7311.81,1603.02,3876.59,8898.58,7568.87
7.35,5378.73,9465.46,9796.66,1900,5266.97,9689.57,5445.87,4604.49,7313.2,1604.41,3877.98,8899.97,7570.26
7.4,5380.12,9466.85,9798.04,1901.39,5268.37,9690.96,5447.26,4605.88,7314.59,1605.8,3879.37,8901.36,7571.65
7.45,5381.52,9468.24,9799.43,1902.78,5269.77,9692.35,5448.65,4607.27,7315.97,1607.19,3880.76,8902.75,7573.04
7.5,5382.91,9469.63,9800.82,1904.17,5271.17,9693.74,5450.04,4608.66,7317.36,1608.59,3882.16,8904.14,7574.43
7.55,5384.3,9471.02,9802.21,1905.57,5272.57,9695.13,5451.43,4610.05,7318.75,1609.98,3883.55,8905.53,7575.82
7.6,5385.7,9472.4,9803.6,1906.96,5273.98,9696.52,5452.82,4611.44,7320.14,1611.37,3884.94,8906.92,7577.21
7.65,5387.09,9473.79,9804.99,1908.35,5275.38,9697.91,5454.2,4612.83,7321.53,1612.76,3886.34,8908.31,7578.6
7.7,5388.49,9475.18,9806.38,1909.75,5276.78,9699.3,5455.59,4614.21,7322.92,1614.15,3887.73,8909.7,7579.99
7.75,5389.88,9476.57,9807.77,1911.14,5278.18,9700.69,5456.98,4615.6,7324.31,1615.54,3889.12,8911.09,7581.37
7.8,5391.27,9477.96,9809.16,1912.53,5279.58,9702.08,5458.37,4616.99,7325.7,1616.93,3890.51,8912.48,7582.76
7.85,5392.67,9479.35,9810.54,1913.92,5280.99,9703.47,5459.76,4618.38,7327.09,1618.32,3891.91,8913.87,7584.15
7.9,5394.06,9480.74,9811.93,1915.32,5282.39,9704.86,5461.15,4619.77,7328.48,1619.71,3893.3,8915.26,7585.54
7.95,5395.45,9482.13,9813.32,1916.71,5283.79,9706.25,5462.54,4621.16,7329.87,1621.1,3894.69,8916.65,7586.93
8,5396.85,9483.52,9814.71,1918.1,5285.19,9707.65,5463.93,4622.55,7331.26,1622.49,3896.08,8918.04,7588.32
8.05,5398.24,9484.9,9816.1,1919.5,5286.59,9709.04,5465.32,4623.94,7332.65,1623.89,3897.48,8919.43,7589.71
8.1,5399.64,9486.29,9817.49,1920.89,5288,9710.43,5466.7,4625.33,7334.04,1625.28,3898.87,8920.82,7591.1
8.15,5401.03,9487.68,9818.88,1922.28,5289.4,9711.82,5468.09,4626.71,7335.43,1626.67,3900.26,8922.22,7592.49
8.2,5402.42,9489.07,9820.27,1923.67,5290.8,9713.21,5469.48,4628.1,7336.82,1628.06,3901.66,8923.61,7593.87
8.25,5403.82,9490.46,9821.66,1925.07,5292.2,9714.6,5470.87,4629.49,7338.21,1629.45,3903.05,8925,7595.26
8.3,5405.21,9491.85,9823.04,1926.46,5293.6,9715.99,5472.26,4630.88,7339.59,1630.84,3904.44,8926.39,7596.65
8.35,5406.6,9493.24,9824.43,1927.85,5295.01,9717.38,5473.65,4632.27,7340.98,1632.23,3905.83,8927.78,7598.04
8.4,5408,9494.63,9825.82,1929.25,5296.41,9718.77,5475.04,4633.66,7342.37,1633.62,3907.23,8929.17,7599.43
8.45,5409.39,9496.02,9827.21,1930.64,5297.81,9720.16,5476.43,4635.05,7343.76,1635.01,3908.62,8930.56,7600.82
8.5,5410.79,9497.4,9828.6,1932.03,5299.21,9721.55,5477.82,4636.44,7345.15,1636.4,3910.01,8931.95,7602.21
8.55,5412.18,9498.79,9829.99,1933.42,5300.61,9722.94,5479.2,4637.83,7346.54,1637.8,3911.4,8933.34,7603.6
8.6,5413.57,9500.18,9831.38,1934.82,5302.02,9724.33,5480.59,4639.21,7347.93,1639.19,3912.8,8934.73,7604.99
8.65,5414.97,9501.57,9832.77,1936.21,5303.42,9725.73,5481.98,4640.6,7349.32,1640.58,3914.19,8936.12,7606.37
8.7,5416.36,9502.96,9834.16,1937.6,5304.82,9727.12,5483.37,4641.99,7350.71,1641.97,3915.58,8937.51,7607.76
8.75,5417.75,9504.35,9835.54,1939,5306.22,9728.51,5484.76,4643.38,7352.1,1643.36,3916.98,8938.9,7609.15
8.8,5419.15,9505.74,9836.93,1940.39,5307.63,9729.9,5486.15,4644.77,7353.49,1644.75,3918.37,8940.29,7610.54
8.85,5420.54,9507.13,9838.32,1941.78,5309.03,9731.29,5487.54,4646.16,7354.88,1646.14,3919.76,8941.68,7611.93
8.9,5421.94,9508.52,9839.71,1943.17,5310.43,9732.68,5488.93,4647.55,7356.27,1647.53,3921.15,8943.07,7613.32
8.95,5423.33,9509.9,9841.1,1944.57,5311.83,9734.07,5490.32,4648.94,7357.66,1648.92,3922.55,8944.46,7614.71
9,5424.72,9511.29,9842.49,1945.96,5313.23,9735.46,5491.7,4650.33,7359.05,1650.31,3923.94,8945.85,7616.1
9.05,5426.12,9512.68,9843.88,1947.35,5314.64,9736.85,5493.09,4651.71,7360.44,1651.7,3925.33,8947.24,7617.49
9.1,5427.51,9514.07,9845.27,1948.75,5316.04,9738.24,5494.48,4653.1,7361.83,1653.1,3926.72,8948.63,7618.87
9.15,5428.9,9515.46,9846.66,1950.14,5317.44,9739.63,5495.87,4654.49,7363.21,1654.49,3928.12,8950.02,7620.26
9.2,5430.3,9516.85,9848.04,1951.53,5318.84,9741.02,5497.26,4655.88,7364.6,1655.88,3929.51,8951.42,7621.65
9.25,5431.69,9518.24,9849.43,1952.92,5320.24,9742.41,5498.65,4657.27,7365.99,1657.27,3930.9,8952.81,7623.04
9.3,5433.09,9519.63,9850.82,1954.32,5321.65,9743.8,5500.04,4658.66,7367.38,1658.66,3932.3,8954.2,7624.43
9.35,5434.48,9521.02,9852.21,1955.71,5323.05,9745.2,5501.43,4660.05,7368.77,1660.05,3933.69,8955.59,7625.82
9.4,5435.87,9522.4,9853.6,1957.1,5324.45,9746.59,5502.82,4661.44,7370.16,1661.44,3935.08,8956.98,7627.21
9.45,5437.27,9523.79,9854.99,1958.5,5325.85,9747.98,5504.2,4662.83,7371.55,1662.83,3936.47,8958.37,7628.6
9.5,5438.66,9525.18,9856.38,1959.89,5327.25,9749.37,5505.59,4664.21,7372.94,1664.22,3937.87,8959.76,7629.99
9.55,5440.06,9526.57,9857.77,1961.28,5328.66,9750.76,5506.98,4665.6,7374.33,1665.61,3939.26,8961.15,7631.37
9.6,5441.45,9527.96,9859.16,1962.67,5330.06,9752.15,5508.37,4666.99,7375.72,1667,3940.65,8962.54,7632.76
9.65,5442.84,9529.35,9860.54,1964.07,5331.46,9753.54,5509.76,4668.38,7377.11,1668.4,3942.05,8963.93,7634.15
9.7,5444.24,9530.74,9861.93,1965.46,5332.86,9754.93,5511.15,4669.77,7378.5,1669.79,3943.44,8965.32,7635.54
9.75,5445.63,9532.13,9863.32,1966.85,5334.26,9756.32,5512.54,4671.16,7379.89,1671.18,3944.83,8966.71,7636.93
9.8,5447.02,9533.52,9864.71,1968.25,5335.67,9757.71,5513.93,4672.55,7381.28,1672.57,3946.22,8968.1,7638.32
9.85,5448.42,9534.9,9866.1,1969.64,5337.07,9759.1,5515.32,4673.94,7382.67,1673.96,3947.62,8969.49,7639.71
9.9,5449.81,9536.29,9867.49,1971.03,5338.47,9760.49,5516.7,4675.33,7384.06,1675.35,3949.01,8970.88,7641.1
9.95,5451.21,9537.68,9868.88,1972.42,5339.87,9761.88,5518.09,4676.71,7385.45,1676.74,3950.4,8972.27,7642.49
10,5452.6,9539.07,9870.27,1973.82,5341.27,9763.27,5519.48,4678.1,7386.83,1678.13,3951.79,8973.66,7643.87
10.05,5453.99,9540.46,9871.66,1975.21,5342.68,9764.67,5520.87,4679.49,7388.22,1679.52,3953.19,8975.05,7645.26
