time,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,N11,N12,N13,N14,N15,N16,N17,N18
63.15,2315.69,8189.06,2484.71,8535.5,6392.65,1846.23,4208.02,6280.54,8282.92,6186.09,8970.08,512.173,5421.89,3798.34,2113.29,9886.8,8080,1768.23
63.2,2317.08,8190.46,2486.1,8536.89,6394.04,1847.62,4209.41,6281.93,8284.31,6187.48,8971.47,513.562,5423.28,3799.74,2114.68,9888.19,8081.39,1769.61
63.25,2318.47,8191.85,2487.49,8538.28,6395.43,1849.01,4210.8,6283.32,8285.7,6188.87,8972.86,514.95,5424.67,3801.14,2116.07,9889.58,8082.79,1770.98
63.3,2319.87,8193.24,2488.88,8539.67,6396.82,1850.39,4212.19,6284.71,8287.09,6190.26,8974.25,516.339,5426.06,3802.53,2117.46,9890.97,8084.18,1772.36
63.35,2321.26,8194.64,2490.27,8541.06,6398.21,1851.78,4213.58,6286.1,8288.48,6191.64,8975.64,517.728,5427.45,3803.93,2118.85,9892.35,8085.57,1773.73
63.4,2322.65,8196.03,2491.66,8542.45,6399.6,1853.16,4214.97,6287.49,8289.87,6193.03,8977.02,519.117,5428.84,3805.33,2120.24,9893.74,8086.97,1775.11
63.45,2324.05,8197.42,2493.05,8543.84,6400.98,1854.55,4216.36,6288.88,8291.26,6194.42,8978.41,520.506,5430.22,3806.72,2121.63,9895.13,8088.36,1776.49
63.5,2325.44,8198.82,2494.43,8545.23,6402.37,1855.94,4217.75,6290.27,8292.65,6195.81,8979.8,521.895,5431.61,3808.12,2123.02,9896.52,8089.75,1777.86
63.55,2326.83,8200.21,2495.82,8546.62,6403.76,1857.32,4219.14,6291.66,8294.03,6197.2,8981.19,523.283,5433,3809.52,2124.4,9897.91,8091.14,1779.24
63.6,2328.22,8201.6,2497.21,8548.01,6405.15,1858.71,4220.53,6293.05,8295.42,6198.59,8982.58,524.672,5434.39,3810.92,2125.79,9899.3,8092.54,1780.61
63.65,2329.62,8202.99,2498.6,8549.4,6406.54,1860.09,4221.92,6294.45,8296.81,6199.98,8983.97,526.061,5435.78,3812.31,2127.18,9900.69,8093.93,1781.99
63.7,2331.01,8204.39,2499.99,8550.79,6407.93,1861.48,4223.31,6295.84,8298.2,6201.37,8985.36,527.45,5437.17,3813.71,2128.57,9902.08,8095.32,1783.37
63.75,2332.4,8205.78,2501.38,8552.18,6409.32,1862.86,4224.7,6297.23,8299.59,6202.76,8986.75,528.839,5438.56,3815.11,2129.96,9903.46,8096.71,1784.74
63.8,2333.8,8207.17,2502.77,8553.57,6410.71,1864.25,4226.09,6298.62,8300.98,6204.14,8988.14,530.228,5439.95,3816.51,2131.35,9904.85,8098.11,1786.12
63.85,2335.19,8208.57,2504.16,8554.96,6412.1,1865.64,4227.48,6300.01,8302.37,6205.53,8989.53,531.616,5441.34,3817.9,2132.74,9906.24,8099.5,1787.49
63.9,2336.58,8209.96,2505.55,8556.35,6413.48,1867.02,4228.87,6301.4,8303.76,6206.92,8990.92,533.005,5442.73,3819.3,2134.13,9907.63,8100.89,1788.87
63.95,2337.97,8211.35,2506.93,8557.74,6414.87,1868.41,4230.26,6302.79,8305.15,6208.31,8992.31,534.394,5444.12,3820.7,2135.52,9909.02,8102.28,1790.25
64,2339.37,8212.75,2508.32,8559.13,6416.26,1869.79,4231.65,6304.18,8306.53,6209.7,8993.7,535.783,5445.51,3822.1,2136.9,9910.41,8103.68,1791.62
64.05,2340.76,8214.14,2509.71,8560.52,6417.65,1871.18,4233.04,6305.57,8307.92,6211.09,8995.09,537.172,5446.9,3823.49,2138.29,9911.8,8105.07,1793
64.1,2342.15,8215.53,2511.1,8561.91,6419.04,1872.57,4234.43,6306.96,8309.31,6212.48,8996.47,538.561,5448.29,3824.89,2139.68,9913.19,8106.46,1794.37
64.15,2343.54,8216.93,2512.49,8563.3,6420.43,1873.95,4235.81,6308.35,8310.7,6213.87,8997.86,539.949,5449.68,3826.29,2141.07,9914.58,8107.85,1795.75
64.2,2344.94,8218.32,2513.88,8564.69,6421.82,1875.34,4237.2,6309.74,8312.09,6215.26,8999.25,541.338,5451.06,3827.68,2142.46,9915.96,8109.25,1797.13
64.25,2346.33,8219.71,2515.27,8566.08,6423.21,1876.72,4238.59,6311.13,8313.48,6216.64,9000.64,542.727,5452.45,3829.08,2143.85,9917.35,8110.64,1798.5
64.3,2347.72,8221.1,2516.66,8567.47,6424.6,1878.11,4239.98,6312.52,8314.87,6218.03,9002.03,544.116,5453.84,3830.48,2145.24,9918.74,8112.03,1799.88
64.35,2349.12,8222.5,2518.05,8568.86,6425.98,1879.5,4241.37,6313.91,8316.26,6219.42,9003.42,545.505,5455.23,3831.88,2146.63,9920.13,8113.42,1801.25
64.4,2350.51,8223.89,2519.43,8570.25,6427.37,1880.88,4242.76,6315.3,8317.65,6220.81,9004.81,546.894,5456.62,3833.27,2148.02,9921.52,8114.82,1802.63
64.45,2351.9,8225.28,2520.82,8571.64,6428.76,1882.27,4244.15,6316.69,8319.03,6222.2,9006.2,548.282,5458.01,3834.67,2149.4,9922.91,8116.21,1804.01
64.5,2353.29,8226.68,2522.21,8573.02,6430.15,1883.65,4245.54,6318.08,8320.42,6223.59,9007.59,549.671,5459.4,3836.07,2150.79,9924.3,8117.6,1805.38
64.55,2354.69,8228.07,2523.6,8574.41,6431.54,1885.04,4246.93,6319.48,8321.81,6224.98,9008.98,551.06,5460.79,3837.47,2152.18,9925.69,8118.99,1806.76
64.6,2356.08,8229.46,2524.99,8575.8,6432.93,1886.43,4248.32,6320.87,8323.2,6226.37,9010.37,552.449,5462.18,3838.86,2153.57,9927.08,8120.39,1808.13
64.65,2357.47,8230.86,2526.38,8577.19,6434.32,1887.81,4249.71,6322.26,8324.59,6227.76,9011.76,553.838,5463.57,3840.26,2154.96,9928.46,8121.78,1809.51
64.7,2358.86,8232.25,2527.77,8578.58,6435.71,1889.2,4251.1,6323.65,8325.98,6229.14,9013.15,555.226,5464.96,3841.66,2156.35,9929.85,8123.17,1810.89
64.75,2360.26,8233.64,2529.16,8579.97,6437.1,1890.58,4252.49,6325.04,8327.37,6230.53,9014.53,556.615,5466.35,3843.05,2157.74,9931.24,8124.56,1812.26
64.8,2361.65,8235.03,2530.55,8581.36,6438.48,1891.97,4253.88,6326.43,8328.76,6231.92,9015.92,558.004,5467.74,3844.45,2159.13,9932.63,8125.96,1813.64
64.85,2363.04,8236.43,2531.93,8582.75,6439.87,1893.36,4255.27,6327.82,8330.15,6233.31,9017.31,559.393,5469.13,3845.85,2160.52,9934.02,8127.35,1815.01
64.9,2364.44,8237.82,2533.32,8584.14,6441.26,1894.74,4256.66,6329.21,8331.53,6234.7,9018.7,560.782,5470.52,3847.25,2161.9,9935.41,8128.74,1816.39
64.95,2365.83,8239.21,2534.71,8585.53,6442.65,1896.13,4258.05,6330.6,8332.92,6236.09,9020.09,562.171,5471.9,3848.64,2163.29,9936.8,8130.13,1817.77
65,2367.22,8240.61,2536.1,8586.92,6444.04,1897.51,4259.44,6331.99,8334.31,6237.48,9021.48,563.559,5473.29,3850.04,2164.68,9938.19,8131.53,1819.14
65.05,2368.61,8242,2537.49,8588.31,6445.43,1898.9,4260.83,6333.38,8335.7,6238.87,9022.87,564.948,5474.68,3851.44,2166.07,9939.57,8132.92,1820.52
65.1,2370.01,8243.39,2538.88,8589.7,6446.82,1900.28,4262.22,6334.77,8337.09,6240.26,9024.26,566.337,5476.07,3852.84,2167.46,9940.96,8134.31,1821.89
65.15,2371.4,8244.79,2540.27,8591.09,6448.21,1901.67,4263.61,6336.16,8338.48,6241.64,9025.65,567.726,5477.46,3854.23,2168.85,9942.35,8135.7,1823.27
65.2,2372.79,8246.18,2541.66,8592.48,6449.6,1903.06,4265,6337.55,8339.87,6243.03,9027.04,569.115,5478.85,3855.63,2170.24,9943.74,8137.1,1824.65
65.25,2374.19,8247.57,2543.05,8593.87,6450.98,1904.44,4266.39,6338.94,8341.26,6244.42,9028.43,570.504,5480.24,3857.03,2171.63,9945.13,8138.49,1826.02
65.3,2375.58,8248.96,2544.43,8595.26,6452.37,1905.83,4267.78,6340.33,8342.65,6245.81,9029.82,571.892,5481.63,3858.43,2173.02,9946.52,8139.88,1827.4
65.35,2376.97,8250.36,2545.82,8596.65,6453.76,1907.21,4269.17,6341.72,8344.03,6247.2,9031.21,573.281,5483.02,3859.82,2174.4,9947.91,8141.27,1828.77
65.4,2378.36,8251.75,2547.21,8598.04,6455.15,1908.6,4270.56,6343.11,8345.42,6248.59,9032.6,574.67,5484.41,3861.22,2175.79,9949.3,8142.67,1830.15
65.45,2379.76,8253.14,2548.6,8599.43,6456.54,1909.99,4271.95,6344.5,8346.81,6249.98,9033.98,576.059,5485.8,3862.62,2177.18,9950.69,8144.06,1831.53
65.5,2381.15,8254.54,2549.99,8600.82,6457.93,1911.37,4273.33,6345.9,8348.2,6251.37,9035.37,577.448,5487.19,3864.01,2178.57,9952.07,8145.45,1832.9
65.55,2382.54,8255.93,2551.38,8602.21,6459.32,1912.76,4274.72,6347.29,8349.59,6252.76,9036.76,578.837,5488.58,3865.41,2179.96,9953.46,8146.84,1834.28
65.6,2383.93,8257.32,2552.77,8603.6,6460.71,1914.14,4276.11,6348.68,8350.98,6254.14,9038.15,580.225,5489.97,3866.81,2181.35,9954.85,8148.24,1835.65
65.65,2385.33,8258.72,2554.16,8604.99,6462.1,1915.53,4277.5,6350.07,8352.37,6255.53,9039.54,581.614,5491.36,3868.21,2182.74,9956.24,8149.63,1837.03
65.7,2386.72,8260.11,2555.55,8606.38,6463.48,1916.92,4278.89,6351.46,8353.76,6256.92,9040.93,583.003,5492.74,3869.6,2184.13,9957.63,8151.02,1838.41
65.75,2388.11,8261.5,2556.93,8607.77,6464.87,1918.3,4280.28,6352.85,8355.15,6258.31,9042.32,584.392,5494.13,3871,2185.52,9959.02,8152.41,1839.78
65.8,2389.51,8262.9,2558.32,8609.16,6466.26,1919.69,4281.67,6354.24,8356.53,6259.7,9043.71,585.781,5495.52,3872.4,2186.9,9960.41,8153.81,1841.16
65.85,2390.9,8264.29,2559.71,8610.55,6467.65,1921.07,4283.06,6355.63,8357.92,6261.09,9045.1,587.17,5496.91,3873.8,2188.29,9961.8,8155.2,1842.53
65.9,2392.29,8265.68,2561.1,8611.94,6469.04,1922.46,4284.45,6357.02,8359.31,6262.48,9046.49,588.558,5498.3,3875.19,2189.68,9963.18,8156.59,1843.91
65.95,2393.68,8267.07,2562.49,8613.33,6470.43,1923.85,4285.84,6358.41,8360.7,6263.87,9047.88,589.947,5499.69,3876.59,2191.07,9964.57,8157.98,1845.29
66,2395.08,8268.47,2563.88,8614.71,6471.82,1925.23,4287.23,6359.8,8362.09,6265.26,9049.27,591.336,5501.08,3877.99,2192.46,9965.96,8159.38,1846.66
66.05,2396.47,8269.86,2565.27,8616.1,6473.21,1926.62,4288.62,6361.19,8363.48,6266.64,9050.66,592.725,5502.47,3879.38,2193.85,9967.35,8160.77,1848.04
66.1,2397.86,8271.25,2566.66,8617.49,6474.6,1928,4290.01,6362.58,8364.87,6268.03,9052.04,594.114,5503.86,3880.78,2195.24,9968.74,8162.16,1849.41
66.15,2399.25,8272.65,2568.05,8618.88,6475.98,1929.39,4291.4,6363.97,8366.26,6269.42,9053.43,595.502,5505.25,3882.18,2196.63,9970.13,8163.55,1850.79
66.2,2400.65,8274.04,2569.43,8620.27,6477.37,1930.77,4292.79,6365.36,8367.65,6270.81,9054.82,596.891,5506.64,3883.58,2198.02,9971.52,8164.95,1852.17
66.25,2402.04,8275.43,2570.82,8621.66,6478.76,1932.16,4294.18,6366.75,8369.03,6272.2,9056.21,598.28,5508.03,3884.97,2199.4,9972.91,8166.34,1853.54
66.3,2403.43,8276.83,2572.21,8623.05,6480.15,1933.55,4295.57,6368.14,8370.42,6273.59,9057.6,599.669,5509.42,3886.37,2200.79,9974.3,8167.73,1854.92
66.35,2404.83,8278.22,2573.6,8624.44,6481.54,1934.93,4296.96,6369.53,8371.81,6274.98,9058.99,601.058,5510.81,3887.77,2202.18,9975.68,8169.12,1856.29
66.4,2406.22,8279.61,2574.99,8625.83,6482.93,1936.32,4298.35,6370.92,8373.2,6276.37,9060.38,602.447,5512.2,3889.17,2203.57,9977.07,8170.52,1857.67
66.45,2407.61,8281,2576.38,8627.22,6484.32,1937.7,4299.74,6372.32,8374.59,6277.76,9061.77,603.835,5513.58,3890.56,2204.96,9978.46,8171.91,1859.05
66.5,2409,8282.4,2577.77,8628.61,6485.71,1939.09,4301.13,6373.71,8375.98,6279.14,9063.16,605.224,5514.97,3891.96,2206.35,9979.85,8173.3,1860.42
66.55,2410.4,8283.79,2579.16,8630,6487.1,1940.48,4302.52,6375.1,8377.37,6280.53,9064.55,606.613,5516.36,3893.36,2207.74,9981.24,8174.69,1861.8
66.6,2411.79,8285.18,2580.55,8631.39,6488.48,1941.86,4303.91,6376.49,8378.76,6281.92,9065.94,608.002,5517.75,3894.76,2209.13,9982.63,8176.09,1863.17
66.65,2413.18,8286.58,2581.93,8632.78,6489.87,1943.25,4305.3,6377.88,8380.15,6283.31,9067.33,609.391,5519.14,3896.15,2210.52,9984.02,8177.48,1864.55
66.7,2414.58,8287.97,2583.32,8634.17,6491.26,1944.63,4306.69,6379.27,8381.53,6284.7,9068.72,610.78,5520.53,3897.55,2211.9,9985.41,8178.87,1865.93
66.75,2415.97,8289.36,2584.71,8635.56,6492.65,1946.02,4308.08,6380.66,8382.92,6286.09,9070.11,612.168,5521.92,3898.95,2213.29,9986.8,8180.26,1867.3
66.8,2417.36,8290.76,2586.1,8636.95,6494.04,1947.41,4309.47,6382.05,8384.31,6287.48,9071.49,613.557,5523.31,3900.34,2214.68,9988.18,8181.66,1868.68
66.85,2418.75,8292.15,2587.49,8638.34,6495.43,1948.79,4310.85,6383.44,8385.7,6288.87,9072.88,614.946,5524.7,3901.74,2216.07,9989.57,8183.05,1870.05
66.9,2420.15,8293.54,2588.88,8639.73,6496.82,1950.18,4312.24,6384.83,8387.09,6290.26,9074.27,616.335,5526.09,3903.14,2217.46,9990.96,8184.44,1871.43
66.95,2421.54,8294.93,2590.27,8641.12,6498.21,1951.56,4313.63,6386.22,8388.48,6291.64,9075.66,617.724,5527.48,3904.54,2218.85,9992.35,8185.83,1872.81
67,2422.93,8296.33,2591.66,8642.51,6499.6,1952.95,4315.02,6387.61,8389.87,6293.03,9077.05,619.113,5528.87,3905.93,2220.24,9993.74,8187.23,1874.18
67.05,2424.32,8297.72,2593.05,8643.9,6500.98,1954.34,4316.41,6389,8391.26,6294.42,9078.44,620.501,5530.26,3907.33,2221.63,9995.13,8188.62,1875.56
67.1,2425.72,8299.11,2594.43,8645.29,6502.37,1955.72,4317.8,6390.39,8392.65,6295.81,9079.83,621.89,5531.65,3908.73,2223.02,9996.52,8190.01,1876.93
67.15,2427.11,8300.51,2595.82,8646.68,6503.76,1957.11,4319.19,6391.78,8394.03,6297.2,9081.22,623.279,5533.04,3910.13,2224.4,9997.91,8191.4,1878.31
67.2,2428.5,8301.9,2597.21,8648.07,6505.15,1958.49,4320.58,6393.17,8395.42,6298.59,9082.61,624.668,5534.42,3911.52,2225.79,9999.29,8192.8,1879.69
67.25,2429.9,8303.29,2598.6,8649.46,6506.54,1959.88,4321.97,6394.56,8396.81,6299.98,9084,626.057,5535.81,3912.92,2227.18,0.683581,8194.19,1881.06
67.3,2431.29,8304.69,2599.99,8650.85,6507.93,1961.27,4323.36,6395.95,8398.2,6301.37,9085.39,627.446,5537.2,3914.32,2228.57,2.07242,8195.58,1882.44
67.35,2432.68,8306.08,2601.38,8652.24,6509.32,1962.65,4324.75,6397.34,8399.59,6302.76,9086.78,628.834,5538.59,3915.72,2229.96,3.46126,8196.97,1883.81
67.4,2434.07,8307.47,2602.77,8653.63,6510.71,1964.04,4326.14,6398.74,8400.98,6304.14,9088.17,630.223,5539.98,3917.11,2231.35,4.8501,8198.37,1885.19
67.45,2435.47,8308.87,2604.16,8655.02,6512.1,1965.42,4327.53,6400.13,8402.37,6305.53,9089.56,631.612,5541.37,3918.51,2232.74,6.23894,8199.76,1886.57
67.5,2436.86,8310.26,2605.55,8656.41,6513.48,1966.81,4328.92,6401.52,8403.76,6306.92,9090.94,633.001,5542.76,3919.91,2234.13,7.62778,8201.15,1887.94
67.55,2438.25,8311.65,2606.93,8657.79,6514.87,1968.19,4330.31,6402.91,8405.15,6308.31,9092.33,634.39,5544.15,3921.3,2235.52,9.01661,8202.54,1889.32
67.6,2439.64,8313.04,2608.32,8659.18,6516.26,1969.58,4331.7,6404.3,8406.53,6309.7,9093.72,635.778,5545.54,3922.7,2236.9,10.4055,8203.94,1890.69
67.65,2441.04,8314.44,2609.71,8660.57,6517.65,1970.97,4333.09,6405.69,8407.92,6311.09,9095.11,637.167,5546.93,3924.1,2238.29,11.7943,8205.33,1892.07
67.7,2442.43,8315.83,2611.1,8661.96,6519.04,1972.35,4334.48,6407.08,8409.31,6312.48,9096.5,638.556,5548.32,3925.5,2239.68,13.1831,8206.72,1893.45
67.75,2443.82,8317.22,2612.49,8663.35,6520.43,1973.74,4335.87,6408.47,8410.7,6313.87,9097.89,639.945,5549.71,3926.89,2241.07,14.572,8208.11,1894.82
67.8,2445.22,8318.62,2613.88,8664.74,6521.82,1975.12,4337.26,6409.86,8412.09,6315.26,9099.28,641.334,5551.1,3928.29,2242.46,15.9608,8209.51,1896.2
67.85,2446.61,8320.01,2615.27,8666.13,6523.21,1976.51,4338.65,6411.25,8413.48,6316.64,9100.67,642.723,5552.49,3929.69,2243.85,17.3496,8210.9,1897.58
67.9,2448,8321.4,2616.66,8667.52,6524.6,1977.9,4340.04,6412.64,8414.87,6318.03,9102.06,644.111,5553.88,3931.09,2245.24,18.7385,8212.29,1898.95
67.95,2449.39,8322.8,2618.05,8668.91,6525.98,1979.28,4341.43,6414.03,8416.26,6319.42,9103.45,645.5,5555.27,3932.48,2246.63,20.1273,8213.68,1900.33
68,2450.79,8324.19,2619.43,8670.3,6527.37,1980.67,4342.82,6415.42,8417.65,6320.81,9104.84,646.889,5556.65,3933.88,2248.02,21.5162,8215.08,1901.7
68.05,2452.18,8325.58,2620.82,8671.69,6528.76,1982.05,4344.21,6416.81,8419.03,6322.2,9106.23,648.278,5558.04,3935.28,2249.4,22.905,8216.47,1903.08
68.1,2453.57,8326.97,2622.21,8673.08,6530.15,1983.44,4345.6,6418.2,8420.42,6323.59,9107.62,649.667,5559.43,3936.67,2250.79,24.2938,8217.86,1904.46
68.15,2454.97,8328.37,2623.6,8674.47,6531.54,1984.83,4346.99,6419.59,8421.81,6324.98,9109,651.056,5560.82,3938.07,2252.18,25.6827,8219.25,1905.83
68.2,2456.36,8329.76,2624.99,8675.86,6532.93,1986.21,4348.38,6420.98,8423.2,6326.37,9110.39,652.444,5562.21,3939.47,2253.57,27.0715,8220.65,1907.21
68.25,2457.75,8331.15,2626.38,8677.25,6534.32,1987.6,4349.76,6422.37,8424.59,6327.76,9111.78,653.833,5563.6,3940.87,2254.96,28.4604,8222.04,1908.58
68.3,2459.14,8332.55,2627.77,8678.64,6535.71,1988.98,4351.15,6423.76,8425.98,6329.14,9113.17,655.222,5564.99,3942.26,2256.35,29.8492,8223.43,1909.96
68.35,2460.54,8333.94,2629.16,8680.03,6537.1,1990.37,4352.54,6425.16,8427.37,6330.53,9114.56,656.611,5566.38,3943.66,2257.74,31.238,8224.82,1911.34
68.4,2461.93,8335.33,2630.55,8681.42,6538.48,1991.76,4353.93,6426.55,8428.76,6331.92,9115.95,658,5567.77,3945.06,2259.13,32.6269,8226.22,1912.71
68.45,2463.32,8336.73,2631.93,8682.81,6539.87,1993.14,4355.32,6427.94,8430.15,6333.31,9117.34,659.389,5569.16,3946.46,2260.52,34.0157,8227.61,1914.09
68.5,2464.71,8338.12,2633.32,8684.2,6541.26,1994.53,4356.71,6429.33,8431.53,6334.7,9118.73,660.777,5570.55,3947.85,2261.9,35.4045,8229,1915.46
68.55,2466.11,8339.51,2634.71,8685.59,6542.65,1995.91,4358.1,6430.72,8432.92,6336.09,9120.12,662.166,5571.94,3949.25,2263.29,36.7934,8230.39,1916.84
68.6,2467.5,8340.91,2636.1,8686.98,6544.04,1997.3,4359.49,6432.11,8434.31,6337.48,9121.51,663.555,5573.33,3950.65,2264.68,38.1822,8231.79,1918.22
68.65,2468.89,8342.3,2637.49,8688.37,6545.43,1998.69,4360.88,6433.5,8435.7,6338.87,9122.9,664.944,5574.72,3952.05,2266.07,39.5711,8233.18,1919.59
68.7,2470.29,8343.69,2638.88,8689.76,6546.82,2000.07,4362.27,6434.89,8437.09,6340.26,9124.29,666.333,5576.11,3953.44,2267.46,40.9599,8234.57,1920.97
68.75,2471.68,8345.08,2640.27,8691.15,6548.21,2001.46,4363.66,6436.28,8438.48,6341.64,9125.68,667.721,5577.49,3954.84,2268.85,42.3487,8235.96,1922.34
68.8,2473.07,8346.48,2641.66,8692.54,6549.6,2002.84,4365.05,6437.67,8439.87,6343.03,9127.07,669.11,5578.88,3956.24,2270.24,43.7376,8237.36,1923.72
68.85,2474.46,8347.87,2643.05,8693.93,6550.98,2004.23,4366.44,6439.06,8441.26,6344.42,9128.45,670.499,5580.27,3957.63,2271.63,45.1264,8238.75,1925.1
68.9,2475.86,8349.26,2644.43,8695.32,6552.37,2005.62,4367.83,6440.45,8442.65,6345.81,9129.84,671.888,5581.66,3959.03,2273.02,46.5153,8240.14,1926.47
68.95,2477.25,8350.66,2645.82,8696.71,6553.76,2007,4369.22,6441.84,8444.03,6347.2,9131.23,673.277,5583.05,3960.43,2274.4,47.9041,8241.53,1927.85
69,2478.64,8352.05,2647.21,8698.1,6555.15,2008.39,4370.61,6443.23,8445.42,6348.59,9132.62,674.666,5584.44,3961.83,2275.79,49.2929,8242.93,1929.22
69.05,2480.04,8353.44,2648.6,8699.48,6556.54,2009.77,4372,6444.62,8446.81,6349.98,9134.01,676.054,5585.83,3963.22,2277.18,50.6818,8244.32,1930.6
69.1,2481.43,8354.84,2649.99,8700.87,6557.93,2011.16,4373.39,6446.01,8448.2,6351.37,9135.4,677.443,5587.22,3964.62,2278.57,52.0706,8245.71,1931.98
69.15,2482.82,8356.23,2651.38,8702.26,6559.32,2012.54,4374.78,6447.4,8449.59,6352.76,9136.79,678.832,5588.61,3966.02,2279.96,53.4594,8247.1,1933.35
69.2,2484.21,8357.62,2652.77,8703.65,6560.71,2013.93,4376.17,6448.79,8450.98,6354.14,9138.18,680.221,5590,3967.42,2281.35,54.8483,8248.5,1934.73
69.25,2485.61,8359.01,2654.16,8705.04,6562.1,2015.32,4377.56,6450.19,8452.37,6355.53,9139.57,681.61,5591.39,3968.81,2282.74,56.2371,8249.89,1936.11
69.3,2487,8360.41,2655.55,8706.43,6563.48,2016.7,4378.95,6451.58,8453.76,6356.92,9140.96,682.999,5592.78,3970.21,2284.13,57.626,8251.28,1937.48
69.35,2488.39,8361.8,2656.93,8707.82,6564.87,2018.09,4380.34,6452.97,8455.15,6358.31,9142.35,684.387,5594.17,3971.61,2285.52,59.0148,8252.67,1938.86
69.4,2489.78,8363.19,2658.32,8709.21,6566.26,2019.47,4381.73,6454.36,8456.53,6359.7,9143.74,685.776,5595.56,3973.01,2286.9,60.4036,8254.07,1940.23
69.45,2491.18,8364.59,2659.71,8710.6,6567.65,2020.86,4383.12,6455.75,8457.92,6361.09,9145.13,687.165,5596.95,3974.4,2288.29,61.7925,8255.46,1941.61
69.5,2492.57,8365.98,2661.1,8711.99,6569.04,2022.25,4384.51,6457.14,8459.31,6362.48,9146.52,688.554,5598.34,3975.8,2289.68,63.1813,8256.85,1942.99
69.55,2493.96,8367.37,2662.49,8713.38,6570.43,2023.63,4385.9,6458.53,8460.7,6363.87,9147.9,689.943,5599.72,3977.2,2291.07,64.5701,8258.24,1944.36
69.6,2495.36,8368.77,2663.88,8714.77,6571.82,2025.02,4387.29,6459.92,8462.09,6365.26,9149.29,691.332,5601.11,3978.59,2292.46,65.959,8259.64,1945.74
69.65,2496.75,8370.16,2665.27,8716.16,6573.21,2026.4,4388.67,6461.31,8463.48,6366.64,9150.68,692.72,5602.5,3979.99,2293.85,67.3478,8261.03,1947.11
69.7,2498.14,8371.55,2666.66,8717.55,6574.6,2027.79,4390.06,6462.7,8464.87,6368.03,9152.07,694.109,5603.89,3981.39,2295.24,68.7367,8262.42,1948.49
69.75,2499.53,8372.95,2668.05,8718.94,6575.98,2029.18,4391.45,6464.09,8466.26,6369.42,9153.46,695.498,5605.28,3982.79,2296.63,70.1255,8263.81,1949.87
69.8,2500.93,8374.34,2669.43,8720.33,6577.37,2030.56,4392.84,6465.48,8467.65,6370.81,9154.85,696.887,5606.67,3984.18,2298.02,71.5143,8265.21,1951.24
69.85,2502.32,8375.73,2670.82,8721.72,6578.76,2031.95,4394.23,6466.87,8469.03,6372.2,9156.24,698.276,5608.06,3985.58,2299.4,72.9032,8266.6,1952.62
69.9,2503.71,8377.12,2672.21,8723.11,6580.15,2033.33,4395.62,6468.26,8470.42,6373.59,9157.63,699.664,5609.45,3986.98,2300.79,74.292,8267.99,1953.99
69.95,2505.1,8378.52,2673.6,8724.5,6581.54,2034.72,4397.01,6469.65,8471.81,6374.98,9159.02,701.053,5610.84,3988.38,2302.18,75.6808,8269.38,1955.37
70,2506.5,8379.91,2674.99,8725.89,6582.93,2036.11,4398.4,6471.04,8473.2,6376.37,9160.41,702.442,5612.23,3989.77,2303.57,77.0697,8270.78,1956.75
70.05,2507.89,8381.3,2676.38,8727.28,6584.32,2037.49,4399.79,6472.43,8474.59,6377.76,9161.8,703.831,5613.62,3991.17,2304.96,78.4585,8272.17,1958.12
70.1,2509.28,8382.7,2677.77,8728.67,6585.71,2038.88,4401.18,6473.82,8475.98,6379.14,9163.19,705.22,5615.01,3992.57,2306.35,79.8474,8273.56,1959.5
70.15,2510.68,8384.09,2679.16,8730.06,6587.1,2040.26,4402.57,6475.21,8477.37,6380.53,9164.58,706.609,5616.4,3993.97,2307.74,81.2362,8274.96,1960.88
70.2,2512.07,8385.48,2680.55,8731.45,6588.48,2041.65,4403.96,6476.61,8478.76,6381.92,9165.97,707.997,5617.79,3995.36,2309.13,82.625,8276.35,1962.25
70.25,2513.46,8386.88,2681.93,8732.84,6589.87,2043.04,4405.35,6478,8480.15,6383.31,9167.35,709.386,5619.18,3996.76,2310.52,84.0139,8277.74,1963.63
70.3,2514.85,8388.27,2683.32,8734.23,6591.26,2044.42,4406.74,6479.39,8481.53,6384.7,9168.74,710.775,5620.56,3998.16,2311.9,85.4027,8279.13,1965
70.35,2516.25,8389.66,2684.71,8735.62,6592.65,2045.81,4408.13,6480.78,8482.92,6386.09,9170.13,712.164,5621.95,3999.55,2313.29,86.7915,8280.53,1966.38
70.4,2517.64,8391.05,2686.1,8737.01,6594.04,2047.19,4409.52,6482.17,8484.31,6387.48,9171.52,713.553,5623.34,4000.95,2314.68,88.1804,8281.92,1967.76
70.45,2519.03,8392.45,2687.49,8738.4,6595.43,2048.58,4410.91,6483.56,8485.7,6388.87,9172.91,714.942,5624.73,4002.35,2316.07,89.5692,8283.31,1969.13
70.5,2520.43,8393.84,2688.88,8739.79,6596.82,2049.97,4412.3,6484.95,8487.09,6390.26,9174.3,716.33,5626.12,4003.75,2317.46,90.9581,8284.7,1970.51
70.55,2521.82,8395.23,2690.27,8741.17,6598.21,2051.35,4413.69,6486.34,8488.48,6391.64,9175.69,717.719,5627.51,4005.14,2318.85,92.3469,8286.1,1971.88
70.6,2523.21,8396.63,2691.66,8742.56,6599.6,2052.74,4415.08,6487.73,8489.87,6393.03,9177.08,719.108,5628.9,4006.54,2320.24,93.7357,8287.49,1973.26
