time,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,N11
1.95,5397.03,2277.44,1332.26,4195.7,5304.56,2492.07,9291.31,9685.86,5217.21,6453.01,9150.17
2,5398.42,2278.83,1333.65,4197.11,5305.96,2493.46,9292.7,9687.25,5218.61,6454.4,9151.56
2.05,5399.81,2280.22,1335.04,4198.52,5307.36,2494.85,9294.09,9688.64,5220,6455.79,9152.95
2.1,5401.2,2281.61,1336.43,4199.93,5308.75,2496.24,9295.48,9690.03,5221.39,6457.18,9154.34
2.15,5402.59,2283,1337.82,4201.34,5310.15,2497.63,9296.87,9691.42,5222.79,6458.57,9155.73
2.2,5403.98,2284.39,1339.21,4202.74,5311.54,2499.01,9298.26,9692.81,5224.18,6459.96,9157.12
2.25,5405.37,2285.78,1340.6,4204.15,5312.94,2500.4,9299.65,9694.2,5225.58,6461.35,9158.51
2.3,5406.76,2287.16,1341.99,4205.56,5314.34,2501.79,9301.04,9695.59,5226.97,6462.74,9159.9
2.35,5408.14,2288.55,1343.38,4206.97,5315.73,2503.18,9302.43,9696.98,5228.37,6464.13,9161.29
2.4,5409.53,2289.94,1344.76,4208.38,5317.13,2504.57,9303.82,9698.37,5229.76,6465.52,9162.69
2.45,5410.92,2291.33,1346.15,4209.78,5318.52,2505.96,9305.21,9699.76,5231.15,6466.91,9164.08
2.5,5412.31,2292.72,1347.54,4211.19,5319.92,2507.35,9306.6,9701.14,5232.55,6468.3,9165.47
2.55,5413.7,2294.11,1348.93,4212.6,5321.32,2508.74,9307.99,9702.53,5233.94,6469.69,9166.86
2.6,5415.09,2295.5,1350.32,4214.01,5322.71,2510.13,9309.38,9703.92,5235.34,6471.08,9168.25
2.65,5416.48,2296.89,1351.71,4215.42,5324.11,2511.51,9310.77,9705.31,5236.73,6472.47,9169.64
2.7,5417.87,2298.28,1353.1,4216.83,5325.5,2512.9,9312.16,9706.7,5238.12,6473.86,9171.03
2.75,5419.26,2299.67,1354.49,4218.23,5326.9,2514.29,9313.55,9708.09,5239.52,6475.25,9172.42
2.8,5420.64,2301.06,1355.88,4219.64,5328.3,2515.68,9314.94,9709.48,5240.91,6476.64,9173.81
2.85,5422.03,2302.45,1357.26,4221.05,5329.69,2517.07,9316.33,9710.87,5242.31,6478.04,9175.2
2.9,5423.42,2303.84,1358.65,4222.46,5331.09,2518.46,9317.72,9712.26,5243.7,6479.43,9176.59
2.95,5424.81,2305.22,1360.04,4223.87,5332.48,2519.85,9319.11,9713.65,5245.1,6480.82,9177.98
3,5426.2,2306.61,1361.43,4225.28,5333.88,2521.24,9320.5,9715.04,5246.49,6482.21,9179.37
3.05,5427.59,2308,1362.82,4226.68,5335.28,2522.63,9321.89,9716.43,5247.88,6483.6,9180.76
3.1,5428.98,2309.39,1364.21,4228.09,5336.67,2524.01,9323.28,9717.81,5249.28,6484.99,9182.15
3.15,5430.37,2310.78,1365.6,4229.5,5338.07,2525.4,9324.67,9719.2,5250.67,6486.38,9183.54
3.2,5431.76,2312.17,1366.99,4230.91,5339.46,2526.79,9326.06,9720.59,5252.07,6487.77,9184.93
3.25,5433.14,2313.56,1368.38,4232.32,5340.86,2528.18,9327.45,9721.98,5253.46,6489.16,9186.32
3.3,5434.53,2314.95,1369.76,4233.72,5342.26,2529.57,9328.84,9723.37,5254.86,6490.55,9187.71
3.35,5435.92,2316.34,1371.15,4235.13,5343.65,2530.96,9330.23,9724.76,5256.25,6491.94,9189.1
3.4,5437.31,2317.73,1372.54,4236.54,5345.05,2532.35,9331.62,9726.15,5257.64,6493.33,9190.49
3.45,5438.7,2319.12,1373.93,4237.95,5346.44,2533.74,9333.01,9727.54,5259.04,6494.72,9191.88
3.5,5440.09,2320.51,1375.32,4239.36,5347.84,2535.13,9334.4,9728.93,5260.43,6496.11,9193.27
3.55,5441.48,2321.89,1376.71,4240.77,5349.24,2536.51,9335.79,9730.32,5261.83,6497.5,9194.66
3.6,5442.87,2323.28,1378.1,4242.17,5350.63,2537.9,9337.18,9731.71,5263.22,6498.89,9196.05
3.65,5444.26,2324.67,1379.49,4243.58,5352.03,2539.29,9338.57,9733.1,5264.61,6500.28,9197.44
3.7,5445.64,2326.06,1380.88,4244.99,5353.43,2540.68,9339.96,9734.48,5266.01,6501.67,9198.83
3.75,5447.03,2327.45,1382.26,4246.4,5354.82,2542.07,9341.35,9735.87,5267.4,6503.07,9200.22
3.8,5448.42,2328.84,1383.65,4247.81,5356.22,2543.46,9342.74,9737.26,5268.8,6504.46,9201.61
3.85,5449.81,2330.23,1385.04,4249.22,5357.61,2544.85,9344.13,9738.65,5270.19,6505.85,9203
3.9,5451.2,2331.62,1386.43,4250.62,5359.01,2546.24,9345.52,9740.04,5271.59,6507.24,9204.39
3.95,5452.59,2333.01,1387.82,4252.03,5360.41,2547.63,9346.91,9741.43,5272.98,6508.63,9205.78
4,5453.98,2334.4,1389.21,4253.44,5361.8,2549.01,9348.3,9742.82,5274.37,6510.02,9207.17
4.05,5455.37,2335.79,1390.6,4254.85,5363.2,2550.4,9349.69,9744.21,5275.77,6511.41,9208.56
4.1,5456.76,2337.18,1391.99,4256.26,5364.59,2551.79,9351.08,9745.6,5277.16,6512.8,9209.95
4.15,5458.14,2338.56,1393.38,4257.66,5365.99,2553.18,9352.47,9746.99,5278.56,6514.19,9211.34
4.2,5459.53,2339.95,1394.76,4259.07,5367.39,2554.57,9353.86,9748.38,5279.95,6515.58,9212.73
4.25,5460.92,2341.34,1396.15,4260.48,5368.78,2555.96,9355.25,9749.77,5281.35,6516.97,9214.12
4.3,5462.31,2342.73,1397.54,4261.89,5370.18,2557.35,9356.64,9751.16,5282.74,6518.36,9215.51
4.35,5463.7,2344.12,1398.93,4263.3,5371.57,2558.74,9358.03,9752.54,5284.13,6519.75,9216.9
4.4,5465.09,2345.51,1400.32,4264.71,5372.97,2560.13,9359.42,9753.93,5285.53,6521.14,9218.29
4.45,5466.48,2346.9,1401.71,4266.11,5374.37,2561.51,9360.81,9755.32,5286.92,6522.53,9219.68
4.5,5467.87,2348.29,1403.1,4267.52,5375.76,2562.9,9362.2,9756.71,5288.32,6523.92,9221.07
4.55,5469.26,2349.68,1404.49,4268.93,5377.16,2564.29,9363.59,9758.1,5289.71,6525.31,9222.46
4.6,5470.64,2351.07,1405.88,4270.34,5378.55,2565.68,9364.98,9759.49,5291.1,6526.7,9223.85
4.65,5472.03,2352.46,1407.26,4271.75,5379.95,2567.07,9366.37,9760.88,5292.5,6528.09,9225.24
4.7,5473.42,2353.85,1408.65,4273.16,5381.35,2568.46,9367.76,9762.27,5293.89,6529.49,9226.63
4.75,5474.81,2355.23,1410.04,4274.56,5382.74,2569.85,9369.15,9763.66,5295.29,6530.88,9228.02
4.8,5476.2,2356.62,1411.43,4275.97,5384.14,2571.24,9370.54,9765.05,5296.68,6532.27,9229.41
4.85,5477.59,2358.01,1412.82,4277.38,5385.53,2572.63,9371.93,9766.44,5298.08,6533.66,9230.8
4.9,5478.98,2359.4,1414.21,4278.79,5386.93,2574.01,9373.32,9767.83,5299.47,6535.05,9232.19
4.95,5480.37,2360.79,1415.6,4280.2,5388.33,2575.4,9374.71,9769.21,5300.86,6536.44,9233.58
5,5481.76,2362.18,1416.99,4281.6,5389.72,2576.79,9376.1,9770.6,5302.26,6537.83,9234.97
5.05,5483.14,2363.57,1418.38,4283.01,5391.12,2578.18,9377.49,9771.99,5303.65,6539.22,9236.36
5.1,5484.53,2364.96,1419.76,4284.42,5392.52,2579.57,9378.88,9773.38,5305.05,6540.61,9237.75
5.15,5485.92,2366.35,1421.15,4285.83,5393.91,2580.96,9380.27,9774.77,5306.44,6542,9239.14
5.2,5487.31,2367.74,1422.54,4287.24,5395.31,2582.35,9381.66,9776.16,5307.83,6543.39,9240.53
5.25,5488.7,2369.13,1423.93,4288.65,5396.7,2583.74,9383.05,9777.55,5309.23,6544.78,9241.92
5.3,5490.09,2370.52,1425.32,4290.05,5398.1,2585.13,9384.44,9778.94,5310.62,6546.17,9243.31
5.35,5491.48,2371.9,1426.71,4291.46,5399.5,2586.51,9385.83,9780.33,5312.02,6547.56,9244.7
5.4,5492.87,2373.29,1428.1,4292.87,5400.89,2587.9,9387.22,9781.72,5313.41,6548.95,9246.09
5.45,5494.26,2374.68,1429.49,4294.28,5402.29,2589.29,9388.61,9783.11,5314.81,6550.34,9247.48
5.5,5495.64,2376.07,1430.88,4295.69,5403.68,2590.68,9390,9784.5,5316.2,6551.73,9248.87
5.55,5497.03,2377.46,1432.26,4297.1,5405.08,2592.07,9391.39,9785.89,5317.59,6553.12,9250.26
5.6,5498.42,2378.85,1433.65,4298.5,5406.48,2593.46,9392.78,9787.27,5318.99,6554.51,9251.65
5.65,5499.81,2380.24,1435.04,4299.91,5407.87,2594.85,9394.17,9788.66,5320.38,6555.91,9253.04
5.7,5501.2,2381.63,1436.43,4301.32,5409.27,2596.24,9395.56,9790.05,5321.78,6557.3,9254.43
5.75,5502.59,2383.02,1437.82,4302.73,5410.66,2597.63,9396.95,9791.44,5323.17,6558.69,9255.82
5.8,5503.98,2384.41,1439.21,4304.14,5412.06,2599.01,9398.34,9792.83,5324.57,6560.08,9257.21
5.85,5505.37,2385.8,1440.6,4305.54,5413.46,2600.4,9399.73,9794.22,5325.96,6561.47,9258.6
5.9,5506.76,2387.19,1441.99,4306.95,5414.85,2601.79,9401.12,9795.61,5327.35,6562.86,9259.99
5.95,5508.14,2388.57,1443.38,4308.36,5416.25,2603.18,9402.51,9797,5328.75,6564.25,9261.38
6,5509.53,2389.96,1444.76,4309.77,5417.64,2604.57,9403.9,9798.39,5330.14,6565.64,9262.77
6.05,5510.92,2391.35,1446.15,4311.18,5419.04,2605.96,9405.29,9799.78,5331.54,6567.03,9264.16
6.1,5512.31,2392.74,1447.54,4312.59,5420.44,2607.35,9406.68,9801.17,5332.93,6568.42,9265.55
6.15,5513.7,2394.13,1448.93,4313.99,5421.83,2608.74,9408.07,9802.56,5334.32,6569.81,9266.94
6.2,5515.09,2395.52,1450.32,4315.4,5423.23,2610.13,9409.46,9803.94,5335.72,6571.2,9268.33
6.25,5516.48,2396.91,1451.71,4316.81,5424.63,2611.51,9410.85,9805.33,5337.11,6572.59,9269.72
6.3,5517.87,2398.3,1453.1,4318.22,5426.02,2612.9,9412.24,9806.72,5338.51,6573.98,9271.11
6.35,5519.26,2399.69,1454.49,4319.63,5427.42,2614.29,9413.63,9808.11,5339.9,6575.37,9272.5
6.4,5520.64,2401.08,1455.88,4321.04,5428.81,2615.68,9415.02,9809.5,5341.3,6576.76,9273.89
6.45,5522.03,2402.47,1457.26,4322.44,5430.21,2617.07,9416.41,9810.89,5342.69,6578.15,9275.28
6.5,5523.42,2403.86,1458.65,4323.85,5431.61,2618.46,9417.8,9812.28,5344.08,6579.54,9276.67
6.55,5524.81,2405.24,1460.04,4325.26,5433,2619.85,9419.19,9813.67,5345.48,6580.93,9278.06
6.6,5526.2,2406.63,1461.43,4326.67,5434.4,2621.24,9420.58,9815.06,5346.87,6582.33,9279.45
6.65,5527.59,2408.02,1462.82,4328.08,5435.79,2622.63,9421.97,9816.45,5348.27,6583.72,9280.84
6.7,5528.98,2409.41,1464.21,4329.48,5437.19,2624.01,9423.36,9817.84,5349.66,6585.11,9282.23
6.75,5530.37,2410.8,1465.6,4330.89,5438.59,2625.4,9424.75,9819.23,5351.06,6586.5,9283.62
6.8,5531.76,2412.19,1466.99,4332.3,5439.98,2626.79,9426.14,9820.62,5352.45,6587.89,9285.01
6.85,5533.14,2413.58,1468.38,4333.71,5441.38,2628.18,9427.53,9822,5353.84,6589.28,9286.4
6.9,5534.53,2414.97,1469.76,4335.12,5442.77,2629.57,9428.92,9823.39,5355.24,6590.67,9287.79
6.95,5535.92,2416.36,1471.15,4336.53,5444.17,2630.96,9430.31,9824.78,5356.63,6592.06,9289.18
7,5537.31,2417.75,1472.54,4337.93,5445.57,2632.35,9431.7,9826.17,5358.03,6593.45,9290.57
7.05,5538.7,2419.14,1473.93,4339.34,5446.96,2633.74,9433.09,9827.56,5359.42,6594.84,9291.96
7.1,5540.09,2420.53,1475.32,4340.75,5448.36,2635.13,9434.48,9828.95,5360.81,6596.23,9293.35
7.15,5541.48,2421.91,1476.71,4342.16,5449.75,2636.51,9435.87,9830.34,5362.21,6597.62,9294.74
7.2,5542.87,2423.3,1478.1,4343.57,5451.15,2637.9,9437.26,9831.73,5363.6,6599.01,9296.13
7.25,5544.26,2424.69,1479.49,4344.98,5452.55,2639.29,9438.65,9833.12,5365,6600.4,9297.52
7.3,5545.64,2426.08,1480.88,4346.38,5453.94,2640.68,9440.04,9834.51,5366.39,6601.79,9298.91
7.35,5547.03,2427.47,1482.26,4347.79,5455.34,2642.07,9441.43,9835.9,5367.79,6603.18,9300.3
7.4,5548.42,2428.86,1483.65,4349.2,5456.73,2643.46,9442.82,9837.29,5369.18,6604.57,9301.69
7.45,5549.81,2430.25,1485.04,4350.61,5458.13,2644.85,9444.21,9838.67,5370.57,6605.96,9303.08
7.5,5551.2,2431.64,1486.43,4352.02,5459.53,2646.24,9445.6,9840.06,5371.97,6607.35,9304.47
7.55,5552.59,2433.03,1487.82,4353.42,5460.92,2647.63,9446.99,9841.45,5373.36,6608.75,9305.86
7.6,5553.98,2434.42,1489.21,4354.83,5462.32,2649.01,9448.38,9842.84,5374.76,6610.14,9307.25
7.65,5555.37,2435.81,1490.6,4356.24,5463.72,2650.4,9449.77,9844.23,5376.15,6611.53,9308.64
7.7,5556.76,2437.2,1491.99,4357.65,5465.11,2651.79,9451.16,9845.62,5377.55,6612.92,9310.03
7.75,5558.14,2438.58,1493.38,4359.06,5466.51,2653.18,9452.55,9847.01,5378.94,6614.31,9311.42
7.8,5559.53,2439.97,1494.76,4360.47,5467.9,2654.57,9453.94,9848.4,5380.33,6615.7,9312.81
7.85,5560.92,2441.36,1496.15,4361.87,5469.3,2655.96,9455.33,9849.79,5381.73,6617.09,9314.2
7.9,5562.31,2442.75,1497.54,4363.28,5470.7,2657.35,9456.72,9851.18,5383.12,6618.48,9315.59
7.95,5563.7,2444.14,1498.93,4364.69,5472.09,2658.74,9458.11,9852.57,5384.52,6619.87,9316.98
8,5565.09,2445.53,1500.32,4366.1,5473.49,2660.13,9459.5,9853.96,5385.91,6621.26,9318.37
8.05,5566.48,2446.92,1501.71,4367.51,5474.88,2661.51,9460.89,9855.35,5387.3,6622.65,9319.76
8.1,5567.87,2448.31,1503.1,4368.92,5476.28,2662.9,9462.28,9856.73,5388.7,6624.04,9321.15
8.15,5569.26,2449.7,1504.49,4370.32,5477.68,2664.29,9463.67,9858.12,5390.09,6625.43,9322.54
8.2,5570.64,2451.09,1505.88,4371.73,5479.07,2665.68,9465.06,9859.51,5391.49,6626.82,9323.93
8.25,5572.03,2452.48,1507.26,4373.14,5480.47,2667.07,9466.45,9860.9,5392.88,6628.21,9325.32
8.3,5573.42,2453.87,1508.65,4374.55,5481.86,2668.46,9467.84,9862.29,5394.28,6629.6,9326.71
8.35,5574.81,2455.25,1510.04,4375.96,5483.26,2669.85,9469.23,9863.68,5395.67,6630.99,9328.1
8.4,5576.2,2456.64,1511.43,4377.36,5484.66,2671.24,9470.62,9865.07,5397.06,6632.38,9329.49
8.45,5577.59,2458.03,1512.82,4378.77,5486.05,2672.63,9472.01,9866.46,5398.46,6633.77,9330.88
8.5,5578.98,2459.42,1514.21,4380.18,5487.45,2674.01,9473.4,9867.85,5399.85,6635.17,9332.27
8.55,5580.37,2460.81,1515.6,4381.59,5488.84,2675.4,9474.79,9869.24,5401.25,6636.56,9333.66
8.6,5581.76,2462.2,1516.99,4383,5490.24,2676.79,9476.18,9870.63,5402.64,6637.95,9335.05
8.65,5583.14,2463.59,1518.38,4384.41,5491.64,2678.18,9477.56,9872.02,5404.04,6639.34,9336.44
8.7,5584.53,2464.98,1519.76,4385.81,5493.03,2679.57,9478.95,9873.4,5405.43,6640.73,9337.83
8.75,5585.92,2466.37,1521.15,4387.22,5494.43,2680.96,9480.34,9874.79,5406.82,6642.12,9339.22
8.8,5587.31,2467.76,1522.54,4388.63,5495.83,2682.35,9481.73,9876.18,5408.22,6643.51,9340.61
8.85,5588.7,2469.15,1523.93,4390.04,5497.22,2683.74,9483.12,9877.57,5409.61,6644.9,9342
8.9,5590.09,2470.54,1525.32,4391.45,5498.62,2685.13,9484.51,9878.96,5411.01,6646.29,9343.39
8.95,5591.48,2471.92,1526.71,4392.86,5500.01,2686.51,9485.9,9880.35,5412.4,6647.68,9344.78
9,5592.87,2473.31,1528.1,4394.26,5501.41,2687.9,9487.29,9881.74,5413.79,6649.07,9346.17
9.05,5594.26,2474.7,1529.49,4395.67,5502.81,2689.29,9488.68,9883.13,5415.19,6650.46,9347.56
9.1,5595.64,2476.09,1530.88,4397.08,5504.2,2690.68,9490.07,9884.52,5416.58,6651.85,9348.95
9.15,5597.03,2477.48,1532.26,4398.49,5505.6,2692.07,9491.46,9885.91,5417.98,6653.24,9350.34
9.2,5598.42,2478.87,1533.65,4399.9,5506.99,2693.46,9492.85,9887.3,5419.37,6654.63,9351.73
9.25,5599.81,2480.26,1535.04,4401.31,5508.39,2694.85,9494.24,9888.69,5420.77,6656.02,9353.12
9.3,5601.2,2481.65,1536.43,4402.71,5509.79,2696.24,9495.63,9890.08,5422.16,6657.41,9354.51
9.35,5602.59,2483.04,1537.82,4404.12,5511.18,2697.63,9497.02,9891.46,5423.55,6658.8,9355.9
9.4,5603.98,2484.43,1539.21,4405.53,5512.58,2699.01,9498.41,9892.85,5424.95,6660.19,9357.29
9.45,5605.37,2485.82,1540.6,4406.94,5513.97,2700.4,9499.8,9894.24,5426.34,6661.59,9358.68
9.5,5606.76,2487.21,1541.99,4408.35,5515.37,2701.79,9501.19,9895.63,5427.74,6662.98,9360.07
9.55,5608.14,2488.59,1543.38,4409.75,5516.77,2703.18,9502.58,9897.02,5429.13,6664.37,9361.46
9.6,5609.53,2489.98,1544.76,4411.16,5518.16,2704.57,9503.97,9898.41,5430.53,6665.76,9362.85
9.65,5610.92,2491.37,1546.15,4412.57,5519.56,2705.96,9505.36,9899.8,5431.92,6667.15,9364.24
9.7,5612.31,2492.76,1547.54,4413.98,5520.96,2707.35,9506.75,9901.19,5433.31,6668.54,9365.63
9.75,5613.7,2494.15,1548.93,4415.39,5522.35,2708.74,9508.14,9902.58,5434.71,6669.93,9367.02
9.8,5615.09,2495.54,1550.32,4416.8,5523.75,2710.13,9509.53,9903.97,5436.1,6671.32,9368.41
9.85,5616.48,2496.93,1551.71,4418.2,5525.14,2711.51,9510.92,9905.36,5437.5,6672.71,9369.8
9.9,5617.87,2498.32,1553.1,4419.61,5526.54,2712.9,9512.31,9906.75,5438.89,6674.1,9371.19
9.95,5619.26,2499.71,1554.49,4421.02,5527.94,2714.29,9513.7,9908.14,5440.28,6675.49,9372.58
10,5620.64,2501.1,1555.88,4422.43,5529.33,2715.68,9515.09,9909.52,5441.68,6676.88,9373.97
10.05,5622.03,2502.49,1557.26,4423.84,5530.73,2717.07,9516.48,9910.91,5443.07,6678.27,9375.36
10.1,5623.42,2503.88,1558.65,4425.25,5532.12,2718.46,9517.87,9912.3,5444.47,6679.66,9376.75
10.15,5624.81,2505.26,1560.04,4426.65,5533.52,2719.85,9519.26,9913.69,5445.86,6681.05,9378.14
10.2,5626.2,2506.65,1561.43,4428.06,5534.92,2721.24,9520.65,9915.08,5447.26,6682.44,9379.53
10.25,5627.59,2508.04,1562.82,4429.47,5536.31,2722.63,9522.04,9916.47,5448.65,6683.83,9380.92
10.3,5628.98,2509.43,1564.21,4430.88,5537.71,2724.01,9523.43,9917.86,5450.04,6685.22,9382.31
10.35,5630.37,2510.82,1565.6,4432.29,5539.1,2725.4,9524.82,9919.25,5451.44,6686.61,9383.7
10.4,5631.76,2512.21,1566.99,4433.7,5540.5,2726.79,9526.21,9920.64,5452.83,6688.01,9385.09
10.45,5633.14,2513.6,1568.38,4435.1,5541.9,2728.18,9527.6,9922.03,5454.23,6689.4,9386.48
10.5,5634.53,2514.99,1569.76,4436.51,5543.29,2729.57,9528.99,9923.42,5455.62,6690.79,9387.87
10.55,5635.92,2516.38,1571.15,4437.92,5544.69,2730.96,9530.38,9924.81,5457.01,6692.18,9389.26
10.6,5637.31,2517.77,1572.54,4439.33,5546.08,2732.35,9531.77,9926.19,5458.41,6693.57,9390.65
10.65,5638.7,2519.16,1573.93,4440.74,5547.48,2733.74,9533.16,9927.58,5459.8,6694.96,9392.04
10.7,5640.09,2520.55,1575.32,4442.14,5548.88,2735.13,9534.55,9928.97,5461.2,6696.35,9393.43
10.75,5641.48,2521.93,1576.71,4443.55,5550.27,2736.51,9535.94,9930.36,5462.59,6697.74,9394.82
10.8,5642.87,2523.32,1578.1,4444.96,5551.67,2737.9,9537.33,9931.75,5463.99,6699.13,9396.21
10.85,5644.26,2524.71,1579.49,4446.37,5553.07,2739.29,9538.72,9933.14,5465.38,6700.52,9397.6
10.9,5645.64,2526.1,1580.88,4447.78,5554.46,2740.68,9540.11,9934.53,5466.77,6701.91,9398.99
10.95,5647.03,2527.49,1582.26,4449.19,5555.86,2742.07,9541.5,9935.92,5468.17,6703.3,9400.38
11,5648.42,2528.88,1583.65,4450.59,5557.25,2743.46,9542.89,9937.31,5469.56,6704.69,9401.77
11.05,5649.81,2530.27,1585.04,4452,5558.65,2744.85,9544.28,9938.7,5470.96,6706.08,9403.16
11.1,5651.2,2531.66,1586.43,4453.41,5560.05,2746.24,9545.67,9940.09,5472.35,6707.47,9404.55
11.15,5652.59,2533.05,1587.82,4454.82,5561.44,2747.63,9547.06,9941.48,5473.75,6708.86,9405.94
11.2,5653.98,2534.44,1589.21,4456.23,5562.84,2749.01,9548.45,9942.87,5475.14,6710.25,9407.33
11.25,5655.37,2535.83,1590.6,4457.64,5564.23,2750.4,9549.84,9944.25,5476.53,6711.64,9408.72
11.3,5656.76,2537.22,1591.99,4459.04,5565.63,2751.79,9551.23,9945.64,5477.93,6713.03,9410.11
11.35,5658.14,2538.6,1593.38,4460.45,5567.03,2753.18,9552.62,9947.03,5479.32,6714.42,9411.5
11.4,5659.53,2539.99,1594.76,4461.86,5568.42,2754.57,9554.01,9948.42,5480.72,6715.82,9412.89
11.45,5660.92,2541.38,1596.15,4463.27,5569.82,2755.96,9555.4,9949.81,5482.11,6717.21,9414.28
11.5,5662.31,2542.77,1597.54,4464.68,5571.21,2757.35,9556.79,9951.2,5483.5,6718.6,9415.67
11.55,5663.7,2544.16,1598.93,4466.09,5572.61,2758.74,9558.18,9952.59,5484.9,6719.99,9417.06
11.6,5665.09,2545.55,1600.32,4467.49,5574.01,2760.13,9559.57,9953.98,5486.29,6721.38,9418.45
11.65,5666.48,2546.94,1601.71,4468.9,5575.4,2761.51,9560.96,9955.37,5487.69,6722.77,9419.84
11.7,5667.87,2548.33,1603.1,4470.31,5576.8,2762.9,9562.35,9956.76,5489.08,6724.16,9421.23
11.75,5669.26,2549.72,1604.49,4471.72,5578.19,2764.29,9563.74,9958.15,5490.48,6725.55,9422.62
11.8,5670.64,2551.11,1605.88,4473.13,5579.59,2765.68,9565.13,9959.54,5491.87,6726.94,9424.01
