time,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,N11,N12,N13,N14,N15
1.25,6697.48,4692.13,2585.05,8335.72,9393.24,199.586,4616.57,1472.79,5684.77,3575.96,6746.87,8395.96,319.204,2093.07,9685.43
1.3,6698.87,4693.52,2586.43,8337.15,9394.63,200.976,4617.97,1474.18,5686.16,3577.37,6748.26,8397.36,320.593,2094.47,9686.82
1.35,6700.27,4694.92,2587.82,8338.59,9396.02,202.366,4619.36,1475.58,5687.55,3578.79,6749.65,8398.76,321.982,2095.87,9688.21
1.4,6701.66,4696.31,2589.21,8340.02,9397.41,203.756,4620.75,1476.97,5688.94,3580.2,6751.04,8400.16,323.371,2097.27,9689.6
1.45,6703.06,4697.7,2590.6,8341.45,9398.8,205.146,4622.15,1478.36,5690.33,3581.61,6752.43,8401.55,324.76,2098.68,9690.99
1.5,6704.45,4699.1,2591.99,8342.89,9400.19,206.535,4623.54,1479.75,5691.72,3583.02,6753.81,8402.95,326.149,2100.08,9692.38
1.55,6705.84,4700.49,2593.38,8344.32,9401.58,207.925,4624.94,1481.14,5693.11,3584.43,6755.2,8404.35,327.538,2101.48,9693.77
1.6,6707.24,4701.88,2594.77,8345.76,9402.97,209.315,4626.33,1482.53,5694.5,3585.84,6756.59,8405.75,328.926,2102.89,9695.16
1.65,6708.63,4703.27,2596.16,8347.19,9404.36,210.705,4627.72,1483.92,5695.89,3587.25,6757.98,8407.15,330.315,2104.29,9696.55
1.7,6710.03,4704.67,2597.55,8348.62,9405.75,212.095,4629.12,1485.32,5697.27,3588.66,6759.37,8408.54,331.704,2105.69,9697.94
1.75,6711.42,4706.06,2598.93,8350.06,9407.14,213.485,4630.51,1486.71,5698.66,3590.07,6760.76,8409.94,333.093,2107.09,9699.33
1.8,6712.82,4707.45,2600.32,8351.49,9408.53,214.875,4631.91,1488.1,5700.05,3591.49,6762.15,8411.34,334.482,2108.5,9700.72
1.85,6714.21,4708.85,2601.71,8352.93,9409.92,216.264,4633.3,1489.49,5701.44,3592.9,6763.54,8412.74,335.871,2109.9,9702.11
1.9,6715.6,4710.24,2603.1,8354.36,9411.31,217.654,4634.69,1490.88,5702.83,3594.31,6764.93,8414.13,337.26,2111.3,9703.5
1.95,6717,4711.63,2604.49,8355.8,9412.7,219.044,4636.09,1492.27,5704.22,3595.72,6766.31,8415.53,338.649,2112.7,9704.89
2,6718.39,4713.02,2605.88,8357.23,9414.09,220.434,4637.48,1493.67,5705.61,3597.13,6767.7,8416.93,340.038,2114.11,9706.28
2.05,6719.79,4714.42,2607.27,8358.66,9415.48,221.824,4638.88,1495.06,5707,3598.54,6769.09,8418.33,341.426,2115.51,9707.67
2.1,6721.18,4715.81,2608.66,8360.1,9416.87,223.214,4640.27,1496.45,5708.39,3599.95,6770.48,8419.73,342.815,2116.91,9709.06
2.15,6722.58,4717.2,2610.05,8361.53,9418.26,224.604,4641.66,1497.84,5709.77,3601.36,6771.87,8421.12,344.204,2118.31,9710.45
2.2,6723.97,4718.6,2611.43,8362.97,9419.65,225.993,4643.06,1499.23,5711.16,3602.77,6773.26,8422.52,345.593,2119.72,9711.84
2.25,6725.37,4719.99,2612.82,8364.4,9421.04,227.383,4644.45,1500.62,5712.55,3604.19,6774.65,8423.92,346.982,2121.12,9713.23
2.3,6726.76,4721.38,2614.21,8365.83,9422.43,228.773,4645.85,1502.01,5713.94,3605.6,6776.04,8425.32,348.371,2122.52,9714.62
2.35,6728.15,4722.77,2615.6,8367.27,9423.82,230.163,4647.24,1503.41,5715.33,3607.01,6777.43,8426.72,349.76,2123.92,9716.01
2.4,6729.55,4724.17,2616.99,8368.7,9425.21,231.553,4648.63,1504.8,5716.72,3608.42,6778.81,8428.11,351.149,2125.33,9717.4
2.45,6730.94,4725.56,2618.38,8370.14,9426.6,232.943,4650.03,1506.19,5718.11,3609.83,6780.2,8429.51,352.538,2126.73,9718.79
2.5,6732.34,4726.95,2619.77,8371.57,9427.99,234.333,4651.42,1507.58,5719.5,3611.24,6781.59,8430.91,353.926,2128.13,9720.18
2.55,6733.73,4728.34,2621.16,8373.01,9429.38,235.722,4652.82,1508.97,5720.89,3612.65,6782.98,8432.31,355.315,2129.53,9721.57
2.6,6735.13,4729.74,2622.55,8374.44,9430.77,237.112,4654.21,1510.36,5722.27,3614.06,6784.37,8433.7,356.704,2130.94,9722.96
2.65,6736.52,4731.13,2623.93,8375.87,9432.16,238.502,4655.6,1511.75,5723.66,3615.47,6785.76,8435.1,358.093,2132.34,9724.35
2.7,6737.91,4732.52,2625.32,8377.31,9433.55,239.892,4657,1513.15,5725.05,3616.89,6787.15,8436.5,359.482,2133.74,9725.74
2.75,6739.31,4733.92,2626.71,8378.74,9434.94,241.282,4658.39,1514.54,5726.44,3618.3,6788.54,8437.9,360.871,2135.14,9727.13
2.8,6740.7,4735.31,2628.1,8380.18,9436.33,242.672,4659.79,1515.93,5727.83,3619.71,6789.93,8439.3,362.26,2136.55,9728.52
2.85,6742.1,4736.7,2629.49,8381.61,9437.72,244.062,4661.18,1517.32,5729.22,3621.12,6791.31,8440.69,363.649,2137.95,9729.91
2.9,6743.49,4738.09,2630.88,8383.04,9439.11,245.452,4662.57,1518.71,5730.61,3622.53,6792.7,8442.09,365.038,2139.35,9731.3
2.95,6744.89,4739.49,2632.27,8384.48,9440.5,246.841,4663.97,1520.1,5732,3623.94,6794.09,8443.49,366.426,2140.76,9732.69
3,6746.28,4740.88,2633.66,8385.91,9441.89,248.231,4665.36,1521.5,5733.39,3625.35,6795.48,8444.89,367.815,2142.16,9734.08
3.05,6747.67,4742.27,2635.05,8387.35,9443.28,249.621,4666.76,1522.89,5734.77,3626.76,6796.87,8446.29,369.204,2143.56,9735.47
3.1,6749.07,4743.67,2636.43,8388.78,9444.67,251.011,4668.15,1524.28,5736.16,3628.17,6798.26,8447.68,370.593,2144.96,9736.86
3.15,6750.46,4745.06,2637.82,8390.22,9446.06,252.401,4669.54,1525.67,5737.55,3629.59,6799.65,8449.08,371.982,2146.37,9738.25
3.2,6751.86,4746.45,2639.21,8391.65,9447.45,253.791,4670.94,1527.06,5738.94,3631,6801.04,8450.48,373.371,2147.77,9739.64
3.25,6753.25,4747.84,2640.6,8393.08,9448.84,255.181,4672.33,1528.45,5740.33,3632.41,6802.43,8451.88,374.76,2149.17,9741.03
3.3,6754.65,4749.24,2641.99,8394.52,9450.23,256.57,4673.73,1529.84,5741.72,3633.82,6803.81,8453.28,376.149,2150.57,9742.42
3.35,6756.04,4750.63,2643.38,8395.95,9451.63,257.96,4675.12,1531.24,5743.11,3635.23,6805.2,8454.67,377.538,2151.98,9743.81
3.4,6757.43,4752.02,2644.77,8397.39,9453.02,259.35,4676.51,1532.63,5744.5,3636.64,6806.59,8456.07,378.927,2153.38,9745.2
3.45,6758.83,4753.42,2646.16,8398.82,9454.41,260.74,4677.91,1534.02,5745.89,3638.05,6807.98,8457.47,380.315,2154.78,9746.59
3.5,6760.22,4754.81,2647.55,8400.25,9455.8,262.13,4679.3,1535.41,5747.27,3639.46,6809.37,8458.87,381.704,2156.18,9747.98
3.55,6761.62,4756.2,2648.93,8401.69,9457.19,263.52,4680.7,1536.8,5748.66,3640.87,6810.76,8460.26,383.093,2157.59,9749.37
3.6,6763.01,4757.59,2650.32,8403.12,9458.58,264.91,4682.09,1538.19,5750.05,3642.29,6812.15,8461.66,384.482,2158.99,9750.76
3.65,6764.41,4758.99,2651.71,8404.56,9459.97,266.3,4683.48,1539.58,5751.44,3643.7,6813.54,8463.06,385.871,2160.39,9752.15
3.7,6765.8,4760.38,2653.1,8405.99,9461.36,267.689,4684.88,1540.98,5752.83,3645.11,6814.93,8464.46,387.26,2161.79,9753.54
3.75,6767.2,4761.77,2654.49,8407.43,9462.75,269.079,4686.27,1542.37,5754.22,3646.52,6816.31,8465.86,388.649,2163.2,9754.93
3.8,6768.59,4763.16,2655.88,8408.86,9464.14,270.469,4687.66,1543.76,5755.61,3647.93,6817.7,8467.25,390.038,2164.6,9756.32
3.85,6769.98,4764.56,2657.27,8410.29,9465.53,271.859,4689.06,1545.15,5757,3649.34,6819.09,8468.65,391.427,2166,9757.71
3.9,6771.38,4765.95,2658.66,8411.73,9466.92,273.249,4690.45,1546.54,5758.39,3650.75,6820.48,8470.05,392.815,2167.4,9759.1
3.95,6772.77,4767.34,2660.05,8413.16,9468.31,274.639,4691.85,1547.93,5759.77,3652.16,6821.87,8471.45,394.204,2168.81,9760.49
4,6774.17,4768.74,2661.43,8414.6,9469.7,276.029,4693.24,1549.33,5761.16,3653.57,6823.26,8472.85,395.593,2170.21,9761.88
4.05,6775.56,4770.13,2662.82,8416.03,9471.09,277.418,4694.63,1550.72,5762.55,3654.99,6824.65,8474.24,396.982,2171.61,9763.27
4.1,6776.96,4771.52,2664.21,8417.46,9472.48,278.808,4696.03,1552.11,5763.94,3656.4,6826.04,8475.64,398.371,2173.02,9764.66
4.15,6778.35,4772.91,2665.6,8418.9,9473.87,280.198,4697.42,1553.5,5765.33,3657.81,6827.43,8477.04,399.76,2174.42,9766.05
4.2,6779.74,4774.31,2666.99,8420.33,9475.26,281.588,4698.82,1554.89,5766.72,3659.22,6828.81,8478.44,401.149,2175.82,9767.44
4.25,6781.14,4775.7,2668.38,8421.77,9476.65,282.978,4700.21,1556.28,5768.11,3660.63,6830.2,8479.83,402.538,2177.22,9768.83
4.3,6782.53,4777.09,2669.77,8423.2,9478.04,284.368,4701.6,1557.67,5769.5,3662.04,6831.59,8481.23,403.927,2178.63,9770.22
4.35,6783.93,4778.49,2671.16,8424.64,9479.43,285.758,4703,1559.07,5770.89,3663.45,6832.98,8482.63,405.315,2180.03,9771.61
4.4,6785.32,4779.88,2672.55,8426.07,9480.82,287.148,4704.39,1560.46,5772.27,3664.86,6834.37,8484.03,406.704,2181.43,9773
4.45,6786.72,4781.27,2673.93,8427.5,9482.21,288.537,4705.79,1561.85,5773.66,3666.27,6835.76,8485.43,408.093,2182.83,9774.39
4.5,6788.11,4782.66,2675.32,8428.94,9483.6,289.927,4707.18,1563.24,5775.05,3667.69,6837.15,8486.82,409.482,2184.24,9775.78
4.55,6789.5,4784.06,2676.71,8430.37,9484.99,291.317,4708.57,1564.63,5776.44,3669.1,6838.54,8488.22,410.871,2185.64,9777.17
4.6,6790.9,4785.45,2678.1,8431.81,9486.38,292.707,4709.97,1566.02,5777.83,3670.51,6839.93,8489.62,412.26,2187.04,9778.56
4.65,6792.29,4786.84,2679.49,8433.24,9487.77,294.097,4711.36,1567.41,5779.22,3671.92,6841.31,8491.02,413.649,2188.44,9779.95
4.7,6793.69,4788.24,2680.88,8434.67,9489.16,295.487,4712.76,1568.81,5780.61,3673.33,6842.7,8492.42,415.038,2189.85,9781.34
4.75,6795.08,4789.63,2682.27,8436.11,9490.55,296.877,4714.15,1570.2,5782,3674.74,6844.09,8493.81,416.427,2191.25,9782.73
4.8,6796.48,4791.02,2683.66,8437.54,9491.94,298.267,4715.54,1571.59,5783.39,3676.15,6845.48,8495.21,417.815,2192.65,9784.12
4.85,6797.87,4792.41,2685.05,8438.98,9493.33,299.656,4716.94,1572.98,5784.77,3677.56,6846.87,8496.61,419.204,2194.05,9785.51
4.9,6799.26,4793.81,2686.43,8440.41,9494.72,301.046,4718.33,1574.37,5786.16,3678.97,6848.26,8498.01,420.593,2195.46,9786.9
4.95,6800.66,4795.2,2687.82,8441.85,9496.11,302.436,4719.73,1575.76,5787.55,3680.39,6849.65,8499.4,421.982,2196.86,9788.29
5,6802.05,4796.59,2689.21,8443.28,9497.5,303.826,4721.12,1577.16,5788.94,3681.8,6851.04,8500.8,423.371,2198.26,9789.68
5.05,6803.45,4797.98,2690.6,8444.71,9498.89,305.216,4722.51,1578.55,5790.33,3683.21,6852.43,8502.2,424.76,2199.66,9791.07
5.1,6804.84,4799.38,2691.99,8446.15,9500.28,306.606,4723.91,1579.94,5791.72,3684.62,6853.81,8503.6,426.149,2201.07,9792.46
5.15,6806.24,4800.77,2693.38,8447.58,9501.67,307.996,4725.3,1581.33,5793.11,3686.03,6855.2,8505,427.538,2202.47,9793.85
5.2,6807.63,4802.16,2694.77,8449.02,9503.06,309.386,4726.7,1582.72,5794.5,3687.44,6856.59,8506.39,428.927,2203.87,9795.24
5.25,6809.02,4803.56,2696.16,8450.45,9504.45,310.775,4728.09,1584.11,5795.89,3688.85,6857.98,8507.79,430.315,2205.28,9796.63
5.3,6810.42,4804.95,2697.55,8451.89,9505.84,312.165,4729.48,1585.5,5797.27,3690.26,6859.37,8509.19,431.704,2206.68,9798.02
5.35,6811.81,4806.34,2698.93,8453.32,9507.23,313.555,4730.88,1586.9,5798.66,3691.67,6860.76,8510.59,433.093,2208.08,9799.41
5.4,6813.21,4807.73,2700.32,8454.75,9508.62,314.945,4732.27,1588.29,5800.05,3693.09,6862.15,8511.99,434.482,2209.48,9800.8
5.45,6814.6,4809.13,2701.71,8456.19,9510.01,316.335,4733.67,1589.68,5801.44,3694.5,6863.54,8513.38,435.871,2210.89,9802.19
5.5,6816,4810.52,2703.1,8457.62,9511.4,317.725,4735.06,1591.07,5802.83,3695.91,6864.93,8514.78,437.26,2212.29,9803.58
5.55,6817.39,4811.91,2704.49,8459.06,9512.79,319.115,4736.45,1592.46,5804.22,3697.32,6866.31,8516.18,438.649,2213.69,9804.97
5.6,6818.78,4813.31,2705.88,8460.49,9514.18,320.505,4737.85,1593.85,5805.61,3698.73,6867.7,8517.58,440.038,2215.09,9806.36
5.65,6820.18,4814.7,2707.27,8461.92,9515.57,321.894,4739.24,1595.24,5807,3700.14,6869.09,8518.97,441.427,2216.5,9807.75
5.7,6821.57,4816.09,2708.66,8463.36,9516.96,323.284,4740.64,1596.64,5808.39,3701.55,6870.48,8520.37,442.815,2217.9,9809.14
5.75,6822.97,4817.48,2710.05,8464.79,9518.35,324.674,4742.03,1598.03,5809.77,3702.96,6871.87,8521.77,444.204,2219.3,9810.53
5.8,6824.36,4818.88,2711.43,8466.23,9519.74,326.064,4743.42,1599.42,5811.16,3704.37,6873.26,8523.17,445.593,2220.7,9811.92
5.85,6825.76,4820.27,2712.82,8467.66,9521.13,327.454,4744.82,1600.81,5812.55,3705.79,6874.65,8524.57,446.982,2222.11,9813.31
5.9,6827.15,4821.66,2714.21,8469.1,9522.52,328.844,4746.21,1602.2,5813.94,3707.2,6876.04,8525.96,448.371,2223.51,9814.7
5.95,6828.54,4823.06,2715.6,8470.53,9523.91,330.234,4747.61,1603.59,5815.33,3708.61,6877.43,8527.36,449.76,2224.91,9816.09
6,6829.94,4824.45,2716.99,8471.96,9525.3,331.624,4749,1604.98,5816.72,3710.02,6878.81,8528.76,451.149,2226.31,9817.48
6.05,6831.33,4825.84,2718.38,8473.4,9526.69,333.013,4750.39,1606.38,5818.11,3711.43,6880.2,8530.16,452.538,2227.72,9818.87
6.1,6832.73,4827.23,2719.77,8474.83,9528.09,334.403,4751.79,1607.77,5819.5,3712.84,6881.59,8531.56,453.927,2229.12,9820.26
6.15,6834.12,4828.63,2721.16,8476.27,9529.48,335.793,4753.18,1609.16,5820.89,3714.25,6882.98,8532.95,455.315,2230.52,9821.65
6.2,6835.52,4830.02,2722.55,8477.7,9530.87,337.183,4754.57,1610.55,5822.27,3715.66,6884.37,8534.35,456.704,2231.93,9823.04
6.25,6836.91,4831.41,2723.93,8479.14,9532.26,338.573,4755.97,1611.94,5823.66,3717.08,6885.76,8535.75,458.093,2233.33,9824.43
6.3,6838.31,4832.8,2725.32,8480.57,9533.65,339.963,4757.36,1613.33,5825.05,3718.49,6887.15,8537.15,459.482,2234.73,9825.82
6.35,6839.7,4834.2,2726.71,8482,9535.04,341.353,4758.76,1614.73,5826.44,3719.9,6888.54,8538.55,460.871,2236.13,9827.21
6.4,6841.09,4835.59,2728.1,8483.44,9536.43,342.743,4760.15,1616.12,5827.83,3721.31,6889.93,8539.94,462.26,2237.54,9828.6
6.45,6842.49,4836.98,2729.49,8484.87,9537.82,344.132,4761.54,1617.51,5829.22,3722.72,6891.31,8541.34,463.649,2238.94,9829.99
6.5,6843.88,4838.38,2730.88,8486.31,9539.21,345.522,4762.94,1618.9,5830.61,3724.13,6892.7,8542.74,465.038,2240.34,9831.38
6.55,6845.28,4839.77,2732.27,8487.74,9540.6,346.912,4764.33,1620.29,5832,3725.54,6894.09,8544.14,466.427,2241.74,9832.77
6.6,6846.67,4841.16,2733.66,8489.17,9541.99,348.302,4765.73,1621.68,5833.39,3726.95,6895.48,8545.53,467.815,2243.15,9834.16
6.65,6848.07,4842.55,2735.05,8490.61,9543.38,349.692,4767.12,1623.07,5834.77,3728.36,6896.87,8546.93,469.204,2244.55,9835.55
6.7,6849.46,4843.95,2736.43,8492.04,9544.77,351.082,4768.51,1624.47,5836.16,3729.78,6898.26,8548.33,470.593,2245.95,9836.94
6.75,6850.85,4845.34,2737.82,8493.48,9546.16,352.472,4769.91,1625.86,5837.55,3731.19,6899.65,8549.73,471.982,2247.35,9838.33
6.8,6852.25,4846.73,2739.21,8494.91,9547.55,353.862,4771.3,1627.25,5838.94,3732.6,6901.04,8551.13,473.371,2248.76,9839.72
6.85,6853.64,4848.13,2740.6,8496.35,9548.94,355.251,4772.7,1628.64,5840.33,3734.01,6902.43,8552.52,474.76,2250.16,9841.11
6.9,6855.04,4849.52,2741.99,8497.78,9550.33,356.641,4774.09,1630.03,5841.72,3735.42,6903.81,8553.92,476.149,2251.56,9842.5
6.95,6856.43,4850.91,2743.38,8499.21,9551.72,358.031,4775.48,1631.42,5843.11,3736.83,6905.2,8555.32,477.538,2252.96,9843.89
7,6857.83,4852.3,2744.77,8500.65,9553.11,359.421,4776.88,1632.81,5844.5,3738.24,6906.59,8556.72,478.927,2254.37,9845.28
7.05,6859.22,4853.7,2746.16,8502.08,9554.5,360.811,4778.27,1634.21,5845.89,3739.65,6907.98,8558.12,480.315,2255.77,9846.67
7.1,6860.61,4855.09,2747.55,8503.52,9555.89,362.201,4779.67,1635.6,5847.27,3741.06,6909.37,8559.51,481.704,2257.17,9848.06
7.15,6862.01,4856.48,2748.93,8504.95,9557.28,363.591,4781.06,1636.99,5848.66,3742.48,6910.76,8560.91,483.093,2258.58,9849.45
7.2,6863.4,4857.88,2750.32,8506.39,9558.67,364.981,4782.45,1638.38,5850.05,3743.89,6912.15,8562.31,484.482,2259.98,9850.84
7.25,6864.8,4859.27,2751.71,8507.82,9560.06,366.37,4783.85,1639.77,5851.44,3745.3,6913.54,8563.71,485.871,2261.38,9852.23
7.3,6866.19,4860.66,2753.1,8509.25,9561.45,367.76,4785.24,1641.16,5852.83,3746.71,6914.93,8565.1,487.26,2262.78,9853.62
7.35,6867.59,4862.05,2754.49,8510.69,9562.84,369.15,4786.64,1642.56,5854.22,3748.12,6916.31,8566.5,488.649,2264.19,9855.01
7.4,6868.98,4863.45,2755.88,8512.12,9564.23,370.54,4788.03,1643.95,5855.61,3749.53,6917.7,8567.9,490.038,2265.59,9856.4
7.45,6870.37,4864.84,2757.27,8513.56,9565.62,371.93,4789.42,1645.34,5857,3750.94,6919.09,8569.3,491.427,2266.99,9857.79
7.5,6871.77,4866.23,2758.66,8514.99,9567.01,373.32,4790.82,1646.73,5858.39,3752.35,6920.48,8570.7,492.815,2268.39,9859.18
7.55,6873.16,4867.63,2760.05,8516.43,9568.4,374.71,4792.21,1648.12,5859.77,3753.76,6921.87,8572.09,494.204,2269.8,9860.57
7.6,6874.56,4869.02,2761.43,8517.86,9569.79,376.1,4793.61,1649.51,5861.16,3755.18,6923.26,8573.49,495.593,2271.2,9861.96
7.65,6875.95,4870.41,2762.82,8519.29,9571.18,377.49,4795,1650.9,5862.55,3756.59,6924.65,8574.89,496.982,2272.6,9863.35
7.7,6877.35,4871.8,2764.21,8520.73,9572.57,378.879,4796.39,1652.3,5863.94,3758,6926.04,8576.29,498.371,2274,9864.74
7.75,6878.74,4873.2,2765.6,8522.16,9573.96,380.269,4797.79,1653.69,5865.33,3759.41,6927.43,8577.69,499.76,2275.41,9866.13
7.8,6880.13,4874.59,2766.99,8523.6,9575.35,381.659,4799.18,1655.08,5866.72,3760.82,6928.81,8579.08,501.149,2276.81,9867.52
7.85,6881.53,4875.98,2768.38,8525.03,9576.74,383.049,4800.58,1656.47,5868.11,3762.23,6930.2,8580.48,502.538,2278.21,9868.91
7.9,6882.92,4877.37,2769.77,8526.46,9578.13,384.439,4801.97,1657.86,5869.5,3763.64,6931.59,8581.88,503.927,2279.61,9870.3
7.95,6884.32,4878.77,2771.16,8527.9,9579.52,385.829,4803.36,1659.25,5870.89,3765.05,6932.98,8583.28,505.315,2281.02,9871.69
8,6885.71,4880.16,2772.55,8529.33,9580.91,387.219,4804.76,1660.64,5872.27,3766.47,6934.37,8584.68,506.704,2282.42,9873.08
8.05,6887.11,4881.55,2773.93,8530.77,9582.3,388.609,4806.15,1662.04,5873.66,3767.88,6935.76,8586.07,508.093,2283.82,9874.47
8.1,6888.5,4882.95,2775.32,8532.2,9583.69,389.998,4807.55,1663.43,5875.05,3769.29,6937.15,8587.47,509.482,2285.23,9875.86
8.15,6889.89,4884.34,2776.71,8533.64,9585.08,391.388,4808.94,1664.82,5876.44,3770.7,6938.54,8588.87,510.871,2286.63,9877.25
8.2,6891.29,4885.73,2778.1,8535.07,9586.47,392.778,4810.33,1666.21,5877.83,3772.11,6939.93,8590.27,512.26,2288.03,9878.64
8.25,6892.68,4887.12,2779.49,8536.5,9587.86,394.168,4811.73,1667.6,5879.22,3773.52,6941.31,8591.66,513.649,2289.43,9880.03
8.3,6894.08,4888.52,2780.88,8537.94,9589.25,395.558,4813.12,1668.99,5880.61,3774.93,6942.7,8593.06,515.038,2290.84,9881.42
8.35,6895.47,4889.91,2782.27,8539.37,9590.64,396.948,4814.51,1670.39,5882,3776.34,6944.09,8594.46,516.427,2292.24,9882.81
8.4,6896.87,4891.3,2783.66,8540.81,9592.03,398.338,4815.91,1671.78,5883.39,3777.75,6945.48,8595.86,517.815,2293.64,9884.2
8.45,6898.26,4892.7,2785.05,8542.24,9593.42,399.728,4817.3,1673.17,5884.77,3779.17,6946.87,8597.26,519.204,2295.04,9885.59
8.5,6899.65,4894.09,2786.43,8543.68,9594.81,401.118,4818.7,1674.56,5886.16,3780.58,6948.26,8598.65,520.593,2296.45,9886.98
8.55,6901.05,4895.48,2787.82,8545.11,9596.2,402.507,4820.09,1675.95,5887.55,3781.99,6949.65,8600.05,521.982,2297.85,9888.37
8.6,6902.44,4896.87,2789.21,8546.54,9597.59,403.897,4821.48,1677.34,5888.94,3783.4,6951.04,8601.45,523.371,2299.25,9889.76
8.65,6903.84,4898.27,2790.6,8547.98,9598.98,405.287,4822.88,1678.73,5890.33,3784.81,6952.43,8602.85,524.76,2300.65,9891.15
8.7,6905.23,4899.66,2791.99,8549.41,9600.38,406.677,4824.27,1680.13,5891.72,3786.22,6953.81,8604.25,526.149,2302.06,9892.54
8.75,6906.63,4901.05,2793.38,8550.85,9601.77,408.067,4825.67,1681.52,5893.11,3787.63,6955.2,8605.64,527.538,2303.46,9893.93
8.8,6908.02,4902.45,2794.77,8552.28,9603.16,409.457,4827.06,1682.91,5894.5,3789.04,6956.59,8607.04,528.927,2304.86,9895.32
8.85,6909.41,4903.84,2796.16,8553.72,9604.55,410.847,4828.45,1684.3,5895.89,3790.46,6957.98,8608.44,530.315,2306.26,9896.71
8.9,6910.81,4905.23,2797.55,8555.15,9605.94,412.237,4829.85,1685.69,5897.27,3791.87,6959.37,8609.84,531.704,2307.67,9898.1
8.95,6912.2,4906.62,2798.93,8556.58,9607.33,413.627,4831.24,1687.08,5898.66,3793.28,6960.76,8611.23,533.093,2309.07,9899.49
9,6913.6,4908.02,2800.32,8558.02,9608.72,415.016,4832.64,1688.47,5900.05,3794.69,6962.15,8612.63,534.482,2310.47,9900.88
