time,N1,N2,N3,N4,N5
2.95,2899.34,6714.01,1741.48,2595,9186.09
3,2900.72,6715.4,1742.87,2596.39,9187.48
3.05,2902.11,6716.79,1744.26,2597.77,9188.87
3.1,2903.5,6718.18,1745.65,2599.16,9190.26
3.15,2904.89,6719.58,1747.04,2600.55,9191.65
3.2,2906.28,6720.97,1748.43,2601.94,9193.04
3.25,2907.67,6722.36,1749.82,2603.32,9194.44
3.3,2909.06,6723.75,1751.21,2604.71,9195.83
3.35,2910.45,6725.14,1752.6,2606.1,9197.22
3.4,2911.84,6726.53,1753.99,2607.49,9198.61
3.45,2913.22,6727.92,1755.38,2608.88,9200
3.5,2914.61,6729.32,1756.77,2610.26,9201.39
3.55,2916,6730.71,1758.16,2611.65,9202.78
3.6,2917.39,6732.1,1759.55,2613.04,9204.17
3.65,2918.78,6733.49,1760.94,2614.43,9205.56
3.7,2920.17,6734.88,1762.33,2615.82,9206.96
3.75,2921.56,6736.27,1763.72,2617.2,9208.35
3.8,2922.95,6737.66,1765.11,2618.59,9209.74
3.85,2924.34,6739.06,1766.5,2619.98,9211.13
3.9,2925.72,6740.45,1767.89,2621.37,9212.52
3.95,2927.11,6741.84,1769.28,2622.76,9213.91
4,2928.5,6743.23,1770.67,2624.14,9215.3
4.05,2929.89,6744.62,1772.05,2625.53,9216.69
4.1,2931.28,6746.01,1773.44,2626.92,9218.08
4.15,2932.67,6747.4,1774.83,2628.31,9219.48
4.2,2934.06,6748.8,1776.22,2629.7,9220.87
4.25,2935.45,6750.19,1777.61,2631.08,9222.26
4.3,2936.84,6751.58,1779,2632.47,9223.65
4.35,2938.22,6752.97,1780.39,2633.86,9225.04
4.4,2939.61,6754.36,1781.78,2635.25,9226.43
4.45,2941,6755.75,1783.17,2636.63,9227.82
4.5,2942.39,6757.14,1784.56,2638.02,9229.21
4.55,2943.78,6758.54,1785.95,2639.41,9230.6
4.6,2945.17,6759.93,1787.34,2640.8,9232
4.65,2946.56,6761.32,1788.73,2642.19,9233.39
4.7,2947.95,6762.71,1790.12,2643.57,9234.78
4.75,2949.34,6764.1,1791.51,2644.96,9236.17
4.8,2950.72,6765.49,1792.9,2646.35,9237.56
4.85,2952.11,6766.88,1794.29,2647.74,9238.95
4.9,2953.5,6768.28,1795.68,2649.13,9240.34
4.95,2954.89,6769.67,1797.07,2650.51,9241.73
5,2956.28,6771.06,1798.46,2651.9,9243.12
5.05,2957.67,6772.45,1799.85,2653.29,9244.52
5.1,2959.06,6773.84,1801.24,2654.68,9245.91
5.15,2960.45,6775.23,1802.63,2656.07,9247.3
5.2,2961.84,6776.62,1804.02,2657.45,9248.69
5.25,2963.22,6778.02,1805.41,2658.84,9250.08
5.3,2964.61,6779.41,1806.79,2660.23,9251.47
5.35,2966,6780.8,1808.18,2661.62,9252.86
5.4,2967.39,6782.19,1809.57,2663.01,9254.25
5.45,2968.78,6783.58,1810.96,2664.39,9255.64
5.5,2970.17,6784.97,1812.35,2665.78,9257.04
5.55,2971.56,6786.36,1813.74,2667.17,9258.43
5.6,2972.95,6787.75,1815.13,2668.56,9259.82
5.65,2974.34,6789.15,1816.52,2669.95,9261.21
5.7,2975.72,6790.54,1817.91,2671.33,9262.6
5.75,2977.11,6791.93,1819.3,2672.72,9263.99
5.8,2978.5,6793.32,1820.69,2674.11,9265.38
5.85,2979.89,6794.71,1822.08,2675.5,9266.77
5.9,2981.28,6796.1,1823.47,2676.88,9268.16
5.95,2982.67,6797.49,1824.86,2678.27,9269.56
6,2984.06,6798.89,1826.25,2679.66,9270.95
6.05,2985.45,6800.28,1827.64,2681.05,9272.34
6.1,2986.84,6801.67,1829.03,2682.44,9273.73
6.15,2988.22,6803.06,1830.42,2683.82,9275.12
6.2,2989.61,6804.45,1831.81,2685.21,9276.51
6.25,2991,6805.84,1833.2,2686.6,9277.9
6.3,2992.39,6807.23,1834.59,2687.99,9279.29
6.35,2993.78,6808.63,1835.98,2689.38,9280.68
6.4,2995.17,6810.02,1837.37,2690.76,9282.08
6.45,2996.56,6811.41,1838.76,2692.15,9283.47
6.5,2997.95,6812.8,1840.15,2693.54,9284.86
6.55,2999.34,6814.19,1841.53,2694.93,9286.25
6.6,3000.72,6815.58,1842.92,2696.32,9287.64
6.65,3002.11,6816.97,1844.31,2697.7,9289.03
6.7,3003.5,6818.37,1845.7,2699.09,9290.42
6.75,3004.89,6819.76,1847.09,2700.48,9291.81
6.8,3006.28,6821.15,1848.48,2701.87,9293.2
6.85,3007.67,6822.54,1849.87,2703.26,9294.6
6.9,3009.06,6823.93,1851.26,2704.64,9295.99
6.95,3010.45,6825.32,1852.65,2706.03,9297.38
7,3011.84,6826.71,1854.04,2707.42,9298.77
7.05,3013.22,6828.11,1855.43,2708.81,9300.16
7.1,3014.61,6829.5,1856.82,2710.2,9301.55
7.15,3016,6830.89,1858.21,2711.58,9302.94
7.2,3017.39,6832.28,1859.6,2712.97,9304.33
7.25,3018.78,6833.67,1860.99,2714.36,9305.72
7.3,3020.17,6835.06,1862.38,2715.75,9307.11
7.35,3021.56,6836.45,1863.77,2717.14,9308.51
7.4,3022.95,6837.85,1865.16,2718.52,9309.9
7.45,3024.34,6839.24,1866.55,2719.91,9311.29
7.5,3025.72,6840.63,1867.94,2721.3,9312.68
7.55,3027.11,6842.02,1869.33,2722.69,9314.07
7.6,3028.5,6843.41,1870.72,2724.07,9315.46
7.65,3029.89,6844.8,1872.11,2725.46,9316.85
7.7,3031.28,6846.19,1873.5,2726.85,9318.24
7.75,3032.67,6847.59,1874.89,2728.24,9319.63
7.8,3034.06,6848.98,1876.28,2729.63,9321.03
7.85,3035.45,6850.37,1877.66,2731.01,9322.42
7.9,3036.84,6851.76,1879.05,2732.4,9323.81
7.95,3038.22,6853.15,1880.44,2733.79,9325.2
8,3039.61,6854.54,1881.83,2735.18,9326.59
8.05,3041,6855.93,1883.22,2736.57,9327.98
8.1,3042.39,6857.33,1884.61,2737.95,9329.37
8.15,3043.78,6858.72,1886,2739.34,9330.76
8.2,3045.17,6860.11,1887.39,2740.73,9332.15
8.25,3046.56,6861.5,1888.78,2742.12,9333.55
8.3,3047.95,6862.89,1890.17,2743.51,9334.94
8.35,3049.34,6864.28,1891.56,2744.89,9336.33
8.4,3050.72,6865.67,1892.95,2746.28,9337.72
8.45,3052.11,6867.07,1894.34,2747.67,9339.11
8.5,3053.5,6868.46,1895.73,2749.06,9340.5
8.55,3054.89,6869.85,1897.12,2750.45,9341.89
8.6,3056.28,6871.24,1898.51,2751.83,9343.28
8.65,3057.67,6872.63,1899.9,2753.22,9344.67
8.7,3059.06,6874.02,1901.29,2754.61,9346.07
8.75,3060.45,6875.41,1902.68,2756,9347.46
8.8,3061.84,6876.81,1904.07,2757.39,9348.85
8.85,3063.22,6878.2,1905.46,2758.77,9350.24
8.9,3064.61,6879.59,1906.85,2760.16,9351.63
8.95,3066,6880.98,1908.24,2761.55,9353.02
9,3067.39,6882.37,1909.63,2762.94,9354.41
9.05,3068.78,6883.76,1911.01,2764.33,9355.8
9.1,3070.17,6885.15,1912.4,2765.71,9357.19
9.15,3071.56,6886.55,1913.79,2767.1,9358.59
9.2,3072.95,6887.94,1915.18,2768.49,9359.98
9.25,3074.34,6889.33,1916.57,2769.88,9361.37
9.3,3075.72,6890.72,1917.96,2771.26,9362.76
9.35,3077.11,6892.11,1919.35,2772.65,9364.15
9.4,3078.5,6893.5,1920.74,2774.04,9365.54
9.45,3079.89,6894.89,1922.13,2775.43,9366.93
9.5,3081.28,6896.29,1923.52,2776.82,9368.32
9.55,3082.67,6897.68,1924.91,2778.2,9369.71
9.6,3084.06,6899.07,1926.3,2779.59,9371.11
9.65,3085.45,6900.46,1927.69,2780.98,9372.5
9.7,3086.84,6901.85,1929.08,2782.37,9373.89
9.75,3088.22,6903.24,1930.47,2783.76,9375.28
9.8,3089.61,6904.63,1931.86,2785.14,9376.67
9.85,3091,6906.03,1933.25,2786.53,9378.06
9.9,3092.39,6907.42,1934.64,2787.92,9379.45
9.95,3093.78,6908.81,1936.03,2789.31,9380.84
10,3095.17,6910.2,1937.42,2790.7,9382.23
10.05,3096.56,6911.59,1938.81,2792.08,9383.63
10.1,3097.95,6912.98,1940.2,2793.47,9385.02
10.15,3099.34,6914.37,1941.59,2794.86,9386.41
10.2,3100.72,6915.76,1942.98,2796.25,9387.8
10.25,3102.11,6917.16,1944.37,2797.64,9389.19
10.3,3103.5,6918.55,1945.75,2799.02,9390.58
10.35,3104.89,6919.94,1947.14,2800.41,9391.97
10.4,3106.28,6921.33,1948.53,2801.8,9393.36
10.45,3107.67,6922.72,1949.92,2803.19,9394.75
10.5,3109.06,6924.11,1951.31,2804.58,9396.15
10.55,3110.45,6925.5,1952.7,2805.96,9397.54
10.6,3111.84,6926.9,1954.09,2807.35,9398.93
10.65,3113.22,6928.29,1955.48,2808.74,9400.32
10.7,3114.61,6929.68,1956.87,2810.13,9401.71
10.75,3116,6931.07,1958.26,2811.52,9403.1
10.8,3117.39,6932.46,1959.65,2812.9,9404.49
10.85,3118.78,6933.85,1961.04,2814.29,9405.88
10.9,3120.17,6935.24,1962.43,2815.68,9407.27
10.95,3121.56,6936.64,1963.82,2817.07,9408.67
11,3122.95,6938.03,1965.21,2818.46,9410.06
11.05,3124.34,6939.42,1966.6,2819.84,9411.45
11.1,3125.72,6940.81,1967.99,2821.23,9412.84
11.15,3127.11,6942.2,1969.38,2822.62,9414.23
11.2,3128.5,6943.59,1970.77,2824.01,9415.62
11.25,3129.89,6944.98,1972.16,2825.39,9417.01
11.3,3131.28,6946.38,1973.55,2826.78,9418.4
11.35,3132.67,6947.77,1974.94,2828.17,9419.79
11.4,3134.06,6949.16,1976.33,2829.56,9421.18
11.45,3135.45,6950.55,1977.72,2830.95,9422.58
11.5,3136.84,6951.94,1979.11,2832.33,9423.97
11.55,3138.22,6953.33,1980.49,2833.72,9425.36
11.6,3139.61,6954.72,1981.88,2835.11,9426.75
11.65,3141,6956.12,1983.27,2836.5,9428.14
11.7,3142.39,6957.51,1984.66,2837.89,9429.53
11.75,3143.78,6958.9,1986.05,2839.27,9430.92
11.8,3145.17,6960.29,1987.44,2840.66,9432.31
11.85,3146.56,6961.68,1988.83,2842.05,9433.7
11.9,3147.95,6963.07,1990.22,2843.44,9435.1
11.95,3149.34,6964.46,1991.61,2844.83,9436.49
12,3150.72,6965.86,1993,2846.21,9437.88
12.05,3152.11,6967.25,1994.39,2847.6,9439.27
12.1,3153.5,6968.64,1995.78,2848.99,9440.66
12.15,3154.89,6970.03,1997.17,2850.38,9442.05
12.2,3156.28,6971.42,1998.56,2851.77,9443.44
12.25,3157.67,6972.81,1999.95,2853.15,9444.83
12.3,3159.06,6974.2,2001.34,2854.54,9446.22
12.35,3160.45,6975.6,2002.73,2855.93,9447.62
12.4,3161.84,6976.99,2004.12,2857.32,9449.01
12.45,3163.22,6978.38,2005.51,2858.71,9450.4
12.5,3164.61,6979.77,2006.9,2860.09,9451.79
12.55,3166,6981.16,2008.29,2861.48,9453.18
12.6,3167.39,6982.55,2009.68,2862.87,9454.57
12.65,3168.78,6983.94,2011.07,2864.26,9455.96
12.7,3170.17,6985.34,2012.46,2865.65,9457.35
12.75,3171.56,6986.73,2013.84,2867.03,9458.74
12.8,3172.95,6988.12,2015.23,2868.42,9460.14
12.85,3174.34,6989.51,2016.62,2869.81,9461.53
12.9,3175.72,6990.9,2018.01,2871.2,9462.92
12.95,3177.11,6992.29,2019.4,2872.59,9464.31
13,3178.5,6993.68,2020.79,2873.97,9465.7
13.05,3179.89,6995.08,2022.18,2875.36,9467.09
13.1,3181.28,6996.47,2023.57,2876.75,9468.48
13.15,3182.67,6997.86,2024.96,2878.14,9469.87
13.2,3184.06,6999.25,2026.35,2879.53,9471.26
13.25,3185.45,7000.64,2027.74,2880.91,9472.66
13.3,3186.84,7002.03,2029.13,2882.3,9474.05
13.35,3188.22,7003.42,2030.52,2883.69,9475.44
13.4,3189.61,7004.82,2031.91,2885.08,9476.83
13.45,3191,7006.21,2033.3,2886.47,9478.22
13.5,3192.39,7007.6,2034.69,2887.85,9479.61
13.55,3193.78,7008.99,2036.08,2889.24,9481
13.6,3195.17,7010.38,2037.47,2890.63,9482.39
13.65,3196.56,7011.77,2038.86,2892.02,9483.78
13.7,3197.95,7013.16,2040.25,2893.4,9485.18
13.75,3199.34,7014.55,2041.64,2894.79,9486.57
13.8,3200.72,7015.95,2043.03,2896.18,9487.96
13.85,3202.11,7017.34,2044.42,2897.57,9489.35
13.9,3203.5,7018.73,2045.81,2898.96,9490.74
13.95,3204.89,7020.12,2047.19,2900.34,9492.13
14,3206.28,7021.51,2048.58,2901.73,9493.52
14.05,3207.67,7022.9,2049.97,2903.12,9494.91
14.1,3209.06,7024.29,2051.36,2904.51,9496.3
14.15,3210.45,7025.69,2052.75,2905.9,9497.7
14.2,3211.84,7027.08,2054.14,2907.28,9499.09
14.25,3213.22,7028.47,2055.53,2908.67,9500.48
14.3,3214.61,7029.86,2056.92,2910.06,9501.87
14.35,3216,7031.25,2058.31,2911.45,9503.26
14.4,3217.39,7032.64,2059.7,2912.84,9504.65
14.45,3218.78,7034.03,2061.09,2914.22,9506.04
14.5,3220.17,7035.43,2062.48,2915.61,9507.43
14.55,3221.56,7036.82,2063.87,2917,9508.82
14.6,3222.95,7038.21,2065.26,2918.39,9510.21
14.65,3224.34,7039.6,2066.65,2919.78,9511.61
14.7,3225.72,7040.99,2068.04,2921.16,9513
14.75,3227.11,7042.38,2069.43,2922.55,9514.39
14.8,3228.5,7043.77,2070.82,2923.94,9515.78
14.85,3229.89,7045.17,2072.21,2925.33,9517.17
14.9,3231.28,7046.56,2073.6,2926.72,9518.56
14.95,3232.67,7047.95,2074.99,2928.1,9519.95
15,3234.06,7049.34,2076.38,2929.49,9521.34
15.05,3235.45,7050.73,2077.77,2930.88,9522.73
15.1,3236.84,7052.12,2079.16,2932.27,9524.13
15.15,3238.22,7053.51,2080.54,2933.66,9525.52
15.2,3239.61,7054.91,2081.93,2935.04,9526.91
15.25,3241,7056.3,2083.32,2936.43,9528.3
15.3,3242.39,7057.69,2084.71,2937.82,9529.69
15.35,3243.78,7059.08,2086.1,2939.21,9531.08
15.4,3245.17,7060.47,2087.49,2940.6,9532.47
15.45,3246.56,7061.86,2088.88,2941.98,9533.86
15.5,3247.95,7063.25,2090.27,2943.37,9535.25
15.55,3249.34,7064.65,2091.66,2944.76,9536.65
15.6,3250.72,7066.04,2093.05,2946.15,9538.04
15.65,3252.11,7067.43,2094.44,2947.54,9539.43
15.7,3253.5,7068.82,2095.83,2948.92,9540.82
15.75,3254.89,7070.21,2097.22,2950.31,9542.21
15.8,3256.28,7071.6,2098.61,2951.7,9543.6
15.85,3257.67,7072.99,2100,2953.09,9544.99
15.9,3259.06,7074.39,2101.39,2954.48,9546.38
15.95,3260.45,7075.78,2102.78,2955.86,9547.77
16,3261.84,7077.17,2104.17,2957.25,9549.17
16.05,3263.22,7078.56,2105.56,2958.64,9550.56
16.1,3264.61,7079.95,2106.95,2960.03,9551.95
16.15,3266,7081.34,2108.34,2961.42,9553.34
16.2,3267.39,7082.73,2109.73,2962.8,9554.73
16.25,3268.78,7084.12,2111.12,2964.19,9556.12
16.3,3270.17,7085.52,2112.51,2965.58,9557.51
16.35,3271.56,7086.91,2113.89,2966.97,9558.9
16.4,3272.95,7088.3,2115.28,2968.36,9560.29
16.45,3274.34,7089.69,2116.67,2969.74,9561.69
16.5,3275.72,7091.08,2118.06,2971.13,9563.08
16.55,3277.11,7092.47,2119.45,2972.52,9564.47
16.6,3278.5,7093.86,2120.84,2973.91,9565.86
16.65,3279.89,7095.26,2122.23,2975.3,9567.25
16.7,3281.28,7096.65,2123.62,2976.68,9568.64
16.75,3282.67,7098.04,2125.01,2978.07,9570.03
16.8,3284.06,7099.43,2126.4,2979.46,9571.42
16.85,3285.45,7100.82,2127.79,2980.85,9572.81
16.9,3286.84,7102.21,2129.18,2982.24,9574.2
16.95,3288.22,7103.6,2130.57,2983.62,9575.6
17,3289.61,7105,2131.96,2985.01,9576.99
17.05,3291,7106.39,2133.35,2986.4,9578.38
17.1,3292.39,7107.78,2134.74,2987.79,9579.77
17.15,3293.78,7109.17,2136.13,2989.18,9581.16
17.2,3295.17,7110.56,2137.52,2990.56,9582.55
17.25,3296.56,7111.95,2138.91,2991.95,9583.94
17.3,3297.95,7113.34,2140.3,2993.34,9585.33
17.35,3299.34,7114.74,2141.69,2994.73,9586.72
17.4,3300.72,7116.13,2143.08,2996.12,9588.12
17.45,3302.11,7117.52,2144.47,2997.5,9589.51
17.5,3303.5,7118.91,2145.86,2998.89,9590.9
17.55,3304.89,7120.3,2147.24,3000.28,9592.29
17.6,3306.28,7121.69,2148.63,3001.67,9593.68
17.65,3307.67,7123.08,2150.02,3003.05,9595.07
17.7,3309.06,7124.48,2151.41,3004.44,9596.46
17.75,3310.45,7125.87,2152.8,3005.83,9597.85
17.8,3311.84,7127.26,2154.19,3007.22,9599.24
17.85,3313.22,7128.65,2155.58,3008.61,9600.64
17.9,3314.61,7130.04,2156.97,3009.99,9602.03
17.95,3316,7131.43,2158.36,3011.38,9603.42
18,3317.39,7132.82,2159.75,3012.77,9604.81
18.05,3318.78,7134.22,2161.14,3014.16,9606.2
18.1,3320.17,7135.61,2162.53,3015.55,9607.59
18.15,3321.56,7137,2163.92,3016.93,9608.98
18.2,3322.95,7138.39,2165.31,3018.32,9610.37
18.25,3324.34,7139.78,2166.7,3019.71,9611.76
18.3,3325.72,7141.17,2168.09,3021.1,9613.16
18.35,3327.11,7142.56,2169.48,3022.49,9614.55
18.4,3328.5,7143.96,2170.87,3023.87,9615.94
18.45,3329.89,7145.35,2172.26,3025.26,9617.33
18.5,3331.28,7146.74,2173.65,3026.65,9618.72
18.55,3332.67,7148.13,2175.04,3028.04,9620.11
18.6,3334.06,7149.52,2176.43,3029.43,9621.5
18.65,3335.45,7150.91,2177.82,3030.81,9622.89
18.7,3336.84,7152.3,2179.21,3032.2,9624.28
18.75,3338.22,7153.69,2180.59,3033.59,9625.68
18.8,3339.61,7155.09,2181.98,3034.98,9627.07
18.85,3341,7156.48,2183.37,3036.37,9628.46
18.9,3342.39,7157.87,2184.76,3037.75,9629.85
18.95,3343.78,7159.26,2186.15,3039.14,9631.24
19,3345.17,7160.65,2187.54,3040.53,9632.63
19.05,3346.56,7162.04,2188.93,3041.92,9634.02
19.1,3347.95,7163.43,2190.32,3043.31,9635.41
19.15,3349.34,7164.83,2191.71,3044.69,9636.8
19.2,3350.72,7166.22,2193.1,3046.08,9638.19
19.25,3352.11,7167.61,2194.49,3047.47,9639.59
19.3,3353.5,7169,2195.88,3048.86,9640.98
19.35,3354.89,7170.39,2197.27,3050.25,9642.37
19.4,3356.28,7171.78,2198.66,3051.63,9643.76
19.45,3357.67,7173.17,2200.05,3053.02,9645.15
19.5,3359.06,7174.57,2201.44,3054.41,9646.54
19.55,3360.45,7175.96,2202.83,3055.8,9647.93
19.6,3361.84,7177.35,2204.22,3057.19,9649.32
19.65,3363.22,7178.74,2205.61,3058.57,9650.71
19.7,3364.61,7180.13,2207,3059.96,9652.11
19.75,3366,7181.52,2208.39,3061.35,9653.5
19.8,3367.39,7182.91,2209.78,3062.74,9654.89
19.85,3368.78,7184.31,2211.17,3064.13,9656.28
19.9,3370.17,7185.7,2212.55,3065.51,9657.67
19.95,3371.56,7187.09,2213.94,3066.9,9659.06
20,3372.95,7188.48,2215.33,3068.29,9660.45
20.05,3374.34,7189.87,2216.72,3069.68,9661.84
20.1,3375.72,7191.26,2218.11,3071.07,9663.23
20.15,3377.11,7192.65,2219.5,3072.45,9664.63
20.2,3378.5,7194.05,2220.89,3073.84,9666.02
20.25,3379.89,7195.44,2222.28,3075.23,9667.41
20.3,3381.28,7196.83,2223.67,3076.62,9668.8
20.35,3382.67,7198.22,2225.06,3078.01,9670.19
20.4,3384.06,7199.61,2226.45,3079.39,9671.58
20.45,3385.45,7201,2227.84,3080.78,9672.97
20.5,3386.84,7202.39,2229.23,3082.17,9674.36
20.55,3388.22,7203.79,2230.62,3083.56,9675.75
20.6,3389.61,7205.18,2232.01,3084.95,9677.15
20.65,3391,7206.57,2233.4,3086.33,9678.54
20.7,3392.39,7207.96,2234.79,3087.72,9679.93
20.75,3393.78,7209.35,2236.18,3089.11,9681.32
20.8,3395.17,7210.74,2237.57,3090.5,9682.71
20.85,3396.56,7212.13,2238.96,3091.89,9684.1
20.9,3397.95,7213.52,2240.35,3093.27,9685.49
20.95,3399.34,7214.92,2241.74,3094.66,9686.88
21,3400.72,7216.31,2243.13,3096.05,9688.27
21.05,3402.11,7217.7,2244.52,3097.44,9689.66
21.1,3403.5,7219.09,2245.9,3098.83,9691.06
21.15,3404.89,7220.48,2247.29,3100.21,9692.45
21.2,3406.28,7221.87,2248.68,3101.6,9693.84
21.25,3407.67,7223.26,2250.07,3102.99,9695.23
21.3,3409.06,7224.66,2251.46,3104.38,9696.62
21.35,3410.45,7226.05,2252.85,3105.77,9698.01
21.4,3411.84,7227.44,2254.24,3107.15,9699.4
21.45,3413.22,7228.83,2255.63,3108.54,9700.79
21.5,3414.61,7230.22,2257.02,3109.93,9702.18
21.55,3416,7231.61,2258.41,3111.32,9703.58
21.6,3417.39,7233,2259.8,3112.71,9704.97
21.65,3418.78,7234.4,2261.19,3114.09,9706.36
21.7,3420.17,7235.79,2262.58,3115.48,9707.75
21.75,3421.56,7237.18,2263.97,3116.87,9709.14
21.8,3422.95,7238.57,2265.36,3118.26,9710.53
21.85,3424.34,7239.96,2266.75,3119.65,9711.92
21.9,3425.72,7241.35,2268.14,3121.03,9713.31
21.95,3427.11,7242.74,2269.53,3122.42,9714.7
22,3428.5,7244.14,2270.92,3123.81,9716.1
22.05,3429.89,7245.53,2272.31,3125.2,9717.49
22.1,3431.28,7246.92,2273.7,3126.59,9718.88
22.15,3432.67,7248.31,2275.09,3127.97,9720.27
22.2,3434.06,7249.7,2276.48,3129.36,9721.66
22.25,3435.45,7251.09,2277.86,3130.75,9723.05
22.3,3436.84,7252.48,2279.25,3132.14,9724.44
22.35,3438.22,7253.88,2280.64,3133.53,9725.83
22.4,3439.61,7255.27,2282.03,3134.91,9727.22
22.45,3441,7256.66,2283.42,3136.3,9728.61
22.5,3442.39,7258.05,2284.81,3137.69,9730.01
22.55,3443.78,7259.44,2286.2,3139.08,9731.4
22.6,3445.17,7260.83,2287.59,3140.47,9732.79
22.65,3446.56,7262.22,2288.98,3141.85,9734.18
22.7,3447.95,7263.62,2290.37,3143.24,9735.57
22.75,3449.34,7265.01,2291.76,3144.63,9736.96
22.8,3450.72,7266.4,2293.15,3146.02,9738.35
22.85,3452.11,7267.79,2294.54,3147.41,9739.74
22.9,3453.5,7269.18,2295.93,3148.79,9741.13
22.95,3454.89,7270.57,2297.32,3150.18,9742.53
23,3456.28,7271.96,2298.71,3151.57,9743.92
23.05,3457.67,7273.35,2300.1,3152.96,9745.31
23.1,3459.06,7274.75,2301.49,3154.35,9746.7
23.15,3460.45,7276.14,2302.88,3155.73,9748.09
23.2,3461.84,7277.53,2304.27,3157.12,9749.48
23.25,3463.22,7278.92,2305.66,3158.51,9750.87
23.3,3464.61,7280.31,2307.05,3159.9,9752.26
23.35,3466,7281.7,2308.44,3161.29,9753.65
23.4,3467.39,7283.09,2309.82,3162.67,9755.05
23.45,3468.78,7284.49,2311.21,3164.06,9756.44
23.5,3470.17,7285.88,2312.6,3165.45,9757.83
23.55,3471.56,7287.27,2313.99,3166.84,9759.22
23.6,3472.95,7288.66,2315.38,3168.23,9760.61
23.65,3474.34,7290.05,2316.77,3169.61,9762
23.7,3475.72,7291.44,2318.16,3171,9763.39
23.75,3477.11,7292.83,2319.55,3172.39,9764.78
23.8,3478.5,7294.23,2320.94,3173.78,9766.17
23.85,3479.89,7295.62,2322.33,3175.17,9767.57
23.9,3481.28,7297.01,2323.72,3176.55,9768.96
23.95,3482.67,7298.4,2325.11,3177.94,9770.35
24,3484.06,7299.79,2326.5,3179.33,9771.74
24.05,3485.45,7301.18,2327.89,3180.72,9773.13
24.1,3486.84,7302.57,2329.28,3182.11,9774.52
24.15,3488.22,7303.97,2330.67,3183.49,9775.91
24.2,3489.61,7305.36,2332.06,3184.88,9777.3
24.25,3491,7306.75,2333.45,3186.27,9778.69
