time,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10
3.65,2178.9,5922.42,3171.45,7251.88,4340.36,7006.76,3913.22,1370.94,251.826,1093.08
3.7,2180.29,5923.86,3172.84,7253.27,4341.75,7008.15,3914.62,1372.34,253.216,1094.48
3.75,2181.69,5925.29,3174.24,7254.66,4343.13,7009.54,3916.01,1373.73,254.606,1095.89
3.8,2183.08,5926.73,3175.64,7256.05,4344.52,7010.93,3917.41,1375.12,255.997,1097.3
3.85,2184.47,5928.16,3177.03,7257.44,4345.91,7012.32,3918.81,1376.52,257.387,1098.7
3.9,2185.87,5929.6,3178.43,7258.83,4347.3,7013.71,3920.2,1377.91,258.777,1100.11
3.95,2187.26,5931.03,3179.82,7260.21,4348.69,7015.11,3921.6,1379.31,260.168,1101.51
4,2188.66,5932.47,3181.22,7261.6,4350.08,7016.5,3922.99,1380.7,261.558,1102.92
4.05,2190.05,5933.9,3182.62,7262.99,4351.47,7017.89,3924.39,1382.1,262.948,1104.33
4.1,2191.45,5935.34,3184.01,7264.38,4352.86,7019.28,3925.79,1383.49,264.339,1105.73
4.15,2192.84,5936.77,3185.41,7265.77,4354.25,7020.67,3927.18,1384.88,265.729,1107.14
4.2,2194.23,5938.21,3186.8,7267.16,4355.63,7022.06,3928.58,1386.28,267.119,1108.54
4.25,2195.63,5939.64,3188.2,7268.55,4357.02,7023.45,3929.97,1387.67,268.51,1109.95
4.3,2197.02,5941.08,3189.6,7269.94,4358.41,7024.84,3931.37,1389.07,269.9,1111.35
4.35,2198.42,5942.51,3190.99,7271.33,4359.8,7026.23,3932.77,1390.46,271.29,1112.76
4.4,2199.81,5943.95,3192.39,7272.71,4361.19,7027.62,3934.16,1391.85,272.68,1114.17
4.45,2201.21,5945.38,3193.79,7274.1,4362.58,7029.02,3935.56,1393.25,274.071,1115.57
4.5,2202.6,5946.82,3195.18,7275.49,4363.97,7030.41,3936.95,1394.64,275.461,1116.98
4.55,2203.99,5948.25,3196.58,7276.88,4365.36,7031.8,3938.35,1396.04,276.851,1118.38
4.6,2205.39,5949.69,3197.97,7278.27,4366.75,7033.19,3939.75,1397.43,278.242,1119.79
4.65,2206.78,5951.12,3199.37,7279.66,4368.13,7034.58,3941.14,1398.83,279.632,1121.2
4.7,2208.18,5952.56,3200.77,7281.05,4369.52,7035.97,3942.54,1400.22,281.022,1122.6
4.75,2209.57,5953.99,3202.16,7282.44,4370.91,7037.36,3943.93,1401.61,282.413,1124.01
4.8,2210.96,5955.43,3203.56,7283.83,4372.3,7038.75,3945.33,1403.01,283.803,1125.41
4.85,2212.36,5956.86,3204.95,7285.21,4373.69,7040.14,3946.73,1404.4,285.193,1126.82
4.9,2213.75,5958.3,3206.35,7286.6,4375.08,7041.53,3948.12,1405.8,286.584,1128.23
4.95,2215.15,5959.73,3207.75,7287.99,4376.47,7042.93,3949.52,1407.19,287.974,1129.63
5,2216.54,5961.17,3209.14,7289.38,4377.86,7044.32,3950.91,1408.58,289.364,1131.04
5.05,2217.94,5962.6,3210.54,7290.77,4379.25,7045.71,3952.31,1409.98,290.755,1132.44
5.1,2219.33,5964.04,3211.94,7292.16,4380.63,7047.1,3953.71,1411.37,292.145,1133.85
5.15,2220.72,5965.47,3213.33,7293.55,4382.02,7048.49,3955.1,1412.77,293.535,1135.25
5.2,2222.12,5966.91,3214.73,7294.94,4383.41,7049.88,3956.5,1414.16,294.925,1136.66
5.25,2223.51,5968.34,3216.12,7296.33,4384.8,7051.27,3957.89,1415.55,296.316,1138.07
5.3,2224.91,5969.78,3217.52,7297.71,4386.19,7052.66,3959.29,1416.95,297.706,1139.47
5.35,2226.3,5971.21,3218.92,7299.1,4387.58,7054.05,3960.69,1418.34,299.096,1140.88
5.4,2227.7,5972.65,3220.31,7300.49,4388.97,7055.44,3962.08,1419.74,300.487,1142.28
5.45,2229.09,5974.08,3221.71,7301.88,4390.36,7056.84,3963.48,1421.13,301.877,1143.69
5.5,2230.48,5975.52,3223.1,7303.27,4391.75,7058.23,3964.87,1422.53,303.267,1145.1
5.55,2231.88,5976.95,3224.5,7304.66,4393.13,7059.62,3966.27,1423.92,304.658,1146.5
5.6,2233.27,5978.39,3225.9,7306.05,4394.52,7061.01,3967.67,1425.31,306.048,1147.91
5.65,2234.67,5979.82,3227.29,7307.44,4395.91,7062.4,3969.06,1426.71,307.438,1149.31
5.7,2236.06,5981.26,3228.69,7308.83,4397.3,7063.79,3970.46,1428.1,308.829,1150.72
5.75,2237.45,5982.69,3230.09,7310.21,4398.69,7065.18,3971.86,1429.5,310.219,1152.12
5.8,2238.85,5984.13,3231.48,7311.6,4400.08,7066.57,3973.25,1430.89,311.609,1153.53
5.85,2240.24,5985.56,3232.88,7312.99,4401.47,7067.96,3974.65,1432.28,313,1154.94
5.9,2241.64,5987,3234.27,7314.38,4402.86,7069.35,3976.04,1433.68,314.39,1156.34
5.95,2243.03,5988.43,3235.67,7315.77,4404.25,7070.75,3977.44,1435.07,315.78,1157.75
6,2244.43,5989.87,3237.07,7317.16,4405.63,7072.14,3978.84,1436.47,317.17,1159.15
6.05,2245.82,5991.3,3238.46,7318.55,4407.02,7073.53,3980.23,1437.86,318.561,1160.56
6.1,2247.21,5992.74,3239.86,7319.94,4408.41,7074.92,3981.63,1439.26,319.951,1161.97
6.15,2248.61,5994.17,3241.25,7321.33,4409.8,7076.31,3983.02,1440.65,321.341,1163.37
6.2,2250,5995.61,3242.65,7322.71,4411.19,7077.7,3984.42,1442.04,322.732,1164.78
6.25,2251.4,5997.04,3244.05,7324.1,4412.58,7079.09,3985.82,1443.44,324.122,1166.18
6.3,2252.79,5998.48,3245.44,7325.49,4413.97,7080.48,3987.21,1444.83,325.512,1167.59
6.35,2254.19,5999.91,3246.84,7326.88,4415.36,7081.87,3988.61,1446.23,326.903,1169
6.4,2255.58,6001.35,3248.24,7328.27,4416.75,7083.26,3990,1447.62,328.293,1170.4
6.45,2256.97,6002.78,3249.63,7329.66,4418.13,7084.66,3991.4,1449.01,329.683,1171.81
6.5,2258.37,6004.22,3251.03,7331.05,4419.52,7086.05,3992.8,1450.41,331.074,1173.21
6.55,2259.76,6005.65,3252.42,7332.44,4420.91,7087.44,3994.19,1451.8,332.464,1174.62
6.6,2261.16,6007.09,3253.82,7333.83,4422.3,7088.83,3995.59,1453.2,333.854,1176.02
6.65,2262.55,6008.52,3255.22,7335.21,4423.69,7090.22,3996.98,1454.59,335.244,1177.43
6.7,2263.94,6009.96,3256.61,7336.6,4425.08,7091.61,3998.38,1455.98,336.635,1178.84
6.75,2265.34,6011.39,3258.01,7337.99,4426.47,7093,3999.78,1457.38,338.025,1180.24
6.8,2266.73,6012.83,3259.41,7339.38,4427.86,7094.39,4001.17,1458.77,339.415,1181.65
6.85,2268.13,6014.26,3260.8,7340.77,4429.25,7095.78,4002.57,1460.17,340.806,1183.05
6.9,2269.52,6015.7,3262.2,7342.16,4430.63,7097.17,4003.96,1461.56,342.196,1184.46
6.95,2270.92,6017.13,3263.59,7343.55,4432.02,7098.57,4005.36,1462.96,343.586,1185.87
7,2272.31,6018.57,3264.99,7344.94,4433.41,7099.96,4006.76,1464.35,344.977,1187.27
7.05,2273.7,6020,3266.39,7346.33,4434.8,7101.35,4008.15,1465.74,346.367,1188.68
7.1,2275.1,6021.44,3267.78,7347.71,4436.19,7102.74,4009.55,1467.14,347.757,1190.08
7.15,2276.49,6022.87,3269.18,7349.1,4437.58,7104.13,4010.94,1468.53,349.148,1191.49
7.2,2277.89,6024.31,3270.57,7350.49,4438.97,7105.52,4012.34,1469.93,350.538,1192.89
7.25,2279.28,6025.74,3271.97,7351.88,4440.36,7106.91,4013.74,1471.32,351.928,1194.3
7.3,2280.68,6027.18,3273.37,7353.27,4441.75,7108.3,4015.13,1472.71,353.319,1195.71
7.35,2282.07,6028.61,3274.76,7354.66,4443.13,7109.69,4016.53,1474.11,354.709,1197.11
7.4,2283.46,6030.05,3276.16,7356.05,4444.52,7111.08,4017.92,1475.5,356.099,1198.52
7.45,2284.86,6031.49,3277.56,7357.44,4445.91,7112.48,4019.32,1476.9,357.489,1199.92
7.5,2286.25,6032.92,3278.95,7358.83,4447.3,7113.87,4020.72,1478.29,358.88,1201.33
7.55,2287.65,6034.36,3280.35,7360.21,4448.69,7115.26,4022.11,1479.69,360.27,1202.74
7.6,2289.04,6035.79,3281.74,7361.6,4450.08,7116.65,4023.51,1481.08,361.66,1204.14
7.65,2290.44,6037.23,3283.14,7362.99,4451.47,7118.04,4024.91,1482.47,363.051,1205.55
7.7,2291.83,6038.66,3284.54,7364.38,4452.86,7119.43,4026.3,1483.87,364.441,1206.95
7.75,2293.22,6040.1,3285.93,7365.77,4454.25,7120.82,4027.7,1485.26,365.831,1208.36
7.8,2294.62,6041.53,3287.33,7367.16,4455.63,7122.21,4029.09,1486.66,367.222,1209.77
7.85,2296.01,6042.97,3288.72,7368.55,4457.02,7123.6,4030.49,1488.05,368.612,1211.17
7.9,2297.41,6044.4,3290.12,7369.94,4458.41,7124.99,4031.89,1489.44,370.002,1212.58
7.95,2298.8,6045.84,3291.52,7371.33,4459.8,7126.39,4033.28,1490.84,371.393,1213.98
8,2300.19,6047.27,3292.91,7372.71,4461.19,7127.78,4034.68,1492.23,372.783,1215.39
8.05,2301.59,6048.71,3294.31,7374.1,4462.58,7129.17,4036.07,1493.63,374.173,1216.79
8.1,2302.98,6050.14,3295.71,7375.49,4463.97,7130.56,4037.47,1495.02,375.563,1218.2
8.15,2304.38,6051.58,3297.1,7376.88,4465.36,7131.95,4038.87,1496.41,376.954,1219.61
8.2,2305.77,6053.01,3298.5,7378.27,4466.75,7133.34,4040.26,1497.81,378.344,1221.01
8.25,2307.17,6054.45,3299.89,7379.66,4468.13,7134.73,4041.66,1499.2,379.734,1222.42
8.3,2308.56,6055.88,3301.29,7381.05,4469.52,7136.12,4043.05,1500.6,381.125,1223.82
8.35,2309.95,6057.32,3302.69,7382.44,4470.91,7137.51,4044.45,1501.99,382.515,1225.23
8.4,2311.35,6058.75,3304.08,7383.83,4472.3,7138.9,4045.85,1503.39,383.905,1226.64
8.45,2312.74,6060.19,3305.48,7385.21,4473.69,7140.3,4047.24,1504.78,385.296,1228.04
8.5,2314.14,6061.62,3306.87,7386.6,4475.08,7141.69,4048.64,1506.17,386.686,1229.45
8.55,2315.53,6063.06,3308.27,7387.99,4476.47,7143.08,4050.03,1507.57,388.076,1230.85
8.6,2316.93,6064.49,3309.67,7389.38,4477.86,7144.47,4051.43,1508.96,389.467,1232.26
8.65,2318.32,6065.93,3311.06,7390.77,4479.25,7145.86,4052.83,1510.36,390.857,1233.67
8.7,2319.71,6067.36,3312.46,7392.16,4480.63,7147.25,4054.22,1511.75,392.247,1235.07
8.75,2321.11,6068.8,3313.86,7393.55,4482.02,7148.64,4055.62,1513.14,393.637,1236.48
8.8,2322.5,6070.23,3315.25,7394.94,4483.41,7150.03,4057.01,1514.54,395.028,1237.88
8.85,2323.9,6071.67,3316.65,7396.33,4484.8,7151.42,4058.41,1515.93,396.418,1239.29
8.9,2325.29,6073.1,3318.04,7397.71,4486.19,7152.81,4059.81,1517.33,397.808,1240.69
8.95,2326.68,6074.54,3319.44,7399.1,4487.58,7154.21,4061.2,1518.72,399.199,1242.1
9,2328.08,6075.97,3320.84,7400.49,4488.97,7155.6,4062.6,1520.12,400.589,1243.51
9.05,2329.47,6077.41,3322.23,7401.88,4490.36,7156.99,4063.99,1521.51,401.979,1244.91
9.1,2330.87,6078.84,3323.63,7403.27,4491.75,7158.38,4065.39,1522.9,403.37,1246.32
9.15,2332.26,6080.28,3325.02,7404.66,4493.13,7159.77,4066.79,1524.3,404.76,1247.72
9.2,2333.66,6081.71,3326.42,7406.05,4494.52,7161.16,4068.18,1525.69,406.15,1249.13
9.25,2335.05,6083.15,3327.82,7407.44,4495.91,7162.55,4069.58,1527.09,407.541,1250.54
9.3,2336.44,6084.58,3329.21,7408.83,4497.3,7163.94,4070.97,1528.48,408.931,1251.94
9.35,2337.84,6086.02,3330.61,7410.21,4498.69,7165.33,4072.37,1529.87,410.321,1253.35
9.4,2339.23,6087.45,3332.01,7411.6,4500.08,7166.72,4073.77,1531.27,411.711,1254.75
9.45,2340.63,6088.89,3333.4,7412.99,4501.47,7168.11,4075.16,1532.66,413.102,1256.16
9.5,2342.02,6090.32,3334.8,7414.38,4502.86,7169.51,4076.56,1534.06,414.492,1257.57
9.55,2343.42,6091.76,3336.19,7415.77,4504.25,7170.9,4077.96,1535.45,415.882,1258.97
9.6,2344.81,6093.19,3337.59,7417.16,4505.63,7172.29,4079.35,1536.84,417.273,1260.38
9.65,2346.2,6094.63,3338.99,7418.55,4507.02,7173.68,4080.75,1538.24,418.663,1261.78
9.7,2347.6,6096.06,3340.38,7419.94,4508.41,7175.07,4082.14,1539.63,420.053,1263.19
9.75,2348.99,6097.5,3341.78,7421.33,4509.8,7176.46,4083.54,1541.03,421.444,1264.59
9.8,2350.39,6098.93,3343.18,7422.71,4511.19,7177.85,4084.94,1542.42,422.834,1266
9.85,2351.78,6100.37,3344.57,7424.1,4512.58,7179.24,4086.33,1543.82,424.224,1267.41
9.9,2353.17,6101.8,3345.97,7425.49,4513.97,7180.63,4087.73,1545.21,425.615,1268.81
9.95,2354.57,6103.24,3347.36,7426.88,4515.36,7182.02,4089.12,1546.6,427.005,1270.22
10,2355.96,6104.67,3348.76,7428.27,4516.75,7183.42,4090.52,1548,428.395,1271.62
10.05,2357.36,6106.11,3350.16,7429.66,4518.13,7184.81,4091.92,1549.39,429.785,1273.03
10.1,2358.75,6107.54,3351.55,7431.05,4519.52,7186.2,4093.31,1550.79,431.176,1274.44
10.15,2360.15,6108.98,3352.95,7432.44,4520.91,7187.59,4094.71,1552.18,432.566,1275.84
10.2,2361.54,6110.42,3354.34,7433.83,4522.3,7188.98,4096.1,1553.57,433.956,1277.25
10.25,2362.93,6111.85,3355.74,7435.21,4523.69,7190.37,4097.5,1554.97,435.347,1278.65
10.3,2364.33,6113.29,3357.14,7436.6,4525.08,7191.76,4098.9,1556.36,436.737,1280.06
10.35,2365.72,6114.72,3358.53,7437.99,4526.47,7193.15,4100.29,1557.76,438.127,1281.47
10.4,2367.12,6116.16,3359.93,7439.38,4527.86,7194.54,4101.69,1559.15,439.518,1282.87
10.45,2368.51,6117.59,3361.33,7440.77,4529.25,7195.93,4103.08,1560.54,440.908,1284.28
10.5,2369.91,6119.03,3362.72,7442.16,4530.63,7197.33,4104.48,1561.94,442.298,1285.68
10.55,2371.3,6120.46,3364.12,7443.55,4532.02,7198.72,4105.88,1563.33,443.689,1287.09
10.6,2372.69,6121.9,3365.51,7444.94,4533.41,7200.11,4107.27,1564.73,445.079,1288.5
10.65,2374.09,6123.33,3366.91,7446.33,4534.8,7201.5,4108.67,1566.12,446.469,1289.9
10.7,2375.48,6124.77,3368.31,7447.71,4536.19,7202.89,4110.06,1567.52,447.859,1291.31
10.75,2376.88,6126.2,3369.7,7449.1,4537.58,7204.28,4111.46,1568.91,449.25,1292.71
10.8,2378.27,6127.64,3371.1,7450.49,4538.97,7205.67,4112.86,1570.3,450.64,1294.12
10.85,2379.66,6129.07,3372.49,7451.88,4540.36,7207.06,4114.25,1571.7,452.03,1295.52
10.9,2381.06,6130.51,3373.89,7453.27,4541.75,7208.45,4115.65,1573.09,453.421,1296.93
10.95,2382.45,6131.94,3375.29,7454.66,4543.13,7209.84,4117.04,1574.49,454.811,1298.34
11,2383.85,6133.38,3376.68,7456.05,4544.52,7211.24,4118.44,1575.88,456.201,1299.74
11.05,2385.24,6134.81,3378.08,7457.44,4545.91,7212.63,4119.84,1577.27,457.592,1301.15
11.1,2386.64,6136.25,3379.48,7458.83,4547.3,7214.02,4121.23,1578.67,458.982,1302.55
11.15,2388.03,6137.68,3380.87,7460.21,4548.69,7215.41,4122.63,1580.06,460.372,1303.96
11.2,2389.42,6139.12,3382.27,7461.6,4550.08,7216.8,4124.03,1581.46,461.763,1305.37
11.25,2390.82,6140.55,3383.66,7462.99,4551.47,7218.19,4125.42,1582.85,463.153,1306.77
11.3,2392.21,6141.99,3385.06,7464.38,4552.86,7219.58,4126.82,1584.24,464.543,1308.18
11.35,2393.61,6143.42,3386.46,7465.77,4554.25,7220.97,4128.21,1585.64,465.933,1309.58
11.4,2395,6144.86,3387.85,7467.16,4555.63,7222.36,4129.61,1587.03,467.324,1310.99
11.45,2396.4,6146.29,3389.25,7468.55,4557.02,7223.75,4131.01,1588.43,468.714,1312.4
11.5,2397.79,6147.73,3390.65,7469.94,4558.41,7225.15,4132.4,1589.82,470.104,1313.8
11.55,2399.18,6149.16,3392.04,7471.33,4559.8,7226.54,4133.8,1591.22,471.495,1315.21
11.6,2400.58,6150.6,3393.44,7472.71,4561.19,7227.93,4135.19,1592.61,472.885,1316.61
11.65,2401.97,6152.03,3394.83,7474.1,4562.58,7229.32,4136.59,1594,474.275,1318.02
11.7,2403.37,6153.47,3396.23,7475.49,4563.97,7230.71,4137.99,1595.4,475.666,1319.42
11.75,2404.76,6154.9,3397.63,7476.88,4565.36,7232.1,4139.38,1596.79,477.056,1320.83
11.8,2406.15,6156.34,3399.02,7478.27,4566.75,7233.49,4140.78,1598.19,478.446,1322.24
11.85,2407.55,6157.77,3400.42,7479.66,4568.13,7234.88,4142.17,1599.58,479.837,1323.64
11.9,2408.94,6159.21,3401.81,7481.05,4569.52,7236.27,4143.57,1600.97,481.227,1325.05
11.95,2410.34,6160.64,3403.21,7482.44,4570.91,7237.66,4144.97,1602.37,482.617,1326.45
12,2411.73,6162.08,3404.61,7483.83,4572.3,7239.06,4146.36,1603.76,484.007,1327.86
12.05,2413.13,6163.51,3406,7485.21,4573.69,7240.45,4147.76,1605.16,485.398,1329.27
12.1,2414.52,6164.95,3407.4,7486.6,4575.08,7241.84,4149.15,1606.55,486.788,1330.67
12.15,2415.91,6166.39,3408.8,7487.99,4576.47,7243.23,4150.55,1607.95,488.178,1332.08
12.2,2417.31,6167.82,3410.19,7489.38,4577.86,7244.62,4151.95,1609.34,489.569,1333.48
12.25,2418.7,6169.26,3411.59,7490.77,4579.25,7246.01,4153.34,1610.73,490.959,1334.89
12.3,2420.1,6170.69,3412.98,7492.16,4580.63,7247.4,4154.74,1612.13,492.349,1336.3
12.35,2421.49,6172.13,3414.38,7493.55,4582.02,7248.79,4156.13,1613.52,493.74,1337.7
12.4,2422.89,6173.56,3415.78,7494.94,4583.41,7250.18,4157.53,1614.92,495.13,1339.11
12.45,2424.28,6175,3417.17,7496.33,4584.8,7251.57,4158.93,1616.31,496.52,1340.51
12.5,2425.67,6176.43,3418.57,7497.71,4586.19,7252.97,4160.32,1617.7,497.911,1341.92
12.55,2427.07,6177.87,3419.96,7499.1,4587.58,7254.36,4161.72,1619.1,499.301,1343.33
12.6,2428.46,6179.3,3421.36,7500.49,4588.97,7255.75,4163.12,1620.49,500.691,1344.73
12.65,2429.86,6180.74,3422.76,7501.88,4590.36,7257.14,4164.51,1621.89,502.081,1346.14
12.7,2431.25,6182.17,3424.15,7503.27,4591.75,7258.53,4165.91,1623.28,503.472,1347.54
12.75,2432.64,6183.61,3425.55,7504.66,4593.13,7259.92,4167.3,1624.67,504.862,1348.95
12.8,2434.04,6185.04,3426.95,7506.05,4594.52,7261.31,4168.7,1626.07,506.252,1350.35
12.85,2435.43,6186.48,3428.34,7507.44,4595.91,7262.7,4170.1,1627.46,507.643,1351.76
12.9,2436.83,6187.91,3429.74,7508.83,4597.3,7264.09,4171.49,1628.86,509.033,1353.17
12.95,2438.22,6189.35,3431.13,7510.21,4598.69,7265.48,4172.89,1630.25,510.423,1354.57
13,2439.62,6190.78,3432.53,7511.6,4600.08,7266.88,4174.28,1631.65,511.814,1355.98
13.05,2441.01,6192.22,3433.93,7512.99,4601.47,7268.27,4175.68,1633.04,513.204,1357.38
13.1,2442.4,6193.65,3435.32,7514.38,4602.86,7269.66,4177.08,1634.43,514.594,1358.79
13.15,2443.8,6195.09,3436.72,7515.77,4604.25,7271.05,4178.47,1635.83,515.984,1360.2
