time,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,N11,N12,N13
1.35,117.32,4298.79,4629.99,6692.57,9910.46,4481.57,279.203,9437.82,2130.69,6392.13,8672.48,3722.9,2398.2
1.4,118.713,4300.18,4631.38,6693.96,9911.85,4482.97,280.592,9439.21,2132.08,6393.52,8673.87,3724.29,2399.59
1.45,120.107,4301.57,4632.76,6695.35,9913.25,4484.36,281.981,9440.6,2133.47,6394.92,8675.26,3725.68,2400.98
1.5,121.5,4302.96,4634.15,6696.74,9914.65,4485.75,283.37,9441.99,2134.86,6396.31,8676.65,3727.07,2402.37
1.55,122.893,4304.35,4635.54,6698.13,9916.04,4487.14,284.759,9443.38,2136.25,6397.7,8678.04,3728.45,2403.76
1.6,124.287,4305.74,4636.93,6699.52,9917.44,4488.53,286.148,9444.77,2137.64,6399.09,8679.43,3729.84,2405.15
1.65,125.68,4307.13,4638.32,6700.91,9918.84,4489.92,287.537,9446.16,2139.03,6400.48,8680.82,3731.23,2406.54
1.7,127.073,4308.51,4639.71,6702.3,9920.23,4491.32,288.926,9447.55,2140.42,6401.88,8682.21,3732.62,2407.93
1.75,128.467,4309.9,4641.1,6703.69,9921.63,4492.71,290.314,9448.94,2141.81,6403.27,8683.6,3734.01,2409.32
1.8,129.86,4311.29,4642.49,6705.08,9923.03,4494.1,291.703,9450.32,2143.2,6404.66,8684.99,3735.4,2410.71
1.85,131.254,4312.68,4643.88,6706.47,9924.42,4495.49,293.092,9451.71,2144.59,6406.05,8686.37,3736.79,2412.1
1.9,132.647,4314.07,4645.26,6707.86,9925.82,4496.88,294.481,9453.1,2145.98,6407.44,8687.76,3738.18,2413.49
1.95,134.04,4315.46,4646.65,6709.25,9927.22,4498.27,295.87,9454.49,2147.37,6408.84,8689.15,3739.57,2414.88
2,135.434,4316.85,4648.04,6710.64,9928.61,4499.66,297.259,9455.88,2148.76,6410.23,8690.54,3740.96,2416.27
2.05,136.827,4318.24,4649.43,6712.02,9930.01,4501.06,298.648,9457.27,2150.15,6411.62,8691.93,3742.35,2417.66
2.1,138.22,4319.63,4650.82,6713.41,9931.41,4502.45,300.037,9458.66,2151.55,6413.01,8693.32,3743.74,2419.05
2.15,139.614,4321.01,4652.21,6714.8,9932.8,4503.84,301.426,9460.05,2152.94,6414.4,8694.71,3745.13,2420.44
2.2,141.007,4322.4,4653.6,6716.19,9934.2,4505.23,302.814,9461.44,2154.33,6415.8,8696.1,3746.52,2421.83
2.25,142.4,4323.79,4654.99,6717.58,9935.6,4506.62,304.203,9462.82,2155.72,6417.19,8697.49,3747.91,2423.22
2.3,143.794,4325.18,4656.38,6718.97,9936.99,4508.01,305.592,9464.21,2157.11,6418.58,8698.88,3749.3,2424.61
2.35,145.187,4326.57,4657.76,6720.36,9938.39,4509.41,306.981,9465.6,2158.5,6419.97,8700.27,3750.69,2426
2.4,146.58,4327.96,4659.15,6721.75,9939.79,4510.8,308.37,9466.99,2159.89,6421.36,8701.66,3752.08,2427.39
2.45,147.974,4329.35,4660.54,6723.14,9941.18,4512.19,309.759,9468.38,2161.28,6422.76,8703.05,3753.47,2428.78
2.5,149.367,4330.74,4661.93,6724.53,9942.58,4513.58,311.148,9469.77,2162.67,6424.15,8704.44,3754.86,2430.17
2.55,150.76,4332.13,4663.32,6725.92,9943.98,4514.97,312.537,9471.16,2164.06,6425.54,8705.82,3756.25,2431.56
2.6,152.154,4333.51,4664.71,6727.31,9945.37,4516.36,313.926,9472.55,2165.45,6426.93,8707.21,3757.64,2432.95
2.65,153.547,4334.9,4666.1,6728.7,9946.77,4517.76,315.314,9473.94,2166.84,6428.32,8708.6,3759.03,2434.34
2.7,154.941,4336.29,4667.49,6730.09,9948.17,4519.15,316.703,9475.32,2168.23,6429.72,8709.99,3760.42,2435.73
2.75,156.334,4337.68,4668.88,6731.48,9949.56,4520.54,318.092,9476.71,2169.62,6431.11,8711.38,3761.81,2437.12
2.8,157.727,4339.07,4670.26,6732.87,9950.96,4521.93,319.481,9478.1,2171.01,6432.5,8712.77,3763.2,2438.51
2.85,159.121,4340.46,4671.65,6734.26,9952.36,4523.32,320.87,9479.49,2172.4,6433.89,8714.16,3764.59,2439.9
2.9,160.514,4341.85,4673.04,6735.64,9953.75,4524.71,322.259,9480.88,2173.79,6435.29,8715.55,3765.98,2441.29
2.95,161.907,4343.24,4674.43,6737.03,9955.15,4526.11,323.648,9482.27,2175.18,6436.68,8716.94,3767.37,2442.68
3,163.301,4344.63,4675.82,6738.42,9956.55,4527.5,325.037,9483.66,2176.57,6438.07,8718.33,3768.76,2444.07
3.05,164.694,4346.01,4677.21,6739.81,9957.94,4528.89,326.426,9485.05,2177.96,6439.46,8719.72,3770.15,2445.46
3.1,166.087,4347.4,4678.6,6741.2,9959.34,4530.28,327.814,9486.44,2179.35,6440.85,8721.11,3771.54,2446.85
3.15,167.481,4348.79,4679.99,6742.59,9960.74,4531.67,329.203,9487.82,2180.74,6442.25,8722.5,3772.93,2448.24
3.2,168.874,4350.18,4681.38,6743.98,9962.13,4533.06,330.592,9489.21,2182.13,6443.64,8723.89,3774.31,2449.63
3.25,170.267,4351.57,4682.76,6745.37,9963.53,4534.46,331.981,9490.6,2183.52,6445.03,8725.28,3775.7,2451.02
3.3,171.661,4352.96,4684.15,6746.76,9964.93,4535.85,333.37,9491.99,2184.91,6446.42,8726.66,3777.09,2452.41
3.35,173.054,4354.35,4685.54,6748.15,9966.32,4537.24,334.759,9493.38,2186.3,6447.81,8728.05,3778.48,2453.8
3.4,174.447,4355.74,4686.93,6749.54,9967.72,4538.63,336.148,9494.77,2187.69,6449.21,8729.44,3779.87,2455.19
3.45,175.841,4357.13,4688.32,6750.93,9969.12,4540.02,337.537,9496.16,2189.08,6450.6,8730.83,3781.26,2456.58
3.5,177.234,4358.51,4689.71,6752.32,9970.51,4541.41,338.926,9497.55,2190.47,6451.99,8732.22,3782.65,2457.97
3.55,178.628,4359.9,4691.1,6753.71,9971.91,4542.8,340.314,9498.94,2191.86,6453.38,8733.61,3784.04,2459.36
3.6,180.021,4361.29,4692.49,6755.1,9973.31,4544.2,341.703,9500.32,2193.25,6454.77,8735,3785.43,2460.75
3.65,181.414,4362.68,4693.88,6756.49,9974.7,4545.59,343.092,9501.71,2194.64,6456.17,8736.39,3786.82,2462.14
3.7,182.808,4364.07,4695.26,6757.88,9976.1,4546.98,344.481,9503.1,2196.03,6457.56,8737.78,3788.21,2463.53
3.75,184.201,4365.46,4696.65,6759.27,9977.5,4548.37,345.87,9504.49,2197.42,6458.95,8739.17,3789.6,2464.92
3.8,185.594,4366.85,4698.04,6760.65,9978.89,4549.76,347.259,9505.88,2198.81,6460.34,8740.56,3790.99,2466.31
3.85,186.988,4368.24,4699.43,6762.04,9980.29,4551.15,348.648,9507.27,2200.2,6461.73,8741.95,3792.38,2467.7
3.9,188.381,4369.63,4700.82,6763.43,9981.69,4552.55,350.037,9508.66,2201.59,6463.13,8743.34,3793.77,2469.09
3.95,189.774,4371.01,4702.21,6764.82,9983.08,4553.94,351.426,9510.05,2202.98,6464.52,8744.73,3795.16,2470.48
4,191.168,4372.4,4703.6,6766.21,9984.48,4555.33,352.814,9511.44,2204.37,6465.91,8746.12,3796.55,2471.87
4.05,192.561,4373.79,4704.99,6767.6,9985.88,4556.72,354.203,9512.82,2205.76,6467.3,8747.5,3797.94,2473.25
4.1,193.955,4375.18,4706.38,6768.99,9987.28,4558.11,355.592,9514.21,2207.15,6468.69,8748.89,3799.33,2474.64
4.15,195.348,4376.57,4707.76,6770.38,9988.67,4559.5,356.981,9515.6,2208.54,6470.09,8750.28,3800.72,2476.03
4.2,196.741,4377.96,4709.15,6771.77,9990.07,4560.9,358.37,9516.99,2209.93,6471.48,8751.67,3802.11,2477.42
4.25,198.135,4379.35,4710.54,6773.16,9991.47,4562.29,359.759,9518.38,2211.32,6472.87,8753.06,3803.5,2478.81
4.3,199.528,4380.74,4711.93,6774.55,9992.86,4563.68,361.148,9519.77,2212.71,6474.26,8754.45,3804.89,2480.2
4.35,200.921,4382.13,4713.32,6775.94,9994.26,4565.07,362.537,9521.16,2214.1,6475.66,8755.84,3806.28,2481.59
4.4,202.315,4383.51,4714.71,6777.33,9995.66,4566.46,363.926,9522.55,2215.49,6477.05,8757.23,3807.67,2482.98
4.45,203.708,4384.9,4716.1,6778.72,9997.05,4567.85,365.314,9523.94,2216.88,6478.44,8758.62,3809.06,2484.37
4.5,205.101,4386.29,4717.49,6780.11,9998.45,4569.25,366.703,9525.32,2218.27,6479.83,8760.01,3810.45,2485.76
4.55,206.495,4387.68,4718.88,6781.5,9999.85,4570.64,368.092,9526.71,2219.66,6481.22,8761.4,3811.84,2487.15
4.6,207.888,4389.07,4720.26,6782.89,1.24228,4572.03,369.481,9528.1,2221.05,6482.62,8762.79,3813.23,2488.54
4.65,209.281,4390.46,4721.65,6784.27,2.639,4573.42,370.87,9529.49,2222.44,6484.01,8764.18,3814.62,2489.93
4.7,210.675,4391.85,4723.04,6785.66,4.03572,4574.81,372.259,9530.88,2223.83,6485.4,8765.57,3816.01,2491.32
4.75,212.068,4393.24,4724.43,6787.05,5.43244,4576.2,373.648,9532.27,2225.22,6486.79,8766.96,3817.4,2492.71
4.8,213.462,4394.63,4725.82,6788.44,6.82916,4577.6,375.037,9533.66,2226.61,6488.18,8768.34,3818.78,2494.1
4.85,214.855,4396.01,4727.21,6789.83,8.22588,4578.99,376.426,9535.05,2228,6489.58,8769.73,3820.17,2495.49
4.9,216.248,4397.4,4728.6,6791.22,9.62259,4580.38,377.814,9536.44,2229.39,6490.97,8771.12,3821.56,2496.88
4.95,217.642,4398.79,4729.99,6792.61,11.0193,4581.77,379.203,9537.82,2230.78,6492.36,8772.51,3822.95,2498.27
5,219.035,4400.18,4731.38,6794,12.416,4583.16,380.592,9539.21,2232.17,6493.75,8773.9,3824.34,2499.66
5.05,220.428,4401.57,4732.76,6795.39,13.8128,4584.55,381.981,9540.6,2233.56,6495.14,8775.29,3825.73,2501.05
5.1,221.822,4402.96,4734.15,6796.78,15.2095,4585.95,383.37,9541.99,2234.95,6496.54,8776.68,3827.12,2502.44
5.15,223.215,4404.35,4735.54,6798.17,16.6062,4587.34,384.759,9543.38,2236.34,6497.93,8778.07,3828.51,2503.83
5.2,224.608,4405.74,4736.93,6799.56,18.0029,4588.73,386.148,9544.77,2237.73,6499.32,8779.46,3829.9,2505.22
5.25,226.002,4407.13,4738.32,6800.95,19.3996,4590.12,387.537,9546.16,2239.12,6500.71,8780.85,3831.29,2506.61
5.3,227.395,4408.51,4739.71,6802.34,20.7964,4591.51,388.926,9547.55,2240.51,6502.1,8782.24,3832.68,2508
5.35,228.789,4409.9,4741.1,6803.73,22.1931,4592.9,390.314,9548.94,2241.9,6503.5,8783.63,3834.07,2509.39
5.4,230.182,4411.29,4742.49,6805.12,23.5898,4594.29,391.703,9550.32,2243.29,6504.89,8785.02,3835.46,2510.78
5.45,231.575,4412.68,4743.88,6806.51,24.9865,4595.69,393.092,9551.71,2244.68,6506.28,8786.41,3836.85,2512.17
5.5,232.969,4414.07,4745.26,6807.9,26.3833,4597.08,394.481,9553.1,2246.07,6507.67,8787.8,3838.24,2513.56
5.55,234.362,4415.46,4746.65,6809.28,27.78,4598.47,395.87,9554.49,2247.46,6509.06,8789.18,3839.63,2514.95
5.6,235.755,4416.85,4748.04,6810.67,29.1767,4599.86,397.259,9555.88,2248.85,6510.46,8790.57,3841.02,2516.34
5.65,237.149,4418.24,4749.43,6812.06,30.5734,4601.25,398.648,9557.27,2250.24,6511.85,8791.96,3842.41,2517.73
5.7,238.542,4419.63,4750.82,6813.45,31.9701,4602.64,400.037,9558.66,2251.63,6513.24,8793.35,3843.8,2519.12
5.75,239.935,4421.01,4752.21,6814.84,33.3669,4604.04,401.426,9560.05,2253.02,6514.63,8794.74,3845.19,2520.51
5.8,241.329,4422.4,4753.6,6816.23,34.7636,4605.43,402.814,9561.44,2254.41,6516.03,8796.13,3846.58,2521.9
5.85,242.722,4423.79,4754.99,6817.62,36.1603,4606.82,404.203,9562.82,2255.8,6517.42,8797.52,3847.97,2523.29
5.9,244.116,4425.18,4756.38,6819.01,37.557,4608.21,405.592,9564.21,2257.19,6518.81,8798.91,3849.36,2524.68
5.95,245.509,4426.57,4757.76,6820.4,38.9538,4609.6,406.981,9565.6,2258.58,6520.2,8800.3,3850.75,2526.07
6,246.902,4427.96,4759.15,6821.79,40.3505,4610.99,408.37,9566.99,2259.97,6521.59,8801.69,3852.14,2527.46
6.05,248.296,4429.35,4760.54,6823.18,41.7472,4612.39,409.759,9568.38,2261.36,6522.99,8803.08,3853.53,2528.85
6.1,249.689,4430.74,4761.93,6824.57,43.1439,4613.78,411.148,9569.77,2262.75,6524.38,8804.47,3854.92,2530.24
6.15,251.082,4432.13,4763.32,6825.96,44.5407,4615.17,412.537,9571.16,2264.14,6525.77,8805.86,3856.31,2531.63
6.2,252.476,4433.51,4764.71,6827.35,45.9374,4616.56,413.926,9572.55,2265.53,6527.16,8807.25,3857.7,2533.02
6.25,253.869,4434.9,4766.1,6828.74,47.3341,4617.95,415.314,9573.94,2266.92,6528.55,8808.64,3859.09,2534.41
6.3,255.262,4436.29,4767.49,6830.13,48.7309,4619.34,416.703,9575.32,2268.31,6529.95,8810.02,3860.48,2535.8
6.35,256.656,4437.68,4768.88,6831.52,50.1276,4620.74,418.092,9576.71,2269.7,6531.34,8811.41,3861.86,2537.19
6.4,258.049,4439.07,4770.26,6832.91,51.5243,4622.13,419.481,9578.1,2271.09,6532.73,8812.8,3863.25,2538.58
6.45,259.443,4440.46,4771.65,6834.29,52.921,4623.52,420.87,9579.49,2272.48,6534.12,8814.19,3864.64,2539.97
6.5,260.836,4441.85,4773.04,6835.68,54.3178,4624.91,422.259,9580.88,2273.87,6535.51,8815.58,3866.03,2541.36
6.55,262.229,4443.24,4774.43,6837.07,55.7145,4626.3,423.648,9582.27,2275.27,6536.91,8816.97,3867.42,2542.75
6.6,263.623,4444.63,4775.82,6838.46,57.1112,4627.69,425.037,9583.66,2276.66,6538.3,8818.36,3868.81,2544.14
6.65,265.016,4446.01,4777.21,6839.85,58.508,4629.09,426.426,9585.05,2278.05,6539.69,8819.75,3870.2,2545.53
6.7,266.409,4447.4,4778.6,6841.24,59.9047,4630.48,427.814,9586.44,2279.44,6541.08,8821.14,3871.59,2546.92
6.75,267.803,4448.79,4779.99,6842.63,61.3014,4631.87,429.203,9587.82,2280.83,6542.47,8822.53,3872.98,2548.31
6.8,269.196,4450.18,4781.38,6844.02,62.6981,4633.26,430.592,9589.21,2282.22,6543.87,8823.92,3874.37,2549.7
6.85,270.59,4451.57,4782.76,6845.41,64.0949,4634.65,431.981,9590.6,2283.61,6545.26,8825.31,3875.76,2551.09
6.9,271.983,4452.96,4784.15,6846.8,65.4916,4636.04,433.37,9591.99,2285,6546.65,8826.7,3877.15,2552.47
6.95,273.376,4454.35,4785.54,6848.19,66.8883,4637.43,434.759,9593.38,2286.39,6548.04,8828.09,3878.54,2553.86
7,274.77,4455.74,4786.93,6849.58,68.2851,4638.83,436.148,9594.77,2287.78,6549.43,8829.48,3879.93,2555.25
7.05,276.163,4457.13,4788.32,6850.97,69.6818,4640.22,437.537,9596.16,2289.17,6550.83,8830.86,3881.32,2556.64
7.1,277.556,4458.51,4789.71,6852.36,71.0785,4641.61,438.926,9597.55,2290.56,6552.22,8832.25,3882.71,2558.03
7.15,278.95,4459.9,4791.1,6853.75,72.4753,4643,440.314,9598.94,2291.95,6553.61,8833.64,3884.1,2559.42
7.2,280.343,4461.29,4792.49,6855.14,73.872,4644.39,441.703,9600.32,2293.34,6555,8835.03,3885.49,2560.81
7.25,281.737,4462.68,4793.88,6856.53,75.2687,4645.78,443.092,9601.71,2294.73,6556.39,8836.42,3886.88,2562.2
7.3,283.13,4464.07,4795.27,6857.92,76.6655,4647.18,444.481,9603.1,2296.12,6557.79,8837.81,3888.27,2563.59
7.35,284.523,4465.46,4796.65,6859.3,78.0622,4648.57,445.87,9604.49,2297.51,6559.18,8839.2,3889.66,2564.98
7.4,285.917,4466.85,4798.04,6860.69,79.4589,4649.96,447.259,9605.88,2298.9,6560.57,8840.59,3891.05,2566.37
7.45,287.31,4468.24,4799.43,6862.08,80.8557,4651.35,448.648,9607.27,2300.29,6561.96,8841.98,3892.44,2567.76
7.5,288.703,4469.63,4800.82,6863.47,82.2524,4652.74,450.037,9608.66,2301.68,6563.36,8843.37,3893.83,2569.15
7.55,290.097,4471.01,4802.21,6864.86,83.6491,4654.13,451.426,9610.05,2303.07,6564.75,8844.76,3895.22,2570.54
7.6,291.49,4472.4,4803.6,6866.25,85.0459,4655.53,452.814,9611.44,2304.46,6566.14,8846.15,3896.61,2571.93
7.65,292.883,4473.79,4804.99,6867.64,86.4426,4656.92,454.203,9612.82,2305.85,6567.53,8847.54,3898,2573.32
7.7,294.277,4475.18,4806.38,6869.03,87.8394,4658.31,455.592,9614.21,2307.24,6568.92,8848.93,3899.39,2574.71
7.75,295.67,4476.57,4807.77,6870.42,89.2361,4659.7,456.981,9615.6,2308.63,6570.32,8850.32,3900.78,2576.1
7.8,297.064,4477.96,4809.15,6871.81,90.6328,4661.09,458.37,9616.99,2310.02,6571.71,8851.7,3902.17,2577.49
7.85,298.457,4479.35,4810.54,6873.2,92.0296,4662.48,459.759,9618.38,2311.41,6573.1,8853.09,3903.56,2578.88
7.9,299.85,4480.74,4811.93,6874.59,93.4263,4663.88,461.148,9619.77,2312.8,6574.49,8854.48,3904.95,2580.27
7.95,301.244,4482.13,4813.32,6875.98,94.823,4665.27,462.537,9621.16,2314.19,6575.88,8855.87,3906.33,2581.66
8,302.637,4483.51,4814.71,6877.37,96.2198,4666.66,463.926,9622.55,2315.58,6577.28,8857.26,3907.72,2583.05
8.05,304.03,4484.9,4816.1,6878.76,97.6165,4668.05,465.314,9623.94,2316.97,6578.67,8858.65,3909.11,2584.44
8.1,305.424,4486.29,4817.49,6880.15,99.0132,4669.44,466.703,9625.32,2318.36,6580.06,8860.04,3910.5,2585.83
8.15,306.817,4487.68,4818.88,6881.54,100.41,4670.83,468.092,9626.71,2319.75,6581.45,8861.43,3911.89,2587.22
8.2,308.211,4489.07,4820.27,6882.93,101.807,4672.23,469.481,9628.1,2321.14,6582.84,8862.82,3913.28,2588.61
8.25,309.604,4490.46,4821.65,6884.31,103.203,4673.62,470.87,9629.49,2322.53,6584.24,8864.21,3914.67,2590
8.3,310.997,4491.85,4823.04,6885.7,104.6,4675.01,472.259,9630.88,2323.92,6585.63,8865.6,3916.06,2591.39
8.35,312.391,4493.24,4824.43,6887.09,105.997,4676.4,473.648,9632.27,2325.31,6587.02,8866.99,3917.45,2592.78
8.4,313.784,4494.63,4825.82,6888.48,107.394,4677.79,475.037,9633.66,2326.7,6588.41,8868.38,3918.84,2594.17
8.45,315.177,4496.01,4827.21,6889.87,108.79,4679.18,476.426,9635.05,2328.09,6589.8,8869.77,3920.23,2595.56
8.5,316.571,4497.4,4828.6,6891.26,110.187,4680.57,477.814,9636.44,2329.48,6591.2,8871.16,3921.62,2596.95
8.55,317.964,4498.79,4829.99,6892.65,111.584,4681.97,479.203,9637.82,2330.87,6592.59,8872.55,3923.01,2598.34
8.6,319.358,4500.18,4831.38,6894.04,112.981,4683.36,480.592,9639.21,2332.26,6593.98,8873.93,3924.4,2599.73
8.65,320.751,4501.57,4832.77,6895.43,114.377,4684.75,481.981,9640.6,2333.65,6595.37,8875.32,3925.79,2601.12
8.7,322.144,4502.96,4834.15,6896.82,115.774,4686.14,483.37,9641.99,2335.04,6596.76,8876.71,3927.18,2602.51
8.75,323.538,4504.35,4835.54,6898.21,117.171,4687.53,484.759,9643.38,2336.43,6598.16,8878.1,3928.57,2603.9
8.8,324.931,4505.74,4836.93,6899.6,118.568,4688.92,486.148,9644.77,2337.82,6599.55,8879.49,3929.96,2605.29
8.85,326.324,4507.13,4838.32,6900.99,119.964,4690.32,487.537,9646.16,2339.21,6600.94,8880.88,3931.35,2606.68
8.9,327.718,4508.51,4839.71,6902.38,121.361,4691.71,488.926,9647.55,2340.6,6602.33,8882.27,3932.74,2608.07
8.95,329.111,4509.9,4841.1,6903.77,122.758,4693.1,490.314,9648.94,2341.99,6603.72,8883.66,3934.13,2609.46
9,330.505,4511.29,4842.49,6905.16,124.155,4694.49,491.703,9650.32,2343.38,6605.12,8885.05,3935.52,2610.85
9.05,331.898,4512.68,4843.88,6906.55,125.551,4695.88,493.092,9651.71,2344.77,6606.51,8886.44,3936.91,2612.24
9.1,333.291,4514.07,4845.27,6907.94,126.948,4697.27,494.481,9653.1,2346.16,6607.9,8887.83,3938.3,2613.63
9.15,334.685,4515.46,4846.65,6909.32,128.345,4698.67,495.87,9654.49,2347.55,6609.29,8889.22,3939.69,2615.02
9.2,336.078,4516.85,4848.04,6910.71,129.742,4700.06,497.259,9655.88,2348.94,6610.69,8890.61,3941.08,2616.41
9.25,337.472,4518.24,4849.43,6912.1,131.138,4701.45,498.648,9657.27,2350.33,6612.08,8892,3942.47,2617.8
9.3,338.865,4519.63,4850.82,6913.49,132.535,4702.84,500.037,9658.66,2351.72,6613.47,8893.39,3943.86,2619.19
9.35,340.258,4521.01,4852.21,6914.88,133.932,4704.23,501.426,9660.05,2353.11,6614.86,8894.77,3945.25,2620.58
9.4,341.652,4522.4,4853.6,6916.27,135.329,4705.62,502.814,9661.44,2354.5,6616.25,8896.16,3946.64,2621.97
9.45,343.045,4523.79,4854.99,6917.66,136.725,4707.02,504.203,9662.82,2355.89,6617.65,8897.55,3948.03,2623.36
9.5,344.438,4525.18,4856.38,6919.05,138.122,4708.41,505.592,9664.21,2357.28,6619.04,8898.94,3949.41,2624.75
9.55,345.832,4526.57,4857.77,6920.44,139.519,4709.8,506.981,9665.6,2358.67,6620.43,8900.33,3950.8,2626.14
9.6,347.225,4527.96,4859.15,6921.83,140.916,4711.19,508.37,9666.99,2360.06,6621.82,8901.72,3952.19,2627.53
9.65,348.619,4529.35,4860.54,6923.22,142.312,4712.58,509.759,9668.38,2361.45,6623.21,8903.11,3953.58,2628.92
9.7,350.012,4530.74,4861.93,6924.61,143.709,4713.97,511.148,9669.77,2362.84,6624.61,8904.5,3954.97,2630.3
9.75,351.405,4532.13,4863.32,6926,145.106,4715.37,512.537,9671.16,2364.23,6626,8905.89,3956.36,2631.69
9.8,352.799,4533.51,4864.71,6927.39,146.503,4716.76,513.926,9672.55,2365.62,6627.39,8907.28,3957.75,2633.08
9.85,354.192,4534.9,4866.1,6928.78,147.899,4718.15,515.314,9673.94,2367.01,6628.78,8908.67,3959.14,2634.47
9.9,355.585,4536.29,4867.49,6930.17,149.296,4719.54,516.703,9675.32,2368.4,6630.17,8910.06,3960.53,2635.86
9.95,356.979,4537.68,4868.88,6931.56,150.693,4720.93,518.092,9676.71,2369.79,6631.57,8911.45,3961.92,2637.25
10,358.372,4539.07,4870.27,6932.95,152.09,4722.32,519.481,9678.1,2371.18,6632.96,8912.84,3963.31,2638.64
10.05,359.766,4540.46,4871.65,6934.34,153.486,4723.71,520.87,9679.49,2372.57,6634.35,8914.23,3964.7,2640.03
10.1,361.159,4541.85,4873.04,6935.72,154.883,4725.11,522.259,9680.88,2373.96,6635.74,8915.61,3966.09,2641.42
10.15,362.552,4543.24,4874.43,6937.11,156.28,4726.5,523.648,9682.27,2375.35,6637.13,8917,3967.48,2642.81
10.2,363.946,4544.63,4875.82,6938.5,157.677,4727.89,525.037,9683.66,2376.74,6638.53,8918.39,3968.87,2644.2
10.25,365.339,4546.01,4877.21,6939.89,159.073,4729.28,526.426,9685.05,2378.13,6639.92,8919.78,3970.26,2645.59
10.3,366.733,4547.4,4878.6,6941.28,160.47,4730.67,527.814,9686.44,2379.52,6641.31,8921.17,3971.65,2646.98
10.35,368.126,4548.79,4879.99,6942.67,161.867,4732.06,529.203,9687.82,2380.91,6642.7,8922.56,3973.04,2648.37
10.4,369.519,4550.18,4881.38,6944.06,163.264,4733.46,530.592,9689.21,2382.3,6644.09,8923.95,3974.43,2649.76
