time,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,N11
3.05,7094.25,3971.96,3029.49,5781.49,6962.28,4189.29,981.44,1382.39,6881.29,8139.03,839.142
3.1,7095.64,3973.35,3030.87,5782.9,6963.67,4190.68,982.83,1383.77,6882.69,8140.42,840.533
3.15,7097.03,3974.74,3032.26,5784.31,6965.07,4192.07,984.22,1385.16,6884.08,8141.82,841.923
3.2,7098.42,3976.13,3033.65,5785.71,6966.46,4193.46,985.611,1386.55,6885.48,8143.21,843.314
3.25,7099.81,3977.52,3035.04,5787.12,6967.86,4194.85,987.001,1387.94,6886.87,8144.6,844.704
3.3,7101.2,3978.91,3036.43,5788.53,6969.25,4196.24,988.391,1389.33,6888.27,8145.99,846.095
3.35,7102.59,3980.3,3037.82,5789.93,6970.65,4197.63,989.781,1390.72,6889.66,8147.38,847.485
3.4,7103.98,3981.69,3039.21,5791.34,6972.04,4199.01,991.171,1392.11,6891.06,8148.77,848.876
3.45,7105.37,3983.08,3040.6,5792.75,6973.44,4200.4,992.562,1393.5,6892.45,8150.16,850.266
3.5,7106.75,3984.47,3041.99,5794.15,6974.83,4201.79,993.952,1394.89,6893.85,8151.55,851.657
3.55,7108.14,3985.86,3043.37,5795.56,6976.23,4203.18,995.342,1396.28,6895.24,8152.94,853.047
3.6,7109.53,3987.25,3044.76,5796.97,6977.62,4204.57,996.732,1397.67,6896.63,8154.33,854.438
3.65,7110.92,3988.64,3046.15,5798.37,6979.02,4205.96,998.122,1399.06,6898.03,8155.73,855.828
3.7,7112.31,3990.02,3047.54,5799.78,6980.41,4207.35,999.513,1400.44,6899.42,8157.12,857.219
3.75,7113.7,3991.41,3048.93,5801.19,6981.81,4208.74,1000.9,1401.83,6900.82,8158.51,858.609
3.8,7115.09,3992.8,3050.32,5802.59,6983.2,4210.13,1002.29,1403.22,6902.21,8159.9,860
3.85,7116.48,3994.19,3051.71,5804,6984.6,4211.51,1003.68,1404.61,6903.61,8161.29,861.39
3.9,7117.87,3995.58,3053.1,5805.41,6985.99,4212.9,1005.07,1406,6905,8162.68,862.781
3.95,7119.25,3996.97,3054.49,5806.81,6987.39,4214.29,1006.46,1407.39,6906.4,8164.07,864.171
4,7120.64,3998.36,3055.87,5808.22,6988.78,4215.68,1007.85,1408.78,6907.79,8165.46,865.562
4.05,7122.03,3999.75,3057.26,5809.63,6990.18,4217.07,1009.24,1410.17,6909.19,8166.85,866.953
4.1,7123.42,4001.14,3058.65,5811.04,6991.57,4218.46,1010.63,1411.56,6910.58,8168.24,868.343
4.15,7124.81,4002.53,3060.04,5812.44,6992.97,4219.85,1012.02,1412.95,6911.98,8169.64,869.734
4.2,7126.2,4003.92,3061.43,5813.85,6994.36,4221.24,1013.41,1414.34,6913.37,8171.03,871.124
4.25,7127.59,4005.31,3062.82,5815.26,6995.76,4222.63,1014.8,1415.73,6914.77,8172.42,872.515
4.3,7128.98,4006.7,3064.21,5816.66,6997.15,4224.01,1016.2,1417.11,6916.16,8173.81,873.905
4.35,7130.37,4008.09,3065.6,5818.07,6998.55,4225.4,1017.59,1418.5,6917.56,8175.2,875.296
4.4,7131.75,4009.48,3066.99,5819.48,6999.94,4226.79,1018.98,1419.89,6918.95,8176.59,876.686
4.45,7133.14,4010.87,3068.37,5820.88,7001.34,4228.18,1020.37,1421.28,6920.34,8177.98,878.077
4.5,7134.53,4012.26,3069.76,5822.29,7002.73,4229.57,1021.76,1422.67,6921.74,8179.37,879.467
4.55,7135.92,4013.65,3071.15,5823.7,7004.13,4230.96,1023.15,1424.06,6923.13,8180.76,880.858
4.6,7137.31,4015.04,3072.54,5825.1,7005.52,4232.35,1024.54,1425.45,6924.53,8182.15,882.248
4.65,7138.7,4016.43,3073.93,5826.51,7006.92,4233.74,1025.93,1426.84,6925.92,8183.55,883.639
4.7,7140.09,4017.81,3075.32,5827.92,7008.31,4235.13,1027.32,1428.23,6927.32,8184.94,885.029
4.75,7141.48,4019.2,3076.71,5829.32,7009.71,4236.51,1028.71,1429.62,6928.71,8186.33,886.42
4.8,7142.87,4020.59,3078.1,5830.73,7011.1,4237.9,1030.1,1431.01,6930.11,8187.72,887.81
4.85,7144.25,4021.98,3079.49,5832.14,7012.5,4239.29,1031.49,1432.4,6931.5,8189.11,889.201
4.9,7145.64,4023.37,3080.87,5833.54,7013.89,4240.68,1032.88,1433.78,6932.9,8190.5,890.591
4.95,7147.03,4024.76,3082.26,5834.95,7015.29,4242.07,1034.27,1435.17,6934.29,8191.89,891.982
5,7148.42,4026.15,3083.65,5836.36,7016.68,4243.46,1035.66,1436.56,6935.69,8193.28,893.372
5.05,7149.81,4027.54,3085.04,5837.77,7018.08,4244.85,1037.05,1437.95,6937.08,8194.67,894.763
5.1,7151.2,4028.93,3086.43,5839.17,7019.47,4246.24,1038.44,1439.34,6938.48,8196.06,896.153
5.15,7152.59,4030.32,3087.82,5840.58,7020.87,4247.63,1039.83,1440.73,6939.87,8197.46,897.544
5.2,7153.98,4031.71,3089.21,5841.99,7022.26,4249.01,1041.22,1442.12,6941.26,8198.85,898.934
5.25,7155.37,4033.1,3090.6,5843.39,7023.66,4250.4,1042.61,1443.51,6942.66,8200.24,900.325
5.3,7156.75,4034.49,3091.99,5844.8,7025.05,4251.79,1044,1444.9,6944.05,8201.63,901.715
5.35,7158.14,4035.88,3093.37,5846.21,7026.45,4253.18,1045.39,1446.29,6945.45,8203.02,903.106
5.4,7159.53,4037.27,3094.76,5847.61,7027.84,4254.57,1046.78,1447.68,6946.84,8204.41,904.496
5.45,7160.92,4038.66,3096.15,5849.02,7029.24,4255.96,1048.17,1449.07,6948.24,8205.8,905.887
5.5,7162.31,4040.05,3097.54,5850.43,7030.63,4257.35,1049.56,1450.46,6949.63,8207.19,907.277
5.55,7163.7,4041.44,3098.93,5851.83,7032.03,4258.74,1050.95,1451.84,6951.03,8208.58,908.668
5.6,7165.09,4042.83,3100.32,5853.24,7033.42,4260.13,1052.34,1453.23,6952.42,8209.97,910.058
5.65,7166.48,4044.22,3101.71,5854.65,7034.82,4261.51,1053.73,1454.62,6953.82,8211.37,911.449
5.7,7167.87,4045.6,3103.1,5856.05,7036.21,4262.9,1055.12,1456.01,6955.21,8212.76,912.839
5.75,7169.25,4046.99,3104.49,5857.46,7037.61,4264.29,1056.51,1457.4,6956.61,8214.15,914.23
5.8,7170.64,4048.38,3105.87,5858.87,7039,4265.68,1057.9,1458.79,6958,8215.54,915.62
5.85,7172.03,4049.77,3107.26,5860.27,7040.4,4267.07,1059.29,1460.18,6959.4,8216.93,917.011
5.9,7173.42,4051.16,3108.65,5861.68,7041.79,4268.46,1060.68,1461.57,6960.79,8218.32,918.401
5.95,7174.81,4052.55,3110.04,5863.09,7043.19,4269.85,1062.07,1462.96,6962.18,8219.71,919.792
6,7176.2,4053.94,3111.43,5864.5,7044.58,4271.24,1063.46,1464.35,6963.58,8221.1,921.183
6.05,7177.59,4055.33,3112.82,5865.9,7045.98,4272.63,1064.85,1465.74,6964.97,8222.49,922.573
6.1,7178.98,4056.72,3114.21,5867.31,7047.37,4274.01,1066.24,1467.13,6966.37,8223.88,923.964
6.15,7180.37,4058.11,3115.6,5868.72,7048.77,4275.4,1067.63,1468.51,6967.76,8225.27,925.354
6.2,7181.75,4059.5,3116.99,5870.12,7050.16,4276.79,1069.02,1469.9,6969.16,8226.67,926.745
6.25,7183.14,4060.89,3118.37,5871.53,7051.56,4278.18,1070.41,1471.29,6970.55,8228.06,928.135
6.3,7184.53,4062.28,3119.76,5872.94,7052.95,4279.57,1071.8,1472.68,6971.95,8229.45,929.526
6.35,7185.92,4063.67,3121.15,5874.34,7054.35,4280.96,1073.19,1474.07,6973.34,8230.84,930.916
6.4,7187.31,4065.06,3122.54,5875.75,7055.74,4282.35,1074.58,1475.46,6974.74,8232.23,932.307
6.45,7188.7,4066.45,3123.93,5877.16,7057.14,4283.74,1075.97,1476.85,6976.13,8233.62,933.697
6.5,7190.09,4067.84,3125.32,5878.56,7058.53,4285.13,1077.36,1478.24,6977.53,8235.01,935.088
6.55,7191.48,4069.23,3126.71,5879.97,7059.93,4286.51,1078.75,1479.63,6978.92,8236.4,936.478
6.6,7192.87,4070.62,3128.1,5881.38,7061.32,4287.9,1080.14,1481.02,6980.32,8237.79,937.869
6.65,7194.25,4072.01,3129.49,5882.78,7062.72,4289.29,1081.53,1482.41,6981.71,8239.18,939.259
6.7,7195.64,4073.39,3130.87,5884.19,7064.11,4290.68,1082.92,1483.8,6983.1,8240.58,940.65
6.75,7197.03,4074.78,3132.26,5885.6,7065.5,4292.07,1084.31,1485.18,6984.5,8241.97,942.04
6.8,7198.42,4076.17,3133.65,5887.01,7066.9,4293.46,1085.7,1486.57,6985.89,8243.36,943.431
6.85,7199.81,4077.56,3135.04,5888.41,7068.29,4294.85,1087.1,1487.96,6987.29,8244.75,944.821
6.9,7201.2,4078.95,3136.43,5889.82,7069.69,4296.24,1088.49,1489.35,6988.68,8246.14,946.212
6.95,7202.59,4080.34,3137.82,5891.23,7071.08,4297.63,1089.88,1490.74,6990.08,8247.53,947.602
7,7203.98,4081.73,3139.21,5892.63,7072.48,4299.01,1091.27,1492.13,6991.47,8248.92,948.993
7.05,7205.37,4083.12,3140.6,5894.04,7073.87,4300.4,1092.66,1493.52,6992.87,8250.31,950.383
7.1,7206.75,4084.51,3141.99,5895.45,7075.27,4301.79,1094.05,1494.91,6994.26,8251.7,951.774
7.15,7208.14,4085.9,3143.37,5896.85,7076.66,4303.18,1095.44,1496.3,6995.66,8253.09,953.164
7.2,7209.53,4087.29,3144.76,5898.26,7078.06,4304.57,1096.83,1497.69,6997.05,8254.49,954.555
7.25,7210.92,4088.68,3146.15,5899.67,7079.45,4305.96,1098.22,1499.08,6998.45,8255.88,955.945
7.3,7212.31,4090.07,3147.54,5901.07,7080.85,4307.35,1099.61,1500.47,6999.84,8257.27,957.336
7.35,7213.7,4091.46,3148.93,5902.48,7082.24,4308.74,1101,1501.85,7001.23,8258.66,958.726
7.4,7215.09,4092.85,3150.32,5903.89,7083.64,4310.13,1102.39,1503.24,7002.63,8260.05,960.117
7.45,7216.48,4094.24,3151.71,5905.29,7085.03,4311.51,1103.78,1504.63,7004.02,8261.44,961.507
7.5,7217.87,4095.63,3153.1,5906.7,7086.43,4312.9,1105.17,1506.02,7005.42,8262.83,962.898
7.55,7219.25,4097.02,3154.49,5908.11,7087.82,4314.29,1106.56,1507.41,7006.81,8264.22,964.288
7.6,7220.64,4098.41,3155.87,5909.51,7089.22,4315.68,1107.95,1508.8,7008.21,8265.61,965.679
7.65,7222.03,4099.8,3157.26,5910.92,7090.61,4317.07,1109.34,1510.19,7009.6,8267,967.069
7.7,7223.42,4101.19,3158.65,5912.33,7092.01,4318.46,1110.73,1511.58,7011,8268.4,968.46
7.75,7224.81,4102.57,3160.04,5913.74,7093.4,4319.85,1112.12,1512.97,7012.39,8269.79,969.85
7.8,7226.2,4103.96,3161.43,5915.14,7094.8,4321.24,1113.51,1514.36,7013.79,8271.18,971.241
7.85,7227.59,4105.35,3162.82,5916.55,7096.19,4322.63,1114.9,1515.75,7015.18,8272.57,972.631
7.9,7228.98,4106.74,3164.21,5917.96,7097.59,4324.01,1116.29,1517.14,7016.58,8273.96,974.022
7.95,7230.37,4108.13,3165.6,5919.36,7098.98,4325.4,1117.68,1518.52,7017.97,8275.35,975.412
8,7231.75,4109.52,3166.99,5920.77,7100.38,4326.79,1119.07,1519.91,7019.37,8276.74,976.803
8.05,7233.14,4110.91,3168.37,5922.18,7101.77,4328.18,1120.46,1521.3,7020.76,8278.13,978.193
8.1,7234.53,4112.3,3169.76,5923.58,7103.17,4329.57,1121.85,1522.69,7022.15,8279.52,979.584
8.15,7235.92,4113.69,3171.15,5924.99,7104.56,4330.96,1123.24,1524.08,7023.55,8280.91,980.974
8.2,7237.31,4115.08,3172.54,5926.4,7105.96,4332.35,1124.63,1525.47,7024.94,8282.31,982.365
8.25,7238.7,4116.47,3173.93,5927.8,7107.35,4333.74,1126.02,1526.86,7026.34,8283.7,983.755
8.3,7240.09,4117.86,3175.32,5929.21,7108.75,4335.13,1127.41,1528.25,7027.73,8285.09,985.146
8.35,7241.48,4119.25,3176.71,5930.62,7110.14,4336.51,1128.8,1529.64,7029.13,8286.48,986.536
8.4,7242.87,4120.64,3178.1,5932.02,7111.54,4337.9,1130.19,1531.03,7030.52,8287.87,987.927
8.45,7244.25,4122.03,3179.49,5933.43,7112.93,4339.29,1131.58,1532.42,7031.92,8289.26,989.317
8.5,7245.64,4123.42,3180.87,5934.84,7114.33,4340.68,1132.97,1533.81,7033.31,8290.65,990.708
8.55,7247.03,4124.81,3182.26,5936.25,7115.72,4342.07,1134.36,1535.19,7034.71,8292.04,992.098
8.6,7248.42,4126.2,3183.65,5937.65,7117.12,4343.46,1135.75,1536.58,7036.1,8293.43,993.489
8.65,7249.81,4127.59,3185.04,5939.06,7118.51,4344.85,1137.14,1537.97,7037.5,8294.82,994.879
8.7,7251.2,4128.98,3186.43,5940.47,7119.91,4346.24,1138.53,1539.36,7038.89,8296.21,996.27
8.75,7252.59,4130.36,3187.82,5941.87,7121.3,4347.63,1139.92,1540.75,7040.29,8297.61,997.66
8.8,7253.98,4131.75,3189.21,5943.28,7122.7,4349.01,1141.31,1542.14,7041.68,8299,999.051
8.85,7255.37,4133.14,3190.6,5944.69,7124.09,4350.4,1142.7,1543.53,7043.07,8300.39,1000.44
8.9,7256.75,4134.53,3191.99,5946.09,7125.49,4351.79,1144.09,1544.92,7044.47,8301.78,1001.83
8.95,7258.14,4135.92,3193.37,5947.5,7126.88,4353.18,1145.48,1546.31,7045.86,8303.17,1003.22
9,7259.53,4137.31,3194.76,5948.91,7128.28,4354.57,1146.87,1547.7,7047.26,8304.56,1004.61
9.05,7260.92,4138.7,3196.15,5950.31,7129.67,4355.96,1148.26,1549.09,7048.65,8305.95,1006
9.1,7262.31,4140.09,3197.54,5951.72,7131.07,4357.35,1149.65,1550.48,7050.05,8307.34,1007.39
9.15,7263.7,4141.48,3198.93,5953.13,7132.46,4358.74,1151.04,1551.86,7051.44,8308.73,1008.78
9.2,7265.09,4142.87,3200.32,5954.53,7133.86,4360.13,1152.43,1553.25,7052.84,8310.12,1010.18
9.25,7266.48,4144.26,3201.71,5955.94,7135.25,4361.51,1153.82,1554.64,7054.23,8311.52,1011.57
9.3,7267.87,4145.65,3203.1,5957.35,7136.65,4362.9,1155.21,1556.03,7055.63,8312.91,1012.96
9.35,7269.25,4147.04,3204.49,5958.76,7138.04,4364.29,1156.6,1557.42,7057.02,8314.3,1014.35
9.4,7270.64,4148.43,3205.87,5960.16,7139.44,4365.68,1158,1558.81,7058.42,8315.69,1015.74
9.45,7272.03,4149.82,3207.26,5961.57,7140.83,4367.07,1159.39,1560.2,7059.81,8317.08,1017.13
9.5,7273.42,4151.21,3208.65,5962.98,7142.23,4368.46,1160.78,1561.59,7061.21,8318.47,1018.52
9.55,7274.81,4152.6,3210.04,5964.38,7143.62,4369.85,1162.17,1562.98,7062.6,8319.86,1019.91
9.6,7276.2,4153.99,3211.43,5965.79,7145.02,4371.24,1163.56,1564.37,7063.99,8321.25,1021.3
9.65,7277.59,4155.38,3212.82,5967.2,7146.41,4372.63,1164.95,1565.76,7065.39,8322.64,1022.69
9.7,7278.98,4156.77,3214.21,5968.6,7147.81,4374.01,1166.34,1567.15,7066.78,8324.03,1024.08
9.75,7280.37,4158.15,3215.6,5970.01,7149.2,4375.4,1167.73,1568.53,7068.18,8325.43,1025.47
9.8,7281.75,4159.54,3216.99,5971.42,7150.6,4376.79,1169.12,1569.92,7069.57,8326.82,1026.86
9.85,7283.14,4160.93,3218.37,5972.82,7151.99,4378.18,1170.51,1571.31,7070.97,8328.21,1028.25
9.9,7284.53,4162.32,3219.76,5974.23,7153.39,4379.57,1171.9,1572.7,7072.36,8329.6,1029.64
9.95,7285.92,4163.71,3221.15,5975.64,7154.78,4380.96,1173.29,1574.09,7073.76,8330.99,1031.03
10,7287.31,4165.1,3222.54,5977.04,7156.18,4382.35,1174.68,1575.48,7075.15,8332.38,1032.42
10.05,7288.7,4166.49,3223.93,5978.45,7157.57,4383.74,1176.07,1576.87,7076.55,8333.77,1033.81
10.1,7290.09,4167.88,3225.32,5979.86,7158.97,4385.13,1177.46,1578.26,7077.94,8335.16,1035.2
10.15,7291.48,4169.27,3226.71,5981.26,7160.36,4386.51,1178.85,1579.65,7079.34,8336.55,1036.59
10.2,7292.87,4170.66,3228.1,5982.67,7161.76,4387.9,1180.24,1581.04,7080.73,8337.94,1037.99
10.25,7294.25,4172.05,3229.49,5984.08,7163.15,4389.29,1181.63,1582.43,7082.13,8339.34,1039.38
10.3,7295.64,4173.44,3230.87,5985.49,7164.55,4390.68,1183.02,1583.81,7083.52,8340.73,1040.77
10.35,7297.03,4174.83,3232.26,5986.89,7165.94,4392.07,1184.41,1585.2,7084.91,8342.12,1042.16
10.4,7298.42,4176.22,3233.65,5988.3,7167.34,4393.46,1185.8,1586.59,7086.31,8343.51,1043.55
10.45,7299.81,4177.61,3235.04,5989.71,7168.73,4394.85,1187.19,1587.98,7087.7,8344.9,1044.94
10.5,7301.2,4179,3236.43,5991.11,7170.13,4396.24,1188.58,1589.37,7089.1,8346.29,1046.33
10.55,7302.59,4180.39,3237.82,5992.52,7171.52,4397.63,1189.97,1590.76,7090.49,8347.68,1047.72
10.6,7303.98,4181.78,3239.21,5993.93,7172.92,4399.01,1191.36,1592.15,7091.89,8349.07,1049.11
10.65,7305.37,4183.17,3240.6,5995.33,7174.31,4400.4,1192.75,1593.54,7093.28,8350.46,1050.5
10.7,7306.75,4184.55,3241.99,5996.74,7175.71,4401.79,1194.14,1594.93,7094.68,8351.85,1051.89
10.75,7308.14,4185.94,3243.37,5998.15,7177.1,4403.18,1195.53,1596.32,7096.07,8353.25,1053.28
10.8,7309.53,4187.33,3244.76,5999.55,7178.5,4404.57,1196.92,1597.71,7097.47,8354.64,1054.67
10.85,7310.92,4188.72,3246.15,6000.96,7179.89,4405.96,1198.31,1599.1,7098.86,8356.03,1056.06
10.9,7312.31,4190.11,3247.54,6002.37,7181.29,4407.35,1199.7,1600.48,7100.26,8357.42,1057.45
10.95,7313.7,4191.5,3248.93,6003.77,7182.68,4408.74,1201.09,1601.87,7101.65,8358.81,1058.84
11,7315.09,4192.89,3250.32,6005.18,7184.08,4410.13,1202.48,1603.26,7103.05,8360.2,1060.23
11.05,7316.48,4194.28,3251.71,6006.59,7185.47,4411.51,1203.87,1604.65,7104.44,8361.59,1061.62
11.1,7317.87,4195.67,3253.1,6008,7186.87,4412.9,1205.26,1606.04,7105.83,8362.98,1063.01
11.15,7319.25,4197.06,3254.49,6009.4,7188.26,4414.29,1206.65,1607.43,7107.23,8364.37,1064.4
11.2,7320.64,4198.45,3255.87,6010.81,7189.66,4415.68,1208.04,1608.82,7108.62,8365.76,1065.8
11.25,7322.03,4199.84,3257.26,6012.22,7191.05,4417.07,1209.43,1610.21,7110.02,8367.15,1067.19
11.3,7323.42,4201.23,3258.65,6013.62,7192.45,4418.46,1210.82,1611.6,7111.41,8368.55,1068.58
11.35,7324.81,4202.62,3260.04,6015.03,7193.84,4419.85,1212.21,1612.99,7112.81,8369.94,1069.97
11.4,7326.2,4204.01,3261.43,6016.44,7195.24,4421.24,1213.6,1614.38,7114.2,8371.33,1071.36
11.45,7327.59,4205.4,3262.82,6017.84,7196.63,4422.63,1214.99,1615.77,7115.6,8372.72,1072.75
11.5,7328.98,4206.79,3264.21,6019.25,7198.03,4424.01,1216.38,1617.15,7116.99,8374.11,1074.14
11.55,7330.37,4208.18,3265.6,6020.66,7199.42,4425.4,1217.77,1618.54,7118.39,8375.5,1075.53
11.6,7331.75,4209.57,3266.99,6022.06,7200.82,4426.79,1219.16,1619.93,7119.78,8376.89,1076.92
11.65,7333.14,4210.96,3268.37,6023.47,7202.21,4428.18,1220.55,1621.32,7121.18,8378.28,1078.31
11.7,7334.53,4212.34,3269.76,6024.88,7203.61,4429.57,1221.94,1622.71,7122.57,8379.67,1079.7
11.75,7335.92,4213.73,3271.15,6026.28,7205,4430.96,1223.33,1624.1,7123.97,8381.06,1081.09
11.8,7337.31,4215.12,3272.54,6027.69,7206.4,4432.35,1224.72,1625.49,7125.36,8382.46,1082.48
11.85,7338.7,4216.51,3273.93,6029.1,7207.79,4433.74,1226.11,1626.88,7126.75,8383.85,1083.87
11.9,7340.09,4217.9,3275.32,6030.51,7209.19,4435.13,1227.5,1628.27,7128.15,8385.24,1085.26
11.95,7341.48,4219.29,3276.71,6031.91,7210.58,4436.51,1228.9,1629.66,7129.54,8386.63,1086.65
12,7342.87,4220.68,3278.1,6033.32,7211.98,4437.9,1230.29,1631.05,7130.94,8388.02,1088.04
