time,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,N11,N12,N13,N14,N15,N16
2.9,6263.76,265.214,7392.47,4554.38,634.128,9615.3,6008.2,1254.6,3444.47,5118.04,8120.79,8737.42,831.578,3301.37,7006.96,3377.67
2.95,6265.15,266.603,7393.86,4555.77,635.528,9616.69,6009.62,1255.99,3445.86,5119.44,8122.19,8738.81,832.967,3302.76,7008.35,3379.06
3,6266.54,267.992,7395.25,4557.16,636.928,9618.08,6011.04,1257.38,3447.25,5120.83,8123.6,8740.2,834.356,3304.14,7009.75,3380.45
3.05,6267.93,269.38,7396.64,4558.55,638.328,9619.47,6012.46,1258.77,3448.63,5122.22,8125,8741.59,835.745,3305.53,7011.14,3381.84
3.1,6269.32,270.769,7398.02,4559.94,639.728,9620.86,6013.89,1260.16,3450.02,5123.61,8126.41,8742.98,837.134,3306.92,7012.54,3383.23
3.15,6270.71,272.158,7399.41,4561.33,641.129,9622.25,6015.31,1261.56,3451.41,5125.01,8127.81,8744.37,838.523,3308.31,7013.93,3384.62
3.2,6272.1,273.547,7400.8,4562.72,642.529,9623.64,6016.73,1262.95,3452.8,5126.4,8129.21,8745.76,839.911,3309.69,7015.33,3386.01
3.25,6273.48,274.936,7402.19,4564.12,643.929,9625.03,6018.15,1264.34,3454.19,5127.79,8130.62,8747.15,841.3,3311.08,7016.72,3387.39
3.3,6274.87,276.325,7403.58,4565.51,645.329,9626.42,6019.57,1265.73,3455.58,5129.18,8132.02,8748.54,842.689,3312.47,7018.11,3388.78
3.35,6276.26,277.714,7404.97,4566.9,646.729,9627.8,6020.99,1267.13,3456.97,5130.58,8133.43,8749.93,844.078,3313.86,7019.51,3390.17
3.4,6277.65,279.103,7406.36,4568.29,648.13,9629.19,6022.41,1268.52,3458.36,5131.97,8134.83,8751.32,845.467,3315.24,7020.9,3391.56
3.45,6279.04,280.492,7407.75,4569.68,649.53,9630.58,6023.83,1269.91,3459.75,5133.36,8136.23,8752.71,846.856,3316.63,7022.3,3392.95
3.5,6280.43,281.88,7409.14,4571.07,650.93,9631.97,6025.25,1271.3,3461.13,5134.75,8137.64,8754.1,848.245,3318.02,7023.69,3394.34
3.55,6281.82,283.269,7410.52,4572.46,652.33,9633.36,6026.67,1272.69,3462.52,5136.15,8139.04,8755.49,849.634,3319.41,7025.09,3395.72
3.6,6283.21,284.658,7411.91,4573.86,653.73,9634.75,6028.09,1274.09,3463.91,5137.54,8140.45,8756.88,851.023,3320.79,7026.48,3397.11
3.65,6284.6,286.047,7413.3,4575.25,655.13,9636.14,6029.51,1275.48,3465.3,5138.93,8141.85,8758.27,852.411,3322.18,7027.88,3398.5
3.7,6285.98,287.436,7414.69,4576.64,656.531,9637.53,6030.93,1276.87,3466.69,5140.32,8143.26,8759.66,853.8,3323.57,7029.27,3399.89
3.75,6287.37,288.825,7416.08,4578.03,657.931,9638.92,6032.36,1278.26,3468.08,5141.72,8144.66,8761.05,855.189,3324.96,7030.67,3401.28
3.8,6288.76,290.214,7417.47,4579.42,659.331,9640.31,6033.78,1279.65,3469.47,5143.11,8146.06,8762.44,856.578,3326.34,7032.06,3402.67
3.85,6290.15,291.603,7418.86,4580.81,660.731,9641.7,6035.2,1281.05,3470.86,5144.5,8147.47,8763.83,857.967,3327.73,7033.46,3404.06
3.9,6291.54,292.992,7420.25,4582.2,662.131,9643.09,6036.62,1282.44,3472.25,5145.89,8148.87,8765.22,859.356,3329.12,7034.85,3405.44
3.95,6292.93,294.38,7421.64,4583.6,663.532,9644.48,6038.04,1283.83,3473.63,5147.29,8150.28,8766.61,860.745,3330.51,7036.25,3406.83
4,6294.32,295.769,7423.02,4584.99,664.932,9645.87,6039.46,1285.22,3475.02,5148.68,8151.68,8768,862.134,3331.89,7037.64,3408.22
4.05,6295.71,297.158,7424.41,4586.38,666.332,9647.26,6040.88,1286.62,3476.41,5150.07,8153.08,8769.39,863.523,3333.28,7039.04,3409.61
4.1,6297.1,298.547,7425.8,4587.77,667.732,9648.65,6042.3,1288.01,3477.8,5151.46,8154.49,8770.78,864.911,3334.67,7040.43,3411
4.15,6298.48,299.936,7427.19,4589.16,669.132,9650.04,6043.72,1289.4,3479.19,5152.86,8155.89,8772.17,866.3,3336.06,7041.82,3412.39
4.2,6299.87,301.325,7428.58,4590.55,670.532,9651.43,6045.14,1290.79,3480.58,5154.25,8157.3,8773.56,867.689,3337.44,7043.22,3413.77
4.25,6301.26,302.714,7429.97,4591.94,671.933,9652.82,6046.56,1292.18,3481.97,5155.64,8158.7,8774.95,869.078,3338.83,7044.61,3415.16
4.3,6302.65,304.103,7431.36,4593.34,673.333,9654.21,6047.98,1293.58,3483.36,5157.03,8160.1,8776.34,870.467,3340.22,7046.01,3416.55
4.35,6304.04,305.492,7432.75,4594.73,674.733,9655.6,6049.41,1294.97,3484.75,5158.43,8161.51,8777.73,871.856,3341.61,7047.4,3417.94
4.4,6305.43,306.88,7434.14,4596.12,676.133,9656.99,6050.83,1296.36,3486.13,5159.82,8162.91,8779.12,873.245,3342.99,7048.8,3419.33
4.45,6306.82,308.269,7435.52,4597.51,677.533,9658.38,6052.25,1297.75,3487.52,5161.21,8164.32,8780.51,874.634,3344.38,7050.19,3420.72
4.5,6308.21,309.658,7436.91,4598.9,678.934,9659.77,6053.67,1299.15,3488.91,5162.6,8165.72,8781.9,876.023,3345.77,7051.59,3422.1
4.55,6309.6,311.047,7438.3,4600.29,680.334,9661.16,6055.09,1300.54,3490.3,5164,8167.12,8783.29,877.411,3347.16,7052.98,3423.49
4.6,6310.98,312.436,7439.69,4601.68,681.734,9662.55,6056.51,1301.93,3491.69,5165.39,8168.53,8784.68,878.8,3348.54,7054.38,3424.88
4.65,6312.37,313.825,7441.08,4603.08,683.134,9663.94,6057.93,1303.32,3493.08,5166.78,8169.93,8786.07,880.189,3349.93,7055.77,3426.27
4.7,6313.76,315.214,7442.47,4604.47,684.534,9665.33,6059.35,1304.71,3494.47,5168.17,8171.34,8787.46,881.578,3351.32,7057.17,3427.66
4.75,6315.15,316.603,7443.86,4605.86,685.934,9666.72,6060.77,1306.11,3495.86,5169.57,8172.74,8788.85,882.967,3352.71,7058.56,3429.05
4.8,6316.54,317.992,7445.25,4607.25,687.335,9668.11,6062.19,1307.5,3497.25,5170.96,8174.14,8790.24,884.356,3354.09,7059.96,3430.43
4.85,6317.93,319.38,7446.64,4608.64,688.735,9669.5,6063.61,1308.89,3498.63,5172.35,8175.55,8791.63,885.745,3355.48,7061.35,3431.82
4.9,6319.32,320.769,7448.02,4610.03,690.135,9670.89,6065.03,1310.28,3500.02,5173.74,8176.95,8793.02,887.134,3356.87,7062.75,3433.21
4.95,6320.71,322.158,7449.41,4611.42,691.535,9672.28,6066.46,1311.68,3501.41,5175.14,8178.36,8794.41,888.523,3358.26,7064.14,3434.6
5,6322.1,323.547,7450.8,4612.82,692.935,9673.67,6067.88,1313.07,3502.8,5176.53,8179.76,8795.8,889.911,3359.64,7065.54,3435.99
5.05,6323.48,324.936,7452.19,4614.21,694.336,9675.06,6069.3,1314.46,3504.19,5177.92,8181.17,8797.19,891.3,3361.03,7066.93,3437.38
5.1,6324.87,326.325,7453.58,4615.6,695.736,9676.45,6070.72,1315.85,3505.58,5179.31,8182.57,8798.58,892.689,3362.42,7068.32,3438.77
5.15,6326.26,327.714,7454.97,4616.99,697.136,9677.84,6072.14,1317.24,3506.97,5180.71,8183.97,8799.97,894.078,3363.81,7069.72,3440.15
5.2,6327.65,329.103,7456.36,4618.38,698.536,9679.23,6073.56,1318.64,3508.36,5182.1,8185.38,8801.36,895.467,3365.19,7071.11,3441.54
5.25,6329.04,330.492,7457.75,4619.77,699.936,9680.62,6074.98,1320.03,3509.75,5183.49,8186.78,8802.75,896.856,3366.58,7072.51,3442.93
5.3,6330.43,331.88,7459.14,4621.16,701.337,9682.01,6076.4,1321.42,3511.13,5184.88,8188.19,8804.14,898.245,3367.97,7073.9,3444.32
5.35,6331.82,333.269,7460.52,4622.56,702.737,9683.4,6077.82,1322.81,3512.52,5186.28,8189.59,8805.53,899.634,3369.36,7075.3,3445.71
5.4,6333.21,334.658,7461.91,4623.95,704.137,9684.79,6079.24,1324.21,3513.91,5187.67,8190.99,8806.92,901.023,3370.74,7076.69,3447.1
5.45,6334.6,336.047,7463.3,4625.34,705.537,9686.18,6080.66,1325.6,3515.3,5189.06,8192.4,8808.31,902.411,3372.13,7078.09,3448.48
5.5,6335.98,337.436,7464.69,4626.73,706.937,9687.57,6082.08,1326.99,3516.69,5190.45,8193.8,8809.7,903.8,3373.52,7079.48,3449.87
5.55,6337.37,338.825,7466.08,4628.12,708.337,9688.96,6083.51,1328.38,3518.08,5191.85,8195.21,8811.09,905.189,3374.91,7080.88,3451.26
5.6,6338.76,340.214,7467.47,4629.51,709.738,9690.35,6084.93,1329.77,3519.47,5193.24,8196.61,8812.48,906.578,3376.29,7082.27,3452.65
5.65,6340.15,341.603,7468.86,4630.9,711.138,9691.74,6086.35,1331.17,3520.86,5194.63,8198.01,8813.87,907.967,3377.68,7083.67,3454.04
5.7,6341.54,342.992,7470.25,4632.3,712.538,9693.13,6087.77,1332.56,3522.25,5196.02,8199.42,8815.26,909.356,3379.07,7085.06,3455.43
5.75,6342.93,344.38,7471.64,4633.69,713.938,9694.52,6089.19,1333.95,3523.63,5197.42,8200.82,8816.65,910.745,3380.46,7086.46,3456.81
5.8,6344.32,345.769,7473.02,4635.08,715.338,9695.91,6090.61,1335.34,3525.02,5198.81,8202.23,8818.04,912.134,3381.84,7087.85,3458.2
5.85,6345.71,347.158,7474.41,4636.47,716.739,9697.3,6092.03,1336.74,3526.41,5200.2,8203.63,8819.43,913.523,3383.23,7089.25,3459.59
5.9,6347.1,348.547,7475.8,4637.86,718.139,9698.69,6093.45,1338.13,3527.8,5201.59,8205.03,8820.82,914.911,3384.62,7090.64,3460.98
5.95,6348.48,349.936,7477.19,4639.25,719.539,9700.08,6094.87,1339.52,3529.19,5202.99,8206.44,8822.21,916.3,3386.01,7092.03,3462.37
6,6349.87,351.325,7478.58,4640.64,720.939,9701.47,6096.29,1340.91,3530.58,5204.38,8207.84,8823.6,917.689,3387.39,7093.43,3463.76
6.05,6351.26,352.714,7479.97,4642.04,722.339,9702.86,6097.71,1342.3,3531.97,5205.77,8209.25,8824.99,919.078,3388.78,7094.82,3465.15
6.1,6352.65,354.103,7481.36,4643.43,723.74,9704.25,6099.13,1343.7,3533.36,5207.16,8210.65,8826.38,920.467,3390.17,7096.22,3466.53
6.15,6354.04,355.492,7482.75,4644.82,725.14,9705.64,6100.56,1345.09,3534.75,5208.56,8212.05,8827.77,921.856,3391.56,7097.61,3467.92
6.2,6355.43,356.88,7484.14,4646.21,726.54,9707.03,6101.98,1346.48,3536.13,5209.95,8213.46,8829.16,923.245,3392.94,7099.01,3469.31
6.25,6356.82,358.269,7485.52,4647.6,727.94,9708.42,6103.4,1347.87,3537.52,5211.34,8214.86,8830.55,924.634,3394.33,7100.4,3470.7
6.3,6358.21,359.658,7486.91,4648.99,729.34,9709.81,6104.82,1349.27,3538.91,5212.73,8216.27,8831.94,926.023,3395.72,7101.8,3472.09
6.35,6359.6,361.047,7488.3,4650.38,730.741,9711.2,6106.24,1350.66,3540.3,5214.13,8217.67,8833.33,927.411,3397.11,7103.19,3473.48
6.4,6360.98,362.436,7489.69,4651.78,732.141,9712.59,6107.66,1352.05,3541.69,5215.52,8219.08,8834.72,928.8,3398.49,7104.59,3474.86
6.45,6362.37,363.825,7491.08,4653.17,733.541,9713.98,6109.08,1353.44,3543.08,5216.91,8220.48,8836.11,930.189,3399.88,7105.98,3476.25
6.5,6363.76,365.214,7492.47,4654.56,734.941,9715.37,6110.5,1354.83,3544.47,5218.3,8221.88,8837.5,931.578,3401.27,7107.38,3477.64
6.55,6365.15,366.603,7493.86,4655.95,736.341,9716.76,6111.92,1356.23,3545.86,5219.7,8223.29,8838.89,932.967,3402.66,7108.77,3479.03
6.6,6366.54,367.992,7495.25,4657.34,737.742,9718.15,6113.34,1357.62,3547.25,5221.09,8224.69,8840.28,934.356,3404.04,7110.17,3480.42
6.65,6367.93,369.38,7496.64,4658.73,739.142,9719.54,6114.76,1359.01,3548.63,5222.48,8226.1,8841.67,935.745,3405.43,7111.56,3481.81
6.7,6369.32,370.769,7498.02,4660.12,740.542,9720.93,6116.18,1360.4,3550.02,5223.87,8227.5,8843.06,937.134,3406.82,7112.96,3483.19
6.75,6370.71,372.158,7499.41,4661.52,741.942,9722.32,6117.61,1361.8,3551.41,5225.27,8228.9,8844.45,938.523,3408.21,7114.35,3484.58
6.8,6372.1,373.547,7500.8,4662.91,743.342,9723.71,6119.03,1363.19,3552.8,5226.66,8230.31,8845.84,939.911,3409.6,7115.74,3485.97
6.85,6373.48,374.936,7502.19,4664.3,744.743,9725.1,6120.45,1364.58,3554.19,5228.05,8231.71,8847.23,941.3,3410.98,7117.14,3487.36
6.9,6374.87,376.325,7503.58,4665.69,746.143,9726.49,6121.87,1365.97,3555.58,5229.44,8233.12,8848.62,942.689,3412.37,7118.53,3488.75
6.95,6376.26,377.714,7504.97,4667.08,747.543,9727.88,6123.29,1367.36,3556.97,5230.84,8234.52,8850.01,944.078,3413.76,7119.93,3490.14
7,6377.65,379.103,7506.36,4668.47,748.943,9729.27,6124.71,1368.76,3558.36,5232.23,8235.92,8851.4,945.467,3415.15,7121.32,3491.52
7.05,6379.04,380.492,7507.75,4669.86,750.343,9730.66,6126.13,1370.15,3559.75,5233.62,8237.33,8852.79,946.856,3416.53,7122.72,3492.91
7.1,6380.43,381.88,7509.14,4671.26,751.744,9732.05,6127.55,1371.54,3561.13,5235.01,8238.73,8854.18,948.245,3417.92,7124.11,3494.3
7.15,6381.82,383.269,7510.52,4672.65,753.144,9733.44,6128.97,1372.93,3562.52,5236.41,8240.14,8855.57,949.634,3419.31,7125.51,3495.69
7.2,6383.21,384.658,7511.91,4674.04,754.544,9734.83,6130.39,1374.33,3563.91,5237.8,8241.54,8856.96,951.023,3420.7,7126.9,3497.08
7.25,6384.6,386.047,7513.3,4675.43,755.944,9736.22,6131.81,1375.72,3565.3,5239.19,8242.94,8858.35,952.411,3422.08,7128.3,3498.47
7.3,6385.98,387.436,7514.69,4676.82,757.344,9737.61,6133.23,1377.11,3566.69,5240.58,8244.35,8859.74,953.8,3423.47,7129.69,3499.86
7.35,6387.37,388.825,7516.08,4678.21,758.745,9739,6134.66,1378.5,3568.08,5241.98,8245.75,8861.13,955.189,3424.86,7131.09,3501.24
7.4,6388.76,390.214,7517.47,4679.6,760.145,9740.39,6136.08,1379.89,3569.47,5243.37,8247.16,8862.52,956.578,3426.25,7132.48,3502.63
7.45,6390.15,391.603,7518.86,4681,761.545,9741.78,6137.5,1381.29,3570.86,5244.76,8248.56,8863.91,957.967,3427.63,7133.88,3504.02
7.5,6391.54,392.992,7520.25,4682.39,762.945,9743.17,6138.92,1382.68,3572.25,5246.15,8249.97,8865.3,959.356,3429.02,7135.27,3505.41
7.55,6392.93,394.38,7521.64,4683.78,764.345,9744.56,6140.34,1384.07,3573.63,5247.55,8251.37,8866.69,960.745,3430.41,7136.67,3506.8
7.6,6394.32,395.769,7523.02,4685.17,765.746,9745.95,6141.76,1385.46,3575.02,5248.94,8252.77,8868.08,962.134,3431.8,7138.06,3508.19
7.65,6395.71,397.158,7524.41,4686.56,767.146,9747.34,6143.18,1386.86,3576.41,5250.33,8254.18,8869.47,963.523,3433.18,7139.45,3509.57
7.7,6397.1,398.547,7525.8,4687.95,768.546,9748.73,6144.6,1388.25,3577.8,5251.72,8255.58,8870.86,964.911,3434.57,7140.85,3510.96
7.75,6398.48,399.936,7527.19,4689.34,769.946,9750.12,6146.02,1389.64,3579.19,5253.12,8256.99,8872.25,966.3,3435.96,7142.24,3512.35
7.8,6399.87,401.325,7528.58,4690.74,771.346,9751.51,6147.44,1391.03,3580.58,5254.51,8258.39,8873.64,967.689,3437.35,7143.64,3513.74
7.85,6401.26,402.714,7529.97,4692.13,772.747,9752.9,6148.86,1392.42,3581.97,5255.9,8259.79,8875.03,969.078,3438.73,7145.03,3515.13
7.9,6402.65,404.103,7531.36,4693.52,774.147,9754.28,6150.29,1393.82,3583.36,5257.29,8261.2,8876.42,970.467,3440.12,7146.43,3516.52
7.95,6404.04,405.492,7532.75,4694.91,775.547,9755.67,6151.71,1395.21,3584.75,5258.69,8262.6,8877.81,971.856,3441.51,7147.82,3517.9
8,6405.43,406.88,7534.14,4696.3,776.947,9757.06,6153.13,1396.6,3586.13,5260.08,8264.01,8879.2,973.245,3442.9,7149.22,3519.29
8.05,6406.82,408.269,7535.52,4697.69,778.347,9758.45,6154.55,1397.99,3587.52,5261.47,8265.41,8880.59,974.634,3444.28,7150.61,3520.68
8.1,6408.21,409.658,7536.91,4699.08,779.748,9759.84,6155.97,1399.39,3588.91,5262.86,8266.81,8881.98,976.023,3445.67,7152.01,3522.07
8.15,6409.6,411.047,7538.3,4700.48,781.148,9761.23,6157.39,1400.78,3590.3,5264.26,8268.22,8883.37,977.411,3447.06,7153.4,3523.46
8.2,6410.98,412.436,7539.69,4701.87,782.548,9762.62,6158.81,1402.17,3591.69,5265.65,8269.62,8884.76,978.8,3448.45,7154.8,3524.85
8.25,6412.37,413.825,7541.08,4703.26,783.948,9764.01,6160.23,1403.56,3593.08,5267.04,8271.03,8886.15,980.189,3449.83,7156.19,3526.23
8.3,6413.76,415.214,7542.47,4704.65,785.348,9765.4,6161.65,1404.95,3594.47,5268.43,8272.43,8887.54,981.578,3451.22,7157.59,3527.62
8.35,6415.15,416.603,7543.86,4706.04,786.749,9766.79,6163.07,1406.35,3595.86,5269.83,8273.83,8888.93,982.967,3452.61,7158.98,3529.01
8.4,6416.54,417.992,7545.25,4707.43,788.149,9768.18,6164.49,1407.74,3597.25,5271.22,8275.24,8890.32,984.356,3454,7160.38,3530.4
8.45,6417.93,419.38,7546.64,4708.82,789.549,9769.57,6165.91,1409.13,3598.63,5272.61,8276.64,8891.71,985.745,3455.38,7161.77,3531.79
8.5,6419.32,420.769,7548.02,4710.22,790.949,9770.96,6167.34,1410.52,3600.02,5274,8278.05,8893.1,987.134,3456.77,7163.16,3533.18
8.55,6420.71,422.158,7549.41,4711.61,792.35,9772.35,6168.76,1411.91,3601.41,5275.4,8279.45,8894.49,988.523,3458.16,7164.56,3534.56
