time,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,N11,N12,N13,N14,N15,N16,N17,N18,N19,N20
0.5,9606.44,9093.7,2892.85,9235.58,4448.33,9357.29,6194.25,5806.86,7225.1,1098.78,6925.01,1337.64,4123.35,4480.77,5550.2,2987.97,7761.08,718.163,3838.48,834.621
0.55,9607.84,9095.1,2894.22,9236.97,4449.72,9358.68,6195.65,5808.25,7226.49,1100.18,6926.39,1339.03,4124.74,4482.16,5551.59,2989.35,7762.47,719.552,3839.89,836.01
0.6,9609.23,9096.51,2895.58,9238.37,4451.11,9360.07,6197.04,5809.64,7227.88,1101.57,6927.78,1340.42,4126.13,4483.55,5552.98,2990.74,7763.86,720.942,3841.29,837.399
0.65,9610.63,9097.91,2896.95,9239.76,4452.5,9361.46,6198.44,5811.03,7229.27,1102.96,6929.17,1341.81,4127.52,4484.94,5554.37,2992.13,7765.25,722.331,3842.69,838.788
0.7,9612.03,9099.31,2898.32,9241.15,4453.9,9362.84,6199.83,5812.42,7230.66,1104.35,6930.56,1343.2,4128.9,4486.33,5555.76,2993.52,7766.64,723.721,3844.09,840.177
0.75,9613.42,9100.71,2899.69,9242.55,4455.29,9364.23,6201.23,5813.81,7232.04,1105.75,6931.95,1344.59,4130.29,4487.72,5557.15,2994.91,7768.03,725.111,3845.49,841.565
0.8,9614.82,9102.11,2901.06,9243.94,4456.68,9365.62,6202.62,5815.2,7233.43,1107.14,6933.33,1345.98,4131.68,4489.11,5558.55,2996.3,7769.42,726.5,3846.89,842.954
0.85,9616.22,9103.51,2902.42,9245.33,4458.07,9367.01,6204.02,5816.59,7234.82,1108.53,6934.72,1347.36,4133.07,4490.5,5559.94,2997.69,7770.81,727.89,3848.3,844.343
0.9,9617.61,9104.91,2903.79,9246.72,4459.47,9368.4,6205.41,5817.97,7236.21,1109.93,6936.11,1348.75,4134.46,4491.88,5561.33,2999.08,7772.2,729.279,3849.7,845.732
0.95,9619.01,9106.31,2905.16,9248.12,4460.86,9369.79,6206.81,5819.36,7237.6,1111.32,6937.5,1350.14,4135.85,4493.27,5562.72,3000.47,7773.59,730.669,3851.1,847.121
1,9620.4,9107.71,2906.53,9249.51,4462.25,9371.18,6208.2,5820.75,7238.99,1112.71,6938.88,1351.53,4137.24,4494.66,5564.11,3001.85,7774.98,732.059,3852.5,848.51
1.05,9621.8,9109.11,2907.9,9250.9,4463.64,9372.57,6209.6,5822.14,7240.38,1114.1,6940.27,1352.92,4138.63,4496.05,5565.5,3003.24,7776.37,733.448,3853.9,849.899
1.1,9623.2,9110.51,2909.26,9252.3,4465.03,9373.96,6210.99,5823.53,7241.77,1115.5,6941.66,1354.31,4140.02,4497.44,5566.89,3004.63,7777.76,734.838,3855.3,851.288
1.15,9624.59,9111.92,2910.63,9253.69,4466.43,9375.34,6212.39,5824.92,7243.16,1116.89,6943.05,1355.7,4141.4,4498.83,5568.28,3006.02,7779.15,736.227,3856.71,852.677
1.2,9625.99,9113.32,2912,9255.08,4467.82,9376.73,6213.78,5826.31,7244.54,1118.28,6944.44,1357.09,4142.79,4500.22,5569.67,3007.41,7780.54,737.617,3858.11,854.065
1.25,9627.39,9114.72,2913.37,9256.47,4469.21,9378.12,6215.17,5827.7,7245.93,1119.68,6945.82,1358.47,4144.18,4501.61,5571.06,3008.8,7781.93,739.007,3859.51,855.454
1.3,9628.78,9116.12,2914.74,9257.87,4470.6,9379.51,6216.57,5829.09,7247.32,1121.07,6947.21,1359.86,4145.57,4503,5572.45,3010.19,7783.32,740.396,3860.91,856.843
1.35,9630.18,9117.52,2916.11,9259.26,4472,9380.9,6217.96,5830.47,7248.71,1122.46,6948.6,1361.25,4146.96,4504.38,5573.84,3011.58,7784.71,741.786,3862.31,858.232
1.4,9631.58,9118.92,2917.47,9260.65,4473.39,9382.29,6219.36,5831.86,7250.1,1123.85,6949.99,1362.64,4148.35,4505.77,5575.23,3012.97,7786.1,743.175,3863.72,859.621
1.45,9632.97,9120.32,2918.84,9262.05,4474.78,9383.68,6220.75,5833.25,7251.49,1125.25,6951.37,1364.03,4149.74,4507.16,5576.62,3014.35,7787.49,744.565,3865.12,861.01
1.5,9634.37,9121.72,2920.21,9263.44,4476.17,9385.07,6222.15,5834.64,7252.88,1126.64,6952.76,1365.42,4151.13,4508.55,5578.01,3015.74,7788.88,745.955,3866.52,862.399
1.55,9635.77,9123.12,2921.58,9264.83,4477.56,9386.46,6223.54,5836.03,7254.27,1128.03,6954.15,1366.81,4152.52,4509.94,5579.41,3017.13,7790.27,747.344,3867.92,863.788
1.6,9637.16,9124.52,2922.95,9266.22,4478.96,9387.84,6224.94,5837.42,7255.66,1129.42,6955.54,1368.2,4153.9,4511.33,5580.8,3018.52,7791.66,748.734,3869.32,865.177
1.65,9638.56,9125.92,2924.31,9267.62,4480.35,9389.23,6226.33,5838.81,7257.04,1130.82,6956.93,1369.59,4155.29,4512.72,5582.19,3019.91,7793.05,750.123,3870.72,866.565
1.7,9639.95,9127.32,2925.68,9269.01,4481.74,9390.62,6227.73,5840.2,7258.43,1132.21,6958.31,1370.97,4156.68,4514.11,5583.58,3021.3,7794.44,751.513,3872.13,867.954
1.75,9641.35,9128.73,2927.05,9270.4,4483.13,9392.01,6229.12,5841.59,7259.82,1133.6,6959.7,1372.36,4158.07,4515.5,5584.97,3022.69,7795.83,752.902,3873.53,869.343
1.8,9642.75,9130.13,2928.42,9271.8,4484.53,9393.4,6230.52,5842.97,7261.21,1135,6961.09,1373.75,4159.46,4516.88,5586.36,3024.08,7797.22,754.292,3874.93,870.732
1.85,9644.14,9131.53,2929.79,9273.19,4485.92,9394.79,6231.91,5844.36,7262.6,1136.39,6962.48,1375.14,4160.85,4518.27,5587.75,3025.47,7798.61,755.682,3876.33,872.121
1.9,9645.54,9132.93,2931.15,9274.58,4487.31,9396.18,6233.31,5845.75,7263.99,1137.78,6963.86,1376.53,4162.24,4519.66,5589.14,3026.85,7800,757.071,3877.73,873.51
1.95,9646.94,9134.33,2932.52,9275.98,4488.7,9397.57,6234.7,5847.14,7265.38,1139.17,6965.25,1377.92,4163.63,4521.05,5590.53,3028.24,7801.39,758.461,3879.14,874.899
2,9648.33,9135.73,2933.89,9277.37,4490.09,9398.96,6236.1,5848.53,7266.77,1140.57,6966.64,1379.31,4165.02,4522.44,5591.92,3029.63,7802.78,759.85,3880.54,876.288
2.05,9649.73,9137.13,2935.26,9278.76,4491.49,9400.34,6237.49,5849.92,7268.16,1141.96,6968.03,1380.7,4166.4,4523.83,5593.31,3031.02,7804.17,761.24,3881.94,877.677
2.1,9651.13,9138.53,2936.63,9280.15,4492.88,9401.73,6238.89,5851.31,7269.54,1143.35,6969.42,1382.08,4167.79,4525.22,5594.7,3032.41,7805.56,762.63,3883.34,879.065
2.15,9652.52,9139.93,2938,9281.55,4494.27,9403.12,6240.28,5852.7,7270.93,1144.75,6970.8,1383.47,4169.18,4526.61,5596.09,3033.8,7806.95,764.019,3884.74,880.454
2.2,9653.92,9141.33,2939.36,9282.94,4495.66,9404.51,6241.68,5854.09,7272.32,1146.14,6972.19,1384.86,4170.57,4528,5597.48,3035.19,7808.34,765.409,3886.14,881.843
2.25,9655.32,9142.73,2940.73,9284.33,4497.05,9405.9,6243.07,5855.47,7273.71,1147.53,6973.58,1386.25,4171.96,4529.38,5598.87,3036.58,7809.73,766.798,3887.55,883.232
2.3,9656.71,9144.14,2942.1,9285.73,4498.45,9407.29,6244.46,5856.86,7275.1,1148.92,6974.97,1387.64,4173.35,4530.77,5600.27,3037.97,7811.12,768.188,3888.95,884.621
2.35,9658.11,9145.54,2943.47,9287.12,4499.84,9408.68,6245.86,5858.25,7276.49,1150.32,6976.35,1389.03,4174.74,4532.16,5601.66,3039.35,7812.51,769.578,3890.35,886.01
2.4,9659.5,9146.94,2944.84,9288.51,4501.23,9410.07,6247.25,5859.64,7277.88,1151.71,6977.74,1390.42,4176.13,4533.55,5603.05,3040.74,7813.9,770.967,3891.75,887.399
2.45,9660.9,9148.34,2946.2,9289.9,4502.62,9411.46,6248.65,5861.03,7279.27,1153.1,6979.13,1391.81,4177.52,4534.94,5604.44,3042.13,7815.29,772.357,3893.15,888.788
2.5,9662.3,9149.74,2947.57,9291.3,4504.02,9412.84,6250.04,5862.42,7280.66,1154.49,6980.52,1393.2,4178.9,4536.33,5605.83,3043.52,7816.68,773.746,3894.55,890.177
2.55,9663.69,9151.14,2948.94,9292.69,4505.41,9414.23,6251.44,5863.81,7282.04,1155.89,6981.9,1394.58,4180.29,4537.72,5607.22,3044.91,7818.07,775.136,3895.96,891.565
2.6,9665.09,9152.54,2950.31,9294.08,4506.8,9415.62,6252.83,5865.2,7283.43,1157.28,6983.29,1395.97,4181.68,4539.11,5608.61,3046.3,7819.46,776.526,3897.36,892.954
2.65,9666.49,9153.94,2951.68,9295.48,4508.19,9417.01,6254.23,5866.59,7284.82,1158.67,6984.68,1397.36,4183.07,4540.5,5610,3047.69,7820.85,777.915,3898.76,894.343
2.7,9667.88,9155.34,2953.04,9296.87,4509.58,9418.4,6255.62,5867.97,7286.21,1160.07,6986.07,1398.75,4184.46,4541.88,5611.39,3049.08,7822.24,779.305,3900.16,895.732
2.75,9669.28,9156.74,2954.41,9298.26,4510.98,9419.79,6257.02,5869.36,7287.6,1161.46,6987.46,1400.14,4185.85,4543.27,5612.78,3050.47,7823.63,780.694,3901.56,897.121
2.8,9670.68,9158.14,2955.78,9299.65,4512.37,9421.18,6258.41,5870.75,7288.99,1162.85,6988.84,1401.53,4187.24,4544.66,5614.17,3051.85,7825.02,782.084,3902.97,898.51
2.85,9672.07,9159.54,2957.15,9301.05,4513.76,9422.57,6259.81,5872.14,7290.38,1164.24,6990.23,1402.92,4188.63,4546.05,5615.56,3053.24,7826.41,783.474,3904.37,899.899
2.9,9673.47,9160.95,2958.52,9302.44,4515.15,9423.96,6261.2,5873.53,7291.77,1165.64,6991.62,1404.31,4190.02,4547.44,5616.95,3054.63,7827.8,784.863,3905.77,901.288
2.95,9674.87,9162.35,2959.89,9303.83,4516.55,9425.34,6262.6,5874.92,7293.16,1167.03,6993.01,1405.69,4191.4,4548.83,5618.34,3056.02,7829.19,786.253,3907.17,902.677
3,9676.26,9163.75,2961.25,9305.23,4517.94,9426.73,6263.99,5876.31,7294.54,1168.42,6994.39,1407.08,4192.79,4550.22,5619.73,3057.41,7830.58,787.642,3908.57,904.065
3.05,9677.66,9165.15,2962.62,9306.62,4519.33,9428.12,6265.39,5877.7,7295.93,1169.82,6995.78,1408.47,4194.18,4551.61,5621.13,3058.8,7831.97,789.032,3909.97,905.454
3.1,9679.05,9166.55,2963.99,9308.01,4520.72,9429.51,6266.78,5879.09,7297.32,1171.21,6997.17,1409.86,4195.57,4553,5622.52,3060.19,7833.36,790.422,3911.38,906.843
3.15,9680.45,9167.95,2965.36,9309.4,4522.11,9430.9,6268.18,5880.47,7298.71,1172.6,6998.56,1411.25,4196.96,4554.38,5623.91,3061.58,7834.75,791.811,3912.78,908.232
3.2,9681.85,9169.35,2966.73,9310.8,4523.51,9432.29,6269.57,5881.86,7300.1,1173.99,6999.95,1412.64,4198.35,4555.77,5625.3,3062.97,7836.14,793.201,3914.18,909.621
3.25,9683.24,9170.75,2968.1,9312.19,4524.9,9433.68,6270.97,5883.25,7301.49,1175.39,7001.33,1414.03,4199.74,4557.16,5626.69,3064.35,7837.53,794.59,3915.58,911.01
3.3,9684.64,9172.15,2969.46,9313.58,4526.29,9435.07,6272.36,5884.64,7302.88,1176.78,7002.72,1415.42,4201.13,4558.55,5628.08,3065.74,7838.92,795.98,3916.98,912.399
3.35,9686.04,9173.55,2970.83,9314.98,4527.68,9436.46,6273.76,5886.03,7304.27,1178.17,7004.11,1416.8,4202.52,4559.94,5629.47,3067.13,7840.31,797.37,3918.39,913.788
3.4,9687.43,9174.95,2972.2,9316.37,4529.07,9437.84,6275.15,5887.42,7305.66,1179.56,7005.5,1418.19,4203.9,4561.33,5630.86,3068.52,7841.7,798.759,3919.79,915.177
3.45,9688.83,9176.35,2973.57,9317.76,4530.47,9439.23,6276.54,5888.81,7307.04,1180.96,7006.88,1419.58,4205.29,4562.72,5632.25,3069.91,7843.09,800.149,3921.19,916.565
3.5,9690.23,9177.76,2974.94,9319.15,4531.86,9440.62,6277.94,5890.2,7308.43,1182.35,7008.27,1420.97,4206.68,4564.11,5633.64,3071.3,7844.48,801.539,3922.59,917.954
3.55,9691.62,9179.16,2976.3,9320.55,4533.25,9442.01,6279.33,5891.59,7309.82,1183.74,7009.66,1422.36,4208.07,4565.5,5635.03,3072.69,7845.87,802.928,3923.99,919.343
3.6,9693.02,9180.56,2977.67,9321.94,4534.64,9443.4,6280.73,5892.97,7311.21,1185.14,7011.05,1423.75,4209.46,4566.88,5636.42,3074.08,7847.26,804.318,3925.39,920.732
3.65,9694.41,9181.96,2979.04,9323.33,4536.04,9444.79,6282.12,5894.36,7312.6,1186.53,7012.44,1425.14,4210.85,4568.27,5637.81,3075.47,7848.65,805.707,3926.8,922.121
3.7,9695.81,9183.36,2980.41,9324.73,4537.43,9446.18,6283.52,5895.75,7313.99,1187.92,7013.82,1426.53,4212.24,4569.66,5639.2,3076.85,7850.04,807.097,3928.2,923.51
3.75,9697.21,9184.76,2981.78,9326.12,4538.82,9447.57,6284.91,5897.14,7315.38,1189.31,7015.21,1427.92,4213.63,4571.05,5640.59,3078.24,7851.43,808.487,3929.6,924.899
3.8,9698.6,9186.16,2983.15,9327.51,4540.21,9448.96,6286.31,5898.53,7316.77,1190.71,7016.6,1429.3,4215.02,4572.44,5641.99,3079.63,7852.82,809.876,3931,926.288
3.85,9700,9187.56,2984.51,9328.9,4541.6,9450.34,6287.7,5899.92,7318.16,1192.1,7017.99,1430.69,4216.4,4573.83,5643.38,3081.02,7854.21,811.266,3932.4,927.677
3.9,9701.4,9188.96,2985.88,9330.3,4543,9451.73,6289.1,5901.31,7319.54,1193.49,7019.37,1432.08,4217.79,4575.22,5644.77,3082.41,7855.6,812.655,3933.8,929.066
3.95,9702.79,9190.36,2987.25,9331.69,4544.39,9453.12,6290.49,5902.7,7320.93,1194.89,7020.76,1433.47,4219.18,4576.61,5646.16,3083.8,7856.99,814.045,3935.21,930.454
4,9704.19,9191.76,2988.62,9333.08,4545.78,9454.51,6291.89,5904.09,7322.32,1196.28,7022.15,1434.86,4220.57,4578,5647.55,3085.19,7858.38,815.435,3936.61,931.843
4.05,9705.59,9193.17,2989.99,9334.48,4547.17,9455.9,6293.28,5905.47,7323.71,1197.67,7023.54,1436.25,4221.96,4579.38,5648.94,3086.58,7859.77,816.824,3938.01,933.232
4.1,9706.98,9194.57,2991.36,9335.87,4548.57,9457.29,6294.68,5906.86,7325.1,1199.06,7024.93,1437.64,4223.35,4580.77,5650.33,3087.97,7861.16,818.214,3939.41,934.621
4.15,9708.38,9195.97,2992.72,9337.26,4549.96,9458.68,6296.07,5908.25,7326.49,1200.46,7026.31,1439.03,4224.74,4582.16,5651.72,3089.35,7862.55,819.603,3940.81,936.01
4.2,9709.78,9197.37,2994.09,9338.65,4551.35,9460.07,6297.47,5909.64,7327.88,1201.85,7027.7,1440.41,4226.13,4583.55,5653.11,3090.74,7863.94,820.993,3942.22,937.399
4.25,9711.17,9198.77,2995.46,9340.05,4552.74,9461.46,6298.86,5911.03,7329.27,1203.24,7029.09,1441.8,4227.52,4584.94,5654.5,3092.13,7865.33,822.383,3943.62,938.788
4.3,9712.57,9200.17,2996.83,9341.44,4554.13,9462.84,6300.26,5912.42,7330.66,1204.63,7030.48,1443.19,4228.9,4586.33,5655.89,3093.52,7866.72,823.772,3945.02,940.177
4.35,9713.96,9201.57,2998.2,9342.83,4555.53,9464.23,6301.65,5913.81,7332.04,1206.03,7031.86,1444.58,4230.29,4587.72,5657.28,3094.91,7868.11,825.162,3946.42,941.566
4.4,9715.36,9202.97,2999.57,9344.23,4556.92,9465.62,6303.05,5915.2,7333.43,1207.42,7033.25,1445.97,4231.68,4589.11,5658.67,3096.3,7869.5,826.551,3947.82,942.954
4.45,9716.76,9204.37,3000.93,9345.62,4558.31,9467.01,6304.44,5916.59,7334.82,1208.81,7034.64,1447.36,4233.07,4590.5,5660.06,3097.69,7870.89,827.941,3949.22,944.343
4.5,9718.15,9205.77,3002.3,9347.01,4559.7,9468.4,6305.84,5917.97,7336.21,1210.21,7036.03,1448.75,4234.46,4591.88,5661.45,3099.08,7872.28,829.331,3950.63,945.732
4.55,9719.55,9207.17,3003.67,9348.41,4561.09,9469.79,6307.23,5919.36,7337.6,1211.6,7037.42,1450.14,4235.85,4593.27,5662.84,3100.47,7873.67,830.72,3952.03,947.121
4.6,9720.95,9208.58,3005.04,9349.8,4562.49,9471.18,6308.63,5920.75,7338.99,1212.99,7038.8,1451.53,4237.24,4594.66,5664.24,3101.85,7875.06,832.11,3953.43,948.51
4.65,9722.34,9209.98,3006.41,9351.19,4563.88,9472.57,6310.02,5922.14,7340.38,1214.38,7040.19,1452.91,4238.63,4596.05,5665.63,3103.24,7876.45,833.499,3954.83,949.899
4.7,9723.74,9211.38,3007.78,9352.58,4565.27,9473.96,6311.41,5923.53,7341.77,1215.78,7041.58,1454.3,4240.02,4597.44,5667.02,3104.63,7877.84,834.889,3956.23,951.288
4.75,9725.14,9212.78,3009.14,9353.98,4566.66,9475.34,6312.81,5924.92,7343.16,1217.17,7042.97,1455.69,4241.4,4598.83,5668.41,3106.02,7879.23,836.279,3957.64,952.677
4.8,9726.53,9214.18,3010.51,9355.37,4568.06,9476.73,6314.2,5926.31,7344.54,1218.56,7044.35,1457.08,4242.79,4600.22,5669.8,3107.41,7880.62,837.668,3959.04,954.066
4.85,9727.93,9215.58,3011.88,9356.76,4569.45,9478.12,6315.6,5927.7,7345.93,1219.96,7045.74,1458.47,4244.18,4601.61,5671.19,3108.8,7882.01,839.058,3960.44,955.454
4.9,9729.33,9216.98,3013.25,9358.16,4570.84,9479.51,6316.99,5929.09,7347.32,1221.35,7047.13,1459.86,4245.57,4603,5672.58,3110.19,7883.4,840.447,3961.84,956.843
4.95,9730.72,9218.38,3014.62,9359.55,4572.23,9480.9,6318.39,5930.47,7348.71,1222.74,7048.52,1461.25,4246.96,4604.38,5673.97,3111.58,7884.79,841.837,3963.24,958.232
5,9732.12,9219.78,3015.99,9360.94,4573.62,9482.29,6319.78,5931.86,7350.1,1224.13,7049.91,1462.64,4248.35,4605.77,5675.36,3112.97,7886.18,843.227,3964.64,959.621
5.05,9733.51,9221.18,3017.35,9362.33,4575.02,9483.68,6321.18,5933.25,7351.49,1225.53,7051.29,1464.02,4249.74,4607.16,5676.75,3114.35,7887.57,844.616,3966.05,961.01
5.1,9734.91,9222.58,3018.72,9363.73,4576.41,9485.07,6322.57,5934.64,7352.88,1226.92,7052.68,1465.41,4251.13,4608.55,5678.14,3115.74,7888.96,846.006,3967.45,962.399
5.15,9736.31,9223.98,3020.09,9365.12,4577.8,9486.46,6323.97,5936.03,7354.27,1228.31,7054.07,1466.8,4252.52,4609.94,5679.53,3117.13,7890.35,847.396,3968.85,963.788
5.2,9737.7,9225.39,3021.46,9366.51,4579.19,9487.84,6325.36,5937.42,7355.66,1229.7,7055.46,1468.19,4253.9,4611.33,5680.92,3118.52,7891.74,848.785,3970.25,965.177
5.25,9739.1,9226.79,3022.83,9367.91,4580.58,9489.23,6326.76,5938.81,7357.04,1231.1,7056.84,1469.58,4255.29,4612.72,5682.31,3119.91,7893.13,850.175,3971.65,966.566
5.3,9740.5,9228.19,3024.2,9369.3,4581.98,9490.62,6328.15,5940.2,7358.43,1232.49,7058.23,1470.97,4256.68,4614.11,5683.7,3121.3,7894.52,851.564,3973.06,967.954
5.35,9741.89,9229.59,3025.56,9370.69,4583.37,9492.01,6329.55,5941.59,7359.82,1233.88,7059.62,1472.36,4258.07,4615.5,5685.1,3122.69,7895.91,852.954,3974.46,969.343
5.4,9743.29,9230.99,3026.93,9372.08,4584.76,9493.4,6330.94,5942.97,7361.21,1235.28,7061.01,1473.75,4259.46,4616.88,5686.49,3124.08,7897.3,854.344,3975.86,970.732
5.45,9744.69,9232.39,3028.3,9373.48,4586.15,9494.79,6332.34,5944.36,7362.6,1236.67,7062.4,1475.14,4260.85,4618.27,5687.88,3125.47,7898.69,855.733,3977.26,972.121
5.5,9746.08,9233.79,3029.67,9374.87,4587.55,9496.18,6333.73,5945.75,7363.99,1238.06,7063.78,1476.52,4262.24,4619.66,5689.27,3126.85,7900.08,857.123,3978.66,973.51
5.55,9747.48,9235.19,3031.04,9376.26,4588.94,9497.57,6335.13,5947.14,7365.38,1239.45,7065.17,1477.91,4263.63,4621.05,5690.66,3128.24,7901.47,858.512,3980.06,974.899
5.6,9748.88,9236.59,3032.41,9377.66,4590.33,9498.96,6336.52,5948.53,7366.77,1240.85,7066.56,1479.3,4265.02,4622.44,5692.05,3129.63,7902.86,859.902,3981.47,976.288
5.65,9750.27,9237.99,3033.77,9379.05,4591.72,9500.34,6337.92,5949.92,7368.16,1242.24,7067.95,1480.69,4266.4,4623.83,5693.44,3131.02,7904.25,861.292,3982.87,977.677
5.7,9751.67,9239.39,3035.14,9380.44,4593.11,9501.73,6339.31,5951.31,7369.54,1243.63,7069.33,1482.08,4267.79,4625.22,5694.83,3132.41,7905.64,862.681,3984.27,979.066
5.75,9753.06,9240.8,3036.51,9381.83,4594.51,9503.12,6340.71,5952.7,7370.93,1245.03,7070.72,1483.47,4269.18,4626.61,5696.22,3133.8,7907.03,864.071,3985.67,980.454
5.8,9754.46,9242.2,3037.88,9383.23,4595.9,9504.51,6342.1,5954.09,7372.32,1246.42,7072.11,1484.86,4270.57,4628,5697.61,3135.19,7908.42,865.46,3987.07,981.843
5.85,9755.86,9243.6,3039.25,9384.62,4597.29,9505.9,6343.49,5955.47,7373.71,1247.81,7073.5,1486.25,4271.96,4629.38,5699,3136.58,7909.81,866.85,3988.48,983.232
5.9,9757.25,9245,3040.62,9386.01,4598.68,9507.29,6344.89,5956.86,7375.1,1249.2,7074.89,1487.63,4273.35,4630.77,5700.39,3137.97,7911.2,868.24,3989.88,984.621
5.95,9758.65,9246.4,3041.98,9387.41,4600.07,9508.68,6346.28,5958.25,7376.49,1250.6,7076.27,1489.02,4274.74,4632.16,5701.78,3139.35,7912.59,869.629,3991.28,986.01
6,9760.05,9247.8,3043.35,9388.8,4601.47,9510.07,6347.68,5959.64,7377.88,1251.99,7077.66,1490.41,4276.13,4633.55,5703.17,3140.74,7913.98,871.019,3992.68,987.399
6.05,9761.44,9249.2,3044.72,9390.19,4602.86,9511.46,6349.07,5961.03,7379.27,1253.38,7079.05,1491.8,4277.52,4634.94,5704.56,3142.13,7915.37,872.409,3994.08,988.788
6.1,9762.84,9250.6,3046.09,9391.58,4604.25,9512.84,6350.47,5962.42,7380.66,1254.77,7080.44,1493.19,4278.9,4636.33,5705.96,3143.52,7916.76,873.798,3995.48,990.177
6.15,9764.24,9252,3047.46,9392.98,4605.64,9514.23,6351.86,5963.81,7382.04,1256.17,7081.82,1494.58,4280.29,4637.72,5707.35,3144.91,7918.15,875.188,3996.89,991.566
6.2,9765.63,9253.4,3048.83,9394.37,4607.04,9515.62,6353.26,5965.2,7383.43,1257.56,7083.21,1495.97,4281.68,4639.11,5708.74,3146.3,7919.54,876.577,3998.29,992.954
6.25,9767.03,9254.8,3050.2,9395.76,4608.43,9517.01,6354.65,5966.59,7384.82,1258.95,7084.6,1497.36,4283.07,4640.5,5710.13,3147.69,7920.93,877.967,3999.69,994.343
6.3,9768.43,9256.21,3051.56,9397.16,4609.82,9518.4,6356.05,5967.97,7386.21,1260.35,7085.99,1498.75,4284.46,4641.88,5711.52,3149.08,7922.32,879.357,4001.09,995.732
6.35,9769.82,9257.61,3052.93,9398.55,4611.21,9519.79,6357.44,5969.36,7387.6,1261.74,7087.38,1500.13,4285.85,4643.27,5712.91,3150.47,7923.71,880.746,4002.49,997.121
6.4,9771.22,9259.01,3054.3,9399.94,4612.6,9521.18,6358.84,5970.75,7388.99,1263.13,7088.76,1501.52,4287.24,4644.66,5714.3,3151.85,7925.1,882.136,4003.89,998.51
6.45,9772.61,9260.41,3055.67,9401.34,4614,9522.57,6360.23,5972.14,7390.38,1264.52,7090.15,1502.91,4288.63,4646.05,5715.69,3153.24,7926.49,883.525,4005.3,999.899
6.5,9774.01,9261.81,3057.04,9402.73,4615.39,9523.96,6361.63,5973.53,7391.77,1265.92,7091.54,1504.3,4290.02,4647.44,5717.08,3154.63,7927.88,884.915,4006.7,1001.29
6.55,9775.41,9263.21,3058.41,9404.12,4616.78,9525.34,6363.02,5974.92,7393.16,1267.31,7092.93,1505.69,4291.4,4648.83,5718.47,3156.02,7929.27,886.305,4008.1,1002.68
6.6,9776.8,9264.61,3059.77,9405.51,4618.17,9526.73,6364.42,5976.31,7394.54,1268.7,7094.31,1507.08,4292.79,4650.22,5719.86,3157.41,7930.66,887.694,4009.5,1004.07
6.65,9778.2,9266.01,3061.14,9406.91,4619.56,9528.12,6365.81,5977.7,7395.93,1270.1,7095.7,1508.47,4294.18,4651.61,5721.25,3158.8,7932.05,889.084,4010.9,1005.45
6.7,9779.6,9267.41,3062.51,9408.3,4620.96,9529.51,6367.21,5979.09,7397.32,1271.49,7097.09,1509.86,4295.57,4653,5722.64,3160.19,7933.44,890.474,4012.31,1006.84
6.75,9780.99,9268.81,3063.88,9409.69,4622.35,9530.9,6368.6,5980.47,7398.71,1272.88,7098.48,1511.24,4296.96,4654.38,5724.03,3161.58,7934.83,891.863,4013.71,1008.23
