time,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,N11,N12
0.8,143.02,9926.4,369.813,6858.28,3946.09,9370.96,6583.16,6337.17,3827.39,9110.99,2460.2,5913.11
0.85,144.412,9927.8,371.202,6859.68,3947.48,9372.35,6584.55,6338.56,3828.78,9112.38,2461.59,5914.5
0.9,145.805,9929.2,372.591,6861.08,3948.87,9373.74,6585.94,6339.95,3830.17,9113.77,2462.98,5915.89
0.95,147.197,9930.6,373.98,6862.47,3950.26,9375.13,6587.33,6341.35,3831.56,9115.16,2464.37,5917.27
1,148.59,9932,375.369,6863.87,3951.66,9376.52,6588.72,6342.74,3832.95,9116.55,2465.76,5918.66
1.05,149.983,9933.41,376.758,6865.27,3953.05,9377.91,6590.11,6344.13,3834.35,9117.94,2467.15,5920.05
1.1,151.375,9934.81,378.147,6866.66,3954.44,9379.3,6591.5,6345.52,3835.74,9119.33,2468.55,5921.44
1.15,152.768,9936.21,379.536,6868.06,3955.83,9380.68,6592.89,6346.91,3837.13,9120.72,2469.94,5922.83
1.2,154.16,9937.61,380.925,6869.46,3957.22,9382.07,6594.27,6348.31,3838.52,9122.11,2471.33,5924.22
1.25,155.553,9939.01,382.313,6870.85,3958.62,9383.46,6595.66,6349.7,3839.91,9123.5,2472.72,5925.61
1.3,156.946,9940.41,383.702,6872.25,3960.01,9384.85,6597.05,6351.09,3841.3,9124.89,2474.11,5927
1.35,158.338,9941.81,385.091,6873.65,3961.4,9386.24,6598.44,6352.48,3842.69,9126.28,2475.5,5928.39
1.4,159.731,9943.21,386.48,6875.05,3962.79,9387.63,6599.83,6353.87,3844.09,9127.67,2476.89,5929.77
1.45,161.124,9944.61,387.869,6876.44,3964.18,9389.02,6601.22,6355.27,3845.48,9129.06,2478.29,5931.16
1.5,162.516,9946.01,389.258,6877.84,3965.58,9390.41,6602.61,6356.66,3846.87,9130.45,2479.68,5932.55
1.55,163.909,9947.41,390.647,6879.24,3966.97,9391.8,6604,6358.05,3848.26,9131.84,2481.07,5933.94
1.6,165.301,9948.81,392.036,6880.63,3968.36,9393.18,6605.39,6359.44,3849.65,9133.23,2482.46,5935.33
1.65,166.694,9950.21,393.425,6882.03,3969.75,9394.57,6606.77,6360.84,3851.04,9134.62,2483.85,5936.72
1.7,168.087,9951.61,394.813,6883.43,3971.14,9395.96,6608.16,6362.23,3852.43,9136.01,2485.24,5938.11
1.75,169.479,9953.01,396.202,6884.82,3972.54,9397.35,6609.55,6363.62,3853.83,9137.4,2486.63,5939.5
1.8,170.872,9954.41,397.591,6886.22,3973.93,9398.74,6610.94,6365.01,3855.22,9138.79,2488.03,5940.89
1.85,172.264,9955.81,398.98,6887.62,3975.32,9400.13,6612.33,6366.4,3856.61,9140.18,2489.42,5942.27
1.9,173.657,9957.21,400.369,6889.01,3976.71,9401.52,6613.72,6367.8,3858,9141.57,2490.81,5943.66
1.95,175.05,9958.61,401.758,6890.41,3978.11,9402.91,6615.11,6369.19,3859.39,9142.96,2492.2,5945.05
2,176.442,9960.01,403.147,6891.81,3979.5,9404.3,6616.5,6370.58,3860.78,9144.35,2493.59,5946.44
2.05,177.835,9961.41,404.536,6893.2,3980.89,9405.68,6617.89,6371.97,3862.17,9145.74,2494.98,5947.83
2.1,179.228,9962.81,405.925,6894.6,3982.28,9407.07,6619.27,6373.36,3863.57,9147.13,2496.37,5949.22
2.15,180.62,9964.21,407.313,6896,3983.67,9408.46,6620.66,6374.76,3864.96,9148.52,2497.77,5950.61
2.2,182.013,9965.61,408.702,6897.4,3985.07,9409.85,6622.05,6376.15,3866.35,9149.91,2499.16,5952
2.25,183.405,9967.02,410.091,6898.79,3986.46,9411.24,6623.44,6377.54,3867.74,9151.3,2500.55,5953.39
2.3,184.798,9968.42,411.48,6900.19,3987.85,9412.63,6624.83,6378.93,3869.13,9152.69,2501.94,5954.77
2.35,186.191,9969.82,412.869,6901.59,3989.24,9414.02,6626.22,6380.32,3870.52,9154.08,2503.33,5956.16
2.4,187.583,9971.22,414.258,6902.98,3990.63,9415.41,6627.61,6381.72,3871.91,9155.47,2504.72,5957.55
2.45,188.976,9972.62,415.647,6904.38,3992.03,9416.8,6629,6383.11,3873.31,9156.86,2506.11,5958.94
2.5,190.368,9974.02,417.036,6905.78,3993.42,9418.18,6630.39,6384.5,3874.7,9158.25,2507.51,5960.33
2.55,191.761,9975.42,418.425,6907.17,3994.81,9419.57,6631.77,6385.89,3876.09,9159.64,2508.9,5961.72
2.6,193.154,9976.82,419.813,6908.57,3996.2,9420.96,6633.16,6387.28,3877.48,9161.03,2510.29,5963.11
2.65,194.546,9978.22,421.202,6909.97,3997.59,9422.35,6634.55,6388.68,3878.87,9162.42,2511.68,5964.5
2.7,195.939,9979.62,422.591,6911.36,3998.99,9423.74,6635.94,6390.07,3880.26,9163.81,2513.07,5965.89
2.75,197.332,9981.02,423.98,6912.76,4000.38,9425.13,6637.33,6391.46,3881.65,9165.2,2514.46,5967.27
2.8,198.724,9982.42,425.369,6914.16,4001.77,9426.52,6638.72,6392.85,3883.05,9166.59,2515.85,5968.66
2.85,200.117,9983.82,426.758,6915.55,4003.16,9427.91,6640.11,6394.24,3884.44,9167.98,2517.25,5970.05
2.9,201.509,9985.22,428.147,6916.95,4004.55,9429.3,6641.5,6395.64,3885.83,9169.37,2518.64,5971.44
2.95,202.902,9986.62,429.536,6918.35,4005.95,9430.68,6642.89,6397.03,3887.22,9170.76,2520.03,5972.83
3,204.295,9988.02,430.925,6919.75,4007.34,9432.07,6644.27,6398.42,3888.61,9172.15,2521.42,5974.22
3.05,205.687,9989.42,432.313,6921.14,4008.73,9433.46,6645.66,6399.81,3890,9173.54,2522.81,5975.61
3.1,207.08,9990.82,433.702,6922.54,4010.12,9434.85,6647.05,6401.21,3891.39,9174.93,2524.2,5977
3.15,208.473,9992.22,435.091,6923.94,4011.51,9436.24,6648.44,6402.6,3892.78,9176.32,2525.59,5978.39
3.2,209.865,9993.62,436.48,6925.33,4012.91,9437.63,6649.83,6403.99,3894.18,9177.71,2526.99,5979.77
3.25,211.258,9995.02,437.869,6926.73,4014.3,9439.02,6651.22,6405.38,3895.57,9179.1,2528.38,5981.16
3.3,212.65,9996.42,439.258,6928.13,4015.69,9440.41,6652.61,6406.77,3896.96,9180.49,2529.77,5982.55
3.35,214.043,9997.82,440.647,6929.52,4017.08,9441.8,6654,6408.17,3898.35,9181.88,2531.16,5983.94
3.4,215.436,9999.23,442.036,6930.92,4018.48,9443.18,6655.39,6409.56,3899.74,9183.27,2532.55,5985.33
3.45,216.828,0.625678,443.425,6932.32,4019.87,9444.57,6656.77,6410.95,3901.13,9184.65,2533.94,5986.72
3.5,218.221,2.02611,444.813,6933.71,4021.26,9445.96,6658.16,6412.34,3902.52,9186.04,2535.33,5988.11
3.55,219.614,3.42654,446.202,6935.11,4022.65,9447.35,6659.55,6413.73,3903.92,9187.43,2536.73,5989.5
3.6,221.006,4.82698,447.591,6936.51,4024.04,9448.74,6660.94,6415.13,3905.31,9188.82,2538.12,5990.89
3.65,222.399,6.22741,448.98,6937.9,4025.44,9450.13,6662.33,6416.52,3906.7,9190.21,2539.51,5992.27
3.7,223.791,7.62785,450.369,6939.3,4026.83,9451.52,6663.72,6417.91,3908.09,9191.6,2540.9,5993.66
3.75,225.184,9.02828,451.758,6940.7,4028.22,9452.91,6665.11,6419.3,3909.48,9192.99,2542.29,5995.05
3.8,226.577,10.4287,453.147,6942.1,4029.61,9454.3,6666.5,6420.69,3910.87,9194.38,2543.68,5996.44
3.85,227.969,11.8291,454.536,6943.49,4031,9455.68,6667.89,6422.09,3912.26,9195.77,2545.07,5997.83
3.9,229.362,13.2296,455.925,6944.89,4032.4,9457.07,6669.27,6423.48,3913.66,9197.16,2546.47,5999.22
3.95,230.755,14.63,457.313,6946.29,4033.79,9458.46,6670.66,6424.87,3915.05,9198.55,2547.86,6000.61
4,232.147,16.0305,458.702,6947.68,4035.18,9459.85,6672.05,6426.26,3916.44,9199.94,2549.25,6002
4.05,233.54,17.4309,460.091,6949.08,4036.57,9461.24,6673.44,6427.65,3917.83,9201.33,2550.64,6003.39
4.1,234.932,18.8313,461.48,6950.48,4037.96,9462.63,6674.83,6429.05,3919.22,9202.72,2552.03,6004.77
4.15,236.325,20.2318,462.869,6951.87,4039.36,9464.02,6676.22,6430.44,3920.61,9204.11,2553.42,6006.16
4.2,237.718,21.6322,464.258,6953.27,4040.75,9465.41,6677.61,6431.83,3922,9205.5,2554.81,6007.55
4.25,239.11,23.0326,465.647,6954.67,4042.14,9466.8,6679,6433.22,3923.4,9206.89,2556.21,6008.94
4.3,240.503,24.4331,467.036,6956.06,4043.53,9468.18,6680.39,6434.61,3924.79,9208.28,2557.6,6010.33
4.35,241.896,25.8335,468.425,6957.46,4044.92,9469.57,6681.77,6436.01,3926.18,9209.67,2558.99,6011.72
4.4,243.288,27.2339,469.813,6958.86,4046.32,9470.96,6683.16,6437.4,3927.57,9211.06,2560.38,6013.11
4.45,244.681,28.6344,471.202,6960.25,4047.71,9472.35,6684.55,6438.79,3928.96,9212.45,2561.77,6014.5
4.5,246.073,30.0348,472.591,6961.65,4049.1,9473.74,6685.94,6440.18,3930.35,9213.84,2563.16,6015.89
4.55,247.466,31.4353,473.98,6963.05,4050.49,9475.13,6687.33,6441.58,3931.74,9215.23,2564.55,6017.27
4.6,248.859,32.8357,475.369,6964.45,4051.88,9476.52,6688.72,6442.97,3933.14,9216.62,2565.95,6018.66
4.65,250.251,34.2361,476.758,6965.84,4053.28,9477.91,6690.11,6444.36,3934.53,9218.01,2567.34,6020.05
4.7,251.644,35.6366,478.147,6967.24,4054.67,9479.3,6691.5,6445.75,3935.92,9219.4,2568.73,6021.44
4.75,253.037,37.037,479.536,6968.64,4056.06,9480.68,6692.89,6447.14,3937.31,9220.79,2570.12,6022.83
4.8,254.429,38.4375,480.925,6970.03,4057.45,9482.07,6694.27,6448.54,3938.7,9222.18,2571.51,6024.22
4.85,255.822,39.8379,482.313,6971.43,4058.85,9483.46,6695.66,6449.93,3940.09,9223.57,2572.9,6025.61
4.9,257.214,41.2383,483.702,6972.83,4060.24,9484.85,6697.05,6451.32,3941.48,9224.96,2574.29,6027
4.95,258.607,42.6388,485.091,6974.22,4061.63,9486.24,6698.44,6452.71,3942.88,9226.35,2575.69,6028.39
5,260,44.0392,486.48,6975.62,4063.02,9487.63,6699.83,6454.1,3944.27,9227.74,2577.08,6029.77
5.05,261.392,45.4397,487.869,6977.02,4064.41,9489.02,6701.22,6455.5,3945.66,9229.13,2578.47,6031.16
5.1,262.785,46.8401,489.258,6978.41,4065.81,9490.41,6702.61,6456.89,3947.05,9230.52,2579.86,6032.55
5.15,264.178,48.2405,490.647,6979.81,4067.2,9491.8,6704,6458.28,3948.44,9231.91,2581.25,6033.94
5.2,265.57,49.641,492.036,6981.21,4068.59,9493.18,6705.39,6459.67,3949.83,9233.3,2582.64,6035.33
5.25,266.963,51.0414,493.425,6982.6,4069.98,9494.57,6706.77,6461.06,3951.22,9234.69,2584.03,6036.72
5.3,268.355,52.4419,494.813,6984,4071.37,9495.96,6708.16,6462.46,3952.62,9236.08,2585.43,6038.11
5.35,269.748,53.8423,496.202,6985.4,4072.77,9497.35,6709.55,6463.85,3954.01,9237.47,2586.82,6039.5
5.4,271.141,55.2427,497.591,6986.8,4074.16,9498.74,6710.94,6465.24,3955.4,9238.86,2588.21,6040.89
5.45,272.533,56.6432,498.98,6988.19,4075.55,9500.13,6712.33,6466.63,3956.79,9240.25,2589.6,6042.27
5.5,273.926,58.0436,500.369,6989.59,4076.94,9501.52,6713.72,6468.02,3958.18,9241.64,2590.99,6043.66
5.55,275.319,59.4441,501.758,6990.99,4078.33,9502.91,6715.11,6469.42,3959.57,9243.03,2592.38,6045.05
5.6,276.711,60.8445,503.147,6992.38,4079.73,9504.3,6716.5,6470.81,3960.96,9244.42,2593.77,6046.44
5.65,278.104,62.245,504.536,6993.78,4081.12,9505.68,6717.89,6472.2,3962.36,9245.81,2595.17,6047.83
5.7,279.497,63.6454,505.925,6995.18,4082.51,9507.07,6719.27,6473.59,3963.75,9247.2,2596.56,6049.22
5.75,280.889,65.0458,507.313,6996.57,4083.9,9508.46,6720.66,6474.99,3965.14,9248.59,2597.95,6050.61
5.8,282.282,66.4463,508.702,6997.97,4085.29,9509.85,6722.05,6476.38,3966.53,9249.98,2599.34,6052
5.85,283.674,67.8467,510.091,6999.37,4086.69,9511.24,6723.44,6477.77,3967.92,9251.37,2600.73,6053.39
5.9,285.067,69.2472,511.48,7000.76,4088.08,9512.63,6724.83,6479.16,3969.31,9252.76,2602.12,6054.77
5.95,286.46,70.6476,512.869,7002.16,4089.47,9514.02,6726.22,6480.55,3970.7,9254.15,2603.51,6056.16
6,287.852,72.0481,514.258,7003.56,4090.86,9515.41,6727.61,6481.95,3972.1,9255.54,2604.91,6057.55
6.05,289.245,73.4485,515.647,7004.96,4092.25,9516.8,6729,6483.34,3973.49,9256.93,2606.3,6058.94
6.1,290.638,74.8489,517.036,7006.35,4093.65,9518.18,6730.39,6484.73,3974.88,9258.32,2607.69,6060.33
6.15,292.03,76.2494,518.425,7007.75,4095.04,9519.57,6731.77,6486.12,3976.27,9259.71,2609.08,6061.72
6.2,293.423,77.6498,519.813,7009.15,4096.43,9520.96,6733.16,6487.51,3977.66,9261.1,2610.47,6063.11
6.25,294.815,79.0503,521.202,7010.54,4097.82,9522.35,6734.55,6488.91,3979.05,9262.49,2611.86,6064.5
6.3,296.208,80.4507,522.591,7011.94,4099.21,9523.74,6735.94,6490.3,3980.44,9263.88,2613.25,6065.89
6.35,297.601,81.8512,523.98,7013.34,4100.61,9525.13,6737.33,6491.69,3981.84,9265.27,2614.65,6067.27
6.4,298.993,83.2516,525.369,7014.73,4102,9526.52,6738.72,6493.08,3983.23,9266.66,2616.04,6068.66
6.45,300.386,84.6521,526.758,7016.13,4103.39,9527.91,6740.11,6494.47,3984.62,9268.05,2617.43,6070.05
6.5,301.779,86.0525,528.147,7017.53,4104.78,9529.3,6741.5,6495.87,3986.01,9269.44,2618.82,6071.44
6.55,303.171,87.453,529.536,7018.92,4106.18,9530.68,6742.89,6497.26,3987.4,9270.83,2620.21,6072.83
6.6,304.564,88.8534,530.925,7020.32,4107.57,9532.07,6744.27,6498.65,3988.79,9272.22,2621.6,6074.22
6.65,305.957,90.2539,532.313,7021.72,4108.96,9533.46,6745.66,6500.04,3990.18,9273.6,2622.99,6075.61
6.7,307.349,91.6543,533.702,7023.11,4110.35,9534.85,6747.05,6501.43,3991.58,9274.99,2624.39,6077
6.75,308.742,93.0548,535.091,7024.51,4111.74,9536.24,6748.44,6502.83,3992.97,9276.38,2625.78,6078.39
6.8,310.134,94.4552,536.48,7025.91,4113.14,9537.63,6749.83,6504.22,3994.36,9277.77,2627.17,6079.77
6.85,311.527,95.8557,537.869,7027.31,4114.53,9539.02,6751.22,6505.61,3995.75,9279.16,2628.56,6081.16
6.9,312.92,97.2561,539.258,7028.7,4115.92,9540.41,6752.61,6507,3997.14,9280.55,2629.95,6082.55
6.95,314.312,98.6566,540.647,7030.1,4117.31,9541.8,6754,6508.4,3998.53,9281.94,2631.34,6083.94
7,315.705,100.057,542.036,7031.5,4118.7,9543.18,6755.39,6509.79,3999.92,9283.33,2632.73,6085.33
7.05,317.098,101.457,543.425,7032.89,4120.1,9544.57,6756.77,6511.18,4001.32,9284.72,2634.13,6086.72
7.1,318.49,102.858,544.813,7034.29,4121.49,9545.96,6758.16,6512.57,4002.71,9286.11,2635.52,6088.11
7.15,319.883,104.258,546.202,7035.69,4122.88,9547.35,6759.55,6513.96,4004.1,9287.5,2636.91,6089.5
7.2,321.276,105.659,547.591,7037.08,4124.27,9548.74,6760.94,6515.36,4005.49,9288.89,2638.3,6090.89
7.25,322.668,107.059,548.98,7038.48,4125.66,9550.13,6762.33,6516.75,4006.88,9290.28,2639.69,6092.27
7.3,324.061,108.46,550.369,7039.88,4127.06,9551.52,6763.72,6518.14,4008.27,9291.67,2641.08,6093.66
7.35,325.453,109.86,551.758,7041.27,4128.45,9552.91,6765.11,6519.53,4009.66,9293.06,2642.47,6095.05
7.4,326.846,111.261,553.147,7042.67,4129.84,9554.3,6766.5,6520.92,4011.06,9294.45,2643.87,6096.44
7.45,328.239,112.661,554.536,7044.07,4131.23,9555.68,6767.89,6522.32,4012.45,9295.84,2645.26,6097.83
7.5,329.631,114.062,555.925,7045.47,4132.62,9557.07,6769.27,6523.71,4013.84,9297.23,2646.65,6099.22
7.55,331.024,115.462,557.313,7046.86,4134.02,9558.46,6770.66,6525.1,4015.23,9298.62,2648.04,6100.61
7.6,332.417,116.862,558.702,7048.26,4135.41,9559.85,6772.05,6526.49,4016.62,9300.01,2649.43,6102
7.65,333.809,118.263,560.091,7049.66,4136.8,9561.24,6773.44,6527.88,4018.01,9301.4,2650.82,6103.39
7.7,335.202,119.663,561.48,7051.05,4138.19,9562.63,6774.83,6529.28,4019.4,9302.79,2652.21,6104.77
7.75,336.595,121.064,562.869,7052.45,4139.58,9564.02,6776.22,6530.67,4020.8,9304.18,2653.61,6106.16
7.8,337.987,122.464,564.258,7053.85,4140.98,9565.41,6777.61,6532.06,4022.19,9305.57,2655,6107.55
7.85,339.38,123.865,565.647,7055.24,4142.37,9566.8,6779,6533.45,4023.58,9306.96,2656.39,6108.94
7.9,340.773,125.265,567.036,7056.64,4143.76,9568.18,6780.39,6534.84,4024.97,9308.35,2657.78,6110.33
7.95,342.165,126.666,568.425,7058.04,4145.15,9569.57,6781.77,6536.24,4026.36,9309.74,2659.17,6111.72
8,343.558,128.066,569.813,7059.43,4146.54,9570.96,6783.16,6537.63,4027.75,9311.13,2660.56,6113.11
8.05,344.95,129.466,571.202,7060.83,4147.94,9572.35,6784.55,6539.02,4029.14,9312.52,2661.95,6114.5
8.1,346.343,130.867,572.591,7062.23,4149.33,9573.74,6785.94,6540.41,4030.54,9313.91,2663.35,6115.89
8.15,347.736,132.267,573.98,7063.62,4150.72,9575.13,6787.33,6541.81,4031.93,9315.3,2664.74,6117.27
8.2,349.128,133.668,575.369,7065.02,4152.11,9576.52,6788.72,6543.2,4033.32,9316.69,2666.13,6118.66
8.25,350.521,135.068,576.758,7066.42,4153.51,9577.91,6790.11,6544.59,4034.71,9318.08,2667.52,6120.05
8.3,351.914,136.469,578.147,7067.82,4154.9,9579.3,6791.5,6545.98,4036.1,9319.47,2668.91,6121.44
8.35,353.306,137.869,579.536,7069.21,4156.29,9580.68,6792.89,6547.37,4037.49,9320.86,2670.3,6122.83
8.4,354.699,139.27,580.925,7070.61,4157.68,9582.07,6794.27,6548.77,4038.88,9322.25,2671.69,6124.22
8.45,356.092,140.67,582.313,7072.01,4159.07,9583.46,6795.66,6550.16,4040.27,9323.64,2673.09,6125.61
8.5,357.484,142.071,583.702,7073.4,4160.47,9584.85,6797.05,6551.55,4041.67,9325.03,2674.48,6127
8.55,358.877,143.471,585.091,7074.8,4161.86,9586.24,6798.44,6552.94,4043.06,9326.42,2675.87,6128.39
8.6,360.269,144.871,586.48,7076.2,4163.25,9587.63,6799.83,6554.33,4044.45,9327.81,2677.26,6129.77
8.65,361.662,146.272,587.869,7077.59,4164.64,9589.02,6801.22,6555.73,4045.84,9329.2,2678.65,6131.16
8.7,363.055,147.672,589.258,7078.99,4166.03,9590.41,6802.61,6557.12,4047.23,9330.59,2680.04,6132.55
8.75,364.447,149.073,590.647,7080.39,4167.43,9591.8,6804,6558.51,4048.62,9331.98,2681.43,6133.94
8.8,365.84,150.473,592.036,7081.78,4168.82,9593.18,6805.39,6559.9,4050.01,9333.37,2682.83,6135.33
8.85,367.233,151.874,593.425,7083.18,4170.21,9594.57,6806.77,6561.29,4051.41,9334.76,2684.22,6136.72
8.9,368.625,153.274,594.813,7084.58,4171.6,9595.96,6808.16,6562.69,4052.8,9336.15,2685.61,6138.11
8.95,370.018,154.675,596.202,7085.98,4172.99,9597.35,6809.55,6564.08,4054.19,9337.54,2687,6139.5
9,371.411,156.075,597.591,7087.37,4174.39,9598.74,6810.94,6565.47,4055.58,9338.93,2688.39,6140.89
9.05,372.803,157.476,598.98,7088.77,4175.78,9600.13,6812.33,6566.86,4056.97,9340.32,2689.78,6142.27
9.1,374.196,158.876,600.369,7090.17,4177.17,9601.52,6813.72,6568.26,4058.36,9341.71,2691.17,6143.66
9.15,375.589,160.277,601.758,7091.56,4178.56,9602.91,6815.11,6569.65,4059.75,9343.1,2692.57,6145.05
9.2,376.981,161.677,603.147,7092.96,4179.95,9604.3,6816.5,6571.04,4061.15,9344.49,2693.96,6146.44
9.25,378.374,163.077,604.536,7094.36,4181.35,9605.68,6817.89,6572.43,4062.54,9345.88,2695.35,6147.83
9.3,379.766,164.478,605.925,7095.75,4182.74,9607.07,6819.27,6573.82,4063.93,9347.27,2696.74,6149.22
9.35,381.159,165.878,607.313,7097.15,4184.13,9608.46,6820.66,6575.22,4065.32,9348.66,2698.13,6150.61
9.4,382.552,167.279,608.702,7098.55,4185.52,9609.85,6822.05,6576.61,4066.71,9350.05,2699.52,6152
9.45,383.944,168.679,610.091,7099.94,4186.91,9611.24,6823.44,6578,4068.1,9351.44,2700.91,6153.39
9.5,385.337,170.08,611.48,7101.34,4188.31,9612.63,6824.83,6579.39,4069.49,9352.83,2702.31,6154.77
9.55,386.73,171.48,612.869,7102.74,4189.7,9614.02,6826.22,6580.78,4070.89,9354.22,2703.7,6156.16
9.6,388.122,172.881,614.258,7104.14,4191.09,9615.41,6827.61,6582.18,4072.28,9355.61,2705.09,6157.55
9.65,389.515,174.281,615.647,7105.53,4192.48,9616.8,6829,6583.57,4073.67,9357,2706.48,6158.94
9.7,390.908,175.682,617.036,7106.93,4193.87,9618.18,6830.39,6584.96,4075.06,9358.39,2707.87,6160.33
9.75,392.3,177.082,618.425,7108.33,4195.27,9619.57,6831.77,6586.35,4076.45,9359.78,2709.26,6161.72
9.8,393.693,178.483,619.813,7109.72,4196.66,9620.96,6833.16,6587.74,4077.84,9361.17,2710.65,6163.11
9.85,395.086,179.883,621.202,7111.12,4198.05,9622.35,6834.55,6589.14,4079.23,9362.56,2712.05,6164.5
9.9,396.478,181.283,622.591,7112.52,4199.44,9623.74,6835.94,6590.53,4080.63,9363.95,2713.44,6165.89
9.95,397.871,182.684,623.98,7113.91,4200.84,9625.13,6837.33,6591.92,4082.02,9365.34,2714.83,6167.27
10,399.264,184.084,625.369,7115.31,4202.23,9626.52,6838.72,6593.31,4083.41,9366.73,2716.22,6168.66
10.05,400.656,185.485,626.758,7116.71,4203.62,9627.91,6840.11,6594.7,4084.8,9368.12,2717.61,6170.05
10.1,402.049,186.885,628.147,7118.1,4205.01,9629.3,6841.5,6596.1,4086.19,9369.5,2719,6171.44
10.15,403.441,188.286,629.536,7119.5,4206.4,9630.68,6842.89,6597.49,4087.58,9370.89,2720.39,6172.83
10.2,404.834,189.686,630.925,7120.9,4207.8,9632.07,6844.27,6598.88,4088.97,9372.28,2721.79,6174.22
10.25,406.227,191.087,632.313,7122.29,4209.19,9633.46,6845.66,6600.27,4090.37,9373.67,2723.18,6175.61
10.3,407.619,192.487,633.702,7123.69,4210.58,9634.85,6847.05,6601.67,4091.76,9375.06,2724.57,6177
10.35,409.012,193.888,635.091,7125.09,4211.97,9636.24,6848.44,6603.06,4093.15,9376.45,2725.96,6178.39
10.4,410.405,195.288,636.48,7126.49,4213.36,9637.63,6849.83,6604.45,4094.54,9377.84,2727.35,6179.77
10.45,411.797,196.689,637.869,7127.88,4214.76,9639.02,6851.22,6605.84,4095.93,9379.23,2728.74,6181.16
10.5,413.19,198.089,639.258,7129.28,4216.15,9640.41,6852.61,6607.23,4097.32,9380.62,2730.13,6182.55
10.55,414.583,199.489,640.647,7130.68,4217.54,9641.8,6854,6608.63,4098.71,9382.01,2731.53,6183.94
10.6,415.975,200.89,642.036,7132.07,4218.93,9643.18,6855.39,6610.02,4100.11,9383.4,2732.92,6185.33
10.65,417.368,202.29,643.425,7133.47,4220.32,9644.57,6856.77,6611.41,4101.5,9384.79,2734.31,6186.72
10.7,418.761,203.691,644.813,7134.87,4221.72,9645.96,6858.16,6612.8,4102.89,9386.18,2735.7,6188.11
10.75,420.153,205.091,646.202,7136.26,4223.11,9647.35,6859.55,6614.19,4104.28,9387.57,2737.09,6189.5
10.8,421.546,206.492,647.591,7137.66,4224.5,9648.74,6860.94,6615.59,4105.67,9388.96,2738.48,6190.89
10.85,422.939,207.892,648.98,7139.06,4225.89,9650.13,6862.33,6616.98,4107.06,9390.35,2739.87,6192.27
10.9,424.331,209.293,650.369,7140.45,4227.28,9651.52,6863.72,6618.37,4108.45,9391.74,2741.27,6193.66
10.95,425.724,210.693,651.758,7141.85,4228.68,9652.91,6865.11,6619.76,4109.85,9393.13,2742.66,6195.05
11,427.117,212.094,653.147,7143.25,4230.07,9654.3,6866.5,6621.15,4111.24,9394.52,2744.05,6196.44
11.05,428.509,213.494,654.536,7144.65,4231.46,9655.68,6867.89,6622.55,4112.63,9395.91,2745.44,6197.83
11.1,429.902,214.895,655.925,7146.04,4232.85,9657.07,6869.27,6623.94,4114.02,9397.3,2746.83,6199.22
11.15,431.294,216.295,657.313,7147.44,4234.24,9658.46,6870.66,6625.33,4115.41,9398.69,2748.22,6200.61
11.2,432.687,217.696,658.702,7148.84,4235.64,9659.85,6872.05,6626.72,4116.8,9400.08,2749.61,6202
11.25,434.08,219.096,660.091,7150.23,4237.03,9661.24,6873.44,6628.12,4118.19,9401.47,2751.01,6203.39
11.3,435.472,220.496,661.48,7151.63,4238.42,9662.63,6874.83,6629.51,4119.59,9402.86,2752.4,6204.77
