time,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,N11
1.5,8717.87,5590.84,4653.1,7301.05,8552.89,5812.9,2596.39,3002.48,8467.93,9748.59,2451.44
1.55,8719.25,5592.23,4654.49,7302.45,8554.28,5814.29,2597.78,3003.87,8469.33,9749.99,2452.84
1.6,8720.64,5593.62,4655.87,7303.86,8555.68,5815.68,2599.17,3005.26,8470.72,9751.38,2454.23
1.65,8722.03,5595.01,4657.26,7305.26,8557.07,5817.07,2600.56,3006.65,8472.12,9752.77,2455.62
1.7,8723.42,5596.4,4658.65,7306.67,8558.47,5818.46,2601.95,3008.04,8473.51,9754.16,2457.01
1.75,8724.81,5597.79,4660.04,7308.07,8559.86,5819.85,2603.34,3009.43,8474.91,9755.55,2458.4
1.8,8726.2,5599.18,4661.43,7309.48,8561.25,5821.24,2604.73,3010.82,8476.31,9756.94,2459.79
1.85,8727.59,5600.57,4662.82,7310.89,8562.65,5822.62,2606.12,3012.21,8477.7,9758.33,2461.18
1.9,8728.98,5601.96,4664.21,7312.29,8564.04,5824.01,2607.51,3013.6,8479.1,9759.73,2462.57
1.95,8730.37,5603.35,4665.6,7313.7,8565.43,5825.4,2608.9,3014.99,8480.49,9761.12,2463.96
2,8731.75,5604.74,4666.99,7315.1,8566.83,5826.79,2610.29,3016.38,8481.89,9762.51,2465.35
2.05,8733.14,5606.13,4668.37,7316.51,8568.22,5828.18,2611.68,3017.76,8483.28,9763.9,2466.75
2.1,8734.53,5607.52,4669.76,7317.91,8569.62,5829.57,2613.07,3019.15,8484.68,9765.29,2468.14
2.15,8735.92,5608.91,4671.15,7319.32,8571.01,5830.96,2614.46,3020.54,8486.07,9766.68,2469.53
2.2,8737.31,5610.3,4672.54,7320.72,8572.4,5832.35,2615.85,3021.93,8487.47,9768.07,2470.92
2.25,8738.7,5611.69,4673.93,7322.13,8573.8,5833.74,2617.24,3023.32,8488.86,9769.47,2472.31
2.3,8740.09,5613.08,4675.32,7323.53,8575.19,5835.12,2618.63,3024.71,8490.26,9770.86,2473.7
2.35,8741.48,5614.47,4676.71,7324.94,8576.58,5836.51,2620.02,3026.1,8491.65,9772.25,2475.09
2.4,8742.87,5615.86,4678.1,7326.34,8577.98,5837.9,2621.41,3027.49,8493.05,9773.64,2476.48
2.45,8744.25,5617.25,4679.49,7327.75,8579.37,5839.29,2622.81,3028.88,8494.45,9775.03,2477.87
2.5,8745.64,5618.64,4680.87,7329.16,8580.77,5840.68,2624.2,3030.27,8495.84,9776.42,2479.26
2.55,8747.03,5620.03,4682.26,7330.56,8582.16,5842.07,2625.59,3031.66,8497.24,9777.81,2480.66
2.6,8748.42,5621.42,4683.65,7331.97,8583.55,5843.46,2626.98,3033.05,8498.63,9779.21,2482.05
2.65,8749.81,5622.81,4685.04,7333.37,8584.95,5844.85,2628.37,3034.44,8500.03,9780.6,2483.44
2.7,8751.2,5624.2,4686.43,7334.78,8586.34,5846.24,2629.76,3035.83,8501.42,9781.99,2484.83
2.75,8752.59,5625.59,4687.82,7336.18,8587.74,5847.62,2631.15,3037.22,8502.82,9783.38,2486.22
2.8,8753.98,5626.98,4689.21,7337.59,8589.13,5849.01,2632.54,3038.61,8504.21,9784.77,2487.61
2.85,8755.37,5628.37,4690.6,7338.99,8590.52,5850.4,2633.93,3040,8505.61,9786.16,2489
2.9,8756.75,5629.76,4691.99,7340.4,8591.92,5851.79,2635.32,3041.39,8507,9787.55,2490.39
2.95,8758.14,5631.15,4693.37,7341.8,8593.31,5853.18,2636.71,3042.78,8508.4,9788.95,2491.78
3,8759.53,5632.54,4694.76,7343.21,8594.7,5854.57,2638.1,3044.17,8509.8,9790.34,2493.17
3.05,8760.92,5633.93,4696.15,7344.62,8596.1,5855.96,2639.49,3045.56,8511.19,9791.73,2494.57
3.1,8762.31,5635.32,4697.54,7346.02,8597.49,5857.35,2640.88,3046.95,8512.59,9793.12,2495.96
3.15,8763.7,5636.71,4698.93,7347.43,8598.89,5858.74,2642.27,3048.34,8513.98,9794.51,2497.35
3.2,8765.09,5638.1,4700.32,7348.83,8600.28,5860.12,2643.66,3049.73,8515.38,9795.9,2498.74
3.25,8766.48,5639.49,4701.71,7350.24,8601.67,5861.51,2645.05,3051.12,8516.77,9797.29,2500.13
3.3,8767.87,5640.88,4703.1,7351.64,8603.07,5862.9,2646.44,3052.51,8518.17,9798.69,2501.52
3.35,8769.25,5642.27,4704.49,7353.05,8604.46,5864.29,2647.83,3053.9,8519.56,9800.08,2502.91
3.4,8770.64,5643.66,4705.87,7354.45,8605.85,5865.68,2649.22,3055.29,8520.96,9801.47,2504.3
3.45,8772.03,5645.05,4707.26,7355.86,8607.25,5867.07,2650.61,3056.68,8522.35,9802.86,2505.69
3.5,8773.42,5646.44,4708.65,7357.26,8608.64,5868.46,2652,3058.07,8523.75,9804.25,2507.08
3.55,8774.81,5647.83,4710.04,7358.67,8610.04,5869.85,2653.4,3059.46,8525.14,9805.64,2508.48
3.6,8776.2,5649.22,4711.43,7360.08,8611.43,5871.24,2654.79,3060.85,8526.54,9807.03,2509.87
3.65,8777.59,5650.61,4712.82,7361.48,8612.82,5872.62,2656.18,3062.24,8527.94,9808.43,2511.26
3.7,8778.98,5652,4714.21,7362.89,8614.22,5874.01,2657.57,3063.63,8529.33,9809.82,2512.65
3.75,8780.37,5653.38,4715.6,7364.29,8615.61,5875.4,2658.96,3065.02,8530.73,9811.21,2514.04
3.8,8781.75,5654.77,4716.99,7365.7,8617,5876.79,2660.35,3066.41,8532.12,9812.6,2515.43
3.85,8783.14,5656.16,4718.37,7367.1,8618.4,5878.18,2661.74,3067.8,8533.52,9813.99,2516.82
3.9,8784.53,5657.55,4719.76,7368.51,8619.79,5879.57,2663.13,3069.19,8534.91,9815.38,2518.21
3.95,8785.92,5658.94,4721.15,7369.91,8621.19,5880.96,2664.52,3070.58,8536.31,9816.77,2519.6
4,8787.31,5660.33,4722.54,7371.32,8622.58,5882.35,2665.91,3071.97,8537.7,9818.17,2520.99
4.05,8788.7,5661.72,4723.93,7372.72,8623.97,5883.74,2667.3,3073.36,8539.1,9819.56,2522.39
4.1,8790.09,5663.11,4725.32,7374.13,8625.37,5885.12,2668.69,3074.75,8540.49,9820.95,2523.78
4.15,8791.48,5664.5,4726.71,7375.54,8626.76,5886.51,2670.08,3076.13,8541.89,9822.34,2525.17
4.2,8792.87,5665.89,4728.1,7376.94,8628.16,5887.9,2671.47,3077.52,8543.29,9823.73,2526.56
4.25,8794.25,5667.28,4729.49,7378.35,8629.55,5889.29,2672.86,3078.91,8544.68,9825.12,2527.95
4.3,8795.64,5668.67,4730.87,7379.75,8630.94,5890.68,2674.25,3080.3,8546.08,9826.51,2529.34
4.35,8797.03,5670.06,4732.26,7381.16,8632.34,5892.07,2675.64,3081.69,8547.47,9827.91,2530.73
4.4,8798.42,5671.45,4733.65,7382.56,8633.73,5893.46,2677.03,3083.08,8548.87,9829.3,2532.12
4.45,8799.81,5672.84,4735.04,7383.97,8635.12,5894.85,2678.42,3084.47,8550.26,9830.69,2533.51
4.5,8801.2,5674.23,4736.43,7385.37,8636.52,5896.24,2679.81,3085.86,8551.66,9832.08,2534.9
4.55,8802.59,5675.62,4737.82,7386.78,8637.91,5897.62,2681.2,3087.25,8553.05,9833.47,2536.3
4.6,8803.98,5677.01,4739.21,7388.18,8639.31,5899.01,2682.59,3088.64,8554.45,9834.86,2537.69
4.65,8805.37,5678.4,4740.6,7389.59,8640.7,5900.4,2683.98,3090.03,8555.84,9836.25,2539.08
4.7,8806.75,5679.79,4741.99,7391,8642.09,5901.79,2685.38,3091.42,8557.24,9837.65,2540.47
4.75,8808.14,5681.18,4743.37,7392.4,8643.49,5903.18,2686.77,3092.81,8558.63,9839.04,2541.86
4.8,8809.53,5682.57,4744.76,7393.81,8644.88,5904.57,2688.16,3094.2,8560.03,9840.43,2543.25
4.85,8810.92,5683.96,4746.15,7395.21,8646.27,5905.96,2689.55,3095.59,8561.43,9841.82,2544.64
4.9,8812.31,5685.35,4747.54,7396.62,8647.67,5907.35,2690.94,3096.98,8562.82,9843.21,2546.03
4.95,8813.7,5686.74,4748.93,7398.02,8649.06,5908.74,2692.33,3098.37,8564.22,9844.6,2547.42
5,8815.09,5688.13,4750.32,7399.43,8650.46,5910.12,2693.72,3099.76,8565.61,9845.99,2548.81
5.05,8816.48,5689.52,4751.71,7400.83,8651.85,5911.51,2695.11,3101.15,8567.01,9847.39,2550.21
5.1,8817.87,5690.91,4753.1,7402.24,8653.24,5912.9,2696.5,3102.54,8568.4,9848.78,2551.6
5.15,8819.25,5692.3,4754.49,7403.65,8654.64,5914.29,2697.89,3103.93,8569.8,9850.17,2552.99
5.2,8820.64,5693.69,4755.87,7405.05,8656.03,5915.68,2699.28,3105.32,8571.19,9851.56,2554.38
5.25,8822.03,5695.08,4757.26,7406.46,8657.43,5917.07,2700.67,3106.71,8572.59,9852.95,2555.77
5.3,8823.42,5696.47,4758.65,7407.86,8658.82,5918.46,2702.06,3108.1,8573.98,9854.34,2557.16
5.35,8824.81,5697.86,4760.04,7409.27,8660.21,5919.85,2703.45,3109.49,8575.38,9855.73,2558.55
5.4,8826.2,5699.25,4761.43,7410.67,8661.61,5921.24,2704.84,3110.88,8576.78,9857.13,2559.94
5.45,8827.59,5700.64,4762.82,7412.08,8663,5922.62,2706.23,3112.27,8578.17,9858.52,2561.33
5.5,8828.98,5702.03,4764.21,7413.48,8664.39,5924.01,2707.62,3113.66,8579.57,9859.91,2562.72
5.55,8830.37,5703.42,4765.6,7414.89,8665.79,5925.4,2709.01,3115.05,8580.96,9861.3,2564.12
5.6,8831.75,5704.81,4766.99,7416.29,8667.18,5926.79,2710.4,3116.44,8582.36,9862.69,2565.51
5.65,8833.14,5706.2,4768.37,7417.7,8668.58,5928.18,2711.79,3117.83,8583.75,9864.08,2566.9
5.7,8834.53,5707.59,4769.76,7419.11,8669.97,5929.57,2713.18,3119.22,8585.15,9865.47,2568.29
5.75,8835.92,5708.98,4771.15,7420.51,8671.36,5930.96,2714.57,3120.61,8586.54,9866.87,2569.68
5.8,8837.31,5710.37,4772.54,7421.92,8672.76,5932.35,2715.97,3122,8587.94,9868.26,2571.07
5.85,8838.7,5711.76,4773.93,7423.32,8674.15,5933.74,2717.36,3123.39,8589.33,9869.65,2572.46
5.9,8840.09,5713.15,4775.32,7424.73,8675.54,5935.12,2718.75,3124.78,8590.73,9871.04,2573.85
5.95,8841.48,5714.54,4776.71,7426.13,8676.94,5936.51,2720.14,3126.17,8592.12,9872.43,2575.24
6,8842.87,5715.93,4778.1,7427.54,8678.33,5937.9,2721.53,3127.56,8593.52,9873.82,2576.64
6.05,8844.25,5717.32,4779.49,7428.94,8679.73,5939.29,2722.92,3128.95,8594.92,9875.22,2578.03
6.1,8845.64,5718.71,4780.87,7430.35,8681.12,5940.68,2724.31,3130.34,8596.31,9876.61,2579.42
6.15,8847.03,5720.1,4782.26,7431.75,8682.51,5942.07,2725.7,3131.73,8597.71,9878,2580.81
6.2,8848.42,5721.49,4783.65,7433.16,8683.91,5943.46,2727.09,3133.12,8599.1,9879.39,2582.2
6.25,8849.81,5722.88,4785.04,7434.57,8685.3,5944.85,2728.48,3134.5,8600.5,9880.78,2583.59
6.3,8851.2,5724.27,4786.43,7435.97,8686.7,5946.24,2729.87,3135.89,8601.89,9882.17,2584.98
6.35,8852.59,5725.66,4787.82,7437.38,8688.09,5947.62,2731.26,3137.28,8603.29,9883.56,2586.37
6.4,8853.98,5727.05,4789.21,7438.78,8689.48,5949.01,2732.65,3138.67,8604.68,9884.96,2587.76
6.45,8855.37,5728.44,4790.6,7440.19,8690.88,5950.4,2734.04,3140.06,8606.08,9886.35,2589.15
6.5,8856.75,5729.83,4791.99,7441.59,8692.27,5951.79,2735.43,3141.45,8607.47,9887.74,2590.55
6.55,8858.14,5731.22,4793.37,7443,8693.66,5953.18,2736.82,3142.84,8608.87,9889.13,2591.94
6.6,8859.53,5732.61,4794.76,7444.4,8695.06,5954.57,2738.21,3144.23,8610.26,9890.52,2593.33
6.65,8860.92,5734,4796.15,7445.81,8696.45,5955.96,2739.6,3145.62,8611.66,9891.91,2594.72
6.7,8862.31,5735.39,4797.54,7447.21,8697.85,5957.35,2740.99,3147.01,8613.06,9893.3,2596.11
6.75,8863.7,5736.78,4798.93,7448.62,8699.24,5958.74,2742.38,3148.4,8614.45,9894.7,2597.5
6.8,8865.09,5738.16,4800.32,7450.03,8700.63,5960.12,2743.77,3149.79,8615.85,9896.09,2598.89
6.85,8866.48,5739.55,4801.71,7451.43,8702.03,5961.51,2745.16,3151.18,8617.24,9897.48,2600.28
6.9,8867.87,5740.94,4803.1,7452.84,8703.42,5962.9,2746.56,3152.57,8618.64,9898.87,2601.67
6.95,8869.25,5742.33,4804.49,7454.24,8704.81,5964.29,2747.95,3153.96,8620.03,9900.26,2603.06
7,8870.64,5743.72,4805.87,7455.65,8706.21,5965.68,2749.34,3155.35,8621.43,9901.65,2604.46
7.05,8872.03,5745.11,4807.26,7457.05,8707.6,5967.07,2750.73,3156.74,8622.82,9903.04,2605.85
7.1,8873.42,5746.5,4808.65,7458.46,8709,5968.46,2752.12,3158.13,8624.22,9904.44,2607.24
7.15,8874.81,5747.89,4810.04,7459.86,8710.39,5969.85,2753.51,3159.52,8625.61,9905.83,2608.63
7.2,8876.2,5749.28,4811.43,7461.27,8711.78,5971.24,2754.9,3160.91,8627.01,9907.22,2610.02
7.25,8877.59,5750.67,4812.82,7462.67,8713.18,5972.62,2756.29,3162.3,8628.41,9908.61,2611.41
7.3,8878.98,5752.06,4814.21,7464.08,8714.57,5974.01,2757.68,3163.69,8629.8,9910,2612.8
7.35,8880.37,5753.45,4815.6,7465.49,8715.97,5975.4,2759.07,3165.08,8631.2,9911.39,2614.19
7.4,8881.75,5754.84,4816.99,7466.89,8717.36,5976.79,2760.46,3166.47,8632.59,9912.78,2615.58
7.45,8883.14,5756.23,4818.37,7468.3,8718.75,5978.18,2761.85,3167.86,8633.99,9914.18,2616.97
7.5,8884.53,5757.62,4819.76,7469.7,8720.15,5979.57,2763.24,3169.25,8635.38,9915.57,2618.37
7.55,8885.92,5759.01,4821.15,7471.11,8721.54,5980.96,2764.63,3170.64,8636.78,9916.96,2619.76
7.6,8887.31,5760.4,4822.54,7472.51,8722.93,5982.35,2766.02,3172.03,8638.17,9918.35,2621.15
7.65,8888.7,5761.79,4823.93,7473.92,8724.33,5983.74,2767.41,3173.42,8639.57,9919.74,2622.54
7.7,8890.09,5763.18,4825.32,7475.32,8725.72,5985.12,2768.8,3174.81,8640.96,9921.13,2623.93
7.75,8891.48,5764.57,4826.71,7476.73,8727.12,5986.51,2770.19,3176.2,8642.36,9922.52,2625.32
7.8,8892.87,5765.96,4828.1,7478.13,8728.51,5987.9,2771.58,3177.59,8643.75,9923.92,2626.71
7.85,8894.25,5767.35,4829.49,7479.54,8729.9,5989.29,2772.97,3178.98,8645.15,9925.31,2628.1
7.9,8895.64,5768.74,4830.87,7480.95,8731.3,5990.68,2774.36,3180.37,8646.55,9926.7,2629.49
7.95,8897.03,5770.13,4832.26,7482.35,8732.69,5992.07,2775.75,3181.76,8647.94,9928.09,2630.88
8,8898.42,5771.52,4833.65,7483.76,8734.08,5993.46,2777.14,3183.15,8649.34,9929.48,2632.28
8.05,8899.81,5772.91,4835.04,7485.16,8735.48,5994.85,2778.54,3184.54,8650.73,9930.87,2633.67
8.1,8901.2,5774.3,4836.43,7486.57,8736.87,5996.24,2779.93,3185.93,8652.13,9932.26,2635.06
8.15,8902.59,5775.69,4837.82,7487.97,8738.27,5997.62,2781.32,3187.32,8653.52,9933.66,2636.45
8.2,8903.98,5777.08,4839.21,7489.38,8739.66,5999.01,2782.71,3188.71,8654.92,9935.05,2637.84
8.25,8905.37,5778.47,4840.6,7490.78,8741.05,6000.4,2784.1,3190.1,8656.31,9936.44,2639.23
8.3,8906.75,5779.86,4841.99,7492.19,8742.45,6001.79,2785.49,3191.49,8657.71,9937.83,2640.62
8.35,8908.14,5781.25,4843.37,7493.6,8743.84,6003.18,2786.88,3192.87,8659.1,9939.22,2642.01
8.4,8909.53,5782.64,4844.76,7495,8745.24,6004.57,2788.27,3194.26,8660.5,9940.61,2643.4
8.45,8910.92,5784.03,4846.15,7496.41,8746.63,6005.96,2789.66,3195.65,8661.89,9942,2644.79
8.5,8912.31,5785.42,4847.54,7497.81,8748.02,6007.35,2791.05,3197.04,8663.29,9943.4,2646.19
8.55,8913.7,5786.81,4848.93,7499.22,8749.42,6008.74,2792.44,3198.43,8664.69,9944.79,2647.58
8.6,8915.09,5788.2,4850.32,7500.62,8750.81,6010.12,2793.83,3199.82,8666.08,9946.18,2648.97
8.65,8916.48,5789.59,4851.71,7502.03,8752.2,6011.51,2795.22,3201.21,8667.48,9947.57,2650.36
8.7,8917.87,5790.98,4853.1,7503.43,8753.6,6012.9,2796.61,3202.6,8668.87,9948.96,2651.75
8.75,8919.25,5792.37,4854.49,7504.84,8754.99,6014.29,2798,3203.99,8670.27,9950.35,2653.14
8.8,8920.64,5793.76,4855.87,7506.24,8756.39,6015.68,2799.39,3205.38,8671.66,9951.74,2654.53
8.85,8922.03,5795.15,4857.26,7507.65,8757.78,6017.07,2800.78,3206.77,8673.06,9953.14,2655.92
8.9,8923.42,5796.54,4858.65,7509.06,8759.17,6018.46,2802.17,3208.16,8674.45,9954.53,2657.31
8.95,8924.81,5797.93,4860.04,7510.46,8760.57,6019.85,2803.56,3209.55,8675.85,9955.92,2658.7
9,8926.2,5799.32,4861.43,7511.87,8761.96,6021.24,2804.95,3210.94,8677.24,9957.31,2660.1
9.05,8927.59,5800.71,4862.82,7513.27,8763.35,6022.62,2806.34,3212.33,8678.64,9958.7,2661.49
9.1,8928.98,5802.1,4864.21,7514.68,8764.75,6024.01,2807.73,3213.72,8680.03,9960.09,2662.88
9.15,8930.37,5803.49,4865.6,7516.08,8766.14,6025.4,2809.13,3215.11,8681.43,9961.48,2664.27
9.2,8931.75,5804.88,4866.99,7517.49,8767.54,6026.79,2810.52,3216.5,8682.83,9962.88,2665.66
9.25,8933.14,5806.27,4868.37,7518.89,8768.93,6028.18,2811.91,3217.89,8684.22,9964.27,2667.05
9.3,8934.53,5807.66,4869.76,7520.3,8770.32,6029.57,2813.3,3219.28,8685.62,9965.66,2668.44
9.35,8935.92,5809.05,4871.15,7521.7,8771.72,6030.96,2814.69,3220.67,8687.01,9967.05,2669.83
9.4,8937.31,5810.44,4872.54,7523.11,8773.11,6032.35,2816.08,3222.06,8688.41,9968.44,2671.22
9.45,8938.7,5811.83,4873.93,7524.52,8774.51,6033.74,2817.47,3223.45,8689.8,9969.83,2672.61
9.5,8940.09,5813.22,4875.32,7525.92,8775.9,6035.12,2818.86,3224.84,8691.2,9971.22,2674.01
9.55,8941.48,5814.61,4876.71,7527.33,8777.29,6036.51,2820.25,3226.23,8692.59,9972.62,2675.4
9.6,8942.87,5816,4878.1,7528.73,8778.69,6037.9,2821.64,3227.62,8693.99,9974.01,2676.79
9.65,8944.25,5817.39,4879.49,7530.14,8780.08,6039.29,2823.03,3229.01,8695.38,9975.4,2678.18
9.7,8945.64,5818.78,4880.87,7531.54,8781.47,6040.68,2824.42,3230.4,8696.78,9976.79,2679.57
9.75,8947.03,5820.17,4882.26,7532.95,8782.87,6042.07,2825.81,3231.79,8698.18,9978.18,2680.96
9.8,8948.42,5821.55,4883.65,7534.35,8784.26,6043.46,2827.2,3233.18,8699.57,9979.57,2682.35
9.85,8949.81,5822.94,4885.04,7535.76,8785.66,6044.85,2828.59,3234.57,8700.97,9980.96,2683.74
9.9,8951.2,5824.33,4886.43,7537.17,8787.05,6046.24,2829.98,3235.96,8702.36,9982.36,2685.13
9.95,8952.59,5825.72,4887.82,7538.57,8788.44,6047.62,2831.37,3237.35,8703.76,9983.75,2686.52
10,8953.98,5827.11,4889.21,7539.98,8789.84,6049.01,2832.76,3238.74,8705.15,9985.14,2687.92
10.05,8955.37,5828.5,4890.6,7541.38,8791.23,6050.4,2834.15,3240.13,8706.55,9986.53,2689.31
10.1,8956.75,5829.89,4891.99,7542.79,8792.62,6051.79,2835.54,3241.52,8707.94,9987.92,2690.7
10.15,8958.14,5831.28,4893.37,7544.19,8794.02,6053.18,2836.93,3242.91,8709.34,9989.31,2692.09
10.2,8959.53,5832.67,4894.76,7545.6,8795.41,6054.57,2838.32,3244.3,8710.73,9990.7,2693.48
10.25,8960.92,5834.06,4896.15,7547,8796.81,6055.96,2839.71,3245.69,8712.13,9992.1,2694.87
10.3,8962.31,5835.45,4897.54,7548.41,8798.2,6057.35,2841.11,3247.08,8713.52,9993.49,2696.26
10.35,8963.7,5836.84,4898.93,7549.81,8799.59,6058.74,2842.5,3248.46,8714.92,9994.88,2697.65
10.4,8965.09,5838.23,4900.32,7551.22,8800.99,6060.12,2843.89,3249.85,8716.32,9996.27,2699.04
10.45,8966.48,5839.62,4901.71,7552.63,8802.38,6061.51,2845.28,3251.24,8717.71,9997.66,2700.43
10.5,8967.87,5841.01,4903.1,7554.03,8803.78,6062.9,2846.67,3252.63,8719.11,9999.05,2701.83
10.55,8969.25,5842.4,4904.49,7555.44,8805.17,6064.29,2848.06,3254.02,8720.5,0.444479,2703.22
10.6,8970.64,5843.79,4905.87,7556.84,8806.56,6065.68,2849.45,3255.41,8721.9,1.83591,2704.61
10.65,8972.03,5845.18,4907.26,7558.25,8807.96,6067.07,2850.84,3256.8,8723.29,3.22735,2706
10.7,8973.42,5846.57,4908.65,7559.65,8809.35,6068.46,2852.23,3258.19,8724.69,4.61878,2707.39
10.75,8974.81,5847.96,4910.04,7561.06,8810.74,6069.85,2853.62,3259.58,8726.08,6.01022,2708.78
10.8,8976.2,5849.35,4911.43,7562.46,8812.14,6071.24,2855.01,3260.97,8727.48,7.40165,2710.17
10.85,8977.59,5850.74,4912.82,7563.87,8813.53,6072.62,2856.4,3262.36,8728.87,8.79309,2711.56
10.9,8978.98,5852.13,4914.21,7565.27,8814.93,6074.01,2857.79,3263.75,8730.27,10.1845,2712.95
10.95,8980.37,5853.52,4915.6,7566.68,8816.32,6075.4,2859.18,3265.14,8731.66,11.576,2714.34
11,8981.75,5854.91,4916.99,7568.09,8817.71,6076.79,2860.57,3266.53,8733.06,12.9674,2715.74
11.05,8983.14,5856.3,4918.37,7569.49,8819.11,6078.18,2861.96,3267.92,8734.46,14.3588,2717.13
11.1,8984.53,5857.69,4919.76,7570.9,8820.5,6079.57,2863.35,3269.31,8735.85,15.7503,2718.52
11.15,8985.92,5859.08,4921.15,7572.3,8821.9,6080.96,2864.74,3270.7,8737.25,17.1417,2719.91
11.2,8987.31,5860.47,4922.54,7573.71,8823.29,6082.35,2866.13,3272.09,8738.64,18.5331,2721.3
11.25,8988.7,5861.86,4923.93,7575.11,8824.68,6083.74,2867.52,3273.48,8740.04,19.9246,2722.69
11.3,8990.09,5863.25,4925.32,7576.52,8826.08,6085.12,2868.91,3274.87,8741.43,21.316,2724.08
11.35,8991.48,5864.64,4926.71,7577.92,8827.47,6086.51,2870.3,3276.26,8742.83,22.7074,2725.47
11.4,8992.87,5866.03,4928.1,7579.33,8828.86,6087.9,2871.7,3277.65,8744.22,24.0989,2726.86
11.45,8994.25,5867.42,4929.49,7580.74,8830.26,6089.29,2873.09,3279.04,8745.62,25.4903,2728.25
11.5,8995.64,5868.81,4930.87,7582.14,8831.65,6090.68,2874.48,3280.43,8747.01,26.8817,2729.65
11.55,8997.03,5870.2,4932.26,7583.55,8833.05,6092.07,2875.87,3281.82,8748.41,28.2732,2731.04
11.6,8998.42,5871.59,4933.65,7584.95,8834.44,6093.46,2877.26,3283.21,8749.8,29.6646,2732.43
11.65,8999.81,5872.98,4935.04,7586.36,8835.83,6094.85,2878.65,3284.6,8751.2,31.056,2733.82
11.7,9001.2,5874.37,4936.43,7587.76,8837.23,6096.24,2880.04,3285.99,8752.6,32.4475,2735.21
11.75,9002.59,5875.76,4937.82,7589.17,8838.62,6097.62,2881.43,3287.38,8753.99,33.8389,2736.6
11.8,9003.98,5877.15,4939.21,7590.57,8840.02,6099.01,2882.82,3288.77,8755.39,35.2303,2737.99
