time,N1,N2,N3,N4,N5,N6,N7,N8
12.35,9150.03,4398.29,5297.95,266.45,5192.39,9384.45,7139.1,4106.66
12.4,9151.42,4399.68,5299.34,267.846,5193.78,9385.84,7140.49,4108.05
12.45,9152.81,4401.07,5300.73,269.242,5195.17,9387.23,7141.88,4109.44
12.5,9154.2,4402.46,5302.11,270.638,5196.55,9388.62,7143.27,4110.82
12.55,9155.59,4403.85,5303.5,272.033,5197.94,9390,7144.66,4112.21
12.6,9156.98,4405.23,5304.89,273.429,5199.33,9391.39,7146.05,4113.6
12.65,9158.36,4406.62,5306.28,274.825,5200.72,9392.78,7147.44,4114.99
12.7,9159.75,4408.01,5307.67,276.221,5202.11,9394.17,7148.83,4116.37
12.75,9161.14,4409.4,5309.06,277.617,5203.5,9395.56,7150.22,4117.76
12.8,9162.53,4410.79,5310.45,279.013,5204.89,9396.95,7151.61,4119.15
12.85,9163.92,4412.18,5311.84,280.408,5206.28,9398.34,7153,4120.53
12.9,9165.31,4413.57,5313.23,281.804,5207.67,9399.73,7154.39,4121.92
12.95,9166.7,4414.96,5314.61,283.2,5209.06,9401.12,7155.78,4123.31
13,9168.09,4416.35,5316,284.596,5210.45,9402.5,7157.17,4124.7
13.05,9169.48,4417.73,5317.39,285.992,5211.84,9403.89,7158.56,4126.08
13.1,9170.87,4419.12,5318.78,287.388,5213.23,9405.28,7159.95,4127.47
13.15,9172.25,4420.51,5320.17,288.783,5214.62,9406.67,7161.34,4128.86
13.2,9173.64,4421.9,5321.56,290.179,5216.01,9408.06,7162.73,4130.24
13.25,9175.03,4423.29,5322.95,291.575,5217.4,9409.45,7164.12,4131.63
13.3,9176.42,4424.68,5324.34,292.971,5218.79,9410.84,7165.51,4133.02
13.35,9177.81,4426.07,5325.73,294.367,5220.18,9412.23,7166.9,4134.41
13.4,9179.2,4427.46,5327.11,295.763,5221.57,9413.62,7168.29,4135.79
13.45,9180.59,4428.85,5328.5,297.158,5222.96,9415,7169.68,4137.18
13.5,9181.98,4430.23,5329.89,298.554,5224.35,9416.39,7171.07,4138.57
13.55,9183.37,4431.62,5331.28,299.95,5225.74,9417.78,7172.46,4139.96
13.6,9184.76,4433.01,5332.67,301.346,5227.13,9419.17,7173.85,4141.34
13.65,9186.14,4434.4,5334.06,302.742,5228.52,9420.56,7175.24,4142.73
13.7,9187.53,4435.79,5335.45,304.138,5229.91,9421.95,7176.63,4144.12
13.75,9188.92,4437.18,5336.84,305.534,5231.3,9423.34,7178.02,4145.5
13.8,9190.31,4438.57,5338.23,306.929,5232.69,9424.73,7179.4,4146.89
13.85,9191.7,4439.96,5339.61,308.325,5234.08,9426.12,7180.79,4148.28
13.9,9193.09,4441.35,5341,309.721,5235.47,9427.5,7182.18,4149.67
13.95,9194.48,4442.73,5342.39,311.117,5236.86,9428.89,7183.57,4151.05
14,9195.87,4444.12,5343.78,312.513,5238.25,9430.28,7184.96,4152.44
14.05,9197.26,4445.51,5345.17,313.909,5239.64,9431.67,7186.35,4153.83
14.1,9198.65,4446.9,5346.56,315.304,5241.03,9433.06,7187.74,4155.21
14.15,9200.03,4448.29,5347.95,316.7,5242.42,9434.45,7189.13,4156.6
14.2,9201.42,4449.68,5349.34,318.096,5243.81,9435.84,7190.52,4157.99
14.25,9202.81,4451.07,5350.73,319.492,5245.2,9437.23,7191.91,4159.38
14.3,9204.2,4452.46,5352.11,320.888,5246.59,9438.62,7193.3,4160.76
14.35,9205.59,4453.85,5353.5,322.283,5247.98,9440,7194.69,4162.15
14.4,9206.98,4455.23,5354.89,323.679,5249.37,9441.39,7196.08,4163.54
14.45,9208.37,4456.62,5356.28,325.075,5250.75,9442.78,7197.47,4164.92
14.5,9209.76,4458.01,5357.67,326.471,5252.14,9444.17,7198.86,4166.31
14.55,9211.15,4459.4,5359.06,327.867,5253.53,9445.56,7200.25,4167.7
14.6,9212.54,4460.79,5360.45,329.263,5254.92,9446.95,7201.64,4169.09
14.65,9213.92,4462.18,5361.84,330.658,5256.31,9448.34,7203.03,4170.47
14.7,9215.31,4463.57,5363.23,332.054,5257.7,9449.73,7204.42,4171.86
14.75,9216.7,4464.96,5364.61,333.45,5259.09,9451.12,7205.81,4173.25
14.8,9218.09,4466.35,5366,334.846,5260.48,9452.5,7207.2,4174.64
14.85,9219.48,4467.73,5367.39,336.242,5261.87,9453.89,7208.59,4176.02
14.9,9220.87,4469.12,5368.78,337.638,5263.26,9455.28,7209.98,4177.41
14.95,9222.26,4470.51,5370.17,339.033,5264.65,9456.67,7211.37,4178.8
15,9223.65,4471.9,5371.56,340.429,5266.04,9458.06,7212.76,4180.18
15.05,9225.04,4473.29,5372.95,341.825,5267.43,9459.45,7214.15,4181.57
15.1,9226.42,4474.68,5374.34,343.221,5268.82,9460.84,7215.54,4182.96
15.15,9227.81,4476.07,5375.73,344.617,5270.21,9462.23,7216.93,4184.35
15.2,9229.2,4477.46,5377.11,346.013,5271.6,9463.62,7218.32,4185.73
15.25,9230.59,4478.85,5378.5,347.408,5272.99,9465,7219.71,4187.12
15.3,9231.98,4480.23,5379.89,348.804,5274.38,9466.39,7221.1,4188.51
15.35,9233.37,4481.62,5381.28,350.2,5275.77,9467.78,7222.49,4189.89
15.4,9234.76,4483.01,5382.67,351.596,5277.16,9469.17,7223.88,4191.28
15.45,9236.15,4484.4,5384.06,352.992,5278.55,9470.56,7225.27,4192.67
15.5,9237.54,4485.79,5385.45,354.388,5279.94,9471.95,7226.66,4194.06
15.55,9238.93,4487.18,5386.84,355.783,5281.33,9473.34,7228.05,4195.44
15.6,9240.31,4488.57,5388.23,357.179,5282.72,9474.73,7229.44,4196.83
15.65,9241.7,4489.96,5389.61,358.575,5284.11,9476.12,7230.83,4198.22
15.7,9243.09,4491.35,5391,359.971,5285.5,9477.5,7232.22,4199.61
15.75,9244.48,4492.73,5392.39,361.367,5286.89,9478.89,7233.61,4200.99
15.8,9245.87,4494.12,5393.78,362.762,5288.28,9480.28,7235,4202.38
15.85,9247.26,4495.51,5395.17,364.158,5289.67,9481.67,7236.39,4203.77
15.9,9248.65,4496.9,5396.56,365.554,5291.06,9483.06,7237.78,4205.15
15.95,9250.04,4498.29,5397.95,366.95,5292.45,9484.45,7239.17,4206.54
16,9251.43,4499.68,5399.34,368.346,5293.84,9485.84,7240.56,4207.93
16.05,9252.82,4501.07,5400.73,369.742,5295.23,9487.23,7241.95,4209.32
16.1,9254.2,4502.46,5402.11,371.137,5296.62,9488.62,7243.34,4210.7
16.15,9255.59,4503.85,5403.5,372.533,5298.01,9490,7244.73,4212.09
