time,N1,N2,N3,N4,N5,N6,N7
1.9,4903.39,2046.55,6674.77,7644.53,7775.63,3489.38,6754.09
1.95,4904.78,2047.94,6676.17,7645.91,7777.02,3490.77,6755.49
2,4906.17,2049.34,6677.57,7647.29,7778.41,3492.17,6756.89
2.05,4907.56,2050.73,6678.97,7648.67,7779.8,3493.57,6758.29
2.1,4908.95,2052.12,6680.37,7650.05,7781.19,3494.96,6759.7
2.15,4910.34,2053.51,6681.77,7651.43,7782.57,3496.36,6761.1
2.2,4911.72,2054.9,6683.17,7652.81,7783.96,3497.75,6762.5
2.25,4913.11,2056.29,6684.57,7654.19,7785.35,3499.15,6763.91
2.3,4914.5,2057.68,6685.97,7655.57,7786.74,3500.54,6765.31
2.35,4915.89,2059.08,6687.37,7656.95,7788.13,3501.94,6766.71
2.4,4917.28,2060.47,6688.77,7658.33,7789.52,3503.34,6768.12
2.45,4918.67,2061.86,6690.17,7659.71,7790.91,3504.73,6769.52
2.5,4920.06,2063.25,6691.57,7661.09,7792.3,3506.13,6770.92
2.55,4921.45,2064.64,6692.97,7662.47,7793.69,3507.52,6772.32
2.6,4922.84,2066.03,6694.37,7663.84,7795.07,3508.92,6773.73
2.65,4924.22,2067.43,6695.77,7665.22,7796.46,3510.32,6775.13
2.7,4925.61,2068.82,6697.17,7666.6,7797.85,3511.71,6776.53
2.75,4927,2070.21,6698.57,7667.98,7799.24,3513.11,6777.94
2.8,4928.39,2071.6,6699.97,7669.36,7800.63,3514.5,6779.34
2.85,4929.78,2072.99,6701.37,7670.74,7802.02,3515.9,6780.74
2.9,4931.17,2074.38,6702.77,7672.12,7803.41,3517.3,6782.14
2.95,4932.56,2075.78,6704.17,7673.5,7804.8,3518.69,6783.55
3,4933.95,2077.17,6705.57,7674.88,7806.19,3520.09,6784.95
3.05,4935.34,2078.56,6706.97,7676.26,7807.57,3521.48,6786.35
3.1,4936.72,2079.95,6708.37,7677.64,7808.96,3522.88,6787.76
3.15,4938.11,2081.34,6709.77,7679.02,7810.35,3524.28,6789.16
3.2,4939.5,2082.73,6711.17,7680.4,7811.74,3525.67,6790.56
3.25,4940.89,2084.12,6712.57,7681.78,7813.13,3527.07,6791.97
3.3,4942.28,2085.52,6713.97,7683.16,7814.52,3528.46,6793.37
3.35,4943.67,2086.91,6715.37,7684.54,7815.91,3529.86,6794.77
3.4,4945.06,2088.3,6716.77,7685.92,7817.3,3531.26,6796.17
3.45,4946.45,2089.69,6718.17,7687.3,7818.69,3532.65,6797.58
3.5,4947.84,2091.08,6719.57,7688.68,7820.07,3534.05,6798.98
3.55,4949.22,2092.47,6720.97,7690.06,7821.46,3535.44,6800.38
3.6,4950.61,2093.87,6722.37,7691.44,7822.85,3536.84,6801.79
3.65,4952,2095.26,6723.77,7692.82,7824.24,3538.24,6803.19
3.7,4953.39,2096.65,6725.17,7694.2,7825.63,3539.63,6804.59
3.75,4954.78,2098.04,6726.57,7695.58,7827.02,3541.03,6805.99
3.8,4956.17,2099.43,6727.97,7696.95,7828.41,3542.42,6807.4
3.85,4957.56,2100.82,6729.37,7698.33,7829.8,3543.82,6808.8
3.9,4958.95,2102.21,6730.77,7699.71,7831.19,3545.22,6810.2
3.95,4960.34,2103.61,6732.17,7701.09,7832.57,3546.61,6811.61
4,4961.72,2105,6733.57,7702.47,7833.96,3548.01,6813.01
4.05,4963.11,2106.39,6734.97,7703.85,7835.35,3549.4,6814.41
4.1,4964.5,2107.78,6736.37,7705.23,7836.74,3550.8,6815.82
4.15,4965.89,2109.17,6737.77,7706.61,7838.13,3552.2,6817.22
4.2,4967.28,2110.56,6739.18,7707.99,7839.52,3553.59,6818.62
4.25,4968.67,2111.96,6740.58,7709.37,7840.91,3554.99,6820.02
4.3,4970.06,2113.35,6741.98,7710.75,7842.3,3556.38,6821.43
4.35,4971.45,2114.74,6743.38,7712.13,7843.69,3557.78,6822.83
4.4,4972.84,2116.13,6744.78,7713.51,7845.07,3559.18,6824.23
4.45,4974.22,2117.52,6746.18,7714.89,7846.46,3560.57,6825.64
4.5,4975.61,2118.91,6747.58,7716.27,7847.85,3561.97,6827.04
4.55,4977,2120.31,6748.98,7717.65,7849.24,3563.36,6828.44
4.6,4978.39,2121.7,6750.38,7719.03,7850.63,3564.76,6829.84
4.65,4979.78,2123.09,6751.78,7720.41,7852.02,3566.16,6831.25
4.7,4981.17,2124.48,6753.18,7721.79,7853.41,3567.55,6832.65
4.75,4982.56,2125.87,6754.58,7723.17,7854.8,3568.95,6834.05
4.8,4983.95,2127.26,6755.98,7724.55,7856.19,3570.34,6835.46
4.85,4985.34,2128.65,6757.38,7725.93,7857.57,3571.74,6836.86
4.9,4986.72,2130.05,6758.78,7727.31,7858.96,3573.14,6838.26
4.95,4988.11,2131.44,6760.18,7728.69,7860.35,3574.53,6839.67
5,4989.5,2132.83,6761.58,7730.06,7861.74,3575.93,6841.07
5.05,4990.89,2134.22,6762.98,7731.44,7863.13,3577.32,6842.47
5.1,4992.28,2135.61,6764.38,7732.82,7864.52,3578.72,6843.87
5.15,4993.67,2137,6765.78,7734.2,7865.91,3580.12,6845.28
5.2,4995.06,2138.4,6767.18,7735.58,7867.3,3581.51,6846.68
5.25,4996.45,2139.79,6768.58,7736.96,7868.69,3582.91,6848.08
5.3,4997.84,2141.18,6769.98,7738.34,7870.07,3584.3,6849.49
5.35,4999.22,2142.57,6771.38,7739.72,7871.46,3585.7,6850.89
5.4,5000.61,2143.96,6772.78,7741.1,7872.85,3587.09,6852.29
5.45,5002,2145.35,6774.18,7742.48,7874.24,3588.49,6853.69
5.5,5003.39,2146.74,6775.58,7743.86,7875.63,3589.89,6855.1
5.55,5004.78,2148.14,6776.98,7745.24,7877.02,3591.28,6856.5
5.6,5006.17,2149.53,6778.38,7746.62,7878.41,3592.68,6857.9
5.65,5007.56,2150.92,6779.78,7748,7879.8,3594.07,6859.31
5.7,5008.95,2152.31,6781.18,7749.38,7881.19,3595.47,6860.71
5.75,5010.34,2153.7,6782.58,7750.76,7882.57,3596.87,6862.11
5.8,5011.72,2155.09,6783.98,7752.14,7883.96,3598.26,6863.52
5.85,5013.11,2156.49,6785.38,7753.52,7885.35,3599.66,6864.92
5.9,5014.5,2157.88,6786.78,7754.9,7886.74,3601.05,6866.32
5.95,5015.89,2159.27,6788.18,7756.28,7888.13,3602.45,6867.72
6,5017.28,2160.66,6789.58,7757.66,7889.52,3603.85,6869.13
6.05,5018.67,2162.05,6790.98,7759.04,7890.91,3605.24,6870.53
6.1,5020.06,2163.44,6792.38,7760.42,7892.3,3606.64,6871.93
6.15,5021.45,2164.84,6793.78,7761.8,7893.69,3608.03,6873.34
6.2,5022.84,2166.23,6795.18,7763.18,7895.07,3609.43,6874.74
6.25,5024.22,2167.62,6796.58,7764.55,7896.46,3610.83,6876.14
6.3,5025.61,2169.01,6797.98,7765.93,7897.85,3612.22,6877.54
6.35,5027,2170.4,6799.38,7767.31,7899.24,3613.62,6878.95
6.4,5028.39,2171.79,6800.78,7768.69,7900.63,3615.01,6880.35
6.45,5029.78,2173.18,6802.18,7770.07,7902.02,3616.41,6881.75
6.5,5031.17,2174.58,6803.58,7771.45,7903.41,3617.81,6883.16
6.55,5032.56,2175.97,6804.98,7772.83,7904.8,3619.2,6884.56
6.6,5033.95,2177.36,6806.38,7774.21,7906.19,3620.6,6885.96
6.65,5035.34,2178.75,6807.78,7775.59,7907.57,3621.99,6887.36
6.7,5036.72,2180.14,6809.18,7776.97,7908.96,3623.39,6888.77
6.75,5038.11,2181.53,6810.58,7778.35,7910.35,3624.79,6890.17
6.8,5039.5,2182.93,6811.98,7779.73,7911.74,3626.18,6891.57
6.85,5040.89,2184.32,6813.38,7781.11,7913.13,3627.58,6892.98
6.9,5042.28,2185.71,6814.78,7782.49,7914.52,3628.97,6894.38
6.95,5043.67,2187.1,6816.18,7783.87,7915.91,3630.37,6895.78
7,5045.06,2188.49,6817.58,7785.25,7917.3,3631.77,6897.19
7.05,5046.45,2189.88,6818.98,7786.63,7918.69,3633.16,6898.59
7.1,5047.84,2191.27,6820.38,7788.01,7920.07,3634.56,6899.99
7.15,5049.22,2192.67,6821.78,7789.39,7921.46,3635.95,6901.39
7.2,5050.61,2194.06,6823.18,7790.77,7922.85,3637.35,6902.8
7.25,5052,2195.45,6824.58,7792.15,7924.24,3638.75,6904.2
7.3,5053.39,2196.84,6825.98,7793.53,7925.63,3640.14,6905.6
7.35,5054.78,2198.23,6827.38,7794.91,7927.02,3641.54,6907.01
7.4,5056.17,2199.62,6828.78,7796.29,7928.41,3642.93,6908.41
7.45,5057.56,2201.02,6830.18,7797.67,7929.8,3644.33,6909.81
7.5,5058.95,2202.41,6831.58,7799.05,7931.19,3645.73,6911.21
7.55,5060.34,2203.8,6832.98,7800.43,7932.57,3647.12,6912.62
7.6,5061.72,2205.19,6834.38,7801.8,7933.96,3648.52,6914.02
7.65,5063.11,2206.58,6835.78,7803.18,7935.35,3649.91,6915.42
7.7,5064.5,2207.97,6837.18,7804.56,7936.74,3651.31,6916.83
7.75,5065.89,2209.37,6838.58,7805.94,7938.13,3652.71,6918.23
7.8,5067.28,2210.76,6839.98,7807.32,7939.52,3654.1,6919.63
7.85,5068.67,2212.15,6841.38,7808.7,7940.91,3655.5,6921.03
7.9,5070.06,2213.54,6842.78,7810.08,7942.3,3656.89,6922.44
7.95,5071.45,2214.93,6844.18,7811.46,7943.69,3658.29,6923.84
8,5072.84,2216.32,6845.58,7812.84,7945.07,3659.69,6925.24
8.05,5074.22,2217.71,6846.98,7814.22,7946.46,3661.08,6926.65
8.1,5075.61,2219.11,6848.38,7815.6,7947.85,3662.48,6928.05
8.15,5077,2220.5,6849.78,7816.98,7949.24,3663.87,6929.45
8.2,5078.39,2221.89,6851.18,7818.36,7950.63,3665.27,6930.86
8.25,5079.78,2223.28,6852.58,7819.74,7952.02,3666.67,6932.26
8.3,5081.17,2224.67,6853.98,7821.12,7953.41,3668.06,6933.66
8.35,5082.56,2226.06,6855.38,7822.5,7954.8,3669.46,6935.06
8.4,5083.95,2227.46,6856.78,7823.88,7956.19,3670.85,6936.47
8.45,5085.34,2228.85,6858.18,7825.26,7957.57,3672.25,6937.87
8.5,5086.72,2230.24,6859.59,7826.64,7958.96,3673.65,6939.27
8.55,5088.11,2231.63,6860.99,7828.02,7960.35,3675.04,6940.68
8.6,5089.5,2233.02,6862.39,7829.4,7961.74,3676.44,6942.08
8.65,5090.89,2234.41,6863.79,7830.78,7963.13,3677.83,6943.48
8.7,5092.28,2235.8,6865.19,7832.16,7964.52,3679.23,6944.88
8.75,5093.67,2237.2,6866.59,7833.54,7965.91,3680.63,6946.29
8.8,5095.06,2238.59,6867.99,7834.92,7967.3,3682.02,6947.69
8.85,5096.45,2239.98,6869.39,7836.3,7968.69,3683.42,6949.09
8.9,5097.84,2241.37,6870.79,7837.68,7970.07,3684.81,6950.5
8.95,5099.22,2242.76,6872.19,7839.06,7971.46,3686.21,6951.9
9,5100.61,2244.15,6873.59,7840.43,7972.85,3687.61,6953.3
9.05,5102,2245.55,6874.99,7841.81,7974.24,3689,6954.7
9.1,5103.39,2246.94,6876.39,7843.19,7975.63,3690.4,6956.11
9.15,5104.78,2248.33,6877.79,7844.57,7977.02,3691.79,6957.51
9.2,5106.17,2249.72,6879.19,7845.95,7978.41,3693.19,6958.91
9.25,5107.56,2251.11,6880.59,7847.33,7979.8,3694.59,6960.32
9.3,5108.95,2252.5,6881.99,7848.71,7981.19,3695.98,6961.72
9.35,5110.34,2253.9,6883.39,7850.09,7982.57,3697.38,6963.12
9.4,5111.72,2255.29,6884.79,7851.47,7983.96,3698.77,6964.53
9.45,5113.11,2256.68,6886.19,7852.85,7985.35,3700.17,6965.93
9.5,5114.5,2258.07,6887.59,7854.23,7986.74,3701.57,6967.33
9.55,5115.89,2259.46,6888.99,7855.61,7988.13,3702.96,6968.73
9.6,5117.28,2260.85,6890.39,7856.99,7989.52,3704.36,6970.14
9.65,5118.67,2262.24,6891.79,7858.37,7990.91,3705.75,6971.54
9.7,5120.06,2263.64,6893.19,7859.75,7992.3,3707.15,6972.94
9.75,5121.45,2265.03,6894.59,7861.13,7993.69,3708.55,6974.35
9.8,5122.84,2266.42,6895.99,7862.51,7995.07,3709.94,6975.75
9.85,5124.22,2267.81,6897.39,7863.89,7996.46,3711.34,6977.15
9.9,5125.61,2269.2,6898.79,7865.27,7997.85,3712.73,6978.55
9.95,5127,2270.59,6900.19,7866.65,7999.24,3714.13,6979.96
10,5128.39,2271.99,6901.59,7868.03,8000.63,3715.53,6981.36
10.05,5129.78,2273.38,6902.99,7869.41,8002.02,3716.92,6982.76
10.1,5131.17,2274.77,6904.39,7870.79,8003.41,3718.32,6984.17
10.15,5132.56,2276.16,6905.79,7872.17,8004.8,3719.71,6985.57
10.2,5133.95,2277.55,6907.19,7873.55,8006.19,3721.11,6986.97
10.25,5135.34,2278.94,6908.59,7874.93,8007.57,3722.51,6988.37
10.3,5136.72,2280.33,6909.99,7876.31,8008.96,3723.9,6989.78
10.35,5138.11,2281.73,6911.39,7877.69,8010.35,3725.3,6991.18
10.4,5139.5,2283.12,6912.79,7879.07,8011.74,3726.69,6992.58
10.45,5140.89,2284.51,6914.19,7880.45,8013.13,3728.09,6993.99
10.5,5142.28,2285.9,6915.59,7881.82,8014.52,3729.49,6995.39
10.55,5143.67,2287.29,6916.99,7883.2,8015.91,3730.88,6996.79
10.6,5145.06,2288.68,6918.39,7884.58,8017.3,3732.28,6998.19
10.65,5146.45,2290.08,6919.79,7885.96,8018.69,3733.67,6999.6
10.7,5147.84,2291.47,6921.19,7887.34,8020.07,3735.07,7001
10.75,5149.22,2292.86,6922.59,7888.72,8021.46,3736.47,7002.4
10.8,5150.61,2294.25,6923.99,7890.1,8022.85,3737.86,7003.81
10.85,5152,2295.64,6925.39,7891.48,8024.24,3739.26,7005.21
10.9,5153.39,2297.03,6926.79,7892.86,8025.63,3740.65,7006.61
10.95,5154.78,2298.42,6928.19,7894.24,8027.02,3742.05,7008.01
11,5156.17,2299.82,6929.59,7895.62,8028.41,3743.45,7009.42
11.05,5157.56,2301.21,6930.99,7897,8029.8,3744.84,7010.82
11.1,5158.95,2302.6,6932.39,7898.38,8031.19,3746.24,7012.22
11.15,5160.34,2303.99,6933.79,7899.76,8032.57,3747.63,7013.63
11.2,5161.72,2305.38,6935.19,7901.14,8033.96,3749.03,7015.03
11.25,5163.11,2306.77,6936.59,7902.52,8035.35,3750.43,7016.43
11.3,5164.5,2308.17,6937.99,7903.9,8036.74,3751.82,7017.84
11.35,5165.89,2309.56,6939.39,7905.28,8038.13,3753.22,7019.24
11.4,5167.28,2310.95,6940.79,7906.66,8039.52,3754.61,7020.64
11.45,5168.67,2312.34,6942.19,7908.04,8040.91,3756.01,7022.04
11.5,5170.06,2313.73,6943.59,7909.42,8042.3,3757.41,7023.45
11.55,5171.45,2315.12,6944.99,7910.8,8043.69,3758.8,7024.85
11.6,5172.84,2316.52,6946.39,7912.18,8045.07,3760.2,7026.25
11.65,5174.22,2317.91,6947.79,7913.56,8046.46,3761.59,7027.66
11.7,5175.61,2319.3,6949.19,7914.94,8047.85,3762.99,7029.06
11.75,5177,2320.69,6950.59,7916.32,8049.24,3764.39,7030.46
11.8,5178.39,2322.08,6951.99,7917.7,8050.63,3765.78,7031.86
11.85,5179.78,2323.47,6953.39,7919.08,8052.02,3767.18,7033.27
11.9,5181.17,2324.86,6954.79,7920.46,8053.41,3768.57,7034.67
11.95,5182.56,2326.26,6956.19,7921.84,8054.8,3769.97,7036.07
12,5183.95,2327.65,6957.59,7923.22,8056.19,3771.37,7037.48
12.05,5185.34,2329.04,6958.99,7924.59,8057.57,3772.76,7038.88
12.1,5186.72,2330.43,6960.39,7925.97,8058.96,3774.16,7040.28
12.15,5188.11,2331.82,6961.79,7927.35,8060.35,3775.55,7041.68
12.2,5189.5,2333.21,6963.19,7928.73,8061.74,3776.95,7043.09
12.25,5190.89,2334.61,6964.59,7930.11,8063.13,3778.35,7044.49
12.3,5192.28,2336,6965.99,7931.49,8064.52,3779.74,7045.89
12.35,5193.67,2337.39,6967.39,7932.87,8065.91,3781.14,7047.3
12.4,5195.06,2338.78,6968.79,7934.25,8067.3,3782.53,7048.7
12.45,5196.45,2340.17,6970.19,7935.63,8068.69,3783.93,7050.1
12.5,5197.84,2341.56,6971.59,7937.01,8070.07,3785.33,7051.5
12.55,5199.22,2342.95,6972.99,7938.39,8071.46,3786.72,7052.91
12.6,5200.61,2344.35,6974.39,7939.77,8072.85,3788.12,7054.31
12.65,5202,2345.74,6975.79,7941.15,8074.24,3789.51,7055.71
12.7,5203.39,2347.13,6977.19,7942.53,8075.63,3790.91,7057.12
12.75,5204.78,2348.52,6978.59,7943.91,8077.02,3792.31,7058.52
12.8,5206.17,2349.91,6979.99,7945.29,8078.41,3793.7,7059.92
12.85,5207.56,2351.3,6981.39,7946.67,8079.8,3795.1,7061.32
12.9,5208.95,2352.7,6982.79,7948.05,8081.19,3796.49,7062.73
12.95,5210.34,2354.09,6984.19,7949.43,8082.57,3797.89,7064.13
13,5211.72,2355.48,6985.59,7950.81,8083.96,3799.29,7065.53
13.05,5213.11,2356.87,6986.99,7952.19,8085.35,3800.68,7066.94
13.1,5214.5,2358.26,6988.39,7953.57,8086.74,3802.08,7068.34
13.15,5215.89,2359.65,6989.79,7954.95,8088.13,3803.47,7069.74
13.2,5217.28,2361.04,6991.19,7956.33,8089.52,3804.87,7071.14
13.25,5218.67,2362.44,6992.59,7957.71,8090.91,3806.27,7072.55
13.3,5220.06,2363.83,6993.99,7959.09,8092.3,3807.66,7073.95
13.35,5221.45,2365.22,6995.39,7960.47,8093.69,3809.06,7075.35
13.4,5222.84,2366.61,6996.8,7961.85,8095.07,3810.45,7076.76
13.45,5224.22,2368,6998.2,7963.23,8096.46,3811.85,7078.16
13.5,5225.61,2369.39,6999.6,7964.61,8097.85,3813.25,7079.56
13.55,5227,2370.79,7001,7965.99,8099.24,3814.64,7080.96
13.6,5228.39,2372.18,7002.4,7967.37,8100.63,3816.04,7082.37
13.65,5229.78,2373.57,7003.8,7968.75,8102.02,3817.43,7083.77
13.7,5231.17,2374.96,7005.2,7970.13,8103.41,3818.83,7085.17
13.75,5232.56,2376.35,7006.6,7971.51,8104.8,3820.23,7086.58
13.8,5233.95,2377.74,7008,7972.88,8106.19,3821.62,7087.98
13.85,5235.34,2379.14,7009.4,7974.26,8107.57,3823.02,7089.38
13.9,5236.72,2380.53,7010.8,7975.64,8108.96,3824.42,7090.78
13.95,5238.11,2381.92,7012.2,7977.02,8110.35,3825.81,7092.19
14,5239.5,2383.31,7013.6,7978.4,8111.74,3827.21,7093.59
14.05,5240.89,2384.7,7015,7979.78,8113.13,3828.6,7094.99
14.1,5242.28,2386.09,7016.4,7981.16,8114.52,3830,7096.4
14.15,5243.67,2387.48,7017.8,7982.54,8115.91,3831.4,7097.8
14.2,5245.06,2388.88,7019.2,7983.92,8117.3,3832.79,7099.2
14.25,5246.45,2390.27,7020.6,7985.3,8118.69,3834.19,7100.6
14.3,5247.84,2391.66,7022,7986.68,8120.07,3835.58,7102.01
14.35,5249.22,2393.05,7023.4,7988.06,8121.46,3836.98,7103.41
14.4,5250.61,2394.44,7024.8,7989.44,8122.85,3838.38,7104.81
14.45,5252,2395.83,7026.2,7990.82,8124.24,3839.77,7106.22
14.5,5253.39,2397.23,7027.6,7992.2,8125.63,3841.17,7107.62
14.55,5254.78,2398.62,7029,7993.58,8127.02,3842.56,7109.02
14.6,5256.17,2400.01,7030.4,7994.96,8128.41,3843.96,7110.42
14.65,5257.56,2401.4,7031.8,7996.34,8129.8,3845.36,7111.83
14.7,5258.95,2402.79,7033.2,7997.72,8131.19,3846.75,7113.23
14.75,5260.34,2404.18,7034.6,7999.1,8132.57,3848.15,7114.63
14.8,5261.72,2405.57,7036,8000.48,8133.96,3849.54,7116.04
14.85,5263.11,2406.97,7037.4,8001.86,8135.35,3850.94,7117.44
14.9,5264.5,2408.36,7038.8,8003.24,8136.74,3852.34,7118.84
14.95,5265.89,2409.75,7040.2,8004.62,8138.13,3853.73,7120.24
15,5267.28,2411.14,7041.6,8006,8139.52,3855.13,7121.65
15.05,5268.67,2412.53,7043,8007.38,8140.91,3856.52,7123.05
15.1,5270.06,2413.92,7044.4,8008.76,8142.3,3857.92,7124.45
15.15,5271.45,2415.32,7045.8,8010.14,8143.69,3859.32,7125.86
15.2,5272.84,2416.71,7047.2,8011.52,8145.07,3860.71,7127.26
15.25,5274.22,2418.1,7048.6,8012.9,8146.46,3862.11,7128.66
15.3,5275.61,2419.49,7050,8014.28,8147.85,3863.5,7130.06
15.35,5277,2420.88,7051.4,8015.66,8149.24,3864.9,7131.47
15.4,5278.39,2422.27,7052.8,8017.04,8150.63,3866.3,7132.87
15.45,5279.78,2423.66,7054.2,8018.42,8152.02,3867.69,7134.27
15.5,5281.17,2425.06,7055.6,8019.8,8153.41,3869.09,7135.68
15.55,5282.56,2426.45,7057,8021.18,8154.8,3870.48,7137.08
15.6,5283.95,2427.84,7058.4,8022.56,8156.19,3871.88,7138.48
15.65,5285.34,2429.23,7059.8,8023.94,8157.57,3873.28,7139.88
15.7,5286.72,2430.62,7061.2,8025.31,8158.96,3874.67,7141.29
15.75,5288.11,2432.01,7062.6,8026.69,8160.35,3876.07,7142.69
15.8,5289.5,2433.41,7064,8028.07,8161.74,3877.46,7144.09
15.85,5290.89,2434.8,7065.4,8029.45,8163.13,3878.86,7145.5
15.9,5292.28,2436.19,7066.8,8030.83,8164.52,3880.26,7146.9
15.95,5293.67,2437.58,7068.2,8032.21,8165.91,3881.65,7148.3
16,5295.06,2438.97,7069.6,8033.59,8167.3,3883.05,7149.7
16.05,5296.45,2440.36,7071,8034.97,8168.69,3884.44,7151.11
16.1,5297.84,2441.76,7072.4,8036.35,8170.07,3885.84,7152.51
16.15,5299.22,2443.15,7073.8,8037.73,8171.46,3887.24,7153.91
16.2,5300.61,2444.54,7075.2,8039.11,8172.85,3888.63,7155.32
16.25,5302,2445.93,7076.6,8040.49,8174.24,3890.03,7156.72
16.3,5303.39,2447.32,7078,8041.87,8175.63,3891.42,7158.12
16.35,5304.78,2448.71,7079.4,8043.25,8177.02,3892.82,7159.52
16.4,5306.17,2450.1,7080.8,8044.63,8178.41,3894.22,7160.93
16.45,5307.56,2451.5,7082.2,8046.01,8179.8,3895.61,7162.33
16.5,5308.95,2452.89,7083.6,8047.39,8181.19,3897.01,7163.73
16.55,5310.34,2454.28,7085,8048.77,8182.57,3898.4,7165.14
16.6,5311.72,2455.67,7086.4,8050.15,8183.96,3899.8,7166.54
16.65,5313.11,2457.06,7087.8,8051.53,8185.35,3901.2,7167.94
16.7,5314.5,2458.45,7089.2,8052.91,8186.74,3902.59,7169.34
16.75,5315.89,2459.85,7090.6,8054.29,8188.13,3903.99,7170.75
16.8,5317.28,2461.24,7092,8055.67,8189.52,3905.38,7172.15
16.85,5318.67,2462.63,7093.4,8057.05,8190.91,3906.78,7173.55
16.9,5320.06,2464.02,7094.8,8058.43,8192.3,3908.18,7174.96
16.95,5321.45,2465.41,7096.2,8059.81,8193.69,3909.57,7176.36
17,5322.84,2466.8,7097.6,8061.19,8195.07,3910.97,7177.76
17.05,5324.22,2468.19,7099,8062.57,8196.46,3912.37,7179.16
17.1,5325.61,2469.59,7100.4,8063.95,8197.85,3913.76,7180.57
17.15,5327,2470.98,7101.8,8065.33,8199.24,3915.16,7181.97
17.2,5328.39,2472.37,7103.2,8066.71,8200.63,3916.55,7183.37
17.25,5329.78,2473.76,7104.6,8068.09,8202.02,3917.95,7184.78
17.3,5331.17,2475.15,7106,8069.47,8203.41,3919.35,7186.18
17.35,5332.56,2476.54,7107.4,8070.85,8204.8,3920.74,7187.58
17.4,5333.95,2477.94,7108.8,8072.23,8206.19,3922.14,7188.98
17.45,5335.34,2479.33,7110.2,8073.61,8207.57,3923.53,7190.39
17.5,5336.72,2480.72,7111.6,8074.99,8208.96,3924.93,7191.79
17.55,5338.11,2482.11,7113,8076.37,8210.35,3926.33,7193.19
17.6,5339.5,2483.5,7114.4,8077.75,8211.74,3927.72,7194.6
17.65,5340.89,2484.89,7115.8,8079.13,8213.13,3929.12,7196
17.7,5342.28,2486.28,7117.2,8080.51,8214.52,3930.51,7197.4
17.75,5343.67,2487.68,7118.6,8081.89,8215.91,3931.91,7198.8
17.8,5345.06,2489.07,7120,8083.26,8217.3,3933.31,7200.21
17.85,5346.45,2490.46,7121.4,8084.64,8218.69,3934.7,7201.61
17.9,5347.84,2491.85,7122.8,8086.02,8220.07,3936.1,7203.01
17.95,5349.22,2493.24,7124.2,8087.4,8221.46,3937.49,7204.42
18,5350.61,2494.63,7125.6,8088.78,8222.85,3938.89,7205.82
