time,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,N11,N12,N13,N14,N15,N16,N17,N18,N19
1.3,4324.31,4282.43,507.233,1955.51,8825.37,5202.32,5391.21,7703.53,2016.59,3832.17,5946.87,9435.02,3489.59,5762.81,460.136,8163.05,6229.51,7854.66,1534.11
1.35,4325.7,4283.82,508.622,1956.9,8826.76,5203.7,5392.6,7704.92,2017.98,3833.56,5948.26,9436.42,3490.98,5764.2,461.529,8164.45,6230.89,7856.05,1535.53
1.4,4327.09,4285.22,510.011,1958.3,8828.15,5205.09,5393.99,7706.31,2019.37,3834.95,5949.65,9437.81,3492.37,5765.58,462.923,8165.84,6232.28,7857.44,1536.94
1.45,4328.48,4286.62,511.4,1959.69,8829.54,5206.48,5395.38,7707.7,2020.76,3836.34,5951.04,9439.2,3493.76,5766.97,464.317,8167.24,6233.67,7858.82,1538.36
1.5,4329.87,4288.01,512.788,1961.08,8830.93,5207.86,5396.77,7709.1,2022.15,3837.73,5952.43,9440.59,3495.15,5768.35,465.711,8168.63,6235.06,7860.21,1539.78
1.55,4331.25,4289.41,514.177,1962.48,8832.32,5209.25,5398.16,7710.49,2023.54,3839.12,5953.82,9441.98,3496.54,5769.74,467.105,8170.03,6236.45,7861.6,1541.19
1.6,4332.64,4290.81,515.566,1963.87,8833.7,5210.64,5399.54,7711.88,2024.93,3840.51,5955.21,9443.37,3497.93,5771.13,468.498,8171.43,6237.84,7862.99,1542.61
1.65,4334.03,4292.2,516.955,1965.27,8835.09,5212.02,5400.93,7713.27,2026.32,3841.89,5956.6,9444.76,3499.32,5772.51,469.892,8172.82,6239.23,7864.38,1544.03
1.7,4335.42,4293.6,518.344,1966.66,8836.48,5213.41,5402.32,7714.66,2027.71,3843.28,5957.99,9446.16,3500.71,5773.9,471.286,8174.22,6240.62,7865.77,1545.44
1.75,4336.81,4294.99,519.733,1968.06,8837.87,5214.8,5403.71,7716.05,2029.1,3844.67,5959.39,9447.55,3502.1,5775.28,472.68,8175.61,6242.01,7867.16,1546.86
1.8,4338.2,4296.39,521.122,1969.45,8839.26,5216.18,5405.1,7717.45,2030.49,3846.06,5960.78,9448.94,3503.49,5776.67,474.073,8177.01,6243.39,7868.55,1548.28
1.85,4339.58,4297.79,522.511,1970.85,8840.65,5217.57,5406.49,7718.84,2031.88,3847.45,5962.17,9450.33,3504.88,5778.05,475.467,8178.41,6244.78,7869.94,1549.69
1.9,4340.97,4299.18,523.9,1972.24,8842.04,5218.96,5407.87,7720.23,2033.27,3848.84,5963.56,9451.72,3506.27,5779.44,476.861,8179.8,6246.17,7871.32,1551.11
1.95,4342.36,4300.58,525.288,1973.64,8843.43,5220.34,5409.26,7721.62,2034.66,3850.23,5964.95,9453.11,3507.66,5780.83,478.255,8181.2,6247.56,7872.71,1552.53
2,4343.75,4301.98,526.677,1975.03,8844.82,5221.73,5410.65,7723.01,2036.05,3851.62,5966.34,9454.5,3509.05,5782.21,479.648,8182.6,6248.95,7874.1,1553.94
2.05,4345.14,4303.37,528.066,1976.43,8846.2,5223.11,5412.04,7724.4,2037.44,3853.01,5967.73,9455.9,3510.44,5783.6,481.042,8183.99,6250.34,7875.49,1555.36
2.1,4346.53,4304.77,529.455,1977.82,8847.59,5224.5,5413.43,7725.79,2038.83,3854.39,5969.12,9457.29,3511.83,5784.98,482.436,8185.39,6251.73,7876.88,1556.78
2.15,4347.91,4306.17,530.844,1979.22,8848.98,5225.89,5414.82,7727.19,2040.22,3855.78,5970.51,9458.68,3513.22,5786.37,483.83,8186.78,6253.12,7878.27,1558.19
2.2,4349.3,4307.56,532.233,1980.61,8850.37,5227.27,5416.21,7728.58,2041.61,3857.17,5971.9,9460.07,3514.61,5787.75,485.224,8188.18,6254.51,7879.66,1559.61
2.25,4350.69,4308.96,533.622,1982,8851.76,5228.66,5417.59,7729.97,2043,3858.56,5973.29,9461.46,3516,5789.14,486.617,8189.58,6255.89,7881.05,1561.03
2.3,4352.08,4310.36,535.011,1983.4,8853.15,5230.05,5418.98,7731.36,2044.39,3859.95,5974.68,9462.85,3517.39,5790.53,488.011,8190.97,6257.28,7882.44,1562.45
2.35,4353.47,4311.75,536.4,1984.79,8854.54,5231.43,5420.37,7732.75,2045.78,3861.34,5976.07,9464.24,3518.78,5791.91,489.405,8192.37,6258.67,7883.82,1563.86
2.4,4354.85,4313.15,537.788,1986.19,8855.93,5232.82,5421.76,7734.14,2047.17,3862.73,5977.46,9465.64,3520.17,5793.3,490.799,8193.76,6260.06,7885.21,1565.28
2.45,4356.24,4314.55,539.177,1987.58,8857.32,5234.21,5423.15,7735.53,2048.56,3864.12,5978.86,9467.03,3521.56,5794.68,492.192,8195.16,6261.45,7886.6,1566.7
2.5,4357.63,4315.94,540.566,1988.98,8858.7,5235.59,5424.54,7736.93,2049.95,3865.51,5980.25,9468.42,3522.95,5796.07,493.586,8196.56,6262.84,7887.99,1568.11
2.55,4359.02,4317.34,541.955,1990.37,8860.09,5236.98,5425.92,7738.32,2051.34,3866.89,5981.64,9469.81,3524.34,5797.45,494.98,8197.95,6264.23,7889.38,1569.53
2.6,4360.41,4318.74,543.344,1991.77,8861.48,5238.37,5427.31,7739.71,2052.73,3868.28,5983.03,9471.2,3525.73,5798.84,496.374,8199.35,6265.62,7890.77,1570.95
2.65,4361.8,4320.13,544.733,1993.16,8862.87,5239.75,5428.7,7741.1,2054.12,3869.67,5984.42,9472.59,3527.12,5800.23,497.768,8200.74,6267.01,7892.16,1572.36
2.7,4363.18,4321.53,546.122,1994.56,8864.26,5241.14,5430.09,7742.49,2055.51,3871.06,5985.81,9473.98,3528.51,5801.61,499.161,8202.14,6268.39,7893.55,1573.78
2.75,4364.57,4322.93,547.511,1995.95,8865.65,5242.53,5431.48,7743.88,2056.9,3872.45,5987.2,9475.38,3529.9,5803,500.555,8203.54,6269.78,7894.94,1575.2
2.8,4365.96,4324.32,548.9,1997.35,8867.04,5243.91,5432.87,7745.27,2058.29,3873.84,5988.59,9476.77,3531.29,5804.38,501.949,8204.93,6271.17,7896.32,1576.61
2.85,4367.35,4325.72,550.288,1998.74,8868.43,5245.3,5434.25,7746.67,2059.68,3875.23,5989.98,9478.16,3532.68,5805.77,503.343,8206.33,6272.56,7897.71,1578.03
2.9,4368.74,4327.12,551.677,2000.14,8869.82,5246.68,5435.64,7748.06,2061.07,3876.62,5991.37,9479.55,3534.07,5807.15,504.736,8207.72,6273.95,7899.1,1579.45
2.95,4370.13,4328.51,553.066,2001.53,8871.2,5248.07,5437.03,7749.45,2062.46,3878.01,5992.76,9480.94,3535.46,5808.54,506.13,8209.12,6275.34,7900.49,1580.86
3,4371.51,4329.91,554.455,2002.92,8872.59,5249.46,5438.42,7750.84,2063.85,3879.39,5994.15,9482.33,3536.85,5809.93,507.524,8210.52,6276.73,7901.88,1582.28
3.05,4372.9,4331.31,555.844,2004.32,8873.98,5250.84,5439.81,7752.23,2065.24,3880.78,5995.54,9483.73,3538.24,5811.31,508.918,8211.91,6278.12,7903.27,1583.7
3.1,4374.29,4332.7,557.233,2005.71,8875.37,5252.23,5441.2,7753.62,2066.63,3882.17,5996.94,9485.12,3539.63,5812.7,510.311,8213.31,6279.51,7904.66,1585.11
3.15,4375.68,4334.1,558.622,2007.11,8876.76,5253.62,5442.59,7755.01,2068.02,3883.56,5998.33,9486.51,3541.02,5814.08,511.705,8214.7,6280.89,7906.05,1586.53
3.2,4377.07,4335.5,560.011,2008.5,8878.15,5255,5443.97,7756.41,2069.41,3884.95,5999.72,9487.9,3542.41,5815.47,513.099,8216.1,6282.28,7907.44,1587.95
3.25,4378.46,4336.89,561.4,2009.9,8879.54,5256.39,5445.36,7757.8,2070.8,3886.34,6001.11,9489.29,3543.8,5816.85,514.493,8217.5,6283.67,7908.82,1589.36
3.3,4379.84,4338.29,562.788,2011.29,8880.93,5257.78,5446.75,7759.19,2072.19,3887.73,6002.5,9490.68,3545.19,5818.24,515.887,8218.89,6285.06,7910.21,1590.78
3.35,4381.23,4339.69,564.177,2012.69,8882.32,5259.16,5448.14,7760.58,2073.58,3889.12,6003.89,9492.07,3546.58,5819.63,517.28,8220.29,6286.45,7911.6,1592.2
3.4,4382.62,4341.08,565.566,2014.08,8883.7,5260.55,5449.53,7761.97,2074.97,3890.51,6005.28,9493.47,3547.97,5821.01,518.674,8221.68,6287.84,7912.99,1593.61
3.45,4384.01,4342.48,566.955,2015.48,8885.09,5261.94,5450.92,7763.36,2076.36,3891.89,6006.67,9494.86,3549.36,5822.4,520.068,8223.08,6289.23,7914.38,1595.03
3.5,4385.4,4343.87,568.344,2016.87,8886.48,5263.32,5452.3,7764.75,2077.75,3893.28,6008.06,9496.25,3550.75,5823.78,521.462,8224.48,6290.62,7915.77,1596.45
3.55,4386.78,4345.27,569.733,2018.27,8887.87,5264.71,5453.69,7766.15,2079.14,3894.67,6009.45,9497.64,3552.14,5825.17,522.855,8225.87,6292.01,7917.16,1597.87
3.6,4388.17,4346.67,571.122,2019.66,8889.26,5266.09,5455.08,7767.54,2080.53,3896.06,6010.84,9499.03,3553.53,5826.55,524.249,8227.27,6293.39,7918.55,1599.28
3.65,4389.56,4348.06,572.511,2021.05,8890.65,5267.48,5456.47,7768.93,2081.92,3897.45,6012.23,9500.42,3554.92,5827.94,525.643,8228.66,6294.78,7919.94,1600.7
3.7,4390.95,4349.46,573.9,2022.45,8892.04,5268.87,5457.86,7770.32,2083.31,3898.84,6013.62,9501.81,3556.31,5829.33,527.037,8230.06,6296.17,7921.32,1602.12
3.75,4392.34,4350.86,575.288,2023.84,8893.43,5270.25,5459.25,7771.71,2084.71,3900.23,6015.02,9503.21,3557.7,5830.71,528.431,8231.46,6297.56,7922.71,1603.53
3.8,4393.73,4352.25,576.677,2025.24,8894.82,5271.64,5460.63,7773.1,2086.1,3901.62,6016.41,9504.6,3559.09,5832.1,529.824,8232.85,6298.95,7924.1,1604.95
3.85,4395.11,4353.65,578.066,2026.63,8896.2,5273.03,5462.02,7774.5,2087.49,3903.01,6017.8,9505.99,3560.48,5833.48,531.218,8234.25,6300.34,7925.49,1606.37
3.9,4396.5,4355.05,579.455,2028.03,8897.59,5274.41,5463.41,7775.89,2088.88,3904.39,6019.19,9507.38,3561.87,5834.87,532.612,8235.64,6301.73,7926.88,1607.78
3.95,4397.89,4356.44,580.844,2029.42,8898.98,5275.8,5464.8,7777.28,2090.27,3905.78,6020.58,9508.77,3563.26,5836.25,534.006,8237.04,6303.12,7928.27,1609.2
4,4399.28,4357.84,582.233,2030.82,8900.37,5277.19,5466.19,7778.67,2091.66,3907.17,6021.97,9510.16,3564.65,5837.64,535.399,8238.44,6304.51,7929.66,1610.62
4.05,4400.67,4359.24,583.622,2032.21,8901.76,5278.57,5467.58,7780.06,2093.05,3908.56,6023.36,9511.55,3566.04,5839.03,536.793,8239.83,6305.89,7931.05,1612.03
4.1,4402.06,4360.63,585.011,2033.61,8903.15,5279.96,5468.97,7781.45,2094.44,3909.95,6024.75,9512.95,3567.43,5840.41,538.187,8241.23,6307.28,7932.44,1613.45
4.15,4403.44,4362.03,586.4,2035,8904.54,5281.35,5470.35,7782.84,2095.83,3911.34,6026.14,9514.34,3568.82,5841.8,539.581,8242.62,6308.67,7933.82,1614.87
4.2,4404.83,4363.43,587.788,2036.4,8905.93,5282.73,5471.74,7784.24,2097.22,3912.73,6027.53,9515.73,3570.21,5843.18,540.975,8244.02,6310.06,7935.21,1616.28
4.25,4406.22,4364.82,589.177,2037.79,8907.32,5284.12,5473.13,7785.63,2098.61,3914.12,6028.92,9517.12,3571.6,5844.57,542.368,8245.42,6311.45,7936.6,1617.7
4.3,4407.61,4366.22,590.566,2039.19,8908.7,5285.51,5474.52,7787.02,2100,3915.51,6030.31,9518.51,3572.99,5845.95,543.762,8246.81,6312.84,7937.99,1619.12
4.35,4409,4367.62,591.955,2040.58,8910.09,5286.89,5475.91,7788.41,2101.39,3916.89,6031.7,9519.9,3574.38,5847.34,545.156,8248.21,6314.23,7939.38,1620.53
4.4,4410.39,4369.01,593.344,2041.98,8911.48,5288.28,5477.3,7789.8,2102.78,3918.28,6033.09,9521.29,3575.77,5848.73,546.55,8249.6,6315.62,7940.77,1621.95
4.45,4411.77,4370.41,594.733,2043.37,8912.87,5289.66,5478.68,7791.19,2104.17,3919.67,6034.49,9522.69,3577.16,5850.11,547.944,8251,6317.01,7942.16,1623.37
4.5,4413.16,4371.81,596.122,2044.76,8914.26,5291.05,5480.07,7792.58,2105.56,3921.06,6035.88,9524.08,3578.55,5851.5,549.337,8252.4,6318.39,7943.55,1624.78
4.55,4414.55,4373.2,597.511,2046.16,8915.65,5292.44,5481.46,7793.98,2106.95,3922.45,6037.27,9525.47,3579.94,5852.88,550.731,8253.79,6319.78,7944.94,1626.2
4.6,4415.94,4374.6,598.9,2047.55,8917.04,5293.82,5482.85,7795.37,2108.34,3923.84,6038.66,9526.86,3581.33,5854.27,552.125,8255.19,6321.17,7946.32,1627.62
4.65,4417.33,4376,600.288,2048.95,8918.43,5295.21,5484.24,7796.76,2109.73,3925.23,6040.05,9528.25,3582.72,5855.65,553.519,8256.58,6322.56,7947.71,1629.03
4.7,4418.71,4377.39,601.677,2050.34,8919.82,5296.6,5485.63,7798.15,2111.12,3926.62,6041.44,9529.64,3584.11,5857.04,554.912,8257.98,6323.95,7949.1,1630.45
4.75,4420.1,4378.79,603.066,2051.74,8921.2,5297.98,5487.02,7799.54,2112.51,3928.01,6042.83,9531.03,3585.5,5858.43,556.306,8259.38,6325.34,7950.49,1631.87
4.8,4421.49,4380.18,604.455,2053.13,8922.59,5299.37,5488.4,7800.93,2113.9,3929.39,6044.22,9532.43,3586.89,5859.81,557.7,8260.77,6326.73,7951.88,1633.29
4.85,4422.88,4381.58,605.844,2054.53,8923.98,5300.76,5489.79,7802.32,2115.29,3930.78,6045.61,9533.82,3588.28,5861.2,559.094,8262.17,6328.12,7953.27,1634.7
4.9,4424.27,4382.98,607.233,2055.92,8925.37,5302.14,5491.18,7803.72,2116.68,3932.17,6047,9535.21,3589.67,5862.58,560.488,8263.57,6329.51,7954.66,1636.12
4.95,4425.66,4384.37,608.622,2057.32,8926.76,5303.53,5492.57,7805.11,2118.07,3933.56,6048.39,9536.6,3591.06,5863.97,561.881,8264.96,6330.89,7956.05,1637.54
5,4427.04,4385.77,610.011,2058.71,8928.15,5304.92,5493.96,7806.5,2119.46,3934.95,6049.78,9537.99,3592.45,5865.36,563.275,8266.36,6332.28,7957.44,1638.95
5.05,4428.43,4387.17,611.4,2060.11,8929.54,5306.3,5495.35,7807.89,2120.85,3936.34,6051.17,9539.38,3593.84,5866.74,564.669,8267.75,6333.67,7958.82,1640.37
5.1,4429.82,4388.56,612.788,2061.5,8930.93,5307.69,5496.73,7809.28,2122.24,3937.73,6052.57,9540.77,3595.23,5868.13,566.063,8269.15,6335.06,7960.21,1641.79
5.15,4431.21,4389.96,614.177,2062.9,8932.32,5309.08,5498.12,7810.67,2123.63,3939.12,6053.96,9542.17,3596.62,5869.51,567.456,8270.55,6336.45,7961.6,1643.2
5.2,4432.6,4391.36,615.566,2064.29,8933.7,5310.46,5499.51,7812.06,2125.02,3940.51,6055.35,9543.56,3598.01,5870.9,568.85,8271.94,6337.84,7962.99,1644.62
5.25,4433.99,4392.75,616.955,2065.68,8935.09,5311.85,5500.9,7813.46,2126.41,3941.89,6056.74,9544.95,3599.4,5872.28,570.244,8273.34,6339.23,7964.38,1646.04
5.3,4435.37,4394.15,618.344,2067.08,8936.48,5313.23,5502.29,7814.85,2127.8,3943.28,6058.13,9546.34,3600.79,5873.67,571.638,8274.73,6340.62,7965.77,1647.45
5.35,4436.76,4395.55,619.733,2068.47,8937.87,5314.62,5503.68,7816.24,2129.19,3944.67,6059.52,9547.73,3602.18,5875.06,573.032,8276.13,6342.01,7967.16,1648.87
5.4,4438.15,4396.94,621.122,2069.87,8939.26,5316.01,5505.06,7817.63,2130.58,3946.06,6060.91,9549.12,3603.57,5876.44,574.425,8277.53,6343.39,7968.55,1650.29
5.45,4439.54,4398.34,622.511,2071.26,8940.65,5317.39,5506.45,7819.02,2131.97,3947.45,6062.3,9550.51,3604.96,5877.83,575.819,8278.92,6344.78,7969.94,1651.7
5.5,4440.93,4399.74,623.9,2072.66,8942.04,5318.78,5507.84,7820.41,2133.36,3948.84,6063.69,9551.91,3606.35,5879.21,577.213,8280.32,6346.17,7971.32,1653.12
5.55,4442.32,4401.13,625.288,2074.05,8943.43,5320.17,5509.23,7821.81,2134.75,3950.23,6065.08,9553.3,3607.74,5880.6,578.607,8281.71,6347.56,7972.71,1654.54
5.6,4443.7,4402.53,626.677,2075.45,8944.82,5321.55,5510.62,7823.2,2136.14,3951.62,6066.47,9554.69,3609.13,5881.98,580.001,8283.11,6348.95,7974.1,1655.95
5.65,4445.09,4403.93,628.066,2076.84,8946.2,5322.94,5512.01,7824.59,2137.53,3953.01,6067.86,9556.08,3610.52,5883.37,581.394,8284.51,6350.34,7975.49,1657.37
5.7,4446.48,4405.32,629.455,2078.24,8947.59,5324.33,5513.4,7825.98,2138.92,3954.39,6069.25,9557.47,3611.91,5884.76,582.788,8285.9,6351.73,7976.88,1658.79
5.75,4447.87,4406.72,630.844,2079.63,8948.98,5325.71,5514.78,7827.37,2140.31,3955.78,6070.65,9558.86,3613.3,5886.14,584.182,8287.3,6353.12,7978.27,1660.2
5.8,4449.26,4408.12,632.233,2081.03,8950.37,5327.1,5516.17,7828.76,2141.7,3957.17,6072.04,9560.26,3614.69,5887.53,585.576,8288.69,6354.51,7979.66,1661.62
5.85,4450.65,4409.51,633.622,2082.42,8951.76,5328.49,5517.56,7830.15,2143.09,3958.56,6073.43,9561.65,3616.08,5888.91,586.969,8290.09,6355.89,7981.05,1663.04
5.9,4452.03,4410.91,635.011,2083.82,8953.15,5329.87,5518.95,7831.55,2144.48,3959.95,6074.82,9563.04,3617.47,5890.3,588.363,8291.49,6357.28,7982.44,1664.46
5.95,4453.42,4412.3,636.4,2085.21,8954.54,5331.26,5520.34,7832.94,2145.87,3961.34,6076.21,9564.43,3618.86,5891.68,589.757,8292.88,6358.67,7983.82,1665.87
6,4454.81,4413.7,637.788,2086.6,8955.93,5332.65,5521.73,7834.33,2147.26,3962.73,6077.6,9565.82,3620.25,5893.07,591.151,8294.28,6360.06,7985.21,1667.29
6.05,4456.2,4415.1,639.177,2088,8957.32,5334.03,5523.11,7835.72,2148.65,3964.12,6078.99,9567.21,3621.64,5894.46,592.545,8295.67,6361.45,7986.6,1668.71
6.1,4457.59,4416.49,640.566,2089.39,8958.7,5335.42,5524.5,7837.11,2150.04,3965.51,6080.38,9568.6,3623.03,5895.84,593.938,8297.07,6362.84,7987.99,1670.12
6.15,4458.97,4417.89,641.955,2090.79,8960.09,5336.8,5525.89,7838.5,2151.43,3966.89,6081.77,9570,3624.42,5897.23,595.332,8298.47,6364.23,7989.38,1671.54
6.2,4460.36,4419.29,643.344,2092.18,8961.48,5338.19,5527.28,7839.89,2152.82,3968.28,6083.16,9571.39,3625.81,5898.61,596.726,8299.86,6365.62,7990.77,1672.96
6.25,4461.75,4420.68,644.733,2093.58,8962.87,5339.58,5528.67,7841.29,2154.21,3969.67,6084.55,9572.78,3627.2,5900,598.12,8301.26,6367.01,7992.16,1674.37
6.3,4463.14,4422.08,646.122,2094.97,8964.26,5340.96,5530.06,7842.68,2155.6,3971.06,6085.94,9574.17,3628.59,5901.38,599.514,8302.65,6368.39,7993.55,1675.79
6.35,4464.53,4423.48,647.511,2096.37,8965.65,5342.35,5531.44,7844.07,2156.99,3972.45,6087.33,9575.56,3629.98,5902.77,600.907,8304.05,6369.78,7994.94,1677.21
6.4,4465.92,4424.87,648.9,2097.76,8967.04,5343.74,5532.83,7845.46,2158.38,3973.84,6088.73,9576.95,3631.37,5904.16,602.301,8305.45,6371.17,7996.32,1678.62
6.45,4467.3,4426.27,650.288,2099.16,8968.43,5345.12,5534.22,7846.85,2159.77,3975.23,6090.12,9578.34,3632.76,5905.54,603.695,8306.84,6372.56,7997.71,1680.04
6.5,4468.69,4427.67,651.677,2100.55,8969.82,5346.51,5535.61,7848.24,2161.16,3976.62,6091.51,9579.74,3634.15,5906.93,605.089,8308.24,6373.95,7999.1,1681.46
6.55,4470.08,4429.06,653.066,2101.95,8971.2,5347.9,5537,7849.63,2162.55,3978.01,6092.9,9581.13,3635.54,5908.31,606.482,8309.63,6375.34,8000.49,1682.87
6.6,4471.47,4430.46,654.455,2103.34,8972.59,5349.28,5538.39,7851.03,2163.94,3979.39,6094.29,9582.52,3636.93,5909.7,607.876,8311.03,6376.73,8001.88,1684.29
6.65,4472.86,4431.86,655.844,2104.74,8973.98,5350.67,5539.78,7852.42,2165.33,3980.78,6095.68,9583.91,3638.32,5911.08,609.27,8312.43,6378.12,8003.27,1685.71
6.7,4474.25,4433.25,657.233,2106.13,8975.37,5352.06,5541.16,7853.81,2166.72,3982.17,6097.07,9585.3,3639.71,5912.47,610.664,8313.82,6379.51,8004.66,1687.12
6.75,4475.63,4434.65,658.622,2107.52,8976.76,5353.44,5542.55,7855.2,2168.11,3983.56,6098.46,9586.69,3641.1,5913.86,612.058,8315.22,6380.89,8006.05,1688.54
6.8,4477.02,4436.05,660.011,2108.92,8978.15,5354.83,5543.94,7856.59,2169.5,3984.95,6099.85,9588.08,3642.49,5915.24,613.451,8316.61,6382.28,8007.44,1689.96
6.85,4478.41,4437.44,661.4,2110.31,8979.54,5356.22,5545.33,7857.98,2170.89,3986.34,6101.24,9589.48,3643.88,5916.63,614.845,8318.01,6383.67,8008.82,1691.37
6.9,4479.8,4438.84,662.788,2111.71,8980.93,5357.6,5546.72,7859.37,2172.28,3987.73,6102.63,9590.87,3645.27,5918.01,616.239,8319.41,6385.06,8010.21,1692.79
6.95,4481.19,4440.23,664.177,2113.1,8982.32,5358.99,5548.11,7860.77,2173.67,3989.12,6104.02,9592.26,3646.66,5919.4,617.633,8320.8,6386.45,8011.6,1694.21
7,4482.58,4441.63,665.566,2114.5,8983.7,5360.37,5549.49,7862.16,2175.06,3990.51,6105.41,9593.65,3648.05,5920.79,619.027,8322.2,6387.84,8012.99,1695.63
7.05,4483.96,4443.03,666.955,2115.89,8985.09,5361.76,5550.88,7863.55,2176.45,3991.89,6106.81,9595.04,3649.44,5922.17,620.42,8323.6,6389.23,8014.38,1697.04
7.1,4485.35,4444.42,668.344,2117.29,8986.48,5363.15,5552.27,7864.94,2177.84,3993.28,6108.2,9596.43,3650.83,5923.56,621.814,8324.99,6390.62,8015.77,1698.46
