time,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,N11,N12,N13,N14,N15,N16,N17,N18,N19
51.9,5729.22,5695.4,1912.79,3367,230.927,6605.54,6796.28,9111.67,3423.46,5237.73,7354.4,843.156,4896.28,7165.31,1870.73,9575.93,7635.06,9260.21,2968.15
51.95,5730.61,5696.8,1914.18,3368.39,232.315,6606.92,6797.67,9113.06,3424.85,5239.12,7355.79,844.547,4897.67,7166.7,1872.12,9577.32,7636.45,9261.6,2969.57
52,5732,5698.19,1915.57,3369.79,233.704,6608.31,6799.06,9114.45,3426.24,5240.51,7357.18,845.939,4899.06,7168.09,1873.51,9578.72,7637.84,9262.99,2970.98
52.05,5733.39,5699.59,1916.96,3371.18,235.093,6609.7,6800.45,9115.84,3427.63,5241.89,7358.57,847.33,4900.45,7169.47,1874.91,9580.12,7639.23,9264.38,2972.4
52.1,5734.77,5700.98,1918.34,3372.58,236.482,6611.08,6801.84,9117.24,3429.02,5243.28,7359.96,848.721,4901.84,7170.86,1876.3,9581.51,7640.62,9265.77,2973.82
52.15,5736.16,5702.38,1919.73,3373.97,237.871,6612.47,6803.23,9118.63,3430.41,5244.67,7361.35,850.113,4903.23,7172.24,1877.7,9582.91,7642.01,9267.16,2975.24
52.2,5737.55,5703.78,1921.12,3375.37,239.26,6613.86,6804.61,9120.02,3431.8,5246.06,7362.75,851.504,4904.62,7173.63,1879.09,9584.3,7643.39,9268.55,2976.65
52.25,5738.94,5705.17,1922.51,3376.76,240.649,6615.24,6806,9121.41,3433.19,5247.45,7364.14,852.896,4906.01,7175.02,1880.48,9585.7,7644.78,9269.94,2978.07
52.3,5740.33,5706.57,1923.9,3378.15,242.038,6616.63,6807.39,9122.8,3434.58,5248.84,7365.53,854.287,4907.4,7176.4,1881.88,9587.1,7646.17,9271.32,2979.49
52.35,5741.71,5707.96,1925.29,3379.55,243.427,6618.02,6808.78,9124.19,3435.98,5250.23,7366.92,855.678,4908.79,7177.79,1883.27,9588.49,7647.56,9272.71,2980.91
52.4,5743.1,5709.36,1926.68,3380.94,244.815,6619.4,6810.17,9125.58,3437.37,5251.62,7368.31,857.07,4910.18,7179.17,1884.67,9589.89,7648.95,9274.1,2982.32
52.45,5744.49,5710.75,1928.07,3382.34,246.204,6620.79,6811.56,9126.97,3438.76,5253.01,7369.7,858.461,4911.57,7180.56,1886.06,9591.28,7650.34,9275.49,2983.74
52.5,5745.88,5712.15,1929.46,3383.73,247.593,6622.18,6812.94,9128.37,3440.15,5254.39,7371.09,859.853,4912.96,7181.95,1887.45,9592.68,7651.73,9276.88,2985.16
52.55,5747.27,5713.55,1930.84,3385.13,248.982,6623.56,6814.33,9129.76,3441.54,5255.78,7372.48,861.244,4914.35,7183.33,1888.85,9594.08,7653.12,9278.27,2986.58
52.6,5748.66,5714.94,1932.23,3386.52,250.371,6624.95,6815.72,9131.15,3442.93,5257.17,7373.87,862.635,4915.74,7184.72,1890.24,9595.47,7654.51,9279.66,2987.99
52.65,5750.04,5716.34,1933.62,3387.92,251.76,6626.34,6817.11,9132.54,3444.32,5258.56,7375.26,864.027,4917.13,7186.1,1891.64,9596.87,7655.89,9281.05,2989.41
52.7,5751.43,5717.73,1935.01,3389.31,253.149,6627.72,6818.5,9133.93,3445.71,5259.95,7376.65,865.418,4918.52,7187.49,1893.03,9598.27,7657.28,9282.44,2990.83
52.75,5752.82,5719.13,1936.4,3390.71,254.538,6629.11,6819.89,9135.32,3447.1,5261.34,7378.05,866.81,4919.91,7188.88,1894.42,9599.66,7658.67,9283.82,2992.24
52.8,5754.21,5720.53,1937.79,3392.1,255.927,6630.5,6821.27,9136.71,3448.49,5262.73,7379.44,868.201,4921.3,7190.26,1895.82,9601.06,7660.06,9285.21,2993.66
52.85,5755.6,5721.92,1939.18,3393.5,257.315,6631.88,6822.66,9138.11,3449.88,5264.12,7380.83,869.593,4922.69,7191.65,1897.21,9602.45,7661.45,9286.6,2995.08
52.9,5756.99,5723.32,1940.57,3394.89,258.704,6633.27,6824.05,9139.5,3451.27,5265.51,7382.22,870.984,4924.08,7193.03,1898.61,9603.85,7662.84,9287.99,2996.5
52.95,5758.37,5724.71,1941.96,3396.29,260.093,6634.66,6825.44,9140.89,3452.66,5266.89,7383.61,872.375,4925.47,7194.42,1900,9605.25,7664.23,9289.38,2997.91
53,5759.76,5726.11,1943.34,3397.68,261.482,6636.04,6826.83,9142.28,3454.05,5268.28,7385,873.767,4926.86,7195.81,1901.39,9606.64,7665.62,9290.77,2999.33
53.05,5761.15,5727.5,1944.73,3399.08,262.871,6637.43,6828.22,9143.67,3455.44,5269.67,7386.39,875.158,4928.25,7197.19,1902.79,9608.04,7667.01,9292.16,3000.75
53.1,5762.54,5728.9,1946.12,3400.47,264.26,6638.82,6829.6,9145.06,3456.83,5271.06,7387.78,876.55,4929.64,7198.58,1904.18,9609.44,7668.39,9293.55,3002.17
53.15,5763.93,5730.3,1947.51,3401.87,265.649,6640.2,6830.99,9146.45,3458.22,5272.45,7389.17,877.941,4931.03,7199.96,1905.58,9610.83,7669.78,9294.94,3003.58
53.2,5765.31,5731.69,1948.9,3403.26,267.038,6641.59,6832.38,9147.85,3459.61,5273.84,7390.56,879.332,4932.42,7201.35,1906.97,9612.23,7671.17,9296.32,3005
53.25,5766.7,5733.09,1950.29,3404.66,268.427,6642.98,6833.77,9149.24,3461,5275.23,7391.95,880.724,4933.81,7202.74,1908.36,9613.62,7672.56,9297.71,3006.42
53.3,5768.09,5734.48,1951.68,3406.05,269.815,6644.36,6835.16,9150.63,3462.39,5276.62,7393.35,882.115,4935.2,7204.12,1909.76,9615.02,7673.95,9299.1,3007.83
53.35,5769.48,5735.88,1953.07,3407.45,271.204,6645.75,6836.55,9152.02,3463.78,5278.01,7394.74,883.507,4936.59,7205.51,1911.15,9616.42,7675.34,9300.49,3009.25
53.4,5770.87,5737.28,1954.46,3408.84,272.593,6647.14,6837.94,9153.41,3465.17,5279.39,7396.13,884.898,4937.98,7206.89,1912.55,9617.81,7676.73,9301.88,3010.67
53.45,5772.26,5738.67,1955.84,3410.24,273.982,6648.52,6839.32,9154.8,3466.56,5280.78,7397.52,886.289,4939.37,7208.28,1913.94,9619.21,7678.12,9303.27,3012.09
53.5,5773.64,5740.07,1957.23,3411.63,275.371,6649.91,6840.71,9156.19,3467.95,5282.17,7398.91,887.681,4940.76,7209.67,1915.33,9620.61,7679.51,9304.66,3013.5
53.55,5775.03,5741.46,1958.62,3413.03,276.76,6651.3,6842.1,9157.59,3469.34,5283.56,7400.3,889.072,4942.15,7211.05,1916.73,9622,7680.89,9306.05,3014.92
53.6,5776.42,5742.86,1960.01,3414.42,278.149,6652.68,6843.49,9158.98,3470.73,5284.95,7401.69,890.464,4943.54,7212.44,1918.12,9623.4,7682.28,9307.44,3016.34
53.65,5777.81,5744.25,1961.4,3415.82,279.538,6654.07,6844.88,9160.37,3472.12,5286.34,7403.08,891.855,4944.93,7213.82,1919.52,9624.79,7683.67,9308.82,3017.76
53.7,5779.2,5745.65,1962.79,3417.21,280.927,6655.46,6846.27,9161.76,3473.51,5287.73,7404.47,893.246,4946.32,7215.21,1920.91,9626.19,7685.06,9310.21,3019.17
53.75,5780.59,5747.05,1964.18,3418.61,282.315,6656.84,6847.65,9163.15,3474.9,5289.12,7405.86,894.638,4947.71,7216.6,1922.3,9627.59,7686.45,9311.6,3020.59
53.8,5781.97,5748.44,1965.57,3420,283.704,6658.23,6849.04,9164.54,3476.29,5290.51,7407.26,896.029,4949.1,7217.98,1923.7,9628.98,7687.84,9312.99,3022.01
53.85,5783.36,5749.84,1966.96,3421.4,285.093,6659.62,6850.43,9165.93,3477.68,5291.89,7408.65,897.421,4950.49,7219.37,1925.09,9630.38,7689.23,9314.38,3023.43
53.9,5784.75,5751.23,1968.34,3422.79,286.482,6661,6851.82,9167.33,3479.07,5293.28,7410.04,898.812,4951.88,7220.75,1926.49,9631.78,7690.62,9315.77,3024.84
53.95,5786.14,5752.63,1969.73,3424.19,287.871,6662.39,6853.21,9168.72,3480.46,5294.67,7411.43,900.204,4953.27,7222.14,1927.88,9633.17,7692.01,9317.16,3026.26
54,5787.53,5754.03,1971.12,3425.58,289.26,6663.78,6854.6,9170.11,3481.85,5296.06,7412.82,901.595,4954.66,7223.53,1929.27,9634.57,7693.39,9318.55,3027.68
54.05,5788.91,5755.42,1972.51,3426.97,290.649,6665.16,6855.98,9171.5,3483.25,5297.45,7414.21,902.986,4956.05,7224.91,1930.67,9635.96,7694.78,9319.94,3029.09
54.1,5790.3,5756.82,1973.9,3428.37,292.038,6666.55,6857.37,9172.89,3484.64,5298.84,7415.6,904.378,4957.44,7226.3,1932.06,9637.36,7696.17,9321.32,3030.51
54.15,5791.69,5758.21,1975.29,3429.76,293.427,6667.94,6858.76,9174.28,3486.03,5300.23,7416.99,905.769,4958.83,7227.69,1933.46,9638.76,7697.56,9322.71,3031.93
54.2,5793.08,5759.61,1976.68,3431.16,294.815,6669.32,6860.15,9175.67,3487.42,5301.62,7418.38,907.161,4960.22,7229.07,1934.85,9640.15,7698.95,9324.1,3033.35
54.25,5794.47,5761,1978.07,3432.55,296.204,6670.71,6861.54,9177.07,3488.81,5303.01,7419.77,908.552,4961.61,7230.46,1936.24,9641.55,7700.34,9325.49,3034.76
54.3,5795.86,5762.4,1979.46,3433.95,297.593,6672.1,6862.93,9178.46,3490.2,5304.39,7421.16,909.943,4963,7231.84,1937.64,9642.95,7701.73,9326.88,3036.18
54.35,5797.24,5763.8,1980.84,3435.34,298.982,6673.48,6864.31,9179.85,3491.59,5305.78,7422.56,911.335,4964.39,7233.23,1939.03,9644.34,7703.12,9328.27,3037.6
54.4,5798.63,5765.19,1982.23,3436.74,300.371,6674.87,6865.7,9181.24,3492.98,5307.17,7423.95,912.726,4965.78,7234.62,1940.43,9645.74,7704.51,9329.66,3039.02
54.45,5800.02,5766.59,1983.62,3438.13,301.76,6676.26,6867.09,9182.63,3494.37,5308.56,7425.34,914.118,4967.17,7236,1941.82,9647.13,7705.89,9331.05,3040.43
54.5,5801.41,5767.98,1985.01,3439.53,303.149,6677.65,6868.48,9184.02,3495.76,5309.95,7426.73,915.509,4968.56,7237.39,1943.21,9648.53,7707.28,9332.44,3041.85
54.55,5802.8,5769.38,1986.4,3440.92,304.538,6679.03,6869.87,9185.41,3497.15,5311.34,7428.12,916.9,4969.95,7238.77,1944.61,9649.93,7708.67,9333.82,3043.27
54.6,5804.19,5770.78,1987.79,3442.32,305.927,6680.42,6871.26,9186.81,3498.54,5312.73,7429.51,918.292,4971.34,7240.16,1946,9651.32,7710.06,9335.21,3044.68
54.65,5805.57,5772.17,1989.18,3443.71,307.315,6681.81,6872.65,9188.2,3499.93,5314.12,7430.9,919.683,4972.73,7241.55,1947.4,9652.72,7711.45,9336.6,3046.1
54.7,5806.96,5773.57,1990.57,3445.11,308.704,6683.19,6874.03,9189.59,3501.32,5315.51,7432.29,921.075,4974.12,7242.93,1948.79,9654.11,7712.84,9337.99,3047.52
54.75,5808.35,5774.96,1991.96,3446.5,310.093,6684.58,6875.42,9190.98,3502.71,5316.89,7433.68,922.466,4975.51,7244.32,1950.18,9655.51,7714.23,9339.38,3048.94
54.8,5809.74,5776.36,1993.34,3447.9,311.482,6685.97,6876.81,9192.37,3504.1,5318.28,7435.07,923.857,4976.9,7245.7,1951.58,9656.91,7715.62,9340.77,3050.35
54.85,5811.13,5777.75,1994.73,3449.29,312.871,6687.35,6878.2,9193.76,3505.49,5319.67,7436.47,925.249,4978.29,7247.09,1952.97,9658.3,7717.01,9342.16,3051.77
54.9,5812.51,5779.15,1996.12,3450.69,314.26,6688.74,6879.59,9195.15,3506.88,5321.06,7437.86,926.64,4979.68,7248.48,1954.36,9659.7,7718.39,9343.55,3053.19
54.95,5813.9,5780.55,1997.51,3452.08,315.649,6690.13,6880.98,9196.55,3508.27,5322.45,7439.25,928.032,4981.07,7249.86,1955.76,9661.1,7719.78,9344.94,3054.61
55,5815.29,5781.94,1998.9,3453.48,317.038,6691.51,6882.36,9197.94,3509.66,5323.84,7440.64,929.423,4982.46,7251.25,1957.15,9662.49,7721.17,9346.32,3056.02
55.05,5816.68,5783.34,2000.29,3454.87,318.427,6692.9,6883.75,9199.33,3511.05,5325.23,7442.03,930.815,4983.85,7252.63,1958.55,9663.89,7722.56,9347.71,3057.44
55.1,5818.07,5784.73,2001.68,3456.27,319.815,6694.29,6885.14,9200.72,3512.44,5326.62,7443.42,932.206,4985.24,7254.02,1959.94,9665.28,7723.95,9349.1,3058.86
55.15,5819.46,5786.13,2003.07,3457.66,321.204,6695.67,6886.53,9202.11,3513.83,5328.01,7444.81,933.597,4986.63,7255.41,1961.33,9666.68,7725.34,9350.49,3060.28
55.2,5820.84,5787.52,2004.46,3459.06,322.593,6697.06,6887.92,9203.5,3515.22,5329.39,7446.2,934.989,4988.02,7256.79,1962.73,9668.08,7726.73,9351.88,3061.69
55.25,5822.23,5788.92,2005.84,3460.45,323.982,6698.45,6889.31,9204.89,3516.61,5330.78,7447.59,936.38,4989.41,7258.18,1964.12,9669.47,7728.12,9353.27,3063.11
55.3,5823.62,5790.32,2007.23,3461.85,325.371,6699.83,6890.69,9206.29,3518,5332.17,7448.98,937.772,4990.8,7259.56,1965.52,9670.87,7729.51,9354.66,3064.53
55.35,5825.01,5791.71,2008.62,3463.24,326.76,6701.22,6892.08,9207.68,3519.39,5333.56,7450.37,939.163,4992.19,7260.95,1966.91,9672.27,7730.89,9356.05,3065.94
55.4,5826.4,5793.11,2010.01,3464.64,328.149,6702.61,6893.47,9209.07,3520.78,5334.95,7451.77,940.554,4993.58,7262.34,1968.3,9673.66,7732.28,9357.44,3067.36
55.45,5827.78,5794.5,2011.4,3466.03,329.538,6703.99,6894.86,9210.46,3522.17,5336.34,7453.16,941.946,4994.97,7263.72,1969.7,9675.06,7733.67,9358.82,3068.78
55.5,5829.17,5795.9,2012.79,3467.43,330.927,6705.38,6896.25,9211.85,3523.56,5337.73,7454.55,943.337,4996.36,7265.11,1971.09,9676.45,7735.06,9360.21,3070.2
55.55,5830.56,5797.3,2014.18,3468.82,332.315,6706.77,6897.64,9213.24,3524.95,5339.12,7455.94,944.729,4997.75,7266.49,1972.49,9677.85,7736.45,9361.6,3071.61
55.6,5831.95,5798.69,2015.57,3470.22,333.704,6708.15,6899.02,9214.63,3526.34,5340.51,7457.33,946.12,4999.14,7267.88,1973.88,9679.25,7737.84,9362.99,3073.03
55.65,5833.34,5800.09,2016.96,3471.61,335.093,6709.54,6900.41,9216.03,3527.73,5341.89,7458.72,947.511,5000.53,7269.27,1975.27,9680.64,7739.23,9364.38,3074.45
55.7,5834.73,5801.48,2018.34,3473.01,336.482,6710.93,6901.8,9217.42,3529.12,5343.28,7460.11,948.903,5001.92,7270.65,1976.67,9682.04,7740.62,9365.77,3075.87
55.75,5836.11,5802.88,2019.73,3474.4,337.871,6712.31,6903.19,9218.81,3530.52,5344.67,7461.5,950.294,5003.31,7272.04,1978.06,9683.44,7742.01,9367.16,3077.28
55.8,5837.5,5804.27,2021.12,3475.79,339.26,6713.7,6904.58,9220.2,3531.91,5346.06,7462.89,951.686,5004.7,7273.42,1979.46,9684.83,7743.39,9368.55,3078.7
55.85,5838.89,5805.67,2022.51,3477.19,340.649,6715.09,6905.97,9221.59,3533.3,5347.45,7464.28,953.077,5006.09,7274.81,1980.85,9686.23,7744.78,9369.94,3080.12
55.9,5840.28,5807.07,2023.9,3478.58,342.038,6716.47,6907.35,9222.98,3534.69,5348.84,7465.67,954.468,5007.48,7276.2,1982.24,9687.62,7746.17,9371.32,3081.54
55.95,5841.67,5808.46,2025.29,3479.98,343.427,6717.86,6908.74,9224.37,3536.08,5350.23,7467.07,955.86,5008.87,7277.58,1983.64,9689.02,7747.56,9372.71,3082.95
56,5843.06,5809.86,2026.68,3481.37,344.815,6719.25,6910.13,9225.77,3537.47,5351.62,7468.46,957.251,5010.26,7278.97,1985.03,9690.42,7748.95,9374.1,3084.37
56.05,5844.44,5811.25,2028.07,3482.77,346.204,6720.63,6911.52,9227.16,3538.86,5353.01,7469.85,958.643,5011.65,7280.35,1986.43,9691.81,7750.34,9375.49,3085.79
56.1,5845.83,5812.65,2029.46,3484.16,347.593,6722.02,6912.91,9228.55,3540.25,5354.39,7471.24,960.034,5013.04,7281.74,1987.82,9693.21,7751.73,9376.88,3087.2
56.15,5847.22,5814.05,2030.84,3485.56,348.982,6723.41,6914.3,9229.94,3541.64,5355.78,7472.63,961.426,5014.43,7283.13,1989.21,9694.61,7753.12,9378.27,3088.62
56.2,5848.61,5815.44,2032.23,3486.95,350.371,6724.79,6915.69,9231.33,3543.03,5357.17,7474.02,962.817,5015.82,7284.51,1990.61,9696,7754.51,9379.66,3090.04
56.25,5850,5816.84,2033.62,3488.35,351.76,6726.18,6917.07,9232.72,3544.42,5358.56,7475.41,964.208,5017.21,7285.9,1992,9697.4,7755.89,9381.05,3091.46
56.3,5851.38,5818.23,2035.01,3489.74,353.149,6727.57,6918.46,9234.11,3545.81,5359.95,7476.8,965.6,5018.6,7287.28,1993.4,9698.79,7757.28,9382.44,3092.87
56.35,5852.77,5819.63,2036.4,3491.14,354.538,6728.95,6919.85,9235.51,3547.2,5361.34,7478.19,966.991,5019.99,7288.67,1994.79,9700.19,7758.67,9383.82,3094.29
56.4,5854.16,5821.02,2037.79,3492.53,355.927,6730.34,6921.24,9236.9,3548.59,5362.73,7479.58,968.383,5021.38,7290.06,1996.18,9701.59,7760.06,9385.21,3095.71
56.45,5855.55,5822.42,2039.18,3493.93,357.315,6731.73,6922.63,9238.29,3549.98,5364.12,7480.98,969.774,5022.77,7291.44,1997.58,9702.98,7761.45,9386.6,3097.13
56.5,5856.94,5823.82,2040.57,3495.32,358.704,6733.11,6924.02,9239.68,3551.37,5365.51,7482.37,971.165,5024.16,7292.83,1998.97,9704.38,7762.84,9387.99,3098.54
56.55,5858.33,5825.21,2041.96,3496.72,360.093,6734.5,6925.4,9241.07,3552.76,5366.89,7483.76,972.557,5025.55,7294.21,2000.37,9705.78,7764.23,9389.38,3099.96
56.6,5859.71,5826.61,2043.34,3498.11,361.482,6735.89,6926.79,9242.46,3554.15,5368.28,7485.15,973.948,5026.94,7295.6,2001.76,9707.17,7765.62,9390.77,3101.38
56.65,5861.1,5828,2044.73,3499.51,362.871,6737.27,6928.18,9243.85,3555.54,5369.67,7486.54,975.34,5028.33,7296.99,2003.15,9708.57,7767.01,9392.16,3102.8
56.7,5862.49,5829.4,2046.12,3500.9,364.26,6738.66,6929.57,9245.24,3556.93,5371.06,7487.93,976.731,5029.72,7298.37,2004.55,9709.96,7768.39,9393.55,3104.21
56.75,5863.88,5830.79,2047.51,3502.3,365.649,6740.05,6930.96,9246.64,3558.32,5372.45,7489.32,978.122,5031.11,7299.76,2005.94,9711.36,7769.78,9394.94,3105.63
56.8,5865.27,5832.19,2048.9,3503.69,367.038,6741.43,6932.35,9248.03,3559.71,5373.84,7490.71,979.514,5032.5,7301.15,2007.34,9712.76,7771.17,9396.32,3107.05
56.85,5866.66,5833.59,2050.29,3505.09,368.427,6742.82,6933.73,9249.42,3561.1,5375.23,7492.1,980.905,5033.89,7302.53,2008.73,9714.15,7772.56,9397.71,3108.47
56.9,5868.04,5834.98,2051.68,3506.48,369.815,6744.21,6935.12,9250.81,3562.49,5376.62,7493.49,982.297,5035.28,7303.92,2010.12,9715.55,7773.95,9399.1,3109.88
56.95,5869.43,5836.38,2053.07,3507.88,371.204,6745.59,6936.51,9252.2,3563.88,5378.01,7494.89,983.688,5036.67,7305.3,2011.52,9716.95,7775.34,9400.49,3111.3
57,5870.82,5837.77,2054.46,3509.27,372.593,6746.98,6937.9,9253.59,3565.27,5379.39,7496.28,985.079,5038.06,7306.69,2012.91,9718.34,7776.73,9401.88,3112.72
57.05,5872.21,5839.17,2055.84,3510.67,373.982,6748.37,6939.29,9254.98,3566.66,5380.78,7497.67,986.471,5039.45,7308.08,2014.31,9719.74,7778.12,9403.27,3114.13
57.1,5873.6,5840.57,2057.23,3512.06,375.371,6749.76,6940.68,9256.38,3568.05,5382.17,7499.06,987.862,5040.84,7309.46,2015.7,9721.13,7779.51,9404.66,3115.55
57.15,5874.98,5841.96,2058.62,3513.46,376.76,6751.14,6942.06,9257.77,3569.44,5383.56,7500.45,989.254,5042.23,7310.85,2017.09,9722.53,7780.89,9406.05,3116.97
57.2,5876.37,5843.36,2060.01,3514.85,378.149,6752.53,6943.45,9259.16,3570.83,5384.95,7501.84,990.645,5043.62,7312.23,2018.49,9723.93,7782.28,9407.44,3118.39
57.25,5877.76,5844.75,2061.4,3516.25,379.538,6753.92,6944.84,9260.55,3572.22,5386.34,7503.23,992.036,5045.01,7313.62,2019.88,9725.32,7783.67,9408.82,3119.8
57.3,5879.15,5846.15,2062.79,3517.64,380.927,6755.3,6946.23,9261.94,3573.61,5387.73,7504.62,993.428,5046.4,7315.01,2021.28,9726.72,7785.06,9410.21,3121.22
57.35,5880.54,5847.54,2064.18,3519.04,382.315,6756.69,6947.62,9263.33,3575,5389.12,7506.01,994.819,5047.79,7316.39,2022.67,9728.12,7786.45,9411.6,3122.64
57.4,5881.93,5848.94,2065.57,3520.43,383.704,6758.08,6949.01,9264.72,3576.4,5390.51,7507.4,996.211,5049.18,7317.78,2024.06,9729.51,7787.84,9412.99,3124.06
57.45,5883.31,5850.34,2066.96,3521.83,385.093,6759.46,6950.39,9266.12,3577.79,5391.89,7508.79,997.602,5050.57,7319.16,2025.46,9730.91,7789.23,9414.38,3125.47
57.5,5884.7,5851.73,2068.34,3523.22,386.482,6760.85,6951.78,9267.51,3579.18,5393.28,7510.19,998.993,5051.96,7320.55,2026.85,9732.3,7790.62,9415.77,3126.89
57.55,5886.09,5853.13,2069.73,3524.62,387.871,6762.24,6953.17,9268.9,3580.57,5394.67,7511.58,1000.38,5053.35,7321.94,2028.25,9733.7,7792.01,9417.16,3128.31
57.6,5887.48,5854.52,2071.12,3526.01,389.26,6763.62,6954.56,9270.29,3581.96,5396.06,7512.97,1001.78,5054.74,7323.32,2029.64,9735.1,7793.39,9418.55,3129.73
57.65,5888.87,5855.92,2072.51,3527.4,390.649,6765.01,6955.95,9271.68,3583.35,5397.45,7514.36,1003.17,5056.13,7324.71,2031.03,9736.49,7794.78,9419.94,3131.14
57.7,5890.26,5857.31,2073.9,3528.8,392.038,6766.4,6957.34,9273.07,3584.74,5398.84,7515.75,1004.56,5057.52,7326.09,2032.43,9737.89,7796.17,9421.32,3132.56
57.75,5891.64,5858.71,2075.29,3530.19,393.427,6767.78,6958.73,9274.46,3586.13,5400.23,7517.14,1005.95,5058.91,7327.48,2033.82,9739.29,7797.56,9422.71,3133.98
57.8,5893.03,5860.11,2076.68,3531.59,394.815,6769.17,6960.11,9275.86,3587.52,5401.62,7518.53,1007.34,5060.3,7328.87,2035.22,9740.68,7798.95,9424.1,3135.39
57.85,5894.42,5861.5,2078.07,3532.98,396.204,6770.56,6961.5,9277.25,3588.91,5403.01,7519.92,1008.73,5061.69,7330.25,2036.61,9742.08,7800.34,9425.49,3136.81
57.9,5895.81,5862.9,2079.46,3534.38,397.593,6771.94,6962.89,9278.64,3590.3,5404.39,7521.31,1010.12,5063.08,7331.64,2038,9743.47,7801.73,9426.88,3138.23
57.95,5897.2,5864.29,2080.84,3535.77,398.982,6773.33,6964.28,9280.03,3591.69,5405.78,7522.7,1011.52,5064.47,7333.02,2039.4,9744.87,7803.12,9428.27,3139.65
58,5898.58,5865.69,2082.23,3537.17,400.371,6774.72,6965.67,9281.42,3593.08,5407.17,7524.1,1012.91,5065.86,7334.41,2040.79,9746.27,7804.51,9429.66,3141.06
58.05,5899.97,5867.08,2083.62,3538.56,401.76,6776.1,6967.06,9282.81,3594.47,5408.56,7525.49,1014.3,5067.25,7335.8,2042.19,9747.66,7805.89,9431.05,3142.48
58.1,5901.36,5868.48,2085.01,3539.96,403.149,6777.49,6968.44,9284.2,3595.86,5409.95,7526.88,1015.69,5068.64,7337.18,2043.58,9749.06,7807.28,9432.44,3143.9
58.15,5902.75,5869.88,2086.4,3541.35,404.538,6778.88,6969.83,9285.6,3597.25,5411.34,7528.27,1017.08,5070.03,7338.57,2044.97,9750.46,7808.67,9433.82,3145.32
58.2,5904.14,5871.27,2087.79,3542.75,405.927,6780.26,6971.22,9286.99,3598.64,5412.73,7529.66,1018.47,5071.42,7339.95,2046.37,9751.85,7810.06,9435.21,3146.73
58.25,5905.53,5872.67,2089.18,3544.14,407.315,6781.65,6972.61,9288.38,3600.03,5414.12,7531.05,1019.86,5072.81,7341.34,2047.76,9753.25,7811.45,9436.6,3148.15
58.3,5906.91,5874.06,2090.57,3545.54,408.704,6783.04,6974,9289.77,3601.42,5415.51,7532.44,1021.26,5074.2,7342.73,2049.16,9754.64,7812.84,9437.99,3149.57
58.35,5908.3,5875.46,2091.96,3546.93,410.093,6784.42,6975.39,9291.16,3602.81,5416.89,7533.83,1022.65,5075.59,7344.11,2050.55,9756.04,7814.23,9439.38,3150.99
58.4,5909.69,5876.86,2093.34,3548.33,411.482,6785.81,6976.77,9292.55,3604.2,5418.28,7535.22,1024.04,5076.98,7345.5,2051.94,9757.44,7815.62,9440.77,3152.4
58.45,5911.08,5878.25,2094.73,3549.72,412.871,6787.2,6978.16,9293.94,3605.59,5419.67,7536.61,1025.43,5078.37,7346.88,2053.34,9758.83,7817.01,9442.16,3153.82
58.5,5912.47,5879.65,2096.12,3551.12,414.26,6788.58,6979.55,9295.34,3606.98,5421.06,7538,1026.82,5079.76,7348.27,2054.73,9760.23,7818.39,9443.55,3155.24
58.55,5913.86,5881.04,2097.51,3552.51,415.649,6789.97,6980.94,9296.73,3608.37,5422.45,7539.4,1028.21,5081.15,7349.66,2056.13,9761.63,7819.78,9444.94,3156.66
58.6,5915.24,5882.44,2098.9,3553.91,417.038,6791.36,6982.33,9298.12,3609.76,5423.84,7540.79,1029.6,5082.54,7351.04,2057.52,9763.02,7821.17,9446.32,3158.07
58.65,5916.63,5883.83,2100.29,3555.3,418.427,6792.74,6983.72,9299.51,3611.15,5425.23,7542.18,1031,5083.93,7352.43,2058.91,9764.42,7822.56,9447.71,3159.49
58.7,5918.02,5885.23,2101.68,3556.7,419.815,6794.13,6985.1,9300.9,3612.54,5426.62,7543.57,1032.39,5085.32,7353.82,2060.31,9765.81,7823.95,9449.1,3160.91
58.75,5919.41,5886.63,2103.07,3558.09,421.204,6795.52,6986.49,9302.29,3613.93,5428.01,7544.96,1033.78,5086.71,7355.2,2061.7,9767.21,7825.34,9450.49,3162.32
58.8,5920.8,5888.02,2104.46,3559.49,422.593,6796.9,6987.88,9303.68,3615.32,5429.39,7546.35,1035.17,5088.1,7356.59,2063.1,9768.61,7826.73,9451.88,3163.74
58.85,5922.18,5889.42,2105.84,3560.88,423.982,6798.29,6989.27,9305.08,3616.71,5430.78,7547.74,1036.56,5089.49,7357.97,2064.49,9770,7828.12,9453.27,3165.16
58.9,5923.57,5890.81,2107.23,3562.28,425.371,6799.68,6990.66,9306.47,3618.1,5432.17,7549.13,1037.95,5090.88,7359.36,2065.88,9771.4,7829.51,9454.66,3166.58
58.95,5924.96,5892.21,2108.62,3563.67,426.76,6801.06,6992.05,9307.86,3619.49,5433.56,7550.52,1039.34,5092.27,7360.75,2067.28,9772.8,7830.89,9456.05,3167.99
59,5926.35,5893.6,2110.01,3565.07,428.149,6802.45,6993.43,9309.25,3620.89,5434.95,7551.91,1040.74,5093.66,7362.13,2068.67,9774.19,7832.28,9457.44,3169.41
59.05,5927.74,5895,2111.4,3566.46,429.538,6803.84,6994.82,9310.64,3622.28,5436.34,7553.31,1042.13,5095.05,7363.52,2070.07,9775.59,7833.67,9458.82,3170.83
