time,N1,N2,N3,N4,N5,N6
2.4,1182.09,5457.12,4496.95,4046.62,1096.47,7843.55
2.45,1183.48,5458.52,4498.34,4048.01,1097.87,7844.94
2.5,1184.87,5459.91,4499.72,4049.4,1099.27,7846.33
2.55,1186.26,5461.31,4501.11,4050.79,1100.66,7847.72
2.6,1187.64,5462.71,4502.5,4052.18,1102.06,7849.11
2.65,1189.03,5464.1,4503.89,4053.57,1103.46,7850.5
2.7,1190.42,5465.5,4505.28,4054.96,1104.86,7851.89
2.75,1191.81,5466.89,4506.67,4056.35,1106.26,7853.27
2.8,1193.2,5468.29,4508.06,4057.74,1107.66,7854.66
2.85,1194.59,5469.68,4509.45,4059.13,1109.06,7856.05
2.9,1195.98,5471.08,4510.84,4060.52,1110.46,7857.44
2.95,1197.37,5472.47,4512.22,4061.91,1111.86,7858.83
3,1198.76,5473.87,4513.61,4063.3,1113.26,7860.22
3.05,1200.14,5475.26,4515,4064.69,1114.66,7861.61
3.1,1201.53,5476.66,4516.39,4066.08,1116.06,7863
3.15,1202.92,5478.05,4517.78,4067.47,1117.46,7864.39
3.2,1204.31,5479.45,4519.17,4068.86,1118.86,7865.77
3.25,1205.7,5480.84,4520.56,4070.25,1120.26,7867.16
3.3,1207.09,5482.24,4521.95,4071.65,1121.66,7868.55
3.35,1208.48,5483.63,4523.34,4073.04,1123.06,7869.94
3.4,1209.87,5485.03,4524.73,4074.43,1124.46,7871.33
3.45,1211.26,5486.42,4526.11,4075.82,1125.86,7872.72
3.5,1212.64,5487.82,4527.5,4077.21,1127.26,7874.11
3.55,1214.03,5489.22,4528.89,4078.6,1128.66,7875.5
3.6,1215.42,5490.61,4530.28,4079.99,1130.06,7876.89
3.65,1216.81,5492.01,4531.67,4081.38,1131.46,7878.27
3.7,1218.2,5493.4,4533.06,4082.77,1132.85,7879.66
3.75,1219.59,5494.8,4534.45,4084.16,1134.25,7881.05
3.8,1220.98,5496.19,4535.84,4085.55,1135.65,7882.44
3.85,1222.37,5497.59,4537.23,4086.94,1137.05,7883.83
3.9,1223.76,5498.98,4538.61,4088.33,1138.45,7885.22
3.95,1225.14,5500.38,4540,4089.72,1139.85,7886.61
4,1226.53,5501.77,4541.39,4091.11,1141.25,7888
4.05,1227.92,5503.17,4542.78,4092.5,1142.65,7889.39
4.1,1229.31,5504.56,4544.17,4093.89,1144.05,7890.77
4.15,1230.7,5505.96,4545.56,4095.28,1145.45,7892.16
4.2,1232.09,5507.35,4546.95,4096.67,1146.85,7893.55
4.25,1233.48,5508.75,4548.34,4098.06,1148.25,7894.94
4.3,1234.87,5510.14,4549.73,4099.45,1149.65,7896.33
4.35,1236.26,5511.54,4551.12,4100.84,1151.05,7897.72
4.4,1237.64,5512.93,4552.5,4102.23,1152.45,7899.11
4.45,1239.03,5514.33,4553.89,4103.62,1153.85,7900.5
4.5,1240.42,5515.72,4555.28,4105.02,1155.25,7901.89
4.55,1241.81,5517.12,4556.67,4106.41,1156.65,7903.27
4.6,1243.2,5518.52,4558.06,4107.8,1158.05,7904.66
4.65,1244.59,5519.91,4559.45,4109.19,1159.45,7906.05
4.7,1245.98,5521.31,4560.84,4110.58,1160.85,7907.44
4.75,1247.37,5522.7,4562.23,4111.97,1162.25,7908.83
4.8,1248.76,5524.1,4563.62,4113.36,1163.65,7910.22
4.85,1250.14,5525.49,4565,4114.75,1165.05,7911.61
4.9,1251.53,5526.89,4566.39,4116.14,1166.44,7913
4.95,1252.92,5528.28,4567.78,4117.53,1167.84,7914.39
5,1254.31,5529.68,4569.17,4118.92,1169.24,7915.77
5.05,1255.7,5531.07,4570.56,4120.31,1170.64,7917.16
5.1,1257.09,5532.47,4571.95,4121.7,1172.04,7918.55
5.15,1258.48,5533.86,4573.34,4123.09,1173.44,7919.94
5.2,1259.87,5535.26,4574.73,4124.48,1174.84,7921.33
5.25,1261.26,5536.65,4576.12,4125.87,1176.24,7922.72
5.3,1262.64,5538.05,4577.5,4127.26,1177.64,7924.11
5.35,1264.03,5539.44,4578.89,4128.65,1179.04,7925.5
5.4,1265.42,5540.84,4580.28,4130.04,1180.44,7926.89
5.45,1266.81,5542.24,4581.67,4131.43,1181.84,7928.27
5.5,1268.2,5543.63,4583.06,4132.82,1183.24,7929.66
5.55,1269.59,5545.03,4584.45,4134.21,1184.64,7931.05
5.6,1270.98,5546.42,4585.84,4135.6,1186.04,7932.44
5.65,1272.37,5547.82,4587.23,4136.99,1187.44,7933.83
5.7,1273.76,5549.21,4588.62,4138.38,1188.84,7935.22
5.75,1275.14,5550.61,4590.01,4139.78,1190.24,7936.61
5.8,1276.53,5552,4591.39,4141.17,1191.64,7938
5.85,1277.92,5553.4,4592.78,4142.56,1193.04,7939.39
5.9,1279.31,5554.79,4594.17,4143.95,1194.44,7940.77
5.95,1280.7,5556.19,4595.56,4145.34,1195.84,7942.16
6,1282.09,5557.58,4596.95,4146.73,1197.24,7943.55
6.05,1283.48,5558.98,4598.34,4148.12,1198.63,7944.94
6.1,1284.87,5560.37,4599.73,4149.51,1200.03,7946.33
6.15,1286.26,5561.77,4601.12,4150.9,1201.43,7947.72
6.2,1287.64,5563.16,4602.51,4152.29,1202.83,7949.11
6.25,1289.03,5564.56,4603.89,4153.68,1204.23,7950.5
6.3,1290.42,5565.95,4605.28,4155.07,1205.63,7951.89
6.35,1291.81,5567.35,4606.67,4156.46,1207.03,7953.27
6.4,1293.2,5568.75,4608.06,4157.85,1208.43,7954.66
6.45,1294.59,5570.14,4609.45,4159.24,1209.83,7956.05
6.5,1295.98,5571.54,4610.84,4160.63,1211.23,7957.44
6.55,1297.37,5572.93,4612.23,4162.02,1212.63,7958.83
6.6,1298.76,5574.33,4613.62,4163.41,1214.03,7960.22
6.65,1300.14,5575.72,4615.01,4164.8,1215.43,7961.61
6.7,1301.53,5577.12,4616.4,4166.19,1216.83,7963
6.75,1302.92,5578.51,4617.78,4167.58,1218.23,7964.39
6.8,1304.31,5579.91,4619.17,4168.97,1219.63,7965.77
6.85,1305.7,5581.3,4620.56,4170.36,1221.03,7967.16
6.9,1307.09,5582.7,4621.95,4171.75,1222.43,7968.55
6.95,1308.48,5584.09,4623.34,4173.14,1223.83,7969.94
7,1309.87,5585.49,4624.73,4174.54,1225.23,7971.33
7.05,1311.26,5586.88,4626.12,4175.93,1226.63,7972.72
7.1,1312.64,5588.28,4627.51,4177.32,1228.03,7974.11
7.15,1314.03,5589.67,4628.9,4178.71,1229.43,7975.5
7.2,1315.42,5591.07,4630.28,4180.1,1230.83,7976.89
7.25,1316.81,5592.46,4631.67,4181.49,1232.22,7978.27
7.3,1318.2,5593.86,4633.06,4182.88,1233.62,7979.66
7.35,1319.59,5595.26,4634.45,4184.27,1235.02,7981.05
7.4,1320.98,5596.65,4635.84,4185.66,1236.42,7982.44
7.45,1322.37,5598.05,4637.23,4187.05,1237.82,7983.83
7.5,1323.76,5599.44,4638.62,4188.44,1239.22,7985.22
7.55,1325.14,5600.84,4640.01,4189.83,1240.62,7986.61
7.6,1326.53,5602.23,4641.4,4191.22,1242.02,7988
7.65,1327.92,5603.63,4642.79,4192.61,1243.42,7989.39
7.7,1329.31,5605.02,4644.17,4194,1244.82,7990.77
7.75,1330.7,5606.42,4645.56,4195.39,1246.22,7992.16
7.8,1332.09,5607.81,4646.95,4196.78,1247.62,7993.55
7.85,1333.48,5609.21,4648.34,4198.17,1249.02,7994.94
7.9,1334.87,5610.6,4649.73,4199.56,1250.42,7996.33
7.95,1336.26,5612,4651.12,4200.95,1251.82,7997.72
8,1337.64,5613.39,4652.51,4202.34,1253.22,7999.11
8.05,1339.03,5614.79,4653.9,4203.73,1254.62,8000.5
8.1,1340.42,5616.18,4655.29,4205.12,1256.02,8001.89
8.15,1341.81,5617.58,4656.67,4206.51,1257.42,8003.27
8.2,1343.2,5618.97,4658.06,4207.91,1258.82,8004.66
8.25,1344.59,5620.37,4659.45,4209.3,1260.22,8006.05
8.3,1345.98,5621.77,4660.84,4210.69,1261.62,8007.44
8.35,1347.37,5623.16,4662.23,4212.08,1263.02,8008.83
8.4,1348.76,5624.56,4663.62,4213.47,1264.42,8010.22
8.45,1350.14,5625.95,4665.01,4214.86,1265.81,8011.61
8.5,1351.53,5627.35,4666.4,4216.25,1267.21,8013
8.55,1352.92,5628.74,4667.79,4217.64,1268.61,8014.39
8.6,1354.31,5630.14,4669.18,4219.03,1270.01,8015.77
8.65,1355.7,5631.53,4670.56,4220.42,1271.41,8017.16
8.7,1357.09,5632.93,4671.95,4221.81,1272.81,8018.55
8.75,1358.48,5634.32,4673.34,4223.2,1274.21,8019.94
8.8,1359.87,5635.72,4674.73,4224.59,1275.61,8021.33
8.85,1361.26,5637.11,4676.12,4225.98,1277.01,8022.72
8.9,1362.64,5638.51,4677.51,4227.37,1278.41,8024.11
8.95,1364.03,5639.9,4678.9,4228.76,1279.81,8025.5
9,1365.42,5641.3,4680.29,4230.15,1281.21,8026.89
9.05,1366.81,5642.69,4681.68,4231.54,1282.61,8028.27
9.1,1368.2,5644.09,4683.06,4232.93,1284.01,8029.66
9.15,1369.59,5645.49,4684.45,4234.32,1285.41,8031.05
9.2,1370.98,5646.88,4685.84,4235.71,1286.81,8032.44
9.25,1372.37,5648.28,4687.23,4237.1,1288.21,8033.83
9.3,1373.76,5649.67,4688.62,4238.49,1289.61,8035.22
9.35,1375.14,5651.07,4690.01,4239.88,1291.01,8036.61
9.4,1376.53,5652.46,4691.4,4241.27,1292.41,8038
9.45,1377.92,5653.86,4692.79,4242.67,1293.81,8039.39
9.5,1379.31,5655.25,4694.18,4244.06,1295.21,8040.77
9.55,1380.7,5656.65,4695.57,4245.45,1296.61,8042.16
9.6,1382.09,5658.04,4696.95,4246.84,1298.01,8043.55
9.65,1383.48,5659.44,4698.34,4248.23,1299.41,8044.94
9.7,1384.87,5660.83,4699.73,4249.62,1300.8,8046.33
9.75,1386.26,5662.23,4701.12,4251.01,1302.2,8047.72
9.8,1387.64,5663.62,4702.51,4252.4,1303.6,8049.11
9.85,1389.03,5665.02,4703.9,4253.79,1305,8050.5
9.9,1390.42,5666.41,4705.29,4255.18,1306.4,8051.89
9.95,1391.81,5667.81,4706.68,4256.57,1307.8,8053.27
10,1393.2,5669.2,4708.07,4257.96,1309.2,8054.66
10.05,1394.59,5670.6,4709.45,4259.35,1310.6,8056.05
10.1,1395.98,5672,4710.84,4260.74,1312,8057.44
10.15,1397.37,5673.39,4712.23,4262.13,1313.4,8058.83
10.2,1398.76,5674.79,4713.62,4263.52,1314.8,8060.22
10.25,1400.14,5676.18,4715.01,4264.91,1316.2,8061.61
10.3,1401.53,5677.58,4716.4,4266.3,1317.6,8063
10.35,1402.92,5678.97,4717.79,4267.69,1319,8064.39
10.4,1404.31,5680.37,4719.18,4269.08,1320.4,8065.77
10.45,1405.7,5681.76,4720.57,4270.47,1321.8,8067.16
10.5,1407.09,5683.16,4721.95,4271.86,1323.2,8068.55
10.55,1408.48,5684.55,4723.34,4273.25,1324.6,8069.94
10.6,1409.87,5685.95,4724.73,4274.64,1326,8071.33
10.65,1411.26,5687.34,4726.12,4276.03,1327.4,8072.72
10.7,1412.64,5688.74,4727.51,4277.43,1328.8,8074.11
10.75,1414.03,5690.13,4728.9,4278.82,1330.2,8075.5
10.8,1415.42,5691.53,4730.29,4280.21,1331.6,8076.89
10.85,1416.81,5692.92,4731.68,4281.6,1333,8078.27
10.9,1418.2,5694.32,4733.07,4282.99,1334.39,8079.66
10.95,1419.59,5695.72,4734.46,4284.38,1335.79,8081.05
11,1420.98,5697.11,4735.84,4285.77,1337.19,8082.44
11.05,1422.37,5698.51,4737.23,4287.16,1338.59,8083.83
11.1,1423.76,5699.9,4738.62,4288.55,1339.99,8085.22
11.15,1425.14,5701.3,4740.01,4289.94,1341.39,8086.61
11.2,1426.53,5702.69,4741.4,4291.33,1342.79,8088
11.25,1427.92,5704.09,4742.79,4292.72,1344.19,8089.39
11.3,1429.31,5705.48,4744.18,4294.11,1345.59,8090.77
11.35,1430.7,5706.88,4745.57,4295.5,1346.99,8092.16
11.4,1432.09,5708.27,4746.96,4296.89,1348.39,8093.55
11.45,1433.48,5709.67,4748.34,4298.28,1349.79,8094.94
11.5,1434.87,5711.06,4749.73,4299.67,1351.19,8096.33
11.55,1436.26,5712.46,4751.12,4301.06,1352.59,8097.72
11.6,1437.64,5713.85,4752.51,4302.45,1353.99,8099.11
11.65,1439.03,5715.25,4753.9,4303.84,1355.39,8100.5
11.7,1440.42,5716.64,4755.29,4305.23,1356.79,8101.89
11.75,1441.81,5718.04,4756.68,4306.62,1358.19,8103.27
11.8,1443.2,5719.44,4758.07,4308.01,1359.59,8104.66
11.85,1444.59,5720.83,4759.46,4309.4,1360.99,8106.05
11.9,1445.98,5722.23,4760.85,4310.79,1362.39,8107.44
11.95,1447.37,5723.62,4762.23,4312.19,1363.79,8108.83
12,1448.76,5725.02,4763.62,4313.58,1365.19,8110.22
12.05,1450.14,5726.41,4765.01,4314.97,1366.59,8111.61
12.1,1451.53,5727.81,4766.4,4316.36,1367.99,8113
12.15,1452.92,5729.2,4767.79,4317.75,1369.38,8114.39
12.2,1454.31,5730.6,4769.18,4319.14,1370.78,8115.77
12.25,1455.7,5731.99,4770.57,4320.53,1372.18,8117.16
12.3,1457.09,5733.39,4771.96,4321.92,1373.58,8118.55
12.35,1458.48,5734.78,4773.35,4323.31,1374.98,8119.94
12.4,1459.87,5736.18,4774.73,4324.7,1376.38,8121.33
12.45,1461.26,5737.57,4776.12,4326.09,1377.78,8122.72
12.5,1462.64,5738.97,4777.51,4327.48,1379.18,8124.11
12.55,1464.03,5740.36,4778.9,4328.87,1380.58,8125.5
12.6,1465.42,5741.76,4780.29,4330.26,1381.98,8126.89
12.65,1466.81,5743.16,4781.68,4331.65,1383.38,8128.27
12.7,1468.2,5744.55,4783.07,4333.04,1384.78,8129.66
12.75,1469.59,5745.95,4784.46,4334.43,1386.18,8131.05
12.8,1470.98,5747.34,4785.85,4335.82,1387.58,8132.44
12.85,1472.37,5748.74,4787.24,4337.21,1388.98,8133.83
12.9,1473.76,5750.13,4788.62,4338.6,1390.38,8135.22
12.95,1475.14,5751.53,4790.01,4339.99,1391.78,8136.61
13,1476.53,5752.92,4791.4,4341.38,1393.18,8138
13.05,1477.92,5754.32,4792.79,4342.77,1394.58,8139.39
13.1,1479.31,5755.71,4794.18,4344.16,1395.98,8140.77
13.15,1480.7,5757.11,4795.57,4345.55,1397.38,8142.16
13.2,1482.09,5758.5,4796.96,4346.95,1398.78,8143.55
13.25,1483.48,5759.9,4798.35,4348.34,1400.18,8144.94
13.3,1484.87,5761.29,4799.74,4349.73,1401.58,8146.33
13.35,1486.26,5762.69,4801.12,4351.12,1402.98,8147.72
13.4,1487.64,5764.08,4802.51,4352.51,1404.37,8149.11
13.45,1489.03,5765.48,4803.9,4353.9,1405.77,8150.5
13.5,1490.42,5766.88,4805.29,4355.29,1407.17,8151.89
13.55,1491.81,5768.27,4806.68,4356.68,1408.57,8153.27
13.6,1493.2,5769.67,4808.07,4358.07,1409.97,8154.66
13.65,1494.59,5771.06,4809.46,4359.46,1411.37,8156.05
13.7,1495.98,5772.46,4810.85,4360.85,1412.77,8157.44
13.75,1497.37,5773.85,4812.24,4362.24,1414.17,8158.83
13.8,1498.76,5775.25,4813.62,4363.63,1415.57,8160.22
13.85,1500.14,5776.64,4815.01,4365.02,1416.97,8161.61
13.9,1501.53,5778.04,4816.4,4366.41,1418.37,8163
13.95,1502.92,5779.43,4817.79,4367.8,1419.77,8164.39
14,1504.31,5780.83,4819.18,4369.19,1421.17,8165.77
14.05,1505.7,5782.22,4820.57,4370.58,1422.57,8167.16
14.1,1507.09,5783.62,4821.96,4371.97,1423.97,8168.55
14.15,1508.48,5785.01,4823.35,4373.36,1425.37,8169.94
14.2,1509.87,5786.41,4824.74,4374.75,1426.77,8171.33
14.25,1511.26,5787.8,4826.13,4376.14,1428.17,8172.72
14.3,1512.64,5789.2,4827.51,4377.53,1429.57,8174.11
14.35,1514.03,5790.6,4828.9,4378.92,1430.97,8175.5
14.4,1515.42,5791.99,4830.29,4380.31,1432.37,8176.89
14.45,1516.81,5793.39,4831.68,4381.71,1433.77,8178.27
14.5,1518.2,5794.78,4833.07,4383.1,1435.17,8179.66
14.55,1519.59,5796.18,4834.46,4384.49,1436.57,8181.05
14.6,1520.98,5797.57,4835.85,4385.88,1437.97,8182.44
14.65,1522.37,5798.97,4837.24,4387.27,1439.37,8183.83
14.7,1523.76,5800.36,4838.63,4388.66,1440.76,8185.22
14.75,1525.14,5801.76,4840.01,4390.05,1442.16,8186.61
14.8,1526.53,5803.15,4841.4,4391.44,1443.56,8188
14.85,1527.92,5804.55,4842.79,4392.83,1444.96,8189.39
14.9,1529.31,5805.94,4844.18,4394.22,1446.36,8190.77
14.95,1530.7,5807.34,4845.57,4395.61,1447.76,8192.16
15,1532.09,5808.73,4846.96,4397,1449.16,8193.55
15.05,1533.48,5810.13,4848.35,4398.39,1450.56,8194.94
15.1,1534.87,5811.52,4849.74,4399.78,1451.96,8196.33
15.15,1536.26,5812.92,4851.13,4401.17,1453.36,8197.72
15.2,1537.64,5814.32,4852.52,4402.56,1454.76,8199.11
15.25,1539.03,5815.71,4853.9,4403.95,1456.16,8200.5
15.3,1540.42,5817.11,4855.29,4405.34,1457.56,8201.89
15.35,1541.81,5818.5,4856.68,4406.73,1458.96,8203.27
15.4,1543.2,5819.9,4858.07,4408.12,1460.36,8204.66
15.45,1544.59,5821.29,4859.46,4409.51,1461.76,8206.05
15.5,1545.98,5822.69,4860.85,4410.9,1463.16,8207.44
15.55,1547.37,5824.08,4862.24,4412.29,1464.56,8208.83
15.6,1548.76,5825.48,4863.63,4413.68,1465.96,8210.22
15.65,1550.14,5826.87,4865.02,4415.07,1467.36,8211.61
15.7,1551.53,5828.27,4866.4,4416.47,1468.76,8213
15.75,1552.92,5829.66,4867.79,4417.86,1470.16,8214.39
15.8,1554.31,5831.06,4869.18,4419.25,1471.56,8215.77
15.85,1555.7,5832.45,4870.57,4420.64,1472.96,8217.16
15.9,1557.09,5833.85,4871.96,4422.03,1474.36,8218.55
15.95,1558.48,5835.24,4873.35,4423.42,1475.76,8219.94
16,1559.87,5836.64,4874.74,4424.81,1477.15,8221.33
16.05,1561.26,5838.04,4876.13,4426.2,1478.55,8222.72
16.1,1562.64,5839.43,4877.52,4427.59,1479.95,8224.11
16.15,1564.03,5840.83,4878.9,4428.98,1481.35,8225.5
16.2,1565.42,5842.22,4880.29,4430.37,1482.75,8226.89
16.25,1566.81,5843.62,4881.68,4431.76,1484.15,8228.27
16.3,1568.2,5845.01,4883.07,4433.15,1485.55,8229.66
16.35,1569.59,5846.41,4884.46,4434.54,1486.95,8231.05
16.4,1570.98,5847.8,4885.85,4435.93,1488.35,8232.44
16.45,1572.37,5849.2,4887.24,4437.32,1489.75,8233.83
16.5,1573.76,5850.59,4888.63,4438.71,1491.15,8235.22
16.55,1575.14,5851.99,4890.02,4440.1,1492.55,8236.61
16.6,1576.53,5853.38,4891.41,4441.49,1493.95,8238
16.65,1577.92,5854.78,4892.79,4442.88,1495.35,8239.39
16.7,1579.31,5856.17,4894.18,4444.27,1496.75,8240.77
16.75,1580.7,5857.57,4895.57,4445.66,1498.15,8242.16
16.8,1582.09,5858.97,4896.96,4447.05,1499.55,8243.55
16.85,1583.48,5860.36,4898.35,4448.44,1500.95,8244.94
16.9,1584.87,5861.76,4899.74,4449.83,1502.35,8246.33
16.95,1586.26,5863.15,4901.13,4451.22,1503.75,8247.72
17,1587.64,5864.55,4902.52,4452.62,1505.15,8249.11
17.05,1589.03,5865.94,4903.91,4454.01,1506.55,8250.5
17.1,1590.42,5867.34,4905.29,4455.4,1507.95,8251.89
17.15,1591.81,5868.73,4906.68,4456.79,1509.35,8253.27
17.2,1593.2,5870.13,4908.07,4458.18,1510.75,8254.66
17.25,1594.59,5871.52,4909.46,4459.57,1512.15,8256.05
17.3,1595.98,5872.92,4910.85,4460.96,1513.54,8257.44
17.35,1597.37,5874.31,4912.24,4462.35,1514.94,8258.83
17.4,1598.76,5875.71,4913.63,4463.74,1516.34,8260.22
17.45,1600.14,5877.1,4915.02,4465.13,1517.74,8261.61
17.5,1601.53,5878.5,4916.41,4466.52,1519.14,8263
17.55,1602.92,5879.89,4917.8,4467.91,1520.54,8264.39
17.6,1604.31,5881.29,4919.18,4469.3,1521.94,8265.77
17.65,1605.7,5882.69,4920.57,4470.69,1523.34,8267.16
17.7,1607.09,5884.08,4921.96,4472.08,1524.74,8268.55
17.75,1608.48,5885.48,4923.35,4473.47,1526.14,8269.94
17.8,1609.87,5886.87,4924.74,4474.86,1527.54,8271.33
17.85,1611.26,5888.27,4926.13,4476.25,1528.94,8272.72
17.9,1612.64,5889.66,4927.52,4477.64,1530.34,8274.11
17.95,1614.03,5891.06,4928.91,4479.03,1531.74,8275.5
18,1615.42,5892.45,4930.3,4480.42,1533.14,8276.89
18.05,1616.81,5893.85,4931.68,4481.81,1534.54,8278.27
18.1,1618.2,5895.24,4933.07,4483.2,1535.94,8279.66
18.15,1619.59,5896.64,4934.46,4484.59,1537.34,8281.05
18.2,1620.98,5898.03,4935.85,4485.98,1538.74,8282.44
18.25,1622.37,5899.43,4937.24,4487.38,1540.14,8283.83
18.3,1623.76,5900.82,4938.63,4488.77,1541.54,8285.22
18.35,1625.14,5902.22,4940.02,4490.16,1542.94,8286.61
18.4,1626.53,5903.62,4941.41,4491.55,1544.34,8288
18.45,1627.92,5905.01,4942.8,4492.94,1545.74,8289.39
18.5,1629.31,5906.41,4944.18,4494.33,1547.14,8290.77
18.55,1630.7,5907.8,4945.57,4495.72,1548.54,8292.16
18.6,1632.09,5909.2,4946.96,4497.11,1549.94,8293.55
18.65,1633.48,5910.59,4948.35,4498.5,1551.33,8294.94
18.7,1634.87,5911.99,4949.74,4499.89,1552.73,8296.33
18.75,1636.26,5913.38,4951.13,4501.28,1554.13,8297.72
18.8,1637.64,5914.78,4952.52,4502.67,1555.53,8299.11
18.85,1639.03,5916.17,4953.91,4504.06,1556.93,8300.5
18.9,1640.42,5917.57,4955.3,4505.45,1558.33,8301.89
18.95,1641.81,5918.96,4956.69,4506.84,1559.73,8303.27
19,1643.2,5920.36,4958.07,4508.23,1561.13,8304.66
19.05,1644.59,5921.75,4959.46,4509.62,1562.53,8306.05
19.1,1645.98,5923.15,4960.85,4511.01,1563.93,8307.44
19.15,1647.37,5924.54,4962.24,4512.4,1565.33,8308.83
19.2,1648.76,5925.94,4963.63,4513.79,1566.73,8310.22
19.25,1650.14,5927.34,4965.02,4515.18,1568.13,8311.61
19.3,1651.53,5928.73,4966.41,4516.57,1569.53,8313
19.35,1652.92,5930.13,4967.8,4517.96,1570.93,8314.39
19.4,1654.31,5931.52,4969.19,4519.35,1572.33,8315.77
19.45,1655.7,5932.92,4970.57,4520.74,1573.73,8317.16
19.5,1657.09,5934.31,4971.96,4522.13,1575.13,8318.55
19.55,1658.48,5935.71,4973.35,4523.53,1576.53,8319.94
19.6,1659.87,5937.1,4974.74,4524.92,1577.93,8321.33
19.65,1661.26,5938.5,4976.13,4526.31,1579.33,8322.72
19.7,1662.64,5939.89,4977.52,4527.7,1580.73,8324.11
19.75,1664.03,5941.29,4978.91,4529.09,1582.13,8325.5
19.8,1665.42,5942.68,4980.3,4530.48,1583.53,8326.89
19.85,1666.81,5944.08,4981.69,4531.87,1584.93,8328.27
19.9,1668.2,5945.47,4983.08,4533.26,1586.33,8329.66
19.95,1669.59,5946.87,4984.46,4534.65,1587.73,8331.05
20,1670.98,5948.27,4985.85,4536.04,1589.12,8332.44
20.05,1672.37,5949.66,4987.24,4537.43,1590.52,8333.83
20.1,1673.76,5951.06,4988.63,4538.82,1591.92,8335.22
20.15,1675.14,5952.45,4990.02,4540.21,1593.32,8336.61
20.2,1676.53,5953.85,4991.41,4541.6,1594.72,8338
20.25,1677.92,5955.24,4992.8,4542.99,1596.12,8339.39
20.3,1679.31,5956.64,4994.19,4544.38,1597.52,8340.77
20.35,1680.7,5958.03,4995.58,4545.77,1598.92,8342.16
20.4,1682.09,5959.43,4996.96,4547.16,1600.32,8343.55
20.45,1683.48,5960.82,4998.35,4548.55,1601.72,8344.94
20.5,1684.87,5962.22,4999.74,4549.94,1603.12,8346.33
20.55,1686.26,5963.61,5001.13,4551.33,1604.52,8347.72
20.6,1687.64,5965.01,5002.52,4552.72,1605.92,8349.11
20.65,1689.03,5966.4,5003.91,4554.11,1607.32,8350.5
