time,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10
61.1,8865.07,3560.61,9940.98,3847.72,936.192,3634.41,680.621,8055.7,6868.07,7979.64
61.15,8866.46,3562.06,9942.38,3849.1,937.581,3635.8,682.021,8057.09,6869.46,7981.01
61.2,8867.85,3563.52,9943.78,3850.49,938.97,3637.19,683.421,8058.48,6870.85,7982.38
61.25,8869.24,3564.97,9945.18,3851.88,940.358,3638.58,684.82,8059.87,6872.23,7983.74
61.3,8870.64,3566.42,9946.58,3853.27,941.747,3639.97,686.22,8061.27,6873.62,7985.11
61.35,8872.03,3567.87,9947.98,3854.66,943.136,3641.36,687.62,8062.66,6875.01,7986.48
61.4,8873.42,3569.32,9949.38,3856.05,944.525,3642.75,689.019,8064.05,6876.4,7987.84
61.45,8874.82,3570.77,9950.78,3857.44,945.914,3644.14,690.419,8065.45,6877.79,7989.21
61.5,8876.21,3572.23,9952.18,3858.83,947.303,3645.53,691.819,8066.84,6879.18,7990.57
61.55,8877.6,3573.68,9953.58,3860.22,948.692,3646.92,693.218,8068.23,6880.57,7991.94
61.6,8879,3575.13,9954.98,3861.6,950.081,3648.31,694.618,8069.62,6881.96,7993.31
61.65,8880.39,3576.58,9956.38,3862.99,951.47,3649.7,696.018,8071.02,6883.35,7994.67
61.7,8881.78,3578.03,9957.78,3864.38,952.858,3651.09,697.417,8072.41,6884.74,7996.04
61.75,8883.17,3579.48,9959.18,3865.77,954.247,3652.48,698.817,8073.8,6886.13,7997.4
61.8,8884.57,3580.94,9960.58,3867.16,955.636,3653.87,700.217,8075.2,6887.52,7998.77
61.85,8885.96,3582.39,9961.98,3868.55,957.025,3655.26,701.616,8076.59,6888.91,8000.14
61.9,8887.35,3583.84,9963.38,3869.94,958.414,3656.65,703.016,8077.98,6890.3,8001.5
61.95,8888.75,3585.29,9964.78,3871.33,959.803,3658.04,704.416,8079.38,6891.69,8002.87
62,8890.14,3586.74,9966.18,3872.72,961.192,3659.43,705.815,8080.77,6893.08,8004.24
62.05,8891.53,3588.19,9967.58,3874.1,962.581,3660.82,707.215,8082.16,6894.47,8005.6
62.1,8892.93,3589.65,9968.98,3875.49,963.97,3662.21,708.615,8083.55,6895.86,8006.97
62.15,8894.32,3591.1,9970.38,3876.88,965.358,3663.6,710.014,8084.95,6897.25,8008.33
62.2,8895.71,3592.55,9971.78,3878.27,966.747,3664.99,711.414,8086.34,6898.64,8009.7
62.25,8897.1,3594,9973.18,3879.66,968.136,3666.38,712.814,8087.73,6900.03,8011.07
62.3,8898.5,3595.45,9974.58,3881.05,969.525,3667.77,714.213,8089.13,6901.42,8012.43
62.35,8899.89,3596.9,9975.98,3882.44,970.914,3669.16,715.613,8090.52,6902.81,8013.8
62.4,8901.28,3598.36,9977.38,3883.83,972.303,3670.55,717.013,8091.91,6904.2,8015.17
62.45,8902.68,3599.81,9978.78,3885.22,973.692,3671.94,718.412,8093.31,6905.59,8016.53
62.5,8904.07,3601.26,9980.18,3886.6,975.081,3673.33,719.812,8094.7,6906.97,8017.9
62.55,8905.46,3602.71,9981.58,3887.99,976.47,3674.72,721.212,8096.09,6908.36,8019.26
62.6,8906.86,3604.16,9982.98,3889.38,977.858,3676.11,722.611,8097.48,6909.75,8020.63
62.65,8908.25,3605.61,9984.38,3890.77,979.247,3677.5,724.011,8098.88,6911.14,8022
62.7,8909.64,3607.07,9985.78,3892.16,980.636,3678.9,725.411,8100.27,6912.53,8023.36
62.75,8911.03,3608.52,9987.18,3893.55,982.025,3680.29,726.81,8101.66,6913.92,8024.73
62.8,8912.43,3609.97,9988.58,3894.94,983.414,3681.68,728.21,8103.06,6915.31,8026.09
62.85,8913.82,3611.42,9989.98,3896.33,984.803,3683.07,729.61,8104.45,6916.7,8027.46
62.9,8915.21,3612.87,9991.38,3897.72,986.192,3684.46,731.009,8105.84,6918.09,8028.83
62.95,8916.61,3614.32,9992.78,3899.1,987.581,3685.85,732.409,8107.23,6919.48,8030.19
63,8918,3615.78,9994.18,3900.49,988.97,3687.24,733.809,8108.63,6920.87,8031.56
63.05,8919.39,3617.23,9995.58,3901.88,990.358,3688.63,735.208,8110.02,6922.26,8032.93
63.1,8920.79,3618.68,9996.98,3903.27,991.747,3690.02,736.608,8111.41,6923.65,8034.29
63.15,8922.18,3620.13,9998.38,3904.66,993.136,3691.41,738.008,8112.81,6925.04,8035.66
63.2,8923.57,3621.58,9999.77,3906.05,994.525,3692.8,739.407,8114.2,6926.43,8037.03
63.25,8924.97,3623.03,1.17469,3907.44,995.914,3694.19,740.807,8115.59,6927.82,8038.39
63.3,8926.36,3624.49,2.57447,3908.83,997.303,3695.58,742.207,8116.99,6929.21,8039.76
63.35,8927.75,3625.94,3.97425,3910.22,998.692,3696.97,743.606,8118.38,6930.6,8041.12
63.4,8929.14,3627.39,5.37403,3911.6,1000.08,3698.36,745.006,8119.77,6931.99,8042.49
63.45,8930.54,3628.84,6.77381,3912.99,1001.47,3699.75,746.406,8121.16,6933.38,8043.86
63.5,8931.93,3630.29,8.17359,3914.38,1002.86,3701.14,747.805,8122.56,6934.77,8045.22
63.55,8933.32,3631.74,9.57337,3915.77,1004.25,3702.53,749.205,8123.95,6936.16,8046.59
63.6,8934.72,3633.2,10.9731,3917.16,1005.64,3703.92,750.605,8125.34,6937.55,8047.96
63.65,8936.11,3634.65,12.3729,3918.55,1007.03,3705.31,752.004,8126.74,6938.94,8049.32
63.7,8937.5,3636.1,13.7727,3919.94,1008.41,3706.7,753.404,8128.13,6940.33,8050.69
63.75,8938.9,3637.55,15.1725,3921.33,1009.8,3708.09,754.804,8129.52,6941.72,8052.05
63.8,8940.29,3639,16.5723,3922.72,1011.19,3709.48,756.203,8130.92,6943.1,8053.42
63.85,8941.68,3640.45,17.9721,3924.1,1012.58,3710.87,757.603,8132.31,6944.49,8054.79
63.9,8943.07,3641.91,19.3718,3925.49,1013.97,3712.26,759.003,8133.7,6945.88,8056.15
63.95,8944.47,3643.36,20.7716,3926.88,1015.36,3713.65,760.402,8135.09,6947.27,8057.52
64,8945.86,3644.81,22.1714,3928.27,1016.75,3715.04,761.802,8136.49,6948.66,8058.89
64.05,8947.25,3646.26,23.5712,3929.66,1018.14,3716.43,763.202,8137.88,6950.05,8060.25
64.1,8948.65,3647.71,24.971,3931.05,1019.53,3717.82,764.601,8139.27,6951.44,8061.62
64.15,8950.04,3649.17,26.3707,3932.44,1020.91,3719.21,766.001,8140.67,6952.83,8062.99
64.2,8951.43,3650.62,27.7705,3933.83,1022.3,3720.6,767.401,8142.06,6954.22,8064.35
64.25,8952.83,3652.07,29.1703,3935.22,1023.69,3721.99,768.8,8143.45,6955.61,8065.72
64.3,8954.22,3653.52,30.5701,3936.6,1025.08,3723.38,770.2,8144.84,6957,8067.09
64.35,8955.61,3654.97,31.9699,3937.99,1026.47,3724.77,771.6,8146.24,6958.39,8068.45
64.4,8957,3656.42,33.3697,3939.38,1027.86,3726.16,772.999,8147.63,6959.78,8069.82
64.45,8958.4,3657.88,34.7694,3940.77,1029.25,3727.55,774.399,8149.02,6961.17,8071.18
64.5,8959.79,3659.33,36.1692,3942.16,1030.64,3728.94,775.799,8150.42,6962.56,8072.55
64.55,8961.18,3660.78,37.569,3943.55,1032.03,3730.33,777.198,8151.81,6963.95,8073.92
64.6,8962.58,3662.23,38.9688,3944.94,1033.41,3731.72,778.598,8153.2,6965.34,8075.28
64.65,8963.97,3663.68,40.3686,3946.33,1034.8,3733.11,779.998,8154.6,6966.73,8076.65
64.7,8965.36,3665.13,41.7684,3947.72,1036.19,3734.5,781.397,8155.99,6968.12,8078.02
64.75,8966.76,3666.59,43.1682,3949.1,1037.58,3735.89,782.797,8157.38,6969.51,8079.38
64.8,8968.15,3668.04,44.5679,3950.49,1038.97,3737.28,784.197,8158.77,6970.9,8080.75
64.85,8969.54,3669.49,45.9677,3951.88,1040.36,3738.67,785.596,8160.17,6972.29,8082.12
64.9,8970.94,3670.94,47.3675,3953.27,1041.75,3740.06,786.996,8161.56,6973.68,8083.48
64.95,8972.33,3672.39,48.7673,3954.66,1043.14,3741.45,788.396,8162.95,6975.07,8084.85
65,8973.72,3673.84,50.1671,3956.05,1044.53,3742.84,789.795,8164.35,6976.46,8086.22
65.05,8975.11,3675.3,51.5669,3957.44,1045.91,3744.23,791.195,8165.74,6977.84,8087.58
65.1,8976.51,3676.75,52.9667,3958.83,1047.3,3745.62,792.595,8167.13,6979.23,8088.95
65.15,8977.9,3678.2,54.3664,3960.22,1048.69,3747.01,793.994,8168.52,6980.62,8090.31
65.2,8979.29,3679.65,55.7662,3961.6,1050.08,3748.4,795.394,8169.92,6982.01,8091.68
65.25,8980.69,3681.1,57.166,3962.99,1051.47,3749.79,796.794,8171.31,6983.4,8093.05
65.3,8982.08,3682.55,58.5658,3964.38,1052.86,3751.18,798.193,8172.7,6984.79,8094.41
65.35,8983.47,3684.01,59.9656,3965.77,1054.25,3752.57,799.593,8174.1,6986.18,8095.78
65.4,8984.87,3685.46,61.3654,3967.16,1055.64,3753.96,800.993,8175.49,6987.57,8097.15
65.45,8986.26,3686.91,62.7652,3968.55,1057.03,3755.35,802.393,8176.88,6988.96,8098.51
65.5,8987.65,3688.36,64.1649,3969.94,1058.41,3756.74,803.792,8178.28,6990.35,8099.88
65.55,8989.04,3689.81,65.5647,3971.33,1059.8,3758.13,805.192,8179.67,6991.74,8101.25
65.6,8990.44,3691.26,66.9645,3972.72,1061.19,3759.52,806.592,8181.06,6993.13,8102.61
65.65,8991.83,3692.72,68.3643,3974.1,1062.58,3760.91,807.991,8182.45,6994.52,8103.98
65.7,8993.22,3694.17,69.7641,3975.49,1063.97,3762.3,809.391,8183.85,6995.91,8105.35
65.75,8994.62,3695.62,71.1639,3976.88,1065.36,3763.69,810.791,8185.24,6997.3,8106.71
65.8,8996.01,3697.07,72.5637,3978.27,1066.75,3765.08,812.19,8186.63,6998.69,8108.08
65.85,8997.4,3698.52,73.9635,3979.66,1068.14,3766.47,813.59,8188.03,7000.08,8109.45
65.9,8998.8,3699.98,75.3633,3981.05,1069.53,3767.86,814.99,8189.42,7001.47,8110.81
65.95,9000.19,3701.43,76.763,3982.44,1070.91,3769.25,816.389,8190.81,7002.86,8112.18
66,9001.58,3702.88,78.1628,3983.83,1072.3,3770.64,817.789,8192.21,7004.25,8113.55
66.05,9002.97,3704.33,79.5626,3985.22,1073.69,3772.03,819.189,8193.6,7005.64,8114.91
66.1,9004.37,3705.78,80.9624,3986.6,1075.08,3773.42,820.588,8194.99,7007.03,8116.28
66.15,9005.76,3707.23,82.3622,3987.99,1076.47,3774.81,821.988,8196.38,7008.42,8117.65
66.2,9007.15,3708.69,83.762,3989.38,1077.86,3776.2,823.388,8197.78,7009.81,8119.01
66.25,9008.55,3710.14,85.1618,3990.77,1079.25,3777.59,824.787,8199.17,7011.2,8120.38
66.3,9009.94,3711.59,86.5616,3992.16,1080.64,3778.98,826.187,8200.56,7012.59,8121.75
66.35,9011.33,3713.04,87.9614,3993.55,1082.03,3780.37,827.587,8201.96,7013.97,8123.11
66.4,9012.73,3714.49,89.3612,3994.94,1083.41,3781.76,828.986,8203.35,7015.36,8124.48
66.45,9014.12,3715.94,90.761,3996.33,1084.8,3783.15,830.386,8204.74,7016.75,8125.85
66.5,9015.51,3717.4,92.1607,3997.72,1086.19,3784.54,831.786,8206.13,7018.14,8127.21
66.55,9016.9,3718.85,93.5605,3999.1,1087.58,3785.93,833.185,8207.53,7019.53,8128.58
66.6,9018.3,3720.3,94.9603,4000.49,1088.97,3787.32,834.585,8208.92,7020.92,8129.95
66.65,9019.69,3721.75,96.3601,4001.88,1090.36,3788.71,835.985,8210.31,7022.31,8131.31
66.7,9021.08,3723.2,97.7599,4003.27,1091.75,3790.1,837.384,8211.71,7023.7,8132.68
66.75,9022.48,3724.65,99.1597,4004.66,1093.14,3791.49,838.784,8213.1,7025.09,8134.05
66.8,9023.87,3726.11,100.559,4006.05,1094.53,3792.88,840.184,8214.49,7026.48,8135.41
66.85,9025.26,3727.56,101.959,4007.44,1095.91,3794.27,841.584,8215.89,7027.87,8136.78
66.9,9026.66,3729.01,103.359,4008.83,1097.3,3795.66,842.983,8217.28,7029.26,8138.15
66.95,9028.05,3730.46,104.759,4010.22,1098.69,3797.05,844.383,8218.67,7030.65,8139.51
67,9029.44,3731.91,106.159,4011.6,1100.08,3798.44,845.783,8220.06,7032.04,8140.88
67.05,9030.83,3733.37,107.558,4012.99,1101.47,3799.83,847.182,8221.46,7033.43,8142.25
67.1,9032.23,3734.82,108.958,4014.38,1102.86,3801.22,848.582,8222.85,7034.82,8143.61
67.15,9033.62,3736.27,110.358,4015.77,1104.25,3802.61,849.982,8224.24,7036.21,8144.98
67.2,9035.01,3737.72,111.758,4017.16,1105.64,3804,851.381,8225.64,7037.6,8146.35
67.25,9036.41,3739.17,113.158,4018.55,1107.03,3805.39,852.781,8227.03,7038.99,8147.71
67.3,9037.8,3740.62,114.557,4019.94,1108.41,3806.78,854.181,8228.42,7040.38,8149.08
67.35,9039.19,3742.08,115.957,4021.33,1109.8,3808.17,855.58,8229.81,7041.77,8150.45
67.4,9040.59,3743.53,117.357,4022.72,1111.19,3809.56,856.98,8231.21,7043.16,8151.81
67.45,9041.98,3744.98,118.757,4024.1,1112.58,3810.95,858.38,8232.6,7044.55,8153.18
67.5,9043.37,3746.43,120.157,4025.49,1113.97,3812.34,859.779,8233.99,7045.94,8154.55
67.55,9044.77,3747.88,121.556,4026.88,1115.36,3813.73,861.179,8235.39,7047.33,8155.91
67.6,9046.16,3749.33,122.956,4028.27,1116.75,3815.12,862.579,8236.78,7048.71,8157.28
67.65,9047.55,3750.79,124.356,4029.66,1118.14,3816.51,863.978,8238.17,7050.1,8158.65
67.7,9048.94,3752.24,125.756,4031.05,1119.53,3817.9,865.378,8239.57,7051.49,8160.01
67.75,9050.34,3753.69,127.156,4032.44,1120.91,3819.29,866.778,8240.96,7052.88,8161.38
67.8,9051.73,3755.14,128.555,4033.83,1122.3,3820.68,868.177,8242.35,7054.27,8162.75
67.85,9053.12,3756.59,129.955,4035.22,1123.69,3822.08,869.577,8243.74,7055.66,8164.11
67.9,9054.52,3758.04,131.355,4036.6,1125.08,3823.47,870.977,8245.14,7057.05,8165.48
67.95,9055.91,3759.5,132.755,4037.99,1126.47,3824.86,872.377,8246.53,7058.44,8166.85
68,9057.3,3760.95,134.155,4039.38,1127.86,3826.25,873.776,8247.92,7059.83,8168.21
68.05,9058.7,3762.4,135.554,4040.77,1129.25,3827.64,875.176,8249.32,7061.22,8169.58
68.1,9060.09,3763.85,136.954,4042.16,1130.64,3829.03,876.576,8250.71,7062.61,8170.95
68.15,9061.48,3765.3,138.354,4043.55,1132.03,3830.42,877.975,8252.1,7064,8172.31
68.2,9062.87,3766.76,139.754,4044.94,1133.41,3831.81,879.375,8253.5,7065.39,8173.68
68.25,9064.27,3768.21,141.154,4046.33,1134.8,3833.2,880.775,8254.89,7066.78,8175.05
68.3,9065.66,3769.66,142.553,4047.72,1136.19,3834.59,882.174,8256.28,7068.17,8176.41
68.35,9067.05,3771.11,143.953,4049.1,1137.58,3835.98,883.574,8257.67,7069.56,8177.78
68.4,9068.45,3772.56,145.353,4050.49,1138.97,3837.37,884.974,8259.07,7070.95,8179.15
68.45,9069.84,3774.01,146.753,4051.88,1140.36,3838.76,886.373,8260.46,7072.34,8180.51
68.5,9071.23,3775.47,148.153,4053.27,1141.75,3840.15,887.773,8261.85,7073.73,8181.88
68.55,9072.63,3776.92,149.552,4054.66,1143.14,3841.54,889.173,8263.25,7075.12,8183.25
68.6,9074.02,3778.37,150.952,4056.05,1144.53,3842.93,890.572,8264.64,7076.51,8184.61
68.65,9075.41,3779.82,152.352,4057.44,1145.91,3844.32,891.972,8266.03,7077.9,8185.98
68.7,9076.8,3781.27,153.752,4058.83,1147.3,3845.71,893.372,8267.42,7079.29,8187.35
68.75,9078.2,3782.73,155.152,4060.22,1148.69,3847.1,894.772,8268.82,7080.68,8188.71
68.8,9079.59,3784.18,156.551,4061.6,1150.08,3848.49,896.171,8270.21,7082.07,8190.08
68.85,9080.98,3785.63,157.951,4062.99,1151.47,3849.88,897.571,8271.6,7083.45,8191.45
68.9,9082.38,3787.08,159.351,4064.38,1152.86,3851.27,898.971,8273,7084.84,8192.82
68.95,9083.77,3788.53,160.751,4065.77,1154.25,3852.66,900.37,8274.39,7086.23,8194.18
69,9085.16,3789.98,162.151,4067.16,1155.64,3854.05,901.77,8275.78,7087.62,8195.55
69.05,9086.56,3791.44,163.55,4068.55,1157.03,3855.44,903.17,8277.18,7089.01,8196.92
69.1,9087.95,3792.89,164.95,4069.94,1158.41,3856.83,904.569,8278.57,7090.4,8198.28
69.15,9089.34,3794.34,166.35,4071.33,1159.8,3858.22,905.969,8279.96,7091.79,8199.65
69.2,9090.73,3795.79,167.75,4072.72,1161.19,3859.61,907.369,8281.35,7093.18,8201.02
69.25,9092.13,3797.24,169.15,4074.1,1162.58,3861,908.768,8282.75,7094.57,8202.38
69.3,9093.52,3798.69,170.549,4075.49,1163.97,3862.39,910.168,8284.14,7095.96,8203.75
69.35,9094.91,3800.15,171.949,4076.88,1165.36,3863.78,911.568,8285.53,7097.35,8205.12
69.4,9096.31,3801.6,173.349,4078.27,1166.75,3865.17,912.967,8286.93,7098.74,8206.48
69.45,9097.7,3803.05,174.749,4079.66,1168.14,3866.56,914.367,8288.32,7100.13,8207.85
69.5,9099.09,3804.5,176.149,4081.05,1169.53,3867.95,915.767,8289.71,7101.52,8209.22
69.55,9100.49,3805.95,177.548,4082.44,1170.91,3869.34,917.167,8291.1,7102.91,8210.58
69.6,9101.88,3807.41,178.948,4083.83,1172.3,3870.73,918.566,8292.5,7104.3,8211.95
69.65,9103.27,3808.86,180.348,4085.22,1173.69,3872.12,919.966,8293.89,7105.69,8213.32
69.7,9104.66,3810.31,181.748,4086.6,1175.08,3873.51,921.366,8295.28,7107.08,8214.69
69.75,9106.06,3811.76,183.148,4087.99,1176.47,3874.9,922.765,8296.68,7108.47,8216.05
69.8,9107.45,3813.21,184.547,4089.38,1177.86,3876.29,924.165,8298.07,7109.86,8217.42
69.85,9108.84,3814.66,185.947,4090.77,1179.25,3877.68,925.565,8299.46,7111.25,8218.79
69.9,9110.24,3816.12,187.347,4092.16,1180.64,3879.07,926.964,8300.86,7112.64,8220.15
69.95,9111.63,3817.57,188.747,4093.55,1182.03,3880.46,928.364,8302.25,7114.03,8221.52
70,9113.02,3819.02,190.147,4094.94,1183.41,3881.85,929.764,8303.64,7115.42,8222.89
70.05,9114.42,3820.47,191.546,4096.33,1184.8,3883.24,931.163,8305.03,7116.81,8224.25
70.1,9115.81,3821.92,192.946,4097.72,1186.19,3884.63,932.563,8306.43,7118.19,8225.62
70.15,9117.2,3823.38,194.346,4099.1,1187.58,3886.02,933.963,8307.82,7119.58,8226.99
70.2,9118.6,3824.83,195.746,4100.49,1188.97,3887.41,935.363,8309.21,7120.97,8228.35
70.25,9119.99,3826.28,197.146,4101.88,1190.36,3888.8,936.762,8310.61,7122.36,8229.72
70.3,9121.38,3827.73,198.545,4103.27,1191.75,3890.19,938.162,8312,7123.75,8231.09
70.35,9122.77,3829.18,199.945,4104.66,1193.14,3891.58,939.562,8313.39,7125.14,8232.46
70.4,9124.17,3830.63,201.345,4106.05,1194.53,3892.97,940.961,8314.78,7126.53,8233.82
70.45,9125.56,3832.09,202.745,4107.44,1195.91,3894.36,942.361,8316.18,7127.92,8235.19
70.5,9126.95,3833.54,204.145,4108.83,1197.3,3895.75,943.761,8317.57,7129.31,8236.56
70.55,9128.35,3834.99,205.544,4110.22,1198.69,3897.14,945.16,8318.96,7130.7,8237.92
70.6,9129.74,3836.44,206.944,4111.6,1200.08,3898.53,946.56,8320.36,7132.09,8239.29
70.65,9131.13,3837.89,208.344,4112.99,1201.47,3899.92,947.96,8321.75,7133.48,8240.66
70.7,9132.53,3839.34,209.744,4114.38,1202.86,3901.31,949.36,8323.14,7134.87,8242.02
70.75,9133.92,3840.8,211.144,4115.77,1204.25,3902.7,950.759,8324.54,7136.26,8243.39
70.8,9135.31,3842.25,212.544,4117.16,1205.64,3904.09,952.159,8325.93,7137.65,8244.76
70.85,9136.7,3843.7,213.943,4118.55,1207.03,3905.48,953.559,8327.32,7139.04,8246.13
70.9,9138.1,3845.15,215.343,4119.94,1208.41,3906.87,954.958,8328.71,7140.43,8247.49
70.95,9139.49,3846.6,216.743,4121.33,1209.8,3908.26,956.358,8330.11,7141.82,8248.86
71,9140.88,3848.06,218.143,4122.72,1211.19,3909.65,957.758,8331.5,7143.21,8250.23
71.05,9142.28,3849.51,219.543,4124.1,1212.58,3911.04,959.157,8332.89,7144.6,8251.59
71.1,9143.67,3850.96,220.942,4125.49,1213.97,3912.43,960.557,8334.29,7145.99,8252.96
71.15,9145.06,3852.41,222.342,4126.88,1215.36,3913.82,961.957,8335.68,7147.38,8254.33
71.2,9146.46,3853.86,223.742,4128.27,1216.75,3915.21,963.356,8337.07,7148.77,8255.69
71.25,9147.85,3855.31,225.142,4129.66,1218.14,3916.6,964.756,8338.46,7150.16,8257.06
71.3,9149.24,3856.77,226.542,4131.05,1219.53,3917.99,966.156,8339.86,7151.55,8258.43
71.35,9150.63,3858.22,227.941,4132.44,1220.91,3919.38,967.556,8341.25,7152.93,8259.8
71.4,9152.03,3859.67,229.341,4133.83,1222.3,3920.77,968.955,8342.64,7154.32,8261.16
71.45,9153.42,3861.12,230.741,4135.22,1223.69,3922.16,970.355,8344.04,7155.71,8262.53
71.5,9154.81,3862.57,232.141,4136.6,1225.08,3923.55,971.755,8345.43,7157.1,8263.9
71.55,9156.21,3864.03,233.541,4137.99,1226.47,3924.94,973.154,8346.82,7158.49,8265.26
71.6,9157.6,3865.48,234.94,4139.38,1227.86,3926.33,974.554,8348.22,7159.88,8266.63
71.65,9158.99,3866.93,236.34,4140.77,1229.25,3927.72,975.954,8349.61,7161.27,8268
71.7,9160.39,3868.38,237.74,4142.16,1230.64,3929.11,977.353,8351,7162.66,8269.37
71.75,9161.78,3869.83,239.14,4143.55,1232.03,3930.5,978.753,8352.39,7164.05,8270.73
71.8,9163.17,3871.29,240.54,4144.94,1233.41,3931.89,980.153,8353.79,7165.44,8272.1
71.85,9164.56,3872.74,241.94,4146.33,1234.8,3933.28,981.553,8355.18,7166.83,8273.47
71.9,9165.96,3874.19,243.339,4147.72,1236.19,3934.67,982.952,8356.57,7168.22,8274.83
71.95,9167.35,3875.64,244.739,4149.1,1237.58,3936.06,984.352,8357.97,7169.61,8276.2
72,9168.74,3877.09,246.139,4150.49,1238.97,3937.45,985.752,8359.36,7171,8277.57
72.05,9170.14,3878.54,247.539,4151.88,1240.36,3938.84,987.151,8360.75,7172.39,8278.94
72.1,9171.53,3880,248.939,4153.27,1241.75,3940.23,988.551,8362.15,7173.78,8280.3
72.15,9172.92,3881.45,250.338,4154.66,1243.14,3941.62,989.951,8363.54,7175.17,8281.67
72.2,9174.32,3882.9,251.738,4156.05,1244.53,3943.01,991.35,8364.93,7176.56,8283.04
72.25,9175.71,3884.35,253.138,4157.44,1245.91,3944.4,992.75,8366.32,7177.95,8284.4
72.3,9177.1,3885.8,254.538,4158.83,1247.3,3945.79,994.15,8367.72,7179.34,8285.77
72.35,9178.49,3887.26,255.938,4160.22,1248.69,3947.18,995.55,8369.11,7180.73,8287.14
72.4,9179.89,3888.71,257.337,4161.6,1250.08,3948.57,996.949,8370.5,7182.12,8288.51
72.45,9181.28,3890.16,258.737,4162.99,1251.47,3949.96,998.349,8371.9,7183.51,8289.87
72.5,9182.67,3891.61,260.137,4164.38,1252.86,3951.35,999.749,8373.29,7184.9,8291.24
72.55,9184.07,3893.06,261.537,4165.77,1254.25,3952.74,1001.15,8374.68,7186.29,8292.61
72.6,9185.46,3894.51,262.937,4167.16,1255.64,3954.13,1002.55,8376.07,7187.67,8293.97
72.65,9186.85,3895.97,264.337,4168.55,1257.03,3955.52,1003.95,8377.47,7189.06,8295.34
72.7,9188.25,3897.42,265.736,4169.94,1258.41,3956.91,1005.35,8378.86,7190.45,8296.71
72.75,9189.64,3898.87,267.136,4171.33,1259.8,3958.3,1006.75,8380.25,7191.84,8298.08
72.8,9191.03,3900.32,268.536,4172.72,1261.19,3959.69,1008.15,8381.65,7193.23,8299.44
72.85,9192.42,3901.77,269.936,4174.1,1262.58,3961.08,1009.55,8383.04,7194.62,8300.81
72.9,9193.82,3903.23,271.336,4175.49,1263.97,3962.47,1010.95,8384.43,7196.01,8302.18
72.95,9195.21,3904.68,272.735,4176.88,1265.36,3963.86,1012.35,8385.83,7197.4,8303.54
73,9196.6,3906.13,274.135,4178.27,1266.75,3965.25,1013.75,8387.22,7198.79,8304.91
73.05,9198,3907.58,275.535,4179.66,1268.14,3966.64,1015.15,8388.61,7200.18,8306.28
73.1,9199.39,3909.03,276.935,4181.05,1269.53,3968.03,1016.55,8390,7201.57,8307.65
73.15,9200.78,3910.48,278.335,4182.44,1270.91,3969.42,1017.94,8391.4,7202.96,8309.01
73.2,9202.18,3911.94,279.735,4183.83,1272.3,3970.81,1019.34,8392.79,7204.35,8310.38
73.25,9203.57,3913.39,281.134,4185.22,1273.69,3972.2,1020.74,8394.18,7205.74,8311.75
73.3,9204.96,3914.84,282.534,4186.6,1275.08,3973.6,1022.14,8395.58,7207.13,8313.11
73.35,9206.36,3916.29,283.934,4187.99,1276.47,3974.99,1023.54,8396.97,7208.52,8314.48
73.4,9207.75,3917.74,285.334,4189.38,1277.86,3976.38,1024.94,8398.36,7209.91,8315.85
73.45,9209.14,3919.2,286.734,4190.77,1279.25,3977.77,1026.34,8399.75,7211.3,8317.22
73.5,9210.53,3920.65,288.133,4192.16,1280.64,3979.16,1027.74,8401.15,7212.69,8318.58
73.55,9211.93,3922.1,289.533,4193.55,1282.03,3980.55,1029.14,8402.54,7214.08,8319.95
73.6,9213.32,3923.55,290.933,4194.94,1283.41,3981.94,1030.54,8403.93,7215.47,8321.32
73.65,9214.71,3925,292.333,4196.33,1284.8,3983.33,1031.94,8405.33,7216.86,8322.69
73.7,9216.11,3926.46,293.733,4197.72,1286.19,3984.72,1033.34,8406.72,7218.25,8324.05
73.75,9217.5,3927.91,295.133,4199.1,1287.58,3986.11,1034.74,8408.11,7219.64,8325.42
73.8,9218.89,3929.36,296.532,4200.49,1288.97,3987.5,1036.14,8409.51,7221.03,8326.79
73.85,9220.29,3930.81,297.932,4201.88,1290.36,3988.89,1037.54,8410.9,7222.41,8328.15
73.9,9221.68,3932.26,299.332,4203.27,1291.75,3990.28,1038.94,8412.29,7223.8,8329.52
73.95,9223.07,3933.71,300.732,4204.66,1293.14,3991.67,1040.34,8413.68,7225.19,8330.89
74,9224.46,3935.17,302.132,4206.05,1294.53,3993.06,1041.74,8415.08,7226.58,8332.26
74.05,9225.86,3936.62,303.531,4207.44,1295.91,3994.45,1043.14,8416.47,7227.97,8333.62
74.1,9227.25,3938.07,304.931,4208.83,1297.3,3995.84,1044.54,8417.86,7229.36,8334.99
74.15,9228.64,3939.52,306.331,4210.22,1298.69,3997.23,1045.94,8419.26,7230.75,8336.36
74.2,9230.04,3940.97,307.731,4211.6,1300.08,3998.62,1047.34,8420.65,7232.14,8337.73
74.25,9231.43,3942.43,309.131,4212.99,1301.47,4000.01,1048.74,8422.04,7233.53,8339.09
74.3,9232.82,3943.88,310.531,4214.38,1302.86,4001.4,1050.14,8423.43,7234.92,8340.46
74.35,9234.22,3945.33,311.93,4215.77,1304.25,4002.79,1051.54,8424.83,7236.31,8341.83
74.4,9235.61,3946.78,313.33,4217.16,1305.64,4004.18,1052.94,8426.22,7237.7,8343.19
