time,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,N11,N12,N13,N14,N15,N16,N17,N18,N19,N20,N21
1.25,2811.87,7457.55,2500.82,8683.79,7212.31,2875,675.225,3459.03,1125.74,3132.8,1524.02,1721.93,5374.24,7799.87,6841.44,5290.79,2267.15,6085.23,3512.77,149.171,9027.67
1.3,2813.27,7458.95,2502.21,8685.18,7213.7,2876.39,676.618,3460.43,1127.13,3134.19,1525.42,1723.32,5375.65,7801.26,6842.85,5292.19,2268.54,6086.62,3514.15,150.563,9029.07
1.35,2814.66,7460.34,2503.59,8686.57,7215.09,2877.78,678.011,3461.82,1128.52,3135.58,1526.81,1724.71,5377.06,7802.65,6844.26,5293.58,2269.93,6088,3515.54,151.956,9030.46
1.4,2816.05,7461.74,2504.98,8687.97,7216.47,2879.16,679.403,3463.22,1129.91,3136.97,1528.2,1726.1,5378.46,7804.04,6845.67,5294.98,2271.32,6089.39,3516.93,153.349,9031.85
1.45,2817.45,7463.13,2506.37,8689.36,7217.86,2880.55,680.796,3464.61,1131.3,3138.36,1529.59,1727.49,5379.87,7805.43,6847.08,5296.38,2272.71,6090.78,3518.32,154.741,9033.24
1.5,2818.84,7464.53,2507.76,8690.75,7219.25,2881.93,682.189,3466.01,1132.7,3139.75,1530.98,1728.89,5381.27,7806.82,6848.49,5297.77,2274.1,6092.17,3519.71,156.134,9034.64
1.55,2820.24,7465.92,2509.15,8692.14,7220.64,2883.32,683.581,3467.4,1134.09,3141.14,1532.38,1730.28,5382.68,7808.21,6849.9,5299.17,2275.49,6093.56,3521.1,157.527,9036.03
1.6,2821.63,7467.32,2510.54,8693.54,7222.03,2884.71,684.974,3468.79,1135.48,3142.53,1533.77,1731.67,5384.09,7809.6,6851.31,5300.57,2276.87,6094.95,3522.49,158.919,9037.42
1.65,2823.02,7468.72,2511.93,8694.93,7223.42,2886.09,686.366,3470.19,1136.87,3143.92,1535.16,1733.06,5385.49,7810.99,6852.72,5301.96,2278.26,6096.34,3523.88,160.312,9038.82
1.7,2824.42,7470.11,2513.32,8696.32,7224.81,2887.48,687.759,3471.58,1138.26,3145.3,1536.55,1734.45,5386.9,7812.37,6854.13,5303.36,2279.65,6097.73,3525.27,161.705,9040.21
1.75,2825.81,7471.51,2514.71,8697.72,7226.2,2888.86,689.152,3472.98,1139.66,3146.69,1537.94,1735.85,5388.3,7813.76,6855.54,5304.76,2281.04,6099.12,3526.65,163.097,9041.6
1.8,2827.21,7472.9,2516.1,8699.11,7227.59,2890.25,690.544,3474.37,1141.05,3148.08,1539.34,1737.24,5389.71,7815.15,6856.95,5306.15,2282.43,6100.5,3528.04,164.49,9042.99
1.85,2828.6,7474.3,2517.49,8700.5,7228.97,2891.64,691.937,3475.77,1142.44,3149.47,1540.73,1738.63,5391.12,7816.54,6858.36,5307.55,2283.82,6101.89,3529.43,165.883,9044.39
1.9,2829.99,7475.69,2518.88,8701.9,7230.36,2893.02,693.33,3477.16,1143.83,3150.86,1542.12,1740.02,5392.52,7817.93,6859.77,5308.95,2285.21,6103.28,3530.82,167.275,9045.78
1.95,2831.39,7477.09,2520.27,8703.29,7231.75,2894.41,694.722,3478.56,1145.23,3152.25,1543.51,1741.41,5393.93,7819.32,6861.18,5310.34,2286.6,6104.67,3532.21,168.668,9047.17
2,2832.78,7478.48,2521.66,8704.68,7233.14,2895.79,696.115,3479.95,1146.62,3153.64,1544.9,1742.8,5395.33,7820.71,6862.59,5311.74,2287.99,6106.06,3533.6,170.06,9048.56
2.05,2834.18,7479.88,2523.05,8706.07,7234.53,2897.18,697.507,3481.35,1148.01,3155.03,1546.3,1744.2,5396.74,7822.1,6864,5313.14,2289.38,6107.45,3534.99,171.453,9049.96
2.1,2835.57,7481.27,2524.44,8707.47,7235.92,2898.56,698.9,3482.74,1149.4,3156.42,1547.69,1745.59,5398.15,7823.49,6865.41,5314.53,2290.77,6108.84,3536.38,172.846,9051.35
2.15,2836.97,7482.67,2525.83,8708.86,7237.31,2899.95,700.293,3484.13,1150.79,3157.8,1549.08,1746.98,5399.55,7824.87,6866.82,5315.93,2292.16,6110.23,3537.77,174.238,9052.74
2.2,2838.36,7484.07,2527.22,8710.25,7238.7,2901.34,701.685,3485.53,1152.19,3159.19,1550.47,1748.37,5400.96,7826.26,6868.23,5317.33,2293.55,6111.62,3539.15,175.631,9054.14
2.25,2839.75,7485.46,2528.6,8711.65,7240.09,2902.72,703.078,3486.92,1153.58,3160.58,1551.86,1749.76,5402.37,7827.65,6869.64,5318.72,2294.94,6113,3540.54,177.024,9055.53
2.3,2841.15,7486.86,2529.99,8713.04,7241.47,2904.11,704.471,3488.32,1154.97,3161.97,1553.26,1751.16,5403.77,7829.04,6871.05,5320.12,2296.33,6114.39,3541.93,178.416,9056.92
2.35,2842.54,7488.25,2531.38,8714.43,7242.86,2905.49,705.863,3489.71,1156.36,3163.36,1554.65,1752.55,5405.18,7830.43,6872.46,5321.52,2297.72,6115.78,3543.32,179.809,9058.31
2.4,2843.94,7489.65,2532.77,8715.83,7244.25,2906.88,707.256,3491.11,1157.75,3164.75,1556.04,1753.94,5406.58,7831.82,6873.87,5322.91,2299.11,6117.17,3544.71,181.202,9059.71
2.45,2845.33,7491.04,2534.16,8717.22,7245.64,2908.27,708.648,3492.5,1159.15,3166.14,1557.43,1755.33,5407.99,7833.21,6875.28,5324.31,2300.5,6118.56,3546.1,182.594,9061.1
2.5,2846.72,7492.44,2535.55,8718.61,7247.03,2909.65,710.041,3493.9,1160.54,3167.53,1558.82,1756.72,5409.4,7834.6,6876.7,5325.71,2301.89,6119.95,3547.49,183.987,9062.49
2.55,2848.12,7493.83,2536.94,8720,7248.42,2911.04,711.434,3495.29,1161.93,3168.92,1560.22,1758.12,5410.8,7835.99,6878.11,5327.1,2303.28,6121.34,3548.88,185.38,9063.88
2.6,2849.51,7495.23,2538.33,8721.4,7249.81,2912.42,712.826,3496.69,1163.32,3170.3,1561.61,1759.51,5412.21,7837.37,6879.52,5328.5,2304.67,6122.73,3550.27,186.772,9065.28
2.65,2850.91,7496.63,2539.72,8722.79,7251.2,2913.81,714.219,3498.08,1164.71,3171.69,1563,1760.9,5413.61,7838.76,6880.93,5329.9,2306.06,6124.12,3551.65,188.165,9066.67
2.7,2852.3,7498.02,2541.11,8724.18,7252.59,2915.2,715.612,3499.48,1166.11,3173.08,1564.39,1762.29,5415.02,7840.15,6882.34,5331.29,2307.45,6125.5,3553.04,189.558,9068.06
2.75,2853.69,7499.42,2542.5,8725.58,7253.97,2916.58,717.004,3500.87,1167.5,3174.47,1565.78,1763.68,5416.43,7841.54,6883.75,5332.69,2308.84,6126.89,3554.43,190.95,9069.45
2.8,2855.09,7500.81,2543.89,8726.97,7255.36,2917.97,718.397,3502.26,1168.89,3175.86,1567.18,1765.07,5417.83,7842.93,6885.16,5334.09,2310.23,6128.28,3555.82,192.343,9070.85
2.85,2856.48,7502.21,2545.28,8728.36,7256.75,2919.35,719.789,3503.66,1170.28,3177.25,1568.57,1766.47,5419.24,7844.32,6886.57,5335.48,2311.62,6129.67,3557.21,193.736,9072.24
2.9,2857.88,7503.6,2546.67,8729.76,7258.14,2920.74,721.182,3505.05,1171.67,3178.64,1569.96,1767.86,5420.64,7845.71,6887.98,5336.88,2313.01,6131.06,3558.6,195.128,9073.63
2.95,2859.27,7505,2548.06,8731.15,7259.53,2922.13,722.575,3506.45,1173.07,3180.03,1571.35,1769.25,5422.05,7847.1,6889.39,5338.28,2314.4,6132.45,3559.99,196.521,9075.03
3,2860.66,7506.39,2549.45,8732.54,7260.92,2923.51,723.967,3507.84,1174.46,3181.42,1572.74,1770.64,5423.46,7848.49,6890.8,5339.68,2315.79,6133.84,3561.38,197.914,9076.42
3.05,2862.06,7507.79,2550.84,8733.93,7262.31,2924.9,725.36,3509.24,1175.85,3182.8,1574.14,1772.03,5424.86,7849.87,6892.21,5341.07,2317.18,6135.23,3562.77,199.306,9077.81
3.1,2863.45,7509.19,2552.23,8735.33,7263.7,2926.28,726.752,3510.63,1177.24,3184.19,1575.53,1773.43,5426.27,7851.26,6893.62,5342.47,2318.57,6136.62,3564.15,200.699,9079.2
3.15,2864.85,7510.58,2553.61,8736.72,7265.09,2927.67,728.145,3512.03,1178.63,3185.58,1576.92,1774.82,5427.67,7852.65,6895.03,5343.87,2319.96,6138,3565.54,202.092,9080.6
3.2,2866.24,7511.98,2555,8738.11,7266.47,2929.06,729.538,3513.42,1180.03,3186.97,1578.31,1776.21,5429.08,7854.04,6896.44,5345.26,2321.35,6139.39,3566.93,203.484,9081.99
3.25,2867.63,7513.37,2556.39,8739.51,7267.86,2930.44,730.93,3514.82,1181.42,3188.36,1579.7,1777.6,5430.49,7855.43,6897.85,5346.66,2322.74,6140.78,3568.32,204.877,9083.38
3.3,2869.03,7514.77,2557.78,8740.9,7269.25,2931.83,732.323,3516.21,1182.81,3189.75,1581.1,1778.99,5431.89,7856.82,6899.26,5348.06,2324.13,6142.17,3569.71,206.27,9084.77
3.35,2870.42,7516.16,2559.17,8742.29,7270.64,2933.21,733.716,3517.6,1184.2,3191.14,1582.49,1780.39,5433.3,7858.21,6900.67,5349.45,2325.52,6143.56,3571.1,207.662,9086.17
3.4,2871.82,7517.56,2560.56,8743.68,7272.03,2934.6,735.108,3519,1185.59,3192.53,1583.88,1781.78,5434.7,7859.6,6902.08,5350.85,2326.91,6144.95,3572.49,209.055,9087.56
3.45,2873.21,7518.95,2561.95,8745.08,7273.42,2935.98,736.501,3520.39,1186.99,3193.92,1585.27,1783.17,5436.11,7860.99,6903.49,5352.25,2328.3,6146.34,3573.88,210.448,9088.95
3.5,2874.61,7520.35,2563.34,8746.47,7274.81,2937.37,737.893,3521.79,1188.38,3195.3,1586.67,1784.56,5437.52,7862.37,6904.9,5353.64,2329.69,6147.73,3575.27,211.84,9090.35
3.55,2876,7521.75,2564.73,8747.86,7276.2,2938.76,739.286,3523.18,1189.77,3196.69,1588.06,1785.95,5438.92,7863.76,6906.31,5355.04,2331.08,6149.12,3576.65,213.233,9091.74
3.6,2877.39,7523.14,2566.12,8749.26,7277.59,2940.14,740.679,3524.58,1191.16,3198.08,1589.45,1787.34,5440.33,7865.15,6907.72,5356.44,2332.47,6150.5,3578.04,214.626,9093.13
3.65,2878.79,7524.54,2567.51,8750.65,7278.97,2941.53,742.071,3525.97,1192.56,3199.47,1590.84,1788.74,5441.73,7866.54,6909.13,5357.83,2333.86,6151.89,3579.43,216.018,9094.52
3.7,2880.18,7525.93,2568.9,8752.04,7280.36,2942.91,743.464,3527.37,1193.95,3200.86,1592.23,1790.13,5443.14,7867.93,6910.54,5359.23,2335.25,6153.28,3580.82,217.411,9095.92
3.75,2881.58,7527.33,2570.29,8753.44,7281.75,2944.3,744.857,3528.76,1195.34,3202.25,1593.63,1791.52,5444.55,7869.32,6911.95,5360.63,2336.64,6154.67,3582.21,218.804,9097.31
3.8,2882.97,7528.72,2571.68,8754.83,7283.14,2945.69,746.249,3530.16,1196.73,3203.64,1595.02,1792.91,5445.95,7870.71,6913.37,5362.02,2338.03,6156.06,3583.6,220.196,9098.7
3.85,2884.36,7530.12,2573.07,8756.22,7284.53,2947.07,747.642,3531.55,1198.12,3205.03,1596.41,1794.3,5447.36,7872.1,6914.78,5363.42,2339.42,6157.45,3584.99,221.589,9100.09
3.9,2885.76,7531.51,2574.46,8757.61,7285.92,2948.46,749.034,3532.94,1199.52,3206.42,1597.8,1795.7,5448.77,7873.49,6916.19,5364.82,2340.81,6158.84,3586.38,222.982,9101.49
3.95,2887.15,7532.91,2575.85,8759.01,7287.31,2949.84,750.427,3534.34,1200.91,3207.8,1599.19,1797.09,5450.17,7874.87,6917.6,5366.21,2342.2,6160.23,3587.77,224.374,9102.88
4,2888.55,7534.3,2577.24,8760.4,7288.7,2951.23,751.82,3535.73,1202.3,3209.19,1600.59,1798.48,5451.58,7876.26,6919.01,5367.61,2343.59,6161.62,3589.15,225.767,9104.27
4.05,2889.94,7535.7,2578.62,8761.79,7290.09,2952.62,753.212,3537.13,1203.69,3210.58,1601.98,1799.87,5452.98,7877.65,6920.42,5369.01,2344.98,6163,3590.54,227.16,9105.66
4.1,2891.33,7537.1,2580.01,8763.19,7291.47,2954,754.605,3538.52,1205.08,3211.97,1603.37,1801.26,5454.39,7879.04,6921.83,5370.4,2346.37,6164.39,3591.93,228.552,9107.06
4.15,2892.73,7538.49,2581.4,8764.58,7292.86,2955.39,755.998,3539.92,1206.48,3213.36,1604.76,1802.66,5455.8,7880.43,6923.24,5371.8,2347.76,6165.78,3593.32,229.945,9108.45
4.2,2894.12,7539.89,2582.79,8765.97,7294.25,2956.77,757.39,3541.31,1207.87,3214.75,1606.15,1804.05,5457.2,7881.82,6924.65,5373.2,2349.15,6167.17,3594.71,231.338,9109.84
4.25,2895.52,7541.28,2584.18,8767.37,7295.64,2958.16,758.783,3542.71,1209.26,3216.14,1607.55,1805.44,5458.61,7883.21,6926.06,5374.59,2350.54,6168.56,3596.1,232.73,9111.24
4.3,2896.91,7542.68,2585.57,8768.76,7297.03,2959.55,760.175,3544.1,1210.65,3217.53,1608.94,1806.83,5460.01,7884.6,6927.47,5375.99,2351.93,6169.95,3597.49,234.123,9112.63
4.35,2898.3,7544.07,2586.96,8770.15,7298.42,2960.93,761.568,3545.5,1212.04,3218.92,1610.33,1808.22,5461.42,7885.99,6928.88,5377.39,2353.32,6171.34,3598.88,235.516,9114.02
4.4,2899.7,7545.47,2588.35,8771.54,7299.81,2962.32,762.961,3546.89,1213.44,3220.3,1611.72,1809.62,5462.83,7887.37,6930.29,5378.78,2354.71,6172.73,3600.27,236.908,9115.41
4.45,2901.09,7546.86,2589.74,8772.94,7301.2,2963.7,764.353,3548.29,1214.83,3221.69,1613.11,1811.01,5464.23,7888.76,6931.7,5380.18,2356.1,6174.12,3601.65,238.301,9116.81
4.5,2902.49,7548.26,2591.13,8774.33,7302.59,2965.09,765.746,3549.68,1216.22,3223.08,1614.51,1812.4,5465.64,7890.15,6933.11,5381.58,2357.49,6175.5,3603.04,239.693,9118.2
4.55,2903.88,7549.66,2592.52,8775.72,7303.97,2966.48,767.138,3551.07,1217.61,3224.47,1615.9,1813.79,5467.04,7891.54,6934.52,5382.97,2358.88,6176.89,3604.43,241.086,9119.59
4.6,2905.27,7551.05,2593.91,8777.12,7305.36,2967.86,768.531,3552.47,1219,3225.86,1617.29,1815.18,5468.45,7892.93,6935.93,5384.37,2360.27,6178.28,3605.82,242.479,9120.98
4.65,2906.67,7552.45,2595.3,8778.51,7306.75,2969.25,769.924,3553.86,1220.4,3227.25,1618.68,1816.57,5469.86,7894.32,6937.34,5385.77,2361.66,6179.67,3607.21,243.871,9122.38
4.7,2908.06,7553.84,2596.69,8779.9,7308.14,2970.63,771.316,3555.26,1221.79,3228.64,1620.07,1817.97,5471.26,7895.71,6938.75,5387.16,2363.04,6181.06,3608.6,245.264,9123.77
4.75,2909.46,7555.24,2598.08,8781.3,7309.53,2972.02,772.709,3556.65,1223.18,3230.03,1621.47,1819.36,5472.67,7897.1,6940.16,5388.56,2364.43,6182.45,3609.99,246.657,9125.16
4.8,2910.85,7556.63,2599.47,8782.69,7310.92,2973.41,774.102,3558.05,1224.57,3231.42,1622.86,1820.75,5474.07,7898.49,6941.57,5389.96,2365.82,6183.84,3611.38,248.049,9126.56
4.85,2912.24,7558.03,2600.86,8784.08,7312.31,2974.79,775.494,3559.44,1225.96,3232.8,1624.25,1822.14,5475.48,7899.87,6942.98,5391.35,2367.21,6185.23,3612.77,249.442,9127.95
4.9,2913.64,7559.42,2602.25,8785.47,7313.7,2976.18,776.887,3560.84,1227.36,3234.19,1625.64,1823.53,5476.89,7901.26,6944.39,5392.75,2368.6,6186.62,3614.15,250.835,9129.34
4.95,2915.03,7560.82,2603.63,8786.87,7315.09,2977.56,778.279,3562.23,1228.75,3235.58,1627.03,1824.93,5478.29,7902.65,6945.8,5394.15,2369.99,6188,3615.54,252.227,9130.73
5,2916.43,7562.22,2605.02,8788.26,7316.47,2978.95,779.672,3563.63,1230.14,3236.97,1628.43,1826.32,5479.7,7904.04,6947.21,5395.54,2371.38,6189.39,3616.93,253.62,9132.13
5.05,2917.82,7563.61,2606.41,8789.65,7317.86,2980.34,781.065,3565.02,1231.53,3238.36,1629.82,1827.71,5481.1,7905.43,6948.63,5396.94,2372.77,6190.78,3618.32,255.013,9133.52
5.1,2919.22,7565.01,2607.8,8791.05,7319.25,2981.72,782.457,3566.41,1232.93,3239.75,1631.21,1829.1,5482.51,7906.82,6950.04,5398.34,2374.16,6192.17,3619.71,256.405,9134.91
5.15,2920.61,7566.4,2609.19,8792.44,7320.64,2983.11,783.85,3567.81,1234.32,3241.14,1632.6,1830.49,5483.92,7908.21,6951.45,5399.73,2375.55,6193.56,3621.1,257.798,9136.3
5.2,2922,7567.8,2610.58,8793.83,7322.03,2984.49,785.243,3569.2,1235.71,3242.53,1633.99,1831.89,5485.32,7909.6,6952.86,5401.13,2376.94,6194.95,3622.49,259.191,9137.7
5.25,2923.4,7569.19,2611.97,8795.22,7323.42,2985.88,786.635,3570.6,1237.1,3243.92,1635.39,1833.28,5486.73,7910.99,6954.27,5402.53,2378.33,6196.34,3623.88,260.583,9139.09
5.3,2924.79,7570.59,2613.36,8796.62,7324.81,2987.26,788.028,3571.99,1238.49,3245.3,1636.78,1834.67,5488.14,7912.37,6955.68,5403.92,2379.72,6197.73,3625.27,261.976,9140.48
5.35,2926.19,7571.98,2614.75,8798.01,7326.2,2988.65,789.42,3573.39,1239.89,3246.69,1638.17,1836.06,5489.54,7913.76,6957.09,5405.32,2381.11,6199.12,3626.65,263.369,9141.87
5.4,2927.58,7573.38,2616.14,8799.4,7327.59,2990.04,790.813,3574.78,1241.28,3248.08,1639.56,1837.45,5490.95,7915.15,6958.5,5406.72,2382.5,6200.5,3628.04,264.761,9143.27
5.45,2928.97,7574.78,2617.53,8800.8,7328.97,2991.42,792.206,3576.18,1242.67,3249.47,1640.95,1838.84,5492.35,7916.54,6959.91,5408.11,2383.89,6201.89,3629.43,266.154,9144.66
5.5,2930.37,7576.17,2618.92,8802.19,7330.36,2992.81,793.598,3577.57,1244.06,3250.86,1642.35,1840.24,5493.76,7917.93,6961.32,5409.51,2385.28,6203.28,3630.82,267.547,9146.05
5.55,2931.76,7577.57,2620.31,8803.58,7331.75,2994.19,794.991,3578.97,1245.45,3252.25,1643.74,1841.63,5495.17,7919.32,6962.73,5410.91,2386.67,6204.67,3632.21,268.939,9147.45
5.6,2933.16,7578.96,2621.7,8804.98,7333.14,2995.58,796.383,3580.36,1246.85,3253.64,1645.13,1843.02,5496.57,7920.71,6964.14,5412.3,2388.06,6206.06,3633.6,270.332,9148.84
5.65,2934.55,7580.36,2623.09,8806.37,7334.53,2996.97,797.776,3581.76,1248.24,3255.03,1646.52,1844.41,5497.98,7922.1,6965.55,5413.7,2389.45,6207.45,3634.99,271.725,9150.23
5.7,2935.94,7581.75,2624.48,8807.76,7335.92,2998.35,799.169,3583.15,1249.63,3256.42,1647.91,1845.8,5499.38,7923.49,6966.96,5415.1,2390.84,6208.84,3636.38,273.117,9151.62
5.75,2937.34,7583.15,2625.87,8809.15,7337.31,2999.74,800.561,3584.54,1251.02,3257.8,1649.31,1847.2,5500.79,7924.87,6968.37,5416.49,2392.23,6210.23,3637.77,274.51,9153.02
5.8,2938.73,7584.54,2627.26,8810.55,7338.7,3001.12,801.954,3585.94,1252.41,3259.19,1650.7,1848.59,5502.2,7926.26,6969.78,5417.89,2393.62,6211.62,3639.15,275.903,9154.41
5.85,2940.13,7585.94,2628.64,8811.94,7340.09,3002.51,803.347,3587.33,1253.81,3260.58,1652.09,1849.98,5503.6,7927.65,6971.19,5419.29,2395.01,6213,3640.54,277.295,9155.8
5.9,2941.52,7587.34,2630.03,8813.33,7341.47,3003.9,804.739,3588.73,1255.2,3261.97,1653.48,1851.37,5505.01,7929.04,6972.6,5420.68,2396.4,6214.39,3641.93,278.688,9157.19
5.95,2942.91,7588.73,2631.42,8814.73,7342.86,3005.28,806.132,3590.12,1256.59,3263.36,1654.87,1852.76,5506.41,7930.43,6974.01,5422.08,2397.79,6215.78,3643.32,280.081,9158.59
6,2944.31,7590.13,2632.81,8816.12,7344.25,3006.67,807.524,3591.52,1257.98,3264.75,1656.27,1854.16,5507.82,7931.82,6975.42,5423.48,2399.18,6217.17,3644.71,281.473,9159.98
6.05,2945.7,7591.52,2634.2,8817.51,7345.64,3008.05,808.917,3592.91,1259.37,3266.14,1657.66,1855.55,5509.23,7933.21,6976.83,5424.87,2400.57,6218.56,3646.1,282.866,9161.37
6.1,2947.1,7592.92,2635.59,8818.91,7347.03,3009.44,810.31,3594.31,1260.77,3267.53,1659.05,1856.94,5510.63,7934.6,6978.24,5426.27,2401.96,6219.95,3647.49,284.259,9162.77
6.15,2948.49,7594.31,2636.98,8820.3,7348.42,3010.83,811.702,3595.7,1262.16,3268.92,1660.44,1858.33,5512.04,7935.99,6979.65,5427.67,2403.35,6221.34,3648.88,285.651,9164.16
6.2,2949.88,7595.71,2638.37,8821.69,7349.81,3012.21,813.095,3597.1,1263.55,3270.3,1661.83,1859.72,5513.44,7937.37,6981.06,5429.06,2404.74,6222.73,3650.27,287.044,9165.55
6.25,2951.28,7597.1,2639.76,8823.08,7351.2,3013.6,814.488,3598.49,1264.94,3271.69,1663.23,1861.11,5514.85,7938.76,6982.47,5430.46,2406.13,6224.12,3651.65,288.437,9166.94
6.3,2952.67,7598.5,2641.15,8824.48,7352.59,3014.98,815.88,3599.89,1266.33,3273.08,1664.62,1862.51,5516.26,7940.15,6983.89,5431.86,2407.52,6225.5,3653.04,289.829,9168.34
6.35,2954.07,7599.9,2642.54,8825.87,7353.97,3016.37,817.273,3601.28,1267.73,3274.47,1666.01,1863.9,5517.66,7941.54,6985.3,5433.25,2408.91,6226.89,3654.43,291.222,9169.73
6.4,2955.46,7601.29,2643.93,8827.26,7355.36,3017.76,818.665,3602.67,1269.12,3275.86,1667.4,1865.29,5519.07,7942.93,6986.71,5434.65,2410.3,6228.28,3655.82,292.614,9171.12
6.45,2956.86,7602.69,2645.32,8828.66,7356.75,3019.14,820.058,3604.07,1270.51,3277.25,1668.8,1866.68,5520.48,7944.32,6988.12,5436.05,2411.69,6229.67,3657.21,294.007,9172.51
