time,N1
0,5620.93
0.05,5622.33
0.1,5623.72
0.15,5625.12
0.2,5626.51
0.25,5627.91
0.3,5629.3
0.35,5630.7
0.4,5632.09
0.45,5633.49
0.5,5634.88
0.55,5636.28
0.6,5637.67
0.65,5639.07
0.7,5640.46
0.75,5641.86
0.8,5643.26
0.85,5644.65
0.9,5646.05
0.95,5647.44
1,5648.84
1.05,5650.23
1.1,5651.63
1.15,5653.02
1.2,5654.42
1.25,5655.81
1.3,5657.21
1.35,5658.6
1.4,5660
1.45,5661.39
1.5,5662.79
1.55,5664.18
1.6,5665.58
1.65,5666.97
1.7,5668.37
1.75,5669.76
1.8,5671.16
1.85,5672.55
1.9,5673.95
1.95,5675.34
2,5676.74
2.05,5678.13
2.1,5679.53
2.15,5680.92
2.2,5682.32
2.25,5683.71
2.3,5685.11
2.35,5686.51
2.4,5687.9
2.45,5689.3
2.5,5690.69
2.55,5692.09
2.6,5693.48
2.65,5694.88
2.7,5696.27
2.75,5697.67
2.8,5699.06
2.85,5700.46
2.9,5701.85
2.95,5703.25
3,5704.64
3.05,5706.04
3.1,5707.43
3.15,5708.83
3.2,5710.22
3.25,5711.62
3.3,5713.01
3.35,5714.41
3.4,5715.8
3.45,5717.2
3.5,5718.59
3.55,5719.99
3.6,5721.38
3.65,5722.78
3.7,5724.17
3.75,5725.57
3.8,5726.97
3.85,5728.36
3.9,5729.76
3.95,5731.15
4,5732.55
4.05,5733.94
4.1,5735.34
4.15,5736.73
4.2,5738.13
4.25,5739.52
4.3,5740.92
4.35,5742.31
4.4,5743.71
4.45,5745.1
4.5,5746.5
4.55,5747.89
4.6,5749.29
4.65,5750.68
4.7,5752.08
4.75,5753.47
4.8,5754.87
4.85,5756.26
4.9,5757.66
4.95,5759.05
5,5760.45
5.05,5761.84
5.1,5763.24
5.15,5764.63
5.2,5766.03
5.25,5767.42
5.3,5768.82
5.35,5770.22
5.4,5771.61
5.45,5773.01
5.5,5774.4
5.55,5775.8
5.6,5777.19
5.65,5778.59
5.7,5779.98
5.75,5781.38
5.8,5782.77
5.85,5784.17
5.9,5785.56
5.95,5786.96
6,5788.35
6.05,5789.75
6.1,5791.14
6.15,5792.54
6.2,5793.93
6.25,5795.33
6.3,5796.72
6.35,5798.12
6.4,5799.51
6.45,5800.91
6.5,5802.3
6.55,5803.7
6.6,5805.09
6.65,5806.49
6.7,5807.88
6.75,5809.28
6.8,5810.67
6.85,5812.07
6.9,5813.47
6.95,5814.86
7,5816.26
7.05,5817.65
7.1,5819.05
7.15,5820.44
7.2,5821.84
7.25,5823.23
7.3,5824.63
7.35,5826.02
7.4,5827.42
7.45,5828.81
7.5,5830.21
7.55,5831.6
7.6,5833
7.65,5834.39
7.7,5835.79
7.75,5837.18
7.8,5838.58
7.85,5839.97
7.9,5841.37
7.95,5842.76
8,5844.16
8.05,5845.55
8.1,5846.95
8.15,5848.34
8.2,5849.74
8.25,5851.13
8.3,5852.53
8.35,5853.92
8.4,5855.32
8.45,5856.71
8.5,5858.11
8.55,5859.51
8.6,5860.9
8.65,5862.3
8.7,5863.69
8.75,5865.09
8.8,5866.48
8.85,5867.88
8.9,5869.27
8.95,5870.67
9,5872.06
9.05,5873.46
9.1,5874.85
9.15,5876.25
9.2,5877.64
9.25,5879.04
9.3,5880.43
9.35,5881.83
9.4,5883.22
9.45,5884.62
9.5,5886.01
9.55,5887.41
9.6,5888.8
9.65,5890.2
9.7,5891.59
9.75,5892.99
9.8,5894.38
9.85,5895.78
9.9,5897.17
9.95,5898.57
10,5899.96
10.05,5901.36
10.1,5902.76
10.15,5904.15
10.2,5905.55
10.25,5906.94
10.3,5908.34
10.35,5909.73
10.4,5911.13
10.45,5912.52
10.5,5913.92
10.55,5915.31
10.6,5916.71
10.65,5918.1
10.7,5919.5
10.75,5920.89
10.8,5922.29
10.85,5923.68
10.9,5925.08
10.95,5926.47
11,5927.87
11.05,5929.26
11.1,5930.66
11.15,5932.05
11.2,5933.45
11.25,5934.84
11.3,5936.24
11.35,5937.63
11.4,5939.03
11.45,5940.42
11.5,5941.82
11.55,5943.21
11.6,5944.61
11.65,5946
11.7,5947.4
11.75,5948.8
11.8,5950.19
11.85,5951.59
11.9,5952.98
11.95,5954.38
12,5955.77
12.05,5957.17
12.1,5958.56
12.15,5959.96
12.2,5961.35
12.25,5962.75
12.3,5964.14
12.35,5965.54
12.4,5966.93
12.45,5968.33
12.5,5969.72
12.55,5971.12
12.6,5972.51
12.65,5973.91
12.7,5975.3
12.75,5976.7
12.8,5978.09
12.85,5979.49
12.9,5980.88
12.95,5982.28
13,5983.67
13.05,5985.07
13.1,5986.46
13.15,5987.86
13.2,5989.25
13.25,5990.65
13.3,5992.04
13.35,5993.44
13.4,5994.84
13.45,5996.23
13.5,5997.63
13.55,5999.02
13.6,6000.42
13.65,6001.81
13.7,6003.21
13.75,6004.6
13.8,6006
13.85,6007.39
13.9,6008.79
13.95,6010.18
14,6011.58
14.05,6012.97
14.1,6014.37
14.15,6015.76
14.2,6017.16
14.25,6018.55
14.3,6019.95
14.35,6021.34
14.4,6022.74
14.45,6024.13
14.5,6025.53
14.55,6026.92
14.6,6028.32
14.65,6029.71
14.7,6031.11
14.75,6032.5
14.8,6033.9
14.85,6035.29
14.9,6036.69
14.95,6038.08
15,6039.48
15.05,6040.87
15.1,6042.27
15.15,6043.67
15.2,6045.06
15.25,6046.46
15.3,6047.85
15.35,6049.25
15.4,6050.64
15.45,6052.04
15.5,6053.43
15.55,6054.83
15.6,6056.22
15.65,6057.62
15.7,6059.01
15.75,6060.41
15.8,6061.8
15.85,6063.2
15.9,6064.59
15.95,6065.99
16,6067.38
16.05,6068.78
16.1,6070.17
16.15,6071.57
16.2,6072.96
16.25,6074.36
16.3,6075.75
16.35,6077.15
16.4,6078.54
16.45,6079.94
16.5,6081.33
16.55,6082.73
16.6,6084.12
16.65,6085.52
16.7,6086.91
16.75,6088.31
16.8,6089.71
16.85,6091.1
16.9,6092.5
16.95,6093.89
17,6095.29
17.05,6096.68
17.1,6098.08
17.15,6099.47
17.2,6100.87
17.25,6102.26
17.3,6103.66
17.35,6105.05
17.4,6106.45
17.45,6107.84
17.5,6109.24
17.55,6110.63
17.6,6112.03
17.65,6113.42
17.7,6114.82
17.75,6116.21
17.8,6117.61
17.85,6119
17.9,6120.4
17.95,6121.79
18,6123.19
18.05,6124.58
18.1,6125.98
18.15,6127.37
18.2,6128.77
18.25,6130.16
18.3,6131.56
18.35,6132.95
18.4,6134.35
18.45,6135.74
18.5,6137.14
18.55,6138.54
18.6,6139.93
18.65,6141.33
18.7,6142.72
18.75,6144.12
18.8,6145.51
18.85,6146.91
18.9,6148.3
18.95,6149.7
19,6151.09
19.05,6152.49
19.1,6153.88
19.15,6155.28
19.2,6156.67
19.25,6158.07
19.3,6159.46
19.35,6160.86
19.4,6162.25
19.45,6163.65
19.5,6165.04
19.55,6166.44
19.6,6167.83
19.65,6169.23
19.7,6170.62
19.75,6172.02
19.8,6173.41
19.85,6174.81
19.9,6176.2
19.95,6177.6
20,6178.99
20.05,6180.39
20.1,6181.78
20.15,6183.18
20.2,6184.57
20.25,6185.97
20.3,6187.36
20.35,6188.76
20.4,6190.16
20.45,6191.55
20.5,6192.95
20.55,6194.34
20.6,6195.74
20.65,6197.13
20.7,6198.53
20.75,6199.92
20.8,6201.32
20.85,6202.71
20.9,6204.11
20.95,6205.5
21,6206.9
21.05,6208.29
21.1,6209.69
21.15,6211.08
21.2,6212.48
21.25,6213.87
21.3,6215.27
21.35,6216.66
21.4,6218.06
21.45,6219.45
21.5,6220.85
21.55,6222.24
21.6,6223.64
21.65,6225.03
21.7,6226.43
21.75,6227.82
21.8,6229.22
21.85,6230.61
21.9,6232.01
21.95,6233.4
22,6234.8
22.05,6236.19
22.1,6237.59
22.15,6238.98
22.2,6240.38
22.25,6241.78
22.3,6243.17
22.35,6244.57
22.4,6245.96
22.45,6247.36
22.5,6248.75
22.55,6250.15
22.6,6251.54
22.65,6252.94
22.7,6254.33
22.75,6255.73
22.8,6257.12
22.85,6258.52
22.9,6259.91
22.95,6261.31
23,6262.7
23.05,6264.1
23.1,6265.49
23.15,6266.89
23.2,6268.28
23.25,6269.68
23.3,6271.07
23.35,6272.47
23.4,6273.86
23.45,6275.26
23.5,6276.65
23.55,6278.05
23.6,6279.44
23.65,6280.84
23.7,6282.23
23.75,6283.63
23.8,6285.02
23.85,6286.42
23.9,6287.81
23.95,6289.21
24,6290.6
24.05,6292
24.1,6293.4
24.15,6294.79
24.2,6296.19
24.25,6297.58
24.3,6298.98
24.35,6300.37
24.4,6301.77
24.45,6303.16
24.5,6304.56
24.55,6305.95
24.6,6307.35
24.65,6308.74
24.7,6310.14
24.75,6311.53
24.8,6312.93
24.85,6314.32
24.9,6315.72
24.95,6317.11
25,6318.51
25.05,6319.9
25.1,6321.3
25.15,6322.69
25.2,6324.09
25.25,6325.48
25.3,6326.88
25.35,6328.27
25.4,6329.67
25.45,6331.06
25.5,6332.46
25.55,6333.85
25.6,6335.25
25.65,6336.64
25.7,6338.04
25.75,6339.43
25.8,6340.83
25.85,6342.22
25.9,6343.62
25.95,6345.02
26,6346.41
26.05,6347.81
26.1,6349.2
26.15,6350.6
26.2,6351.99
26.25,6353.39
26.3,6354.78
26.35,6356.18
26.4,6357.57
26.45,6358.97
26.5,6360.36
26.55,6361.76
26.6,6363.15
26.65,6364.55
26.7,6365.94
26.75,6367.34
26.8,6368.73
26.85,6370.13
26.9,6371.52
26.95,6372.92
27,6374.31
27.05,6375.71
27.1,6377.1
27.15,6378.5
27.2,6379.89
27.25,6381.29
27.3,6382.68
27.35,6384.08
27.4,6385.47
27.45,6386.87
27.5,6388.26
27.55,6389.66
27.6,6391.05
27.65,6392.45
27.7,6393.84
27.75,6395.24
27.8,6396.63
27.85,6398.03
27.9,6399.43
27.95,6400.82
28,6402.22
28.05,6403.61
28.1,6405.01
28.15,6406.4
