time,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,N11,N12
1.95,8534.16,8365.29,8735.09,5275.18,2328.8,7736.24,4948.44,4724.99,2207.1,7485.35,839.948,4278.39
2,8535.56,8366.69,8736.48,5276.57,2330.2,7737.63,4949.83,4726.38,2208.49,7486.74,841.339,4279.77
2.05,8536.95,8368.09,8737.87,5277.97,2331.59,7739.02,4951.22,4727.78,2209.88,7488.14,842.731,4281.16
2.1,8538.34,8369.49,8739.26,5279.37,2332.98,7740.41,4952.61,4729.17,2211.27,7489.53,844.122,4282.55
2.15,8539.74,8370.9,8740.65,5280.77,2334.37,7741.8,4954,4730.56,2212.66,7490.92,845.513,4283.94
2.2,8541.13,8372.3,8742.04,5282.17,2335.76,7743.19,4955.39,4731.96,2214.05,7492.31,846.904,4285.33
2.25,8542.52,8373.7,8743.42,5283.56,2337.15,7744.57,4956.78,4733.35,2215.44,7493.7,848.295,4286.72
2.3,8543.92,8375.1,8744.81,5284.96,2338.54,7745.96,4958.16,4734.74,2216.84,7495.09,849.686,4288.11
2.35,8545.31,8376.5,8746.2,5286.36,2339.94,7747.35,4959.55,4736.14,2218.23,7496.48,851.077,4289.5
2.4,8546.71,8377.91,8747.59,5287.76,2341.33,7748.74,4960.94,4737.53,2219.62,7497.87,852.469,4290.89
2.45,8548.1,8379.31,8748.98,5289.16,2342.72,7750.13,4962.33,4738.92,2221.01,7499.26,853.86,4292.27
2.5,8549.49,8380.71,8750.37,5290.55,2344.11,7751.52,4963.72,4740.32,2222.4,7500.65,855.251,4293.66
2.55,8550.89,8382.11,8751.76,5291.95,2345.5,7752.91,4965.11,4741.71,2223.79,7502.05,856.642,4295.05
2.6,8552.28,8383.51,8753.15,5293.35,2346.89,7754.3,4966.5,4743.1,2225.18,7503.44,858.033,4296.44
2.65,8553.67,8384.91,8754.54,5294.75,2348.29,7755.69,4967.89,4744.5,2226.57,7504.83,859.424,4297.83
2.7,8555.07,8386.32,8755.92,5296.15,2349.68,7757.07,4969.28,4745.89,2227.97,7506.22,860.816,4299.22
2.75,8556.46,8387.72,8757.31,5297.55,2351.07,7758.46,4970.66,4747.28,2229.36,7507.61,862.207,4300.61
2.8,8557.86,8389.12,8758.7,5298.94,2352.46,7759.85,4972.05,4748.68,2230.75,7509,863.598,4302
2.85,8559.25,8390.52,8760.09,5300.34,2353.85,7761.24,4973.44,4750.07,2232.14,7510.39,864.989,4303.39
2.9,8560.64,8391.92,8761.48,5301.74,2355.24,7762.63,4974.83,4751.46,2233.53,7511.78,866.38,4304.77
2.95,8562.04,8393.33,8762.87,5303.14,2356.63,7764.02,4976.22,4752.86,2234.92,7513.17,867.771,4306.16
3,8563.43,8394.73,8764.26,5304.54,2358.03,7765.41,4977.61,4754.25,2236.31,7514.56,869.162,4307.55
3.05,8564.82,8396.13,8765.65,5305.93,2359.42,7766.8,4979,4755.64,2237.7,7515.96,870.554,4308.94
3.1,8566.22,8397.53,8767.04,5307.33,2360.81,7768.19,4980.39,4757.03,2239.09,7517.35,871.945,4310.33
3.15,8567.61,8398.93,8768.42,5308.73,2362.2,7769.57,4981.78,4758.43,2240.49,7518.74,873.336,4311.72
3.2,8569.01,8400.33,8769.81,5310.13,2363.59,7770.96,4983.16,4759.82,2241.88,7520.13,874.727,4313.11
3.25,8570.4,8401.74,8771.2,5311.53,2364.98,7772.35,4984.55,4761.21,2243.27,7521.52,876.118,4314.5
3.3,8571.79,8403.14,8772.59,5312.92,2366.37,7773.74,4985.94,4762.61,2244.66,7522.91,877.509,4315.89
3.35,8573.19,8404.54,8773.98,5314.32,2367.77,7775.13,4987.33,4764,2246.05,7524.3,878.901,4317.27
3.4,8574.58,8405.94,8775.37,5315.72,2369.16,7776.52,4988.72,4765.39,2247.44,7525.69,880.292,4318.66
3.45,8575.97,8407.34,8776.76,5317.12,2370.55,7777.91,4990.11,4766.79,2248.83,7527.08,881.683,4320.05
3.5,8577.37,8408.75,8778.15,5318.52,2371.94,7779.3,4991.5,4768.18,2250.22,7528.47,883.074,4321.44
3.55,8578.76,8410.15,8779.54,5319.91,2373.33,7780.69,4992.89,4769.57,2251.61,7529.86,884.465,4322.83
3.6,8580.16,8411.55,8780.92,5321.31,2374.72,7782.07,4994.28,4770.97,2253.01,7531.26,885.856,4324.22
3.65,8581.55,8412.95,8782.31,5322.71,2376.12,7783.46,4995.66,4772.36,2254.4,7532.65,887.247,4325.61
3.7,8582.94,8414.35,8783.7,5324.11,2377.51,7784.85,4997.05,4773.75,2255.79,7534.04,888.639,4327
3.75,8584.34,8415.75,8785.09,5325.51,2378.9,7786.24,4998.44,4775.15,2257.18,7535.43,890.03,4328.39
3.8,8585.73,8417.16,8786.48,5326.9,2380.29,7787.63,4999.83,4776.54,2258.57,7536.82,891.421,4329.77
3.85,8587.12,8418.56,8787.87,5328.3,2381.68,7789.02,5001.22,4777.93,2259.96,7538.21,892.812,4331.16
3.9,8588.52,8419.96,8789.26,5329.7,2383.07,7790.41,5002.61,4779.33,2261.35,7539.6,894.203,4332.55
3.95,8589.91,8421.36,8790.65,5331.1,2384.46,7791.8,5004,4780.72,2262.74,7540.99,895.594,4333.94
4,8591.31,8422.76,8792.04,5332.5,2385.86,7793.19,5005.39,4782.11,2264.13,7542.38,896.986,4335.33
4.05,8592.7,8424.17,8793.42,5333.89,2387.25,7794.57,5006.78,4783.51,2265.53,7543.77,898.377,4336.72
4.1,8594.09,8425.57,8794.81,5335.29,2388.64,7795.96,5008.16,4784.9,2266.92,7545.17,899.768,4338.11
4.15,8595.49,8426.97,8796.2,5336.69,2390.03,7797.35,5009.55,4786.29,2268.31,7546.56,901.159,4339.5
4.2,8596.88,8428.37,8797.59,5338.09,2391.42,7798.74,5010.94,4787.69,2269.7,7547.95,902.55,4340.89
4.25,8598.27,8429.77,8798.98,5339.49,2392.81,7800.13,5012.33,4789.08,2271.09,7549.34,903.941,4342.27
4.3,8599.67,8431.17,8800.37,5340.88,2394.2,7801.52,5013.72,4790.47,2272.48,7550.73,905.332,4343.66
4.35,8601.06,8432.58,8801.76,5342.28,2395.6,7802.91,5015.11,4791.87,2273.87,7552.12,906.724,4345.05
4.4,8602.46,8433.98,8803.15,5343.68,2396.99,7804.3,5016.5,4793.26,2275.26,7553.51,908.115,4346.44
4.45,8603.85,8435.38,8804.54,5345.08,2398.38,7805.69,5017.89,4794.65,2276.66,7554.9,909.506,4347.83
4.5,8605.24,8436.78,8805.92,5346.48,2399.77,7807.07,5019.28,4796.04,2278.05,7556.29,910.897,4349.22
4.55,8606.64,8438.18,8807.31,5347.88,2401.16,7808.46,5020.66,4797.44,2279.44,7557.68,912.288,4350.61
4.6,8608.03,8439.59,8808.7,5349.27,2402.55,7809.85,5022.05,4798.83,2280.83,7559.08,913.679,4352
4.65,8609.42,8440.99,8810.09,5350.67,2403.94,7811.24,5023.44,4800.22,2282.22,7560.47,915.07,4353.39
4.7,8610.82,8442.39,8811.48,5352.07,2405.34,7812.63,5024.83,4801.62,2283.61,7561.86,916.462,4354.77
4.75,8612.21,8443.79,8812.87,5353.47,2406.73,7814.02,5026.22,4803.01,2285,7563.25,917.853,4356.16
4.8,8613.61,8445.19,8814.26,5354.87,2408.12,7815.41,5027.61,4804.4,2286.39,7564.64,919.244,4357.55
4.85,8615,8446.59,8815.65,5356.26,2409.51,7816.8,5029,4805.8,2287.78,7566.03,920.635,4358.94
4.9,8616.39,8448,8817.04,5357.66,2410.9,7818.19,5030.39,4807.19,2289.18,7567.42,922.026,4360.33
4.95,8617.79,8449.4,8818.42,5359.06,2412.29,7819.57,5031.78,4808.58,2290.57,7568.81,923.417,4361.72
5,8619.18,8450.8,8819.81,5360.46,2413.69,7820.96,5033.16,4809.98,2291.96,7570.2,924.809,4363.11
5.05,8620.57,8452.2,8821.2,5361.86,2415.08,7822.35,5034.55,4811.37,2293.35,7571.59,926.2,4364.5
5.1,8621.97,8453.6,8822.59,5363.25,2416.47,7823.74,5035.94,4812.76,2294.74,7572.99,927.591,4365.89
5.15,8623.36,8455,8823.98,5364.65,2417.86,7825.13,5037.33,4814.16,2296.13,7574.38,928.982,4367.27
5.2,8624.76,8456.41,8825.37,5366.05,2419.25,7826.52,5038.72,4815.55,2297.52,7575.77,930.373,4368.66
5.25,8626.15,8457.81,8826.76,5367.45,2420.64,7827.91,5040.11,4816.94,2298.91,7577.16,931.764,4370.05
5.3,8627.54,8459.21,8828.15,5368.85,2422.03,7829.3,5041.5,4818.34,2300.3,7578.55,933.155,4371.44
5.35,8628.94,8460.61,8829.54,5370.24,2423.43,7830.69,5042.89,4819.73,2301.7,7579.94,934.547,4372.83
5.4,8630.33,8462.01,8830.92,5371.64,2424.82,7832.07,5044.28,4821.12,2303.09,7581.33,935.938,4374.22
5.45,8631.72,8463.42,8832.31,5373.04,2426.21,7833.46,5045.66,4822.52,2304.48,7582.72,937.329,4375.61
5.5,8633.12,8464.82,8833.7,5374.44,2427.6,7834.85,5047.05,4823.91,2305.87,7584.11,938.72,4377
5.55,8634.51,8466.22,8835.09,5375.84,2428.99,7836.24,5048.44,4825.3,2307.26,7585.5,940.111,4378.39
5.6,8635.91,8467.62,8836.48,5377.23,2430.38,7837.63,5049.83,4826.7,2308.65,7586.9,941.502,4379.77
5.65,8637.3,8469.02,8837.87,5378.63,2431.77,7839.02,5051.22,4828.09,2310.04,7588.29,942.894,4381.16
5.7,8638.69,8470.42,8839.26,5380.03,2433.17,7840.41,5052.61,4829.48,2311.43,7589.68,944.285,4382.55
5.75,8640.09,8471.83,8840.65,5381.43,2434.56,7841.8,5054,4830.88,2312.83,7591.07,945.676,4383.94
5.8,8641.48,8473.23,8842.04,5382.83,2435.95,7843.19,5055.39,4832.27,2314.22,7592.46,947.067,4385.33
5.85,8642.87,8474.63,8843.42,5384.22,2437.34,7844.57,5056.78,4833.66,2315.61,7593.85,948.458,4386.72
5.9,8644.27,8476.03,8844.81,5385.62,2438.73,7845.96,5058.16,4835.05,2317,7595.24,949.849,4388.11
5.95,8645.66,8477.43,8846.2,5387.02,2440.12,7847.35,5059.55,4836.45,2318.39,7596.63,951.24,4389.5
6,8647.06,8478.84,8847.59,5388.42,2441.52,7848.74,5060.94,4837.84,2319.78,7598.02,952.632,4390.89
6.05,8648.45,8480.24,8848.98,5389.82,2442.91,7850.13,5062.33,4839.23,2321.17,7599.41,954.023,4392.27
6.1,8649.84,8481.64,8850.37,5391.21,2444.3,7851.52,5063.72,4840.63,2322.56,7600.8,955.414,4393.66
6.15,8651.24,8483.04,8851.76,5392.61,2445.69,7852.91,5065.11,4842.02,2323.95,7602.2,956.805,4395.05
6.2,8652.63,8484.44,8853.15,5394.01,2447.08,7854.3,5066.5,4843.41,2325.35,7603.59,958.196,4396.44
6.25,8654.02,8485.84,8854.54,5395.41,2448.47,7855.69,5067.89,4844.81,2326.74,7604.98,959.587,4397.83
6.3,8655.42,8487.25,8855.92,5396.81,2449.86,7857.07,5069.28,4846.2,2328.13,7606.37,960.978,4399.22
6.35,8656.81,8488.65,8857.31,5398.21,2451.26,7858.46,5070.66,4847.59,2329.52,7607.76,962.37,4400.61
6.4,8658.21,8490.05,8858.7,5399.6,2452.65,7859.85,5072.05,4848.99,2330.91,7609.15,963.761,4402
6.45,8659.6,8491.45,8860.09,5401,2454.04,7861.24,5073.44,4850.38,2332.3,7610.54,965.152,4403.39
6.5,8660.99,8492.85,8861.48,5402.4,2455.43,7862.63,5074.83,4851.77,2333.69,7611.93,966.543,4404.77
6.55,8662.39,8494.26,8862.87,5403.8,2456.82,7864.02,5076.22,4853.17,2335.08,7613.32,967.934,4406.16
6.6,8663.78,8495.66,8864.26,5405.2,2458.21,7865.41,5077.61,4854.56,2336.47,7614.71,969.325,4407.55
6.65,8665.18,8497.06,8865.65,5406.59,2459.6,7866.8,5079,4855.95,2337.87,7616.11,970.717,4408.94
6.7,8666.57,8498.46,8867.04,5407.99,2461,7868.19,5080.39,4857.35,2339.26,7617.5,972.108,4410.33
6.75,8667.96,8499.86,8868.42,5409.39,2462.39,7869.57,5081.78,4858.74,2340.65,7618.89,973.499,4411.72
6.8,8669.36,8501.26,8869.81,5410.79,2463.78,7870.96,5083.16,4860.13,2342.04,7620.28,974.89,4413.11
6.85,8670.75,8502.67,8871.2,5412.19,2465.17,7872.35,5084.55,4861.53,2343.43,7621.67,976.281,4414.5
6.9,8672.14,8504.07,8872.59,5413.58,2466.56,7873.74,5085.94,4862.92,2344.82,7623.06,977.672,4415.89
6.95,8673.54,8505.47,8873.98,5414.98,2467.95,7875.13,5087.33,4864.31,2346.21,7624.45,979.063,4417.27
7,8674.93,8506.87,8875.37,5416.38,2469.34,7876.52,5088.72,4865.71,2347.6,7625.84,980.455,4418.66
7.05,8676.33,8508.27,8876.76,5417.78,2470.74,7877.91,5090.11,4867.1,2348.99,7627.23,981.846,4420.05
7.1,8677.72,8509.68,8878.15,5419.18,2472.13,7879.3,5091.5,4868.49,2350.39,7628.62,983.237,4421.44
7.15,8679.11,8511.08,8879.54,5420.57,2473.52,7880.69,5092.89,4869.89,2351.78,7630.02,984.628,4422.83
7.2,8680.51,8512.48,8880.92,5421.97,2474.91,7882.07,5094.28,4871.28,2353.17,7631.41,986.019,4424.22
7.25,8681.9,8513.88,8882.31,5423.37,2476.3,7883.46,5095.66,4872.67,2354.56,7632.8,987.41,4425.61
7.3,8683.29,8515.28,8883.7,5424.77,2477.69,7884.85,5097.05,4874.06,2355.95,7634.19,988.801,4427
7.35,8684.69,8516.68,8885.09,5426.17,2479.09,7886.24,5098.44,4875.46,2357.34,7635.58,990.193,4428.39
7.4,8686.08,8518.09,8886.48,5427.56,2480.48,7887.63,5099.83,4876.85,2358.73,7636.97,991.584,4429.77
7.45,8687.48,8519.49,8887.87,5428.96,2481.87,7889.02,5101.22,4878.24,2360.12,7638.36,992.975,4431.16
7.5,8688.87,8520.89,8889.26,5430.36,2483.26,7890.41,5102.61,4879.64,2361.52,7639.75,994.366,4432.55
7.55,8690.26,8522.29,8890.65,5431.76,2484.65,7891.8,5104,4881.03,2362.91,7641.14,995.757,4433.94
7.6,8691.66,8523.69,8892.04,5433.16,2486.04,7893.19,5105.39,4882.42,2364.3,7642.53,997.148,4435.33
7.65,8693.05,8525.1,8893.42,5434.55,2487.43,7894.57,5106.78,4883.82,2365.69,7643.93,998.539,4436.72
7.7,8694.44,8526.5,8894.81,5435.95,2488.83,7895.96,5108.16,4885.21,2367.08,7645.32,999.931,4438.11
7.75,8695.84,8527.9,8896.2,5437.35,2490.22,7897.35,5109.55,4886.6,2368.47,7646.71,1001.32,4439.5
7.8,8697.23,8529.3,8897.59,5438.75,2491.61,7898.74,5110.94,4888,2369.86,7648.1,1002.71,4440.89
7.85,8698.63,8530.7,8898.98,5440.15,2493,7900.13,5112.33,4889.39,2371.25,7649.49,1004.1,4442.27
7.9,8700.02,8532.11,8900.37,5441.55,2494.39,7901.52,5113.72,4890.78,2372.64,7650.88,1005.5,4443.66
7.95,8701.41,8533.51,8901.76,5442.94,2495.78,7902.91,5115.11,4892.18,2374.04,7652.27,1006.89,4445.05
8,8702.81,8534.91,8903.15,5444.34,2497.17,7904.3,5116.5,4893.57,2375.43,7653.66,1008.28,4446.44
8.05,8704.2,8536.31,8904.54,5445.74,2498.57,7905.69,5117.89,4894.96,2376.82,7655.05,1009.67,4447.83
8.1,8705.59,8537.71,8905.92,5447.14,2499.96,7907.07,5119.28,4896.36,2378.21,7656.44,1011.06,4449.22
8.15,8706.99,8539.11,8907.31,5448.54,2501.35,7908.46,5120.66,4897.75,2379.6,7657.84,1012.45,4450.61
8.2,8708.38,8540.52,8908.7,5449.93,2502.74,7909.85,5122.05,4899.14,2380.99,7659.23,1013.84,4452
8.25,8709.78,8541.92,8910.09,5451.33,2504.13,7911.24,5123.44,4900.54,2382.38,7660.62,1015.23,4453.39
8.3,8711.17,8543.32,8911.48,5452.73,2505.52,7912.63,5124.83,4901.93,2383.77,7662.01,1016.62,4454.77
8.35,8712.56,8544.72,8912.87,5454.13,2506.92,7914.02,5126.22,4903.32,2385.16,7663.4,1018.02,4456.16
8.4,8713.96,8546.12,8914.26,5455.53,2508.31,7915.41,5127.61,4904.72,2386.56,7664.79,1019.41,4457.55
8.45,8715.35,8547.53,8915.65,5456.92,2509.7,7916.8,5129,4906.11,2387.95,7666.18,1020.8,4458.94
8.5,8716.74,8548.93,8917.04,5458.32,2511.09,7918.19,5130.39,4907.5,2389.34,7667.57,1022.19,4460.33
8.55,8718.14,8550.33,8918.42,5459.72,2512.48,7919.57,5131.78,4908.9,2390.73,7668.96,1023.58,4461.72
8.6,8719.53,8551.73,8919.81,5461.12,2513.87,7920.96,5133.16,4910.29,2392.12,7670.35,1024.97,4463.11
8.65,8720.93,8553.13,8921.2,5462.52,2515.26,7922.35,5134.55,4911.68,2393.51,7671.75,1026.36,4464.5
8.7,8722.32,8554.53,8922.59,5463.91,2516.66,7923.74,5135.94,4913.08,2394.9,7673.14,1027.75,4465.89
8.75,8723.71,8555.94,8923.98,5465.31,2518.05,7925.13,5137.33,4914.47,2396.29,7674.53,1029.14,4467.27
8.8,8725.11,8557.34,8925.37,5466.71,2519.44,7926.52,5138.72,4915.86,2397.69,7675.92,1030.54,4468.66
8.85,8726.5,8558.74,8926.76,5468.11,2520.83,7927.91,5140.11,4917.25,2399.08,7677.31,1031.93,4470.05
8.9,8727.89,8560.14,8928.15,5469.51,2522.22,7929.3,5141.5,4918.65,2400.47,7678.7,1033.32,4471.44
8.95,8729.29,8561.54,8929.54,5470.9,2523.61,7930.69,5142.89,4920.04,2401.86,7680.09,1034.71,4472.83
9,8730.68,8562.95,8930.92,5472.3,2525,7932.07,5144.28,4921.43,2403.25,7681.48,1036.1,4474.22
9.05,8732.08,8564.35,8932.31,5473.7,2526.4,7933.46,5145.66,4922.83,2404.64,7682.87,1037.49,4475.61
9.1,8733.47,8565.75,8933.7,5475.1,2527.79,7934.85,5147.05,4924.22,2406.03,7684.26,1038.88,4477
9.15,8734.86,8567.15,8935.09,5476.5,2529.18,7936.24,5148.44,4925.61,2407.42,7685.66,1040.27,4478.39
9.2,8736.26,8568.55,8936.48,5477.9,2530.57,7937.63,5149.83,4927.01,2408.81,7687.05,1041.67,4479.77
9.25,8737.65,8569.95,8937.87,5479.29,2531.96,7939.02,5151.22,4928.4,2410.21,7688.44,1043.06,4481.16
9.3,8739.05,8571.36,8939.26,5480.69,2533.35,7940.41,5152.61,4929.79,2411.6,7689.83,1044.45,4482.55
9.35,8740.44,8572.76,8940.65,5482.09,2534.74,7941.8,5154,4931.19,2412.99,7691.22,1045.84,4483.94
9.4,8741.83,8574.16,8942.04,5483.49,2536.14,7943.19,5155.39,4932.58,2414.38,7692.61,1047.23,4485.33
9.45,8743.23,8575.56,8943.42,5484.89,2537.53,7944.57,5156.78,4933.97,2415.77,7694,1048.62,4486.72
9.5,8744.62,8576.96,8944.81,5486.28,2538.92,7945.96,5158.16,4935.37,2417.16,7695.39,1050.01,4488.11
9.55,8746.01,8578.37,8946.2,5487.68,2540.31,7947.35,5159.55,4936.76,2418.55,7696.78,1051.4,4489.5
9.6,8747.41,8579.77,8947.59,5489.08,2541.7,7948.74,5160.94,4938.15,2419.94,7698.17,1052.79,4490.89
9.65,8748.8,8581.17,8948.98,5490.48,2543.09,7950.13,5162.33,4939.55,2421.33,7699.57,1054.19,4492.27
9.7,8750.2,8582.57,8950.37,5491.88,2544.49,7951.52,5163.72,4940.94,2422.73,7700.96,1055.58,4493.66
9.75,8751.59,8583.97,8951.76,5493.27,2545.88,7952.91,5165.11,4942.33,2424.12,7702.35,1056.97,4495.05
9.8,8752.98,8585.37,8953.15,5494.67,2547.27,7954.3,5166.5,4943.73,2425.51,7703.74,1058.36,4496.44
9.85,8754.38,8586.78,8954.54,5496.07,2548.66,7955.69,5167.89,4945.12,2426.9,7705.13,1059.75,4497.83
9.9,8755.77,8588.18,8955.92,5497.47,2550.05,7957.07,5169.28,4946.51,2428.29,7706.52,1061.14,4499.22
9.95,8757.16,8589.58,8957.31,5498.87,2551.44,7958.46,5170.66,4947.91,2429.68,7707.91,1062.53,4500.61
10,8758.56,8590.98,8958.7,5500.26,2552.83,7959.85,5172.05,4949.3,2431.07,7709.3,1063.92,4502
10.05,8759.95,8592.38,8960.09,5501.66,2554.23,7961.24,5173.44,4950.69,2432.46,7710.69,1065.31,4503.39
10.1,8761.35,8593.79,8961.48,5503.06,2555.62,7962.63,5174.83,4952.09,2433.85,7712.08,1066.71,4504.77
10.15,8762.74,8595.19,8962.87,5504.46,2557.01,7964.02,5176.22,4953.48,2435.25,7713.48,1068.1,4506.16
10.2,8764.13,8596.59,8964.26,5505.86,2558.4,7965.41,5177.61,4954.87,2436.64,7714.87,1069.49,4507.55
10.25,8765.53,8597.99,8965.65,5507.25,2559.79,7966.8,5179,4956.27,2438.03,7716.26,1070.88,4508.94
10.3,8766.92,8599.39,8967.04,5508.65,2561.18,7968.19,5180.39,4957.66,2439.42,7717.65,1072.27,4510.33
10.35,8768.31,8600.79,8968.42,5510.05,2562.57,7969.57,5181.78,4959.05,2440.81,7719.04,1073.66,4511.72
10.4,8769.71,8602.2,8969.81,5511.45,2563.97,7970.96,5183.16,4960.44,2442.2,7720.43,1075.05,4513.11
10.45,8771.1,8603.6,8971.2,5512.85,2565.36,7972.35,5184.55,4961.84,2443.59,7721.82,1076.44,4514.5
10.5,8772.5,8605,8972.59,5514.24,2566.75,7973.74,5185.94,4963.23,2444.98,7723.21,1077.83,4515.89
10.55,8773.89,8606.4,8973.98,5515.64,2568.14,7975.13,5187.33,4964.62,2446.38,7724.6,1079.23,4517.27
10.6,8775.28,8607.8,8975.37,5517.04,2569.53,7976.52,5188.72,4966.02,2447.77,7725.99,1080.62,4518.66
10.65,8776.68,8609.21,8976.76,5518.44,2570.92,7977.91,5190.11,4967.41,2449.16,7727.39,1082.01,4520.05
10.7,8778.07,8610.61,8978.15,5519.84,2572.31,7979.3,5191.5,4968.8,2450.55,7728.78,1083.4,4521.44
10.75,8779.46,8612.01,8979.54,5521.24,2573.71,7980.69,5192.89,4970.2,2451.94,7730.17,1084.79,4522.83
10.8,8780.86,8613.41,8980.92,5522.63,2575.1,7982.07,5194.28,4971.59,2453.33,7731.56,1086.18,4524.22
10.85,8782.25,8614.81,8982.31,5524.03,2576.49,7983.46,5195.66,4972.98,2454.72,7732.95,1087.57,4525.61
10.9,8783.65,8616.22,8983.7,5525.43,2577.88,7984.85,5197.05,4974.38,2456.11,7734.34,1088.96,4527
10.95,8785.04,8617.62,8985.09,5526.83,2579.27,7986.24,5198.44,4975.77,2457.5,7735.73,1090.36,4528.39
11,8786.43,8619.02,8986.48,5528.23,2580.66,7987.63,5199.83,4977.16,2458.9,7737.12,1091.75,4529.77
