time,N1,N2,N3,N4,N5,N6
5.4,4598.75,8811.27,7910.63,7441.38,4399.3,1260.22
5.45,4600.14,8812.67,7912.02,7442.77,4400.7,1261.61
5.5,4601.53,8814.06,7913.41,7444.16,4402.1,1263
5.55,4602.92,8815.45,7914.8,7445.55,4403.5,1264.38
5.6,4604.31,8816.85,7916.19,7446.94,4404.89,1265.77
5.65,4605.7,8818.24,7917.58,7448.33,4406.29,1267.16
5.7,4607.09,8819.63,7918.97,7449.73,4407.69,1268.55
5.75,4608.48,8821.03,7920.36,7451.12,4409.08,1269.94
5.8,4609.87,8822.42,7921.75,7452.51,4410.48,1271.33
5.85,4611.25,8823.81,7923.14,7453.9,4411.88,1272.72
5.9,4612.64,8825.2,7924.53,7455.29,4413.28,1274.11
5.95,4614.03,8826.6,7925.92,7456.68,4414.67,1275.5
6,4615.42,8827.99,7927.31,7458.07,4416.07,1276.88
6.05,4616.81,8829.38,7928.7,7459.46,4417.47,1278.27
6.1,4618.2,8830.78,7930.08,7460.85,4418.87,1279.66
6.15,4619.59,8832.17,7931.47,7462.25,4420.26,1281.05
6.2,4620.98,8833.56,7932.86,7463.64,4421.66,1282.44
6.25,4622.37,8834.96,7934.25,7465.03,4423.06,1283.83
6.3,4623.75,8836.35,7935.64,7466.42,4424.45,1285.22
6.35,4625.14,8837.74,7937.03,7467.81,4425.85,1286.61
6.4,4626.53,8839.13,7938.42,7469.2,4427.25,1288
6.45,4627.92,8840.53,7939.81,7470.59,4428.65,1289.38
6.5,4629.31,8841.92,7941.2,7471.98,4430.04,1290.77
6.55,4630.7,8843.31,7942.59,7473.37,4431.44,1292.16
6.6,4632.09,8844.71,7943.98,7474.76,4432.84,1293.55
6.65,4633.48,8846.1,7945.37,7476.16,4434.24,1294.94
6.7,4634.87,8847.49,7946.76,7477.55,4435.63,1296.33
6.75,4636.25,8848.89,7948.15,7478.94,4437.03,1297.72
6.8,4637.64,8850.28,7949.54,7480.33,4438.43,1299.11
6.85,4639.03,8851.67,7950.92,7481.72,4439.82,1300.5
6.9,4640.42,8853.06,7952.31,7483.11,4441.22,1301.88
6.95,4641.81,8854.46,7953.7,7484.5,4442.62,1303.27
7,4643.2,8855.85,7955.09,7485.89,4444.02,1304.66
7.05,4644.59,8857.24,7956.48,7487.28,4445.41,1306.05
7.1,4645.98,8858.64,7957.87,7488.67,4446.81,1307.44
7.15,4647.37,8860.03,7959.26,7490.07,4448.21,1308.83
7.2,4648.75,8861.42,7960.65,7491.46,4449.61,1310.22
7.25,4650.14,8862.82,7962.04,7492.85,4451,1311.61
7.3,4651.53,8864.21,7963.43,7494.24,4452.4,1313
7.35,4652.92,8865.6,7964.82,7495.63,4453.8,1314.38
7.4,4654.31,8866.99,7966.21,7497.02,4455.19,1315.77
7.45,4655.7,8868.39,7967.6,7498.41,4456.59,1317.16
7.5,4657.09,8869.78,7968.99,7499.8,4457.99,1318.55
7.55,4658.48,8871.17,7970.38,7501.19,4459.39,1319.94
7.6,4659.87,8872.57,7971.76,7502.59,4460.78,1321.33
7.65,4661.25,8873.96,7973.15,7503.98,4462.18,1322.72
7.7,4662.64,8875.35,7974.54,7505.37,4463.58,1324.11
7.75,4664.03,8876.75,7975.93,7506.76,4464.98,1325.5
7.8,4665.42,8878.14,7977.32,7508.15,4466.37,1326.88
7.85,4666.81,8879.53,7978.71,7509.54,4467.77,1328.27
7.9,4668.2,8880.92,7980.1,7510.93,4469.17,1329.66
7.95,4669.59,8882.32,7981.49,7512.32,4470.57,1331.05
8,4670.98,8883.71,7982.88,7513.71,4471.96,1332.44
8.05,4672.37,8885.1,7984.27,7515.1,4473.36,1333.83
8.1,4673.75,8886.5,7985.66,7516.5,4474.76,1335.22
8.15,4675.14,8887.89,7987.05,7517.89,4476.15,1336.61
8.2,4676.53,8889.28,7988.44,7519.28,4477.55,1338
8.25,4677.92,8890.68,7989.83,7520.67,4478.95,1339.38
8.3,4679.31,8892.07,7991.22,7522.06,4480.35,1340.77
8.35,4680.7,8893.46,7992.6,7523.45,4481.74,1342.16
8.4,4682.09,8894.85,7993.99,7524.84,4483.14,1343.55
8.45,4683.48,8896.25,7995.38,7526.23,4484.54,1344.94
8.5,4684.87,8897.64,7996.77,7527.62,4485.94,1346.33
8.55,4686.25,8899.03,7998.16,7529.01,4487.33,1347.72
8.6,4687.64,8900.43,7999.55,7530.41,4488.73,1349.11
8.65,4689.03,8901.82,8000.94,7531.8,4490.13,1350.5
8.7,4690.42,8903.21,8002.33,7533.19,4491.52,1351.88
8.75,4691.81,8904.61,8003.72,7534.58,4492.92,1353.27
8.8,4693.2,8906,8005.11,7535.97,4494.32,1354.66
8.85,4694.59,8907.39,8006.5,7537.36,4495.72,1356.05
8.9,4695.98,8908.78,8007.89,7538.75,4497.11,1357.44
8.95,4697.37,8910.18,8009.28,7540.14,4498.51,1358.83
9,4698.75,8911.57,8010.67,7541.53,4499.91,1360.22
9.05,4700.14,8912.96,8012.06,7542.93,4501.31,1361.61
9.1,4701.53,8914.36,8013.44,7544.32,4502.7,1363
9.15,4702.92,8915.75,8014.83,7545.71,4504.1,1364.38
9.2,4704.31,8917.14,8016.22,7547.1,4505.5,1365.77
9.25,4705.7,8918.54,8017.61,7548.49,4506.89,1367.16
9.3,4707.09,8919.93,8019,7549.88,4508.29,1368.55
9.35,4708.48,8921.32,8020.39,7551.27,4509.69,1369.94
9.4,4709.87,8922.71,8021.78,7552.66,4511.09,1371.33
9.45,4711.25,8924.11,8023.17,7554.05,4512.48,1372.72
9.5,4712.64,8925.5,8024.56,7555.44,4513.88,1374.11
9.55,4714.03,8926.89,8025.95,7556.84,4515.28,1375.5
9.6,4715.42,8928.29,8027.34,7558.23,4516.68,1376.88
9.65,4716.81,8929.68,8028.73,7559.62,4518.07,1378.27
9.7,4718.2,8931.07,8030.12,7561.01,4519.47,1379.66
9.75,4719.59,8932.47,8031.51,7562.4,4520.87,1381.05
9.8,4720.98,8933.86,8032.9,7563.79,4522.27,1382.44
9.85,4722.37,8935.25,8034.28,7565.18,4523.66,1383.83
9.9,4723.75,8936.64,8035.67,7566.57,4525.06,1385.22
9.95,4725.14,8938.04,8037.06,7567.96,4526.46,1386.61
10,4726.53,8939.43,8038.45,7569.35,4527.85,1388
10.05,4727.92,8940.82,8039.84,7570.75,4529.25,1389.38
10.1,4729.31,8942.22,8041.23,7572.14,4530.65,1390.77
10.15,4730.7,8943.61,8042.62,7573.53,4532.05,1392.16
10.2,4732.09,8945,8044.01,7574.92,4533.44,1393.55
10.25,4733.48,8946.4,8045.4,7576.31,4534.84,1394.94
10.3,4734.87,8947.79,8046.79,7577.7,4536.24,1396.33
10.35,4736.25,8949.18,8048.18,7579.09,4537.64,1397.72
10.4,4737.64,8950.57,8049.57,7580.48,4539.03,1399.11
10.45,4739.03,8951.97,8050.96,7581.87,4540.43,1400.5
10.5,4740.42,8953.36,8052.35,7583.27,4541.83,1401.88
10.55,4741.81,8954.75,8053.74,7584.66,4543.22,1403.27
10.6,4743.2,8956.15,8055.12,7586.05,4544.62,1404.66
10.65,4744.59,8957.54,8056.51,7587.44,4546.02,1406.05
10.7,4745.98,8958.93,8057.9,7588.83,4547.42,1407.44
10.75,4747.37,8960.33,8059.29,7590.22,4548.81,1408.83
10.8,4748.75,8961.72,8060.68,7591.61,4550.21,1410.22
10.85,4750.14,8963.11,8062.07,7593,4551.61,1411.61
10.9,4751.53,8964.51,8063.46,7594.39,4553.01,1413
10.95,4752.92,8965.9,8064.85,7595.78,4554.4,1414.38
11,4754.31,8967.29,8066.24,7597.18,4555.8,1415.77
11.05,4755.7,8968.68,8067.63,7598.57,4557.2,1417.16
11.1,4757.09,8970.08,8069.02,7599.96,4558.59,1418.55
11.15,4758.48,8971.47,8070.41,7601.35,4559.99,1419.94
11.2,4759.87,8972.86,8071.8,7602.74,4561.39,1421.33
11.25,4761.25,8974.26,8073.19,7604.13,4562.79,1422.72
11.3,4762.64,8975.65,8074.58,7605.52,4564.18,1424.11
11.35,4764.03,8977.04,8075.96,7606.91,4565.58,1425.5
11.4,4765.42,8978.44,8077.35,7608.3,4566.98,1426.88
11.45,4766.81,8979.83,8078.74,7609.69,4568.38,1428.27
11.5,4768.2,8981.22,8080.13,7611.09,4569.77,1429.66
11.55,4769.59,8982.61,8081.52,7612.48,4571.17,1431.05
11.6,4770.98,8984.01,8082.91,7613.87,4572.57,1432.44
11.65,4772.37,8985.4,8084.3,7615.26,4573.97,1433.83
11.7,4773.75,8986.79,8085.69,7616.65,4575.36,1435.22
11.75,4775.14,8988.19,8087.08,7618.04,4576.76,1436.61
11.8,4776.53,8989.58,8088.47,7619.43,4578.16,1438
11.85,4777.92,8990.97,8089.86,7620.82,4579.55,1439.38
11.9,4779.31,8992.37,8091.25,7622.21,4580.95,1440.77
11.95,4780.7,8993.76,8092.64,7623.61,4582.35,1442.16
12,4782.09,8995.15,8094.03,7625,4583.75,1443.55
12.05,4783.48,8996.54,8095.42,7626.39,4585.14,1444.94
12.1,4784.87,8997.94,8096.8,7627.78,4586.54,1446.33
12.15,4786.25,8999.33,8098.19,7629.17,4587.94,1447.72
12.2,4787.64,9000.72,8099.58,7630.56,4589.34,1449.11
12.25,4789.03,9002.12,8100.97,7631.95,4590.73,1450.5
12.3,4790.42,9003.51,8102.36,7633.34,4592.13,1451.88
12.35,4791.81,9004.9,8103.75,7634.73,4593.53,1453.27
12.4,4793.2,9006.3,8105.14,7636.12,4594.92,1454.66
12.45,4794.59,9007.69,8106.53,7637.52,4596.32,1456.05
12.5,4795.98,9009.08,8107.92,7638.91,4597.72,1457.44
12.55,4797.37,9010.47,8109.31,7640.3,4599.12,1458.83
12.6,4798.75,9011.87,8110.7,7641.69,4600.51,1460.22
12.65,4800.14,9013.26,8112.09,7643.08,4601.91,1461.61
12.7,4801.53,9014.65,8113.48,7644.47,4603.31,1463
12.75,4802.92,9016.05,8114.87,7645.86,4604.71,1464.38
12.8,4804.31,9017.44,8116.26,7647.25,4606.1,1465.77
12.85,4805.7,9018.83,8117.64,7648.64,4607.5,1467.16
12.9,4807.09,9020.23,8119.03,7650.03,4608.9,1468.55
12.95,4808.48,9021.62,8120.42,7651.43,4610.3,1469.94
13,4809.87,9023.01,8121.81,7652.82,4611.69,1471.33
13.05,4811.25,9024.4,8123.2,7654.21,4613.09,1472.72
13.1,4812.64,9025.8,8124.59,7655.6,4614.49,1474.11
13.15,4814.03,9027.19,8125.98,7656.99,4615.88,1475.5
13.2,4815.42,9028.58,8127.37,7658.38,4617.28,1476.88
13.25,4816.81,9029.98,8128.76,7659.77,4618.68,1478.27
13.3,4818.2,9031.37,8130.15,7661.16,4620.08,1479.66
13.35,4819.59,9032.76,8131.54,7662.55,4621.47,1481.05
13.4,4820.98,9034.16,8132.93,7663.95,4622.87,1482.44
13.45,4822.37,9035.55,8134.32,7665.34,4624.27,1483.83
13.5,4823.75,9036.94,8135.71,7666.73,4625.67,1485.22
13.55,4825.14,9038.34,8137.1,7668.12,4627.06,1486.61
13.6,4826.53,9039.73,8138.48,7669.51,4628.46,1488
13.65,4827.92,9041.12,8139.87,7670.9,4629.86,1489.38
13.7,4829.31,9042.51,8141.26,7672.29,4631.25,1490.77
13.75,4830.7,9043.91,8142.65,7673.68,4632.65,1492.16
13.8,4832.09,9045.3,8144.04,7675.07,4634.05,1493.55
13.85,4833.48,9046.69,8145.43,7676.46,4635.45,1494.94
13.9,4834.87,9048.09,8146.82,7677.86,4636.84,1496.33
13.95,4836.25,9049.48,8148.21,7679.25,4638.24,1497.72
14,4837.64,9050.87,8149.6,7680.64,4639.64,1499.11
14.05,4839.03,9052.27,8150.99,7682.03,4641.04,1500.5
14.1,4840.42,9053.66,8152.38,7683.42,4642.43,1501.88
14.15,4841.81,9055.05,8153.77,7684.81,4643.83,1503.27
14.2,4843.2,9056.44,8155.16,7686.2,4645.23,1504.66
14.25,4844.59,9057.84,8156.55,7687.59,4646.63,1506.05
14.3,4845.98,9059.23,8157.94,7688.98,4648.02,1507.44
14.35,4847.37,9060.62,8159.32,7690.37,4649.42,1508.83
14.4,4848.75,9062.02,8160.71,7691.77,4650.82,1510.22
14.45,4850.14,9063.41,8162.1,7693.16,4652.21,1511.61
14.5,4851.53,9064.8,8163.49,7694.55,4653.61,1513
14.55,4852.92,9066.2,8164.88,7695.94,4655.01,1514.38
14.6,4854.31,9067.59,8166.27,7697.33,4656.41,1515.77
14.65,4855.7,9068.98,8167.66,7698.72,4657.8,1517.16
14.7,4857.09,9070.37,8169.05,7700.11,4659.2,1518.55
14.75,4858.48,9071.77,8170.44,7701.5,4660.6,1519.94
14.8,4859.87,9073.16,8171.83,7702.89,4662,1521.33
14.85,4861.25,9074.55,8173.22,7704.28,4663.39,1522.72
14.9,4862.64,9075.95,8174.61,7705.68,4664.79,1524.11
14.95,4864.03,9077.34,8176,7707.07,4666.19,1525.5
15,4865.42,9078.73,8177.39,7708.46,4667.58,1526.88
15.05,4866.81,9080.13,8178.78,7709.85,4668.98,1528.27
15.1,4868.2,9081.52,8180.16,7711.24,4670.38,1529.66
15.15,4869.59,9082.91,8181.55,7712.63,4671.78,1531.05
15.2,4870.98,9084.31,8182.94,7714.02,4673.17,1532.44
15.25,4872.37,9085.7,8184.33,7715.41,4674.57,1533.83
15.3,4873.75,9087.09,8185.72,7716.8,4675.97,1535.22
15.35,4875.14,9088.48,8187.11,7718.2,4677.37,1536.61
15.4,4876.53,9089.88,8188.5,7719.59,4678.76,1538
15.45,4877.92,9091.27,8189.89,7720.98,4680.16,1539.38
15.5,4879.31,9092.66,8191.28,7722.37,4681.56,1540.77
15.55,4880.7,9094.06,8192.67,7723.76,4682.96,1542.16
15.6,4882.09,9095.45,8194.06,7725.15,4684.35,1543.55
15.65,4883.48,9096.84,8195.45,7726.54,4685.75,1544.94
15.7,4884.87,9098.24,8196.84,7727.93,4687.15,1546.33
15.75,4886.25,9099.63,8198.23,7729.32,4688.54,1547.72
15.8,4887.64,9101.02,8199.62,7730.71,4689.94,1549.11
15.85,4889.03,9102.41,8201,7732.11,4691.34,1550.5
15.9,4890.42,9103.81,8202.39,7733.5,4692.74,1551.88
15.95,4891.81,9105.2,8203.78,7734.89,4694.13,1553.27
16,4893.2,9106.59,8205.17,7736.28,4695.53,1554.66
16.05,4894.59,9107.99,8206.56,7737.67,4696.93,1556.05
16.1,4895.98,9109.38,8207.95,7739.06,4698.33,1557.44
16.15,4897.37,9110.77,8209.34,7740.45,4699.72,1558.83
16.2,4898.75,9112.17,8210.73,7741.84,4701.12,1560.22
16.25,4900.14,9113.56,8212.12,7743.23,4702.52,1561.61
16.3,4901.53,9114.95,8213.51,7744.62,4703.92,1563
16.35,4902.92,9116.34,8214.9,7746.02,4705.31,1564.38
16.4,4904.31,9117.74,8216.29,7747.41,4706.71,1565.77
16.45,4905.7,9119.13,8217.68,7748.8,4708.11,1567.16
16.5,4907.09,9120.52,8219.07,7750.19,4709.5,1568.55
16.55,4908.48,9121.92,8220.46,7751.58,4710.9,1569.94
16.6,4909.87,9123.31,8221.84,7752.97,4712.3,1571.33
16.65,4911.25,9124.7,8223.23,7754.36,4713.7,1572.72
16.7,4912.64,9126.1,8224.62,7755.75,4715.09,1574.11
16.75,4914.03,9127.49,8226.01,7757.14,4716.49,1575.5
16.8,4915.42,9128.88,8227.4,7758.53,4717.89,1576.88
16.85,4916.81,9130.28,8228.79,7759.93,4719.29,1578.27
16.9,4918.2,9131.67,8230.18,7761.32,4720.68,1579.66
16.95,4919.59,9133.06,8231.57,7762.71,4722.08,1581.05
17,4920.98,9134.45,8232.96,7764.1,4723.48,1582.44
17.05,4922.37,9135.85,8234.35,7765.49,4724.88,1583.83
17.1,4923.75,9137.24,8235.74,7766.88,4726.27,1585.22
17.15,4925.14,9138.63,8237.13,7768.27,4727.67,1586.61
17.2,4926.53,9140.03,8238.52,7769.66,4729.07,1588
17.25,4927.92,9141.42,8239.91,7771.05,4730.46,1589.38
17.3,4929.31,9142.81,8241.3,7772.45,4731.86,1590.77
17.35,4930.7,9144.21,8242.68,7773.84,4733.26,1592.16
17.4,4932.09,9145.6,8244.07,7775.23,4734.66,1593.55
17.45,4933.48,9146.99,8245.46,7776.62,4736.05,1594.94
17.5,4934.87,9148.38,8246.85,7778.01,4737.45,1596.33
17.55,4936.25,9149.78,8248.24,7779.4,4738.85,1597.72
17.6,4937.64,9151.17,8249.63,7780.79,4740.25,1599.11
17.65,4939.03,9152.56,8251.02,7782.18,4741.64,1600.5
17.7,4940.42,9153.96,8252.41,7783.57,4743.04,1601.88
17.75,4941.81,9155.35,8253.8,7784.96,4744.44,1603.27
17.8,4943.2,9156.74,8255.19,7786.36,4745.83,1604.66
17.85,4944.59,9158.14,8256.58,7787.75,4747.23,1606.05
17.9,4945.98,9159.53,8257.97,7789.14,4748.63,1607.44
17.95,4947.37,9160.92,8259.36,7790.53,4750.03,1608.83
18,4948.75,9162.32,8260.75,7791.92,4751.42,1610.22
18.05,4950.14,9163.71,8262.13,7793.31,4752.82,1611.61
18.1,4951.53,9165.1,8263.52,7794.7,4754.22,1613
18.15,4952.92,9166.49,8264.91,7796.09,4755.62,1614.38
18.2,4954.31,9167.89,8266.3,7797.48,4757.01,1615.77
18.25,4955.7,9169.28,8267.69,7798.87,4758.41,1617.16
18.3,4957.09,9170.67,8269.08,7800.27,4759.81,1618.55
18.35,4958.48,9172.07,8270.47,7801.66,4761.21,1619.94
18.4,4959.87,9173.46,8271.86,7803.05,4762.6,1621.33
18.45,4961.25,9174.85,8273.25,7804.44,4764,1622.72
18.5,4962.64,9176.25,8274.64,7805.83,4765.4,1624.11
18.55,4964.03,9177.64,8276.03,7807.22,4766.79,1625.5
18.6,4965.42,9179.03,8277.42,7808.61,4768.19,1626.88
18.65,4966.81,9180.42,8278.81,7810,4769.59,1628.27
18.7,4968.2,9181.82,8280.2,7811.39,4770.99,1629.66
18.75,4969.59,9183.21,8281.59,7812.78,4772.38,1631.05
18.8,4970.98,9184.6,8282.97,7814.18,4773.78,1632.44
18.85,4972.37,9186,8284.36,7815.57,4775.18,1633.83
18.9,4973.75,9187.39,8285.75,7816.96,4776.58,1635.22
18.95,4975.14,9188.78,8287.14,7818.35,4777.97,1636.61
19,4976.53,9190.18,8288.53,7819.74,4779.37,1638
19.05,4977.92,9191.57,8289.92,7821.13,4780.77,1639.38
19.1,4979.31,9192.96,8291.31,7822.52,4782.17,1640.77
19.15,4980.7,9194.36,8292.7,7823.91,4783.56,1642.16
19.2,4982.09,9195.75,8294.09,7825.3,4784.96,1643.55
19.25,4983.48,9197.14,8295.48,7826.7,4786.36,1644.94
19.3,4984.87,9198.53,8296.87,7828.09,4787.75,1646.33
19.35,4986.25,9199.93,8298.26,7829.48,4789.15,1647.72
19.4,4987.64,9201.32,8299.65,7830.87,4790.55,1649.11
19.45,4989.03,9202.71,8301.04,7832.26,4791.95,1650.5
19.5,4990.42,9204.11,8302.43,7833.65,4793.34,1651.88
19.55,4991.81,9205.5,8303.81,7835.04,4794.74,1653.27
19.6,4993.2,9206.89,8305.2,7836.43,4796.14,1654.66
19.65,4994.59,9208.29,8306.59,7837.82,4797.54,1656.05
19.7,4995.98,9209.68,8307.98,7839.21,4798.93,1657.44
19.75,4997.37,9211.07,8309.37,7840.61,4800.33,1658.83
19.8,4998.75,9212.46,8310.76,7842,4801.73,1660.22
19.85,5000.14,9213.86,8312.15,7843.39,4803.13,1661.61
19.9,5001.53,9215.25,8313.54,7844.78,4804.52,1663
19.95,5002.92,9216.64,8314.93,7846.17,4805.92,1664.38
20,5004.31,9218.04,8316.32,7847.56,4807.32,1665.77
20.05,5005.7,9219.43,8317.71,7848.95,4808.71,1667.16
20.1,5007.09,9220.82,8319.1,7850.34,4810.11,1668.55
20.15,5008.48,9222.22,8320.49,7851.73,4811.51,1669.94
20.2,5009.87,9223.61,8321.88,7853.12,4812.91,1671.33
20.25,5011.25,9225,8323.27,7854.52,4814.3,1672.72
20.3,5012.64,9226.4,8324.65,7855.91,4815.7,1674.11
20.35,5014.03,9227.79,8326.04,7857.3,4817.1,1675.5
20.4,5015.42,9229.18,8327.43,7858.69,4818.5,1676.88
20.45,5016.81,9230.57,8328.82,7860.08,4819.89,1678.27
20.5,5018.2,9231.97,8330.21,7861.47,4821.29,1679.66
20.55,5019.59,9233.36,8331.6,7862.86,4822.69,1681.05
20.6,5020.98,9234.75,8332.99,7864.25,4824.09,1682.44
20.65,5022.37,9236.15,8334.38,7865.64,4825.48,1683.83
