time,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,N11,N12,N13,N14,N15,N16,N17,N18
2.6,8987.73,4862.42,9136.1,5190.21,3044.04,8486.47,865.087,2939.28,4934.31,2837.48,5625.38,7162.91,2077.56,492.54,8764.68,6537.6,4748.19,8368.81
2.65,8989.12,4863.82,9137.49,5191.6,3045.43,8487.86,866.478,2940.67,4935.7,2838.87,5626.77,7164.3,2078.95,493.938,8766.07,6538.99,4749.58,8370.19
2.7,8990.52,4865.21,9138.88,5192.99,3046.82,8489.25,867.868,2942.07,4937.09,2840.26,5628.16,7165.69,2080.34,495.337,8767.46,6540.38,4750.97,8371.57
2.75,8991.91,4866.6,9140.27,5194.38,3048.21,8490.63,869.259,2943.46,4938.48,2841.64,5629.55,7167.08,2081.73,496.735,8768.85,6541.77,4752.37,8372.95
2.8,8993.3,4868,9141.66,5195.77,3049.6,8492.02,870.649,2944.85,4939.87,2843.03,5630.94,7168.47,2083.12,498.133,8770.24,6543.15,4753.76,8374.33
2.85,8994.7,4869.39,9143.05,5197.16,3050.98,8493.41,872.04,2946.24,4941.26,2844.42,5632.33,7169.86,2084.51,499.532,8771.63,6544.54,4755.15,8375.71
2.9,8996.09,4870.78,9144.43,5198.55,3052.37,8494.79,873.43,2947.63,4942.65,2845.81,5633.72,7171.25,2085.9,500.93,8773.02,6545.93,4756.54,8377.09
2.95,8997.48,4872.18,9145.82,5199.94,3053.76,8496.18,874.821,2949.02,4944.04,2847.2,5635.11,7172.63,2087.29,502.328,8774.41,6547.32,4757.93,8378.47
3,8998.88,4873.57,9147.21,5201.33,3055.15,8497.57,876.211,2950.41,4945.42,2848.59,5636.5,7174.02,2088.68,503.727,8775.79,6548.71,4759.33,8379.85
3.05,9000.27,4874.97,9148.6,5202.72,3056.54,8498.96,877.602,2951.8,4946.81,2849.98,5637.89,7175.41,2090.07,505.125,8777.18,6550.1,4760.72,8381.23
3.1,9001.66,4876.36,9149.99,5204.11,3057.93,8500.34,878.992,2953.19,4948.2,2851.37,5639.28,7176.8,2091.46,506.523,8778.57,6551.49,4762.11,8382.61
3.15,9003.06,4877.75,9151.38,5205.5,3059.32,8501.73,880.383,2954.58,4949.59,2852.76,5640.67,7178.19,2092.85,507.922,8779.96,6552.88,4763.5,8383.99
3.2,9004.45,4879.15,9152.77,5206.89,3060.71,8503.12,881.773,2955.97,4950.98,2854.14,5642.06,7179.58,2094.24,509.32,8781.35,6554.26,4764.9,8385.37
3.25,9005.85,4880.54,9154.16,5208.28,3062.1,8504.5,883.164,2957.36,4952.37,2855.53,5643.45,7180.97,2095.63,510.718,8782.74,6555.65,4766.29,8386.75
3.3,9007.24,4881.94,9155.55,5209.66,3063.48,8505.89,884.554,2958.75,4953.76,2856.92,5644.84,7182.35,2097.02,512.117,8784.13,6557.04,4767.68,8388.13
3.35,9008.63,4883.33,9156.93,5211.05,3064.87,8507.28,885.945,2960.14,4955.15,2858.31,5646.23,7183.74,2098.41,513.515,8785.52,6558.43,4769.07,8389.51
3.4,9010.03,4884.72,9158.32,5212.44,3066.26,8508.67,887.335,2961.53,4956.54,2859.7,5647.62,7185.13,2099.8,514.914,8786.91,6559.82,4770.47,8390.89
3.45,9011.42,4886.12,9159.71,5213.83,3067.65,8510.05,888.726,2962.92,4957.92,2861.09,5649.01,7186.52,2101.19,516.312,8788.29,6561.21,4771.86,8392.28
3.5,9012.81,4887.51,9161.1,5215.22,3069.04,8511.44,890.117,2964.31,4959.31,2862.48,5650.4,7187.91,2102.58,517.71,8789.68,6562.6,4773.25,8393.66
3.55,9014.21,4888.91,9162.49,5216.61,3070.43,8512.83,891.507,2965.7,4960.7,2863.87,5651.79,7189.3,2103.97,519.109,8791.07,6563.98,4774.64,8395.04
3.6,9015.6,4890.3,9163.88,5218,3071.82,8514.21,892.898,2967.09,4962.09,2865.26,5653.18,7190.69,2105.36,520.507,8792.46,6565.37,4776.03,8396.42
3.65,9016.99,4891.69,9165.27,5219.39,3073.21,8515.6,894.288,2968.48,4963.48,2866.64,5654.57,7192.08,2106.75,521.905,8793.85,6566.76,4777.43,8397.8
3.7,9018.39,4893.09,9166.66,5220.78,3074.6,8516.99,895.679,2969.87,4964.87,2868.03,5655.96,7193.46,2108.15,523.304,8795.24,6568.15,4778.82,8399.18
3.75,9019.78,4894.48,9168.05,5222.17,3075.98,8518.38,897.069,2971.26,4966.26,2869.42,5657.35,7194.85,2109.54,524.702,8796.63,6569.54,4780.21,8400.56
3.8,9021.18,4895.88,9169.43,5223.56,3077.37,8519.76,898.46,2972.65,4967.65,2870.81,5658.74,7196.24,2110.93,526.1,8798.02,6570.93,4781.6,8401.94
3.85,9022.57,4897.27,9170.82,5224.95,3078.76,8521.15,899.85,2974.04,4969.04,2872.2,5660.13,7197.63,2112.32,527.499,8799.41,6572.32,4783,8403.32
3.9,9023.96,4898.66,9172.21,5226.34,3080.15,8522.54,901.241,2975.43,4970.42,2873.59,5661.52,7199.02,2113.71,528.897,8800.79,6573.71,4784.39,8404.7
3.95,9025.36,4900.06,9173.6,5227.73,3081.54,8523.93,902.631,2976.82,4971.81,2874.98,5662.91,7200.41,2115.1,530.295,8802.18,6575.09,4785.78,8406.08
4,9026.75,4901.45,9174.99,5229.12,3082.93,8525.31,904.022,2978.21,4973.2,2876.37,5664.3,7201.8,2116.49,531.694,8803.57,6576.48,4787.17,8407.46
4.05,9028.14,4902.85,9176.38,5230.51,3084.32,8526.7,905.412,2979.6,4974.59,2877.76,5665.69,7203.18,2117.88,533.092,8804.96,6577.87,4788.56,8408.84
4.1,9029.54,4904.24,9177.77,5231.9,3085.71,8528.09,906.803,2980.99,4975.98,2879.14,5667.08,7204.57,2119.27,534.491,8806.35,6579.26,4789.96,8410.22
4.15,9030.93,4905.63,9179.16,5233.29,3087.1,8529.47,908.193,2982.38,4977.37,2880.53,5668.47,7205.96,2120.66,535.889,8807.74,6580.65,4791.35,8411.6
4.2,9032.32,4907.03,9180.55,5234.68,3088.48,8530.86,909.584,2983.77,4978.76,2881.92,5669.86,7207.35,2122.05,537.287,8809.13,6582.04,4792.74,8412.98
4.25,9033.72,4908.42,9181.93,5236.07,3089.87,8532.25,910.974,2985.16,4980.15,2883.31,5671.25,7208.74,2123.44,538.686,8810.52,6583.43,4794.13,8414.36
4.3,9035.11,4909.82,9183.32,5237.45,3091.26,8533.64,912.365,2986.56,4981.54,2884.7,5672.65,7210.13,2124.83,540.084,8811.91,6584.81,4795.53,8415.74
4.35,9036.51,4911.21,9184.71,5238.84,3092.65,8535.02,913.756,2987.95,4982.92,2886.09,5674.04,7211.52,2126.22,541.482,8813.29,6586.2,4796.92,8417.12
4.4,9037.9,4912.6,9186.1,5240.23,3094.04,8536.41,915.146,2989.34,4984.31,2887.48,5675.43,7212.91,2127.61,542.881,8814.68,6587.59,4798.31,8418.5
4.45,9039.29,4914,9187.49,5241.62,3095.43,8537.8,916.537,2990.73,4985.7,2888.87,5676.82,7214.29,2129,544.279,8816.07,6588.98,4799.7,8419.88
4.5,9040.69,4915.39,9188.88,5243.01,3096.82,8539.18,917.927,2992.12,4987.09,2890.26,5678.21,7215.68,2130.39,545.677,8817.46,6590.37,4801.1,8421.26
4.55,9042.08,4916.78,9190.27,5244.4,3098.21,8540.57,919.318,2993.51,4988.48,2891.64,5679.6,7217.07,2131.78,547.076,8818.85,6591.76,4802.49,8422.64
4.6,9043.47,4918.18,9191.66,5245.79,3099.6,8541.96,920.708,2994.9,4989.87,2893.03,5680.99,7218.46,2133.17,548.474,8820.24,6593.15,4803.88,8424.02
4.65,9044.87,4919.57,9193.05,5247.18,3100.98,8543.35,922.099,2996.29,4991.26,2894.42,5682.38,7219.85,2134.56,549.873,8821.63,6594.54,4805.27,8425.4
4.7,9046.26,4920.97,9194.43,5248.57,3102.37,8544.73,923.489,2997.68,4992.65,2895.81,5683.77,7221.24,2135.95,551.271,8823.02,6595.92,4806.66,8426.78
4.75,9047.66,4922.36,9195.82,5249.96,3103.76,8546.12,924.88,2999.07,4994.04,2897.2,5685.16,7222.63,2137.34,552.669,8824.41,6597.31,4808.06,8428.16
4.8,9049.05,4923.75,9197.21,5251.35,3105.15,8547.51,926.27,3000.46,4995.42,2898.59,5686.55,7224.02,2138.73,554.068,8825.79,6598.7,4809.45,8429.54
4.85,9050.44,4925.15,9198.6,5252.74,3106.54,8548.89,927.661,3001.85,4996.81,2899.98,5687.94,7225.4,2140.12,555.466,8827.18,6600.09,4810.84,8430.92
4.9,9051.84,4926.54,9199.99,5254.13,3107.93,8550.28,929.051,3003.24,4998.2,2901.37,5689.33,7226.79,2141.51,556.864,8828.57,6601.48,4812.23,8432.3
4.95,9053.23,4927.94,9201.38,5255.52,3109.32,8551.67,930.442,3004.63,4999.59,2902.76,5690.72,7228.18,2142.9,558.263,8829.96,6602.87,4813.63,8433.68
5,9054.62,4929.33,9202.77,5256.91,3110.71,8553.06,931.832,3006.02,5000.98,2904.14,5692.11,7229.57,2144.29,559.661,8831.35,6604.26,4815.02,8435.06
5.05,9056.02,4930.72,9204.16,5258.3,3112.1,8554.44,933.223,3007.41,5002.37,2905.53,5693.5,7230.96,2145.68,561.059,8832.74,6605.65,4816.41,8436.44
5.1,9057.41,4932.12,9205.55,5259.69,3113.48,8555.83,934.614,3008.8,5003.76,2906.92,5694.89,7232.35,2147.07,562.458,8834.13,6607.03,4817.8,8437.82
5.15,9058.8,4933.51,9206.93,5261.08,3114.87,8557.22,936.004,3010.19,5005.15,2908.31,5696.28,7233.74,2148.46,563.856,8835.52,6608.42,4819.19,8439.2
5.2,9060.2,4934.91,9208.32,5262.47,3116.26,8558.6,937.395,3011.58,5006.54,2909.7,5697.67,7235.12,2149.85,565.255,8836.91,6609.81,4820.59,8440.58
5.25,9061.59,4936.3,9209.71,5263.86,3117.65,8559.99,938.785,3012.97,5007.92,2911.09,5699.06,7236.51,2151.24,566.653,8838.29,6611.2,4821.98,8441.96
5.3,9062.99,4937.69,9211.1,5265.24,3119.04,8561.38,940.176,3014.36,5009.31,2912.48,5700.45,7237.9,2152.63,568.051,8839.68,6612.59,4823.37,8443.34
5.35,9064.38,4939.09,9212.49,5266.63,3120.43,8562.77,941.566,3015.75,5010.7,2913.87,5701.84,7239.29,2154.02,569.45,8841.07,6613.98,4824.76,8444.72
5.4,9065.77,4940.48,9213.88,5268.02,3121.82,8564.15,942.957,3017.14,5012.09,2915.26,5703.23,7240.68,2155.41,570.848,8842.46,6615.37,4826.16,8446.1
5.45,9067.17,4941.88,9215.27,5269.41,3123.21,8565.54,944.347,3018.53,5013.48,2916.64,5704.62,7242.07,2156.8,572.246,8843.85,6616.75,4827.55,8447.48
5.5,9068.56,4943.27,9216.66,5270.8,3124.6,8566.93,945.738,3019.92,5014.87,2918.03,5706.01,7243.46,2158.19,573.645,8845.24,6618.14,4828.94,8448.86
5.55,9069.95,4944.66,9218.05,5272.19,3125.98,8568.32,947.128,3021.31,5016.26,2919.42,5707.4,7244.85,2159.58,575.043,8846.63,6619.53,4830.33,8450.24
5.6,9071.35,4946.06,9219.43,5273.58,3127.37,8569.7,948.519,3022.7,5017.65,2920.81,5708.79,7246.23,2160.97,576.441,8848.02,6620.92,4831.73,8451.62
5.65,9072.74,4947.45,9220.82,5274.97,3128.76,8571.09,949.909,3024.09,5019.04,2922.2,5710.18,7247.62,2162.36,577.84,8849.41,6622.31,4833.12,8453
5.7,9074.13,4948.85,9222.21,5276.36,3130.15,8572.48,951.3,3025.48,5020.42,2923.59,5711.57,7249.01,2163.75,579.238,8850.79,6623.7,4834.51,8454.38
5.75,9075.53,4950.24,9223.6,5277.75,3131.54,8573.86,952.691,3026.87,5021.81,2924.98,5712.96,7250.4,2165.15,580.637,8852.18,6625.09,4835.9,8455.76
5.8,9076.92,4951.63,9224.99,5279.14,3132.93,8575.25,954.081,3028.26,5023.2,2926.37,5714.35,7251.79,2166.54,582.035,8853.57,6626.48,4837.29,8457.14
5.85,9078.32,4953.03,9226.38,5280.53,3134.32,8576.64,955.472,3029.65,5024.59,2927.76,5715.74,7253.18,2167.93,583.433,8854.96,6627.86,4838.69,8458.53
5.9,9079.71,4954.42,9227.77,5281.92,3135.71,8578.03,956.862,3031.05,5025.98,2929.14,5717.13,7254.57,2169.32,584.832,8856.35,6629.25,4840.08,8459.91
5.95,9081.1,4955.82,9229.16,5283.31,3137.1,8579.41,958.253,3032.44,5027.37,2930.53,5718.52,7255.95,2170.71,586.23,8857.74,6630.64,4841.47,8461.29
6,9082.5,4957.21,9230.55,5284.7,3138.48,8580.8,959.643,3033.83,5028.76,2931.92,5719.91,7257.34,2172.1,587.628,8859.13,6632.03,4842.86,8462.67
6.05,9083.89,4958.6,9231.93,5286.09,3139.87,8582.19,961.034,3035.22,5030.15,2933.31,5721.3,7258.73,2173.49,589.027,8860.52,6633.42,4844.26,8464.05
6.1,9085.28,4960,9233.32,5287.48,3141.26,8583.57,962.424,3036.61,5031.54,2934.7,5722.69,7260.12,2174.88,590.425,8861.91,6634.81,4845.65,8465.43
6.15,9086.68,4961.39,9234.71,5288.87,3142.65,8584.96,963.815,3038,5032.92,2936.09,5724.08,7261.51,2176.27,591.823,8863.29,6636.2,4847.04,8466.81
6.2,9088.07,4962.78,9236.1,5290.26,3144.04,8586.35,965.205,3039.39,5034.31,2937.48,5725.47,7262.9,2177.66,593.222,8864.68,6637.59,4848.43,8468.19
6.25,9089.47,4964.18,9237.49,5291.65,3145.43,8587.74,966.596,3040.78,5035.7,2938.87,5726.86,7264.29,2179.05,594.62,8866.07,6638.97,4849.82,8469.57
6.3,9090.86,4965.57,9238.88,5293.03,3146.82,8589.12,967.987,3042.17,5037.09,2940.26,5728.25,7265.68,2180.44,596.019,8867.46,6640.36,4851.22,8470.95
6.35,9092.25,4966.97,9240.27,5294.42,3148.21,8590.51,969.377,3043.56,5038.48,2941.64,5729.64,7267.06,2181.83,597.417,8868.85,6641.75,4852.61,8472.33
6.4,9093.65,4968.36,9241.66,5295.81,3149.6,8591.9,970.768,3044.95,5039.87,2943.03,5731.03,7268.45,2183.22,598.815,8870.24,6643.14,4854,8473.71
6.45,9095.04,4969.75,9243.05,5297.2,3150.98,8593.28,972.158,3046.34,5041.26,2944.42,5732.42,7269.84,2184.61,600.214,8871.63,6644.53,4855.39,8475.09
6.5,9096.43,4971.15,9244.43,5298.59,3152.37,8594.67,973.549,3047.73,5042.65,2945.81,5733.81,7271.23,2186,601.612,8873.02,6645.92,4856.79,8476.47
6.55,9097.83,4972.54,9245.82,5299.98,3153.76,8596.06,974.939,3049.12,5044.04,2947.2,5735.2,7272.62,2187.39,603.01,8874.41,6647.31,4858.18,8477.85
6.6,9099.22,4973.94,9247.21,5301.37,3155.15,8597.45,976.33,3050.51,5045.42,2948.59,5736.59,7274.01,2188.78,604.409,8875.79,6648.69,4859.57,8479.23
6.65,9100.61,4975.33,9248.6,5302.76,3156.54,8598.83,977.72,3051.9,5046.81,2949.98,5737.98,7275.4,2190.17,605.807,8877.18,6650.08,4860.96,8480.61
6.7,9102.01,4976.72,9249.99,5304.15,3157.93,8600.22,979.111,3053.29,5048.2,2951.37,5739.37,7276.78,2191.56,607.206,8878.57,6651.47,4862.36,8481.99
6.75,9103.4,4978.12,9251.38,5305.54,3159.32,8601.61,980.501,3054.68,5049.59,2952.76,5740.76,7278.17,2192.95,608.604,8879.96,6652.86,4863.75,8483.37
6.8,9104.8,4979.51,9252.77,5306.93,3160.71,8602.99,981.892,3056.07,5050.98,2954.14,5742.15,7279.56,2194.34,610.002,8881.35,6654.25,4865.14,8484.75
6.85,9106.19,4980.91,9254.16,5308.32,3162.1,8604.38,983.282,3057.46,5052.37,2955.53,5743.54,7280.95,2195.73,611.401,8882.74,6655.64,4866.53,8486.13
6.9,9107.58,4982.3,9255.55,5309.71,3163.48,8605.77,984.673,3058.85,5053.76,2956.92,5744.93,7282.34,2197.12,612.799,8884.13,6657.03,4867.92,8487.51
6.95,9108.98,4983.69,9256.93,5311.1,3164.87,8607.16,986.064,3060.24,5055.15,2958.31,5746.32,7283.73,2198.51,614.197,8885.52,6658.42,4869.32,8488.89
7,9110.37,4985.09,9258.32,5312.49,3166.26,8608.54,987.454,3061.63,5056.54,2959.7,5747.71,7285.12,2199.9,615.596,8886.91,6659.8,4870.71,8490.27
7.05,9111.76,4986.48,9259.71,5313.88,3167.65,8609.93,988.845,3063.02,5057.92,2961.09,5749.1,7286.51,2201.29,616.994,8888.29,6661.19,4872.1,8491.65
7.1,9113.16,4987.88,9261.1,5315.27,3169.04,8611.32,990.235,3064.41,5059.31,2962.48,5750.49,7287.89,2202.68,618.393,8889.68,6662.58,4873.49,8493.03
7.15,9114.55,4989.27,9262.49,5316.66,3170.43,8612.71,991.626,3065.8,5060.7,2963.87,5751.88,7289.28,2204.07,619.791,8891.07,6663.97,4874.89,8494.41
7.2,9115.94,4990.66,9263.88,5318.05,3171.82,8614.09,993.016,3067.19,5062.09,2965.26,5753.27,7290.67,2205.46,621.189,8892.46,6665.36,4876.28,8495.79
7.25,9117.34,4992.06,9265.27,5319.44,3173.21,8615.48,994.407,3068.58,5063.48,2966.64,5754.67,7292.06,2206.85,622.588,8893.85,6666.75,4877.67,8497.17
7.3,9118.73,4993.45,9266.66,5320.82,3174.6,8616.87,995.797,3069.97,5064.87,2968.03,5756.06,7293.45,2208.24,623.986,8895.24,6668.14,4879.06,8498.55
7.35,9120.13,4994.85,9268.05,5322.21,3175.98,8618.25,997.188,3071.36,5066.26,2969.42,5757.45,7294.84,2209.63,625.384,8896.63,6669.52,4880.45,8499.93
7.4,9121.52,4996.24,9269.43,5323.6,3177.37,8619.64,998.578,3072.75,5067.65,2970.81,5758.84,7296.23,2211.02,626.783,8898.02,6670.91,4881.85,8501.31
7.45,9122.91,4997.63,9270.82,5324.99,3178.76,8621.03,999.969,3074.14,5069.04,2972.2,5760.23,7297.61,2212.41,628.181,8899.41,6672.3,4883.24,8502.69
7.5,9124.31,4999.03,9272.21,5326.38,3180.15,8622.42,1001.36,3075.54,5070.42,2973.59,5761.62,7299,2213.8,629.58,8900.79,6673.69,4884.63,8504.07
