time,N1,N2,N3,N4,N5,N6,N7,N8,N9
1.35,5121.32,4059.5,2879.09,5513.21,8672.67,7774.43,8412.95,737.69,1406.89
1.4,5122.73,4060.89,2880.49,5514.6,8674.06,7775.82,8414.33,739.08,1408.29
1.45,5124.13,4062.28,2881.88,5516,8675.45,7777.21,8415.72,740.47,1409.7
1.5,5125.54,4063.67,2883.28,5517.39,8676.84,7778.6,8417.11,741.86,1411.1
1.55,5126.95,4065.06,2884.67,5518.78,8678.23,7779.99,8418.49,743.25,1412.51
1.6,5128.35,4066.45,2886.07,5520.17,8679.62,7781.37,8419.88,744.64,1413.92
1.65,5129.76,4067.84,2887.46,5521.57,8681.01,7782.76,8421.26,746.03,1415.32
1.7,5131.16,4069.22,2888.86,5522.96,8682.4,7784.15,8422.65,747.42,1416.73
1.75,5132.57,4070.61,2890.25,5524.35,8683.79,7785.54,8424.03,748.81,1418.13
1.8,5133.97,4072,2891.65,5525.74,8685.17,7786.93,8425.42,750.2,1419.54
1.85,5135.38,4073.39,2893.05,5527.14,8686.56,7788.32,8426.8,751.59,1420.94
1.9,5136.78,4074.78,2894.44,5528.53,8687.95,7789.7,8428.19,752.98,1422.35
1.95,5138.19,4076.17,2895.84,5529.92,8689.34,7791.09,8429.57,754.37,1423.75
2,5139.59,4077.56,2897.23,5531.31,8690.73,7792.48,8430.96,755.761,1425.16
2.05,5141,4078.95,2898.63,5532.71,8692.12,7793.87,8432.34,757.151,1426.56
2.1,5142.41,4080.34,2900.02,5534.1,8693.51,7795.26,8433.73,758.541,1427.97
2.15,5143.81,4081.72,2901.42,5535.49,8694.9,7796.64,8435.11,759.931,1429.38
2.2,5145.22,4083.11,2902.81,5536.88,8696.29,7798.03,8436.5,761.321,1430.78
2.25,5146.62,4084.5,2904.21,5538.27,8697.67,7799.42,8437.88,762.711,1432.19
2.3,5148.03,4085.89,2905.6,5539.67,8699.06,7800.81,8439.27,764.101,1433.59
2.35,5149.43,4087.28,2907,5541.06,8700.45,7802.2,8440.65,765.491,1435
2.4,5150.84,4088.67,2908.39,5542.45,8701.84,7803.59,8442.04,766.881,1436.4
2.45,5152.24,4090.06,2909.79,5543.84,8703.23,7804.97,8443.43,768.271,1437.81
2.5,5153.65,4091.45,2911.18,5545.24,8704.62,7806.36,8444.81,769.661,1439.21
2.55,5155.05,4092.84,2912.58,5546.63,8706.01,7807.75,8446.2,771.051,1440.62
2.6,5156.46,4094.22,2913.97,5548.02,8707.4,7809.14,8447.58,772.441,1442.03
2.65,5157.86,4095.61,2915.37,5549.41,8708.79,7810.53,8448.97,773.831,1443.43
2.7,5159.27,4097,2916.76,5550.81,8710.17,7811.92,8450.35,775.221,1444.84
2.75,5160.68,4098.39,2918.16,5552.2,8711.56,7813.3,8451.74,776.611,1446.24
2.8,5162.08,4099.78,2919.56,5553.59,8712.95,7814.69,8453.12,778.002,1447.65
2.85,5163.49,4101.17,2920.95,5554.98,8714.34,7816.08,8454.51,779.392,1449.05
2.9,5164.89,4102.56,2922.35,5556.38,8715.73,7817.47,8455.89,780.782,1450.46
2.95,5166.3,4103.95,2923.74,5557.77,8717.12,7818.86,8457.28,782.172,1451.86
3,5167.7,4105.34,2925.14,5559.16,8718.51,7820.24,8458.66,783.562,1453.27
3.05,5169.11,4106.72,2926.53,5560.55,8719.9,7821.63,8460.05,784.952,1454.67
3.1,5170.51,4108.11,2927.93,5561.94,8721.29,7823.02,8461.43,786.342,1456.08
3.15,5171.92,4109.5,2929.32,5563.34,8722.67,7824.41,8462.82,787.732,1457.49
3.2,5173.32,4110.89,2930.72,5564.73,8724.06,7825.8,8464.2,789.122,1458.89
3.25,5174.73,4112.28,2932.11,5566.12,8725.45,7827.19,8465.59,790.512,1460.3
3.3,5176.14,4113.67,2933.51,5567.51,8726.84,7828.57,8466.98,791.902,1461.7
3.35,5177.54,4115.06,2934.9,5568.91,8728.23,7829.96,8468.36,793.292,1463.11
3.4,5178.95,4116.45,2936.3,5570.3,8729.62,7831.35,8469.75,794.682,1464.51
3.45,5180.35,4117.84,2937.69,5571.69,8731.01,7832.74,8471.13,796.072,1465.92
3.5,5181.76,4119.22,2939.09,5573.08,8732.4,7834.13,8472.52,797.462,1467.32
3.55,5183.16,4120.61,2940.48,5574.48,8733.79,7835.52,8473.9,798.852,1468.73
3.6,5184.57,4122,2941.88,5575.87,8735.17,7836.9,8475.29,800.243,1470.14
3.65,5185.97,4123.39,2943.28,5577.26,8736.56,7838.29,8476.67,801.633,1471.54
3.7,5187.38,4124.78,2944.67,5578.65,8737.95,7839.68,8478.06,803.023,1472.95
3.75,5188.78,4126.17,2946.07,5580.05,8739.34,7841.07,8479.44,804.413,1474.35
3.8,5190.19,4127.56,2947.46,5581.44,8740.73,7842.46,8480.83,805.803,1475.76
3.85,5191.6,4128.95,2948.86,5582.83,8742.12,7843.84,8482.21,807.193,1477.16
3.9,5193,4130.34,2950.25,5584.22,8743.51,7845.23,8483.6,808.583,1478.57
3.95,5194.41,4131.72,2951.65,5585.62,8744.9,7846.62,8484.98,809.973,1479.97
4,5195.81,4133.11,2953.04,5587.01,8746.29,7848.01,8486.37,811.363,1481.38
4.05,5197.22,4134.5,2954.44,5588.4,8747.67,7849.4,8487.75,812.753,1482.78
4.1,5198.62,4135.89,2955.83,5589.79,8749.06,7850.79,8489.14,814.143,1484.19
4.15,5200.03,4137.28,2957.23,5591.18,8750.45,7852.17,8490.52,815.533,1485.6
4.2,5201.43,4138.67,2958.62,5592.58,8751.84,7853.56,8491.91,816.923,1487
4.25,5202.84,4140.06,2960.02,5593.97,8753.23,7854.95,8493.3,818.313,1488.41
4.3,5204.25,4141.45,2961.41,5595.36,8754.62,7856.34,8494.68,819.703,1489.81
4.35,5205.65,4142.84,2962.81,5596.75,8756.01,7857.73,8496.07,821.093,1491.22
4.4,5207.06,4144.22,2964.2,5598.15,8757.4,7859.12,8497.45,822.484,1492.62
4.45,5208.46,4145.61,2965.6,5599.54,8758.79,7860.5,8498.84,823.874,1494.03
4.5,5209.87,4147,2967,5600.93,8760.17,7861.89,8500.22,825.264,1495.43
4.55,5211.27,4148.39,2968.39,5602.32,8761.56,7863.28,8501.61,826.654,1496.84
4.6,5212.68,4149.78,2969.79,5603.72,8762.95,7864.67,8502.99,828.044,1498.25
4.65,5214.08,4151.17,2971.18,5605.11,8764.34,7866.06,8504.38,829.434,1499.65
4.7,5215.49,4152.56,2972.58,5606.5,8765.73,7867.44,8505.76,830.824,1501.06
4.75,5216.89,4153.95,2973.97,5607.89,8767.12,7868.83,8507.15,832.214,1502.46
4.8,5218.3,4155.34,2975.37,5609.29,8768.51,7870.22,8508.53,833.604,1503.87
4.85,5219.71,4156.72,2976.76,5610.68,8769.9,7871.61,8509.92,834.994,1505.27
4.9,5221.11,4158.11,2978.16,5612.07,8771.29,7873,8511.3,836.384,1506.68
4.95,5222.52,4159.5,2979.55,5613.46,8772.67,7874.39,8512.69,837.774,1508.08
5,5223.92,4160.89,2980.95,5614.85,8774.06,7875.77,8514.07,839.164,1509.49
5.05,5225.33,4162.28,2982.34,5616.25,8775.45,7877.16,8515.46,840.554,1510.89
5.1,5226.73,4163.67,2983.74,5617.64,8776.84,7878.55,8516.85,841.944,1512.3
5.15,5228.14,4165.06,2985.13,5619.03,8778.23,7879.94,8518.23,843.334,1513.71
5.2,5229.54,4166.45,2986.53,5620.42,8779.62,7881.33,8519.62,844.725,1515.11
5.25,5230.95,4167.84,2987.92,5621.82,8781.01,7882.71,8521,846.115,1516.52
5.3,5232.35,4169.22,2989.32,5623.21,8782.4,7884.1,8522.39,847.505,1517.92
5.35,5233.76,4170.61,2990.71,5624.6,8783.79,7885.49,8523.77,848.895,1519.33
5.4,5235.17,4172,2992.11,5625.99,8785.17,7886.88,8525.16,850.285,1520.73
5.45,5236.57,4173.39,2993.51,5627.39,8786.56,7888.27,8526.54,851.675,1522.14
5.5,5237.98,4174.78,2994.9,5628.78,8787.95,7889.66,8527.93,853.065,1523.54
5.55,5239.38,4176.17,2996.3,5630.17,8789.34,7891.04,8529.31,854.455,1524.95
5.6,5240.79,4177.56,2997.69,5631.56,8790.73,7892.43,8530.7,855.845,1526.36
5.65,5242.19,4178.95,2999.09,5632.96,8792.12,7893.82,8532.08,857.235,1527.76
5.7,5243.6,4180.34,3000.48,5634.35,8793.51,7895.21,8533.47,858.625,1529.17
5.75,5245,4181.72,3001.88,5635.74,8794.9,7896.6,8534.85,860.015,1530.57
5.8,5246.41,4183.11,3003.27,5637.13,8796.29,7897.99,8536.24,861.405,1531.98
5.85,5247.81,4184.5,3004.67,5638.52,8797.67,7899.37,8537.62,862.795,1533.38
5.9,5249.22,4185.89,3006.06,5639.92,8799.06,7900.76,8539.01,864.185,1534.79
5.95,5250.63,4187.28,3007.46,5641.31,8800.45,7902.15,8540.4,865.575,1536.19
6,5252.03,4188.67,3008.85,5642.7,8801.84,7903.54,8541.78,866.966,1537.6
6.05,5253.44,4190.06,3010.25,5644.09,8803.23,7904.93,8543.17,868.356,1539.01
6.1,5254.84,4191.45,3011.64,5645.49,8804.62,7906.31,8544.55,869.746,1540.41
6.15,5256.25,4192.84,3013.04,5646.88,8806.01,7907.7,8545.94,871.136,1541.82
6.2,5257.65,4194.22,3014.43,5648.27,8807.4,7909.09,8547.32,872.526,1543.22
6.25,5259.06,4195.61,3015.83,5649.66,8808.79,7910.48,8548.71,873.916,1544.63
6.3,5260.46,4197,3017.23,5651.06,8810.17,7911.87,8550.09,875.306,1546.03
6.35,5261.87,4198.39,3018.62,5652.45,8811.56,7913.26,8551.48,876.696,1547.44
6.4,5263.27,4199.78,3020.02,5653.84,8812.95,7914.64,8552.86,878.086,1548.84
6.45,5264.68,4201.17,3021.41,5655.23,8814.34,7916.03,8554.25,879.476,1550.25
6.5,5266.09,4202.56,3022.81,5656.63,8815.73,7917.42,8555.63,880.866,1551.65
6.55,5267.49,4203.95,3024.2,5658.02,8817.12,7918.81,8557.02,882.256,1553.06
6.6,5268.9,4205.34,3025.6,5659.41,8818.51,7920.2,8558.4,883.646,1554.47
6.65,5270.3,4206.72,3026.99,5660.8,8819.9,7921.59,8559.79,885.036,1555.87
6.7,5271.71,4208.11,3028.39,5662.19,8821.29,7922.97,8561.17,886.426,1557.28
6.75,5273.11,4209.5,3029.78,5663.59,8822.67,7924.36,8562.56,887.816,1558.68
6.8,5274.52,4210.89,3031.18,5664.98,8824.06,7925.75,8563.95,889.206,1560.09
6.85,5275.92,4212.28,3032.57,5666.37,8825.45,7927.14,8565.33,890.597,1561.49
6.9,5277.33,4213.67,3033.97,5667.76,8826.84,7928.53,8566.72,891.987,1562.9
6.95,5278.73,4215.06,3035.36,5669.16,8828.23,7929.91,8568.1,893.377,1564.3
7,5280.14,4216.45,3036.76,5670.55,8829.62,7931.3,8569.49,894.767,1565.71
7.05,5281.55,4217.84,3038.15,5671.94,8831.01,7932.69,8570.87,896.157,1567.12
7.1,5282.95,4219.22,3039.55,5673.33,8832.4,7934.08,8572.26,897.547,1568.52
7.15,5284.36,4220.61,3040.95,5674.73,8833.79,7935.47,8573.64,898.937,1569.93
7.2,5285.76,4222,3042.34,5676.12,8835.17,7936.86,8575.03,900.327,1571.33
7.25,5287.17,4223.39,3043.74,5677.51,8836.56,7938.24,8576.41,901.717,1572.74
7.3,5288.57,4224.78,3045.13,5678.9,8837.95,7939.63,8577.8,903.107,1574.14
7.35,5289.98,4226.17,3046.53,5680.3,8839.34,7941.02,8579.18,904.497,1575.55
7.4,5291.38,4227.56,3047.92,5681.69,8840.73,7942.41,8580.57,905.887,1576.95
7.45,5292.79,4228.95,3049.32,5683.08,8842.12,7943.8,8581.95,907.277,1578.36
7.5,5294.19,4230.34,3050.71,5684.47,8843.51,7945.19,8583.34,908.667,1579.77
7.55,5295.6,4231.72,3052.11,5685.86,8844.9,7946.57,8584.72,910.057,1581.17
7.6,5297.01,4233.11,3053.5,5687.26,8846.29,7947.96,8586.11,911.447,1582.58
7.65,5298.41,4234.5,3054.9,5688.65,8847.67,7949.35,8587.5,912.837,1583.98
7.7,5299.82,4235.89,3056.29,5690.04,8849.06,7950.74,8588.88,914.228,1585.39
7.75,5301.22,4237.28,3057.69,5691.43,8850.45,7952.13,8590.27,915.618,1586.79
7.8,5302.63,4238.67,3059.08,5692.83,8851.84,7953.51,8591.65,917.008,1588.2
7.85,5304.03,4240.06,3060.48,5694.22,8853.23,7954.9,8593.04,918.398,1589.6
7.9,5305.44,4241.45,3061.87,5695.61,8854.62,7956.29,8594.42,919.788,1591.01
7.95,5306.84,4242.84,3063.27,5697,8856.01,7957.68,8595.81,921.178,1592.42
8,5308.25,4244.22,3064.67,5698.4,8857.4,7959.07,8597.19,922.568,1593.82
8.05,5309.66,4245.61,3066.06,5699.79,8858.79,7960.46,8598.58,923.958,1595.23
8.1,5311.06,4247,3067.46,5701.18,8860.17,7961.84,8599.96,925.348,1596.63
8.15,5312.47,4248.39,3068.85,5702.57,8861.56,7963.23,8601.35,926.738,1598.04
8.2,5313.87,4249.78,3070.25,5703.97,8862.95,7964.62,8602.73,928.128,1599.44
8.25,5315.28,4251.17,3071.64,5705.36,8864.34,7966.01,8604.12,929.518,1600.85
8.3,5316.68,4252.56,3073.04,5706.75,8865.73,7967.4,8605.5,930.908,1602.25
8.35,5318.09,4253.95,3074.43,5708.14,8867.12,7968.79,8606.89,932.298,1603.66
8.4,5319.49,4255.34,3075.83,5709.53,8868.51,7970.17,8608.28,933.688,1605.06
8.45,5320.9,4256.72,3077.22,5710.93,8869.9,7971.56,8609.66,935.078,1606.47
8.5,5322.3,4258.11,3078.62,5712.32,8871.29,7972.95,8611.05,936.468,1607.88
8.55,5323.71,4259.5,3080.01,5713.71,8872.67,7974.34,8612.43,937.859,1609.28
8.6,5325.12,4260.89,3081.41,5715.1,8874.06,7975.73,8613.82,939.249,1610.69
8.65,5326.52,4262.28,3082.8,5716.5,8875.45,7977.11,8615.2,940.639,1612.09
8.7,5327.93,4263.67,3084.2,5717.89,8876.84,7978.5,8616.59,942.029,1613.5
8.75,5329.33,4265.06,3085.59,5719.28,8878.23,7979.89,8617.97,943.419,1614.9
8.8,5330.74,4266.45,3086.99,5720.67,8879.62,7981.28,8619.36,944.809,1616.31
8.85,5332.14,4267.84,3088.39,5722.07,8881.01,7982.67,8620.74,946.199,1617.71
8.9,5333.55,4269.22,3089.78,5723.46,8882.4,7984.06,8622.13,947.589,1619.12
8.95,5334.95,4270.61,3091.18,5724.85,8883.79,7985.44,8623.51,948.979,1620.53
9,5336.36,4272,3092.57,5726.24,8885.17,7986.83,8624.9,950.369,1621.93
9.05,5337.76,4273.39,3093.97,5727.64,8886.56,7988.22,8626.28,951.759,1623.34
9.1,5339.17,4274.78,3095.36,5729.03,8887.95,7989.61,8627.67,953.149,1624.74
9.15,5340.58,4276.17,3096.76,5730.42,8889.34,7991,8629.05,954.539,1626.15
9.2,5341.98,4277.56,3098.15,5731.81,8890.73,7992.39,8630.44,955.929,1627.55
9.25,5343.39,4278.95,3099.55,5733.2,8892.12,7993.77,8631.83,957.319,1628.96
9.3,5344.79,4280.34,3100.94,5734.6,8893.51,7995.16,8633.21,958.709,1630.36
9.35,5346.2,4281.72,3102.34,5735.99,8894.9,7996.55,8634.6,960.099,1631.77
9.4,5347.6,4283.11,3103.73,5737.38,8896.29,7997.94,8635.98,961.49,1633.18
9.45,5349.01,4284.5,3105.13,5738.77,8897.67,7999.33,8637.37,962.88,1634.58
9.5,5350.41,4285.89,3106.52,5740.17,8899.06,8000.71,8638.75,964.27,1635.99
9.55,5351.82,4287.28,3107.92,5741.56,8900.45,8002.1,8640.14,965.66,1637.39
9.6,5353.23,4288.67,3109.32,5742.95,8901.84,8003.49,8641.52,967.05,1638.8
9.65,5354.63,4290.06,3110.71,5744.34,8903.23,8004.88,8642.91,968.44,1640.2
9.7,5356.04,4291.45,3112.11,5745.74,8904.62,8006.27,8644.29,969.83,1641.61
9.75,5357.44,4292.84,3113.5,5747.13,8906.01,8007.66,8645.68,971.22,1643.01
9.8,5358.85,4294.22,3114.9,5748.52,8907.4,8009.04,8647.06,972.61,1644.42
9.85,5360.25,4295.61,3116.29,5749.91,8908.79,8010.43,8648.45,974,1645.83
9.9,5361.66,4297,3117.69,5751.31,8910.17,8011.82,8649.83,975.39,1647.23
9.95,5363.06,4298.39,3119.08,5752.7,8911.56,8013.21,8651.22,976.78,1648.64
10,5364.47,4299.78,3120.48,5754.09,8912.95,8014.6,8652.61,978.17,1650.04
10.05,5365.87,4301.17,3121.87,5755.48,8914.34,8015.99,8653.99,979.56,1651.45
10.1,5367.28,4302.56,3123.27,5756.87,8915.73,8017.37,8655.38,980.95,1652.85
10.15,5368.69,4303.95,3124.66,5758.27,8917.12,8018.76,8656.76,982.34,1654.26
10.2,5370.09,4305.34,3126.06,5759.66,8918.51,8020.15,8658.15,983.73,1655.66
10.25,5371.5,4306.72,3127.45,5761.05,8919.9,8021.54,8659.53,985.121,1657.07
10.3,5372.9,4308.11,3128.85,5762.44,8921.29,8022.93,8660.92,986.511,1658.48
10.35,5374.31,4309.5,3130.24,5763.84,8922.67,8024.31,8662.3,987.901,1659.88
10.4,5375.71,4310.89,3131.64,5765.23,8924.06,8025.7,8663.69,989.291,1661.29
10.45,5377.12,4312.28,3133.04,5766.62,8925.45,8027.09,8665.07,990.681,1662.69
10.5,5378.52,4313.67,3134.43,5768.01,8926.84,8028.48,8666.46,992.071,1664.1
10.55,5379.93,4315.06,3135.83,5769.41,8928.23,8029.87,8667.84,993.461,1665.5
10.6,5381.33,4316.45,3137.22,5770.8,8929.62,8031.26,8669.23,994.851,1666.91
10.65,5382.74,4317.84,3138.62,5772.19,8931.01,8032.64,8670.61,996.241,1668.31
10.7,5384.15,4319.22,3140.01,5773.58,8932.4,8034.03,8672,997.631,1669.72
10.75,5385.55,4320.61,3141.41,5774.98,8933.79,8035.42,8673.38,999.021,1671.13
10.8,5386.96,4322,3142.8,5776.37,8935.17,8036.81,8674.77,1000.41,1672.53
10.85,5388.36,4323.39,3144.2,5777.76,8936.56,8038.2,8676.16,1001.8,1673.94
10.9,5389.77,4324.78,3145.59,5779.15,8937.95,8039.59,8677.54,1003.19,1675.34
10.95,5391.17,4326.17,3146.99,5780.54,8939.34,8040.97,8678.93,1004.58,1676.75
11,5392.58,4327.56,3148.38,5781.94,8940.73,8042.36,8680.31,1005.97,1678.15
11.05,5393.98,4328.95,3149.78,5783.33,8942.12,8043.75,8681.7,1007.36,1679.56
11.1,5395.39,4330.34,3151.17,5784.72,8943.51,8045.14,8683.08,1008.75,1680.96
11.15,5396.8,4331.72,3152.57,5786.11,8944.9,8046.53,8684.47,1010.14,1682.37
11.2,5398.2,4333.11,3153.96,5787.51,8946.29,8047.91,8685.85,1011.53,1683.78
11.25,5399.61,4334.5,3155.36,5788.9,8947.67,8049.3,8687.24,1012.92,1685.18
11.3,5401.01,4335.89,3156.76,5790.29,8949.06,8050.69,8688.62,1014.31,1686.59
11.35,5402.42,4337.28,3158.15,5791.68,8950.45,8052.08,8690.01,1015.7,1687.99
11.4,5403.82,4338.67,3159.55,5793.08,8951.84,8053.47,8691.39,1017.09,1689.4
11.45,5405.23,4340.06,3160.94,5794.47,8953.23,8054.86,8692.78,1018.48,1690.8
11.5,5406.63,4341.45,3162.34,5795.86,8954.62,8056.24,8694.16,1019.87,1692.21
11.55,5408.04,4342.84,3163.73,5797.25,8956.01,8057.63,8695.55,1021.26,1693.61
11.6,5409.44,4344.22,3165.13,5798.65,8957.4,8059.02,8696.94,1022.65,1695.02
11.65,5410.85,4345.61,3166.52,5800.04,8958.79,8060.41,8698.32,1024.04,1696.43
11.7,5412.26,4347,3167.92,5801.43,8960.17,8061.8,8699.71,1025.43,1697.83
11.75,5413.66,4348.39,3169.31,5802.82,8961.56,8063.19,8701.09,1026.82,1699.24
11.8,5415.07,4349.78,3170.71,5804.21,8962.95,8064.57,8702.48,1028.21,1700.64
11.85,5416.47,4351.17,3172.1,5805.61,8964.34,8065.96,8703.86,1029.6,1702.05
11.9,5417.88,4352.56,3173.5,5807,8965.73,8067.35,8705.25,1030.99,1703.45
11.95,5419.28,4353.95,3174.89,5808.39,8967.12,8068.74,8706.63,1032.38,1704.86
12,5420.69,4355.34,3176.29,5809.78,8968.51,8070.13,8708.02,1033.77,1706.26
12.05,5422.09,4356.72,3177.69,5811.18,8969.9,8071.51,8709.4,1035.16,1707.67
12.1,5423.5,4358.11,3179.08,5812.57,8971.29,8072.9,8710.79,1036.55,1709.08
12.15,5424.9,4359.5,3180.48,5813.96,8972.67,8074.29,8712.17,1037.94,1710.48
12.2,5426.31,4360.89,3181.87,5815.35,8974.06,8075.68,8713.56,1039.33,1711.89
12.25,5427.72,4362.28,3183.27,5816.75,8975.45,8077.07,8714.94,1040.72,1713.29
12.3,5429.12,4363.67,3184.66,5818.14,8976.84,8078.46,8716.33,1042.11,1714.7
12.35,5430.53,4365.06,3186.06,5819.53,8978.23,8079.84,8717.72,1043.5,1716.1
12.4,5431.93,4366.45,3187.45,5820.92,8979.62,8081.23,8719.1,1044.89,1717.51
12.45,5433.34,4367.84,3188.85,5822.32,8981.01,8082.62,8720.49,1046.28,1718.91
12.5,5434.74,4369.22,3190.24,5823.71,8982.4,8084.01,8721.87,1047.67,1720.32
12.55,5436.15,4370.61,3191.64,5825.1,8983.79,8085.4,8723.26,1049.06,1721.73
12.6,5437.55,4372,3193.03,5826.49,8985.17,8086.78,8724.64,1050.45,1723.13
12.65,5438.96,4373.39,3194.43,5827.88,8986.56,8088.17,8726.03,1051.84,1724.54
12.7,5440.37,4374.78,3195.82,5829.28,8987.95,8089.56,8727.41,1053.23,1725.94
12.75,5441.77,4376.17,3197.22,5830.67,8989.34,8090.95,8728.8,1054.62,1727.35
12.8,5443.18,4377.56,3198.61,5832.06,8990.73,8092.34,8730.18,1056.01,1728.75
12.85,5444.58,4378.95,3200.01,5833.45,8992.12,8093.73,8731.57,1057.4,1730.16
12.9,5445.99,4380.34,3201.41,5834.85,8993.51,8095.11,8732.95,1058.79,1731.56
12.95,5447.39,4381.72,3202.8,5836.24,8994.9,8096.5,8734.34,1060.18,1732.97
13,5448.8,4383.11,3204.2,5837.63,8996.29,8097.89,8735.72,1061.57,1734.38
13.05,5450.2,4384.5,3205.59,5839.02,8997.67,8099.28,8737.11,1062.96,1735.78
13.1,5451.61,4385.89,3206.99,5840.42,8999.06,8100.67,8738.5,1064.35,1737.19
13.15,5453.01,4387.28,3208.38,5841.81,9000.45,8102.06,8739.88,1065.74,1738.59
13.2,5454.42,4388.67,3209.78,5843.2,9001.84,8103.44,8741.27,1067.13,1740
13.25,5455.83,4390.06,3211.17,5844.59,9003.23,8104.83,8742.65,1068.52,1741.4
13.3,5457.23,4391.45,3212.57,5845.99,9004.62,8106.22,8744.04,1069.91,1742.81
13.35,5458.64,4392.84,3213.96,5847.38,9006.01,8107.61,8745.42,1071.3,1744.21
13.4,5460.04,4394.22,3215.36,5848.77,9007.4,8109,8746.81,1072.69,1745.62
13.45,5461.45,4395.61,3216.75,5850.16,9008.79,8110.38,8748.19,1074.08,1747.03
13.5,5462.85,4397,3218.15,5851.55,9010.17,8111.77,8749.58,1075.47,1748.43
13.55,5464.26,4398.39,3219.54,5852.95,9011.56,8113.16,8750.96,1076.86,1749.84
13.6,5465.66,4399.78,3220.94,5854.34,9012.95,8114.55,8752.35,1078.25,1751.24
13.65,5467.07,4401.17,3222.34,5855.73,9014.34,8115.94,8753.73,1079.64,1752.65
13.7,5468.48,4402.56,3223.73,5857.12,9015.73,8117.33,8755.12,1081.03,1754.05
13.75,5469.88,4403.95,3225.13,5858.52,9017.12,8118.71,8756.5,1082.42,1755.46
13.8,5471.29,4405.34,3226.52,5859.91,9018.51,8120.1,8757.89,1083.81,1756.86
13.85,5472.69,4406.72,3227.92,5861.3,9019.9,8121.49,8759.28,1085.2,1758.27
13.9,5474.1,4408.11,3229.31,5862.69,9021.29,8122.88,8760.66,1086.59,1759.68
13.95,5475.5,4409.5,3230.71,5864.09,9022.67,8124.27,8762.05,1087.98,1761.08
14,5476.91,4410.89,3232.1,5865.48,9024.06,8125.66,8763.43,1089.37,1762.49
14.05,5478.31,4412.28,3233.5,5866.87,9025.45,8127.04,8764.82,1090.76,1763.89
14.1,5479.72,4413.67,3234.89,5868.26,9026.84,8128.43,8766.2,1092.15,1765.3
14.15,5481.12,4415.06,3236.29,5869.65,9028.23,8129.82,8767.59,1093.54,1766.7
14.2,5482.53,4416.45,3237.68,5871.05,9029.62,8131.21,8768.97,1094.93,1768.11
14.25,5483.94,4417.84,3239.08,5872.44,9031.01,8132.6,8770.36,1096.32,1769.52
14.3,5485.34,4419.22,3240.47,5873.83,9032.4,8133.98,8771.74,1097.72,1770.92
14.35,5486.75,4420.61,3241.87,5875.22,9033.79,8135.37,8773.13,1099.11,1772.33
14.4,5488.15,4422,3243.26,5876.62,9035.17,8136.76,8774.51,1100.5,1773.73
14.45,5489.56,4423.39,3244.66,5878.01,9036.56,8138.15,8775.9,1101.89,1775.14
14.5,5490.96,4424.78,3246.06,5879.4,9037.95,8139.54,8777.29,1103.28,1776.54
