time,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10
3.25,531.865,4536.55,1540.57,5574.1,2662.58,5340.79,2281.67,9723.44,8581.89,9522.3
3.3,533.258,4537.99,1541.96,5575.49,2663.97,5342.18,2283.07,9724.83,8583.28,9523.71
3.35,534.652,4539.43,1543.36,5576.88,2665.36,5343.57,2284.47,9726.23,8584.67,9525.12
3.4,536.046,4540.87,1544.76,5578.27,2666.75,5344.96,2285.86,9727.62,8586.06,9526.52
3.45,537.44,4542.31,1546.16,5579.66,2668.14,5346.35,2287.26,9729.02,8587.45,9527.93
3.5,538.834,4543.75,1547.55,5581.05,2669.52,5347.74,2288.66,9730.41,8588.84,9529.34
3.55,540.227,4545.19,1548.95,5582.44,2670.91,5349.13,2290.06,9731.8,8590.23,9530.75
3.6,541.621,4546.63,1550.35,5583.83,2672.3,5350.52,2291.45,9733.2,8591.62,9532.15
3.65,543.015,4548.07,1551.75,5585.21,2673.69,5351.92,2292.85,9734.59,8593.01,9533.56
3.7,544.409,4549.51,1553.14,5586.6,2675.08,5353.31,2294.25,9735.98,8594.4,9534.97
3.75,545.803,4550.96,1554.54,5587.99,2676.47,5354.7,2295.64,9737.38,8595.79,9536.38
3.8,547.197,4552.4,1555.94,5589.38,2677.86,5356.09,2297.04,9738.77,8597.18,9537.78
3.85,548.59,4553.84,1557.34,5590.77,2679.25,5357.48,2298.44,9740.17,8598.57,9539.19
3.9,549.984,4555.28,1558.73,5592.16,2680.64,5358.87,2299.84,9741.56,8599.96,9540.6
3.95,551.378,4556.72,1560.13,5593.55,2682.02,5360.26,2301.23,9742.95,8601.35,9542.01
4,552.772,4558.16,1561.53,5594.94,2683.41,5361.65,2302.63,9744.35,8602.74,9543.41
4.05,554.166,4559.6,1562.92,5596.33,2684.8,5363.04,2304.03,9745.74,8604.13,9544.82
4.1,555.56,4561.04,1564.32,5597.71,2686.19,5364.43,2305.42,9747.13,8605.52,9546.23
4.15,556.953,4562.48,1565.72,5599.1,2687.58,5365.82,2306.82,9748.53,8606.91,9547.64
4.2,558.347,4563.92,1567.12,5600.49,2688.97,5367.21,2308.22,9749.92,8608.3,9549.05
4.25,559.741,4565.36,1568.51,5601.88,2690.36,5368.6,2309.62,9751.32,8609.69,9550.45
4.3,561.135,4566.8,1569.91,5603.27,2691.75,5369.99,2311.01,9752.71,8611.08,9551.86
4.35,562.529,4568.24,1571.31,5604.66,2693.14,5371.39,2312.41,9754.1,8612.47,9553.27
4.4,563.922,4569.68,1572.71,5606.05,2694.52,5372.78,2313.81,9755.5,8613.86,9554.68
4.45,565.316,4571.12,1574.1,5607.44,2695.91,5374.17,2315.21,9756.89,8615.25,9556.08
4.5,566.71,4572.56,1575.5,5608.83,2697.3,5375.56,2316.6,9758.28,8616.64,9557.49
4.55,568.104,4574,1576.9,5610.21,2698.69,5376.95,2318,9759.68,8618.03,9558.9
4.6,569.498,4575.44,1578.29,5611.6,2700.08,5378.34,2319.4,9761.07,8619.42,9560.31
4.65,570.892,4576.88,1579.69,5612.99,2701.47,5379.73,2320.79,9762.47,8620.81,9561.71
4.7,572.285,4578.32,1581.09,5614.38,2702.86,5381.12,2322.19,9763.86,8622.2,9563.12
4.75,573.679,4579.76,1582.49,5615.77,2704.25,5382.51,2323.59,9765.25,8623.59,9564.53
4.8,575.073,4581.2,1583.88,5617.16,2705.64,5383.9,2324.99,9766.65,8624.98,9565.94
4.85,576.467,4582.64,1585.28,5618.55,2707.02,5385.29,2326.38,9768.04,8626.37,9567.34
4.9,577.861,4584.08,1586.68,5619.94,2708.41,5386.68,2327.78,9769.43,8627.76,9568.75
4.95,579.255,4585.52,1588.08,5621.33,2709.8,5388.07,2329.18,9770.83,8629.15,9570.16
5,580.648,4586.96,1589.47,5622.71,2711.19,5389.46,2330.57,9772.22,8630.54,9571.57
5.05,582.042,4588.4,1590.87,5624.1,2712.58,5390.86,2331.97,9773.62,8631.93,9572.98
5.1,583.436,4589.84,1592.27,5625.49,2713.97,5392.25,2333.37,9775.01,8633.32,9574.38
5.15,584.83,4591.28,1593.66,5626.88,2715.36,5393.64,2334.77,9776.4,8634.71,9575.79
5.2,586.224,4592.72,1595.06,5628.27,2716.75,5395.03,2336.16,9777.8,8636.1,9577.2
5.25,587.617,4594.16,1596.46,5629.66,2718.14,5396.42,2337.56,9779.19,8637.5,9578.61
5.3,589.011,4595.6,1597.86,5631.05,2719.52,5397.81,2338.96,9780.58,8638.89,9580.01
5.35,590.405,4597.04,1599.25,5632.44,2720.91,5399.2,2340.35,9781.98,8640.28,9581.42
5.4,591.799,4598.48,1600.65,5633.83,2722.3,5400.59,2341.75,9783.37,8641.67,9582.83
5.45,593.193,4599.92,1602.05,5635.21,2723.69,5401.98,2343.15,9784.77,8643.06,9584.24
5.5,594.587,4601.36,1603.45,5636.6,2725.08,5403.37,2344.55,9786.16,8644.45,9585.64
5.55,595.98,4602.8,1604.84,5637.99,2726.47,5404.76,2345.94,9787.55,8645.84,9587.05
5.6,597.374,4604.24,1606.24,5639.38,2727.86,5406.15,2347.34,9788.95,8647.23,9588.46
5.65,598.768,4605.68,1607.64,5640.77,2729.25,5407.54,2348.74,9790.34,8648.62,9589.87
5.7,600.162,4607.12,1609.03,5642.16,2730.64,5408.93,2350.13,9791.73,8650.01,9591.27
5.75,601.556,4608.56,1610.43,5643.55,2732.02,5410.33,2351.53,9793.13,8651.4,9592.68
5.8,602.949,4610,1611.83,5644.94,2733.41,5411.72,2352.93,9794.52,8652.79,9594.09
5.85,604.343,4611.45,1613.23,5646.33,2734.8,5413.11,2354.33,9795.92,8654.18,9595.5
5.9,605.737,4612.89,1614.62,5647.71,2736.19,5414.5,2355.72,9797.31,8655.57,9596.91
5.95,607.131,4614.33,1616.02,5649.1,2737.58,5415.89,2357.12,9798.7,8656.96,9598.31
6,608.525,4615.77,1617.42,5650.49,2738.97,5417.28,2358.52,9800.1,8658.35,9599.72
6.05,609.919,4617.21,1618.82,5651.88,2740.36,5418.67,2359.91,9801.49,8659.74,9601.13
6.1,611.312,4618.65,1620.21,5653.27,2741.75,5420.06,2361.31,9802.88,8661.13,9602.54
6.15,612.706,4620.09,1621.61,5654.66,2743.14,5421.45,2362.71,9804.28,8662.52,9603.94
6.2,614.1,4621.53,1623.01,5656.05,2744.52,5422.84,2364.11,9805.67,8663.91,9605.35
6.25,615.494,4622.97,1624.4,5657.44,2745.91,5424.23,2365.5,9807.07,8665.3,9606.76
6.3,616.888,4624.41,1625.8,5658.83,2747.3,5425.62,2366.9,9808.46,8666.69,9608.17
6.35,618.282,4625.85,1627.2,5660.21,2748.69,5427.01,2368.3,9809.85,8668.08,9609.57
6.4,619.675,4627.29,1628.6,5661.6,2750.08,5428.4,2369.7,9811.25,8669.47,9610.98
6.45,621.069,4628.73,1629.99,5662.99,2751.47,5429.8,2371.09,9812.64,8670.86,9612.39
6.5,622.463,4630.17,1631.39,5664.38,2752.86,5431.19,2372.49,9814.03,8672.25,9613.8
6.55,623.857,4631.61,1632.79,5665.77,2754.25,5432.58,2373.89,9815.43,8673.64,9615.2
6.6,625.251,4633.05,1634.19,5667.16,2755.64,5433.97,2375.28,9816.82,8675.03,9616.61
6.65,626.644,4634.49,1635.58,5668.55,2757.02,5435.36,2376.68,9818.21,8676.42,9618.02
6.7,628.038,4635.93,1636.98,5669.94,2758.41,5436.75,2378.08,9819.61,8677.81,9619.43
6.75,629.432,4637.37,1638.38,5671.33,2759.8,5438.14,2379.48,9821,8679.2,9620.84
6.8,630.826,4638.81,1639.78,5672.71,2761.19,5439.53,2380.87,9822.4,8680.59,9622.24
6.85,632.22,4640.25,1641.17,5674.1,2762.58,5440.92,2382.27,9823.79,8681.98,9623.65
6.9,633.614,4641.69,1642.57,5675.49,2763.97,5442.31,2383.67,9825.18,8683.37,9625.06
6.95,635.007,4643.13,1643.97,5676.88,2765.36,5443.7,2385.06,9826.58,8684.76,9626.47
7,636.401,4644.57,1645.36,5678.27,2766.75,5445.09,2386.46,9827.97,8686.15,9627.87
7.05,637.795,4646.01,1646.76,5679.66,2768.14,5446.48,2387.86,9829.36,8687.54,9629.28
7.1,639.189,4647.45,1648.16,5681.05,2769.52,5447.87,2389.26,9830.76,8688.93,9630.69
7.15,640.583,4648.89,1649.56,5682.44,2770.91,5449.27,2390.65,9832.15,8690.32,9632.1
7.2,641.976,4650.33,1650.95,5683.83,2772.3,5450.66,2392.05,9833.55,8691.71,9633.5
7.25,643.37,4651.77,1652.35,5685.21,2773.69,5452.05,2393.45,9834.94,8693.1,9634.91
7.3,644.764,4653.21,1653.75,5686.6,2775.08,5453.44,2394.84,9836.33,8694.49,9636.32
7.35,646.158,4654.65,1655.15,5687.99,2776.47,5454.83,2396.24,9837.73,8695.88,9637.73
7.4,647.552,4656.09,1656.54,5689.38,2777.86,5456.22,2397.64,9839.12,8697.27,9639.14
7.45,648.946,4657.53,1657.94,5690.77,2779.25,5457.61,2399.04,9840.51,8698.66,9640.54
7.5,650.339,4658.97,1659.34,5692.16,2780.64,5459,2400.43,9841.91,8700.05,9641.95
7.55,651.733,4660.41,1660.73,5693.55,2782.02,5460.39,2401.83,9843.3,8701.44,9643.36
7.6,653.127,4661.85,1662.13,5694.94,2783.41,5461.78,2403.23,9844.7,8702.83,9644.77
7.65,654.521,4663.29,1663.53,5696.33,2784.8,5463.17,2404.62,9846.09,8704.22,9646.17
7.7,655.915,4664.74,1664.93,5697.71,2786.19,5464.56,2406.02,9847.48,8705.61,9647.58
7.75,657.308,4666.18,1666.32,5699.1,2787.58,5465.95,2407.42,9848.88,8707,9648.99
7.8,658.702,4667.62,1667.72,5700.49,2788.97,5467.34,2408.82,9850.27,8708.39,9650.4
7.85,660.096,4669.06,1669.12,5701.88,2790.36,5468.74,2410.21,9851.66,8709.78,9651.8
7.9,661.49,4670.5,1670.52,5703.27,2791.75,5470.13,2411.61,9853.06,8711.17,9653.21
7.95,662.884,4671.94,1671.91,5704.66,2793.14,5471.52,2413.01,9854.45,8712.56,9654.62
8,664.278,4673.38,1673.31,5706.05,2794.52,5472.91,2414.41,9855.85,8713.95,9656.03
8.05,665.671,4674.82,1674.71,5707.44,2795.91,5474.3,2415.8,9857.24,8715.34,9657.43
8.1,667.065,4676.26,1676.1,5708.83,2797.3,5475.69,2417.2,9858.63,8716.73,9658.84
8.15,668.459,4677.7,1677.5,5710.21,2798.69,5477.08,2418.6,9860.03,8718.12,9660.25
8.2,669.853,4679.14,1678.9,5711.6,2800.08,5478.47,2419.99,9861.42,8719.51,9661.66
8.25,671.247,4680.58,1680.3,5712.99,2801.47,5479.86,2421.39,9862.81,8720.9,9663.07
8.3,672.64,4682.02,1681.69,5714.38,2802.86,5481.25,2422.79,9864.21,8722.29,9664.47
8.35,674.034,4683.46,1683.09,5715.77,2804.25,5482.64,2424.19,9865.6,8723.68,9665.88
8.4,675.428,4684.9,1684.49,5717.16,2805.64,5484.03,2425.58,9867,8725.07,9667.29
8.45,676.822,4686.34,1685.89,5718.55,2807.02,5485.42,2426.98,9868.39,8726.46,9668.7
8.5,678.216,4687.78,1687.28,5719.94,2808.41,5486.81,2428.38,9869.78,8727.85,9670.1
8.55,679.61,4689.22,1688.68,5721.33,2809.8,5488.21,2429.77,9871.18,8729.24,9671.51
8.6,681.003,4690.66,1690.08,5722.71,2811.19,5489.6,2431.17,9872.57,8730.63,9672.92
8.65,682.397,4692.1,1691.48,5724.1,2812.58,5490.99,2432.57,9873.96,8732.02,9674.33
8.7,683.791,4693.54,1692.87,5725.49,2813.97,5492.38,2433.97,9875.36,8733.41,9675.73
8.75,685.185,4694.98,1694.27,5726.88,2815.36,5493.77,2435.36,9876.75,8734.8,9677.14
8.8,686.579,4696.42,1695.67,5728.27,2816.75,5495.16,2436.76,9878.15,8736.19,9678.55
8.85,687.972,4697.86,1697.06,5729.66,2818.14,5496.55,2438.16,9879.54,8737.58,9679.96
8.9,689.366,4699.3,1698.46,5731.05,2819.52,5497.94,2439.55,9880.93,8738.97,9681.37
8.95,690.76,4700.74,1699.86,5732.44,2820.91,5499.33,2440.95,9882.33,8740.36,9682.77
9,692.154,4702.18,1701.26,5733.83,2822.3,5500.72,2442.35,9883.72,8741.75,9684.18
9.05,693.548,4703.62,1702.65,5735.21,2823.69,5502.11,2443.75,9885.11,8743.14,9685.59
9.1,694.942,4705.06,1704.05,5736.6,2825.08,5503.5,2445.14,9886.51,8744.53,9687
9.15,696.335,4706.5,1705.45,5737.99,2826.47,5504.89,2446.54,9887.9,8745.92,9688.4
9.2,697.729,4707.94,1706.85,5739.38,2827.86,5506.28,2447.94,9889.3,8747.31,9689.81
9.25,699.123,4709.38,1708.24,5740.77,2829.25,5507.68,2449.33,9890.69,8748.7,9691.22
9.3,700.517,4710.82,1709.64,5742.16,2830.64,5509.07,2450.73,9892.08,8750.09,9692.63
9.35,701.911,4712.27,1711.04,5743.55,2832.02,5510.46,2452.13,9893.48,8751.48,9694.03
9.4,703.304,4713.71,1712.43,5744.94,2833.41,5511.85,2453.53,9894.87,8752.87,9695.44
9.45,704.698,4715.15,1713.83,5746.33,2834.8,5513.24,2454.92,9896.26,8754.26,9696.85
9.5,706.092,4716.59,1715.23,5747.71,2836.19,5514.63,2456.32,9897.66,8755.65,9698.26
9.55,707.486,4718.03,1716.63,5749.1,2837.58,5516.02,2457.72,9899.05,8757.04,9699.66
9.6,708.88,4719.47,1718.02,5750.49,2838.97,5517.41,2459.12,9900.45,8758.43,9701.07
9.65,710.273,4720.91,1719.42,5751.88,2840.36,5518.8,2460.51,9901.84,8759.82,9702.48
9.7,711.667,4722.35,1720.82,5753.27,2841.75,5520.19,2461.91,9903.23,8761.21,9703.89
9.75,713.061,4723.79,1722.22,5754.66,2843.14,5521.58,2463.31,9904.63,8762.6,9705.3
9.8,714.455,4725.23,1723.61,5756.05,2844.52,5522.97,2464.7,9906.02,8763.99,9706.7
9.85,715.849,4726.67,1725.01,5757.44,2845.91,5524.36,2466.1,9907.41,8765.38,9708.11
9.9,717.243,4728.11,1726.41,5758.83,2847.3,5525.75,2467.5,9908.81,8766.77,9709.52
9.95,718.636,4729.55,1727.81,5760.21,2848.69,5527.15,2468.9,9910.2,8768.16,9710.93
10,720.03,4730.99,1729.2,5761.6,2850.08,5528.54,2470.29,9911.6,8769.55,9712.33
10.05,721.424,4732.43,1730.6,5762.99,2851.47,5529.93,2471.69,9912.99,8770.94,9713.74
10.1,722.818,4733.87,1732,5764.38,2852.86,5531.32,2473.09,9914.38,8772.33,9715.15
10.15,724.212,4735.31,1733.39,5765.77,2854.25,5532.71,2474.48,9915.78,8773.72,9716.56
10.2,725.605,4736.75,1734.79,5767.16,2855.64,5534.1,2475.88,9917.17,8775.11,9717.96
10.25,726.999,4738.19,1736.19,5768.55,2857.02,5535.49,2477.28,9918.56,8776.5,9719.37
10.3,728.393,4739.63,1737.59,5769.94,2858.41,5536.88,2478.68,9919.96,8777.89,9720.78
10.35,729.787,4741.07,1738.98,5771.33,2859.8,5538.27,2480.07,9921.35,8779.28,9722.19
10.4,731.181,4742.51,1740.38,5772.71,2861.19,5539.66,2481.47,9922.75,8780.67,9723.6
10.45,732.575,4743.95,1741.78,5774.1,2862.58,5541.05,2482.87,9924.14,8782.06,9725
10.5,733.968,4745.39,1743.18,5775.49,2863.97,5542.44,2484.26,9925.53,8783.45,9726.41
10.55,735.362,4746.83,1744.57,5776.88,2865.36,5543.83,2485.66,9926.93,8784.84,9727.82
10.6,736.756,4748.27,1745.97,5778.27,2866.75,5545.22,2487.06,9928.32,8786.23,9729.23
10.65,738.15,4749.71,1747.37,5779.66,2868.14,5546.62,2488.46,9929.71,8787.62,9730.63
10.7,739.544,4751.15,1748.76,5781.05,2869.52,5548.01,2489.85,9931.11,8789.01,9732.04
10.75,740.937,4752.59,1750.16,5782.44,2870.91,5549.4,2491.25,9932.5,8790.4,9733.45
10.8,742.331,4754.03,1751.56,5783.83,2872.3,5550.79,2492.65,9933.9,8791.79,9734.86
10.85,743.725,4755.47,1752.96,5785.21,2873.69,5552.18,2494.05,9935.29,8793.18,9736.26
10.9,745.119,4756.92,1754.35,5786.6,2875.08,5553.57,2495.44,9936.68,8794.57,9737.67
10.95,746.513,4758.36,1755.75,5787.99,2876.47,5554.96,2496.84,9938.08,8795.96,9739.08
11,747.906,4759.8,1757.15,5789.38,2877.86,5556.35,2498.24,9939.47,8797.35,9740.49
11.05,749.3,4761.24,1758.55,5790.77,2879.25,5557.74,2499.63,9940.86,8798.74,9741.9
11.1,750.694,4762.68,1759.94,5792.16,2880.64,5559.13,2501.03,9942.26,8800.13,9743.3
11.15,752.088,4764.12,1761.34,5793.55,2882.02,5560.52,2502.43,9943.65,8801.52,9744.71
11.2,753.482,4765.56,1762.74,5794.94,2883.41,5561.91,2503.83,9945.05,8802.91,9746.12
11.25,754.876,4767,1764.14,5796.33,2884.8,5563.3,2505.22,9946.44,8804.3,9747.53
11.3,756.269,4768.44,1765.53,5797.71,2886.19,5564.69,2506.62,9947.83,8805.69,9748.93
11.35,757.663,4769.88,1766.93,5799.1,2887.58,5566.09,2508.02,9949.23,8807.08,9750.34
11.4,759.057,4771.32,1768.33,5800.49,2888.97,5567.48,2509.41,9950.62,8808.48,9751.75
11.45,760.451,4772.76,1769.72,5801.88,2890.36,5568.87,2510.81,9952.01,8809.87,9753.16
11.5,761.845,4774.2,1771.12,5803.27,2891.75,5570.26,2512.21,9953.41,8811.26,9754.56
11.55,763.238,4775.64,1772.52,5804.66,2893.14,5571.65,2513.61,9954.8,8812.65,9755.97
11.6,764.632,4777.08,1773.92,5806.05,2894.52,5573.04,2515,9956.2,8814.04,9757.38
11.65,766.026,4778.52,1775.31,5807.44,2895.91,5574.43,2516.4,9957.59,8815.43,9758.79
11.7,767.42,4779.96,1776.71,5808.83,2897.3,5575.82,2517.8,9958.98,8816.82,9760.2
11.75,768.814,4781.4,1778.11,5810.21,2898.69,5577.21,2519.19,9960.38,8818.21,9761.6
11.8,770.208,4782.84,1779.51,5811.6,2900.08,5578.6,2520.59,9961.77,8819.6,9763.01
11.85,771.601,4784.28,1780.9,5812.99,2901.47,5579.99,2521.99,9963.16,8820.99,9764.42
11.9,772.995,4785.72,1782.3,5814.38,2902.86,5581.38,2523.39,9964.56,8822.38,9765.83
11.95,774.389,4787.16,1783.7,5815.77,2904.25,5582.77,2524.78,9965.95,8823.77,9767.23
12,775.783,4788.6,1785.09,5817.16,2905.64,5584.16,2526.18,9967.35,8825.16,9768.64
12.05,777.177,4790.04,1786.49,5818.55,2907.02,5585.56,2527.58,9968.74,8826.55,9770.05
12.1,778.57,4791.48,1787.89,5819.94,2908.41,5586.95,2528.98,9970.13,8827.94,9771.46
12.15,779.964,4792.92,1789.29,5821.33,2909.8,5588.34,2530.37,9971.53,8829.33,9772.86
12.2,781.358,4794.36,1790.68,5822.71,2911.19,5589.73,2531.77,9972.92,8830.72,9774.27
12.25,782.752,4795.8,1792.08,5824.1,2912.58,5591.12,2533.17,9974.31,8832.11,9775.68
12.3,784.146,4797.25,1793.48,5825.49,2913.97,5592.51,2534.56,9975.71,8833.5,9777.09
12.35,785.539,4798.69,1794.88,5826.88,2915.36,5593.9,2535.96,9977.1,8834.89,9778.5
12.4,786.933,4800.13,1796.27,5828.27,2916.75,5595.29,2537.36,9978.5,8836.28,9779.9
12.45,788.327,4801.57,1797.67,5829.66,2918.14,5596.68,2538.76,9979.89,8837.67,9781.31
12.5,789.721,4803.01,1799.07,5831.05,2919.52,5598.07,2540.15,9981.28,8839.06,9782.72
12.55,791.115,4804.45,1800.47,5832.44,2920.91,5599.46,2541.55,9982.68,8840.45,9784.13
12.6,792.509,4805.89,1801.86,5833.83,2922.3,5600.85,2542.95,9984.07,8841.84,9785.53
12.65,793.902,4807.33,1803.26,5835.21,2923.69,5602.24,2544.34,9985.46,8843.23,9786.94
12.7,795.296,4808.77,1804.66,5836.6,2925.08,5603.63,2545.74,9986.86,8844.62,9788.35
12.75,796.69,4810.21,1806.05,5837.99,2926.47,5605.03,2547.14,9988.25,8846.01,9789.76
12.8,798.084,4811.65,1807.45,5839.38,2927.86,5606.42,2548.54,9989.64,8847.4,9791.16
12.85,799.478,4813.09,1808.85,5840.77,2929.25,5607.81,2549.93,9991.04,8848.79,9792.57
12.9,800.871,4814.53,1810.25,5842.16,2930.64,5609.2,2551.33,9992.43,8850.18,9793.98
12.95,802.265,4815.97,1811.64,5843.55,2932.02,5610.59,2552.73,9993.83,8851.57,9795.39
13,803.659,4817.41,1813.04,5844.94,2933.41,5611.98,2554.12,9995.22,8852.96,9796.8
13.05,805.053,4818.85,1814.44,5846.33,2934.8,5613.37,2555.52,9996.61,8854.35,9798.2
13.1,806.447,4820.29,1815.84,5847.71,2936.19,5614.76,2556.92,9998.01,8855.74,9799.61
13.15,807.84,4821.73,1817.23,5849.1,2937.58,5616.15,2558.32,9999.4,8857.13,9801.02
