time,N1,N2,N3,N4,N5,N6,N7
1.6,3228.39,386.779,5064.42,5924.5,6100.63,1861.49,5156.94
1.65,3229.78,388.17,5065.82,5925.89,6102.02,1862.88,5158.34
1.7,3231.17,389.562,5067.22,5927.27,6103.41,1864.28,5159.74
1.75,3232.56,390.953,5068.61,5928.65,6104.8,1865.68,5161.14
1.8,3233.95,392.344,5070.01,5930.04,6106.19,1867.08,5162.54
1.85,3235.34,393.735,5071.41,5931.42,6107.57,1868.47,5163.94
1.9,3236.73,395.127,5072.81,5932.8,6108.96,1869.87,5165.35
1.95,3238.11,396.518,5074.21,5934.18,6110.35,1871.27,5166.75
2,3239.5,397.909,5075.61,5935.57,6111.74,1872.67,5168.15
2.05,3240.89,399.301,5077.01,5936.95,6113.13,1874.06,5169.55
2.1,3242.28,400.692,5078.41,5938.33,6114.52,1875.46,5170.95
2.15,3243.67,402.083,5079.81,5939.72,6115.91,1876.86,5172.35
2.2,3245.06,403.474,5081.21,5941.1,6117.3,1878.26,5173.75
2.25,3246.45,404.866,5082.61,5942.48,6118.69,1879.65,5175.15
2.3,3247.84,406.257,5084.01,5943.86,6120.07,1881.05,5176.55
2.35,3249.23,407.648,5085.41,5945.25,6121.46,1882.45,5177.95
2.4,3250.61,409.04,5086.8,5946.63,6122.85,1883.85,5179.35
2.45,3252,410.431,5088.2,5948.01,6124.24,1885.24,5180.75
2.5,3253.39,411.822,5089.6,5949.4,6125.63,1886.64,5182.16
2.55,3254.78,413.214,5091,5950.78,6127.02,1888.04,5183.56
2.6,3256.17,414.605,5092.4,5952.16,6128.41,1889.44,5184.96
2.65,3257.56,415.996,5093.8,5953.55,6129.8,1890.83,5186.36
2.7,3258.95,417.387,5095.2,5954.93,6131.19,1892.23,5187.76
2.75,3260.34,418.779,5096.6,5956.31,6132.57,1893.63,5189.16
2.8,3261.73,420.17,5098,5957.69,6133.96,1895.03,5190.56
2.85,3263.11,421.561,5099.4,5959.08,6135.35,1896.42,5191.96
2.9,3264.5,422.953,5100.8,5960.46,6136.74,1897.82,5193.36
2.95,3265.89,424.344,5102.2,5961.84,6138.13,1899.22,5194.76
3,3267.28,425.735,5103.6,5963.23,6139.52,1900.62,5196.16
3.05,3268.67,427.126,5104.99,5964.61,6140.91,1902.01,5197.56
3.1,3270.06,428.518,5106.39,5965.99,6142.3,1903.41,5198.96
3.15,3271.45,429.909,5107.79,5967.37,6143.69,1904.81,5200.37
3.2,3272.84,431.3,5109.19,5968.76,6145.07,1906.21,5201.77
3.25,3274.23,432.692,5110.59,5970.14,6146.46,1907.6,5203.17
3.3,3275.61,434.083,5111.99,5971.52,6147.85,1909,5204.57
3.35,3277,435.474,5113.39,5972.91,6149.24,1910.4,5205.97
3.4,3278.39,436.866,5114.79,5974.29,6150.63,1911.8,5207.37
3.45,3279.78,438.257,5116.19,5975.67,6152.02,1913.2,5208.77
3.5,3281.17,439.648,5117.59,5977.06,6153.41,1914.59,5210.17
3.55,3282.56,441.039,5118.99,5978.44,6154.8,1915.99,5211.57
3.6,3283.95,442.431,5120.39,5979.82,6156.19,1917.39,5212.97
3.65,3285.34,443.822,5121.79,5981.2,6157.57,1918.79,5214.37
3.7,3286.73,445.213,5123.18,5982.59,6158.96,1920.18,5215.77
3.75,3288.11,446.605,5124.58,5983.97,6160.35,1921.58,5217.18
3.8,3289.5,447.996,5125.98,5985.35,6161.74,1922.98,5218.58
3.85,3290.89,449.387,5127.38,5986.74,6163.13,1924.38,5219.98
3.9,3292.28,450.778,5128.78,5988.12,6164.52,1925.77,5221.38
3.95,3293.67,452.17,5130.18,5989.5,6165.91,1927.17,5222.78
4,3295.06,453.561,5131.58,5990.88,6167.3,1928.57,5224.18
4.05,3296.45,454.952,5132.98,5992.27,6168.69,1929.97,5225.58
4.1,3297.84,456.344,5134.38,5993.65,6170.07,1931.36,5226.98
4.15,3299.23,457.735,5135.78,5995.03,6171.46,1932.76,5228.38
4.2,3300.61,459.126,5137.18,5996.42,6172.85,1934.16,5229.78
4.25,3302,460.517,5138.58,5997.8,6174.24,1935.56,5231.18
4.3,3303.39,461.909,5139.98,5999.18,6175.63,1936.95,5232.58
4.35,3304.78,463.3,5141.37,6000.57,6177.02,1938.35,5233.98
4.4,3306.17,464.691,5142.77,6001.95,6178.41,1939.75,5235.39
4.45,3307.56,466.083,5144.17,6003.33,6179.8,1941.15,5236.79
4.5,3308.95,467.474,5145.57,6004.71,6181.19,1942.54,5238.19
4.55,3310.34,468.865,5146.97,6006.1,6182.57,1943.94,5239.59
4.6,3311.73,470.257,5148.37,6007.48,6183.96,1945.34,5240.99
4.65,3313.11,471.648,5149.77,6008.86,6185.35,1946.74,5242.39
4.7,3314.5,473.039,5151.17,6010.25,6186.74,1948.13,5243.79
4.75,3315.89,474.43,5152.57,6011.63,6188.13,1949.53,5245.19
4.8,3317.28,475.822,5153.97,6013.01,6189.52,1950.93,5246.59
4.85,3318.67,477.213,5155.37,6014.39,6190.91,1952.33,5247.99
4.9,3320.06,478.604,5156.77,6015.78,6192.3,1953.72,5249.39
4.95,3321.45,479.996,5158.17,6017.16,6193.69,1955.12,5250.79
5,3322.84,481.387,5159.56,6018.54,6195.07,1956.52,5252.19
5.05,3324.23,482.778,5160.96,6019.93,6196.46,1957.92,5253.6
5.1,3325.61,484.169,5162.36,6021.31,6197.85,1959.31,5255
5.15,3327,485.561,5163.76,6022.69,6199.24,1960.71,5256.4
5.2,3328.39,486.952,5165.16,6024.08,6200.63,1962.11,5257.8
5.25,3329.78,488.343,5166.56,6025.46,6202.02,1963.51,5259.2
5.3,3331.17,489.735,5167.96,6026.84,6203.41,1964.9,5260.6
5.35,3332.56,491.126,5169.36,6028.22,6204.8,1966.3,5262
5.4,3333.95,492.517,5170.76,6029.61,6206.19,1967.7,5263.4
5.45,3335.34,493.908,5172.16,6030.99,6207.57,1969.1,5264.8
5.5,3336.73,495.3,5173.56,6032.37,6208.96,1970.49,5266.2
5.55,3338.11,496.691,5174.96,6033.76,6210.35,1971.89,5267.6
5.6,3339.5,498.082,5176.36,6035.14,6211.74,1973.29,5269
5.65,3340.89,499.474,5177.75,6036.52,6213.13,1974.69,5270.4
5.7,3342.28,500.865,5179.15,6037.91,6214.52,1976.08,5271.81
5.75,3343.67,502.256,5180.55,6039.29,6215.91,1977.48,5273.21
5.8,3345.06,503.647,5181.95,6040.67,6217.3,1978.88,5274.61
5.85,3346.45,505.039,5183.35,6042.05,6218.69,1980.28,5276.01
5.9,3347.84,506.43,5184.75,6043.44,6220.07,1981.68,5277.41
5.95,3349.23,507.821,5186.15,6044.82,6221.46,1983.07,5278.81
6,3350.61,509.213,5187.55,6046.2,6222.85,1984.47,5280.21
6.05,3352,510.604,5188.95,6047.59,6224.24,1985.87,5281.61
6.1,3353.39,511.995,5190.35,6048.97,6225.63,1987.27,5283.01
6.15,3354.78,513.387,5191.75,6050.35,6227.02,1988.66,5284.41
6.2,3356.17,514.778,5193.15,6051.73,6228.41,1990.06,5285.81
6.25,3357.56,516.169,5194.55,6053.12,6229.8,1991.46,5287.21
6.3,3358.95,517.56,5195.94,6054.5,6231.19,1992.86,5288.61
6.35,3360.34,518.952,5197.34,6055.88,6232.57,1994.25,5290.02
6.4,3361.73,520.343,5198.74,6057.27,6233.96,1995.65,5291.42
6.45,3363.11,521.734,5200.14,6058.65,6235.35,1997.05,5292.82
6.5,3364.5,523.126,5201.54,6060.03,6236.74,1998.45,5294.22
6.55,3365.89,524.517,5202.94,6061.42,6238.13,1999.84,5295.62
6.6,3367.28,525.908,5204.34,6062.8,6239.52,2001.24,5297.02
6.65,3368.67,527.299,5205.74,6064.18,6240.91,2002.64,5298.42
6.7,3370.06,528.691,5207.14,6065.56,6242.3,2004.04,5299.82
6.75,3371.45,530.082,5208.54,6066.95,6243.69,2005.43,5301.22
6.8,3372.84,531.473,5209.94,6068.33,6245.07,2006.83,5302.62
6.85,3374.23,532.865,5211.34,6069.71,6246.46,2008.23,5304.02
6.9,3375.61,534.256,5212.74,6071.1,6247.85,2009.63,5305.42
6.95,3377,535.647,5214.13,6072.48,6249.24,2011.02,5306.82
7,3378.39,537.038,5215.53,6073.86,6250.63,2012.42,5308.23
7.05,3379.78,538.43,5216.93,6075.25,6252.02,2013.82,5309.63
7.1,3381.17,539.821,5218.33,6076.63,6253.41,2015.22,5311.03
7.15,3382.56,541.212,5219.73,6078.01,6254.8,2016.61,5312.43
7.2,3383.95,542.604,5221.13,6079.39,6256.19,2018.01,5313.83
7.25,3385.34,543.995,5222.53,6080.78,6257.57,2019.41,5315.23
7.3,3386.73,545.386,5223.93,6082.16,6258.96,2020.81,5316.63
7.35,3388.11,546.777,5225.33,6083.54,6260.35,2022.2,5318.03
7.4,3389.5,548.169,5226.73,6084.93,6261.74,2023.6,5319.43
7.45,3390.89,549.56,5228.13,6086.31,6263.13,2025,5320.83
7.5,3392.28,550.951,5229.53,6087.69,6264.52,2026.4,5322.23
7.55,3393.67,552.343,5230.93,6089.08,6265.91,2027.79,5323.63
7.6,3395.06,553.734,5232.32,6090.46,6267.3,2029.19,5325.03
7.65,3396.45,555.125,5233.72,6091.84,6268.69,2030.59,5326.44
7.7,3397.84,556.516,5235.12,6093.22,6270.07,2031.99,5327.84
7.75,3399.23,557.908,5236.52,6094.61,6271.46,2033.39,5329.24
7.8,3400.61,559.299,5237.92,6095.99,6272.85,2034.78,5330.64
7.85,3402,560.69,5239.32,6097.37,6274.24,2036.18,5332.04
7.9,3403.39,562.082,5240.72,6098.76,6275.63,2037.58,5333.44
7.95,3404.78,563.473,5242.12,6100.14,6277.02,2038.98,5334.84
8,3406.17,564.864,5243.52,6101.52,6278.41,2040.37,5336.24
8.05,3407.56,566.256,5244.92,6102.91,6279.8,2041.77,5337.64
8.1,3408.95,567.647,5246.32,6104.29,6281.19,2043.17,5339.04
8.15,3410.34,569.038,5247.72,6105.67,6282.57,2044.57,5340.44
8.2,3411.73,570.429,5249.12,6107.05,6283.96,2045.96,5341.84
8.25,3413.11,571.821,5250.51,6108.44,6285.35,2047.36,5343.24
8.3,3414.5,573.212,5251.91,6109.82,6286.74,2048.76,5344.64
8.35,3415.89,574.603,5253.31,6111.2,6288.13,2050.16,5346.05
8.4,3417.28,575.995,5254.71,6112.59,6289.52,2051.55,5347.45
8.45,3418.67,577.386,5256.11,6113.97,6290.91,2052.95,5348.85
8.5,3420.06,578.777,5257.51,6115.35,6292.3,2054.35,5350.25
8.55,3421.45,580.168,5258.91,6116.74,6293.69,2055.75,5351.65
8.6,3422.84,581.56,5260.31,6118.12,6295.07,2057.14,5353.05
8.65,3424.23,582.951,5261.71,6119.5,6296.46,2058.54,5354.45
8.7,3425.61,584.342,5263.11,6120.88,6297.85,2059.94,5355.85
8.75,3427,585.734,5264.51,6122.27,6299.24,2061.34,5357.25
8.8,3428.39,587.125,5265.91,6123.65,6300.63,2062.73,5358.65
8.85,3429.78,588.516,5267.31,6125.03,6302.02,2064.13,5360.05
8.9,3431.17,589.907,5268.7,6126.42,6303.41,2065.53,5361.45
8.95,3432.56,591.299,5270.1,6127.8,6304.8,2066.93,5362.85
9,3433.95,592.69,5271.5,6129.18,6306.19,2068.32,5364.26
9.05,3435.34,594.081,5272.9,6130.57,6307.57,2069.72,5365.66
9.1,3436.73,595.473,5274.3,6131.95,6308.96,2071.12,5367.06
9.15,3438.11,596.864,5275.7,6133.33,6310.35,2072.52,5368.46
9.2,3439.5,598.255,5277.1,6134.71,6311.74,2073.91,5369.86
9.25,3440.89,599.646,5278.5,6136.1,6313.13,2075.31,5371.26
9.3,3442.28,601.038,5279.9,6137.48,6314.52,2076.71,5372.66
9.35,3443.67,602.429,5281.3,6138.86,6315.91,2078.11,5374.06
9.4,3445.06,603.82,5282.7,6140.25,6317.3,2079.5,5375.46
9.45,3446.45,605.212,5284.1,6141.63,6318.69,2080.9,5376.86
9.5,3447.84,606.603,5285.49,6143.01,6320.07,2082.3,5378.26
9.55,3449.23,607.994,5286.89,6144.39,6321.46,2083.7,5379.66
9.6,3450.61,609.385,5288.29,6145.78,6322.85,2085.1,5381.06
9.65,3452,610.777,5289.69,6147.16,6324.24,2086.49,5382.47
9.7,3453.39,612.168,5291.09,6148.54,6325.63,2087.89,5383.87
9.75,3454.78,613.559,5292.49,6149.93,6327.02,2089.29,5385.27
9.8,3456.17,614.951,5293.89,6151.31,6328.41,2090.69,5386.67
9.85,3457.56,616.342,5295.29,6152.69,6329.8,2092.08,5388.07
9.9,3458.95,617.733,5296.69,6154.08,6331.19,2093.48,5389.47
9.95,3460.34,619.124,5298.09,6155.46,6332.57,2094.88,5390.87
10,3461.73,620.516,5299.49,6156.84,6333.96,2096.28,5392.27
10.05,3463.11,621.907,5300.89,6158.22,6335.35,2097.67,5393.67
10.1,3464.5,623.298,5302.29,6159.61,6336.74,2099.07,5395.07
10.15,3465.89,624.69,5303.68,6160.99,6338.13,2100.47,5396.47
10.2,3467.28,626.081,5305.08,6162.37,6339.52,2101.87,5397.87
10.25,3468.67,627.472,5306.48,6163.76,6340.91,2103.26,5399.27
10.3,3470.06,628.863,5307.88,6165.14,6342.3,2104.66,5400.67
10.35,3471.45,630.255,5309.28,6166.52,6343.69,2106.06,5402.08
10.4,3472.84,631.646,5310.68,6167.91,6345.07,2107.46,5403.48
10.45,3474.23,633.037,5312.08,6169.29,6346.46,2108.85,5404.88
10.5,3475.61,634.429,5313.48,6170.67,6347.85,2110.25,5406.28
10.55,3477,635.82,5314.88,6172.06,6349.24,2111.65,5407.68
10.6,3478.39,637.211,5316.28,6173.44,6350.63,2113.05,5409.08
10.65,3479.78,638.602,5317.68,6174.82,6352.02,2114.44,5410.48
10.7,3481.17,639.994,5319.08,6176.2,6353.41,2115.84,5411.88
10.75,3482.56,641.385,5320.48,6177.59,6354.8,2117.24,5413.28
10.8,3483.95,642.776,5321.87,6178.97,6356.19,2118.64,5414.68
10.85,3485.34,644.168,5323.27,6180.35,6357.57,2120.03,5416.08
10.9,3486.73,645.559,5324.67,6181.74,6358.96,2121.43,5417.48
10.95,3488.11,646.95,5326.07,6183.12,6360.35,2122.83,5418.88
11,3489.5,648.341,5327.47,6184.5,6361.74,2124.23,5420.28
11.05,3490.89,649.733,5328.87,6185.89,6363.13,2125.63,5421.69
11.1,3492.28,651.124,5330.27,6187.27,6364.52,2127.02,5423.09
11.15,3493.67,652.515,5331.67,6188.65,6365.91,2128.42,5424.49
11.2,3495.06,653.907,5333.07,6190.03,6367.3,2129.82,5425.89
11.25,3496.45,655.298,5334.47,6191.42,6368.69,2131.22,5427.29
11.3,3497.84,656.689,5335.87,6192.8,6370.07,2132.61,5428.69
11.35,3499.23,658.08,5337.27,6194.18,6371.46,2134.01,5430.09
11.4,3500.61,659.472,5338.66,6195.57,6372.85,2135.41,5431.49
11.45,3502,660.863,5340.06,6196.95,6374.24,2136.81,5432.89
11.5,3503.39,662.254,5341.46,6198.33,6375.63,2138.2,5434.29
11.55,3504.78,663.646,5342.86,6199.72,6377.02,2139.6,5435.69
11.6,3506.17,665.037,5344.26,6201.1,6378.41,2141,5437.09
11.65,3507.56,666.428,5345.66,6202.48,6379.8,2142.4,5438.49
11.7,3508.95,667.819,5347.06,6203.86,6381.19,2143.79,5439.9
11.75,3510.34,669.211,5348.46,6205.25,6382.57,2145.19,5441.3
11.8,3511.73,670.602,5349.86,6206.63,6383.96,2146.59,5442.7
11.85,3513.11,671.993,5351.26,6208.01,6385.35,2147.99,5444.1
11.9,3514.5,673.385,5352.66,6209.4,6386.74,2149.38,5445.5
11.95,3515.89,674.776,5354.06,6210.78,6388.13,2150.78,5446.9
12,3517.28,676.167,5355.46,6212.16,6389.52,2152.18,5448.3
12.05,3518.67,677.558,5356.85,6213.55,6390.91,2153.58,5449.7
12.1,3520.06,678.95,5358.25,6214.93,6392.3,2154.97,5451.1
12.15,3521.45,680.341,5359.65,6216.31,6393.69,2156.37,5452.5
12.2,3522.84,681.732,5361.05,6217.69,6395.07,2157.77,5453.9
12.25,3524.23,683.124,5362.45,6219.08,6396.46,2159.17,5455.3
12.3,3525.61,684.515,5363.85,6220.46,6397.85,2160.56,5456.7
12.35,3527,685.906,5365.25,6221.84,6399.24,2161.96,5458.1
12.4,3528.39,687.297,5366.65,6223.23,6400.63,2163.36,5459.51
12.45,3529.78,688.689,5368.05,6224.61,6402.02,2164.76,5460.91
12.5,3531.17,690.08,5369.45,6225.99,6403.41,2166.16,5462.31
12.55,3532.56,691.471,5370.85,6227.38,6404.8,2167.55,5463.71
12.6,3533.95,692.863,5372.25,6228.76,6406.19,2168.95,5465.11
12.65,3535.34,694.254,5373.65,6230.14,6407.57,2170.35,5466.51
12.7,3536.73,695.645,5375.04,6231.52,6408.96,2171.75,5467.91
12.75,3538.11,697.036,5376.44,6232.91,6410.35,2173.14,5469.31
12.8,3539.5,698.428,5377.84,6234.29,6411.74,2174.54,5470.71
12.85,3540.89,699.819,5379.24,6235.67,6413.13,2175.94,5472.11
12.9,3542.28,701.21,5380.64,6237.06,6414.52,2177.34,5473.51
12.95,3543.67,702.602,5382.04,6238.44,6415.91,2178.73,5474.91
13,3545.06,703.993,5383.44,6239.82,6417.3,2180.13,5476.31
13.05,3546.45,705.384,5384.84,6241.21,6418.69,2181.53,5477.71
13.1,3547.84,706.775,5386.24,6242.59,6420.07,2182.93,5479.12
13.15,3549.23,708.167,5387.64,6243.97,6421.46,2184.32,5480.52
13.2,3550.61,709.558,5389.04,6245.36,6422.85,2185.72,5481.92
13.25,3552,710.949,5390.44,6246.74,6424.24,2187.12,5483.32
13.3,3553.39,712.341,5391.83,6248.12,6425.63,2188.52,5484.72
13.35,3554.78,713.732,5393.23,6249.5,6427.02,2189.91,5486.12
13.4,3556.17,715.123,5394.63,6250.89,6428.41,2191.31,5487.52
13.45,3557.56,716.514,5396.03,6252.27,6429.8,2192.71,5488.92
13.5,3558.95,717.906,5397.43,6253.65,6431.19,2194.11,5490.32
13.55,3560.34,719.297,5398.83,6255.04,6432.57,2195.5,5491.72
13.6,3561.73,720.688,5400.23,6256.42,6433.96,2196.9,5493.12
13.65,3563.11,722.08,5401.63,6257.8,6435.35,2198.3,5494.52
13.7,3564.5,723.471,5403.03,6259.19,6436.74,2199.7,5495.92
13.75,3565.89,724.862,5404.43,6260.57,6438.13,2201.1,5497.32
13.8,3567.28,726.253,5405.83,6261.95,6439.52,2202.49,5498.73
13.85,3568.67,727.645,5407.23,6263.33,6440.91,2203.89,5500.13
13.9,3570.06,729.036,5408.63,6264.72,6442.3,2205.29,5501.53
13.95,3571.45,730.427,5410.02,6266.1,6443.69,2206.69,5502.93
14,3572.84,731.818,5411.42,6267.48,6445.07,2208.08,5504.33
14.05,3574.23,733.21,5412.82,6268.87,6446.46,2209.48,5505.73
14.1,3575.61,734.601,5414.22,6270.25,6447.85,2210.88,5507.13
14.15,3577,735.992,5415.62,6271.63,6449.24,2212.28,5508.53
14.2,3578.39,737.384,5417.02,6273.02,6450.63,2213.67,5509.93
14.25,3579.78,738.775,5418.42,6274.4,6452.02,2215.07,5511.33
14.3,3581.17,740.166,5419.82,6275.78,6453.41,2216.47,5512.73
14.35,3582.56,741.557,5421.22,6277.16,6454.8,2217.87,5514.13
14.4,3583.95,742.949,5422.62,6278.55,6456.19,2219.26,5515.53
14.45,3585.34,744.34,5424.02,6279.93,6457.57,2220.66,5516.93
14.5,3586.73,745.731,5425.42,6281.31,6458.96,2222.06,5518.34
14.55,3588.11,747.123,5426.81,6282.7,6460.35,2223.46,5519.74
14.6,3589.5,748.514,5428.21,6284.08,6461.74,2224.85,5521.14
14.65,3590.89,749.905,5429.61,6285.46,6463.13,2226.25,5522.54
14.7,3592.28,751.296,5431.01,6286.85,6464.52,2227.65,5523.94
14.75,3593.67,752.688,5432.41,6288.23,6465.91,2229.05,5525.34
14.8,3595.06,754.079,5433.81,6289.61,6467.3,2230.44,5526.74
14.85,3596.45,755.47,5435.21,6291,6468.69,2231.84,5528.14
14.9,3597.84,756.862,5436.61,6292.38,6470.07,2233.24,5529.54
14.95,3599.23,758.253,5438.01,6293.76,6471.46,2234.64,5530.94
15,3600.61,759.644,5439.41,6295.14,6472.85,2236.04,5532.34
15.05,3602,761.035,5440.81,6296.53,6474.24,2237.43,5533.74
15.1,3603.39,762.427,5442.21,6297.91,6475.63,2238.83,5535.14
15.15,3604.78,763.818,5443.61,6299.29,6477.02,2240.23,5536.54
15.2,3606.17,765.209,5445,6300.68,6478.41,2241.63,5537.95
15.25,3607.56,766.601,5446.4,6302.06,6479.8,2243.02,5539.35
15.3,3608.95,767.992,5447.8,6303.44,6481.19,2244.42,5540.75
15.35,3610.34,769.383,5449.2,6304.83,6482.57,2245.82,5542.15
15.4,3611.73,770.774,5450.6,6306.21,6483.96,2247.22,5543.55
15.45,3613.11,772.166,5452,6307.59,6485.35,2248.61,5544.95
15.5,3614.5,773.557,5453.4,6308.98,6486.74,2250.01,5546.35
15.55,3615.89,774.948,5454.8,6310.36,6488.13,2251.41,5547.75
15.6,3617.28,776.34,5456.2,6311.74,6489.52,2252.81,5549.15
15.65,3618.67,777.731,5457.6,6313.12,6490.91,2254.2,5550.55
15.7,3620.06,779.122,5459,6314.51,6492.3,2255.6,5551.95
15.75,3621.45,780.513,5460.4,6315.89,6493.69,2257,5553.35
15.8,3622.84,781.905,5461.79,6317.27,6495.07,2258.4,5554.75
15.85,3624.23,783.296,5463.19,6318.66,6496.46,2259.79,5556.15
15.9,3625.61,784.687,5464.59,6320.04,6497.85,2261.19,5557.55
15.95,3627,786.078,5465.99,6321.42,6499.24,2262.59,5558.96
16,3628.39,787.47,5467.39,6322.81,6500.63,2263.99,5560.36
16.05,3629.78,788.861,5468.79,6324.19,6502.02,2265.39,5561.76
16.1,3631.17,790.252,5470.19,6325.57,6503.41,2266.78,5563.16
16.15,3632.56,791.644,5471.59,6326.95,6504.8,2268.18,5564.56
16.2,3633.95,793.035,5472.99,6328.34,6506.19,2269.58,5565.96
16.25,3635.34,794.426,5474.39,6329.72,6507.57,2270.98,5567.36
16.3,3636.73,795.817,5475.79,6331.1,6508.96,2272.37,5568.76
16.35,3638.11,797.209,5477.19,6332.49,6510.35,2273.77,5570.16
16.4,3639.5,798.6,5478.59,6333.87,6511.74,2275.17,5571.56
16.45,3640.89,799.991,5479.98,6335.25,6513.13,2276.57,5572.96
16.5,3642.28,801.383,5481.38,6336.64,6514.52,2277.96,5574.36
16.55,3643.67,802.774,5482.78,6338.02,6515.91,2279.36,5575.76
16.6,3645.06,804.165,5484.18,6339.4,6517.3,2280.76,5577.16
16.65,3646.45,805.556,5485.58,6340.79,6518.69,2282.16,5578.57
16.7,3647.84,806.948,5486.98,6342.17,6520.07,2283.55,5579.97
16.75,3649.23,808.339,5488.38,6343.55,6521.46,2284.95,5581.37
16.8,3650.61,809.73,5489.78,6344.93,6522.85,2286.35,5582.77
16.85,3652,811.122,5491.18,6346.32,6524.24,2287.75,5584.17
16.9,3653.39,812.513,5492.58,6347.7,6525.63,2289.14,5585.57
16.95,3654.78,813.904,5493.98,6349.08,6527.02,2290.54,5586.97
17,3656.17,815.295,5495.38,6350.47,6528.41,2291.94,5588.37
17.05,3657.56,816.687,5496.77,6351.85,6529.8,2293.34,5589.77
17.1,3658.95,818.078,5498.17,6353.23,6531.19,2294.74,5591.17
17.15,3660.34,819.469,5499.57,6354.62,6532.57,2296.13,5592.57
17.2,3661.73,820.86,5500.97,6356,6533.96,2297.53,5593.97
17.25,3663.11,822.252,5502.37,6357.38,6535.35,2298.93,5595.37
17.3,3664.5,823.643,5503.77,6358.77,6536.74,2300.33,5596.77
17.35,3665.89,825.034,5505.17,6360.15,6538.13,2301.72,5598.17
17.4,3667.28,826.426,5506.57,6361.53,6539.52,2303.12,5599.58
17.45,3668.67,827.817,5507.97,6362.91,6540.91,2304.52,5600.98
17.5,3670.06,829.208,5509.37,6364.3,6542.3,2305.92,5602.38
17.55,3671.45,830.599,5510.77,6365.68,6543.69,2307.31,5603.78
17.6,3672.84,831.991,5512.17,6367.06,6545.07,2308.71,5605.18
17.65,3674.23,833.382,5513.57,6368.45,6546.46,2310.11,5606.58
17.7,3675.61,834.773,5514.96,6369.83,6547.85,2311.51,5607.98
17.75,3677,836.165,5516.36,6371.21,6549.24,2312.9,5609.38
17.8,3678.39,837.556,5517.76,6372.6,6550.63,2314.3,5610.78
17.85,3679.78,838.947,5519.16,6373.98,6552.02,2315.7,5612.18
17.9,3681.17,840.338,5520.56,6375.36,6553.41,2317.1,5613.58
17.95,3682.56,841.73,5521.96,6376.75,6554.8,2318.49,5614.98
18,3683.95,843.121,5523.36,6378.13,6556.19,2319.89,5616.38
18.05,3685.34,844.512,5524.76,6379.51,6557.57,2321.29,5617.78
18.1,3686.73,845.904,5526.16,6380.89,6558.96,2322.69,5619.19
18.15,3688.11,847.295,5527.56,6382.28,6560.35,2324.09,5620.59
18.2,3689.5,848.686,5528.96,6383.66,6561.74,2325.48,5621.99
18.25,3690.89,850.077,5530.36,6385.04,6563.13,2326.88,5623.39
18.3,3692.28,851.469,5531.75,6386.43,6564.52,2328.28,5624.79
18.35,3693.67,852.86,5533.15,6387.81,6565.91,2329.68,5626.19
18.4,3695.06,854.251,5534.55,6389.19,6567.3,2331.07,5627.59
