time,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,N11,N12,N13,N14
2.7,5848.16,5901.95,9062.66,634.575,1031.63,2909.86,7918.51,3074.77,4030.77,8691.14,9235.53,5108.49,2103.32,4967.55
2.75,5849.55,5903.34,9064.05,635.964,1033.02,2911.26,7919.9,3076.15,4032.17,8692.53,9236.92,5109.88,2104.71,4968.94
2.8,5850.93,5904.73,9065.43,637.353,1034.4,2912.66,7921.29,3077.54,4033.56,8693.92,9238.31,5111.27,2106.11,4970.33
2.85,5852.32,5906.12,9066.82,638.743,1035.79,2914.06,7922.68,3078.93,4034.95,8695.31,9239.7,5112.66,2107.5,4971.72
2.9,5853.71,5907.51,9068.21,640.132,1037.18,2915.46,7924.07,3080.32,4036.34,8696.7,9241.09,5114.05,2108.89,4973.11
2.95,5855.09,5908.9,9069.6,641.521,1038.57,2916.86,7925.46,3081.71,4037.73,8698.08,9242.48,5115.44,2110.28,4974.5
3,5856.48,5910.29,9070.98,642.911,1039.96,2918.25,7926.85,3083.1,4039.13,8699.47,9243.87,5116.83,2111.67,4975.89
3.05,5857.86,5911.68,9072.37,644.3,1041.35,2919.65,7928.24,3084.49,4040.52,8700.86,9245.26,5118.22,2113.06,4977.28
3.1,5859.25,5913.06,9073.76,645.689,1042.74,2921.05,7929.63,3085.88,4041.91,8702.25,9246.65,5119.61,2114.45,4978.67
3.15,5860.64,5914.45,9075.14,647.079,1044.13,2922.45,7931.02,3087.27,4043.3,8703.64,9248.03,5121.01,2115.84,4980.05
3.2,5862.02,5915.84,9076.53,648.468,1045.52,2923.85,7932.41,3088.65,4044.7,8705.03,9249.42,5122.4,2117.23,4981.44
3.25,5863.41,5917.23,9077.92,649.857,1046.9,2925.25,7933.81,3090.04,4046.09,8706.42,9250.81,5123.79,2118.62,4982.83
3.3,5864.79,5918.62,9079.31,651.247,1048.29,2926.65,7935.2,3091.43,4047.48,8707.8,9252.2,5125.18,2120.01,4984.22
3.35,5866.18,5920.01,9080.69,652.636,1049.68,2928.05,7936.59,3092.82,4048.87,8709.19,9253.59,5126.57,2121.4,4985.61
3.4,5867.57,5921.4,9082.08,654.025,1051.07,2929.44,7937.98,3094.21,4050.27,8710.58,9254.98,5127.96,2122.79,4987
3.45,5868.95,5922.79,9083.47,655.415,1052.46,2930.84,7939.37,3095.6,4051.66,8711.97,9256.37,5129.35,2124.18,4988.39
3.5,5870.34,5924.18,9084.85,656.804,1053.85,2932.24,7940.76,3096.99,4053.05,8713.36,9257.76,5130.74,2125.57,4989.78
3.55,5871.72,5925.56,9086.24,658.193,1055.24,2933.64,7942.15,3098.38,4054.44,8714.75,9259.15,5132.13,2126.97,4991.17
3.6,5873.11,5926.95,9087.63,659.583,1056.63,2935.04,7943.54,3099.77,4055.84,8716.13,9260.54,5133.52,2128.36,4992.55
3.65,5874.49,5928.34,9089.02,660.972,1058.02,2936.44,7944.93,3101.15,4057.23,8717.52,9261.93,5134.91,2129.75,4993.94
3.7,5875.88,5929.73,9090.4,662.361,1059.4,2937.84,7946.32,3102.54,4058.62,8718.91,9263.32,5136.3,2131.14,4995.33
3.75,5877.27,5931.12,9091.79,663.751,1060.79,2939.24,7947.71,3103.93,4060.01,8720.3,9264.71,5137.69,2132.53,4996.72
3.8,5878.65,5932.51,9093.18,665.14,1062.18,2940.63,7949.1,3105.32,4061.41,8721.69,9266.1,5139.08,2133.92,4998.11
3.85,5880.04,5933.9,9094.56,666.529,1063.57,2942.03,7950.5,3106.71,4062.8,8723.08,9267.49,5140.47,2135.31,4999.5
3.9,5881.42,5935.29,9095.95,667.919,1064.96,2943.43,7951.89,3108.1,4064.19,8724.47,9268.88,5141.86,2136.7,5000.89
3.95,5882.81,5936.68,9097.34,669.308,1066.35,2944.83,7953.28,3109.49,4065.58,8725.85,9270.27,5143.26,2138.09,5002.28
4,5884.2,5938.06,9098.73,670.697,1067.74,2946.23,7954.67,3110.88,4066.98,8727.24,9271.66,5144.65,2139.48,5003.67
4.05,5885.58,5939.45,9100.11,672.087,1069.13,2947.63,7956.06,3112.27,4068.37,8728.63,9273.04,5146.04,2140.87,5005.05
4.1,5886.97,5940.84,9101.5,673.476,1070.52,2949.03,7957.45,3113.65,4069.76,8730.02,9274.43,5147.43,2142.26,5006.44
4.15,5888.35,5942.23,9102.89,674.865,1071.9,2950.43,7958.84,3115.04,4071.15,8731.41,9275.82,5148.82,2143.65,5007.83
4.2,5889.74,5943.62,9104.27,676.255,1073.29,2951.82,7960.23,3116.43,4072.54,8732.8,9277.21,5150.21,2145.04,5009.22
4.25,5891.13,5945.01,9105.66,677.644,1074.68,2953.22,7961.62,3117.82,4073.94,8734.19,9278.6,5151.6,2146.43,5010.61
4.3,5892.51,5946.4,9107.05,679.033,1076.07,2954.62,7963.01,3119.21,4075.33,8735.57,9279.99,5152.99,2147.83,5012
4.35,5893.9,5947.79,9108.44,680.423,1077.46,2956.02,7964.4,3120.6,4076.72,8736.96,9281.38,5154.38,2149.22,5013.39
4.4,5895.28,5949.18,9109.82,681.812,1078.85,2957.42,7965.79,3121.99,4078.11,8738.35,9282.77,5155.77,2150.61,5014.78
4.45,5896.67,5950.56,9111.21,683.201,1080.24,2958.82,7967.19,3123.38,4079.51,8739.74,9284.16,5157.16,2152,5016.17
4.5,5898.06,5951.95,9112.6,684.591,1081.63,2960.22,7968.58,3124.77,4080.9,8741.13,9285.55,5158.55,2153.39,5017.55
4.55,5899.44,5953.34,9113.98,685.98,1083.02,2961.62,7969.97,3126.15,4082.29,8742.52,9286.94,5159.94,2154.78,5018.94
4.6,5900.83,5954.73,9115.37,687.369,1084.4,2963.01,7971.36,3127.54,4083.68,8743.9,9288.33,5161.33,2156.17,5020.33
4.65,5902.21,5956.12,9116.76,688.759,1085.79,2964.41,7972.75,3128.93,4085.08,8745.29,9289.72,5162.72,2157.56,5021.72
4.7,5903.6,5957.51,9118.15,690.148,1087.18,2965.81,7974.14,3130.32,4086.47,8746.68,9291.11,5164.12,2158.95,5023.11
4.75,5904.99,5958.9,9119.53,691.537,1088.57,2967.21,7975.53,3131.71,4087.86,8748.07,9292.5,5165.51,2160.34,5024.5
4.8,5906.37,5960.29,9120.92,692.927,1089.96,2968.61,7976.92,3133.1,4089.25,8749.46,9293.89,5166.9,2161.73,5025.89
4.85,5907.76,5961.68,9122.31,694.316,1091.35,2970.01,7978.31,3134.49,4090.65,8750.85,9295.28,5168.29,2163.12,5027.28
4.9,5909.14,5963.06,9123.7,695.705,1092.74,2971.41,7979.7,3135.88,4092.04,8752.24,9296.67,5169.68,2164.51,5028.67
4.95,5910.53,5964.45,9125.08,697.095,1094.13,2972.81,7981.09,3137.27,4093.43,8753.62,9298.05,5171.07,2165.9,5030.05
5,5911.91,5965.84,9126.47,698.484,1095.52,2974.2,7982.49,3138.65,4094.82,8755.01,9299.44,5172.46,2167.29,5031.44
5.05,5913.3,5967.23,9127.86,699.873,1096.9,2975.6,7983.88,3140.04,4096.22,8756.4,9300.83,5173.85,2168.69,5032.83
5.1,5914.69,5968.62,9129.24,701.263,1098.29,2977,7985.27,3141.43,4097.61,8757.79,9302.22,5175.24,2170.08,5034.22
5.15,5916.07,5970.01,9130.63,702.652,1099.68,2978.4,7986.66,3142.82,4099,8759.18,9303.61,5176.63,2171.47,5035.61
5.2,5917.46,5971.4,9132.02,704.041,1101.07,2979.8,7988.05,3144.21,4100.39,8760.57,9305,5178.02,2172.86,5037
5.25,5918.84,5972.79,9133.41,705.431,1102.46,2981.2,7989.44,3145.6,4101.79,8761.95,9306.39,5179.41,2174.25,5038.39
5.3,5920.23,5974.18,9134.79,706.82,1103.85,2982.6,7990.83,3146.99,4103.18,8763.34,9307.78,5180.8,2175.64,5039.78
5.35,5921.62,5975.56,9136.18,708.209,1105.24,2983.99,7992.22,3148.38,4104.57,8764.73,9309.17,5182.19,2177.03,5041.17
5.4,5923,5976.95,9137.57,709.599,1106.63,2985.39,7993.61,3149.77,4105.96,8766.12,9310.56,5183.58,2178.42,5042.55
5.45,5924.39,5978.34,9138.95,710.988,1108.02,2986.79,7995,3151.15,4107.35,8767.51,9311.95,5184.97,2179.81,5043.94
5.5,5925.77,5979.73,9140.34,712.378,1109.4,2988.19,7996.39,3152.54,4108.75,8768.9,9313.34,5186.37,2181.2,5045.33
5.55,5927.16,5981.12,9141.73,713.767,1110.79,2989.59,7997.78,3153.93,4110.14,8770.29,9314.73,5187.76,2182.59,5046.72
5.6,5928.55,5982.51,9143.12,715.156,1112.18,2990.99,7999.18,3155.32,4111.53,8771.67,9316.12,5189.15,2183.98,5048.11
5.65,5929.93,5983.9,9144.5,716.546,1113.57,2992.39,8000.57,3156.71,4112.92,8773.06,9317.51,5190.54,2185.37,5049.5
5.7,5931.32,5985.29,9145.89,717.935,1114.96,2993.79,8001.96,3158.1,4114.32,8774.45,9318.9,5191.93,2186.76,5050.89
5.75,5932.7,5986.68,9147.28,719.324,1116.35,2995.18,8003.35,3159.49,4115.71,8775.84,9320.29,5193.32,2188.15,5052.28
5.8,5934.09,5988.06,9148.66,720.714,1117.74,2996.58,8004.74,3160.88,4117.1,8777.23,9321.68,5194.71,2189.55,5053.67
5.85,5935.48,5989.45,9150.05,722.103,1119.13,2997.98,8006.13,3162.27,4118.49,8778.62,9323.06,5196.1,2190.94,5055.05
5.9,5936.86,5990.84,9151.44,723.492,1120.52,2999.38,8007.52,3163.65,4119.89,8780.01,9324.45,5197.49,2192.33,5056.44
5.95,5938.25,5992.23,9152.83,724.882,1121.9,3000.78,8008.91,3165.04,4121.28,8781.39,9325.84,5198.88,2193.72,5057.83
6,5939.63,5993.62,9154.21,726.271,1123.29,3002.18,8010.3,3166.43,4122.67,8782.78,9327.23,5200.27,2195.11,5059.22
6.05,5941.02,5995.01,9155.6,727.66,1124.68,3003.58,8011.69,3167.82,4124.06,8784.17,9328.62,5201.66,2196.5,5060.61
6.1,5942.41,5996.4,9156.99,729.05,1126.07,3004.98,8013.08,3169.21,4125.46,8785.56,9330.01,5203.05,2197.89,5062
6.15,5943.79,5997.79,9158.38,730.439,1127.46,3006.37,8014.48,3170.6,4126.85,8786.95,9331.4,5204.44,2199.28,5063.39
6.2,5945.18,5999.18,9159.76,731.828,1128.85,3007.77,8015.87,3171.99,4128.24,8788.34,9332.79,5205.83,2200.67,5064.78
6.25,5946.56,6000.56,9161.15,733.218,1130.24,3009.17,8017.26,3173.38,4129.63,8789.72,9334.18,5207.23,2202.06,5066.17
6.3,5947.95,6001.95,9162.54,734.607,1131.63,3010.57,8018.65,3174.77,4131.03,8791.11,9335.57,5208.62,2203.45,5067.55
6.35,5949.33,6003.34,9163.92,735.996,1133.02,3011.97,8020.04,3176.15,4132.42,8792.5,9336.96,5210.01,2204.84,5068.94
6.4,5950.72,6004.73,9165.31,737.386,1134.4,3013.37,8021.43,3177.54,4133.81,8793.89,9338.35,5211.4,2206.23,5070.33
6.45,5952.11,6006.12,9166.7,738.775,1135.79,3014.77,8022.82,3178.93,4135.2,8795.28,9339.74,5212.79,2207.62,5071.72
6.5,5953.49,6007.51,9168.09,740.164,1137.18,3016.17,8024.21,3180.32,4136.6,8796.67,9341.13,5214.18,2209.01,5073.11
6.55,5954.88,6008.9,9169.47,741.554,1138.57,3017.56,8025.6,3181.71,4137.99,8798.06,9342.52,5215.57,2210.4,5074.5
6.6,5956.26,6010.29,9170.86,742.943,1139.96,3018.96,8026.99,3183.1,4139.38,8799.44,9343.91,5216.96,2211.8,5075.89
6.65,5957.65,6011.68,9172.25,744.332,1141.35,3020.36,8028.38,3184.49,4140.77,8800.83,9345.3,5218.35,2213.19,5077.28
6.7,5959.04,6013.06,9173.63,745.722,1142.74,3021.76,8029.77,3185.88,4142.17,8802.22,9346.69,5219.74,2214.58,5078.67
6.75,5960.42,6014.45,9175.02,747.111,1144.13,3023.16,8031.17,3187.27,4143.56,8803.61,9348.08,5221.13,2215.97,5080.05
6.8,5961.81,6015.84,9176.41,748.5,1145.52,3024.56,8032.56,3188.65,4144.95,8805,9349.46,5222.52,2217.36,5081.44
6.85,5963.19,6017.23,9177.8,749.89,1146.9,3025.96,8033.95,3190.04,4146.34,8806.39,9350.85,5223.91,2218.75,5082.83
6.9,5964.58,6018.62,9179.18,751.279,1148.29,3027.36,8035.34,3191.43,4147.73,8807.78,9352.24,5225.3,2220.14,5084.22
6.95,5965.97,6020.01,9180.57,752.669,1149.68,3028.75,8036.73,3192.82,4149.13,8809.16,9353.63,5226.69,2221.53,5085.61
7,5967.35,6021.4,9181.96,754.058,1151.07,3030.15,8038.12,3194.21,4150.52,8810.55,9355.02,5228.09,2222.92,5087
7.05,5968.74,6022.79,9183.34,755.447,1152.46,3031.55,8039.51,3195.6,4151.91,8811.94,9356.41,5229.48,2224.31,5088.39
7.1,5970.12,6024.18,9184.73,756.837,1153.85,3032.95,8040.9,3196.99,4153.3,8813.33,9357.8,5230.87,2225.7,5089.78
7.15,5971.51,6025.56,9186.12,758.226,1155.24,3034.35,8042.29,3198.38,4154.7,8814.72,9359.19,5232.26,2227.09,5091.17
7.2,5972.89,6026.95,9187.51,759.615,1156.63,3035.75,8043.68,3199.77,4156.09,8816.11,9360.58,5233.65,2228.48,5092.55
7.25,5974.28,6028.34,9188.89,761.005,1158.02,3037.15,8045.07,3201.15,4157.48,8817.49,9361.97,5235.04,2229.87,5093.94
7.3,5975.67,6029.73,9190.28,762.394,1159.4,3038.55,8046.46,3202.54,4158.87,8818.88,9363.36,5236.43,2231.26,5095.33
7.35,5977.05,6031.12,9191.67,763.783,1160.79,3039.94,8047.86,3203.93,4160.27,8820.27,9364.75,5237.82,2232.66,5096.72
7.4,5978.44,6032.51,9193.05,765.173,1162.18,3041.34,8049.25,3205.32,4161.66,8821.66,9366.14,5239.21,2234.05,5098.11
7.45,5979.82,6033.9,9194.44,766.562,1163.57,3042.74,8050.64,3206.71,4163.05,8823.05,9367.53,5240.6,2235.44,5099.5
7.5,5981.21,6035.29,9195.83,767.951,1164.96,3044.14,8052.03,3208.1,4164.44,8824.44,9368.92,5241.99,2236.83,5100.89
7.55,5982.6,6036.68,9197.22,769.341,1166.35,3045.54,8053.42,3209.49,4165.84,8825.83,9370.31,5243.38,2238.22,5102.28
7.6,5983.98,6038.06,9198.6,770.73,1167.74,3046.94,8054.81,3210.88,4167.23,8827.21,9371.7,5244.77,2239.61,5103.67
7.65,5985.37,6039.45,9199.99,772.119,1169.13,3048.34,8056.2,3212.27,4168.62,8828.6,9373.09,5246.16,2241,5105.05
7.7,5986.75,6040.84,9201.38,773.509,1170.52,3049.74,8057.59,3213.65,4170.01,8829.99,9374.47,5247.55,2242.39,5106.44
7.75,5988.14,6042.23,9202.77,774.898,1171.9,3051.13,8058.98,3215.04,4171.41,8831.38,9375.86,5248.95,2243.78,5107.83
7.8,5989.53,6043.62,9204.15,776.287,1173.29,3052.53,8060.37,3216.43,4172.8,8832.77,9377.25,5250.34,2245.17,5109.22
7.85,5990.91,6045.01,9205.54,777.677,1174.68,3053.93,8061.76,3217.82,4174.19,8834.16,9378.64,5251.73,2246.56,5110.61
7.9,5992.3,6046.4,9206.93,779.066,1176.07,3055.33,8063.16,3219.21,4175.58,8835.54,9380.03,5253.12,2247.95,5112
7.95,5993.68,6047.79,9208.31,780.456,1177.46,3056.73,8064.55,3220.6,4176.97,8836.93,9381.42,5254.51,2249.34,5113.39
8,5995.07,6049.18,9209.7,781.845,1178.85,3058.13,8065.94,3221.99,4178.37,8838.32,9382.81,5255.9,2250.73,5114.78
8.05,5996.46,6050.56,9211.09,783.234,1180.24,3059.53,8067.33,3223.38,4179.76,8839.71,9384.2,5257.29,2252.12,5116.17
8.1,5997.84,6051.95,9212.48,784.624,1181.63,3060.93,8068.72,3224.77,4181.15,8841.1,9385.59,5258.68,2253.52,5117.55
8.15,5999.23,6053.34,9213.86,786.013,1183.02,3062.32,8070.11,3226.15,4182.54,8842.49,9386.98,5260.07,2254.91,5118.94
8.2,6000.61,6054.73,9215.25,787.402,1184.4,3063.72,8071.5,3227.54,4183.94,8843.88,9388.37,5261.46,2256.3,5120.33
8.25,6002,6056.12,9216.64,788.792,1185.79,3065.12,8072.89,3228.93,4185.33,8845.26,9389.76,5262.85,2257.69,5121.72
8.3,6003.38,6057.51,9218.02,790.181,1187.18,3066.52,8074.28,3230.32,4186.72,8846.65,9391.15,5264.24,2259.08,5123.11
8.35,6004.77,6058.9,9219.41,791.57,1188.57,3067.92,8075.67,3231.71,4188.11,8848.04,9392.54,5265.63,2260.47,5124.5
8.4,6006.16,6060.29,9220.8,792.96,1189.96,3069.32,8077.06,3233.1,4189.51,8849.43,9393.93,5267.02,2261.86,5125.89
8.45,6007.54,6061.68,9222.19,794.349,1191.35,3070.72,8078.45,3234.49,4190.9,8850.82,9395.32,5268.41,2263.25,5127.28
8.5,6008.93,6063.06,9223.57,795.738,1192.74,3072.12,8079.85,3235.88,4192.29,8852.21,9396.71,5269.8,2264.64,5128.67
8.55,6010.31,6064.45,9224.96,797.128,1194.13,3073.51,8081.24,3237.27,4193.68,8853.6,9398.1,5271.2,2266.03,5130.05
8.6,6011.7,6065.84,9226.35,798.517,1195.52,3074.91,8082.63,3238.65,4195.08,8854.98,9399.49,5272.59,2267.42,5131.44
8.65,6013.09,6067.23,9227.73,799.906,1196.9,3076.31,8084.02,3240.04,4196.47,8856.37,9400.87,5273.98,2268.81,5132.83
8.7,6014.47,6068.62,9229.12,801.296,1198.29,3077.71,8085.41,3241.43,4197.86,8857.76,9402.26,5275.37,2270.2,5134.22
8.75,6015.86,6070.01,9230.51,802.685,1199.68,3079.11,8086.8,3242.82,4199.25,8859.15,9403.65,5276.76,2271.59,5135.61
8.8,6017.24,6071.4,9231.9,804.075,1201.07,3080.51,8088.19,3244.21,4200.65,8860.54,9405.04,5278.15,2272.98,5137
8.85,6018.63,6072.79,9233.28,805.464,1202.46,3081.91,8089.58,3245.6,4202.04,8861.93,9406.43,5279.54,2274.38,5138.39
8.9,6020.02,6074.18,9234.67,806.853,1203.85,3083.31,8090.97,3246.99,4203.43,8863.31,9407.82,5280.93,2275.77,5139.78
8.95,6021.4,6075.56,9236.06,808.243,1205.24,3084.7,8092.36,3248.38,4204.82,8864.7,9409.21,5282.32,2277.16,5141.17
9,6022.79,6076.95,9237.45,809.632,1206.63,3086.1,8093.75,3249.77,4206.22,8866.09,9410.6,5283.71,2278.55,5142.55
9.05,6024.17,6078.34,9238.83,811.021,1208.02,3087.5,8095.14,3251.15,4207.61,8867.48,9411.99,5285.1,2279.94,5143.94
9.1,6025.56,6079.73,9240.22,812.411,1209.4,3088.9,8096.54,3252.54,4209,8868.87,9413.38,5286.49,2281.33,5145.33
9.15,6026.94,6081.12,9241.61,813.8,1210.79,3090.3,8097.93,3253.93,4210.39,8870.26,9414.77,5287.88,2282.72,5146.72
9.2,6028.33,6082.51,9242.99,815.189,1212.18,3091.7,8099.32,3255.32,4211.78,8871.65,9416.16,5289.27,2284.11,5148.11
9.25,6029.72,6083.9,9244.38,816.579,1213.57,3093.1,8100.71,3256.71,4213.18,8873.03,9417.55,5290.66,2285.5,5149.5
9.3,6031.1,6085.29,9245.77,817.968,1214.96,3094.5,8102.1,3258.1,4214.57,8874.42,9418.94,5292.06,2286.89,5150.89
9.35,6032.49,6086.68,9247.16,819.357,1216.35,3095.89,8103.49,3259.49,4215.96,8875.81,9420.33,5293.45,2288.28,5152.28
9.4,6033.87,6088.06,9248.54,820.747,1217.74,3097.29,8104.88,3260.88,4217.35,8877.2,9421.72,5294.84,2289.67,5153.67
9.45,6035.26,6089.45,9249.93,822.136,1219.13,3098.69,8106.27,3262.27,4218.75,8878.59,9423.11,5296.23,2291.06,5155.05
9.5,6036.65,6090.84,9251.32,823.526,1220.52,3100.09,8107.66,3263.65,4220.14,8879.98,9424.5,5297.62,2292.45,5156.44
